@relation 'Original signal'

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute destClass {1.0,2.0}

@data
-2.393368,1.740247,0.663189,0.304169,0.304169,-0.294197,-0.05485,0.543516,-1.131909,-1.012236,-0.05485,-0.294197,-0.533543,-0.05485,-0.41387,-0.772889,-0.533543,-1.371255,-0.892562,-0.892562,-0.653216,-0.294197,2.099267,2.21894,1.381228,3.293852,2.0
-2.393368,-0.726209,-1.141186,-1.378315,-1.556163,-1.585804,-1.526521,-1.052262,-0.25195,0.904056,1.170827,1.200468,0.904056,0.518721,-0.044462,-0.133385,-0.163027,-0.103744,0.815133,1.170827,1.437598,1.081904,0.696568,0.25195,-0.48908,3.293852,1.0
-2.393368,-0.92264,-1.342918,-1.526789,-1.658126,-1.658126,-1.447987,-1.132779,-0.423561,0.548331,1.310084,1.310084,1.205014,0.942341,0.548331,0.600865,0.600865,0.811004,0.548331,0.180588,0.364459,0.443261,0.6534,0.25939,-0.213422,3.293852,2.0
-2.393368,-1.017714,-1.378781,-1.42126,-1.591174,-1.569934,-1.442499,-1.017714,-0.019469,0.426555,0.893818,0.957536,0.830101,0.681426,0.299119,0.320359,0.362837,0.638947,1.106211,1.467278,1.318603,0.702665,0.299119,-0.210623,-0.635408,3.293852,1.0
-2.393368,-0.238537,-0.699602,-1.122245,-1.314355,-1.660154,-1.429621,-1.122245,-0.699602,-0.891712,-0.238537,0.491482,0.606749,0.798859,0.414638,-0.084849,-0.161693,-0.276959,0.145684,1.298346,1.644145,1.644145,1.490456,1.029391,0.376216,3.293852,1.0
-2.393368,-1.149072,-1.392354,-1.548749,-1.566126,-1.566126,-1.427108,-1.131695,-0.314963,0.74505,1.00571,1.023087,1.00571,0.81456,0.519146,0.62341,0.727673,0.849314,0.81456,1.023087,0.797182,0.519146,0.188978,-0.193322,-0.367095,3.293852,1.0
-2.393368,-0.184215,-1.044971,-1.436223,-1.240597,-1.436223,-1.357973,-1.005845,-0.771094,0.363539,1.459046,1.459046,1.302545,0.793917,0.167913,-0.340716,-0.262465,-0.262465,-0.184215,0.050537,1.693798,1.419921,0.872167,0.167913,-0.22334,3.293852,1.0
-2.393368,-1.101545,-1.296941,-1.531416,-1.590035,-1.629114,-1.414178,-1.101545,-0.105025,0.5984,1.008732,0.950113,0.832875,0.774256,0.363925,0.383465,0.422544,0.559321,1.262746,1.282286,1.06735,0.559321,0.285767,-0.105025,-0.476278,3.293852,1.0
-2.393368,-0.422383,-0.694262,-1.315698,-1.471058,-1.548737,-1.471058,-1.04382,-0.810781,-0.422383,0.315573,0.432093,0.703972,0.781651,0.276734,-0.267024,-0.189344,-0.305863,0.199054,1.364248,1.674967,1.636127,1.480768,0.781651,0.315573,3.293852,1.0
-2.393368,-0.82269,-1.315008,-1.574123,-1.703681,-1.703681,-1.392743,-0.978159,-0.12308,0.628354,1.43161,1.483433,1.198406,0.887469,0.732,0.602442,0.628354,0.576531,0.369239,0.369239,0.136035,0.239681,0.576531,0.187858,-0.434018,3.293852,2.0
-2.393368,-0.843545,-1.273588,-1.505149,-1.57131,-1.63747,-1.405909,-0.975866,-0.314262,0.744305,0.876625,1.207428,1.141267,0.810465,0.347342,0.314262,0.215021,0.215021,0.678144,1.472069,1.207428,0.810465,0.248102,-0.181941,-0.578904,3.293852,1.0
-2.393368,-0.362826,-0.921442,-1.381479,-1.545778,-1.644357,-1.545778,-1.085741,-0.625705,0.425808,1.214442,1.47732,1.313021,0.885844,0.392948,-0.067089,-0.099948,-0.001369,0.06435,0.228649,1.51018,1.214442,0.721546,0.228649,-0.395686,3.293852,1.0
-2.393368,-0.75034,-1.11848,-1.425263,-1.363907,-1.48662,-1.363907,-1.517298,-0.688984,0.538149,1.274428,1.366463,1.458498,1.151715,0.844932,0.69154,0.660862,0.844932,0.752897,0.415435,0.108652,-0.167452,-0.228809,0.139331,-0.136774,3.293852,2.0
-2.393368,-0.467111,-1.303728,-1.610487,-1.610487,-1.638374,-1.498938,-1.136404,-0.606547,0.592603,1.345558,1.289784,1.178235,1.178235,0.564716,0.536829,0.648378,0.704152,0.341618,0.202182,0.257957,0.23007,0.871476,0.23007,-0.299788,3.293852,2.0
-2.393368,-0.916912,-1.235837,-1.3953,-1.618548,-1.427193,-1.459085,-1.235837,-0.853126,0.550147,1.283676,1.411247,1.315569,1.092321,0.58204,0.677717,0.70961,0.773395,0.422577,0.167436,-0.087705,0.231221,0.70961,0.326899,-0.023919,3.293852,2.0
-2.393368,-1.229247,-1.393947,-1.476297,-1.599822,-1.517472,-1.29101,-1.064547,-0.096933,0.788331,1.076556,1.055969,1.035381,0.644218,0.397168,0.438343,0.355993,0.479518,1.035381,1.241256,1.117731,0.561868,0.232467,-0.220458,-0.570446,3.293852,1.0
-2.393368,-1.14706,-1.370712,-1.472371,-1.553699,-1.635027,-1.533367,-1.14706,-0.171127,0.560823,1.069121,1.069121,0.987793,0.764142,0.601487,0.703146,0.64215,0.703146,0.540491,0.459163,1.211445,0.84547,0.316839,-0.069467,-0.374447,3.293852,1.0
-2.393368,0.899505,0.005729,-0.819295,-1.644318,-0.613039,-0.888047,-0.819295,-1.300559,-0.544287,0.074481,0.280737,0.486993,0.830753,0.555745,0.280737,0.005729,-0.681791,-0.681791,-1.025551,-0.750543,0.762001,2.068289,1.724529,1.793281,3.293852,2.0
-2.393368,-0.898367,-1.173611,-1.56354,-1.655289,-1.655289,-1.49473,-1.173611,-0.095571,0.523729,1.234776,1.257714,1.120091,0.890721,0.477855,0.386107,0.500792,0.523729,0.36317,0.661351,1.257714,0.684288,0.36317,-0.118508,-0.416689,3.293852,1.0
-2.393368,-0.252946,-1.011783,-1.374706,-1.506678,-1.638649,-1.440692,-1.209741,-0.153967,0.37392,1.066772,1.330715,1.198743,0.868814,0.175962,-0.285939,-0.120974,-0.219953,-0.219953,1.165751,1.627652,1.132758,0.736842,0.175962,-0.417911,3.293852,1.0
-2.393368,-0.972866,-1.250067,-1.505944,-1.633883,-1.591236,-1.441975,-1.164774,-0.439789,0.541074,0.92489,0.903566,0.92489,0.818274,0.391812,0.327843,0.711658,0.775628,1.138121,1.287382,1.052828,0.477104,0.178581,0.007996,-0.461112,3.293852,1.0
-2.393368,-0.415745,-0.742124,-1.394883,-1.441508,-1.628011,-1.301631,-1.115129,-0.975252,0.330265,1.449279,1.775659,1.542531,0.983023,0.237014,0.003885,0.050511,0.003885,-0.182617,-0.182617,0.003885,0.70327,1.309402,0.796521,0.190388,3.293852,2.0
-2.393368,-1.015,-1.355858,-1.469477,-1.651268,-1.628544,-1.469477,-1.151343,0.030298,0.689291,1.21194,1.030149,0.984701,0.984701,0.598395,0.552948,0.598395,0.643843,0.462052,0.280261,1.143768,0.80291,0.371157,-0.060597,-0.583246,3.293852,1.0
-2.393368,-0.34593,-0.870286,-1.263554,-1.525732,-1.569428,-1.482036,-1.001376,-0.564412,-0.34593,-0.302233,0.440605,0.790176,0.877569,0.484302,-0.302233,-0.302233,-0.34593,0.527998,1.314533,1.401926,1.751497,1.314533,1.008658,0.309516,3.293852,1.0
-2.393368,-0.423236,-0.91231,-1.138036,-1.514246,-1.476625,-1.401383,-1.138036,-0.837068,-0.536099,-0.460857,0.028216,0.479668,0.743015,0.253942,0.028216,0.103458,0.065837,1.156846,1.382572,1.64592,1.533056,1.344951,0.855878,0.216321,3.293852,1.0
-2.393368,-0.981154,-1.324201,-1.495724,-1.593737,-1.642744,-1.495724,-1.054664,0.170502,0.758582,1.150635,1.371165,1.101629,0.709576,0.244012,0.366529,0.513549,0.464542,0.244012,0.342026,1.322159,0.881099,0.489046,0.023482,-0.564598,3.293852,1.0
-2.393368,-0.452778,-0.22949,-1.420359,-1.718076,-1.718076,-1.420359,-1.048213,-1.643647,0.217085,0.961379,1.407954,1.333525,1.333525,0.663661,0.589232,0.440373,0.440373,0.142656,0.440373,0.142656,0.142656,0.961379,0.365944,0.068227,3.293852,2.0
-2.393368,0.848328,0.295571,-0.533564,-0.809942,-0.902068,-0.717816,-0.62569,-1.823329,-1.54695,-0.257185,0.203445,0.479823,0.571949,-0.165059,-0.441437,-0.257185,-0.441437,-0.165059,-0.257185,0.111319,0.479823,1.401084,2.230219,2.322345,3.293852,2.0
-2.393368,-0.98227,-1.296298,-1.475742,-1.587895,-1.565464,-1.520603,-1.139284,-0.354215,0.543006,1.058908,1.193491,1.260783,1.014047,0.610297,0.543006,0.610297,0.655158,0.408423,0.3187,1.058908,0.857033,0.385992,-0.085049,-0.511229,3.293852,1.0
-2.393368,-0.983763,-1.249794,-1.449318,-1.626673,-1.582334,-1.560165,-1.005932,-0.230007,1.166659,1.255337,1.166659,1.122321,0.856289,0.568088,0.324226,0.368565,0.390734,0.368565,0.50158,1.166659,0.723273,0.368565,-0.11916,-0.540377,3.293852,1.0
-2.393368,0.939614,-0.117452,-0.68122,-1.104047,-1.31546,-0.963105,-0.328865,-0.963105,-0.258394,0.516788,1.080557,1.221499,0.939614,0.02349,-0.963105,-0.751691,-0.822163,-0.892634,-0.963105,-0.117452,0.587259,2.137623,1.644325,1.151028,3.293852,2.0
-2.393368,-1.097897,-1.275591,-1.58021,-1.656365,-1.656365,-1.58021,-1.148667,-0.133271,0.552122,1.059819,1.034435,1.034435,0.755201,0.475967,0.577506,0.577506,0.704431,0.628276,0.552122,0.755201,0.983665,0.679046,0.095193,-0.33635,3.293852,2.0
-2.393368,-1.025386,-1.203714,-1.426625,-1.649535,-1.738699,-1.471207,-0.980804,-0.847058,0.356656,1.11455,1.382043,1.203714,1.069968,0.757894,0.534984,0.66873,0.624148,0.44582,0.490402,0.490402,0.133746,0.66873,0.401238,0,3.293852,2.0
-2.393368,-1.10272,-1.422349,-1.550201,-1.635435,-1.635435,-1.422349,-1.017486,-0.442153,0.516734,1.070757,0.985523,0.964214,0.815054,0.452808,0.452808,0.708511,0.900288,0.665894,0.580659,1.155992,0.772437,0.474116,0.047944,-0.33561,3.293852,1.0
-2.393368,-0.733123,-1.060167,-1.321802,-1.45262,-1.648846,-1.321802,-0.863941,-0.863941,0.902096,1.490775,1.556184,1.359957,1.163731,0.836687,0.509643,0.378826,0.509643,0.444235,0.182599,-0.275262,-0.798532,0.640461,0.378826,-0.013627,3.293852,2.0
-2.393368,0.162952,-0.785132,-1.022153,-1.377684,-1.496195,-1.259174,-0.666621,-1.614705,-0.074069,0.992525,1.111036,0.992525,1.111036,0.162952,-0.548111,0.281462,0.755504,0.281462,-0.074069,-0.666621,-0.548111,1.703588,1.466567,1.111036,3.293852,2.0
-2.393368,-0.229787,-0.570213,-0.978723,-1.591489,-1.591489,-1.182978,-0.502127,-1.251063,-0.434042,0.791489,1.063829,1.063829,0.859574,0.042553,-0.365957,-0.365957,-0.229787,-0.161702,-0.161702,0.110638,0.995744,2.153191,1.676595,0.859574,3.293852,2.0
-2.393368,-0.837291,-1.305161,-1.609276,-1.70285,-1.70285,-1.398735,-1.118013,-0.346028,0.706678,1.104367,1.174548,1.010793,0.776858,0.402563,0.402563,0.636497,0.566317,0.402563,0.496137,1.268121,0.847039,0.542924,-0.041913,-0.275848,3.293852,1.0
-2.393368,1.007087,0.296202,-0.414683,-0.335696,-0.651645,-0.651645,-0.414683,-1.678478,-1.046581,-0.414683,0.05924,0.217215,-0.019747,-0.098734,-0.335696,-0.572657,-0.730632,-0.572657,-0.335696,-0.414683,0.533164,2.428857,2.270882,1.875946,3.293852,2.0
-2.393368,-0.709086,-1.218173,-1.581807,-1.557565,-1.751503,-1.630291,-1.121204,-0.175756,0.575753,1.18181,1.230294,1.084841,0.890903,0.381815,0.406058,0.599996,0.599996,0.284846,0.478784,1.230294,0.842418,0.406058,-0.10303,-0.345452,3.293852,1.0
-2.393368,-0.743396,-0.913045,-1.252345,-1.365445,-1.393719,-1.308895,-1.450269,-0.686846,0.359327,1.207576,1.377226,1.433776,1.094476,0.811727,0.924827,1.094476,1.094476,0.755177,0.415877,-0.008247,-0.319271,-0.404096,-0.234446,-0.488921,3.293852,2.0
-2.393368,-0.472218,-1.222762,-1.52298,-1.52298,-1.52298,-1.297817,-0.997599,-0.922544,-0.172,1.028871,1.329089,1.554253,1.404144,0.878762,0.50349,0.278327,0.428436,0.203272,0.128218,-0.021891,-0.247054,1.254035,0.728654,0.203272,3.293852,2.0
-2.393368,-0.776774,-1.335722,-1.467239,-1.565877,-1.598757,-1.532998,-1.138446,-0.053429,0.439761,1.327502,1.42614,1.228864,1.097347,0.406882,0.669916,0.768554,0.768554,0.374002,0.242485,-0.053429,0.735675,0.571278,-0.053429,-0.48086,3.293852,2.0
-2.393368,0.745758,0.041567,-0.603942,-0.956038,-0.956038,-0.77999,-0.721307,-1.425499,-1.425499,-0.134481,0.628393,0.687076,0.745758,0.452345,-0.310529,-0.251846,-0.545259,-0.77999,-0.662625,-0.427894,1.215219,2.212824,1.802046,1.44995,3.293852,2.0
-2.393368,-1.124736,-1.380694,-1.538206,-1.597273,-1.538206,-1.538206,-1.04598,-0.199352,0.509454,0.824478,0.844167,0.863856,0.726033,0.529143,0.489765,0.706344,0.726033,1.218259,1.139503,1.041058,0.58821,0.332253,-0.081217,-0.494687,3.293852,1.0
-2.393368,-0.912567,-1.124063,-1.500056,-1.641053,-1.664553,-1.476556,-1.218061,-0.395576,0.638405,1.014398,1.202395,1.014398,0.849901,0.450408,0.37991,0.403409,0.426909,0.591406,1.272893,1.155396,0.614905,0.403409,-0.043083,-0.442575,3.293852,1.0
-2.393368,-0.541862,-0.950815,-1.441558,-1.727825,-1.768721,-1.564244,-1.237082,-0.419177,0.153357,1.093948,1.216634,1.298425,1.093948,0.357834,0.153357,-0.092014,0.071567,0.112462,0.480519,0.848577,0.971263,1.175739,0.644101,0.071567,3.293852,2.0
-2.393368,0.038483,-0.515669,-0.931282,-1.208358,-1.393075,-1.346896,-0.931282,-0.469489,-1.023641,-0.053876,0.315558,0.546455,0.500275,-0.100055,-0.238593,-0.42331,-0.469489,-0.330951,0.454096,1.839475,2.11655,1.931833,1.008248,0.684993,3.293852,1.0
-2.393368,-0.881648,-1.266367,-1.532711,-1.591898,-1.621492,-1.414336,-1.118398,-0.792867,0.538853,1.249104,1.367479,1.249104,1.189916,0.50926,0.568447,0.568447,0.479666,0.479666,0.390884,0.450072,0.390884,0.74601,0.242916,-0.200991,3.293852,2.0
-2.393368,-1.145955,-1.410225,-1.523483,-1.598989,-1.580112,-1.429101,-1.032697,-0.145506,0.609551,1.156966,1.043708,0.968202,0.798315,0.458539,0.40191,0.477416,0.515169,1.062584,1.100337,0.949326,0.609551,0.307528,-0.107753,-0.485281,3.293852,1.0
-2.393368,-0.189638,0,-0.884976,-1.390677,-1.390677,-1.390677,-1.580315,-1.390677,0.189638,1.074614,1.70674,1.580315,1.137826,0.379276,-0.25285,-0.063213,-0.189638,-0.316063,-0.316063,-0.126425,1.264252,1.201039,0.695338,0.25285,3.293852,2.0
-2.393368,-0.326155,-0.758843,-1.03419,-1.427542,-1.624219,-1.388207,-1.11286,-0.798178,-0.876849,-0.247484,0.38188,0.775232,0.814568,0.38188,-0.090143,-0.129479,-0.247484,0.421215,1.247256,1.719279,1.679944,1.404597,0.775232,0.46055,3.293852,1.0
-2.393368,-0.96973,-1.357622,-1.561776,-1.459699,-1.643438,-1.378038,-1.133053,-0.316438,0.561423,1.092222,1.173884,0.96973,0.683915,0.438931,0.377684,0.418515,0.561423,0.908484,1.296376,1.112638,0.602253,0.336854,-0.173531,-0.541007,3.293852,1.0
-2.393368,-1.112965,-1.439414,-1.535428,-1.631442,-1.554631,-1.477819,-0.978545,-0.172026,0.884131,1.095363,1.056957,0.94174,0.634494,0.384857,0.500074,0.480871,0.53848,0.692103,1.248986,0.999348,0.653697,0.308046,-0.056808,-0.460068,3.293852,1.0
-2.393368,-1.116842,-1.307846,-1.477627,-1.604963,-1.604963,-1.392736,-1.095619,-0.395272,0.58097,1.132759,1.260095,1.175204,0.941755,0.517302,0.496079,0.623415,0.538525,0.432411,0.538525,1.132759,0.771974,0.389966,-0.055709,-0.480162,3.293852,1.0
-2.393368,-0.681397,-1.014524,-1.287083,-1.468788,-1.529357,-1.377935,-1.529357,-0.77225,0.378554,1.40822,1.377935,1.347651,1.135661,0.77225,0.741965,0.893387,0.923671,0.590544,0.378554,0.045426,-0.196848,-0.166564,0.136279,-0.105995,3.293852,2.0
-2.393368,0.189949,-0.387111,-0.96417,-1.368112,-1.368112,-1.021876,-1.829759,-0.791052,0.189949,1.401773,1.921127,1.863421,1.574891,0.59389,0.247655,0.016831,0.074537,-0.040875,0.074537,-0.156287,-0.560228,-0.502523,0.651596,0.189949,3.293852,2.0
-2.393368,-1.315023,-1.289734,-1.289734,-1.466756,-1.517334,-1.517334,-1.289734,-0.404622,0.354045,1.138,1.315023,1.213867,1.062134,0.708089,0.606934,0.6828,0.733378,0.632222,0.581645,0.531067,0.632222,0.328756,0.025289,-0.4552,3.293852,2.0
-2.393368,0.95,-0.05,-0.95,-1.25,-1.65,-1.35,-0.65,-1.55,-0.15,1.25,1.65,1.75,1.55,0.45,-0.45,-0.35,-0.15,-0.35,-0.35,-0.15,-0.15,0.35,1.15,0.45,3.293852,2.0
-2.393368,-0.730504,-1.181588,-1.422165,-1.48231,-1.422165,-1.422165,-1.512382,-0.760577,0.352096,1.133973,1.344479,1.103901,0.923468,0.803179,0.863323,1.013684,1.043757,0.803179,0.532529,0.231807,-0.008771,-0.068915,0.201734,-0.339565,3.293852,2.0
-2.393368,-0.891735,-1.128873,-1.484579,-1.464817,-1.603147,-1.543863,-1.207918,-0.338415,0.590373,1.222739,1.163455,1.064648,0.847272,0.511327,0.511327,0.610135,0.708942,0.649658,1.183217,0.926318,0.511327,0.195144,-0.298892,-0.733644,3.293852,1.0
-2.393368,-0.947286,-0.814204,-1.457435,-1.568336,-1.723599,-1.634878,-1.16909,-0.54804,0.516618,1.159848,1.071127,1.204209,0.938045,0.583159,0.516618,0.538798,0.6497,0.472257,0.560978,1.204209,0.738421,0.472257,-0.170974,-0.592401,3.293852,1.0
-2.393368,-0.685369,-1.135252,-1.303959,-1.5289,-1.5289,-1.444547,-1.557018,-0.685369,0.664281,1.198517,1.367224,1.310988,1.001693,0.636163,0.832987,0.91734,0.861105,0.579928,0.411222,0.214398,-0.06678,-0.06678,0.298751,-0.291721,3.293852,2.0
-2.393368,-1.055555,-1.330374,-1.580209,-1.580209,-1.705127,-1.330374,-1.080538,-0.380999,0.693293,1.367849,1.267915,1.09303,0.968112,0.543392,0.593359,0.74326,0.66831,0.468441,0.24359,0.218606,0.293557,0.868178,0.343524,-0.331032,3.293852,2.0
-2.393368,-1.055765,-1.365777,-1.531117,-1.59312,-1.613787,-1.469115,-1.117767,-0.167062,0.597635,1.093655,1.13499,0.928315,0.88698,0.411628,0.47363,0.63897,0.72164,0.783643,0.742308,1.114323,0.659638,0.39096,-0.146395,-0.51841,3.293852,1.0
-2.393368,0.66029,-0.305988,-0.756918,-1.079011,-1.272267,-1.207848,-1.14343,-1.59436,-1.014592,0.016105,0.853546,1.046802,1.304476,0.402616,-0.370407,-0.628081,-0.6925,-0.370407,0.66029,0.467035,0.789127,1.948662,1.497732,0.789127,3.293852,2.0
-2.393368,-0.901723,-1.202895,-1.504067,-1.633141,-1.633141,-1.418018,-1.073821,-0.600551,0.130866,1.163456,1.421603,1.163456,1.163456,0.647161,0.862284,0.73321,0.862284,0.561112,0.25994,0.001793,0.087842,0.776235,0.25994,-0.127281,3.293852,2.0
-2.393368,-0.813583,-1.222505,-1.358812,-1.59735,-1.665503,-1.495119,-1.052121,-0.234278,0.413181,0.481335,1.026563,0.992487,0.753949,0.10649,-0.097971,0.10649,0.140567,0.583565,1.503638,1.605869,1.128794,0.753949,0.276874,-0.336508,3.293852,1.0
-2.393368,-0.002616,-0.4421,-0.818801,-1.132718,-1.132718,-1.132718,-2.011686,-1.258285,0.499651,1.629753,2.069237,1.692537,1.315836,0.374085,0.248518,-0.002616,-0.379317,-0.065399,-0.065399,-0.002616,0.060167,-0.190966,0.688002,0.060167,3.293852,2.0
-2.393368,-1.011435,-1.332575,-1.540371,-1.615934,-1.540371,-1.427028,-1.068106,-0.293591,0.764282,1.085423,1.104313,0.953188,0.764282,0.443142,0.462033,0.499814,0.68872,1.085423,1.066532,0.934298,0.556486,0.216455,-0.161357,-0.633622,3.293852,1.0
-2.393368,-0.697077,-1.092582,-1.408986,-1.369435,-1.567188,-1.448536,-0.93438,-0.380673,-0.222471,0.568538,0.924492,0.449887,0.68719,0.093932,-0.262022,-0.10382,-0.262022,0.331235,1.675951,1.794603,1.51775,1.043144,0.528988,0.133483,3.293852,1.0
-2.393368,-1.076914,-1.397733,-1.51804,-1.538091,-1.558142,-1.437835,-1.016761,-0.014203,0.667536,0.988355,1.008406,0.948253,0.747741,0.346718,0.366769,0.527178,0.667536,0.988355,1.228969,1.108662,0.647485,0.326667,-0.335021,-0.675891,3.293852,1.0
-2.393368,-0.907744,-1.327107,-1.536788,-1.62066,-1.62066,-1.452915,-1.159362,-0.236765,0.580991,1.126162,1.231003,1.210035,0.979385,0.539055,0.560023,0.497119,0.476151,0.392278,0.7068,1.105194,0.664864,0.350342,-0.089988,-0.467414,3.293852,1.0
-2.393368,-1.039689,-1.41386,-1.577559,-1.671102,-1.671102,-1.41386,-1.063074,0.246524,0.690852,1.181952,1.205337,1.088409,0.831166,0.456995,0.527152,0.480381,0.550538,0.26991,0.26991,0.994866,0.761009,0.714238,0.036053,-0.455047,3.293852,1.0
-2.393368,-1.090313,-1.382688,-1.547148,-1.565422,-1.583695,-1.437508,-1.053766,-0.194916,0.517746,1.065949,0.992855,0.992855,0.773574,0.371559,0.353286,0.53602,0.627387,1.175589,1.120769,0.992855,0.59084,0.389833,-0.121823,-0.523838,3.293852,1.0
-2.393368,-1.077743,-1.343853,-1.539,-1.592222,-1.574481,-1.485778,-1.095484,-0.226193,0.465692,0.944689,0.997911,1.068873,0.98017,0.71406,0.572135,0.625357,0.802764,0.802764,1.015651,0.926948,0.483432,0.252804,-0.261674,-0.456821,3.293852,1.0
-2.393368,-0.334292,-1.043302,-1.453782,-1.379149,-1.491098,-1.491098,-1.117935,-0.110394,0.523983,1.419575,1.419575,1.232994,0.897147,0.076188,-0.14771,-0.334292,-0.296976,-0.035761,0.449351,1.643473,1.27031,0.673249,0.113504,-0.483557,3.293852,1.0
-2.393368,-0.955736,-1.391911,-1.59717,-1.571513,-1.648485,-1.494541,-1.10968,0.0449,0.686334,1.199481,1.250796,1.173824,0.91725,0.429761,0.583705,0.583705,0.506733,0.378446,0.14753,0.455418,1.045537,0.711991,0.0449,-0.391275,3.293852,1.0
-2.393368,-1.033254,-1.302506,-1.410207,-1.437132,-1.490983,-1.571758,-1.302506,-0.575526,0.770734,1.309237,1.255387,1.228462,1.093836,0.501482,0.528407,0.609182,0.582257,0.447631,0.259155,0.447631,0.797659,0.609182,0.070679,-0.38705,3.293852,2.0
-2.393368,-0.949996,-1.162682,-1.460442,-1.715665,-1.630591,-1.588053,-1.205219,-0.737311,0.198507,0.879101,1.091787,0.964175,0.879101,0.75149,0.581341,0.879101,0.921638,0.708952,0.623878,0.708952,0.326118,0.708952,0.45373,-0.226865,3.293852,2.0
-2.393368,-0.944516,-1.33976,-1.502507,-1.618755,-1.642005,-1.549007,-1.246761,-0.08428,0.450462,0.915454,1.008453,1.054952,0.915454,0.706208,0.380713,0.496961,0.706208,0.636459,0.752707,1.1712,0.799206,0.450462,-0.08428,-0.433024,3.293852,1.0
-2.393368,-0.913112,-1.159345,-1.446616,-1.487655,-1.610771,-1.487655,-1.077267,-0.913112,0.071818,1.097787,1.179864,1.220903,1.056748,0.892593,0.605322,0.769477,1.015709,0.974671,0.277012,0.523244,0.071818,0.564283,0.071818,-0.297531,3.293852,2.0
-2.393368,-1.031965,-1.322367,-1.529797,-1.612769,-1.612769,-1.509054,-1.011222,-0.098529,0.440789,1.083822,1.00085,0.980107,0.710448,0.399303,0.316331,0.461532,0.58599,0.876392,1.311995,1.146051,0.648219,0.420046,-0.140015,-0.51339,3.293852,1.0
-2.393368,0.198604,-0.240415,-0.930302,-1.055735,-1.243886,-0.679434,-0.554,-1.055735,-0.491283,0.512188,0.700339,0.512188,0.324038,-0.114981,-0.554,-0.742151,-0.679434,-0.742151,-0.365849,0.135887,0.951207,2.581848,2.142829,1.390226,3.293852,2.0
-2.393368,0.273322,-0.419982,-1.059955,-1.113286,-1.539935,-1.433272,-2.126576,-1.006624,0.273322,1.713261,1.819923,1.446605,1.019957,0.433315,0.273322,-0.046665,0.16666,-0.046665,-0.046665,0.219991,0.006666,0.16666,0.69997,0.326653,3.293852,2.0
-2.393368,-0.96443,-1.341474,-1.529996,-1.57189,-1.592837,-1.446209,-1.048218,-0.461705,0.627534,1.004578,1.214047,1.255941,1.088366,0.543747,0.459959,0.606587,0.564693,0.5228,0.58564,1.067419,0.711322,0.376171,-0.168448,-0.503598,3.293852,1.0
-2.393368,-0.985741,-1.27472,-1.448107,-1.563699,-1.621495,-1.448107,-1.178393,-0.388517,0.748135,1.094911,1.191237,1.094911,0.844462,0.497687,0.555482,0.555482,0.69034,0.979319,0.960054,0.882992,0.40136,0.150911,-0.215129,-0.523374,3.293852,1.0
-2.393368,-0.994214,-1.301109,-1.473738,-1.608005,-1.588824,-1.492919,-1.1093,-0.226975,0.46354,1.000607,1.192417,1.230779,1.019788,0.540264,0.559445,0.521083,0.597807,0.636169,0.943065,1.038969,0.578626,0.233369,-0.226975,-0.53387,3.293852,1.0
-2.393368,-0.749242,-1.246894,-1.379601,-1.512308,-1.645015,-1.412777,-0.915126,0.047,0.279238,1.17501,1.307718,1.009127,0.810066,0.113354,-0.351121,-0.185237,-0.118883,0.445122,1.374071,1.539955,1.042303,0.611005,0.179707,-0.417474,3.293852,1.0
-2.393368,-0.310329,-0.806856,-1.262005,-1.303382,-1.386137,-1.386137,-1.096496,-0.806856,0.517215,1.6344,1.924041,1.758532,1.303382,0.517215,0.020689,-0.062066,-0.14482,-0.268952,-0.351706,-0.227575,0.062066,1.013742,0.475838,0.186197,3.293852,2.0
-2.393368,1.154569,0.219785,-0.114066,-0.381147,-0.982079,-0.781768,-1.850092,-1.916862,-0.848538,-0.180836,0.219785,0.687177,0.553637,0.153015,-0.180836,-0.381147,-0.581457,-0.581457,-0.180836,0.019475,0.553637,2.156122,1.822271,1.42165,3.293852,2.0
-2.393368,-0.793748,-1.111729,-1.516432,-1.545339,-1.574247,-1.400803,-1.025007,-0.591396,0.420361,1.143045,1.258675,1.258675,0.825064,0.246917,0.189102,-0.128879,0.015658,0.738342,1.287582,1.258675,0.969601,0.507083,-0.013249,-0.417952,3.293852,1.0
-2.393368,-1.079968,-1.351702,-1.49802,-1.602533,-1.560728,-1.456215,-1.038163,-0.5365,0.529533,1.093903,1.114806,1.114806,0.90578,0.50863,0.571338,0.634046,0.696754,0.529533,0.571338,1.177514,0.738559,0.50863,-0.118448,-0.45289,3.293852,1.0
-2.393368,-0.992869,-1.323286,-1.537085,-1.595394,-1.556521,-1.478776,-1.012306,-0.215419,0.348233,0.892449,1.086811,0.931321,0.83414,0.542596,0.600905,0.600905,0.814704,1.125684,1.106248,0.98963,0.542596,0.192743,-0.195982,-0.701325,3.293852,1.0
