@relation 'Original signal'

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute a81 numeric
@attribute a82 numeric
@attribute a83 numeric
@attribute a84 numeric
@attribute destClass {2.0,1.0}

@data
-3.796645,0.026138,0.083041,0.083041,0.158912,0.215815,0.291685,0.25375,0.139944,0.102009,0.083041,-0.011797,-0.011797,-0.049732,-0.030765,-0.030765,-0.087667,-0.049732,-0.087667,-0.182506,-0.163538,-0.201473,-0.182506,-0.182506,-0.220441,-0.182506,-0.277344,-0.220441,-0.049732,-0.485988,-1.510239,-2.7052,-2.970747,-2.894876,-2.819006,-2.496556,-1.946495,-1.775786,-1.58611,-1.339531,-1.111919,-0.846373,-0.523923,-0.315279,-0.087667,0.064074,0.234782,0.424459,0.633102,0.708973,0.727941,0.765876,0.765876,0.841746,0.860714,0.898649,0.97452,1.069358,1.107293,1.145228,1.202131,1.315937,1.315937,1.315937,1.315937,1.296969,1.202131,1.107293,0.955552,0.822779,0.746908,0.614135,0.481361,0.386523,0.272717,0.196847,0.158912,0.102009,0.064074,0.026138,0.026138,0.026138,0.026138,1.929262,2.0
-3.796645,-0.137506,-0.11027,-0.028564,0.012289,0.093996,0.121231,0.311879,0.393585,0.325497,0.271026,0.243791,0.202937,0.148466,0.025907,-0.014946,-0.028564,-0.096653,-0.11027,-0.151124,-0.191977,-0.246448,-0.164741,-0.219212,-0.178359,-0.205594,-0.300919,-0.300919,-0.028564,0.175702,-0.191977,-1.117982,-2.057605,-2.534225,-2.942757,-3.133405,-2.493372,-1.975899,-1.839721,-1.689927,-1.621838,-1.553749,-1.186071,-0.750303,-0.396243,-0.246448,-0.096653,0.148466,0.407203,0.556998,0.679558,0.679558,0.720411,0.7885,0.802117,0.84297,0.951912,1.020001,1.088089,1.156178,1.156178,1.210649,1.278738,1.319591,1.346826,1.292355,1.26512,1.210649,1.101707,1.033618,0.870206,0.7885,0.638705,0.54338,0.407203,0.325497,0.271026,0.148466,0.093996,0.012289,-0.028564,-0.042182,-0.069417,1.929262,1.0
-3.796645,0.108576,0.108576,0.108576,0.248785,0.295521,0.318889,0.272153,0.085208,0.038472,-0.008264,-0.055001,-0.055001,-0.055001,0.038472,-0.008264,-0.008264,-0.055001,-0.125105,-0.125105,-0.078369,-0.125105,-0.125105,-0.125105,-0.125105,-0.148473,-0.148473,-0.171841,-0.031632,-0.148473,-0.802781,-2.041292,-2.789072,-2.905913,-2.602127,-2.532023,-2.251605,-2.111396,-1.901083,-1.714138,-1.480457,-1.176671,-0.872885,-0.592468,-0.382154,-0.265314,-0.031632,0.272153,0.552571,0.69278,0.762884,0.716148,0.716148,0.739516,0.762884,0.762884,0.832988,0.856357,0.856357,0.926461,0.973197,1.06667,1.113406,1.160142,1.206879,1.206879,1.253615,1.253615,1.253615,1.160142,1.113406,0.973197,0.879725,0.786252,0.622675,0.459098,0.342258,0.248785,0.085208,0.038472,0.015104,-0.008264,-0.101737,1.929262,2.0
-3.796645,-0.028207,-0.028207,-0.067081,-0.067081,-0.047644,-0.00877,0.030104,0.088415,0.127289,0.1856,0.224474,0.049541,-0.00877,-0.028207,-0.047644,-0.105955,-0.047644,-0.047644,-0.086518,-0.086518,-0.047644,-0.125393,-0.183704,-0.164267,-0.14483,-0.183704,-0.14483,-0.183704,-0.164267,-0.183704,-0.203141,-0.086518,-0.125393,-0.766814,-1.933036,-2.827139,-2.924324,-2.788265,-2.555021,-2.282902,-2.010784,-1.816414,-1.583169,-1.291614,-1.097244,-0.72794,-0.475259,-0.280889,-0.125393,0.107852,0.399407,0.613214,0.690963,0.729837,0.749274,0.749274,0.807585,0.846459,0.846459,0.885333,0.943644,0.982518,1.079703,1.079703,1.196325,1.196325,1.196325,1.312947,1.29351,1.254636,1.274073,1.196325,1.176888,0.924207,0.807585,0.788148,0.632652,0.496592,0.37997,0.282785,0.302222,0.205037,1.929262,2.0
-3.796645,-0.315161,-0.315161,-0.300257,-0.374776,-0.0767,-0.210834,-0.106508,0.161761,0.027627,-0.0767,0.087242,-0.136315,-0.121411,-0.359872,-0.181027,-0.374776,-0.270449,-0.330065,-0.538718,-0.553622,-0.434391,-0.479103,-0.449295,-0.434391,-0.523814,-0.315161,-0.523814,-0.270449,0.117049,0.04253,-0.732467,-1.790637,-2.282463,-2.476213,-2.535828,-2.103617,-1.790637,-1.76083,-1.56708,-1.611792,-1.492561,-1.298812,-1.000736,-0.657948,-0.464199,-0.330065,-0.091604,0.325703,0.519452,0.579067,0.698298,0.698298,0.743009,0.847336,0.906951,1.026181,1.085797,1.130508,1.264642,1.324257,1.354065,1.428584,1.488199,1.532911,1.547814,1.547814,1.473295,1.324257,1.249738,1.130508,1.011278,0.892047,0.802624,0.713202,0.608875,0.504548,0.400222,0.325703,0.325703,0.280991,0.266087,0.266087,1.929262,1.0
-3.796645,0.492665,0.492665,0.468416,0.444168,0.419919,0.541163,0.589661,0.613909,0.686656,0.710905,0.541163,0.468416,0.419919,0.322923,0.274426,0.274426,0.201679,0.250177,0.225928,0.201679,0.153182,0.104684,0.080435,0.031937,0.031937,0.080435,0.056186,-0.01656,-0.01656,-0.040809,-0.040809,0.104684,-0.137804,-0.962265,-2.174706,-2.902171,-2.974917,-2.732429,-2.611185,-2.417194,-2.29595,-2.053462,-1.762476,-1.568485,-1.277499,-1.010762,-0.719776,-0.477288,-0.283297,-0.089307,0.274426,0.492665,0.541163,0.613909,0.613909,0.565412,0.565412,0.613909,0.638158,0.686656,0.686656,0.759402,0.759402,0.759402,0.856398,0.904895,0.904895,0.953393,1.050388,1.050388,0.977642,0.929144,0.904895,0.783651,0.638158,0.492665,0.371421,0.17743,0.104684,-0.01656,-0.137804,-0.2348,1.929262,2.0
-3.796645,0.273395,0.287602,0.287602,0.216568,0.230775,0.244981,0.287602,0.316016,0.42967,0.500705,0.65698,0.600152,0.557532,0.500705,0.415464,0.330222,0.301809,0.202361,0.131327,0.102913,0.088706,-0.010742,-0.11019,-0.124397,-0.167017,-0.138603,-0.181224,-0.167017,-0.15281,-0.280672,-0.11019,0.244981,-0.010742,-0.834739,-1.857631,-2.567974,-3.008386,-3.278316,-2.624801,-2.099148,-1.9997,-1.900252,-1.77239,-1.601908,-1.260944,-0.91998,-0.564809,-0.294879,-0.11019,0.074499,0.358636,0.529118,0.628566,0.65698,0.685394,0.742221,0.827462,0.841669,0.898496,0.955324,0.983737,1.068978,1.097392,1.168426,1.211047,1.168426,1.19684,1.168426,1.054772,0.955324,0.855876,0.728014,0.614359,0.472291,0.330222,0.202361,0.11712,0.003465,-0.067569,-0.138603,-0.195431,-0.252258,1.929262,1.0
-3.796645,0.948875,-0.0598,-0.047998,-0.071603,-0.0598,-0.071603,-0.047998,-0.024392,-0.000786,0.081834,0.10544,0.176258,0.270681,0.188061,0.152652,0.117243,-0.000786,0.011017,-0.047998,-0.071603,-0.095209,-0.130618,-0.166027,-0.201435,-0.26045,-0.284056,-0.248647,-0.26045,-0.26045,-0.26045,-0.284056,-0.307662,-0.213238,-0.024392,-0.047998,-0.886004,-1.948266,-2.432186,-2.597426,-2.609229,-2.337762,-1.983675,-1.92466,-1.818434,-1.735814,-1.653193,-1.381727,-1.11026,-0.791581,-0.508311,-0.307662,-0.071603,0.270681,0.518542,0.67198,0.730995,0.778206,0.801812,0.849024,0.884432,0.95525,0.990659,1.073279,1.120491,1.179505,1.23852,1.273929,1.332943,1.356549,1.391958,1.368352,1.332943,1.23852,1.1559,1.061476,0.931644,0.825418,0.660177,0.565754,0.435922,0.341499,0.258878,1.929262,1.0
-3.796645,0.543484,0.543484,0.566061,0.543484,0.566061,0.63379,0.701519,0.701519,0.701519,0.611214,0.453179,0.475755,0.408026,0.38545,0.38545,0.317721,0.249992,0.295145,0.317721,0.295145,0.159686,0.182263,0.182263,0.13711,0.114534,0.159686,0.091957,0.069381,0.046805,0.046805,0.13711,-0.11123,-0.991708,-2.346289,-3.046156,-3.091309,-2.865545,-2.684934,-2.346289,-2.210831,-1.962491,-1.691575,-1.465811,-1.172319,-0.878826,-0.630486,-0.427299,-0.246688,0.069381,0.295145,0.543484,0.588637,0.588637,0.588637,0.611214,0.588637,0.611214,0.678943,0.588637,0.656366,0.701519,0.769248,0.724095,0.791824,0.814401,0.88213,0.88213,0.88213,0.88213,0.859553,0.836977,0.724095,0.588637,0.543484,0.430603,0.227415,0.114534,0.069381,-0.133806,-0.201535,-0.291841,-0.35957,1.929262,2.0
-3.796645,0.747487,0.933039,0.706253,0.768104,0.871188,0.871188,0.829954,1.05674,0.953655,0.891805,0.953655,0.768104,0.72687,0.644403,0.623786,0.561935,0.500085,0.541318,0.520701,0.293916,0.293916,0.252682,0.314533,0.252682,0.355767,0.170215,0.149598,0.170215,0.128981,0.149598,0.149598,-0.200889,-1.4379,-2.592444,-2.984165,-2.901697,-2.942931,-2.509977,-1.788387,-1.582218,-1.479134,-1.04618,-0.819394,-0.571992,-0.468908,-0.159655,0.128981,0.190832,0.190832,0.623786,0.500085,0.871188,0.520701,0.685636,0.72687,0.706253,0.603169,0.665019,0.603169,0.665019,0.706253,0.685636,0.665019,0.747487,0.788721,0.644403,0.665019,0.685636,0.582552,0.355767,0.293916,0.046514,-0.180272,-0.32459,-0.510142,-0.71631,-0.860628,-0.860628,-1.004946,-1.108031,-1.334816,-1.314199,1.929262,2.0
-3.796645,-0.248885,-0.248885,-0.235215,-0.194207,-0.11219,-0.043842,0.065514,0.215878,0.174869,0.14753,0.174869,0.079183,-0.030173,-0.016503,-0.207876,-0.180537,-0.180537,-0.207876,-0.207876,-0.37191,-0.37191,-0.38558,-0.358241,-0.344571,-0.344571,-0.317232,-0.330902,-0.38558,-0.016503,0.120191,-0.467597,-1.315105,-2.135274,-2.531689,-2.77774,-2.709393,-2.094265,-1.875554,-1.848215,-1.643172,-1.588495,-1.356113,-1.041715,-0.740986,-0.508605,-0.276224,-0.09852,0.133861,0.43459,0.598624,0.653301,0.68064,0.803666,0.844674,0.913022,0.995039,1.036047,1.090725,1.131734,1.200081,1.295767,1.336776,1.418793,1.459801,1.459801,1.459801,1.377784,1.309437,1.21375,1.049717,0.926691,0.831005,0.707979,0.625962,0.516607,0.42092,0.338903,0.270556,0.229547,0.229547,0.188539,0.188539,1.929262,1.0
-3.796645,-0.202931,-0.241902,-0.202931,-0.137981,-0.09901,-0.08602,0.108832,0.069862,0.043881,0.108832,-0.03406,-0.08602,-0.07303,-0.137981,-0.189941,-0.202931,-0.241902,-0.241902,-0.293862,-0.358813,-0.371803,-0.358813,-0.332833,-0.345823,-0.306853,-0.371803,-0.397784,-0.345823,-0.03406,0.199763,-0.488715,-1.514936,-2.216404,-2.385276,-2.411257,-2.359296,-2.034542,-1.86567,-1.761749,-1.696798,-1.566897,-1.449986,-1.203173,-0.95636,-0.657587,-0.397784,-0.202931,0.082852,0.355645,0.563487,0.693389,0.693389,0.719369,0.77133,0.84927,0.927211,0.953192,1.031132,1.070103,1.161034,1.264955,1.303926,1.368876,1.498778,1.472798,1.550738,1.498778,1.498778,1.420837,1.251965,1.187014,1.070103,0.914221,0.78432,0.641428,0.485546,0.407605,0.264714,0.225743,0.173783,0.108832,0.069862,1.929262,1.0
-3.796645,-0.066859,-0.009351,-0.009351,0.009818,0.067326,0.124834,0.201511,0.22068,0.124834,0.124834,0.105665,0.028988,0.009818,0.009818,-0.047689,-0.047689,-0.02852,-0.02852,-0.143535,-0.162705,-0.201043,-0.220212,-0.162705,-0.220212,-0.373566,-0.239382,-0.162705,-0.162705,-0.066859,-0.162705,-0.948643,-2.156305,-2.923074,-3.057259,-3.01892,-2.578028,-2.213813,-1.907105,-1.581228,-1.332028,-1.197843,-0.833628,-0.584428,-0.354397,-0.105197,0.067326,0.22068,0.508218,0.757418,0.795757,0.776588,0.834095,0.853265,0.891603,0.910772,0.987449,1.083295,1.044957,1.083295,1.198311,1.198311,1.255818,1.313326,1.294157,1.274988,1.236649,1.159972,1.044957,0.949111,0.795757,0.699911,0.546557,0.354865,0.335695,0.278188,0.144003,0.124834,0.124834,0.048157,0.067326,0.028988,-0.009351,1.929262,2.0
-3.796645,-0.160331,-0.17307,-0.160331,-0.17307,-0.147591,-0.083894,-0.020197,0.06898,0.170895,0.234593,0.170895,0.221853,0.196374,0.05624,0.030761,-0.058415,-0.058415,-0.147591,-0.160331,-0.160331,-0.224028,-0.262247,-0.287726,-0.325944,-0.287726,-0.274986,-0.300465,-0.287726,-0.287726,-0.071155,-0.032936,-0.784565,-1.727286,-2.313301,-2.59357,-2.797401,-2.491654,-2.020294,-1.892899,-1.841941,-1.765504,-1.701807,-1.421538,-1.013875,-0.695389,-0.351423,-0.198549,0.005282,0.29829,0.578558,0.731432,0.744172,0.756911,0.833348,0.871566,0.948003,0.998961,1.0117,1.100877,1.164574,1.241011,1.304708,1.317448,1.355666,1.368406,1.342927,1.355666,1.317448,1.202792,1.113616,0.986221,0.884306,0.76965,0.642256,0.514861,0.425685,0.336508,0.336508,0.260072,0.170895,0.209114,0.107198,1.929262,1.0
-3.796645,-0.253373,-0.203309,-0.165761,-0.165761,-0.178277,-0.178277,-0.190793,-0.153245,-0.028085,-0.003053,0.072043,0.197203,0.109591,0.122107,0.059527,-0.015569,-0.053117,-0.115697,-0.165761,-0.165761,-0.178277,-0.228341,-0.278405,-0.340985,-0.328469,-0.315953,-0.328469,-0.328469,-0.303437,-0.315953,-0.328469,-0.103181,-0.015569,-0.528725,-1.504973,-2.155805,-2.406125,-2.668962,-2.593865,-2.055677,-1.817873,-1.792841,-1.717745,-1.655165,-1.429877,-1.142009,-0.754013,-0.403565,-0.190793,-0.040601,0.234751,0.572684,0.722876,0.785456,0.83552,0.83552,0.873068,0.923132,0.973196,1.048292,1.14842,1.173452,1.261064,1.323644,1.386224,1.386224,1.448804,1.46132,1.39874,1.411256,1.311128,1.211,1.060808,0.935648,0.823004,0.722876,0.64778,0.522619,0.422491,0.384943,0.297331,0.184687,1.929262,1.0
-3.796645,-0.10894,-0.059243,0.002879,0.065,0.127122,0.176819,0.102273,0.102273,0.040152,-0.046818,-0.034394,-0.10894,-0.146213,-0.171062,-0.158637,-0.19591,-0.270456,-0.307729,-0.307729,-0.307729,-0.320154,-0.307729,-0.307729,-0.320154,-0.307729,-0.345002,-0.046818,0.164395,-0.48167,-1.475615,-2.196226,-2.395015,-2.469561,-2.432288,-2.084407,-1.94774,-1.885618,-1.798648,-1.724102,-1.612283,-1.301675,-1.02834,-0.680459,-0.431972,-0.233183,0.052576,0.400457,0.599246,0.636519,0.686216,0.698641,0.711065,0.760762,0.81046,0.872581,0.934703,0.996825,1.009249,1.083795,1.158341,1.208038,1.295008,1.332281,1.35713,1.419251,1.406827,1.406827,1.35713,1.257735,1.158341,1.058946,0.934703,0.798035,0.611671,0.5247,0.412881,0.26379,0.151971,0.077425,0.065,0.089849,-0.02197,1.929262,1.0
-3.796645,-0.184005,-0.196631,-0.184005,-0.082995,-0.045116,0.018016,0.081147,0.119026,0.055894,0.018016,0.055894,-0.082995,-0.057742,-0.120874,-0.120874,-0.171379,-0.247136,-0.247136,-0.310268,-0.322894,-0.33552,-0.348147,-0.297642,-0.348147,-0.386026,-0.373399,-0.411278,-0.297642,0.018016,0.068521,-0.714309,-1.774917,-2.216837,-2.330473,-2.393605,-2.292594,-1.976937,-1.90118,-1.787543,-1.762291,-1.699159,-1.446633,-1.231987,-0.941582,-0.625925,-0.423904,-0.184005,0.232662,0.40943,0.573572,0.598825,0.699835,0.687209,0.775593,0.75034,0.876603,0.876603,0.927108,0.977613,1.028118,1.129129,1.167007,1.268018,1.343776,1.331149,1.470038,1.482665,1.482665,1.482665,1.432159,1.280644,1.217513,1.065997,0.876603,0.775593,0.661956,0.497814,0.358925,0.30842,0.1064,0.144278,0.144278,1.929262,1.0
-3.796645,0.078708,0.154936,0.142232,0.21846,0.307394,0.345508,0.345508,0.320099,0.332803,0.281984,0.142232,0.167641,0.091412,0.066003,-0.04834,-0.086455,-0.04834,-0.124569,-0.162683,-0.162683,-0.213502,-0.175388,-0.251617,-0.188093,-0.213502,-0.226207,-0.302436,0.040593,0.434442,-0.124569,-1.064723,-2.131925,-2.614707,-2.805278,-2.830688,-2.41143,-2.09381,-1.992172,-1.903239,-1.712667,-1.585619,-1.344228,-1.039313,-0.708989,-0.36596,-0.124569,0.040593,0.256575,0.459851,0.586899,0.586899,0.561489,0.625013,0.688537,0.713947,0.764766,0.80288,0.879109,0.929928,0.993452,1.018862,1.09509,1.158614,1.234843,1.247548,1.298367,1.323776,1.285662,1.196729,1.14591,1.006157,0.904519,0.777471,0.637718,0.523375,0.396327,0.256575,0.180346,0.078708,0.015184,-0.022931,-0.061045,1.929262,1.0
-3.796645,-0.100328,-0.085584,-0.011867,0.047107,0.061851,0.076594,0.253516,0.386208,0.31249,0.253516,0.26826,0.135568,0.061851,0.002877,-0.115071,-0.115071,-0.100328,-0.129815,-0.247763,-0.27725,-0.306737,-0.306737,-0.32148,-0.365711,-0.336224,-0.262506,-0.395198,-0.218276,0.106081,-0.100328,-0.970195,-1.840061,-2.415058,-2.695185,-2.768902,-2.311854,-1.913779,-1.854805,-1.781087,-1.692626,-1.589422,-1.279808,-0.999682,-0.61635,-0.365711,-0.174045,0.091338,0.327234,0.533643,0.636848,0.681078,0.740052,0.81377,0.858,0.961205,0.975948,1.10864,1.15287,1.241331,1.359279,1.418253,1.462484,1.491971,1.477227,1.44774,1.44774,1.329792,1.182357,1.034922,0.887487,0.740052,0.577874,0.489412,0.386208,0.209286,0.179799,0.076594,0.061851,-0.02661,-0.115071,-0.070841,-0.070841,1.929262,1.0
-3.796645,0.535511,0.515899,0.476674,0.535511,0.613961,0.653185,0.653185,0.672797,0.496287,0.496287,0.457062,0.398225,0.398225,0.319776,0.280551,0.300164,0.241327,0.221715,0.123653,0.104041,0.123653,0.084429,0.045204,0.045204,0.005979,0.005979,-0.033245,0.025592,0.143265,-0.307817,-1.347269,-2.602456,-2.975089,-2.935865,-2.798579,-2.563231,-2.092536,-1.95525,-1.778739,-1.52378,-1.308044,-1.01386,-0.719676,-0.405879,-0.190144,-0.07247,0.143265,0.417838,0.653185,0.712022,0.69241,0.69241,0.731634,0.770859,0.810083,0.849308,0.888533,0.888533,0.986594,1.025819,1.084656,1.084656,1.12388,1.163105,1.12388,1.045431,0.908145,0.810083,0.69241,0.535511,0.359001,0.221715,0.104041,-0.013633,-0.170531,-0.209756,-0.307817,-0.386267,-0.405879,-0.445103,-0.464716,-0.464716,1.929262,2.0
-3.796645,0.949746,-0.083362,-0.083362,-0.083362,-0.083362,-0.071872,-0.071872,-0.071872,0.03154,0.054521,0.123462,0.226874,0.157933,0.146443,0.111972,0.043031,0.02005,-0.060381,-0.048891,-0.106342,-0.117833,-0.152303,-0.209754,-0.255715,-0.232735,-0.244225,-0.232735,-0.244225,-0.232735,-0.267205,-0.255715,-0.209754,0.00856,0.066011,-0.623402,-1.669013,-2.358426,-2.54227,-2.599721,-2.55376,-2.105641,-1.944778,-1.864347,-1.737954,-1.634542,-1.485169,-1.197914,-0.876187,-0.554461,-0.336147,-0.129323,0.180913,0.468169,0.640522,0.732444,0.743934,0.801385,0.801385,0.881817,0.904797,0.950758,1.0197,1.077151,1.157582,1.192053,1.260994,1.295465,1.329936,1.364406,1.352916,1.341426,1.295465,1.226524,1.100131,0.996719,0.858837,0.732444,0.606052,0.51413,0.364757,0.307306,0.192404,1.929262,1.0
-3.796645,0.969082,-0.130348,-0.143099,-0.117596,-0.104845,-0.117596,-0.117596,-0.053839,-0.066591,-0.002833,0.073675,0.213942,0.188439,0.150184,0.188439,0.060924,0.035421,-0.015585,-0.092094,-0.066591,-0.079342,-0.143099,-0.206857,-0.219608,-0.270614,-0.283366,-0.283366,-0.296117,-0.270614,-0.308868,-0.283366,-0.308868,-0.206857,0.162936,0.188439,-0.614904,-1.609518,-2.310848,-2.489369,-2.540375,-2.438363,-2.081322,-1.97931,-1.89005,-1.749784,-1.698778,-1.520258,-1.226974,-0.882684,-0.551146,-0.372626,-0.130348,0.137433,0.366959,0.583734,0.609237,0.672994,0.698497,0.724,0.775006,0.800509,0.838763,0.928024,0.966278,1.004532,1.055538,1.119296,1.170302,1.221307,1.259562,1.310568,1.361573,1.374325,1.361573,1.323319,1.259562,1.144799,1.055538,0.915272,0.800509,0.660243,0.54548,1.929262,1.0
-3.796645,0.960389,-0.100987,-0.100987,-0.089132,-0.089132,-0.089132,-0.077277,-0.041713,-0.006149,0.029415,0.147962,0.195381,0.171672,0.183527,0.124253,0.053125,0.053125,-0.006149,-0.041713,-0.053568,-0.065422,-0.089132,-0.172115,-0.195824,-0.243243,-0.207679,-0.231388,-0.231388,-0.219534,-0.243243,-0.255098,-0.302517,-0.100987,0.278364,-0.077277,-1.144201,-2.092578,-2.495638,-2.62604,-2.62604,-2.353381,-2.033304,-1.926612,-1.843629,-1.713227,-1.677663,-1.345731,-1.013799,-0.717431,-0.444773,-0.219534,0.064979,0.349492,0.539168,0.598441,0.64586,0.64586,0.681424,0.728843,0.764407,0.811826,0.835536,0.906664,0.965937,1.001501,1.07263,1.131903,1.191177,1.25045,1.27416,1.309724,1.333433,1.309724,1.27416,1.226741,1.131903,1.037066,0.918519,0.764407,0.657715,0.551023,0.432475,1.929262,1.0
-3.796645,-0.371623,-0.371623,-0.371623,-0.355735,-0.323959,-0.260407,-0.180967,-0.180967,-0.08564,-0.196855,-0.180967,-0.212743,-0.276295,-0.292183,-0.212743,-0.323959,-0.244519,-0.244519,-0.212743,-0.260407,-0.323959,-0.260407,-0.260407,-0.228631,-0.244519,-0.260407,-0.244519,-0.260407,-0.244519,-0.133304,-0.149192,-0.705269,-1.785649,-2.675373,-2.818365,-2.707149,-2.452942,-2.071632,-1.785649,-1.642658,-1.436114,-1.181907,-0.959476,-0.657606,-0.339847,-0.08564,0.057352,0.216231,0.45455,0.740533,0.804085,0.83586,0.867636,0.962964,0.9153,0.947076,1.026516,1.010628,1.105955,1.090067,1.201283,1.233059,1.264835,1.312498,1.312498,1.360162,1.37605,1.264835,1.264835,1.217171,1.105955,0.9153,0.851748,0.788197,0.724645,0.597541,0.502214,0.45455,0.390998,0.311559,0.295671,0.295671,1.929262,2.0
-3.796645,-0.297031,-0.284925,-0.260714,-0.284925,-0.248608,-0.103341,-0.054918,0.054032,0.138772,0.029821,0.029821,0.00561,-0.115446,-0.115446,-0.18808,-0.224397,-0.27282,-0.297031,-0.309136,-0.333348,-0.333348,-0.357559,-0.333348,-0.369665,-0.369665,-0.393876,-0.369665,-0.345453,-0.127552,-0.054918,-0.720728,-1.677073,-2.233932,-2.427622,-2.5971,-2.427622,-1.955502,-1.773918,-1.737601,-1.725495,-1.604439,-1.410749,-1.083897,-0.757045,-0.430193,-0.200186,0.041927,0.296145,0.538258,0.647208,0.744053,0.768265,0.816687,0.853004,0.949849,0.97406,1.022483,1.095117,1.216173,1.25249,1.313018,1.385652,1.385652,1.434074,1.458286,1.421969,1.421969,1.337229,1.228279,1.107222,0.998272,0.86511,0.731948,0.647208,0.562469,0.465624,0.405096,0.356673,0.320356,0.344568,0.271934,0.271934,1.929262,1.0
-3.796645,0.334288,0.310678,0.334288,0.357898,0.45234,0.523171,0.49956,0.45234,0.263457,0.169016,0.192626,0.192626,0.216236,0.121795,0.145405,0.145405,0.121795,0.074574,0.027353,-0.019867,-0.019867,0.003743,-0.019867,0.003743,-0.043478,-0.067088,-0.090698,-0.114309,0.003743,-0.019867,-0.751788,-2.097578,-2.876719,-2.97116,-2.687836,-2.569784,-2.380902,-2.215629,-2.003136,-1.719812,-1.507319,-1.247605,-0.940671,-0.704567,-0.444853,-0.279581,-0.019867,0.263457,0.570391,0.617612,0.688443,0.735664,0.664833,0.688443,0.712053,0.759274,0.782884,0.759274,0.853715,0.853715,0.924547,0.924547,0.995378,1.089819,1.089819,1.113429,1.16065,1.113429,1.113429,1.042598,0.971767,0.782884,0.664833,0.570391,0.428729,0.263457,0.145405,0.050964,-0.019867,-0.114309,-0.161529,-0.23236,1.929262,2.0
-3.796645,0.035026,0.076352,0.097015,0.117678,0.200329,0.262318,0.303644,0.117678,0.097015,0.055689,0.014363,-0.047625,-0.0063,-0.026963,-0.026963,-0.026963,-0.026963,-0.068288,-0.109614,-0.130277,-0.109614,-0.109614,-0.130277,-0.15094,-0.130277,-0.171603,-0.192266,-0.088951,0.014363,-0.254254,-1.060107,-2.258556,-2.85778,-2.878443,-2.630488,-2.444522,-2.196567,-2.031264,-1.886623,-1.638669,-1.43204,-1.246074,-0.832816,-0.605524,-0.316243,-0.171603,0.014363,0.324307,0.63425,0.716902,0.716902,0.737565,0.737565,0.77889,0.737565,0.799553,0.840879,0.861542,0.882205,0.944194,0.964857,1.006182,1.068171,1.13016,1.192148,1.233474,1.233474,1.233474,1.233474,1.150823,1.047508,0.944194,0.882205,0.737565,0.63425,0.48961,0.365633,0.262318,0.159004,0.097015,0.055689,0.055689,1.929262,2.0
-3.796645,1.853306,0.121998,0.121998,0.062328,0.062328,0.082218,0.082218,0.062328,0.082218,0.141888,0.181668,0.261228,0.281118,0.261228,0.141888,0.141888,0.062328,0.022547,0.022547,-0.017233,0.002657,0.002657,-0.017233,-0.037123,-0.116683,-0.116683,-0.116683,-0.116683,-0.156463,-0.136573,-0.176353,-0.176353,-0.216133,-0.076903,-0.295693,-1.111183,-2.423924,-2.901284,-2.821724,-2.742164,-2.543264,-2.085794,-1.906784,-1.727774,-1.508984,-1.270303,-1.031623,-0.733273,-0.494593,-0.216133,-0.057013,0.121998,0.320898,0.579468,0.738588,0.758478,0.778368,0.818148,0.857928,0.877818,0.897708,0.957378,1.056828,1.076718,1.136388,1.215948,1.215948,1.255728,1.235838,1.255728,1.176168,1.096608,0.977268,0.857928,0.698808,0.559578,0.400458,0.301008,0.141888,0.062328,-0.017233,-0.116683,1.929262,2.0
