@relation 'Original signal'

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute a81 numeric
@attribute a82 numeric
@attribute a83 numeric
@attribute a84 numeric
@attribute a85 numeric
@attribute a86 numeric
@attribute destClass {2.0,1.0}

@data
-8.637996,-1.199619,-1.065359,-0.980702,-0.933327,-0.854169,-0.740609,-0.636355,-0.463164,-0.364937,-0.258691,-0.12455,-0.149579,-0.034422,0.067414,0.126294,0.190174,0.256355,0.346645,0.475295,0.607359,0.612746,0.670106,0.730198,0.713969,0.721225,0.822816,0.906688,0.9798,1.061141,1.219203,1.228047,1.2523,1.314767,1.362115,1.36637,1.289887,1.280173,1.339386,1.353494,1.355161,1.369948,1.427856,1.538955,1.574035,1.599547,1.543504,0.988649,0.341015,-0.278848,-0.906111,-1.219236,-0.924857,-1.285619,-1.382063,-1.396131,-1.35531,-1.312022,-1.366968,-1.396882,-1.410203,-1.4102,-1.406451,-1.388625,-1.375877,-1.256614,-1.225568,-1.215599,-1.157624,-1.062248,-0.890906,-0.768361,-0.650092,-0.444782,-0.267583,-0.128067,-0.020267,0.105216,0.172839,0.266959,0.32257,0.389745,0.423975,0.477094,0.517563,8.544441,2.0
-8.637996,-0.840583,-0.800015,-1.515734,0.158024,-0.526897,-0.360888,-0.383375,-0.228143,0.139163,-0.043957,-0.035054,-0.058363,0.098827,0.177274,0.247122,0.634566,1.122334,1.267938,1.252258,0.885662,1.782517,1.420104,1.426299,1.302782,1.429984,1.297435,1.250125,1.368554,1.29389,1.435228,1.529645,0.627997,0.401093,0.495482,0.491588,0.487704,0.508115,0.525793,0.572671,0.598381,0.639075,0.677792,0.702175,0.65832,0.656346,0.657476,0.649728,0.662746,0.720348,0.707782,0.487704,0.296718,0.317222,0.303548,0.278945,0.19746,0.016437,-0.132802,-0.450282,-0.676818,-0.850853,-1.037898,-1.053021,-1.199454,-1.318984,-1.447993,-1.5784,-1.697919,-1.748078,-1.768389,-2.612141,-1.433795,-1.391093,-1.760024,-1.778802,-1.788713,-0.679962,-0.559027,-0.434364,-0.432047,-0.437458,-0.48697,-0.627522,-0.682559,8.544441,2.0
-8.637996,-0.501053,-0.585432,-0.630602,-0.713278,-0.779106,-0.854379,-0.949407,-1.031245,-1.120385,-1.185799,-1.228464,-1.247728,-1.254367,-1.256177,-1.259607,1.754319,3.006861,2.40421,2.859599,2.932194,1.798726,1.744138,1.182905,0.639681,0.332067,0.602921,0.532634,0.537043,0.665662,0.706346,0.795771,0.756344,0.838533,0.754508,0.61911,0.549017,0.621777,0.485125,0.468472,0.457207,0.534347,0.450842,0.478464,0.661205,0.593858,0.515491,0.429781,0.365495,0.307211,0.235499,0.139338,0.069105,0.005138,-0.03154,-0.072248,-0.098696,-0.151159,-0.211347,-0.28525,-0.354659,-0.450361,-0.52848,-0.596479,-0.639906,-0.684478,-0.736763,-0.768722,-0.788856,-0.817333,-0.849903,-0.887617,-0.916636,-0.949941,-1.019613,-1.083161,-1.128467,-1.179323,-1.193037,-1.091977,-0.848065,-0.523828,-0.134777,0.334925,0.453779,8.544441,1.0
-8.637996,-0.545029,-0.781765,-0.962381,-1.201215,-1.314322,-1.46488,-1.145009,-1.313282,-1.283606,-1.114277,-0.808434,-0.37801,-0.105187,0.032199,0.241269,0.404276,0.518124,0.57525,0.61703,0.671173,0.705744,0.721983,0.745591,0.802576,0.908933,0.944158,0.988856,1.017403,1.019848,1.001727,1.001892,0.978852,0.957358,0.945621,0.947299,0.934869,0.9679,0.94709,0.95149,0.955011,0.947579,0.959697,0.957358,0.970749,0.980807,0.97494,1.018283,1.02096,1.0452,0.95618,0.90453,0.853099,0.77676,0.690084,0.625909,0.497908,0.41562,0.35255,0.285375,0.190051,-0.132376,-0.477025,-0.975106,-1.299984,-1.635156,-1.517482,-1.586471,-1.701732,-1.86576,-2.034693,-2.05162,-1.823645,-1.751605,-1.588579,-1.175854,-0.824841,-0.567111,-0.440738,-0.4054,-0.308096,-0.207584,-0.118564,-0.028246,0.007906,8.544441,2.0
-8.637996,-0.869059,-0.899183,-0.922503,-0.94378,-0.953877,-0.960819,-0.980564,-1.007204,-1.033214,-1.068194,-1.096755,-1.119763,-1.148672,-1.17013,-0.122862,0.081106,0.035668,0.095831,0.174507,0.202696,0.368461,0.592827,0.803069,0.750058,0.865547,1.051298,1.321193,1.663031,1.857526,2.069283,2.332464,1.44476,-0.13725,0.754097,1.003503,1.092809,1.223626,0.997445,0.790448,1.043725,1.356407,1.442812,0.664231,0.138605,0.056283,0.000748,-0.061379,-0.12589,-0.151639,-0.190514,-0.24706,-0.268937,-0.291488,-0.353082,-0.433861,-0.463071,-0.494446,-0.519689,-0.583429,-0.626343,-0.657086,-0.71438,-0.773928,-0.819456,-0.841291,-0.874613,-0.919978,-0.957123,-0.973567,-1.007393,-1.046647,-1.071764,-1.114173,-1.119642,-1.141941,-1.15294,-1.163758,0.333901,0.705041,0.991386,1.281013,1.605813,2.119518,2.283601,8.544441,1.0
-8.637996,0.874958,0.892502,0.808557,0.774764,0.708142,0.679549,0.645618,0.818752,0.450874,0.447337,0.311837,0.156022,0.33729,0.498891,0.501556,0.570738,0.588458,0.650398,0.664829,0.863764,0.902782,0.902156,0.867935,0.906542,0.743717,0.702052,-6.467613,0.640666,0.735116,0.674238,0.630496,0.622276,0.607937,0.613627,0.615893,0.5734,0.592886,0.572071,0.54681,0.501556,0.453564,0.409064,0.410843,0.369987,0.323895,0.275647,0.227755,0.157822,0.100776,0.032678,0.015682,-0.030329,-0.060132,-0.088335,-0.132863,-0.255902,-0.369269,-0.532475,-0.703938,-0.841846,-0.973435,-1.057561,-1.131642,-1.225965,-1.235317,-1.285871,-1.313983,-1.301331,-1.404107,-1.265635,-1.175872,-1.145633,-1.038027,-0.915,-0.789167,-0.61782,-0.463805,-0.328701,-0.193238,-0.09539,-0.006876,0.080491,0.189216,0.202671,8.544441,2.0
-8.637996,-0.518621,-0.613838,-0.676583,-0.732859,-0.793905,-0.850344,-0.930972,-0.9661,-1.023115,-1.091072,-1.170547,-1.192431,-1.187248,-1.225505,-1.215237,-1.150276,-0.877988,0.112572,0.717043,0.997162,0.583168,0.81103,1.184909,1.402601,1.42195,1.342706,1.517782,1.283734,1.19873,1.431627,1.526996,1.589193,1.262078,1.462034,1.185403,0.974127,0.732246,0.550259,0.520313,0.42323,0.349187,0.260002,0.158644,0.073739,-0.0124,-0.060776,-0.102587,-0.145436,-0.180853,-0.229229,-0.25206,-0.264647,-0.30352,-0.325118,-0.391922,-0.429644,-0.495913,-0.507761,-0.566997,-0.608463,-0.655851,-0.698304,-0.748983,-0.799204,-0.852647,-0.877986,-0.854951,-0.912542,-0.98165,-1.047686,-1.063198,-1.175154,-1.228138,-1.269315,-1.323738,-1.370633,0.915877,1.246612,1.296173,1.383019,1.497048,1.569612,1.888666,2.084473,8.544441,1.0
-8.637996,0.996658,0.815931,0.747913,0.699614,0.736718,0.836303,0.864606,0.827833,0.878931,0.860063,0.868156,0.910131,0.881899,0.946725,0.947957,0.981085,1.019974,1.027733,1.02906,1.041678,1.04013,1.039202,1.029423,1.002574,0.958454,0.949186,0.979839,1.07066,0.904619,0.842032,0.568398,0.502081,0.594782,1.000007,1.133296,1.259624,1.042442,0.870998,0.864599,0.743192,0.495693,0.463119,0.415852,0.246451,0.158357,0.061836,-0.056125,-0.212804,-0.014647,-0.385661,-0.327598,-0.352763,-0.345998,-0.368287,-0.372602,-0.404354,-0.359758,-0.559723,-0.555671,-0.687698,-0.875873,-1.14397,-1.200413,-1.336329,-1.429777,-1.429777,-1.429777,-1.429777,-1.429777,-1.429777,-1.429777,-1.429777,-1.429777,-1.429777,-1.429777,-1.429777,-1.429777,-1.429777,-1.429777,-1.429777,-1.429777,-1.429777,-1.429777,-1.429777,8.544441,2.0
-8.637996,-0.792208,-0.898339,-0.999246,-1.099759,-1.132761,-1.187342,-1.278452,-1.326946,-1.318618,-1.020239,-1.08962,-0.90079,-0.737084,-0.507255,-0.1484,0.229264,0.545838,0.821266,1.08074,1.278075,1.445179,1.586251,1.741095,1.840582,1.952369,2.032843,1.874381,1.848076,1.774348,1.636076,1.489516,1.400464,1.287311,1.221476,1.1192,0.957407,0.878787,0.739184,0.637788,0.569015,0.536098,0.518758,0.483196,0.417362,0.353439,0.288045,0.225737,0.088192,0.034554,-0.030675,-0.073454,-0.163095,-0.231573,-0.299759,-0.361899,-0.461825,-0.527323,-0.591702,-0.687709,-0.765802,-0.809678,-0.863071,-0.918422,-0.972794,-1.032163,-1.049796,-1.12195,-1.175587,-1.207915,-1.028636,-1.156483,-1.192045,-1.197923,-1.093294,-0.670075,-0.518226,-0.38877,-0.340905,-0.247697,-0.065813,0.060761,0.133746,0.259831,0.296863,8.544441,1.0
-8.637996,-0.371005,-0.390073,-0.403492,-0.400196,-0.397371,-0.434566,-0.474586,-0.501423,-0.534852,-0.61395,-0.631842,-0.660562,-0.694932,-0.722711,0.270964,0.233533,0.222939,0.40303,0.423511,0.441637,0.620551,0.743436,0.558402,0.261782,0.295682,0.370543,0.366306,0.366306,0.3906,0.441637,0.568289,0.564617,0.581566,0.547808,0.497665,0.460094,0.479303,0.470829,0.44046,0.39738,0.425629,0.434669,0.38043,0.727899,0.627008,0.555577,0.519559,-5.367295,0.422804,0.364045,0.348649,0.295682,0.262724,0.177035,0.119123,0.098642,0.068274,0.035222,-0.023537,-0.056024,-0.112523,-0.199814,-0.258007,-0.295438,-5.367295,-0.371005,-0.399255,-0.424679,-0.434849,-0.492478,-0.516019,-0.564796,-0.578638,-0.600768,-0.616775,-0.623838,-0.633725,0.833834,1.139776,1.460972,1.829627,0.951775,0.756148,0.914345,8.544441,1.0
-8.637996,-0.390314,-0.391183,-0.502661,-0.504977,-0.56752,-0.655775,-0.772523,-0.854611,-0.930618,-0.763836,-0.720404,-0.694344,-0.667416,0.128563,0.328933,0.386265,0.443596,0.493109,0.606903,0.586055,0.663366,0.669446,0.711142,0.792795,0.853601,0.844567,0.93178,0.888348,0.910064,0.878792,0.904562,0.852444,0.853601,0.774554,0.828584,0.869671,0.894428,0.766736,0.728514,0.584318,0.850996,0.765867,0.676395,0.581422,0.510772,0.374103,0.341839,0.324068,0.262915,0.187864,0.009267,-0.090917,-0.216583,-0.312135,-0.362517,-0.473705,-0.551305,-0.502661,-0.50994,-0.54783,-0.446777,-0.332983,-0.365558,-0.529299,-0.434905,-0.420196,-0.43201,-0.515401,-0.560571,-0.555937,-7.216674,-0.67755,-0.678708,-0.616165,-0.516096,-0.43201,-0.286944,-0.073255,0.079629,0.273835,0.457494,0.597174,0.752837,0.853601,8.544441,1.0
-8.637996,-1.704098,-1.647808,-1.510076,-1.374472,-1.299762,-1.205767,-0.998046,-0.994325,-0.786504,-0.473186,-0.188882,0.108012,0.111668,0.245015,0.33072,0.427255,0.499085,0.605344,0.668314,0.730464,0.792522,0.849906,0.884596,0.895979,0.893269,0.863845,0.828192,0.886764,0.910614,0.938801,0.933923,0.925792,0.935277,0.943854,0.981508,1.035616,1.043338,1.107605,1.152969,1.171466,1.161059,1.158358,1.196141,1.217726,1.263559,1.293194,1.305767,1.368567,1.369915,1.41161,1.568431,-0.549834,-0.686547,-0.964613,-1.186002,-1.451116,-1.702222,-1.681566,-1.894237,-2.2128,-1.350181,-0.786504,-0.75318,-0.370927,-0.221922,-0.065009,-0.146986,-0.332246,-0.464886,-0.303545,-0.549785,-0.642157,-0.664352,-0.728742,-0.688132,-0.815431,-0.782069,-0.78652,-0.50177,-0.217496,0.009225,-0.071429,-0.564555,-0.70558,8.544441,2.0
-8.637996,-0.887978,-0.795749,-0.527085,-0.59569,-0.648993,-0.707998,-0.452331,-0.486079,-0.369628,-0.121052,0.034699,0.124815,0.175663,0.237034,0.252634,0.312226,0.317233,0.347259,0.367751,0.412812,0.410593,0.429468,0.471831,0.503742,0.536122,0.558757,0.576768,0.608595,0.60329,0.650993,0.714496,0.747756,0.76756,0.829343,0.933321,1.002268,1.060461,1.109066,1.112561,1.12869,1.134354,1.15614,1.19254,1.233398,1.265983,1.309865,1.406905,1.480178,1.568031,1.61341,1.630185,-0.460916,-0.464801,-0.248923,-0.328904,-0.468203,-0.509753,-0.668673,-1.002565,-1.034745,-0.952265,-1.145872,-1.368386,-1.690606,-1.978048,-2.188037,-2.471507,-2.455877,1.215978,0.438192,-0.771092,-0.982606,-1.316263,-1.215108,-0.73539,-0.738739,-1.430684,-1.770355,-1.062243,-0.336555,0.283827,0.301358,0.469631,0.351919,8.544441,2.0
-8.637996,0.153887,0.040201,-0.142635,-0.26253,-0.440028,-0.555237,-0.682692,-0.822388,-0.933182,-1.007368,-0.975333,-1.026851,-1.031132,-0.978144,2.856101,2.377801,2.654252,2.60742,2.902872,0.917672,0.035062,0.047908,0.007231,0.138366,0.744787,0.853978,0.817445,0.442914,-0.489204,-0.067703,-0.021135,2.013104,-0.538379,-0.146381,-0.143169,-0.258782,-0.621272,-0.337464,0.147464,0.046103,-0.137013,-0.551023,-0.896653,-0.293751,0.024465,0.121132,0.235778,0.243273,0.251835,0.308835,0.335065,0.28636,0.198313,0.140238,0.059684,0.088254,0.075607,0.054064,0.072799,0.038276,-0.033981,-0.061278,-0.048971,-0.033983,-0.236302,-0.382424,-0.522924,-0.693398,-0.775823,-0.832025,-0.834834,-0.820785,-0.854502,-0.896653,-0.966904,-1.023104,-0.998375,-0.972524,-0.971719,-0.933182,-0.910702,-0.89759,3.261589,2.461298,8.544441,1.0
-8.637996,-0.753828,-0.801297,-0.883092,-0.967224,-1.035727,-1.091668,-1.133404,-1.186169,-1.226337,-1.278085,-1.312512,-1.318355,-1.303019,-1.28403,-1.271199,-0.484344,0.782009,1.23772,1.781068,1.980442,1.981173,2.006734,1.130052,0.749583,0.308039,0.272838,0.102823,-0.142561,-0.266348,-0.227568,0.803917,1.004387,0.68999,0.698752,0.980443,1.133432,0.821446,0.840725,0.599431,0.292118,0.471446,0.551022,0.576061,0.455874,0.37625,0.310229,0.251806,0.194841,0.139337,0.107935,0.128626,0.106475,0.075071,0.018838,-0.030823,-0.095612,-0.1411,-0.219973,-0.30761,-0.394517,-0.47193,-0.605784,-0.724615,-0.80568,-0.868486,-0.933484,-0.980369,-1.047098,-1.103061,-1.162799,-1.223781,-1.2592,-1.259443,-1.267233,-1.294985,-1.298272,0.823198,0.942675,1.231585,1.290302,1.586076,1.913776,1.810865,1.903211,8.544441,1.0
-8.637996,0.018459,-0.008667,0.10095,0.139108,0.127275,-3.586764,-0.071003,-0.084289,-0.090935,-0.006022,0.074587,0.110824,0.146993,0.236796,0.319538,0.39944,0.474107,0.516389,0.556649,0.374832,0.394032,0.402902,0.40809,0.411328,0.436438,0.446954,0.466354,0.506709,-3.586764,0.495429,0.527675,0.505107,0.517467,0.53895,0.56094,0.582368,0.603782,0.641716,0.664922,0.672121,0.680911,0.691295,0.719391,0.723219,0.717636,0.732781,0.732781,0.729591,0.732781,0.748715,0.763039,0.772581,0.780533,0.774967,0.739153,0.73356,-3.586764,0.276869,0.066013,0.111918,-0.082631,-0.215639,-0.280172,-0.342725,-0.407716,-0.458723,-0.514061,-0.532914,-0.577243,-0.549706,-0.575201,-0.526502,-0.481857,-0.478132,-0.417605,-0.422669,-3.586764,-0.210951,-0.209285,-0.175325,-3.586764,-0.057725,0.008541,0.096008,8.544441,2.0
-8.637996,0.215473,0.589494,0.692107,0.789766,0.842663,0.771159,0.770409,0.786657,0.79904,0.773511,0.801359,0.797876,0.802516,0.811411,0.817591,0.817591,0.812955,0.822225,0.84385,0.833044,0.825004,0.849099,0.856971,0.882429,0.908619,0.913238,0.908617,0.958174,0.985144,0.966474,1.001652,0.9886,1.0239,1.048432,1.039241,0.392499,0.122987,0.011476,-0.108311,-0.276835,-4.872757,-0.259508,-0.376828,-0.365556,-0.224235,-0.115488,-0.173018,-0.316498,-0.425173,-0.441304,-0.496224,-0.54913,-0.582855,-0.650212,-0.651817,-0.629081,-0.612837,-0.566139,-0.51441,-4.872757,-0.409043,-0.375212,-0.382464,-0.442915,-0.455033,-0.305432,-0.43626,-0.476136,-0.468106,-0.492183,-0.515625,-0.507133,-0.530192,-0.520481,-0.51239,-0.520478,-0.532134,-0.522101,-0.552854,-0.552852,-0.559331,-0.565404,-0.573914,-0.584611,8.544441,2.0
-8.637996,-0.813327,-0.888732,-0.935488,-0.976112,-1.026331,-1.046602,-1.075881,-1.102492,-1.12999,-1.151977,-1.154837,-1.155776,-1.155671,-1.159485,-1.120271,0.329183,0.652818,0.953155,1.131332,1.23511,1.147252,1.262388,1.35711,1.405731,1.409456,1.341313,1.250334,1.162849,1.227289,1.309353,1.296601,1.263621,1.190377,1.224787,1.204063,1.086286,1.237143,1.297361,1.32556,1.299739,1.246059,1.231669,0.279757,0.099072,0.007854,-0.047543,-0.116117,-0.173028,-0.210433,-0.24307,-0.284303,-0.330243,-0.368657,-0.402817,-0.454245,-0.584879,-0.655993,-0.716532,-0.772008,-0.822175,-0.868607,-0.915753,-0.94994,-0.980158,-1.008527,-1.039362,-1.066622,-1.096474,-1.12512,-1.156402,-1.178612,-1.180332,-1.203638,-1.215525,-1.219279,0.052202,0.090062,0.236463,0.492475,0.702064,0.872864,1.040536,1.169293,1.158782,8.544441,1.0
-8.637996,-1.057496,-1.081165,-1.125426,-1.186608,-1.220634,-1.236873,-1.253749,-1.332399,-1.319891,-1.398737,-1.357874,-1.396766,-1.427395,-1.389488,-0.870461,0.407135,0.693291,0.899507,1.193478,1.371225,1.117853,1.245221,1.178352,0.959702,0.70072,0.785103,1.053258,0.972289,0.887793,0.988573,1.017019,0.918043,1.006405,1.026876,0.911674,1.049711,0.990484,0.953865,1.016867,0.486014,0.293778,0.201861,0.088556,0.003908,0.146136,0.205348,0.210352,0.021289,0.075023,-0.223611,-0.307481,-0.382367,-0.438591,-0.481987,-0.527324,-0.558105,-0.341048,-0.28957,-0.465498,-0.548765,-0.403007,-0.468682,-0.684412,-0.777948,-0.845746,-0.916405,-0.935611,-0.980544,-1.044626,-1.084429,-1.106092,-1.096237,-1.04184,-0.994874,-0.970991,-0.95698,0.988361,1.342339,1.648252,1.68995,1.668014,1.611008,1.699369,1.803732,8.544441,1.0
-8.637996,-0.340325,-0.473246,-0.566291,-0.677374,-0.858714,-0.95176,-1.112214,-1.163325,-1.18437,-1.216271,-1.255262,-1.271599,-1.260324,0.713541,-0.58789,-0.288486,0.245632,0.719238,1.118474,0.673665,0.889186,1.206296,1.54382,1.848427,1.851196,2.007934,1.923114,2.199284,1.950887,2.04227,2.423087,1.897481,1.762232,1.509164,1.201549,0.742024,0.48378,0.148155,-0.188206,-0.50426,-0.798901,-1.285167,-0.467551,0.219269,0.271108,0.356557,0.327599,0.254492,0.191354,0.151478,0.079702,0.042294,-0.054548,-0.080182,-0.091575,-0.111037,-0.155345,-0.164208,-0.200759,-0.247281,-0.281462,-0.224496,-0.259245,-0.386849,-0.529368,-0.640346,-0.734657,-0.853397,-0.858714,-0.861374,-0.853018,-0.852068,-0.858714,-0.873336,-0.914099,-0.936805,-0.916867,-0.89693,-0.898592,-0.914097,-0.897642,1.041307,-0.4666,-0.570445,8.544441,1.0
-8.637996,-0.422709,-6.622848,-0.473892,-0.506982,-0.53055,-0.567686,-0.584827,-0.611489,-0.645294,-0.667671,-0.693381,-0.720043,-0.73966,-0.731947,-0.706951,-0.577971,-0.368534,-0.152513,0.054504,0.274089,0.464155,0.597848,0.769965,0.866378,1.023498,1.065395,1.233941,1.337163,1.408335,1.469857,1.433434,1.440576,1.470571,1.44129,1.377728,1.288028,1.158476,1.117769,-0.399141,-0.827012,-0.294585,-0.074191,-0.077048,-0.028245,0.444539,0.002838,0.301228,0.293133,0.303608,0.327605,0.281978,-0.0152,-0.323438,-0.303917,-0.318582,-0.335151,-0.346768,-0.36736,-0.380096,-0.385334,-0.387714,-0.401641,-0.418186,-0.427708,-0.43842,-0.454643,-0.461172,-0.461631,-0.461988,-0.463417,0.642127,0.629272,0.709736,0.803531,0.460251,0.135634,-0.013843,-0.268303,-0.244879,-0.169652,-0.131325,0.043648,-0.374574,-0.292015,8.544441,1.0
-8.637996,-1.264069,-1.293105,-1.327699,-1.362576,-1.40596,-1.467209,-1.533561,-1.534533,-1.608906,-1.615225,-1.636775,-1.719347,-1.720028,-0.603267,0.274965,0.573672,0.877581,1.085825,1.375734,1.120532,0.920624,1.038017,1.012327,1.085145,1.139004,1.236223,1.350553,1.448551,1.419968,0.960606,0.843213,0.747938,0.826767,0.790472,0.641887,0.582908,0.481962,0.42525,0.328983,0.21315,0.119292,0.009556,0.140559,0.464495,0.64892,0.499882,-0.111725,-0.286904,-0.36644,-0.35283,-0.329011,-0.336242,-0.386176,-0.414564,-0.440328,-0.525516,-0.562946,-0.560394,-0.537936,-0.544839,-0.620507,-0.650754,-0.682891,-0.799943,-0.927883,-1.02883,-1.058319,-1.043575,-1.025102,-0.978924,-0.931286,-0.976655,-0.880245,0.605876,1.127338,1.390195,1.445488,1.249408,1.29577,1.417133,1.573089,0.840662,0.889149,0.934356,8.544441,1.0
-8.637996,0.121326,0.09639,0.074507,0.053834,0.035704,0.011532,-0.009715,-0.025045,-0.040357,-0.055006,-0.067983,-0.074344,-0.042114,0.103769,0.304146,0.481623,0.633655,0.7746,0.899679,1.002815,1.071304,1.11774,1.111803,1.142549,1.147002,1.145305,1.158452,1.177536,1.090599,0.979915,0.947897,0.886193,0.812722,0.754517,0.715714,0.678819,0.655919,0.590399,0.556684,0.507067,0.466356,0.440063,0.420555,0.404865,0.400518,0.375603,0.358534,0.342525,0.310719,-2.323189,0.236081,0.198762,0.171834,-2.323189,-2.323189,-2.323189,0.046518,-0.037449,-0.05526,-2.323189,-0.110603,-0.139864,-0.16022,-0.151314,-0.178667,-0.191135,-0.201568,-2.323189,-0.223195,-0.241516,-0.267724,-0.263907,-0.264331,-2.323189,-0.223832,-2.323189,-0.047627,-2.323189,0.393838,-2.323189,0.330227,0.404016,0.485121,-2.323189,8.544441,1.0
-8.637996,-0.154953,-0.088678,-0.063551,-0.092395,-0.086864,-0.078728,-0.061234,-0.026722,-0.020912,-0.0107,0.005688,0.008969,-0.034564,0.007752,0.062839,0.731269,0.814256,0.942636,1.193463,1.172837,1.052845,1.131572,1.163636,1.144195,1.173519,1.303229,1.38549,1.314443,0.850199,0.623964,0.574834,0.552657,0.523986,0.5313,0.507504,0.458618,0.440851,0.442752,0.444178,0.437659,0.435726,0.430099,0.452018,0.432287,0.42991,0.427433,0.346779,0.812385,0.7685,0.640158,0.444494,0.494405,0.346959,0.26167,0.305259,0.180277,0.127946,0.091724,-0.004767,0.083618,0.147199,0.168934,0.170229,0.243371,0.305323,0.381507,0.129708,-2.328219,-2.328219,-0.289297,-2.328219,-2.328219,-2.328219,-2.328219,-2.328219,-2.328219,-0.844412,-0.948657,-0.952595,-1.105057,-1.545534,-1.357804,-1.333669,-2.328219,8.544441,2.0
-8.637996,0.042223,0.008521,-0.015398,-0.039853,-0.062066,-0.073148,-0.097732,-0.105669,-0.115003,-0.106013,-0.108645,-0.101139,-0.09649,-0.052306,0.058677,0.416404,0.602818,0.72148,0.82143,0.961762,1.265892,1.529503,1.667957,1.641932,1.333759,1.543983,1.416862,1.264774,0.969975,0.83184,0.655578,0.551908,0.433181,0.317487,0.21528,0.13543,0.044223,-0.033852,-0.093474,-0.142448,-0.175453,-0.240398,-0.284049,-0.361237,-0.402227,-0.436296,-0.450137,-0.340476,-0.278725,-0.004042,-4.276829,0.239767,-4.276829,0.239412,0.515515,0.304712,0.39095,0.574427,0.330263,0.19718,0.082196,-4.276829,-0.087086,-0.206328,-0.26595,-0.289106,-0.307046,-0.319182,-0.329829,-0.332384,-0.335271,-0.346864,-0.37428,-0.399299,-0.4027,-0.418623,-0.423307,-0.480431,-0.399459,-0.356328,-0.305768,-0.227428,0.838535,0.487598,8.544441,1.0
-8.637996,-0.54797,-0.500813,-0.512602,-0.405026,-0.367318,1.611796,-0.623906,-7.585168,-0.475963,-0.397534,-0.403919,-0.38899,-0.294888,-0.238446,-0.206332,-0.280633,-0.27524,-0.339579,0.641695,0.918509,0.915619,0.920127,0.890357,0.891348,0.839336,0.806205,0.784292,0.768255,0.741382,0.708732,0.687156,0.670975,0.650362,0.629125,0.616267,0.589188,0.536517,0.479112,0.429028,0.376438,0.321703,0.265134,0.22734,0.190933,0.158186,0.131987,0.10656,0.08301,0.019049,-0.818576,-0.590388,-0.440904,-0.327877,-0.382179,-0.507748,-0.410661,-0.290045,-0.361924,-0.336882,-0.289736,-0.271002,-0.252461,-0.206277,-0.262603,-0.568427,-0.608302,-0.574206,-0.482609,-0.407386,-0.306206,-0.259444,-0.26924,-0.343479,-0.323013,-0.556485,0.605534,0.786978,0.747797,0.710609,0.67934,0.632679,0.570612,0.515568,0.437552,8.544441,1.0
-8.637996,-1.261859,-1.184148,-1.133918,-1.022392,-0.873876,-0.728777,-0.573487,-0.350975,-0.242268,-0.086694,-0.12799,0.028153,0.036668,0.087814,0.149342,0.144704,0.214777,0.337836,0.452402,0.483014,0.572312,0.58395,0.571288,0.606813,0.736883,0.841256,0.868762,1.106945,1.148698,1.140723,1.210961,1.277492,1.35092,1.308018,1.283268,1.269368,1.336419,1.329441,1.353446,1.41699,1.523484,1.579136,1.620723,1.667024,1.556299,0.696643,0.243261,-0.236031,-0.790071,-1.035917,-0.795972,-1.037815,-1.251531,-1.322972,-1.382104,-1.401845,-1.407565,-1.355379,-1.443807,-1.505206,-1.502023,-1.521124,-1.411906,-1.323233,-1.313723,-1.289134,-1.200771,-1.120199,-0.934138,-0.790073,-0.618901,-0.422063,-0.236023,-0.06649,0.019735,0.124516,0.287008,0.361608,0.428966,0.501488,0.548912,0.592781,0.634725,0.667426,8.544441,2.0
