@relation 'Sax dominant'

@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMaa numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMga numeric
@attribute o1atLga numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMbg numeric
@attribute o1atLbg numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMha numeric
@attribute o1atLha numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atLkk numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMfa numeric
@attribute o1atLfa numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMci numeric
@attribute o1atLci numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMia numeric
@attribute o1atLia numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMhb numeric
@attribute o1atLhb numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMdj numeric
@attribute o1atLdj numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMai numeric
@attribute o1atLai numeric
@attribute o1atMak numeric
@attribute o1atLak numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMib numeric
@attribute o1atLib numeric
@attribute o1atMaj numeric
@attribute o1atLaj numeric
@attribute o1atMbi numeric
@attribute o1atLbi numeric
@attribute o1atMic numeric
@attribute o1atLic numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMcj numeric
@attribute o1atLcj numeric
@attribute o1atMke numeric
@attribute o1atLke numeric
@attribute o1atMja numeric
@attribute o1atLja numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMkd numeric
@attribute o1atLkd numeric
@attribute o1atMjc numeric
@attribute o1atLjc numeric
@attribute destClass {2,1}

@data
53,48,75,37,30,71,37,62,42,55,2,56,40,32,64,39,57,45,51,56,19,94,1,3,74,32,51,38,39,2,73,38,50,31,63,54,38,38,56,43,50,5,92,8,88,76,19,76,17,7,87,19,85,93,17,3,93,22,74,21,73,32,57,45,19,3,57,2,50,94,1,94,1,3,88,93,1,95,1,7,63,22,64,3,64,2,92,77,1,22,57,39,40,43,39,45,40,56,1,39,51,8,51,7,50,55,17,8,74,56,2,2,39,45,1,22,51,94,0,21,50,2,87,3,40,7,73,32,40,45,2,38,18,44,18,21,39,31,56,76,1,0,3,51,2,56,32,1,21,63,22,19,77,2,31,50,55,1,2,18,2,63,22,40,7,39,8,64,8,57,8,40,7,56,21,56,32,19,93,0,32,2,44,1,38,1,39,2,3,19,3,1,76,0,22,1,31,18,31,39,55,0,39,19,7,18,3,2,8,19,21,18,39,1,22,2,38,0,2,1,8,1,31,1,31,0,21,1,2.0
53,44,87,37,11,86,38,75,48,48,1,56,39,15,77,42,52,49,45,56,7,95,0,2,89,16,46,42,39,3,88,42,44,12,77,55,39,41,49,49,44,2,89,3,88,88,7,88,6,3,89,4,88,94,5,1,92,4,87,4,87,16,52,50,7,4,53,3,45,94,0,94,0,2,91,94,0,95,0,3,79,6,78,3,80,2,91,89,1,7,52,43,40,49,39,50,39,56,1,42,46,5,46,4,45,55,6,3,87,56,1,3,39,50,1,7,46,94,0,6,44,3,90,4,40,3,88,16,40,50,1,42,6,49,6,6,39,14,50,88,0,0,4,46,3,52,16,1,4,78,7,7,88,1,15,44,55,0,3,6,3,79,7,40,4,39,4,78,5,52,5,40,3,52,5,51,16,7,94,0,16,1,49,0,42,0,43,1,4,7,4,1,88,0,7,1,15,6,15,39,55,0,43,7,4,6,4,1,5,7,6,6,43,1,7,1,42,0,3,0,5,1,15,0,15,0,6,0,2.0
58,51,86,32,21,74,31,71,39,59,0,61,34,23,72,33,62,41,53,61,7,94,1,0,76,23,54,33,34,0,75,33,53,22,72,60,34,33,61,41,53,12,94,13,81,88,7,88,6,13,81,18,80,93,4,0,95,19,75,19,75,23,62,42,7,1,62,0,53,94,1,94,1,0,82,93,1,95,1,13,72,20,72,1,73,0,94,89,1,20,62,34,35,41,34,42,34,61,1,33,54,14,54,13,53,60,6,13,75,61,2,0,34,42,1,20,54,94,0,19,53,0,81,1,35,13,75,23,35,42,2,33,6,41,6,19,34,22,61,88,1,0,1,54,0,61,23,1,19,72,20,7,89,2,22,53,60,1,0,6,0,72,20,35,13,34,14,72,14,62,14,35,13,61,19,61,23,7,93,0,23,2,41,1,33,1,34,2,1,7,1,1,88,0,20,1,22,6,22,34,60,0,34,7,13,6,1,2,14,7,19,6,34,1,20,2,33,0,0,1,14,1,22,1,22,0,19,1,2.0
49,43,83,37,26,67,32,58,43,50,0,52,37,29,60,34,54,43,43,53,8,95,0,0,73,30,47,38,41,0,72,38,46,27,60,53,39,37,52,45,46,3,94,5,88,85,8,85,9,6,88,17,85,94,7,0,95,19,71,19,72,30,55,47,8,1,57,0,47,94,0,94,0,0,89,94,0,95,0,6,63,21,62,1,64,0,94,86,0,22,57,37,40,47,41,46,37,54,0,34,46,7,48,6,47,53,9,5,72,53,0,0,41,48,0,22,48,94,0,22,47,0,88,1,42,6,72,32,41,47,0,38,9,47,9,22,41,30,53,85,0,0,1,48,0,56,32,1,19,63,23,10,85,0,31,46,53,0,0,9,0,63,23,42,6,41,7,63,7,57,7,42,6,56,21,56,32,10,94,0,32,1,47,0,38,0,38,1,1,10,1,1,85,0,23,1,31,9,31,41,53,0,38,10,6,9,1,1,7,10,22,9,39,1,23,1,38,0,0,0,7,1,31,0,31,0,22,0,2.0
50,46,74,40,24,72,37,68,46,53,0,52,43,25,70,40,55,48,48,53,20,95,1,1,74,26,48,39,42,0,73,39,47,24,69,52,42,39,54,47,47,12,94,13,81,76,19,75,19,13,81,20,80,94,18,0,95,22,73,21,73,26,56,48,20,1,56,0,47,94,0,94,1,0,82,94,0,95,0,13,69,22,70,1,70,0,94,76,1,22,56,40,43,47,42,48,43,53,1,40,48,14,48,13,47,52,19,14,73,53,1,0,42,48,1,22,48,94,0,21,47,0,81,1,43,13,73,26,43,48,1,39,19,47,19,21,42,25,55,75,0,0,1,48,0,55,26,1,21,69,22,20,76,1,25,47,52,0,0,19,0,69,22,43,13,42,14,70,14,56,14,43,13,55,21,55,26,20,94,0,26,1,47,0,39,0,40,1,1,20,1,1,75,0,22,1,25,19,25,42,52,0,40,20,13,19,1,1,14,20,21,19,40,1,22,1,39,0,0,0,14,1,25,0,25,0,21,0,2.0
68,46,94,14,12,88,30,76,42,60,2,74,20,13,78,30,60,45,47,74,1,95,0,3,91,15,49,32,19,2,90,31,48,14,77,74,18,31,61,43,48,2,88,2,88,94,0,94,0,2,88,2,88,94,0,2,91,3,88,2,88,13,62,46,1,4,63,3,49,94,0,94,0,2,91,94,0,95,0,3,77,4,78,4,80,2,90,95,0,4,62,33,20,45,19,46,20,75,1,32,47,4,49,3,48,74,0,3,88,74,1,4,20,46,1,4,49,94,0,3,48,2,90,5,21,2,88,16,20,46,1,32,0,45,0,4,19,14,61,94,0,0,4,50,3,62,16,1,3,77,5,1,94,0,14,48,74,0,4,0,3,79,5,20,4,19,4,78,4,62,5,20,3,61,3,61,16,1,94,0,16,1,45,0,32,0,33,1,5,1,5,1,94,0,5,1,15,0,15,19,74,0,33,1,4,0,5,1,5,1,4,0,33,1,5,1,32,0,4,0,5,1,15,0,15,0,4,0,2.0
66,30,72,26,36,79,52,54,62,40,0,68,28,39,54,54,42,64,32,68,22,82,2,1,82,39,32,53,27,0,81,53,31,38,56,67,27,53,41,63,31,0,94,1,94,74,22,73,21,0,94,11,94,80,20,0,95,11,82,13,81,39,42,64,22,1,42,0,31,93,12,82,14,1,95,81,13,94,2,0,56,14,57,1,57,0,94,74,2,14,42,54,28,63,27,64,28,68,2,54,32,1,32,0,31,67,21,1,82,68,14,0,27,64,2,14,32,93,1,13,31,0,94,1,28,0,81,39,28,64,14,53,21,63,21,13,27,38,41,73,13,1,1,32,0,41,39,2,13,56,14,22,74,14,38,31,67,13,0,21,0,56,14,28,0,27,1,57,1,42,1,28,0,41,13,41,39,22,81,1,39,14,63,13,53,13,54,14,1,22,1,2,73,1,14,2,38,21,38,27,67,1,54,22,0,21,1,14,1,22,13,21,54,2,14,14,53,1,0,13,1,2,38,13,38,1,13,13,1.0
44,50,79,46,38,63,41,54,42,51,0,46,47,39,54,42,52,42,51,46,13,95,0,0,67,40,52,42,48,0,66,41,51,39,55,46,47,41,52,42,50,0,94,0,94,81,13,81,13,0,94,25,94,94,11,0,95,27,66,28,66,40,52,43,14,1,53,0,51,94,0,94,0,0,95,94,0,95,0,0,55,28,55,1,56,0,94,82,0,29,53,43,49,43,47,43,48,47,0,42,52,1,52,0,51,46,13,0,66,46,0,0,48,44,1,29,52,94,0,28,51,0,94,1,49,0,66,40,49,43,1,42,13,43,13,28,48,39,52,81,0,0,1,52,0,52,40,1,28,55,29,14,81,0,39,51,46,0,0,13,0,55,29,49,0,48,1,55,1,53,1,49,0,52,28,52,40,14,94,0,40,1,43,0,42,0,43,1,1,14,1,1,81,0,29,1,39,13,39,48,46,0,43,14,0,13,1,1,1,14,28,13,43,1,29,1,42,0,0,0,1,1,39,0,39,0,28,0,2.0
38,51,94,50,34,56,35,54,37,53,0,41,50,35,55,36,54,37,52,41,0,95,0,0,60,36,54,38,52,0,59,37,52,34,55,41,51,36,53,38,52,0,94,0,94,94,0,94,0,0,94,32,94,94,0,0,95,33,59,33,59,36,55,40,1,1,57,0,54,94,0,94,0,0,95,94,0,95,0,0,57,34,57,1,58,0,94,95,0,35,57,39,52,40,52,40,51,42,0,36,53,1,55,0,54,41,0,0,59,41,0,0,53,41,1,35,55,94,0,35,54,0,94,1,54,0,59,38,53,40,1,38,0,40,0,35,53,35,54,94,0,0,1,55,0,56,38,1,33,57,36,1,94,0,36,53,41,0,0,0,0,57,36,54,0,53,1,57,1,57,1,54,0,56,34,56,38,1,94,0,38,1,40,0,38,0,39,1,1,1,1,1,94,0,36,1,37,0,37,53,41,0,39,1,0,0,1,1,1,1,35,0,39,1,36,1,38,0,0,0,1,1,37,0,37,0,35,0,1.0
65,32,67,27,38,79,55,54,60,37,0,66,28,40,56,56,39,61,33,67,27,78,1,1,81,40,34,56,28,0,80,56,33,39,55,65,28,56,38,61,33,1,94,1,94,69,26,68,25,1,93,13,93,76,25,1,95,15,80,14,80,40,39,62,27,1,39,0,33,94,16,77,18,1,94,77,17,95,0,1,55,15,56,1,56,0,94,69,1,15,39,57,29,61,28,62,28,67,1,56,34,2,34,1,33,66,26,2,81,67,18,0,28,62,1,15,34,94,0,14,33,0,93,1,29,1,80,40,29,62,18,56,26,61,26,14,28,39,38,68,17,0,1,34,0,38,40,1,14,55,15,27,69,18,39,33,66,17,0,26,0,55,15,29,1,28,2,56,2,39,2,29,1,38,14,38,40,27,77,0,40,18,61,17,56,17,57,18,1,27,1,1,68,0,15,1,39,26,39,28,66,0,57,27,1,26,1,18,2,27,14,26,57,1,15,18,56,0,0,17,2,1,39,17,39,0,14,17,1.0
64,38,79,22,23,84,35,67,50,55,0,67,25,24,69,37,56,52,41,69,12,95,1,1,87,26,42,37,25,0,86,36,40,24,68,68,25,36,56,52,40,1,92,1,92,83,11,82,12,1,91,6,91,94,9,1,94,8,85,7,85,26,57,54,13,2,58,0,41,94,0,94,1,1,93,94,0,95,0,1,68,8,69,1,70,0,93,83,1,9,57,38,27,53,25,53,26,69,1,37,42,3,42,1,40,68,12,2,86,69,1,1,26,54,1,9,42,94,0,7,40,0,92,2,27,1,85,26,27,54,1,37,12,53,12,8,25,24,56,82,0,0,2,42,0,57,26,1,7,68,9,13,83,1,24,40,68,0,1,12,0,69,9,27,2,25,2,69,3,57,3,27,1,56,7,56,26,13,94,0,26,1,53,0,37,0,38,1,2,13,2,1,82,0,9,1,25,12,25,25,68,0,38,13,2,12,2,1,3,13,8,12,38,1,9,1,37,0,1,0,3,1,25,0,25,0,8,0,1.0
53,27,59,23,42,93,47,38,49,31,0,56,25,45,46,48,35,51,29,62,24,95,0,1,94,48,37,51,29,0,93,49,32,44,45,56,25,48,34,51,29,1,94,1,94,66,22,66,22,1,93,1,93,94,21,1,95,2,93,1,93,46,40,59,25,1,40,0,36,94,0,94,0,1,94,94,0,95,0,1,45,2,46,1,46,0,94,67,0,2,40,52,31,54,26,54,27,63,1,50,33,2,37,1,36,62,24,2,94,62,1,0,32,59,1,2,37,94,0,1,36,0,93,1,33,1,93,49,33,59,1,55,27,58,24,1,32,45,39,66,0,0,1,37,0,39,50,1,1,45,2,29,66,0,46,36,62,0,0,28,0,45,2,33,1,32,2,46,2,40,2,33,1,39,1,39,50,29,94,0,50,1,58,0,55,0,56,1,1,29,1,1,66,0,2,1,49,28,48,32,62,0,56,28,1,28,1,1,2,29,1,28,56,1,2,1,55,0,0,0,2,1,49,0,49,0,1,0,2.0
63,38,72,29,36,67,47,56,54,45,0,65,31,37,57,49,46,56,40,65,21,82,1,1,72,38,40,48,30,0,71,48,39,37,57,63,30,48,46,55,39,1,94,2,94,75,21,74,19,1,93,19,93,79,18,1,95,23,72,23,71,38,47,56,21,1,47,0,39,94,11,82,14,1,94,81,13,95,1,1,57,24,58,1,58,0,94,75,1,24,47,49,31,55,30,56,31,65,1,49,40,2,40,1,39,64,20,2,72,65,14,0,30,56,1,24,40,94,0,23,39,0,93,1,31,1,71,38,31,56,14,48,20,55,20,23,30,37,46,74,13,0,1,40,0,46,38,1,23,57,24,21,75,14,37,39,64,13,0,20,0,57,24,31,1,30,2,58,2,47,2,31,1,46,23,46,38,21,81,0,38,14,55,13,48,13,49,14,1,21,1,1,74,0,24,1,37,20,37,30,64,0,49,21,1,20,1,14,2,21,23,20,49,1,24,14,48,0,0,13,2,1,37,13,37,0,23,13,1.0
65,33,70,27,36,72,50,56,59,42,0,67,29,38,58,52,44,61,35,67,24,83,2,1,75,38,35,51,28,0,74,51,34,37,57,66,28,51,43,60,34,1,94,1,94,72,24,71,23,1,93,18,93,81,22,1,95,21,74,20,74,38,44,61,24,1,44,0,34,93,11,82,13,1,94,82,12,94,1,1,57,21,58,1,58,0,94,72,2,21,44,52,29,60,28,61,29,67,2,52,35,2,35,1,34,66,23,2,75,67,13,0,28,61,2,21,35,93,1,20,34,0,93,1,29,1,74,38,29,61,13,51,23,60,23,20,28,37,43,71,12,1,1,35,0,43,38,2,20,57,21,24,72,13,37,34,66,12,0,23,0,57,21,29,1,28,2,58,2,44,2,29,1,43,20,43,38,24,82,1,38,13,60,12,51,12,52,13,1,24,1,2,71,1,21,2,37,23,37,28,66,1,52,24,1,23,1,13,2,24,20,23,52,2,21,13,51,1,0,12,2,2,37,12,37,1,20,12,1.0
63,33,79,23,24,74,49,66,53,37,0,68,26,25,69,50,40,56,34,68,14,86,5,1,77,25,38,53,26,0,76,52,36,24,67,66,24,51,39,54,35,1,94,2,94,81,14,81,12,1,93,16,93,84,11,1,95,19,77,17,76,25,42,58,14,1,42,0,37,88,8,85,9,1,94,84,9,90,5,1,68,19,69,1,69,0,94,82,6,19,42,54,26,56,26,58,26,68,6,52,36,2,38,1,37,67,12,2,77,68,10,0,27,58,6,19,38,89,4,18,37,0,93,1,28,1,76,27,28,58,10,53,13,57,13,18,27,25,40,81,9,4,1,38,0,41,27,6,17,68,19,14,81,10,25,37,67,9,0,13,0,68,19,28,1,27,2,69,2,42,2,28,1,41,18,41,27,14,85,5,27,10,57,9,53,9,54,10,1,14,1,6,81,5,19,6,26,13,26,27,67,5,54,14,1,13,1,10,2,14,18,13,54,6,19,10,53,5,0,9,2,6,26,9,26,5,18,9,1.0
59,37,73,33,32,69,44,60,55,48,0,61,34,32,61,45,48,56,38,61,19,89,2,1,71,33,39,45,34,0,70,45,38,33,61,60,34,45,49,56,38,1,94,2,94,77,19,76,18,1,93,23,93,88,15,1,95,24,71,24,70,33,49,57,19,1,50,0,38,93,6,89,7,1,94,88,6,94,2,1,61,24,62,1,62,0,94,77,2,25,50,46,34,56,34,57,34,61,2,45,38,2,39,1,38,60,18,2,71,61,7,0,34,57,2,25,39,93,1,24,38,0,93,1,35,1,70,34,35,57,7,45,18,56,18,24,34,33,49,76,6,1,1,39,0,49,34,2,24,61,25,19,77,7,33,38,60,6,0,18,0,61,25,35,1,34,2,62,2,50,2,35,1,49,24,49,34,19,88,1,34,7,56,6,45,6,46,7,1,19,1,2,76,1,25,2,33,18,33,34,60,1,46,19,1,18,1,7,2,19,24,18,46,2,25,7,45,1,0,6,2,2,33,6,33,1,24,6,1.0
65,34,74,27,39,79,49,53,58,43,0,66,28,40,55,50,44,59,35,67,20,86,4,1,82,40,36,50,28,0,81,50,35,40,54,66,28,50,44,59,35,1,94,1,94,76,19,75,19,1,93,11,93,84,18,1,95,14,81,13,81,40,45,60,20,1,45,0,35,90,8,85,10,1,94,85,9,92,3,1,54,14,55,1,55,0,94,76,4,14,45,51,28,59,28,60,28,67,4,50,35,2,36,1,35,66,19,2,82,67,10,0,28,60,4,14,36,91,3,13,35,0,93,1,29,1,81,41,29,60,10,50,19,59,19,13,28,40,44,75,9,2,1,36,0,44,41,4,13,54,14,20,76,10,40,35,66,9,0,19,0,54,14,29,1,28,2,55,2,45,2,29,1,44,13,44,41,20,85,3,41,10,59,9,50,9,51,10,1,20,1,4,75,3,14,4,40,19,40,28,66,3,51,20,1,19,1,10,2,20,13,19,51,4,14,10,50,3,0,9,2,4,40,9,40,3,13,9,1.0
58,40,75,32,38,72,45,54,52,47,0,60,34,39,55,45,48,53,40,61,19,87,2,1,75,39,42,46,34,0,74,46,41,39,55,59,34,46,48,53,41,1,94,1,94,77,18,76,17,1,93,18,93,85,17,1,95,20,74,20,74,39,49,54,19,1,49,0,41,93,7,87,9,1,94,86,8,94,2,1,55,21,56,1,56,0,94,77,2,21,49,47,34,53,34,54,34,61,2,46,41,2,42,1,41,60,18,2,75,61,9,0,34,54,2,21,42,93,1,20,41,0,93,1,35,1,74,40,35,54,9,46,18,53,18,20,34,39,48,76,8,1,1,42,0,48,40,2,20,55,21,19,77,9,39,41,60,8,0,18,0,55,21,35,1,34,2,56,2,49,2,35,1,48,20,48,40,19,86,1,40,9,53,8,46,8,47,9,1,19,1,2,76,1,21,2,39,18,39,34,60,1,47,19,1,18,1,9,2,19,20,18,47,2,21,9,46,1,0,8,2,2,39,8,39,1,20,8,1.0
67,31,72,25,30,83,52,60,61,40,0,69,26,33,63,53,42,62,32,69,22,81,0,1,84,33,33,53,26,0,83,53,32,32,62,68,26,53,41,62,32,1,94,2,94,73,22,73,21,1,93,11,93,79,20,1,95,12,84,11,83,33,42,63,22,1,42,0,32,94,13,80,14,1,94,80,14,95,0,1,62,12,63,1,63,0,94,74,1,12,42,54,27,62,26,63,26,69,1,53,33,2,33,1,32,68,21,2,84,69,15,0,26,63,1,12,33,94,0,11,32,0,93,1,27,1,83,33,27,63,15,53,21,62,21,11,26,32,41,73,14,0,1,33,0,41,33,1,11,62,12,22,73,15,32,32,68,14,0,21,0,62,12,27,1,26,2,63,2,42,2,27,1,41,11,41,33,22,80,0,33,15,62,14,53,14,54,15,1,22,1,1,73,0,12,1,32,21,32,26,68,0,54,22,1,21,1,15,2,22,11,21,54,1,12,15,53,0,0,14,2,1,32,14,32,0,11,14,1.0
55,38,71,31,42,94,44,50,50,46,0,58,33,42,51,46,47,51,41,58,19,92,0,0,95,44,42,46,35,0,94,46,41,43,51,59,33,46,48,51,41,0,94,0,94,73,19,73,20,0,94,0,94,89,17,0,95,0,94,0,94,44,48,52,21,1,49,0,41,94,1,91,2,0,95,91,2,95,0,0,51,0,51,0,52,0,94,75,0,1,48,47,36,53,35,52,36,60,0,47,42,1,42,0,41,59,20,0,94,59,2,0,35,54,1,1,42,94,0,0,41,0,94,1,36,0,94,44,36,53,4,46,20,53,20,0,35,43,48,74,3,0,1,42,0,48,44,1,0,51,1,21,74,2,43,41,59,3,0,20,0,51,1,36,0,35,0,51,1,48,1,36,0,48,0,48,44,21,91,0,44,4,53,3,46,3,47,4,1,21,1,1,74,0,1,1,43,20,43,35,59,0,47,21,0,20,1,4,1,21,0,20,47,1,1,4,46,0,0,3,1,1,43,3,43,0,0,3,2.0
55,48,67,37,28,68,34,64,44,58,0,56,38,30,66,36,60,45,50,57,26,95,1,1,71,30,50,35,38,0,70,35,49,29,65,56,38,35,59,45,49,9,94,10,85,69,26,68,26,10,84,22,83,94,25,1,95,25,70,24,70,30,60,46,27,1,60,0,49,94,0,94,1,1,85,94,0,95,0,10,65,25,66,1,66,0,94,69,1,25,60,36,39,45,38,45,39,57,1,36,50,11,50,10,49,56,26,11,71,57,1,0,38,46,1,25,50,94,0,24,49,0,84,1,39,10,70,30,39,46,1,35,26,45,26,24,38,29,59,68,0,0,1,50,0,59,30,1,24,65,25,27,69,1,29,49,56,0,0,26,0,65,25,39,10,38,11,66,11,60,11,39,10,59,24,59,30,27,94,0,30,1,45,0,35,0,36,1,1,27,1,1,68,0,25,1,29,26,29,38,56,0,36,27,10,26,1,1,11,27,24,26,36,1,25,1,35,0,0,0,11,1,29,0,29,0,24,0,2.0
64,39,76,28,37,75,46,55,53,46,0,64,29,38,57,47,47,54,40,65,16,87,3,1,78,38,41,47,29,0,77,47,40,38,56,65,29,47,47,54,40,0,94,1,94,78,15,78,16,0,94,15,94,85,14,0,95,18,78,17,77,38,48,54,16,1,48,0,40,91,7,86,8,1,95,86,8,93,2,0,56,18,57,1,57,0,94,79,3,18,48,47,29,54,29,54,29,66,3,47,40,1,41,0,40,65,16,1,78,66,8,0,29,55,3,18,41,92,2,17,40,0,94,1,30,0,77,38,30,55,8,47,16,54,16,17,29,38,47,78,8,1,1,41,0,47,39,3,17,56,18,17,79,8,38,40,65,8,0,16,0,56,18,30,0,29,1,57,1,48,1,30,0,47,17,47,38,17,86,2,39,9,54,8,47,8,48,8,1,17,1,3,78,2,18,3,38,16,38,29,65,2,47,16,0,16,1,9,1,17,17,16,48,3,18,9,47,2,0,8,1,3,38,8,38,2,17,8,1.0
52,50,81,38,29,73,36,63,42,56,0,54,40,31,64,37,58,43,51,54,12,94,0,1,75,31,52,37,40,0,74,37,51,30,64,54,40,37,57,43,51,7,94,8,87,82,12,82,12,8,86,19,85,92,11,1,95,20,74,20,74,31,58,43,12,1,58,0,51,94,0,93,1,1,87,93,1,95,0,8,64,21,65,1,65,0,94,83,0,21,58,37,41,43,40,43,40,55,0,37,52,9,52,8,51,54,12,9,75,54,1,0,40,44,0,21,52,94,0,20,51,0,86,1,41,8,74,31,41,43,1,37,12,43,12,20,40,30,57,82,1,0,1,52,0,57,31,1,20,64,21,13,82,1,30,51,54,1,0,12,0,64,21,41,8,40,9,65,9,58,9,41,8,57,20,57,31,13,93,0,31,2,43,1,37,1,37,2,1,13,1,1,82,0,21,1,30,12,30,40,54,0,37,13,8,12,1,2,9,13,20,12,38,1,21,2,37,0,0,1,9,1,30,1,30,0,20,1,2.0
