@relation 'Sax dominant'

@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute o1atMace numeric
@attribute o1atLace numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMade numeric
@attribute o1atLade numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMeba numeric
@attribute o1atLeba numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute o1atMebe numeric
@attribute o1atLebe numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMdbd numeric
@attribute o1atLdbd numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMebc numeric
@attribute o1atLebc numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMdec numeric
@attribute o1atLdec numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMece numeric
@attribute o1atLece numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMdbe numeric
@attribute o1atLdbe numeric
@attribute o1atMdbc numeric
@attribute o1atLdbc numeric
@attribute o1atMebb numeric
@attribute o1atLebb numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMebd numeric
@attribute o1atLebd numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute o1atMdac numeric
@attribute o1atLdac numeric
@attribute o1atMeda numeric
@attribute o1atLeda numeric
@attribute o1atMbed numeric
@attribute o1atLbed numeric
@attribute o1atMcbe numeric
@attribute o1atLcbe numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMbee numeric
@attribute o1atLbee numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMaed numeric
@attribute o1atLaed numeric
@attribute o1atMecd numeric
@attribute o1atLecd numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMdab numeric
@attribute o1atLdab numeric
@attribute o1atMdad numeric
@attribute o1atLdad numeric
@attribute o1atMbae numeric
@attribute o1atLbae numeric
@attribute destClass {-1,1}

@data
19,44,19,72,16,19,73,28,46,26,65,26,65,44,61,46,43,28,63,27,63,25,71,17,74,17,75,87,4,4,87,6,86,42,88,4,88,5,48,6,45,45,25,65,28,45,86,5,48,4,48,5,19,6,19,6,19,46,47,42,19,62,46,45,28,5,17,75,48,44,19,65,28,62,19,46,47,4,20,5,46,5,19,65,48,4,28,45,19,46,19,5,44,45,88,4,19,72,46,5,28,5,19,66,19,6,28,6,46,6,28,4,28,43,28,45,28,6,28,42,28,4,26,5,26,46,28,6,19,64,48,5,19,65,19,46,17,65,19,46,48,4,28,44,28,4,28,45,26,6,26,45,19,6,17,6,27,45,28,6,17,66,19,45,19,6,28,5,28,5,19,66,29,4,19,63,19,6,47,6,17,46,17,66,19,46,19,42,19,5,1.0
17,35,17,75,15,17,76,26,37,25,67,25,67,50,65,55,34,26,66,25,66,24,74,16,76,16,77,84,7,7,84,8,83,31,85,7,85,8,56,9,53,37,24,67,26,37,83,8,57,7,56,8,17,9,17,9,17,38,56,31,17,65,53,36,26,8,15,77,55,34,17,67,26,65,17,38,56,8,18,8,55,8,17,67,56,7,26,37,17,38,17,9,50,37,85,7,17,74,53,8,26,8,17,68,17,9,26,9,53,9,26,7,26,34,26,37,26,9,26,31,26,8,25,8,25,37,26,9,17,67,55,8,17,67,17,37,16,67,17,37,56,7,26,34,26,7,26,36,25,9,25,37,17,9,16,9,25,37,26,8,15,68,17,36,17,9,26,8,26,8,17,68,27,7,17,66,17,9,56,8,16,37,16,68,17,37,17,31,17,8,1.0
22,48,19,70,17,21,71,42,47,41,50,41,52,45,50,47,48,43,51,42,50,40,69,18,72,19,73,73,18,9,72,16,69,47,78,13,76,12,45,16,46,49,41,51,43,49,70,17,47,13,45,12,21,16,22,18,22,49,46,47,21,50,45,47,43,18,17,73,45,47,20,50,42,50,22,48,47,18,22,13,47,17,21,50,46,18,43,48,21,49,22,18,45,48,77,10,20,69,46,18,42,12,21,52,20,16,42,16,45,16,42,10,43,48,42,49,42,16,42,47,43,18,41,18,41,47,42,16,22,51,45,17,20,52,20,47,19,51,21,47,46,10,42,47,42,18,42,47,41,16,41,49,21,18,19,18,42,48,42,16,18,52,21,47,21,16,43,17,42,18,22,51,43,13,21,50,22,17,46,16,19,47,19,52,21,47,21,47,20,18,-1.0
20,40,20,72,18,20,73,25,44,24,68,24,68,43,66,48,39,25,67,24,67,23,71,19,73,19,74,83,6,2,82,7,79,37,87,3,86,3,50,7,45,43,23,68,25,43,82,7,50,3,50,3,20,7,20,8,20,44,49,38,20,66,46,43,25,7,18,74,50,40,20,68,25,66,20,44,50,6,21,3,48,7,20,68,50,6,25,43,20,44,21,7,44,43,87,3,20,71,46,7,25,3,20,69,20,7,25,7,46,7,25,3,25,39,25,43,25,7,25,38,26,6,24,7,24,44,25,7,20,68,50,7,20,68,20,44,19,68,20,44,50,3,25,40,25,6,25,43,24,7,24,43,20,8,19,8,24,43,25,7,18,69,20,43,20,7,25,7,25,7,20,69,26,3,20,67,20,7,49,7,19,44,19,69,20,44,20,38,20,7,1.0
20,39,20,72,18,19,73,26,44,25,67,25,66,41,65,48,38,26,66,25,66,24,71,19,73,19,74,87,4,2,86,3,84,34,89,3,88,2,49,4,44,43,24,67,26,43,85,4,50,3,50,3,20,5,20,6,20,44,48,35,20,65,44,43,26,5,18,74,48,39,20,67,26,65,20,44,50,4,21,3,48,4,20,67,49,4,26,43,20,44,21,5,41,43,89,2,20,71,45,5,26,3,20,68,20,5,26,5,45,5,26,2,26,38,26,43,26,4,26,35,27,4,25,5,25,44,26,5,20,67,48,5,20,66,20,44,19,67,20,44,50,2,26,39,26,4,26,43,25,5,25,43,20,6,19,6,25,43,26,3,18,68,20,43,20,4,26,4,26,5,19,68,27,3,20,66,20,4,49,3,19,44,19,68,20,44,20,35,20,5,1.0
19,39,19,73,17,19,74,25,40,22,68,22,68,49,62,53,38,25,65,25,65,21,72,18,74,18,75,78,11,4,78,9,74,36,83,7,82,6,52,10,51,40,21,68,25,40,75,10,54,7,53,7,19,11,19,12,19,41,52,36,19,64,50,40,25,11,17,75,51,38,19,68,25,64,19,41,53,11,20,8,53,10,19,68,52,11,25,40,19,41,19,12,49,40,82,4,19,72,51,11,25,7,19,69,19,11,25,11,51,11,25,4,25,38,25,40,25,10,25,36,25,11,22,11,22,40,25,11,19,66,51,11,19,68,19,40,18,68,19,40,53,4,25,38,25,11,25,40,22,11,22,40,19,12,18,12,25,40,25,9,17,69,19,40,19,10,25,10,25,11,19,69,26,7,19,65,19,11,53,9,18,40,18,69,19,40,19,36,19,11,-1.0
23,49,22,70,20,22,71,35,49,33,58,33,58,42,54,45,48,35,56,35,56,31,69,21,71,21,72,85,8,4,84,6,82,47,87,5,86,5,44,7,43,49,31,58,35,49,83,7,45,5,44,5,22,7,22,8,22,50,44,47,22,54,43,49,35,8,20,72,43,48,22,58,35,54,22,50,45,8,23,5,45,7,22,58,44,8,35,49,22,50,23,8,42,49,87,4,22,69,43,8,35,5,22,59,22,7,35,7,43,7,35,4,36,48,35,49,35,7,35,47,36,8,33,8,33,49,35,7,22,57,43,7,22,58,22,49,21,58,22,49,44,4,35,48,35,8,35,49,33,7,33,49,22,8,21,8,35,49,35,6,20,59,22,49,22,7,36,7,35,8,22,59,36,5,22,56,23,7,44,6,21,49,21,59,22,49,22,47,22,8,-1.0
20,45,20,72,18,20,73,26,46,25,66,26,66,41,64,44,44,27,65,25,65,25,71,19,73,19,74,85,4,3,84,5,82,41,87,4,86,5,46,6,43,47,25,66,27,47,82,6,47,5,46,5,20,7,20,8,20,48,45,42,20,64,43,45,27,7,18,74,44,43,20,66,26,64,20,47,46,6,21,5,44,7,20,66,46,5,27,46,20,48,21,7,41,46,87,3,20,71,43,7,27,5,20,67,20,7,26,7,43,6,27,3,27,44,26,47,27,7,27,42,28,6,26,7,26,47,27,6,20,66,44,6,20,66,20,47,19,66,20,46,46,3,26,44,27,5,27,45,26,7,26,47,20,8,19,8,25,47,27,5,18,67,20,45,20,7,27,7,26,7,20,67,28,5,20,65,20,7,45,5,19,47,19,67,20,47,20,42,20,7,1.0
20,41,19,71,17,19,72,26,43,25,64,25,64,42,62,47,40,25,63,26,63,24,69,18,73,18,74,82,8,4,81,8,79,38,85,6,84,6,49,8,44,42,24,64,27,43,80,9,49,6,49,6,19,9,20,10,20,45,48,39,19,63,45,43,27,9,17,74,48,40,19,65,26,62,19,44,49,8,21,6,47,9,19,65,49,8,25,43,19,45,21,9,43,43,85,5,19,70,45,9,27,6,19,66,19,9,26,8,45,8,27,5,27,40,26,42,27,8,27,39,28,8,25,9,25,43,27,8,19,65,48,9,19,65,19,44,18,66,19,44,49,5,26,40,27,8,27,43,25,8,25,43,19,10,18,10,26,43,27,8,17,67,20,44,20,9,27,9,26,9,19,66,28,6,19,64,20,9,48,8,18,45,18,67,19,44,20,39,19,9,1.0
17,36,17,75,15,17,76,36,40,33,57,32,56,46,50,50,34,34,52,35,53,30,74,16,76,16,77,84,5,3,83,5,80,32,87,4,86,3,53,6,48,36,31,56,34,37,82,5,54,4,54,4,17,7,17,6,17,38,51,32,17,51,49,38,35,5,15,77,52,36,17,57,35,51,17,40,53,5,18,4,51,5,17,57,53,5,34,39,17,40,18,6,46,38,87,3,17,74,50,5,37,4,17,57,17,7,37,7,50,6,37,3,34,35,35,37,37,6,35,32,36,5,33,7,33,40,35,6,17,53,52,6,17,56,17,40,16,57,17,40,54,3,36,36,37,5,35,38,33,7,32,39,17,8,16,8,35,38,35,5,15,57,17,38,17,6,35,6,37,6,17,57,37,4,17,53,17,6,52,5,16,40,16,57,17,40,17,32,17,7,1.0
15,24,15,77,13,15,78,18,28,17,74,18,74,55,72,62,23,19,73,17,73,17,76,14,78,14,79,86,3,3,86,4,85,19,88,3,88,3,63,5,58,29,17,74,19,29,86,3,65,3,64,4,15,6,15,6,15,30,63,22,15,72,58,27,19,5,13,79,63,22,15,74,18,72,15,29,63,4,16,4,63,4,15,74,63,4,19,28,15,30,15,5,57,28,88,3,15,76,58,5,19,4,15,75,15,6,18,6,58,6,19,4,19,23,18,29,19,5,19,22,19,4,18,5,18,29,19,6,15,74,63,4,15,74,15,29,14,74,15,28,64,4,19,23,19,4,19,27,18,6,18,29,15,6,14,6,17,29,19,5,13,75,15,27,15,5,19,4,18,5,15,75,20,3,15,73,15,5,63,5,14,29,14,75,15,29,15,22,15,5,-1.0
18,33,18,74,16,18,75,33,37,32,60,32,60,49,58,55,32,33,59,33,59,31,73,17,75,17,76,87,5,4,86,5,85,29,88,5,87,5,57,6,52,36,31,60,33,36,85,6,57,5,57,5,18,6,18,7,18,37,56,29,18,58,53,37,33,6,16,76,56,33,18,60,33,58,18,37,57,5,19,5,55,6,18,60,57,5,33,36,18,37,19,6,49,36,88,4,18,73,53,6,33,5,18,61,18,6,33,6,53,6,33,4,33,32,33,36,33,6,33,29,34,5,32,6,32,37,33,6,18,60,56,6,18,60,18,37,17,60,18,37,57,4,33,33,33,5,33,37,32,6,32,36,18,7,17,7,33,36,33,5,16,61,18,37,18,6,33,6,33,6,18,61,34,5,18,59,18,6,56,5,17,37,17,61,18,37,18,29,18,6,1.0
22,41,20,71,19,21,72,25,44,23,66,23,67,42,63,48,39,24,65,24,65,22,70,20,72,20,73,83,8,3,82,7,80,37,86,5,85,5,49,7,44,42,22,67,25,43,81,8,49,5,49,5,21,8,21,9,21,44,48,38,21,63,45,43,25,9,19,73,48,40,21,67,24,63,21,44,49,8,22,5,48,8,21,66,49,8,24,43,21,45,22,8,42,42,86,4,21,70,45,9,26,5,21,68,21,8,25,8,45,7,26,4,27,40,25,42,26,8,26,38,27,8,24,9,24,45,25,7,21,66,48,8,21,67,21,45,20,67,21,44,49,4,25,41,26,8,25,43,24,8,24,44,21,9,20,9,24,43,26,7,19,68,21,43,21,8,27,8,25,9,21,68,27,5,21,65,22,8,48,7,20,45,20,68,21,45,21,38,21,9,1.0
25,45,23,68,22,24,69,27,49,26,64,26,65,34,61,42,45,27,63,27,63,25,67,23,69,23,70,87,4,1,86,4,84,42,89,3,88,3,43,4,38,49,25,65,29,50,84,5,44,3,43,3,24,5,25,6,25,51,43,43,24,62,38,48,29,6,22,70,42,44,24,65,27,62,24,49,44,5,25,3,42,5,24,64,44,4,27,49,24,51,25,5,36,49,89,1,24,67,39,6,28,3,24,66,24,5,27,5,38,4,28,1,29,45,27,49,28,5,28,43,29,5,26,6,26,50,28,4,24,64,42,5,24,65,24,50,23,65,24,49,44,1,27,45,28,4,28,49,26,5,26,50,24,6,23,6,27,50,28,4,22,66,24,49,24,5,29,5,27,6,24,66,29,3,24,63,25,5,43,4,23,50,23,66,24,50,24,43,24,6,1.0
20,45,18,73,17,19,74,27,50,25,65,25,67,35,64,44,45,28,65,27,64,23,72,18,74,18,75,88,5,3,87,4,86,41,89,4,88,4,43,5,39,51,25,66,28,51,86,5,44,4,43,4,19,5,20,6,20,51,43,43,19,64,38,50,28,6,17,75,42,45,19,66,27,64,20,50,44,5,20,4,44,5,19,65,44,6,28,50,19,51,20,5,36,50,89,3,19,72,39,6,27,4,19,67,19,5,27,5,38,5,27,3,28,45,27,51,27,5,27,43,28,5,25,6,25,50,27,5,20,65,42,5,19,67,19,50,18,66,19,50,44,3,27,45,27,6,27,50,25,5,25,51,19,6,18,6,27,50,27,4,17,67,19,50,19,5,28,5,27,6,20,67,28,4,19,64,20,5,43,4,18,50,18,67,19,50,19,43,19,6,-1.0
23,45,22,68,20,22,69,27,48,26,63,26,64,35,61,43,45,28,63,27,62,24,66,21,70,21,71,85,6,3,84,5,82,42,87,4,86,4,42,6,38,50,24,64,28,50,82,5,45,5,43,5,23,7,24,8,23,51,42,44,23,61,37,48,29,7,20,71,41,44,22,64,28,61,23,50,44,7,24,5,43,6,23,64,43,6,28,50,23,51,24,7,38,50,87,3,22,67,39,7,28,5,23,66,22,7,28,6,38,6,28,3,28,45,28,50,28,6,28,44,29,7,26,7,26,48,28,6,23,64,41,6,22,64,22,49,21,65,22,49,44,3,27,44,28,6,28,48,26,6,26,50,23,8,21,8,27,50,28,5,20,66,23,48,23,6,28,6,28,7,22,65,29,5,22,63,23,6,43,5,21,49,21,66,23,48,23,44,22,7,1.0
18,46,18,74,16,17,75,22,51,22,69,22,68,33,65,41,44,22,67,22,67,21,73,17,75,17,76,88,3,1,87,2,85,41,90,2,89,2,41,2,36,48,21,69,23,50,86,3,42,2,42,2,18,4,18,5,18,51,40,43,18,66,35,49,23,4,16,76,39,45,18,69,23,66,18,51,42,3,19,2,41,3,18,69,41,4,22,50,18,52,19,4,34,49,90,1,18,73,36,4,24,2,18,70,18,4,23,4,36,2,24,1,24,45,23,49,24,3,24,44,25,3,22,4,22,52,23,2,18,68,40,4,18,68,18,52,17,69,18,51,42,1,22,46,24,4,23,50,22,4,22,51,18,5,17,5,22,50,24,2,16,70,18,50,18,3,24,3,23,4,17,70,25,2,18,67,18,3,41,2,17,52,17,70,18,52,18,44,18,4,1.0
19,38,19,73,17,18,74,25,44,24,68,24,67,40,66,47,37,25,67,24,67,23,72,18,74,18,75,84,4,4,84,6,82,33,86,4,86,6,50,8,43,43,23,68,25,43,82,6,50,5,50,6,19,8,19,8,19,44,48,35,19,66,44,43,25,7,17,75,48,38,19,68,25,66,19,44,48,5,20,6,47,7,19,68,50,5,25,43,19,44,19,6,41,43,86,4,19,72,44,7,25,6,19,69,19,8,25,8,44,8,25,4,25,37,25,43,25,8,25,35,25,5,24,7,24,44,25,8,19,68,48,6,19,67,19,44,18,68,19,44,50,4,25,38,25,5,25,43,24,8,24,43,19,8,18,8,24,43,25,6,17,69,19,43,19,8,25,7,25,7,18,69,26,5,19,67,19,8,48,6,18,44,18,69,19,44,19,35,19,7,1.0
17,34,17,75,15,17,76,26,38,24,67,24,67,49,63,53,33,26,65,26,65,23,74,16,76,16,77,86,3,3,86,5,84,30,88,3,88,4,56,6,51,37,23,67,26,37,85,4,56,3,56,4,17,6,17,6,17,38,54,31,17,64,52,38,26,5,15,77,55,34,17,67,26,64,17,38,54,3,18,4,54,5,17,67,56,4,26,37,17,38,17,4,49,37,88,3,17,74,52,5,26,4,17,68,17,6,26,6,52,6,26,3,26,33,26,37,26,6,26,31,26,3,24,5,24,38,26,6,17,66,55,4,17,67,17,38,16,67,17,38,56,3,26,34,26,4,26,38,24,6,24,37,17,6,16,6,26,37,26,5,15,68,17,38,17,6,26,5,26,5,17,68,27,3,17,65,17,6,54,5,16,38,16,68,17,38,17,31,17,5,1.0
26,47,25,67,23,25,68,39,48,38,54,38,54,41,52,45,47,39,53,38,53,37,66,24,68,24,69,76,16,12,75,15,73,44,78,14,77,14,44,16,43,49,37,54,40,49,73,16,46,14,44,14,25,16,26,17,26,50,45,45,25,52,42,47,40,17,23,69,43,46,25,54,39,52,25,49,46,17,26,14,45,16,25,54,45,16,39,49,25,50,26,17,41,49,78,12,25,66,43,17,39,14,25,55,25,16,39,16,42,16,39,12,40,47,39,49,39,16,39,45,40,17,38,17,38,48,39,16,25,54,43,16,25,54,25,48,24,54,25,48,45,12,39,46,39,16,39,47,38,16,38,49,25,17,24,17,38,49,39,15,23,55,25,47,25,16,40,16,39,17,25,55,40,14,25,53,26,16,45,15,24,48,24,55,25,48,25,45,25,17,1.0
19,37,19,73,17,19,74,25,41,23,66,24,66,42,60,48,35,26,63,24,63,23,72,18,74,18,75,79,8,4,78,8,74,33,83,6,82,6,51,9,45,39,23,66,26,40,75,9,52,6,52,7,19,11,19,11,19,41,49,33,19,62,46,39,26,10,17,75,49,36,19,66,25,62,19,41,51,8,20,7,48,9,19,66,51,8,26,40,19,42,20,10,43,39,83,4,19,72,47,9,27,7,19,67,19,11,26,11,47,9,27,4,26,36,25,40,27,10,26,33,27,9,24,11,24,42,26,9,19,64,49,10,19,66,19,42,18,66,19,41,52,4,25,37,27,8,26,39,24,11,24,41,19,12,18,12,24,40,26,8,17,67,19,39,19,10,26,10,26,10,19,67,28,7,19,63,19,10,50,8,18,42,18,67,19,42,19,33,19,11,1.0
21,41,22,70,18,20,70,43,44,40,51,39,49,44,45,49,40,40,47,41,48,37,68,20,72,19,72,75,16,10,74,15,71,39,78,13,77,13,50,16,46,41,37,50,41,42,71,16,50,13,50,13,22,16,21,16,20,43,49,39,21,45,47,42,42,16,18,72,49,41,22,51,42,45,20,44,50,16,22,13,49,16,21,51,50,16,40,43,20,43,22,16,45,43,78,10,21,68,47,16,43,13,20,50,22,16,43,16,47,16,43,10,42,40,42,41,43,16,42,39,43,16,40,16,40,44,42,16,20,48,49,16,21,49,22,44,20,51,22,44,50,10,43,41,43,16,42,42,40,16,39,42,21,16,20,17,41,43,42,15,18,51,21,42,22,16,42,16,43,16,20,51,43,13,22,48,21,16,49,15,20,44,19,51,21,44,21,39,22,16,-1.0
24,41,22,67,21,22,68,25,44,24,64,24,64,40,63,46,41,25,64,25,64,23,65,22,69,22,70,83,5,2,82,5,78,39,87,2,86,2,47,6,43,44,23,65,26,44,81,5,49,3,48,3,24,7,25,8,24,46,46,39,24,64,43,44,27,7,21,70,46,41,23,66,26,63,23,45,48,6,25,3,46,6,23,65,48,5,25,45,23,46,25,6,42,45,87,2,23,66,45,7,26,3,23,67,23,7,26,6,44,6,26,2,26,41,26,44,26,6,26,39,27,6,24,7,24,44,26,6,23,66,46,6,23,65,23,45,22,67,23,45,49,2,25,41,26,5,26,44,24,6,24,44,23,8,22,8,25,45,26,5,21,68,24,44,24,6,26,6,26,7,22,67,27,3,23,65,24,6,47,5,22,45,22,68,23,44,24,39,23,7,1.0
17,42,17,75,15,16,76,24,45,23,68,23,67,43,64,47,41,24,66,24,66,22,74,16,76,16,77,81,8,3,80,7,77,39,85,5,84,4,48,8,45,43,22,68,25,44,79,8,49,5,49,5,17,9,17,10,17,45,47,39,17,65,45,44,25,9,15,77,47,42,17,68,25,65,17,45,49,8,18,5,47,8,17,68,48,8,24,44,17,45,18,9,43,44,85,4,17,74,46,9,25,5,17,69,17,9,25,9,46,8,25,4,25,41,25,43,25,8,25,39,26,8,23,9,23,45,25,8,17,67,47,9,17,67,17,45,16,68,17,45,49,4,24,42,25,8,25,44,23,9,23,44,17,10,16,10,24,44,25,7,15,69,17,44,17,8,25,8,25,9,16,69,26,5,17,66,17,8,48,7,16,45,16,69,17,45,17,39,17,9,1.0
23,40,19,69,19,21,70,25,45,24,63,25,65,36,62,48,39,27,64,25,63,23,67,19,71,20,72,87,6,1,86,3,84,32,89,3,88,2,46,3,40,46,23,65,27,46,84,4,48,3,47,2,22,4,22,6,22,47,46,35,22,62,39,44,27,6,19,72,45,38,20,65,26,62,22,46,48,6,23,3,48,4,22,63,46,6,27,45,22,47,23,6,36,45,89,1,21,68,40,6,27,3,22,67,21,5,26,4,40,3,27,1,28,39,26,46,26,4,26,35,28,6,25,6,24,45,27,3,22,65,45,4,21,65,20,46,20,66,21,45,47,1,25,39,26,6,26,44,25,4,25,46,22,6,20,6,25,46,27,3,19,67,22,44,22,4,28,4,26,6,21,66,28,3,21,64,23,4,47,3,20,46,20,67,22,45,22,35,21,6,1.0
16,35,16,76,14,15,77,38,39,36,55,35,53,45,49,52,33,36,51,38,52,34,75,15,77,15,78,86,5,2,85,5,83,31,88,4,87,4,54,5,48,36,34,54,36,37,83,6,54,4,54,4,16,6,16,6,16,38,53,31,16,50,49,38,37,5,14,78,53,34,16,55,37,50,16,39,54,5,17,4,52,6,16,55,54,5,36,38,16,40,17,6,46,37,88,2,16,75,49,5,39,4,16,55,16,6,38,6,49,5,39,2,37,34,37,37,39,6,38,32,39,5,36,6,36,40,37,5,16,52,53,6,16,53,16,40,15,55,16,39,54,2,38,35,39,5,37,39,36,6,35,39,16,7,15,7,38,38,38,5,14,55,16,39,16,6,37,6,38,5,15,55,39,4,16,52,16,6,53,5,15,40,15,55,16,40,16,32,16,6,1.0
21,40,20,72,18,20,73,25,44,24,67,23,67,42,63,48,39,23,65,25,65,22,71,19,73,19,74,84,7,4,83,6,81,36,86,6,85,5,48,7,45,41,22,67,26,43,81,7,50,6,49,6,20,8,21,9,21,44,48,37,20,63,44,43,26,9,18,74,47,40,20,67,25,63,20,44,50,8,21,6,48,7,20,67,49,7,23,44,20,45,21,8,42,43,86,4,20,71,46,9,26,6,20,68,20,8,26,8,45,7,26,4,27,40,26,41,26,7,26,37,27,8,24,9,24,44,25,7,20,66,47,8,20,67,20,44,19,67,20,44,50,4,25,40,26,7,25,43,24,8,24,44,20,9,19,9,25,43,26,6,18,68,20,43,20,7,27,7,26,9,20,68,27,6,20,65,21,7,49,6,19,44,19,68,20,44,20,37,20,9,1.0
15,35,15,77,13,15,78,40,39,38,54,37,53,47,50,51,34,38,51,39,52,36,76,14,78,14,79,81,7,5,80,7,77,31,84,6,83,6,54,9,49,37,36,53,38,37,78,8,55,7,55,7,15,10,15,10,15,38,52,31,15,50,50,38,39,9,13,79,52,35,15,54,39,50,15,39,54,8,16,7,51,9,15,54,54,7,38,38,15,39,16,9,47,38,84,5,15,76,51,9,40,7,15,54,15,10,40,10,51,10,40,5,38,34,39,37,40,9,39,31,40,8,38,10,38,39,39,10,15,52,52,9,15,53,15,39,14,54,15,39,55,5,40,35,40,7,39,38,38,10,37,38,15,11,14,11,39,38,39,7,13,54,15,38,15,9,38,9,40,9,15,54,40,7,15,52,15,9,53,7,14,39,14,54,15,39,15,31,15,10,1.0
25,45,24,68,22,24,69,32,47,29,61,29,61,41,55,47,44,32,58,31,58,28,67,23,69,23,70,80,13,8,79,11,77,41,82,10,81,10,46,12,43,47,28,61,32,47,77,12,47,10,46,10,24,12,24,13,24,48,46,42,24,57,43,46,32,13,22,70,45,44,24,61,32,57,24,48,47,13,25,10,47,12,24,61,46,13,32,47,24,48,25,13,41,47,82,8,24,67,43,13,32,10,24,62,24,12,32,12,43,12,32,8,33,44,32,47,32,12,32,42,33,13,29,13,29,47,32,12,24,59,45,12,24,61,24,47,23,61,24,47,46,8,32,44,32,13,32,46,29,12,29,47,24,13,23,13,31,47,32,11,22,62,24,46,24,12,33,12,32,13,24,62,33,10,24,58,25,12,46,11,23,47,23,62,24,47,24,42,24,13,1.0
