@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atLkk numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMak numeric
@attribute o1atLak numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMci numeric
@attribute o1atLci numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMkf numeric
@attribute o1atLkf numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMbj numeric
@attribute o1atLbj numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMbi numeric
@attribute o1atLbi numeric
@attribute o1atMic numeric
@attribute o1atLic numeric
@attribute destClass {1,3,2}

@data
20,90,52,35,80,11,83,5,56,23,24,58,61,19,29,49,34,23,36,3,35,30,43,29,71,8,2,59,91,3,84,6,27,59,2,87,4,0,94,31,44,38,38,1,92,67,15,70,6,41,24,2,59,2,49,44,19,2,30,1,4,45,23,63,21,34,49,89,4,68,14,41,41,2,92,84,4,31,30,64,9,55,26,59,18,44,8,85,5,63,8,46,2,63,4,71,5,70,4,2,49,89,3,86,2,85,3,35,5,35,23,45,5,88,3,90,3,64,5,45,9,3,3,72,2,0,95,65,2,2,9,2,30,44,4,0,0,95,0,59,1,3,0,94,0,94,0,49,0,49,64,3,0,92,34,9,71,3,0,50,92,2,0,24,0,5,0,94,2,23,0,23,2,23,0,93,0,92,0,60,0,9,2,9,2
18,94,53,25,78,11,81,8,58,20,27,61,63,15,27,37,32,20,34,4,33,30,56,30,74,11,0,61,90,4,82,8,31,61,3,86,6,0,94,45,46,47,31,0,94,71,14,73,10,52,24,0,61,0,37,56,18,0,30,1,5,57,20,64,19,33,37,88,5,71,15,51,35,0,94,82,5,31,30,64,11,59,24,65,19,56,10,83,6,63,10,58,3,63,5,74,6,73,5,0,37,88,4,84,3,83,4,33,6,33,20,57,6,87,4,89,4,64,6,57,11,1,4,75,3,0,95,65,3,0,11,0,30,56,5,0,0,95,0,61,1,4,0,94,0,94,0,37,0,37,64,4,0,94,32,11,74,4,0,38,91,3,0,21,0,6,0,94,0,20,0,20,0,20,0,95,0,94,0,62,0,11,0,11,3
19,73,47,32,74,13,80,8,53,23,24,58,58,18,25,45,30,24,32,3,31,34,46,33,70,11,12,63,91,3,81,9,27,60,2,89,6,3,94,32,51,36,40,7,82,65,17,69,11,41,28,10,63,10,47,45,20,12,34,1,4,47,24,58,23,30,47,90,4,66,17,41,43,9,82,80,3,27,32,60,13,53,28,59,21,46,12,81,4,59,11,48,2,59,3,70,4,69,3,12,47,90,3,82,2,81,3,31,4,31,24,47,4,89,3,90,3,60,4,47,13,13,3,71,2,0,95,61,2,12,13,12,34,46,3,0,0,95,0,63,1,3,0,94,0,94,0,47,0,47,60,3,0,82,30,13,70,3,0,48,92,2,0,25,0,4,0,94,12,24,0,24,12,24,0,83,0,82,0,64,0,13,12,13,2
10,94,55,29,84,7,86,5,60,20,19,73,64,11,20,39,21,15,22,4,21,28,54,28,79,7,0,73,90,4,86,5,21,73,3,88,4,0,94,45,62,47,37,0,94,77,9,78,5,51,27,0,73,0,39,54,15,0,28,1,5,55,15,66,14,21,39,89,4,77,11,51,39,0,94,86,4,21,28,66,7,62,24,71,17,54,7,87,5,65,6,56,4,65,4,79,5,78,4,0,39,89,4,88,3,87,4,21,5,21,15,55,5,88,4,89,4,66,5,55,7,1,4,80,3,0,95,67,3,0,7,0,28,54,5,0,0,95,0,73,1,4,0,94,0,94,0,39,0,39,66,4,0,94,21,7,79,4,0,40,91,3,0,16,0,5,0,94,0,15,0,15,0,15,0,95,0,94,0,74,0,7,0,7,3
15,73,41,35,80,10,83,6,49,26,21,60,53,17,22,48,27,22,29,3,28,38,43,37,72,9,11,66,91,3,84,8,23,62,2,89,6,3,94,29,53,32,43,6,82,68,15,71,7,39,32,10,66,10,50,42,19,12,38,1,4,44,22,55,21,27,49,90,4,70,18,36,45,8,82,83,3,25,36,56,10,52,30,60,23,43,9,84,4,55,8,45,2,55,3,72,4,71,3,12,50,90,3,85,2,84,3,28,4,28,22,44,4,89,3,90,3,56,4,44,10,13,3,73,2,0,95,57,2,12,10,12,38,43,3,0,0,95,0,66,1,3,0,94,0,94,0,50,0,50,56,3,0,82,27,10,72,3,0,51,92,2,0,23,0,4,0,94,12,22,0,22,12,22,0,83,0,82,0,67,0,10,12,10,1
19,92,49,34,74,11,79,7,55,24,25,59,59,18,28,47,33,22,35,3,34,33,46,32,72,12,1,60,91,3,80,10,27,60,2,87,6,0,94,34,45,38,38,0,93,66,16,71,11,43,27,1,60,1,47,45,20,1,33,1,4,47,22,60,21,33,47,89,4,69,15,42,40,1,93,80,4,32,33,61,13,54,28,61,21,46,12,81,5,60,11,48,2,60,4,72,5,71,4,1,47,89,3,82,2,81,3,34,5,34,22,47,5,88,3,90,3,61,5,47,13,2,3,73,2,0,95,62,2,1,13,1,33,46,4,0,0,95,0,60,1,3,0,94,0,94,0,47,0,47,61,3,0,93,33,13,72,3,0,48,92,2,0,23,0,5,0,94,1,22,0,22,1,22,0,94,0,93,0,61,0,13,1,13,3
10,94,56,28,81,8,84,6,60,22,20,72,63,14,21,38,22,17,23,4,22,29,55,29,77,9,0,72,90,4,85,7,21,72,3,88,5,0,94,46,60,49,36,0,94,74,12,76,7,53,28,0,72,0,38,55,17,0,29,1,5,56,17,65,16,22,38,89,5,75,15,51,37,0,94,84,4,22,29,65,9,63,24,68,20,55,9,85,5,64,8,57,4,64,4,77,5,76,4,0,38,89,4,86,3,85,4,22,5,22,17,56,5,88,4,89,4,65,5,56,9,1,4,78,3,0,95,66,3,0,9,0,29,55,5,0,0,95,0,72,1,4,0,94,0,94,0,38,0,38,65,4,0,94,22,9,77,4,0,39,91,3,0,18,0,5,0,94,0,17,0,17,0,17,0,95,0,94,0,73,0,9,0,9,3
21,94,53,32,81,11,84,7,60,21,26,59,63,15,28,44,34,18,36,4,35,30,50,30,76,9,0,59,90,4,85,8,31,59,3,88,5,0,94,38,45,41,35,0,94,74,14,75,8,47,23,0,59,0,44,49,16,0,30,1,5,50,18,64,18,35,44,89,5,75,15,46,40,0,94,84,4,33,30,64,9,61,26,69,19,49,8,85,5,63,8,51,3,63,4,76,5,75,4,0,44,89,4,86,3,85,4,35,5,35,18,50,5,88,4,89,4,64,5,50,9,1,4,77,3,0,95,65,3,0,9,0,30,49,4,0,0,95,0,59,1,4,0,94,0,94,0,44,0,44,64,4,0,94,34,9,76,4,0,45,91,3,0,19,0,5,0,94,0,18,0,18,0,18,0,95,0,94,0,60,0,9,0,9,3
16,89,48,35,79,12,82,6,52,25,21,61,58,18,25,49,30,24,32,3,31,33,43,31,70,9,3,63,91,3,83,7,24,62,2,87,5,1,94,29,48,36,40,1,91,66,15,69,7,38,27,2,63,3,50,43,19,3,33,1,4,44,24,60,23,29,50,89,4,67,17,38,43,2,91,83,4,26,33,61,10,54,27,58,20,43,9,84,5,60,9,45,2,60,4,70,5,69,4,3,50,89,3,85,2,84,3,31,5,31,24,44,5,88,3,90,3,61,5,44,10,4,3,71,2,0,95,62,2,3,10,3,33,43,4,0,0,95,0,63,1,3,0,94,0,94,0,50,0,50,61,3,0,91,30,10,70,3,0,51,92,2,0,25,0,5,0,94,3,24,0,24,3,24,0,92,0,91,0,64,0,10,3,10,3
15,94,57,28,83,13,85,6,62,21,24,65,65,15,27,42,29,17,30,3,29,28,51,27,76,6,0,65,91,3,85,6,24,65,2,87,3,0,94,38,51,45,37,0,94,76,13,76,6,50,26,0,65,0,42,51,17,0,28,1,4,52,17,65,16,28,42,89,3,76,15,47,37,0,94,86,4,29,28,65,7,64,23,73,19,51,7,87,4,65,6,53,3,65,4,77,4,76,4,0,42,89,3,88,2,87,3,29,5,29,17,52,5,88,3,90,3,66,5,52,7,1,3,78,2,0,95,67,2,0,7,0,28,51,5,0,0,95,0,65,1,3,0,94,0,94,0,42,0,42,66,3,0,94,29,7,77,3,0,43,92,2,0,18,0,5,0,94,0,17,0,17,0,17,0,95,0,94,0,66,0,7,0,7,2
23,94,52,32,81,8,84,6,57,22,28,58,61,12,31,46,35,17,37,4,36,31,47,30,77,8,0,58,90,4,85,7,28,58,3,88,5,0,94,34,45,39,38,0,94,74,11,76,7,43,26,0,58,0,46,46,15,0,31,1,5,48,17,62,16,35,46,89,5,75,12,46,38,0,94,84,4,34,31,63,9,58,29,68,20,47,8,85,5,62,7,49,3,62,4,77,5,76,4,0,46,89,4,86,3,85,4,36,5,36,17,48,5,88,4,89,4,63,5,48,9,1,4,78,3,0,95,64,3,0,9,0,31,47,4,0,0,95,0,58,1,4,0,94,0,94,0,46,0,46,63,4,0,94,35,9,77,4,0,47,91,3,0,18,0,5,0,94,0,17,0,17,0,17,0,95,0,94,0,59,0,9,0,9,1
17,78,49,34,75,15,80,9,53,24,21,60,59,21,25,48,30,26,32,3,31,33,45,32,68,12,9,63,91,3,81,11,27,59,2,88,7,2,94,32,49,37,38,6,85,64,18,67,11,41,27,9,63,9,48,44,22,9,33,1,4,46,26,60,25,30,48,89,5,66,18,41,44,5,85,80,4,27,33,61,13,53,28,57,21,45,12,81,5,60,11,47,2,60,4,68,5,67,4,9,48,89,3,82,2,81,3,31,5,31,26,46,5,88,4,90,4,61,5,46,13,10,3,69,2,0,95,62,2,9,13,9,33,45,4,0,0,95,0,63,1,3,0,94,0,94,0,48,0,48,61,3,0,85,30,13,68,3,0,49,92,2,0,27,0,5,0,94,9,26,0,26,9,26,0,86,0,85,0,64,0,13,9,13,3
16,83,38,33,82,7,83,5,51,28,20,65,53,10,22,46,26,13,28,3,27,40,46,39,79,7,6,67,91,3,84,5,24,65,2,85,4,1,94,31,56,34,41,4,88,78,10,79,7,43,35,4,67,4,48,45,12,6,40,1,4,46,13,53,13,26,48,88,4,78,11,34,45,4,88,85,4,26,38,53,8,52,28,75,24,45,7,86,4,53,7,47,2,53,5,81,5,80,5,6,48,88,3,87,2,86,3,27,6,27,13,46,6,87,3,90,3,54,6,46,8,7,3,82,2,0,95,55,2,6,8,6,40,45,5,0,0,95,0,67,1,3,0,94,0,94,0,48,0,48,54,3,0,88,26,8,81,3,0,49,92,2,0,14,0,6,0,94,6,13,0,13,6,13,0,89,0,88,0,68,0,8,6,8,3
15,94,63,35,82,8,84,6,68,21,21,68,69,11,26,48,26,12,27,3,26,24,45,24,81,7,0,68,91,3,84,6,20,68,2,87,4,0,94,33,57,43,43,0,94,80,10,81,7,45,24,0,68,0,48,45,12,0,24,1,4,46,12,69,11,26,48,89,3,80,10,44,42,0,94,85,4,26,24,69,8,68,22,78,17,45,8,86,4,69,7,47,3,69,4,82,4,81,4,0,48,89,3,87,2,86,3,26,5,26,12,46,5,88,3,90,3,70,5,46,8,1,3,83,2,0,95,71,2,0,8,0,24,45,5,0,0,95,0,68,1,3,0,94,0,94,0,48,0,48,70,3,0,94,26,8,82,3,0,49,92,2,0,13,0,5,0,94,0,12,0,12,0,12,0,95,0,94,0,69,0,8,0,8,2
8,94,67,25,83,8,85,5,70,18,14,76,71,11,17,40,18,12,19,3,18,22,53,22,81,7,0,76,91,3,85,5,15,76,2,87,3,0,94,39,66,50,36,0,94,80,10,80,6,53,21,0,76,0,40,53,12,0,22,1,4,54,12,72,11,18,40,89,3,80,11,52,37,0,94,86,3,18,22,72,7,71,20,78,17,53,7,87,4,71,6,55,3,71,4,82,5,81,4,0,40,89,3,88,2,87,3,18,5,18,12,54,5,88,3,90,3,72,5,54,7,1,3,83,2,0,95,73,2,0,7,0,22,53,5,0,0,95,0,76,1,3,0,94,0,94,0,40,0,40,72,3,0,94,18,7,82,3,0,41,92,2,0,13,0,5,0,94,0,12,0,12,0,12,0,95,0,94,0,77,0,7,0,7,1
19,94,53,28,76,14,80,8,58,20,26,60,63,19,27,41,33,24,35,3,34,30,50,30,70,11,0,60,91,3,81,10,29,60,2,86,6,0,94,40,45,43,33,0,94,66,18,69,11,48,23,0,60,0,41,52,22,0,30,1,4,53,24,63,21,34,41,88,5,68,15,49,36,0,94,81,5,32,30,64,12,55,26,60,19,52,11,82,6,63,11,54,2,63,5,70,6,69,5,0,41,88,3,83,2,82,3,34,6,34,24,53,6,87,4,90,4,64,6,53,12,1,3,71,2,0,95,65,2,0,12,0,30,52,5,0,0,95,0,60,1,3,0,94,0,94,0,41,0,41,64,3,0,94,33,12,70,3,0,42,92,2,0,25,0,6,0,94,0,24,0,24,0,24,0,95,0,94,0,61,0,12,0,12,2
19,94,51,31,74,12,79,8,57,20,25,60,62,18,28,45,33,23,35,3,34,30,46,30,71,10,0,60,91,3,81,10,28,60,2,87,6,0,94,35,45,39,36,0,94,66,16,70,11,44,24,0,60,0,45,47,20,0,30,1,4,49,23,61,20,34,45,89,5,68,13,44,39,0,94,80,4,31,30,64,13,54,25,60,17,48,12,81,5,63,11,50,2,63,4,71,5,70,4,0,45,89,3,82,2,81,3,34,5,34,23,49,5,88,3,90,3,64,5,49,13,1,3,72,2,0,95,65,2,0,13,0,30,48,4,0,0,95,0,60,1,3,0,94,0,94,0,45,0,45,64,3,0,94,33,13,71,3,0,46,92,2,0,24,0,5,0,94,0,23,0,23,0,23,0,95,0,94,0,61,0,13,0,13,1
22,92,49,35,79,12,82,6,53,25,25,57,59,19,30,49,35,24,37,3,36,32,43,30,70,9,1,58,91,3,83,7,28,58,2,87,5,0,94,31,44,38,38,0,93,66,15,69,7,40,26,1,58,1,49,44,19,1,32,1,4,45,24,61,22,34,49,89,4,67,16,39,41,1,93,83,4,31,32,62,10,54,26,58,19,44,9,84,5,61,9,46,2,61,4,70,5,69,4,1,49,89,3,85,2,84,3,36,5,36,24,45,5,88,3,90,3,62,5,45,10,2,3,71,2,0,95,63,2,1,10,1,32,44,4,0,0,95,0,58,1,3,0,94,0,94,0,49,0,49,62,3,0,93,35,10,70,3,0,50,92,2,0,25,0,5,0,94,1,24,0,24,1,24,0,94,0,93,0,59,0,10,1,10,2
17,92,49,32,81,9,83,5,59,24,20,65,60,13,24,47,27,15,29,3,28,32,45,31,78,7,1,66,91,3,83,6,25,65,2,85,3,0,94,30,55,38,40,0,93,76,12,77,6,44,28,0,66,0,48,45,14,1,32,1,4,45,15,61,14,27,48,88,3,77,13,38,45,0,93,85,4,27,31,61,7,60,24,73,19,45,7,86,5,61,7,47,2,61,5,79,5,78,5,1,48,88,3,87,2,86,3,28,6,28,15,46,6,87,3,90,3,62,5,45,8,2,3,80,2,0,95,63,2,1,8,1,32,45,5,0,0,95,0,66,1,3,0,94,0,94,0,48,0,48,62,3,0,93,27,8,79,3,0,49,92,2,0,16,0,6,0,94,1,15,0,15,1,15,0,94,0,93,0,67,0,8,1,8,2
12,94,56,29,81,8,84,6,61,19,20,72,64,13,21,40,21,16,23,4,22,27,53,27,78,8,0,72,90,4,85,7,22,72,3,88,5,0,94,43,62,46,38,0,94,75,10,77,6,51,26,0,72,0,40,53,15,0,27,1,5,54,16,66,15,22,40,89,5,76,11,50,40,0,94,84,4,21,27,67,9,62,23,70,16,53,8,85,5,66,8,55,3,66,4,78,5,77,4,0,40,89,4,86,3,85,4,22,5,22,16,54,5,88,4,89,4,67,5,54,9,1,4,79,3,0,95,68,3,0,9,0,27,53,4,0,0,95,0,72,1,4,0,94,0,94,0,40,0,40,67,4,0,94,21,9,78,4,0,41,91,3,0,17,0,5,0,94,0,16,0,16,0,16,0,95,0,94,0,73,0,9,0,9,3
10,94,64,27,83,9,85,6,68,19,17,71,70,12,23,43,23,13,24,3,23,23,50,23,80,7,0,71,91,3,85,5,18,71,2,87,3,0,94,35,58,47,37,0,94,80,10,80,6,50,23,0,71,0,43,50,13,0,23,1,4,51,13,71,12,23,43,89,3,79,12,49,38,0,94,86,4,23,23,71,7,70,21,77,16,50,7,87,4,70,6,52,3,70,4,81,5,80,4,0,43,89,3,88,2,87,3,23,5,23,13,51,5,88,3,90,3,71,5,51,7,1,3,82,2,0,95,72,2,0,7,0,23,50,5,0,0,95,0,71,1,3,0,94,0,94,0,43,0,43,71,3,0,94,23,7,81,3,0,44,92,2,0,14,0,5,0,94,0,13,0,13,0,13,0,95,0,94,0,72,0,7,0,7,3
5,94,62,23,84,7,86,5,67,17,12,82,69,10,12,34,12,12,13,4,12,23,59,23,82,7,0,82,90,3,87,5,11,82,3,89,4,0,94,49,75,54,34,0,94,80,8,81,5,58,23,0,82,0,34,59,12,0,23,1,5,60,12,71,11,12,34,89,4,80,11,53,33,0,94,86,3,12,23,71,7,70,16,77,14,59,7,87,4,70,6,61,4,70,3,82,4,81,3,0,34,90,4,88,3,87,4,12,4,12,12,60,4,89,3,89,3,71,4,60,7,1,4,83,3,0,95,72,3,0,7,0,23,59,4,0,0,95,0,82,1,4,0,94,0,94,0,34,0,34,71,4,0,94,12,7,82,4,0,35,91,3,0,13,0,4,0,94,0,12,0,12,0,12,0,95,0,94,0,83,0,7,0,7,1
17,94,61,31,82,9,84,7,65,20,21,67,68,12,25,44,27,14,28,4,27,25,48,25,79,7,0,67,90,3,84,6,22,67,2,87,4,0,94,37,57,45,38,0,94,79,10,79,7,48,23,0,67,0,44,49,14,0,25,1,5,49,14,68,12,27,44,88,3,78,12,48,39,0,94,84,4,27,25,68,7,67,23,75,17,49,8,85,4,68,7,51,4,68,4,80,4,79,4,0,44,89,3,87,3,86,4,27,5,27,14,50,5,87,3,88,3,69,4,49,8,1,4,81,3,0,95,70,3,0,8,0,25,49,5,0,0,95,0,67,1,4,0,94,0,94,0,44,0,44,69,4,0,94,27,8,80,4,0,45,91,2,0,15,0,5,0,94,0,14,0,14,0,14,0,95,0,94,0,68,0,8,0,8,2
20,92,52,30,78,13,82,8,57,22,25,60,62,18,27,44,33,22,35,3,34,31,48,30,72,11,1,60,91,3,83,9,29,59,2,88,6,0,94,36,46,41,35,1,93,69,16,71,10,46,24,1,60,1,44,49,19,1,31,1,4,50,22,63,20,33,44,89,5,70,15,47,39,0,93,82,4,31,31,63,11,56,28,63,20,49,10,83,5,62,10,51,2,62,4,72,5,71,4,1,44,89,3,84,2,83,3,34,5,34,22,50,5,88,4,90,4,63,5,50,11,2,3,73,2,0,95,64,2,1,11,1,31,49,4,0,0,95,0,60,1,3,0,94,0,94,0,44,0,44,63,3,0,93,33,11,72,3,0,45,92,2,0,23,0,5,0,94,1,22,0,22,1,22,0,94,0,93,0,61,0,11,1,11,3
19,92,51,35,79,12,82,6,54,24,25,58,60,19,29,49,34,24,36,3,35,31,43,29,70,9,1,59,91,3,83,7,25,59,2,87,5,0,94,31,43,38,39,0,93,66,15,69,7,40,25,1,59,1,49,44,20,1,31,1,4,45,24,62,22,33,49,89,4,67,16,40,39,1,93,83,4,31,31,63,10,55,26,58,19,44,9,84,5,62,9,46,2,62,4,70,5,69,4,1,49,89,3,85,2,84,3,35,5,35,24,45,5,88,3,90,3,63,5,45,10,2,3,71,2,0,95,64,2,1,10,1,31,44,4,0,0,95,0,59,1,3,0,94,0,94,0,49,0,49,63,3,0,93,34,10,70,3,0,50,92,2,0,25,0,5,0,94,1,24,0,24,1,24,0,94,0,93,0,60,0,10,1,10,1
21,94,51,31,74,12,79,8,56,20,26,59,62,18,29,45,34,24,36,3,35,30,46,30,70,10,0,59,91,3,81,10,29,59,2,87,6,0,94,35,45,39,36,0,94,65,16,69,11,43,24,0,59,0,45,47,20,0,30,1,4,49,24,61,21,35,45,89,5,67,13,44,39,0,94,80,4,31,30,64,13,53,25,58,17,48,12,81,5,63,11,50,2,63,4,70,5,69,4,0,45,89,3,82,2,81,3,35,5,35,24,49,5,88,3,90,3,64,5,49,13,1,3,71,2,0,95,65,2,0,13,0,30,48,4,0,0,95,0,59,1,3,0,94,0,94,0,45,0,45,64,3,0,94,34,13,70,3,0,46,92,2,0,25,0,5,0,94,0,24,0,24,0,24,0,95,0,94,0,60,0,13,0,13,2
21,88,49,29,78,14,82,8,53,23,25,60,60,19,27,43,33,25,35,3,34,33,49,32,69,11,3,60,91,3,83,9,31,59,2,88,6,0,94,37,47,41,34,3,91,66,17,68,10,45,26,3,60,3,43,50,21,3,33,1,4,51,25,61,23,33,43,89,5,67,18,45,40,2,91,82,4,30,33,61,11,54,27,58,21,50,10,83,5,60,10,52,2,60,4,69,5,68,4,3,43,89,3,84,2,83,3,34,5,34,25,51,5,88,4,90,4,61,5,51,11,4,3,70,2,0,95,62,2,3,11,3,33,50,4,0,0,95,0,60,1,3,0,94,0,94,0,43,0,43,61,3,0,91,33,11,69,3,0,44,92,2,0,26,0,5,0,94,3,25,0,25,3,25,0,92,0,91,0,61,0,11,3,11,2
6,94,64,25,84,7,86,5,69,17,13,81,71,10,13,36,13,12,14,3,13,22,57,22,82,7,0,81,91,3,87,5,11,81,2,89,4,0,94,47,74,53,36,0,94,80,9,81,6,56,22,0,81,0,36,57,12,0,22,1,4,58,12,72,11,13,36,90,4,80,11,53,34,0,94,86,3,13,22,72,7,71,17,77,14,57,7,87,4,71,6,59,3,71,3,82,4,81,3,0,36,90,3,88,2,87,3,13,4,13,12,58,4,89,3,90,3,72,4,58,7,1,3,83,2,0,95,73,2,0,7,0,22,57,4,0,0,95,0,81,1,3,0,94,0,94,0,36,0,36,72,3,0,94,13,7,82,3,0,37,92,2,0,13,0,4,0,94,0,12,0,12,0,12,0,95,0,94,0,82,0,7,0,7,3
19,94,53,26,75,13,79,9,58,20,28,60,63,17,28,38,33,22,35,3,34,30,53,30,72,12,0,60,91,3,80,10,31,60,2,85,7,0,94,44,45,46,32,0,94,68,16,71,12,51,24,0,60,0,38,55,20,0,30,1,4,56,22,63,19,34,38,87,6,69,15,51,35,0,94,80,6,32,30,64,13,57,25,63,19,55,12,81,7,63,12,57,2,63,6,72,7,71,6,0,38,87,3,82,2,81,3,34,7,34,22,56,7,86,5,90,5,64,7,56,13,1,3,73,2,0,95,65,2,0,13,0,30,55,6,0,0,95,0,60,1,3,0,94,0,94,0,38,0,38,64,3,0,94,33,13,72,3,0,39,92,2,0,23,0,7,0,94,0,22,0,22,0,22,0,95,0,94,0,61,0,13,0,13,2
18,94,56,28,80,8,83,6,61,20,27,63,63,12,28,39,30,16,32,4,31,28,54,28,78,9,0,63,90,4,84,8,30,63,3,88,6,0,94,44,50,47,35,0,94,74,11,77,7,51,25,0,63,0,39,52,15,0,28,1,5,55,16,65,15,31,39,89,5,76,14,50,38,0,94,83,4,30,28,66,10,64,23,70,18,54,9,84,5,65,7,56,4,65,4,78,5,77,4,0,39,89,4,85,3,84,4,31,5,31,16,55,5,88,4,89,4,66,5,55,10,1,4,79,3,0,95,67,3,0,10,0,28,54,5,0,0,95,0,63,1,4,0,94,0,94,0,39,0,39,66,4,0,94,31,10,78,4,0,40,91,3,0,17,0,5,0,94,0,16,0,16,0,16,0,95,0,94,0,64,0,10,0,10,3
