@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMaa numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atLkk numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMbj numeric
@attribute o1atLbj numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMbg numeric
@attribute o1atLbg numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMbi numeric
@attribute o1atLbi numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMdj numeric
@attribute o1atLdj numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMci numeric
@attribute o1atLci numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMcj numeric
@attribute o1atLcj numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute destClass {1,2}

@data
25,69,17,91,56,44,91,15,67,24,18,76,67,24,27,68,27,48,58,26,69,16,18,76,69,23,58,36,26,68,3,23,75,75,23,44,67,3,24,70,77,15,67,25,47,37,3,71,48,4,58,26,24,70,77,17,66,26,47,47,66,34,3,77,67,25,92,3,70,3,19,18,91,3,3,92,46,48,26,47,18,70,27,37,27,4,47,36,57,35,19,37,24,68,25,68,78,3,68,17,19,48,77,3,68,25,25,48,47,27,69,3,3,91,18,70,19,68,58,25,27,27,19,26,58,25,3,76,59,3,69,17,4,69,25,37,58,17,4,48,25,4,19,27,47,26,47,18,47,26,25,27,27,26,26,36,3,70,68,17,27,18,24,47,24,26,47,25,19,4,18,68,25,26,58,17,25,18,69,3,18,36,2.0
31,66,21,91,38,60,91,8,70,33,23,72,72,21,31,63,32,62,39,36,72,9,22,72,72,22,39,55,32,62,3,28,71,84,20,32,61,3,29,67,85,9,57,36,33,55,4,67,34,3,39,36,28,66,85,9,58,36,33,61,55,54,4,73,58,22,92,3,73,3,23,10,91,3,3,92,33,60,32,61,22,66,32,56,33,4,33,55,39,55,23,56,28,62,29,63,86,3,58,9,23,62,85,3,58,22,29,62,33,36,59,3,3,91,23,67,23,63,39,22,32,37,23,23,39,22,3,72,40,3,72,9,4,63,29,56,39,9,4,62,29,4,23,37,33,22,33,9,33,36,29,37,32,23,32,55,3,66,58,9,32,10,28,61,28,36,33,22,23,4,22,62,29,23,39,9,29,10,72,3,22,55,1.0
31,66,28,91,38,54,91,6,66,38,28,67,68,26,32,63,32,56,39,40,68,7,28,66,68,26,39,54,32,62,3,28,66,86,24,38,61,3,29,66,87,7,54,40,39,55,4,67,40,3,39,40,28,66,87,7,54,40,38,55,52,54,4,67,54,26,92,3,69,3,29,8,91,3,4,92,38,55,32,55,28,66,32,56,33,4,39,55,39,54,29,56,28,62,29,63,88,3,54,7,29,56,87,3,54,26,29,56,39,40,55,3,3,91,29,67,29,63,39,26,32,41,29,27,39,26,3,66,40,3,68,7,4,63,29,56,39,7,4,56,29,4,29,41,39,26,39,7,39,40,29,41,32,27,32,55,3,66,54,7,32,8,28,55,28,40,39,26,29,4,28,62,29,27,39,7,29,8,68,3,28,55,1.0
31,68,17,91,54,54,91,9,61,35,18,76,63,31,32,63,32,56,56,36,63,10,18,76,63,30,55,38,32,62,3,24,75,83,29,38,61,3,26,69,84,10,57,35,38,38,4,70,40,3,56,37,25,69,84,10,56,36,39,55,55,36,3,77,57,31,92,3,64,3,19,11,91,3,3,92,38,55,32,55,18,69,32,39,33,4,39,38,54,37,19,39,25,62,26,63,85,3,57,10,19,56,84,3,57,31,26,56,39,37,58,3,3,91,19,69,19,63,56,31,32,38,19,32,56,31,3,76,57,3,63,10,4,63,26,39,56,10,4,56,26,4,19,38,39,31,39,10,39,37,26,38,32,32,32,38,3,69,57,10,32,11,25,55,25,37,39,31,19,4,18,62,26,32,56,10,26,11,63,3,18,38,1.0
32,64,21,91,46,50,91,9,60,42,22,72,61,33,32,62,32,52,47,43,61,10,22,72,61,33,47,47,32,62,3,28,71,83,32,40,62,3,29,65,84,10,51,43,42,47,4,66,43,4,47,43,29,65,84,10,51,43,42,52,50,46,3,73,51,33,92,3,62,3,23,11,91,3,3,92,41,52,32,52,22,65,33,47,33,4,42,47,47,46,23,48,29,62,29,63,85,3,51,10,23,53,84,3,51,33,29,53,42,44,52,3,3,91,23,65,23,63,47,33,33,44,23,34,47,33,3,72,48,3,61,10,4,63,30,48,47,10,4,53,30,4,23,44,42,34,42,11,42,43,30,44,33,34,32,47,3,65,51,10,33,11,29,52,29,43,42,33,23,4,22,62,30,34,47,10,30,11,61,3,22,47,2.0
31,66,21,91,38,54,91,3,65,42,23,72,67,27,32,63,32,56,39,43,67,3,22,72,67,27,39,54,32,62,3,28,71,91,25,38,61,3,29,67,91,3,50,43,38,55,4,67,40,3,39,44,28,66,91,3,50,44,38,55,48,54,4,73,50,27,92,3,68,3,23,4,91,3,3,92,38,55,32,55,22,66,32,56,33,4,39,55,38,54,23,56,28,62,29,63,92,3,50,3,23,56,91,3,50,27,29,56,39,44,51,3,3,91,23,67,23,63,39,27,32,45,23,28,39,27,3,72,40,3,67,3,4,63,29,56,39,3,4,56,29,4,23,45,39,27,39,3,39,44,29,45,32,28,32,55,3,66,50,3,32,4,28,55,28,44,39,27,23,4,22,62,29,28,39,3,29,4,67,3,22,55,1.0
31,66,25,91,38,60,91,6,66,41,26,70,68,25,31,63,32,62,39,43,68,7,25,69,68,26,39,55,32,62,3,28,69,86,24,32,61,3,29,67,87,7,50,43,33,55,4,67,34,3,39,43,28,66,87,7,51,43,33,61,49,54,4,70,51,26,92,3,69,3,26,8,91,3,4,92,33,60,32,61,25,66,32,56,33,4,33,55,39,55,26,56,28,62,29,63,88,3,51,7,26,62,87,3,51,26,29,62,33,43,52,3,3,91,26,67,26,63,39,26,32,44,26,27,39,26,3,69,40,3,68,7,4,63,29,56,39,7,4,62,29,4,26,44,33,26,33,7,33,43,29,44,32,27,32,55,3,66,51,7,32,8,28,61,28,43,33,26,26,4,25,62,29,27,39,7,29,8,68,3,25,55,1.0
40,63,6,92,60,40,82,17,73,21,7,88,74,20,42,50,42,43,63,23,75,17,7,87,74,20,62,32,41,51,2,27,86,77,19,48,48,10,28,65,78,17,72,23,52,31,3,66,52,12,62,22,29,65,77,17,72,22,51,41,71,30,3,88,72,21,84,12,75,12,8,18,83,11,3,93,49,42,43,43,7,65,44,32,44,12,51,32,63,30,8,33,29,51,29,51,78,12,73,18,7,44,77,11,72,20,29,43,52,23,73,12,2,92,7,66,7,52,63,21,44,23,8,21,62,20,2,87,63,12,74,17,3,52,30,32,63,18,3,44,30,12,8,23,52,21,52,18,51,22,30,23,44,21,43,32,2,65,72,17,44,18,29,43,29,22,51,20,8,12,7,51,30,21,62,17,30,18,74,11,7,32,1.0
29,66,24,91,44,61,91,13,70,39,25,69,72,22,29,66,30,63,46,41,72,14,25,69,72,22,46,48,29,65,3,28,68,79,20,31,65,3,29,66,80,14,53,40,32,49,4,67,33,4,46,41,28,66,80,14,53,41,32,62,51,46,4,70,53,22,92,3,73,3,26,15,91,3,3,92,32,62,29,62,25,66,30,49,30,4,32,48,45,48,26,49,28,65,29,66,81,3,53,14,26,63,80,3,53,22,29,63,32,42,54,3,3,91,26,67,26,66,46,22,30,42,26,23,46,22,3,69,47,3,72,14,4,66,29,49,46,14,4,63,29,4,26,42,32,23,32,15,32,41,29,42,30,23,29,48,3,66,53,14,30,15,28,62,28,41,32,22,26,4,25,65,29,23,46,14,29,15,72,3,25,48,2.0
31,66,25,91,38,60,91,3,67,44,26,70,69,24,31,63,32,62,39,47,69,3,25,69,69,25,39,55,32,62,3,28,69,91,23,32,61,3,29,67,91,3,46,46,33,55,4,67,34,3,39,47,28,66,91,3,47,47,33,61,44,54,4,70,47,25,92,3,70,3,26,4,91,3,4,92,33,60,32,61,25,66,32,56,33,4,33,55,38,55,26,56,28,62,29,63,92,3,47,3,26,62,91,3,47,25,29,62,33,47,48,3,3,91,26,67,26,63,39,25,32,48,26,26,39,25,3,69,40,3,69,3,4,63,29,56,39,3,4,62,29,4,26,48,33,25,33,3,33,47,29,48,32,26,32,55,3,66,47,3,32,4,28,61,28,47,33,25,26,4,25,62,29,26,39,3,29,4,69,3,25,55,1.0
31,66,21,87,38,57,91,5,67,38,23,72,69,25,31,63,32,59,39,41,69,6,22,72,69,25,39,54,32,62,5,28,71,87,23,35,61,3,29,67,88,6,53,40,36,55,7,67,37,3,39,41,28,66,88,6,53,41,35,58,50,54,7,73,53,25,92,3,70,3,23,7,91,3,6,89,36,57,32,58,22,66,32,56,33,4,36,55,38,55,23,56,28,62,29,63,89,3,53,6,23,59,88,3,53,25,29,59,36,41,54,3,6,88,23,67,23,63,39,25,32,42,23,26,39,25,6,72,40,3,69,6,7,63,29,56,39,6,7,59,29,4,23,42,36,25,36,6,36,41,29,42,32,26,32,55,6,66,53,6,32,7,28,58,28,41,36,25,23,4,22,62,29,26,39,6,29,7,69,3,22,55,1.0
31,66,21,91,38,57,91,3,68,45,23,72,70,24,32,63,32,59,39,47,70,3,22,72,70,24,39,55,32,62,3,28,71,91,22,35,61,3,29,67,91,3,47,47,36,55,4,67,37,3,39,47,28,66,91,3,47,47,36,58,45,54,4,73,47,24,92,3,71,3,23,4,91,3,3,92,35,58,32,58,22,66,32,56,33,4,36,55,39,54,23,56,28,62,29,63,92,3,47,3,23,59,91,3,47,24,29,59,36,47,48,3,3,91,23,67,23,63,39,24,32,48,23,25,39,24,3,72,40,3,70,3,4,63,29,56,39,3,4,59,29,4,23,48,36,24,36,3,36,47,29,48,32,25,32,55,3,66,47,3,32,4,28,58,28,47,36,24,23,4,22,62,29,25,39,3,29,4,70,3,22,55,1.0
32,64,17,87,51,54,91,16,67,34,18,76,68,25,33,61,34,56,53,37,69,17,18,76,69,25,53,41,33,61,5,26,75,76,23,38,60,3,28,66,77,16,58,35,40,42,6,67,40,4,53,36,28,66,77,17,58,36,39,55,56,39,6,77,58,25,92,3,70,3,19,18,91,3,6,89,40,55,33,55,18,66,34,42,34,4,39,41,52,42,19,42,28,61,29,61,78,3,58,17,19,56,77,3,58,25,29,56,40,37,59,3,6,88,18,66,19,61,53,26,34,37,19,26,53,25,6,76,54,4,69,17,7,62,29,42,53,18,7,56,29,4,19,37,40,26,40,18,39,36,29,37,34,26,33,41,6,66,58,17,34,18,28,55,28,36,39,25,19,4,18,61,29,26,53,17,29,18,69,3,18,41,1.0
31,65,24,91,43,57,91,13,72,38,26,69,73,18,32,62,32,59,45,40,74,13,25,69,74,20,44,49,32,62,3,29,68,79,18,35,61,3,29,66,80,13,52,40,36,49,4,66,37,3,45,40,29,65,80,14,54,39,36,58,52,47,4,70,53,20,92,3,75,3,26,15,91,3,3,92,35,58,32,58,25,65,32,50,33,4,36,49,45,48,26,50,29,62,30,63,81,3,54,14,26,59,80,3,54,20,30,59,36,40,55,3,3,91,26,66,26,63,45,20,32,41,26,21,45,20,3,69,46,3,74,14,4,63,30,50,45,14,4,59,30,4,26,41,36,20,36,14,36,40,30,41,32,21,32,49,3,65,54,14,32,15,29,58,29,40,36,20,26,4,25,62,30,21,45,14,30,15,74,3,25,49,2.0
31,66,21,91,38,60,91,9,67,38,23,72,68,25,31,63,32,62,39,40,69,10,22,72,69,25,38,55,32,62,3,28,71,83,23,32,61,3,29,67,84,9,54,40,33,55,4,67,34,3,39,40,28,66,84,10,54,39,33,61,52,54,4,73,54,25,92,3,70,3,23,11,91,3,3,92,33,60,32,61,22,66,32,56,33,4,33,55,39,55,23,56,28,62,29,63,85,3,54,10,23,62,84,3,54,25,29,62,33,40,55,3,3,91,23,67,23,63,39,25,32,41,23,26,39,25,3,72,40,3,69,10,4,63,29,56,39,10,4,62,29,4,23,41,33,25,33,10,33,40,29,41,32,26,32,55,3,66,54,10,32,11,28,61,28,40,33,25,23,4,22,62,29,26,39,10,29,11,69,3,22,55,1.0
32,64,16,91,57,47,83,13,68,31,18,76,69,24,34,60,34,49,59,33,70,14,18,76,70,24,58,36,33,61,3,28,74,79,22,45,60,9,28,65,80,13,62,32,47,37,3,66,47,11,58,32,29,65,80,14,62,32,46,48,61,35,3,77,62,25,85,10,71,11,19,15,84,10,3,92,47,49,33,48,18,65,34,37,34,11,46,36,58,37,19,37,29,61,30,61,81,10,63,15,19,49,80,10,62,24,30,49,47,33,63,11,3,91,18,65,19,61,59,25,34,33,19,25,58,24,3,76,59,11,70,14,4,62,30,37,59,15,4,49,30,11,19,33,47,25,47,15,46,32,30,33,34,25,33,36,3,65,62,14,34,15,29,48,29,32,46,24,19,11,18,61,30,25,58,14,30,15,70,10,18,36,1.0
32,65,24,91,47,54,91,9,62,36,25,69,63,29,32,63,33,56,48,38,64,10,25,69,63,30,48,46,32,62,3,29,68,81,28,38,62,3,30,65,83,10,56,37,40,47,4,66,40,4,48,37,29,65,83,10,57,37,39,55,56,45,4,70,56,30,92,3,65,3,26,12,91,3,3,92,40,55,32,55,25,65,33,47,33,4,39,46,48,47,26,47,29,62,30,63,84,3,57,11,26,56,83,3,57,30,30,56,40,38,58,3,3,91,26,66,26,63,48,31,33,38,26,31,48,30,3,69,49,4,64,11,4,63,30,47,48,12,4,56,30,4,26,38,40,31,40,12,39,37,30,38,33,31,32,46,3,65,57,11,33,12,29,55,29,37,39,30,26,4,25,62,30,31,48,11,30,12,64,3,25,46,2.0
31,67,23,87,38,54,91,9,68,43,24,70,69,24,32,62,32,56,39,44,70,10,24,70,70,24,39,54,32,62,5,25,69,83,22,38,61,3,26,68,84,9,49,44,38,55,7,69,40,3,39,45,26,68,84,10,49,45,38,55,47,54,6,71,49,24,92,3,71,3,25,11,91,3,6,89,38,55,32,55,24,68,32,56,33,4,39,55,38,54,25,56,26,62,27,63,85,3,49,10,25,56,84,3,49,24,27,56,39,45,50,3,6,88,25,68,25,63,39,24,32,46,25,25,39,24,6,70,40,3,70,10,7,63,27,56,39,10,7,56,27,4,25,46,39,24,39,10,39,45,27,46,32,25,32,55,6,68,49,10,32,11,26,55,26,45,39,24,25,4,24,62,27,25,39,10,27,11,70,3,24,55,1.0
31,66,21,91,35,57,91,9,67,35,23,72,68,25,31,63,31,59,36,37,69,10,22,72,69,24,36,57,32,62,3,28,71,83,23,35,61,3,29,67,84,9,57,37,36,57,4,67,37,3,36,37,28,66,84,10,56,37,35,58,55,57,4,73,57,25,92,3,70,3,23,11,91,3,3,92,35,57,32,58,22,66,32,59,33,4,36,58,36,57,23,59,28,62,29,63,85,3,57,10,23,59,84,3,57,25,29,59,36,37,58,3,3,91,23,67,23,63,36,25,32,38,23,26,36,25,3,72,37,3,69,10,4,63,29,59,36,10,4,59,29,4,23,38,36,25,36,10,36,37,29,38,32,26,32,58,3,66,57,10,32,11,28,58,28,37,36,25,23,4,22,62,29,26,36,10,29,11,69,3,22,58,1.0
36,64,17,91,47,46,91,16,61,35,18,76,61,31,37,56,38,47,48,36,62,16,18,76,62,32,48,45,38,56,3,28,75,76,31,46,54,3,29,65,77,16,57,36,47,46,4,66,48,3,48,36,29,65,77,17,58,36,46,47,57,45,3,77,57,32,92,3,63,3,19,18,91,3,3,92,47,46,38,47,18,65,38,47,39,4,47,46,48,46,19,47,29,56,29,57,78,3,58,17,19,48,77,3,58,32,30,48,47,36,59,3,3,91,19,65,19,57,48,32,38,37,19,33,48,32,3,76,49,3,62,17,4,57,30,47,48,17,4,48,30,4,19,37,47,32,47,17,47,36,30,37,38,33,38,46,3,65,58,17,38,18,29,47,29,36,47,32,19,4,18,56,30,33,48,17,30,18,62,3,18,46,2.0
35,69,11,92,56,38,82,14,72,29,13,82,73,21,36,57,36,40,59,31,73,15,13,81,73,21,56,36,37,57,2,23,79,80,20,52,55,10,24,70,80,14,63,31,54,35,3,71,55,12,58,31,24,70,80,14,63,29,54,40,61,34,3,82,64,22,84,11,74,12,14,15,83,11,3,93,52,39,37,40,13,70,37,36,38,12,54,36,58,34,13,37,24,57,24,57,81,11,64,15,13,41,80,11,63,21,24,40,55,31,64,12,2,92,13,71,13,58,59,22,38,31,14,22,58,21,2,81,59,12,73,14,3,58,24,36,59,15,3,41,25,12,14,32,55,22,55,15,54,31,25,31,38,22,37,36,2,70,63,14,38,15,24,40,24,31,54,21,14,12,13,57,25,22,58,14,25,15,73,11,13,36,2.0
30,68,12,88,56,42,83,14,77,30,14,80,78,18,31,61,32,43,59,32,78,15,14,80,77,17,56,36,32,62,4,24,78,80,17,48,60,9,24,69,80,15,63,32,50,36,6,70,51,11,58,32,25,69,80,14,62,30,50,44,60,34,6,81,63,18,85,10,78,11,15,15,84,10,5,90,49,43,32,44,14,69,32,36,33,11,50,36,58,35,14,37,25,62,24,62,81,11,63,15,14,45,80,10,62,17,25,44,51,32,63,11,5,89,14,70,14,63,59,18,33,32,15,18,58,17,5,80,59,11,77,14,6,63,25,36,59,15,6,45,26,11,15,33,51,18,51,15,50,32,26,32,33,18,32,36,5,69,62,14,33,15,25,44,25,32,50,17,15,11,14,62,26,18,58,14,26,15,77,10,14,36,2.0
31,66,21,91,38,57,91,3,63,46,23,72,65,28,32,63,32,59,39,47,65,3,22,72,65,29,39,55,32,62,3,28,71,91,27,35,61,3,29,67,91,3,46,47,36,55,4,67,37,3,39,47,28,66,91,3,47,47,36,58,46,54,4,73,47,29,92,3,66,3,23,4,91,3,3,92,35,58,32,58,22,66,32,56,33,4,36,55,39,54,23,56,28,62,29,63,92,3,47,3,23,59,91,3,47,29,29,59,36,47,48,3,3,91,23,67,23,63,39,29,32,48,23,30,39,29,3,72,40,3,65,3,4,63,29,56,39,3,4,59,29,4,23,48,36,29,36,3,36,47,29,48,32,30,32,55,3,66,47,3,32,4,28,58,28,47,36,29,23,4,22,62,29,30,39,3,29,4,65,3,22,55,1.0
32,65,21,91,44,57,91,16,72,41,23,72,72,21,32,63,32,59,46,43,73,17,22,72,73,21,45,48,32,62,3,29,71,76,20,35,62,3,30,66,77,16,51,42,36,48,4,66,37,4,46,43,29,65,77,17,51,42,36,58,49,46,4,73,51,21,92,3,74,3,23,18,91,3,3,92,35,58,32,58,22,65,33,49,33,4,36,48,45,47,23,49,29,62,30,63,78,3,51,17,23,59,77,3,51,21,30,59,36,44,52,3,3,91,23,66,23,63,46,21,33,44,23,22,46,21,3,72,47,3,73,17,4,63,30,49,46,17,4,59,30,4,23,44,36,22,36,18,36,43,30,44,33,22,32,48,3,65,51,17,33,18,29,58,29,43,36,21,23,4,22,62,30,22,46,17,30,18,73,3,22,48,2.0
31,65,24,91,39,54,91,7,68,46,26,69,69,24,32,62,32,56,40,47,70,9,25,69,70,24,40,54,32,62,3,29,68,83,22,38,61,3,29,66,85,8,47,47,39,54,4,66,40,3,40,47,29,65,85,9,47,47,39,55,46,53,4,70,47,24,92,3,71,3,26,10,91,3,3,92,38,55,32,55,25,65,32,55,33,4,39,54,40,53,26,55,29,62,30,63,86,3,47,9,26,56,85,3,47,24,30,56,39,47,48,3,3,91,26,66,26,63,40,24,32,48,26,25,40,24,3,69,41,3,70,9,4,63,30,55,40,9,4,56,30,4,26,48,39,24,39,9,39,47,30,48,32,25,32,54,3,65,47,9,32,10,29,55,29,47,39,24,26,4,25,62,30,25,40,9,30,10,70,3,25,54,1.0
31,65,24,91,38,54,91,3,66,47,26,69,69,25,32,62,32,56,39,48,69,3,25,69,69,25,39,54,32,62,3,29,68,91,22,38,61,3,29,66,91,3,46,48,39,55,4,66,40,3,39,48,29,65,91,3,46,48,38,55,45,54,4,70,46,25,92,3,70,3,26,4,91,3,3,92,38,55,32,55,25,65,32,56,33,4,39,55,39,54,26,56,29,62,30,63,92,3,46,3,26,56,91,3,46,25,30,56,39,48,47,3,3,91,26,66,26,63,39,25,32,49,26,26,39,25,3,69,40,3,69,3,4,63,30,56,39,3,4,56,30,4,26,49,39,25,39,3,39,48,30,49,32,26,32,55,3,65,46,3,32,4,29,55,29,48,39,25,26,4,25,62,30,26,39,3,30,4,69,3,25,55,1.0
31,65,24,91,38,54,91,3,68,50,26,69,70,24,32,62,32,56,39,50,70,3,25,69,70,24,39,54,32,62,3,29,68,91,22,38,61,3,29,66,91,3,43,50,38,55,4,66,40,3,39,51,29,65,91,3,43,51,38,55,42,54,4,70,43,24,92,3,71,3,26,4,91,3,3,92,38,55,32,55,25,65,32,56,33,4,39,55,38,54,26,56,29,62,30,63,92,3,43,3,26,56,91,3,43,24,30,56,39,51,44,3,3,91,26,66,26,63,39,24,32,52,26,25,39,24,3,69,40,3,70,3,4,63,30,56,39,3,4,56,30,4,26,52,39,24,39,3,39,51,30,52,32,25,32,55,3,65,43,3,32,4,29,55,29,51,39,24,26,4,25,62,30,25,39,3,30,4,70,3,25,55,1.0
32,64,17,91,47,50,91,13,60,35,18,76,60,32,32,62,33,52,48,36,61,13,18,76,61,33,48,46,32,62,3,28,75,79,32,40,62,3,29,65,80,13,57,36,42,47,4,66,43,4,48,36,29,65,80,14,58,36,42,52,57,45,3,77,57,33,92,3,62,3,19,15,91,3,3,92,42,52,32,52,18,65,33,47,33,4,42,46,48,46,19,47,29,62,29,63,81,3,58,14,19,53,80,3,58,33,30,53,42,37,59,3,3,91,19,65,19,63,48,33,33,37,19,34,48,33,3,76,49,3,61,14,4,63,30,47,48,14,4,53,30,4,19,37,42,34,42,15,42,36,30,37,33,34,32,46,3,65,58,14,33,15,29,52,29,36,42,33,19,4,18,62,30,34,48,14,30,15,61,3,18,46,2.0
31,68,20,91,52,48,91,13,66,34,20,73,68,26,32,63,32,52,54,35,68,15,21,73,68,26,53,40,32,62,3,24,72,77,24,40,61,3,26,68,79,15,58,35,42,40,4,70,44,3,54,36,25,69,79,15,58,35,43,51,56,38,3,74,58,26,92,3,69,3,22,16,91,3,3,92,41,51,32,51,21,69,32,41,33,4,43,40,53,38,22,41,25,62,26,63,80,3,58,15,22,52,79,3,58,26,26,52,43,36,59,3,3,91,22,69,22,63,54,26,32,37,22,27,54,26,3,73,55,3,68,15,4,63,26,41,54,15,4,52,26,4,22,37,43,26,43,15,43,36,26,37,32,27,32,40,3,69,58,15,32,16,25,51,25,36,43,26,22,4,21,62,26,27,54,15,26,16,68,3,21,40,1.0
32,62,21,91,47,50,91,11,59,38,23,72,61,32,32,62,33,52,48,39,61,13,22,72,61,33,48,46,32,62,3,32,71,79,31,40,62,3,32,63,81,13,54,39,42,47,4,63,43,4,48,39,32,62,81,13,55,39,42,52,54,45,4,73,55,33,92,3,62,3,23,14,91,3,3,92,42,52,32,52,22,62,33,47,33,4,42,46,48,46,23,47,32,62,32,63,82,3,55,13,23,53,81,3,55,33,33,53,42,40,56,3,3,91,23,63,23,63,48,33,33,40,23,34,48,33,3,72,49,3,61,13,4,63,33,47,48,13,4,53,33,4,23,40,42,34,42,14,42,39,33,40,33,34,32,46,3,62,55,13,33,14,32,52,32,39,42,33,23,4,22,62,33,34,48,13,33,14,61,3,22,46,2.0
31,66,24,86,38,57,91,3,64,42,25,69,66,28,32,63,32,59,39,44,66,3,25,69,66,28,39,55,32,62,6,28,68,91,26,35,61,3,29,66,91,3,50,44,36,55,8,67,37,3,39,44,28,66,91,3,50,44,36,58,48,54,8,70,50,28,92,3,67,3,26,4,91,3,7,88,35,58,32,58,25,66,32,56,33,4,36,55,39,54,26,56,28,62,29,63,92,3,50,3,26,59,91,3,50,28,29,59,36,44,51,3,7,87,26,67,26,63,39,28,32,45,26,29,39,28,7,69,40,3,66,3,8,63,29,56,39,3,8,59,29,4,26,45,36,28,36,3,36,44,29,45,32,29,32,55,7,66,50,3,32,4,28,58,28,44,36,28,26,4,25,62,29,29,39,3,29,4,66,3,25,55,1.0
