@relation 'Sax dominant'

@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMaa numeric
@attribute o1atLcc numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute destClass {1.0,2.0}

@data
55,56,34,34,37,59,58,37,36,58,58,37,37,37,36,37,2.0
60,67,23,28,26,70,64,32,25,69,63,31,26,32,25,31,2.0
58,57,34,33,36,59,60,35,36,59,60,35,36,35,36,35,1.0
49,64,27,41,29,66,52,44,29,66,51,43,29,44,29,43,1.0
57,54,35,33,38,57,60,36,38,57,59,35,38,36,38,35,1.0
64,62,29,26,31,64,67,29,31,64,66,28,31,29,31,28,1.0
62,59,30,26,33,62,66,30,33,62,65,29,33,30,33,29,2.0
55,56,31,36,35,60,57,38,35,60,57,38,35,38,35,38,2.0
56,51,40,34,42,53,59,37,42,53,58,36,42,37,42,36,1.0
50,61,30,38,32,63,54,42,32,63,53,41,32,42,32,41,2.0
60,58,33,31,35,60,62,33,35,60,62,33,35,33,35,33,2.0
63,62,28,27,31,65,66,30,30,64,65,29,31,30,30,29,2.0
59,57,32,30,35,60,62,33,35,60,62,33,35,33,35,33,1.0
58,58,29,30,33,62,62,34,33,62,61,33,33,34,33,33,1.0
62,61,30,28,32,63,65,31,32,63,64,30,32,31,32,30,1.0
59,63,27,30,30,66,62,33,29,65,62,33,30,33,29,33,2.0
59,56,33,30,36,59,62,33,36,59,62,33,36,33,36,33,1.0
53,60,29,38,32,63,55,40,32,63,55,40,32,40,32,40,2.0
50,63,28,37,30,65,54,41,30,65,54,41,30,41,30,41,2.0
56,59,31,33,34,62,59,36,33,61,59,36,34,36,33,36,2.0
50,64,27,39,29,66,53,42,29,66,53,42,29,42,29,42,2.0
61,59,32,27,34,61,65,31,34,61,64,30,34,31,34,30,1.0
60,64,26,29,29,67,63,32,28,66,63,32,29,32,28,32,2.0
56,56,35,35,37,58,58,37,37,58,58,37,37,37,37,37,1.0
59,63,26,29,29,66,63,33,29,66,62,32,29,33,29,32,2.0
59,55,34,27,36,58,64,31,37,58,63,31,37,32,37,31,1.0
51,60,29,37,32,63,55,41,32,63,54,40,32,41,32,40,2.0
57,62,28,32,31,65,60,35,30,64,60,35,31,35,30,35,1.0
52,57,32,36,35,60,56,40,35,60,55,39,35,40,35,39,2.0
56,61,29,32,32,64,60,36,31,63,59,35,32,36,31,35,1.0
59,59,32,29,34,61,63,33,34,61,62,32,34,33,34,32,2.0
58,57,32,33,35,60,60,35,35,60,60,35,35,35,35,35,2.0
58,56,35,28,37,58,63,33,37,58,62,32,37,33,37,32,2.0
49,60,29,38,32,63,53,42,32,63,53,42,32,42,32,42,2.0
53,59,30,34,33,62,57,38,33,62,57,38,33,38,33,38,2.0
59,60,30,30,33,63,62,33,32,62,62,33,33,33,32,33,1.0
59,63,28,29,30,65,63,33,30,65,62,32,30,33,30,32,1.0
55,57,34,34,36,59,58,37,36,59,58,37,36,37,36,37,1.0
58,55,36,33,38,57,60,35,38,57,60,35,38,35,38,35,1.0
58,58,32,31,35,61,61,34,34,60,61,34,35,34,34,34,1.0
57,57,34,34,36,59,59,36,36,59,59,36,36,36,36,36,1.0
58,60,30,31,33,63,61,34,32,62,61,34,33,34,32,34,1.0
60,59,32,28,34,61,64,32,34,61,63,31,34,32,34,31,2.0
62,62,28,28,31,65,65,31,30,64,64,30,31,31,30,30,2.0
64,55,34,27,37,58,66,29,37,58,66,29,37,29,37,29,1.0
53,63,28,38,30,65,55,40,30,65,55,40,30,40,30,40,1.0
57,56,35,34,37,58,59,36,37,58,59,36,37,36,37,36,2.0
56,56,35,35,37,58,58,37,37,58,58,37,37,37,37,37,2.0
58,56,34,31,37,59,61,34,36,58,61,34,37,34,36,34,1.0
58,58,29,30,33,62,62,34,33,62,61,33,33,34,33,33,1.0
57,55,36,34,38,57,59,36,38,57,59,36,38,36,38,36,2.0
60,57,32,29,35,60,63,32,35,60,63,32,35,32,35,32,1.0
60,56,33,29,36,59,63,32,36,59,63,32,36,32,36,32,1.0
57,55,36,34,38,57,59,36,38,57,59,36,38,36,38,36,1.0
61,58,31,27,34,61,65,31,34,61,64,30,34,31,34,30,1.0
59,58,29,29,33,62,63,33,33,62,62,32,33,33,33,32,1.0
61,60,31,27,33,62,65,31,33,62,64,30,33,31,33,30,2.0
48,64,27,40,29,66,52,44,29,66,51,43,29,44,29,43,1.0
59,56,35,32,37,58,61,34,37,58,61,34,37,34,37,34,1.0
60,60,27,28,31,64,64,32,31,64,63,31,31,32,31,31,2.0
59,63,27,30,30,66,62,33,29,65,62,33,30,33,29,33,2.0
58,57,34,33,36,59,60,35,36,59,60,35,36,35,36,35,1.0
62,56,33,26,36,59,66,30,36,59,65,29,36,30,36,29,2.0
56,55,36,35,38,57,58,37,38,57,58,37,38,37,38,37,2.0
55,54,37,36,39,56,57,38,39,56,57,38,39,38,39,38,1.0
55,59,30,34,33,62,58,37,33,62,58,37,33,37,33,37,2.0
59,53,38,29,40,55,63,33,40,55,62,32,40,33,40,32,1.0
58,54,37,33,39,56,60,35,39,56,60,35,39,35,39,35,1.0
57,58,31,32,34,61,60,35,34,61,60,35,34,35,34,35,1.0
61,56,35,30,37,58,63,32,37,58,63,32,37,32,37,32,1.0
58,57,34,33,36,59,60,35,36,59,60,35,36,35,36,35,1.0
53,55,36,37,38,57,56,40,38,57,55,39,38,40,38,39,2.0
57,60,31,31,33,62,61,35,33,62,60,34,33,35,33,34,1.0
59,56,35,29,37,58,63,33,37,58,62,32,37,33,37,32,1.0
61,58,33,29,35,60,64,32,35,60,63,31,35,32,35,31,1.0
58,58,33,30,35,60,62,34,35,60,61,33,35,34,35,33,1.0
59,57,34,32,36,59,61,34,36,59,61,34,36,34,36,34,2.0
60,60,31,28,33,62,64,32,33,62,63,31,33,32,33,31,1.0
60,59,28,28,32,63,64,32,32,63,63,31,32,32,32,31,1.0
59,65,25,30,28,68,62,33,27,67,62,33,28,33,27,33,1.0
62,57,32,29,35,60,64,31,35,60,64,31,35,31,35,31,1.0
59,59,32,29,34,61,63,33,34,61,62,32,34,33,34,32,1.0
59,57,32,30,35,60,62,33,35,60,62,33,35,33,35,33,1.0
59,56,33,29,36,59,63,33,36,59,62,32,36,33,36,32,1.0
58,58,33,31,35,60,61,34,35,60,61,34,35,34,35,34,2.0
59,58,32,30,35,61,62,33,34,60,62,33,35,33,34,33,1.0
60,65,25,28,28,68,64,32,27,67,63,31,28,32,27,31,2.0
61,53,36,30,39,56,63,32,39,56,63,32,39,32,39,32,1.0
59,60,30,30,33,63,62,33,32,62,62,33,33,33,32,33,1.0
60,60,31,28,33,62,64,32,33,62,63,31,33,32,33,31,1.0
59,58,33,29,35,60,63,33,35,60,62,32,35,33,35,32,2.0
60,58,33,31,35,60,62,33,35,60,62,33,35,33,35,33,1.0
55,59,30,32,33,62,59,36,33,62,59,36,33,36,33,36,2.0
62,57,32,27,35,60,65,30,35,60,65,30,35,30,35,30,1.0
55,61,28,32,31,64,59,36,31,64,59,36,31,36,31,36,2.0
59,56,31,29,35,60,63,33,35,60,62,32,35,33,35,32,1.0
52,56,33,38,36,59,55,41,36,59,54,40,36,41,36,40,2.0
56,53,35,32,39,57,60,36,38,56,59,35,39,36,38,35,1.0
55,55,34,35,37,58,58,38,37,58,57,37,37,38,37,37,2.0
56,65,24,30,27,68,61,35,27,68,60,34,27,35,27,34,2.0
53,60,29,38,32,63,55,40,32,63,55,40,32,40,32,40,2.0
57,57,31,32,35,61,60,35,34,60,60,35,35,35,34,35,1.0
59,60,30,30,33,63,62,33,32,62,62,33,33,33,32,33,2.0
58,57,34,33,36,59,60,35,36,59,60,35,36,35,36,35,2.0
59,58,33,29,35,60,63,33,35,60,62,32,35,33,35,32,2.0
58,57,34,33,36,59,60,35,36,59,60,35,36,35,36,35,2.0
63,64,27,27,29,66,66,30,29,66,65,29,29,30,29,29,1.0
47,60,29,41,32,63,51,45,32,63,50,44,32,45,32,44,1.0
58,62,27,29,30,65,62,33,30,65,62,33,30,33,30,33,2.0
59,54,37,32,39,56,61,34,39,56,61,34,39,34,39,34,1.0
58,55,36,33,38,57,60,35,38,57,60,35,38,35,38,35,2.0
58,58,33,30,35,60,62,34,35,60,61,33,35,34,35,33,1.0
59,59,30,29,33,62,63,33,33,62,62,32,33,33,33,32,1.0
55,64,27,33,29,66,59,37,29,66,58,36,29,37,29,36,2.0
60,66,25,28,27,68,64,32,27,68,63,31,27,32,27,31,1.0
59,60,31,29,33,62,63,33,33,62,62,32,33,33,33,32,1.0
59,56,32,30,36,60,62,33,35,59,62,33,36,33,35,33,2.0
59,57,34,29,36,59,63,33,36,59,62,32,36,33,36,32,2.0
58,57,34,33,36,59,60,35,36,59,60,35,36,35,36,35,2.0
54,53,37,36,40,56,57,39,39,55,56,38,40,39,39,38,1.0
59,57,34,32,36,59,61,34,36,59,61,34,36,34,36,34,2.0
56,66,25,30,27,68,61,35,27,68,60,34,27,35,27,34,1.0
51,59,30,38,33,62,54,41,33,62,54,41,33,41,33,41,2.0
56,55,36,35,38,57,58,37,38,57,58,37,38,37,38,37,2.0
59,57,32,28,35,60,63,32,35,60,63,32,35,32,35,32,2.0
59,58,29,29,33,62,63,33,33,62,62,32,33,33,33,32,1.0
53,60,29,34,32,63,57,38,32,63,57,38,32,38,32,38,1.0
57,55,34,33,37,58,60,36,37,58,59,35,37,36,37,35,2.0
61,63,26,27,29,66,65,31,29,66,64,30,29,31,29,30,1.0
54,58,33,35,35,60,57,38,35,60,57,38,35,38,35,38,2.0
60,59,28,28,32,63,64,32,32,63,63,31,32,32,32,31,2.0
59,58,29,29,33,62,63,33,33,62,62,32,33,33,33,32,1.0
61,62,26,28,30,66,64,31,29,65,64,31,30,31,29,31,2.0
54,58,31,35,34,61,57,38,34,61,57,38,34,38,34,38,2.0
52,61,28,34,31,64,57,39,31,64,56,38,31,39,31,38,2.0
53,62,27,35,30,65,57,39,30,65,56,38,30,39,30,38,2.0
58,57,32,31,35,60,61,34,35,60,61,34,35,34,35,34,2.0
60,58,31,29,34,61,63,32,34,61,63,32,34,32,34,32,1.0
57,57,34,34,36,59,59,36,36,59,59,36,36,36,36,36,1.0
56,56,35,35,37,58,58,37,37,58,58,37,37,37,37,37,1.0
51,65,26,37,28,67,55,41,28,67,54,40,28,41,28,40,1.0
57,55,36,31,38,57,61,35,38,57,60,34,38,35,38,34,1.0
60,57,30,28,34,61,64,32,34,61,63,31,34,32,34,31,1.0
59,58,32,30,35,61,62,33,34,60,62,33,35,33,34,33,2.0
59,59,32,29,34,61,63,33,34,61,62,32,34,33,34,32,2.0
61,64,27,27,29,66,65,31,29,66,64,30,29,31,29,30,2.0
52,57,32,39,35,60,54,41,35,60,54,41,35,41,35,41,1.0
53,59,30,36,33,62,56,39,33,62,56,39,33,39,33,39,1.0
60,59,32,28,34,61,64,32,34,61,63,31,34,32,34,31,2.0
56,56,33,34,36,59,59,37,36,59,58,36,36,37,36,36,2.0
58,61,30,30,32,63,62,34,32,63,61,33,32,34,32,33,2.0
57,57,34,33,36,59,60,36,36,59,59,35,36,36,36,35,2.0
58,57,34,33,36,59,60,35,36,59,60,35,36,35,36,35,2.0
55,63,28,32,30,65,59,36,30,65,59,36,30,36,30,36,1.0
57,58,29,31,33,62,61,35,33,62,60,34,33,35,33,34,2.0
60,67,23,29,26,70,63,32,25,69,63,32,26,32,25,32,2.0
50,65,26,38,28,67,54,42,28,67,53,41,28,42,28,41,1.0
60,60,29,28,32,63,64,32,32,63,63,31,32,32,32,31,1.0
62,64,26,27,29,67,65,30,28,66,65,30,29,30,28,30,1.0
57,58,31,34,34,61,59,36,34,61,59,36,34,36,34,36,2.0
62,65,25,28,28,68,65,31,27,67,64,30,28,31,27,30,2.0
53,61,28,35,31,64,57,39,31,64,56,38,31,39,31,38,2.0
56,54,37,35,39,56,58,37,39,56,58,37,39,37,39,37,2.0
58,55,36,33,38,57,60,35,38,57,60,35,38,35,38,35,2.0
59,63,28,29,30,65,63,33,30,65,62,32,30,33,30,32,1.0
59,66,25,29,27,68,63,33,27,68,62,32,27,33,27,32,1.0
56,64,25,30,28,67,61,35,28,67,60,34,28,35,28,34,2.0
58,55,36,33,38,57,60,35,38,57,60,35,38,35,38,35,2.0
58,54,35,30,38,57,62,34,38,57,61,33,38,34,38,33,1.0
56,57,34,35,36,59,58,37,36,59,58,37,36,37,36,37,1.0
58,52,39,29,41,54,62,33,41,54,62,33,41,33,41,33,1.0
53,58,31,34,34,61,57,38,34,61,57,38,34,38,34,38,2.0
58,60,31,30,33,62,62,34,33,62,61,33,33,34,33,33,2.0
55,54,34,34,38,58,58,37,37,57,58,37,38,37,37,37,1.0
59,59,28,29,32,63,63,33,32,63,62,32,32,33,32,32,1.0
61,60,31,27,33,62,65,31,33,62,64,30,33,31,33,30,2.0
65,62,29,25,31,64,68,28,31,64,67,27,31,28,31,27,1.0
54,64,25,32,28,67,59,37,28,67,58,36,28,37,28,36,2.0
52,68,23,32,25,70,58,38,25,70,57,37,25,38,25,37,1.0
59,57,32,30,35,60,62,33,35,60,62,33,35,33,35,33,2.0
62,58,33,26,35,60,66,30,35,60,65,29,35,30,35,29,2.0
56,60,31,32,33,62,60,36,33,62,59,35,33,36,33,35,1.0
63,60,28,25,32,64,67,29,31,63,66,28,32,29,31,28,1.0
56,61,30,32,32,63,60,36,32,63,59,35,32,36,32,35,1.0
62,63,27,28,30,66,65,31,29,65,64,30,30,31,29,30,1.0
58,57,32,31,35,60,61,34,35,60,61,34,35,34,35,34,2.0
51,60,29,38,32,63,54,41,32,63,54,41,32,41,32,41,2.0
53,57,32,35,35,60,57,39,35,60,56,38,35,39,35,38,2.0
53,57,32,35,35,60,57,39,35,60,56,38,35,39,35,38,2.0
59,58,33,32,35,60,61,34,35,60,61,34,35,34,35,34,1.0
58,56,33,30,36,59,62,34,36,59,61,33,36,34,36,33,1.0
58,62,29,30,31,64,62,34,31,64,61,33,31,34,31,33,2.0
55,58,31,36,34,61,57,38,34,61,57,38,34,38,34,38,2.0
59,57,32,30,35,60,62,33,35,60,62,33,35,33,35,33,1.0
52,62,29,37,31,64,55,40,31,64,55,40,31,40,31,40,2.0
55,57,34,36,36,59,57,38,36,59,57,38,36,38,36,38,2.0
59,60,27,29,31,64,63,33,31,64,62,32,31,33,31,32,1.0
59,62,29,29,31,64,63,33,31,64,62,32,31,33,31,32,1.0
57,61,29,32,32,64,60,35,31,63,60,35,32,35,31,35,1.0
63,65,26,27,28,67,66,30,28,67,65,29,28,30,28,29,1.0
60,58,29,28,33,62,64,32,33,62,63,31,33,32,33,31,2.0
55,61,28,32,31,64,59,36,31,64,59,36,31,36,31,36,2.0
62,67,24,27,26,69,65,30,26,69,65,30,26,30,26,30,1.0
58,63,28,28,30,65,63,33,30,65,62,32,30,33,30,32,1.0
53,58,31,36,34,61,56,39,34,61,56,39,34,39,34,39,2.0
56,67,24,30,26,69,61,35,26,69,60,34,26,35,26,34,2.0
59,57,32,30,35,60,62,33,35,60,62,33,35,33,35,33,2.0
59,57,34,29,36,59,63,33,36,59,62,32,36,33,36,32,1.0
61,63,28,27,30,65,65,31,30,65,64,30,30,31,30,30,2.0
59,57,30,29,34,61,63,33,34,61,62,32,34,33,34,32,1.0
60,60,27,28,31,64,64,32,31,64,63,31,31,32,31,31,2.0
61,63,26,24,29,66,66,29,29,66,66,29,29,29,29,29,1.0
58,59,31,31,34,62,61,34,33,61,61,34,34,34,33,34,2.0
57,64,25,28,28,67,62,33,28,67,62,33,28,33,28,33,1.0
53,57,34,35,36,59,57,39,36,59,56,38,36,39,36,38,2.0
58,58,30,31,34,62,61,34,33,61,61,34,34,34,33,34,1.0
59,59,32,29,34,61,63,33,34,61,62,32,34,33,34,32,2.0
61,57,34,29,36,59,64,32,36,59,63,31,36,32,36,31,1.0
59,49,40,30,42,52,62,32,43,52,62,33,43,33,43,33,2.0
59,58,32,30,35,61,62,33,34,60,62,33,35,33,34,33,2.0
59,61,30,27,32,63,64,32,32,63,63,31,32,32,32,31,2.0
52,55,34,36,37,58,56,40,37,58,55,39,37,40,37,39,2.0
56,58,31,31,34,61,60,35,34,61,60,35,34,35,34,35,2.0
61,58,29,27,33,62,65,31,33,62,64,30,33,31,33,30,1.0
61,57,34,25,36,59,66,30,36,59,65,29,36,30,36,29,2.0
59,57,34,28,36,59,63,32,36,59,63,32,36,32,36,32,1.0
57,57,33,32,36,60,60,35,35,59,60,35,36,35,35,35,2.0
56,56,35,35,37,58,58,37,37,58,58,37,37,37,37,37,2.0
51,58,29,37,33,62,55,41,33,62,54,40,33,41,33,40,2.0
54,61,28,33,31,64,58,37,31,64,58,37,31,37,31,37,2.0
61,61,29,28,32,64,64,31,31,63,64,31,32,31,31,31,2.0
60,58,33,28,35,60,64,32,35,60,63,31,35,32,35,31,1.0
58,57,34,33,36,59,60,35,36,59,60,35,36,35,36,35,2.0
58,62,27,30,30,65,62,34,30,65,61,33,30,34,30,33,1.0
55,57,32,36,35,60,57,38,35,60,57,38,35,38,35,38,2.0
58,58,33,33,35,60,60,35,35,60,60,35,35,35,35,35,2.0
58,56,35,33,37,58,60,35,37,58,60,35,37,35,37,35,1.0
58,57,30,30,34,61,62,34,34,61,61,33,34,34,34,33,1.0
56,53,37,35,40,56,58,37,39,55,58,37,40,37,39,37,1.0
59,62,27,29,30,65,63,33,30,65,62,32,30,33,30,32,2.0
58,57,32,31,35,60,61,34,35,60,61,34,35,34,35,34,2.0
62,61,30,28,32,63,65,31,32,63,64,30,32,31,32,30,1.0
56,55,36,35,38,57,58,37,38,57,58,37,38,37,38,37,2.0
56,57,34,33,36,59,59,36,36,59,59,36,36,36,36,36,1.0
57,55,36,34,38,57,59,36,38,57,59,36,38,36,38,36,1.0
59,54,37,32,39,56,61,34,39,56,61,34,39,34,39,34,1.0
60,64,26,29,29,67,63,32,28,66,63,32,29,32,28,32,2.0
53,58,31,35,34,61,57,39,34,61,56,38,34,39,34,38,2.0
61,57,32,28,35,60,64,31,35,60,64,31,35,31,35,31,1.0
54,66,25,32,27,68,59,37,27,68,58,36,27,37,27,36,1.0
63,61,30,25,32,63,67,29,32,63,66,28,32,29,32,28,1.0
56,56,35,35,37,58,58,37,37,58,58,37,37,37,37,37,2.0
58,57,34,33,36,59,60,35,36,59,60,35,36,35,36,35,1.0
58,53,36,28,39,56,63,33,39,56,62,32,39,33,39,32,2.0
61,57,34,30,36,59,63,32,36,59,63,32,36,32,36,32,1.0
58,59,32,30,34,61,62,34,34,61,61,33,34,34,34,33,2.0
55,56,33,36,36,59,57,38,36,59,57,38,36,38,36,38,2.0
51,62,27,38,30,65,54,41,30,65,54,41,30,41,30,41,1.0
53,58,33,38,35,60,55,40,35,60,55,40,35,40,35,40,2.0
56,57,34,35,36,59,58,37,36,59,58,37,36,37,36,37,2.0
59,59,28,29,32,63,63,33,32,63,62,32,32,33,32,32,2.0
58,56,35,33,37,58,60,35,37,58,60,35,37,35,37,35,1.0
58,58,33,33,35,60,60,35,35,60,60,35,35,35,35,35,2.0
59,57,34,29,36,59,63,33,36,59,62,32,36,33,36,32,1.0
61,62,28,29,31,65,64,32,30,64,63,31,31,32,30,31,1.0
59,59,32,29,34,61,63,33,34,61,62,32,34,33,34,32,1.0
59,58,33,28,35,60,63,32,35,60,63,32,35,32,35,32,1.0
51,59,28,36,32,63,55,40,32,63,55,40,32,40,32,40,1.0
53,58,31,34,34,61,57,38,34,61,57,38,34,38,34,38,2.0
55,60,29,36,32,63,57,38,32,63,57,38,32,38,32,38,2.0
51,60,29,37,32,63,55,41,32,63,54,40,32,41,32,40,2.0
57,65,26,27,28,67,63,33,28,67,62,32,28,33,28,32,2.0
59,55,32,29,36,59,63,33,36,59,62,32,36,33,36,32,1.0
56,57,34,35,36,59,58,37,36,59,58,37,36,37,36,37,2.0
59,55,32,29,36,59,63,33,36,59,62,32,36,33,36,32,1.0
57,60,31,29,33,62,62,34,33,62,61,33,33,34,33,33,2.0
53,58,31,38,34,61,55,40,34,61,55,40,34,40,34,40,2.0
59,57,34,32,36,59,61,34,36,59,61,34,36,34,36,34,1.0
51,56,33,39,36,59,54,42,36,59,53,41,36,42,36,41,2.0
60,56,35,31,37,58,62,33,37,58,62,33,37,33,37,33,1.0
58,60,30,31,33,63,61,34,32,62,61,34,33,34,32,34,1.0
59,58,31,29,34,61,63,33,34,61,62,32,34,33,34,32,1.0
63,64,27,27,29,66,66,30,29,66,65,29,29,30,29,29,2.0
51,59,30,37,33,62,55,41,33,62,54,40,33,41,33,40,2.0
58,57,34,30,36,59,62,34,36,59,61,33,36,34,36,33,2.0
63,62,29,27,31,64,66,30,31,64,65,29,31,30,31,29,1.0
53,60,29,34,32,63,57,38,32,63,57,38,32,38,32,38,1.0
56,59,30,29,33,62,61,34,33,62,61,34,33,34,33,34,2.0
54,62,27,33,30,65,58,37,30,65,58,37,30,37,30,37,1.0
51,59,30,37,33,62,55,41,33,62,54,40,33,41,33,40,2.0
57,60,31,31,33,62,61,35,33,62,60,34,33,35,33,34,2.0
55,59,30,36,33,62,57,38,33,62,57,38,33,38,33,38,2.0
54,61,28,33,31,64,58,37,31,64,58,37,31,37,31,37,2.0
60,57,34,30,36,59,63,33,36,59,62,32,36,33,36,32,2.0
52,63,28,37,30,65,55,40,30,65,55,40,30,40,30,40,2.0
61,64,26,26,29,67,65,30,28,66,65,30,29,30,28,30,2.0
59,58,33,32,35,60,61,34,35,60,61,34,35,34,35,34,1.0
56,59,30,31,33,62,60,35,33,62,60,35,33,35,33,35,2.0
56,57,32,31,35,60,60,35,35,60,60,35,35,35,35,35,2.0
58,56,35,33,37,58,60,35,37,58,60,35,37,35,37,35,1.0
60,58,31,28,34,61,64,32,34,61,63,31,34,32,34,31,2.0
64,63,28,26,30,65,67,29,30,65,66,28,30,29,30,28,1.0
56,61,28,32,31,64,60,36,31,64,59,35,31,36,31,35,1.0
55,56,35,31,37,58,60,36,37,58,59,35,37,36,37,35,2.0
59,59,32,29,34,61,63,33,34,61,62,32,34,33,34,32,2.0
59,60,31,29,33,62,63,33,33,62,62,32,33,33,33,32,1.0
62,63,28,28,30,65,65,31,30,65,64,30,30,31,30,30,2.0
53,58,31,38,34,61,55,40,34,61,55,40,34,40,34,40,2.0
61,59,32,27,34,61,65,31,34,61,64,30,34,31,34,30,2.0
57,58,33,29,35,60,62,34,35,60,61,33,35,34,35,33,2.0
58,57,30,30,34,61,62,34,34,61,61,33,34,34,34,33,1.0
58,60,31,30,33,62,62,34,33,62,61,33,33,34,33,33,2.0
61,56,33,28,36,59,64,31,36,59,64,31,36,31,36,31,1.0
58,57,34,33,36,59,60,35,36,59,60,35,36,35,36,35,2.0
58,59,32,28,34,61,63,33,34,61,62,32,34,33,34,32,2.0
57,57,34,34,36,59,59,36,36,59,59,36,36,36,36,36,2.0
57,60,31,31,33,62,61,35,33,62,60,34,33,35,33,34,1.0
59,59,28,29,32,63,63,33,32,63,62,32,32,33,32,32,1.0
59,60,27,29,31,64,63,33,31,64,62,32,31,33,31,32,2.0
59,60,29,28,32,63,63,32,32,63,63,32,32,32,32,32,2.0
54,59,30,31,33,62,59,36,33,62,59,36,33,36,33,36,2.0
58,54,34,33,38,58,60,35,37,57,60,35,38,35,37,35,2.0
58,63,27,28,30,66,63,33,29,65,62,32,30,33,29,32,1.0
61,61,29,28,32,64,64,31,31,63,64,31,32,31,31,31,1.0
63,70,22,27,24,72,66,30,23,71,65,29,24,30,23,29,1.0
53,58,31,38,34,61,55,40,34,61,55,40,34,40,34,40,1.0
58,57,32,31,35,60,61,34,35,60,61,34,35,34,35,34,2.0
57,56,33,32,36,59,60,35,36,59,60,35,36,35,36,35,2.0
58,59,28,30,32,63,62,34,32,63,61,33,32,34,32,33,1.0
60,59,32,28,34,61,64,32,34,61,63,31,34,32,34,31,2.0
58,55,32,30,36,59,62,34,36,59,61,33,36,34,36,33,1.0
57,56,33,32,36,59,60,35,36,59,60,35,36,35,36,35,2.0
51,63,28,36,30,65,55,40,30,65,55,40,30,40,30,40,2.0
54,56,32,33,35,60,58,36,35,59,58,37,36,37,35,37,1.0
57,55,36,34,38,57,59,36,38,57,59,36,38,36,38,36,2.0
57,61,30,31,32,63,61,35,32,63,60,34,32,35,32,34,2.0
59,57,32,30,35,60,62,33,35,60,62,33,35,33,35,33,2.0
59,57,32,30,35,60,62,33,35,60,62,33,35,33,35,33,2.0
53,62,29,38,31,64,55,40,31,64,55,40,31,40,31,40,2.0
55,52,36,36,40,56,57,38,39,55,57,38,40,38,39,38,1.0
61,60,26,27,31,65,65,31,30,64,64,30,31,31,30,30,1.0
56,58,33,35,35,60,58,37,35,60,58,37,35,37,35,37,1.0
59,56,35,31,37,58,62,34,37,58,61,33,37,34,37,33,2.0
61,61,27,29,31,65,64,32,30,64,63,31,31,32,30,31,2.0
56,57,34,35,36,59,58,37,36,59,58,37,36,37,36,37,1.0
59,58,29,29,33,62,63,33,33,62,62,32,33,33,33,32,1.0
55,59,30,32,33,62,59,36,33,62,59,36,33,36,33,36,1.0
57,57,34,34,36,59,59,36,36,59,59,36,36,36,36,36,2.0
57,58,31,34,34,61,59,36,34,61,59,36,34,36,34,36,2.0
56,54,37,35,39,56,58,37,39,56,58,37,39,37,39,37,2.0
58,57,34,33,36,59,60,35,36,59,60,35,36,35,36,35,1.0
59,57,30,29,34,61,63,33,34,61,62,32,34,33,34,32,1.0
51,65,26,31,28,67,58,38,28,67,57,37,28,38,28,37,1.0
61,65,25,27,28,68,65,31,27,67,64,30,28,31,27,30,1.0
57,56,35,34,37,58,59,36,37,58,59,36,37,36,37,36,1.0
59,58,31,29,34,61,63,33,34,61,62,32,34,33,34,32,2.0
60,57,33,29,36,60,63,32,35,59,63,32,36,32,35,32,2.0
60,59,32,29,34,61,63,32,34,61,63,32,34,32,34,32,1.0
59,59,32,29,34,61,63,33,34,61,62,32,34,33,34,32,1.0
60,57,32,29,35,60,63,32,35,60,63,32,35,32,35,32,2.0
53,57,32,35,35,60,57,39,35,60,56,38,35,39,35,38,2.0
58,58,33,33,35,60,60,35,35,60,60,35,35,35,35,35,1.0
55,59,30,36,33,62,57,38,33,62,57,38,33,38,33,38,2.0
58,56,35,33,37,58,60,35,37,58,60,35,37,35,37,35,1.0
54,54,37,34,39,56,58,38,39,56,57,37,39,38,39,37,1.0
56,56,35,35,37,58,58,37,37,58,58,37,37,37,37,37,2.0
62,63,28,28,30,65,65,31,30,65,64,30,30,31,30,30,2.0
60,57,34,26,36,59,65,31,36,59,64,30,36,31,36,30,2.0
58,58,33,30,35,60,62,34,35,60,61,33,35,34,35,33,2.0
56,58,29,31,32,62,60,34,32,62,60,34,33,35,33,35,2.0
59,57,32,30,35,60,62,33,35,60,62,33,35,33,35,33,1.0
53,54,37,35,39,56,57,39,39,56,56,38,39,39,39,38,2.0
61,59,32,27,34,61,65,31,34,61,64,30,34,31,34,30,1.0
62,57,34,28,36,59,65,31,36,59,64,30,36,31,36,30,2.0
57,58,31,29,33,61,62,33,34,61,61,33,34,34,34,33,1.0
60,57,34,31,36,59,62,33,36,59,62,33,36,33,36,33,1.0
61,52,39,28,41,54,64,31,41,54,64,31,41,31,41,31,1.0
55,63,28,34,30,65,58,37,30,65,58,37,30,37,30,37,2.0
54,60,29,33,32,63,58,37,32,63,58,37,32,37,32,37,1.0
54,57,34,35,36,59,57,38,36,59,57,38,36,38,36,38,1.0
60,58,32,29,35,61,63,32,34,60,63,32,35,32,34,32,2.0
