@relation 'Sax dominant'

@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atLddd numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMdbc numeric
@attribute o1atLdbc numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMdda numeric
@attribute o1atLdda numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMdab numeric
@attribute o1atLdab numeric
@attribute o2atMaaa numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atMbbc numeric
@attribute o2atLbbc numeric
@attribute o2atMccc numeric
@attribute o2atLccc numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMbcc numeric
@attribute o2atLbcc numeric
@attribute o2atMcdd numeric
@attribute o2atLcdd numeric
@attribute o2atMddc numeric
@attribute o2atLddc numeric
@attribute o2atMdcb numeric
@attribute o2atLdcb numeric
@attribute o2atMcdc numeric
@attribute o2atLcdc numeric
@attribute o2atMdcd numeric
@attribute o2atLdcd numeric
@attribute o2atMccd numeric
@attribute o2atLccd numeric
@attribute o2atLddd numeric
@attribute o2atMcbc numeric
@attribute o2atLcbc numeric
@attribute o2atMdcc numeric
@attribute o2atLdcc numeric
@attribute o2atMbcb numeric
@attribute o2atLbcb numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o2atMcbb numeric
@attribute o2atLcbb numeric
@attribute o2atMabc numeric
@attribute o2atLabc numeric
@attribute o2atMbba numeric
@attribute o2atLbba numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMbdc numeric
@attribute o2atLbdc numeric
@attribute o2atMcbd numeric
@attribute o2atLcbd numeric
@attribute o2atMbab numeric
@attribute o2atLbab numeric
@attribute o2atMbdd numeric
@attribute o2atLbdd numeric
@attribute o2atMbcd numeric
@attribute o2atLbcd numeric
@attribute o3atMccc numeric
@attribute o3atLccc numeric
@attribute o3atMcdd numeric
@attribute o3atLcdd numeric
@attribute o3atMddc numeric
@attribute o3atLddc numeric
@attribute o3atMccd numeric
@attribute o3atLccd numeric
@attribute o3atLddd numeric
@attribute o3atMdcc numeric
@attribute o3atLdcc numeric
@attribute o3atMbcb numeric
@attribute o3atLbcb numeric
@attribute o3atMabb numeric
@attribute o3atLabb numeric
@attribute o3atMdcb numeric
@attribute o3atLdcb numeric
@attribute o3atMcbb numeric
@attribute o3atLcbb numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atMbab numeric
@attribute o3atLbab numeric
@attribute o3atMbcd numeric
@attribute o3atLbcd numeric
@attribute o3atMabd numeric
@attribute o3atLabd numeric
@attribute o3atMcdc numeric
@attribute o3atLcdc numeric
@attribute o3atMbbb numeric
@attribute o3atLbbb numeric
@attribute o3atMcba numeric
@attribute o3atLcba numeric
@attribute o3atMdca numeric
@attribute o3atLdca numeric
@attribute o3atMdcd numeric
@attribute o3atLdcd numeric
@attribute o3atMcab numeric
@attribute o3atLcab numeric
@attribute o3atMccb numeric
@attribute o3atLccb numeric
@attribute o3atMbcc numeric
@attribute o3atLbcc numeric
@attribute o3atMcbc numeric
@attribute o3atLcbc numeric
@attribute o3atMddb numeric
@attribute o3atLddb numeric
@attribute o3atMdbd numeric
@attribute o3atLdbd numeric
@attribute o3atMbbd numeric
@attribute o3atLbbd numeric
@attribute o3atMcbd numeric
@attribute o3atLcbd numeric
@attribute o3atMbba numeric
@attribute o3atLbba numeric
@attribute o3atMbaa numeric
@attribute o3atLbaa numeric
@attribute o3atMaad numeric
@attribute o3atLaad numeric
@attribute o3atMaaa numeric
@attribute o3atMbdd numeric
@attribute o3atLbdd numeric
@attribute o3atMdbc numeric
@attribute o3atLdbc numeric
@attribute o3atMdbb numeric
@attribute o3atLdbb numeric
@attribute o3atMaab numeric
@attribute o3atLaab numeric
@attribute o3atMcaa numeric
@attribute o3atLcaa numeric
@attribute o3atMbad numeric
@attribute o3atLbad numeric
@attribute destClass {-1.0,1.0}

@data
15,10,17,13,15,23,5,23,5,20,7,19,11,18,12,16,14,21,6,3,15,13,15,14,16,12,16,7,19,7,19,10,15,13,21,6,19,9,16,5,19,5,19,6,18,10,18,9,17,7,15,10,17,11,16,11,17,7,20,5,23,3,18,9,19,9,19,7,18,6,16,11,19,6,19,6,16,9,15,7,16,9,18,7,15,11,15,10,15,7,17,5,16,7,16,7,3,5,26,7,24,27,22,4,27,6,25,8,23,29,0,29,0,6,1,28,1,29,0,28,1,0,7,22,28,1,6,23,6,22,6,22,5,24,3,25,3,25,8,1,7,1,4,25,8,0,8,1,26,22,29,0,28,0,28,2,0,27,1,1,26,0,30,4,1,2,26,2,26,0,30,4,2,0,2,27,1,1,30,0,26,0,1,29,0,0,26,4,24,4,24,4,23,4,0,4,0,2,2,4,2,0,30,0,30,0,2,0,4,0,4,1,2,1,0,30,0,26,0,2,1.0
17,6,17,10,16,26,3,26,3,22,3,19,6,17,8,17,12,25,3,2,16,10,16,12,17,9,18,4,24,4,21,5,16,11,25,3,24,4,18,3,21,3,21,3,18,7,18,6,19,4,17,8,18,8,18,7,18,4,22,3,26,2,20,5,21,5,19,3,18,3,17,9,21,3,21,3,18,5,17,4,17,6,20,4,16,8,16,8,17,4,19,3,17,4,18,3,3,5,26,6,25,17,23,4,27,5,25,7,24,21,6,21,6,5,9,18,9,21,6,18,9,4,6,23,18,9,5,24,5,23,5,23,5,25,3,25,3,25,7,9,6,9,4,25,7,6,7,9,25,24,28,1,27,1,27,3,0,26,2,0,28,0,30,2,2,0,28,0,28,0,30,2,3,0,3,25,2,0,30,0,28,0,2,28,0,0,28,2,26,2,26,2,26,2,1,2,0,0,3,2,3,0,30,0,30,0,3,0,2,1,2,2,0,2,0,30,0,28,0,3,1.0
12,10,14,16,12,23,4,23,5,19,7,17,12,16,15,13,17,21,4,3,12,16,12,17,13,15,13,6,19,6,18,10,12,16,21,6,19,8,13,5,18,5,18,5,16,11,16,10,14,7,12,11,14,12,13,12,14,7,19,5,23,3,16,9,17,9,17,7,16,6,13,12,17,5,17,6,13,9,12,7,13,10,16,7,12,12,12,11,12,7,14,5,13,7,13,7,3,5,26,7,24,22,22,4,27,6,25,8,23,24,5,24,5,6,6,22,6,24,4,23,6,4,7,22,23,6,6,23,6,22,6,22,5,24,3,25,3,25,8,6,7,6,4,25,8,5,8,6,29,12,30,0,29,0,30,0,0,29,0,15,13,0,30,17,0,16,14,15,13,0,30,16,0,0,1,29,0,15,30,0,14,0,0,30,0,0,14,17,13,15,12,16,12,17,0,17,0,16,1,17,0,0,30,0,30,0,1,0,16,0,16,0,16,0,0,30,0,14,0,1,1.0
17,9,16,11,15,24,3,25,4,20,6,19,9,18,10,16,12,22,4,3,17,12,15,13,17,10,17,5,23,5,20,9,16,13,23,6,22,8,18,4,20,3,20,4,18,9,19,9,17,6,17,10,17,10,17,9,17,6,20,4,24,4,19,8,20,8,19,6,19,4,16,10,19,4,20,6,17,8,17,5,17,9,19,5,17,10,16,10,17,6,17,4,16,6,17,6,0,0,30,2,25,30,20,0,30,1,30,4,22,30,0,30,0,5,0,30,0,30,0,30,0,0,5,22,30,0,1,25,5,23,2,26,0,25,0,30,0,30,4,0,5,0,0,30,4,0,4,0,29,15,30,0,29,0,30,1,0,29,0,4,21,0,30,8,0,5,20,6,22,0,30,10,1,0,1,29,0,3,30,0,20,0,0,30,0,0,20,8,17,10,18,9,16,8,0,9,0,6,1,9,1,0,30,0,30,0,1,0,10,0,9,0,5,0,0,30,0,20,0,1,-1.0
4,14,6,23,2,22,6,23,6,14,7,12,16,11,22,4,25,21,6,6,4,23,3,25,5,22,4,7,21,6,13,14,3,24,22,6,21,12,5,7,14,6,13,6,11,15,12,14,6,7,4,15,6,16,5,16,6,8,15,7,22,6,13,13,13,12,13,8,12,6,4,16,13,6,14,6,5,12,4,7,5,14,13,6,4,16,3,15,4,7,6,7,4,8,5,8,17,19,12,21,10,30,8,18,13,20,11,22,9,30,0,30,0,20,0,30,0,30,0,30,0,0,21,8,30,0,20,9,20,8,20,8,19,10,17,11,17,11,22,0,21,0,18,11,22,0,22,0,28,22,29,0,29,0,29,0,0,29,1,1,25,0,30,5,1,3,26,2,25,0,30,4,0,0,1,28,0,1,30,0,26,0,1,30,0,0,26,5,24,3,23,4,22,5,0,5,0,3,1,5,0,0,30,0,30,0,1,0,4,0,4,1,3,1,0,30,0,26,0,1,1.0
18,6,17,10,16,27,2,27,2,22,3,19,7,17,8,17,12,26,3,1,16,10,16,12,17,9,18,3,25,3,21,6,16,11,26,2,25,4,18,2,21,2,21,3,18,7,18,5,19,3,16,7,19,9,17,7,19,3,22,2,27,1,21,4,21,5,19,3,18,3,17,9,21,3,21,2,18,5,16,3,18,6,21,3,16,9,16,8,18,3,19,2,17,3,17,3,3,5,26,6,25,17,23,4,27,5,25,7,24,20,8,20,8,5,10,18,10,20,8,18,10,7,6,23,18,10,5,24,5,23,5,23,5,25,3,25,3,25,7,10,6,10,4,25,7,8,7,10,22,16,25,4,24,4,24,6,3,23,5,5,21,0,30,9,5,5,21,5,21,0,30,9,6,0,6,22,5,2,30,0,21,0,5,25,3,0,21,9,17,9,17,9,17,9,4,9,3,5,6,9,6,0,30,0,30,0,6,0,9,4,9,5,5,5,0,30,0,21,0,6,1.0
17,6,18,12,16,27,2,27,2,22,3,20,8,18,11,17,13,26,2,1,16,12,16,13,17,11,17,3,25,3,21,6,16,12,26,2,25,4,17,2,22,2,22,2,18,8,20,7,18,3,17,8,18,8,17,8,18,3,22,2,27,1,21,6,22,4,20,3,20,3,17,8,22,3,22,2,17,4,17,3,17,7,21,3,16,8,16,8,17,3,18,2,17,3,17,3,4,6,25,8,23,12,21,5,26,7,24,9,22,21,5,20,5,7,9,14,10,20,3,16,10,2,8,21,15,9,7,22,7,21,7,21,6,23,4,24,4,24,9,10,8,10,5,24,9,5,9,10,23,30,26,3,25,3,25,5,2,24,4,0,30,0,30,0,4,0,30,0,30,0,30,0,5,0,5,23,4,0,30,0,30,0,4,26,2,0,30,0,30,0,30,0,30,0,3,0,2,0,5,0,5,0,30,0,30,0,5,0,0,3,0,4,0,4,0,30,0,30,0,5,1.0
21,0,20,8,18,30,0,30,0,30,0,29,1,28,7,19,9,30,0,0,20,9,18,10,20,7,21,0,30,0,30,0,19,10,30,0,30,0,21,0,29,0,29,0,29,0,28,0,20,0,20,0,20,1,20,1,20,0,30,0,30,0,29,0,29,0,29,0,28,0,19,1,29,0,29,0,20,0,20,0,20,0,29,0,21,1,19,0,21,0,20,0,19,0,20,0,0,0,30,0,30,30,30,0,30,0,30,0,30,30,0,30,0,0,0,30,0,30,0,30,0,0,0,30,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,0,0,0,0,30,0,0,0,0,19,28,23,5,22,4,21,7,4,20,5,0,29,0,30,0,6,0,30,0,29,0,30,0,7,0,8,20,6,0,30,0,30,0,6,23,4,0,30,0,29,0,28,0,29,1,5,1,5,0,8,0,8,0,30,0,30,0,8,0,0,5,0,6,0,7,0,30,0,30,0,8,-1.0
17,5,17,10,16,26,3,26,3,23,3,20,5,17,8,17,12,25,3,2,16,10,16,12,17,9,18,4,24,4,22,4,16,11,25,3,24,4,18,3,22,3,22,3,19,6,19,5,19,4,17,7,18,7,18,6,18,4,23,3,26,2,21,4,22,4,20,3,19,3,17,8,22,3,22,3,18,4,17,4,17,5,21,4,16,7,16,7,17,4,19,3,17,4,18,3,3,5,26,7,24,20,22,4,27,6,25,8,23,26,1,26,1,6,4,22,4,26,0,23,4,0,7,22,23,4,6,23,6,22,6,22,5,24,3,25,3,25,8,4,7,4,4,25,8,1,8,4,22,30,25,4,24,4,24,6,3,23,5,0,30,0,30,0,5,0,30,0,30,0,30,0,6,0,6,22,5,0,30,0,30,0,5,25,3,0,30,0,30,0,30,0,30,0,4,0,3,0,6,0,6,0,30,0,30,0,6,0,0,4,0,5,0,5,0,30,0,30,0,6,1.0
16,8,18,12,16,24,4,24,4,21,6,19,10,18,11,17,13,22,4,2,16,12,16,13,17,11,17,6,20,6,19,8,16,12,22,4,20,6,17,4,20,4,20,4,18,9,18,8,18,6,16,9,18,10,17,10,18,6,21,4,24,2,18,7,20,7,19,6,18,5,17,10,20,5,20,4,17,7,16,6,17,8,18,6,16,10,16,9,16,6,18,4,17,6,17,6,0,1,29,2,28,27,27,1,30,1,28,3,28,29,0,29,0,1,1,28,1,29,0,28,1,0,2,27,28,1,1,28,1,27,1,27,2,29,0,28,0,28,3,1,2,1,1,28,3,0,3,1,26,30,29,0,28,0,28,2,0,27,1,0,30,0,30,0,1,0,30,0,30,0,30,0,2,0,2,27,1,0,30,0,30,0,1,29,0,0,30,0,30,0,30,0,30,0,0,0,0,0,2,0,2,0,30,0,30,0,2,0,0,0,0,1,0,1,0,30,0,30,0,2,1.0
15,10,17,13,15,22,5,23,6,20,8,19,11,18,12,16,14,20,6,4,15,13,15,14,16,12,15,7,19,7,19,10,15,13,21,7,19,9,16,6,19,5,19,6,18,10,18,9,17,8,15,10,17,11,16,11,17,8,20,6,22,4,18,9,19,9,19,8,18,6,16,11,18,6,19,7,16,9,15,7,16,9,18,7,15,11,15,10,15,8,17,6,16,8,16,8,3,5,26,6,25,27,23,4,27,5,25,7,24,29,0,29,0,5,1,28,1,29,0,28,1,0,6,23,28,1,5,24,5,23,5,23,5,25,3,25,3,25,7,1,6,1,4,25,7,0,7,1,29,16,30,0,29,0,30,0,0,29,0,8,19,0,30,11,0,9,19,9,19,0,30,11,1,0,1,29,0,7,30,0,19,0,0,30,0,0,19,11,17,10,17,11,16,11,0,11,0,9,1,11,0,0,30,0,30,0,1,0,11,0,11,0,9,0,0,30,0,19,0,1,1.0
11,11,13,17,11,22,5,23,6,19,8,18,12,17,16,12,18,20,6,4,11,17,11,18,12,16,11,7,20,7,19,11,11,17,21,8,20,10,12,6,18,5,18,6,17,11,17,10,13,8,11,11,13,12,12,12,13,8,19,6,22,5,17,10,18,10,18,8,17,6,12,12,17,6,18,8,12,10,11,7,12,10,17,7,11,12,11,11,11,8,13,6,12,8,12,8,4,6,25,7,24,25,22,5,26,6,24,8,23,28,0,28,0,6,2,27,2,28,1,26,2,0,7,22,26,2,6,23,6,22,6,22,6,24,4,24,4,24,8,2,7,2,5,24,8,0,8,2,29,13,30,0,29,0,30,0,0,29,0,11,16,0,30,14,0,12,16,12,16,0,30,14,1,0,1,29,0,10,30,0,16,0,0,30,0,0,16,14,14,13,14,14,13,14,0,14,0,12,1,14,0,0,30,0,30,0,1,0,14,0,14,0,12,0,0,30,0,16,0,1,1.0
15,7,16,14,14,25,4,25,4,23,5,22,8,21,13,15,15,24,5,3,14,14,14,15,15,13,15,5,23,5,22,7,14,14,24,4,23,6,15,4,22,4,22,5,21,7,21,6,16,5,14,7,16,8,15,8,16,5,23,4,25,3,22,6,22,6,22,5,21,5,15,8,22,5,22,4,15,6,14,5,15,6,22,5,14,8,14,7,15,5,16,4,15,5,15,5,10,12,19,15,16,30,14,11,20,14,18,16,15,30,0,30,0,14,0,30,0,30,0,30,0,0,15,14,30,0,14,15,14,14,14,14,12,16,10,18,10,18,16,0,15,0,11,18,16,0,16,0,14,30,17,12,16,12,16,14,11,15,13,0,30,0,30,0,13,0,30,0,30,0,30,0,14,0,14,14,13,0,30,0,30,0,13,17,11,0,30,0,30,0,30,0,30,0,12,0,11,0,14,0,14,0,30,0,30,0,14,0,0,12,0,13,0,13,0,30,0,30,0,14,1.0
15,8,16,12,14,22,5,22,5,20,7,18,9,17,11,15,14,20,5,4,15,12,15,14,16,12,16,7,18,6,18,8,14,13,20,5,18,6,16,6,20,6,19,5,17,9,17,8,17,7,15,9,17,10,16,9,17,8,21,6,22,4,17,7,18,6,19,8,18,7,15,10,19,6,19,5,16,6,15,8,16,8,17,7,15,10,14,9,15,7,17,6,15,8,16,8,3,5,26,6,25,20,23,4,27,5,25,7,24,22,7,22,7,5,8,20,8,22,6,21,8,6,6,23,21,8,5,24,5,23,5,23,5,25,3,25,3,25,7,8,6,8,4,25,7,7,7,8,26,14,29,0,28,0,28,1,0,27,1,13,15,0,30,15,1,14,16,13,15,0,30,14,1,0,2,27,1,13,30,0,16,0,1,29,0,0,16,15,15,13,14,14,14,15,0,15,0,14,2,15,1,0,30,0,30,0,2,0,14,0,14,1,14,1,0,30,0,16,0,2,1.0
10,8,12,18,10,23,6,23,6,22,7,21,9,20,17,11,19,22,6,5,10,18,10,19,11,17,11,7,21,7,21,8,10,18,22,6,21,7,11,6,21,6,21,6,20,8,20,7,12,7,10,8,12,9,11,9,12,7,22,6,23,5,20,7,21,7,21,7,20,6,11,9,21,6,21,6,11,7,10,7,11,7,20,7,10,9,10,8,10,7,12,6,11,7,11,7,13,15,16,19,12,30,10,14,17,18,15,20,11,30,0,30,0,18,0,30,0,30,0,30,0,0,19,10,30,0,18,11,18,10,18,10,15,12,13,15,13,15,20,0,19,0,14,15,20,0,20,0,10,25,13,16,12,16,12,17,15,11,17,2,26,1,26,4,17,3,26,2,25,2,26,3,17,2,17,10,17,2,26,3,27,3,17,13,15,2,26,4,26,2,25,3,25,4,16,4,15,3,17,4,17,2,27,2,28,2,18,1,3,16,3,17,3,17,1,27,2,27,3,17,-1.0
17,5,17,10,16,26,2,26,3,22,3,19,5,17,8,17,12,25,2,2,16,10,16,12,17,9,18,3,24,3,21,4,16,11,25,3,24,3,18,3,22,3,22,2,18,7,18,6,19,4,17,8,18,7,18,6,18,4,22,3,26,2,20,5,21,4,19,3,19,3,17,8,21,3,21,3,18,4,18,4,17,6,20,4,16,7,16,8,17,4,19,3,17,4,18,3,3,5,26,7,24,23,22,4,27,6,25,8,23,25,4,25,4,6,5,23,5,25,3,24,5,3,7,22,24,5,6,23,6,22,6,22,5,24,3,25,3,25,8,5,7,5,4,25,8,4,8,5,23,30,26,3,25,3,25,5,2,24,4,0,30,0,30,0,4,0,30,0,30,0,30,0,5,0,5,23,4,0,30,0,30,0,4,26,2,0,30,0,30,0,30,0,30,0,3,0,2,0,5,0,5,0,30,0,30,0,5,0,0,3,0,4,0,4,0,30,0,30,0,5,1.0
14,8,16,14,14,27,2,27,2,21,3,19,10,18,13,15,15,26,2,1,14,14,14,15,15,13,15,3,25,3,20,8,14,14,26,2,25,6,15,2,20,2,20,2,18,9,18,8,16,3,14,9,16,10,15,10,16,3,21,2,27,1,19,7,20,7,19,3,18,2,15,10,20,2,20,2,15,7,14,3,15,8,19,3,14,10,14,9,14,3,16,2,15,3,15,3,2,4,27,5,26,10,24,3,28,4,26,6,25,15,11,15,11,4,15,11,15,15,11,11,15,8,5,24,11,15,4,25,4,24,4,24,4,26,2,26,2,26,6,15,5,15,3,26,6,11,6,15,29,14,30,0,29,0,30,0,0,29,0,13,15,0,30,15,0,14,16,13,15,0,30,14,0,0,1,29,0,13,30,0,16,0,0,30,0,0,16,15,15,13,14,14,14,15,0,15,0,14,1,15,0,0,30,0,30,0,1,0,14,0,14,0,14,0,0,30,0,16,0,1,1.0
18,5,18,10,16,27,2,27,1,23,2,21,6,20,8,17,12,26,3,1,16,10,16,12,18,9,18,3,25,2,22,5,16,11,26,1,25,3,18,2,23,2,22,3,20,6,21,4,19,2,17,6,18,7,18,6,19,3,24,2,27,1,23,4,22,3,22,2,21,3,17,7,23,3,23,1,18,3,17,3,18,4,23,2,16,7,16,6,18,2,19,2,17,3,18,2,2,4,27,5,25,15,22,3,28,4,26,6,23,21,5,21,5,5,9,18,8,21,6,17,8,4,5,23,17,9,5,24,5,22,4,23,4,25,2,26,2,26,7,9,6,9,3,26,7,5,6,8,23,30,26,3,25,3,25,5,2,24,4,0,30,0,30,0,4,0,30,0,30,0,30,0,5,0,5,23,4,0,30,0,30,0,4,26,2,0,30,0,30,0,30,0,30,0,3,0,2,0,5,0,5,0,30,0,30,0,5,0,0,3,0,4,0,4,0,30,0,30,0,5,1.0
11,10,13,17,11,25,3,26,4,19,5,17,12,16,16,12,18,24,3,3,11,17,11,18,12,16,11,4,24,4,18,10,11,17,25,4,24,8,12,4,18,3,18,3,16,11,16,10,13,5,11,11,13,12,12,12,13,5,19,4,25,3,17,9,18,9,17,5,16,3,12,12,17,3,18,4,12,9,11,4,12,10,17,4,11,12,11,11,11,5,13,4,12,5,12,5,3,5,26,7,24,19,22,4,27,6,25,8,23,21,8,21,8,6,9,19,9,21,7,20,9,7,7,22,20,9,6,23,6,22,6,22,5,24,3,25,3,25,8,9,7,9,4,25,8,8,8,9,29,12,30,0,29,0,30,0,0,29,0,15,13,0,30,17,0,16,14,15,13,0,30,16,0,0,1,29,0,15,30,0,14,0,0,30,0,0,14,17,13,15,12,16,12,17,0,17,0,16,1,17,0,0,30,0,30,0,1,0,16,0,16,0,16,0,0,30,0,14,0,1,1.0
17,7,18,10,16,26,3,26,3,22,3,20,7,18,8,17,12,25,3,2,16,10,16,12,17,9,18,4,24,4,21,6,16,11,25,3,24,5,18,3,21,3,21,3,18,7,19,6,19,4,17,8,18,8,18,8,18,4,22,3,26,2,20,6,21,5,20,3,19,3,17,9,21,3,21,3,18,5,17,4,17,6,20,4,16,8,16,8,17,4,19,3,17,4,18,3,2,4,27,6,25,18,23,3,28,5,26,7,24,22,6,22,6,5,8,19,8,22,5,20,8,5,6,23,20,8,5,24,5,23,5,23,4,25,2,26,2,26,7,8,6,8,3,26,7,6,7,8,26,14,29,0,28,0,28,2,0,27,1,10,17,0,30,13,1,11,17,11,17,0,30,13,2,0,2,27,1,9,30,0,17,0,1,29,0,0,17,13,15,13,15,13,14,13,0,13,0,11,2,13,2,0,30,0,30,0,2,0,13,0,13,1,11,1,0,30,0,17,0,2,1.0
11,12,13,17,11,19,8,20,8,17,10,16,13,16,16,12,18,17,9,7,11,17,11,18,12,16,11,10,16,9,16,12,11,17,18,9,16,11,12,9,17,8,16,9,16,12,16,11,13,10,11,12,13,13,12,13,13,11,18,9,19,7,16,11,16,11,17,11,16,9,12,13,16,9,17,9,12,11,11,10,12,11,16,9,11,13,11,12,11,10,13,9,12,11,12,11,4,6,25,7,24,25,22,5,26,6,24,8,23,27,2,27,2,6,3,25,3,27,1,26,3,1,7,22,26,3,6,23,6,22,6,22,6,24,4,24,4,24,8,3,7,3,5,24,8,2,8,3,29,9,30,0,29,0,30,0,0,29,0,15,12,0,30,18,0,16,13,15,12,0,30,17,0,0,1,29,0,15,30,0,13,0,0,30,0,0,13,18,11,16,10,17,10,18,0,18,0,16,1,18,0,0,30,0,30,0,1,0,17,0,17,0,16,0,0,30,0,13,0,1,1.0
12,7,14,16,12,24,5,24,5,23,6,22,8,21,15,13,17,23,5,4,12,16,12,17,13,15,13,6,22,6,22,7,12,16,23,5,22,6,13,5,22,5,22,5,21,7,21,6,14,6,12,7,14,8,13,8,14,6,23,5,24,4,21,6,22,6,22,6,21,5,13,8,22,5,22,5,13,6,12,6,13,6,21,6,12,8,12,7,12,6,14,5,13,6,13,6,10,12,19,16,15,30,13,11,20,15,18,17,14,30,0,30,0,15,0,30,0,30,0,30,0,0,16,13,30,0,15,14,15,13,15,13,12,15,10,18,10,18,17,0,16,0,11,18,17,0,17,0,5,30,9,19,8,19,7,22,18,6,21,0,30,0,30,0,21,0,30,0,30,0,30,0,22,0,22,6,21,0,30,0,30,0,21,9,19,0,30,0,30,0,30,0,30,0,19,0,19,0,22,0,22,0,30,0,30,0,22,0,0,19,0,21,0,21,0,30,0,30,0,22,1.0
17,9,19,11,17,23,4,24,5,21,7,20,10,19,10,18,12,21,5,3,17,11,17,12,18,10,17,6,20,6,20,9,17,11,22,6,20,8,18,5,20,4,20,5,19,9,19,8,19,7,17,9,19,10,18,10,19,7,21,5,23,3,19,8,20,8,20,7,19,5,18,10,19,5,20,6,18,8,17,6,18,8,19,6,17,10,17,9,17,7,19,5,18,7,18,7,1,2,28,3,27,30,26,2,29,2,27,4,27,30,0,30,0,2,0,30,0,30,0,30,0,0,3,26,30,0,2,27,2,26,2,26,3,28,1,27,1,27,4,0,3,0,2,27,4,0,4,0,24,30,28,2,26,1,26,4,0,25,2,0,30,0,30,0,2,0,30,0,30,0,30,0,4,0,4,24,3,0,30,0,30,0,2,27,0,0,30,0,30,0,30,0,30,0,1,0,0,0,4,0,4,0,30,0,30,0,4,0,0,2,0,2,0,2,0,30,0,30,0,4,1.0
20,3,19,8,16,30,0,30,0,27,0,26,4,25,6,17,10,30,0,0,19,9,16,11,19,7,20,0,30,0,27,3,17,11,30,0,30,2,20,0,26,0,26,0,25,3,25,2,19,0,19,3,19,4,19,4,19,0,27,0,30,0,26,2,26,2,26,0,25,0,17,4,26,0,26,0,19,2,19,0,19,2,26,0,19,4,17,3,20,0,19,0,17,0,19,0,0,0,30,0,29,12,28,0,30,0,30,0,28,17,7,19,8,1,13,14,12,18,8,13,11,5,1,29,14,13,0,29,1,29,0,30,0,29,0,30,0,30,0,12,1,11,0,30,0,7,0,11,22,8,25,3,24,3,24,3,3,23,3,15,12,0,30,17,4,16,12,15,12,0,30,17,5,0,6,22,3,15,30,0,12,0,4,25,3,0,12,17,10,15,10,16,9,18,4,18,3,16,6,17,3,0,30,0,30,0,6,0,18,4,17,4,16,5,0,30,0,12,0,6,1.0
