@relation 'Sax dominant'

@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMaa numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atLcc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o2atMaa numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atLcc numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o3atLcc numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atMaa numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
31,12,18,19,13,18,12,0,31,0,31,0,17,20,13,10,18,14,21,11,17,13,20,10,15,15,24,5,6,25,16,16,6,25,15,15,2.0
31,24,6,6,24,7,25,0,31,0,31,0,15,19,14,11,16,15,20,12,16,15,19,11,14,16,18,11,12,19,17,15,12,19,16,14,7.0
31,3,27,28,4,27,3,0,31,0,31,0,8,22,20,8,10,22,23,9,9,21,22,8,8,21,31,0,0,31,22,9,0,31,22,9,5.0
31,27,2,3,28,3,28,0,31,0,31,0,23,31,6,0,24,7,31,0,24,7,31,0,21,9,24,6,7,25,9,21,6,24,10,22,1.0
31,6,22,23,7,24,8,0,31,0,31,0,12,24,17,6,13,18,25,7,13,18,24,6,16,14,22,7,8,23,15,17,8,23,14,16,5.0
31,7,23,23,7,24,8,0,31,0,31,0,8,23,21,7,9,22,24,8,9,22,23,7,16,14,20,10,10,20,15,17,11,21,14,16,3.0
31,31,0,0,31,0,31,0,31,0,31,0,18,21,11,9,19,12,22,10,19,12,21,9,14,16,23,6,7,24,17,15,7,24,16,14,7.0
31,18,12,13,19,12,18,0,31,0,31,0,16,31,12,0,17,13,31,0,18,14,31,0,26,3,30,0,1,31,4,27,0,30,4,27,3.0
23,19,11,12,20,11,19,6,24,7,24,7,15,16,15,14,16,16,17,15,15,15,16,14,11,19,21,8,9,22,20,12,9,22,19,11,4.0
31,9,21,21,9,22,10,0,31,0,31,0,8,21,21,9,9,22,22,10,9,22,21,9,13,17,16,13,14,17,18,14,14,17,17,13,3.0
31,21,9,10,22,9,21,0,31,0,31,0,18,20,12,10,19,13,21,11,18,12,20,10,15,14,31,0,0,31,15,16,0,31,15,16,5.0
31,14,16,17,15,16,14,0,31,0,31,0,23,29,5,1,25,7,30,2,24,6,29,1,28,1,31,0,0,31,2,29,0,31,2,29,5.0
31,8,20,21,9,22,10,0,31,0,31,0,10,12,19,18,11,20,13,19,11,20,12,18,0,31,22,6,7,23,31,0,8,24,31,0,2.0
31,10,19,20,11,20,11,0,31,0,31,0,13,22,16,8,14,17,23,9,14,17,22,8,10,19,31,0,0,31,20,11,0,31,20,11,5.0
31,10,19,20,11,20,11,0,31,0,31,0,12,21,17,9,13,18,22,10,13,18,21,9,14,16,31,0,0,31,17,15,0,31,16,14,6.0
31,30,0,1,31,0,30,0,31,0,31,0,18,20,12,10,19,13,21,11,18,12,20,10,12,18,18,11,12,19,19,13,12,19,18,12,3.0
31,13,17,18,14,17,13,0,31,0,31,0,19,27,9,3,21,11,28,4,20,10,27,3,21,9,31,0,0,31,10,22,0,31,9,21,5.0
31,23,7,8,24,7,23,0,31,0,31,0,16,18,14,12,17,15,19,13,16,14,18,12,10,20,31,0,0,31,21,11,0,31,20,10,6.0
31,12,18,19,13,18,12,0,31,0,31,0,17,30,11,0,19,13,31,1,18,12,30,0,18,12,31,0,0,31,13,19,0,31,12,18,4.0
22,20,9,10,21,10,21,7,23,8,23,8,13,22,15,8,15,17,23,9,14,16,22,8,5,25,19,10,11,20,26,6,11,20,25,5,1.0
31,1,27,28,2,29,3,0,31,0,31,0,12,23,17,7,13,18,24,8,13,18,23,7,15,15,31,0,0,31,16,16,0,31,15,15,7.0
7,31,0,0,31,0,31,22,8,23,8,23,10,19,18,10,11,19,20,11,12,20,20,11,0,31,4,26,27,5,31,0,26,4,31,0,1.0
31,9,21,22,10,21,9,0,31,0,31,0,21,28,7,2,23,9,29,3,22,8,28,2,17,13,31,0,0,31,14,18,0,31,13,17,4.0
31,10,19,20,11,20,11,0,31,0,31,0,12,20,17,10,13,18,21,11,13,18,20,10,9,20,31,0,0,31,21,10,0,31,21,10,5.0
31,13,16,17,14,17,14,0,31,0,31,0,11,17,18,13,12,19,18,14,12,19,17,13,9,21,18,11,12,19,22,10,12,19,21,9,6.0
27,10,20,21,11,20,10,3,28,4,27,3,25,27,5,3,26,6,28,4,25,5,27,3,11,18,31,0,0,31,19,12,0,31,19,12,4.0
31,5,25,26,6,25,5,0,31,0,31,0,18,19,12,11,19,13,20,12,18,12,19,11,17,13,31,0,0,31,14,18,0,31,13,17,5.0
31,8,19,21,10,21,10,0,31,0,31,0,15,17,15,13,16,16,18,14,15,15,17,13,11,19,24,5,6,25,20,12,6,25,19,11,4.0
31,14,15,16,15,16,15,0,31,0,31,0,12,23,17,7,13,18,24,8,13,18,23,7,10,20,26,3,4,27,21,11,4,27,20,10,3.0
31,0,31,31,0,31,0,0,31,0,31,0,14,16,16,14,15,17,17,15,14,16,16,14,11,19,21,8,9,22,20,12,9,22,19,11,1.0
31,11,18,19,12,19,12,0,31,0,31,0,13,24,16,6,14,17,25,7,14,17,24,6,12,17,28,1,2,29,18,13,2,29,18,13,2.0
31,8,21,22,9,22,9,0,31,0,31,0,10,22,19,8,11,20,23,9,11,20,22,8,9,21,31,0,0,31,22,10,0,31,21,9,2.0
31,22,6,8,24,7,23,0,31,0,31,0,20,21,10,9,21,11,22,10,20,10,21,9,14,16,31,0,0,31,17,15,0,31,16,14,6.0
31,1,29,29,1,30,2,0,31,0,31,0,7,21,22,9,8,23,22,10,8,23,21,9,14,16,19,10,11,20,17,15,11,20,16,14,4.0
31,30,0,1,31,0,30,0,31,0,31,0,21,23,9,7,22,10,24,8,21,9,23,7,15,15,23,6,7,24,16,16,7,24,15,15,6.0
31,14,14,15,15,16,16,0,31,0,31,0,12,24,17,6,13,18,25,7,13,18,24,6,15,15,19,10,11,20,16,16,11,20,15,15,6.0
31,4,26,26,4,27,5,0,31,0,31,0,3,18,26,12,4,27,19,13,4,27,18,12,5,25,20,9,10,21,26,6,10,21,25,5,2.0
31,5,24,25,6,25,6,0,31,0,31,0,13,21,16,9,14,17,22,10,14,17,21,9,14,15,31,0,0,31,16,15,0,31,16,15,2.0
31,14,14,15,15,16,16,0,31,0,31,0,12,24,17,6,13,18,25,7,13,18,24,6,15,15,19,10,11,20,16,16,11,20,15,15,6.0
26,14,15,16,15,16,15,4,27,5,26,4,13,22,16,8,14,17,23,9,14,17,22,8,15,14,31,0,0,31,15,16,0,31,15,16,1.0
31,0,31,31,0,31,0,0,31,0,31,0,8,18,21,12,9,22,19,13,9,22,18,12,5,25,31,0,0,31,26,6,0,31,25,5,3.0
31,1,27,29,3,28,2,0,31,0,31,0,17,18,13,12,18,14,19,13,17,13,18,12,8,22,31,0,0,31,23,9,0,31,22,8,4.0
31,2,28,28,2,29,3,0,31,0,31,0,10,16,19,14,11,20,17,15,11,20,16,14,5,25,31,0,0,31,26,6,0,31,25,5,4.0
31,8,22,22,8,23,9,0,31,0,31,0,11,20,18,10,12,19,21,11,12,19,20,10,9,21,31,0,0,31,22,10,0,31,21,9,3.0
31,6,23,24,7,24,7,0,31,0,31,0,17,23,12,7,18,13,24,8,18,13,23,7,12,17,31,0,0,31,18,13,0,31,18,13,4.0
31,6,24,24,6,25,7,0,31,0,31,0,7,14,22,16,8,23,15,17,8,23,14,16,3,27,16,14,14,16,28,4,15,17,27,3,4.0
26,10,20,21,11,20,10,4,27,5,26,4,23,24,7,6,24,8,25,7,23,7,24,6,13,16,31,0,0,31,17,14,0,31,17,14,1.0
25,27,3,4,28,3,27,4,26,5,26,5,17,19,13,11,18,14,20,12,17,13,19,11,12,18,17,12,13,18,19,13,13,18,18,12,7.0
31,9,20,21,10,21,10,0,31,0,31,0,12,22,17,8,13,18,23,9,13,18,22,8,11,19,31,0,0,31,20,12,0,31,19,11,4.0
31,30,0,0,30,1,31,0,31,0,31,0,21,24,8,6,22,9,25,7,22,9,24,6,18,12,22,7,8,23,13,19,8,23,12,18,3.0
31,4,25,26,5,26,5,0,31,0,31,0,12,20,17,10,13,18,21,11,13,18,20,10,10,20,31,0,0,31,21,11,0,31,20,10,4.0
31,9,20,21,10,21,10,0,31,0,31,0,10,24,19,6,11,20,25,7,11,20,24,6,16,14,21,8,9,22,15,17,9,22,14,16,5.0
31,2,28,29,3,28,2,0,31,0,31,0,18,20,12,10,19,13,21,11,18,12,20,10,13,16,31,0,0,31,17,14,0,31,17,14,6.0
31,2,27,28,3,28,3,0,31,0,31,0,14,31,16,0,14,16,31,0,15,17,31,0,26,4,28,2,3,29,4,26,2,28,5,27,6.0
31,19,9,11,21,10,20,0,31,0,31,0,17,19,13,11,18,14,20,12,17,13,19,11,11,19,24,5,6,25,20,12,6,25,19,11,3.0
31,6,24,24,6,25,7,0,31,0,31,0,11,20,18,10,12,19,21,11,12,19,20,10,7,23,31,0,0,31,24,8,0,31,23,7,2.0
31,18,12,13,19,12,18,0,31,0,31,0,25,26,5,4,26,6,27,5,25,5,26,4,18,12,31,0,0,31,13,19,0,31,12,18,4.0
31,26,4,5,27,4,26,0,31,0,31,0,19,21,11,9,20,12,22,10,19,11,21,9,15,15,24,5,6,25,16,16,6,25,15,15,4.0
31,8,20,21,9,22,10,0,31,0,31,0,7,18,22,10,8,23,20,12,8,23,19,11,7,23,17,12,13,18,24,8,13,18,23,7,3.0
31,12,18,18,12,19,13,0,31,0,31,0,9,17,20,13,10,21,18,14,10,21,17,13,5,25,15,14,15,16,26,6,15,16,25,5,3.0
31,9,21,22,10,21,9,0,31,0,31,0,15,31,13,0,17,15,31,0,16,14,31,0,21,9,31,0,0,31,10,22,0,31,9,21,4.0
27,25,5,6,26,5,25,2,28,3,28,3,15,17,15,13,16,16,18,14,15,15,17,13,10,20,20,9,10,21,21,11,10,21,20,10,3.0
25,30,0,1,31,0,30,4,26,5,26,5,19,20,11,10,20,12,21,11,19,11,20,10,13,17,20,9,10,21,18,14,10,21,17,13,6.0
31,16,13,14,17,14,17,0,31,0,31,0,13,14,17,16,14,18,15,17,13,17,14,16,7,23,21,6,8,23,24,8,8,23,23,7,6.0
31,11,18,19,12,19,12,0,31,0,31,0,17,23,12,7,18,13,24,8,18,13,23,7,15,15,25,4,5,26,16,16,5,26,15,15,7.0
19,26,4,5,27,4,26,7,22,10,21,9,22,31,7,0,23,8,31,0,23,8,31,0,19,11,21,9,10,22,11,19,9,21,12,20,5.0
31,10,19,20,11,20,11,0,31,0,31,0,14,21,15,9,15,16,22,10,15,16,21,9,9,20,31,0,0,31,21,10,0,31,21,10,4.0
31,18,10,12,20,11,19,0,31,0,31,0,17,28,11,2,19,13,29,3,18,12,28,2,21,9,31,0,0,31,10,22,0,31,9,21,4.0
15,24,6,6,24,7,25,15,15,15,16,16,7,13,22,16,8,23,14,17,8,23,14,17,2,28,5,25,25,5,29,3,26,6,28,2,1.0
31,6,24,25,7,24,6,0,31,0,31,0,11,21,17,9,13,19,22,10,12,18,21,9,11,19,31,0,0,31,20,12,0,31,19,11,6.0
31,0,31,31,0,31,0,0,31,0,31,0,14,15,16,15,15,17,16,16,14,16,15,15,3,27,24,6,6,24,28,4,7,25,27,3,3.0
31,8,22,23,9,22,8,0,31,0,31,0,22,24,8,6,23,9,25,7,22,8,24,6,14,15,31,0,0,31,16,15,0,31,16,15,5.0
31,10,20,20,10,21,11,0,31,0,31,0,8,14,21,16,9,22,15,17,9,22,14,16,1,29,29,0,1,30,30,2,1,30,29,1,7.0
31,18,12,13,19,12,18,0,31,0,31,0,18,20,12,10,19,13,21,11,18,12,20,10,15,15,23,6,7,24,16,16,7,24,15,15,2.0
27,11,19,20,12,19,11,2,28,3,28,3,16,29,12,1,18,14,30,2,17,13,29,1,22,7,31,0,0,31,8,23,0,31,8,23,1.0
31,23,7,8,24,7,23,0,31,0,31,0,18,19,12,11,19,13,20,12,18,12,19,11,13,17,23,6,7,24,18,14,7,24,17,13,4.0
31,21,9,10,22,9,21,0,31,0,31,0,17,19,13,11,18,14,20,12,17,13,19,11,12,18,22,7,8,23,19,13,8,23,18,12,4.0
27,13,16,17,14,17,14,3,27,3,28,4,13,17,16,12,14,17,18,13,14,17,18,13,17,13,31,0,0,31,14,18,0,31,13,17,2.0
31,14,15,16,15,16,15,0,31,0,31,0,18,23,11,7,19,12,24,8,19,12,23,7,19,10,31,0,0,31,11,20,0,31,11,20,5.0
31,9,21,21,9,22,10,0,31,0,31,0,12,21,17,9,13,18,22,10,13,18,21,9,13,17,20,9,10,21,18,14,10,21,17,13,6.0
31,17,11,12,18,13,19,0,31,0,31,0,16,25,13,5,17,14,26,6,17,14,25,5,17,13,22,7,8,23,14,18,8,23,13,17,5.0
31,6,24,25,7,24,6,0,31,0,31,0,22,23,8,7,23,9,24,8,22,8,23,7,10,17,31,0,0,31,19,12,0,31,19,12,5.0
26,18,12,13,19,12,18,1,28,3,28,3,15,31,14,0,16,15,31,0,16,15,31,0,27,3,28,2,3,29,3,27,2,28,4,28,2.0
31,5,24,25,6,25,6,0,31,0,31,0,12,22,17,8,13,18,23,9,13,18,22,8,12,17,31,0,0,31,18,13,0,31,18,13,6.0
28,7,23,24,8,23,7,1,29,2,29,2,21,22,9,8,22,10,23,9,21,9,22,8,20,9,31,0,0,31,10,21,0,31,10,21,1.0
31,10,19,20,11,20,11,0,31,0,31,0,13,21,16,9,14,17,22,10,14,17,21,9,12,17,31,0,0,31,18,13,0,31,18,13,5.0
31,21,9,10,22,9,21,0,31,0,31,0,15,17,15,13,16,16,18,14,15,15,17,13,14,16,31,0,0,31,17,15,0,31,16,14,5.0
31,11,19,19,11,20,12,0,31,0,31,0,7,14,22,16,8,23,15,17,8,23,14,16,5,25,16,11,13,18,26,6,13,18,25,5,7.0
28,22,8,9,23,8,22,1,29,2,29,2,16,31,12,0,18,14,31,0,17,13,31,0,22,6,31,0,0,31,7,23,0,31,8,24,4.0
31,16,14,14,16,15,17,0,31,0,31,0,14,21,15,9,15,16,22,10,15,16,21,9,12,18,19,10,11,20,19,13,11,20,18,12,5.0
22,31,0,0,31,0,31,8,23,9,22,8,10,31,20,0,10,20,31,0,11,21,31,0,19,11,20,10,11,21,11,19,10,20,12,20,5.0
27,29,0,1,30,1,30,2,28,3,28,3,21,23,9,7,22,10,24,8,21,9,23,7,15,15,22,7,8,23,16,16,8,23,15,15,7.0
31,19,10,11,20,11,20,0,31,0,31,0,17,22,12,8,18,13,23,9,18,13,22,8,6,23,31,0,0,31,24,7,0,31,24,7,3.0
31,15,15,15,15,16,16,0,31,0,31,0,11,22,18,8,12,19,23,9,12,19,22,8,14,16,18,11,12,19,17,15,12,19,16,14,4.0
25,19,11,12,20,11,19,2,27,4,27,4,21,31,8,0,22,9,31,0,22,9,31,0,25,5,26,4,5,27,5,25,4,26,6,26,2.0
24,27,3,4,28,3,27,5,25,6,25,6,22,24,8,6,23,9,25,7,22,8,24,6,16,14,22,7,8,23,15,17,8,23,14,16,5.0
31,12,17,18,13,18,13,0,31,0,31,0,9,23,20,7,10,21,24,8,10,21,23,7,10,20,20,9,10,21,21,11,10,21,20,10,5.0
31,3,25,26,4,27,5,0,31,0,31,0,5,31,25,0,5,25,31,0,6,26,31,0,21,9,23,7,8,24,9,21,7,23,10,22,6.0
31,13,15,17,15,16,14,0,31,0,31,0,14,31,15,0,15,16,31,0,15,16,31,0,20,10,22,8,9,23,10,20,8,22,11,21,6.0
26,27,3,4,28,3,27,3,27,4,27,4,17,19,13,11,18,14,20,12,17,13,19,11,12,18,22,7,8,23,19,13,8,23,18,12,7.0
31,3,25,26,4,27,5,0,31,0,31,0,6,19,23,11,7,24,20,12,7,24,19,11,5,25,31,0,0,31,26,6,0,31,25,5,2.0
31,8,22,23,9,22,8,0,31,0,31,0,23,24,7,6,24,8,25,7,23,7,24,6,9,20,31,0,0,31,21,10,0,31,21,10,3.0
31,16,14,15,17,14,16,0,31,0,31,0,20,29,8,1,22,10,30,2,21,9,29,1,22,8,31,0,0,31,9,23,0,31,8,22,4.0
31,4,25,26,5,26,5,0,31,0,31,0,15,22,14,8,16,15,23,9,16,15,22,8,14,15,31,0,0,31,16,15,0,31,16,15,4.0
31,11,19,19,11,20,12,0,31,0,31,0,9,18,20,12,10,21,19,13,10,21,18,12,6,24,29,0,1,30,25,7,1,30,24,6,4.0
31,11,17,19,13,18,12,0,31,0,31,0,14,23,14,7,16,16,24,8,15,15,23,7,9,21,31,0,0,31,22,10,0,31,21,9,3.0
31,15,12,14,17,14,17,0,31,0,31,0,26,27,4,3,27,5,28,4,26,4,27,3,20,10,25,5,5,25,11,21,6,26,10,20,6.0
31,7,23,23,7,24,8,0,31,0,31,0,10,24,19,6,11,20,25,7,11,20,24,6,15,15,31,0,0,31,16,16,0,31,15,15,7.0
31,18,10,11,19,12,20,0,31,0,31,0,13,16,16,14,14,17,17,15,14,17,16,14,3,27,28,1,2,29,28,4,2,29,27,3,5.0
31,25,5,6,26,5,25,0,31,0,31,0,15,18,15,12,16,16,19,13,15,15,18,12,13,17,18,11,12,19,18,14,12,19,17,13,2.0
24,11,19,20,12,19,11,5,25,6,25,6,28,29,2,1,29,3,30,2,28,2,29,1,16,13,31,0,0,31,14,17,0,31,14,17,5.0
31,5,25,26,6,25,5,0,31,0,31,0,18,20,12,10,19,13,21,11,18,12,20,10,9,19,31,0,0,31,21,11,0,31,20,10,4.0
31,27,3,4,28,3,27,0,31,0,31,0,19,20,11,10,20,12,21,11,19,11,20,10,15,15,24,5,6,25,16,16,6,25,15,15,4.0
31,3,26,27,4,27,4,0,31,0,31,0,8,24,21,6,9,22,25,7,9,22,24,6,13,17,31,0,0,31,18,14,0,31,17,13,5.0
27,25,5,6,26,5,25,2,28,3,28,3,18,20,12,10,19,13,21,11,18,12,20,10,15,15,28,1,2,29,16,16,2,29,15,15,5.0
31,17,11,13,19,12,18,0,31,0,31,0,19,20,11,10,20,12,21,11,19,11,20,10,15,14,31,0,0,31,15,16,0,31,15,16,6.0
31,8,21,22,9,22,9,0,31,0,31,0,10,21,19,9,11,20,22,10,11,20,21,9,8,22,31,0,0,31,23,9,0,31,22,8,3.0
31,4,26,26,4,27,5,0,31,0,31,0,10,30,19,0,11,20,31,1,11,20,30,0,24,6,29,0,1,30,7,25,1,30,6,24,2.0
28,9,21,22,10,21,9,1,29,2,29,2,26,27,4,3,27,5,28,4,26,4,27,3,12,17,31,0,0,31,18,13,0,31,18,13,5.0
31,12,16,18,14,17,13,0,31,0,31,0,22,23,8,7,23,9,24,8,22,8,23,7,15,15,22,7,8,23,16,16,8,23,15,15,7.0
31,26,4,5,27,4,26,0,31,0,31,0,19,20,11,10,20,12,21,11,19,11,20,10,13,17,24,5,6,25,18,14,6,25,17,13,5.0
31,6,24,24,6,25,7,0,31,0,31,0,7,23,22,7,8,23,24,8,8,23,23,7,18,12,22,8,8,22,13,19,9,23,12,18,1.0
31,16,14,15,17,14,16,0,31,0,31,0,21,30,7,0,23,9,31,1,22,8,30,0,21,9,31,0,0,31,10,22,0,31,9,21,6.0
31,4,26,27,5,26,4,0,31,0,31,0,18,19,12,11,19,13,20,12,18,12,19,11,13,16,31,0,0,31,17,14,0,31,17,14,4.0
31,12,18,18,12,19,13,0,31,0,31,0,9,23,20,7,10,21,24,8,10,21,23,7,18,12,22,8,8,22,13,19,9,23,12,18,1.0
31,22,7,8,23,8,23,0,31,0,31,0,18,21,11,9,19,12,22,10,19,12,21,9,16,13,31,0,0,31,14,17,0,31,14,17,3.0
31,7,23,24,8,23,7,0,31,0,31,0,11,21,17,9,13,19,22,10,12,18,21,9,9,21,31,0,0,31,22,10,0,31,21,9,5.0
28,26,4,5,27,4,26,1,29,2,29,2,18,20,12,10,19,13,21,11,18,12,20,10,15,15,23,6,7,24,16,16,7,24,15,15,4.0
31,18,10,11,19,12,20,0,31,0,31,0,13,16,16,14,14,17,17,15,14,17,16,14,3,27,28,1,2,29,28,4,2,29,27,3,5.0
31,8,22,23,9,22,8,0,31,0,31,0,17,22,12,8,18,13,23,9,18,13,22,8,15,14,31,0,0,31,15,16,0,31,15,16,6.0
31,11,19,20,12,19,11,0,31,0,31,0,26,27,4,3,27,5,28,4,26,4,27,3,23,7,31,0,0,31,8,24,0,31,7,23,1.0
31,9,20,21,10,21,10,0,31,0,31,0,13,25,16,5,14,17,26,6,14,17,25,5,14,16,31,0,0,31,17,15,0,31,16,14,5.0
31,13,16,17,14,17,14,0,31,0,31,0,14,22,15,8,15,16,23,9,15,16,22,8,11,19,31,0,0,31,20,12,0,31,19,11,5.0
31,19,11,12,20,11,19,0,31,0,31,0,21,22,9,8,22,10,23,9,21,9,22,8,15,14,31,0,0,31,15,16,0,31,15,16,4.0
31,0,31,31,0,31,0,0,31,0,31,0,10,18,18,12,12,20,19,13,11,19,18,12,6,24,31,0,0,31,25,7,0,31,24,6,3.0
31,1,29,30,2,29,1,0,31,0,31,0,16,17,14,13,17,15,18,14,16,14,17,13,6,22,31,0,0,31,24,8,0,31,23,7,5.0
31,8,22,23,9,22,8,0,31,0,31,0,10,23,18,7,12,20,24,8,11,19,23,7,12,18,31,0,0,31,19,13,0,31,18,12,5.0
31,24,6,7,25,6,24,0,31,0,31,0,22,24,8,6,23,9,25,7,22,8,24,6,16,14,20,9,10,21,15,17,10,21,14,16,3.0
31,28,2,3,29,2,28,0,31,0,31,0,21,23,9,7,22,10,24,8,21,9,23,7,17,13,21,9,9,21,14,18,10,22,13,17,7.0
31,19,9,11,21,10,20,0,31,0,31,0,17,19,13,11,18,14,20,12,17,13,19,11,11,19,24,5,6,25,20,12,6,25,19,11,3.0
31,20,10,11,21,10,20,0,31,0,31,0,15,31,14,0,16,15,31,0,16,15,31,0,24,6,25,5,6,26,6,24,5,25,7,25,5.0
31,9,21,21,9,22,10,0,31,0,31,0,10,23,19,7,11,20,24,8,11,20,23,7,12,18,22,7,8,23,19,13,8,23,18,12,7.0
31,6,23,24,7,24,7,0,31,0,31,0,12,23,17,7,13,18,24,8,13,18,23,7,14,15,31,0,0,31,16,15,0,31,16,15,6.0
29,6,24,25,7,24,6,0,30,1,30,1,22,23,8,7,23,9,24,8,22,8,23,7,16,13,31,0,0,31,14,17,0,31,14,17,1.0
31,18,12,13,19,12,18,0,31,0,31,0,20,21,10,9,21,11,22,10,20,10,21,9,13,17,24,5,6,25,18,14,6,25,17,13,6.0
31,8,21,22,9,22,9,0,31,0,31,0,10,21,19,9,11,20,22,10,11,20,21,9,8,22,23,6,7,24,23,9,7,24,22,8,3.0
31,15,14,15,16,15,16,0,31,0,31,0,16,21,13,9,17,14,22,10,17,14,21,9,6,24,31,0,0,31,25,7,0,31,24,6,3.0
31,15,12,14,17,14,17,0,31,0,31,0,18,19,12,11,19,13,20,12,18,12,19,11,12,18,31,0,0,31,19,13,0,31,18,12,6.0
31,9,21,22,10,21,9,0,31,0,31,0,15,31,14,0,16,15,31,0,16,15,31,0,23,7,26,4,5,27,7,23,4,26,8,24,5.0
25,22,8,9,23,8,22,4,26,5,26,5,17,20,13,10,18,14,21,11,17,13,20,10,15,15,24,5,6,25,16,16,6,25,15,15,3.0
31,12,18,19,13,18,12,0,31,0,31,0,25,26,5,4,26,6,27,5,25,5,26,4,18,11,31,0,0,31,12,19,0,31,12,19,1.0
31,24,6,7,25,6,24,0,31,0,31,0,18,20,12,10,19,13,21,11,18,12,20,10,14,16,20,9,10,21,17,15,10,21,16,14,7.0
31,10,20,20,10,21,11,0,31,0,31,0,10,22,19,8,11,20,23,9,11,20,22,8,16,14,20,9,10,21,15,17,10,21,14,16,2.0
31,4,26,26,4,27,5,0,31,0,31,0,5,21,24,9,6,25,22,10,6,25,21,9,15,15,20,9,10,21,16,16,10,21,15,15,1.0
8,24,6,6,24,7,25,22,8,22,9,23,6,10,23,19,7,24,11,20,7,24,11,20,0,30,7,23,23,7,31,1,24,8,30,0,1.0
31,16,11,13,18,13,18,0,31,0,31,0,17,21,12,9,18,13,22,10,18,13,21,9,14,15,31,0,0,31,16,15,0,31,16,15,1.0
31,10,20,21,11,20,10,0,31,0,31,0,27,28,3,2,28,4,29,3,27,3,28,2,23,7,31,0,0,31,8,24,0,31,7,23,1.0
31,16,14,14,16,15,17,0,31,0,31,0,14,21,15,9,15,16,22,10,15,16,21,9,12,18,19,10,11,20,19,13,11,20,18,12,5.0
31,0,30,30,0,31,1,0,31,0,31,0,3,18,26,12,4,27,19,13,4,27,18,12,4,26,29,0,1,30,27,5,1,30,26,4,2.0
31,9,21,22,10,21,9,0,31,0,31,0,6,31,23,0,7,24,31,0,7,24,31,0,17,13,20,10,11,21,13,17,10,20,14,18,3.0
31,4,26,26,4,27,5,0,31,0,31,0,7,31,23,0,7,23,31,0,8,24,31,0,23,7,27,3,4,28,7,23,3,27,8,24,3.0
31,7,22,23,8,23,8,0,31,0,31,0,13,25,15,5,15,17,26,6,14,16,25,5,18,12,24,5,6,25,13,19,6,25,12,18,7.0
25,27,3,4,28,3,27,4,26,5,26,5,19,21,11,9,20,12,22,10,19,11,21,9,14,16,23,6,7,24,17,15,7,24,16,14,5.0
31,13,15,17,15,16,14,0,31,0,31,0,22,31,7,0,23,8,31,0,23,8,31,0,25,5,27,3,4,28,5,25,3,27,6,26,6.0
31,3,25,26,4,27,5,0,31,0,31,0,6,19,23,11,7,24,20,12,7,24,19,11,5,25,31,0,0,31,26,6,0,31,25,5,2.0
31,15,15,16,16,15,15,0,31,0,31,0,19,30,9,0,21,11,31,1,20,10,30,0,22,8,31,0,0,31,9,23,0,31,8,22,6.0
31,2,28,28,2,29,3,0,31,0,31,0,7,21,22,9,8,23,22,10,8,23,21,9,9,21,18,12,12,18,22,10,13,19,21,9,2.0
31,14,15,16,15,16,15,0,31,0,31,0,19,21,11,9,20,12,22,10,19,11,21,9,16,14,21,8,9,22,15,17,9,22,14,16,7.0
29,17,13,14,18,13,17,0,30,1,30,1,25,31,4,0,26,5,31,0,26,5,31,0,29,1,30,0,1,31,1,29,0,30,2,30,5.0
26,27,2,3,28,3,28,4,27,5,26,4,0,31,31,0,0,31,31,0,0,31,31,0,10,20,12,17,18,13,20,10,18,13,21,11,1.0
31,28,2,3,29,2,28,0,31,0,31,0,20,22,10,8,21,11,23,9,20,10,22,8,15,15,21,8,9,22,16,16,9,22,15,15,3.0
31,14,16,16,14,17,15,0,31,0,31,0,5,14,24,16,6,25,15,17,6,25,14,16,1,29,8,22,22,8,30,2,23,9,29,1,2.0
31,2,28,29,3,28,2,0,31,0,31,0,18,20,12,10,19,13,21,11,18,12,20,10,13,16,31,0,0,31,17,14,0,31,17,14,6.0
31,24,6,7,25,6,24,0,31,0,31,0,20,21,10,9,21,11,22,10,20,10,21,9,14,16,31,0,0,31,17,15,0,31,16,14,6.0
31,14,16,17,15,16,14,0,31,0,31,0,18,28,10,2,20,12,29,3,19,11,28,2,20,10,31,0,0,31,11,21,0,31,10,20,6.0
31,15,15,15,15,16,16,0,31,0,31,0,7,12,22,17,8,23,13,18,8,23,13,18,0,31,13,14,16,15,31,0,16,15,31,0,5.0
31,21,8,9,22,9,22,0,31,0,31,0,19,21,11,9,20,12,22,10,19,11,21,9,14,15,23,6,7,24,16,15,7,24,16,15,5.0
