@relation 'Sax dominant'

@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atLeee numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMaed numeric
@attribute o1atLaed numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMaec numeric
@attribute o1atLaec numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute destClass {2,1}

@data
14,62,12,14,79,61,33,60,32,58,60,13,65,25,65,28,34,72,19,14,34,59,33,13,80,22,77,60,32,74,20,73,19,72,32,59,33,59,34,61,20,14,66,28,62,28,62,14,65,13,79,17,28,60,75,18,74,18,23,65,25,64,14,33,59,20,13,78,15,33,28,33,15,19,60,19,28,33,14,33,28,20,15,34,75,17,29,33,14,34,28,19,25,33,29,33,28,19,15,19,14,20,15,18,25,20,14,63,1.0
14,75,12,14,79,46,45,46,45,42,74,13,76,16,76,18,47,84,7,15,48,42,47,13,80,15,77,46,43,86,7,85,7,84,43,44,47,44,47,47,7,14,77,17,75,17,74,13,75,12,79,5,17,74,87,6,86,6,15,75,16,74,14,47,45,8,12,78,15,45,17,47,15,7,46,7,17,47,13,47,18,8,14,47,87,5,17,47,14,48,17,7,16,47,18,45,17,7,14,7,14,8,15,6,16,8,14,76,2.0
14,68,12,14,79,41,50,41,50,37,66,13,70,21,70,23,52,88,3,15,53,37,52,13,80,19,77,41,48,90,3,89,3,88,48,39,52,39,51,42,3,14,71,22,68,23,67,13,69,12,79,1,23,66,91,2,90,2,19,69,21,68,14,52,40,3,12,78,15,50,23,52,15,3,41,3,23,52,13,52,24,4,14,52,91,1,22,52,14,53,23,3,21,52,23,50,23,3,14,3,14,4,15,2,21,4,14,69,2.0
12,71,10,12,81,42,49,42,49,38,69,11,73,18,73,20,51,86,5,13,52,38,51,11,82,16,79,42,47,88,5,87,5,86,47,40,51,40,50,43,5,12,74,19,71,20,71,12,73,11,81,3,20,69,89,4,88,4,16,73,18,72,12,51,41,5,11,80,13,49,20,51,13,5,42,5,20,51,12,51,21,6,12,51,89,3,19,51,12,52,20,5,18,51,20,49,20,5,12,5,12,6,13,4,18,6,12,72,2.0
14,74,12,14,79,55,37,54,36,51,73,13,75,17,76,19,40,77,14,15,40,51,39,13,80,15,77,55,35,79,14,78,14,77,34,52,38,53,40,56,15,15,77,19,75,17,73,13,74,12,79,12,18,73,80,13,79,13,15,75,16,73,14,38,53,15,12,78,15,37,17,38,15,14,54,14,17,39,13,38,19,15,15,39,80,12,19,39,15,40,17,14,16,38,19,37,17,14,15,14,15,15,15,13,17,15,15,75,2.0
13,74,11,13,80,60,33,59,32,57,73,12,75,17,76,19,35,74,17,14,35,57,34,12,81,15,78,60,31,76,17,75,17,74,31,58,33,59,35,61,18,14,77,19,75,17,74,13,75,12,80,15,18,73,77,16,76,16,15,76,16,74,13,33,59,18,12,79,14,33,17,33,14,17,59,17,17,34,13,33,19,18,14,34,77,15,19,34,14,35,17,17,16,33,19,33,17,17,14,17,14,18,14,16,17,18,14,75,2.0
14,70,12,14,79,59,34,58,33,56,68,13,72,19,73,22,36,73,18,15,36,56,35,13,80,16,77,59,32,75,18,74,18,73,32,57,34,58,36,60,19,15,74,22,71,20,70,14,72,13,79,16,21,68,76,17,75,17,16,73,18,71,14,34,58,19,13,78,15,34,20,34,15,18,58,18,20,35,14,34,22,19,15,35,76,16,22,35,15,36,20,18,18,34,22,34,20,18,15,18,15,19,15,17,19,19,15,71,1.0
15,75,13,15,78,60,34,59,33,57,74,14,76,16,76,17,35,74,17,15,35,58,34,14,79,15,76,59,33,76,18,75,17,74,33,58,34,58,35,60,18,15,77,17,75,17,74,14,75,13,78,15,17,74,77,16,76,16,15,75,16,74,15,34,58,18,13,77,16,34,17,34,16,17,59,17,17,34,14,34,17,18,16,35,77,15,18,34,15,35,17,17,16,34,18,34,17,17,16,17,15,18,16,16,16,18,15,76,1.0
14,66,12,14,79,58,33,58,33,54,64,13,68,23,69,26,36,73,18,15,36,54,35,13,80,20,77,58,31,75,18,74,18,73,31,56,35,56,36,59,18,15,70,26,67,24,66,14,68,13,79,16,25,64,76,17,75,17,20,69,22,67,14,35,57,19,13,78,15,33,24,35,15,18,58,18,24,35,14,35,26,19,15,35,76,16,26,35,15,36,24,18,22,35,26,33,24,18,15,18,15,19,15,17,23,19,15,67,1.0
15,70,13,15,78,58,35,57,34,55,68,14,72,19,73,22,37,71,20,16,37,55,36,14,79,17,76,58,33,73,20,72,20,71,33,56,35,57,36,59,21,16,74,21,71,20,70,15,72,14,78,18,21,69,74,19,73,19,17,73,18,71,15,35,57,21,14,77,16,35,20,35,16,20,57,20,20,36,15,35,22,21,16,36,74,18,21,36,16,37,20,20,18,35,22,35,20,20,16,20,16,21,16,19,19,21,16,71,1.0
14,61,12,14,79,59,34,58,33,56,59,13,63,28,64,31,36,70,21,15,36,56,35,13,80,25,77,59,32,72,21,71,21,70,32,57,34,58,36,60,22,15,65,31,62,29,61,14,63,13,79,19,30,59,73,20,72,20,25,64,27,62,14,34,58,22,13,78,15,34,29,34,15,21,58,21,29,35,14,34,31,22,15,35,73,19,31,35,15,36,29,21,27,34,31,34,29,21,15,21,15,22,15,20,28,22,15,62,1.0
14,62,12,14,79,57,36,56,35,54,60,13,64,27,65,30,38,71,20,15,38,54,37,13,80,24,77,57,34,73,20,72,20,71,34,55,36,56,38,58,21,15,66,30,63,28,62,14,64,13,79,18,29,60,74,19,73,19,24,65,26,63,14,36,56,21,13,78,15,36,28,36,15,20,56,20,28,37,14,36,30,21,15,37,74,18,30,37,15,38,28,20,26,36,30,36,28,20,15,20,15,21,15,19,27,21,15,63,1.0
13,75,11,13,80,46,44,46,45,42,74,12,76,15,77,17,47,84,7,14,47,42,46,12,81,14,78,46,43,86,7,85,7,84,43,44,47,44,46,47,7,13,78,16,76,16,74,12,75,11,80,5,16,74,87,6,86,6,14,76,15,74,13,47,45,8,11,79,14,45,16,47,14,7,46,7,16,46,12,47,17,8,13,47,87,5,16,47,14,48,16,7,15,47,18,45,16,7,13,7,14,8,14,6,16,8,13,76,2.0
14,61,13,15,78,58,32,58,32,52,59,14,63,28,64,31,36,73,18,16,36,54,34,14,79,25,76,58,31,75,18,74,18,73,31,55,34,55,35,59,18,16,65,30,62,27,61,14,63,14,78,16,29,59,76,17,75,17,25,64,26,62,15,34,56,19,14,77,16,32,28,34,16,18,58,18,28,35,15,35,31,19,16,34,76,16,30,34,16,36,29,18,27,34,31,32,28,18,16,18,16,19,16,17,28,19,16,62,1.0
12,74,10,12,81,56,37,55,36,53,73,11,75,17,76,19,39,74,17,13,39,53,38,11,82,15,79,56,35,76,17,75,17,74,35,54,37,55,39,57,18,13,77,19,75,17,74,12,75,11,81,15,18,73,77,16,76,16,15,76,16,75,12,37,55,18,12,80,13,37,17,37,13,17,55,17,17,38,12,37,19,18,13,38,77,15,19,38,13,39,17,17,16,37,19,37,17,17,13,17,13,18,13,16,17,18,13,75,2.0
14,62,12,14,79,57,36,56,35,54,60,13,65,25,66,29,38,71,20,15,38,54,37,13,80,21,77,57,34,73,20,72,20,71,34,55,36,56,38,58,21,15,67,29,63,27,62,14,65,13,79,18,28,60,74,19,73,19,22,66,24,64,14,36,56,21,13,78,15,36,27,36,15,20,56,20,27,37,14,36,29,21,15,37,74,18,29,37,15,38,27,20,24,36,29,36,27,20,15,20,15,21,15,19,25,21,15,63,1.0
12,75,10,12,81,56,39,54,38,54,74,11,76,16,77,18,40,73,18,13,40,54,39,11,82,14,79,55,38,75,19,74,18,73,38,54,38,55,40,56,19,13,78,18,76,16,75,12,76,11,81,16,17,74,76,17,75,17,14,77,15,75,12,38,55,19,11,80,13,39,16,38,13,18,54,18,16,39,12,38,18,19,13,39,76,16,18,39,13,40,16,18,15,38,18,39,16,18,13,18,13,19,13,17,16,19,13,76,2.0
13,74,11,13,80,56,39,54,38,54,73,12,75,17,76,19,40,76,15,14,40,54,39,12,81,15,78,55,38,78,16,77,15,76,38,54,38,55,40,56,16,14,77,19,75,17,74,13,75,12,80,13,18,73,79,14,78,14,15,76,16,74,13,38,55,16,12,79,14,39,17,38,14,15,54,15,17,39,13,38,19,16,14,39,79,13,19,39,14,40,17,15,16,38,19,39,17,15,14,15,14,16,14,14,17,16,14,75,2.0
12,54,10,12,81,57,36,55,35,55,50,11,59,29,59,34,37,69,21,12,37,55,36,11,82,25,79,56,35,70,22,70,21,68,35,55,35,56,37,57,22,12,60,34,54,33,54,12,59,11,81,19,34,51,72,20,72,20,26,59,29,58,12,36,56,22,11,80,12,36,33,36,13,21,56,21,33,36,12,36,34,22,12,37,72,19,34,36,12,37,34,21,29,36,34,36,34,22,13,22,12,22,13,20,29,22,12,55,2.0
12,70,10,12,81,56,36,55,35,54,68,11,72,19,72,21,37,72,18,12,38,54,36,11,82,17,79,56,35,73,19,73,18,71,35,55,35,55,37,56,19,12,73,21,70,19,70,12,72,11,81,16,20,68,75,17,75,17,17,72,18,71,12,36,55,19,11,80,12,37,20,36,13,19,56,18,19,37,12,37,21,19,12,37,75,16,21,36,12,38,21,19,19,37,21,36,20,19,12,19,12,19,13,17,19,19,12,71,2.0
14,73,12,14,79,55,37,54,36,50,72,13,74,18,75,20,40,75,16,15,40,50,39,13,80,16,77,55,34,77,16,76,16,75,34,52,38,53,40,56,17,15,76,20,74,18,73,14,74,13,79,14,19,72,78,15,77,15,16,75,17,73,14,38,53,17,13,78,15,37,18,38,15,16,54,16,18,39,14,38,20,17,15,39,78,14,20,39,15,40,18,16,17,38,20,37,18,16,15,16,15,17,15,15,18,17,15,74,1.0
14,68,12,14,79,58,35,57,34,55,65,13,71,19,72,23,37,73,18,15,37,55,36,13,80,16,77,58,33,75,18,74,18,73,33,56,35,57,37,59,19,15,73,23,69,21,68,14,71,13,79,16,22,66,76,17,75,17,16,72,18,70,14,35,57,19,13,78,15,35,21,35,15,18,57,18,21,36,14,35,23,19,15,36,76,16,23,36,15,37,21,18,18,35,23,35,21,18,15,18,15,19,15,17,19,19,15,69,1.0
13,76,11,13,80,45,45,46,45,42,75,12,77,15,77,16,47,92,0,13,48,42,47,12,81,14,78,46,43,92,0,92,1,91,43,44,47,44,47,46,1,13,78,16,76,16,76,13,77,12,80,0,16,75,93,0,93,0,14,77,15,76,13,47,44,1,12,79,13,46,16,47,14,1,46,1,16,47,13,47,16,1,13,48,93,0,16,47,13,48,16,1,15,47,16,45,16,1,13,1,13,1,14,0,15,1,13,77,2.0
13,75,11,13,80,57,35,56,34,52,74,12,76,16,77,18,38,78,13,14,38,52,37,12,81,14,78,57,32,80,13,79,13,78,32,54,36,55,38,58,14,14,78,18,76,16,75,13,76,12,80,11,17,74,81,12,80,12,14,77,15,75,13,36,55,14,12,79,14,35,16,36,14,13,56,13,16,37,13,36,18,14,14,37,81,11,18,37,14,38,16,13,15,36,18,35,16,13,14,13,14,14,14,12,16,14,14,76,2.0
14,74,12,14,79,58,37,56,36,56,73,13,75,17,76,19,38,74,17,15,38,56,37,13,80,15,77,57,36,76,18,75,17,74,36,56,36,57,38,58,18,15,77,19,75,17,74,14,75,13,79,15,18,73,77,16,76,16,15,76,16,74,14,36,57,18,13,78,15,37,17,36,15,17,56,17,17,37,14,36,19,18,15,37,77,15,19,37,15,38,17,17,16,36,19,37,17,17,15,17,15,18,15,16,17,18,15,75,2.0
13,71,11,13,80,45,44,45,44,37,69,12,73,18,73,20,48,85,6,14,49,39,48,12,81,16,78,45,42,87,6,86,6,85,42,41,47,41,47,46,6,13,74,19,71,19,71,13,73,12,80,4,20,69,88,5,87,5,16,73,18,72,13,48,42,6,12,79,14,44,20,48,14,6,45,6,19,48,13,48,21,7,13,48,88,4,19,48,13,49,20,6,18,48,20,44,20,6,13,6,13,7,14,5,18,7,13,72,2.0
14,74,12,14,79,56,35,56,35,52,73,13,75,17,76,19,38,75,16,15,38,52,37,13,80,15,77,56,33,77,16,76,16,75,33,54,37,54,38,57,16,15,77,19,75,17,74,14,75,13,79,14,18,73,78,15,77,15,15,76,16,74,14,37,55,17,13,78,15,35,17,37,15,16,56,16,17,37,14,37,19,17,15,37,78,14,19,37,15,38,17,16,16,37,19,35,17,16,15,16,15,17,15,15,17,17,15,75,2.0
13,73,12,14,79,56,37,54,36,50,72,13,74,18,75,20,40,74,17,15,40,51,38,13,80,16,77,55,35,76,18,75,17,74,35,52,37,53,40,56,18,15,76,20,74,16,73,13,74,13,79,15,18,72,77,16,76,16,16,75,16,73,14,37,53,18,13,78,15,37,17,37,15,17,54,17,17,39,14,38,20,18,15,38,77,15,20,38,15,40,18,17,17,37,20,37,17,17,15,17,15,18,15,16,18,18,15,74,1.0
14,62,12,14,79,60,31,60,31,56,60,13,64,27,65,30,34,73,18,15,34,56,33,13,80,24,77,60,29,75,18,74,18,73,29,58,33,58,34,61,18,15,66,30,63,28,62,14,64,13,79,16,29,60,76,17,75,17,24,65,26,63,14,33,59,19,13,78,15,31,28,33,15,18,60,18,28,33,14,33,30,19,15,33,76,16,30,33,15,34,28,18,26,33,30,31,28,18,15,18,15,19,15,17,27,19,15,63,1.0
13,76,11,13,80,61,32,60,31,58,75,12,77,15,78,17,34,68,23,14,34,58,33,12,81,13,78,61,30,70,23,69,23,68,30,59,32,60,34,62,24,14,79,17,77,15,75,12,76,11,80,21,16,75,71,22,70,22,13,77,14,75,13,32,60,24,11,79,14,32,15,32,14,23,60,23,15,33,12,32,17,24,14,33,71,21,17,33,14,34,15,23,14,32,17,32,15,23,14,23,14,24,14,22,15,24,14,77,2.0
14,73,12,14,79,55,37,54,36,50,72,13,74,18,75,20,40,75,16,15,40,50,39,13,80,16,77,55,34,77,16,76,16,75,34,52,38,53,40,56,17,15,76,20,74,18,73,14,74,13,79,14,19,72,78,15,77,15,16,75,17,73,14,38,53,17,13,78,15,37,18,38,15,16,54,16,18,39,14,38,20,17,15,39,78,14,20,39,15,40,18,16,17,38,20,37,18,16,15,16,15,17,15,15,18,17,15,74,1.0
15,72,13,15,78,55,36,55,36,51,71,14,73,19,74,21,39,74,17,16,39,51,38,14,79,17,76,55,34,76,17,75,17,74,34,53,38,53,39,56,17,16,75,21,73,19,72,15,73,14,78,15,20,71,77,16,76,16,17,74,18,72,15,38,54,18,14,77,16,36,19,38,16,17,55,17,19,38,15,38,21,18,16,38,77,15,21,38,16,39,19,17,18,38,21,36,19,17,16,17,16,18,16,16,19,18,16,73,1.0
15,72,13,15,78,53,38,53,38,49,71,14,73,19,74,21,41,75,16,16,41,49,40,14,79,17,76,53,36,77,16,76,16,75,36,51,40,51,41,54,16,16,75,21,73,19,72,15,73,14,78,14,20,71,78,15,77,15,17,74,18,72,15,40,52,17,14,77,16,38,19,40,16,16,53,16,19,40,15,40,21,17,16,40,78,14,21,40,16,41,19,16,18,40,21,38,19,16,16,16,16,17,16,15,19,17,16,73,1.0
14,73,12,14,79,57,36,56,35,54,72,13,74,18,75,20,38,75,16,15,38,54,37,13,80,16,77,57,34,77,16,76,16,75,34,55,36,56,38,58,17,15,76,20,74,18,73,14,74,13,79,14,19,72,78,15,77,15,16,75,17,73,14,36,56,17,13,78,15,36,18,36,15,16,56,16,18,37,14,36,20,17,15,37,78,14,20,37,15,38,18,16,17,36,20,36,18,16,15,16,15,17,15,15,18,17,15,74,1.0
15,74,13,15,78,59,36,57,35,57,73,14,75,17,76,19,37,72,19,16,37,57,36,14,79,15,76,58,35,74,20,73,19,72,35,57,35,58,37,59,20,16,77,19,75,17,73,14,74,13,78,17,18,73,75,18,74,18,15,75,16,73,15,35,58,20,13,77,16,36,17,35,16,19,57,19,17,36,14,35,19,20,16,36,75,17,19,36,16,37,17,19,16,35,19,36,17,19,16,19,16,20,16,18,17,20,16,75,1.0
12,75,10,12,81,56,35,56,35,52,74,11,76,16,77,18,38,78,13,13,38,52,37,11,82,14,79,56,33,80,13,79,13,78,33,54,37,54,38,57,13,13,78,18,76,16,75,12,76,11,81,11,17,74,81,12,80,12,14,77,15,75,12,37,55,14,11,80,13,35,16,37,13,13,56,13,16,37,12,37,18,14,13,37,81,11,18,37,13,38,16,13,15,37,18,35,16,13,13,13,13,14,13,12,16,14,13,76,2.0
15,73,13,15,78,52,39,52,39,48,72,14,74,18,75,20,42,75,16,16,42,48,41,14,79,16,76,52,37,77,16,76,16,75,37,50,41,50,42,53,16,16,76,20,74,18,73,15,74,14,78,14,19,72,78,15,77,15,16,75,17,73,15,41,51,17,14,77,16,39,18,41,16,16,52,16,18,41,15,41,20,17,16,41,78,14,20,41,16,42,18,16,17,41,20,39,18,16,16,16,16,17,16,15,18,17,16,74,1.0
15,75,13,15,78,53,39,52,39,48,74,14,76,16,76,17,41,77,14,15,42,48,41,14,79,15,76,52,37,79,15,78,14,77,37,50,41,50,41,53,15,15,77,17,75,17,74,14,75,13,78,12,17,74,80,13,79,13,15,75,16,74,15,41,50,15,13,77,16,40,17,41,16,14,52,14,17,41,14,41,17,15,15,42,80,12,17,41,15,42,17,14,16,41,18,39,17,14,15,14,15,15,16,13,16,15,15,76,1.0
13,72,11,14,80,56,39,54,38,54,71,12,73,19,75,21,40,74,17,14,40,54,39,12,81,17,78,55,38,76,18,75,17,74,38,54,38,55,40,56,18,14,75,21,73,19,72,13,73,12,80,15,20,71,77,16,76,16,17,74,18,72,13,38,55,18,12,79,14,39,19,38,14,17,54,17,19,39,13,38,21,18,14,39,77,15,21,39,14,40,19,17,18,38,21,39,19,17,14,17,14,18,14,16,19,18,14,73,2.0
14,73,12,14,79,49,41,49,41,43,72,13,74,18,75,20,45,77,14,15,45,44,44,13,80,16,77,49,39,79,14,78,14,77,39,46,43,46,45,50,14,15,76,20,74,17,73,14,74,13,79,12,19,72,80,13,79,13,16,75,17,73,14,44,47,15,13,78,15,41,18,44,15,14,49,14,17,44,14,44,20,15,15,44,80,12,20,44,15,45,18,14,17,44,20,41,18,14,15,14,15,15,15,13,18,15,15,74,1.0
14,62,12,14,79,59,33,59,32,56,60,13,64,27,64,29,35,71,20,14,35,57,34,13,80,25,77,59,32,73,20,72,20,71,31,57,34,57,35,60,21,14,65,29,62,29,62,14,64,13,79,18,29,60,74,19,73,19,25,64,27,63,14,34,57,21,13,78,15,33,29,34,15,20,59,20,29,34,14,34,29,21,15,35,74,18,30,34,14,35,29,20,27,34,30,33,29,20,15,20,14,21,15,19,27,21,14,63,1.0
14,63,12,14,79,59,34,58,33,56,61,13,65,26,66,29,36,71,20,15,36,56,35,13,80,23,77,59,32,73,20,72,20,71,32,57,34,58,36,60,21,15,67,29,64,27,63,14,65,13,79,18,28,61,74,19,73,19,23,66,25,64,14,34,58,21,13,78,15,34,27,34,15,20,58,20,27,35,14,34,29,21,15,35,74,18,29,35,15,36,27,20,25,34,29,34,27,20,15,20,15,21,15,19,26,21,15,64,1.0
14,75,12,14,79,56,32,57,33,52,74,13,76,16,76,17,35,77,13,14,36,52,35,13,80,15,77,57,30,78,13,78,13,76,30,55,36,54,35,57,13,14,77,17,75,17,75,14,76,13,79,11,17,74,80,12,80,12,15,76,16,75,14,36,55,14,13,78,14,33,17,36,15,14,58,14,17,35,14,36,17,14,14,36,80,11,17,35,14,36,17,14,16,36,17,32,17,14,14,14,14,14,15,12,16,14,14,76,2.0
14,62,12,14,79,55,40,53,39,53,60,13,64,27,65,30,41,72,19,15,41,53,40,13,80,24,77,54,39,74,20,73,19,72,39,53,39,54,41,55,20,15,66,30,63,28,62,14,64,13,79,17,29,60,75,18,74,18,24,65,26,63,14,39,54,20,13,78,15,40,28,39,15,19,53,19,28,40,14,39,30,20,15,40,75,17,30,40,15,41,28,19,26,39,30,40,28,19,15,19,15,20,15,18,27,20,15,63,1.0
13,75,11,13,80,58,35,57,34,55,74,12,76,16,77,18,37,75,16,14,37,55,36,12,81,14,78,58,33,77,16,76,16,75,33,56,35,57,37,59,17,14,78,18,76,16,75,13,76,12,80,14,17,74,78,15,77,15,14,77,15,75,13,35,57,17,12,79,14,35,16,35,14,16,57,16,16,36,13,35,18,17,14,36,78,14,18,36,14,37,16,16,15,35,18,35,16,16,14,16,14,17,14,15,16,17,14,76,2.0
14,65,12,14,79,61,30,61,30,57,62,13,68,22,69,26,33,73,18,15,33,57,32,13,80,18,77,61,28,75,18,74,18,73,28,59,32,59,33,62,18,15,70,26,66,24,65,14,68,13,79,16,25,62,76,17,75,17,18,69,21,67,14,32,60,19,13,78,15,30,24,32,15,18,61,18,24,32,14,32,26,19,15,32,76,16,26,32,15,33,24,18,21,32,26,30,24,18,15,18,15,19,15,17,22,19,15,66,1.0
12,69,10,12,81,58,37,56,36,56,66,11,72,18,73,22,38,72,19,13,38,56,37,11,82,15,79,57,36,74,20,73,19,72,36,56,36,57,38,58,20,13,74,22,70,20,69,12,72,11,81,17,21,67,75,18,74,18,15,73,17,71,12,36,57,20,11,80,13,37,20,36,13,19,56,19,20,37,12,36,22,20,13,37,75,17,22,37,13,38,20,19,17,36,22,37,20,19,13,19,13,20,13,18,18,20,13,70,2.0
14,67,12,14,79,58,33,58,33,54,65,13,69,22,70,25,36,73,18,15,36,54,35,13,80,19,77,58,31,75,18,74,18,73,31,56,35,56,36,59,18,15,71,25,68,23,67,14,69,13,79,16,24,65,76,17,75,17,19,70,21,68,14,35,57,19,13,78,15,33,23,35,15,18,58,18,23,35,14,35,25,19,15,35,76,16,25,35,15,36,23,18,21,35,25,33,23,18,15,18,15,19,15,17,22,19,15,68,1.0
14,73,12,14,79,55,39,53,38,51,72,13,74,18,75,20,41,73,18,15,41,51,40,13,80,16,77,54,37,75,19,74,18,73,37,52,39,53,41,55,19,15,76,20,74,18,73,14,74,13,79,16,19,72,76,17,75,17,16,75,17,73,14,39,53,19,13,78,15,39,18,39,15,18,53,18,18,40,14,39,20,19,15,40,76,16,20,40,15,41,18,18,17,39,20,39,18,18,15,18,15,19,15,17,18,19,15,74,1.0
14,74,12,14,79,56,35,56,35,52,73,13,75,17,76,19,38,75,16,15,38,52,37,13,80,15,77,56,33,77,16,76,16,75,33,54,37,54,38,57,16,15,77,19,75,17,74,14,75,13,79,14,18,73,78,15,77,15,15,76,16,74,14,37,55,17,13,78,15,35,17,37,15,16,56,16,17,37,14,37,19,17,15,37,78,14,19,37,15,38,17,16,16,37,19,35,17,16,15,16,15,17,15,15,17,17,15,75,1.0
13,75,11,13,80,61,31,61,31,59,74,12,76,16,77,18,33,73,18,14,33,59,32,12,81,14,78,61,30,75,18,74,18,73,30,60,32,60,33,62,18,14,78,18,76,16,75,13,76,12,80,16,17,74,76,17,75,17,14,77,15,75,13,32,61,19,12,79,14,31,16,32,14,18,61,18,16,32,13,32,18,19,14,32,76,16,18,32,14,33,16,18,15,32,18,31,16,18,14,18,14,19,14,17,16,19,14,76,2.0
13,64,11,14,80,56,39,54,38,54,61,12,67,23,69,27,40,71,20,14,40,54,39,12,81,20,78,55,38,73,21,72,20,71,38,54,38,55,40,56,21,14,69,27,65,25,64,13,67,12,80,18,26,62,74,19,73,19,20,68,22,66,13,38,55,21,12,79,14,39,25,38,14,20,54,20,25,39,13,38,27,21,14,39,74,18,27,39,14,40,25,20,22,38,27,39,25,20,14,20,14,21,14,19,23,21,14,65,2.0
14,64,12,14,79,57,35,56,34,52,61,13,67,23,68,27,38,72,19,15,38,52,37,13,80,19,77,57,32,74,19,73,19,72,32,54,36,55,38,58,20,15,69,27,65,25,64,14,67,13,79,17,26,61,75,18,74,18,19,68,22,66,14,36,55,20,13,78,15,35,25,36,15,19,56,19,25,37,14,36,27,20,15,37,75,17,27,37,15,38,25,19,22,36,27,35,25,19,15,19,15,20,15,18,23,20,15,65,1.0
13,76,11,13,80,57,35,56,35,55,75,12,77,15,77,16,36,76,14,13,37,55,36,12,81,14,78,57,34,77,15,77,14,75,34,56,36,56,36,57,15,13,78,16,76,16,75,12,76,11,80,12,16,75,79,13,79,13,14,76,15,75,13,36,56,15,11,79,13,36,16,36,14,15,57,15,16,36,12,36,16,15,13,37,79,12,16,36,13,37,16,15,15,36,16,35,16,15,13,15,13,15,14,13,15,15,13,77,2.0
14,73,12,14,79,57,35,56,34,52,72,13,74,18,75,20,38,74,17,15,38,52,37,13,80,16,77,57,32,76,17,75,17,74,32,54,36,55,38,58,18,15,76,20,74,18,73,14,74,13,79,15,19,72,77,16,76,16,16,75,17,73,14,36,55,18,13,78,15,35,18,36,15,17,56,17,18,37,14,36,20,18,15,37,77,15,20,37,15,38,18,17,17,36,20,35,18,17,15,17,15,18,15,16,18,18,15,74,1.0
14,69,12,14,79,59,36,57,35,57,67,13,71,20,72,23,37,72,19,15,37,57,36,13,80,17,77,58,35,74,20,73,19,72,35,57,35,58,37,59,20,15,73,23,70,21,69,14,71,13,79,17,22,67,75,18,74,18,17,72,19,70,14,35,58,20,13,78,15,36,21,35,15,19,57,19,21,36,14,35,23,20,15,36,75,17,23,36,15,37,21,19,19,35,23,36,21,19,15,19,15,20,15,18,20,20,15,70,1.0
