@relation 'Sax dominant'

@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMaa numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atLkk numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMaj numeric
@attribute o1atLaj numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute destClass {2.0,1.0}

@data
65,34,83,27,56,49,39,74,9,12,83,18,77,66,28,43,52,10,85,13,81,14,80,17,78,19,76,58,37,43,29,67,0,11,76,13,78,19,52,66,28,58,36,42,52,10,84,94,9,17,76,43,37,84,10,10,81,59,1,19,74,84,10,15,79,95,0,15,78,94,0,0,10,82,85,0,13,80,15,78,16,75,10,81,13,80,20,53,14,75,43,1,11,79,13,80,14,78,16,52,11,53,17,53,20,37,11,11,66,10,10,80,58,28,42,36,20,1,58,29,14,52,15,76,12,81,58,10,19,36,13,75,14,79,15,1,10,78,2.0
65,32,77,27,60,43,45,59,10,13,82,31,74,66,28,49,45,11,84,14,80,17,78,19,76,32,61,61,34,49,29,67,0,12,62,14,75,33,46,66,28,61,33,48,46,11,83,94,15,20,62,49,34,78,16,12,79,62,1,33,60,78,16,18,77,95,0,18,75,94,0,0,11,81,79,0,14,78,17,76,19,61,11,80,15,79,34,47,16,61,49,1,12,76,15,78,16,75,19,46,12,47,20,47,34,34,12,17,66,16,11,78,61,28,48,33,34,1,61,29,16,46,17,62,13,80,61,16,33,33,14,61,16,77,17,1,11,75,1.0
61,37,77,31,57,39,55,47,8,11,84,43,76,63,33,56,40,9,86,13,82,16,79,18,77,46,50,58,38,56,33,63,1,10,50,12,77,45,39,62,32,57,37,55,39,9,85,94,15,18,50,56,38,78,17,10,79,58,1,45,49,78,16,16,77,95,0,17,76,94,0,0,10,83,79,1,12,78,17,78,17,49,9,82,15,81,46,40,16,49,56,1,10,78,13,79,16,77,17,39,10,40,18,40,46,38,10,17,62,16,9,78,57,32,55,37,46,1,58,33,16,39,17,50,12,82,57,16,45,37,12,49,15,78,17,1,9,77,2.0
68,30,75,24,62,40,50,51,10,13,82,35,77,69,26,53,42,11,84,14,80,15,79,16,78,39,55,64,32,53,26,70,5,11,56,14,78,39,42,69,25,63,31,52,41,11,83,89,17,16,55,53,32,76,18,11,80,64,5,38,55,76,18,15,78,91,4,16,77,90,4,3,11,81,77,4,13,79,15,78,16,55,11,80,14,79,40,42,15,55,53,5,11,79,14,79,15,77,16,42,12,43,17,42,40,32,12,19,69,18,11,79,63,25,52,31,40,5,64,26,15,42,15,55,13,80,63,18,39,31,14,55,14,78,16,5,11,78,1.0
69,34,81,23,56,48,40,64,10,12,82,22,76,70,24,43,51,11,84,13,81,14,80,18,77,26,69,58,36,43,25,71,0,12,69,13,77,26,51,70,24,58,36,43,51,11,83,94,11,18,69,43,37,82,12,11,81,59,0,26,67,82,12,16,79,95,0,16,77,94,0,0,11,82,83,0,13,80,15,77,17,68,11,81,13,80,27,52,14,68,44,1,12,78,13,80,14,77,17,51,12,52,18,52,27,37,12,13,70,12,11,80,58,24,43,36,27,1,58,24,14,51,15,69,12,81,58,12,26,36,13,68,14,79,15,1,11,77,1.0
65,33,78,27,59,43,49,62,9,12,83,28,76,66,29,51,45,10,85,13,81,15,80,17,78,31,64,61,35,51,29,67,1,11,65,13,77,30,44,66,28,60,34,50,44,10,84,94,14,18,65,51,35,79,15,11,81,61,1,30,64,79,15,16,79,95,0,17,77,94,0,0,10,82,80,0,13,80,15,78,17,64,10,81,13,80,31,45,14,64,51,1,11,78,14,80,14,77,17,44,11,45,18,45,31,35,11,16,66,15,10,80,60,28,50,34,31,1,61,29,14,44,15,65,12,81,60,15,30,34,13,64,14,79,15,1,10,77,2.0
65,31,74,27,61,41,51,49,10,12,82,41,70,66,29,53,43,11,84,14,81,17,78,22,73,44,52,63,33,53,29,67,8,12,52,13,73,43,42,66,28,62,32,52,42,10,83,86,18,22,52,53,33,75,19,12,78,63,8,43,51,75,19,18,76,88,7,21,72,87,7,6,12,82,76,7,13,77,18,74,21,51,11,81,16,80,44,43,17,51,53,8,12,74,14,78,17,73,21,42,12,43,22,43,44,33,12,20,66,19,11,77,62,28,52,32,44,8,63,29,17,42,18,52,13,80,62,19,43,32,13,51,16,77,18,8,11,73,1.0
65,33,78,27,59,46,44,62,11,13,81,28,75,66,29,47,49,12,83,14,80,17,78,18,77,31,64,61,35,47,29,67,1,13,65,14,76,30,48,66,28,60,34,46,48,11,82,94,14,19,65,47,35,79,15,13,79,61,1,30,63,79,15,17,77,95,0,17,75,94,0,0,12,81,80,0,14,78,17,77,18,63,12,80,15,79,31,49,16,64,47,1,13,77,15,78,15,76,18,48,13,49,19,49,31,35,13,16,66,15,12,78,60,28,46,34,31,1,61,29,16,48,17,65,14,79,60,15,30,34,14,64,15,78,17,1,12,76,1.0
66,34,83,22,56,55,37,75,9,12,83,17,77,68,25,38,56,10,85,13,81,15,79,16,78,18,76,58,36,38,25,70,1,10,77,13,78,18,56,69,24,57,36,38,56,9,84,94,7,16,76,38,36,85,8,10,80,59,1,18,75,85,9,15,78,95,0,15,77,94,0,0,10,82,86,0,13,79,15,78,16,75,10,81,14,80,18,56,15,76,39,1,10,79,13,79,14,78,16,56,10,57,16,56,18,36,11,10,69,9,10,79,58,25,38,36,19,1,58,25,15,56,15,76,13,80,58,9,18,36,13,76,14,79,16,1,10,78,2.0
67,28,78,25,62,43,47,60,11,13,81,30,76,68,26,50,46,12,83,14,80,16,79,17,78,33,62,64,31,50,27,69,0,13,63,14,77,32,45,68,26,64,30,49,45,12,82,94,14,18,63,50,31,79,15,13,80,65,1,32,62,79,15,16,78,95,0,17,76,94,0,0,12,81,80,0,13,79,16,78,17,62,12,80,14,79,33,46,15,62,50,1,13,78,15,79,15,76,17,45,13,46,18,46,33,31,13,16,68,15,12,79,64,26,49,30,33,1,64,27,15,45,16,63,13,80,64,15,32,30,14,62,14,78,16,1,12,77,1.0
66,35,85,26,55,56,34,74,10,12,82,18,77,67,27,37,58,11,84,13,81,15,79,17,78,19,76,57,38,37,28,68,0,12,76,13,78,19,58,67,27,57,37,36,58,10,83,94,7,17,76,37,38,86,8,11,80,58,1,19,74,86,8,15,78,95,0,15,77,94,0,0,11,82,87,0,13,79,16,78,16,74,11,81,14,80,20,59,15,75,37,1,12,79,13,79,14,78,16,58,12,59,17,59,20,38,12,9,67,8,11,79,57,27,36,37,20,1,57,28,15,58,16,76,13,80,57,8,19,37,13,75,14,79,16,1,11,78,2.0
67,28,78,25,64,39,51,62,9,12,83,28,77,68,26,54,42,10,85,13,81,15,80,16,79,31,64,65,30,54,27,69,0,11,65,13,78,30,41,68,26,65,29,53,41,10,84,94,14,17,65,54,30,79,15,11,81,66,1,30,64,79,15,15,79,95,0,16,77,94,0,0,10,82,80,0,12,80,15,79,16,64,10,81,13,80,31,42,14,64,54,1,11,79,14,80,14,77,16,41,11,42,17,42,31,30,11,16,68,15,10,80,65,26,53,29,31,1,65,27,14,41,15,65,12,81,65,15,30,29,13,64,13,79,15,1,10,78,2.0
65,34,77,27,58,41,51,57,9,11,83,33,76,66,29,53,43,10,85,12,82,16,79,17,78,36,59,60,36,53,29,67,1,11,60,12,77,35,42,66,28,59,35,52,42,9,84,94,15,18,60,53,36,78,16,11,80,60,1,35,59,78,16,16,78,95,0,17,76,94,0,0,10,83,79,0,12,79,16,78,17,59,10,82,14,81,36,43,15,59,53,1,11,78,13,79,15,77,17,42,11,43,18,43,36,36,11,17,66,16,10,79,59,28,52,35,36,1,60,29,15,42,16,60,12,81,59,16,35,35,12,59,14,79,16,1,10,77,2.0
62,35,75,30,57,41,53,53,11,14,81,37,75,63,32,54,42,12,83,16,79,17,78,19,76,40,56,59,37,54,32,64,1,13,56,15,76,39,41,63,31,58,36,53,41,12,82,94,17,19,56,54,37,76,18,13,78,59,1,39,55,76,18,17,76,95,0,18,75,94,0,0,13,80,77,0,14,77,18,77,18,55,12,79,16,78,40,42,17,55,54,1,13,77,16,78,17,75,18,41,13,42,19,42,40,37,13,19,63,18,12,77,58,31,53,36,40,1,59,32,17,41,18,56,14,79,58,18,39,36,15,55,16,76,18,1,12,76,1.0
69,31,79,23,59,45,41,62,10,13,82,28,76,70,24,46,50,11,84,14,80,16,79,17,78,31,64,61,34,46,25,71,0,12,65,14,77,30,49,70,24,61,33,45,48,11,83,94,13,18,65,46,34,80,14,12,80,62,1,29,64,80,14,16,78,95,0,17,76,94,0,0,11,81,81,0,13,79,16,78,17,64,11,80,14,79,31,50,15,64,46,1,12,78,15,79,15,76,17,49,12,50,18,50,31,34,12,15,70,14,11,79,61,24,45,33,31,1,61,25,15,49,16,65,13,80,61,14,30,33,14,64,14,78,16,1,11,77,1.0
65,32,74,27,60,35,57,44,8,12,84,44,62,66,29,59,36,9,86,13,81,16,78,29,65,47,47,62,34,59,29,67,9,9,48,13,65,47,36,66,28,61,33,58,36,9,85,85,18,29,47,59,34,75,19,9,79,62,9,47,46,75,19,26,77,87,8,28,64,86,8,7,9,82,76,8,13,78,16,65,29,46,9,81,15,80,48,36,16,47,59,9,9,66,13,78,15,65,29,36,10,37,30,36,48,34,10,20,66,19,9,78,61,28,58,33,48,9,62,29,16,36,16,47,13,81,61,19,47,33,13,47,15,78,17,9,9,65,1.0
69,33,82,23,57,52,36,67,10,13,82,21,77,70,24,40,55,11,84,14,80,15,79,17,78,24,71,59,36,40,25,71,0,12,71,14,78,24,55,70,24,59,35,39,54,11,83,94,10,17,71,40,36,83,11,11,80,60,1,23,70,83,11,15,78,95,0,16,77,94,0,0,11,81,84,0,13,79,16,78,16,70,11,80,14,79,25,56,15,70,40,1,12,79,14,79,15,77,16,55,12,56,17,56,25,36,12,12,70,11,11,79,59,24,39,35,25,1,59,25,15,55,16,71,13,80,59,11,24,35,14,70,14,78,16,1,11,78,1.0
65,34,76,27,58,38,56,50,9,13,83,40,75,66,29,57,39,10,85,15,80,16,79,19,76,43,53,60,36,57,29,67,4,11,53,14,76,42,38,66,28,59,35,56,38,10,84,90,16,19,53,57,36,77,17,11,79,60,4,42,51,77,17,17,77,92,3,17,76,91,3,2,11,81,78,3,14,78,17,77,18,52,10,80,15,79,43,39,16,52,57,4,11,77,15,79,16,76,18,38,11,39,19,39,43,36,11,18,66,17,10,78,59,28,56,35,43,4,60,29,16,38,17,53,13,80,59,17,42,35,14,52,16,77,17,4,10,76,1.0
61,35,74,29,57,38,54,41,8,10,84,49,72,63,31,55,39,9,86,11,83,14,80,19,75,51,43,58,36,55,31,64,1,9,44,11,75,51,38,62,30,57,36,55,38,8,85,94,16,19,43,55,36,76,18,9,81,59,1,50,42,76,17,16,79,95,0,18,74,94,0,0,9,84,77,1,11,80,14,75,18,43,9,83,13,82,51,39,14,43,56,1,9,76,11,80,14,75,19,39,9,40,19,39,51,36,10,19,63,17,9,80,57,31,55,36,52,1,58,31,14,39,14,43,11,82,58,18,51,36,11,43,13,80,15,1,9,75,2.0
67,29,81,25,63,45,45,73,9,11,83,17,77,68,26,48,48,10,85,12,82,14,81,16,79,20,75,64,31,48,27,69,0,11,76,12,78,19,47,68,26,64,30,47,47,9,84,94,11,17,76,48,31,82,12,11,82,65,1,19,75,82,12,15,80,95,0,16,78,94,0,0,10,83,83,0,12,80,14,79,16,75,9,82,12,81,20,48,13,75,48,1,11,79,13,81,13,78,16,47,11,48,17,48,20,31,11,13,68,12,10,81,64,26,47,30,20,1,64,27,13,47,14,76,11,81,64,12,19,30,12,75,13,80,14,1,10,78,2.0
67,28,76,25,64,40,48,57,10,13,82,33,76,68,26,52,44,11,84,14,80,16,79,18,78,36,60,65,30,52,27,69,5,12,60,14,77,35,43,68,26,65,29,51,42,11,83,88,16,18,60,52,30,77,17,12,80,66,6,34,59,77,17,16,78,90,5,17,76,89,5,4,11,81,78,5,13,79,16,78,17,59,11,80,14,79,36,44,15,59,52,6,12,78,15,79,15,76,17,43,12,44,18,44,36,30,12,18,68,17,11,79,65,26,51,29,36,6,65,27,15,43,16,60,13,80,65,17,35,29,14,59,14,78,16,6,11,77,1.0
69,31,82,23,59,53,37,71,9,12,83,19,78,70,24,39,55,10,85,13,81,14,80,16,79,21,74,61,33,39,25,71,0,11,74,13,79,21,55,70,24,61,33,39,55,10,84,94,10,16,74,39,34,83,11,10,81,62,0,21,73,83,11,14,79,95,0,15,78,94,0,0,10,82,84,0,12,80,15,79,15,73,10,81,13,80,22,56,14,73,40,1,11,80,13,80,14,78,15,55,11,56,16,56,22,34,11,12,70,11,10,80,61,24,39,33,22,1,61,24,14,55,15,74,12,81,61,11,21,33,13,73,13,79,15,1,10,79,2.0
67,29,78,25,61,43,47,62,11,12,81,28,76,68,26,50,46,12,83,13,81,16,78,17,77,31,64,63,32,50,27,69,0,13,65,13,77,30,45,68,26,63,31,49,45,11,82,94,14,18,65,50,32,79,15,13,79,64,1,30,64,79,15,16,77,95,0,17,76,94,0,0,12,82,80,0,13,78,17,78,17,64,12,81,15,80,31,46,16,64,50,1,13,78,14,78,16,77,17,45,13,46,18,46,31,32,13,16,68,15,12,78,63,26,49,31,31,1,63,27,16,45,17,65,13,80,63,15,30,31,13,64,15,78,17,1,12,77,1.0
58,37,75,36,57,39,55,42,8,11,84,50,76,59,37,56,40,9,86,13,82,15,80,18,77,52,44,58,38,56,37,59,1,10,44,12,77,51,39,58,36,57,37,55,39,9,85,94,17,18,44,56,38,76,19,10,80,58,1,51,43,76,18,16,78,95,0,17,77,94,0,0,10,83,77,1,12,79,16,78,17,43,9,82,14,81,52,40,15,43,56,1,10,78,13,80,15,77,17,39,10,40,18,40,52,38,10,19,58,18,9,79,57,36,55,37,52,1,58,37,15,39,16,44,11,82,57,18,51,37,12,43,15,78,16,1,9,77,2.0
66,32,78,26,60,42,48,59,10,12,82,31,76,67,28,51,45,11,84,13,81,16,79,18,78,34,62,62,34,51,28,68,1,12,62,13,77,33,44,67,27,61,33,50,44,10,83,94,14,18,62,51,34,79,15,12,80,62,1,33,60,79,15,16,78,95,0,16,76,94,0,0,11,82,80,0,13,79,16,78,17,60,11,81,14,80,34,45,15,61,51,1,12,78,14,79,14,77,17,44,12,45,18,45,34,34,12,16,67,15,11,79,61,27,50,33,34,1,62,28,15,44,16,62,13,80,61,15,33,33,13,61,14,79,16,1,11,77,1.0
64,35,77,28,57,40,52,55,10,13,82,35,75,65,30,54,42,11,84,15,80,16,79,19,76,38,58,59,37,54,30,66,1,12,58,14,76,37,41,65,29,58,36,53,41,11,83,94,15,19,58,54,37,78,16,12,79,59,1,37,57,78,16,17,77,95,0,18,75,94,0,0,12,81,79,0,13,78,17,77,18,57,11,80,15,79,38,42,16,57,54,1,12,77,15,79,16,75,18,41,12,42,19,42,38,37,12,17,65,16,11,78,58,29,53,36,38,1,59,30,16,41,17,58,13,80,58,16,37,36,14,57,15,77,17,1,11,76,1.0
69,43,94,21,47,62,28,73,10,12,82,19,76,71,23,30,64,11,84,13,81,16,78,18,77,20,75,49,45,31,24,72,0,12,75,13,77,20,64,71,23,49,45,30,64,10,83,94,0,18,75,31,45,94,0,11,79,50,1,20,74,94,0,16,77,95,0,17,76,94,0,0,11,82,95,0,13,78,17,77,17,74,11,81,15,80,20,65,16,74,31,1,12,78,13,78,16,77,17,64,12,65,18,65,21,46,12,1,71,0,11,78,49,23,30,45,21,1,49,24,16,64,17,75,13,80,49,0,20,45,13,74,15,78,17,1,11,77,2.0
74,42,94,16,48,59,27,71,10,13,82,19,76,76,18,30,64,11,84,14,80,15,79,17,77,22,73,50,43,31,19,77,0,12,74,14,77,21,63,76,18,50,44,31,63,11,83,94,0,18,73,31,45,94,0,11,80,51,0,21,73,94,0,16,78,95,0,17,76,94,0,0,11,81,95,0,13,79,15,77,17,73,11,80,14,79,22,64,15,73,32,1,11,78,14,79,15,76,17,63,12,64,18,64,22,45,12,1,76,0,11,79,50,18,31,44,22,1,50,18,15,63,16,73,13,80,50,0,21,44,14,73,14,78,16,1,11,77,2.0
66,31,76,26,61,41,51,47,10,12,82,43,67,67,28,53,43,11,84,14,81,16,79,26,69,46,50,63,33,53,28,68,10,12,50,13,69,45,42,67,27,62,32,52,42,10,83,84,16,26,50,53,33,77,17,12,79,63,10,45,49,77,17,23,77,86,9,25,68,85,9,8,12,82,78,9,13,78,17,70,25,49,11,81,15,80,46,43,16,49,53,10,12,70,14,79,16,69,25,42,12,43,26,43,46,33,12,18,67,17,11,78,62,27,52,32,46,10,63,28,16,42,17,50,13,80,62,17,45,32,13,49,15,78,17,10,11,69,1.0
68,27,80,24,65,41,49,68,9,11,83,22,77,69,25,52,44,10,85,12,82,15,80,16,79,25,70,66,29,52,26,70,2,11,71,12,78,24,43,69,25,66,28,51,43,9,84,91,10,17,71,52,29,82,12,11,81,67,3,24,70,82,12,15,79,93,2,16,77,92,2,1,10,83,83,2,12,80,15,79,16,70,10,82,13,81,25,44,14,70,52,3,11,79,13,80,14,78,16,43,11,44,17,44,25,29,11,13,69,12,10,80,66,25,51,28,25,3,66,26,14,43,15,71,12,81,66,12,24,28,12,70,13,80,15,3,10,78,2.0
65,32,81,27,58,50,38,68,11,14,81,22,75,66,28,42,53,12,83,15,79,17,78,18,77,24,70,60,35,42,29,67,0,13,71,15,76,24,53,66,28,60,34,41,52,12,82,94,11,18,71,42,35,82,12,13,79,61,1,23,70,82,12,17,77,95,0,18,75,94,0,0,12,80,83,0,14,78,17,77,18,70,12,79,15,78,25,53,16,70,42,1,13,77,16,78,16,75,18,53,13,54,19,54,25,35,13,13,66,12,12,78,60,28,41,34,25,1,60,29,16,53,17,71,14,79,60,12,24,34,15,70,15,77,17,1,12,76,1.0
65,35,77,25,55,38,54,48,7,11,85,40,77,66,27,55,39,8,87,12,82,14,80,16,78,43,51,57,37,55,27,68,1,8,52,12,78,42,39,66,27,57,36,54,38,8,86,94,13,16,51,55,37,79,14,8,81,58,1,42,50,79,14,15,79,95,0,15,78,94,0,0,8,83,80,0,12,80,14,78,16,51,8,82,13,81,43,39,14,51,56,1,8,79,12,80,14,78,16,39,8,40,16,39,43,37,9,16,67,15,8,80,57,27,55,36,44,1,57,27,14,39,14,51,11,82,57,15,43,37,12,51,14,79,15,1,8,78,2.0
63,33,74,31,61,34,58,44,11,13,81,44,76,64,32,60,35,12,83,14,80,16,78,17,77,47,47,62,34,60,32,64,6,12,48,14,77,47,35,63,31,61,33,59,35,11,82,88,18,17,47,60,34,75,20,12,79,62,6,47,46,75,19,16,77,90,5,16,76,89,5,4,12,81,76,6,14,78,16,77,17,46,12,80,15,79,48,35,16,47,60,6,12,78,14,78,15,77,17,35,13,36,18,35,48,34,13,20,63,19,12,78,61,31,59,33,48,6,62,32,16,35,16,47,14,79,61,19,47,33,14,47,15,78,17,6,12,77,1.0
66,30,76,26,62,40,50,57,10,13,82,33,75,67,27,53,43,11,84,15,80,16,79,18,76,36,59,63,32,53,28,68,3,12,60,14,76,35,42,67,27,63,31,52,42,11,83,89,16,19,59,53,32,77,17,12,79,64,4,35,58,77,17,17,77,92,3,17,76,91,3,1,12,81,78,3,14,78,16,77,18,59,11,80,15,79,36,43,16,59,53,4,12,77,15,79,16,76,18,42,12,43,19,43,36,32,12,18,67,17,11,78,63,27,52,31,36,4,63,28,16,42,17,60,13,80,63,17,35,31,14,59,16,77,17,4,11,76,1.0
67,31,79,25,61,47,43,62,11,13,81,28,74,68,27,46,50,12,83,14,80,16,79,19,76,31,64,63,33,46,27,69,1,13,65,14,75,30,48,68,26,62,32,45,48,11,82,94,13,20,65,46,33,80,14,13,80,63,1,29,63,80,14,18,78,95,0,18,75,94,0,0,12,81,81,0,14,78,16,76,18,64,11,80,14,79,31,50,15,64,46,1,13,76,15,79,15,75,19,49,13,50,20,50,31,33,13,15,68,14,12,79,62,26,45,32,31,1,63,27,15,49,16,65,13,79,62,14,30,32,14,64,15,78,16,1,12,75,1.0
68,35,81,24,57,49,43,71,9,11,83,19,76,69,26,45,51,10,85,12,82,16,79,17,78,22,73,59,37,45,26,70,1,11,74,12,77,21,50,69,25,58,36,44,50,9,84,94,11,18,74,45,37,82,12,11,80,59,1,21,73,82,12,16,78,95,0,17,76,94,0,0,10,83,83,0,12,79,16,78,17,73,10,82,14,81,22,51,15,73,45,1,11,78,13,79,15,77,17,50,11,51,18,51,22,37,11,13,69,12,10,79,58,25,44,36,22,1,59,26,15,50,16,74,12,81,58,12,21,36,12,73,14,79,16,1,10,77,2.0
65,40,86,25,50,53,35,65,9,11,83,25,70,67,27,37,56,10,85,12,82,15,79,22,72,27,67,52,41,38,27,68,0,11,68,12,72,27,56,67,27,52,42,38,56,9,84,94,6,23,67,38,42,87,7,10,80,53,0,27,66,87,7,20,78,95,0,21,71,94,0,0,10,83,88,0,12,79,15,72,22,66,10,82,14,81,27,57,15,67,39,0,10,73,12,79,14,72,22,56,11,57,23,57,27,43,11,8,67,7,10,79,52,27,38,42,28,1,52,27,15,56,16,67,12,81,52,7,27,42,12,67,14,79,16,1,10,72,2.0
65,33,82,27,59,45,47,74,10,12,82,18,75,66,29,49,47,11,84,13,81,15,80,18,77,20,75,61,35,49,29,67,1,12,76,13,76,19,46,66,28,60,34,48,46,10,83,94,10,19,76,49,35,83,11,12,81,61,1,19,74,83,11,17,79,95,0,17,76,94,0,0,11,82,84,0,13,79,15,77,18,75,10,81,13,80,20,47,14,75,49,1,12,77,14,80,14,76,18,46,12,47,19,47,20,35,12,12,66,11,11,80,60,28,48,34,20,1,61,29,14,46,15,76,12,80,60,11,19,34,13,75,14,79,15,1,11,76,2.0
67,38,84,23,52,50,40,68,9,12,83,22,75,69,25,41,52,10,85,13,81,15,79,17,77,24,70,54,39,42,25,70,0,11,71,13,77,24,52,69,25,54,40,42,52,9,84,94,8,18,70,42,40,85,9,10,80,55,0,24,70,85,9,15,78,95,0,17,76,94,0,0,10,82,86,0,13,79,15,77,17,70,10,81,14,80,24,53,15,70,43,0,10,78,13,79,15,77,17,52,11,53,18,53,24,41,11,10,69,9,10,79,54,25,42,40,25,1,54,25,15,52,16,70,13,80,54,9,24,40,13,70,14,79,16,1,10,77,2.0
65,33,78,27,59,46,44,61,11,14,81,29,75,66,29,47,48,12,83,15,79,17,78,18,77,31,63,61,35,47,29,67,1,13,64,15,76,31,48,66,28,60,34,46,47,12,82,94,14,19,64,47,35,79,15,13,79,61,1,30,63,79,15,17,77,95,0,18,75,94,0,0,12,80,80,0,14,78,17,77,18,63,12,79,15,78,32,49,16,63,47,1,13,77,16,78,16,75,18,48,13,49,19,49,32,35,13,16,66,15,12,78,60,28,46,34,32,1,61,29,16,48,17,64,14,79,60,15,31,34,15,63,15,77,17,1,12,76,1.0
63,35,77,29,57,45,49,48,8,10,84,42,77,64,31,50,46,9,86,12,83,14,81,17,78,45,51,59,37,50,31,65,1,10,51,11,78,44,45,64,30,58,36,49,45,8,85,94,15,17,51,50,37,78,16,10,81,59,1,44,49,78,16,15,79,95,0,15,78,94,0,0,10,84,79,0,11,79,15,79,16,50,8,83,13,82,45,46,14,50,50,1,10,79,12,81,14,78,16,45,10,46,17,46,45,37,10,17,64,16,9,80,58,30,49,36,45,1,59,31,14,45,15,51,10,82,58,16,44,36,11,50,14,79,15,1,9,78,2.0
66,33,75,26,61,34,56,46,8,12,84,42,68,67,28,59,36,9,86,13,81,15,79,23,71,45,49,62,34,59,28,68,9,9,50,13,71,45,35,67,27,61,33,58,35,9,85,85,17,23,49,59,34,76,18,9,80,62,9,44,48,76,18,20,78,87,8,22,71,86,8,7,9,82,77,8,13,79,15,71,22,49,9,81,14,80,46,36,15,49,59,9,9,72,13,79,15,71,23,36,10,37,24,36,46,34,10,19,67,18,9,79,61,27,58,33,46,9,62,28,15,36,15,49,12,81,61,18,45,33,13,49,15,78,16,9,9,71,1.0
67,30,79,25,62,45,45,63,8,11,84,27,76,68,27,48,48,9,86,12,82,15,80,17,78,30,65,64,32,48,27,69,1,10,66,12,77,29,47,68,26,63,31,47,47,9,85,94,13,18,66,48,32,80,14,10,81,64,1,29,64,80,14,16,79,95,0,16,77,94,0,0,9,83,81,0,12,80,15,78,17,65,9,82,13,81,30,48,14,65,48,1,10,78,13,80,14,77,17,47,10,48,18,48,30,32,10,15,68,14,9,80,63,26,47,31,30,1,64,27,14,47,15,66,11,82,63,14,29,31,12,65,14,79,15,1,9,77,2.0
