@relation 'Sax dominant'

@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atLkk numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
54,51,34,65,14,83,83,22,55,39,15,80,35,59,70,25,84,11,56,39,36,59,15,80,84,11,70,25,63,37,39,57,26,79,10,42,53,28,67,65,29,72,23,42,39,41,53,28,67,72,23,65,30,69,28,71,24,28,59,65,23,10,11,84,65,25,11,84,70,11,42,30,36,39,72,11,15,67,36,54,42,25,70,23,36,30,56,30,56,25,41,39,28,54,56,23,36,53,28,39,11,80,65,25,28,59,56,30,2
68,32,38,66,10,92,80,17,70,25,12,83,39,55,75,19,81,13,69,25,40,55,12,83,81,14,75,20,71,24,60,53,25,81,13,61,33,27,68,72,23,76,18,62,25,61,33,27,68,77,18,72,22,74,21,76,19,27,55,73,18,1,2,93,73,20,2,93,75,14,62,23,40,26,77,14,12,68,39,34,62,20,75,18,40,23,70,23,70,20,61,25,27,34,70,18,40,33,27,26,2,83,72,20,27,55,69,22,4
67,30,60,80,6,95,83,12,67,27,7,88,60,34,75,20,84,12,68,27,61,34,7,88,83,11,75,19,70,26,63,33,13,87,11,64,30,14,81,71,23,83,12,64,27,64,31,14,81,82,12,71,24,74,23,82,18,14,34,71,13,0,0,95,71,20,0,95,76,12,64,24,61,27,83,12,7,81,61,31,64,20,76,13,61,24,68,24,68,20,64,27,14,31,68,13,61,31,14,27,0,88,71,19,14,34,68,24,4
55,47,40,73,13,85,77,22,56,38,13,81,40,53,70,24,79,16,57,38,42,53,14,81,79,16,71,24,62,36,43,51,20,80,14,46,48,21,73,64,30,72,22,46,38,45,49,21,74,72,23,64,31,70,29,71,23,21,53,64,23,8,9,86,64,24,9,86,71,16,46,31,42,38,72,16,14,74,42,50,46,24,71,23,42,31,57,31,57,24,45,38,21,50,57,23,42,49,21,38,9,81,64,24,21,53,57,31,7
72,26,41,65,2,95,82,14,72,21,3,92,43,53,77,17,83,12,73,22,42,52,3,92,83,12,78,17,74,21,67,51,26,91,11,67,27,28,67,75,19,80,14,67,22,68,27,28,67,80,15,75,20,77,19,79,16,28,53,75,15,0,0,95,75,17,0,95,78,12,68,20,43,22,80,12,3,67,43,27,68,17,78,15,43,20,73,19,73,17,68,22,28,27,73,15,42,27,28,22,0,92,75,17,28,52,73,20,3
58,41,41,60,16,95,77,19,59,35,18,78,44,52,72,23,78,16,60,35,43,51,17,77,78,17,72,23,69,33,50,49,30,76,16,52,43,33,63,70,24,74,20,52,35,52,43,32,62,75,20,70,25,71,24,74,22,33,52,70,20,0,0,95,70,23,0,95,72,17,52,25,44,35,75,17,18,63,44,43,52,23,72,20,44,25,60,25,60,23,52,35,33,43,60,20,43,43,33,35,0,78,70,23,32,51,60,25,4
51,46,23,75,13,82,89,21,54,40,14,80,24,70,66,27,91,4,53,41,24,71,14,81,91,4,67,28,59,39,46,70,18,80,2,46,48,18,76,60,34,73,21,48,42,47,47,19,76,73,22,61,34,65,32,72,26,19,71,61,22,11,11,83,60,28,12,83,67,4,48,34,24,42,73,4,14,76,24,48,48,28,67,21,24,34,54,34,54,28,47,41,19,48,54,22,24,47,19,42,12,81,61,28,19,71,53,34,2
57,45,45,61,14,95,83,13,58,35,16,79,46,48,73,22,84,11,59,36,46,49,16,79,84,11,73,21,65,34,48,48,30,77,10,48,46,31,63,67,28,81,13,48,36,49,46,32,63,81,14,66,28,72,27,80,20,32,49,67,14,0,0,95,67,22,0,95,74,11,49,29,46,36,81,11,16,63,46,46,49,22,74,14,46,29,59,28,59,22,49,36,32,46,59,14,46,46,32,36,0,79,66,21,32,49,59,28,4
67,31,53,63,6,93,77,20,68,26,7,88,54,39,72,22,78,16,68,27,56,40,7,88,78,17,72,23,70,26,60,37,26,87,16,61,32,29,66,70,24,73,21,62,26,62,33,29,66,74,21,71,24,71,23,73,22,29,39,71,21,0,1,94,71,23,1,94,72,17,62,24,55,27,74,17,7,66,54,33,62,23,72,21,55,24,68,24,68,23,62,27,29,33,68,21,56,33,29,27,1,88,71,23,29,40,68,24,7
66,31,35,67,10,90,81,15,68,26,12,83,36,58,75,19,82,12,68,27,37,58,12,83,82,13,75,20,71,25,60,56,24,81,12,61,32,26,69,71,23,78,16,62,26,62,33,26,69,79,16,72,23,74,22,78,19,26,58,72,16,3,4,91,72,20,4,91,75,13,62,23,37,27,79,13,12,69,36,33,62,20,75,16,37,23,68,23,68,20,62,27,26,33,68,16,37,33,26,27,4,83,72,20,26,58,68,23,5
64,43,34,65,8,88,81,15,66,28,9,86,36,58,75,19,82,12,66,28,36,59,9,86,82,13,76,19,71,26,47,57,26,85,12,49,46,27,67,73,22,78,15,49,29,49,45,28,67,79,16,72,22,75,21,78,18,28,59,73,16,5,6,89,73,19,6,89,76,13,50,23,36,29,79,12,9,67,36,46,50,19,75,16,36,23,67,22,67,19,49,28,28,46,67,16,36,45,28,29,6,86,72,19,28,59,66,22,5
67,28,49,67,6,95,78,20,68,26,7,88,51,42,71,23,79,16,68,27,52,43,7,88,79,16,71,24,69,26,64,40,24,87,15,65,29,25,69,69,25,74,21,66,27,65,29,26,69,74,21,70,25,70,24,73,23,26,43,70,21,0,0,95,70,24,0,95,71,16,66,25,52,27,74,16,7,69,52,30,66,24,71,21,52,25,68,25,68,24,65,27,26,30,68,21,52,29,26,27,0,88,70,24,26,43,68,25,7
53,47,33,70,19,85,81,21,54,40,20,75,34,60,70,25,82,13,55,40,35,60,20,75,82,13,70,25,67,38,41,58,23,74,12,45,50,24,71,68,26,73,22,45,40,44,50,24,71,73,22,68,27,69,26,72,24,24,60,68,22,8,9,86,68,25,9,86,70,13,45,27,35,40,73,13,20,71,35,51,45,25,70,22,35,27,55,27,55,25,44,40,24,51,55,22,35,50,24,40,9,75,68,25,24,60,55,27,4
63,41,34,62,19,88,74,22,65,30,21,74,34,59,70,24,75,20,65,30,36,60,21,74,75,20,70,25,68,28,50,58,29,72,19,52,42,31,64,68,26,72,23,52,30,52,43,31,64,72,23,69,26,69,25,71,24,31,59,69,23,5,6,89,69,25,6,89,70,20,52,26,35,30,72,20,21,64,35,43,52,25,70,23,35,26,65,26,65,25,52,30,31,43,65,23,36,43,31,30,6,74,69,25,31,60,65,26,7
39,56,36,60,27,87,90,16,39,55,28,67,36,58,64,30,91,4,40,56,37,59,28,67,91,4,65,31,49,55,38,58,34,66,3,38,56,34,60,51,43,76,18,38,55,39,57,35,61,77,19,52,44,62,41,74,28,34,58,51,18,6,7,88,51,30,7,88,64,4,38,43,36,55,76,4,28,60,36,56,38,30,64,18,36,43,39,43,39,30,39,56,34,56,39,18,37,57,34,55,7,67,52,31,35,59,40,44,1
67,27,53,76,8,92,76,21,68,26,9,86,56,39,70,23,77,18,68,27,55,39,9,86,77,18,71,24,69,26,65,37,15,85,17,66,29,16,78,69,25,73,21,67,27,66,28,17,78,73,22,70,25,70,24,72,23,17,40,70,22,1,2,93,69,24,2,93,71,18,67,25,56,27,73,18,9,78,56,29,67,24,71,21,56,25,68,25,68,24,66,27,17,29,68,22,55,28,17,27,2,86,70,24,17,39,68,25,7
50,47,21,77,14,82,87,21,52,42,14,80,21,73,66,27,88,7,52,42,22,73,15,80,88,7,67,28,58,40,46,72,16,79,6,46,47,17,77,60,34,73,21,47,42,47,48,17,78,73,22,60,34,65,32,72,26,17,73,61,22,11,12,83,60,28,12,83,67,7,47,35,22,43,73,7,15,78,21,48,47,28,67,21,22,35,53,35,53,28,47,42,17,48,53,22,22,48,17,43,12,80,60,28,17,73,52,34,3
65,40,36,67,9,89,85,15,66,28,9,85,37,57,74,20,86,8,67,27,38,57,10,85,86,9,74,21,70,25,51,55,24,84,8,53,41,26,68,71,22,78,16,53,28,53,42,26,69,79,16,71,23,73,22,78,20,26,57,72,16,4,5,90,72,20,5,90,74,9,53,24,38,28,79,9,10,69,38,42,53,21,74,16,38,24,67,24,68,21,53,27,26,42,68,16,38,42,26,28,5,85,71,21,26,57,67,23,6
51,52,31,69,13,83,83,19,54,41,13,81,32,62,70,23,84,11,53,41,33,62,14,81,84,11,71,24,66,39,38,60,22,80,10,40,54,24,70,67,28,75,19,41,41,40,54,24,71,75,20,67,27,70,26,74,23,24,62,68,20,10,11,84,67,24,11,84,71,11,41,28,33,42,75,11,14,71,32,55,41,24,71,19,33,28,54,28,54,24,40,41,24,55,54,20,33,54,24,42,11,81,67,24,24,62,53,27,3
79,15,32,83,4,95,84,12,80,15,5,90,35,61,82,14,85,11,79,15,34,60,5,90,84,10,81,13,80,15,79,58,10,89,10,79,16,11,84,81,15,83,13,80,16,79,15,11,84,82,12,80,14,81,14,82,13,11,61,81,13,0,0,95,81,14,0,95,82,11,80,15,35,16,83,11,5,84,35,16,80,14,82,13,35,15,80,15,80,14,79,15,11,16,80,13,34,15,11,16,0,90,80,13,11,60,79,14,1
72,23,44,63,5,95,75,20,73,23,6,89,46,50,74,21,76,20,72,22,45,49,6,89,75,19,74,20,73,22,71,48,28,88,19,72,24,30,65,74,22,75,20,72,23,71,23,30,65,74,20,73,21,74,21,74,20,30,50,74,21,0,0,95,74,21,0,95,75,20,72,22,46,23,75,20,6,65,46,24,72,21,75,21,46,22,73,22,73,21,71,22,30,24,73,21,45,23,30,23,0,89,73,20,30,49,72,21,3
61,39,43,70,8,91,84,11,62,31,9,86,45,49,77,18,85,9,63,32,45,50,9,86,85,10,77,17,70,30,52,48,21,85,9,53,41,22,72,72,23,82,12,53,32,54,41,23,72,82,12,71,23,76,22,81,16,23,50,72,13,2,3,92,72,18,3,92,78,10,54,24,45,32,83,9,9,72,45,41,54,18,77,13,45,24,63,23,63,18,54,32,23,41,63,13,45,41,23,32,3,86,71,17,23,50,63,23,6
58,43,36,64,12,88,83,13,60,35,13,82,37,57,78,15,84,11,59,35,37,58,13,82,84,11,79,16,66,34,49,57,29,81,10,50,45,29,65,67,28,81,13,51,36,50,44,30,65,81,14,67,27,77,26,80,14,30,58,68,14,5,6,89,67,16,6,89,79,11,51,28,37,36,81,11,13,65,37,45,51,16,79,13,37,28,60,28,60,16,50,35,30,45,60,14,37,44,30,36,6,82,67,16,30,58,59,27,3
43,53,33,70,15,81,85,16,45,49,15,79,35,60,73,20,86,9,45,50,35,60,16,80,86,9,74,21,61,48,38,58,23,79,8,39,55,24,71,62,32,78,16,40,50,40,55,24,71,78,17,63,32,72,30,77,19,24,60,63,17,12,13,82,62,21,13,82,74,9,40,32,35,50,78,9,15,71,35,55,40,21,74,16,35,32,45,32,45,21,40,50,24,55,45,17,35,55,24,50,13,79,63,21,24,60,45,32,1
51,45,43,76,14,84,79,18,53,42,14,80,44,50,70,24,80,15,53,41,45,50,15,80,80,15,70,25,60,39,48,48,17,79,14,49,45,18,76,61,32,76,19,49,42,49,46,18,77,76,19,62,33,68,31,75,23,18,50,62,19,9,10,85,62,24,10,85,70,15,49,33,45,42,76,15,15,77,45,46,49,25,70,19,45,33,53,33,54,25,49,41,18,46,54,19,45,46,18,42,10,80,62,25,18,50,53,33,2
58,40,40,59,11,86,80,19,59,36,12,83,41,52,71,23,81,13,59,35,42,53,12,83,81,14,71,24,65,34,54,51,32,82,13,55,40,33,61,66,28,74,20,55,36,54,40,34,61,75,20,66,28,70,27,74,23,33,53,67,20,7,8,87,67,23,8,87,71,14,55,29,42,36,75,14,12,61,42,40,55,24,71,20,42,29,59,29,60,24,54,35,34,41,60,20,42,40,34,36,8,83,66,24,34,53,59,28,4
57,46,47,56,8,91,84,11,58,36,9,86,48,47,74,20,85,9,58,36,47,47,9,86,85,10,74,21,66,35,48,47,35,85,9,48,47,36,58,67,26,82,12,48,37,48,46,37,58,83,12,68,27,72,25,82,19,37,48,68,12,2,3,92,68,20,3,92,74,10,48,27,48,37,83,10,9,58,48,47,49,21,74,12,48,27,58,26,59,20,48,36,37,47,59,12,47,46,37,37,3,86,68,21,37,47,58,27,5
52,43,46,77,13,84,82,16,53,41,13,81,46,48,72,22,83,12,53,42,47,48,14,81,83,12,72,22,64,41,50,47,16,80,11,50,43,17,77,66,29,78,16,51,41,51,44,17,78,78,17,66,28,72,26,77,22,17,48,67,17,9,10,85,66,23,10,85,73,12,51,29,47,42,78,12,14,78,46,44,51,23,73,16,47,29,53,29,53,23,51,42,17,44,53,17,47,44,17,42,10,81,66,22,17,48,53,28,5
71,31,42,67,6,95,80,17,71,23,8,87,44,51,75,19,81,14,72,23,44,50,8,87,81,14,76,19,73,22,61,48,24,85,13,63,32,26,69,74,20,77,17,63,23,62,32,26,69,77,18,74,21,75,20,76,18,26,51,74,18,0,0,95,74,19,0,95,76,14,63,21,45,23,77,14,8,69,45,33,63,19,76,18,45,21,72,21,72,19,62,23,26,33,72,18,44,32,26,23,0,87,74,19,26,50,72,21,2
68,28,37,63,8,90,79,19,69,25,9,86,40,54,72,22,80,15,69,26,39,55,9,86,80,15,72,23,70,25,63,53,27,85,14,64,30,28,66,70,24,75,20,65,26,65,30,29,65,75,20,71,24,71,23,74,22,30,56,71,20,3,4,91,71,23,4,91,72,15,65,24,40,26,75,15,9,66,40,30,65,23,72,20,40,24,69,24,69,23,65,26,30,30,69,20,39,30,30,26,4,86,71,23,29,55,69,24,6
67,38,38,63,8,91,82,16,68,27,9,86,39,55,74,20,83,12,68,26,40,55,9,86,83,12,75,20,70,25,52,53,28,85,11,55,40,30,65,71,23,78,16,55,27,54,40,30,65,78,17,71,24,74,23,77,19,30,55,71,17,2,3,92,71,20,3,92,75,12,55,24,40,27,78,12,9,65,40,41,55,20,75,17,40,24,69,24,69,20,54,26,30,41,69,17,40,40,30,27,3,86,71,20,30,55,68,24,5
57,43,47,55,6,95,83,13,59,35,7,88,48,46,78,16,84,11,59,35,48,47,7,88,84,11,79,16,67,33,50,46,36,87,10,50,44,37,57,69,26,81,13,50,36,51,44,38,57,81,14,68,26,78,25,80,15,38,47,69,14,0,0,95,69,16,0,95,79,11,51,27,48,36,81,11,7,57,48,44,51,16,79,14,48,27,60,26,60,16,51,35,38,44,60,14,48,44,38,36,0,88,68,16,38,47,59,26,4
68,27,41,70,8,95,82,12,69,25,9,86,43,52,78,17,83,12,69,26,43,52,9,86,82,12,77,17,72,25,66,50,21,85,12,66,28,23,72,72,22,82,13,67,26,67,28,23,72,82,12,73,22,76,21,82,16,23,52,73,13,0,0,95,73,18,0,95,78,13,67,22,43,26,83,13,9,72,43,28,67,18,78,13,43,22,69,22,69,18,67,26,23,28,69,13,43,28,23,26,0,86,73,17,23,52,69,22,5
59,40,38,69,16,87,76,21,60,33,17,78,41,54,70,24,77,18,61,34,40,54,17,78,77,18,71,24,68,32,50,52,24,77,17,52,43,24,70,69,25,73,21,52,34,52,42,25,70,73,22,69,26,70,25,72,23,25,55,69,22,6,7,88,69,24,7,88,71,18,53,26,41,34,73,18,17,70,41,43,53,24,71,22,41,26,61,25,61,24,52,34,25,43,61,22,40,42,25,34,7,78,69,24,25,54,61,26,6
59,42,34,70,12,85,80,22,61,34,13,82,36,58,69,26,82,13,61,33,37,58,13,82,82,13,69,26,65,31,46,55,23,81,11,50,45,24,71,67,28,72,23,50,34,49,45,24,71,72,23,66,28,68,27,71,25,24,58,67,23,8,9,86,67,26,9,86,69,13,50,29,37,34,72,13,13,71,37,46,50,26,69,23,37,29,62,29,62,26,49,33,24,46,62,23,37,45,24,34,9,82,66,26,24,58,61,28,4
63,43,42,55,10,88,75,22,64,31,11,84,44,51,69,26,76,19,64,30,44,51,11,84,76,19,69,26,65,29,47,49,36,83,18,50,46,38,57,67,28,72,23,50,31,49,45,38,57,72,23,66,28,68,27,71,25,38,51,67,23,5,6,89,67,26,6,89,69,19,50,29,44,31,72,19,11,57,44,46,50,26,69,23,44,29,65,29,65,26,49,30,38,46,65,23,44,45,38,31,6,84,66,26,38,51,64,28,2
59,37,42,70,12,86,78,23,60,34,14,81,44,50,69,25,79,15,61,34,44,50,14,81,79,16,69,26,67,32,54,48,20,79,15,56,38,22,73,67,26,70,24,56,34,56,39,22,72,71,24,68,27,68,26,70,25,22,51,68,24,7,8,87,68,25,8,87,69,16,56,27,45,34,71,16,14,73,45,38,56,26,69,24,45,27,60,27,61,26,56,34,23,39,61,24,44,39,23,34,8,81,68,26,22,50,61,27,7
67,42,38,62,9,95,83,13,69,26,11,84,39,55,78,15,84,11,68,26,40,55,11,84,84,11,79,16,74,25,50,53,29,82,10,51,43,31,64,75,20,81,13,52,26,51,43,31,64,81,14,75,19,78,18,80,15,31,55,76,14,0,0,95,75,16,0,95,79,11,52,20,40,27,81,11,11,64,39,44,52,16,79,13,40,20,69,20,69,16,51,26,31,44,69,14,40,43,31,27,0,84,75,16,31,55,68,19,5
72,22,71,80,7,95,76,19,73,22,8,87,72,24,75,21,77,19,72,22,71,23,8,87,76,18,74,20,73,22,72,23,13,86,18,72,23,14,81,74,22,76,20,73,23,72,22,14,81,75,19,73,21,74,21,75,20,14,24,74,20,0,0,95,74,21,0,95,75,19,73,22,72,23,76,19,8,81,72,23,73,21,75,20,72,22,73,22,73,21,72,22,14,23,73,20,71,22,14,23,0,87,73,20,14,23,72,21,1
67,28,48,66,8,95,78,20,68,27,10,85,50,45,72,22,79,16,68,27,50,44,10,85,79,16,72,23,70,26,65,42,25,83,15,66,28,27,68,70,24,74,21,66,27,66,29,27,68,74,21,71,24,71,23,73,22,27,45,71,21,0,0,95,71,23,0,95,72,16,66,24,51,27,74,16,10,68,51,29,66,23,72,21,51,24,68,24,68,23,66,27,27,29,68,21,50,29,27,27,0,85,71,23,27,44,68,24,5
68,28,44,63,8,95,78,20,68,26,10,85,46,49,71,23,79,16,69,26,46,49,10,85,79,16,72,23,69,25,65,47,25,83,15,66,29,29,67,70,24,74,20,66,26,66,29,28,66,74,21,70,25,71,24,73,22,29,49,70,21,0,0,95,70,23,0,95,72,16,66,25,46,26,74,16,10,67,46,29,66,23,72,21,46,25,69,25,69,23,66,26,29,29,69,21,46,29,29,26,0,85,70,23,28,49,69,25,3
60,42,26,71,13,85,80,21,62,32,14,81,29,66,71,23,81,13,62,33,28,66,14,81,81,14,71,24,69,31,48,64,20,80,13,50,45,21,73,69,25,72,22,51,33,50,44,22,73,73,22,70,25,70,24,72,23,22,67,70,22,8,9,86,70,24,9,86,71,14,51,25,29,33,73,14,14,73,29,45,51,24,71,22,29,25,62,25,62,24,50,33,22,45,62,22,28,44,22,33,9,81,70,24,22,66,62,25,7
59,41,46,71,12,85,81,19,60,35,13,82,46,47,70,24,82,12,60,34,47,48,13,82,82,13,70,25,67,33,49,47,20,81,12,52,43,21,73,67,26,74,20,52,35,51,43,22,73,75,20,68,27,69,26,74,24,21,48,68,20,8,9,86,68,24,9,86,70,13,52,27,47,35,75,13,13,73,47,43,52,25,70,20,47,27,60,27,61,25,51,34,22,44,61,20,47,43,22,35,9,82,68,25,22,48,60,27,3
50,51,37,60,21,85,85,22,52,43,22,73,38,56,66,28,86,9,52,42,39,56,22,73,86,9,67,28,56,40,40,54,31,72,8,42,52,33,62,58,36,72,22,42,43,42,53,33,62,72,23,58,37,65,35,71,26,33,56,58,23,8,9,86,58,28,9,86,67,9,42,37,39,43,72,9,22,62,39,53,42,28,67,23,39,37,53,37,53,28,42,42,33,53,53,23,39,53,33,43,9,73,58,28,33,56,52,37,4
68,28,45,58,9,95,75,20,69,25,12,83,48,48,72,22,76,18,69,26,47,47,12,83,76,19,72,23,70,25,63,45,30,80,18,64,30,34,62,70,24,73,21,65,26,65,30,33,61,74,21,71,24,71,23,73,22,34,48,71,21,0,0,95,71,23,0,95,72,19,65,24,48,26,74,19,12,62,48,30,65,23,72,21,48,24,69,24,69,23,65,26,34,30,69,21,47,30,34,26,0,83,71,23,33,47,69,24,3
43,53,31,67,19,84,87,21,46,49,20,75,33,61,69,25,88,6,45,49,33,62,20,75,88,7,69,26,64,47,38,60,26,74,6,39,55,26,68,65,30,72,22,40,50,40,55,27,68,73,22,65,29,68,28,72,25,27,62,66,22,9,10,85,66,26,10,85,69,7,40,30,33,50,73,7,20,68,33,55,40,26,69,22,33,30,46,30,46,26,40,49,27,55,46,22,33,55,27,50,10,75,65,26,27,62,45,29,5
54,42,46,68,12,84,81,20,55,40,13,82,46,47,69,25,82,12,55,39,47,48,13,82,82,13,69,26,61,38,51,47,23,81,12,52,42,24,70,62,32,73,21,52,40,52,43,25,70,74,21,62,32,68,31,73,25,24,48,63,21,9,10,85,63,25,10,85,69,13,52,33,47,40,74,13,13,70,47,42,52,26,69,21,47,33,55,33,56,26,52,39,25,43,56,21,47,43,25,40,10,82,62,26,25,48,55,32,5
73,23,47,81,4,95,82,13,73,21,5,90,49,45,78,16,83,11,74,21,50,45,5,90,83,12,78,17,75,20,70,42,9,89,11,71,23,12,84,75,18,80,14,71,21,71,24,11,83,81,14,76,19,77,18,80,16,12,45,76,14,0,0,95,76,16,0,95,78,12,71,19,50,21,81,12,5,84,50,24,71,17,78,14,50,19,73,19,74,17,71,21,12,24,74,14,50,24,12,21,0,90,76,17,11,45,74,19,2
67,32,40,74,8,91,83,12,69,26,9,86,41,53,79,15,84,11,68,26,42,53,9,86,84,11,79,15,71,25,59,51,17,85,10,60,33,19,76,72,23,82,12,61,26,61,34,19,76,82,13,72,22,78,21,81,14,19,53,73,13,2,3,92,72,16,3,92,80,11,61,23,42,27,82,11,9,76,41,34,61,16,80,12,42,23,69,23,69,16,61,26,19,34,69,13,42,34,19,27,3,86,72,15,19,53,68,22,5
66,41,34,66,13,89,85,16,67,28,15,80,35,58,72,22,86,8,67,27,36,59,15,80,86,9,72,23,69,26,48,57,25,78,8,51,43,26,68,69,24,77,17,51,28,51,44,27,68,78,17,70,25,71,24,77,22,26,59,70,17,4,5,90,70,22,5,90,72,9,51,25,36,28,78,9,15,68,36,43,51,23,72,17,36,25,67,25,68,23,51,27,27,44,68,17,36,44,27,28,5,80,70,23,27,59,67,25,6
50,47,32,68,16,86,81,20,52,42,18,77,35,61,72,22,82,13,52,43,34,59,18,77,82,13,72,23,62,41,44,58,23,75,12,45,49,25,70,63,31,74,21,46,43,46,49,24,70,74,21,64,31,71,29,73,22,25,61,64,21,7,8,87,64,23,8,87,72,13,46,31,35,43,74,13,18,70,35,49,46,23,72,21,35,31,52,31,52,23,46,43,25,49,52,21,34,49,25,43,8,77,64,23,25,60,52,31,3
50,45,42,61,10,86,82,16,51,43,11,84,44,50,71,23,83,11,51,43,44,51,11,84,83,12,71,24,65,42,48,49,30,83,11,48,46,31,63,65,28,77,17,48,44,49,46,32,63,78,17,66,29,70,28,77,23,32,51,66,17,7,8,87,66,23,8,87,71,12,48,29,44,44,78,12,11,63,44,46,49,24,71,17,44,29,51,28,52,23,49,43,32,46,52,17,44,46,32,44,8,84,66,24,32,51,51,29,5
65,46,25,73,13,83,81,19,66,27,14,81,26,68,71,22,82,13,67,29,26,69,14,81,82,13,72,23,69,27,41,68,20,80,12,44,50,20,74,69,25,75,19,45,28,45,50,21,74,75,20,70,25,71,24,74,22,21,69,70,20,10,11,84,69,23,11,84,72,13,45,25,26,28,75,13,14,74,26,50,45,23,72,19,26,25,66,25,66,23,45,29,21,50,66,20,26,50,21,28,11,81,70,23,21,69,67,25,6
71,33,39,65,5,95,81,14,72,22,6,89,40,54,77,17,82,12,72,23,41,54,6,89,82,13,77,18,74,22,55,52,26,88,12,58,36,28,67,74,20,79,15,59,22,58,36,28,67,80,15,75,20,76,19,79,17,28,54,75,15,0,0,95,75,18,0,95,77,13,59,20,41,23,80,13,6,67,40,37,59,18,77,15,41,20,72,20,72,18,58,23,28,37,72,15,41,36,28,23,0,89,75,18,28,54,72,20,4
62,35,40,74,9,92,84,10,63,31,11,85,43,52,81,13,85,9,64,31,43,51,10,84,85,10,81,14,68,29,56,48,16,83,9,58,36,19,77,69,24,83,11,58,31,58,37,18,76,84,11,70,25,80,23,83,13,19,52,70,11,1,2,93,70,13,2,93,81,10,58,25,44,31,84,10,11,77,44,37,58,14,81,11,44,25,63,25,64,14,58,31,19,37,64,11,43,37,19,31,2,85,70,14,18,51,64,25,1
67,28,49,64,6,95,77,19,68,26,7,88,53,42,72,22,78,16,68,27,52,42,7,88,78,17,72,23,69,26,64,39,27,87,16,65,30,28,66,69,25,74,20,66,27,65,29,29,66,75,20,70,25,71,24,74,22,29,43,70,20,0,0,95,70,23,0,95,72,17,66,25,53,27,75,17,7,66,53,30,66,23,72,20,53,25,68,25,68,23,65,27,29,30,68,20,52,29,29,27,0,88,70,23,29,42,68,25,7
53,44,38,61,20,85,89,23,55,39,21,74,40,55,64,30,90,5,55,39,40,55,21,74,90,5,64,31,58,37,46,53,32,73,4,48,47,33,62,60,34,70,25,49,40,48,46,33,62,70,25,60,34,62,32,68,29,33,55,61,25,8,9,86,61,31,9,86,64,5,49,35,40,40,70,5,21,62,40,47,49,31,64,25,40,35,56,35,56,31,48,39,33,47,56,25,40,46,33,40,9,74,60,31,33,55,55,34,1
