@relation 'Sax dominant'

@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute destClass {1,2}

@data
29,64,28,63,24,62,31,26,61,30,59,61,26,65,26,66,64,28,63,28,28,61,64,26,24,66,59,30,29,31,26,31,28,30,29,28,28,28,26,30,28,30,2
34,56,34,56,26,60,31,24,60,30,57,52,30,60,30,60,64,28,63,27,34,52,63,24,26,60,57,31,34,31,30,31,34,30,34,28,34,27,30,30,34,30,1
32,58,32,58,24,60,31,24,60,30,57,54,28,62,28,62,64,28,63,27,32,54,63,24,24,62,57,31,32,31,28,31,32,30,32,28,32,27,28,30,32,30,1
37,55,37,55,33,56,36,32,56,36,54,53,35,57,35,57,58,34,58,34,37,53,58,32,33,57,54,36,37,36,35,36,37,36,37,34,37,34,35,36,37,36,2
34,58,34,58,30,60,31,24,60,30,57,56,32,60,32,60,64,28,63,27,34,56,63,24,30,60,57,31,34,31,32,31,34,30,34,28,34,27,32,30,34,30,1
28,64,28,64,24,52,38,29,52,37,48,62,26,66,26,66,57,34,56,33,28,62,56,29,24,66,48,38,28,38,26,38,28,37,28,34,28,33,26,37,28,37,1
37,55,37,55,33,54,37,31,54,37,51,53,35,57,35,57,57,34,57,34,37,53,57,31,33,57,51,37,37,37,35,37,37,37,37,34,37,34,35,37,37,37,1
22,71,22,71,20,62,31,26,61,30,59,70,21,72,21,72,64,28,63,28,22,70,64,26,20,72,59,30,22,31,21,31,22,30,22,28,22,28,21,30,22,30,2
32,60,32,60,28,53,37,30,53,37,51,58,30,62,30,62,57,33,57,33,32,58,57,32,28,62,52,37,32,37,30,37,32,37,32,33,32,33,30,37,32,37,2
34,58,34,58,30,57,34,28,57,34,54,56,32,60,32,60,60,31,60,31,34,56,60,28,30,60,54,34,34,34,32,34,34,34,34,31,34,31,32,34,34,34,1
33,58,33,58,27,61,30,24,61,29,58,55,30,61,30,61,65,27,64,26,33,55,64,24,27,61,59,30,33,30,30,30,33,29,33,27,33,26,30,29,33,29,1
35,57,35,57,31,58,33,27,58,33,55,55,33,59,33,59,61,30,61,30,35,55,61,27,31,59,55,33,35,33,33,33,35,33,35,30,35,30,33,33,35,33,2
31,61,31,61,27,60,31,24,60,30,57,59,29,63,29,63,64,28,63,27,31,59,63,24,27,63,57,31,31,31,29,31,31,30,31,28,31,27,29,30,31,30,2
31,61,31,61,27,50,40,31,50,39,46,59,29,63,29,63,55,36,54,35,31,59,54,31,27,63,46,40,31,40,29,40,31,39,31,36,31,35,29,39,31,39,1
34,58,33,58,29,57,34,28,57,34,54,56,31,60,32,61,60,31,60,31,34,56,60,28,29,60,54,34,34,34,32,34,33,34,34,31,33,31,31,34,34,34,2
34,57,34,57,28,52,39,32,52,38,49,54,31,60,31,60,56,36,55,35,34,54,55,32,28,60,49,39,34,39,31,39,34,38,34,36,34,35,31,38,34,38,2
33,58,33,58,27,59,32,26,59,32,56,55,30,61,30,61,62,29,62,29,33,55,62,26,27,61,56,32,33,32,30,32,33,32,33,29,33,29,30,32,33,32,2
36,56,36,56,32,59,33,29,59,33,57,54,34,58,34,58,61,31,61,31,36,54,61,29,32,58,57,33,36,33,34,33,36,33,36,31,36,31,34,33,36,33,1
31,61,31,61,27,60,31,24,60,30,57,59,29,63,29,63,64,28,63,27,31,59,63,24,27,63,57,31,31,31,29,31,31,30,31,28,31,27,29,30,31,30,1
30,62,30,62,26,51,39,30,51,38,47,60,28,64,28,64,56,35,55,34,30,60,55,30,26,64,47,39,30,39,28,39,30,38,30,35,30,34,28,38,30,38,2
36,56,36,56,32,58,34,30,58,34,56,54,34,58,34,58,60,32,60,32,36,54,60,30,32,58,56,34,36,34,34,34,36,34,36,32,36,32,34,34,36,34,2
32,59,32,59,27,50,41,34,50,40,47,56,29,62,29,62,54,38,53,37,32,57,53,34,27,62,47,41,32,41,29,41,32,40,32,38,32,37,29,40,32,40,2
36,56,36,56,32,58,34,30,58,34,56,54,34,58,34,58,60,32,60,32,36,54,60,30,32,58,56,34,36,34,34,34,36,34,36,32,36,32,34,34,36,34,2
33,58,33,58,27,53,38,31,53,37,50,55,30,61,30,61,57,35,56,34,33,55,56,31,27,61,50,38,33,38,30,38,33,37,33,35,33,34,30,37,33,37,2
37,55,37,55,33,57,35,31,57,35,55,53,35,57,35,57,59,33,59,33,37,53,59,31,33,57,55,35,37,35,35,35,37,35,37,33,37,33,35,35,37,35,1
38,54,38,54,34,53,39,35,53,39,51,52,36,56,36,56,55,37,55,37,38,52,55,35,34,56,51,39,38,39,36,39,38,39,38,37,38,37,36,39,38,39,1
30,63,29,62,25,61,31,25,60,30,57,60,27,64,27,65,64,27,63,27,29,60,64,25,25,65,58,30,30,31,27,31,29,30,30,27,29,27,27,30,29,30,2
34,58,34,58,30,61,30,23,61,29,58,56,32,60,32,60,65,27,64,26,34,56,64,23,30,60,58,30,34,30,32,30,34,29,34,27,34,26,32,29,34,29,1
33,58,33,58,27,58,33,27,58,33,55,55,30,61,30,61,61,30,61,30,33,55,61,27,27,61,55,33,33,33,30,33,33,33,33,30,33,30,30,33,33,33,1
30,62,30,62,26,63,30,24,62,28,60,60,28,64,28,64,66,27,64,26,30,60,65,24,26,64,60,29,30,30,28,30,30,28,30,27,30,26,28,28,30,28,1
36,55,36,55,30,57,34,28,57,34,54,52,33,58,33,58,60,31,60,31,36,52,60,28,30,58,54,34,36,34,33,34,36,34,36,31,36,31,33,34,36,34,2
34,57,34,57,28,60,31,24,60,30,57,54,31,60,31,60,64,28,63,27,34,54,63,24,28,60,57,31,34,31,31,31,34,30,34,28,34,27,31,30,34,30,2
36,55,36,55,30,55,37,33,55,37,53,52,33,58,33,58,57,35,57,35,36,52,57,33,30,58,53,37,36,37,33,37,36,37,36,35,36,35,33,37,36,37,2
35,56,35,56,29,60,31,25,60,31,57,53,32,59,32,59,63,28,63,28,35,53,63,25,29,59,57,31,35,31,32,31,35,31,35,28,35,28,32,31,35,31,1
30,62,30,62,26,62,29,23,62,28,59,60,28,64,28,64,66,26,65,25,30,60,65,23,26,64,60,29,30,29,28,29,30,28,30,26,30,25,28,28,30,28,1
32,58,32,58,24,60,31,24,60,30,57,54,28,62,28,62,64,28,63,27,32,54,63,24,24,62,57,31,32,31,28,31,32,30,32,28,32,27,28,30,32,30,1
37,55,37,55,33,57,35,31,57,35,55,53,35,57,35,57,59,33,59,33,37,53,59,31,33,57,55,35,37,35,35,35,37,35,37,33,37,33,35,35,37,35,2
28,65,27,64,23,61,31,24,60,30,57,62,25,66,25,67,64,27,63,27,27,62,64,24,23,67,57,30,28,31,25,31,27,30,28,27,27,27,25,30,27,30,1
28,64,28,64,24,56,34,25,56,33,52,62,26,66,26,66,61,30,60,29,28,62,60,25,24,66,52,34,28,34,26,34,28,33,28,30,28,29,26,33,28,33,1
34,58,34,58,30,58,33,27,58,33,55,56,32,60,32,60,61,30,61,30,34,56,61,27,30,60,55,33,34,33,32,33,34,33,34,30,34,30,32,33,34,33,2
35,57,35,57,31,59,33,29,59,33,57,55,33,59,33,59,61,31,61,31,35,55,61,29,31,59,57,33,35,33,33,33,35,33,35,31,35,31,33,33,35,33,1
32,60,32,60,28,63,28,22,63,28,60,58,30,62,30,62,66,25,66,25,32,58,66,22,28,62,60,28,32,28,30,28,32,28,32,25,32,25,30,28,32,28,2
37,55,37,55,33,56,36,32,56,36,54,53,35,57,35,57,58,34,58,34,37,53,58,32,33,57,54,36,37,36,35,36,37,36,37,34,37,34,35,36,37,36,1
37,55,37,55,33,56,34,25,56,33,52,53,35,57,35,57,61,30,60,29,37,53,60,25,33,57,52,34,37,34,35,34,37,33,37,30,37,29,35,33,37,33,2
35,56,35,56,29,57,35,31,57,35,55,53,32,59,32,59,59,33,59,33,35,53,59,31,29,59,55,35,35,35,32,35,35,35,35,33,35,33,32,35,35,35,2
35,57,35,57,31,58,34,30,58,34,56,55,33,59,33,59,60,32,60,32,35,55,60,30,31,59,56,34,35,34,33,34,35,34,35,32,35,32,33,34,35,34,1
29,62,29,62,24,57,33,24,57,32,53,59,26,65,26,65,62,29,61,28,29,60,61,24,24,65,53,33,29,33,26,33,29,32,29,29,29,28,26,32,29,32,2
35,57,35,57,31,59,32,25,59,31,56,55,33,59,33,59,63,29,62,28,35,55,62,25,31,59,56,32,35,32,33,32,35,31,35,29,35,28,33,31,35,31,1
38,54,38,54,34,55,36,30,55,36,52,52,36,56,36,56,58,33,58,33,38,52,58,30,34,56,52,36,38,36,36,36,38,36,38,33,38,33,36,36,38,36,1
36,56,36,56,32,57,35,31,57,35,55,54,34,58,34,58,59,33,59,33,36,54,59,31,32,58,55,35,36,35,34,35,36,35,36,33,36,33,34,35,36,35,1
33,59,32,59,28,58,33,27,58,33,55,57,30,61,31,62,61,30,61,30,33,57,61,27,28,61,55,33,33,33,31,33,32,33,33,30,32,30,30,33,33,33,2
31,62,30,61,26,57,34,28,57,34,54,59,28,63,28,64,60,31,60,31,30,59,60,28,26,64,54,34,31,34,28,34,30,34,31,31,30,31,28,34,30,34,2
34,57,34,57,28,61,30,24,61,30,58,54,31,60,31,60,64,27,64,27,34,54,64,24,28,60,58,30,34,30,31,30,34,30,34,27,34,27,31,30,34,30,1
37,55,37,55,33,59,33,28,59,32,57,53,35,57,35,57,62,31,61,30,37,53,61,28,33,57,57,33,37,33,35,33,37,32,37,31,37,30,35,32,37,32,2
31,61,31,61,27,51,39,31,51,39,47,59,29,63,29,63,55,35,55,35,31,59,55,31,27,63,47,39,31,39,29,39,31,39,31,35,31,35,29,39,31,39,2
31,62,30,61,26,56,35,29,56,35,53,59,28,63,28,64,59,32,59,32,30,59,59,29,26,64,53,35,31,35,28,35,30,35,31,32,30,32,28,35,30,35,2
28,64,28,64,24,52,39,32,52,38,49,62,26,66,26,66,56,36,55,35,28,62,55,32,24,66,49,39,28,39,26,39,28,38,28,36,28,35,26,38,28,38,2
34,58,34,58,30,59,32,25,59,31,56,56,32,60,32,60,63,29,62,28,34,56,62,25,30,60,56,32,34,32,32,32,34,31,34,29,34,28,32,31,34,31,2
38,54,38,54,34,58,34,30,58,34,56,52,36,56,36,56,60,32,60,32,38,52,60,30,34,56,56,34,38,34,36,34,38,34,38,32,38,32,36,34,38,34,1
32,59,32,59,27,57,33,24,57,32,53,57,29,62,29,62,62,29,61,28,32,58,61,24,28,62,53,33,32,33,29,33,32,32,32,29,32,28,29,32,32,32,1
32,61,31,60,27,61,32,27,60,31,58,58,29,62,29,63,63,29,62,29,31,58,63,27,27,63,58,31,32,32,29,32,31,31,32,29,31,29,29,31,31,31,2
38,54,38,54,34,56,36,32,56,36,54,52,36,56,36,56,58,34,58,34,38,52,58,32,34,56,54,36,38,36,36,36,38,36,38,34,38,34,36,36,38,36,2
35,57,35,57,31,58,32,24,58,31,55,55,33,59,33,59,63,28,62,27,35,55,62,25,31,59,56,32,35,32,33,32,35,31,35,28,35,27,33,31,35,31,2
32,60,32,60,28,58,33,27,58,33,55,58,30,62,30,62,61,30,61,30,32,58,61,27,28,62,55,33,32,33,30,33,32,33,32,30,32,30,30,33,32,33,1
28,64,28,64,24,48,42,33,48,41,45,62,26,66,26,66,53,38,52,37,28,62,52,34,24,66,45,42,28,42,26,42,28,41,28,38,28,37,26,41,28,41,1
31,59,31,59,23,60,31,24,60,30,57,55,27,63,27,63,64,28,63,27,31,55,63,24,23,63,57,31,31,31,27,31,31,30,31,28,31,27,27,30,31,30,2
36,56,36,56,32,53,38,32,53,38,50,54,34,58,34,58,56,35,56,35,36,54,56,32,32,58,50,38,36,38,34,38,36,38,36,35,36,35,34,38,36,38,1
30,61,30,61,24,58,32,23,58,31,54,58,27,64,27,64,63,28,62,27,30,58,62,23,24,64,54,32,30,32,27,32,30,31,30,28,30,27,27,31,30,31,1
37,55,37,55,33,57,35,31,57,35,55,53,35,57,35,57,59,33,59,33,37,53,59,31,33,57,55,35,37,35,35,35,37,35,37,33,37,33,35,35,37,35,1
31,62,30,61,26,62,31,26,61,30,59,59,28,63,28,64,64,28,63,28,30,59,64,26,26,64,59,30,31,31,28,31,30,30,31,28,30,28,28,30,30,30,2
30,60,30,60,23,60,31,24,60,30,57,56,26,64,26,64,64,28,63,27,30,57,63,24,23,64,57,31,30,31,26,31,30,30,30,28,30,27,26,30,30,30,2
33,58,33,58,27,61,30,24,61,30,58,55,30,61,30,61,64,27,64,27,33,55,64,24,27,61,58,30,33,30,30,30,33,30,33,27,33,27,30,30,33,30,2
33,58,33,58,27,61,31,24,60,30,57,55,30,61,30,61,64,27,63,27,33,55,64,24,27,61,57,30,33,31,30,31,33,30,33,27,33,27,30,30,33,30,1
31,60,31,60,25,61,30,24,61,29,58,57,28,63,28,63,65,27,64,26,31,57,64,24,25,63,59,30,31,30,28,30,31,29,31,27,31,26,28,29,31,29,1
37,55,37,55,33,60,31,24,60,30,57,53,35,57,35,57,64,28,63,27,37,53,63,24,33,57,57,31,37,31,35,31,37,30,37,28,37,27,35,30,37,30,1
39,52,39,52,33,61,31,27,61,31,59,49,36,55,36,55,63,29,63,29,39,49,63,27,33,55,59,31,39,31,36,31,39,31,39,29,39,29,36,31,39,31,1
32,60,32,60,28,59,32,26,59,32,56,58,30,62,30,62,62,29,62,29,32,58,62,26,28,62,56,32,32,32,30,32,32,32,32,29,32,29,30,32,32,32,2
34,57,34,57,28,52,39,33,52,39,49,54,31,60,31,60,55,36,55,36,34,54,55,33,28,60,49,39,34,39,31,39,34,39,34,36,34,36,31,39,34,39,1
36,56,36,56,32,56,35,28,56,34,53,54,34,58,34,58,60,32,59,31,36,54,59,28,32,58,53,35,36,35,34,35,36,34,36,32,36,31,34,34,36,34,2
37,55,37,55,33,58,34,30,58,34,56,53,35,57,35,57,60,32,60,32,37,53,60,30,33,57,56,34,37,34,35,34,37,34,37,32,37,32,35,34,37,34,2
34,57,34,57,28,59,32,26,59,32,56,54,31,60,31,60,62,29,62,29,34,54,62,26,28,60,56,32,34,32,31,32,34,32,34,29,34,29,31,32,34,32,1
32,61,31,60,27,59,33,27,58,32,55,58,29,62,29,63,62,29,61,29,31,58,62,27,27,63,56,32,32,33,29,33,31,32,32,29,31,29,29,32,31,32,2
30,62,30,62,26,65,27,23,65,27,63,60,28,64,28,64,67,25,67,25,30,60,67,23,26,64,63,27,30,27,28,27,30,27,30,25,30,25,28,27,30,27,1
37,55,37,55,33,57,35,31,57,35,55,53,35,57,35,57,59,33,59,33,37,53,59,31,33,57,55,35,37,35,35,35,37,35,37,33,37,33,35,35,37,35,2
34,57,34,57,28,55,36,30,55,36,52,54,31,60,31,60,58,33,58,33,34,54,58,30,28,60,52,36,34,36,31,36,34,36,34,33,34,33,31,36,34,36,2
34,57,34,57,28,59,32,26,59,32,56,55,31,60,31,60,62,29,62,29,34,55,62,26,29,60,56,32,34,32,31,32,34,32,34,29,34,29,31,32,34,32,2
37,54,37,54,31,60,31,24,60,30,57,51,34,57,34,57,64,28,63,27,37,51,63,24,31,57,57,31,37,31,34,31,37,30,37,28,37,27,34,30,37,30,1
30,63,29,62,25,60,32,25,59,31,56,60,27,64,27,65,63,28,62,28,29,60,63,25,25,65,56,31,30,32,27,32,29,31,30,28,29,28,27,31,29,31,2
35,57,35,57,31,56,35,29,56,35,53,55,33,59,33,59,59,32,59,32,35,55,59,29,31,59,53,35,35,35,33,35,35,35,35,32,35,32,33,35,35,35,1
32,59,32,59,26,57,34,27,57,33,54,56,29,62,29,62,61,31,60,30,32,56,60,27,26,62,54,34,32,34,29,34,32,33,32,31,32,30,29,33,32,33,2
29,63,29,63,25,62,30,23,61,29,58,61,27,65,27,65,65,26,64,26,29,61,65,23,25,65,58,29,29,30,27,30,29,29,29,26,29,26,27,29,29,29,2
31,62,30,61,26,58,34,27,57,33,54,59,28,63,28,64,61,30,60,30,30,59,61,27,26,64,54,33,31,34,28,34,30,33,31,30,30,30,28,33,30,33,1
31,60,31,60,25,53,37,29,53,37,49,57,28,63,28,63,57,33,57,33,31,57,57,29,25,63,49,37,31,37,28,37,31,37,31,33,31,33,28,37,31,37,1
35,57,35,57,31,59,32,26,59,32,56,55,33,59,33,59,62,29,62,29,35,55,62,26,31,59,56,32,35,32,33,32,35,32,35,29,35,29,33,32,35,32,2
27,66,26,65,22,61,31,24,60,30,57,63,24,67,24,68,64,27,63,27,26,63,64,24,22,68,57,30,27,31,24,31,26,30,27,27,26,27,24,30,26,30,1
33,58,33,58,27,53,38,32,53,38,51,55,30,61,30,61,56,35,56,35,33,55,56,33,27,61,51,38,33,38,30,38,33,38,33,35,33,35,30,38,33,38,2
35,57,35,57,31,59,33,29,59,33,57,55,33,59,33,59,61,31,61,31,35,55,61,29,31,59,57,33,35,33,33,33,35,33,35,31,35,31,33,33,35,33,1
38,53,38,53,32,63,29,25,63,29,61,50,35,56,35,56,65,27,65,27,38,50,65,25,32,56,61,29,38,29,35,29,38,29,38,27,38,27,35,29,38,29,1
34,58,34,58,30,61,30,24,61,30,58,56,32,60,32,60,64,27,64,27,34,56,64,24,30,60,58,30,34,30,32,30,34,30,34,27,34,27,32,30,34,30,2
32,58,32,58,24,60,31,24,60,30,57,54,28,62,28,62,64,28,63,27,32,54,63,24,24,62,57,31,32,31,28,31,32,30,32,28,32,27,28,30,32,30,1
33,57,33,57,25,60,31,24,60,30,57,53,29,61,29,61,64,28,63,27,33,53,63,24,25,61,57,31,33,31,29,31,33,30,33,28,33,27,29,30,33,30,1
29,64,28,63,24,59,34,29,58,33,56,61,26,65,26,66,61,31,60,31,28,61,61,29,24,66,56,33,29,34,26,34,28,33,29,31,28,31,26,33,28,33,2
36,56,36,56,32,59,33,29,59,33,57,54,34,58,34,58,61,31,61,31,36,54,61,29,32,58,57,33,36,33,34,33,36,33,36,31,36,31,34,33,36,33,1
30,63,29,62,25,62,31,26,61,30,59,60,27,64,27,65,64,28,63,28,29,60,64,26,25,65,59,30,30,31,27,31,29,30,30,28,29,28,27,30,29,30,2
30,63,29,62,25,60,32,25,59,31,56,60,27,64,27,65,63,28,62,28,29,60,63,25,25,65,56,31,30,32,27,32,29,31,30,28,29,28,27,31,29,31,2
36,55,36,55,30,59,32,25,59,31,56,52,33,58,33,58,63,29,62,28,36,52,62,25,30,58,56,32,36,32,33,32,36,31,36,29,36,28,33,31,36,31,1
30,62,30,62,26,62,31,26,61,30,59,60,28,64,28,64,64,28,63,28,30,60,64,26,26,64,59,30,30,31,28,31,30,30,30,28,30,28,28,30,30,30,2
37,55,37,55,33,59,33,29,59,33,57,53,35,57,35,57,61,31,61,31,37,53,61,29,33,57,57,33,37,33,35,33,37,33,37,31,37,31,35,33,37,33,2
36,56,36,56,32,58,34,30,58,34,56,54,34,58,34,58,60,32,60,32,36,54,60,30,32,58,56,34,36,34,34,34,36,34,36,32,36,32,34,34,36,34,2
35,57,35,57,31,60,32,28,60,32,58,55,33,59,33,59,62,30,62,30,35,55,62,28,31,59,58,32,35,32,33,32,35,32,35,30,35,30,33,32,35,32,2
32,60,32,60,28,56,34,25,56,33,52,58,30,62,30,62,61,30,60,29,32,58,60,25,28,62,52,34,32,34,30,34,32,33,32,30,32,29,30,33,32,33,1
32,58,32,58,24,60,31,24,60,30,57,54,28,62,28,62,64,28,63,27,32,54,63,24,24,62,57,31,32,31,28,31,32,30,32,28,32,27,28,30,32,30,1
32,60,32,60,28,59,32,25,59,31,56,58,30,62,30,62,63,29,62,28,32,58,62,25,28,62,56,32,32,32,30,32,32,31,32,29,32,28,30,31,32,31,1
27,65,27,65,23,51,39,30,51,38,47,63,25,67,25,67,56,35,55,34,27,63,55,30,23,67,47,39,27,39,25,39,27,38,27,35,27,34,25,38,27,38,1
37,54,37,54,31,55,36,30,55,36,53,51,34,57,34,57,58,33,58,33,37,51,58,31,31,57,53,36,37,36,34,36,37,36,37,33,37,33,34,36,37,36,1
32,59,32,59,27,52,39,32,52,38,49,56,29,62,29,62,56,36,55,35,32,57,55,32,27,62,49,39,32,39,29,39,32,38,32,36,32,35,29,38,32,38,2
35,57,35,57,31,57,35,31,57,35,55,55,33,59,33,59,59,33,59,33,35,55,59,31,31,59,55,35,35,35,33,35,35,35,35,33,35,33,33,35,35,35,2
38,55,37,54,33,53,38,32,53,38,50,52,35,56,35,57,56,35,56,35,37,52,56,32,33,57,50,38,38,38,35,38,37,38,38,35,37,35,35,38,37,38,1
32,61,31,60,27,62,31,26,61,30,59,58,29,62,29,63,64,28,63,28,31,58,64,26,27,63,59,30,32,31,29,31,31,30,32,28,31,28,29,30,31,30,2
34,57,34,57,28,60,31,25,60,31,57,54,31,60,31,60,63,28,63,28,34,54,63,25,28,60,57,31,34,31,31,31,34,31,34,28,34,28,31,31,34,31,1
36,56,36,56,32,59,33,29,59,33,57,54,34,58,34,58,61,31,61,31,36,54,61,29,32,58,57,33,36,33,34,33,36,33,36,31,36,31,34,33,36,33,2
26,67,25,66,21,59,32,24,58,31,55,64,23,68,23,69,63,27,62,27,25,64,63,25,21,69,56,31,26,32,23,32,25,31,26,27,25,27,23,31,25,31,2
34,56,34,56,26,60,31,24,60,30,57,52,30,60,30,60,64,28,63,27,34,52,63,24,26,60,57,31,34,31,30,31,34,30,34,28,34,27,30,30,34,30,1
32,61,31,60,27,62,31,26,61,30,59,58,29,62,29,63,64,28,63,28,31,58,64,26,27,63,59,30,32,31,29,31,31,30,32,28,31,28,29,30,31,30,2
31,59,31,59,23,60,31,24,60,30,57,55,27,63,27,63,64,28,63,27,31,55,63,24,23,63,57,31,31,31,27,31,31,30,31,28,31,27,27,30,31,30,1
38,54,38,54,34,59,32,26,59,32,56,52,36,56,36,56,62,29,62,29,38,52,62,26,34,56,56,32,38,32,36,32,38,32,38,29,38,29,36,32,38,32,2
41,50,41,50,35,56,35,29,56,35,53,48,38,53,38,53,59,32,59,32,41,48,59,29,36,53,53,35,41,35,38,35,41,35,41,32,41,32,38,35,41,35,2
35,56,35,56,29,56,36,31,56,35,54,53,32,59,32,59,59,34,58,33,35,53,58,31,29,59,54,36,35,36,32,36,35,35,35,34,35,33,32,35,35,35,2
29,63,28,62,22,59,33,26,58,32,55,60,25,65,25,66,62,29,61,29,28,60,62,26,23,66,55,32,29,33,25,33,28,32,29,29,28,29,25,32,28,32,1
32,59,32,59,26,61,30,24,61,30,58,56,29,62,29,62,64,27,64,27,32,56,64,24,26,62,58,30,32,30,29,30,32,30,32,27,32,27,29,30,32,30,2
34,57,34,57,28,60,31,25,60,31,57,54,31,60,31,60,63,28,63,28,34,54,63,25,28,60,57,31,34,31,31,31,34,31,34,28,34,28,31,31,34,31,1
36,56,36,56,32,60,32,28,60,32,58,54,34,58,34,58,62,30,62,30,36,54,62,28,32,58,58,32,36,32,34,32,36,32,36,30,36,30,34,32,36,32,1
35,57,35,57,31,59,33,29,59,33,57,55,33,59,33,59,61,31,61,31,35,55,61,29,31,59,57,33,35,33,33,33,35,33,35,31,35,31,33,33,35,33,2
30,61,30,61,25,52,39,33,52,39,49,58,27,64,27,64,55,36,55,36,30,59,55,33,25,64,49,39,30,39,27,39,30,39,30,36,30,36,27,39,30,39,2
33,59,32,59,28,57,34,28,57,34,54,57,30,61,31,62,60,31,60,31,33,57,60,28,28,61,54,34,33,34,31,34,32,34,33,31,32,31,30,34,33,34,2
28,64,28,64,24,63,30,25,62,29,60,62,26,66,26,66,65,27,64,27,28,62,65,25,24,66,60,29,28,30,26,30,28,29,28,27,28,27,26,29,28,29,2
31,60,31,60,25,52,39,32,52,38,49,57,28,63,28,63,56,36,55,35,31,57,55,32,25,63,49,39,31,39,28,39,31,38,31,36,31,35,28,38,31,38,2
32,59,32,59,26,48,43,36,48,42,45,56,29,62,29,62,52,40,51,39,32,56,51,36,26,62,45,43,32,43,29,43,32,42,32,40,32,39,29,42,32,42,2
35,57,35,57,31,58,34,30,58,34,56,55,33,59,33,59,60,32,60,32,35,55,60,30,31,59,56,34,35,34,33,34,35,34,35,32,35,32,33,34,35,34,1
35,56,35,56,29,51,41,37,51,41,49,53,32,59,32,59,53,39,53,39,35,53,53,37,29,59,49,41,35,41,32,41,35,41,35,39,35,39,32,41,35,41,2
32,59,32,59,26,55,36,30,55,36,52,56,29,62,29,62,58,33,58,33,32,56,58,30,26,62,52,36,32,36,29,36,32,36,32,33,32,33,29,36,32,36,2
37,55,37,55,33,59,33,29,59,33,57,53,35,57,35,57,61,31,61,31,37,53,61,29,33,57,57,33,37,33,35,33,37,33,37,31,37,31,35,33,37,33,2
33,57,33,57,25,58,33,26,58,32,55,53,29,61,29,61,62,30,61,29,33,53,61,26,25,61,55,33,33,33,29,33,33,32,33,30,33,29,29,32,33,32,1
36,55,36,55,30,60,31,25,60,31,57,52,33,58,33,58,63,28,63,28,36,52,63,25,30,58,57,31,36,31,33,31,36,31,36,28,36,28,33,31,36,31,1
36,56,36,56,32,60,31,24,60,30,57,54,34,58,34,58,64,28,63,27,36,54,63,24,32,58,57,31,36,31,34,31,36,30,36,28,36,27,34,30,36,30,1
29,62,29,62,23,46,44,35,46,43,43,59,26,65,26,65,51,40,50,39,29,59,50,36,23,65,43,44,29,44,26,44,29,43,29,40,29,39,26,43,29,43,2
33,57,33,57,25,60,31,24,60,30,57,53,29,61,29,61,64,28,63,27,33,53,63,24,25,61,57,31,33,31,29,31,33,30,33,28,33,27,29,30,33,30,1
33,57,33,57,25,60,31,25,60,31,57,53,29,61,29,61,63,28,63,28,33,53,63,25,25,61,57,31,33,31,29,31,33,31,33,28,33,28,29,31,33,31,2
31,61,31,61,27,63,30,25,62,29,60,59,29,63,29,63,65,27,64,27,31,59,65,25,27,63,60,29,31,30,29,30,31,29,31,27,31,27,29,29,31,29,1
37,54,37,54,31,55,37,33,55,37,53,52,34,57,34,57,57,35,57,35,37,52,57,33,32,57,53,37,37,37,34,37,37,37,37,35,37,35,34,37,37,37,2
36,56,36,56,32,56,35,29,56,35,53,54,34,58,34,58,59,32,59,32,36,54,59,29,32,58,53,35,36,35,34,35,36,35,36,32,36,32,34,35,36,35,1
37,55,37,55,33,58,34,30,58,34,56,53,35,57,35,57,60,32,60,32,37,53,60,30,33,57,56,34,37,34,35,34,37,34,37,32,37,32,35,34,37,34,2
34,58,34,58,30,57,33,25,57,32,54,56,32,60,32,60,62,29,61,28,34,56,61,26,30,60,55,33,34,33,32,33,34,32,34,29,34,28,32,32,34,32,2
31,60,31,60,25,52,39,33,52,39,49,57,28,63,28,63,55,36,55,36,31,57,55,33,25,63,49,39,31,39,28,39,31,39,31,36,31,36,28,39,31,39,2
38,54,38,54,34,62,29,22,62,28,59,52,36,56,36,56,66,26,65,25,38,52,65,22,34,56,59,29,38,29,36,29,38,28,38,26,38,25,36,28,38,28,2
