@relation 'Sax dominant'

@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o2atMaaa numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atMbbc numeric
@attribute o2atLbbc numeric
@attribute o2atLccc numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMbcc numeric
@attribute o2atLbcc numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o2atMcbc numeric
@attribute o2atLcbc numeric
@attribute o2atMcbb numeric
@attribute o2atLcbb numeric
@attribute o2atMbcb numeric
@attribute o2atLbcb numeric
@attribute o2atMaba numeric
@attribute o2atLaba numeric
@attribute o2atMbab numeric
@attribute o2atLbab numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMbba numeric
@attribute o2atLbba numeric
@attribute o3atLccc numeric
@attribute o3atMccb numeric
@attribute o3atLccb numeric
@attribute o3atMcbc numeric
@attribute o3atLcbc numeric
@attribute o3atMbba numeric
@attribute o3atLbba numeric
@attribute o3atMabb numeric
@attribute o3atLabb numeric
@attribute o3atMaaa numeric
@attribute o3atMaba numeric
@attribute o3atLaba numeric
@attribute o3atMcbb numeric
@attribute o3atLcbb numeric
@attribute o3atMbab numeric
@attribute o3atLbab numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atMbbb numeric
@attribute o3atLbbb numeric
@attribute o3atMbaa numeric
@attribute o3atLbaa numeric
@attribute o3atMaab numeric
@attribute o3atLaab numeric
@attribute o3atMbcc numeric
@attribute o3atLbcc numeric
@attribute o3atMcba numeric
@attribute o3atLcba numeric
@attribute o3atMabc numeric
@attribute o3atLabc numeric
@attribute o3atMbcb numeric
@attribute o3atLbcb numeric
@attribute o3atMaac numeric
@attribute o3atLaac numeric
@attribute o3atMcca numeric
@attribute o3atLcca numeric
@attribute o3atMcab numeric
@attribute o3atLcab numeric
@attribute o3atMbac numeric
@attribute o3atLbac numeric
@attribute o3atMcaa numeric
@attribute o3atLcaa numeric
@attribute destClass {-1,1}

@data
13,6,14,16,12,5,22,7,23,6,21,15,13,17,21,7,12,16,13,7,12,16,22,6,23,6,23,5,14,7,13,15,12,17,14,6,13,7,13,7,16,18,13,28,1,0,17,14,27,12,29,0,29,0,29,0,28,1,28,1,16,13,17,12,16,12,16,12,18,7,20,8,19,0,30,0,30,0,0,30,5,22,0,30,6,23,4,30,0,30,0,30,8,20,0,22,0,23,4,22,0,23,0,20,0,22,0,23,0,22,1.0
18,8,18,11,17,6,19,9,21,8,18,10,18,12,18,9,17,11,17,9,17,11,18,8,20,7,20,7,19,10,18,10,17,12,19,8,18,10,18,9,3,5,26,8,22,20,4,27,7,25,9,21,8,21,8,20,7,21,7,22,3,26,4,25,3,25,3,25,2,25,3,26,2,0,30,0,30,0,0,30,24,4,0,30,25,5,23,30,0,30,0,30,26,3,0,4,0,5,23,4,0,5,0,3,0,4,0,5,0,4,1.0
13,8,14,16,12,6,18,10,20,8,16,15,13,17,16,10,12,16,13,10,12,16,18,9,20,8,20,6,14,10,13,15,12,17,14,8,13,10,13,10,19,21,10,30,0,0,20,11,30,9,30,0,30,0,30,0,30,0,30,0,19,10,20,9,19,9,19,9,9,19,9,20,9,0,30,0,30,0,0,30,19,9,0,30,20,11,19,30,0,30,0,30,21,10,0,9,0,11,19,10,0,11,0,9,0,9,0,11,0,9,-1.0
19,3,19,9,16,2,25,3,26,3,24,7,18,11,24,4,18,9,19,4,17,10,25,3,26,3,26,2,20,4,19,7,16,11,20,3,18,4,19,3,4,6,25,9,22,20,5,26,8,24,10,21,8,20,9,20,8,20,8,21,4,25,5,24,4,24,4,24,1,26,3,26,1,0,30,0,30,0,0,30,24,5,0,30,24,4,22,30,0,30,0,30,25,2,0,5,0,4,22,4,0,4,0,3,0,5,0,4,0,5,1.0
15,5,16,14,14,4,24,6,25,5,23,13,15,15,23,5,14,14,14,5,14,14,23,4,24,4,24,4,16,6,15,13,14,15,16,5,15,6,15,6,13,15,16,21,8,6,14,17,20,15,22,7,22,7,22,6,21,8,20,8,13,16,14,15,13,15,13,15,18,9,19,10,19,0,30,0,30,0,0,30,8,20,0,30,9,21,8,30,0,30,0,30,10,19,0,20,0,21,8,20,0,21,0,19,0,20,0,21,0,20,1.0
19,4,20,10,18,2,23,6,25,4,21,9,19,11,21,5,18,10,18,5,18,10,22,4,24,3,24,2,20,6,19,9,18,11,20,4,19,6,19,6,2,4,27,7,22,16,3,28,6,26,10,19,8,18,9,18,6,20,6,21,2,27,3,26,2,26,2,26,3,23,4,24,3,0,30,0,30,0,0,30,22,5,0,30,23,7,21,30,0,30,0,30,25,5,0,5,0,7,21,6,0,7,0,4,0,5,0,7,0,5,1.0
18,8,18,11,17,6,19,9,21,8,18,10,18,12,18,9,17,11,17,9,17,11,18,8,20,7,20,7,19,10,18,10,17,12,19,8,18,10,18,9,4,6,25,12,16,13,5,26,10,24,14,14,14,14,14,13,12,16,11,16,4,25,5,24,4,24,4,24,0,27,1,28,0,0,30,0,30,0,0,30,26,2,0,30,27,3,25,30,0,30,0,30,28,1,0,2,0,3,25,2,0,3,0,1,0,2,0,3,0,2,1.0
9,9,10,20,8,8,20,10,21,9,19,19,9,21,19,9,8,20,8,9,8,20,19,8,20,8,20,8,10,10,9,19,8,21,10,9,9,10,9,10,15,17,14,30,0,0,16,15,30,13,30,0,30,0,30,0,30,0,30,0,15,14,16,13,15,13,15,13,6,15,10,16,7,0,30,0,30,0,0,30,11,15,0,30,11,15,7,30,0,30,0,30,15,10,0,15,0,15,7,14,0,15,0,10,0,15,0,15,0,15,-1.0
20,6,18,9,17,4,21,7,23,6,20,8,18,10,20,7,19,10,19,7,18,11,20,6,22,5,22,5,19,8,19,8,17,11,19,6,18,8,19,7,0,0,30,10,17,14,0,30,10,30,12,16,13,16,12,15,11,18,10,18,0,30,0,30,0,30,0,30,0,27,1,28,0,2,26,2,26,0,0,28,26,2,2,26,27,3,25,24,0,28,0,28,28,1,2,2,2,3,25,2,0,3,2,1,2,2,2,3,0,2,-1.0
26,0,26,3,24,0,30,0,30,0,30,2,25,4,30,0,26,3,26,0,25,4,30,0,30,0,30,0,26,0,26,2,24,4,26,0,25,0,26,0,0,0,30,9,17,8,0,30,3,30,15,11,13,10,14,8,8,15,6,16,0,30,0,30,0,30,0,30,9,18,11,18,9,0,30,0,30,0,0,30,16,13,0,30,16,12,14,30,0,30,0,30,17,10,0,13,0,12,14,12,0,12,0,11,0,13,0,12,0,13,1.0
30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,0,2,29,12,18,14,1,30,10,28,14,16,12,15,13,14,11,16,10,17,0,29,1,28,0,28,0,28,17,11,18,11,18,0,30,0,30,0,0,30,9,20,0,30,9,19,8,30,0,30,0,30,10,17,0,20,0,19,9,19,0,19,0,18,0,20,0,19,0,20,-1.0
17,6,18,11,14,5,23,7,24,6,22,9,16,13,22,6,16,11,16,6,15,12,22,5,23,5,23,5,18,7,17,9,14,13,18,6,16,7,17,7,17,19,12,30,0,0,18,13,30,11,30,0,30,0,30,0,30,0,30,0,17,12,18,11,17,11,17,11,25,3,25,4,25,0,30,0,30,0,0,30,3,25,0,30,4,27,3,30,0,30,0,30,5,26,0,25,0,27,3,26,0,27,0,25,0,25,0,27,0,25,-1.0
2,12,1,27,0,11,17,13,18,12,16,26,0,28,16,12,1,28,1,12,0,29,16,11,17,11,17,11,1,13,1,27,0,29,1,12,0,13,1,13,18,20,7,30,0,0,19,8,30,7,30,0,30,0,30,0,30,0,30,0,19,9,21,7,20,10,22,8,14,14,14,15,14,4,24,6,25,4,4,25,14,14,5,24,15,16,14,24,4,24,5,26,16,15,4,14,6,16,14,15,5,16,4,14,5,14,5,16,4,14,-1.0
14,5,15,15,13,4,24,6,25,5,23,14,14,16,23,5,13,15,13,5,13,15,23,4,24,4,24,4,15,6,14,14,13,16,15,5,14,6,14,6,11,13,18,25,3,0,12,19,24,17,27,1,27,1,27,1,25,3,25,3,11,18,12,17,11,17,11,17,22,3,23,4,24,0,30,0,30,0,0,30,1,25,0,30,2,27,1,30,0,30,0,30,5,24,0,25,0,27,2,26,0,27,0,23,0,25,0,27,0,25,1.0
20,5,19,8,17,3,22,5,24,4,20,6,18,10,20,5,18,8,19,6,18,9,21,4,23,4,23,3,20,6,19,6,17,10,21,5,19,7,20,5,3,5,26,8,23,21,4,27,7,25,9,22,7,21,8,21,7,21,7,22,3,26,4,25,3,25,3,25,2,25,4,25,2,0,30,0,30,0,0,30,23,6,0,30,23,5,21,30,0,30,0,30,24,3,0,6,0,5,21,5,0,5,0,4,0,6,0,5,0,6,1.0
19,3,20,10,18,2,26,4,27,3,25,9,19,11,25,3,18,10,18,3,18,10,25,2,26,2,26,2,20,4,19,9,18,11,20,3,19,4,19,4,4,6,25,9,22,20,5,26,8,24,10,21,8,20,9,20,8,20,8,21,4,25,5,24,4,24,4,24,11,15,13,15,12,0,30,0,30,0,0,30,13,15,0,30,13,15,12,30,0,30,0,30,15,13,0,15,0,15,12,15,0,15,0,13,0,15,0,15,0,15,1.0
24,4,22,5,21,3,25,4,26,4,24,4,22,6,24,4,23,6,23,4,22,7,24,3,25,3,25,3,23,5,23,4,21,7,23,4,22,5,23,4,0,0,30,1,29,25,0,30,0,30,3,27,1,26,2,26,0,27,0,28,0,30,0,30,0,30,0,30,6,20,8,20,7,0,30,0,30,0,0,30,18,10,0,30,18,10,17,30,0,30,0,30,20,8,0,10,0,10,17,10,0,10,0,8,0,10,0,10,0,10,-1.0
23,4,23,6,21,3,25,5,26,4,24,5,22,7,24,4,22,6,22,4,22,7,24,3,25,3,25,3,23,5,23,5,21,7,23,4,22,5,23,5,0,0,30,10,17,13,0,30,8,30,13,14,13,14,13,14,10,17,10,17,0,30,0,30,0,30,0,30,4,23,6,23,4,0,28,0,28,0,0,29,21,7,1,28,21,6,19,27,0,29,0,29,22,5,1,8,1,7,19,7,0,7,1,6,1,7,1,6,0,8,1.0
15,12,13,14,12,10,16,11,17,11,15,13,13,15,15,12,14,15,14,13,13,16,16,12,18,11,17,10,14,12,14,13,12,16,14,11,13,12,14,11,0,0,30,28,0,0,0,30,28,30,28,0,30,1,29,0,29,2,28,1,0,30,0,30,0,30,0,30,2,24,3,25,2,0,30,0,30,0,0,30,23,4,0,30,24,6,22,30,0,30,0,30,26,4,0,4,0,6,22,5,0,6,0,3,0,4,0,6,0,4,-1.0
17,7,18,12,16,5,20,9,22,7,18,11,17,13,18,8,16,12,16,8,16,12,19,7,21,6,21,5,18,9,17,11,16,13,18,7,17,9,17,9,2,4,27,8,21,19,3,28,7,26,9,20,9,20,9,19,8,21,7,21,2,27,3,26,2,26,2,26,0,27,1,28,0,0,30,0,30,0,0,30,26,2,0,30,27,3,25,30,0,30,0,30,28,1,0,2,0,3,25,2,0,3,0,1,0,2,0,3,0,2,1.0
21,3,21,7,18,2,25,3,26,3,24,5,20,9,24,4,20,7,21,4,19,8,25,3,26,3,26,2,22,4,21,5,18,9,22,3,20,4,21,3,3,5,26,8,23,21,4,27,7,25,9,22,7,21,8,21,7,21,7,22,3,26,4,25,3,25,3,25,9,17,11,17,11,0,30,0,30,0,0,30,14,14,0,30,14,13,13,30,0,30,0,30,16,10,0,14,0,13,14,13,0,13,0,11,0,14,0,13,0,14,1.0
17,4,17,11,15,3,24,3,25,3,23,9,16,13,23,4,16,11,17,5,15,12,24,4,25,4,25,3,17,4,16,10,15,13,18,4,16,5,17,4,4,6,25,7,21,15,5,26,6,24,10,18,9,18,9,17,6,20,6,21,4,25,5,24,4,24,4,24,2,25,3,26,2,0,30,0,30,0,0,30,24,5,0,30,24,5,22,30,0,30,0,30,25,3,0,5,0,5,22,4,0,5,0,3,0,5,0,5,0,5,1.0
19,1,17,9,15,0,26,2,28,1,25,7,16,11,26,2,18,10,18,2,16,12,25,1,27,0,27,1,18,3,18,8,15,12,18,1,16,3,18,2,0,0,30,16,8,3,0,30,13,30,20,4,22,5,21,4,17,10,16,9,0,30,0,30,0,30,0,30,3,22,4,23,3,4,21,3,20,0,1,24,20,5,4,20,21,6,18,18,1,25,1,24,23,5,5,6,5,7,18,6,2,8,6,5,5,5,5,6,2,7,1.0
25,0,24,4,22,0,30,0,30,0,30,3,23,5,30,0,25,5,25,0,23,6,30,0,30,0,30,0,24,0,24,3,22,6,24,0,23,0,24,0,0,0,30,5,19,8,0,30,4,30,11,12,11,12,12,14,5,19,6,18,0,30,0,30,0,30,0,30,7,20,9,20,7,1,28,0,27,0,0,28,18,10,1,27,18,9,16,27,1,29,0,28,19,8,2,11,1,9,16,10,1,10,2,9,1,10,2,9,1,11,1.0
16,7,17,13,15,6,22,8,23,7,21,12,16,14,21,7,15,13,15,7,15,13,21,6,22,6,22,6,17,8,16,12,15,14,17,7,16,8,16,8,13,15,16,25,5,2,14,17,23,15,27,3,25,2,26,2,24,3,24,4,13,16,14,15,13,15,13,15,28,1,29,1,29,0,30,0,30,0,0,30,0,30,0,30,0,29,0,30,0,30,0,30,0,28,0,30,0,29,0,29,0,29,0,29,0,30,0,29,0,30,-1.0
19,3,20,10,18,2,25,4,26,3,24,9,19,11,24,4,18,10,19,4,18,10,25,3,26,3,26,2,20,4,19,9,18,11,20,3,19,4,19,4,4,6,25,22,6,3,5,26,21,24,24,4,24,4,24,4,22,6,22,6,4,25,5,24,4,24,4,24,24,2,25,3,24,0,30,0,30,0,0,30,1,26,0,30,2,28,0,30,0,30,0,30,4,26,0,26,0,28,0,27,0,28,0,25,0,26,0,28,0,26,1.0
22,5,23,7,21,4,24,6,25,5,23,6,22,8,23,5,21,7,21,5,21,7,23,4,24,4,24,4,23,6,22,6,21,8,23,5,22,6,22,6,0,0,30,4,25,23,0,30,3,30,5,24,5,24,5,23,4,25,3,25,0,30,0,30,0,30,0,30,0,28,0,29,0,0,30,0,30,0,0,30,28,0,0,30,29,2,28,30,0,30,0,30,30,1,0,0,0,2,28,1,0,2,0,0,0,0,0,2,0,0,-1.0
19,3,19,9,17,2,25,3,26,3,24,7,18,11,24,4,18,9,19,4,17,10,25,3,26,3,26,2,20,4,19,8,17,11,20,3,18,4,19,3,4,6,25,9,22,20,5,26,8,24,10,21,8,20,9,20,8,20,8,21,4,25,5,24,4,24,4,24,5,22,7,22,5,0,30,0,30,0,0,30,20,9,0,30,20,8,18,30,0,30,0,30,21,6,0,9,0,8,18,8,0,8,0,7,0,9,0,8,0,9,1.0
19,2,19,9,17,1,26,2,27,2,25,7,18,11,25,3,19,9,19,3,17,10,26,3,27,2,27,1,20,3,19,8,17,11,20,2,18,3,19,2,4,6,25,8,23,21,5,26,7,24,9,22,7,21,8,21,7,21,7,22,4,25,5,24,4,24,4,24,6,20,8,20,6,0,30,0,30,0,0,30,17,11,0,30,17,10,14,30,0,30,0,30,19,7,0,11,0,10,15,10,0,10,0,8,0,11,0,10,0,11,1.0
22,3,22,5,17,2,25,3,26,3,24,4,20,8,24,4,21,5,22,4,19,7,25,3,26,3,26,2,23,4,22,4,19,8,23,3,20,4,22,3,3,5,26,7,24,22,4,27,6,25,8,23,6,22,7,22,6,22,6,23,3,26,4,25,3,25,3,25,2,25,3,26,2,0,30,0,30,0,0,30,24,4,0,30,25,5,23,30,0,30,0,30,26,3,0,4,0,5,23,4,0,5,0,3,0,4,0,5,0,4,1.0
10,9,11,19,9,8,20,10,21,9,19,18,10,20,19,9,9,19,9,9,9,19,19,8,20,8,20,8,11,10,10,18,9,20,11,9,10,10,10,10,17,19,12,30,0,0,18,13,30,11,30,0,30,0,30,0,30,0,30,0,17,12,18,11,17,11,17,11,18,6,20,6,20,0,30,0,30,0,0,30,3,23,0,30,3,24,2,30,0,30,0,30,7,21,0,23,0,24,3,24,0,24,0,20,0,23,0,24,0,23,-1.0
19,6,19,10,18,4,21,7,23,6,19,9,19,11,19,7,18,10,18,7,18,10,20,6,22,5,22,4,20,8,19,9,18,11,20,6,19,8,19,7,0,0,30,14,13,8,0,30,12,30,17,10,17,10,17,9,14,13,13,13,0,30,0,30,0,30,0,30,2,25,3,26,2,0,30,0,30,0,0,30,24,4,0,30,25,5,23,30,0,30,0,30,26,3,0,4,0,5,23,4,0,5,0,3,0,4,0,5,0,4,-1.0
24,0,25,5,23,0,30,0,30,0,30,4,24,6,30,0,24,5,24,0,23,5,30,0,30,0,30,0,25,0,24,4,23,6,25,0,24,0,24,0,0,1,30,20,6,1,0,30,16,29,24,2,24,2,24,1,20,6,19,6,0,30,0,29,0,29,0,29,8,18,10,18,9,0,30,0,30,0,0,30,16,12,0,30,16,12,15,30,0,30,0,30,18,10,0,12,0,12,15,12,0,12,0,10,0,12,0,12,0,12,1.0
14,7,15,15,13,6,22,8,23,7,21,14,14,16,21,7,13,15,13,7,13,15,21,6,22,6,22,6,15,8,14,14,13,16,15,7,14,8,14,8,12,14,17,28,1,0,13,18,27,16,29,0,29,0,29,0,28,1,28,1,12,17,13,16,12,16,12,16,12,15,13,16,12,0,30,0,30,0,0,30,14,14,0,30,15,15,13,30,0,30,0,30,16,13,0,14,0,15,13,14,0,15,0,13,0,14,0,15,0,14,1.0
22,3,22,6,19,2,26,3,27,3,25,4,21,8,25,3,21,6,21,3,20,7,25,2,26,2,26,2,23,4,22,4,19,8,23,3,21,4,22,3,3,5,26,8,23,21,4,27,7,25,9,22,7,21,8,21,7,21,7,22,3,26,4,25,3,25,3,25,7,18,10,18,9,0,30,0,30,0,0,30,15,13,0,30,15,12,14,30,0,30,0,30,17,9,0,13,0,12,14,12,0,12,0,10,0,13,0,12,0,13,1.0
19,4,20,10,18,2,23,6,25,4,21,9,19,11,21,5,18,10,18,5,18,10,22,4,24,3,24,2,20,6,19,9,18,11,20,4,19,6,19,6,3,5,26,7,24,22,4,27,6,25,8,23,6,22,7,22,6,22,6,23,3,26,4,25,3,25,3,25,5,22,7,22,5,0,30,0,30,0,0,30,20,9,0,30,20,8,18,30,0,30,0,30,21,6,0,9,0,8,18,8,0,8,0,7,0,9,0,8,0,9,1.0
16,12,13,13,13,10,16,10,17,10,15,12,13,14,15,11,15,14,15,13,14,15,16,12,18,11,17,10,14,11,14,12,13,15,15,11,14,12,15,10,0,0,30,29,0,0,0,30,29,30,29,0,30,0,30,0,30,1,29,0,0,30,0,30,0,30,0,30,2,25,3,26,2,0,30,0,30,0,0,30,24,4,0,30,25,5,23,30,0,30,0,30,26,3,0,4,0,5,23,4,0,5,0,3,0,4,0,5,0,4,-1.0
12,7,13,17,11,6,22,8,23,7,21,16,12,18,21,7,11,17,11,7,11,17,21,6,22,6,22,6,13,8,12,16,11,18,13,7,12,8,12,8,15,17,14,28,2,0,16,15,27,13,29,1,28,1,28,0,27,1,27,2,15,14,16,13,15,13,15,13,15,9,17,9,17,0,30,0,30,0,0,30,6,20,0,30,6,21,5,30,0,30,0,30,10,18,0,20,0,21,6,21,0,21,0,17,0,20,0,21,0,20,-1.0
18,5,18,10,16,3,22,6,24,5,20,8,17,12,20,6,16,10,17,6,16,11,21,4,23,4,23,3,19,7,18,9,16,12,19,5,17,7,18,6,5,7,24,9,20,18,6,25,8,23,10,19,10,19,10,18,9,20,8,20,5,24,6,23,5,23,5,23,2,25,3,26,2,0,30,0,30,0,0,30,24,5,0,30,24,5,22,30,0,30,0,30,25,3,0,5,0,5,22,4,0,5,0,3,0,5,0,5,0,5,1.0
27,0,28,1,24,0,30,0,30,0,30,0,26,3,30,0,27,1,27,0,25,2,30,0,30,0,30,0,28,0,27,0,25,3,28,0,26,0,27,0,3,5,26,13,15,11,4,27,12,25,15,13,15,13,15,12,13,15,12,15,3,26,4,25,3,25,3,25,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,1.0
23,5,23,6,22,4,24,5,25,5,23,5,23,7,23,5,22,6,22,5,22,6,23,4,24,4,24,4,24,6,23,5,22,7,24,5,23,6,23,5,0,0,30,7,22,20,0,30,6,30,8,21,8,21,8,20,7,22,6,22,0,30,0,30,0,30,0,30,4,23,5,24,4,0,30,0,30,0,0,30,22,6,0,30,23,7,21,30,0,30,0,30,24,5,0,6,0,7,21,6,0,7,0,5,0,6,0,7,0,6,-1.0
18,6,19,11,17,4,21,8,23,6,19,10,18,12,19,7,17,11,17,7,17,11,20,6,22,5,22,4,19,8,18,10,17,12,19,6,18,8,18,8,3,5,26,7,22,20,4,27,6,25,8,21,8,21,8,20,7,22,6,22,3,26,4,25,3,25,3,25,3,24,4,25,3,0,30,0,30,0,0,30,23,5,0,30,24,6,22,30,0,30,0,30,25,4,0,5,0,6,22,5,0,6,0,4,0,5,0,6,0,5,1.0
20,4,20,7,16,3,24,3,25,3,23,5,18,10,23,4,20,7,20,5,17,9,24,5,25,4,25,3,20,4,19,6,17,10,21,4,18,5,20,4,3,5,26,10,20,16,4,27,8,25,12,18,10,17,11,16,9,18,8,19,3,26,4,25,3,25,3,25,3,24,4,25,3,0,30,0,30,0,0,30,23,5,0,30,24,6,22,30,0,30,0,30,25,4,0,5,0,6,22,5,0,6,0,4,0,5,0,6,0,5,1.0
19,4,18,9,16,3,24,3,25,3,23,7,17,11,23,4,18,9,19,5,17,10,24,4,25,4,25,3,19,4,18,7,16,11,20,4,18,5,19,3,3,5,26,9,17,10,4,27,7,25,14,12,13,12,13,13,8,16,10,17,3,26,4,25,3,25,3,25,3,24,4,25,3,0,30,0,30,0,0,30,23,5,0,30,24,6,22,30,0,30,0,30,25,4,0,5,0,6,22,5,0,6,0,4,0,5,0,6,0,5,1.0
18,3,18,10,16,2,25,3,26,3,24,8,17,12,24,4,17,10,18,4,16,11,25,3,26,3,26,2,19,4,18,9,16,12,19,3,17,4,18,3,2,5,25,9,18,12,3,27,6,24,13,14,12,14,12,13,8,17,8,18,3,26,4,25,2,25,3,24,2,25,3,26,2,0,30,0,30,0,0,30,24,4,0,30,25,5,23,30,0,30,0,30,26,3,0,4,0,5,23,4,0,5,0,3,0,4,0,5,0,4,1.0
15,4,16,14,14,3,25,5,26,4,24,13,15,15,24,4,14,14,14,4,14,14,24,3,25,3,25,3,16,5,15,13,14,15,16,4,15,5,15,5,12,14,17,21,9,5,13,18,20,16,23,7,21,6,22,6,20,7,20,8,12,17,13,16,12,16,12,16,21,4,23,5,22,0,30,0,30,0,0,30,2,25,0,30,3,26,1,30,0,30,0,30,5,23,0,25,0,26,1,25,0,26,0,23,0,25,0,26,0,25,1.0
16,4,17,13,15,3,23,6,25,4,21,12,16,14,22,5,15,13,15,5,15,13,22,4,24,3,24,3,17,6,16,12,15,14,17,4,16,6,16,6,3,5,26,8,21,15,4,27,7,25,11,18,9,17,10,17,7,19,7,20,3,26,4,25,3,25,3,25,1,26,2,27,1,0,30,0,30,0,0,30,25,4,0,30,25,4,23,30,0,30,0,30,26,2,0,4,0,4,23,3,0,4,0,2,0,4,0,4,0,4,1.0
24,4,23,5,22,3,25,4,26,4,24,4,23,6,24,4,23,5,23,4,23,6,24,3,25,3,25,3,24,5,24,4,22,6,24,4,23,5,24,4,0,0,30,10,18,17,0,30,10,30,11,18,12,18,11,17,11,19,10,19,0,30,0,30,0,30,0,30,3,24,4,25,4,0,30,0,30,0,0,30,23,5,0,30,24,6,23,30,0,30,0,30,25,4,0,5,0,6,23,5,0,6,0,4,0,5,0,6,0,5,1.0
16,8,17,13,15,6,19,10,21,8,17,12,16,14,17,9,15,13,15,9,15,13,18,8,20,7,20,6,17,10,16,12,15,14,17,8,16,10,16,10,5,7,24,13,13,6,6,25,10,23,17,9,17,9,17,7,13,13,11,13,5,24,6,23,5,23,5,23,1,26,2,27,1,0,30,0,30,0,0,30,25,3,0,30,26,4,24,30,0,30,0,30,27,2,0,3,0,4,24,3,0,4,0,2,0,3,0,4,0,3,1.0
16,11,14,13,13,9,17,10,18,10,16,12,14,14,16,11,15,14,15,12,14,15,17,11,19,10,18,9,15,11,15,12,13,15,15,10,14,11,15,10,0,0,30,28,0,0,0,30,28,30,28,0,30,1,29,0,29,2,28,1,0,30,0,30,0,30,0,30,1,26,2,27,2,0,30,0,30,0,0,30,25,3,0,30,26,4,25,30,0,30,0,30,27,2,0,3,0,4,25,3,0,4,0,2,0,3,0,4,0,3,-1.0
10,9,11,19,9,8,20,10,21,9,19,18,10,20,19,9,9,19,9,9,9,19,19,8,20,8,20,8,11,10,10,18,9,20,11,9,10,10,10,10,15,17,14,22,9,7,16,15,21,13,23,8,21,7,22,7,21,7,21,8,15,14,16,13,15,13,15,13,21,6,23,6,22,3,27,1,26,1,1,27,4,25,2,26,4,23,3,26,2,28,1,27,5,22,3,25,2,23,3,24,2,24,3,23,2,25,3,23,2,25,-1.0
10,9,11,19,9,8,20,10,21,9,19,18,10,20,19,9,9,19,9,9,9,19,19,8,20,8,20,8,11,10,10,18,9,20,11,9,10,10,10,10,16,18,13,28,3,1,17,14,27,12,29,2,27,1,28,1,27,1,27,2,16,13,17,12,16,12,16,12,14,11,15,12,14,0,30,0,30,0,0,30,9,18,0,30,9,19,6,30,0,30,0,30,12,16,0,18,0,19,7,18,0,19,0,15,0,18,0,19,0,18,-1.0
27,0,26,2,24,0,29,0,29,0,29,2,25,3,29,0,27,3,27,1,25,4,30,1,30,0,30,0,26,0,26,2,25,4,26,0,25,0,26,0,0,0,30,6,18,11,0,30,5,30,10,14,12,15,11,14,7,20,6,19,0,30,0,30,0,30,0,30,8,16,10,17,9,1,28,0,27,0,0,28,13,13,1,27,13,13,10,27,1,29,0,28,16,10,2,14,1,13,11,13,1,14,2,10,1,13,2,13,1,14,-1.0
17,6,18,12,16,5,23,7,24,6,22,11,17,13,22,6,16,12,16,6,16,12,22,5,23,5,23,5,18,7,17,11,16,13,18,6,17,7,17,7,4,6,25,12,16,12,5,26,11,24,14,14,14,14,14,13,12,16,11,16,4,25,5,24,4,24,4,24,2,25,3,26,2,0,30,0,30,0,0,30,24,4,0,30,25,5,23,30,0,30,0,30,26,3,0,4,0,5,23,4,0,5,0,3,0,4,0,5,0,4,-1.0
17,8,17,12,16,6,19,9,21,8,17,11,17,13,17,9,16,12,16,9,16,12,18,8,20,7,20,6,18,10,17,11,16,13,18,8,17,10,17,9,4,6,25,9,20,16,5,26,8,24,11,18,10,18,10,17,8,19,8,20,4,25,5,24,4,24,4,24,2,25,3,26,2,0,30,0,30,0,0,30,24,4,0,30,25,5,23,30,0,30,0,30,26,3,0,4,0,5,23,4,0,5,0,3,0,4,0,5,0,4,1.0
