@relation 'Sax dominant'

@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atLkk numeric
@attribute o1atMaa numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMkb numeric
@attribute o1atLkb numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMia numeric
@attribute o1atLia numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMai numeric
@attribute o1atLai numeric
@attribute o1atMha numeric
@attribute o1atLha numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMfa numeric
@attribute o1atLfa numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMka numeric
@attribute o1atLka numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMhb numeric
@attribute o1atLhb numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMib numeric
@attribute o1atLib numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMjc numeric
@attribute o1atLjc numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMja numeric
@attribute o1atLja numeric
@attribute o1atMic numeric
@attribute o1atLic numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMke numeric
@attribute o1atLke numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMga numeric
@attribute o1atLga numeric
@attribute o1atMkc numeric
@attribute o1atLkc numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMkf numeric
@attribute o1atLkf numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMjb numeric
@attribute o1atLjb numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMkd numeric
@attribute o1atLkd numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute destClass {1.0,2.0}

@data
74,57,80,16,29,89,5,2,82,10,86,8,87,6,76,17,32,61,3,92,81,12,84,9,87,7,4,90,4,62,77,6,4,6,75,17,32,60,2,91,86,7,84,8,80,11,89,6,33,13,34,7,3,10,82,9,88,5,76,12,4,11,2,12,32,17,4,89,3,89,33,19,3,91,84,7,4,19,2,61,3,90,3,6,3,89,5,61,85,6,3,17,2,90,76,10,88,6,83,6,87,6,3,91,5,61,3,11,75,11,4,9,33,11,4,89,76,7,4,7,2,90,3,7,4,9,82,10,4,13,33,6,2,90,2,18,4,6,3,91,76,6,76,9,32,11,76,7,84,7,82,7,4,7,5,7,3,11,4,7,4,9,3,89,3,89,84,6,82,7,33,9,33,7,4,6,82,6,33,8,3,89,3,11,3,17,5,7,3,60,5,61,3,17,5,19,1.0
65,71,80,19,15,89,0,2,83,10,87,7,92,3,69,24,19,75,2,92,81,11,85,8,88,5,3,90,4,76,71,1,3,1,69,23,18,75,2,91,88,4,84,8,81,11,94,0,19,13,20,2,3,9,81,8,93,0,69,12,4,10,3,12,18,24,4,90,4,89,19,25,3,92,84,4,4,25,3,75,3,90,3,1,3,90,5,75,86,1,4,24,2,91,70,9,90,1,83,1,89,0,2,92,4,75,3,12,69,11,3,9,19,10,3,90,70,5,3,5,2,91,3,5,3,9,82,8,4,13,19,1,3,90,3,24,3,1,3,91,70,0,69,8,18,12,69,4,85,5,82,5,3,5,5,2,4,12,4,5,4,9,2,90,3,90,85,0,81,4,18,9,18,5,4,1,82,0,19,6,2,90,3,12,3,24,4,2,4,75,4,75,3,24,5,25,2.0
71,62,80,17,24,89,1,2,83,10,87,7,91,3,73,20,28,66,2,92,81,11,85,8,88,5,3,90,4,67,75,2,3,1,73,19,27,65,2,91,88,4,84,8,81,11,93,1,28,13,29,3,2,9,81,8,92,1,73,12,4,10,2,12,27,19,4,90,3,89,28,21,3,92,84,4,4,21,2,66,3,90,3,2,3,90,5,66,86,2,3,19,2,91,74,9,90,2,83,2,89,1,2,92,4,66,2,11,73,11,2,8,28,10,3,90,74,5,2,4,2,91,2,5,2,8,82,8,4,13,28,1,2,90,2,20,3,1,3,91,74,1,73,8,27,11,73,4,85,5,82,5,2,4,5,3,3,11,3,4,3,8,2,90,3,90,85,1,81,4,27,8,27,4,4,1,82,1,28,6,2,90,2,11,2,19,4,3,3,65,4,66,2,19,5,21,1.0
50,61,65,40,27,83,0,3,82,27,90,8,94,2,53,42,30,64,4,91,67,29,85,11,91,4,5,85,5,65,53,1,5,0,52,41,29,63,3,90,91,3,84,10,66,28,95,0,31,29,31,1,4,10,66,10,94,0,53,29,5,11,4,28,30,41,9,85,8,84,31,43,4,90,84,3,5,43,3,64,5,89,4,0,7,88,10,64,85,1,9,41,3,89,53,11,92,1,67,1,91,0,4,90,6,64,5,28,52,28,5,10,31,11,5,85,53,4,5,3,3,89,4,3,5,10,67,11,5,29,30,0,3,85,4,42,5,0,4,86,52,0,52,10,30,28,52,3,85,4,67,4,5,3,10,1,9,28,9,3,9,10,4,88,5,88,84,0,66,3,30,10,30,3,9,0,66,0,31,4,4,88,5,28,5,41,6,1,8,63,6,64,5,41,10,43,2.0
72,64,79,16,22,89,3,2,82,11,85,8,89,5,74,19,26,68,3,92,80,12,84,9,87,7,4,90,4,69,76,4,4,4,74,18,25,67,2,91,87,6,83,9,80,12,91,4,26,14,27,5,2,10,80,9,90,4,74,13,4,11,2,13,25,18,4,89,3,89,26,20,3,91,84,6,4,20,2,68,3,90,3,4,3,89,5,68,85,4,3,18,2,90,75,10,88,4,82,4,87,4,3,91,5,68,3,12,74,12,3,9,26,11,4,89,75,7,4,6,2,90,3,7,3,9,81,9,4,14,26,4,2,90,2,19,4,4,3,91,75,4,74,9,25,12,75,6,84,7,81,7,4,6,5,5,3,12,4,6,3,9,3,89,3,89,84,4,81,6,25,9,26,6,4,4,81,4,26,8,3,89,3,12,3,18,5,5,3,67,5,68,3,18,5,20,2.0
76,41,79,14,47,89,5,2,83,11,85,9,87,7,77,15,49,45,2,92,81,12,84,10,86,8,4,90,4,45,79,6,3,6,77,16,50,43,2,91,85,8,84,9,80,12,89,6,50,14,51,7,3,10,81,10,88,5,78,12,4,11,3,13,50,16,5,89,3,89,49,17,3,91,84,8,4,17,3,44,3,90,3,6,3,89,5,45,85,6,4,16,2,90,78,10,87,6,82,6,86,6,3,92,5,45,3,13,78,13,3,10,50,11,5,90,78,8,4,8,2,91,3,8,4,10,81,10,4,14,50,6,2,90,3,16,4,6,4,91,78,6,78,10,50,13,78,8,84,8,81,8,3,8,5,7,4,13,4,8,4,10,3,90,3,90,84,6,81,8,50,10,50,8,4,6,81,6,50,9,3,89,4,13,4,16,5,7,4,43,4,45,3,16,5,17,1.0
72,53,79,16,31,89,3,2,81,11,83,9,87,7,74,18,35,58,2,92,80,12,82,10,84,8,3,90,3,59,76,5,3,5,74,18,35,57,2,91,85,8,82,10,80,12,90,4,36,14,37,6,2,11,80,10,89,5,74,13,4,12,2,13,35,18,4,89,3,89,36,19,3,91,83,8,4,20,2,58,3,90,3,5,3,89,4,58,84,4,3,18,2,90,74,11,86,4,82,4,85,5,3,92,4,58,2,12,74,12,2,10,36,12,4,90,74,9,4,8,2,91,3,9,3,10,80,10,4,14,36,5,2,90,2,19,4,5,3,91,75,5,74,10,35,12,75,8,82,8,80,8,3,8,5,6,3,12,4,8,3,10,3,90,3,90,83,5,81,8,35,10,36,8,4,5,81,5,36,10,3,89,3,12,3,18,5,6,3,57,3,58,2,18,5,19,1.0
73,66,79,15,18,88,4,3,83,11,86,7,88,6,75,18,23,71,3,91,81,12,85,9,87,7,4,89,5,72,77,5,4,5,75,17,22,70,3,90,87,6,84,8,80,12,90,5,23,14,24,6,4,9,81,8,89,5,76,13,5,10,3,13,22,17,5,89,4,88,23,19,4,91,85,7,5,19,3,71,4,89,4,5,4,89,6,71,86,5,4,17,3,90,76,9,88,5,82,5,87,5,3,91,5,71,3,12,75,12,4,8,23,10,4,89,76,7,4,7,3,90,4,7,4,8,81,9,5,14,23,5,3,89,3,18,4,5,4,90,76,5,76,8,22,12,76,7,85,7,81,7,4,7,6,6,4,12,5,7,5,8,3,89,4,89,85,5,81,7,23,8,23,7,5,5,81,5,23,8,3,89,3,12,3,17,5,6,4,70,5,71,3,17,6,19,2.0
75,39,79,15,47,89,5,2,83,11,85,9,87,7,76,16,50,44,2,92,81,12,84,10,86,8,4,90,4,44,78,6,3,6,76,17,51,42,2,91,85,8,84,9,80,12,89,6,51,14,52,7,3,10,81,10,88,5,77,12,4,11,3,13,51,17,5,89,3,89,50,18,3,91,84,8,4,18,3,43,3,90,3,6,3,89,5,44,85,6,4,17,2,90,77,10,87,6,82,6,86,6,3,92,5,44,3,13,77,13,3,10,51,11,5,90,77,8,4,8,2,91,3,8,4,10,81,10,4,14,51,6,2,90,3,17,4,6,4,91,77,6,77,10,51,13,77,8,84,8,81,8,3,8,5,7,4,13,4,8,4,10,3,90,3,90,84,6,81,8,51,10,51,8,4,6,81,6,51,9,3,89,4,13,4,17,5,7,4,42,4,44,3,17,5,18,1.0
75,52,80,15,32,88,5,2,84,10,86,8,87,6,76,18,38,57,3,92,82,11,85,9,87,7,4,89,4,58,78,7,4,6,76,16,36,56,2,91,86,7,85,8,81,11,89,6,38,13,38,7,3,9,82,9,88,5,77,13,4,10,3,12,36,16,5,89,4,88,38,18,3,91,85,7,4,18,2,57,4,90,3,6,4,89,6,57,86,6,4,16,2,90,77,10,88,6,83,6,87,6,3,91,5,57,4,11,77,11,4,9,38,10,4,89,77,8,4,7,2,90,3,7,4,9,82,9,4,13,37,6,2,89,2,17,4,6,3,90,77,6,77,9,37,11,77,7,85,7,82,7,4,7,6,7,5,11,5,7,5,9,3,89,4,89,85,6,82,7,37,9,37,7,5,6,82,6,38,8,3,89,4,11,3,16,5,7,4,56,5,57,3,16,6,18,1.0
64,68,80,20,20,88,3,2,83,10,88,7,89,4,68,24,22,70,2,92,81,11,85,8,89,5,4,89,3,72,70,4,4,4,67,24,22,70,3,91,88,5,85,8,81,10,91,4,23,13,24,5,3,9,82,8,90,3,68,12,4,10,3,12,22,24,4,88,4,88,23,25,3,90,85,5,4,26,3,71,4,89,3,4,4,88,5,70,86,4,4,24,3,89,69,9,90,4,83,4,89,4,3,91,5,71,3,12,68,11,4,9,23,10,4,89,69,5,5,5,3,90,3,5,5,8,82,8,4,13,23,4,3,89,3,25,5,4,3,90,69,4,69,8,22,11,69,5,85,5,82,5,4,5,6,5,4,11,5,5,5,8,4,89,4,89,85,4,82,5,23,8,23,5,5,4,82,4,23,6,4,88,4,11,4,24,6,5,4,70,4,71,3,25,6,25,1.0
74,78,80,14,12,88,4,3,83,10,86,7,88,6,76,17,14,80,3,91,82,11,85,9,87,7,4,89,5,81,78,6,4,5,75,16,13,79,3,90,87,6,84,8,81,10,90,5,15,13,15,6,4,9,82,8,89,5,77,12,5,10,3,12,13,16,5,89,4,88,14,18,4,91,85,7,5,18,3,80,4,89,4,5,4,89,6,80,86,5,4,16,3,90,77,10,88,5,83,5,87,5,3,91,5,80,3,11,76,11,4,8,15,10,4,89,77,8,4,7,3,90,4,7,4,8,82,9,5,13,14,5,3,89,3,17,4,5,4,90,77,5,77,8,13,11,77,7,85,7,82,7,4,7,6,6,4,11,5,7,5,8,3,89,4,89,85,5,82,7,14,8,14,7,5,5,82,5,15,8,3,89,3,11,3,16,5,6,4,79,5,80,3,16,6,18,2.0
73,59,79,15,27,89,5,2,82,11,83,8,87,7,75,17,30,63,2,92,80,12,83,9,85,8,3,90,3,64,77,6,3,6,75,18,31,62,2,91,85,7,82,9,80,12,89,6,31,14,32,7,3,10,80,9,88,6,75,13,4,11,3,13,31,18,4,90,3,89,31,18,3,92,84,8,4,19,3,63,3,90,3,6,3,90,4,63,85,6,4,18,2,91,75,10,86,6,82,6,85,6,2,92,3,63,3,13,75,13,3,10,31,11,3,90,76,9,3,9,2,91,3,9,3,10,80,9,4,14,31,6,2,90,3,18,3,6,3,91,76,6,75,10,31,13,76,9,84,8,81,8,3,9,5,7,4,13,4,9,4,10,2,90,3,90,84,6,81,8,31,10,31,9,4,6,81,6,31,10,2,90,3,13,3,18,4,7,4,62,3,63,3,18,5,18,1.0
55,70,82,31,18,88,0,2,84,8,86,6,92,4,58,34,20,73,2,92,83,9,85,7,88,5,4,89,3,74,60,1,4,1,58,34,20,72,3,91,87,5,85,7,83,9,94,1,21,11,22,2,3,8,83,7,93,0,58,10,4,9,3,10,20,34,5,89,4,88,21,35,3,91,85,5,4,36,3,73,4,89,3,1,4,89,5,73,87,1,4,34,3,90,58,8,89,1,85,1,88,0,2,91,4,73,3,10,58,9,3,8,21,9,4,89,59,6,3,5,3,90,3,6,3,7,83,7,4,11,21,0,3,89,3,35,4,0,3,90,59,0,58,7,20,9,58,5,86,5,84,5,3,6,6,2,4,9,4,5,4,7,3,89,4,89,86,0,83,5,20,7,20,5,5,0,84,0,21,7,3,89,3,9,3,34,5,2,4,72,4,73,3,35,6,35,2.0
73,61,79,15,23,89,3,2,83,9,84,7,89,6,74,18,28,66,2,92,81,10,84,8,86,7,3,90,3,67,77,5,3,4,75,16,26,65,2,91,86,6,83,8,81,11,91,4,29,12,29,5,3,9,81,9,90,4,75,12,4,10,3,12,27,17,4,89,3,89,28,18,3,91,85,7,3,19,2,66,3,90,3,4,3,89,4,66,86,4,4,17,2,90,75,10,87,4,83,4,86,4,3,92,4,66,3,12,76,11,3,9,29,10,4,90,76,9,4,8,2,91,3,8,4,9,81,8,4,13,28,4,2,90,3,18,4,4,3,91,76,4,76,9,28,12,76,8,85,7,82,7,3,8,5,5,4,12,4,8,4,9,3,90,3,90,85,4,82,8,28,9,28,8,4,4,82,4,29,9,3,89,4,12,4,17,5,5,3,65,3,66,3,17,4,18,2.0
74,39,79,16,47,88,5,2,82,11,83,8,87,7,75,18,51,43,2,92,80,12,83,9,85,8,4,89,4,44,77,6,4,6,75,17,50,42,3,91,85,7,82,9,80,12,89,6,51,14,52,7,3,10,80,9,88,6,75,13,4,11,3,13,50,17,5,89,4,88,51,19,3,91,84,8,4,19,3,43,4,89,3,6,4,89,6,43,85,6,4,17,3,90,75,10,86,6,82,6,85,6,2,91,5,43,3,13,75,12,3,10,51,11,4,89,76,9,4,8,3,90,3,9,3,9,80,9,4,14,51,6,3,89,3,18,4,6,3,90,76,6,75,9,50,12,76,8,84,8,81,8,4,9,6,7,4,12,5,8,4,9,3,89,4,89,84,6,81,8,50,9,51,8,5,6,81,6,51,10,3,89,3,12,3,17,5,7,4,42,5,43,3,18,6,19,1.0
71,63,79,17,25,89,3,2,81,11,84,9,87,6,74,19,27,66,2,92,80,13,82,10,85,7,3,90,4,67,75,5,3,5,73,19,27,65,2,91,85,8,83,9,79,12,90,4,28,14,29,6,3,11,81,10,89,4,74,13,4,12,2,13,27,19,4,90,3,89,28,21,3,92,83,8,4,21,2,66,3,90,3,5,3,90,5,66,84,4,3,19,2,91,74,11,87,4,82,5,86,5,2,92,4,66,2,12,73,12,3,10,28,12,3,90,74,8,3,8,2,91,3,8,3,10,80,11,4,14,28,5,2,90,2,20,3,5,3,91,74,5,74,10,27,12,74,8,82,7,80,8,3,8,5,6,3,12,4,8,4,10,2,90,3,90,83,5,81,8,28,10,28,8,4,5,81,5,28,9,2,90,2,12,2,19,4,6,3,65,4,66,2,19,5,21,1.0
75,58,79,15,30,88,5,2,82,11,84,8,87,6,77,16,32,61,2,92,80,13,83,9,86,7,3,89,4,62,78,6,3,6,75,16,32,60,2,91,85,7,83,9,80,11,89,6,33,14,34,7,3,10,80,9,88,5,77,13,4,11,3,13,32,16,5,89,4,89,33,18,3,92,84,7,4,18,3,61,3,90,3,6,4,90,6,61,85,6,4,17,3,91,77,10,87,6,82,6,86,6,2,92,4,61,3,13,76,12,3,10,33,11,3,89,77,8,3,8,2,91,3,8,3,10,80,10,4,14,33,6,3,89,3,17,3,6,3,90,77,6,76,9,32,12,77,7,84,7,81,8,3,8,6,7,4,13,5,8,4,10,2,90,3,90,84,6,81,7,32,9,33,7,5,6,81,6,33,9,3,90,3,13,3,17,4,7,4,61,4,61,3,17,6,18,1.0
42,58,81,50,32,81,3,2,85,11,87,7,89,5,44,52,35,60,3,92,82,13,86,8,88,6,5,85,4,61,44,5,4,4,43,50,33,59,2,91,87,6,86,8,82,12,91,4,35,13,35,5,3,8,82,8,90,3,44,13,4,9,3,12,34,50,10,85,9,83,35,52,4,91,86,6,4,52,2,60,5,90,3,4,7,89,11,61,87,4,10,50,2,90,44,9,89,4,83,5,88,4,3,91,5,61,4,12,43,12,4,8,35,9,5,85,44,7,4,6,2,90,3,6,4,8,82,9,4,13,34,4,2,84,3,51,4,4,4,85,43,4,43,8,34,12,43,6,86,6,82,7,4,6,11,5,10,12,10,6,10,8,3,89,5,89,86,4,82,6,34,8,34,6,10,4,82,4,35,7,3,89,4,12,4,50,5,5,9,59,5,61,4,50,11,52,1.0
51,65,82,31,23,89,2,2,86,10,87,6,90,5,57,36,25,68,2,92,83,11,87,7,88,6,3,90,3,69,58,3,3,3,57,35,24,68,2,91,88,5,86,7,83,11,92,3,26,12,27,4,3,7,83,7,91,3,57,11,4,8,3,11,26,37,4,89,4,89,26,37,3,91,87,6,4,38,3,68,3,90,3,3,3,89,4,68,88,3,4,37,2,90,57,7,89,3,84,3,88,3,3,92,4,68,3,11,57,11,3,7,26,8,4,90,57,6,4,6,2,91,3,6,4,7,83,7,4,12,26,3,3,90,3,37,4,3,3,91,57,3,57,7,26,11,57,6,87,6,83,6,3,6,5,4,4,11,4,6,4,7,3,90,3,90,87,3,83,6,26,7,26,6,4,3,83,3,26,7,3,89,4,11,4,37,5,4,4,68,3,68,3,37,5,37,1.0
68,72,82,18,16,88,3,2,85,8,87,7,89,5,71,21,18,75,3,92,84,9,86,8,88,6,4,89,3,76,73,5,4,4,71,22,19,74,2,91,88,6,86,7,83,9,91,4,20,11,20,5,3,8,84,8,90,4,72,10,4,9,3,10,19,22,5,89,4,88,19,22,3,91,86,6,4,23,3,75,4,90,3,4,4,89,5,75,87,4,5,22,2,90,72,9,89,4,85,4,88,4,3,91,4,75,4,10,72,10,4,8,20,9,4,89,72,7,4,6,2,90,3,6,4,8,84,8,4,11,19,4,2,89,3,22,4,4,3,90,72,4,72,8,19,10,72,6,86,6,84,6,4,6,6,5,5,10,5,6,5,8,3,89,4,89,86,4,84,6,19,8,19,6,5,4,84,4,20,7,3,89,4,10,4,22,5,5,5,74,4,75,4,22,6,22,2.0
70,54,79,18,36,88,4,3,83,11,86,7,88,6,72,21,38,57,3,91,81,12,85,9,87,7,5,89,5,57,74,6,4,5,72,20,37,55,3,90,87,6,84,8,80,12,90,5,39,14,39,6,4,9,81,8,89,5,73,13,5,10,3,13,37,20,6,89,4,88,38,22,4,91,85,7,5,22,3,56,4,89,4,5,4,89,6,57,86,5,4,20,3,90,73,10,88,5,82,5,87,5,3,91,5,57,3,12,72,12,4,8,39,10,5,89,73,8,4,7,3,90,4,7,4,8,81,9,5,14,38,5,3,89,3,21,4,5,5,90,73,5,73,8,37,12,73,7,85,7,81,7,4,7,6,6,4,12,5,7,5,8,3,89,4,89,85,5,81,7,38,8,38,7,5,5,81,5,39,8,3,89,3,12,3,20,5,6,4,55,5,57,3,20,6,22,2.0
56,67,81,28,17,88,0,2,84,9,87,6,92,3,60,32,21,72,2,92,82,10,86,7,88,5,4,89,3,73,62,1,4,1,60,32,21,71,3,91,88,4,85,7,82,10,94,0,22,12,23,2,3,8,82,7,93,0,60,11,4,9,3,11,21,32,5,89,4,88,22,33,3,91,85,4,4,34,3,72,4,89,3,1,4,89,5,72,87,1,4,32,3,90,61,8,90,1,84,1,89,0,2,91,4,72,3,11,60,10,3,8,22,9,4,89,61,5,3,4,3,90,3,5,3,7,83,7,4,12,22,0,3,89,3,33,4,0,3,90,61,0,60,7,21,10,60,4,86,5,83,5,3,5,6,2,4,10,4,4,4,7,3,89,4,89,86,0,82,4,21,7,21,4,5,0,83,0,22,6,3,89,3,10,3,32,5,2,4,71,4,72,3,33,6,33,2.0
62,69,80,24,17,89,3,2,82,10,85,8,89,5,65,27,20,73,3,92,81,11,83,9,87,6,4,90,3,74,67,4,4,4,65,27,20,72,2,91,87,7,84,8,80,11,91,4,21,13,22,5,3,10,82,9,90,4,65,12,4,11,2,12,20,27,4,89,3,89,21,28,3,91,84,7,4,29,2,73,3,90,3,4,3,89,4,73,85,4,3,27,2,90,65,10,88,4,83,4,87,4,3,91,4,73,3,11,65,11,4,9,21,11,4,89,66,7,4,7,2,90,3,7,4,9,81,9,4,13,21,4,2,90,2,28,4,4,3,91,66,4,66,9,20,11,66,7,84,6,82,6,4,7,5,5,3,11,4,7,4,9,3,89,3,89,84,4,82,7,21,9,21,7,4,4,82,4,21,8,3,89,3,11,3,27,5,5,3,72,4,73,3,27,5,28,2.0
75,62,80,15,18,89,4,2,83,10,87,7,88,5,76,16,24,69,3,92,81,11,85,8,88,6,4,90,4,70,78,5,4,5,77,16,24,68,2,91,87,6,85,8,81,12,90,5,24,13,26,6,3,9,82,9,89,4,76,11,4,10,3,12,25,16,4,89,3,89,24,18,3,91,85,6,4,18,2,69,3,90,3,5,3,89,5,69,86,5,4,16,2,90,77,8,89,5,83,5,88,5,3,91,5,69,4,12,77,12,4,9,25,10,4,89,77,6,4,6,2,90,3,6,4,9,82,8,4,13,25,5,2,90,3,17,4,5,3,91,77,5,77,9,25,12,77,6,85,6,82,6,4,6,5,6,4,12,4,6,4,9,3,89,3,89,85,5,82,6,25,9,25,6,4,5,82,5,25,7,3,89,4,12,4,16,5,6,3,68,5,69,4,16,5,18,2.0
65,73,79,19,11,88,2,2,85,9,87,7,90,5,69,23,15,78,3,92,82,11,86,8,88,6,4,89,3,79,71,3,4,3,69,23,15,77,2,91,88,5,85,8,82,11,92,3,16,13,17,4,3,8,82,8,91,3,70,12,4,9,3,12,15,23,5,88,4,89,16,24,3,91,86,6,4,25,3,78,3,90,3,3,4,89,5,78,87,3,4,24,3,90,70,8,89,3,83,3,88,3,3,91,4,78,4,12,70,11,4,8,16,9,4,88,70,6,4,6,2,90,3,6,4,8,82,8,4,13,16,3,3,89,3,24,4,3,3,90,70,3,70,8,16,11,70,6,86,6,82,6,4,6,6,4,5,12,5,6,5,8,3,89,3,89,86,3,82,6,16,8,16,6,5,3,82,3,16,7,4,89,4,12,4,24,5,4,4,78,4,78,4,24,6,24,1.0
72,69,81,16,19,88,4,2,83,9,84,7,88,6,74,20,23,72,2,92,82,10,84,8,86,7,4,89,4,73,76,6,4,5,74,18,21,71,3,91,86,6,83,8,82,10,90,5,23,12,23,6,3,9,82,8,89,5,74,12,4,10,3,11,21,18,5,88,4,88,23,20,3,90,85,7,4,20,3,72,4,89,3,5,4,88,6,72,86,5,4,18,3,89,74,10,87,5,84,5,86,5,3,91,6,72,3,11,74,10,3,9,23,10,5,89,75,9,5,7,3,90,3,8,4,8,82,8,4,12,22,5,3,89,3,19,5,5,3,90,75,5,74,8,21,10,75,7,85,7,83,7,4,8,6,6,4,10,5,7,4,8,4,89,4,89,85,5,83,7,21,8,22,7,5,5,83,5,23,9,4,88,4,10,4,18,6,6,4,71,5,72,3,19,6,20,2.0
71,62,80,17,26,88,4,3,83,10,86,7,88,6,74,20,29,65,3,91,81,12,85,8,87,7,4,89,5,66,75,6,4,5,73,19,28,64,3,90,87,6,84,8,81,11,90,5,30,13,30,6,4,9,82,8,89,5,74,13,5,10,3,12,28,19,5,89,4,88,30,21,4,91,85,7,5,21,3,65,4,89,4,5,4,89,6,65,86,5,4,19,3,90,74,10,88,5,83,5,87,5,3,91,5,65,3,11,73,11,4,8,30,10,4,89,74,8,4,7,3,90,4,7,4,8,82,9,5,13,29,5,3,89,3,20,4,5,4,90,74,5,74,8,28,11,74,7,85,7,82,7,4,7,6,6,4,11,5,7,5,8,3,89,4,89,85,5,82,7,29,8,29,7,5,5,82,5,30,8,3,89,3,11,3,19,5,6,4,64,5,65,3,19,6,21,2.0
