@relation 'Sax dominant'

@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute destClass {2,1}

@data
69,71,23,17,21,75,71,25,70,23,19,74,20,24,21,25,1
57,53,25,33,37,58,64,31,63,30,36,57,37,31,38,32,1
70,65,18,27,29,67,74,22,73,21,28,66,28,21,29,22,1
82,68,8,24,26,70,85,11,84,10,25,69,25,10,26,11,2
66,59,26,33,35,61,68,28,67,27,34,60,34,27,35,28,1
65,67,23,17,23,73,69,27,68,25,21,72,22,26,23,27,2
73,65,11,25,28,68,79,17,78,16,27,67,27,16,28,17,1
66,53,26,37,40,56,68,28,67,26,38,55,39,27,40,28,2
73,82,19,6,9,86,75,20,74,20,9,85,9,20,10,21,1
68,68,24,20,24,72,70,26,69,25,23,71,23,25,24,26,1
66,62,26,30,32,64,68,28,67,27,31,63,31,27,32,28,1
71,60,21,32,34,62,73,23,72,22,33,61,33,22,34,23,1
66,61,26,31,33,63,68,28,67,27,32,62,32,27,33,28,1
70,78,22,12,15,81,72,24,71,23,14,80,14,23,15,24,2
72,70,20,22,24,72,74,22,73,21,23,71,23,21,24,22,1
73,83,17,3,7,88,76,19,75,19,7,87,7,19,8,20,1
78,78,14,12,14,81,80,15,79,15,14,80,14,15,15,16,2
58,62,34,30,32,64,60,36,59,35,31,63,31,35,32,36,2
74,70,18,20,23,73,76,20,75,19,22,72,22,19,23,20,1
56,70,34,22,24,72,59,37,58,36,23,71,23,36,24,37,2
71,75,17,13,16,79,75,20,74,20,16,78,16,20,17,21,2
90,82,2,4,8,87,92,3,91,2,7,86,8,3,9,4,2
60,55,28,27,34,62,64,32,63,31,33,61,33,31,34,32,1
70,61,20,29,32,64,73,23,72,22,31,63,31,22,32,23,1
76,88,6,2,4,91,83,12,82,11,3,90,4,12,5,13,2
60,65,24,27,29,67,66,30,65,29,28,66,28,29,29,30,1
53,59,39,33,35,61,55,41,54,40,34,60,34,40,35,41,2
64,59,26,33,35,61,67,29,66,28,34,60,34,28,35,29,1
85,84,7,2,7,89,87,9,86,8,6,88,6,8,7,9,2
63,60,29,30,33,63,65,31,64,30,32,62,32,30,33,31,2
72,67,20,25,27,69,74,22,73,21,26,68,26,21,27,22,1
67,58,25,34,36,60,69,27,68,26,35,59,35,26,36,27,1
72,65,20,21,26,70,74,22,73,21,25,69,25,21,26,22,1
74,69,18,21,24,72,76,20,75,19,23,71,23,19,24,20,1
73,60,19,28,32,64,75,21,74,20,31,63,31,20,32,21,1
73,60,19,32,34,62,75,21,74,20,33,61,33,20,34,21,1
76,74,16,12,17,79,78,18,77,17,16,78,16,17,17,18,1
64,58,28,32,35,61,66,30,65,29,34,60,34,29,35,30,1
67,59,25,27,32,64,69,27,68,26,31,63,31,26,32,27,1
57,66,31,24,27,69,61,35,60,33,25,68,26,34,27,35,2
64,57,26,33,36,60,67,29,66,28,35,59,35,28,36,29,1
57,70,27,20,23,73,63,33,62,32,22,72,22,32,23,33,2
59,55,33,37,39,57,61,35,60,34,38,56,38,34,39,35,1
54,70,38,22,24,72,56,40,55,39,23,71,23,39,24,40,2
66,52,26,34,38,57,68,27,67,27,38,56,38,27,39,28,2
58,75,34,15,18,78,60,36,59,35,17,77,17,35,18,36,2
61,62,31,30,32,64,63,33,62,32,31,63,31,32,32,33,1
58,66,30,26,28,68,62,34,61,33,27,67,27,33,28,34,2
85,80,5,10,13,83,88,8,87,7,12,82,12,7,13,8,2
67,60,25,32,34,62,69,27,68,26,33,61,33,26,34,27,1
62,60,28,30,32,63,65,30,64,29,31,62,32,30,33,31,2
62,61,24,29,32,64,67,29,66,28,31,63,31,28,32,29,1
68,62,24,30,32,64,70,26,69,25,31,63,31,25,32,26,1
73,69,19,19,23,73,75,21,74,20,22,72,22,20,23,21,1
70,58,22,32,35,61,72,24,71,23,34,60,34,23,35,24,1
71,62,15,28,31,65,76,20,75,19,30,64,30,19,31,20,1
64,59,28,31,34,62,66,30,65,29,33,61,33,29,34,30,1
67,60,25,28,32,64,69,27,68,26,31,63,31,26,32,27,2
72,65,18,25,28,68,75,21,74,20,27,67,27,20,28,21,2
66,65,26,19,25,71,68,28,67,27,24,70,24,27,25,28,1
62,58,30,34,36,60,64,32,63,31,35,59,35,31,36,32,1
63,61,23,27,31,65,68,28,67,27,30,64,30,27,31,28,1
64,60,26,32,34,62,67,29,66,28,33,61,33,28,34,29,1
63,71,25,21,23,73,67,29,66,28,22,72,22,28,23,29,2
61,63,31,27,30,66,63,33,62,32,29,65,29,32,30,33,2
73,83,17,11,12,84,76,20,75,19,11,83,11,19,12,20,1
59,64,33,28,30,66,61,35,60,34,29,65,29,34,30,35,2
74,71,14,19,22,74,78,18,77,17,21,73,21,17,22,18,1
61,64,31,28,30,66,63,33,62,32,29,65,29,32,30,33,2
72,75,18,11,16,80,75,21,74,20,15,79,15,20,16,21,1
71,61,21,31,33,63,73,23,72,22,32,62,32,22,33,23,2
72,70,20,20,23,73,74,22,73,21,22,72,22,21,23,22,2
45,64,39,20,25,70,51,44,50,44,25,69,25,44,26,45,2
72,63,18,27,30,66,75,21,74,20,29,65,29,20,30,21,1
69,60,23,32,34,62,71,25,70,24,33,61,33,24,34,25,1
65,60,27,32,34,62,67,29,66,28,33,61,33,28,34,29,1
60,57,28,31,35,61,64,32,63,31,34,60,34,31,35,32,2
75,66,13,20,25,71,79,17,78,16,24,70,24,16,25,17,2
59,59,29,29,33,63,63,33,62,32,32,62,32,32,33,33,2
63,77,27,13,16,80,66,30,65,28,14,79,15,29,16,30,2
70,86,16,2,4,90,75,19,74,19,4,89,5,20,6,21,1
60,71,26,21,23,73,65,31,64,30,22,72,22,30,23,31,1
56,66,36,24,27,69,58,38,57,37,26,68,26,37,27,38,2
82,84,6,2,6,89,86,9,85,7,4,88,6,9,7,10,2
53,63,39,29,31,65,55,41,54,39,29,64,30,40,31,41,2
68,71,24,17,20,75,70,25,69,25,20,74,20,25,21,26,1
80,69,10,17,22,74,83,13,82,12,21,73,21,12,22,13,1
78,73,8,13,18,78,83,13,82,12,17,77,17,12,18,13,2
68,62,24,30,32,64,70,26,69,25,31,63,31,25,32,26,1
59,59,31,33,35,61,62,34,61,33,34,60,34,33,35,34,1
73,68,17,22,25,71,76,20,75,19,24,70,24,19,25,20,2
60,68,32,24,26,70,62,34,61,33,25,69,25,33,26,34,2
74,69,14,19,23,73,78,18,77,17,22,72,22,17,23,18,2
66,67,26,25,27,69,68,28,67,27,26,68,26,27,27,28,2
70,75,22,15,18,78,72,24,71,23,17,77,17,23,18,24,1
69,76,17,14,17,79,74,22,73,21,16,78,16,21,17,22,1
68,89,22,1,4,92,71,25,70,24,3,91,3,24,4,25,2
67,60,25,32,34,62,69,27,68,26,33,61,33,26,34,27,1
89,84,3,6,9,87,91,5,90,4,8,86,8,4,9,5,2
66,62,26,30,32,64,68,28,67,27,31,63,31,27,32,28,1
51,62,39,28,31,65,54,42,53,41,30,64,30,41,31,42,2
68,93,24,1,2,94,70,26,69,25,1,93,1,25,2,26,2
62,62,30,30,32,64,64,32,63,31,31,63,31,31,32,32,1
57,67,31,25,27,69,61,35,60,34,26,68,26,34,27,35,2
88,66,2,16,23,73,91,5,90,4,22,72,22,4,23,5,2
69,70,23,22,24,72,71,25,70,24,23,71,23,24,24,25,2
69,61,23,29,32,64,71,25,70,24,31,63,31,24,32,25,1
62,61,30,31,33,63,64,32,63,31,32,62,32,31,33,32,1
68,65,24,25,28,68,70,26,69,25,27,67,27,25,28,26,1
60,66,32,26,28,68,62,34,61,33,27,67,27,33,28,34,2
72,56,20,34,37,59,74,22,73,21,36,58,36,21,37,22,2
81,75,11,15,17,78,83,12,82,12,17,77,17,12,18,13,2
71,85,15,3,5,89,76,18,75,16,3,88,6,19,7,20,1
77,82,15,8,11,85,79,17,78,16,10,84,10,16,11,17,1
65,66,21,26,28,68,70,26,69,25,27,67,27,25,28,26,1
66,60,26,32,34,62,68,28,67,27,33,61,33,27,34,28,1
58,62,34,30,32,64,60,36,59,35,31,63,31,35,32,36,2
70,70,22,22,24,72,72,24,71,23,23,71,23,23,24,24,1
47,58,41,34,36,60,51,45,50,44,35,59,35,44,36,45,2
68,71,18,19,22,74,73,23,72,22,21,73,21,22,22,23,1
51,55,39,33,37,59,54,42,53,41,36,58,36,41,37,42,2
72,73,20,15,19,77,74,22,73,21,18,76,18,21,19,22,1
73,66,17,20,25,71,76,20,75,19,24,70,24,19,25,20,1
70,61,22,29,32,64,72,24,71,23,31,63,31,23,32,24,1
63,68,27,24,26,70,66,30,65,29,25,69,25,29,26,30,2
58,58,30,28,33,63,62,34,61,31,30,62,32,33,33,34,2
66,57,26,35,37,59,68,28,67,27,36,58,36,27,37,28,1
66,61,26,31,33,63,68,28,67,27,32,62,32,27,33,28,1
61,62,31,30,32,64,63,33,62,32,31,63,31,32,32,33,1
58,66,32,26,28,68,61,35,60,34,27,67,27,34,28,35,2
70,62,18,28,30,65,74,21,73,20,29,64,30,21,31,22,2
56,66,36,26,28,68,58,38,57,37,27,67,27,37,28,38,2
63,63,25,23,28,68,67,29,66,27,26,67,27,28,28,29,1
82,64,6,24,28,68,86,10,85,8,26,67,27,9,28,10,2
78,76,14,10,15,81,80,16,79,15,14,80,14,15,15,16,2
71,61,21,29,32,64,73,23,72,22,31,63,31,22,32,23,2
66,61,26,31,33,63,68,28,67,27,32,62,32,27,33,28,1
69,64,23,28,30,66,71,25,70,24,29,65,29,24,30,25,2
75,84,13,6,9,87,79,17,78,16,8,86,8,16,9,17,1
66,62,24,28,31,65,69,27,68,26,30,64,30,26,31,27,1
67,89,17,3,5,91,73,23,72,22,4,90,4,22,5,23,2
64,65,28,27,29,67,66,30,65,29,28,66,28,29,29,30,2
94,87,0,3,6,90,95,1,94,0,5,89,5,0,6,1,2
64,58,28,34,36,60,66,30,65,29,35,59,35,29,36,30,1
70,70,22,22,24,72,72,24,71,23,23,71,23,23,24,24,1
71,80,21,14,15,81,73,23,72,22,14,80,14,22,15,23,1
94,88,0,2,4,91,95,0,94,0,4,90,4,0,5,1,2
69,72,21,18,21,75,72,24,71,23,20,74,20,23,21,24,1
61,63,29,29,31,65,64,32,63,31,30,64,30,31,31,32,1
70,61,22,29,32,64,72,24,71,23,31,63,31,23,32,24,2
80,67,8,21,25,71,84,12,83,11,24,70,24,11,25,12,1
71,60,21,30,33,63,73,23,72,21,31,62,32,22,33,23,2
55,66,35,22,26,70,58,38,57,37,25,69,25,37,26,38,2
73,87,19,3,6,90,75,21,74,20,5,89,5,20,6,21,1
72,74,16,16,19,77,76,20,75,19,18,76,18,19,19,20,2
66,71,22,21,23,73,70,26,69,25,22,72,22,25,23,26,1
68,59,24,33,35,61,70,26,69,25,34,60,34,25,35,26,1
59,71,33,21,23,73,61,35,60,34,22,72,22,34,23,35,2
74,79,18,11,14,82,76,20,75,19,13,81,13,19,14,20,2
55,47,37,43,46,50,57,39,56,38,45,49,45,38,46,39,2
72,68,20,20,24,72,74,22,73,21,23,71,23,21,24,22,1
63,59,29,33,35,61,65,31,64,30,34,60,34,30,35,31,1
62,61,30,29,32,64,64,32,63,31,31,63,31,31,32,32,1
67,66,21,20,24,71,71,24,70,23,23,70,24,24,25,25,2
62,65,28,21,26,70,65,31,64,30,25,69,25,30,26,31,2
73,79,19,5,11,85,75,21,74,20,10,84,10,20,11,21,2
72,59,14,31,34,62,77,19,76,18,33,61,33,18,34,19,1
71,67,21,23,26,70,73,23,72,22,25,69,25,22,26,23,1
62,69,28,23,25,71,65,31,64,30,24,70,24,30,25,31,2
62,65,28,25,28,68,65,31,64,30,27,67,27,30,28,31,2
72,77,20,11,15,81,74,22,73,21,14,80,14,21,15,22,1
66,60,26,32,34,62,68,28,67,27,33,61,33,27,34,28,2
72,70,12,18,21,74,78,17,77,16,20,73,21,17,22,18,1
64,70,24,22,24,72,68,28,67,27,23,71,23,27,24,28,2
88,90,2,2,4,92,91,5,90,4,3,91,3,4,4,5,1
64,59,28,31,34,62,66,30,65,29,33,61,33,29,34,30,1
67,67,23,23,26,70,70,26,69,25,25,69,25,25,26,26,1
59,59,33,33,35,61,61,35,60,34,34,60,34,34,35,35,2
73,93,19,1,2,94,75,21,74,20,1,93,1,20,2,21,1
68,74,24,18,20,76,70,26,69,25,19,75,19,25,20,26,2
74,60,16,32,34,62,77,19,76,18,33,61,33,18,34,19,2
55,62,37,28,31,65,57,39,56,38,30,64,30,38,31,39,2
70,58,22,32,35,61,72,24,71,23,34,60,34,23,35,24,1
58,67,32,25,27,69,61,35,60,34,26,68,26,34,27,35,2
64,62,28,30,32,64,66,30,65,29,31,63,31,29,32,30,1
68,79,22,7,11,84,71,24,70,23,10,83,11,24,12,25,2
84,76,8,6,13,83,86,10,85,9,12,82,12,9,13,10,2
72,61,18,29,32,64,75,21,74,20,31,63,31,20,32,21,1
70,80,20,12,13,82,73,22,72,22,13,81,13,22,14,23,1
56,70,36,20,23,73,58,38,57,37,22,72,22,37,23,38,2
67,69,23,17,22,74,70,26,69,24,20,73,21,25,22,26,1
53,54,33,36,39,57,58,38,57,37,38,56,38,37,39,38,2
94,74,0,16,19,77,95,1,94,0,18,76,18,0,19,1,2
68,69,22,23,25,71,71,25,70,24,24,70,24,24,25,25,1
76,75,10,15,18,78,81,15,80,13,16,77,17,14,18,15,2
67,60,25,32,34,62,69,27,68,26,33,61,33,26,34,27,1
65,65,27,25,28,68,67,29,66,28,27,67,27,28,28,29,2
68,84,22,4,8,88,71,25,70,24,7,87,7,24,8,25,2
62,64,24,24,28,68,67,29,66,28,27,67,27,28,28,29,1
74,63,18,27,30,66,76,20,75,19,29,65,29,19,30,20,1
68,73,24,19,21,75,70,26,69,25,20,74,20,25,21,26,2
68,67,24,25,27,69,70,26,69,25,26,68,26,25,27,26,2
71,78,21,6,12,84,73,23,72,22,11,83,11,22,12,23,1
57,69,35,23,25,71,59,37,58,36,24,70,24,36,25,37,2
65,59,27,33,35,61,67,29,66,28,34,60,34,28,35,29,1
91,87,1,3,6,90,93,3,92,2,5,89,5,2,6,3,2
63,84,23,2,7,89,68,28,67,25,4,88,6,27,7,28,1
83,76,9,10,15,81,85,11,84,10,14,80,14,10,15,11,2
66,75,26,17,19,77,68,28,67,27,18,76,18,27,19,28,2
85,82,7,6,10,86,87,9,86,8,9,85,9,8,10,9,2
67,61,25,31,33,63,69,27,68,26,32,62,32,26,33,27,1
78,66,12,26,27,68,81,14,80,14,27,67,27,14,28,15,1
74,80,14,10,13,83,78,18,77,17,12,82,12,17,13,18,1
59,67,33,25,27,69,61,35,60,34,26,68,26,34,27,35,2
60,54,30,36,39,57,63,33,62,32,38,56,38,32,39,33,2
70,74,20,18,20,76,73,23,72,22,19,75,19,22,20,23,1
73,62,13,28,30,65,78,17,77,16,29,64,30,17,31,18,2
68,56,20,32,36,60,72,24,71,23,35,59,35,23,36,24,1
71,84,17,4,6,88,75,19,74,18,5,87,7,20,8,21,1
59,62,31,26,29,66,62,33,61,32,28,65,29,33,30,34,2
64,61,26,29,32,64,67,29,66,28,31,63,31,28,32,29,1
65,65,25,27,29,67,68,28,67,27,28,66,28,27,29,28,2
69,61,19,31,33,63,73,23,72,22,32,62,32,22,33,23,1
61,61,31,31,33,63,63,33,62,32,32,62,32,32,33,33,1
66,67,26,25,27,69,68,28,67,27,26,68,26,27,27,28,1
72,61,18,27,31,65,75,21,74,20,30,64,30,20,31,21,2
68,56,20,36,38,58,72,24,71,23,37,57,37,23,38,24,1
63,66,29,24,27,69,65,31,64,30,26,68,26,30,27,31,2
59,62,33,30,32,64,61,35,60,34,31,63,31,34,32,35,2
53,63,39,27,30,66,55,41,54,40,29,65,29,40,30,41,2
69,83,23,5,8,87,71,24,70,24,8,86,8,24,9,25,1
72,68,20,24,26,70,74,22,73,21,25,69,25,21,26,22,1
79,75,11,13,16,79,82,13,81,13,16,78,16,13,17,14,1
71,78,21,10,14,82,73,23,72,22,13,81,13,22,14,23,2
70,71,20,17,21,75,73,23,72,22,20,74,20,22,21,23,1
65,61,23,31,33,63,69,27,68,26,32,62,32,26,33,27,1
60,62,30,28,31,65,63,33,62,32,30,64,30,32,31,33,2
74,80,14,8,12,84,78,18,77,17,11,83,11,17,12,18,2
65,53,27,39,41,55,67,29,66,28,40,54,40,28,41,29,1
75,82,15,4,9,87,78,18,77,17,8,86,8,17,9,18,2
60,66,28,20,25,71,64,32,63,31,24,70,24,31,25,32,1
65,56,27,36,38,58,67,29,66,28,37,57,37,28,38,29,1
75,75,17,11,16,80,77,19,76,18,15,79,15,18,16,19,1
71,64,21,24,28,68,73,23,72,22,27,67,27,22,28,23,1
67,53,25,37,40,56,69,27,68,26,39,55,39,26,40,27,2
73,73,17,19,21,75,76,20,75,19,20,74,20,19,21,20,2
60,64,32,28,30,66,62,34,61,33,29,65,29,33,30,34,2
94,83,0,5,9,87,95,1,94,0,8,86,8,0,9,1,2
93,90,1,2,4,92,94,2,93,1,3,91,3,1,4,2,2
67,71,11,5,15,81,76,20,75,17,12,80,14,19,15,20,1
47,62,39,28,31,65,52,44,51,43,30,64,30,43,31,44,2
83,90,9,2,4,92,85,11,84,10,3,91,3,10,4,11,1
73,68,19,22,25,71,75,21,74,20,24,70,24,20,25,21,1
60,60,32,30,33,63,62,34,61,33,32,62,32,33,33,34,2
64,65,26,27,28,67,67,28,66,28,28,66,28,28,29,29,1
63,70,29,22,24,72,65,31,64,30,23,71,23,30,24,31,2
67,63,25,27,30,66,69,27,68,26,29,65,29,26,30,27,2
60,68,32,24,26,70,62,34,61,33,25,69,25,33,26,34,2
65,58,27,32,35,61,67,29,66,28,34,60,34,28,35,29,1
61,57,29,35,37,59,64,32,63,31,36,58,36,31,37,32,1
64,68,28,24,26,70,66,30,65,29,25,69,25,29,26,30,1
65,56,27,36,38,58,67,29,66,28,37,57,37,28,38,29,1
64,59,28,31,34,62,66,30,65,29,33,61,33,29,34,30,1
58,69,28,23,25,71,63,33,62,32,24,70,24,32,25,33,2
62,60,30,32,34,62,64,32,63,31,33,61,33,31,34,32,1
71,80,21,4,10,86,73,23,72,22,9,85,9,22,10,23,1
64,65,26,27,29,67,67,29,66,28,28,66,28,28,29,29,2
64,63,24,23,28,68,68,28,67,27,27,67,27,27,28,28,1
61,70,27,22,24,72,65,31,64,30,23,71,23,30,24,31,2
74,80,16,10,13,83,77,19,76,18,12,82,12,18,13,19,2
55,74,33,18,20,76,59,37,58,36,19,75,19,36,20,37,2
71,60,21,32,34,62,73,23,72,22,33,61,33,22,34,23,1
66,62,24,30,31,64,69,26,68,26,31,63,31,26,32,27,1
69,77,23,11,15,81,71,25,70,24,14,80,14,24,15,25,1
68,64,24,26,29,67,70,26,69,25,28,66,28,25,29,26,2
57,70,33,22,24,72,60,36,59,35,23,71,23,35,24,36,2
67,75,23,15,18,78,70,26,69,25,17,77,17,25,18,26,2
57,60,33,30,33,63,60,36,59,35,32,62,32,35,33,36,2
57,65,31,25,28,68,61,35,60,34,27,67,27,34,28,35,1
60,63,32,29,31,65,62,34,61,33,30,64,30,33,31,34,2
56,56,34,34,37,59,59,37,58,36,36,58,36,36,37,37,2
72,70,18,16,21,75,75,21,74,20,20,74,20,20,21,21,2
73,83,19,7,10,86,75,21,74,19,8,85,9,20,10,21,1
73,68,19,24,26,70,75,21,74,20,25,69,25,20,26,21,1
59,62,31,30,32,64,62,34,61,33,31,63,31,33,32,34,1
70,60,22,32,34,62,72,24,71,23,33,61,33,23,34,24,1
67,58,25,34,36,60,69,27,68,26,35,59,35,26,36,27,1
67,69,25,23,24,71,69,26,68,26,24,70,24,26,25,27,2
60,66,26,26,28,68,65,31,64,30,27,67,27,30,28,31,2
72,80,16,8,12,84,76,20,75,19,11,83,11,19,12,20,2
62,72,28,20,22,74,65,31,64,30,21,73,21,30,22,31,2
52,59,34,25,29,65,57,37,56,38,30,64,30,38,31,39,2
56,70,32,22,24,72,60,36,59,35,23,71,23,35,24,36,2
94,84,0,4,8,88,95,1,94,0,7,87,7,0,8,1,2
68,59,24,31,34,62,70,26,69,25,33,61,33,25,34,26,1
51,55,37,37,39,57,55,41,54,40,38,56,38,40,39,41,2
38,55,50,33,36,59,42,53,41,52,35,58,36,53,37,54,1
65,59,27,29,33,63,67,29,66,28,32,62,32,28,33,29,1
65,76,21,14,17,79,70,26,69,24,15,78,16,25,17,26,1
56,39,22,41,48,47,65,30,64,29,47,46,48,30,49,31,2
65,58,27,34,36,60,67,29,66,28,35,59,35,28,36,29,1
66,60,26,32,34,62,68,28,67,27,33,61,33,27,34,28,1
70,69,18,21,23,72,74,21,73,21,23,71,23,21,24,22,1
60,61,32,31,33,63,62,34,61,33,32,62,32,33,33,34,1
67,59,25,31,34,62,69,27,68,26,33,61,33,26,34,27,1
69,56,19,32,35,60,73,22,72,22,35,59,35,22,36,23,1
68,69,24,23,25,71,70,26,69,25,24,70,24,25,25,26,1
57,51,27,41,43,53,63,33,62,32,42,52,42,32,43,33,2
58,64,34,26,29,67,60,36,59,35,28,66,28,35,29,36,2
66,58,24,32,34,61,69,26,68,26,34,60,34,26,35,27,1
60,64,28,24,28,68,64,32,63,31,27,67,27,31,28,32,2
94,88,0,2,5,91,95,1,94,0,4,90,4,0,5,1,2
70,67,20,23,26,70,73,23,72,22,25,69,25,22,26,23,1
65,66,27,22,26,70,67,29,66,28,25,69,25,28,26,29,2
65,62,23,30,31,64,69,26,68,26,31,63,31,26,32,27,1
56,61,36,27,31,65,58,38,57,37,30,64,30,37,31,38,2
69,65,23,27,29,67,71,25,70,24,28,66,28,24,29,25,1
69,65,21,25,28,68,72,24,71,22,26,67,27,23,28,24,1
69,68,21,22,25,71,72,24,71,23,24,70,24,23,25,24,2
59,72,33,20,22,74,61,35,60,34,21,73,21,34,22,35,2
65,62,25,30,31,64,68,27,67,27,31,63,31,27,32,28,1
71,86,19,4,7,89,74,22,73,20,5,88,6,21,7,22,2
68,65,22,19,24,71,71,24,70,24,24,70,24,24,25,25,2
62,61,24,29,32,64,67,29,66,27,30,63,31,28,32,29,2
64,60,26,32,34,62,67,29,66,28,33,61,33,28,34,29,1
65,62,27,26,30,66,67,29,66,28,29,65,29,28,30,29,1
68,63,24,27,30,66,70,26,69,25,29,65,29,25,30,26,1
65,58,27,34,36,60,67,29,66,28,35,59,35,28,36,29,1
65,66,25,24,26,69,68,27,67,27,26,68,26,27,27,28,2
66,64,24,26,29,67,69,27,68,26,28,66,28,26,29,27,2
65,68,25,22,25,71,68,28,67,27,24,70,24,27,25,28,2
66,61,26,31,33,63,68,28,67,27,32,62,32,27,33,28,1
61,73,29,17,20,76,64,32,63,31,19,75,19,31,20,32,2
77,84,9,6,9,87,82,14,81,13,8,86,8,13,9,14,2
69,73,21,19,21,75,72,24,71,23,20,74,20,23,21,24,2
63,63,25,29,31,65,67,29,66,28,30,64,30,28,31,29,1
67,70,25,22,24,72,69,27,68,26,23,71,23,26,24,27,2
66,65,26,27,29,67,68,28,67,27,28,66,28,27,29,28,1
53,42,37,46,50,46,56,40,55,38,48,45,49,39,50,40,1
76,75,16,11,16,80,78,18,77,17,15,79,15,17,16,18,2
73,88,19,2,5,91,75,21,74,20,4,90,4,20,5,21,1
72,61,16,27,30,65,76,19,75,19,30,64,30,19,31,20,1
74,85,18,7,9,87,76,20,75,19,8,86,8,19,9,20,2
91,85,1,3,6,89,93,2,92,2,6,88,6,2,7,3,1
71,67,17,19,23,72,75,20,74,18,21,71,23,20,24,21,2
85,79,7,7,12,84,87,9,86,8,11,83,11,8,12,9,2
70,62,22,26,30,66,72,24,71,23,29,65,29,23,30,24,1
68,60,22,32,33,62,71,24,70,24,33,61,33,24,34,25,1
62,62,30,30,32,64,64,32,63,31,31,63,31,31,32,32,1
75,76,13,16,18,78,79,17,78,16,17,77,17,16,18,17,1
69,67,19,23,26,70,73,23,72,22,25,69,25,22,26,23,1
68,53,24,35,39,57,70,26,69,25,38,56,38,25,39,26,2
68,71,22,19,22,74,71,25,70,24,21,73,21,24,22,25,1
56,63,34,27,30,66,59,37,58,36,29,65,29,36,30,37,2
62,59,28,27,32,64,65,31,64,30,31,63,31,30,32,31,1
70,79,22,5,11,85,72,24,71,23,10,84,10,23,11,24,1
57,59,21,25,29,65,66,28,65,27,28,64,30,29,31,30,1
65,58,21,32,35,61,70,26,69,25,34,60,34,25,35,26,1
68,69,20,19,22,73,72,23,71,23,22,72,22,23,23,24,2
66,60,26,32,34,62,68,28,67,27,33,61,33,27,34,28,1
72,65,20,27,29,67,74,22,73,21,28,66,28,21,29,22,2
64,70,22,16,19,75,69,25,68,25,19,74,20,26,21,27,2
61,57,29,33,36,60,64,32,63,31,35,59,35,31,36,32,1
68,70,22,22,24,72,71,25,70,24,23,71,23,24,24,25,2
68,72,24,20,22,74,70,26,69,25,21,73,21,25,22,26,2
69,58,23,32,35,61,71,25,70,24,34,60,34,24,35,25,1
67,67,25,23,26,70,69,27,68,26,25,69,25,26,26,27,2
82,88,8,2,5,91,85,11,84,10,4,90,4,10,5,11,1
63,59,27,33,35,61,66,30,65,29,34,60,34,29,35,30,1
72,61,14,27,31,65,77,19,76,18,30,64,30,18,31,19,2
64,65,28,27,29,67,66,30,65,29,28,66,28,29,29,30,2
62,54,28,38,40,56,65,31,64,29,38,55,39,30,40,31,2
68,71,24,19,22,74,70,26,69,24,20,73,21,25,22,26,1
52,67,38,25,27,69,55,41,54,40,26,68,26,40,27,41,2
83,89,9,3,5,91,85,11,84,10,4,90,4,10,5,11,1
70,58,22,30,34,62,72,24,71,23,33,61,33,23,34,24,2
71,83,19,9,11,85,74,22,73,21,10,84,10,21,11,22,1
66,61,22,29,32,64,70,26,69,25,31,63,31,25,32,26,2
62,56,28,32,36,60,65,31,64,30,35,59,35,30,36,31,2
66,60,26,32,34,62,68,28,67,27,33,61,33,27,34,28,1
71,87,17,3,5,90,75,20,74,19,4,89,5,20,6,21,1
66,64,26,28,30,66,68,28,67,27,29,65,29,27,30,28,1
91,80,3,6,11,85,92,4,91,3,10,84,10,3,11,4,2
83,79,7,11,14,82,86,10,85,9,13,81,13,9,14,10,2
68,55,20,33,37,59,72,24,71,23,36,58,36,23,37,24,1
84,83,8,3,8,88,86,10,85,9,7,87,7,9,8,10,2
71,70,21,22,24,72,73,23,72,22,23,71,23,22,24,23,1
67,63,17,27,30,66,73,23,72,22,29,65,29,22,30,23,1
58,68,30,24,26,70,62,34,61,33,25,69,25,33,26,34,2
68,62,24,30,32,64,70,26,69,25,31,63,31,25,32,26,2
65,82,27,8,11,85,67,29,66,28,10,84,10,28,11,29,1
70,63,18,29,31,65,74,22,73,21,30,64,30,21,31,22,2
67,68,23,20,23,72,70,25,69,25,23,71,23,25,24,26,2
65,68,27,24,26,70,67,29,66,28,25,69,25,28,26,29,1
76,80,14,10,12,83,79,16,78,15,11,82,12,16,13,17,1
60,68,32,24,26,70,62,34,61,33,25,69,25,33,26,34,2
92,93,2,1,2,94,93,3,92,2,1,93,1,2,2,3,2
66,61,26,31,33,63,68,28,67,27,32,62,32,27,33,28,1
87,85,5,7,9,87,89,7,88,6,8,86,8,6,9,7,2
76,85,16,7,9,87,78,18,77,17,8,86,8,17,9,18,1
55,49,25,31,38,57,63,32,62,30,36,56,38,32,39,33,2
63,63,27,25,29,67,66,30,65,29,28,66,28,29,29,30,2
66,60,26,32,34,62,68,28,67,27,33,61,33,27,34,28,1
70,65,20,25,28,68,73,23,72,22,27,67,27,22,28,23,1
