@relation 'Sax dominant'

@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o2atMcdd numeric
@attribute o2atLcdd numeric
@attribute o2atMddc numeric
@attribute o2atLddc numeric
@attribute o2atMccc numeric
@attribute o2atLccc numeric
@attribute o2atMcbb numeric
@attribute o2atLcbb numeric
@attribute o2atMbbc numeric
@attribute o2atLbbc numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMbcc numeric
@attribute o2atLbcc numeric
@attribute o2atMdde numeric
@attribute o2atLdde numeric
@attribute o2atLeee numeric
@attribute o2atMedd numeric
@attribute o2atLedd numeric
@attribute o2atMddd numeric
@attribute o2atLddd numeric
@attribute o2atMdee numeric
@attribute o2atLdee numeric
@attribute o2atMeed numeric
@attribute o2atLeed numeric
@attribute o2atMdcc numeric
@attribute o2atLdcc numeric
@attribute o2atMbdd numeric
@attribute o2atLbdd numeric
@attribute o2atMaaa numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMccd numeric
@attribute o2atLccd numeric
@attribute o2atMbba numeric
@attribute o2atLbba numeric
@attribute o2atMacc numeric
@attribute o2atLacc numeric
@attribute o2atMaac numeric
@attribute o2atLaac numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMcde numeric
@attribute o2atLcde numeric
@attribute o2atMbcd numeric
@attribute o2atLbcd numeric
@attribute o2atMabc numeric
@attribute o2atLabc numeric
@attribute o2atMcee numeric
@attribute o2atLcee numeric
@attribute o2atMcce numeric
@attribute o2atLcce numeric
@attribute o2atMedc numeric
@attribute o2atLedc numeric
@attribute o2atMdcb numeric
@attribute o2atLdcb numeric
@attribute o2atMbbd numeric
@attribute o2atLbbd numeric
@attribute o2atMadd numeric
@attribute o2atLadd numeric
@attribute o2atMaad numeric
@attribute o2atLaad numeric
@attribute o2atMacd numeric
@attribute o2atLacd numeric
@attribute o2atMcba numeric
@attribute o2atLcba numeric
@attribute o2atMbce numeric
@attribute o2atLbce numeric
@attribute o2atMbee numeric
@attribute o2atLbee numeric
@attribute o2atMbbe numeric
@attribute o2atLbbe numeric
@attribute o2atMbde numeric
@attribute o2atLbde numeric
@attribute o2atMddb numeric
@attribute o2atLddb numeric
@attribute o2atMdbb numeric
@attribute o2atLdbb numeric
@attribute o2atMeec numeric
@attribute o2atLeec numeric
@attribute o2atMecc numeric
@attribute o2atLecc numeric
@attribute o3atMccc numeric
@attribute o3atLccc numeric
@attribute o3atMcdd numeric
@attribute o3atLcdd numeric
@attribute o3atMddc numeric
@attribute o3atLddc numeric
@attribute o3atMcee numeric
@attribute o3atLcee numeric
@attribute o3atMdde numeric
@attribute o3atLdde numeric
@attribute o3atLeee numeric
@attribute o3atMedd numeric
@attribute o3atLedd numeric
@attribute o3atMcce numeric
@attribute o3atLcce numeric
@attribute o3atMccd numeric
@attribute o3atLccd numeric
@attribute o3atMddd numeric
@attribute o3atLddd numeric
@attribute o3atMdee numeric
@attribute o3atLdee numeric
@attribute o3atMeed numeric
@attribute o3atLeed numeric
@attribute o3atMdcc numeric
@attribute o3atLdcc numeric
@attribute o3atMcbb numeric
@attribute o3atLcbb numeric
@attribute o3atMccb numeric
@attribute o3atLccb numeric
@attribute o3atMbbb numeric
@attribute o3atLbbb numeric
@attribute o3atMbee numeric
@attribute o3atLbee numeric
@attribute o3atMbbe numeric
@attribute o3atLbbe numeric
@attribute o3atMcde numeric
@attribute o3atLcde numeric
@attribute o3atMbba numeric
@attribute o3atLbba numeric
@attribute o3atMaaa numeric
@attribute o3atMabb numeric
@attribute o3atLabb numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atMbcd numeric
@attribute o3atLbcd numeric
@attribute o3atMbaa numeric
@attribute o3atLbaa numeric
@attribute o3atMaab numeric
@attribute o3atLaab numeric
@attribute o3atMbdd numeric
@attribute o3atLbdd numeric
@attribute o3atMbbd numeric
@attribute o3atLbbd numeric
@attribute o3atMbcc numeric
@attribute o3atLbcc numeric
@attribute o3atMedc numeric
@attribute o3atLedc numeric
@attribute o3atMbde numeric
@attribute o3atLbde numeric
@attribute o3atMdcb numeric
@attribute o3atLdcb numeric
@attribute o3atMbce numeric
@attribute o3atLbce numeric
@attribute o3atMcaa numeric
@attribute o3atLcaa numeric
@attribute o3atMdca numeric
@attribute o3atLdca numeric
@attribute o3atMabc numeric
@attribute o3atLabc numeric
@attribute destClass {1.0,2.0}

@data
14,16,12,16,11,15,14,25,10,15,12,17,2,27,1,18,0,30,0,30,1,27,2,16,3,16,0,0,30,0,30,0,30,0,30,0,26,1,18,0,26,3,16,0,18,2,16,3,27,0,30,0,16,0,27,0,27,0,26,0,30,0,15,3,16,0,30,0,16,2,17,0,26,0,19,10,19,10,17,20,7,22,7,22,8,21,6,30,8,21,30,0,0,30,0,30,9,30,0,30,0,18,11,8,10,0,0,30,0,30,18,11,0,30,0,21,0,22,0,30,19,0,8,11,0,22,19,0,18,0,19,0,8,11,7,11,0,10,0,11,0,11,0,22,8,0,8,0,7,0,8,0,8,10,7,11,19,0,18,0,4,27,5,25,4,24,6,16,12,17,14,11,16,5,18,5,26,10,24,14,16,12,15,4,24,1,27,1,27,1,30,3,16,2,18,6,18,0,30,0,0,30,2,29,3,26,0,30,0,30,3,25,2,26,3,28,4,16,3,18,1,24,3,18,0,27,0,24,0,29,1.0
22,26,4,24,3,24,6,30,2,23,4,26,0,30,0,26,0,30,0,30,0,30,0,24,0,24,0,0,30,0,30,0,30,0,30,0,30,0,26,0,30,0,24,0,26,0,24,0,30,0,30,0,24,0,30,0,30,0,30,0,30,0,23,0,24,0,30,0,24,0,26,0,30,0,2,29,0,28,0,29,0,29,0,30,0,29,0,30,0,30,20,8,4,20,8,18,28,22,6,22,6,0,28,1,29,0,0,30,0,30,1,29,0,30,0,30,0,30,0,30,2,8,1,30,0,30,2,6,1,8,0,8,0,28,0,30,0,29,0,30,0,30,0,29,1,8,1,6,0,8,1,8,0,28,0,28,0,6,0,8,13,30,15,11,17,11,17,3,27,2,2,26,2,15,4,14,13,26,9,28,2,26,2,15,13,0,30,0,30,0,30,0,3,0,4,16,3,0,30,0,0,30,0,30,0,13,0,30,0,30,0,11,0,13,0,30,17,2,0,3,0,13,0,4,0,30,0,13,0,30,2.0
27,29,2,27,1,28,3,30,1,27,1,29,0,30,0,29,0,30,0,30,0,30,0,27,0,28,0,0,30,0,30,0,30,0,30,0,30,0,29,0,30,0,28,0,29,0,28,0,30,0,30,0,27,0,30,0,30,0,30,0,30,0,27,0,27,0,30,0,27,0,29,0,30,0,2,29,0,28,0,29,0,29,0,30,0,29,0,30,0,30,24,5,3,24,5,23,28,25,4,25,4,0,28,1,29,0,0,30,0,30,1,29,0,30,0,30,0,30,0,30,2,5,1,30,0,30,2,4,1,5,0,5,0,28,0,30,0,29,0,30,0,30,0,29,1,5,1,4,0,5,1,5,0,28,0,28,0,4,0,5,9,24,9,17,11,18,11,2,27,2,2,26,2,10,2,9,17,26,17,28,2,26,2,10,19,3,26,4,25,2,30,4,3,3,4,10,2,0,30,0,0,30,2,26,2,18,0,30,0,30,2,18,2,19,2,25,11,2,3,3,4,19,3,3,0,26,0,19,0,26,1.0
18,22,8,20,7,20,10,30,6,19,8,22,0,30,0,22,0,30,0,30,0,30,0,20,0,20,0,0,30,0,30,0,30,0,30,0,30,0,22,0,30,0,20,0,22,0,20,0,30,0,30,0,20,0,30,0,30,0,30,0,30,0,19,0,20,0,30,0,20,0,22,0,30,0,11,17,12,18,10,24,4,26,3,25,5,25,3,30,3,25,18,11,9,18,11,17,17,19,10,19,10,11,19,4,18,0,0,30,0,30,10,17,0,30,0,25,0,25,0,30,11,11,3,18,0,25,11,10,10,11,12,11,5,19,3,18,0,18,0,18,0,18,0,26,3,11,4,10,3,11,4,11,5,18,4,19,12,10,11,11,13,19,13,12,15,12,17,8,19,7,7,18,9,15,9,13,13,17,11,21,7,19,8,14,13,6,21,7,20,5,30,9,9,7,11,15,8,0,30,0,0,30,6,23,7,14,0,30,0,30,7,13,6,15,7,21,15,9,8,9,7,13,8,10,0,21,0,13,0,23,1.0
23,27,3,25,2,25,5,30,1,24,3,27,0,30,0,27,0,30,0,30,0,30,0,25,0,25,0,0,30,0,30,0,30,0,30,0,30,0,27,0,30,0,25,0,27,0,25,0,30,0,30,0,25,0,30,0,30,0,30,0,30,0,24,0,25,0,30,0,25,0,27,0,30,0,2,29,0,28,0,29,0,29,0,30,0,29,0,30,0,30,15,14,12,15,14,14,28,16,13,16,13,0,28,1,29,0,0,30,0,30,1,29,0,30,0,30,0,30,0,30,2,14,1,30,0,30,2,13,1,14,0,14,0,28,0,30,0,29,0,30,0,30,0,29,1,14,1,13,0,14,1,14,0,28,0,28,0,13,0,14,16,30,16,11,18,11,18,3,27,2,2,26,2,17,4,16,12,26,10,28,2,26,2,17,12,0,30,0,30,0,30,0,3,0,4,17,3,0,30,0,0,30,0,30,0,12,0,30,0,30,0,11,0,12,0,30,18,2,0,3,0,12,0,4,0,30,0,12,0,30,2.0
18,21,8,20,7,20,10,28,6,19,8,22,2,30,1,22,0,30,0,30,0,28,0,20,0,20,0,0,30,0,30,0,30,0,30,0,29,1,22,0,28,0,20,0,22,1,20,2,28,0,30,0,20,0,28,0,30,0,29,0,30,0,19,0,20,0,30,0,20,0,22,0,28,0,8,21,9,21,7,30,0,30,0,30,0,30,0,30,0,30,21,7,3,21,7,19,20,23,5,23,5,8,22,0,21,0,0,30,0,30,7,21,0,30,0,30,0,30,0,30,8,7,0,21,0,30,8,5,7,7,9,7,0,22,0,21,0,21,0,21,0,21,0,30,0,7,0,5,0,7,0,7,0,21,0,22,9,5,8,7,9,25,9,16,11,16,13,9,18,8,8,17,10,11,10,9,17,16,15,20,8,18,9,10,17,2,27,3,26,1,30,3,10,2,12,11,9,0,30,0,0,30,1,27,1,18,0,30,0,30,1,17,1,19,1,26,11,10,2,10,3,17,2,11,0,27,0,17,0,27,1.0
23,27,3,25,2,25,5,30,1,24,3,27,0,30,0,27,0,30,0,30,0,30,0,25,0,25,0,0,30,0,30,0,30,0,30,0,30,0,27,0,30,0,25,0,27,0,25,0,30,0,30,0,25,0,30,0,30,0,30,0,30,0,24,0,25,0,30,0,25,0,27,0,30,0,2,29,0,28,0,29,0,29,0,30,0,29,0,30,0,30,18,11,9,18,11,17,28,19,10,19,10,0,28,1,29,0,0,30,0,30,1,29,0,30,0,30,0,30,0,30,2,11,1,30,0,30,2,10,1,11,0,11,0,28,0,30,0,29,0,30,0,30,0,29,1,11,1,10,0,11,1,11,0,28,0,28,0,10,0,11,15,30,17,9,19,9,19,3,27,2,2,26,2,17,4,16,11,26,7,28,2,26,2,17,11,0,30,0,30,0,30,0,3,0,4,18,3,0,30,0,0,30,0,30,0,11,0,30,0,30,0,9,0,11,0,30,19,2,0,3,0,11,0,4,0,30,0,11,0,30,2.0
22,25,4,24,3,24,6,28,2,23,4,26,2,30,1,26,0,30,0,30,0,28,0,24,0,24,0,0,30,0,30,0,30,0,30,0,29,1,26,0,28,0,24,0,26,1,24,2,28,0,30,0,24,0,28,0,30,0,29,0,30,0,23,0,24,0,30,0,24,0,26,0,28,0,5,25,4,24,2,30,0,30,0,30,0,30,0,30,0,30,25,4,2,25,4,24,23,26,3,26,3,3,25,0,25,0,0,30,0,30,3,26,0,30,0,30,0,30,0,30,5,4,0,26,0,30,5,3,3,4,4,4,0,25,0,26,0,25,0,26,0,26,0,30,0,4,0,3,0,4,0,4,0,24,0,25,4,3,3,4,8,25,8,18,10,19,10,8,19,9,7,18,9,9,9,8,18,17,18,21,8,19,8,9,20,2,27,3,26,1,30,3,9,2,11,9,9,0,30,0,0,30,1,27,1,19,0,30,0,30,1,19,1,20,1,26,10,9,2,10,3,20,2,10,0,27,0,20,0,27,1.0
19,23,7,21,6,21,9,30,5,20,7,23,0,30,0,23,0,30,0,30,0,30,0,21,0,21,0,0,30,0,30,0,30,0,30,0,30,0,23,0,30,0,21,0,23,0,21,0,30,0,30,0,21,0,30,0,30,0,30,0,30,0,20,0,21,0,30,0,21,0,23,0,30,0,2,29,0,28,0,29,0,29,0,30,0,29,0,30,0,30,15,14,12,15,14,14,28,16,13,16,13,0,28,1,29,0,0,30,0,30,1,29,0,30,0,30,0,30,0,30,2,14,1,30,0,30,2,13,1,14,0,14,0,28,0,30,0,29,0,30,0,30,0,29,1,14,1,13,0,14,1,14,0,28,0,28,0,13,0,14,10,30,12,14,14,14,14,3,27,2,2,26,2,12,4,11,16,26,12,28,2,26,2,12,16,0,30,0,30,0,30,0,3,0,4,13,3,0,30,0,0,30,0,30,0,16,0,30,0,30,0,14,0,16,0,30,14,2,0,3,0,16,0,4,0,30,0,16,0,30,2.0
22,26,4,24,3,24,6,30,2,23,4,26,0,30,0,26,0,30,0,30,0,30,0,24,0,24,0,0,30,0,30,0,30,0,30,0,30,0,26,0,30,0,24,0,26,0,24,0,30,0,30,0,24,0,30,0,30,0,30,0,30,0,23,0,24,0,30,0,24,0,26,0,30,0,1,29,0,29,0,29,0,29,0,30,0,29,0,30,0,30,18,11,9,18,11,17,29,19,10,19,10,0,29,1,30,0,0,30,0,30,0,29,0,30,0,30,0,30,0,30,1,11,0,30,0,30,1,10,0,11,0,11,0,29,0,30,0,30,0,30,0,30,0,29,0,11,1,10,0,11,1,11,0,29,0,29,0,10,0,11,8,30,12,13,14,13,14,3,27,2,2,26,2,11,4,10,16,26,10,28,2,26,2,11,16,0,30,0,30,0,30,0,3,0,4,13,3,0,30,0,0,30,0,30,0,16,0,30,0,30,0,13,0,16,0,30,14,2,0,3,0,16,0,4,0,30,0,16,0,30,2.0
22,26,4,24,3,24,6,30,2,23,4,26,0,30,0,26,0,30,0,30,0,30,0,24,0,24,0,0,30,0,30,0,30,0,30,0,30,0,26,0,30,0,24,0,26,0,24,0,30,0,30,0,24,0,30,0,30,0,30,0,30,0,23,0,24,0,30,0,24,0,26,0,30,0,2,29,0,28,0,29,0,29,0,30,0,29,0,30,0,30,15,14,12,15,14,14,28,16,13,16,13,0,28,1,29,0,0,30,0,30,1,29,0,30,0,30,0,30,0,30,2,14,1,30,0,30,2,13,1,14,0,14,0,28,0,30,0,29,0,30,0,30,0,29,1,14,1,13,0,14,1,14,0,28,0,28,0,13,0,14,13,30,15,11,17,11,17,3,27,2,2,26,2,15,4,14,13,26,9,28,2,26,2,15,13,0,30,0,30,0,30,0,3,0,4,16,3,0,30,0,0,30,0,30,0,13,0,30,0,30,0,11,0,13,0,30,17,2,0,3,0,13,0,4,0,30,0,13,0,30,2.0
23,27,3,25,2,25,5,30,1,24,3,27,0,30,0,27,0,30,0,30,0,30,0,25,0,25,0,0,30,0,30,0,30,0,30,0,30,0,27,0,30,0,25,0,27,0,25,0,30,0,30,0,25,0,30,0,30,0,30,0,30,0,24,0,25,0,30,0,25,0,27,0,30,0,2,29,0,28,0,29,0,29,0,30,0,29,0,30,0,30,26,3,1,26,3,25,28,27,2,27,2,0,28,1,29,0,0,30,0,30,1,29,0,30,0,30,0,30,0,30,2,3,1,30,0,30,2,2,1,3,0,3,0,28,0,30,0,29,0,30,0,30,0,29,1,3,1,2,0,3,1,3,0,28,0,28,0,2,0,3,5,25,6,18,9,19,9,5,22,5,4,21,6,7,6,6,19,20,17,24,5,22,5,7,21,2,27,3,26,1,30,3,6,2,8,8,6,0,30,0,0,30,1,27,1,20,0,30,0,30,1,19,1,21,1,26,9,6,2,7,3,21,2,7,0,27,0,21,0,27,2.0
19,23,7,21,6,21,9,30,5,20,7,23,0,30,0,23,0,30,0,30,0,30,0,21,0,21,0,0,30,0,30,0,30,0,30,0,30,0,23,0,30,0,21,0,23,0,21,0,30,0,30,0,21,0,30,0,30,0,30,0,30,0,20,0,21,0,30,0,21,0,23,0,30,0,5,26,3,25,3,29,0,29,0,30,0,29,0,30,1,30,17,12,10,17,12,16,25,18,11,18,11,3,25,1,26,0,0,30,0,30,4,27,0,30,0,30,0,30,0,30,5,12,1,27,0,30,5,11,4,12,3,12,0,25,0,27,0,26,0,27,0,27,0,29,1,12,1,11,0,12,1,12,0,25,0,25,3,11,3,12,20,20,20,7,22,7,22,3,27,2,2,26,2,21,4,20,8,26,6,28,2,26,2,21,8,7,22,8,21,6,30,8,3,7,4,21,3,0,30,0,0,30,7,22,8,8,0,30,0,30,8,7,7,8,8,21,22,2,8,3,8,8,8,4,0,22,0,8,0,22,2.0
22,26,4,24,3,24,6,30,2,23,4,26,0,30,0,26,0,30,0,30,0,30,0,24,0,24,0,0,30,0,30,0,30,0,30,0,30,0,26,0,30,0,24,0,26,0,24,0,30,0,30,0,24,0,30,0,30,0,30,0,30,0,23,0,24,0,30,0,24,0,26,0,30,0,5,25,3,24,1,29,0,29,0,30,0,29,0,30,0,30,25,4,2,25,4,24,23,26,3,26,3,2,25,1,25,0,0,30,0,30,3,26,0,30,0,30,0,30,0,30,5,4,1,27,0,30,5,3,3,4,3,4,0,25,0,27,0,25,0,27,0,27,0,29,1,4,1,3,0,4,1,4,0,24,0,25,3,3,2,4,9,24,9,17,11,18,11,8,19,9,7,18,9,10,9,9,17,17,17,21,8,19,8,10,19,3,26,4,25,2,30,4,9,3,11,10,9,0,30,0,0,30,2,26,2,18,0,30,0,30,2,18,2,19,2,25,11,9,3,10,4,19,3,10,0,26,0,19,0,26,1.0
4,8,17,10,17,6,20,24,14,7,20,9,3,26,2,10,0,30,0,30,2,26,3,10,4,7,0,0,30,0,30,0,30,0,30,0,25,2,10,0,25,4,7,0,10,3,7,4,26,0,30,0,10,0,26,0,26,0,25,0,30,0,7,4,10,0,30,0,10,3,9,0,25,0,23,6,23,6,21,17,10,19,10,18,11,18,9,26,11,18,30,0,0,30,0,30,5,30,0,30,0,22,7,11,6,2,3,27,3,28,22,7,2,26,4,18,3,19,2,26,23,0,11,7,4,19,23,0,22,0,23,0,11,7,10,7,4,6,3,7,4,7,2,19,11,0,11,0,10,0,11,0,11,6,10,7,23,0,22,0,4,24,5,24,4,24,6,19,9,20,17,8,19,5,20,5,24,7,24,11,19,9,18,4,24,4,24,4,24,4,30,6,19,5,21,6,20,0,30,0,0,30,4,26,5,25,0,30,0,30,5,25,5,26,4,25,4,19,6,21,4,24,5,21,0,24,0,24,0,26,1.0
22,26,4,24,3,24,6,30,2,23,4,26,0,30,0,26,0,30,0,30,0,30,0,24,0,24,0,0,30,0,30,0,30,0,30,0,30,0,26,0,30,0,24,0,26,0,24,0,30,0,30,0,24,0,30,0,30,0,30,0,30,0,23,0,24,0,30,0,24,0,26,0,30,0,2,29,0,28,0,29,0,29,0,30,0,29,0,30,0,30,18,11,9,18,11,17,28,19,10,19,10,0,28,1,29,0,0,30,0,30,1,29,0,30,0,30,0,30,0,30,2,11,1,30,0,30,2,10,1,11,0,11,0,28,0,30,0,29,0,30,0,30,0,29,1,11,1,10,0,11,1,11,0,28,0,28,0,10,0,11,16,26,16,11,18,11,18,3,27,2,2,26,2,17,4,16,12,26,10,28,2,26,2,17,12,1,28,2,27,0,30,2,3,1,4,17,3,0,30,0,0,30,1,28,2,12,0,30,0,30,2,11,1,12,2,27,18,2,2,3,2,12,2,4,0,28,0,12,0,28,2.0
21,25,5,23,4,23,7,30,3,22,5,25,0,30,0,25,0,30,0,30,0,30,0,23,0,23,0,0,30,0,30,0,30,0,30,0,30,0,25,0,30,0,23,0,25,0,23,0,30,0,30,0,23,0,30,0,30,0,30,0,30,0,22,0,23,0,30,0,23,0,25,0,30,0,2,29,0,28,0,29,0,29,0,30,0,29,0,30,0,30,14,15,13,14,15,13,28,15,14,15,14,0,28,1,29,0,0,30,0,30,1,29,0,30,0,30,0,30,0,30,2,15,1,30,0,30,2,14,1,15,0,15,0,28,0,30,0,29,0,30,0,30,0,29,1,15,1,14,0,15,1,15,0,28,0,28,0,14,0,15,20,24,20,7,22,7,22,3,27,2,2,26,2,21,4,20,8,26,6,28,2,26,2,21,8,3,26,4,25,2,30,4,3,3,4,21,3,0,30,0,0,30,3,26,4,8,0,30,0,30,4,7,3,8,4,25,22,2,4,3,4,8,4,4,0,26,0,8,0,26,2.0
22,25,4,24,3,24,6,28,2,23,4,26,2,30,1,26,0,30,0,30,0,28,0,24,0,24,0,0,30,0,30,0,30,0,30,0,29,1,26,0,28,0,24,0,26,1,24,2,28,0,30,0,24,0,28,0,30,0,29,0,30,0,23,0,24,0,30,0,24,0,26,0,28,0,1,30,0,29,0,30,0,30,0,30,0,30,0,30,0,30,22,7,5,22,7,21,29,23,6,23,6,0,29,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,30,1,7,0,30,0,30,1,6,0,7,0,7,0,29,0,30,0,30,0,30,0,30,0,30,0,7,0,6,0,7,0,7,0,29,0,29,0,6,0,7,8,24,8,18,10,19,10,7,20,8,6,19,8,9,8,8,18,18,18,22,7,20,7,9,20,3,26,4,25,2,30,4,8,3,10,9,8,0,30,0,0,30,2,26,2,19,0,30,0,30,2,19,2,20,2,25,10,8,3,9,4,20,3,9,0,26,0,20,0,26,1.0
23,27,3,25,2,25,5,30,1,24,3,27,0,30,0,27,0,30,0,30,0,30,0,25,0,25,0,0,30,0,30,0,30,0,30,0,30,0,27,0,30,0,25,0,27,0,25,0,30,0,30,0,25,0,30,0,30,0,30,0,30,0,24,0,25,0,30,0,25,0,27,0,30,0,2,29,0,28,0,29,0,29,0,30,0,29,0,30,0,30,25,4,2,25,4,24,28,26,3,26,3,0,28,1,29,0,0,30,0,30,1,29,0,30,0,30,0,30,0,30,2,4,1,30,0,30,2,3,1,4,0,4,0,28,0,30,0,29,0,30,0,30,0,29,1,4,1,3,0,4,1,4,0,28,0,28,0,3,0,4,16,30,16,11,18,11,18,3,27,2,2,26,2,17,4,16,12,26,10,28,2,26,2,17,12,0,30,0,30,0,30,0,3,0,4,17,3,0,30,0,0,30,0,30,0,12,0,30,0,30,0,11,0,12,0,30,18,2,0,3,0,12,0,4,0,30,0,12,0,30,2.0
12,14,12,16,12,13,14,21,10,14,14,14,6,21,5,16,0,27,2,25,5,23,6,16,7,14,0,0,30,0,30,0,30,1,26,3,21,5,16,2,22,7,14,3,14,6,13,7,23,3,27,0,16,3,23,2,23,1,22,1,27,1,14,7,16,3,26,1,16,6,15,2,22,3,10,17,12,17,10,29,0,29,0,29,0,29,0,29,1,29,15,12,12,15,14,14,16,16,12,16,13,11,18,1,17,0,0,30,0,30,10,18,0,29,1,30,0,30,0,29,11,13,1,18,0,30,12,13,11,14,12,14,0,18,0,18,1,17,0,18,1,18,0,29,1,14,1,13,0,14,1,13,0,17,0,18,12,13,11,14,20,25,22,6,22,5,24,3,27,2,2,26,2,22,4,21,8,26,4,28,2,26,2,21,6,2,27,3,26,1,30,3,3,2,4,23,3,0,30,0,0,30,2,27,3,8,0,30,0,30,3,6,2,8,3,26,22,2,3,3,3,6,3,4,0,27,0,6,0,27,2.0
18,21,8,20,7,20,10,28,6,19,8,22,2,30,1,22,0,30,0,30,0,28,0,20,0,20,0,0,30,0,30,0,30,0,30,0,29,1,22,0,28,0,20,0,22,1,20,2,28,0,30,0,20,0,28,0,30,0,29,0,30,0,19,0,20,0,30,0,20,0,22,0,28,0,12,17,12,17,10,24,2,27,2,26,4,26,1,30,3,25,25,4,2,25,4,24,16,26,3,26,3,11,18,3,17,0,0,30,0,30,11,18,0,30,0,25,0,26,0,30,12,4,3,18,0,26,12,3,11,4,12,4,4,18,2,18,0,17,0,18,0,18,0,27,3,4,3,3,2,4,3,4,4,17,2,18,12,3,11,4,9,28,9,17,11,16,13,13,15,11,11,14,13,11,15,9,19,13,15,17,11,15,12,10,17,0,28,0,28,0,30,2,13,1,15,11,13,0,30,0,0,30,1,30,2,19,0,30,0,30,2,17,1,19,2,29,11,13,2,13,0,17,2,15,0,28,0,17,0,30,1.0
15,19,11,17,10,17,13,30,9,16,11,19,0,30,0,19,0,30,0,30,0,30,0,17,0,17,0,0,30,0,30,0,30,0,30,0,30,0,19,0,30,0,17,0,19,0,17,0,30,0,30,0,17,0,30,0,30,0,30,0,30,0,16,0,17,0,30,0,17,0,19,0,30,0,12,17,12,17,10,21,7,23,6,22,8,22,6,30,6,22,21,8,6,21,8,20,16,22,7,22,7,11,18,7,17,0,0,30,0,30,11,17,0,30,0,22,0,22,0,30,12,8,7,18,0,22,12,7,11,8,12,8,8,18,6,18,0,17,0,18,0,18,0,23,7,8,7,7,6,8,7,8,8,17,7,18,12,7,11,8,9,23,9,16,11,16,13,12,15,11,11,14,13,11,13,9,17,13,15,17,11,15,12,10,17,2,25,3,24,1,30,5,13,3,15,11,12,0,30,0,0,30,2,27,3,18,0,30,0,30,3,17,2,19,3,25,11,13,4,13,3,17,4,14,0,25,0,17,0,27,1.0
