@relation 'Sax dominant'

@attribute o1atMaa numeric
@attribute o1atLcc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute destClass {1.0,-1.0}

@data
29,12,80,61,30,64,82,12,32,14,81,12,30,63,31,13,1.0
27,12,80,63,29,66,82,13,30,14,81,12,28,65,29,13,1.0
48,40,50,42,49,45,53,41,51,43,52,41,49,44,50,42,1.0
44,39,51,46,46,49,54,41,47,42,53,41,46,48,46,41,-1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
46,39,51,46,47,48,54,41,48,42,53,40,46,47,47,41,1.0
51,38,52,39,52,42,55,39,54,41,54,38,51,41,53,40,1.0
36,29,61,54,37,57,64,30,39,32,63,31,38,56,38,31,1.0
26,13,79,64,28,67,81,14,29,15,80,13,27,66,28,14,1.0
50,38,52,40,51,43,55,39,53,41,54,39,51,42,52,40,1.0
36,45,45,54,37,57,48,46,39,48,47,47,38,56,38,47,1.0
46,38,52,46,47,48,55,40,48,41,54,40,47,47,47,40,1.0
35,46,44,55,37,58,47,48,38,49,46,47,36,57,37,48,1.0
36,45,45,54,37,57,48,46,39,48,47,46,37,56,38,47,1.0
44,40,50,46,46,49,53,42,47,43,52,42,46,48,46,42,-1.0
0,2,88,94,1,95,91,5,1,5,90,4,0,94,0,4,1.0
50,38,52,40,52,43,55,40,53,41,54,38,50,42,52,40,1.0
3,1,91,87,6,90,93,3,6,3,92,2,5,89,5,2,-1.0
30,10,82,60,32,63,84,11,33,12,83,11,32,62,32,11,1.0
30,57,33,60,32,63,36,59,33,60,35,58,31,62,32,59,1.0
26,12,80,64,28,67,82,13,29,14,81,12,27,66,28,13,1.0
37,52,38,53,38,56,41,53,40,55,40,52,37,55,39,54,1.0
43,38,52,49,44,51,55,40,45,41,54,40,44,50,44,40,1.0
35,31,59,55,37,58,62,33,38,34,61,32,36,57,37,33,1.0
30,10,82,60,32,63,84,11,33,12,83,11,32,62,32,11,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
39,50,40,51,40,54,43,51,42,53,42,50,39,53,41,52,1.0
39,43,47,53,40,55,50,45,41,46,49,45,40,54,40,45,-1.0
52,37,53,38,53,41,56,38,55,40,55,37,52,40,54,39,1.0
41,34,56,49,42,52,59,35,44,37,58,35,42,51,43,36,1.0
35,53,37,55,36,58,40,54,38,56,39,54,36,57,37,55,1.0
34,53,37,56,35,59,40,54,37,56,39,55,36,58,36,55,1.0
36,32,58,54,38,57,61,34,39,35,60,33,37,56,38,34,1.0
37,44,46,53,39,56,49,46,40,47,48,45,38,55,39,46,1.0
45,39,51,45,46,48,54,40,48,42,53,41,47,47,47,41,-1.0
17,13,79,73,19,76,81,14,20,15,80,13,18,75,19,14,1.0
27,10,82,63,29,66,84,11,30,12,83,11,29,65,29,11,1.0
42,40,48,50,43,52,52,43,44,44,51,43,43,51,43,43,1.0
26,13,79,64,28,67,81,14,29,15,80,13,27,66,28,14,1.0
36,53,37,54,37,57,40,54,39,56,39,53,36,56,38,55,1.0
30,10,82,60,32,63,84,11,33,12,83,10,31,62,32,11,1.0
36,52,38,54,37,57,41,53,39,55,40,53,37,56,38,54,1.0
34,27,63,56,36,59,66,29,37,30,65,28,35,58,36,29,1.0
48,41,49,44,48,46,52,42,50,44,51,42,48,45,49,43,1.0
25,13,79,65,27,68,81,14,28,15,80,13,26,67,27,14,1.0
37,45,45,53,38,56,48,46,40,48,47,47,39,55,39,47,1.0
43,39,51,49,43,51,54,40,45,42,53,41,44,50,44,41,1.0
24,11,81,66,26,69,83,12,27,13,82,11,25,68,26,12,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,-1.0
38,33,57,52,39,55,60,34,41,36,59,35,40,54,40,35,1.0
0,0,90,94,1,95,93,3,1,3,92,2,0,94,0,2,1.0
36,25,65,54,37,57,68,26,39,28,67,27,38,56,38,27,1.0
42,39,49,50,43,52,53,42,44,43,52,42,43,51,43,42,1.0
32,57,33,58,33,61,36,58,35,60,35,57,32,60,34,59,1.0
45,38,52,47,46,49,55,40,47,41,54,39,45,48,46,40,1.0
21,12,80,69,23,72,82,13,24,14,81,13,23,71,23,13,1.0
51,31,59,41,51,43,62,32,53,34,61,33,52,42,52,33,1.0
34,10,82,56,36,59,84,11,37,12,83,11,36,58,36,11,-1.0
41,24,66,49,44,52,69,27,44,27,68,26,43,51,43,26,-1.0
35,29,61,55,36,58,64,30,38,32,63,31,37,57,37,31,1.0
44,44,46,46,44,49,49,44,47,47,48,46,46,48,46,46,1.0
43,39,51,49,44,51,54,41,45,42,53,40,43,50,44,41,1.0
35,53,37,55,36,58,40,54,38,56,39,54,36,57,37,55,1.0
37,45,45,53,38,56,48,46,40,48,47,46,38,55,39,47,1.0
30,10,82,60,32,63,84,11,33,12,83,11,32,62,32,11,1.0
32,48,42,58,33,61,45,49,35,51,44,50,34,60,34,50,1.0
35,23,65,55,37,58,69,26,38,27,68,26,37,57,37,26,1.0
53,29,61,39,53,41,64,30,55,32,63,31,54,40,54,31,1.0
42,41,47,48,44,51,51,44,45,45,50,43,43,50,44,44,-1.0
45,38,52,47,45,49,55,39,47,41,54,39,45,48,46,40,1.0
50,38,52,40,51,43,55,39,53,41,54,39,51,42,52,40,1.0
40,42,48,50,41,53,51,43,43,45,50,44,42,52,42,44,1.0
31,51,39,59,33,62,42,53,34,54,41,52,32,61,33,53,1.0
36,46,44,54,38,57,47,48,39,49,46,47,37,56,38,48,1.0
35,31,59,55,36,58,62,32,38,34,61,33,37,57,37,33,1.0
50,33,57,42,51,44,60,35,52,36,59,34,50,43,51,35,1.0
40,42,48,50,42,53,51,44,43,45,50,43,41,52,42,44,1.0
34,54,36,56,34,59,39,54,37,57,38,56,36,58,36,56,1.0
49,32,58,43,50,45,61,34,51,35,60,34,50,44,50,34,1.0
25,14,78,65,26,68,80,14,28,16,79,14,26,67,27,15,1.0
43,39,51,49,43,51,54,40,45,42,53,41,44,50,44,41,1.0
22,12,80,68,24,71,82,13,25,14,81,12,23,70,24,13,1.0
49,40,50,41,49,44,53,40,52,43,52,41,50,43,51,42,1.0
48,38,52,42,50,45,55,40,51,41,54,40,50,44,50,40,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
43,39,51,49,43,51,54,40,45,42,53,41,44,50,44,41,1.0
22,13,79,68,24,71,81,14,25,15,80,14,24,70,24,14,1.0
36,31,59,54,37,57,62,32,39,34,61,32,37,56,38,33,1.0
17,12,80,73,19,76,82,13,20,14,81,13,19,75,19,13,1.0
33,49,41,57,35,60,44,51,36,52,43,50,34,59,35,51,1.0
44,37,53,48,45,50,56,39,46,40,55,39,45,49,45,39,1.0
48,33,57,36,52,42,60,34,54,36,59,33,51,41,53,35,1.0
35,46,44,55,37,58,47,48,38,49,46,48,37,57,37,48,1.0
45,41,49,47,45,49,52,42,47,44,51,43,46,48,46,43,1.0
35,30,60,55,37,58,63,32,38,33,62,31,36,57,37,32,1.0
35,46,44,55,37,58,47,48,38,49,46,47,36,57,37,48,1.0
39,8,84,51,41,54,86,9,42,10,85,9,41,53,41,9,-1.0
30,58,32,60,32,63,35,60,33,61,34,58,30,62,32,60,1.0
41,47,43,49,42,52,46,48,44,50,45,48,42,51,43,49,1.0
34,47,43,56,35,59,46,48,37,50,45,49,36,58,36,49,1.0
44,37,53,48,45,50,56,39,46,40,55,39,45,49,45,39,1.0
37,50,40,53,38,56,43,51,40,53,42,52,39,55,39,52,1.0
36,8,84,54,38,57,86,9,39,10,85,9,38,56,38,9,-1.0
36,31,59,54,37,57,62,32,39,34,61,33,38,56,38,33,1.0
44,39,51,46,46,49,54,41,47,42,53,40,45,48,46,41,-1.0
36,46,44,54,37,57,47,47,39,49,46,47,37,56,38,48,1.0
44,38,52,48,44,50,55,39,46,41,54,40,45,49,45,40,1.0
37,49,41,53,39,56,44,51,40,52,43,51,39,55,39,51,1.0
0,0,92,94,1,95,94,2,1,2,93,1,0,94,0,1,1.0
48,34,56,44,48,46,59,35,50,37,58,36,49,45,49,36,1.0
34,12,76,56,36,59,80,15,37,16,79,14,35,58,36,15,1.0
35,52,38,55,37,58,41,54,38,55,40,53,36,57,37,54,1.0
43,33,57,47,45,50,60,35,46,36,59,35,45,49,45,35,1.0
22,13,79,68,24,71,81,14,25,15,80,14,24,70,24,14,1.0
39,43,47,51,40,54,50,44,42,46,49,45,41,53,41,45,1.0
37,33,57,53,39,56,60,35,40,36,59,34,38,55,39,35,1.0
42,46,44,48,43,51,47,47,45,49,46,47,43,50,44,48,1.0
32,57,33,58,33,61,36,58,35,60,35,57,32,60,34,59,1.0
44,43,47,46,46,49,50,45,47,46,49,44,45,48,46,45,-1.0
29,11,81,61,31,64,83,12,32,13,82,12,31,63,31,12,1.0
35,51,39,55,37,58,42,53,38,54,41,53,37,57,37,53,1.0
49,38,52,41,51,44,55,40,52,41,54,39,50,43,51,40,1.0
49,37,53,41,51,44,56,39,52,40,55,39,51,43,51,39,1.0
50,38,52,40,52,43,55,40,53,41,54,38,50,42,52,40,1.0
18,14,78,72,20,75,80,15,21,16,79,14,19,74,20,15,1.0
49,33,57,43,49,45,60,34,51,36,59,35,50,44,50,35,1.0
31,11,81,59,33,62,83,12,34,13,82,12,33,61,33,12,1.0
44,40,50,48,45,50,53,42,46,43,52,42,45,49,45,42,1.0
37,42,48,53,39,56,51,44,40,45,50,44,39,55,39,44,1.0
49,23,67,41,52,44,70,26,52,26,69,24,50,43,51,25,1.0
36,44,46,54,38,57,49,46,39,47,48,46,38,56,38,46,1.0
42,35,53,50,43,52,57,38,44,39,56,38,43,51,43,38,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
42,38,52,50,43,52,55,40,44,41,54,40,43,51,43,40,1.0
27,11,81,63,29,66,83,12,30,13,82,11,28,65,29,12,1.0
35,28,62,55,37,58,65,30,38,31,64,30,37,57,37,30,1.0
32,57,33,58,33,61,36,58,35,60,35,57,32,60,34,59,1.0
36,44,46,54,38,57,49,46,39,47,48,46,38,56,38,46,1.0
44,43,47,46,46,49,50,45,47,46,49,44,45,48,46,45,-1.0
47,40,50,43,48,46,53,41,50,43,52,42,49,45,49,42,1.0
34,28,62,56,36,59,65,30,37,31,64,29,35,58,36,30,1.0
32,55,35,58,33,61,38,56,35,58,37,57,34,60,34,57,1.0
31,56,34,59,33,62,37,58,34,59,36,57,32,61,33,58,1.0
51,38,52,39,52,42,55,39,54,41,54,38,51,41,53,40,1.0
35,29,61,55,37,58,64,31,38,32,63,30,36,57,37,31,1.0
22,11,81,68,24,71,83,12,25,13,82,11,23,70,24,12,1.0
38,49,41,52,39,55,44,50,41,52,43,51,40,54,40,51,1.0
35,54,36,55,35,58,39,54,38,57,38,55,36,57,37,56,1.0
31,57,33,59,31,62,36,57,34,60,35,59,33,61,33,59,1.0
44,41,49,46,45,49,52,42,47,44,51,43,46,48,46,43,-1.0
37,45,45,53,39,56,48,47,40,48,47,46,38,55,39,47,1.0
28,12,80,62,30,65,82,13,31,14,81,12,29,64,30,13,1.0
51,36,54,39,52,42,57,37,54,39,56,38,53,41,53,38,1.0
49,31,59,43,50,45,62,33,51,34,61,33,50,44,50,33,1.0
24,13,79,66,26,69,81,14,27,15,80,13,25,68,26,14,1.0
34,25,65,56,35,59,68,26,37,28,67,27,36,58,36,27,1.0
43,45,45,47,44,50,48,46,46,48,47,46,44,49,45,47,-1.0
32,13,77,58,34,61,80,15,35,16,79,14,33,60,34,15,1.0
43,43,47,47,45,50,50,45,46,46,49,45,45,49,45,45,-1.0
36,53,37,54,37,57,40,54,39,56,39,53,36,56,38,55,1.0
47,32,58,37,52,43,61,34,53,35,60,33,51,42,52,34,1.0
49,4,84,41,52,44,88,8,52,8,87,6,50,43,51,7,1.0
23,10,82,67,25,70,84,11,26,12,83,11,25,69,25,11,1.0
52,37,53,38,53,41,56,38,55,40,55,37,52,40,54,39,1.0
27,7,85,63,29,66,87,8,30,9,86,7,28,65,29,8,1.0
33,53,37,57,35,60,40,55,36,56,39,55,35,59,35,55,1.0
44,38,52,48,44,50,55,39,46,41,54,40,45,49,45,40,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
32,22,68,58,34,61,71,24,35,25,70,24,34,60,34,24,1.0
36,50,40,54,38,57,43,52,39,53,42,52,38,56,38,52,1.0
42,40,50,50,43,52,53,42,44,43,52,41,42,51,43,42,1.0
36,45,45,54,38,57,48,47,39,48,47,47,38,56,38,47,1.0
50,38,52,40,51,43,55,39,53,41,54,39,51,42,52,40,1.0
36,29,61,54,37,57,64,30,39,32,63,30,37,56,38,31,1.0
34,53,37,56,35,59,40,54,37,56,39,55,36,58,36,55,1.0
41,35,55,49,42,52,58,36,44,38,57,36,42,51,43,37,1.0
37,31,59,53,38,56,62,32,40,34,61,33,39,55,39,33,1.0
35,45,45,55,37,58,48,47,38,48,47,47,37,57,37,47,1.0
49,40,50,41,50,44,53,41,52,43,52,40,49,43,51,42,1.0
41,41,49,51,42,53,52,43,43,44,51,42,41,52,42,43,1.0
35,52,38,55,36,58,41,53,38,55,40,54,37,57,37,54,1.0
36,31,59,54,38,57,62,33,39,34,61,32,37,56,38,33,1.0
40,48,42,50,42,53,45,50,43,51,44,48,40,52,42,50,1.0
49,39,51,41,49,44,54,39,52,42,53,41,51,43,51,41,1.0
24,12,80,66,26,69,82,13,27,14,81,12,25,68,26,13,1.0
33,18,72,57,35,60,75,20,36,21,74,19,34,59,35,20,1.0
51,35,55,37,53,41,58,36,55,38,57,36,53,40,54,37,1.0
33,55,35,57,34,60,38,56,36,58,37,56,34,59,35,57,1.0
36,45,45,54,38,57,48,47,39,48,47,47,38,56,38,47,1.0
29,11,81,61,31,64,83,12,32,13,82,11,30,63,31,12,1.0
49,38,52,41,50,44,55,39,52,41,54,40,51,43,51,40,1.0
43,43,47,47,45,50,50,45,46,46,49,45,45,49,45,45,-1.0
50,38,52,40,52,43,55,40,53,41,54,38,50,42,52,40,1.0
36,51,39,54,37,57,42,52,39,54,41,53,38,56,38,53,1.0
49,40,50,41,49,44,53,40,52,43,52,41,50,43,51,42,1.0
45,40,50,47,46,49,53,42,47,43,52,42,46,48,46,42,1.0
32,49,41,58,34,61,44,51,35,52,43,51,34,60,34,51,1.0
46,42,48,44,48,47,51,44,49,45,50,42,46,46,48,44,1.0
45,36,54,47,46,49,57,38,47,39,56,38,46,48,46,38,1.0
30,11,81,60,32,63,83,12,33,13,82,11,31,62,32,12,1.0
26,13,79,64,28,67,81,14,29,15,80,13,27,66,28,14,1.0
39,43,47,51,40,54,50,44,42,46,49,45,41,53,41,45,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
45,43,47,45,46,48,50,44,48,46,49,44,46,47,47,45,-1.0
44,42,48,46,46,49,51,44,47,45,50,44,46,48,46,44,-1.0
45,39,51,47,46,49,54,41,47,42,53,41,46,48,46,41,1.0
43,43,47,47,45,50,50,45,46,46,49,44,44,49,45,45,-1.0
28,13,79,62,30,65,81,14,31,15,80,13,29,64,30,14,1.0
47,40,50,45,47,47,53,41,49,43,52,42,48,46,48,42,1.0
33,17,73,57,34,60,76,18,36,20,75,19,35,59,35,19,1.0
33,55,35,57,35,60,38,57,36,58,37,55,33,59,35,57,1.0
45,39,51,47,46,49,54,41,47,42,53,40,45,48,46,41,1.0
43,38,52,49,44,51,55,40,45,41,54,40,44,50,44,40,1.0
23,10,82,67,25,70,84,11,26,12,83,11,25,69,25,11,1.0
49,41,49,41,49,44,52,41,52,44,51,41,49,43,51,43,1.0
0,0,90,94,1,95,93,3,1,3,92,2,0,94,0,2,1.0
30,10,82,60,32,63,84,11,33,12,83,11,32,62,32,11,1.0
20,13,79,70,22,73,81,14,23,15,80,13,21,72,22,14,1.0
37,50,40,53,38,56,43,51,40,53,42,52,39,55,39,52,1.0
39,35,55,51,40,54,58,36,42,38,57,37,41,53,41,37,1.0
48,39,51,42,49,45,54,40,51,42,53,41,50,44,50,41,1.0
31,49,41,59,32,62,44,50,34,52,43,51,33,61,33,51,1.0
50,32,58,42,50,44,61,33,52,35,60,34,51,43,51,34,1.0
35,9,83,55,37,58,85,10,38,11,84,10,37,57,37,10,-1.0
42,39,51,50,43,52,54,41,44,42,53,41,43,51,43,41,1.0
27,13,79,63,29,66,81,14,30,15,80,13,28,65,29,14,1.0
36,51,39,54,38,57,42,53,39,54,41,52,37,56,38,53,1.0
38,45,45,52,38,55,48,45,41,48,47,47,40,54,40,47,1.0
39,44,46,51,40,54,49,45,42,47,48,45,40,53,41,46,1.0
19,4,88,71,21,74,90,5,22,6,89,5,21,73,21,5,-1.0
39,25,69,53,41,55,70,26,41,26,69,25,40,54,40,25,-1.0
24,13,79,66,26,69,81,14,27,15,80,13,25,68,26,14,1.0
44,38,52,46,45,49,55,39,47,41,54,40,46,48,46,40,-1.0
48,39,51,44,49,46,54,41,50,42,53,41,49,45,49,41,1.0
50,32,58,42,50,44,61,33,52,35,60,34,51,43,51,34,1.0
38,31,59,52,39,55,62,32,41,34,61,33,40,54,40,33,1.0
35,45,45,55,37,58,48,47,38,48,47,47,37,57,37,47,1.0
34,11,81,56,36,59,83,12,37,13,82,11,35,58,36,12,-1.0
22,13,79,68,24,71,81,14,25,15,80,14,24,70,24,14,1.0
45,39,51,45,46,48,54,40,48,42,53,41,47,47,47,41,-1.0
40,41,49,52,41,54,52,43,42,44,51,42,40,53,41,43,1.0
24,13,79,66,26,69,81,14,27,15,80,13,25,68,26,14,1.0
46,39,51,46,47,48,54,41,48,42,53,40,46,47,47,41,1.0
36,45,45,54,38,57,48,47,39,48,47,47,38,56,38,47,1.0
48,38,52,42,50,45,55,40,51,41,54,40,50,44,50,40,-1.0
36,33,57,54,38,57,60,35,39,36,59,34,37,56,38,35,1.0
51,37,53,39,52,42,56,38,54,40,55,38,52,41,53,39,1.0
38,49,41,52,40,55,44,51,41,52,43,50,39,54,40,51,1.0
37,43,47,53,39,56,50,45,40,46,49,45,39,55,39,45,1.0
46,41,49,46,46,48,52,42,48,44,51,42,46,47,47,43,1.0
27,13,79,63,29,66,81,14,30,15,80,14,29,65,29,14,1.0
39,44,46,53,40,55,49,46,41,47,48,45,39,54,40,46,-1.0
31,56,34,59,33,62,37,58,34,59,36,57,32,61,33,58,1.0
36,45,45,54,37,57,48,46,39,48,47,47,38,56,38,47,1.0
26,13,79,64,28,67,81,14,29,15,80,13,27,66,28,14,1.0
37,28,62,53,38,56,65,29,40,31,64,30,39,55,39,30,1.0
36,30,60,54,38,57,63,32,39,33,62,31,37,56,38,32,1.0
33,54,36,57,34,60,39,55,36,57,38,56,35,59,35,56,1.0
37,45,45,53,38,56,48,46,40,48,47,47,39,55,39,47,1.0
36,52,38,54,37,57,41,53,39,55,40,53,37,56,38,54,1.0
23,13,79,67,25,70,81,14,26,15,80,14,25,69,25,14,1.0
40,35,55,50,42,53,58,37,43,38,57,36,41,52,42,37,1.0
35,27,63,55,36,58,66,28,38,30,65,28,36,57,37,29,1.0
36,45,45,54,37,57,48,46,39,48,47,47,38,56,38,47,1.0
36,31,59,54,37,57,62,32,39,34,61,33,38,56,38,33,1.0
45,37,53,47,45,49,56,38,47,40,55,39,46,48,46,39,1.0
38,43,47,52,40,55,50,45,41,46,49,45,40,54,40,45,1.0
47,39,51,45,48,47,54,41,49,42,53,41,48,46,48,41,1.0
41,48,42,49,41,52,45,48,44,51,44,49,42,51,43,50,1.0
45,41,49,47,46,49,52,43,47,44,51,42,45,48,46,43,1.0
51,37,53,39,53,42,56,39,54,40,55,37,51,41,53,39,1.0
35,10,82,55,37,58,84,11,38,12,83,11,37,57,37,11,-1.0
38,50,40,52,39,55,43,51,41,53,42,51,39,54,40,52,1.0
41,40,50,51,42,53,53,42,43,43,52,42,42,52,42,42,1.0
40,44,46,50,40,53,49,44,43,47,48,45,41,52,42,46,1.0
30,12,80,60,32,63,82,13,33,14,81,13,32,62,32,13,1.0
50,38,52,40,51,43,55,39,53,41,54,39,51,42,52,40,1.0
47,39,51,45,48,47,54,41,49,42,53,41,48,46,48,41,1.0
39,50,40,51,39,54,43,50,42,53,42,51,40,53,41,52,1.0
35,53,37,55,36,58,40,54,38,56,39,54,36,57,37,55,1.0
27,13,79,63,29,66,81,14,30,15,80,14,29,65,29,14,1.0
37,44,46,53,39,56,49,46,40,47,48,46,39,55,39,46,1.0
38,43,47,52,40,55,50,45,41,46,49,45,40,54,40,45,1.0
42,46,44,48,44,51,47,48,45,49,46,46,42,50,44,48,-1.0
36,53,37,54,37,57,40,54,39,56,39,53,36,56,38,55,1.0
26,11,81,64,28,67,83,12,29,13,82,11,27,66,28,12,1.0
37,29,61,53,39,56,64,31,40,32,63,31,39,55,39,31,1.0
48,40,50,42,49,45,53,41,51,43,52,41,49,44,50,42,1.0
23,10,82,67,25,70,84,11,26,12,83,11,25,69,25,11,1.0
51,30,60,41,52,43,63,32,53,33,62,31,51,42,52,32,1.0
19,12,80,71,21,74,82,13,22,14,81,13,21,73,21,13,1.0
33,55,35,57,34,60,38,56,36,58,37,56,34,59,35,57,1.0
26,13,79,64,28,67,81,14,29,15,80,14,28,66,28,14,1.0
28,11,81,62,30,65,83,12,31,13,82,11,29,64,30,12,1.0
48,33,57,44,49,46,60,35,50,36,59,35,49,45,49,35,1.0
45,38,52,47,45,49,55,39,47,41,54,39,45,48,46,40,1.0
34,9,83,56,36,59,85,10,37,11,84,10,36,58,36,10,-1.0
35,48,42,55,36,58,45,49,38,51,44,49,36,57,37,50,1.0
26,12,80,64,28,67,82,13,29,14,81,12,27,66,28,13,1.0
29,11,81,61,31,64,83,12,32,13,82,12,31,63,31,12,1.0
42,47,43,48,42,51,46,47,45,50,45,48,43,50,44,49,1.0
38,43,47,52,40,55,50,45,41,46,49,44,39,54,40,45,1.0
39,44,46,51,40,54,49,45,42,47,48,45,40,53,41,46,1.0
36,52,38,54,36,57,41,52,39,55,40,54,38,56,38,54,1.0
32,49,41,58,34,61,44,51,35,52,43,50,33,60,34,51,1.0
0,2,88,94,1,95,91,5,1,5,90,4,0,94,0,4,1.0
30,58,32,60,31,63,35,59,33,61,34,59,31,62,32,60,1.0
47,40,50,45,48,47,53,42,49,43,52,41,47,46,48,42,1.0
39,43,47,51,41,54,50,45,42,46,49,44,40,53,41,45,1.0
40,35,55,50,41,53,58,36,43,38,57,36,41,52,42,37,1.0
37,42,48,53,39,56,51,44,40,45,50,44,39,55,39,44,1.0
45,41,49,47,45,49,52,42,47,44,51,43,46,48,46,43,1.0
39,48,42,51,41,54,45,50,42,51,44,49,40,53,41,50,1.0
31,56,34,59,32,62,37,57,34,59,36,58,33,61,33,58,1.0
46,42,48,44,48,47,51,44,49,45,50,42,46,46,48,44,1.0
44,41,49,46,46,49,52,43,47,44,51,42,45,48,46,43,-1.0
25,12,80,65,27,68,82,13,28,14,81,12,26,67,27,13,1.0
7,0,90,85,8,87,93,2,9,3,92,2,8,86,8,2,-1.0
49,37,53,41,51,44,56,39,52,40,55,39,51,43,51,39,1.0
50,3,87,40,53,43,90,6,53,6,89,4,51,42,52,5,1.0
29,12,80,61,31,64,82,13,32,14,81,12,30,63,31,13,1.0
45,40,50,47,46,49,53,42,47,43,52,42,46,48,46,42,1.0
40,40,50,52,41,54,53,42,42,43,52,42,41,53,41,42,1.0
45,38,52,47,46,49,55,40,47,41,54,39,45,48,46,40,1.0
31,49,41,59,33,62,44,51,34,52,43,51,33,61,33,51,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
44,40,50,48,45,50,53,42,46,43,52,42,45,49,45,42,1.0
41,39,51,51,42,53,54,41,43,42,53,41,42,52,42,41,1.0
36,51,39,54,37,57,42,52,39,54,41,53,38,56,38,53,1.0
51,30,60,41,52,43,63,32,53,33,62,32,52,42,52,32,1.0
46,40,50,46,47,48,53,42,48,43,52,41,46,47,47,42,1.0
29,11,81,61,31,64,83,12,32,13,82,12,31,63,31,12,1.0
43,44,46,47,44,50,49,45,46,47,48,46,45,49,45,46,-1.0
37,35,55,53,38,56,58,36,40,38,57,37,39,55,39,37,1.0
39,42,48,51,41,54,51,44,42,45,50,44,41,53,41,44,1.0
14,5,87,78,15,80,89,6,16,7,88,6,15,79,15,6,-1.0
34,47,43,56,36,59,46,49,37,50,45,49,36,58,36,49,1.0
23,11,81,67,25,70,83,12,26,13,82,11,24,69,25,12,1.0
38,45,45,52,39,55,48,46,41,48,47,46,39,54,40,47,1.0
38,43,47,52,39,55,50,44,41,46,49,45,40,54,40,45,1.0
33,7,85,57,35,60,87,8,36,9,86,7,34,59,35,8,1.0
40,43,47,50,41,53,50,44,43,46,49,44,41,52,42,45,1.0
31,56,34,59,32,62,37,57,34,59,36,58,33,61,33,58,1.0
35,47,43,55,37,58,46,49,38,50,45,48,36,57,37,49,1.0
50,39,51,40,50,43,54,39,53,42,53,40,51,42,52,41,1.0
44,42,48,46,46,49,51,44,47,45,50,44,46,48,46,44,-1.0
37,45,45,53,38,56,48,46,40,48,47,47,39,55,39,47,1.0
26,11,81,64,28,67,83,12,29,13,82,12,28,66,28,12,1.0
36,45,45,54,38,57,48,47,39,48,47,46,37,56,38,47,1.0
44,37,53,48,45,50,56,39,46,40,55,39,45,49,45,39,1.0
38,50,40,52,40,55,43,52,41,53,42,50,38,54,40,52,1.0
21,12,80,69,23,72,82,13,24,14,81,13,23,71,23,13,1.0
35,46,44,55,37,58,47,48,38,49,46,47,36,57,37,48,1.0
45,39,51,47,46,49,54,41,47,42,53,41,46,48,46,41,1.0
34,25,65,56,36,59,68,27,37,28,67,26,35,58,36,27,1.0
31,51,41,59,33,62,43,52,34,53,42,51,32,61,33,52,1.0
34,47,43,56,36,59,46,49,37,50,45,49,36,58,36,49,1.0
36,28,62,54,37,57,65,29,39,31,64,29,37,56,38,30,1.0
35,53,37,55,36,58,40,54,38,56,39,54,36,57,37,55,1.0
31,49,41,59,33,62,44,51,34,52,43,51,33,61,33,51,1.0
37,44,46,53,39,56,49,46,40,47,48,46,39,55,39,46,1.0
34,53,37,56,36,59,40,55,37,56,39,54,35,58,36,55,1.0
45,39,51,47,45,49,54,40,47,42,53,41,46,48,46,41,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
23,13,79,67,25,70,81,14,26,15,80,13,24,69,25,14,1.0
40,42,48,50,42,53,51,44,43,45,50,43,41,52,42,44,1.0
35,28,62,55,36,58,65,29,38,31,64,29,36,57,37,30,1.0
27,12,80,63,29,66,82,13,30,14,81,13,29,65,29,13,1.0
47,39,51,45,47,47,54,40,49,42,53,41,48,46,48,41,1.0
40,35,55,50,41,53,58,36,43,38,57,36,41,52,42,37,1.0
35,10,82,55,37,58,84,11,38,12,83,10,36,57,37,11,-1.0
45,39,51,47,45,49,54,40,47,42,53,41,46,48,46,41,1.0
0,0,90,94,1,95,93,3,1,3,92,2,0,94,0,2,1.0
34,11,81,56,35,59,83,11,37,13,82,11,35,58,36,12,1.0
38,31,59,52,39,55,62,32,41,34,61,33,40,54,40,33,1.0
34,23,67,56,36,59,70,25,37,26,69,24,35,58,36,25,1.0
36,30,60,54,37,57,63,31,39,33,62,32,38,56,38,32,1.0
35,46,44,55,36,58,47,47,38,49,46,48,37,57,37,48,1.0
29,60,30,61,30,64,33,61,32,63,32,60,29,63,31,62,1.0
24,12,80,66,26,69,82,13,27,14,81,13,26,68,26,13,1.0
