@relation 'Sax dominant'

@attribute o1atLee numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMaa numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute destClass {1,3,2}

@data
4,86,12,58,38,28,94,89,5,35,52,69,17,41,24,43,6,1,7,42,24,88,6,70,23,41,52,71,5,70,6,42,6,0,95,0,0,53,0,52,0,25,0,24,0,94,3
3,83,13,69,41,25,94,88,6,38,55,74,18,38,19,40,7,1,8,38,19,87,6,74,17,37,55,76,6,75,6,39,7,0,95,0,0,56,0,55,0,20,0,19,0,94,2
4,86,13,57,35,29,94,89,5,37,50,68,18,43,25,45,6,1,7,44,25,88,6,69,24,43,50,70,5,69,6,44,6,0,95,0,0,51,0,50,0,26,0,25,0,94,2
3,87,10,76,49,17,94,90,3,30,63,78,13,30,14,32,5,1,6,31,14,89,5,80,14,31,63,81,4,80,5,31,5,0,95,0,0,64,0,63,0,15,0,14,0,94,3
3,85,14,52,44,22,94,89,4,30,58,64,22,35,28,37,6,1,7,36,28,88,5,65,27,35,58,67,5,66,6,36,6,0,95,0,0,59,0,58,0,29,0,28,0,94,1
3,83,15,65,48,20,94,88,6,32,61,71,21,32,22,34,7,1,8,32,22,87,6,71,19,30,61,73,6,72,6,33,7,0,95,0,0,62,0,61,0,23,0,22,0,94,3
4,86,14,60,38,30,94,89,5,38,51,69,19,42,24,44,6,1,7,43,24,88,6,70,23,42,51,71,5,70,6,43,6,0,95,0,0,52,0,51,0,25,0,24,0,94,3
3,87,14,56,41,21,94,90,4,31,57,67,20,36,26,38,5,1,6,37,26,89,5,68,25,36,57,69,4,68,5,37,5,0,95,0,0,58,0,57,0,27,0,26,0,94,3
3,87,8,72,40,26,94,90,3,39,54,77,14,39,15,41,5,1,6,40,15,89,4,78,14,39,54,80,4,79,5,40,5,0,95,0,0,55,0,54,0,16,0,15,0,94,2
4,88,17,55,44,24,94,90,4,32,57,65,23,36,28,38,5,1,6,37,28,89,5,66,26,35,57,67,4,66,5,37,5,0,95,0,0,58,0,57,0,29,0,28,0,94,1
3,85,14,52,45,21,94,89,4,29,59,64,22,34,28,36,6,1,7,35,28,88,5,65,27,34,59,67,5,66,6,35,6,0,95,0,0,60,0,59,0,29,0,28,0,94,1
4,84,15,61,35,31,94,88,6,40,49,69,19,44,24,46,7,1,8,45,24,87,7,70,22,43,49,71,6,70,7,45,7,0,95,0,0,50,0,49,0,25,0,24,0,94,2
3,85,14,70,46,22,94,89,5,34,59,74,18,34,19,36,6,1,7,35,19,88,5,74,19,35,59,76,5,75,6,35,6,0,95,0,0,60,0,59,0,20,0,19,0,94,1
3,87,13,73,43,19,94,90,4,33,59,76,15,34,17,36,5,1,6,35,17,89,5,77,16,34,59,78,4,77,5,35,5,0,95,0,0,60,0,59,0,18,0,17,0,94,2
5,83,17,57,38,26,94,87,7,36,53,66,22,40,27,42,8,1,9,41,27,86,8,67,25,39,53,68,7,67,8,41,8,0,95,0,0,54,0,53,0,28,0,27,0,94,3
4,86,14,58,38,28,94,89,5,37,52,68,20,41,25,43,6,1,7,42,25,88,6,69,24,41,52,70,5,69,6,42,6,0,95,0,0,53,0,52,0,26,0,25,0,94,2
3,85,15,69,40,26,94,89,5,39,54,73,19,39,20,41,6,1,7,39,20,88,5,73,18,38,54,75,5,74,5,40,6,0,95,0,0,55,0,54,0,21,0,20,0,94,3
3,83,13,65,48,22,94,88,6,32,60,72,19,33,21,35,7,1,8,34,21,87,6,72,21,34,60,74,6,73,7,34,7,0,95,0,0,61,0,60,0,22,0,21,0,94,2
3,87,17,53,44,24,94,90,4,32,57,64,24,36,29,38,5,1,6,37,29,89,5,65,26,34,57,66,4,65,5,37,5,0,95,0,0,58,0,57,0,30,0,29,0,94,2
3,83,15,69,49,21,94,88,6,32,61,73,19,32,20,34,7,1,8,32,20,87,6,73,18,31,61,75,6,74,6,33,7,0,95,0,0,62,0,61,0,21,0,20,0,94,3
5,83,17,57,36,28,94,87,7,37,51,66,21,42,27,44,8,1,9,43,27,86,8,67,25,41,51,68,7,67,8,43,8,0,95,0,0,52,0,51,0,28,0,27,0,94,3
4,88,10,62,38,34,94,90,4,40,49,72,16,44,21,46,5,1,6,45,21,89,5,73,20,44,49,74,4,73,5,45,5,0,95,0,0,50,0,49,0,22,0,21,0,94,3
3,85,14,70,43,25,94,89,5,37,56,74,18,37,19,39,6,1,7,38,19,88,5,74,18,37,56,76,5,75,6,38,6,0,95,0,0,57,0,56,0,20,0,19,0,94,2
4,86,14,56,38,28,94,89,5,35,52,67,19,41,26,43,6,1,7,42,26,88,6,68,25,41,52,69,5,68,6,42,6,0,95,0,0,53,0,52,0,27,0,26,0,94,1
4,86,15,61,38,30,94,89,5,38,51,69,19,42,24,44,6,1,7,43,24,88,6,70,22,41,51,71,5,70,6,43,6,0,95,0,0,52,0,51,0,25,0,24,0,94,1
4,86,17,55,42,26,94,89,5,34,55,65,23,38,28,40,6,1,7,39,28,88,6,66,27,38,55,67,5,66,6,39,6,0,95,0,0,56,0,55,0,29,0,28,0,94,2
4,86,18,54,42,26,94,89,5,33,55,64,23,38,29,40,6,1,7,39,29,88,6,65,28,38,55,66,5,65,6,39,6,0,95,0,0,56,0,55,0,30,0,29,0,94,3
4,84,14,58,39,27,94,88,6,37,53,68,21,40,25,42,7,1,8,41,25,87,7,69,24,40,53,70,6,69,7,41,7,0,95,0,0,54,0,53,0,26,0,25,0,94,3
3,83,14,70,43,25,94,88,6,37,56,74,18,37,19,39,7,1,8,37,19,87,6,74,17,36,56,76,6,75,6,38,7,0,95,0,0,57,0,56,0,20,0,19,0,94,3
4,86,13,63,35,33,94,89,5,42,48,71,18,45,22,47,6,1,7,46,22,88,6,72,21,45,48,73,5,72,6,46,6,0,95,0,0,49,0,48,0,23,0,22,0,94,3
4,86,13,63,37,31,94,89,5,40,50,71,18,43,22,45,6,1,7,44,22,88,6,72,22,44,50,73,5,72,6,44,6,0,95,0,0,51,0,50,0,23,0,22,0,94,1
4,86,14,62,39,27,94,89,5,37,53,70,19,40,23,42,6,1,7,41,23,88,6,71,22,40,53,72,5,71,6,41,6,0,95,0,0,54,0,53,0,24,0,23,0,94,3
4,84,10,66,27,45,94,88,6,51,38,74,14,55,19,57,7,1,8,56,19,87,6,74,18,55,38,76,6,75,7,56,7,0,95,0,0,39,0,38,0,20,0,19,0,94,1
3,87,13,73,46,20,94,90,4,33,60,76,16,33,17,35,5,1,6,34,17,89,5,77,16,33,60,78,4,77,5,34,5,0,95,0,0,61,0,60,0,18,0,17,0,94,3
4,84,17,59,39,27,94,88,6,36,53,67,21,40,26,42,7,1,8,41,26,87,7,68,24,39,53,69,6,68,7,41,7,0,95,0,0,54,0,53,0,27,0,26,0,94,1
3,87,7,77,47,19,94,90,3,33,61,80,12,33,12,34,5,1,6,33,12,89,4,81,12,33,61,83,5,82,5,33,5,0,95,0,0,62,0,61,0,13,0,12,0,94,1
4,88,12,66,38,34,94,90,4,42,49,73,17,44,20,46,5,1,6,45,20,89,5,74,20,45,49,75,4,74,5,45,5,0,95,0,0,50,0,49,0,21,0,20,0,94,3
5,83,17,57,39,29,94,87,7,37,52,66,22,41,27,43,8,1,9,42,27,86,8,67,25,40,52,68,7,67,8,42,8,0,95,0,0,53,0,52,0,28,0,27,0,94,3
3,83,13,71,48,18,94,88,6,30,62,75,16,31,18,33,7,1,8,31,18,87,6,75,17,31,62,77,6,76,6,32,7,0,95,0,0,63,0,62,0,19,0,18,0,94,3
2,90,3,87,94,0,94,92,2,0,94,88,5,0,5,1,3,1,4,0,5,91,3,89,5,0,94,90,3,89,3,0,3,0,95,0,0,95,0,94,0,6,0,5,0,94,1
3,87,13,57,34,30,94,90,4,39,49,68,19,44,25,46,5,1,6,45,25,89,5,69,23,43,49,70,4,69,5,45,5,0,95,0,0,50,0,49,0,26,0,25,0,94,1
3,87,17,53,44,24,94,90,4,31,57,64,23,36,29,38,5,1,6,37,29,89,5,65,26,34,57,66,4,65,5,37,5,0,95,0,0,58,0,57,0,30,0,29,0,94,3
3,83,14,66,45,21,94,88,6,32,59,72,18,34,21,36,7,1,8,35,21,87,6,72,20,34,59,74,6,73,7,35,7,0,95,0,0,60,0,59,0,22,0,21,0,94,1
5,83,17,57,35,29,94,87,7,38,50,66,21,43,27,45,8,1,9,44,27,86,8,67,25,42,50,68,7,67,8,44,8,0,95,0,0,51,0,50,0,28,0,27,0,94,3
3,83,15,69,46,20,94,88,6,33,60,73,19,33,20,35,7,1,8,33,20,87,6,73,18,32,60,75,6,74,6,34,7,0,95,0,0,61,0,60,0,21,0,20,0,94,3
3,85,12,56,43,23,94,89,4,32,57,67,20,36,25,38,6,1,7,37,25,88,4,67,25,37,57,70,5,69,6,37,6,0,95,0,0,58,0,57,0,26,0,25,0,94,3
3,87,12,74,43,21,94,90,4,35,58,77,15,35,16,37,5,1,6,36,16,89,4,77,16,36,58,79,4,78,5,36,5,0,95,0,0,59,0,58,0,17,0,16,0,94,3
3,85,9,65,44,22,94,89,4,32,58,73,15,35,19,37,6,1,7,36,19,88,4,73,19,36,58,76,5,75,6,36,6,0,95,0,0,59,0,58,0,20,0,19,0,94,3
4,86,15,57,38,28,94,89,5,35,52,67,19,41,26,43,6,1,7,42,26,88,6,68,25,41,52,69,5,68,6,42,6,0,95,0,0,53,0,52,0,27,0,26,0,94,3
3,85,14,70,45,23,94,89,5,35,58,74,18,35,19,37,6,1,7,36,19,88,5,74,19,36,58,76,5,75,6,36,6,0,95,0,0,59,0,58,0,20,0,19,0,94,2
3,83,15,67,49,19,94,88,6,31,62,72,20,31,21,33,7,1,8,31,21,87,6,72,19,30,62,74,6,73,6,32,7,0,95,0,0,63,0,62,0,22,0,21,0,94,3
3,83,15,69,44,24,94,88,6,36,57,73,19,36,20,38,7,1,8,36,20,87,6,73,18,35,57,75,6,74,6,37,7,0,95,0,0,58,0,57,0,21,0,20,0,94,2
3,85,13,55,43,21,94,89,4,31,58,66,21,35,26,37,6,1,7,36,26,88,5,67,26,36,58,69,5,68,6,36,6,0,95,0,0,59,0,58,0,27,0,26,0,94,1
3,85,14,54,44,22,94,89,4,31,58,65,22,35,27,37,6,1,7,36,27,88,5,66,26,35,58,68,5,67,6,36,6,0,95,0,0,59,0,58,0,28,0,27,0,94,2
5,83,17,57,37,31,94,87,7,39,50,66,22,43,27,45,8,1,9,44,27,86,8,67,25,42,50,68,7,67,8,44,8,0,95,0,0,51,0,50,0,28,0,27,0,94,1
3,83,15,63,47,21,94,88,6,32,60,70,21,33,23,35,7,1,8,34,23,87,6,70,22,33,60,72,6,71,7,34,7,0,95,0,0,61,0,60,0,24,0,23,0,94,1
3,85,15,55,45,23,94,89,4,30,58,65,21,35,27,37,6,1,7,36,27,88,5,66,25,34,58,68,5,67,6,36,6,0,95,0,0,59,0,58,0,28,0,27,0,94,3
4,88,16,56,44,24,94,90,4,33,57,66,23,36,27,38,5,1,6,37,27,89,5,67,25,35,57,68,4,67,5,37,5,0,95,0,0,58,0,57,0,28,0,27,0,94,1
4,86,17,55,39,27,94,89,5,36,53,65,23,40,28,42,6,1,7,41,28,88,6,66,26,39,53,67,5,66,6,41,6,0,95,0,0,54,0,53,0,29,0,28,0,94,2
4,84,17,55,39,25,94,88,6,34,54,65,22,39,28,41,7,1,8,40,28,87,7,66,26,38,54,67,6,66,7,40,7,0,95,0,0,55,0,54,0,29,0,28,0,94,3
3,83,15,69,46,24,94,88,6,35,58,73,19,35,20,37,7,1,8,35,20,87,6,73,18,34,58,75,6,74,6,36,7,0,95,0,0,59,0,58,0,21,0,20,0,94,3
3,85,11,55,45,23,94,89,4,30,58,67,19,35,25,37,6,1,7,36,25,88,4,67,25,36,58,70,5,69,6,36,6,0,95,0,0,59,0,58,0,26,0,25,0,94,3
3,85,14,70,42,24,94,89,5,37,56,74,18,37,19,39,6,1,7,38,19,88,5,74,18,37,56,76,5,75,6,38,6,0,95,0,0,57,0,56,0,20,0,19,0,94,3
3,83,13,69,48,18,94,88,6,30,62,74,17,31,19,33,7,1,8,31,19,87,6,74,17,30,62,76,6,75,6,32,7,0,95,0,0,63,0,62,0,20,0,19,0,94,2
3,83,11,65,45,23,94,88,5,33,58,72,17,35,20,37,7,1,8,36,20,87,5,72,19,35,58,75,6,74,7,36,7,0,95,0,0,59,0,58,0,21,0,20,0,94,3
3,83,15,67,47,21,94,88,6,33,60,72,20,33,21,35,7,1,8,33,21,87,6,72,19,32,60,74,6,73,6,34,7,0,95,0,0,61,0,60,0,22,0,21,0,94,3
3,87,8,74,44,16,94,90,3,32,61,78,13,32,14,34,5,1,6,33,14,89,4,79,13,32,61,81,4,80,5,33,5,0,95,0,0,62,0,61,0,15,0,14,0,94,3
3,89,10,66,38,30,94,91,3,41,51,74,17,42,19,44,4,1,5,43,19,90,4,75,19,43,51,76,3,75,4,43,4,0,95,0,0,52,0,51,0,20,0,19,0,94,2
3,87,7,75,46,18,94,90,3,31,61,79,11,32,13,34,5,1,6,33,13,89,4,80,13,33,61,82,4,81,5,33,5,0,95,0,0,62,0,61,0,14,0,13,0,94,2
4,84,17,55,39,27,94,88,6,35,53,65,22,40,28,42,7,1,8,41,28,87,7,66,27,40,53,67,6,66,7,41,7,0,95,0,0,54,0,53,0,29,0,28,0,94,3
3,83,14,70,41,23,94,88,6,37,56,74,18,37,19,39,7,1,8,37,19,87,6,74,17,36,56,76,6,75,6,38,7,0,95,0,0,57,0,56,0,20,0,19,0,94,3
4,88,9,65,37,37,94,90,4,43,47,74,15,46,19,48,5,1,6,47,19,89,5,75,19,47,47,76,4,75,5,47,5,0,95,0,0,48,0,47,0,20,0,19,0,94,1
3,83,14,70,41,21,94,88,6,36,57,74,18,36,19,38,7,1,8,36,19,87,6,74,17,35,57,76,6,75,6,37,7,0,95,0,0,58,0,57,0,20,0,19,0,94,3
3,83,15,69,44,24,94,88,6,36,57,73,19,36,20,38,7,1,8,36,20,87,6,73,18,35,57,75,6,74,6,37,7,0,95,0,0,58,0,57,0,21,0,20,0,94,2
5,83,17,59,37,31,94,87,7,39,50,67,21,43,26,45,8,1,9,44,26,86,8,68,24,42,50,69,7,68,8,44,8,0,95,0,0,51,0,50,0,27,0,26,0,94,3
3,83,15,67,46,22,94,88,6,34,59,72,20,34,21,36,7,1,8,34,21,87,6,72,19,33,59,74,6,73,6,35,7,0,95,0,0,60,0,59,0,22,0,21,0,94,3
3,85,14,56,40,28,94,89,4,34,53,66,19,40,26,42,6,1,7,41,26,88,6,68,24,39,53,69,5,68,6,41,6,0,95,0,0,54,0,53,0,27,0,26,0,94,1
3,85,14,56,44,22,94,89,4,30,58,66,20,35,26,37,6,1,7,36,26,88,4,66,25,35,58,69,5,68,6,36,6,0,95,0,0,59,0,58,0,27,0,26,0,94,1
3,85,12,56,44,22,94,89,4,31,58,67,20,35,25,37,6,1,7,36,25,88,4,67,25,36,58,70,5,69,6,36,6,0,95,0,0,59,0,58,0,26,0,25,0,94,3
3,87,16,52,45,23,94,90,4,29,58,64,22,35,29,37,5,1,6,36,29,89,5,65,26,33,58,66,4,65,5,36,5,0,95,0,0,59,0,58,0,30,0,29,0,94,3
4,86,13,63,36,30,94,89,5,40,50,71,18,43,22,45,6,1,7,44,22,88,6,72,21,43,50,73,5,72,6,44,6,0,95,0,0,51,0,50,0,23,0,22,0,94,3
3,85,13,57,43,23,94,89,4,32,57,67,20,36,25,38,6,1,7,37,25,88,5,68,24,36,57,70,5,69,6,37,6,0,95,0,0,58,0,57,0,26,0,25,0,94,2
1,91,2,90,94,0,94,93,1,0,94,90,3,0,3,1,2,1,3,0,3,92,2,91,3,0,94,92,2,91,2,0,2,0,95,0,0,95,0,94,0,4,0,3,0,94,1
3,87,7,77,49,17,94,90,3,30,63,80,11,30,12,32,5,1,6,31,12,89,4,81,12,31,63,83,4,82,5,31,5,0,95,0,0,64,0,63,0,13,0,12,0,94,2
3,87,9,77,45,15,94,90,3,31,62,79,12,31,13,33,5,1,6,32,13,89,5,81,13,32,62,82,4,81,5,32,5,0,95,0,0,63,0,62,0,14,0,13,0,94,2
3,87,12,74,46,20,94,90,4,33,60,77,15,33,16,35,5,1,6,34,16,89,4,77,16,34,60,79,4,78,5,34,5,0,95,0,0,61,0,60,0,17,0,16,0,94,2
3,87,14,56,40,24,94,90,4,33,55,67,20,38,26,40,5,1,6,39,26,89,5,68,24,37,55,69,4,68,5,39,5,0,95,0,0,56,0,55,0,27,0,26,0,94,3
3,85,13,55,42,24,94,89,4,33,56,66,21,37,26,39,6,1,7,38,26,88,5,67,25,37,56,69,5,68,6,38,6,0,95,0,0,57,0,56,0,27,0,26,0,94,3
4,88,10,66,36,36,94,90,4,44,47,74,16,46,19,48,5,1,6,47,19,89,5,75,19,47,47,76,4,75,5,47,5,0,95,0,0,48,0,47,0,20,0,19,0,94,2
4,84,17,57,37,29,94,88,6,38,51,66,22,42,27,44,7,1,8,43,27,87,7,67,25,41,51,68,6,67,7,43,7,0,95,0,0,52,0,51,0,28,0,27,0,94,3
3,85,15,69,41,25,94,89,5,38,55,73,19,38,20,40,6,1,7,38,20,88,5,73,19,38,55,75,5,74,5,39,6,0,95,0,0,56,0,55,0,21,0,20,0,94,2
4,86,8,72,90,0,94,89,5,1,92,78,14,2,15,3,6,1,7,2,15,88,5,78,14,1,92,80,6,79,6,2,6,0,95,0,0,93,0,92,0,16,0,15,0,94,1
4,86,15,57,37,29,94,89,5,37,51,67,20,42,26,44,6,1,7,43,26,88,6,68,25,42,51,69,5,68,6,43,6,0,95,0,0,52,0,51,0,27,0,26,0,94,3
4,84,16,56,39,25,94,88,6,34,54,66,21,39,27,41,7,1,8,40,27,87,7,67,25,38,54,68,6,67,7,40,7,0,95,0,0,55,0,54,0,28,0,27,0,94,3
5,83,17,57,39,29,94,87,7,37,52,66,22,41,27,43,8,1,9,42,27,86,8,67,25,40,52,68,7,67,8,42,8,0,95,0,0,53,0,52,0,28,0,27,0,94,3
3,85,11,65,44,22,94,89,4,33,58,72,17,35,20,37,6,1,7,36,20,88,5,73,20,36,58,75,5,74,6,36,6,0,95,0,0,59,0,58,0,21,0,20,0,94,3
5,83,17,55,40,24,94,87,7,33,55,65,22,38,28,40,8,1,9,39,28,86,8,66,26,37,55,67,7,66,8,39,8,0,95,0,0,56,0,55,0,29,0,28,0,94,1
3,83,15,69,43,23,94,88,6,36,57,73,19,36,20,38,7,1,8,36,20,87,6,73,18,35,57,75,6,74,6,37,7,0,95,0,0,58,0,57,0,21,0,20,0,94,3
4,86,10,66,38,26,94,89,4,39,53,73,17,40,19,42,6,1,7,41,19,88,5,74,18,40,53,76,5,75,6,41,6,0,95,0,0,54,0,53,0,20,0,19,0,94,1
3,87,18,54,44,24,94,90,4,33,57,64,25,36,29,38,5,1,6,37,29,89,5,65,26,34,57,66,4,65,5,37,5,0,95,0,0,58,0,57,0,30,0,29,0,94,2
5,83,17,55,40,26,94,87,7,34,54,65,22,39,28,41,8,1,9,40,28,86,8,66,26,38,54,67,7,66,8,40,8,0,95,0,0,55,0,54,0,29,0,28,0,94,3
3,85,13,55,40,24,94,89,4,33,55,66,20,38,26,40,6,1,7,39,26,88,5,67,25,38,55,69,5,68,6,39,6,0,95,0,0,56,0,55,0,27,0,26,0,94,1
3,85,15,53,46,22,94,89,4,29,59,64,22,34,28,36,6,1,7,35,28,88,5,65,26,33,59,67,5,66,6,35,6,0,95,0,0,60,0,59,0,29,0,28,0,94,1
3,85,13,55,43,21,94,89,4,31,58,66,21,35,26,37,6,1,7,36,26,88,5,67,26,36,58,69,5,68,6,36,6,0,95,0,0,59,0,58,0,27,0,26,0,94,2
4,86,14,58,39,27,94,89,5,37,53,68,21,40,25,42,6,1,7,41,25,88,6,69,24,40,53,70,5,69,6,41,6,0,95,0,0,54,0,53,0,26,0,25,0,94,2
3,85,14,68,46,22,94,89,5,33,59,73,18,34,20,36,6,1,7,34,20,88,5,73,18,33,59,75,5,74,5,35,6,0,95,0,0,60,0,59,0,21,0,20,0,94,3
3,87,11,73,44,18,94,90,4,33,60,77,15,33,16,35,5,1,6,34,16,89,5,78,15,33,60,79,4,78,5,34,5,0,95,0,0,61,0,60,0,17,0,16,0,94,3
3,83,14,70,41,25,94,88,6,38,55,74,18,38,19,40,7,1,8,38,19,87,6,74,17,37,55,76,6,75,6,39,7,0,95,0,0,56,0,55,0,20,0,19,0,94,3
5,85,15,61,37,29,94,88,6,39,51,69,20,42,24,44,7,1,8,43,24,87,7,70,22,41,51,71,6,70,7,43,7,0,95,0,0,52,0,51,0,25,0,24,0,94,3
3,87,9,77,50,14,94,90,3,28,65,79,12,28,13,30,5,1,6,29,13,89,5,81,13,29,65,82,4,81,5,29,5,0,95,0,0,66,0,65,0,14,0,13,0,94,3
3,83,13,67,49,19,94,88,6,29,62,73,17,31,20,33,7,1,8,32,20,87,6,73,20,32,62,75,6,74,7,32,7,0,95,0,0,63,0,62,0,21,0,20,0,94,1
4,86,19,53,42,26,94,89,5,33,55,63,24,38,30,40,6,1,7,39,30,88,6,64,28,37,55,65,5,64,6,39,6,0,95,0,0,56,0,55,0,31,0,30,0,94,3
3,87,13,57,41,23,94,90,4,32,56,68,19,37,25,39,5,1,6,38,25,89,5,69,25,38,56,70,4,69,5,38,5,0,95,0,0,57,0,56,0,26,0,25,0,94,2
4,84,17,57,39,27,94,88,6,36,53,66,22,40,27,42,7,1,8,41,27,87,7,67,25,39,53,68,6,67,7,41,7,0,95,0,0,54,0,53,0,28,0,27,0,94,3
3,85,13,55,43,23,94,89,4,31,57,66,20,36,26,38,6,1,7,37,26,88,4,66,25,36,57,69,5,68,6,37,6,0,95,0,0,58,0,57,0,27,0,26,0,94,1
3,83,15,65,44,22,94,88,6,34,58,71,20,35,22,37,7,1,8,36,22,87,6,71,21,35,58,73,6,72,7,36,7,0,95,0,0,59,0,58,0,23,0,22,0,94,3
4,86,18,54,39,27,94,89,5,35,53,64,23,40,29,42,6,1,7,41,29,88,6,65,27,39,53,66,5,65,6,41,6,0,95,0,0,54,0,53,0,30,0,29,0,94,2
5,83,17,57,37,31,94,87,7,39,50,66,22,43,27,45,8,1,9,44,27,86,8,67,25,42,50,68,7,67,8,44,8,0,95,0,0,51,0,50,0,28,0,27,0,94,3
3,87,7,75,49,19,94,90,3,30,62,79,11,31,13,33,5,1,6,32,13,89,4,80,13,32,62,82,4,81,5,32,5,0,95,0,0,63,0,62,0,14,0,13,0,94,1
4,84,18,54,41,27,94,88,6,34,54,64,23,39,29,41,7,1,8,40,29,87,7,65,27,38,54,66,6,65,7,40,7,0,95,0,0,55,0,54,0,30,0,29,0,94,3
3,87,16,52,44,24,94,90,4,30,57,64,22,36,29,38,5,1,6,37,29,89,5,65,27,35,57,66,4,65,5,37,5,0,95,0,0,58,0,57,0,30,0,29,0,94,3
3,87,13,57,41,25,94,90,4,33,55,68,19,38,25,40,5,1,6,39,25,89,5,69,25,39,55,70,4,69,5,39,5,0,95,0,0,56,0,55,0,26,0,25,0,94,2
3,87,18,52,43,25,94,90,4,32,56,63,24,37,30,39,5,1,6,38,30,89,5,64,28,36,56,65,4,64,5,38,5,0,95,0,0,57,0,56,0,31,0,30,0,94,1
4,84,17,55,39,25,94,88,6,34,54,65,22,39,28,41,7,1,8,40,28,87,7,66,26,38,54,67,6,66,7,40,7,0,95,0,0,55,0,54,0,29,0,28,0,94,3
3,85,15,71,50,22,94,89,5,32,61,74,18,32,19,34,6,1,7,33,19,88,5,74,18,32,61,76,5,75,6,33,6,0,95,0,0,62,0,61,0,20,0,19,0,94,3
4,84,17,55,40,28,94,88,6,35,53,65,22,40,28,42,7,1,8,41,28,87,7,66,26,39,53,67,6,66,7,41,7,0,95,0,0,54,0,53,0,29,0,28,0,94,2
4,84,13,57,34,32,94,88,5,41,48,67,20,45,25,47,7,1,8,46,25,87,7,69,21,42,48,70,6,69,7,46,7,0,95,0,0,49,0,48,0,26,0,25,0,94,1
3,87,14,56,41,23,94,90,4,32,56,67,20,37,26,39,5,1,6,38,26,89,5,68,26,38,56,69,4,68,5,38,5,0,95,0,0,57,0,56,0,27,0,26,0,94,3
4,86,17,55,39,25,94,89,5,34,54,65,22,39,28,41,6,1,7,40,28,88,6,66,27,39,54,67,5,66,6,40,6,0,95,0,0,55,0,54,0,29,0,28,0,94,2
3,85,12,56,43,23,94,89,4,32,57,67,20,36,25,38,6,1,7,37,25,88,4,67,25,37,57,70,5,69,6,37,6,0,95,0,0,58,0,57,0,26,0,25,0,94,2
4,84,17,55,38,26,94,88,6,34,53,65,21,40,28,42,7,1,8,41,28,87,7,66,28,41,53,67,6,66,7,41,7,0,95,0,0,54,0,53,0,29,0,28,0,94,3
4,86,18,54,39,27,94,89,5,35,53,64,23,40,29,42,6,1,7,41,29,88,6,65,27,39,53,66,5,65,6,41,6,0,95,0,0,54,0,53,0,30,0,29,0,94,2
4,86,15,57,39,27,94,89,5,37,53,67,22,40,26,42,6,1,7,41,26,88,6,68,25,40,53,69,5,68,6,41,6,0,95,0,0,54,0,53,0,27,0,26,0,94,2
4,86,7,73,47,17,94,89,4,30,62,78,12,31,14,33,6,1,7,32,14,88,5,79,14,32,62,81,5,80,6,32,6,0,95,0,0,63,0,62,0,15,0,14,0,94,2
4,88,9,65,38,32,94,90,4,41,50,74,16,43,19,45,5,1,6,44,19,89,5,75,19,44,50,76,4,75,5,44,5,0,95,0,0,51,0,50,0,20,0,19,0,94,3
3,85,14,72,42,24,94,89,5,37,56,75,17,37,18,39,6,1,7,38,18,88,5,75,18,38,56,77,5,76,6,38,6,0,95,0,0,57,0,56,0,19,0,18,0,94,2
4,86,17,59,38,28,94,89,5,37,52,67,21,41,26,43,6,1,7,42,26,88,6,68,24,40,52,69,5,68,6,42,6,0,95,0,0,53,0,52,0,27,0,26,0,94,3
4,84,16,56,40,26,94,88,6,35,54,66,22,39,27,41,7,1,8,40,27,87,7,67,27,40,54,68,6,67,7,40,7,0,95,0,0,55,0,54,0,28,0,27,0,94,3
4,88,13,63,38,36,94,90,4,43,48,71,19,45,22,47,5,1,6,46,22,89,5,72,22,46,48,73,4,72,5,46,5,0,95,0,0,49,0,48,0,23,0,22,0,94,3
4,88,10,66,38,36,94,90,4,44,48,74,17,45,19,47,5,1,6,46,19,89,5,75,19,46,48,76,4,75,5,46,5,0,95,0,0,49,0,48,0,20,0,19,0,94,3
4,84,16,56,36,28,94,88,6,37,51,66,21,42,27,44,7,1,8,43,27,87,7,67,26,42,51,68,6,67,7,43,7,0,95,0,0,52,0,51,0,28,0,27,0,94,3
4,86,17,55,38,28,94,89,5,35,52,65,21,41,28,43,6,1,7,42,28,88,6,66,27,41,52,67,5,66,6,42,6,0,95,0,0,53,0,52,0,29,0,28,0,94,1
