@relation 'Sax dominant'

@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o2atMaaa numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atMbbc numeric
@attribute o2atLbbc numeric
@attribute o2atLccc numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMbcc numeric
@attribute o2atLbcc numeric
@attribute o2atMbba numeric
@attribute o2atLbba numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMabc numeric
@attribute o2atLabc numeric
@attribute o2atMbab numeric
@attribute o2atLbab numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o2atMaba numeric
@attribute o2atLaba numeric
@attribute o2atMcbb numeric
@attribute o2atLcbb numeric
@attribute o3atMbba numeric
@attribute o3atLbba numeric
@attribute o3atMaaa numeric
@attribute o3atMabb numeric
@attribute o3atLabb numeric
@attribute o3atLccc numeric
@attribute o3atMcbb numeric
@attribute o3atLcbb numeric
@attribute o3atMccb numeric
@attribute o3atLccb numeric
@attribute o3atMbbb numeric
@attribute o3atLbbb numeric
@attribute o3atMbaa numeric
@attribute o3atLbaa numeric
@attribute o3atMaab numeric
@attribute o3atLaab numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atMbcc numeric
@attribute o3atLbcc numeric
@attribute o3atMabc numeric
@attribute o3atLabc numeric
@attribute o3atMbab numeric
@attribute o3atLbab numeric
@attribute o3atMcbc numeric
@attribute o3atLcbc numeric
@attribute o3atMaba numeric
@attribute o3atLaba numeric
@attribute destClass {2.0,3.0,7.0,6.0,4.0,5.0,1.0}

@data
26,2,26,30,2,26,2,28,3,27,4,26,3,0,30,0,30,0,30,0,30,0,30,0,27,2,30,0,9,10,18,14,16,15,10,19,13,17,15,16,11,18,10,19,11,17,11,17,13,15,9,19,13,15,2,28,0,1,27,2,27,4,28,3,26,27,1,29,1,28,26,2,26,2,1,2,2,27,27,2,0,28,5.0
22,6,22,30,6,22,6,24,7,23,8,22,7,0,30,0,30,0,30,0,30,0,30,0,23,6,30,0,9,11,18,24,7,5,10,19,23,17,25,6,11,18,10,19,11,7,11,17,23,5,9,19,23,5,9,21,7,8,20,16,13,18,14,17,12,20,8,22,8,21,12,16,12,16,8,16,9,20,13,16,7,21,4.0
5,26,3,30,25,4,27,3,25,3,25,3,26,0,30,0,30,0,30,0,30,0,30,0,4,25,30,0,15,17,14,18,13,11,16,15,17,13,19,12,15,13,15,13,17,13,16,13,17,11,15,14,17,11,9,20,7,9,20,11,18,13,19,12,17,19,8,21,8,21,17,11,17,11,9,11,9,19,18,11,7,21,3.0
25,3,25,30,3,25,3,27,4,26,5,25,4,0,30,0,30,0,30,0,30,0,30,0,26,3,30,0,8,10,19,18,13,11,9,20,17,18,19,12,10,19,9,20,10,13,10,18,17,11,8,20,17,11,10,19,6,9,18,5,24,7,25,6,23,17,8,21,8,20,23,5,23,5,9,5,10,17,24,5,6,20,7.0
22,9,20,30,8,21,10,20,8,20,8,20,9,0,30,0,30,0,30,0,30,0,30,0,21,8,30,0,12,15,14,22,8,7,14,16,21,12,23,8,14,13,13,14,16,9,15,12,21,7,12,15,21,7,0,30,0,0,30,11,18,13,19,12,17,30,0,30,0,30,17,11,17,11,0,11,0,30,18,11,0,30,6.0
15,14,13,30,13,14,15,15,14,14,15,13,15,0,30,0,30,0,30,0,30,0,30,0,15,13,30,0,19,20,8,25,5,4,20,9,24,7,26,5,21,8,20,9,21,6,21,7,24,4,19,9,24,4,0,30,0,0,30,19,10,21,11,20,9,30,0,30,0,30,9,19,9,19,0,19,0,30,10,19,0,30,4.0
19,10,17,30,9,18,11,19,10,18,11,17,11,0,30,0,30,0,30,0,30,0,30,0,19,9,30,0,14,14,14,30,0,0,14,14,30,14,30,0,16,15,15,16,14,0,15,14,30,0,14,15,30,0,4,24,4,6,25,22,6,22,6,22,6,24,4,24,5,26,7,24,8,23,6,24,5,24,7,22,4,25,5.0
26,5,24,30,4,25,6,24,4,24,4,24,5,0,30,0,30,0,30,0,30,0,30,0,25,4,30,0,19,21,10,22,9,7,20,11,21,9,23,8,19,9,19,9,21,9,20,9,21,7,19,10,21,7,0,30,0,0,30,10,18,12,19,11,17,30,0,30,0,30,18,11,18,10,0,11,0,30,19,10,0,30,4.0
24,5,22,30,4,23,6,24,5,23,6,22,6,0,30,0,30,0,30,0,30,0,30,0,24,4,30,0,12,14,15,21,10,8,13,16,20,14,22,9,14,15,13,16,14,10,14,14,20,8,12,16,20,8,1,28,0,1,28,9,20,11,21,10,19,27,0,29,0,29,19,9,19,9,1,9,1,28,20,9,0,29,4.0
10,19,8,30,18,9,20,10,19,9,20,8,20,0,30,0,30,0,30,0,30,0,30,0,10,18,30,0,17,18,10,26,4,3,18,11,25,9,27,4,19,10,18,11,19,5,19,9,25,3,17,11,25,3,0,30,0,0,30,21,8,23,9,22,7,30,0,30,0,30,7,21,7,21,0,21,0,30,8,21,0,30,3.0
22,6,22,30,6,22,6,24,7,23,8,22,7,0,30,0,30,0,30,0,30,0,30,0,23,6,30,0,7,9,20,23,8,6,8,21,22,19,24,7,9,20,8,21,9,8,9,19,22,6,7,21,22,6,9,22,7,7,21,17,12,19,13,18,11,21,8,23,7,21,11,17,11,17,7,17,8,21,12,17,7,22,2.0
22,7,20,27,6,21,8,22,7,21,8,20,8,1,28,3,29,2,27,2,27,1,27,1,22,6,28,1,13,14,14,26,4,3,14,15,25,13,27,4,15,14,14,15,15,5,15,13,25,3,13,15,25,3,0,30,0,0,30,11,16,13,17,12,15,30,0,30,0,30,16,13,17,12,0,13,0,30,17,11,0,30,6.0
0,30,0,24,30,0,30,0,30,0,30,0,30,2,25,4,26,3,24,4,26,3,25,4,0,30,26,2,17,19,10,24,7,5,18,11,23,9,25,6,19,10,18,11,19,7,19,9,23,5,17,11,23,5,6,23,4,6,23,15,14,17,15,16,13,22,5,24,5,24,13,15,13,15,6,15,6,22,14,15,4,24,6.0
14,17,12,30,16,13,18,12,16,12,16,12,17,0,30,0,30,0,30,0,30,0,30,0,13,16,30,0,20,20,8,30,0,0,20,8,30,8,30,0,22,9,21,10,20,0,21,8,30,0,20,9,30,0,0,30,0,0,30,25,1,27,2,26,0,30,0,30,0,30,2,28,3,26,0,28,0,30,3,25,0,30,5.0
24,7,22,30,6,23,8,22,6,22,6,22,7,0,30,0,30,0,30,0,30,0,30,0,23,6,30,0,8,9,19,20,10,9,9,20,19,18,21,10,10,19,9,20,10,11,10,18,19,9,8,20,19,9,0,30,0,0,30,7,22,9,23,8,21,30,0,30,0,30,21,7,21,7,0,7,0,30,22,7,0,30,5.0
2,29,0,27,28,1,30,0,28,0,28,0,29,0,28,1,29,0,28,1,29,0,28,1,1,28,29,0,17,19,12,20,11,9,18,13,19,11,21,10,17,11,17,11,19,11,18,11,19,9,17,12,19,9,6,23,4,6,23,10,19,12,20,11,18,22,5,24,5,24,18,10,18,10,6,10,6,22,19,10,4,24,6.0
17,14,15,30,13,16,15,15,13,15,13,15,14,0,30,0,30,0,30,0,30,0,30,0,16,13,30,0,14,17,12,29,1,0,16,14,28,10,30,1,16,11,15,12,18,2,17,10,28,0,14,13,28,0,0,30,0,0,30,20,9,22,10,21,8,30,0,30,0,30,8,20,8,20,0,20,0,30,9,20,0,30,6.0
23,8,21,30,7,22,9,21,7,21,7,21,8,0,30,0,30,0,30,0,30,0,30,0,22,7,30,0,15,18,11,22,8,7,17,13,21,9,23,8,17,10,16,11,19,9,18,9,21,7,15,12,21,7,0,30,0,0,30,13,16,15,17,14,15,30,0,30,0,30,15,13,15,13,0,13,0,30,16,13,0,30,4.0
25,3,25,30,3,25,3,27,4,26,5,25,4,0,30,0,30,0,30,0,30,0,30,0,26,3,30,0,9,11,18,25,6,4,10,19,24,17,26,5,11,18,10,19,11,6,11,17,24,4,9,19,24,4,4,25,2,4,25,16,13,18,14,17,12,24,3,26,3,26,12,16,12,16,4,16,4,24,13,16,2,26,5.0
24,4,24,30,4,24,4,26,5,25,6,24,5,0,30,0,30,0,30,0,30,0,30,0,25,4,30,0,6,8,21,18,13,11,7,22,17,20,19,12,8,21,7,22,8,13,8,20,17,11,6,22,17,11,11,18,9,11,18,10,19,12,20,11,18,17,10,19,10,19,18,10,18,10,11,10,11,17,19,10,9,19,4.0
22,9,20,30,8,21,10,20,8,20,8,20,9,0,30,0,30,0,30,0,30,0,30,0,21,8,30,0,10,14,16,22,9,7,12,18,21,14,23,8,12,15,11,16,14,9,13,14,21,7,10,17,21,7,0,30,0,0,30,13,16,15,17,14,15,30,0,30,0,30,15,13,15,13,0,13,0,30,16,13,0,30,7.0
30,0,28,30,0,29,1,29,0,28,0,29,1,0,30,0,30,0,30,0,30,0,30,0,29,0,30,0,17,19,12,20,11,9,18,13,19,11,21,10,17,11,17,11,19,11,18,11,19,9,17,12,19,9,0,30,0,0,30,4,24,6,25,5,23,30,0,30,0,30,24,5,24,4,0,5,0,30,25,4,0,30,3.0
15,14,13,30,13,14,15,15,14,14,15,13,15,0,30,0,30,0,30,0,30,0,30,0,15,13,30,0,13,14,14,21,9,8,14,15,20,13,22,9,15,14,14,15,15,10,15,13,20,8,13,15,20,8,3,26,1,3,26,7,22,9,23,8,21,25,2,27,2,27,21,7,21,7,3,7,3,25,22,7,1,27,2.0
23,8,21,26,7,22,9,21,7,21,7,21,8,2,27,4,28,3,26,3,26,2,26,2,22,7,27,2,11,14,15,24,6,5,13,17,23,13,25,6,13,14,12,15,15,7,14,13,23,5,11,16,23,5,0,30,0,0,30,11,16,13,17,12,15,30,0,30,0,30,16,13,17,12,0,13,0,30,17,11,0,30,6.0
26,5,24,30,4,25,6,24,4,24,4,24,5,0,30,0,30,0,30,0,30,0,30,0,25,4,30,0,18,20,11,21,10,8,19,12,20,10,22,9,18,10,18,10,20,10,19,10,20,8,18,11,20,8,0,30,0,0,30,14,13,16,14,15,12,30,0,30,0,30,13,16,14,15,0,16,0,30,14,14,0,30,1.0
26,5,24,30,4,25,6,24,4,24,4,24,5,0,30,0,30,0,30,0,30,0,30,0,25,4,30,0,19,20,10,21,9,8,20,11,20,9,22,9,19,9,19,9,21,10,20,9,20,8,19,10,20,8,0,30,0,0,30,12,15,14,16,13,14,30,0,30,0,30,15,14,16,13,0,14,0,30,16,12,0,30,2.0
16,13,14,30,12,15,14,16,13,15,14,14,14,0,30,0,30,0,30,0,30,0,30,0,16,12,30,0,12,14,15,21,10,8,13,16,20,14,22,9,14,15,13,16,14,10,14,14,20,8,12,16,20,8,4,25,2,4,25,8,21,10,22,9,20,24,3,26,3,26,20,8,20,8,4,8,4,24,21,8,2,26,2.0
20,11,18,30,10,19,12,18,10,18,10,18,11,0,30,0,30,0,30,0,30,0,30,0,19,10,30,0,14,18,12,22,9,7,16,14,21,10,23,8,16,11,15,12,18,9,17,10,21,7,14,13,21,7,8,21,6,8,21,9,20,11,21,10,19,20,7,22,7,22,19,9,19,9,8,9,8,20,20,9,6,22,5.0
9,22,7,30,21,8,23,7,21,7,21,7,22,0,30,0,30,0,30,0,30,0,30,0,8,21,30,0,24,26,3,30,0,0,25,4,30,2,30,0,26,3,25,4,26,0,26,2,30,0,24,4,30,0,5,23,5,7,24,21,7,21,7,21,7,23,5,23,6,25,8,23,9,22,7,23,6,23,8,21,5,24,5.0
26,3,24,30,2,25,4,26,3,25,4,24,4,0,30,0,30,0,30,0,30,0,30,0,26,2,30,0,24,26,5,27,4,2,25,6,26,4,28,3,24,4,24,4,26,4,25,4,26,2,24,5,26,2,4,26,2,3,25,18,11,20,12,19,10,25,3,27,3,26,10,18,10,18,3,18,4,25,11,18,2,26,7.0
17,14,15,30,13,16,15,15,13,15,13,15,14,0,30,0,30,0,30,0,30,0,30,0,16,13,30,0,14,17,12,29,1,0,16,14,28,10,30,1,16,11,15,12,18,2,17,10,28,0,14,13,28,0,0,30,0,0,30,20,9,22,10,21,8,30,0,30,0,30,8,20,8,20,0,20,0,30,9,20,0,30,6.0
25,6,23,30,5,24,7,23,5,23,5,23,6,0,30,0,30,0,30,0,30,0,30,0,24,5,30,0,21,22,8,23,7,6,22,9,22,7,24,7,21,7,21,7,23,8,22,7,22,6,21,8,22,6,0,30,0,0,30,9,18,11,19,10,17,30,0,30,0,30,18,11,19,10,0,11,0,30,19,9,0,30,6.0
11,18,9,30,17,10,19,11,18,10,19,9,19,0,30,0,30,0,30,0,30,0,30,0,11,17,30,0,16,17,11,23,7,6,17,12,22,10,24,7,18,11,17,12,18,8,18,10,22,6,16,12,22,6,0,30,0,0,30,16,13,18,14,17,12,30,0,30,0,30,12,16,12,16,0,16,0,30,13,16,0,30,4.0
19,10,17,30,9,18,11,19,10,18,11,17,11,0,30,0,30,0,30,0,30,0,30,0,19,9,30,0,12,13,15,21,9,8,13,16,20,14,22,9,14,15,13,16,14,10,14,14,20,8,12,16,20,8,0,30,0,0,30,10,19,12,20,11,18,30,0,30,0,30,18,10,18,10,0,10,0,30,19,10,0,30,5.0
20,8,20,30,8,20,8,22,9,21,10,20,9,0,30,0,30,0,30,0,30,0,30,0,21,8,30,0,8,10,19,21,10,8,9,20,20,18,22,9,10,19,9,20,10,10,10,18,20,8,8,20,20,8,13,18,11,11,17,13,16,15,17,14,15,17,12,19,11,17,15,13,15,13,11,13,12,17,16,13,11,18,2.0
26,2,26,30,2,26,2,28,3,27,4,26,3,0,30,0,30,0,30,0,30,0,30,0,27,2,30,0,13,13,15,30,0,0,13,15,30,15,30,0,15,16,14,17,13,0,14,15,30,0,13,16,30,0,2,26,2,4,27,23,5,23,5,23,5,26,2,26,3,28,6,25,7,24,4,25,3,26,6,23,2,27,5.0
19,9,19,30,9,19,9,21,10,20,11,19,10,0,30,0,30,0,30,0,30,0,30,0,20,9,30,0,12,14,15,20,11,9,13,16,19,14,21,10,14,15,13,16,14,11,14,14,19,9,12,16,19,9,11,19,9,10,18,13,16,15,17,14,15,18,10,20,10,19,15,13,15,13,10,13,11,18,16,13,9,19,4.0
23,7,21,28,6,22,8,22,6,22,7,21,7,0,29,1,30,0,29,1,29,0,28,0,23,6,29,0,12,13,15,24,6,5,13,16,23,14,25,6,14,15,13,16,14,7,14,14,23,5,12,16,23,5,0,30,0,0,30,12,15,14,16,13,14,30,0,30,0,30,15,14,16,13,0,14,0,30,16,12,0,30,5.0
23,6,21,30,5,22,7,23,6,22,7,21,7,0,30,0,30,0,30,0,30,0,30,0,23,5,30,0,12,12,16,30,0,0,12,16,30,16,30,0,14,17,13,18,12,0,13,16,30,0,12,17,30,0,3,25,3,5,26,22,6,22,6,22,6,25,3,25,4,27,7,24,8,23,5,24,4,25,7,22,3,26,4.0
10,19,8,30,18,9,20,10,19,9,20,8,20,0,30,0,30,0,30,0,30,0,30,0,10,18,30,0,17,18,12,19,11,10,18,13,18,11,20,11,17,11,17,11,19,12,18,11,18,10,17,12,18,10,12,18,10,11,17,13,16,15,17,14,15,17,11,19,11,18,15,13,15,13,11,13,12,17,16,13,10,18,7.0
17,14,15,30,13,16,15,15,13,15,13,15,14,0,30,0,30,0,30,0,30,0,30,0,16,13,30,0,12,14,17,16,15,13,13,18,15,16,17,14,12,16,12,16,14,15,13,16,15,13,12,17,15,13,11,18,9,11,18,10,18,12,19,11,17,17,10,19,10,19,18,11,18,10,11,11,11,17,19,10,9,19,2.0
26,4,24,30,3,25,5,25,3,25,4,24,4,0,30,0,30,0,30,0,30,0,30,0,26,3,30,0,9,10,18,20,10,9,10,19,19,17,21,10,11,18,10,19,11,11,11,17,19,9,9,19,19,9,0,30,0,0,30,7,19,11,21,9,17,30,0,30,0,30,18,9,19,8,0,9,0,30,20,7,0,30,6.0
20,9,18,30,8,19,10,20,9,19,10,18,10,0,30,0,30,0,30,0,30,0,30,0,20,8,30,0,13,14,14,22,8,7,14,15,21,13,23,8,15,14,14,15,15,9,15,13,21,7,13,15,21,7,0,30,0,0,30,12,16,14,17,13,15,30,0,30,0,30,16,13,16,12,0,13,0,30,17,12,0,30,6.0
25,6,23,30,5,24,7,23,5,23,5,23,6,0,30,0,30,0,30,0,30,0,30,0,24,5,30,0,18,20,11,21,10,8,19,12,20,10,22,9,18,10,18,10,20,10,19,10,20,8,18,11,20,8,0,30,0,0,30,6,22,8,23,7,21,30,0,30,0,30,22,7,22,6,0,7,0,30,23,6,0,30,4.0
22,9,20,30,8,21,10,20,8,20,8,20,9,0,30,0,30,0,30,0,30,0,30,0,21,8,30,0,21,22,8,23,7,6,22,9,22,7,24,7,21,7,21,7,23,8,22,7,22,6,21,8,22,6,0,30,0,0,30,11,16,13,17,12,15,30,0,30,0,30,16,13,17,12,0,13,0,30,17,11,0,30,4.0
9,19,9,30,19,9,19,11,20,10,21,9,20,0,30,0,30,0,30,0,30,0,30,0,10,19,30,0,3,5,24,19,12,10,4,25,18,23,20,11,5,24,4,25,5,12,5,23,18,10,3,25,18,10,16,13,14,16,13,3,26,5,27,4,25,12,15,14,15,14,25,3,25,3,16,3,16,12,26,3,14,14,2.0
18,11,16,30,10,17,12,18,11,17,12,16,12,0,30,0,30,0,30,0,30,0,30,0,18,10,30,0,11,12,16,21,9,8,12,17,20,15,22,9,13,16,12,17,13,10,13,15,20,8,11,17,20,8,0,30,0,0,30,7,22,9,23,8,21,30,0,30,0,30,21,7,21,7,0,7,0,30,22,7,0,30,5.0
19,11,15,30,9,17,13,17,10,16,11,15,12,0,30,0,30,0,30,0,30,0,30,0,18,9,30,0,16,18,11,30,0,0,17,12,30,10,30,0,18,11,17,12,18,0,18,10,30,0,16,12,30,0,2,26,2,4,27,22,5,24,6,23,4,26,2,26,3,28,5,24,6,23,4,24,3,26,6,22,2,27,6.0
20,9,18,30,8,19,10,20,9,19,10,18,10,0,30,0,30,0,30,0,30,0,30,0,20,8,30,0,12,13,15,25,5,4,13,16,24,14,26,5,14,15,13,16,14,6,14,14,24,4,12,16,24,4,0,30,0,0,30,13,16,15,17,14,15,30,0,30,0,30,15,13,15,13,0,13,0,30,16,13,0,30,5.0
23,5,23,30,5,23,5,25,6,24,7,23,6,0,30,0,30,0,30,0,30,0,30,0,24,5,30,0,12,13,15,18,12,11,13,16,17,14,19,12,14,15,13,16,14,13,14,14,17,11,12,16,17,11,0,30,0,0,30,3,20,9,23,6,18,30,0,30,0,30,19,7,21,5,0,7,0,30,22,4,0,30,5.0
14,17,12,30,16,13,18,12,16,12,16,12,17,0,30,0,30,0,30,0,30,0,30,0,13,16,30,0,1,3,26,30,0,0,2,27,30,25,30,0,3,26,2,27,3,0,3,25,30,0,1,27,30,0,11,17,11,13,18,15,13,15,13,15,13,17,11,17,12,19,14,17,15,16,13,17,12,17,14,15,11,18,6.0
21,10,19,30,9,20,11,19,9,19,9,19,10,0,30,0,30,0,30,0,30,0,30,0,20,9,30,0,11,14,15,26,4,3,13,17,25,13,27,4,13,14,12,15,15,5,14,13,25,3,11,16,25,3,7,23,5,6,22,11,18,13,19,12,17,22,6,24,6,23,17,11,17,11,6,11,7,22,18,11,5,23,4.0
26,4,24,30,3,25,5,25,4,24,4,24,5,0,30,0,30,0,30,0,30,0,30,0,25,3,30,0,10,11,17,23,7,6,11,18,22,16,24,7,12,17,11,18,12,8,12,16,22,6,10,18,22,6,7,22,5,7,22,15,14,17,15,16,13,21,6,23,6,23,13,15,13,15,7,15,7,21,14,15,5,23,7.0
23,8,21,30,7,22,9,21,7,21,7,21,8,0,30,0,30,0,30,0,30,0,30,0,22,7,30,0,20,21,9,22,8,7,21,10,21,8,23,8,20,8,20,8,22,9,21,8,21,7,20,9,21,7,0,30,0,0,30,13,16,15,17,14,15,30,0,30,0,30,15,13,15,13,0,13,0,30,16,13,0,30,6.0
19,10,17,30,9,18,11,19,10,18,11,17,11,0,30,0,30,0,30,0,30,0,30,0,19,9,30,0,12,13,15,21,9,8,13,16,20,14,22,9,14,15,13,16,14,10,14,14,20,8,12,16,20,8,0,30,0,0,30,9,20,11,21,10,19,30,0,30,0,30,19,9,19,9,0,9,0,30,20,9,0,30,4.0
22,6,22,30,6,22,6,24,7,23,8,22,7,0,30,0,30,0,30,0,30,0,30,0,23,6,30,0,7,9,20,23,8,6,8,21,22,19,24,7,9,20,8,21,9,8,9,19,22,6,7,21,22,6,11,20,9,9,19,15,14,17,15,16,13,19,10,21,9,19,13,15,13,15,9,15,10,19,14,15,9,20,3.0
26,2,26,30,2,26,2,28,3,27,4,26,3,0,30,0,30,0,30,0,30,0,30,0,27,2,30,0,4,6,23,16,15,13,5,24,15,22,17,14,6,23,5,24,6,15,6,22,15,13,4,24,15,13,8,21,6,8,21,2,27,4,28,3,26,20,7,22,7,22,26,2,26,2,8,2,8,20,27,2,6,22,3.0
19,10,17,30,9,18,11,19,10,18,11,17,11,0,30,0,30,0,30,0,30,0,30,0,19,9,30,0,8,10,19,24,7,5,9,20,23,18,25,6,10,19,9,20,10,7,10,18,23,5,8,20,23,5,10,19,8,10,19,9,20,11,21,10,19,18,9,20,9,20,19,9,19,9,10,9,10,18,20,9,8,20,2.0
24,4,24,30,4,24,4,26,5,25,6,24,5,0,30,0,30,0,30,0,30,0,30,0,25,4,30,0,15,16,13,18,12,11,16,14,17,12,19,12,16,12,16,13,17,13,17,12,17,11,15,13,17,11,0,30,0,0,30,11,18,13,19,12,17,30,0,30,0,30,17,11,17,11,0,11,0,30,18,11,0,30,5.0
0,28,0,18,28,0,28,2,29,1,30,0,29,8,19,10,20,9,18,10,20,9,19,10,1,28,20,8,11,13,16,19,12,10,12,17,18,15,20,11,13,16,12,17,13,12,13,15,18,10,11,17,18,10,20,10,18,19,9,5,24,7,25,6,23,9,19,11,19,10,23,5,23,5,19,5,20,9,24,5,18,10,1.0
12,19,10,30,18,11,20,10,18,10,18,10,19,0,30,0,30,0,30,0,30,0,30,0,11,18,30,0,9,11,18,21,8,6,10,19,20,17,22,7,11,18,10,19,11,8,11,17,22,7,9,19,21,8,4,24,4,5,25,23,5,23,5,23,5,24,4,24,5,26,6,24,7,24,6,25,5,24,6,23,4,25,3.0
5,26,3,30,25,4,27,3,25,3,25,3,26,0,30,0,30,0,30,0,30,0,30,0,4,25,30,0,17,19,12,20,11,9,18,13,19,11,21,10,17,11,17,11,19,11,18,11,19,9,17,12,19,9,8,21,6,8,21,12,17,14,18,13,16,20,7,22,7,22,16,12,16,12,8,12,8,20,17,12,6,22,4.0
2,29,0,19,28,1,30,0,28,0,28,0,29,7,20,9,21,8,19,9,21,8,20,9,1,28,21,7,16,17,13,18,12,11,17,14,17,12,19,12,16,12,16,12,18,13,17,12,17,11,16,13,17,11,10,19,8,10,19,12,17,14,18,13,16,18,9,20,9,20,16,12,16,12,10,12,10,18,17,12,8,20,7.0
24,7,22,30,6,23,8,22,6,22,6,22,7,0,30,0,30,0,30,0,30,0,30,0,23,6,30,0,10,13,16,22,8,7,12,18,21,14,23,8,12,15,11,16,14,9,13,14,21,7,10,17,21,7,0,30,0,0,30,11,18,13,19,12,17,30,0,30,0,30,17,11,17,11,0,11,0,30,18,11,0,30,6.0
19,10,17,24,9,18,11,19,10,18,11,17,11,2,25,4,26,3,24,4,26,3,25,4,19,9,26,2,14,16,13,25,6,4,15,14,24,12,26,5,16,13,15,14,16,6,16,12,24,4,14,14,24,4,0,30,0,0,30,22,5,24,6,23,4,30,0,30,0,30,5,24,6,23,0,24,0,30,6,22,0,30,2.0
25,6,23,30,5,24,7,23,5,23,5,23,6,0,30,0,30,0,30,0,30,0,30,0,24,5,30,0,16,17,13,18,12,11,17,14,17,12,19,12,16,12,16,12,18,13,17,12,17,11,16,13,17,11,0,30,0,0,30,7,19,11,21,9,17,30,0,30,0,30,18,9,19,8,0,9,0,30,20,7,0,30,5.0
16,13,14,30,12,15,14,16,13,15,14,14,14,0,30,0,30,0,30,0,30,0,30,0,16,12,30,0,12,13,15,21,9,8,13,16,20,14,22,9,14,15,13,16,14,10,14,14,20,8,12,16,20,8,0,30,0,0,30,9,20,11,21,10,19,30,0,30,0,30,19,9,19,9,0,9,0,30,20,9,0,30,5.0
26,5,24,30,4,25,6,24,4,24,4,24,5,0,30,0,30,0,30,0,30,0,30,0,25,4,30,0,21,22,8,23,7,6,22,9,22,7,24,7,21,7,21,7,23,8,22,7,22,6,21,8,22,6,0,30,0,0,30,10,17,12,18,11,16,30,0,30,0,30,17,12,18,11,0,12,0,30,18,10,0,30,5.0
7,23,5,30,22,6,24,6,23,5,23,5,24,0,30,0,30,0,30,0,30,0,30,0,6,22,30,0,13,16,13,23,7,6,15,15,22,11,24,7,15,12,14,13,17,8,16,11,22,6,13,14,22,6,10,20,8,9,19,10,19,12,20,11,18,19,9,21,9,20,18,10,18,10,9,10,10,19,19,10,8,20,7.0
17,12,15,30,11,16,13,17,12,16,13,15,13,0,30,0,30,0,30,0,30,0,30,0,17,11,30,0,15,16,12,22,8,7,16,13,21,11,23,8,17,12,16,13,17,9,17,11,21,7,15,13,21,7,0,30,0,0,30,9,19,11,20,10,18,30,0,30,0,30,19,10,19,9,0,10,0,30,20,9,0,30,4.0
25,6,23,30,5,24,7,23,5,23,5,23,6,0,30,0,30,0,30,0,30,0,30,0,24,5,30,0,19,20,10,21,9,8,20,11,20,9,22,9,19,9,19,9,21,10,20,9,20,8,19,10,20,8,0,30,0,0,30,11,14,15,16,13,13,30,0,30,0,30,14,14,15,12,0,14,0,30,16,12,0,30,2.0
20,9,18,30,8,19,10,20,9,19,10,18,10,0,30,0,30,0,30,0,30,0,30,0,20,8,30,0,7,9,20,20,11,9,8,21,19,19,21,10,9,20,8,21,9,11,9,19,19,9,7,21,19,9,3,27,1,2,26,6,23,8,24,7,22,26,2,28,2,27,22,6,22,6,2,6,3,26,23,6,1,27,5.0
21,7,21,30,7,21,7,23,8,22,9,21,8,0,30,0,30,0,30,0,30,0,30,0,22,7,30,0,10,12,17,18,13,11,11,18,17,16,19,12,12,17,11,18,12,13,12,16,17,11,10,18,17,11,10,19,7,9,18,11,18,13,19,12,17,17,8,21,8,20,17,11,17,11,9,11,10,18,18,11,7,20,2.0
7,22,5,30,21,6,23,7,22,6,23,5,23,0,30,0,30,0,30,0,30,0,30,0,7,21,30,0,18,19,11,20,10,9,19,12,19,10,21,10,18,10,18,10,20,11,19,10,19,9,18,11,19,9,10,19,8,10,19,13,16,15,17,14,15,18,9,20,9,20,15,13,15,13,10,13,10,18,16,13,8,20,7.0
22,9,20,30,8,21,10,20,8,20,8,20,9,0,30,0,30,0,30,0,30,0,30,0,21,8,30,0,21,22,8,23,7,6,22,9,22,7,24,7,21,7,21,7,23,8,22,7,22,6,21,8,22,6,0,30,0,0,30,17,11,19,12,18,10,30,0,30,0,30,11,18,11,17,0,18,0,30,12,17,0,30,4.0
