@relation 'Sax dominant'

@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atLkk numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMjj numeric
@attribute o2atLjj numeric
@attribute o2atLkk numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMcd numeric
@attribute o2atLcd numeric
@attribute o2atMde numeric
@attribute o2atLde numeric
@attribute o2atMgh numeric
@attribute o2atLgh numeric
@attribute o2atMhi numeric
@attribute o2atLhi numeric
@attribute o2atMij numeric
@attribute o2atLij numeric
@attribute o2atMjk numeric
@attribute o2atLjk numeric
@attribute o2atMeg numeric
@attribute o2atLeg numeric
@attribute o2atMcc numeric
@attribute o2atLcc numeric
@attribute o2atMii numeric
@attribute o2atLii numeric
@attribute o2atMce numeric
@attribute o2atLce numeric
@attribute o2atMgj numeric
@attribute o2atLgj numeric
@attribute o2atMdc numeric
@attribute o2atLdc numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMkj numeric
@attribute o2atLkj numeric
@attribute o2atMji numeric
@attribute o2atLji numeric
@attribute o2atMaa numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMef numeric
@attribute o2atLef numeric
@attribute o2atMfg numeric
@attribute o2atLfg numeric
@attribute o2atMgi numeric
@attribute o2atLgi numeric
@attribute o2atMee numeric
@attribute o2atLee numeric
@attribute o2atMdd numeric
@attribute o2atLdd numeric
@attribute o2atMed numeric
@attribute o2atLed numeric
@attribute o2atMeh numeric
@attribute o2atLeh numeric
@attribute o2atMhk numeric
@attribute o2atLhk numeric
@attribute o2atMik numeric
@attribute o2atLik numeric
@attribute o2atMdg numeric
@attribute o2atLdg numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMff numeric
@attribute o2atLff numeric
@attribute o2atMfe numeric
@attribute o2atLfe numeric
@attribute o2atMgg numeric
@attribute o2atLgg numeric
@attribute o2atMgf numeric
@attribute o2atLgf numeric
@attribute o2atMei numeric
@attribute o2atLei numeric
@attribute o2atMhj numeric
@attribute o2atLhj numeric
@attribute o2atMbd numeric
@attribute o2atLbd numeric
@attribute o2atMdh numeric
@attribute o2atLdh numeric
@attribute o2atMdf numeric
@attribute o2atLdf numeric
@attribute o2atMfh numeric
@attribute o2atLfh numeric
@attribute o2atMhh numeric
@attribute o2atLhh numeric
@attribute o2atMih numeric
@attribute o2atLih numeric
@attribute o2atMfi numeric
@attribute o2atLfi numeric
@attribute o2atMhg numeric
@attribute o2atLhg numeric
@attribute o2atMcf numeric
@attribute o2atLcf numeric
@attribute o2atMfj numeric
@attribute o2atLfj numeric
@attribute o2atMfd numeric
@attribute o2atLfd numeric
@attribute o2atMac numeric
@attribute o2atLac numeric
@attribute o3atLkk numeric
@attribute o3atMjj numeric
@attribute o3atLjj numeric
@attribute o3atMcc numeric
@attribute o3atLcc numeric
@attribute o3atMdd numeric
@attribute o3atLdd numeric
@attribute o3atMee numeric
@attribute o3atLee numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMcd numeric
@attribute o3atLcd numeric
@attribute o3atMde numeric
@attribute o3atLde numeric
@attribute o3atMef numeric
@attribute o3atLef numeric
@attribute o3atMkj numeric
@attribute o3atLkj numeric
@attribute o3atMji numeric
@attribute o3atLji numeric
@attribute o3atMih numeric
@attribute o3atLih numeric
@attribute o3atMhg numeric
@attribute o3atLhg numeric
@attribute o3atMgf numeric
@attribute o3atLgf numeric
@attribute o3atMfe numeric
@attribute o3atLfe numeric
@attribute o3atMed numeric
@attribute o3atLed numeric
@attribute o3atMdc numeric
@attribute o3atLdc numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMhh numeric
@attribute o3atLhh numeric
@attribute o3atMgg numeric
@attribute o3atLgg numeric
@attribute o3atMff numeric
@attribute o3atLff numeric
@attribute o3atMfg numeric
@attribute o3atLfg numeric
@attribute o3atMgh numeric
@attribute o3atLgh numeric
@attribute o3atMii numeric
@attribute o3atLii numeric
@attribute o3atMbd numeric
@attribute o3atLbd numeric
@attribute o3atMgi numeric
@attribute o3atLgi numeric
@attribute o3atMik numeric
@attribute o3atLik numeric
@attribute o3atMdg numeric
@attribute o3atLdg numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atMij numeric
@attribute o3atLij numeric
@attribute o3atMjk numeric
@attribute o3atLjk numeric
@attribute o3atMdf numeric
@attribute o3atLdf numeric
@attribute o3atMaa numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMeg numeric
@attribute o3atLeg numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMhj numeric
@attribute o3atLhj numeric
@attribute o3atMdh numeric
@attribute o3atLdh numeric
@attribute o3atMhi numeric
@attribute o3atLhi numeric
@attribute o3atMce numeric
@attribute o3atLce numeric
@attribute o3atMeh numeric
@attribute o3atLeh numeric
@attribute o3atMfi numeric
@attribute o3atLfi numeric
@attribute o3atMge numeric
@attribute o3atLge numeric
@attribute o3atMfh numeric
@attribute o3atLfh numeric
@attribute o3atMcf numeric
@attribute o3atLcf numeric
@attribute o3atMhk numeric
@attribute o3atLhk numeric
@attribute o3atMfd numeric
@attribute o3atLfd numeric
@attribute o3atMgj numeric
@attribute o3atLgj numeric
@attribute o3atMcg numeric
@attribute o3atLcg numeric
@attribute o3atMac numeric
@attribute o3atLac numeric
@attribute o3atMig numeric
@attribute o3atLig numeric
@attribute o3atMei numeric
@attribute o3atLei numeric
@attribute o3atMec numeric
@attribute o3atLec numeric
@attribute o3atMhf numeric
@attribute o3atLhf numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
31,0,31,0,31,11,19,14,16,23,6,31,31,0,31,0,31,0,31,0,19,11,16,14,7,24,7,24,17,15,0,31,20,12,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,20,0,31,0,3,31,26,6,4,4,27,8,23,18,12,23,8,24,8,25,7,27,5,22,9,7,26,24,7,8,12,23,7,8,23,4,27,26,4,24,6,0,0,31,22,9,22,9,23,8,21,11,18,22,19,12,22,9,24,5,25,5,19,9,0,31,22,9,21,9,22,8,22,8,22,8,24,7,4,23,19,9,19,10,23,9,23,8,23,7,23,8,22,8,8,10,23,7,19,9,0,27,13,17,16,8,24,9,22,10,21,6,25,8,22,9,21,10,20,18,14,15,17,14,18,13,19,12,20,11,21,10,22,9,23,6,25,13,18,12,19,11,20,11,19,12,18,14,17,6,22,12,17,14,13,9,19,5,31,14,16,17,13,9,20,0,0,31,10,19,0,31,13,16,9,18,13,17,8,21,10,18,11,17,11,20,11,18,8,20,13,13,10,21,12,16,8,19,0,25,13,18,10,17,9,22,12,19,1
28,10,29,2,18,20,9,31,0,31,0,31,19,11,28,2,29,3,20,12,10,21,0,31,0,31,0,31,0,31,0,31,10,21,30,1,30,1,31,0,31,0,31,0,0,0,31,31,0,28,1,31,0,31,0,31,0,0,31,0,31,0,19,2,10,11,20,3,14,19,22,9,8,14,16,16,14,19,11,21,10,21,9,22,9,23,9,21,10,15,15,21,9,16,11,22,10,16,15,15,16,22,8,21,9,10,11,20,20,10,21,10,21,10,20,10,19,14,20,11,21,10,22,9,22,9,20,11,11,20,20,10,20,10,21,10,20,10,21,10,22,9,15,15,20,10,19,11,21,10,21,9,21,9,21,10,21,9,16,11,21,10,20,10,11,16,0,30,10,0,31,0,31,1,31,0,31,0,31,0,31,2,29,31,1,21,11,17,15,12,19,8,23,2,29,0,31,0,31,0,31,16,18,11,22,7,28,8,23,12,19,20,14,0,31,12,14,20,0,0,23,0,31,20,10,30,0,0,29,0,0,31,2,23,0,31,16,10,0,19,16,14,0,31,2,19,8,14,2,23,8,19,0,29,16,0,0,29,12,10,0,23,0,31,12,15,2,14,0,31,8,19,3
31,1,31,0,28,5,25,17,12,31,0,31,29,2,31,0,31,0,29,2,26,6,13,18,0,31,0,31,13,18,0,31,25,5,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,29,0,25,2,29,0,5,31,22,8,8,6,25,9,21,14,16,21,9,22,9,22,9,23,8,21,10,9,24,22,9,9,17,22,9,10,21,6,25,22,8,22,8,0,0,31,21,10,21,10,22,9,20,15,13,20,14,16,21,10,22,9,23,9,15,10,0,31,21,10,20,10,21,9,21,9,21,10,22,9,6,21,15,10,15,10,21,10,21,9,21,9,22,10,21,9,10,11,22,9,14,10,0,25,2,28,5,0,31,0,31,13,31,0,31,0,31,0,31,14,17,29,3,26,6,24,8,21,11,17,14,14,17,0,31,0,31,0,31,23,10,20,13,16,16,17,14,20,10,25,7,0,31,20,7,25,2,0,14,0,31,25,5,28,2,0,17,0,0,31,14,14,0,31,23,5,0,10,23,7,0,31,14,10,17,7,14,14,17,10,0,17,23,2,0,17,20,5,0,14,0,31,21,8,14,7,0,31,17,11,5
16,23,23,13,7,25,5,27,3,31,0,31,7,23,17,14,17,14,8,24,6,26,4,28,0,31,0,31,3,27,0,31,5,25,24,7,24,7,31,0,31,6,31,0,0,0,31,31,0,17,7,31,0,31,0,31,0,0,31,0,31,0,7,14,5,23,8,14,13,20,26,9,3,14,17,18,13,19,12,20,11,21,10,22,10,27,4,20,12,18,16,21,10,19,13,21,10,18,12,14,17,27,4,21,9,9,10,21,19,12,20,11,21,11,19,12,18,12,18,12,20,11,21,4,22,4,19,12,10,21,19,11,19,11,20,11,19,11,20,11,21,10,14,13,19,11,19,12,20,11,20,10,20,10,20,11,20,10,19,12,20,10,18,11,10,17,0,31,12,3,31,8,26,12,21,0,31,4,27,9,22,12,18,31,0,19,13,17,15,16,16,14,17,13,18,9,22,4,27,0,31,16,15,15,16,13,17,14,16,15,15,18,14,0,27,15,14,18,0,9,17,0,31,18,12,31,0,9,18,0,0,31,13,17,0,31,16,12,9,15,16,14,4,22,13,15,14,14,13,17,14,15,4,18,16,0,9,18,15,12,4,17,0,31,16,15,13,14,4,22,14,16,4
31,0,31,0,31,5,24,31,0,31,0,31,31,0,31,0,31,0,31,0,25,6,0,31,0,31,0,31,0,31,0,31,25,6,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,25,0,31,0,6,28,18,14,11,7,24,11,20,15,16,16,15,16,14,17,14,19,12,16,15,10,23,16,14,11,16,17,15,11,20,7,24,19,12,16,14,1,2,29,15,15,16,15,16,15,15,15,15,19,15,15,16,15,17,12,17,12,16,16,2,29,15,15,15,15,16,15,15,15,16,15,17,14,7,20,16,15,15,16,16,15,16,14,16,14,16,15,16,14,11,16,16,15,15,15,2,24,0,31,0,0,31,7,31,20,22,0,31,0,31,8,23,20,10,31,0,31,1,29,3,27,5,25,7,21,11,8,23,0,31,0,31,28,4,26,6,24,10,24,6,26,4,30,2,0,31,26,2,30,0,8,6,0,31,30,0,31,0,8,10,0,0,31,20,6,0,31,28,0,8,4,28,2,0,23,20,4,24,2,21,7,24,4,0,10,28,0,8,11,26,0,0,6,0,31,27,3,20,2,0,23,25,5,5
28,5,31,2,25,8,22,14,15,28,1,31,25,5,28,2,29,3,26,6,23,9,16,15,2,29,2,29,16,15,0,31,22,8,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,28,0,31,0,31,0,31,0,0,31,0,31,0,25,2,22,5,26,3,9,25,23,7,7,9,21,14,16,21,10,22,8,23,8,23,8,24,7,22,9,13,20,23,8,14,10,23,8,14,17,10,21,23,7,23,7,4,5,26,22,9,22,9,23,8,21,9,21,16,21,9,22,9,23,8,24,8,22,9,5,26,22,9,21,9,22,8,22,8,22,9,23,8,10,17,22,9,22,10,22,9,22,8,22,8,23,9,22,8,14,10,23,8,21,9,5,21,0,31,8,0,31,0,31,0,31,0,31,0,31,0,31,0,31,31,0,23,9,18,14,14,17,4,27,0,31,0,31,0,31,0,31,17,16,13,25,2,31,4,27,14,17,22,13,0,31,14,13,22,0,0,27,0,31,22,8,31,0,0,31,0,0,31,0,27,0,31,17,8,0,17,17,13,0,31,0,17,4,13,0,27,4,17,0,31,17,0,0,31,14,8,0,27,0,31,14,14,0,13,0,31,4,17,6
24,8,26,5,21,10,20,14,16,31,0,31,22,9,25,6,25,6,22,9,21,11,17,15,0,31,0,31,16,14,0,31,20,10,28,3,28,3,31,0,31,1,31,0,0,0,31,31,0,25,3,31,0,31,0,31,0,0,31,0,31,0,22,6,20,9,22,6,11,22,29,2,1,11,19,17,14,26,5,28,3,28,3,29,2,30,2,27,4,15,18,28,2,17,5,28,3,16,14,12,19,29,1,28,2,7,8,23,27,4,27,4,28,3,26,4,26,13,26,4,27,4,29,2,29,2,27,4,8,23,27,4,26,4,27,3,27,3,27,3,29,3,12,15,27,4,27,5,28,4,28,3,28,2,28,3,27,3,17,5,28,3,26,4,8,19,18,12,20,0,31,0,31,2,31,0,31,0,31,0,31,3,28,13,19,11,21,9,23,7,25,6,26,3,28,0,31,0,31,0,31,8,24,6,25,5,27,5,25,6,24,10,22,0,31,6,22,10,18,0,25,0,31,10,20,12,18,0,28,0,0,31,3,25,0,31,8,20,0,24,8,22,0,31,3,24,5,22,3,26,5,24,0,28,8,18,0,28,6,20,0,25,0,31,7,23,3,22,0,31,6,25,1
31,2,31,0,28,7,22,17,12,31,0,31,28,2,31,0,31,0,29,3,23,8,13,18,0,31,0,31,13,18,0,31,23,8,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,28,0,23,2,29,0,9,24,26,5,4,9,21,12,18,14,16,25,6,25,5,26,5,27,5,17,6,11,20,25,5,12,16,26,6,12,19,10,21,26,4,25,5,5,6,25,16,13,25,6,25,6,16,15,14,18,15,16,17,6,26,5,26,5,15,7,6,25,24,13,17,14,25,6,24,6,17,6,26,5,10,19,15,6,14,14,25,6,25,5,25,5,25,6,25,5,12,14,25,6,15,14,6,21,5,25,9,0,31,0,31,3,31,0,31,0,31,0,31,4,27,26,6,22,10,19,13,17,15,13,18,4,27,0,31,0,31,0,31,18,14,16,17,12,26,13,18,16,14,21,12,0,31,16,12,21,5,0,18,0,31,21,9,25,5,0,27,0,0,31,4,18,0,31,18,9,0,14,18,12,0,31,4,14,13,12,4,18,13,14,0,27,18,5,0,27,16,9,0,18,0,31,17,13,4,12,0,31,13,15,5
28,7,31,2,22,11,18,18,11,29,0,31,23,8,28,2,29,3,23,8,19,12,12,19,1,30,1,30,12,19,0,31,19,12,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,28,0,31,0,31,0,31,0,0,31,0,31,0,23,2,19,8,23,3,10,23,23,7,7,11,20,13,17,15,15,23,8,23,8,23,7,24,7,17,9,13,19,23,7,14,16,23,8,14,17,11,20,23,7,23,7,6,7,24,17,13,22,8,23,8,17,15,14,16,15,16,18,9,24,8,24,7,15,9,7,24,22,12,18,13,22,8,22,8,18,8,23,8,11,17,15,9,15,13,23,8,23,8,23,7,23,8,22,8,14,13,23,8,15,13,7,20,1,29,6,0,31,0,31,1,31,0,31,0,31,0,31,2,29,30,2,25,7,22,10,18,13,10,21,2,29,0,31,0,31,0,31,21,12,17,19,8,28,10,21,18,13,24,9,0,31,18,9,24,1,0,21,0,31,24,6,29,1,0,29,0,0,31,2,21,0,31,21,6,0,13,21,9,0,31,2,13,10,9,2,21,10,13,0,29,21,1,0,29,18,6,0,21,0,31,18,10,2,9,0,31,10,13,5
27,6,29,3,24,13,17,28,1,31,0,31,24,6,27,3,28,4,25,7,18,14,2,29,0,31,0,31,2,29,0,31,17,13,30,1,30,1,31,0,31,0,31,0,0,0,31,31,0,27,1,31,0,31,0,31,0,0,31,0,31,0,24,3,17,6,25,4,13,20,23,8,7,13,17,17,13,21,10,22,9,22,8,23,8,24,8,22,9,16,16,22,8,17,10,23,9,17,14,14,17,23,7,22,8,9,10,21,21,9,22,9,22,9,21,9,21,13,21,9,22,9,23,8,23,8,22,10,10,21,21,9,21,9,22,9,21,9,22,9,23,8,14,14,22,9,21,10,22,9,22,8,22,8,22,9,22,8,17,10,22,9,21,9,10,17,3,27,10,0,31,0,31,0,31,0,31,0,31,0,31,0,31,28,4,21,11,18,14,14,17,7,24,0,31,0,31,0,31,0,31,17,16,13,23,6,31,7,24,14,17,20,13,0,31,14,13,20,3,0,24,0,31,20,10,27,3,0,31,0,0,31,0,24,0,31,17,10,0,17,17,13,0,31,0,17,7,13,0,24,7,17,0,31,17,3,0,31,14,10,0,24,0,31,14,14,0,13,0,31,7,17,4
31,0,31,0,31,0,31,4,25,31,0,31,31,0,31,0,31,0,31,0,31,0,26,5,0,31,0,31,26,5,0,31,31,0,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,31,0,31,0,3,31,19,12,11,4,27,7,23,17,14,18,13,18,12,19,12,20,12,18,14,7,26,18,12,8,15,19,13,8,23,4,27,19,11,18,12,0,0,31,17,14,18,13,18,13,17,14,16,22,16,14,18,13,19,12,19,12,17,14,0,31,17,13,17,13,18,13,17,13,18,13,19,12,4,23,17,13,17,14,18,13,18,12,18,12,18,13,18,12,8,14,18,13,16,13,0,27,0,31,2,0,31,0,31,8,31,0,31,0,31,0,31,9,22,31,0,29,3,27,5,23,8,16,15,9,22,0,31,0,31,0,31,26,7,22,14,15,21,16,15,23,8,28,4,0,31,23,4,28,0,0,15,0,31,28,2,31,0,0,22,0,0,31,9,15,0,31,26,2,0,8,26,4,0,31,9,8,16,4,9,15,16,8,0,22,26,0,0,22,23,2,0,15,0,31,23,5,9,4,0,31,16,8,3
31,0,31,0,31,0,31,11,18,31,0,31,31,0,31,0,31,0,31,0,31,0,19,12,0,31,0,31,19,12,0,31,31,0,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,31,0,31,0,8,27,19,12,10,9,22,11,19,17,14,18,13,18,13,18,12,20,10,17,14,11,21,18,12,12,15,18,13,12,19,9,22,20,11,18,12,2,3,28,17,14,17,13,18,13,17,14,16,18,16,14,18,14,19,11,19,10,17,14,3,28,17,13,17,13,17,13,17,13,18,13,18,13,9,19,17,14,17,14,18,13,18,13,18,12,18,13,17,13,12,14,18,13,16,13,3,22,0,31,0,0,31,0,31,1,31,0,31,0,31,0,31,1,29,31,0,31,1,30,2,23,9,9,23,2,30,0,31,0,31,0,31,29,7,21,21,7,29,8,22,22,8,30,1,0,31,22,1,30,0,0,22,0,31,30,0,31,0,0,29,0,0,31,1,22,0,31,29,0,0,8,29,1,0,31,1,8,8,1,2,23,8,8,0,29,29,0,0,30,22,0,0,22,0,31,23,2,1,1,0,31,9,9,5
31,3,31,0,26,7,23,11,19,19,10,31,27,4,31,0,31,0,27,4,24,8,20,12,11,20,11,20,19,11,0,31,23,7,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,27,0,23,4,27,0,4,31,24,7,6,5,26,7,23,14,17,23,8,23,8,24,7,25,7,22,9,7,25,23,7,8,18,23,8,8,23,5,26,24,6,23,7,0,0,31,22,9,22,8,23,8,22,16,12,22,13,17,23,9,24,7,24,7,14,9,0,31,22,8,22,8,22,8,22,8,23,8,24,8,5,23,14,9,14,9,23,8,23,8,23,7,23,8,22,8,8,9,23,8,13,8,0,26,4,26,7,0,31,0,31,6,31,0,31,0,31,0,31,7,24,27,5,24,8,21,11,19,13,15,16,7,24,0,31,0,31,0,31,20,12,18,15,14,23,15,16,18,12,23,10,0,31,18,10,23,4,0,16,0,31,23,7,26,4,0,24,0,0,31,7,16,0,31,20,7,0,12,20,10,0,31,7,12,15,10,7,16,15,12,0,24,20,4,0,24,18,7,0,16,0,31,19,11,7,10,0,31,15,13,5
19,20,31,8,9,24,6,28,2,31,0,31,10,21,21,10,21,10,10,21,7,25,3,29,0,31,0,31,2,28,0,31,6,24,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,21,0,31,0,31,0,31,0,0,31,0,31,0,10,10,6,21,10,10,8,25,26,5,4,9,22,22,10,22,9,24,7,25,6,26,6,27,5,23,8,21,21,25,6,22,9,25,6,21,9,9,22,26,4,25,5,4,5,26,23,8,24,8,25,7,22,8,22,9,22,8,23,7,25,5,26,5,23,8,5,26,23,8,22,8,24,7,23,7,23,7,25,6,9,10,23,7,23,9,24,7,24,6,24,6,24,7,24,6,22,9,24,6,22,8,5,22,12,18,14,9,25,10,20,12,19,5,26,9,21,11,19,12,18,19,13,17,15,16,16,15,17,14,18,13,19,11,20,10,21,5,26,15,16,14,17,13,18,13,17,14,16,16,15,5,21,14,15,16,12,11,17,4,31,16,14,18,12,11,18,0,0,31,12,17,0,31,15,14,11,16,15,15,10,20,12,16,13,15,13,18,13,16,10,18,15,12,11,19,14,14,10,17,0,26,15,16,12,15,10,20,14,17,3
28,11,31,1,18,27,3,29,1,31,0,31,19,12,29,2,29,2,19,12,4,28,2,30,0,31,0,31,1,29,0,31,3,27,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,29,0,31,0,31,0,31,0,0,31,0,31,0,19,2,3,12,19,2,16,24,25,6,5,17,14,21,11,21,10,23,8,24,7,25,7,26,6,22,9,20,13,24,7,21,10,24,7,20,10,17,14,25,5,24,6,5,6,25,22,9,23,9,24,8,21,9,21,10,21,9,22,8,24,6,25,6,22,9,6,25,22,9,21,9,23,8,22,8,22,8,24,7,17,11,22,8,22,10,23,8,23,7,23,7,23,8,23,7,21,10,23,7,21,9,6,14,13,17,15,7,26,9,22,10,21,4,27,8,23,9,21,10,20,18,14,16,16,15,17,14,18,13,19,11,21,10,22,8,23,4,27,14,17,13,18,12,20,12,18,13,17,15,16,4,23,13,16,15,13,9,18,3,31,15,15,17,13,9,20,0,0,31,10,18,0,31,14,15,9,17,14,16,8,21,10,17,12,16,11,19,12,17,8,20,14,13,10,21,13,15,8,18,0,27,14,17,10,16,8,22,13,18,7
29,9,31,0,21,13,15,25,5,31,0,31,21,9,30,1,30,1,22,10,17,15,6,26,0,31,0,31,5,25,0,31,16,14,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,30,0,31,0,31,0,31,0,0,31,0,31,0,21,1,16,9,22,1,10,23,21,10,9,12,19,17,15,18,14,19,12,20,11,21,11,22,10,19,13,16,17,20,11,17,14,20,11,16,14,12,19,21,9,20,10,6,7,24,18,13,19,12,20,12,18,13,17,14,17,13,19,12,20,10,21,10,18,13,7,24,18,12,18,12,19,12,18,12,19,12,20,11,12,15,18,12,18,13,19,12,19,11,19,11,19,12,19,11,17,13,19,11,17,12,7,19,6,24,9,2,31,5,27,8,24,0,31,3,28,6,25,9,22,25,7,22,10,21,11,20,12,17,14,9,22,6,25,3,28,0,31,20,11,19,13,16,21,17,14,19,11,21,10,0,28,19,10,21,6,6,14,0,31,21,9,24,6,6,22,0,0,31,9,14,0,31,20,9,6,11,20,10,3,25,9,11,17,10,9,14,17,11,3,22,20,6,6,22,19,9,3,14,0,31,20,11,9,10,3,25,17,12,3
20,17,29,10,13,19,11,22,8,31,0,31,13,17,20,10,21,11,14,18,12,20,9,23,0,31,0,31,8,22,0,31,11,19,30,1,30,1,31,0,31,0,31,0,0,0,31,31,0,20,1,31,0,31,0,31,0,0,31,0,31,0,13,10,11,17,14,11,7,27,31,0,0,7,23,11,20,19,12,31,0,31,0,31,0,31,0,31,0,10,23,31,0,11,12,31,0,11,20,8,24,31,0,31,0,3,3,27,31,0,31,0,31,0,31,11,18,19,19,12,31,0,31,0,31,0,19,0,4,28,31,0,31,0,31,0,31,0,31,0,31,0,7,20,19,0,19,0,31,0,31,0,31,0,31,0,31,0,11,0,31,0,19,0,3,23,11,18,16,5,26,5,25,6,25,5,27,5,26,6,25,6,25,19,12,14,17,8,22,6,24,6,24,6,24,5,25,5,25,4,26,7,24,6,24,6,24,6,24,7,24,13,21,5,26,7,23,14,12,6,25,4,28,14,16,19,12,6,25,2,3,29,6,25,2,28,9,17,6,25,8,23,6,26,7,25,7,23,6,24,7,24,6,25,9,12,5,24,7,17,6,25,3,27,6,22,7,23,5,25,6,24,5
31,0,31,0,31,8,22,13,15,31,0,31,31,0,31,0,31,0,31,0,22,8,16,14,0,31,0,31,17,15,0,31,23,9,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,23,0,31,0,4,31,24,6,6,5,26,8,23,12,18,23,8,24,7,24,7,25,6,23,8,7,25,24,7,8,18,24,7,8,23,5,26,24,6,24,6,0,0,31,22,8,23,8,24,8,22,17,12,22,13,18,23,8,24,7,25,7,13,9,0,31,22,8,22,8,23,8,22,8,23,8,24,7,5,23,13,8,12,9,23,8,23,7,23,7,23,8,23,7,8,9,23,7,13,8,0,26,4,26,7,0,31,8,31,12,21,0,31,0,31,9,22,12,18,27,5,24,8,21,11,18,14,15,17,13,19,9,22,0,31,0,31,20,13,17,16,14,18,14,16,17,13,23,10,0,31,17,10,23,4,9,16,0,31,23,7,26,4,9,18,0,0,31,12,16,0,31,20,7,9,13,20,10,0,22,12,13,14,10,13,17,14,13,0,18,20,4,9,19,17,7,0,16,0,31,18,11,12,10,0,22,15,14,7
