@relation 'Sax dominant'

@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMaa numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atLee numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute destClass {2.0,3.0,7.0,6.0,4.0,5.0,1.0}

@data
50,51,40,65,25,74,41,17,28,68,42,53,52,43,76,19,42,53,27,67,76,19,52,43,52,19,42,43,28,53,1.0
69,39,52,86,7,77,24,16,8,87,53,41,70,24,78,17,54,41,8,87,78,17,70,25,70,17,54,25,8,41,6.0
73,37,56,91,2,78,20,15,3,92,57,38,74,21,79,16,57,38,3,92,79,16,74,21,74,16,57,21,3,38,3.0
63,45,48,75,16,79,27,14,18,77,49,46,65,30,80,14,49,46,18,77,80,15,65,29,66,15,49,30,18,46,5.0
73,41,48,79,12,80,20,13,14,81,51,44,74,21,81,14,51,44,14,81,81,14,74,21,74,14,51,21,14,44,7.0
66,50,41,70,23,71,27,22,24,71,43,52,67,28,72,23,43,52,24,71,72,23,67,28,67,23,43,28,24,52,2.0
59,43,50,82,11,73,31,20,12,83,51,44,62,34,74,21,51,44,12,83,74,21,61,33,62,21,51,34,12,44,1.0
55,56,35,78,15,72,35,21,16,79,37,58,58,38,73,22,37,58,16,79,73,22,57,37,58,22,37,38,16,58,4.0
67,51,39,72,21,71,26,22,22,73,42,54,68,27,72,23,41,53,22,73,72,23,68,27,68,23,42,27,22,54,4.0
50,58,33,71,20,72,38,21,22,73,35,60,54,42,73,22,35,60,22,73,73,22,53,41,54,22,35,42,22,60,2.0
58,50,41,79,14,74,34,19,15,80,43,52,60,36,75,20,43,52,15,80,75,20,59,35,60,20,43,36,15,52,5.0
70,38,52,86,7,73,23,20,8,87,55,41,71,24,74,21,54,40,8,87,74,21,71,24,71,21,55,24,8,41,6.0
69,28,65,86,7,73,24,20,8,87,66,29,70,25,74,21,66,29,8,87,74,21,70,25,70,21,66,25,8,29,5.0
65,45,48,84,9,80,26,13,10,85,49,46,67,28,81,14,49,46,10,85,81,14,67,28,67,14,49,28,10,46,5.0
56,51,40,81,12,70,37,23,13,82,42,53,57,38,71,24,42,53,13,82,71,24,57,38,57,24,42,38,13,53,2.0
64,42,51,75,16,79,28,14,18,77,52,43,65,30,80,14,52,43,18,77,80,15,65,29,66,15,52,30,18,43,6.0
56,48,45,81,12,72,35,20,13,82,46,49,58,37,74,22,46,49,13,82,73,21,58,37,58,22,46,37,13,49,1.0
67,53,38,79,12,77,25,16,14,81,40,55,69,27,78,17,40,55,14,81,78,17,68,26,69,17,40,27,14,55,5.0
64,53,35,72,21,68,29,25,22,73,39,57,65,30,69,26,38,56,22,73,69,26,65,30,65,26,39,30,22,57,5.0
68,41,50,78,14,77,25,16,16,80,52,43,69,26,78,17,52,43,15,79,78,17,69,26,69,17,52,26,16,43,7.0
58,52,39,80,13,75,32,18,14,81,40,54,61,34,76,19,41,54,14,81,76,19,60,34,61,19,41,35,14,54,4.0
70,41,49,83,10,74,23,19,11,84,52,44,71,24,75,20,51,43,11,84,75,20,71,24,71,20,52,24,11,44,5.0
62,43,50,78,15,76,29,16,16,79,51,44,63,31,78,17,51,44,16,79,77,17,64,31,64,18,51,31,16,44,5.0
58,54,37,78,15,73,33,20,16,79,39,56,59,35,74,20,39,56,16,79,74,21,60,35,60,21,39,35,16,56,7.0
69,42,49,83,10,80,23,13,11,84,51,44,70,25,81,13,51,44,11,84,81,14,70,24,71,14,51,25,11,44,3.0
68,28,64,84,5,73,25,20,8,87,66,30,69,26,74,21,65,29,8,87,74,21,69,26,69,21,66,26,8,30,4.0
60,43,50,81,12,72,32,21,13,82,51,44,62,34,73,22,51,44,13,82,73,22,61,33,62,22,51,34,13,44,2.0
58,55,36,77,16,76,33,17,17,78,38,57,60,35,77,18,38,57,17,78,77,18,60,35,60,18,38,35,17,57,5.0
73,44,47,80,11,78,20,15,13,82,48,46,74,20,79,16,49,46,13,82,79,16,74,21,74,16,49,21,13,46,5.0
72,23,69,85,7,73,22,21,9,87,71,25,73,23,74,22,70,24,8,86,73,21,72,22,73,22,71,23,9,25,6.0
74,30,58,83,8,75,20,19,10,85,62,34,75,21,76,20,61,33,10,85,75,19,74,20,75,20,62,21,10,34,6.0
61,47,39,80,13,71,30,22,14,81,44,52,63,32,72,23,43,51,14,81,72,23,63,32,63,23,44,32,14,52,7.0
74,39,51,85,8,79,19,14,9,86,54,42,75,20,80,15,53,41,9,86,80,15,75,20,75,15,54,20,9,42,2.0
69,45,48,85,8,80,22,13,9,86,49,46,71,24,81,14,49,46,9,86,81,14,71,24,71,14,49,24,9,46,3.0
58,46,47,81,12,74,32,19,13,82,48,47,61,35,75,20,48,47,13,82,75,20,60,34,61,20,48,35,13,47,4.0
61,42,51,76,15,79,31,14,17,78,52,43,63,33,80,15,52,43,17,78,80,15,62,32,63,15,52,33,17,43,4.0
72,35,54,87,6,78,21,15,7,88,57,38,73,22,79,16,57,38,7,88,79,16,73,22,73,16,57,22,7,38,4.0
75,35,57,84,7,79,18,14,9,86,59,37,76,19,80,15,58,36,9,86,80,15,76,19,76,15,59,19,9,37,3.0
68,29,64,85,8,73,25,20,9,86,65,30,69,26,74,21,65,30,9,86,74,21,69,26,69,21,65,26,9,30,6.0
70,44,46,77,14,77,23,16,16,79,49,47,71,24,78,17,48,46,16,79,78,17,71,24,71,17,49,24,16,47,7.0
73,28,64,85,8,78,20,15,9,86,66,30,73,21,79,15,65,29,9,86,79,16,74,21,74,16,66,21,9,30,5.0
66,42,46,73,18,70,27,23,20,75,50,46,67,28,71,24,49,45,20,75,71,24,67,28,67,24,50,28,20,46,2.0
59,44,49,78,13,80,32,13,15,80,50,45,60,34,81,13,50,45,15,80,81,14,61,34,61,14,50,34,15,45,5.0
62,47,46,74,17,79,30,14,19,76,47,48,63,32,80,14,47,48,19,76,80,15,63,31,64,15,47,32,19,48,4.0
59,58,33,74,19,69,32,24,20,75,35,60,61,34,70,25,35,60,20,75,70,25,61,34,61,25,35,34,20,60,4.0
71,50,42,73,18,78,22,15,20,75,44,52,72,23,79,16,43,51,20,75,79,16,72,23,72,16,44,23,20,52,5.0
55,60,31,72,21,71,35,22,22,73,33,62,58,38,72,23,33,62,22,73,72,23,57,37,58,23,33,38,22,62,5.0
63,43,51,80,13,72,29,21,14,81,52,44,65,31,73,22,51,43,14,81,73,22,64,30,65,22,52,31,14,44,6.0
74,39,51,82,9,77,19,16,11,84,54,42,75,20,78,17,53,41,11,84,78,17,75,20,75,17,54,20,11,42,3.0
67,49,42,71,20,71,26,22,22,73,44,51,68,27,72,23,44,51,22,73,72,23,68,27,68,23,44,27,22,51,2.0
67,43,50,85,8,80,24,13,9,86,51,44,68,26,81,13,51,44,9,86,81,14,69,26,69,14,51,26,9,44,5.0
69,34,57,84,9,74,24,19,10,85,59,36,70,25,75,20,59,36,10,85,75,20,70,25,70,20,59,25,10,36,7.0
68,58,33,74,19,72,25,21,20,75,35,60,69,26,73,22,35,60,20,75,73,22,69,26,69,22,35,26,20,60,5.0
65,39,52,72,17,71,28,22,20,75,54,41,66,29,72,23,54,41,20,75,72,23,66,29,66,23,54,29,20,41,1.0
66,46,47,83,10,76,25,17,11,84,48,47,68,27,77,18,48,47,11,84,77,18,68,27,68,18,48,27,11,47,6.0
63,46,47,72,19,79,29,14,21,74,47,47,65,30,80,15,48,47,21,74,80,15,64,30,65,15,48,31,21,47,4.0
65,37,54,72,18,70,28,23,20,74,56,39,66,29,71,24,56,39,21,75,71,24,66,29,66,24,56,29,20,39,1.0
60,59,32,79,14,72,31,21,15,80,33,61,62,32,73,22,34,61,15,80,73,22,62,33,62,22,34,33,15,61,3.0
72,38,53,87,6,79,21,14,7,88,55,40,73,22,80,15,55,40,7,88,80,15,73,22,73,15,55,22,7,40,5.0
56,56,35,75,18,70,35,23,19,76,37,58,58,37,71,24,37,58,19,76,71,24,58,37,58,24,37,37,19,58,4.0
73,28,64,85,8,78,20,15,9,86,66,30,73,21,79,15,65,29,9,86,79,16,74,21,74,16,66,21,9,30,5.0
65,47,46,72,19,76,25,17,21,74,47,48,68,28,77,18,47,48,21,74,77,18,67,27,68,18,47,28,21,48,6.0
58,43,48,81,12,69,33,24,13,82,50,45,60,35,70,25,50,45,13,82,70,25,60,35,60,25,50,35,13,45,1.0
71,52,39,83,10,77,21,16,11,84,41,54,72,23,78,16,41,54,11,84,78,17,72,22,73,17,41,23,11,54,5.0
68,56,35,78,13,78,22,15,15,80,36,58,71,24,79,16,37,58,15,80,79,16,70,24,71,16,37,25,15,58,5.0
62,49,44,79,14,73,28,20,15,80,45,50,64,31,74,20,45,50,15,80,74,21,64,30,65,21,45,31,15,50,4.0
70,41,51,89,4,78,22,15,5,90,52,43,72,23,79,16,52,42,5,90,79,16,71,23,72,16,53,24,5,43,3.0
64,45,49,85,8,80,27,13,9,86,49,46,66,28,81,14,49,45,9,86,81,14,66,29,66,14,50,29,9,46,5.0
71,50,41,75,16,77,22,16,18,77,42,52,72,22,78,17,43,52,18,77,78,17,72,23,72,17,43,23,18,52,5.0
68,51,41,72,17,72,25,21,20,75,42,52,69,26,73,22,43,53,20,75,73,22,69,26,69,22,42,26,20,52,3.0
66,49,40,70,21,71,27,22,23,72,43,52,67,28,72,23,43,52,23,72,72,23,67,28,67,23,43,28,23,52,7.0
67,46,45,78,15,73,25,20,16,79,47,48,69,27,74,21,47,48,16,79,74,21,68,26,69,21,47,27,16,48,3.0
66,45,46,81,12,76,27,17,13,82,48,47,67,28,77,18,48,47,13,82,77,18,67,28,67,18,48,28,13,47,5.0
70,43,48,78,13,77,23,16,15,80,50,45,70,24,78,16,50,45,15,80,78,17,71,24,71,17,50,24,15,45,7.0
62,43,50,73,18,79,30,14,20,75,50,44,64,31,80,15,51,44,20,75,80,15,63,31,64,15,51,32,20,44,6.0
61,45,48,82,11,80,30,13,12,83,49,46,62,32,81,13,49,46,12,83,81,14,63,32,63,14,49,32,12,46,1.0
68,49,42,77,14,73,24,20,16,79,44,51,70,26,74,21,44,51,16,79,74,21,69,25,70,21,44,26,16,51,6.0
74,32,58,88,5,79,19,14,6,89,61,35,75,20,80,15,60,34,6,89,80,15,75,20,75,15,61,20,6,35,3.0
66,45,48,83,10,81,24,12,10,84,49,45,69,27,82,13,49,46,11,84,82,13,68,26,69,13,49,27,11,46,3.0
67,47,43,73,20,71,25,22,21,74,46,50,69,27,72,23,45,49,21,74,72,23,68,26,69,23,46,27,21,50,6.0
70,38,53,78,13,72,24,22,15,80,55,40,71,25,73,23,55,40,15,80,72,22,70,24,71,23,55,25,15,40,5.0
56,55,36,72,21,72,35,21,22,73,38,57,58,37,73,22,38,57,22,73,73,22,58,37,58,22,38,37,22,57,3.0
59,47,46,79,14,73,31,20,15,80,47,48,62,34,74,21,47,48,15,80,74,21,61,33,62,21,47,34,15,48,1.0
63,52,38,77,16,70,28,23,17,78,41,55,65,30,71,24,40,54,17,78,71,24,65,30,65,24,41,30,17,55,7.0
66,42,49,75,14,70,27,23,17,78,51,44,67,28,71,24,51,44,17,78,71,24,67,28,67,24,51,28,17,44,2.0
66,40,50,80,13,73,27,20,14,81,53,43,67,28,74,21,52,42,14,81,74,21,67,28,67,21,53,28,14,43,1.0
47,53,38,65,25,74,44,17,28,68,40,55,48,46,76,18,40,55,27,67,76,19,49,46,49,19,40,46,28,55,1.0
65,44,49,82,11,77,27,13,12,83,49,45,67,28,80,16,50,45,12,83,79,15,66,28,67,16,50,29,12,45,1.0
61,43,50,80,13,70,30,23,14,81,51,44,63,32,71,24,51,44,14,81,71,24,63,32,63,24,51,32,14,44,1.0
70,41,49,83,10,74,23,19,11,84,52,44,71,24,75,20,51,43,11,84,75,20,71,24,71,20,52,24,11,44,5.0
73,45,44,77,16,80,20,13,17,78,47,48,74,21,81,14,47,48,17,78,81,14,74,21,74,14,47,21,17,48,2.0
77,42,49,88,5,78,17,16,6,89,51,44,78,18,79,17,51,44,6,89,78,16,77,17,78,17,51,18,6,44,3.0
70,45,47,72,20,73,24,21,22,74,49,47,71,25,74,22,48,46,21,73,73,21,70,24,71,22,49,25,22,47,3.0
68,29,64,87,6,72,25,21,7,88,65,30,68,26,73,21,65,30,7,88,73,22,69,26,69,22,65,26,7,30,7.0
59,52,38,75,18,72,32,21,19,76,41,55,61,34,73,22,40,54,19,76,73,22,61,34,61,22,41,34,19,55,5.0
68,31,59,86,7,72,26,21,8,87,61,34,69,26,73,22,61,33,8,87,73,22,68,26,69,22,62,27,8,34,6.0
74,39,51,85,8,79,19,14,9,86,54,42,75,20,80,15,53,41,9,86,80,15,75,20,75,15,54,20,9,42,2.0
69,46,47,83,10,76,24,17,11,84,48,47,70,25,77,18,48,47,11,84,77,18,70,25,70,18,48,25,11,47,6.0
71,36,55,91,2,77,22,16,3,92,57,38,72,23,78,17,57,38,3,92,78,17,72,23,72,17,57,23,3,38,2.0
67,41,50,80,13,70,26,23,14,81,52,43,68,27,71,24,52,43,14,81,71,24,68,27,68,24,52,27,14,43,7.0
58,44,49,81,12,72,34,21,13,82,50,45,60,36,73,22,50,45,13,82,73,22,59,35,60,22,50,36,13,45,5.0
77,54,37,82,11,85,16,9,12,83,39,56,78,17,86,10,39,56,12,83,85,9,78,17,78,10,39,17,12,56,1.0
67,56,35,74,17,72,26,21,19,76,37,58,68,27,73,22,37,58,19,76,73,22,68,27,68,22,37,27,19,58,3.0
67,39,52,84,8,78,24,15,10,86,54,41,69,26,79,16,54,41,9,85,79,16,69,26,69,16,54,26,10,41,2.0
64,43,50,86,7,79,28,14,8,87,50,44,66,29,80,15,51,44,8,87,80,15,65,29,66,15,51,30,8,44,6.0
68,55,35,74,19,72,25,21,20,75,38,58,69,26,73,22,37,57,20,75,73,22,69,26,69,22,38,26,20,58,6.0
65,47,46,74,17,77,25,16,19,76,47,48,68,28,78,17,47,48,19,76,78,17,67,27,68,17,47,28,19,48,6.0
74,41,50,81,11,79,19,14,13,83,52,43,75,20,80,15,52,43,12,82,80,15,75,20,75,15,52,20,13,43,5.0
66,47,43,72,19,71,26,22,21,74,46,50,68,28,72,23,45,49,21,74,72,23,67,27,68,23,46,28,21,50,5.0
72,46,44,79,12,77,21,16,14,81,47,49,73,22,78,17,46,48,14,81,78,17,73,22,73,17,47,22,14,49,3.0
62,47,46,80,13,73,29,20,14,81,47,48,64,31,74,21,47,48,14,81,74,21,64,31,64,21,47,31,14,48,1.0
61,46,46,82,11,81,30,12,12,83,47,47,63,32,82,13,48,48,12,83,82,13,63,32,63,13,47,32,12,47,2.0
67,48,43,72,16,70,26,23,20,76,45,50,68,27,71,24,45,50,19,75,71,24,68,27,68,24,45,27,20,50,7.0
63,55,36,67,24,71,29,22,26,69,38,57,65,31,72,23,38,57,26,69,72,23,64,30,65,23,38,31,26,57,2.0
66,32,61,76,15,71,27,22,17,78,62,33,67,28,72,23,62,33,17,78,72,23,67,28,67,23,62,28,17,33,1.0
69,31,61,86,7,73,24,20,8,87,63,33,70,25,74,21,62,32,8,87,74,21,70,25,70,21,63,25,8,33,5.0
62,45,48,84,9,80,29,13,10,85,49,46,64,31,81,14,49,46,10,85,81,14,64,31,64,14,49,31,10,46,5.0
70,32,60,79,12,77,23,16,14,81,62,34,70,24,78,16,61,33,14,81,78,17,71,24,71,17,62,24,14,34,7.0
72,40,52,85,8,73,22,21,9,86,54,42,73,23,74,22,53,41,9,86,73,21,72,22,73,22,54,23,9,42,5.0
74,28,63,82,11,83,19,11,12,83,65,30,75,20,84,12,65,30,12,83,83,11,75,20,75,12,65,20,12,30,1.0
63,45,48,75,16,79,27,14,18,77,49,46,65,30,80,14,49,46,18,77,80,15,65,29,66,15,49,30,18,46,5.0
69,34,56,82,9,73,24,20,11,84,59,37,70,25,74,21,58,36,11,84,74,21,70,25,70,21,59,25,11,37,5.0
60,55,36,79,14,72,30,21,15,80,38,57,63,33,73,22,38,57,15,80,73,22,62,32,63,22,38,33,15,57,5.0
72,24,70,85,6,73,22,21,8,87,71,25,73,23,74,22,70,24,8,87,73,21,72,22,73,22,71,23,8,25,3.0
68,33,58,85,8,72,25,21,9,86,60,35,69,26,73,22,60,35,9,86,73,22,69,26,69,22,60,26,9,35,7.0
68,53,38,69,22,77,25,16,24,71,40,55,69,26,78,17,40,55,24,71,78,17,69,26,69,17,40,26,24,55,6.0
73,45,44,78,13,77,19,16,15,80,47,48,74,21,78,16,47,48,15,80,78,17,74,20,75,17,47,21,15,48,2.0
71,51,40,81,12,83,22,11,13,82,42,53,72,23,84,12,42,53,13,82,83,11,72,23,72,12,42,23,13,53,3.0
65,47,44,81,12,70,28,24,13,82,46,49,65,29,71,24,46,49,13,82,70,24,66,29,66,25,46,29,13,49,5.0
73,45,45,75,16,78,19,15,18,77,48,48,75,21,79,16,47,47,18,77,79,16,74,20,75,16,48,21,18,48,3.0
54,57,34,72,21,73,37,20,22,73,36,59,56,39,74,21,36,59,22,73,74,21,56,39,56,21,36,39,22,59,4.0
62,46,47,80,13,80,29,13,14,81,48,47,64,31,81,14,48,47,14,81,81,14,64,31,64,14,48,31,14,47,3.0
64,44,50,79,12,80,28,13,14,81,51,45,65,30,81,13,50,44,14,81,81,14,65,29,66,14,51,30,14,45,5.0
74,44,45,80,11,77,19,16,13,82,48,47,74,20,78,16,48,47,13,82,78,17,75,20,75,17,48,20,13,47,3.0
73,37,54,89,4,77,20,16,5,90,56,39,74,21,78,17,56,39,5,90,78,17,74,21,74,17,56,21,5,39,3.0
68,38,52,77,14,74,25,19,16,79,55,41,69,26,75,20,54,40,16,79,75,20,69,26,69,20,55,26,16,41,6.0
63,57,34,80,13,72,28,21,14,81,36,59,65,30,73,22,36,59,14,81,73,22,65,30,65,22,36,30,14,59,3.0
61,45,49,82,11,81,29,12,12,83,50,46,63,32,82,12,49,45,12,83,82,13,63,31,64,13,50,32,12,46,3.0
72,38,54,80,13,74,22,20,14,81,56,40,73,23,75,21,55,39,14,81,74,20,72,22,73,21,56,23,14,40,2.0
49,51,40,72,19,72,43,20,21,74,42,53,51,45,74,22,42,53,21,74,73,21,50,44,51,22,42,45,21,53,2.0
82,50,38,77,14,84,12,10,16,79,42,54,83,13,85,11,41,53,16,79,84,10,82,12,83,11,42,13,16,54,2.0
69,48,43,77,14,76,24,17,16,79,45,50,70,25,77,18,45,50,16,79,77,18,70,25,70,18,45,25,16,50,6.0
67,49,42,81,12,74,26,19,13,82,44,51,67,27,75,19,44,51,13,82,75,20,68,27,68,20,44,27,13,51,4.0
68,43,50,84,9,79,24,14,10,85,51,44,69,26,80,14,51,44,10,85,80,15,69,25,70,15,51,26,10,44,4.0
59,55,36,79,14,70,32,23,15,80,38,57,61,34,71,24,38,57,15,80,71,24,61,34,61,24,38,34,15,57,2.0
65,51,39,81,12,72,26,21,13,82,42,54,67,28,73,22,41,53,13,82,73,22,67,28,67,22,42,28,13,54,7.0
65,46,48,76,15,79,27,14,17,78,49,47,67,29,80,15,48,46,17,78,80,15,66,28,67,15,49,29,17,47,4.0
60,59,32,79,14,70,32,23,15,80,33,61,62,33,71,24,34,61,15,80,71,24,61,33,62,24,34,34,15,61,2.0
56,44,49,81,12,73,35,20,13,82,49,45,58,36,74,21,50,45,13,82,74,21,58,37,58,21,50,37,13,45,5.0
73,35,56,88,5,77,20,16,6,89,58,37,73,21,78,16,58,37,6,89,78,17,74,21,74,17,58,21,6,37,5.0
64,54,37,79,14,75,30,18,15,80,38,56,65,30,76,19,39,56,15,80,76,19,64,30,65,19,39,31,15,56,5.0
69,29,63,88,5,73,24,20,6,89,65,31,70,25,74,21,64,30,6,89,74,21,70,25,70,21,65,25,6,31,3.0
59,52,39,80,13,74,31,19,14,81,41,54,62,34,75,20,41,54,14,81,75,20,61,33,62,20,41,34,14,54,4.0
70,34,56,86,7,78,23,15,8,87,59,37,70,24,79,15,58,36,8,87,79,16,71,24,71,16,59,24,8,37,6.0
70,37,53,79,12,74,23,19,14,81,56,40,71,24,75,20,55,39,14,81,75,20,71,24,71,20,56,24,14,40,3.0
56,57,34,79,14,73,32,20,15,80,36,59,59,36,74,20,36,59,15,80,74,21,59,35,60,21,36,36,15,59,3.0
69,37,54,81,10,77,24,16,12,83,56,39,70,25,78,17,56,39,12,83,78,17,70,25,70,17,56,25,12,39,7.0
67,36,54,82,9,77,26,16,11,84,56,39,68,26,78,17,56,38,11,84,78,17,68,27,68,17,57,27,11,39,7.0
67,69,22,78,15,73,25,20,16,79,24,71,69,27,74,21,24,71,16,79,74,21,68,26,69,21,24,27,16,71,6.0
76,39,50,90,3,80,17,13,4,91,53,42,77,18,81,14,53,42,4,91,81,14,77,18,77,14,53,18,4,42,2.0
63,47,46,73,18,81,28,12,20,75,47,48,65,30,82,13,47,48,20,75,82,13,65,30,65,13,47,30,20,48,6.0
74,22,72,86,7,75,20,19,8,87,73,23,75,21,76,20,72,22,8,87,75,19,74,20,75,20,73,21,8,23,6.0
62,42,51,84,9,79,29,14,10,85,52,43,63,31,80,14,52,43,10,85,80,15,64,31,64,15,52,31,10,43,6.0
58,49,44,78,15,73,33,20,16,79,45,50,60,35,74,21,45,50,16,79,74,21,60,35,60,21,45,35,16,50,1.0
69,43,48,77,14,72,24,21,16,79,50,45,70,25,73,22,50,45,16,79,73,22,70,25,70,22,50,25,16,45,4.0
53,45,48,81,12,74,38,19,13,82,49,46,55,40,75,20,49,46,13,82,75,20,55,40,55,20,49,40,13,46,5.0
67,37,53,77,14,76,26,17,16,79,55,40,68,26,77,18,55,39,16,79,77,18,68,27,68,18,56,27,16,40,7.0
59,52,39,75,16,70,31,23,18,77,41,54,62,34,71,24,41,54,18,77,71,24,61,33,62,24,41,34,18,54,2.0
61,46,48,85,8,80,31,11,9,86,49,47,63,33,82,13,48,46,9,86,82,13,62,32,63,13,49,33,9,47,1.0
70,50,41,75,16,77,22,16,18,77,43,52,72,24,78,17,43,52,18,77,78,17,71,23,72,17,43,24,18,52,5.0
77,56,35,81,12,83,16,11,13,82,37,58,78,17,84,12,37,58,13,82,83,11,78,17,78,12,37,17,13,58,2.0
60,45,49,74,17,82,31,11,19,76,50,46,62,33,83,12,49,45,19,76,83,12,62,33,62,12,50,33,19,46,6.0
69,45,46,71,18,72,24,21,21,74,48,47,70,25,73,22,48,47,21,74,73,22,70,25,70,22,48,25,21,47,2.0
59,61,30,81,12,70,31,23,13,82,32,63,61,34,71,23,32,63,13,82,71,24,61,33,62,24,32,34,13,63,3.0
68,49,41,78,15,71,25,22,16,79,44,52,69,26,72,23,43,51,16,79,72,23,69,26,69,23,44,26,16,52,7.0
54,43,50,72,19,79,38,14,21,74,50,44,56,39,80,15,51,44,21,74,80,15,55,39,56,15,51,40,21,44,4.0
62,51,40,71,22,72,28,21,23,72,42,53,65,31,73,22,42,53,23,72,73,22,64,30,65,22,42,31,23,53,2.0
67,50,41,73,18,76,25,17,20,75,43,52,69,27,77,18,43,52,20,75,77,18,68,26,69,18,43,27,20,52,6.0
46,52,39,65,26,73,45,20,28,67,41,54,48,47,74,21,41,54,28,67,74,21,48,47,48,21,41,47,28,54,3.0
62,44,49,80,13,72,28,21,14,81,50,45,65,31,73,22,50,45,14,81,73,22,64,30,65,22,50,31,14,45,1.0
69,41,53,85,8,77,24,16,9,86,53,42,70,24,78,17,53,41,9,86,78,17,70,25,70,17,54,25,9,42,6.0
71,49,41,72,19,75,21,18,21,74,44,52,73,23,76,19,43,51,21,74,76,19,72,22,73,19,44,23,21,52,2.0
60,53,38,81,12,72,31,21,13,82,40,55,61,33,73,21,40,55,13,82,73,22,62,33,62,22,40,33,13,55,2.0
66,52,38,79,14,71,27,22,15,80,41,55,67,28,72,23,40,54,15,80,72,23,67,28,67,23,41,28,15,55,6.0
56,45,48,76,15,80,36,13,17,78,49,46,58,38,81,14,49,46,17,78,81,14,57,37,58,14,49,38,17,46,2.0
60,43,50,82,11,71,31,22,12,83,50,44,62,32,72,23,51,44,12,83,72,23,62,33,62,23,51,33,12,44,1.0
58,45,45,75,18,71,33,22,19,76,48,48,60,35,72,23,47,47,19,76,72,23,60,35,60,23,48,35,19,48,3.0
72,66,27,79,14,78,21,15,15,80,28,67,73,22,79,16,28,67,15,80,79,16,73,22,73,16,28,22,15,67,1.0
76,33,58,84,9,77,18,17,10,85,60,35,77,19,78,18,60,35,10,85,77,17,76,18,77,18,60,19,10,35,6.0
65,49,40,79,14,70,27,23,15,80,43,52,67,29,71,24,43,52,15,80,71,24,66,28,67,24,43,29,15,52,4.0
65,46,47,83,10,80,26,13,11,84,48,47,66,28,81,13,48,47,11,84,81,14,67,28,67,14,48,28,11,47,3.0
67,48,43,68,20,71,26,22,24,72,45,50,68,27,72,23,45,50,23,71,72,23,68,27,68,23,45,27,24,50,2.0
68,45,46,77,13,72,25,21,16,80,48,47,69,26,73,22,48,47,15,79,73,22,69,26,69,22,48,26,16,47,1.0
67,29,63,86,7,71,26,22,8,87,65,31,68,27,72,23,64,30,8,87,72,23,68,27,68,23,65,27,8,31,4.0
72,43,50,80,11,77,21,16,13,82,51,44,72,22,78,16,51,44,13,82,78,17,73,22,73,17,51,22,13,44,3.0
58,45,48,79,14,71,33,22,15,80,49,46,60,35,72,23,49,46,15,80,72,23,60,35,60,23,49,35,15,46,3.0
68,35,55,85,6,77,25,16,8,87,58,38,68,26,78,16,57,37,8,87,78,17,69,26,69,17,58,26,8,38,7.0
61,42,51,81,12,81,31,12,13,82,52,43,63,33,82,13,52,43,13,82,82,13,62,32,63,13,52,33,13,43,2.0
65,45,46,69,21,70,28,23,24,72,48,47,66,29,71,24,48,47,23,71,71,24,66,29,66,24,48,29,24,47,2.0
71,56,35,76,15,78,21,15,17,78,37,58,72,23,79,15,37,58,17,78,79,16,72,22,73,16,37,23,17,58,5.0
60,59,32,75,16,74,32,19,18,77,33,61,62,33,75,20,34,61,18,77,75,20,61,33,62,20,34,34,18,61,3.0
66,49,42,77,16,71,27,22,17,78,43,51,67,27,72,23,44,51,17,78,72,23,67,28,67,23,44,28,17,51,6.0
68,28,64,83,10,72,25,21,11,84,65,30,69,25,73,22,65,29,11,84,73,22,69,26,69,22,66,26,11,30,7.0
68,34,57,82,11,72,25,21,12,83,59,36,69,26,73,22,59,36,12,83,73,22,69,26,69,22,59,26,12,36,4.0
66,40,50,80,13,73,27,20,14,81,53,43,67,28,74,21,52,42,14,81,74,21,67,28,67,21,53,28,14,43,1.0
62,47,46,84,9,81,29,11,10,85,47,48,64,31,83,13,47,48,10,85,82,12,64,31,64,13,47,31,10,48,1.0
71,41,48,79,12,75,22,18,14,81,51,44,72,23,76,19,51,44,14,81,76,19,72,23,72,19,51,23,14,44,4.0
74,42,47,86,7,77,19,16,8,87,50,45,74,20,78,16,50,45,8,87,78,17,75,20,75,17,50,20,8,45,3.0
73,46,43,86,7,78,19,15,8,87,45,49,75,20,79,16,46,49,8,87,79,16,74,20,75,16,46,21,8,49,3.0
66,43,50,84,9,81,26,12,10,85,50,44,68,27,82,13,51,44,10,85,82,13,67,27,68,13,51,28,10,44,6.0
61,59,32,79,14,72,29,21,15,80,34,61,64,32,73,22,34,61,15,80,73,22,63,31,64,22,34,32,15,61,2.0
