@relation 'Sax dominant'

@attribute o1atMaa numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atLcc numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute destClass {1,2}

@data
31,53,61,37,32,63,56,39,55,39,32,62,33,40,1.0
29,60,65,30,30,66,63,33,62,32,29,65,30,33,1.0
30,59,60,29,33,63,63,33,62,32,32,62,33,33,2.0
29,61,65,29,30,66,64,32,63,31,29,65,30,32,2.0
29,63,65,27,30,66,66,30,65,29,29,65,30,30,1.0
25,63,65,27,28,68,66,30,65,29,27,67,28,30,2.0
21,78,71,14,22,73,80,15,79,15,22,72,23,16,2.0
29,59,65,31,30,66,62,34,61,33,29,65,30,34,1.0
32,49,62,41,33,63,52,44,51,43,32,62,33,44,2.0
29,66,65,22,30,66,70,26,69,25,29,65,30,26,2.0
27,59,65,31,29,67,62,34,61,33,28,66,29,34,1.0
32,57,62,35,33,63,59,37,58,36,32,62,33,37,2.0
32,60,60,30,34,62,63,33,62,32,33,61,34,33,1.0
32,67,62,23,33,63,70,26,69,25,32,62,33,26,2.0
32,58,62,34,33,63,60,36,59,35,32,62,33,36,2.0
31,52,61,38,32,63,55,40,54,40,32,62,33,41,2.0
29,46,65,46,30,66,48,48,47,47,29,65,30,48,1.0
29,56,65,34,30,66,59,37,58,36,29,65,30,37,1.0
28,61,64,29,30,66,64,32,63,31,29,65,30,32,1.0
32,52,62,38,33,63,55,41,54,40,32,62,33,41,1.0
32,57,56,35,35,60,59,36,58,36,35,59,36,37,2.0
31,66,61,24,33,63,69,27,68,26,32,62,33,27,1.0
29,57,65,33,30,66,60,36,59,35,29,65,30,36,1.0
28,60,64,30,30,66,63,33,62,32,29,65,30,33,2.0
28,56,64,34,30,66,59,37,58,36,29,65,30,37,1.0
31,54,61,36,32,63,57,38,56,38,32,62,33,39,1.0
29,61,65,27,30,66,65,31,64,30,29,65,30,31,1.0
29,56,65,34,30,66,59,37,58,36,29,65,30,37,1.0
32,52,62,38,33,63,55,41,54,40,32,62,33,41,2.0
31,59,61,31,32,63,62,33,61,33,32,62,33,34,1.0
34,57,56,35,37,59,59,37,58,36,36,58,37,37,2.0
32,56,62,34,33,63,59,37,58,36,32,62,33,37,2.0
29,58,65,30,30,66,62,34,61,33,29,65,30,34,1.0
29,63,65,27,30,66,66,30,65,29,29,65,30,30,1.0
29,61,65,29,30,66,64,32,63,31,29,65,30,32,1.0
25,62,67,28,27,69,65,31,64,30,26,68,27,31,1.0
32,56,62,32,33,63,60,36,59,35,32,62,33,36,1.0
31,63,61,27,32,63,66,29,65,29,32,62,33,30,1.0
31,56,61,34,32,63,59,36,58,36,32,62,33,37,1.0
32,45,62,45,33,63,48,48,47,47,32,62,33,48,2.0
29,53,65,35,30,66,57,39,56,38,29,65,30,39,2.0
29,58,65,32,30,66,61,35,60,34,29,65,30,35,1.0
29,51,65,35,30,66,56,40,55,39,29,65,30,40,1.0
25,66,67,24,27,69,69,27,68,26,26,68,27,27,1.0
28,69,64,23,30,66,71,25,70,24,29,65,30,25,2.0
25,61,67,29,27,69,64,32,63,31,26,68,27,32,1.0
29,57,65,35,30,66,59,37,58,36,29,65,30,37,2.0
32,59,60,31,34,62,62,34,61,33,33,61,34,34,1.0
27,60,65,30,29,67,63,33,62,32,28,66,29,33,1.0
28,63,64,27,30,66,66,30,65,29,29,65,30,30,1.0
29,60,65,30,30,66,63,33,62,32,29,65,30,33,1.0
35,68,57,24,37,59,70,26,69,25,36,58,37,26,2.0
29,56,65,32,30,66,60,36,59,35,29,65,30,36,1.0
32,61,62,29,33,63,64,32,63,31,32,62,33,32,2.0
29,57,65,33,30,66,60,36,59,35,29,65,30,36,1.0
29,57,65,31,30,66,61,35,60,34,29,65,30,35,2.0
32,57,62,35,33,63,59,37,58,36,32,62,33,37,2.0
31,63,61,27,32,63,66,29,65,29,32,62,33,30,1.0
39,64,51,26,41,54,67,28,66,28,41,53,42,29,2.0
29,56,65,34,30,66,59,37,58,36,29,65,30,37,1.0
27,61,63,29,29,66,64,31,63,31,29,65,30,32,2.0
20,75,72,17,22,74,77,19,76,18,21,73,22,19,2.0
29,63,65,27,30,66,66,30,65,29,29,65,30,30,1.0
31,56,61,34,32,63,59,36,58,36,32,62,33,37,1.0
29,60,65,30,30,66,63,33,62,32,29,65,30,33,1.0
29,60,65,30,30,66,63,33,62,32,29,65,30,33,1.0
31,59,61,31,32,63,62,33,61,33,32,62,33,34,1.0
29,53,65,37,30,66,56,40,55,39,29,65,30,40,1.0
29,56,65,34,30,66,59,37,58,36,29,65,30,37,1.0
29,58,65,28,30,66,63,33,62,32,29,65,30,33,2.0
31,71,61,21,33,63,73,23,72,22,32,62,33,23,1.0
28,54,64,38,30,66,56,40,55,39,29,65,30,40,2.0
30,71,60,21,33,63,73,23,72,22,32,62,33,23,2.0
32,59,62,31,33,63,62,34,61,33,32,62,33,34,2.0
29,46,65,44,30,66,49,47,48,46,29,65,30,47,1.0
25,63,65,27,28,68,66,30,65,29,27,67,28,30,2.0
26,63,64,27,29,67,66,30,65,29,28,66,29,30,2.0
33,60,57,30,36,60,63,33,62,32,35,59,36,33,1.0
29,60,65,30,30,66,63,33,62,32,29,65,30,33,1.0
29,54,65,36,30,66,57,39,56,38,29,65,30,39,1.0
27,71,65,19,29,67,74,22,73,21,28,66,29,22,2.0
29,55,65,35,30,66,58,38,57,37,29,65,30,38,2.0
29,60,65,30,30,66,63,33,62,32,29,65,30,33,1.0
30,61,60,31,33,63,63,33,62,32,32,62,33,33,2.0
37,64,53,26,40,56,67,29,66,28,39,55,40,29,1.0
28,64,64,26,29,66,67,28,66,28,29,65,30,29,2.0
29,51,65,37,30,66,55,41,54,40,29,65,30,41,2.0
31,67,61,23,33,63,70,26,69,25,32,62,33,26,1.0
29,63,65,27,30,66,66,30,65,29,29,65,30,30,2.0
29,72,61,18,31,64,75,20,74,20,31,63,32,21,2.0
26,61,64,29,28,67,64,31,63,31,28,66,29,32,1.0
32,48,62,42,33,63,51,45,50,44,32,62,33,45,1.0
29,52,65,38,30,66,55,41,54,40,29,65,30,41,1.0
29,56,65,32,30,66,60,36,59,35,29,65,30,36,2.0
32,62,62,28,33,63,65,31,64,30,32,62,33,31,1.0
31,62,61,30,33,63,64,32,63,31,32,62,33,32,2.0
29,63,65,25,30,66,67,29,66,28,29,65,30,29,2.0
28,57,64,33,30,66,60,36,59,35,29,65,30,36,2.0
34,71,56,21,37,59,73,23,72,22,36,58,37,23,2.0
29,60,63,30,31,65,63,33,62,32,30,64,31,33,1.0
33,72,55,18,36,59,75,20,74,20,36,58,37,21,2.0
32,57,62,35,33,63,59,37,58,36,32,62,33,37,2.0
29,60,65,30,30,66,63,33,62,32,29,65,30,33,1.0
32,62,62,28,33,63,65,31,64,30,32,62,33,31,1.0
32,56,62,34,33,63,59,37,58,36,32,62,33,37,2.0
25,64,67,28,27,69,66,30,65,29,26,68,27,30,2.0
29,67,65,23,30,66,70,26,69,25,29,65,30,26,1.0
31,58,61,32,32,63,61,34,60,34,32,62,33,35,1.0
32,57,62,35,33,63,59,37,58,36,32,62,33,37,2.0
32,63,62,27,33,63,66,30,65,29,32,62,33,30,1.0
38,75,50,17,40,54,77,17,76,18,41,53,42,19,2.0
27,69,65,21,29,67,72,24,71,23,28,66,29,24,2.0
30,64,60,26,32,63,67,28,66,28,32,62,33,29,2.0
24,74,68,18,26,70,76,20,75,19,25,69,26,20,2.0
32,57,60,33,34,62,60,36,59,35,33,61,34,36,1.0
33,68,57,22,35,60,71,24,70,24,35,59,36,25,2.0
29,60,65,30,30,66,63,33,62,32,29,65,30,33,1.0
32,56,62,34,33,63,59,37,58,36,32,62,33,37,2.0
32,57,62,35,33,63,59,37,58,36,32,62,33,37,2.0
29,58,65,30,30,66,62,34,61,33,29,65,30,34,2.0
29,55,65,33,30,66,59,37,58,36,29,65,30,37,2.0
30,57,62,33,31,64,60,35,59,35,31,63,32,36,1.0
29,57,65,33,30,66,60,36,59,35,29,65,30,36,1.0
42,58,48,32,44,51,61,34,60,34,44,50,45,35,2.0
32,66,62,24,33,63,69,27,68,26,32,62,33,27,1.0
28,58,64,28,30,66,63,33,62,32,29,65,30,33,2.0
29,59,65,31,30,66,62,34,61,33,29,65,30,34,1.0
32,57,62,35,33,63,59,37,58,36,32,62,33,37,2.0
24,68,68,22,26,70,71,25,70,24,25,69,26,25,2.0
29,55,65,35,30,66,58,38,57,37,29,65,30,38,1.0
31,60,61,30,32,63,63,32,62,32,32,62,33,33,1.0
28,54,64,38,30,66,56,40,55,39,29,65,30,40,2.0
29,64,65,26,30,66,67,29,66,28,29,65,30,29,1.0
29,59,65,31,30,66,62,34,61,33,29,65,30,34,1.0
29,52,65,38,30,66,55,41,54,40,29,65,30,41,1.0
29,65,65,23,30,66,69,27,68,26,29,65,30,27,2.0
38,71,52,21,41,55,73,23,72,22,40,54,41,23,1.0
29,57,65,31,30,66,61,35,60,34,29,65,30,35,2.0
31,56,61,34,32,63,59,36,58,36,32,62,33,37,1.0
23,75,63,17,27,68,77,18,76,18,27,67,28,19,2.0
32,48,62,42,33,63,51,45,50,44,32,62,33,45,2.0
32,62,62,28,33,63,65,31,64,30,32,62,33,31,2.0
31,63,61,27,32,63,66,29,65,29,32,62,33,30,1.0
32,63,62,29,33,63,65,31,64,30,32,62,33,31,2.0
31,63,61,27,33,63,66,30,65,29,32,62,33,30,1.0
32,54,62,34,33,63,58,38,57,37,32,62,33,38,2.0
29,49,65,43,30,66,51,45,50,44,29,65,30,45,1.0
28,59,64,31,29,66,62,33,61,33,29,65,30,34,1.0
32,56,62,36,33,63,58,38,57,37,32,62,33,38,2.0
25,57,67,33,27,69,60,36,59,35,26,68,27,36,1.0
32,57,62,35,33,63,59,37,58,36,32,62,33,37,2.0
29,66,65,24,30,66,69,27,68,26,29,65,30,27,1.0
28,62,64,28,30,66,65,31,64,30,29,65,30,31,2.0
29,59,65,31,30,66,62,34,61,33,29,65,30,34,2.0
32,60,62,32,33,63,62,34,61,33,32,62,33,34,2.0
34,63,58,27,35,60,66,29,65,29,35,59,36,30,2.0
30,60,60,32,33,63,62,34,61,33,32,62,33,34,2.0
31,59,61,31,32,63,62,33,61,33,32,62,33,34,1.0
38,69,52,25,40,55,70,25,69,25,40,54,41,26,1.0
32,54,62,38,33,63,56,40,55,39,32,62,33,40,2.0
32,57,62,35,33,63,59,37,58,36,32,62,33,37,2.0
31,59,61,31,32,63,62,33,61,33,32,62,33,34,1.0
32,56,62,36,33,63,58,38,57,37,32,62,33,38,2.0
21,67,71,21,22,73,71,24,70,24,22,72,23,25,2.0
25,63,67,27,27,69,66,30,65,29,26,68,27,30,1.0
25,60,67,30,27,69,63,33,62,32,26,68,27,33,1.0
28,57,64,35,30,66,59,37,58,36,29,65,30,37,2.0
32,64,62,26,33,63,67,29,66,28,32,62,33,29,2.0
32,60,62,32,33,63,62,34,61,33,32,62,33,34,2.0
29,59,65,31,30,66,62,34,61,33,29,65,30,34,1.0
31,61,61,31,33,63,63,33,62,32,32,62,33,33,1.0
32,54,62,38,33,63,56,40,55,39,32,62,33,40,2.0
31,62,61,28,33,63,65,31,64,30,32,62,33,31,1.0
26,70,64,20,29,67,73,23,72,22,28,66,29,23,2.0
32,62,62,24,33,63,67,29,66,28,32,62,33,29,2.0
31,53,61,37,32,63,56,39,55,39,32,62,33,40,1.0
34,68,56,24,37,59,70,26,69,25,36,58,37,26,2.0
31,61,61,31,33,63,63,33,62,32,32,62,33,33,2.0
25,58,67,32,27,69,61,35,60,34,26,68,27,35,2.0
29,57,65,31,30,66,61,35,60,34,29,65,30,35,1.0
29,56,65,32,30,66,60,36,59,35,29,65,30,36,1.0
28,57,64,35,30,66,59,37,58,36,29,65,30,37,2.0
28,57,64,35,30,66,59,37,58,36,29,65,30,37,2.0
32,58,62,34,33,63,60,36,59,35,32,62,33,36,2.0
32,57,62,35,33,63,59,37,58,36,32,62,33,37,2.0
31,52,61,38,32,63,55,40,54,40,32,62,33,41,1.0
32,60,62,30,33,63,63,33,62,32,32,62,33,33,2.0
31,57,61,33,32,63,60,35,59,35,32,62,33,36,1.0
32,56,62,36,33,63,58,38,57,37,32,62,33,38,2.0
37,73,53,21,40,56,74,22,73,21,39,55,40,22,1.0
31,63,61,27,32,63,66,29,65,29,32,62,33,30,1.0
29,60,65,30,30,66,63,33,62,32,29,65,30,33,1.0
32,57,62,35,33,63,59,37,58,36,32,62,33,37,2.0
32,55,62,33,33,63,59,37,58,36,32,62,33,37,2.0
32,57,62,35,33,63,59,37,58,36,32,62,33,37,2.0
29,59,65,31,30,66,62,34,61,33,29,65,30,34,1.0
32,58,62,34,33,63,60,36,59,35,32,62,33,36,2.0
30,73,60,19,33,63,75,21,74,20,32,62,33,21,2.0
31,67,59,23,33,62,70,25,69,25,33,61,34,26,2.0
32,57,62,35,33,63,59,37,58,36,32,62,33,37,2.0
29,63,65,27,30,66,66,30,65,29,29,65,30,30,1.0
24,71,68,19,25,70,74,21,73,21,25,69,26,22,2.0
32,57,62,35,33,63,59,37,58,36,32,62,33,37,2.0
34,63,56,27,37,59,66,30,65,29,36,58,37,30,1.0
29,58,65,30,30,66,62,34,61,33,29,65,30,34,1.0
29,59,65,31,30,66,62,34,61,33,29,65,30,34,1.0
31,62,59,24,33,62,67,28,66,28,33,61,34,29,2.0
28,57,64,35,30,66,59,37,58,36,29,65,30,37,2.0
29,58,63,32,31,65,61,35,60,34,30,64,31,35,2.0
29,60,65,30,30,66,63,33,62,32,29,65,30,33,1.0
29,62,65,28,30,66,65,31,64,30,29,65,30,31,1.0
28,57,64,35,30,66,59,37,58,36,29,65,30,37,2.0
25,68,63,22,28,67,71,24,70,24,28,66,29,25,2.0
32,56,62,32,33,63,60,36,59,35,32,62,33,36,2.0
28,64,64,26,30,66,67,29,66,28,29,65,30,29,2.0
32,60,62,32,33,63,62,34,61,33,32,62,33,34,2.0
29,62,65,28,30,66,65,31,64,30,29,65,30,31,1.0
32,55,62,35,33,63,58,38,57,37,32,62,33,38,2.0
34,71,56,19,36,59,74,21,73,21,36,58,37,22,2.0
32,49,62,39,33,63,53,43,52,42,32,62,33,43,1.0
29,62,65,28,30,66,65,31,64,30,29,65,30,31,1.0
30,59,60,31,33,63,62,34,61,33,32,62,33,34,1.0
38,67,52,25,41,55,69,27,68,26,40,54,41,27,2.0
23,67,67,23,26,70,70,26,69,25,25,69,26,26,2.0
27,59,63,31,29,66,62,33,61,33,29,65,30,34,1.0
32,61,62,27,33,63,65,31,64,30,32,62,33,31,2.0
32,57,62,31,33,63,61,35,60,34,32,62,33,35,2.0
24,59,68,31,26,70,62,34,61,33,25,69,26,34,1.0
30,70,60,20,33,63,73,23,72,22,32,62,33,23,2.0
31,54,59,38,34,62,56,40,55,39,33,61,34,40,2.0
31,60,61,30,32,63,63,32,62,32,32,62,33,33,1.0
28,61,64,31,30,66,63,33,62,32,29,65,30,33,2.0
29,57,65,35,30,66,59,37,58,36,29,65,30,37,2.0
29,55,65,35,30,66,58,38,57,37,29,65,30,38,1.0
32,62,62,28,33,63,65,31,64,30,32,62,33,31,1.0
28,57,64,33,30,66,60,36,59,35,29,65,30,36,1.0
32,59,62,29,33,63,63,33,62,32,32,62,33,33,2.0
25,61,67,29,27,69,64,32,63,31,26,68,27,32,1.0
27,67,65,23,29,67,70,26,69,25,28,66,29,26,2.0
34,60,58,30,35,60,63,32,62,32,35,59,36,33,1.0
29,52,65,38,30,66,55,41,54,40,29,65,30,41,2.0
21,72,69,20,23,72,74,21,73,21,23,71,24,22,2.0
32,57,62,31,33,63,61,35,60,34,32,62,33,35,2.0
