@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atLee numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute destClass {2,1}

@data
77,35,55,76,12,16,80,57,38,14,82,18,78,79,16,14,78,13,77,57,37,78,16,15,17,77,13,81,58,17,14,38,14,17,17,37,18,38,57,16,18,17,2.0
74,36,58,69,14,19,78,59,37,16,80,23,73,76,20,16,73,15,72,58,36,75,19,18,22,71,14,79,59,20,16,37,16,20,22,36,23,37,58,19,23,20,1.0
80,36,54,75,12,17,80,56,39,14,82,19,77,82,13,14,77,13,76,56,38,81,13,12,18,76,13,81,57,14,14,39,14,14,18,38,19,39,56,13,19,14,2.0
74,36,54,70,13,18,79,57,39,15,81,22,74,76,20,15,74,14,73,56,38,75,19,18,21,73,14,80,57,20,15,39,15,20,21,38,22,39,56,19,22,20,1.0
87,44,42,75,13,17,79,46,49,14,81,19,76,89,6,15,77,14,76,46,48,88,6,5,18,76,14,80,47,7,15,49,15,7,18,48,19,49,46,6,19,7,2.0
77,34,58,75,12,17,80,60,36,14,82,19,77,79,17,14,77,13,76,59,35,78,16,15,18,76,13,81,60,17,14,36,14,17,18,35,19,36,59,16,19,17,2.0
74,33,53,71,13,19,79,58,37,14,81,21,73,76,20,14,74,14,73,57,37,75,19,18,21,73,14,80,58,20,15,38,15,20,21,37,22,37,57,19,22,20,1.0
82,44,46,76,12,16,80,48,47,13,82,18,77,84,11,14,78,13,77,48,46,83,11,10,17,77,13,81,49,12,14,47,14,12,17,46,18,47,48,11,18,12,2.0
74,35,57,72,13,16,79,59,36,14,81,19,75,76,20,14,76,14,75,58,36,75,19,18,19,75,14,80,59,20,15,37,15,20,19,36,20,36,58,19,20,20,1.0
76,38,52,75,13,17,79,54,40,14,81,18,76,79,16,14,77,14,76,54,40,78,16,14,18,76,14,80,55,16,14,41,15,17,18,40,18,40,54,16,19,16,2.0
78,38,52,74,13,18,79,55,41,15,81,20,76,80,16,15,76,14,75,54,40,79,15,14,19,75,14,80,55,16,15,41,15,16,19,40,20,41,54,15,20,16,1.0
78,35,55,75,12,17,80,57,38,14,82,19,77,80,15,14,77,13,76,57,37,79,15,14,18,76,13,81,58,16,14,38,14,16,18,37,19,38,57,15,19,16,2.0
72,39,55,51,13,37,79,56,40,15,81,41,55,74,22,15,55,14,54,55,39,73,21,20,40,54,14,80,56,22,15,40,15,22,40,39,41,40,55,21,41,22,1.0
75,36,56,76,12,16,80,57,37,13,82,17,77,78,17,13,78,13,77,57,37,77,17,15,17,77,13,81,58,17,13,38,14,18,17,37,17,37,57,17,18,17,2.0
71,38,56,53,13,31,79,57,39,15,81,37,59,74,22,15,59,14,58,56,38,73,21,19,36,58,14,80,57,22,15,39,15,22,36,38,37,39,56,21,37,22,2.0
73,34,58,64,14,26,78,60,35,15,80,28,66,75,21,15,67,15,66,59,35,74,20,19,28,65,14,79,60,21,16,36,16,21,28,35,29,35,59,20,29,21,1.0
75,36,56,74,14,18,78,58,38,16,80,20,76,77,19,16,76,15,75,57,37,76,18,17,19,74,14,79,58,19,16,38,16,19,19,37,20,38,57,18,20,19,1.0
74,34,54,64,13,24,79,58,37,14,81,27,67,76,20,14,68,14,67,57,37,75,19,18,27,67,14,80,58,20,15,38,15,20,27,37,28,37,57,19,28,20,1.0
74,33,59,73,14,19,78,60,35,16,80,21,75,76,19,16,75,15,74,60,34,75,19,18,20,74,15,79,61,20,16,35,16,20,20,34,21,35,60,19,21,20,1.0
94,51,39,73,13,17,79,41,54,14,81,20,75,95,0,15,76,14,75,41,53,94,0,0,19,75,14,80,42,1,15,54,15,1,19,53,20,54,41,0,20,1,2.0
83,45,45,76,12,16,80,46,47,13,82,17,77,86,8,13,78,13,77,47,47,85,9,7,17,77,13,81,48,9,13,48,14,10,17,47,17,47,47,9,18,9,2.0
80,36,54,76,12,16,80,56,39,14,82,18,78,82,13,14,78,13,77,56,38,81,13,12,17,77,13,81,57,14,14,39,14,14,17,38,18,39,56,13,18,14,2.0
80,40,50,74,13,18,79,52,42,15,81,19,76,82,13,15,76,14,75,52,42,81,13,12,19,75,14,80,53,14,15,43,15,14,19,42,20,43,52,13,20,14,2.0
76,37,53,74,13,18,79,56,40,15,81,20,76,78,18,15,76,14,75,55,39,77,17,16,19,75,14,80,56,18,15,40,15,18,19,39,20,40,55,17,20,18,1.0
74,33,59,65,13,25,79,61,35,15,81,28,68,76,20,15,68,14,67,60,34,75,19,18,27,67,14,80,61,20,15,35,15,20,27,34,28,35,60,19,28,20,1.0
77,39,55,76,12,16,80,56,40,14,82,18,78,79,17,14,78,13,77,55,39,78,16,15,17,77,13,81,56,17,14,40,14,17,17,39,18,40,55,16,18,17,2.0
70,35,57,58,13,26,79,58,36,14,81,31,63,73,22,14,64,14,63,58,35,72,22,20,30,63,14,80,59,22,14,37,15,23,31,36,31,36,58,22,32,22,2.0
75,35,57,64,13,24,79,59,37,15,81,28,68,77,19,15,68,14,67,58,36,76,18,17,27,67,14,80,59,19,15,37,15,19,27,36,28,37,58,18,28,19,1.0
82,44,44,75,13,17,79,46,47,14,81,18,76,85,9,14,77,14,76,47,47,84,10,8,18,76,14,80,48,10,14,48,15,11,18,47,18,47,47,10,19,10,2.0
75,36,58,73,13,17,79,59,37,15,81,20,76,77,19,15,76,14,75,58,36,76,18,17,19,74,13,80,59,19,15,37,15,19,19,36,20,37,58,18,20,19,1.0
74,38,56,60,12,28,80,57,39,14,82,32,64,76,20,14,64,13,63,56,38,75,19,18,31,63,13,81,57,20,14,39,14,20,31,38,32,39,56,19,32,20,1.0
76,34,56,75,12,17,80,59,37,14,82,19,77,78,18,14,77,13,76,58,36,77,17,16,18,76,13,81,59,18,14,37,14,18,18,36,19,37,58,17,19,18,2.0
73,36,58,74,13,18,79,59,37,15,81,20,76,75,21,15,76,14,75,58,36,74,20,19,19,75,14,80,59,21,15,37,15,21,19,36,20,37,58,20,20,21,1.0
73,36,56,70,13,18,79,58,38,15,81,22,74,75,21,15,74,14,73,57,37,74,20,19,21,73,14,80,58,21,15,38,15,21,21,37,22,38,57,20,22,21,1.0
76,35,55,74,13,18,79,57,38,15,81,20,76,78,17,15,76,14,75,57,37,77,17,16,19,75,14,80,58,18,15,38,15,18,19,37,20,38,57,17,20,18,1.0
74,34,58,73,14,17,78,60,35,15,80,19,75,76,20,15,76,15,75,59,35,75,19,18,19,74,14,79,60,20,16,36,16,20,19,35,20,35,59,19,20,20,1.0
83,42,48,75,13,17,79,50,44,14,81,18,76,86,9,14,77,14,76,50,44,85,9,7,18,76,14,80,51,9,14,45,15,10,18,44,18,44,50,9,19,9,2.0
73,36,58,63,13,25,79,59,37,15,81,29,67,75,21,15,67,14,66,58,36,74,20,19,28,66,14,80,59,21,15,37,15,21,28,36,29,37,58,20,29,21,1.0
76,36,58,75,12,17,80,59,37,14,82,19,77,78,18,14,77,13,76,58,36,77,17,16,18,76,13,81,59,18,14,37,14,18,18,36,19,37,58,17,19,18,2.0
82,44,46,76,12,16,80,48,47,13,82,18,77,84,11,14,78,13,77,48,46,83,11,10,17,77,13,81,49,12,14,47,14,12,17,46,18,47,48,11,18,12,2.0
73,33,59,64,12,26,80,61,35,14,82,29,67,75,21,14,67,13,66,60,34,74,20,19,28,66,13,81,61,21,14,35,14,21,28,34,29,35,60,20,29,21,2.0
72,39,53,57,13,33,79,55,41,15,81,36,60,74,22,15,60,14,59,54,40,73,21,20,35,59,14,80,55,22,15,41,15,22,35,40,36,41,54,21,36,22,1.0
71,38,56,47,13,43,79,57,39,15,81,46,50,73,23,15,50,14,49,56,38,72,22,21,45,49,14,80,57,23,15,39,15,23,45,38,46,39,56,22,46,23,2.0
76,31,61,70,13,18,79,62,33,15,81,22,74,78,17,15,74,14,73,62,32,77,17,16,21,73,14,80,63,18,15,33,15,18,21,32,22,33,62,17,22,18,1.0
77,35,57,75,12,17,80,59,37,14,82,19,77,79,17,14,77,13,76,58,36,78,16,15,18,76,13,81,59,17,14,37,14,17,18,36,19,37,58,16,19,17,2.0
86,39,49,81,9,11,83,52,42,10,85,12,82,89,6,10,83,10,82,52,42,88,6,4,12,81,9,84,53,6,10,43,11,7,12,42,12,42,52,6,13,6,2.0
75,34,56,70,13,18,79,58,37,15,81,22,74,77,18,15,74,14,73,58,36,76,18,17,21,73,14,80,59,19,15,37,15,19,21,36,22,37,58,18,22,19,1.0
76,36,56,74,13,18,79,58,38,15,81,20,76,78,18,15,76,14,75,57,37,77,17,16,19,75,14,80,58,18,15,38,15,18,19,37,20,38,57,17,20,18,2.0
74,36,56,68,13,20,79,58,38,15,81,24,72,76,20,15,72,14,71,57,37,75,19,18,23,71,14,80,58,20,15,38,15,20,23,37,24,38,57,19,24,20,1.0
77,35,57,76,12,16,80,59,37,14,82,18,78,79,17,14,78,13,77,58,36,78,16,15,17,77,13,81,59,17,14,37,14,17,17,36,18,37,58,16,18,17,2.0
74,35,55,64,13,26,79,58,38,15,81,29,67,76,20,15,67,14,66,57,37,75,19,18,28,65,13,80,58,20,15,38,15,20,28,37,29,38,57,19,29,20,1.0
74,34,58,74,13,18,79,60,36,15,81,20,76,76,20,15,76,14,75,59,35,75,19,18,19,75,14,80,60,20,15,36,15,20,19,35,20,36,59,19,20,20,1.0
83,41,49,74,12,16,80,51,44,13,82,19,76,85,10,14,77,13,76,51,43,84,10,9,18,76,13,81,52,11,14,44,14,11,18,43,19,44,51,10,19,11,2.0
79,36,54,76,12,16,80,56,39,14,82,18,78,81,14,14,78,13,77,56,38,80,14,13,17,77,13,81,57,15,14,39,14,15,17,38,18,39,56,14,18,15,2.0
77,35,57,75,12,17,80,59,37,14,82,19,77,79,17,14,77,13,76,58,36,78,16,15,18,76,13,81,59,17,14,37,14,17,18,36,19,37,58,16,19,17,2.0
76,34,58,76,12,16,80,60,36,14,82,18,78,78,18,14,78,13,77,59,35,77,17,16,17,77,13,81,60,18,14,36,14,18,17,35,18,36,59,17,18,18,2.0
79,34,58,76,12,16,80,60,36,14,82,18,78,81,15,14,78,13,77,59,35,80,14,13,17,77,13,81,60,15,14,36,14,15,17,35,18,36,59,14,18,15,2.0
76,35,55,75,13,17,79,58,38,15,81,19,77,78,18,15,77,14,76,57,37,77,17,16,18,76,14,80,58,18,15,38,15,18,18,37,19,38,57,17,19,18,1.0
73,34,58,76,14,16,78,60,35,15,80,17,77,75,21,15,78,15,77,59,35,74,20,19,17,76,14,79,60,21,16,36,16,21,17,35,18,35,59,20,18,21,1.0
80,38,52,76,13,16,79,55,41,15,81,18,78,82,14,15,78,14,77,54,40,81,13,12,17,76,13,80,55,14,15,41,15,14,17,40,18,41,54,13,18,14,2.0
84,45,43,74,12,16,80,46,49,13,82,19,76,86,9,14,77,13,76,46,48,85,9,8,18,76,13,81,47,10,14,49,14,10,18,48,19,49,46,9,19,10,2.0
73,36,56,66,13,22,79,58,38,15,81,26,70,75,21,15,70,14,69,57,37,74,20,19,25,69,14,80,58,21,15,38,15,21,25,37,26,38,57,20,26,21,1.0
87,44,46,75,12,17,80,48,46,13,82,18,76,90,5,13,77,13,76,48,46,89,5,3,18,76,13,81,49,5,13,47,14,6,18,46,18,46,48,5,19,5,2.0
75,33,57,73,12,17,80,60,36,14,82,20,76,77,19,14,76,13,75,59,35,76,18,17,19,75,13,81,60,19,14,36,14,19,19,35,20,36,59,18,20,19,2.0
74,33,57,75,14,17,78,60,35,15,80,18,76,76,20,15,77,15,76,59,35,75,19,18,18,76,15,79,60,20,16,36,16,20,18,35,19,35,59,19,19,20,1.0
76,36,54,74,14,18,78,57,39,16,80,20,76,78,18,16,76,15,75,56,38,77,17,16,19,75,15,79,57,18,16,39,16,18,19,38,20,39,56,17,20,18,1.0
74,36,56,72,13,18,79,58,38,15,81,21,75,76,20,15,75,14,74,57,37,75,19,18,20,74,14,80,58,20,15,38,15,20,20,37,21,38,57,19,21,20,1.0
72,38,56,61,14,29,78,57,39,16,80,32,64,74,22,16,64,15,63,56,38,73,21,20,31,63,15,79,57,22,16,39,16,22,31,38,32,39,56,21,32,22,1.0
83,44,46,74,12,16,80,48,47,13,82,19,76,85,10,14,77,13,76,48,46,84,10,9,18,76,13,81,49,11,14,47,14,11,18,46,19,47,48,10,19,11,2.0
73,35,57,68,13,20,79,59,37,15,81,24,72,75,21,15,72,14,71,58,36,74,20,19,23,71,14,80,59,21,15,37,15,21,23,36,24,37,58,20,24,21,1.0
80,44,46,77,12,15,80,48,47,13,82,17,78,82,13,14,79,13,78,48,46,81,13,12,16,78,13,81,49,14,14,47,14,14,16,46,17,47,48,13,17,14,2.0
65,44,50,47,13,47,79,51,45,15,81,48,48,67,29,15,48,14,47,50,44,66,28,27,47,47,14,80,51,29,15,45,15,29,47,44,48,45,50,28,48,29,2.0
75,34,56,71,13,19,79,59,37,15,81,22,74,77,19,15,74,14,73,58,36,76,18,17,21,73,14,80,59,19,15,37,15,19,21,36,22,37,58,18,22,19,1.0
73,35,57,62,13,28,79,59,37,15,81,31,65,75,21,15,65,14,64,58,36,74,20,19,30,64,14,80,59,21,15,37,15,21,30,36,31,37,58,20,31,21,1.0
75,34,56,71,12,19,80,59,37,14,82,22,74,77,19,14,74,13,73,58,36,76,18,17,21,73,13,81,59,19,14,37,14,19,21,36,22,37,58,18,22,19,1.0
78,36,56,76,11,16,81,58,38,13,83,18,78,80,16,13,78,12,77,57,37,79,15,14,17,77,12,82,58,16,13,38,13,16,17,37,18,38,57,15,18,16,2.0
75,34,58,71,14,19,78,60,36,16,80,22,74,77,19,16,74,15,73,59,35,76,18,17,21,73,15,79,60,19,16,36,16,19,21,35,22,36,59,18,22,19,1.0
79,36,54,75,12,17,80,56,39,14,82,19,77,81,14,14,77,13,76,56,38,80,14,13,18,76,13,81,57,15,14,39,14,15,18,38,19,39,56,14,19,15,2.0
78,36,52,75,14,17,78,55,39,15,80,18,76,80,15,15,77,15,76,55,39,79,15,14,18,76,15,79,56,16,16,40,16,16,18,39,19,39,55,15,19,16,1.0
74,37,57,74,12,18,80,58,38,14,82,20,76,76,20,14,76,13,75,57,37,75,19,18,19,75,13,81,58,20,14,38,14,20,19,37,20,38,57,19,20,20,2.0
75,33,59,75,12,17,80,61,35,14,82,19,77,77,19,14,77,13,76,60,34,76,18,17,18,76,13,81,61,19,14,35,14,19,18,34,19,35,60,18,19,19,2.0
79,38,52,76,11,16,81,55,41,13,83,18,78,81,15,13,78,12,77,54,40,80,14,13,17,77,12,82,55,15,13,41,13,15,17,40,18,41,54,14,18,15,2.0
74,33,59,65,13,23,79,61,35,15,81,27,69,76,20,15,69,14,68,60,34,75,19,18,26,68,14,80,61,20,15,35,15,20,26,34,27,35,60,19,27,20,1.0
81,42,50,76,12,16,80,52,44,14,82,18,78,83,13,14,78,13,77,51,43,82,12,11,17,76,12,81,52,13,14,44,14,13,17,43,18,44,51,12,18,13,2.0
78,40,54,76,11,16,81,55,41,13,83,18,78,80,16,13,78,12,77,54,40,79,15,14,17,77,12,82,55,16,13,41,13,16,17,40,18,41,54,15,18,16,2.0
78,38,48,74,14,18,78,53,42,15,80,19,75,80,16,15,76,15,75,52,41,79,15,14,18,75,15,79,53,16,16,43,16,16,19,42,20,42,52,15,20,16,1.0
75,34,56,69,13,21,79,59,37,15,81,24,72,77,19,15,72,14,71,58,36,76,18,17,23,71,14,80,59,19,15,37,15,19,23,36,24,37,58,18,24,19,1.0
73,35,57,62,13,28,79,59,37,15,81,31,65,75,21,15,65,14,64,58,36,74,20,19,30,64,14,80,59,21,15,37,15,21,30,36,31,37,58,20,31,21,1.0
75,35,57,76,12,16,80,58,36,13,82,17,77,78,17,13,78,13,77,58,36,77,17,15,17,77,13,81,59,17,13,37,14,18,17,36,17,36,58,17,18,17,2.0
81,43,47,75,13,17,79,49,46,14,81,19,76,83,12,15,77,14,76,49,45,82,12,11,18,76,14,80,50,13,15,46,15,13,18,45,19,46,49,12,19,13,2.0
73,35,57,53,13,37,79,59,37,15,81,40,56,75,21,15,56,14,55,58,36,74,20,19,39,55,14,80,59,21,15,37,15,21,39,36,40,37,58,20,40,21,1.0
78,37,53,74,13,18,79,55,40,15,81,20,76,80,15,15,76,14,75,55,39,79,15,14,19,75,14,80,56,16,15,40,15,16,19,39,20,40,55,15,20,16,2.0
78,40,50,70,13,20,79,52,42,15,81,22,73,80,15,15,73,14,72,52,42,79,15,14,22,72,14,80,53,16,15,43,15,16,22,42,23,43,52,15,23,16,1.0
77,37,57,76,11,16,81,58,38,13,83,18,78,79,17,13,78,12,77,57,37,78,16,15,17,77,12,82,58,17,13,38,13,17,17,37,18,38,57,16,18,17,2.0
75,37,55,77,11,15,81,56,38,12,83,16,78,78,17,12,79,12,78,56,38,77,17,15,16,78,12,82,57,17,12,39,13,18,16,38,16,38,56,17,17,17,2.0
74,36,58,65,12,25,80,59,37,14,82,28,68,76,20,14,68,13,67,58,36,75,19,18,27,67,13,81,59,20,14,37,14,20,27,36,28,37,58,19,28,20,1.0
77,37,53,74,13,18,79,56,40,15,81,20,76,79,17,15,76,14,75,55,39,78,16,15,19,75,14,80,56,17,15,40,15,17,19,39,20,40,55,16,20,17,1.0
74,36,58,74,13,18,79,59,37,15,81,20,76,76,20,15,76,14,75,58,36,75,19,18,19,75,14,80,59,20,15,37,15,20,19,36,20,37,58,19,20,20,1.0
73,39,55,59,11,29,81,56,40,13,83,33,63,75,21,13,63,12,62,55,39,74,20,19,32,62,12,82,56,21,13,40,13,21,32,39,33,40,55,20,33,21,2.0
74,41,53,53,11,35,81,54,42,13,83,39,57,76,20,13,57,12,56,53,41,75,19,18,38,56,12,82,54,20,13,42,13,20,38,41,39,42,53,19,39,20,2.0
74,31,61,76,11,16,81,62,33,13,83,18,78,76,19,13,78,12,77,62,32,75,19,18,17,77,12,82,63,20,13,33,13,20,17,32,18,33,62,19,18,20,2.0
72,40,54,59,14,31,78,55,41,16,80,34,62,74,22,16,62,15,61,54,40,73,21,20,33,60,14,79,55,22,16,41,16,22,33,40,34,41,54,21,34,22,1.0
71,38,56,50,12,38,80,57,39,14,82,42,54,73,23,14,54,13,53,56,38,72,22,21,41,53,13,81,57,23,14,39,14,23,41,38,42,39,56,22,42,23,2.0
76,33,57,76,11,16,81,59,36,13,83,18,78,78,17,13,78,12,77,59,35,77,17,16,17,77,12,82,60,18,13,36,13,18,17,35,18,36,59,17,18,18,2.0
75,34,56,73,14,19,78,58,37,16,80,21,75,77,18,16,75,15,74,58,36,76,18,17,20,74,15,79,59,19,16,37,16,19,20,36,21,37,58,18,21,19,1.0
75,36,58,76,11,16,81,59,37,13,83,18,78,77,19,13,78,12,77,58,36,76,18,17,17,77,12,82,59,19,13,37,13,19,17,36,18,37,58,18,18,19,2.0
78,39,51,74,14,18,78,53,42,16,80,20,76,80,15,16,76,15,75,53,41,79,15,14,19,75,15,79,54,16,16,42,16,16,19,41,20,42,53,15,20,16,1.0
76,36,52,72,13,18,79,56,39,14,81,20,74,78,18,14,75,14,74,55,39,77,17,16,20,74,14,80,56,18,15,40,15,18,20,39,21,39,55,17,21,18,1.0
79,35,55,76,12,16,80,57,38,14,82,18,78,81,14,14,78,13,77,57,37,80,14,13,17,77,13,81,58,15,14,38,14,15,17,37,18,38,57,14,18,15,2.0
77,37,57,75,12,17,80,58,38,14,82,19,77,79,17,14,77,13,76,57,37,78,16,15,18,76,13,81,58,17,14,38,14,17,18,37,19,38,57,16,19,17,2.0
77,38,52,69,13,21,79,54,41,15,81,24,72,79,16,15,72,14,71,54,40,78,16,15,23,71,14,80,55,17,15,41,15,17,23,40,24,41,54,16,24,17,1.0
77,36,54,75,12,17,80,56,39,14,82,19,77,79,16,14,77,13,76,56,38,78,16,15,18,76,13,81,57,17,14,39,14,17,18,38,19,39,56,16,19,17,1.0
84,41,47,73,13,17,79,50,45,14,81,20,75,86,9,15,76,14,75,50,44,85,9,8,19,75,14,80,51,10,15,45,15,10,19,44,20,45,50,9,20,10,2.0
78,38,52,75,13,17,79,55,41,15,81,19,77,80,16,15,77,14,76,54,40,79,15,14,18,76,14,80,55,16,15,41,15,16,18,40,19,41,54,15,19,16,1.0
75,35,55,72,13,18,79,58,38,15,81,21,75,77,19,15,75,14,74,57,37,76,18,17,20,74,14,80,58,19,15,38,15,19,20,37,21,38,57,18,21,19,1.0
83,39,47,76,12,16,80,51,43,13,82,17,77,86,9,13,78,13,77,51,43,85,9,7,17,77,13,81,52,9,13,44,14,10,17,43,17,43,51,9,18,9,2.0
81,36,54,75,12,17,80,56,39,14,82,19,77,83,12,14,77,13,76,56,38,82,12,11,18,76,13,81,57,13,14,39,14,13,18,38,19,39,56,12,19,13,2.0
74,39,55,52,12,34,80,56,40,14,82,39,57,76,20,14,57,13,56,55,39,75,19,18,38,56,13,81,56,20,14,40,14,20,38,39,39,40,55,19,39,20,2.0
72,34,58,76,11,16,81,60,36,13,83,18,78,74,22,13,78,12,77,59,35,73,21,20,17,77,12,82,60,22,13,36,13,22,17,35,18,36,59,21,18,22,2.0
79,37,53,75,12,17,80,56,40,14,82,19,77,81,15,14,77,13,76,55,39,80,14,13,18,76,13,81,56,15,14,40,14,15,18,39,19,40,55,14,19,15,2.0
77,36,56,77,12,15,80,57,37,13,82,16,78,80,15,13,79,13,78,57,37,79,15,13,16,77,12,81,58,15,13,38,14,16,16,37,16,37,57,15,17,15,2.0
75,35,57,73,14,19,78,59,37,16,80,21,75,77,19,16,75,15,74,58,36,76,18,17,20,74,15,79,59,19,16,37,16,19,20,36,21,37,58,18,21,19,1.0
76,36,54,73,13,19,79,57,39,15,81,21,75,78,18,15,75,14,74,56,38,77,17,16,20,74,14,80,57,18,15,39,15,18,20,38,21,39,56,17,21,18,1.0
71,36,58,60,12,28,80,59,37,14,82,32,64,73,23,14,64,13,63,58,36,72,22,21,31,63,13,81,59,23,14,37,14,23,31,36,32,37,58,22,32,23,2.0
78,40,48,74,13,18,79,51,43,15,81,19,76,80,15,15,76,14,75,51,43,79,15,14,19,75,14,80,52,16,15,44,15,16,19,43,20,44,51,15,20,16,1.0
76,32,60,75,12,17,80,62,34,14,82,19,77,78,18,14,77,13,76,61,33,77,17,16,18,76,13,81,62,18,14,34,14,18,18,33,19,34,61,17,19,18,2.0
81,39,53,75,12,17,80,55,41,14,82,19,77,83,13,14,77,13,76,54,40,82,12,11,18,76,13,81,55,13,14,41,14,13,18,40,19,41,54,12,19,13,2.0
75,34,56,73,13,17,79,59,36,14,81,19,75,77,19,14,76,14,75,58,36,76,18,17,19,75,14,80,59,19,15,37,15,19,19,36,20,36,58,18,20,19,1.0
76,33,57,75,12,17,80,59,36,14,82,19,77,78,17,14,77,13,76,59,35,77,17,16,18,76,13,81,60,18,14,36,14,18,18,35,19,36,59,17,19,18,2.0
76,33,57,74,14,18,78,59,36,16,80,20,76,78,17,16,76,15,75,59,35,77,17,16,19,74,14,79,60,18,16,36,16,18,19,35,20,36,59,17,20,18,1.0
73,36,56,72,13,18,79,58,38,15,81,21,75,75,21,15,75,14,74,57,37,74,20,19,20,74,14,80,58,21,15,38,15,21,20,37,21,38,57,20,21,21,1.0
71,41,53,52,12,40,80,54,42,14,82,42,54,73,23,14,54,13,53,53,41,72,22,21,41,53,13,81,54,23,14,42,14,23,41,41,42,42,53,22,42,23,2.0
77,34,56,75,12,17,80,59,37,14,82,19,77,79,17,14,77,13,76,58,36,78,16,15,18,76,13,81,59,17,14,37,14,17,18,36,19,37,58,16,19,17,2.0
77,36,54,72,12,18,80,56,39,14,82,21,75,79,16,14,75,13,74,56,38,78,16,15,20,74,13,81,57,17,14,39,14,17,20,38,21,39,56,16,21,17,1.0
77,36,54,74,12,18,80,56,39,14,82,20,76,79,16,14,76,13,75,56,38,78,16,15,19,75,13,81,57,17,14,39,14,17,19,38,20,39,56,16,20,17,2.0
77,37,57,76,11,16,81,58,38,13,83,18,78,79,17,13,78,12,77,57,37,78,16,15,17,77,12,82,58,17,13,38,13,17,17,37,18,38,57,16,18,17,2.0
73,40,54,54,13,34,79,55,41,15,81,38,58,75,21,15,58,14,57,54,40,74,20,19,37,57,14,80,55,21,15,41,15,21,37,40,38,41,54,20,38,21,1.0
85,45,45,76,13,16,79,47,48,14,81,18,77,87,8,15,78,14,77,47,47,86,8,7,17,76,13,80,48,9,15,48,15,9,17,47,18,48,47,8,18,9,2.0
80,42,46,76,12,16,80,49,45,14,82,17,78,82,13,14,78,13,77,49,45,81,13,12,17,77,13,81,50,14,14,46,14,14,17,45,18,46,49,13,18,14,1.0
74,34,56,75,13,17,79,59,36,14,81,18,76,76,20,14,77,14,76,58,36,75,19,18,18,76,14,80,59,20,15,37,15,20,18,36,19,36,58,19,19,20,1.0
94,50,40,73,13,17,79,42,53,14,81,20,75,95,0,15,76,14,75,42,52,94,0,0,19,75,14,80,43,1,15,53,15,1,19,52,20,53,42,0,20,1,2.0
88,51,39,66,13,24,77,41,53,15,80,26,68,90,5,16,69,15,68,41,53,89,5,4,26,68,15,79,42,5,16,54,16,6,26,53,26,54,41,5,27,6,2.0
74,34,58,64,12,26,80,60,36,14,82,29,67,76,20,14,67,13,66,59,35,75,19,18,28,66,13,81,60,20,14,36,14,20,28,35,29,36,59,19,29,20,1.0
73,34,58,62,13,28,79,60,36,15,81,31,65,75,21,15,65,14,64,59,35,74,20,19,30,64,14,80,60,21,15,36,15,21,30,35,31,36,59,20,31,21,1.0
76,33,59,74,11,16,81,61,35,13,83,19,77,78,18,13,77,12,76,60,34,77,17,16,18,76,12,82,61,18,13,35,13,18,18,34,19,35,60,17,19,18,2.0
74,35,57,69,13,19,79,59,37,15,81,23,73,76,20,15,73,14,72,58,36,75,19,18,22,72,14,80,59,20,15,37,15,20,22,36,23,37,58,19,23,20,1.0
73,36,58,65,13,25,79,59,37,15,81,28,68,75,21,15,68,14,67,58,36,74,20,19,27,67,14,80,59,21,15,37,15,21,27,36,28,37,58,20,28,21,1.0
74,35,57,62,14,28,78,59,37,16,80,31,65,76,20,16,65,15,64,58,36,75,19,18,30,64,15,79,59,20,16,37,16,20,30,36,31,37,58,19,31,20,1.0
74,35,57,61,14,29,78,59,37,16,80,32,64,76,20,16,64,15,63,58,36,75,19,18,31,63,15,79,59,20,16,37,16,20,31,36,32,37,58,19,32,20,1.0
77,38,50,73,13,17,79,53,42,15,81,20,76,79,16,15,76,14,75,53,41,78,16,15,19,75,14,80,54,17,15,42,15,17,19,41,20,42,53,16,20,17,1.0
76,34,56,66,13,22,79,58,37,15,81,26,70,78,17,15,70,14,69,58,36,77,17,16,25,69,14,80,59,18,15,37,15,18,25,36,26,37,58,17,26,18,1.0
83,44,46,70,12,20,80,48,47,13,82,23,72,85,10,14,73,13,72,48,46,84,10,9,22,72,13,81,49,11,14,47,14,11,22,46,23,47,48,10,23,11,2.0
