@relation 'Sax dominant'

@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atLccc numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMbca numeric
@attribute o1atLbca numeric
@attribute destClass {2.0,1.0}

@data
34,60,32,59,30,67,27,66,25,23,65,58,69,25,67,24,31,60,32,62,30,61,33,58,34,27,65,26,32,24,33,25,34,25,32,27,68,23,31,25,30,26,32,25,33,23,33,27,34,26,32,26,1.0
25,69,23,68,21,68,26,67,24,22,66,67,70,24,68,23,22,69,23,71,21,70,24,67,25,26,66,25,23,23,24,24,25,24,23,26,69,22,22,24,21,25,23,24,24,22,24,26,25,25,23,25,1.0
26,68,24,67,22,68,26,67,24,22,66,66,70,24,68,23,23,68,24,70,22,69,25,66,26,26,66,25,24,23,25,24,26,24,24,26,69,22,23,24,22,25,24,24,25,22,25,26,26,25,24,25,1.0
23,70,21,69,17,90,4,89,2,0,88,67,92,2,90,1,19,71,20,73,17,72,22,67,23,4,88,3,21,1,22,2,23,2,20,4,91,0,19,2,17,3,21,2,22,0,22,4,23,3,21,3,2.0
20,73,18,72,16,69,23,68,20,15,65,70,73,19,71,18,17,74,17,75,16,75,19,71,20,23,65,22,19,18,19,20,20,19,17,23,72,15,17,21,16,22,19,21,19,15,19,23,20,22,18,22,2.0
27,64,28,63,26,66,22,65,23,15,61,62,71,19,69,19,27,64,27,66,26,65,28,62,29,24,61,23,28,19,28,23,30,20,28,25,70,15,27,23,26,24,28,23,29,15,29,22,27,24,28,23,1.0
24,70,22,69,20,70,23,69,21,17,67,68,73,20,71,19,21,70,22,72,20,71,23,68,24,23,67,22,22,19,23,21,24,20,22,23,72,17,21,21,20,22,22,21,23,17,23,23,24,22,22,22,1.0
32,62,30,61,28,64,30,63,28,26,62,60,66,28,64,27,29,62,30,64,28,63,31,60,32,30,62,29,30,27,31,28,32,28,30,30,65,26,29,28,28,29,30,28,31,26,31,30,32,29,30,29,2.0
22,72,20,71,18,74,19,73,18,15,71,70,76,16,75,16,19,72,20,74,18,73,21,70,22,19,72,18,20,16,21,18,22,16,20,19,76,15,19,18,18,18,20,18,21,15,21,19,22,18,20,18,2.0
29,62,29,61,25,77,14,76,14,10,74,59,80,12,78,12,27,63,27,65,25,64,29,59,30,15,74,14,29,12,29,14,31,13,28,16,79,10,27,14,25,15,29,14,30,10,30,14,29,15,29,14,1.0
29,65,27,64,25,55,39,54,37,35,53,63,57,37,55,36,26,65,27,67,25,66,28,63,29,39,53,38,27,36,28,37,29,37,27,39,56,35,26,37,25,38,27,37,28,35,28,39,29,38,27,38,2.0
34,60,32,59,30,65,28,64,26,22,63,58,68,25,66,24,31,60,32,62,30,61,33,58,34,28,63,27,32,24,33,26,34,25,32,28,67,23,31,26,30,27,32,26,33,23,33,28,34,27,32,27,1.0
20,72,19,71,16,78,13,77,11,7,74,69,82,10,80,9,18,73,18,74,16,74,20,69,21,14,75,13,20,9,20,11,21,10,18,14,81,7,18,12,16,13,20,12,20,7,20,13,20,13,19,13,2.0
31,60,31,59,27,64,27,63,27,23,62,57,67,25,65,25,29,61,29,63,27,62,31,57,32,28,62,27,31,25,31,27,33,26,30,29,66,24,29,27,27,28,31,27,32,24,32,27,31,28,31,27,1.0
25,67,26,66,24,52,39,51,40,36,49,65,54,38,53,38,25,67,25,68,24,68,26,65,27,41,49,40,26,38,26,40,27,38,25,41,54,36,25,40,24,40,26,40,26,36,26,39,25,40,26,40,2.0
32,62,30,61,28,69,25,68,23,21,67,60,71,23,69,22,29,62,30,64,28,63,31,60,32,25,67,24,30,22,31,23,32,23,30,25,70,21,29,23,28,24,30,23,31,21,31,25,32,24,30,24,1.0
6,87,4,86,0,86,9,85,7,7,85,84,87,8,85,7,2,88,3,90,0,89,5,84,6,9,85,8,4,7,5,7,6,8,3,9,86,7,2,7,0,8,4,7,5,7,5,9,6,8,4,8,1.0
9,84,7,83,3,70,23,69,21,17,67,81,73,20,71,19,5,85,6,87,3,86,8,81,9,23,67,22,7,19,8,21,9,20,6,23,72,17,5,21,3,22,7,21,8,17,8,23,9,22,7,22,1.0
26,66,24,65,19,57,37,56,36,34,55,63,58,35,57,35,21,68,22,70,20,69,25,64,26,37,55,36,24,35,25,36,26,35,22,37,58,34,21,36,20,36,24,36,25,34,25,37,26,36,24,36,2.0
22,69,22,68,18,67,25,66,24,21,64,66,70,23,68,22,20,70,20,72,18,71,22,66,23,25,65,24,22,22,22,24,24,23,21,26,69,21,20,24,18,25,22,24,23,21,23,25,23,25,22,24,2.0
23,67,23,66,18,79,11,78,11,6,75,63,83,9,81,8,20,69,21,71,18,70,24,64,25,13,76,12,23,8,24,11,25,9,21,13,82,6,20,11,18,12,23,11,24,6,24,11,23,12,23,12,1.0
30,61,31,60,29,66,23,65,24,18,62,59,70,21,68,21,30,61,30,63,29,62,31,59,32,25,62,24,31,21,31,24,33,22,31,26,69,18,30,24,29,25,31,24,32,18,32,23,30,25,31,24,1.0
11,79,7,78,0,77,17,76,13,13,75,73,79,15,77,13,3,83,5,85,0,84,9,74,11,17,75,15,9,14,10,13,11,15,5,17,78,13,4,15,0,16,8,14,10,13,9,17,11,15,7,16,2.0
6,87,4,86,0,57,37,56,36,34,55,84,58,35,57,35,2,88,3,90,0,89,5,84,6,37,55,36,4,35,5,36,6,35,3,37,58,34,2,36,0,36,4,36,5,34,5,37,6,36,4,36,2.0
38,56,36,55,34,60,34,59,32,30,58,54,62,32,60,31,35,56,36,58,34,57,37,54,38,34,58,33,36,31,37,32,38,32,36,34,61,30,35,32,34,33,36,32,37,30,37,34,38,33,36,33,1.0
30,62,30,61,28,59,32,58,32,28,57,60,62,30,60,30,29,62,29,64,28,63,30,60,31,33,57,32,30,30,30,32,32,31,30,34,61,29,29,32,28,33,30,32,31,29,31,32,30,33,30,32,1.0
30,62,28,61,22,73,21,72,20,18,71,58,74,19,73,19,25,64,26,66,22,65,29,58,30,21,71,20,28,19,29,20,30,19,26,21,74,18,25,20,22,20,28,20,29,18,29,21,30,20,28,20,1.0
8,86,6,85,4,72,21,71,19,15,69,84,75,18,73,17,5,86,6,88,4,87,7,84,8,21,69,20,6,17,7,19,8,18,6,21,74,15,5,19,4,20,6,19,7,15,7,21,8,20,6,20,1.0
26,67,25,66,23,61,32,60,31,29,59,65,63,31,61,30,24,67,25,69,23,68,26,65,27,33,59,32,25,30,26,31,27,31,25,33,62,29,24,31,23,32,25,31,26,29,26,32,26,32,25,32,1.0
15,70,14,70,2,73,20,72,20,18,71,64,74,19,73,19,5,79,6,80,5,79,14,70,15,20,71,20,14,19,14,20,15,19,6,21,74,18,5,20,5,20,14,20,15,18,15,21,15,20,14,20,1.0
18,73,18,73,14,74,18,73,18,14,71,72,76,16,75,16,16,75,16,76,15,75,18,72,19,18,71,18,18,16,18,18,19,16,17,19,76,14,16,18,15,18,18,18,19,14,19,18,18,18,18,18,2.0
7,85,5,84,0,76,18,75,16,14,74,82,78,16,76,15,2,87,3,89,1,88,6,83,7,18,74,17,5,15,6,16,7,16,3,18,77,14,2,16,1,17,5,16,6,14,6,18,7,17,5,17,1.0
6,87,2,86,1,74,18,73,15,11,70,84,78,14,76,13,1,88,3,90,1,89,4,85,6,18,71,16,4,13,5,15,6,14,3,18,77,11,2,16,1,17,3,15,5,11,4,18,6,16,3,17,1.0
31,63,29,62,27,68,26,67,24,22,66,61,70,24,68,23,28,63,29,65,27,64,30,61,31,26,66,25,29,23,30,24,31,24,29,26,69,22,28,24,27,25,29,24,30,22,30,26,31,25,29,25,2.0
4,85,4,84,1,67,22,66,22,18,63,81,70,20,69,20,2,87,2,88,1,88,4,82,6,24,63,22,6,21,5,22,7,21,3,25,70,18,3,24,1,24,5,23,6,18,5,22,4,23,4,23,2.0
12,81,10,80,10,71,20,70,19,16,68,79,74,18,72,18,10,81,11,83,10,82,11,80,12,21,68,20,11,18,11,19,13,19,11,22,73,16,10,20,10,21,11,20,12,16,12,21,12,21,10,20,1.0
29,62,28,61,23,70,22,69,21,17,68,59,73,20,71,19,25,64,26,66,24,65,29,60,30,23,68,22,28,19,29,21,30,20,26,23,72,18,25,21,24,22,28,21,29,18,29,22,29,22,28,22,1.0
34,59,32,58,28,65,29,64,27,25,63,57,67,27,65,26,30,60,31,62,29,61,33,57,34,29,63,28,32,26,33,27,34,27,31,29,66,25,30,27,29,28,32,27,33,25,33,29,34,28,32,28,1.0
4,90,2,89,0,73,19,72,17,11,69,88,77,15,75,14,1,90,2,92,0,91,3,88,4,19,69,18,2,14,3,17,4,15,2,19,76,11,1,17,0,18,2,17,3,11,3,19,4,18,2,18,1.0
31,59,31,58,25,71,20,70,21,17,68,55,73,19,72,19,28,61,29,63,25,62,32,55,33,22,68,21,31,19,32,21,33,19,29,22,73,17,28,21,25,21,31,21,32,17,32,20,31,21,31,21,2.0
30,63,26,62,24,62,30,61,27,23,58,60,66,26,64,25,25,64,27,66,24,65,28,60,30,30,59,28,28,25,29,27,30,26,27,30,65,23,26,28,24,29,27,27,29,23,28,30,30,28,27,29,1.0
24,69,23,68,21,58,35,57,35,33,56,67,59,34,58,34,22,69,23,71,21,70,24,67,25,36,56,35,23,34,24,35,25,34,23,36,59,33,22,35,21,35,23,35,24,33,24,35,24,35,23,35,2.0
31,60,30,59,24,63,29,62,28,24,60,57,66,27,64,26,27,62,28,64,25,63,31,57,32,30,60,29,30,26,31,28,32,27,28,30,65,24,27,28,25,29,30,28,31,24,31,29,31,29,30,29,1.0
36,58,34,57,32,64,30,63,28,26,62,56,66,28,64,27,33,58,34,60,32,59,35,56,36,30,62,29,34,27,35,28,36,28,34,30,65,26,33,28,32,29,34,28,35,26,35,30,36,29,34,29,1.0
4,90,1,89,0,83,11,82,8,7,81,88,85,9,83,8,1,90,2,92,0,91,3,88,4,11,81,10,2,8,3,8,4,9,2,11,84,7,1,9,0,10,2,9,3,7,3,11,4,10,1,10,2.0
20,73,20,72,18,74,16,73,15,8,69,71,79,12,77,11,19,73,19,74,18,74,20,71,21,17,70,16,20,11,20,15,21,12,19,17,78,8,19,15,18,16,20,15,20,8,20,16,20,16,20,16,1.0
21,69,23,69,20,66,25,65,26,22,63,67,68,24,67,24,21,71,20,71,20,71,22,68,23,26,63,26,23,24,22,26,23,24,21,27,68,22,21,26,20,26,23,26,23,22,23,25,21,26,23,26,2.0
24,69,22,68,18,69,25,68,23,21,67,67,71,23,69,22,20,70,21,72,19,71,23,67,24,25,67,24,22,22,23,23,24,23,21,25,70,21,20,23,19,24,22,23,23,21,23,25,24,24,22,24,2.0
38,56,36,55,34,66,28,65,26,24,64,54,68,26,66,25,35,56,36,58,34,57,37,54,38,28,64,27,36,25,37,26,38,26,36,28,67,24,35,26,34,27,36,26,37,24,37,28,38,27,36,27,1.0
22,71,22,70,20,61,31,60,30,27,58,69,64,29,62,28,21,71,21,72,20,72,22,69,23,32,59,31,22,28,22,30,23,29,21,32,63,27,21,30,20,31,22,30,22,27,22,31,22,31,22,31,2.0
33,60,31,59,27,67,27,66,25,23,65,57,69,25,67,24,29,61,30,63,27,62,32,57,33,27,65,26,31,24,32,25,33,25,30,27,68,23,29,25,27,26,31,25,32,23,32,27,33,26,31,26,1.0
28,66,27,65,25,60,34,59,32,30,58,64,62,32,60,31,26,66,26,67,25,67,27,64,28,34,58,33,27,31,27,32,28,32,26,34,61,30,26,32,25,33,27,32,27,30,27,34,28,33,27,33,2.0
32,62,30,61,28,60,34,59,32,30,58,60,62,32,60,31,29,62,30,64,28,63,31,60,32,34,58,33,30,31,31,32,32,32,30,34,61,30,29,32,28,33,30,32,31,30,31,34,32,33,30,33,2.0
13,79,11,78,9,59,33,58,30,28,56,76,62,31,60,29,10,80,11,81,9,81,12,76,14,34,56,32,13,30,13,30,14,31,11,34,61,28,11,32,9,33,12,31,13,28,12,33,13,32,11,33,2.0
26,68,24,67,22,64,30,63,28,26,62,66,66,28,64,27,23,68,24,70,22,69,25,66,26,30,62,29,24,27,25,28,26,28,24,30,65,26,23,28,22,29,24,28,25,26,25,30,26,29,24,29,1.0
39,53,37,52,34,52,41,51,39,38,50,50,54,40,52,39,36,54,37,56,34,55,39,50,40,42,50,41,38,39,39,39,40,40,37,42,53,38,36,40,34,41,38,40,39,38,39,41,39,41,37,41,2.0
33,61,31,60,29,64,29,63,27,23,61,59,67,26,65,25,30,61,31,63,29,62,32,59,33,29,61,28,31,25,32,27,33,26,31,29,66,23,30,27,29,28,31,27,32,23,32,29,33,28,31,28,1.0
30,64,28,63,26,54,38,53,36,31,51,62,58,34,56,33,27,64,28,66,26,65,29,62,30,38,52,37,28,33,29,36,30,34,28,38,57,32,27,36,26,37,28,36,29,32,29,38,30,37,28,37,2.0
30,63,29,62,25,60,34,59,32,30,58,60,62,32,60,31,27,64,27,65,25,65,29,60,30,34,58,33,29,31,29,32,30,32,27,34,61,30,27,32,25,33,29,32,29,30,29,34,30,33,29,33,2.0
31,62,30,61,28,65,27,64,26,22,63,60,68,25,66,24,29,62,30,64,28,63,31,60,32,28,63,27,30,24,31,26,32,25,30,28,67,23,29,26,28,27,30,26,31,23,31,27,31,27,30,27,1.0
30,62,30,62,28,75,17,74,17,13,72,61,77,15,76,15,29,63,29,64,28,63,30,61,31,17,72,17,30,15,30,17,31,15,30,18,77,13,29,17,28,17,30,17,31,13,31,17,30,17,30,17,2.0
29,65,27,64,25,72,22,71,20,18,70,63,74,20,72,19,26,65,27,67,25,66,28,63,29,22,70,21,27,19,28,20,29,20,27,22,73,18,26,20,25,21,27,20,28,18,28,22,29,21,27,21,1.0
29,63,29,62,27,59,33,58,33,31,57,61,61,33,59,32,28,63,29,65,27,64,30,61,31,35,57,34,29,32,30,33,31,33,29,35,60,31,28,33,27,34,29,33,30,31,30,33,29,34,29,34,1.0
13,78,11,77,7,76,15,75,12,9,72,75,80,12,78,10,9,80,10,82,8,81,12,76,14,16,73,14,12,11,13,13,14,12,10,16,79,9,9,14,8,15,11,13,13,9,12,15,13,14,11,15,1.0
32,61,31,60,29,63,30,62,29,27,61,59,65,29,63,28,30,61,31,63,29,62,32,59,33,31,61,30,31,28,32,29,33,29,31,31,64,27,30,29,29,30,31,29,32,27,32,30,32,30,31,30,1.0
38,54,37,53,33,55,38,54,38,36,53,51,56,37,55,37,35,55,36,57,33,56,38,51,39,39,53,38,37,37,38,38,39,37,36,39,56,36,35,38,33,38,37,38,38,36,38,38,38,38,37,38,2.0
40,54,38,53,36,65,29,64,27,25,63,52,67,27,65,26,37,54,38,56,36,55,39,52,40,29,63,28,38,26,39,27,40,27,38,29,66,25,37,27,36,28,38,27,39,25,39,29,40,28,38,28,1.0
34,56,34,55,31,67,24,66,23,21,64,52,69,23,68,22,32,58,32,59,31,59,34,54,36,26,64,24,35,23,35,24,36,23,32,26,69,21,32,25,31,25,34,24,35,21,34,24,34,24,34,25,2.0
35,59,33,58,31,65,29,64,27,25,63,57,67,27,65,26,32,59,33,61,31,60,34,57,35,29,63,28,33,26,34,27,35,27,33,29,66,25,32,27,31,28,33,27,34,25,34,29,35,28,33,28,1.0
38,56,36,55,34,63,31,62,29,27,61,54,65,29,63,28,35,56,36,58,34,57,37,54,38,31,61,30,36,28,37,29,38,29,36,31,64,27,35,29,34,30,36,29,37,27,37,31,38,30,36,30,1.0
13,79,12,78,8,94,0,93,0,0,93,76,94,0,93,0,10,80,11,82,8,81,13,76,14,1,93,0,12,0,13,0,14,0,11,1,94,0,10,0,8,0,12,0,13,0,13,0,13,0,12,0,2.0
21,69,22,68,20,61,29,60,29,27,58,66,63,29,62,28,21,70,21,71,20,71,22,67,24,32,58,30,23,29,23,30,24,29,21,32,63,27,21,31,20,31,22,30,23,27,22,29,21,30,22,31,2.0
29,61,30,60,26,67,24,66,25,23,65,58,69,24,67,24,28,62,28,64,26,63,30,58,31,26,65,25,30,24,30,25,32,25,29,27,68,23,28,25,26,26,30,25,31,23,31,24,29,26,30,25,1.0
34,59,32,58,28,69,25,68,23,21,67,57,71,23,69,22,30,60,31,62,29,61,33,57,34,25,67,24,32,22,33,23,34,23,31,25,70,21,30,23,29,24,32,23,33,21,33,25,34,24,32,24,1.0
19,70,19,69,11,69,22,68,22,19,67,65,72,20,70,20,15,73,15,75,11,74,19,65,20,23,68,22,19,20,19,22,21,21,16,24,71,20,15,22,11,23,19,22,20,20,20,22,19,23,19,22,1.0
5,84,3,83,0,77,12,76,10,7,73,80,81,10,79,9,2,86,3,88,0,87,5,80,7,14,73,12,6,10,6,10,8,11,4,15,80,7,3,13,0,14,5,12,7,7,6,12,5,13,3,13,1.0
37,56,36,55,34,58,35,57,34,32,56,54,60,34,58,33,35,56,36,58,34,57,37,54,38,36,56,35,36,33,37,34,38,34,36,36,59,32,35,34,34,35,36,34,37,32,37,35,37,35,36,35,1.0
30,63,28,62,24,55,37,54,35,30,51,60,59,33,57,32,26,64,27,66,24,65,29,60,30,37,52,36,28,32,29,35,30,33,27,37,58,30,26,35,24,36,28,35,29,30,29,37,30,36,28,36,2.0
33,57,33,56,28,58,33,57,34,30,55,53,60,32,59,32,30,59,31,61,28,60,34,54,35,35,55,34,33,32,34,34,35,32,31,35,60,30,30,34,28,34,33,34,34,30,34,33,33,34,33,34,2.0
19,75,17,74,15,80,12,79,10,5,77,73,84,8,82,7,16,75,17,77,15,76,18,73,19,12,78,11,17,7,18,10,19,8,17,12,83,6,16,10,15,11,17,10,18,6,18,12,19,11,17,11,1.0
15,77,13,76,11,64,28,63,26,24,61,74,66,26,65,25,12,78,13,80,11,79,14,75,16,29,61,27,14,26,15,27,16,26,13,29,66,24,12,28,11,28,13,27,15,24,14,28,15,27,13,28,2.0
32,60,31,59,27,68,25,67,24,22,66,58,70,24,68,23,29,61,30,63,28,62,32,58,33,26,66,25,31,23,32,24,33,24,30,26,69,22,29,24,28,25,31,24,32,22,32,25,32,25,31,25,1.0
21,73,19,72,17,67,27,66,25,23,65,71,69,25,67,24,18,73,19,75,17,74,20,71,21,27,65,26,19,24,20,25,21,25,19,27,68,23,18,25,17,26,19,25,20,23,20,27,21,26,19,26,1.0
24,69,23,68,20,61,33,60,31,29,59,66,63,31,61,30,21,70,21,71,20,71,23,67,24,33,59,32,23,30,23,31,24,31,21,33,62,29,21,31,20,32,23,31,23,29,23,33,24,32,23,32,2.0
33,58,33,57,29,64,28,63,28,26,62,56,66,27,64,27,31,59,31,61,30,60,33,56,34,29,62,28,33,27,33,28,35,28,32,30,65,26,31,28,30,29,33,28,34,26,34,28,33,29,33,28,1.0
25,68,24,67,22,61,31,60,30,26,58,66,64,29,62,28,23,68,24,70,22,69,25,66,26,32,58,31,24,28,25,30,26,29,24,32,63,26,23,30,22,31,24,30,25,26,25,31,25,31,24,31,2.0
22,69,24,69,22,62,29,61,30,26,59,68,64,28,63,28,23,70,22,70,22,70,23,68,24,30,59,30,24,28,23,30,24,28,23,31,64,26,23,30,22,30,24,30,24,26,24,29,22,30,24,30,2.0
27,63,26,62,19,68,23,67,22,16,64,58,72,20,70,19,22,66,23,68,19,67,27,59,28,24,64,23,26,19,27,22,28,20,23,24,71,16,22,22,19,23,26,22,27,16,27,23,27,23,26,23,1.0
26,66,26,66,24,68,24,67,24,20,65,65,70,22,69,22,25,67,25,68,24,67,26,65,27,24,65,24,26,22,26,24,27,22,26,25,70,20,25,24,24,24,26,24,27,20,27,24,26,24,26,24,2.0
37,56,35,55,31,67,27,66,25,23,65,54,69,25,67,24,33,57,34,59,32,58,36,54,37,27,65,26,35,24,36,25,37,25,34,27,68,23,33,25,32,26,35,25,36,23,36,27,37,26,35,26,1.0
20,73,18,72,14,76,18,75,16,14,74,70,78,16,76,15,16,74,17,76,14,75,19,70,20,18,74,17,18,15,19,16,20,16,17,18,77,14,16,16,14,17,18,16,19,14,19,18,20,17,18,17,1.0
30,62,27,61,23,55,39,54,36,35,53,58,57,37,55,36,25,64,26,66,23,65,29,59,30,39,53,38,28,36,29,36,30,37,26,39,56,35,25,37,23,38,28,37,29,35,29,39,30,38,27,38,2.0
31,58,31,57,23,69,21,68,22,16,66,53,72,19,71,19,27,61,28,63,23,62,32,53,33,23,66,22,31,19,32,22,33,19,28,23,72,17,27,22,23,22,31,22,32,17,32,21,31,22,31,22,2.0
32,57,32,56,31,36,53,35,52,51,33,54,39,53,37,52,32,58,32,59,31,59,33,54,35,56,33,54,35,53,34,52,36,54,33,57,38,51,33,55,31,56,34,54,35,51,34,53,32,55,32,55,2.0
23,70,21,69,17,72,19,71,17,11,68,68,77,14,75,13,19,71,20,73,18,72,22,68,23,19,70,18,21,13,22,17,23,14,20,19,76,12,19,17,18,18,21,17,22,12,22,19,23,18,21,18,1.0
20,72,18,71,12,69,23,68,21,15,65,68,73,19,71,18,15,74,16,76,12,75,19,68,20,23,65,22,18,18,19,21,20,19,16,23,72,15,15,21,12,22,18,21,19,15,19,23,20,22,18,22,1.0
34,59,32,58,28,68,26,67,24,22,66,57,70,24,68,23,30,60,31,62,29,61,33,57,34,26,66,25,32,23,33,24,34,24,31,26,69,22,30,24,29,25,32,24,33,22,33,26,34,25,32,25,1.0
23,70,23,69,21,60,31,59,30,24,57,68,64,28,62,27,22,70,22,71,21,71,23,68,24,32,57,31,23,27,23,30,24,28,22,32,63,25,22,30,21,31,23,30,23,25,23,31,23,31,23,31,2.0
31,63,29,62,27,71,23,70,21,19,69,61,73,21,71,20,28,63,29,65,27,64,30,61,31,23,69,22,29,20,30,21,31,21,29,23,72,19,28,21,27,22,29,21,30,19,30,23,31,22,29,22,1.0
34,60,32,59,30,69,25,68,23,21,67,58,71,23,69,22,31,60,32,62,30,61,33,58,34,25,67,24,32,22,33,23,34,23,32,25,70,21,31,23,30,24,32,23,33,21,33,25,34,24,32,24,1.0
20,73,19,72,17,75,18,74,18,16,73,71,76,17,75,17,18,73,19,75,17,74,20,71,21,19,73,18,19,17,20,18,21,17,19,19,76,16,18,18,17,18,19,18,20,16,20,18,20,18,19,18,1.0
25,69,23,68,21,63,31,62,29,27,61,67,65,29,63,28,22,69,23,71,21,70,24,67,25,31,61,30,23,28,24,29,25,29,23,31,64,27,22,29,21,30,23,29,24,27,24,31,25,30,23,30,1.0
23,68,23,67,19,85,7,84,7,5,83,65,87,7,85,6,21,69,22,71,19,70,24,65,25,9,83,8,23,6,24,7,25,7,22,9,86,5,21,7,19,8,23,7,24,5,24,7,23,8,23,8,1.0
34,60,32,59,30,60,34,59,32,30,58,58,62,32,60,31,31,60,32,62,30,61,33,58,34,34,58,33,32,31,33,32,34,32,32,34,61,30,31,32,30,33,32,32,33,30,33,34,34,33,32,33,2.0
26,67,24,66,20,70,24,69,22,20,68,64,72,22,70,21,22,68,23,70,20,69,25,64,26,24,68,23,24,21,25,22,26,22,23,24,71,20,22,22,20,23,24,22,25,20,25,24,26,23,24,23,1.0
26,60,28,59,24,58,28,57,29,25,53,55,62,27,61,27,26,63,25,64,24,64,28,57,30,32,54,30,30,28,29,30,31,28,26,33,62,25,26,32,24,32,29,31,30,25,29,28,26,31,28,31,2.0
25,68,23,67,19,67,27,66,25,23,65,66,69,25,67,24,21,69,22,71,20,70,24,66,25,27,65,26,23,24,24,25,25,25,22,27,68,23,21,25,20,26,23,25,24,23,24,27,25,26,23,26,1.0
29,65,27,64,25,66,26,65,24,18,64,63,70,22,68,21,26,65,27,67,25,66,28,63,29,26,64,25,27,21,28,24,29,22,27,26,69,20,26,24,25,25,27,24,28,20,28,26,29,25,27,25,2.0
24,67,23,66,17,63,28,62,28,22,60,65,66,25,65,25,20,69,21,71,19,70,24,65,25,29,60,28,23,25,24,28,25,25,21,29,66,23,20,28,19,28,23,28,24,23,24,28,24,28,23,28,2.0
31,60,31,59,27,69,20,68,20,13,65,57,74,17,72,16,29,61,30,63,27,62,32,57,33,22,66,21,31,16,32,20,33,17,30,22,73,14,29,20,27,21,31,20,32,14,32,20,31,21,31,21,1.0
30,64,28,63,27,58,35,57,32,29,55,62,61,32,59,31,28,64,28,65,27,65,29,62,30,35,55,34,29,31,29,32,30,32,28,35,60,29,28,33,27,34,29,33,29,29,29,35,30,34,28,34,2.0
31,60,31,59,27,72,20,71,20,18,70,58,74,20,72,19,29,61,30,63,28,62,32,58,33,22,70,21,31,19,32,20,33,20,30,22,73,18,29,20,28,21,31,20,32,18,32,20,31,21,31,21,1.0
26,65,25,64,20,69,23,68,23,19,66,62,71,21,70,21,22,67,23,69,21,68,26,63,27,24,66,23,25,21,26,23,27,21,23,24,71,19,22,23,21,23,25,23,26,19,26,23,26,23,25,23,1.0
22,72,21,71,19,65,28,64,26,23,62,70,68,25,66,24,20,72,20,73,19,73,21,70,22,28,63,27,21,24,21,26,22,25,20,28,67,23,20,26,19,27,21,26,21,23,21,28,22,27,21,27,2.0
25,64,27,63,23,64,23,63,25,17,59,62,69,20,67,21,25,65,24,67,24,66,26,62,27,25,59,24,27,21,26,25,29,22,26,27,68,17,25,25,24,26,27,25,28,17,28,23,25,26,27,24,1.0
25,67,25,66,23,67,23,66,23,17,63,65,71,21,69,20,24,67,25,69,23,68,26,65,27,25,63,24,25,20,26,23,27,21,25,25,70,17,24,23,23,24,25,23,26,17,26,23,25,24,25,24,1.0
4,90,1,89,0,75,19,74,16,15,73,88,77,17,75,16,1,90,2,92,0,91,3,88,4,19,73,18,2,16,3,16,4,17,2,19,76,15,1,17,0,18,2,17,3,15,3,19,4,18,1,18,2.0
39,55,37,54,35,65,29,64,27,25,63,53,67,27,65,26,36,55,37,57,35,56,38,53,39,29,63,28,37,26,38,27,39,27,37,29,66,25,36,27,35,28,37,27,38,25,38,29,39,28,37,28,1.0
19,74,18,73,16,61,32,60,31,29,59,72,63,31,61,30,17,74,18,76,16,75,19,72,20,33,59,32,18,30,19,31,20,31,18,33,62,29,17,31,16,32,18,31,19,29,19,32,19,32,18,32,1.0
32,60,31,59,27,57,36,56,36,34,55,57,58,35,57,35,29,61,30,63,27,62,32,57,33,37,55,36,31,35,32,36,33,35,30,37,58,34,29,36,27,36,31,36,32,34,32,36,32,36,31,36,2.0
32,60,30,59,24,73,20,72,18,14,70,56,76,17,74,16,27,62,28,64,24,63,31,56,32,20,70,19,30,16,31,18,32,17,28,20,75,14,27,18,24,19,30,18,31,14,31,20,32,19,30,19,1.0
34,60,32,59,30,67,25,66,23,17,63,58,71,21,69,20,31,60,32,62,30,61,33,58,34,25,63,24,32,20,33,23,34,21,32,25,70,17,31,23,30,24,32,23,33,17,33,25,34,24,32,24,1.0
