@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atLee numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute destClass {2,1}

@data
94,50,33,94,38,55,0,0,95,36,58,41,53,95,0,37,54,41,51,34,58,0,94,1,59,0,58,0,94,0,42,1,0,53,1,54,36,53,37,1,0,0,41,0,36,0,1,1,2
78,34,38,86,58,54,6,8,88,40,56,60,36,80,16,40,36,59,35,39,55,7,87,8,56,7,55,14,79,15,60,16,7,35,8,36,39,35,40,16,7,15,59,15,39,15,8,16,2
94,40,26,92,48,62,0,1,94,29,65,52,43,95,1,30,43,51,42,28,65,1,93,1,66,1,65,0,94,0,52,1,1,43,2,44,29,43,30,1,1,0,51,0,29,0,2,1,2
76,27,38,88,65,48,4,6,90,42,53,67,28,80,16,43,29,66,28,42,52,5,89,6,53,5,52,12,79,15,67,16,5,28,6,29,42,28,43,16,5,15,66,15,42,15,6,16,2
93,42,23,82,48,63,4,6,87,26,65,51,43,94,2,28,44,50,43,26,64,5,86,8,68,7,67,1,93,1,51,2,8,44,9,45,27,43,28,2,8,1,50,1,27,1,9,2,2
85,39,32,83,53,58,9,11,85,34,61,54,40,89,6,34,41,54,40,34,60,10,84,11,61,10,60,3,88,6,55,6,10,40,11,41,34,40,35,7,10,6,54,6,34,6,11,7,2
90,43,44,84,49,48,8,10,86,46,50,51,45,92,4,46,45,49,44,45,49,9,85,10,50,9,49,2,91,2,51,4,9,44,10,45,45,44,46,4,9,3,50,3,45,3,10,4,2
94,28,15,90,60,69,2,3,92,19,74,64,30,95,1,21,32,63,31,20,73,2,91,4,75,3,74,0,94,0,64,1,3,31,4,32,20,31,21,1,3,0,63,0,20,0,4,1,1
85,32,31,79,58,61,11,14,82,33,63,61,35,88,8,33,35,60,34,32,62,13,81,14,63,13,62,5,87,7,61,8,13,34,14,35,32,34,33,8,13,7,60,7,32,7,14,8,1
92,26,31,88,60,61,2,4,91,32,62,64,30,94,1,32,30,64,30,32,62,4,90,4,63,4,62,0,93,1,65,1,4,30,4,31,32,30,33,1,4,1,64,1,32,1,5,2,2
94,40,34,79,52,58,11,14,82,36,60,54,42,95,1,36,42,53,41,35,59,13,81,14,60,13,59,0,94,0,54,1,13,41,14,42,35,41,36,1,13,0,53,0,35,0,14,1,2
76,30,40,93,62,52,1,2,94,42,54,64,32,78,18,42,32,63,31,41,53,1,93,2,54,1,53,16,77,17,64,18,1,31,2,32,41,31,42,18,1,17,63,17,41,17,2,18,1
84,30,45,94,60,47,0,1,95,46,49,63,32,86,10,47,33,62,32,46,48,0,94,1,49,0,48,8,85,9,63,10,0,32,1,33,46,32,47,10,0,9,62,9,46,9,1,10,2
94,44,34,83,48,58,9,11,85,36,60,49,46,95,0,36,46,49,45,35,59,10,84,11,60,10,59,0,94,0,50,1,10,45,11,46,35,45,36,1,10,0,49,0,35,0,11,1,2
90,54,28,78,36,64,14,16,80,30,66,39,57,92,4,30,57,38,55,28,65,15,79,16,66,15,65,2,91,3,39,4,15,56,16,57,29,56,30,4,15,3,38,3,29,3,16,4,2
93,37,24,87,51,64,3,4,90,27,66,55,40,94,2,28,40,54,39,26,65,3,89,5,68,4,67,1,93,1,55,2,5,40,6,41,27,39,28,2,5,1,54,1,27,1,6,2,2
94,41,28,90,51,62,0,3,93,31,65,52,43,95,0,31,43,52,42,30,63,1,92,3,65,2,64,0,94,0,53,1,2,42,3,43,30,42,31,1,2,0,52,0,30,0,3,1,2
93,37,21,84,51,65,2,4,89,25,67,55,40,94,2,26,40,54,39,24,67,4,88,6,70,5,69,1,93,1,55,2,6,40,7,41,25,39,26,2,6,1,54,1,25,1,7,2,2
94,41,24,87,49,60,1,2,91,27,63,52,41,95,1,30,42,51,42,28,64,3,90,3,66,4,65,0,94,0,52,1,4,43,5,44,29,43,30,1,4,0,51,0,29,0,5,1,2
93,21,16,91,67,74,1,2,93,19,76,71,25,94,2,19,25,70,23,17,76,2,92,3,77,2,76,1,93,1,71,2,2,24,3,25,18,24,19,2,2,1,70,1,18,1,3,2,1
82,24,39,94,66,53,0,1,95,40,55,68,26,86,9,40,27,68,26,40,54,0,94,1,55,0,54,6,85,9,69,9,0,26,1,27,40,26,41,10,0,9,68,9,40,9,1,10,1
87,35,34,82,55,54,8,10,85,37,57,58,37,89,7,38,37,56,37,37,57,10,84,10,58,10,57,5,88,5,58,7,10,37,11,38,37,37,38,7,10,6,57,6,37,6,11,7,2
84,25,21,82,59,67,10,12,84,25,71,64,31,88,7,25,31,64,30,24,70,11,83,12,71,11,70,4,87,7,65,8,11,30,12,31,24,30,25,8,11,7,64,7,24,7,12,8,1
86,30,35,88,60,55,2,3,91,36,56,63,31,89,7,38,31,61,31,36,56,3,90,3,58,3,57,4,88,5,63,7,3,32,5,33,36,31,38,7,4,6,62,5,37,5,5,7,1
80,22,29,91,70,57,1,2,93,34,61,72,24,82,14,34,24,71,23,33,60,1,92,3,62,2,61,12,81,13,72,14,2,23,3,24,33,23,34,14,2,13,71,13,33,13,3,14,1
94,48,27,91,44,63,1,2,93,30,65,46,50,95,1,30,50,45,49,29,65,2,92,3,66,2,65,0,94,0,46,1,2,49,3,50,29,49,30,1,2,0,45,0,29,0,3,1,2
89,49,37,84,43,55,8,10,86,38,57,45,50,91,5,39,51,44,50,38,56,9,85,10,57,9,56,3,90,4,45,5,9,50,10,51,38,50,39,5,9,4,44,4,38,4,10,5,2
93,28,12,89,60,76,1,3,92,14,79,64,30,94,2,16,31,63,30,14,78,2,91,3,80,2,79,1,93,1,64,2,3,31,4,32,15,30,16,2,3,1,63,1,15,1,4,2,2
94,40,22,87,50,62,3,5,90,27,67,53,42,95,1,28,43,52,42,27,65,3,89,6,68,5,67,0,94,0,53,1,5,42,6,43,27,42,28,1,5,0,52,0,27,0,6,1,2
79,31,42,93,61,50,1,2,94,44,52,63,33,81,15,44,33,62,32,43,51,1,93,2,52,1,51,13,80,14,63,15,1,32,2,33,43,32,44,15,1,14,62,14,43,14,2,15,1
94,47,33,80,43,59,12,14,82,34,61,46,49,95,1,35,50,45,49,34,60,13,81,14,61,13,60,0,94,0,46,1,13,49,14,50,34,49,35,1,13,0,45,0,34,0,14,1,2
91,46,33,78,46,59,14,16,80,35,61,48,48,93,3,35,48,47,47,34,60,15,79,16,61,15,60,1,92,2,48,3,15,47,16,48,34,47,35,3,15,2,47,2,34,2,16,3,2
79,28,36,87,64,56,5,7,89,38,58,66,30,81,15,38,30,65,29,37,57,6,88,7,58,6,57,13,80,14,66,15,6,29,7,30,37,29,38,15,6,14,65,14,37,14,7,15,1
94,38,39,89,52,53,3,5,91,41,55,54,41,95,0,41,41,54,40,40,54,4,90,5,55,4,54,0,94,0,55,1,4,40,5,41,40,40,41,1,4,0,54,0,40,0,5,1,2
79,35,45,93,57,47,1,2,94,47,49,59,37,81,15,47,37,58,36,46,48,1,93,2,49,1,48,13,80,14,59,15,1,36,2,37,46,36,47,15,1,14,58,14,46,14,2,15,1
94,36,26,91,56,64,1,2,93,29,66,58,38,95,1,29,38,57,37,28,65,1,92,3,67,2,66,0,94,0,58,1,2,37,3,38,28,37,29,1,2,0,57,0,28,0,3,1,2
87,41,41,87,51,51,5,7,89,43,53,53,43,90,6,43,43,52,42,42,52,6,88,7,53,6,52,3,89,5,53,6,6,42,7,43,42,42,43,6,6,5,52,5,42,5,7,6,1
88,35,40,93,57,52,1,2,94,42,54,59,37,90,6,42,37,58,36,41,53,1,93,2,54,1,53,4,89,5,59,6,1,36,2,37,41,36,42,6,1,5,58,5,41,5,2,6,1
80,27,44,93,65,48,1,2,94,46,50,67,29,82,14,46,29,66,28,45,49,1,93,2,50,1,49,12,81,13,67,14,1,28,2,29,45,28,46,14,1,13,66,13,45,13,2,14,1
78,31,44,93,61,48,1,2,94,46,50,63,33,80,16,46,33,62,32,45,49,1,93,2,50,1,49,14,79,15,63,16,1,32,2,33,45,32,46,16,1,15,62,15,45,15,2,16,1
87,40,37,89,52,55,3,4,91,38,56,54,41,89,7,39,42,53,41,38,56,4,90,5,57,4,56,5,88,6,54,7,4,41,5,42,38,41,39,7,4,6,53,6,38,6,5,7,1
81,21,39,93,71,51,1,2,94,42,54,72,23,83,12,42,23,72,22,41,53,1,93,2,54,1,53,11,82,12,73,13,1,22,2,23,41,22,42,13,1,12,72,12,41,12,2,13,1
78,27,41,93,65,51,1,2,94,43,53,66,29,80,15,43,29,66,28,42,52,1,93,2,53,1,52,14,79,15,67,16,1,28,2,29,42,28,43,16,1,15,66,15,42,15,2,16,1
93,42,35,85,50,57,7,9,87,37,59,52,44,94,2,37,44,51,43,36,58,8,86,9,59,8,58,1,93,1,52,2,8,43,9,44,36,43,37,2,8,1,51,1,36,1,9,2,2
92,40,27,76,46,63,16,18,78,30,66,50,45,94,1,30,45,49,43,28,65,17,77,18,66,17,65,0,93,0,51,2,17,44,18,45,29,44,30,2,17,1,50,1,29,1,18,2,2
83,29,41,93,63,51,1,2,94,42,53,63,30,86,8,42,31,64,30,42,52,1,93,2,53,1,52,7,85,9,65,9,1,30,2,31,42,30,43,10,1,9,64,9,42,9,2,10,1
94,35,40,89,53,48,1,2,92,44,50,56,39,95,0,44,39,56,37,42,50,2,91,4,52,2,51,0,94,0,57,1,3,38,4,39,43,37,44,1,3,0,56,0,43,0,4,1,2
77,30,40,91,60,50,1,3,93,42,53,62,32,80,15,42,33,60,31,41,51,1,92,3,53,1,52,13,79,13,63,15,1,32,3,33,41,31,43,16,2,15,62,14,42,14,3,16,1
86,29,38,94,59,54,0,1,95,39,56,63,32,88,8,40,33,62,32,39,55,0,94,1,56,0,55,6,87,7,63,8,0,32,1,33,39,32,40,8,0,7,62,7,39,7,1,8,1
91,38,32,76,54,58,16,18,78,35,61,56,40,93,3,35,40,55,39,34,60,17,77,18,61,17,60,1,92,2,56,3,17,39,18,40,34,39,35,3,17,2,55,2,34,2,18,3,2
83,35,40,93,57,52,1,2,94,42,54,59,37,85,11,42,37,58,36,41,53,1,93,2,54,1,53,9,84,10,59,11,1,36,2,37,41,36,42,11,1,10,58,10,41,10,2,11,1
94,40,25,78,52,67,14,16,80,27,69,54,42,95,1,27,42,53,41,26,68,15,79,16,69,15,68,0,94,0,54,1,15,41,16,42,26,41,27,1,15,0,53,0,26,0,16,1,2
85,38,41,94,54,49,0,1,95,44,52,56,40,87,9,44,40,55,39,43,51,0,94,1,52,0,51,7,86,8,56,9,0,39,1,40,43,39,44,9,0,8,55,8,43,8,1,9,2
80,23,35,91,69,55,1,2,93,38,57,70,25,82,13,38,25,70,24,37,57,2,92,3,58,2,57,12,81,13,71,14,2,24,3,25,37,24,38,14,2,13,70,13,37,13,3,14,1
89,36,23,82,52,67,8,10,85,25,69,55,39,91,4,25,39,55,39,25,69,10,84,10,70,10,69,3,90,4,56,4,10,39,10,40,25,39,26,4,10,4,55,4,25,4,11,5,2
87,42,40,91,50,50,1,1,93,43,51,52,44,90,6,43,44,51,42,41,51,1,92,3,53,1,52,3,89,5,52,6,2,43,3,44,42,42,43,6,2,5,51,5,42,5,3,6,2
85,12,30,94,76,58,0,1,95,32,62,78,14,87,7,32,16,78,15,33,61,0,94,1,62,0,61,7,86,7,80,7,0,15,1,16,33,15,34,9,0,8,79,8,33,8,1,9,1
77,28,39,93,64,51,1,2,94,42,54,66,30,79,17,42,30,65,29,41,53,1,93,2,54,1,53,15,78,16,66,17,1,29,2,30,41,29,42,17,1,16,65,16,41,16,2,17,1
80,35,37,93,57,55,1,2,94,39,57,59,37,82,14,39,37,58,36,38,56,1,93,2,57,1,56,12,81,13,59,14,1,36,2,37,38,36,39,14,1,13,58,13,38,13,2,14,1
85,36,36,91,56,54,1,3,93,39,57,57,38,87,8,39,38,56,37,38,56,2,92,3,57,2,56,7,86,7,58,9,2,37,3,38,38,37,39,9,2,8,57,8,38,8,3,9,2
75,30,40,93,62,52,1,2,94,42,54,64,32,78,18,42,32,63,31,41,53,1,93,2,54,1,53,15,77,17,64,18,1,31,2,32,41,31,42,18,1,17,63,17,41,17,2,18,1
82,29,44,93,63,48,1,2,94,46,50,65,31,84,12,46,31,64,30,45,49,1,93,2,50,1,49,10,83,11,65,12,1,30,2,31,45,30,46,12,1,11,64,11,45,11,2,12,1
93,36,26,78,54,64,14,15,80,29,66,57,39,94,2,29,39,56,38,28,66,15,79,16,67,15,66,1,93,1,57,2,15,38,16,39,28,38,29,2,15,1,56,1,28,1,16,2,2
89,30,34,90,62,56,2,3,92,37,58,64,32,91,5,37,32,63,31,36,57,2,91,4,59,3,58,3,90,4,64,5,3,31,4,32,36,31,37,5,3,4,63,4,36,4,4,5,1
94,39,28,87,53,64,3,5,90,29,65,54,40,95,0,29,40,54,40,29,65,5,89,5,66,5,65,0,94,0,55,0,5,40,5,41,29,40,30,0,5,0,54,0,29,0,6,1,2
94,16,3,89,70,87,1,2,92,6,88,75,21,95,1,6,21,74,20,5,88,2,91,4,90,3,89,0,94,0,75,1,3,20,4,21,5,20,6,1,3,0,74,0,5,0,4,1,2
72,28,41,93,64,51,1,2,94,43,53,66,30,74,22,43,30,65,29,42,52,1,93,2,53,1,52,20,73,21,66,22,1,29,2,30,42,29,43,22,1,21,65,21,42,21,2,22,1
80,30,35,91,60,57,1,3,93,37,59,63,33,84,12,37,33,62,32,36,58,2,92,3,59,2,58,8,83,11,63,12,2,32,3,33,36,32,37,12,2,11,62,11,36,11,3,12,1
93,43,38,89,49,54,1,4,92,39,56,51,44,94,2,40,45,50,44,39,55,3,91,4,56,3,55,1,93,1,51,2,3,44,4,45,39,44,40,2,3,1,50,1,39,1,4,2,2
91,39,36,84,51,56,8,10,86,37,58,54,41,93,3,38,42,53,41,37,57,9,85,10,58,9,57,1,92,2,54,3,9,41,10,42,37,41,38,3,9,2,53,2,37,2,10,3,1
74,26,30,87,64,60,5,7,89,33,63,67,29,77,19,33,29,66,28,32,62,6,88,7,63,6,62,16,76,18,67,19,6,28,7,29,32,28,33,19,6,18,66,18,32,18,7,19,1
83,37,35,89,53,57,3,5,91,36,59,56,39,85,11,37,40,55,39,36,58,4,90,5,59,4,58,9,84,10,56,11,4,39,5,40,36,39,37,11,4,10,55,10,36,10,5,11,1
93,42,36,80,50,56,12,14,82,38,58,52,44,94,2,38,44,51,43,37,57,13,81,14,58,13,57,1,93,1,52,2,13,43,14,44,37,43,38,2,13,1,51,1,37,1,14,2,2
78,32,42,93,60,50,1,2,94,43,52,62,33,81,15,44,34,61,33,43,51,1,93,2,52,1,51,12,80,14,62,15,1,33,2,34,43,33,44,15,1,14,61,14,43,14,2,15,1
88,35,30,91,55,60,1,3,93,32,63,57,37,90,5,33,38,57,36,31,61,1,92,3,63,1,62,4,89,5,58,6,2,37,3,38,32,36,33,6,2,5,57,5,32,5,3,6,2
93,43,37,84,49,55,8,10,86,39,57,51,45,94,2,39,45,50,44,38,56,9,85,10,57,9,56,1,93,1,51,2,9,44,10,45,38,44,39,2,9,1,50,1,38,1,10,2,2
85,38,50,93,54,42,1,2,94,51,44,56,39,87,9,52,40,55,39,51,43,1,93,2,44,1,43,7,86,8,56,9,1,39,2,40,51,39,52,9,1,8,55,8,51,8,2,9,2
86,38,29,84,52,59,6,9,87,32,63,54,40,89,6,32,41,53,40,32,62,8,86,9,63,8,62,4,88,5,55,6,8,40,9,41,32,40,33,7,8,6,54,6,32,6,9,7,2
79,30,38,93,62,54,1,2,94,40,56,64,32,81,15,40,32,63,31,39,55,1,93,2,56,1,55,13,80,14,64,15,1,31,2,32,39,31,40,15,1,14,63,14,39,14,2,15,1
78,31,46,93,61,46,1,2,94,48,48,63,33,80,16,48,33,62,32,47,47,1,93,2,48,1,47,14,79,15,63,16,1,32,2,33,47,32,48,16,1,15,62,15,47,15,2,16,1
94,14,6,88,74,78,2,3,91,10,82,78,16,95,1,12,17,77,16,10,81,2,90,4,84,3,83,0,94,0,78,1,4,17,5,18,11,16,12,1,4,0,77,0,11,0,5,1,2
94,37,37,86,55,55,6,8,88,39,57,56,39,95,0,39,39,56,38,38,56,7,87,8,57,7,56,0,94,0,57,1,7,38,8,39,38,38,39,1,7,0,56,0,38,0,8,1,2
80,32,41,94,60,51,0,1,95,43,53,61,34,82,13,43,34,60,33,42,52,0,94,1,53,0,52,12,81,12,62,14,0,33,1,34,42,33,43,14,0,13,61,13,42,13,1,14,2
94,49,32,81,43,60,11,13,83,34,62,45,51,95,1,34,51,44,50,33,61,12,82,13,62,12,61,0,94,0,45,1,12,50,13,51,33,50,34,1,12,0,44,0,33,0,13,1,2
94,44,29,78,48,61,14,16,80,32,64,50,46,95,1,32,46,49,45,31,63,15,79,16,64,15,63,0,94,0,50,1,15,45,16,46,31,45,32,1,15,0,49,0,31,0,16,1,2
93,30,35,91,62,57,1,3,93,37,59,64,32,94,2,37,32,63,31,36,58,2,92,3,59,2,58,1,93,1,64,2,2,31,3,32,36,31,37,2,2,1,63,1,36,1,3,2,1
87,36,40,93,56,52,1,2,94,42,54,58,38,89,7,42,38,57,37,41,53,1,93,2,54,1,53,5,88,6,58,7,1,37,2,38,41,37,42,7,1,6,57,6,41,6,2,7,1
90,45,31,77,45,61,15,17,79,33,63,47,48,92,3,33,48,47,47,32,62,16,78,17,63,16,62,2,91,3,48,4,16,47,17,48,32,47,33,4,16,3,47,3,32,3,17,4,2
81,36,33,84,52,59,8,10,86,33,61,55,38,84,11,35,40,55,39,34,60,9,85,10,61,9,60,9,83,11,56,12,9,39,10,40,34,39,35,12,9,11,55,11,34,11,10,12,1
86,22,22,92,68,68,0,1,94,25,70,71,25,89,7,25,25,69,23,23,69,0,93,2,71,0,70,4,88,5,71,7,0,24,2,25,23,23,25,7,1,6,70,5,24,5,2,7,1
86,25,27,90,65,59,0,1,93,30,62,68,26,88,8,32,26,67,26,30,62,1,92,1,64,1,63,6,87,7,68,8,2,27,3,28,31,26,32,8,2,7,67,7,31,7,3,8,1
78,31,33,83,61,59,11,12,84,35,61,63,33,81,15,35,33,62,32,34,60,11,83,12,61,11,60,12,80,14,63,15,11,32,12,33,34,32,35,15,11,14,62,14,34,14,12,15,1
85,37,42,94,55,48,0,1,95,45,51,56,39,88,7,45,39,56,38,44,50,0,94,1,51,0,50,5,87,7,57,8,0,38,1,39,44,38,45,8,0,7,56,7,44,7,1,8,2
86,40,28,80,52,62,12,14,82,31,65,53,42,88,7,31,42,53,41,30,64,13,81,14,65,13,64,6,87,7,54,8,13,41,14,42,30,41,31,8,13,7,53,7,30,7,14,8,2
82,31,41,93,61,51,1,2,94,43,53,63,33,84,12,43,33,62,32,42,52,1,93,2,53,1,52,10,83,11,63,12,1,32,2,33,42,32,43,12,1,11,62,11,42,11,2,12,1
81,34,38,94,58,54,0,1,95,40,56,60,36,84,12,40,36,59,35,39,55,0,94,1,56,0,55,9,83,11,60,12,0,35,1,36,39,35,40,12,0,11,59,11,39,11,1,12,2
87,32,38,93,52,46,1,2,94,43,52,56,37,89,5,43,38,57,35,41,51,1,93,2,52,1,51,5,88,6,58,6,1,37,2,38,43,37,44,7,1,6,57,6,43,6,2,7,2
82,40,42,89,52,46,3,5,91,45,50,54,41,84,12,46,42,53,41,45,49,4,90,5,50,4,49,10,83,11,54,12,4,41,5,42,45,41,46,12,4,11,53,11,45,11,5,12,2
79,24,43,93,66,49,1,2,94,43,51,69,25,81,15,45,27,67,26,44,50,1,93,2,51,1,50,13,80,13,69,15,1,26,2,27,44,26,45,15,1,14,68,14,44,14,2,15,1
79,26,29,87,64,53,5,6,89,36,59,67,29,81,15,36,29,66,27,34,59,6,88,7,60,6,59,13,80,14,67,15,6,28,7,29,35,28,36,15,6,14,66,14,35,14,7,15,1
77,35,41,90,57,51,2,4,92,43,53,59,37,79,17,43,37,58,36,42,52,3,91,4,53,3,52,15,78,16,59,17,3,36,4,37,42,36,43,17,3,16,58,16,42,16,4,17,1
94,25,4,87,63,86,3,4,90,6,87,67,28,95,1,7,28,66,27,5,86,3,89,5,89,4,88,0,94,0,67,1,5,28,6,29,6,27,7,1,5,0,66,0,6,0,6,1,1
80,31,33,83,59,55,9,11,85,37,59,62,34,82,14,37,34,61,33,36,58,10,84,11,59,10,58,12,81,13,62,14,10,33,11,34,36,33,37,14,10,13,61,13,36,13,11,14,1
94,18,14,86,70,74,4,5,89,18,76,73,22,95,0,18,22,73,21,17,75,4,88,7,78,6,77,0,94,0,74,1,6,21,7,22,17,21,18,1,6,0,73,0,17,0,7,1,2
94,40,25,80,50,67,12,13,82,27,68,53,43,95,1,27,43,52,42,26,68,13,81,14,69,13,68,0,94,0,53,1,13,42,14,43,26,42,27,1,13,0,52,0,26,0,14,1,2
88,37,35,84,53,57,6,8,87,37,58,56,40,90,6,37,40,55,39,36,58,8,86,9,59,8,58,4,89,5,56,6,8,39,9,40,36,39,37,6,8,5,55,5,36,5,9,6,1
94,41,24,89,49,66,1,2,92,27,67,52,44,95,1,27,44,51,43,26,68,3,91,4,69,3,68,0,94,0,52,1,3,43,4,44,26,43,27,1,3,0,51,0,26,0,4,1,2
79,31,49,93,61,43,1,2,94,50,45,63,32,81,15,51,33,62,32,50,44,1,93,2,45,1,44,13,80,14,63,15,1,32,2,33,50,32,51,15,1,14,62,14,50,14,2,15,1
94,39,34,93,43,44,1,2,94,39,53,49,42,95,0,43,46,49,41,38,52,1,93,2,53,1,52,0,94,0,50,1,1,45,2,46,42,45,43,1,1,0,49,0,42,0,2,1,1
94,25,12,89,63,76,1,3,92,16,79,66,29,95,0,16,29,66,28,15,77,1,91,4,80,3,79,0,94,0,67,1,3,28,4,29,15,28,16,1,3,0,66,0,15,0,4,1,2
93,32,20,91,60,70,1,3,93,23,73,62,34,94,2,23,34,61,33,22,72,2,92,3,73,2,72,1,93,1,62,2,2,33,3,34,22,33,23,2,2,1,61,1,22,1,3,2,1
83,34,34,81,58,58,13,14,82,36,60,60,36,85,11,36,36,59,35,35,59,13,81,14,60,13,59,9,84,10,60,11,13,35,14,36,35,35,36,11,13,10,59,10,35,10,14,11,1
82,24,26,87,66,64,3,6,90,28,67,68,26,84,11,28,27,68,26,28,66,5,89,6,67,5,66,10,83,11,69,11,5,26,6,27,28,26,29,12,5,11,68,11,28,11,6,12,2
93,35,17,80,53,71,4,8,86,20,73,57,38,94,2,21,39,56,36,18,72,7,85,10,75,7,74,1,93,1,57,2,9,38,10,39,20,36,21,2,9,1,56,1,20,1,10,2,2
93,42,30,80,50,60,12,14,82,33,63,52,44,94,2,33,44,51,43,32,62,13,81,14,63,13,62,1,93,1,52,2,13,43,14,44,32,43,33,2,13,1,51,1,32,1,14,2,2
89,30,34,84,62,58,8,10,86,35,60,64,31,91,5,36,32,63,31,35,59,9,85,10,60,9,59,3,90,4,64,5,9,31,10,32,35,31,36,5,9,4,63,4,35,4,10,5,1
94,42,36,82,50,54,10,12,84,39,57,52,44,95,1,39,44,51,42,37,56,11,83,12,57,11,56,0,94,0,52,1,11,43,12,44,38,43,39,1,11,0,51,0,38,0,12,1,2
94,40,34,80,52,58,12,14,82,36,60,54,42,95,1,36,42,53,41,35,59,13,81,14,60,13,59,0,94,0,54,1,13,41,14,42,35,41,36,1,13,0,53,0,35,0,14,1,2
81,29,34,86,59,56,4,6,89,36,58,63,32,83,13,37,32,62,32,36,58,6,88,6,59,6,58,11,82,12,63,13,6,32,7,33,36,32,37,13,6,12,62,12,36,12,7,13,1
80,37,43,94,53,49,0,1,95,45,51,56,40,82,14,45,40,55,39,44,50,0,94,1,51,0,50,12,81,13,56,14,0,39,1,40,44,39,45,14,0,13,55,13,44,13,1,14,2
93,38,35,90,52,55,2,3,92,37,57,55,40,94,2,38,40,54,39,36,56,2,91,3,58,2,57,1,93,1,55,2,3,40,4,41,37,39,38,2,3,1,54,1,37,1,4,2,1
94,38,7,85,52,77,3,5,89,13,81,55,41,95,1,13,41,54,40,12,79,3,88,7,83,6,82,0,94,0,55,1,6,40,7,41,12,40,13,1,6,0,54,0,12,0,7,1,2
93,22,10,85,68,76,1,2,90,14,77,71,24,94,2,15,24,70,24,14,78,3,89,5,81,5,80,1,93,1,71,2,5,24,6,25,14,24,15,2,5,1,70,1,14,1,6,2,2
86,38,40,93,54,52,1,2,94,42,54,56,40,88,8,42,40,55,39,41,53,1,93,2,54,1,53,6,87,7,56,8,1,39,2,40,41,39,42,8,1,7,55,7,41,7,2,8,1
81,28,40,88,64,52,4,6,90,42,54,66,30,83,13,42,30,65,29,41,53,5,89,6,54,5,53,11,82,12,66,13,5,29,6,30,41,29,42,13,5,12,65,12,41,12,6,13,1
78,30,41,93,62,49,1,2,94,43,52,64,31,81,15,44,32,63,31,43,51,1,93,2,52,1,51,12,80,14,64,15,1,31,2,32,43,31,44,15,1,14,63,14,43,14,2,15,1
94,30,23,94,46,43,0,0,95,33,57,55,35,95,0,38,40,55,32,30,57,0,94,1,58,0,57,0,94,0,56,1,0,39,1,40,37,39,38,1,0,0,55,0,37,0,1,1,2
89,29,38,87,61,50,5,6,89,41,53,63,31,91,4,41,32,63,31,41,53,6,88,7,54,6,53,3,90,4,64,4,6,31,7,32,41,31,42,5,6,4,63,4,41,4,7,5,2
94,40,23,80,52,63,4,8,86,27,66,53,41,95,0,27,41,53,41,27,66,8,85,9,68,9,67,0,94,0,54,0,9,41,9,42,27,41,28,0,9,0,53,0,27,0,10,1,2
83,34,32,85,54,60,7,9,87,32,62,58,36,86,10,34,38,57,37,33,61,8,86,9,62,8,61,7,85,9,58,10,8,37,9,38,33,37,34,10,8,9,57,9,33,9,9,10,1
94,21,4,91,67,86,1,2,93,7,88,71,25,95,1,7,25,70,24,6,87,1,92,3,89,2,88,0,94,0,71,1,2,24,3,25,6,24,7,1,2,0,70,0,6,0,3,1,2
83,32,36,87,60,56,3,6,90,38,58,62,34,85,11,38,34,61,33,37,57,5,89,6,58,5,57,9,84,10,62,11,5,33,6,34,37,33,38,11,5,10,61,10,37,10,6,11,1
91,24,31,88,66,61,2,4,91,32,62,68,26,93,2,32,26,68,26,32,62,4,90,4,63,4,62,1,92,2,69,2,4,26,4,27,32,26,33,2,4,2,68,2,32,2,5,3,2
80,17,36,93,75,48,1,2,94,40,54,77,17,83,13,42,19,76,18,41,53,1,93,2,54,1,53,10,82,12,77,13,1,18,2,19,41,18,42,13,1,12,76,12,41,12,2,13,1
78,34,42,93,58,50,1,2,94,43,52,60,35,82,14,44,36,59,35,43,51,1,93,2,52,1,51,10,81,13,60,14,1,35,2,36,43,35,44,14,1,13,59,13,43,13,2,14,1
