@relation 'Sax dominant'

@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atLee numeric
@attribute o1atMaa numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute destClass {1,2}

@data
77,78,6,2,84,13,79,15,3,92,14,80,87,8,4,81,80,8,3,8,78,14,86,7,12,90,15,9,13,80,4,16,3,15,3,80,3,91,13,15,79,7,14,8,14,16,1.0
78,74,6,3,84,12,79,15,5,91,17,79,87,7,5,79,81,9,4,8,79,13,86,7,12,89,17,9,15,77,5,15,3,14,3,78,3,90,15,13,80,7,16,7,17,15,2.0
68,82,5,3,87,20,71,23,4,91,10,84,89,6,5,85,72,6,4,6,71,22,88,6,8,89,11,7,9,83,5,24,4,23,3,84,3,90,10,22,71,6,10,6,10,24,2.0
76,81,6,2,84,14,78,16,3,92,8,86,87,8,4,87,79,8,3,8,78,15,86,8,3,90,9,9,7,85,4,17,3,16,2,86,2,91,8,15,78,8,8,8,8,17,1.0
77,86,7,2,85,13,79,16,3,92,7,88,87,8,4,89,80,9,3,8,79,14,86,8,4,90,7,9,5,87,4,16,3,15,2,88,2,91,6,14,79,8,6,8,7,16,1.0
80,89,6,2,84,10,81,13,3,92,5,90,87,7,4,91,83,9,3,8,81,12,86,7,3,90,5,9,4,89,4,13,3,12,3,90,2,91,4,12,82,8,4,8,5,13,2.0
78,82,7,2,85,12,80,15,3,92,11,84,87,8,4,85,81,9,3,8,80,13,86,8,8,90,11,9,9,83,4,15,3,14,2,84,2,91,10,13,80,8,10,8,11,15,1.0
78,72,7,2,83,12,79,14,3,92,20,74,86,8,4,75,81,9,3,9,79,13,85,8,18,90,21,10,19,74,4,15,3,14,3,74,3,91,19,14,80,8,20,9,20,15,1.0
64,72,5,3,85,20,68,24,4,91,17,76,88,6,4,77,70,7,4,7,69,24,87,7,14,89,19,8,17,75,5,26,4,25,3,76,3,90,18,24,69,7,18,7,18,25,2.0
80,86,6,3,84,10,81,13,4,91,7,88,87,7,5,89,83,9,4,8,81,11,86,7,4,89,7,9,5,87,5,13,3,12,3,88,3,90,5,11,82,7,6,7,7,13,2.0
57,70,5,3,87,21,65,30,5,91,22,74,89,6,5,74,66,7,4,6,65,28,88,6,18,89,22,7,20,72,5,30,4,29,3,73,3,90,21,28,65,6,21,6,22,30,2.0
78,88,5,3,85,10,80,14,4,91,6,89,88,6,5,90,82,8,4,7,80,12,87,6,4,89,6,8,4,88,5,14,3,13,3,89,3,90,4,12,81,6,5,6,6,14,2.0
77,73,7,2,85,13,79,15,3,92,19,75,87,8,4,76,80,8,3,8,79,14,86,8,17,90,20,9,18,74,4,16,3,15,2,75,2,91,19,14,79,8,19,8,19,16,1.0
71,84,4,3,88,15,75,19,4,91,8,86,90,5,5,87,76,5,4,5,75,18,89,5,6,89,9,6,7,85,5,20,4,19,3,86,3,90,8,18,75,5,8,5,8,20,2.0
79,85,6,3,86,11,81,13,4,91,7,87,88,7,5,88,82,7,4,7,81,12,87,7,5,89,8,8,6,86,5,14,4,13,3,87,3,90,7,12,81,7,7,7,7,14,2.0
77,72,6,2,84,13,79,15,3,92,20,74,87,8,4,75,80,8,3,8,79,14,86,8,18,90,21,9,19,73,4,16,3,15,2,74,2,91,20,14,79,8,20,8,20,16,1.0
78,88,7,3,85,12,80,15,4,91,6,89,87,8,5,90,81,9,4,8,80,13,86,8,4,89,6,9,4,88,5,15,4,14,3,89,3,90,5,13,80,8,5,8,6,15,2.0
73,82,6,3,84,13,76,17,4,91,9,85,87,7,5,86,78,8,4,8,77,16,86,8,6,89,10,9,8,84,5,18,4,17,3,85,3,90,9,16,77,8,9,8,9,18,2.0
77,88,6,3,86,13,79,16,4,91,6,89,88,7,5,90,80,8,4,7,79,15,87,7,4,89,6,8,5,88,5,16,4,15,4,89,3,90,5,15,79,7,5,7,6,16,1.0
78,88,7,2,83,12,79,15,3,92,6,89,86,8,4,90,81,10,3,9,79,13,85,8,4,90,6,10,4,89,4,15,3,14,3,89,3,91,4,14,80,8,5,9,6,15,1.0
77,88,5,3,85,11,79,15,4,91,6,89,88,6,5,90,81,8,4,7,80,13,87,7,4,89,6,8,4,88,5,15,4,14,3,89,3,90,5,13,80,7,5,7,6,15,2.0
77,55,7,2,85,13,79,15,4,92,37,58,87,8,4,58,80,9,3,8,79,14,86,8,35,90,38,9,36,57,4,16,3,15,3,57,3,91,37,15,79,8,37,8,38,16,1.0
79,88,6,2,84,11,80,14,3,92,6,89,87,7,4,90,82,9,3,8,80,13,86,7,4,90,6,9,5,88,4,14,3,13,3,89,2,91,5,13,81,8,5,8,6,14,2.0
78,88,6,2,84,10,80,13,3,92,5,89,87,7,3,90,82,9,3,8,80,13,86,7,4,90,6,9,5,88,4,14,3,13,3,89,2,91,5,13,81,8,5,8,6,13,2.0
73,86,4,3,88,11,78,17,4,91,7,88,90,5,5,89,79,6,4,5,78,16,89,5,4,89,7,6,6,87,5,17,4,16,4,88,3,90,6,16,78,5,6,5,7,17,2.0
68,79,5,3,87,22,71,25,4,91,14,81,89,7,5,82,71,7,4,6,70,23,88,6,11,89,14,7,12,80,5,25,4,24,3,81,3,90,13,23,70,6,13,6,14,25,2.0
78,82,7,3,83,12,79,14,4,91,8,86,86,8,5,87,81,9,4,9,79,13,85,8,4,89,9,10,7,85,5,15,3,14,3,86,3,90,7,13,80,8,8,8,8,15,1.0
78,88,5,3,87,12,80,15,4,91,6,89,89,6,5,90,81,7,4,6,80,13,88,6,4,89,6,7,4,88,5,15,4,14,3,89,3,90,5,13,80,6,5,6,6,15,2.0
79,76,7,3,85,11,81,13,3,91,16,77,87,8,5,79,82,8,4,8,81,13,86,8,14,89,17,9,16,77,5,14,4,13,4,78,3,90,16,13,81,8,16,8,16,14,1.0
78,85,6,3,86,12,80,15,4,91,8,87,88,7,5,88,81,8,4,7,80,13,87,7,5,89,8,8,6,86,5,15,4,14,3,87,3,90,7,13,80,7,7,7,8,15,1.0
78,76,6,2,84,12,80,14,3,92,16,78,87,8,4,79,81,8,3,8,79,14,86,7,14,90,17,9,16,77,4,15,3,14,3,78,2,91,16,14,80,8,16,8,16,15,1.0
64,88,3,3,89,20,69,25,4,91,5,89,91,4,4,90,70,5,4,4,69,24,90,4,4,89,6,5,4,88,5,26,4,25,3,89,3,90,5,24,69,4,5,4,6,25,2.0
67,87,4,2,86,19,70,23,3,92,6,88,89,5,3,89,72,7,3,6,70,22,88,5,5,90,7,7,5,88,4,24,3,23,3,88,3,91,5,23,71,5,6,6,7,23,2.0
78,78,7,2,85,12,80,14,3,92,14,80,87,8,4,81,81,8,3,8,80,13,86,8,12,90,15,9,13,80,4,15,3,14,3,80,3,91,14,14,80,8,14,8,14,15,1.0
76,78,3,2,87,12,78,15,3,92,14,80,90,4,4,81,80,5,3,5,78,14,89,4,12,90,15,6,13,79,4,16,2,15,2,80,2,91,13,14,79,4,14,4,14,16,1.0
81,85,6,3,84,9,82,12,4,91,8,87,87,7,5,88,84,9,4,8,82,10,86,7,5,89,8,9,6,87,5,12,4,11,4,87,4,90,6,11,83,7,7,8,8,12,2.0
80,88,6,2,84,10,81,13,3,92,6,89,87,7,4,90,83,9,3,8,81,11,86,7,4,90,6,9,4,89,4,13,3,12,3,89,3,91,4,12,82,7,5,8,6,13,2.0
80,88,6,2,84,10,81,13,3,92,6,89,87,7,4,90,83,9,3,8,81,12,86,7,4,90,6,9,5,88,4,13,3,12,3,89,2,91,5,12,82,8,5,8,6,13,2.0
78,89,4,2,86,10,81,13,3,92,4,90,89,6,3,91,82,7,3,6,80,13,88,5,3,90,5,7,4,89,4,14,3,13,3,90,2,91,4,13,81,6,4,6,5,13,2.0
76,86,3,2,87,12,79,15,3,92,6,88,90,5,4,89,80,5,3,5,78,15,89,4,4,90,7,6,6,87,4,16,3,15,3,88,2,91,6,15,79,5,6,5,6,16,2.0
79,88,6,3,84,11,80,14,4,91,6,89,87,7,5,90,82,9,4,8,80,12,86,7,4,89,6,9,4,88,5,14,3,13,3,89,3,90,4,12,81,7,5,7,6,14,2.0
78,88,5,3,87,12,80,15,4,91,6,89,89,6,5,90,81,7,4,6,80,14,88,6,4,89,6,7,5,88,5,15,4,14,4,89,3,90,5,14,80,6,5,6,6,15,1.0
78,86,6,2,84,10,80,13,3,92,6,88,87,7,3,89,82,9,3,8,80,12,86,7,4,90,7,9,5,88,4,14,3,13,3,88,3,91,5,13,81,7,6,8,7,13,2.0
72,77,6,3,86,16,75,19,4,91,15,79,88,7,5,80,76,7,4,7,75,18,87,7,13,89,16,8,14,78,5,20,4,19,3,79,3,90,15,18,75,7,15,7,15,20,1.0
78,79,7,2,83,12,79,14,3,92,13,81,86,8,4,82,81,9,3,9,79,13,85,8,11,90,14,10,12,81,4,15,3,14,3,81,3,91,12,14,80,8,13,9,13,15,1.0
78,80,7,2,85,12,80,15,3,92,13,82,87,8,4,83,81,9,3,8,80,14,86,8,10,90,13,9,12,81,4,15,3,14,3,82,2,91,12,14,80,8,12,8,13,15,1.0
74,86,3,2,87,10,79,14,3,92,5,88,90,5,3,89,80,5,3,5,78,14,89,4,4,90,7,6,5,88,4,16,3,15,3,88,3,91,5,15,79,4,6,5,6,15,2.0
77,88,7,2,85,13,79,16,3,92,6,89,87,8,4,90,80,9,3,8,79,14,86,8,4,90,6,9,4,88,4,16,3,15,2,89,2,91,5,14,79,8,5,8,6,16,1.0
79,88,6,3,84,11,81,14,4,91,6,89,87,8,5,90,82,9,4,8,80,12,86,7,4,89,6,9,4,88,5,14,3,13,3,89,3,90,4,12,81,7,5,7,6,14,2.0
73,86,4,3,86,11,77,16,4,91,6,88,89,5,4,89,79,7,4,6,77,15,88,5,4,89,7,7,5,87,5,17,3,16,3,88,3,90,5,15,78,5,6,5,7,16,2.0
76,81,7,2,83,12,78,14,3,92,10,83,86,8,3,84,80,9,3,9,78,14,85,8,9,90,12,10,10,83,4,16,3,15,3,83,3,91,10,15,79,8,11,9,11,15,1.0
76,78,6,3,86,12,79,16,4,91,15,80,88,7,5,81,80,8,4,7,79,14,87,7,12,89,15,8,13,80,5,16,4,15,4,80,4,90,14,15,79,7,14,7,15,16,2.0
80,88,6,2,84,10,81,13,3,92,6,89,87,7,4,90,83,9,3,8,81,11,86,7,4,90,6,9,4,89,4,13,3,12,3,89,3,91,4,12,82,7,5,8,6,13,2.0
77,74,6,3,84,13,79,15,4,91,17,77,87,8,5,78,80,8,4,8,78,14,86,7,14,89,18,9,16,76,5,16,3,15,3,77,3,90,16,14,79,7,17,7,17,16,1.0
78,88,4,2,86,10,81,14,3,92,6,89,89,6,4,90,82,7,3,6,80,13,88,5,4,90,6,7,5,88,4,14,3,13,3,89,2,91,5,13,81,6,5,6,6,14,2.0
79,82,6,2,84,11,81,13,3,92,10,84,87,8,4,85,82,8,3,8,80,12,86,7,8,90,11,9,9,84,4,14,3,13,3,84,3,91,9,13,81,7,10,8,10,14,2.0
76,79,7,2,85,14,78,16,3,92,13,81,87,8,4,82,79,8,3,8,78,15,86,8,11,90,14,9,12,80,4,17,3,16,2,81,2,91,13,15,78,8,13,8,13,17,1.0
76,81,5,3,87,12,79,15,4,91,9,85,89,6,5,86,80,6,4,6,79,14,88,6,5,89,10,7,8,84,5,16,4,15,3,85,3,90,9,14,79,6,9,6,9,16,1.0
68,60,5,3,85,18,71,23,5,91,31,65,88,6,5,65,73,8,4,7,71,21,87,6,26,89,31,8,29,63,5,23,3,22,3,64,3,90,29,21,72,6,30,6,31,23,2.0
78,78,3,3,87,10,80,13,4,91,14,80,90,4,5,81,82,5,4,5,80,12,89,4,12,89,15,6,13,79,5,14,3,13,3,80,3,90,13,12,81,4,14,4,14,14,1.0
79,88,4,3,86,9,81,13,4,91,6,89,89,5,5,90,83,7,4,6,81,11,88,5,4,89,6,7,4,88,5,13,3,12,3,89,3,90,4,11,82,5,5,5,6,13,2.0
79,88,5,3,85,11,80,14,4,91,6,89,88,6,5,90,82,8,4,7,81,12,87,7,4,89,6,8,4,88,5,14,4,13,3,89,3,90,5,12,81,7,5,7,6,14,2.0
76,88,5,3,87,12,79,16,4,91,6,89,89,6,5,90,80,7,4,6,79,14,88,6,4,89,6,7,4,88,5,16,4,15,3,89,3,90,5,14,79,6,5,6,6,16,1.0
77,79,7,2,83,13,78,15,3,92,12,82,86,8,4,83,80,9,3,9,78,14,85,8,9,90,13,10,11,81,4,16,2,15,2,82,2,91,11,14,79,8,12,8,12,16,1.0
78,86,8,2,82,12,79,15,3,92,7,88,85,9,4,89,81,11,3,10,79,13,84,9,4,90,7,11,5,87,4,15,2,14,2,88,2,91,5,13,80,9,6,9,7,15,1.0
80,83,6,3,84,10,81,12,4,91,8,86,87,7,5,87,83,8,4,8,81,11,86,7,5,89,9,9,7,85,5,13,3,12,3,86,3,90,7,11,82,7,8,7,8,13,2.0
77,75,7,2,85,13,79,15,3,92,17,77,87,8,4,78,80,8,3,8,79,14,86,8,15,90,18,9,16,76,4,16,3,15,2,77,2,91,17,14,79,8,17,8,17,16,1.0
78,87,6,3,84,10,80,13,4,91,6,88,87,7,4,89,82,9,4,8,80,12,86,7,5,89,7,9,5,88,5,14,4,13,4,88,4,90,5,13,81,7,6,8,7,13,2.0
78,88,7,3,85,12,80,15,4,91,6,89,87,8,5,90,81,9,4,8,80,13,86,8,4,89,6,9,4,88,5,15,4,14,3,89,3,90,5,13,80,8,5,8,6,15,2.0
78,67,7,2,83,12,79,15,3,92,23,72,86,8,4,73,81,10,3,9,79,14,85,8,17,90,23,10,22,71,4,15,3,14,3,72,2,91,22,14,80,9,22,9,23,15,1.0
80,83,6,3,84,10,81,12,4,91,9,85,87,7,5,86,83,8,4,8,81,11,86,7,7,89,10,9,8,84,5,13,3,12,3,85,3,90,8,11,82,7,9,7,9,13,2.0
78,88,6,3,84,12,79,15,4,91,6,89,87,7,5,90,81,9,4,8,80,13,86,8,4,89,6,9,4,88,5,15,4,14,3,89,3,90,5,13,80,8,5,8,6,15,2.0
79,87,6,2,84,11,80,14,3,92,7,88,87,7,4,89,82,9,3,8,80,12,86,7,5,90,7,9,5,88,4,14,3,13,3,88,3,91,5,13,81,7,6,8,7,14,2.0
77,85,6,3,86,13,79,16,4,91,8,87,88,7,5,88,80,8,4,7,79,14,87,7,5,89,8,8,6,86,5,16,4,15,3,87,3,90,7,14,79,7,7,7,8,16,1.0
77,86,6,2,84,13,79,15,3,92,6,88,87,8,4,89,80,8,3,8,78,14,86,7,4,90,7,9,5,88,4,16,3,15,3,88,3,91,5,15,79,7,6,8,6,16,1.0
78,88,5,3,85,12,79,15,4,91,6,89,88,6,5,90,81,8,4,7,80,13,87,7,4,89,6,8,4,88,5,15,4,14,3,89,3,90,5,13,80,7,5,7,6,15,2.0
52,79,3,3,89,36,55,38,4,91,11,82,91,4,4,83,56,4,4,4,55,38,90,4,9,89,13,5,11,81,5,40,4,39,3,82,3,90,12,38,55,4,12,4,12,39,2.0
78,88,7,2,83,12,79,15,3,92,6,89,86,8,4,90,81,10,3,9,79,13,85,8,4,90,6,10,4,89,4,15,3,14,3,89,3,91,4,14,80,8,5,9,6,15,1.0
79,88,4,2,86,11,80,14,4,92,6,90,89,5,4,90,82,7,3,6,80,12,88,5,4,90,6,7,4,88,4,14,2,13,2,89,2,91,4,12,81,5,5,5,6,14,1.0
77,88,4,2,86,11,80,15,3,92,6,89,89,6,4,90,81,7,3,6,79,13,88,5,4,90,6,7,4,89,4,15,3,14,3,89,3,91,4,14,80,5,5,6,6,15,2.0
78,86,5,3,87,12,80,14,3,91,6,87,89,6,4,89,81,7,4,6,80,14,88,6,4,89,7,7,6,87,5,15,4,14,4,88,3,90,6,14,80,6,6,6,7,14,1.0
74,88,4,3,88,12,78,16,3,91,5,88,90,5,4,90,79,6,4,5,78,15,89,5,4,89,6,6,4,89,5,17,4,16,4,89,4,90,5,16,78,5,5,5,6,16,2.0
79,83,7,3,83,11,80,14,4,91,10,85,86,8,5,86,82,10,4,9,80,12,85,8,7,89,10,10,8,84,5,14,3,13,3,85,3,90,8,12,81,8,9,8,10,14,1.0
79,88,6,2,84,11,80,14,3,92,6,89,87,7,4,90,82,9,3,8,80,12,86,7,4,90,6,9,4,89,4,14,3,13,3,89,3,91,4,13,81,7,5,8,6,14,2.0
78,84,3,3,89,10,81,14,4,91,9,86,91,4,5,87,82,5,4,4,81,12,90,4,6,89,9,5,7,86,5,14,4,13,4,86,4,90,8,13,81,4,8,4,9,14,2.0
78,76,6,2,84,12,80,14,3,92,16,78,87,8,4,79,81,8,3,8,79,13,86,7,14,90,17,9,15,78,4,15,3,14,3,78,3,91,15,14,80,7,16,8,16,15,1.0
74,88,4,3,88,10,79,16,4,91,6,89,90,5,5,90,80,6,4,5,79,14,89,5,4,89,6,6,4,88,5,16,4,15,3,89,3,90,5,14,79,5,5,5,6,16,2.0
73,86,5,3,87,11,78,16,3,91,6,87,89,6,4,89,79,7,4,6,78,15,88,6,4,89,7,7,5,88,5,17,4,16,4,88,4,90,6,16,78,6,6,6,7,16,1.0
53,62,4,3,88,35,57,38,4,91,29,65,90,6,4,66,57,6,4,5,56,36,89,5,26,89,30,6,27,64,5,39,4,38,3,65,3,90,29,37,56,5,29,5,30,38,2.0
76,80,5,2,87,12,79,15,3,92,12,82,89,6,4,83,80,6,3,6,79,14,88,6,10,90,13,7,11,82,4,16,3,15,3,82,3,91,12,15,79,6,12,6,12,16,1.0
76,88,4,2,86,12,80,15,3,92,5,89,89,7,3,90,80,7,3,6,79,14,88,6,4,90,6,7,4,88,4,16,3,15,2,89,2,91,5,14,79,6,5,6,6,15,2.0
76,88,5,3,87,12,79,15,4,91,5,89,89,6,4,90,80,7,4,6,79,14,88,6,4,89,6,7,4,88,5,16,4,15,3,89,3,90,5,14,79,6,5,6,6,15,1.0
81,87,5,2,85,9,82,12,3,92,7,88,88,6,4,89,84,8,3,7,82,10,87,6,5,90,7,8,5,88,4,12,3,11,3,88,3,91,5,11,83,6,6,7,7,12,2.0
66,76,5,3,87,18,71,22,4,91,12,81,89,6,4,82,72,6,4,6,71,22,88,6,8,89,14,7,12,80,5,24,4,23,3,81,3,90,13,22,71,6,13,6,13,23,1.0
76,88,7,3,85,14,78,17,4,91,6,89,87,8,5,90,79,9,4,8,78,15,86,8,4,89,6,9,4,88,5,17,4,16,3,89,3,90,5,15,78,8,5,8,6,17,1.0
79,88,6,3,86,11,81,14,4,91,6,89,88,7,5,90,82,8,4,7,81,13,87,7,4,89,6,8,5,88,5,14,4,13,4,89,3,90,5,13,81,7,5,7,6,14,2.0
77,83,7,2,83,13,78,15,3,92,9,85,86,8,4,86,80,9,3,9,79,14,85,9,7,90,10,10,8,84,4,16,3,15,2,85,2,91,9,14,79,9,9,9,9,16,1.0
78,88,6,2,84,10,80,13,3,92,5,89,87,7,3,90,82,9,3,8,80,12,86,7,4,90,6,9,4,89,4,14,3,13,3,89,3,91,4,13,81,7,5,8,6,13,2.0
72,78,5,3,85,16,74,20,4,91,14,81,88,6,5,82,76,8,4,7,75,18,87,7,10,89,14,8,12,80,5,20,4,19,3,81,3,90,13,18,75,7,13,7,14,20,2.0
75,88,3,3,89,11,79,16,4,91,6,89,91,4,5,90,80,5,4,4,79,14,90,4,4,89,6,5,4,88,5,16,4,15,3,89,3,90,5,14,79,4,5,4,6,16,2.0
79,87,6,3,84,9,81,12,4,91,6,88,87,7,4,89,83,9,4,8,81,11,86,7,5,89,7,9,5,88,5,13,4,12,4,88,4,90,5,12,82,7,6,8,7,12,2.0
79,88,6,3,84,11,81,14,4,91,6,89,87,8,5,90,82,9,4,8,80,12,86,7,4,89,6,9,4,88,5,14,3,13,3,89,3,90,4,12,81,7,5,7,6,14,2.0
79,88,6,2,84,11,80,14,3,92,6,89,87,7,4,90,82,9,3,8,80,12,86,7,4,90,6,9,4,89,4,14,3,13,3,89,3,91,4,13,81,7,5,8,6,14,2.0
53,74,3,3,89,33,57,36,4,91,16,77,91,4,4,78,58,4,4,4,57,37,90,4,14,89,18,5,17,76,5,38,4,37,4,77,3,90,17,37,57,4,17,4,17,37,2.0
80,86,6,2,84,10,81,12,3,92,6,88,87,7,4,89,83,8,3,8,81,12,86,7,4,90,7,9,6,87,4,13,3,12,3,88,2,91,6,12,82,8,6,8,6,13,2.0
77,85,7,2,83,13,78,16,3,92,8,87,86,8,4,88,80,10,3,9,78,14,85,8,5,90,8,10,6,86,4,16,2,15,2,87,2,91,6,14,79,8,7,8,8,16,1.0
78,89,4,2,86,10,81,14,3,92,5,90,89,6,4,91,82,7,3,6,80,13,88,5,3,90,5,7,4,89,4,14,3,13,3,90,2,91,4,13,81,6,4,6,5,14,2.0
76,85,3,3,89,10,80,14,4,91,7,87,91,4,4,88,81,5,4,4,80,13,90,4,5,89,8,5,6,87,5,15,4,14,4,87,4,90,7,14,80,4,7,4,8,14,2.0
78,86,7,2,83,12,79,15,3,92,7,88,86,8,4,89,81,10,3,9,79,13,85,8,4,90,7,10,5,88,4,15,3,14,3,88,3,91,5,14,80,8,6,9,7,15,1.0
80,88,6,2,84,10,81,13,3,92,6,89,87,7,4,90,83,9,3,8,81,11,86,7,4,90,6,9,4,89,4,13,3,12,3,89,3,91,4,12,82,7,5,8,6,13,2.0
78,73,7,2,83,12,79,14,3,92,19,75,86,8,4,76,81,9,3,9,79,14,85,8,17,90,20,10,19,74,4,15,3,14,3,75,2,91,19,14,80,9,19,9,19,15,1.0
76,76,7,2,85,12,79,14,3,92,15,78,87,8,3,79,80,8,3,8,79,14,86,8,14,90,17,9,15,78,4,16,3,15,3,78,3,91,16,15,79,8,16,8,16,15,1.0
78,87,4,2,86,10,80,14,3,92,7,88,89,5,4,89,82,7,3,6,80,12,88,5,5,90,7,7,5,88,4,14,3,13,3,88,3,91,5,13,81,5,6,6,7,14,2.0
78,82,7,3,83,12,79,14,4,91,10,84,86,8,5,85,81,9,4,9,79,13,85,8,8,89,11,10,9,83,5,15,3,14,3,84,3,90,9,13,80,8,10,8,10,15,1.0
78,76,6,2,84,12,80,14,3,92,16,78,87,8,4,79,81,8,3,8,79,13,86,7,14,90,17,9,15,78,4,15,3,14,3,78,3,91,15,14,80,7,16,8,16,15,1.0
77,89,7,2,83,13,78,16,3,92,5,90,86,8,4,91,80,10,3,9,79,14,85,9,3,90,5,10,3,89,4,16,3,15,2,90,2,91,4,14,79,9,4,9,5,16,1.0
77,76,7,2,85,13,79,15,3,92,15,79,87,8,4,80,80,8,3,8,79,15,86,8,12,90,16,9,15,78,4,16,3,15,3,79,2,91,15,15,79,8,15,8,15,16,1.0
77,79,7,2,85,13,79,16,3,92,14,81,87,8,4,82,80,9,3,8,79,14,86,8,11,90,14,9,12,80,4,16,3,15,2,81,2,91,13,14,79,8,13,8,14,16,1.0
78,84,3,2,87,12,80,14,3,92,7,87,90,5,4,88,81,5,3,5,79,13,89,4,4,90,8,6,6,86,4,15,2,14,2,87,2,91,6,13,80,4,7,4,7,15,1.0
79,88,5,3,85,11,81,14,4,91,6,89,88,7,5,90,82,8,4,7,80,12,87,6,4,89,6,8,4,88,5,14,3,13,3,89,3,90,4,12,81,6,5,6,6,14,2.0
78,89,7,2,83,12,79,15,3,92,5,90,86,8,4,91,81,10,3,9,79,13,85,8,3,90,5,10,3,89,4,15,2,14,2,90,2,91,3,13,80,8,4,8,5,15,1.0
78,79,7,3,83,12,79,15,4,91,11,84,86,8,5,85,81,10,4,9,79,13,85,8,5,89,11,10,9,83,5,15,3,14,3,84,3,90,9,13,80,8,10,8,11,15,1.0
78,88,7,3,85,12,80,15,4,91,6,89,87,8,5,90,81,9,4,8,80,13,86,8,4,89,6,9,4,88,5,15,4,14,3,89,3,90,5,13,80,8,5,8,6,15,2.0
79,88,5,3,85,11,81,14,4,91,6,89,88,7,5,90,82,8,4,7,80,12,87,6,4,89,6,8,4,88,5,14,3,13,3,89,3,90,4,12,81,6,5,6,6,14,2.0
78,75,6,2,84,12,80,14,3,92,17,77,87,8,4,78,81,8,3,8,79,13,86,7,15,90,18,9,16,77,4,15,3,14,3,77,3,91,16,14,80,7,17,8,17,15,1.0
58,81,3,3,89,32,61,35,4,91,12,83,91,5,5,84,61,5,4,4,60,33,90,4,9,89,12,5,10,82,5,35,4,34,3,83,3,90,11,33,60,4,11,4,12,35,2.0
77,87,6,3,84,11,79,14,4,91,6,88,87,7,4,89,81,9,4,8,79,13,86,7,5,89,7,9,5,88,5,15,4,14,4,88,4,90,5,14,80,7,6,8,7,14,2.0
76,77,7,3,83,14,78,16,4,91,14,80,86,9,5,81,79,9,4,9,77,15,85,8,11,89,15,10,13,79,5,17,3,16,3,80,3,90,13,15,78,8,14,8,14,17,1.0
75,81,6,3,86,13,78,16,4,91,9,85,88,7,5,86,79,7,4,7,78,15,87,7,5,89,10,8,8,84,5,17,4,16,3,85,3,90,9,15,78,7,9,7,9,17,1.0
78,87,7,2,83,12,79,14,3,92,5,89,86,8,4,90,81,9,3,9,79,14,85,8,3,90,6,10,5,88,4,15,3,14,3,89,2,91,5,14,80,9,5,9,5,15,1.0
76,72,7,3,83,14,78,16,4,91,20,74,86,9,5,75,79,9,4,9,77,15,85,8,18,89,21,10,19,73,5,17,3,16,3,74,3,90,19,15,78,8,20,8,20,17,1.0
76,88,6,3,86,12,79,16,4,91,6,89,88,7,5,90,80,8,4,7,79,14,87,7,4,89,6,8,4,88,5,16,4,15,3,89,3,90,5,14,79,7,5,7,6,16,1.0
54,80,3,3,89,34,57,36,4,91,10,83,91,4,4,84,58,4,4,4,57,36,90,4,8,89,12,5,10,82,5,38,4,37,3,83,3,90,11,36,57,4,11,4,11,37,2.0
79,80,8,2,84,11,81,13,3,92,12,82,86,9,4,83,82,9,3,9,80,13,85,8,10,90,13,10,12,81,4,14,3,13,3,82,2,91,12,13,81,9,12,9,12,14,1.0
77,88,5,3,85,11,80,14,4,91,5,89,88,7,4,90,81,8,4,7,79,13,87,6,4,89,6,8,4,88,5,15,3,14,3,89,3,90,4,13,80,6,5,6,6,14,2.0
77,73,6,3,84,13,79,15,4,91,19,75,87,8,5,76,80,8,4,8,78,14,86,7,17,89,20,9,18,74,5,16,3,15,3,75,3,90,18,14,79,7,19,7,19,16,1.0
78,79,7,3,85,12,80,14,4,91,12,82,87,8,5,83,81,8,4,8,80,13,86,8,9,89,13,9,11,81,5,15,4,14,3,82,3,90,12,13,80,8,12,8,12,15,1.0
65,87,4,4,88,19,70,24,5,90,6,88,90,5,5,89,71,6,5,5,70,23,89,5,5,88,7,6,5,87,6,25,5,24,4,88,4,89,6,23,70,5,6,5,7,24,2.0
79,88,6,3,84,11,80,14,4,91,6,89,87,7,5,90,82,9,4,8,80,13,86,7,4,89,6,9,5,88,5,14,4,13,4,89,3,90,5,13,81,8,5,8,6,14,2.0
