@relation 'Sax dominant'

@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o2atMaaa numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atMbbc numeric
@attribute o2atLbbc numeric
@attribute o2atMcdd numeric
@attribute o2atLcdd numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMbcc numeric
@attribute o2atLbcc numeric
@attribute o2atMdde numeric
@attribute o2atLdde numeric
@attribute o2atLeee numeric
@attribute o2atMccd numeric
@attribute o2atLccd numeric
@attribute o2atMdee numeric
@attribute o2atLdee numeric
@attribute o2atMbba numeric
@attribute o2atLbba numeric
@attribute o2atMcee numeric
@attribute o2atLcee numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMbce numeric
@attribute o2atLbce numeric
@attribute o2atMeed numeric
@attribute o2atLeed numeric
@attribute o2atMbcd numeric
@attribute o2atLbcd numeric
@attribute o2atMccc numeric
@attribute o2atLccc numeric
@attribute o2atMcbb numeric
@attribute o2atLcbb numeric
@attribute o2atMbde numeric
@attribute o2atLbde numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o2atMbbd numeric
@attribute o2atLbbd numeric
@attribute o2atMabc numeric
@attribute o2atLabc numeric
@attribute o2atMcde numeric
@attribute o2atLcde numeric
@attribute o2atMaac numeric
@attribute o2atLaac numeric
@attribute o2atMacd numeric
@attribute o2atLacd numeric
@attribute o2atMabd numeric
@attribute o2atLabd numeric
@attribute o2atMedd numeric
@attribute o2atLedd numeric
@attribute o2atMddd numeric
@attribute o2atLddd numeric
@attribute o2atMbdd numeric
@attribute o2atLbdd numeric
@attribute o2atMddc numeric
@attribute o2atLddc numeric
@attribute o2atMdcc numeric
@attribute o2atLdcc numeric
@attribute o2atMbcb numeric
@attribute o2atLbcb numeric
@attribute o2atMbab numeric
@attribute o2atLbab numeric
@attribute o2atMaba numeric
@attribute o2atLaba numeric
@attribute o2atMdcb numeric
@attribute o2atLdcb numeric
@attribute o2atMcce numeric
@attribute o2atLcce numeric
@attribute o3atMbba numeric
@attribute o3atLbba numeric
@attribute o3atMaaa numeric
@attribute o3atMabb numeric
@attribute o3atLabb numeric
@attribute o3atMddc numeric
@attribute o3atLddc numeric
@attribute o3atMcbb numeric
@attribute o3atLcbb numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atMccc numeric
@attribute o3atLccc numeric
@attribute o3atMccb numeric
@attribute o3atLccb numeric
@attribute o3atMbbb numeric
@attribute o3atLbbb numeric
@attribute o3atMbaa numeric
@attribute o3atLbaa numeric
@attribute o3atMaab numeric
@attribute o3atLaab numeric
@attribute o3atMbcc numeric
@attribute o3atLbcc numeric
@attribute o3atLeee numeric
@attribute o3atMedd numeric
@attribute o3atLedd numeric
@attribute o3atMeed numeric
@attribute o3atLeed numeric
@attribute o3atMdcc numeric
@attribute o3atLdcc numeric
@attribute o3atMcdd numeric
@attribute o3atLcdd numeric
@attribute o3atMddd numeric
@attribute o3atLddd numeric
@attribute o3atMccd numeric
@attribute o3atLccd numeric
@attribute o3atMcbc numeric
@attribute o3atLcbc numeric
@attribute o3atMcee numeric
@attribute o3atLcee numeric
@attribute o3atMabc numeric
@attribute o3atLabc numeric
@attribute o3atMbce numeric
@attribute o3atLbce numeric
@attribute o3atMbcd numeric
@attribute o3atLbcd numeric
@attribute o3atMdde numeric
@attribute o3atLdde numeric
@attribute o3atMdee numeric
@attribute o3atLdee numeric
@attribute o3atMdcd numeric
@attribute o3atLdcd numeric
@attribute o3atMcde numeric
@attribute o3atLcde numeric
@attribute o3atMabd numeric
@attribute o3atLabd numeric
@attribute o3atMbde numeric
@attribute o3atLbde numeric
@attribute o3atMbcb numeric
@attribute o3atLbcb numeric
@attribute o3atMbab numeric
@attribute o3atLbab numeric
@attribute o3atMbbd numeric
@attribute o3atLbbd numeric
@attribute o3atMede numeric
@attribute o3atLede numeric
@attribute o3atMdcb numeric
@attribute o3atLdcb numeric
@attribute o3atMedc numeric
@attribute o3atLedc numeric
@attribute o3atMcdc numeric
@attribute o3atLcdc numeric
@attribute o3atMaba numeric
@attribute o3atLaba numeric
@attribute o3atMded numeric
@attribute o3atLded numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
3,28,1,23,18,11,20,12,19,10,27,2,29,1,27,1,27,25,4,25,4,24,5,30,3,24,5,10,18,10,18,23,5,2,27,10,19,30,0,0,30,0,30,0,30,0,25,3,11,18,30,0,16,18,13,18,12,20,10,17,14,18,11,21,10,8,19,10,22,9,16,12,20,9,18,12,16,12,19,10,20,8,19,11,18,10,18,10,20,10,18,10,19,12,18,12,20,10,17,12,18,11,18,12,20,8,20,10,20,11,18,10,18,10,18,11,17,12,16,13,18,10,19,10,0,30,0,0,30,11,18,4,25,4,25,9,23,5,24,3,30,0,30,0,30,5,24,11,18,13,19,12,10,19,11,18,17,17,10,19,5,23,11,11,0,25,5,11,5,19,17,11,17,11,11,17,11,11,0,19,5,11,3,25,0,30,4,19,18,11,5,19,11,13,9,19,0,30,17,12,5
0,30,0,30,9,20,11,21,10,19,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,19,9,19,9,30,0,0,30,19,10,30,0,0,30,0,30,0,30,0,30,0,20,9,30,0,12,13,15,28,2,29,1,13,16,28,2,30,0,0,29,1,30,0,14,15,30,0,27,14,13,16,29,1,29,0,29,2,28,1,27,1,29,1,27,1,28,2,14,3,30,1,13,3,14,2,14,2,29,0,29,0,29,1,28,0,28,0,27,2,14,14,12,16,27,0,29,1,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,19,10,21,11,20,0,30,0,30,9,30,0,30,0,30,0,19,0,30,0,19,0,30,9,19,9,19,0,30,0,19,0,30,0,19,0,30,0,30,0,30,10,19,0,30,0,21,0,30,0,30,9,20,5
0,30,0,30,0,27,1,28,1,27,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,28,2,29,1,30,0,0,30,27,2,30,0,0,30,0,30,0,30,0,30,0,28,0,30,0,4,6,23,11,20,12,18,5,24,11,19,14,14,13,12,18,15,14,6,23,13,14,10,22,5,24,12,15,15,14,12,19,11,18,10,18,12,15,10,18,11,19,6,20,13,15,5,20,6,19,6,19,14,15,13,17,12,18,11,17,11,17,10,19,6,22,4,24,10,17,12,15,0,30,0,0,30,30,0,18,12,17,10,29,8,20,10,16,30,0,30,0,30,18,9,0,30,0,30,0,30,1,29,0,30,0,29,0,19,8,29,0,0,10,18,0,18,0,30,0,30,0,30,0,29,0,0,0,18,0,16,11,0,30,17,0,30,0,20,1,30,0,29,0,0,30,30,0,2
0,30,0,30,1,28,3,29,2,27,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,27,1,27,1,30,0,0,30,27,2,30,0,0,30,0,30,0,30,0,30,0,28,1,30,0,8,9,19,20,9,21,8,9,20,20,9,22,8,7,21,8,23,8,10,19,22,8,20,18,9,20,21,9,21,7,21,9,20,8,20,8,22,9,20,8,21,9,9,10,22,8,9,10,10,9,10,10,21,7,21,8,21,9,20,8,20,8,20,9,10,18,8,20,20,8,21,8,0,30,0,0,30,18,11,1,28,1,28,16,26,2,27,0,30,0,30,0,30,2,27,3,26,5,27,4,17,12,18,11,25,10,17,12,2,26,18,3,0,28,2,3,2,12,25,3,25,3,18,10,18,3,0,12,2,3,0,28,0,30,1,12,26,3,2,12,18,5,16,12,0,30,25,4,5
7,22,5,30,3,24,5,25,4,23,21,6,23,7,22,6,23,30,0,30,0,30,0,30,0,30,0,24,5,25,4,30,0,7,21,23,5,30,0,0,30,0,30,0,30,0,30,0,25,3,30,0,8,9,19,14,14,21,9,9,20,14,14,22,8,7,21,9,23,8,10,19,22,8,13,18,9,20,15,9,21,7,15,10,20,13,14,15,15,9,15,14,14,10,10,15,22,9,9,15,10,10,10,10,21,7,21,8,15,9,20,8,20,8,13,15,10,18,8,20,15,8,21,9,0,30,0,0,30,16,15,0,30,0,30,14,30,0,30,0,30,0,30,0,30,0,30,7,22,9,23,8,15,16,14,14,21,14,14,14,0,30,14,7,0,30,0,7,0,14,21,7,21,7,15,14,14,7,0,14,0,7,0,30,0,30,0,14,22,7,0,16,16,9,14,15,0,30,21,8,6
0,30,0,19,27,1,29,2,28,0,30,0,30,0,30,0,30,21,8,21,8,20,9,30,7,20,9,0,28,1,28,19,9,0,30,0,29,30,0,0,30,0,30,0,30,0,21,7,1,27,30,0,10,12,17,18,13,20,11,11,18,18,12,21,10,8,19,11,22,9,12,17,20,9,17,16,11,18,19,10,20,8,19,12,18,11,17,11,19,10,17,11,18,12,12,13,20,10,11,13,12,12,12,12,20,8,20,10,19,11,18,10,18,10,17,12,12,16,10,18,17,10,19,10,6,23,4,6,23,18,13,14,16,14,15,16,14,15,15,13,22,5,24,5,24,14,14,9,20,11,21,10,17,14,16,12,19,12,16,12,15,14,16,9,6,15,14,9,14,12,19,9,19,9,17,12,16,9,6,12,14,9,13,15,6,22,14,12,20,9,15,14,18,11,16,13,4,24,19,10,3
0,30,0,30,10,19,12,20,11,18,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,18,10,18,10,30,0,0,30,18,11,30,0,0,30,0,30,0,30,0,30,0,19,10,30,0,9,10,18,26,4,27,3,10,19,26,4,28,2,1,27,3,29,2,11,18,28,2,25,17,10,19,27,3,27,1,27,4,26,3,25,3,27,3,25,3,26,4,11,5,28,3,10,5,11,4,11,4,27,1,27,2,27,3,26,2,26,2,25,4,11,17,9,19,25,2,27,3,0,30,0,0,30,5,26,0,30,0,30,3,30,0,30,0,30,0,30,0,30,0,30,15,14,17,15,16,4,27,3,25,13,25,3,25,0,30,3,15,0,30,0,15,0,25,13,15,13,15,4,25,3,15,0,25,0,15,0,30,0,30,0,25,14,15,0,27,5,17,3,26,0,30,13,16,5
0,30,0,30,21,8,23,9,22,7,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,7,21,7,21,30,0,0,30,7,22,30,0,0,30,0,30,0,30,0,30,0,8,21,30,0,13,15,15,16,14,17,12,14,16,16,13,18,12,11,17,12,19,12,14,14,18,12,16,14,14,15,17,13,17,11,17,13,16,12,16,12,18,13,16,12,17,14,15,14,18,12,14,14,15,13,15,14,17,11,17,12,17,13,16,12,16,12,16,13,15,14,13,15,16,12,17,12,0,30,0,0,30,20,11,2,27,2,27,18,25,3,26,1,30,0,30,0,30,3,26,6,23,8,24,7,19,12,18,10,22,10,18,10,3,25,18,6,0,27,3,6,3,10,22,6,22,6,19,10,18,6,0,10,3,6,1,27,0,30,2,10,23,6,3,12,20,8,18,11,0,30,22,7,6
5,24,3,30,8,20,10,21,9,19,23,4,25,5,24,4,25,30,0,30,0,30,0,30,0,30,0,19,9,20,9,30,0,5,23,19,10,30,0,0,30,0,30,0,30,0,30,0,20,8,30,0,5,6,22,21,8,29,0,6,23,22,7,30,0,0,29,0,30,0,7,22,30,0,19,21,6,23,23,1,29,0,22,1,29,5,20,7,23,0,21,6,21,1,7,9,30,0,6,9,7,1,7,1,29,0,29,0,22,0,29,0,29,0,19,8,7,21,5,23,21,0,30,0,0,30,0,0,30,12,19,4,26,4,25,10,24,5,25,3,30,0,30,0,30,4,24,14,15,16,16,15,11,20,10,18,14,18,10,18,5,24,10,14,0,25,4,14,4,18,14,14,14,14,11,18,10,14,0,18,4,14,3,25,0,30,4,18,15,14,5,20,12,16,10,19,0,30,14,15,4
5,23,5,16,16,11,18,12,17,10,23,5,23,7,24,6,25,18,11,18,11,17,12,30,10,17,12,11,18,12,17,16,12,6,23,10,18,30,0,0,30,0,30,0,30,0,18,10,12,16,30,0,4,5,23,16,13,22,8,5,24,17,12,23,7,6,22,8,24,7,6,23,23,7,14,22,5,24,18,8,22,6,18,9,21,10,15,12,18,8,16,11,16,9,6,14,23,8,5,14,6,9,6,9,22,6,22,7,18,8,21,7,21,7,14,13,6,22,4,24,16,7,22,8,0,30,0,0,30,25,6,19,11,19,10,23,9,20,10,18,30,0,30,0,30,19,9,1,28,3,29,2,24,7,23,5,27,5,23,5,20,9,23,1,0,10,19,1,19,5,27,1,27,1,24,5,23,1,0,5,19,1,18,10,0,30,19,5,28,1,20,7,25,3,23,6,0,30,27,2,1
0,30,0,30,0,30,0,30,0,30,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,0,30,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,6,8,21,22,9,22,7,7,22,22,8,23,6,6,22,7,24,6,8,21,24,7,21,20,7,22,23,8,22,6,22,8,22,7,21,7,23,7,21,7,22,8,8,9,23,7,7,9,8,8,8,8,22,6,22,6,22,7,22,6,22,6,21,8,8,20,6,22,21,6,23,7,0,30,0,0,30,15,16,7,22,7,22,13,20,8,21,6,30,0,30,0,30,8,21,12,17,14,18,13,14,17,13,15,16,15,13,15,8,20,13,12,0,22,8,12,8,15,16,12,16,12,14,15,13,12,0,15,8,12,6,22,0,30,7,15,17,12,8,17,15,14,13,16,0,30,16,13,7
0,30,0,4,29,0,29,0,29,0,30,0,30,0,30,0,30,6,24,5,24,5,25,11,23,4,24,0,30,1,30,4,25,0,30,0,30,12,17,15,13,16,12,17,13,16,5,23,0,29,11,17,2,2,26,12,16,17,11,2,26,12,15,21,7,6,17,11,22,7,4,27,18,7,11,26,3,28,13,8,22,7,13,12,16,14,13,17,13,8,14,15,12,12,2,16,18,8,2,16,2,12,2,12,21,8,20,10,13,11,18,11,17,12,11,16,3,26,2,27,14,12,17,8,16,12,16,18,13,29,0,27,1,28,3,29,1,27,1,27,12,16,12,17,14,29,2,0,30,0,30,0,29,0,30,0,30,0,30,1,28,1,30,0,18,3,29,0,29,1,30,0,30,0,30,0,30,0,18,1,29,0,27,2,17,12,28,1,30,0,27,0,29,0,29,0,16,13,30,0,1
8,21,6,30,6,23,8,24,7,22,20,7,22,8,21,7,22,30,0,30,0,30,0,30,0,30,0,22,6,22,6,30,0,8,20,22,7,30,0,0,30,0,30,0,30,0,30,0,23,6,30,0,3,5,24,27,4,28,2,4,25,27,3,29,1,0,28,2,30,1,5,24,29,1,26,23,4,25,28,2,28,0,28,3,27,2,26,2,28,2,26,2,27,3,5,4,29,2,4,4,5,3,5,3,28,0,28,1,28,2,27,1,27,1,26,3,5,23,3,25,26,1,28,2,0,30,0,0,30,13,18,0,30,0,30,11,30,0,30,0,30,0,30,0,30,0,30,13,16,15,17,14,12,19,11,17,15,17,11,17,0,30,11,13,0,30,0,13,0,17,15,13,15,13,12,17,11,13,0,17,0,13,0,30,0,30,0,17,16,13,0,19,13,15,11,18,0,30,15,14,4
8,21,6,30,5,23,5,23,5,23,20,7,22,8,21,7,22,30,0,30,0,30,0,30,0,30,0,24,7,25,6,30,0,8,20,23,6,30,0,0,30,0,30,0,30,0,30,0,24,5,30,0,8,9,19,13,15,20,10,9,20,13,15,21,9,8,20,10,22,9,10,19,21,9,12,18,9,20,14,10,20,8,14,11,19,14,13,16,14,10,14,15,13,11,10,16,21,10,9,16,10,11,10,11,20,8,20,9,14,10,19,9,19,9,12,16,10,18,8,20,14,9,20,10,0,30,0,0,30,17,12,2,27,2,27,15,25,3,26,1,30,0,30,0,30,3,26,5,24,7,25,6,16,13,17,12,23,11,16,13,3,25,17,5,0,27,3,5,3,13,23,5,23,5,17,11,17,5,0,13,3,5,1,27,0,30,2,13,24,5,3,13,17,7,15,13,0,30,23,6,5
0,30,0,30,0,28,2,29,1,27,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,27,1,28,1,30,0,0,30,27,2,30,0,0,30,0,30,0,30,0,30,0,28,0,30,0,7,8,20,15,14,16,13,8,21,15,14,17,13,12,16,13,18,13,9,20,17,13,15,19,8,21,16,14,16,12,16,14,15,13,15,13,17,14,15,13,16,14,8,15,17,13,8,15,9,14,9,15,16,12,16,13,16,14,15,13,15,13,15,14,9,19,7,21,15,13,16,13,0,30,0,0,30,20,11,14,17,13,15,18,15,15,16,13,30,0,30,0,30,13,15,3,26,5,27,4,19,12,18,10,25,10,18,10,14,15,18,3,0,15,13,3,13,10,25,3,25,3,19,10,18,3,0,10,13,3,13,16,0,30,13,10,26,3,15,12,20,5,18,11,0,30,25,4,6
0,30,0,25,7,22,9,23,8,21,30,0,30,0,30,0,30,25,3,27,4,25,3,30,3,26,5,21,7,21,7,25,4,0,30,21,8,30,0,0,30,0,30,0,30,0,26,3,22,7,30,0,8,10,19,25,5,26,3,9,20,25,4,27,3,2,26,3,28,3,10,19,27,3,25,18,9,20,26,4,26,2,26,4,25,3,25,3,27,4,25,3,26,5,10,5,27,3,9,5,10,4,10,5,26,2,26,3,26,4,25,3,25,3,25,4,10,18,8,20,25,3,26,3,0,30,0,0,30,15,14,0,30,0,30,13,30,0,30,0,30,0,30,0,30,0,30,7,22,9,23,8,14,15,15,14,21,13,14,15,0,30,15,7,0,30,0,7,0,15,21,7,21,7,15,13,15,7,0,15,0,7,0,30,0,30,0,15,22,7,0,15,15,9,13,15,0,30,21,8,4
0,30,0,30,2,27,4,28,3,26,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,26,2,26,2,30,0,0,30,26,3,30,0,0,30,0,30,0,30,0,30,0,27,2,30,0,11,12,16,18,12,19,11,12,17,18,12,20,10,9,19,11,21,10,13,16,20,10,17,15,12,17,19,11,19,9,19,12,18,11,17,11,19,11,17,11,18,12,13,13,20,11,12,13,13,12,13,12,19,9,19,10,19,11,18,10,18,10,17,12,13,15,11,17,17,10,19,11,0,30,0,0,30,6,24,0,30,0,30,2,30,0,30,0,30,0,30,0,30,0,30,6,23,8,24,7,4,26,4,23,22,22,3,24,0,30,4,6,0,30,0,6,0,24,22,6,22,6,5,22,4,6,0,24,0,6,0,30,0,30,0,24,23,6,0,26,6,8,2,25,0,30,22,7,5
0,30,0,30,1,26,3,27,2,25,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,26,3,27,2,30,0,0,30,25,3,30,0,0,30,0,30,0,30,0,30,0,27,1,30,0,9,11,18,16,15,17,13,10,19,16,14,18,12,11,17,13,19,12,11,18,18,12,15,17,10,19,17,13,17,11,17,14,16,13,15,13,17,13,15,13,16,14,11,15,18,13,10,15,11,14,11,14,17,11,17,12,17,13,16,12,16,12,15,14,11,17,9,19,15,12,17,13,0,30,0,0,30,15,14,6,23,6,23,13,21,7,22,5,30,0,30,0,30,7,22,7,22,9,23,8,14,15,15,14,21,13,14,15,7,21,15,7,0,23,7,7,7,15,21,7,21,7,15,13,15,7,0,15,7,7,5,23,0,30,6,15,22,7,7,15,15,9,13,15,0,30,21,8,4
0,30,0,30,6,21,8,22,7,20,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,21,8,22,7,30,0,0,30,20,8,30,0,0,30,0,30,0,30,0,30,0,22,6,30,0,6,8,21,15,14,22,7,7,22,15,13,23,6,6,22,7,24,6,8,21,24,7,14,20,7,22,16,8,22,6,15,8,22,12,15,14,16,7,16,13,15,8,8,14,23,7,7,14,8,8,8,8,22,6,22,6,15,7,22,6,22,6,14,14,8,20,6,22,16,6,23,7,0,30,0,0,30,20,11,11,18,11,18,18,16,12,17,10,30,0,30,0,30,12,17,7,22,9,23,8,19,12,18,10,21,10,18,10,12,16,18,7,0,18,12,7,12,10,21,7,21,7,19,10,18,7,0,10,12,7,10,18,0,30,11,10,22,7,12,12,20,9,18,11,0,30,21,8,3
0,30,0,30,0,30,0,30,0,30,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,0,30,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,5,7,22,14,17,16,14,6,23,15,16,17,13,12,16,15,18,13,7,22,17,13,13,21,6,23,15,14,16,12,15,15,15,15,13,15,15,14,13,15,14,15,7,17,17,14,6,17,7,15,7,15,16,12,16,13,15,14,15,13,15,13,13,16,7,21,5,23,13,13,16,14,0,30,0,0,30,19,12,14,16,14,15,17,14,15,15,13,30,0,30,0,30,14,14,7,22,9,23,8,18,13,17,11,21,11,17,11,15,14,17,7,0,15,14,7,14,11,21,7,21,7,18,11,17,7,0,11,14,7,13,15,0,30,14,11,22,7,15,13,19,9,17,12,0,30,21,8,1
0,30,0,30,3,26,5,27,4,25,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,25,3,25,3,30,0,0,30,25,4,30,0,0,30,0,30,0,30,0,30,0,26,3,30,0,7,8,20,17,12,24,6,8,21,18,11,25,5,4,24,6,26,5,9,20,25,5,15,19,8,21,19,6,24,4,19,7,23,9,16,11,19,6,17,10,17,7,9,13,25,6,8,13,9,7,9,7,24,4,24,5,19,6,23,5,23,5,15,12,9,19,7,21,17,5,24,6,0,30,0,0,30,16,13,7,22,7,22,14,20,8,21,6,30,0,30,0,30,8,21,9,20,11,21,10,15,14,16,13,19,12,15,14,8,20,16,9,0,22,8,9,8,14,19,9,19,9,16,12,16,9,0,14,8,9,6,22,0,30,7,14,20,9,8,14,16,11,14,14,0,30,19,10,2
11,18,9,30,1,28,3,29,2,27,17,10,19,11,18,10,19,30,0,30,0,30,0,30,0,30,0,27,1,27,1,30,0,11,17,27,2,30,0,0,30,0,30,0,30,0,30,0,28,1,30,0,5,6,22,15,14,21,9,6,23,16,13,22,8,7,21,9,23,8,7,22,22,8,13,21,6,23,17,9,21,7,17,10,20,11,14,13,17,9,15,12,15,10,7,15,22,9,6,15,7,10,7,10,21,7,21,8,17,9,20,8,20,8,13,14,7,21,5,23,15,8,21,9,0,30,0,0,30,20,10,3,26,3,26,18,24,4,25,2,30,0,30,0,30,4,25,7,22,9,23,8,19,11,19,9,21,9,19,10,4,24,19,7,0,26,4,7,4,10,21,7,21,7,20,9,19,7,0,10,4,7,2,26,0,30,3,10,22,7,4,11,20,9,18,10,0,30,21,8,2
0,30,0,30,13,13,17,15,15,11,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,12,15,13,14,30,0,0,30,11,16,30,0,0,30,0,30,0,30,0,30,0,14,13,30,0,16,17,11,20,10,21,9,17,12,20,10,22,8,7,21,9,23,8,18,11,22,8,19,10,17,12,21,9,21,7,21,10,20,9,19,9,21,9,19,9,20,10,18,11,22,9,17,11,18,10,18,10,21,7,21,8,21,9,20,8,20,8,19,10,18,10,16,12,19,8,21,9,0,30,0,0,30,14,16,2,27,2,27,12,25,3,26,1,30,0,30,0,30,3,26,10,19,12,20,11,13,17,13,15,18,15,13,16,3,25,13,10,0,27,3,10,3,16,18,10,18,10,14,15,13,10,0,16,3,10,1,27,0,30,2,16,19,10,3,17,14,12,12,16,0,30,18,11,6
12,17,10,30,0,30,0,30,0,30,16,11,18,12,17,11,18,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,12,16,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,0,0,30,12,18,21,10,0,30,13,16,22,9,7,20,10,23,8,0,30,21,8,10,30,0,30,14,9,21,7,14,11,19,14,11,16,14,9,12,15,12,11,0,18,21,9,0,18,0,11,0,11,21,7,21,9,14,10,19,9,19,9,10,17,0,30,0,30,12,9,20,9,0,30,0,0,30,17,14,13,18,12,16,15,16,14,17,12,30,0,30,0,30,12,16,11,18,13,19,12,16,15,15,13,17,13,15,13,13,16,15,11,0,16,12,11,12,13,17,11,17,11,16,13,15,11,0,13,12,11,12,17,0,30,12,13,18,11,14,15,17,13,15,14,0,30,17,12,4
0,30,0,30,16,10,20,12,18,8,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,9,18,10,17,30,0,0,30,8,19,30,0,0,30,0,30,0,30,0,30,0,11,16,30,0,12,14,15,22,9,23,7,13,16,22,8,24,6,5,23,7,25,6,14,15,24,6,21,14,13,16,23,7,23,5,23,8,22,7,21,7,23,7,21,7,22,8,14,9,24,7,13,9,14,8,14,8,23,5,23,6,23,7,22,6,22,6,21,8,14,14,12,16,21,6,23,7,0,30,0,0,30,15,16,9,20,9,20,13,18,10,19,8,30,0,30,0,30,10,19,12,17,14,18,13,14,17,13,15,16,15,13,15,10,18,13,12,0,20,10,12,10,15,16,12,16,12,14,15,13,12,0,15,10,12,8,20,0,30,9,15,17,12,10,17,15,14,13,16,0,30,16,13,6
0,30,0,30,5,23,5,23,5,23,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,24,7,25,6,30,0,0,30,23,6,30,0,0,30,0,30,0,30,0,30,0,24,5,30,0,6,7,21,16,12,23,7,7,22,16,12,24,6,5,23,7,25,6,8,21,24,6,15,20,7,22,17,7,23,5,17,8,22,11,16,13,17,7,17,12,16,8,8,13,24,7,7,13,8,8,8,8,23,5,23,6,17,7,22,6,22,6,15,13,8,20,6,22,17,6,23,7,0,30,0,0,30,16,15,12,19,11,17,14,17,13,18,11,30,0,30,0,30,11,17,12,17,14,18,13,15,16,14,14,16,14,14,14,12,17,14,12,0,17,11,12,11,14,16,12,16,12,15,14,14,12,0,14,11,12,11,18,0,30,11,14,17,12,13,16,16,14,14,15,0,30,16,13,6
13,15,13,30,0,28,0,28,0,28,15,13,15,15,16,14,17,30,0,30,0,30,0,30,0,30,0,29,2,30,1,30,0,14,15,28,1,30,0,0,30,0,30,0,30,0,30,0,29,0,30,0,0,0,30,5,24,18,13,0,30,5,23,19,12,10,17,13,20,11,0,30,18,11,4,30,0,30,6,12,18,10,6,14,16,22,5,24,6,12,6,23,5,14,0,24,18,12,0,24,0,14,0,14,18,10,18,12,6,13,16,12,16,12,4,24,0,30,0,30,6,12,17,12,0,30,0,0,30,25,6,17,13,17,12,23,11,18,12,16,30,0,30,0,30,17,11,1,28,3,29,2,24,7,23,5,27,5,23,5,18,11,23,1,0,12,17,1,17,5,27,1,27,1,24,5,23,1,0,5,17,1,16,12,0,30,17,5,28,1,18,7,25,3,23,6,0,30,27,2,2
