@relation 'Sax dominant'

@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atLee numeric
@attribute o1atMaa numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute destClass {1,2}

@data
40,65,53,51,67,38,23,26,42,53,55,40,70,26,28,67,42,53,55,40,69,25,28,67,55,26,42,40,28,53,42,26,55,25,28,53,28,26,28,40,28,40,42,25,42,40,2.0
37,68,53,54,73,35,17,21,39,56,56,39,76,19,24,71,39,56,56,38,75,19,24,71,57,20,39,39,24,56,39,20,56,19,24,56,24,20,24,39,24,38,39,19,39,38,1.0
31,73,55,56,70,34,20,18,35,60,58,37,73,23,20,75,35,60,58,37,72,22,20,75,58,23,35,37,20,60,35,23,58,22,20,60,20,23,20,37,20,37,35,22,35,37,1.0
35,69,53,54,67,36,19,20,38,57,56,39,72,24,23,72,38,57,56,39,71,23,23,72,56,24,38,39,23,57,38,24,56,23,23,57,23,24,23,39,23,39,38,23,38,39,2.0
33,69,46,56,65,42,21,22,36,59,49,46,70,25,24,71,36,59,49,45,69,25,24,71,50,26,36,46,24,59,36,26,49,25,24,59,24,26,24,46,24,45,36,25,36,45,2.0
31,76,52,57,76,36,15,17,35,61,56,40,78,17,18,77,34,60,55,39,78,17,18,77,56,17,35,40,18,61,35,17,55,17,18,60,18,17,18,40,18,39,34,17,34,39,2.0
32,71,50,57,77,37,13,20,35,60,54,41,80,16,22,73,35,60,54,41,79,15,22,73,54,16,35,41,22,60,35,16,54,15,22,60,22,16,22,41,22,41,35,15,35,41,1.0
40,64,50,50,71,38,20,23,41,53,54,40,73,22,27,68,42,52,53,41,73,22,27,68,54,22,43,42,27,53,43,22,53,22,27,52,27,22,27,42,27,41,42,22,42,41,1.0
37,66,50,54,72,39,18,25,39,56,53,42,75,21,27,68,39,56,53,42,74,20,27,68,53,21,39,42,27,56,39,21,53,20,27,56,27,21,27,42,27,42,39,20,39,42,2.0
36,70,47,53,62,42,26,21,39,56,50,45,66,30,23,72,39,56,50,45,65,29,23,72,50,30,39,45,23,56,39,30,50,29,23,56,23,30,23,45,23,45,39,29,39,45,2.0
40,68,50,51,74,41,16,21,42,53,52,43,77,19,24,71,42,53,52,43,76,18,24,71,52,19,42,43,24,53,42,19,52,18,24,53,24,19,24,43,24,43,42,18,42,43,1.0
32,77,54,57,71,34,17,16,35,60,57,38,75,20,17,78,35,60,57,37,74,20,17,78,58,21,35,38,17,60,35,21,57,20,17,60,17,21,17,38,17,37,35,20,35,37,2.0
33,75,54,57,74,35,17,17,36,60,57,38,76,19,19,77,35,59,57,38,76,19,18,76,57,19,36,38,19,60,36,19,57,19,18,59,19,19,19,38,18,38,35,19,35,38,2.0
37,78,56,50,70,32,18,15,41,54,59,36,74,21,16,79,41,54,59,35,73,21,16,79,60,22,41,36,16,54,41,22,59,21,16,54,16,22,16,36,16,35,41,21,41,35,2.0
37,69,54,52,72,35,17,20,40,55,57,38,75,20,23,72,40,55,57,38,75,20,23,72,57,20,40,38,23,55,40,20,57,20,23,55,23,20,23,38,23,38,40,20,40,38,1.0
40,66,53,51,66,38,24,25,42,53,55,40,69,27,27,68,42,53,55,40,68,26,27,68,55,27,42,40,27,53,42,27,55,26,27,53,27,27,27,40,27,40,42,26,42,40,2.0
38,67,52,53,69,37,21,24,40,55,55,40,72,24,26,69,40,55,55,40,71,23,26,69,55,24,40,40,26,55,40,24,55,23,26,55,26,24,26,40,26,40,40,23,40,40,2.0
32,71,47,59,74,42,16,20,34,61,50,45,77,19,22,73,34,61,50,45,76,18,22,73,50,19,34,45,22,61,34,19,50,18,22,61,22,19,22,45,22,45,34,18,34,45,2.0
35,69,53,55,70,35,21,22,37,58,57,38,72,23,24,71,37,57,56,38,72,23,24,71,57,23,38,39,24,58,38,23,56,23,24,57,24,23,24,39,24,38,37,23,37,38,1.0
41,71,51,50,65,40,25,20,43,52,53,42,68,28,22,73,43,52,53,42,67,27,22,73,53,28,43,42,22,52,43,28,53,27,22,52,22,28,22,42,22,42,43,27,43,42,2.0
35,69,52,56,73,36,17,22,37,58,55,40,76,19,24,71,37,58,55,39,75,19,24,71,56,20,37,40,24,58,37,20,55,19,24,58,24,20,24,40,24,39,37,19,37,39,1.0
41,77,55,48,69,33,19,14,44,51,58,37,73,22,16,79,44,51,58,36,72,22,16,79,59,23,44,37,16,51,44,23,58,22,16,51,16,23,16,37,16,36,44,22,44,36,1.0
37,65,52,52,69,37,19,26,40,55,55,40,73,23,28,67,40,55,55,40,72,22,28,67,55,23,40,40,28,55,40,23,55,22,28,55,28,23,28,40,28,40,40,22,40,40,1.0
41,75,55,48,69,33,19,16,44,51,58,37,73,22,18,77,44,51,58,36,72,22,18,77,59,23,44,37,18,51,44,23,58,22,18,51,18,23,18,37,18,36,44,22,44,36,1.0
39,76,55,48,70,33,20,15,43,52,59,37,73,23,17,78,43,52,58,36,72,22,17,78,59,23,43,37,17,52,43,23,58,22,17,52,17,23,17,37,17,36,43,22,43,36,1.0
37,70,51,54,71,38,17,21,39,56,54,41,75,21,23,72,39,56,54,41,74,20,23,72,54,21,39,41,23,56,39,21,54,20,23,56,23,21,23,41,23,41,39,20,39,41,1.0
40,66,53,51,70,38,20,25,42,53,55,40,73,23,27,68,42,53,55,40,72,22,27,68,55,23,42,40,27,53,42,23,55,22,27,53,27,23,27,40,27,40,42,22,42,40,2.0
35,75,49,54,72,40,16,18,38,57,52,43,76,20,19,76,38,57,52,43,75,19,19,76,52,20,38,43,19,57,38,20,52,19,19,57,19,20,19,43,19,43,38,19,38,43,2.0
37,69,54,52,72,35,19,20,40,55,57,38,74,21,23,72,40,55,57,38,74,21,23,72,57,21,40,38,23,55,40,21,57,21,23,55,23,21,23,38,23,38,40,21,40,38,1.0
37,70,47,52,61,42,25,21,40,55,50,45,66,30,23,72,40,55,50,45,65,29,23,72,50,30,40,45,23,55,40,30,50,29,23,55,23,30,23,45,23,45,40,29,40,45,2.0
32,71,44,57,75,45,13,20,35,60,47,48,79,17,22,73,35,60,47,48,78,16,22,73,47,17,35,48,22,60,35,17,47,16,22,60,22,17,22,48,22,48,35,16,35,48,2.0
36,77,53,53,73,36,17,16,39,56,56,39,76,20,17,78,39,56,56,39,75,19,17,78,56,20,39,39,17,56,39,20,56,19,17,56,17,20,17,39,17,39,39,19,39,39,2.0
32,74,52,58,70,37,19,18,35,61,55,40,73,22,20,76,34,60,55,40,73,22,19,75,55,22,35,40,20,61,35,22,55,22,19,60,20,22,20,40,19,40,34,22,34,40,2.0
38,70,54,51,70,34,18,19,41,54,57,38,74,21,22,73,41,54,57,37,73,21,22,73,58,22,41,38,22,54,41,22,57,21,22,54,22,22,22,38,22,37,41,21,41,37,1.0
34,74,45,55,76,44,14,19,37,58,48,47,79,17,20,75,37,58,48,47,78,16,20,75,48,17,37,47,20,58,37,17,48,16,20,58,20,17,20,47,20,47,37,16,37,47,1.0
35,69,52,54,67,39,23,22,38,57,54,41,70,26,24,71,38,57,54,41,69,25,24,71,54,26,38,41,24,57,38,26,54,25,24,57,24,26,24,41,24,41,38,25,38,41,1.0
33,74,55,57,72,31,18,17,35,60,60,35,75,21,19,76,35,59,59,35,74,20,19,76,60,21,36,36,19,60,36,21,59,20,19,59,19,21,19,36,19,35,35,20,35,35,1.0
37,67,54,54,68,37,22,24,39,56,56,39,71,25,26,69,39,56,56,39,70,24,26,69,56,25,39,39,26,56,39,25,56,24,26,56,26,25,26,39,26,39,39,24,39,39,2.0
40,78,55,49,69,33,19,15,43,52,58,37,73,22,16,79,43,52,58,36,72,22,16,79,59,23,43,37,16,52,43,23,58,22,16,52,16,23,16,37,16,36,43,22,43,36,1.0
38,71,53,51,71,35,19,20,41,54,56,39,74,21,22,73,41,54,56,38,73,21,22,73,57,22,41,39,22,54,41,22,56,21,22,54,22,22,22,39,22,38,41,21,41,38,2.0
35,71,55,54,71,33,19,20,38,57,58,37,74,21,22,73,38,57,58,36,73,21,22,73,59,22,38,37,22,57,38,22,58,21,22,57,22,22,22,37,22,36,38,21,38,36,1.0
31,73,55,60,72,33,18,18,33,62,59,37,75,21,20,75,33,62,58,36,74,20,20,75,59,21,33,37,20,62,33,21,58,20,20,62,20,21,20,37,20,36,33,20,33,36,1.0
37,67,49,52,63,41,23,22,40,55,51,44,68,27,25,70,40,55,51,43,67,27,25,70,52,28,40,44,25,55,40,28,51,27,25,55,25,28,25,44,25,43,40,27,40,43,2.0
37,66,52,54,68,37,22,25,39,56,55,40,71,25,27,68,39,56,55,40,70,24,27,68,55,25,39,40,27,56,39,25,55,24,27,56,27,25,27,40,27,40,39,24,39,40,1.0
39,70,49,50,71,42,17,21,42,53,51,44,75,21,23,72,42,53,51,44,74,20,23,72,51,21,42,44,23,53,42,21,51,20,23,53,23,21,23,44,23,44,42,20,42,44,1.0
34,78,55,53,71,33,19,15,38,57,59,37,74,22,16,79,38,57,58,36,73,21,16,79,59,22,38,37,16,57,38,22,58,21,16,57,16,22,16,37,16,36,38,21,38,36,2.0
37,72,54,52,71,35,20,17,40,55,57,38,73,22,20,75,40,55,57,38,73,22,20,75,57,22,40,38,20,55,40,22,57,22,20,55,20,22,20,38,20,38,40,22,40,38,1.0
35,68,50,56,71,39,19,23,37,58,53,42,74,22,25,70,37,58,53,42,73,21,25,70,53,22,37,42,25,58,37,22,53,21,25,58,25,22,25,42,25,42,37,21,37,42,1.0
35,70,52,56,70,34,20,21,37,58,56,39,73,22,23,72,37,58,56,38,72,22,23,72,57,23,37,39,23,58,37,23,56,22,23,58,23,23,23,39,23,38,37,22,37,38,2.0
37,69,55,54,68,36,22,22,39,56,57,38,71,25,24,71,39,56,57,38,70,24,24,71,57,25,39,38,24,56,39,25,57,24,24,56,24,25,24,38,24,38,39,24,39,38,1.0
38,67,53,53,68,36,22,24,40,55,56,39,71,25,26,69,40,55,56,39,70,24,26,69,56,25,40,39,26,55,40,25,56,24,26,55,26,25,26,39,26,39,40,24,40,39,2.0
34,70,48,55,64,41,22,21,37,58,51,44,69,27,23,72,37,58,51,44,68,26,23,72,51,27,37,44,23,58,37,27,51,26,23,58,23,27,23,44,23,44,37,26,37,44,2.0
41,77,53,48,70,35,18,14,44,51,56,39,74,21,16,79,44,51,56,38,73,21,16,79,57,22,44,39,16,51,44,22,56,21,16,51,16,22,16,39,16,38,44,21,44,38,1.0
38,67,54,53,68,37,22,24,40,55,56,39,71,25,26,69,40,55,56,39,70,24,26,69,56,25,40,39,26,55,40,25,56,24,26,55,26,25,26,39,26,39,40,24,40,39,2.0
34,71,47,55,65,42,21,20,37,58,50,45,70,26,22,73,37,58,50,45,69,25,22,73,50,26,37,45,22,58,37,26,50,25,22,58,22,26,22,45,22,45,37,25,37,45,2.0
39,66,52,52,67,39,23,25,41,54,54,41,70,26,27,68,41,54,54,41,69,25,27,68,54,26,41,41,27,54,41,26,54,25,27,54,27,26,27,41,27,41,41,25,41,41,2.0
37,65,49,54,72,38,18,26,39,56,53,42,75,21,28,67,39,56,53,42,74,20,28,67,53,21,39,42,28,56,39,21,53,20,28,56,28,21,28,42,28,42,39,20,39,42,1.0
32,75,56,58,73,32,17,16,34,61,60,35,76,20,18,77,34,60,59,35,75,19,18,77,60,20,35,36,18,61,35,20,59,19,18,60,18,20,18,36,18,35,34,19,34,35,1.0
32,76,54,58,74,32,17,15,35,61,59,37,76,19,17,78,34,60,58,36,76,19,17,78,59,19,35,37,17,61,35,19,58,19,17,60,17,19,17,37,17,36,34,19,34,36,1.0
38,67,51,53,68,38,22,24,40,55,54,41,71,25,26,69,40,55,54,41,70,24,26,69,54,25,40,41,26,55,40,25,54,24,26,55,26,25,26,41,26,41,40,24,40,41,1.0
38,67,51,53,69,38,21,24,40,55,54,41,72,24,26,69,40,55,54,41,71,23,26,69,54,24,40,41,26,55,40,24,54,23,26,55,26,24,26,41,26,41,40,23,40,41,1.0
41,76,55,48,73,33,17,15,44,51,59,37,76,20,17,78,44,51,58,36,75,19,17,78,59,20,44,37,17,51,44,20,58,19,17,51,17,20,17,37,17,36,44,19,44,36,1.0
31,76,42,58,74,45,14,15,34,61,46,49,78,18,17,78,34,61,46,49,77,17,17,78,46,18,34,49,17,61,34,18,46,17,17,61,17,18,17,49,17,49,34,17,34,49,2.0
37,72,56,52,69,32,19,17,40,55,59,36,73,22,20,75,40,55,59,35,72,22,20,75,60,23,40,36,20,55,40,23,59,22,20,55,20,23,20,36,20,35,40,22,40,35,1.0
36,65,54,52,68,37,23,25,40,56,56,39,70,25,28,68,39,55,56,39,70,25,27,67,56,25,40,39,28,56,40,25,56,25,27,55,28,25,28,39,27,39,39,25,39,39,2.0
37,78,55,50,68,33,20,15,41,54,58,37,72,23,16,79,41,54,58,36,71,23,16,79,59,24,41,37,16,54,41,24,58,23,16,54,16,24,16,37,16,36,41,23,41,36,1.0
35,71,52,56,73,36,17,18,37,58,55,40,76,19,21,74,37,58,55,39,75,19,21,74,56,20,37,40,21,58,37,20,55,19,21,58,21,20,21,40,21,39,37,19,37,39,1.0
37,72,51,51,71,37,20,17,40,55,55,40,73,22,20,75,40,54,54,40,73,22,20,75,55,22,41,41,20,55,41,22,54,22,20,54,20,22,20,41,20,40,40,22,40,40,1.0
37,70,50,54,68,39,22,19,39,56,53,42,71,25,22,73,39,56,53,42,70,24,22,73,53,25,39,42,22,56,39,25,53,24,22,56,22,25,22,42,22,42,39,24,39,42,1.0
36,71,55,53,71,34,17,18,39,56,58,37,75,21,21,74,39,56,58,37,74,20,21,74,58,21,39,37,21,56,39,21,58,20,21,56,21,21,21,37,21,37,39,20,39,37,2.0
41,79,54,46,69,34,19,14,45,50,57,38,73,22,15,80,45,50,57,37,72,22,15,80,58,23,45,38,15,50,45,23,57,22,15,50,15,23,15,38,15,37,45,22,45,37,1.0
39,67,53,52,71,35,19,24,41,54,56,39,74,21,26,69,41,54,56,38,73,21,26,69,57,22,41,39,26,54,41,22,56,21,26,54,26,22,26,39,26,38,41,21,41,38,2.0
38,67,52,53,68,37,22,24,40,55,55,40,71,25,26,69,40,55,55,40,70,24,26,69,55,25,40,40,26,55,40,25,55,24,26,55,26,25,26,40,26,40,40,24,40,40,2.0
35,78,55,52,71,33,19,15,39,56,59,37,74,22,16,79,39,56,58,36,73,21,16,79,59,22,39,37,16,56,39,22,58,21,16,56,16,22,16,37,16,36,39,21,39,36,2.0
30,71,42,61,67,46,21,20,32,63,46,50,71,25,22,73,32,63,45,49,70,24,22,73,46,25,32,50,22,63,32,25,45,24,22,63,22,25,22,50,22,49,32,24,32,49,1.0
34,76,49,55,68,40,18,17,37,58,52,43,73,23,18,77,37,58,52,43,72,22,18,77,52,23,37,43,18,58,37,23,52,22,18,58,18,23,18,43,18,43,37,22,37,43,2.0
36,72,51,53,67,38,23,19,39,56,54,41,70,26,21,74,39,56,54,41,69,25,21,74,54,26,39,41,21,56,39,26,54,25,21,56,21,26,21,41,21,41,39,25,39,41,2.0
40,69,55,48,71,33,20,20,43,52,59,36,73,22,23,72,43,51,58,36,73,22,23,72,59,22,44,37,23,52,44,22,58,22,23,51,23,22,23,37,23,36,43,22,43,36,1.0
32,76,51,56,74,35,17,17,36,60,56,40,76,19,18,77,35,59,55,39,76,19,18,77,56,19,36,40,18,60,36,19,55,19,18,59,18,19,18,40,18,39,35,19,35,39,1.0
37,76,54,53,70,35,19,16,40,56,57,38,73,22,18,78,39,55,57,38,73,22,17,77,57,22,40,38,18,56,40,22,57,22,17,55,18,22,18,38,17,38,39,22,39,38,2.0
38,66,53,53,72,36,18,21,40,55,56,39,75,21,25,70,40,55,56,39,74,20,25,70,56,21,40,39,25,55,40,21,56,20,25,55,25,21,25,39,25,39,40,20,40,39,1.0
37,69,53,54,69,36,21,22,39,56,56,39,72,24,24,71,39,56,56,39,71,23,24,71,56,24,39,39,24,56,39,24,56,23,24,56,24,24,24,39,24,39,39,23,39,39,1.0
40,69,53,49,72,36,19,20,43,52,56,39,74,21,23,72,43,52,56,39,74,21,23,72,56,21,43,39,23,52,43,21,56,21,23,52,23,21,23,39,23,39,43,21,43,39,1.0
31,71,47,60,74,44,16,20,33,62,49,46,77,19,22,73,33,62,49,46,76,18,22,73,49,19,33,46,22,62,33,19,49,18,22,62,22,19,22,46,22,46,33,18,33,46,1.0
37,72,49,52,75,40,13,19,40,55,52,43,79,17,21,74,40,55,52,43,78,16,21,74,52,17,40,43,21,55,40,17,52,16,21,55,21,17,21,43,21,43,40,16,40,43,1.0
34,68,49,55,71,40,18,21,37,58,52,43,74,21,24,71,37,58,52,43,74,21,24,71,52,21,37,43,24,58,37,21,52,21,24,58,24,21,24,43,24,43,37,21,37,43,2.0
29,74,43,58,74,41,12,17,33,62,49,47,79,17,19,76,33,62,48,46,78,16,19,76,49,17,33,47,19,62,33,17,48,16,19,62,19,17,19,47,19,46,33,16,33,46,2.0
40,79,53,49,67,35,21,14,43,52,56,39,71,24,15,80,43,52,56,38,70,24,15,80,57,25,43,39,15,52,43,25,56,24,15,52,15,25,15,39,15,38,43,24,43,38,1.0
29,73,53,60,69,34,19,18,32,63,57,38,73,23,20,75,32,63,57,38,72,22,20,75,57,23,32,38,20,63,32,23,57,22,20,63,20,23,20,38,20,38,32,22,32,38,1.0
39,78,55,48,70,33,18,15,43,52,58,37,74,21,16,79,43,52,58,36,73,21,16,79,59,22,43,37,16,52,43,22,58,21,16,52,16,22,16,37,16,36,43,21,43,36,1.0
35,77,55,52,72,33,18,16,39,56,59,37,75,21,17,78,39,56,58,36,74,20,17,78,59,21,39,37,17,56,39,21,58,20,17,56,17,21,17,37,17,36,39,20,39,36,2.0
39,70,50,52,65,41,25,21,41,54,52,43,68,28,23,72,41,54,52,43,67,27,23,72,52,28,41,43,23,54,41,28,52,27,23,54,23,28,23,43,23,43,41,27,41,43,2.0
35,71,47,54,68,42,22,20,38,57,50,45,71,25,22,73,38,57,50,45,70,24,22,73,50,25,38,45,22,57,38,25,50,24,22,57,22,25,22,45,22,45,38,24,38,45,2.0
35,77,56,55,73,32,18,16,38,58,60,36,75,20,17,78,37,57,59,35,75,20,17,78,60,20,38,36,17,58,38,20,59,20,17,57,17,20,17,36,17,35,37,20,37,35,1.0
36,72,54,54,74,35,17,18,39,57,57,38,76,19,21,75,38,56,57,38,76,19,20,74,57,19,39,38,21,57,39,19,57,19,20,56,21,19,21,38,20,38,38,19,38,38,2.0
31,70,45,58,71,44,13,21,34,61,48,47,77,19,23,72,34,61,48,47,76,18,23,72,48,19,34,47,23,61,34,19,48,18,23,61,23,19,23,47,23,47,34,18,34,47,2.0
32,68,44,59,71,45,17,23,34,61,47,48,75,21,25,70,34,61,47,48,74,20,25,70,47,21,34,48,25,61,34,21,47,20,25,61,25,21,25,48,25,48,34,20,34,48,2.0
36,72,48,53,74,39,14,19,39,56,52,43,78,18,21,74,39,56,52,43,77,17,21,74,52,18,39,43,21,56,39,18,52,17,21,56,21,18,21,43,21,43,39,17,39,43,2.0
37,65,49,54,71,38,17,26,39,56,53,42,75,21,28,67,39,56,53,42,74,20,28,67,53,21,39,42,28,56,39,21,53,20,28,56,28,21,28,42,28,42,39,20,39,42,1.0
42,63,53,49,68,38,22,26,44,51,55,40,71,25,29,66,44,51,55,40,70,24,29,66,55,25,44,40,29,51,44,25,55,24,29,51,29,25,29,40,29,40,44,24,44,40,1.0
36,78,54,51,69,34,19,15,40,55,57,38,73,22,16,79,40,55,57,37,72,22,16,79,58,23,40,38,16,55,40,23,57,22,16,55,16,23,16,38,16,37,40,22,40,37,1.0
33,70,47,56,68,42,18,21,36,59,50,45,73,23,23,72,36,59,50,45,72,22,23,72,50,23,36,45,23,59,36,23,50,22,23,59,23,23,23,45,23,45,36,22,36,45,2.0
33,78,46,56,76,43,10,13,36,59,49,46,81,15,15,80,36,59,49,46,80,14,15,80,49,15,36,46,15,59,36,15,49,14,15,59,15,15,15,46,15,46,36,14,36,46,1.0
31,77,55,59,71,35,20,16,34,62,58,38,73,22,17,78,33,61,57,37,73,22,17,78,58,22,34,38,17,62,34,22,57,22,17,61,17,22,17,38,17,37,33,22,33,37,2.0
30,78,56,58,72,32,19,15,33,62,60,35,74,21,16,79,33,61,59,35,74,21,16,79,60,21,34,36,16,62,34,21,59,21,16,61,16,21,16,36,16,35,33,21,33,35,1.0
32,75,52,58,72,32,18,16,34,61,58,37,75,21,18,77,34,60,57,37,74,20,18,77,58,21,35,38,18,61,35,21,57,20,18,60,18,21,18,38,18,37,34,20,34,37,1.0
37,70,52,54,71,36,17,21,39,56,55,40,75,20,23,72,39,56,55,39,74,20,23,72,56,21,39,40,23,56,39,21,55,20,23,56,23,21,23,40,23,39,39,20,39,39,2.0
32,74,52,57,69,36,19,17,35,60,55,40,73,22,19,76,35,60,55,39,72,22,19,76,56,23,35,40,19,60,35,23,55,22,19,60,19,23,19,40,19,39,35,22,35,39,2.0
37,67,50,54,67,39,23,24,39,56,53,42,70,26,26,69,39,56,53,42,69,25,26,69,53,26,39,42,26,56,39,26,53,25,26,56,26,26,26,42,26,42,39,25,39,42,2.0
36,78,54,51,68,34,20,15,40,55,57,38,72,23,16,79,40,55,57,37,71,23,16,79,58,24,40,38,16,55,40,24,57,23,16,55,16,24,16,38,16,37,40,23,40,37,1.0
41,70,57,48,71,34,19,19,44,51,59,36,74,22,22,73,44,51,59,36,73,21,22,73,59,22,44,36,22,51,44,22,59,21,22,51,22,22,22,36,22,36,44,21,44,36,1.0
35,70,52,55,72,36,19,21,37,58,56,39,74,21,23,72,37,57,55,39,74,21,23,72,56,21,38,40,23,58,38,21,55,21,23,57,23,21,23,40,23,39,37,21,37,39,2.0
36,68,50,55,70,38,18,21,38,57,53,42,74,21,24,71,38,57,53,41,73,21,24,71,54,22,38,42,24,57,38,22,53,21,24,57,24,22,24,42,24,41,38,21,38,41,2.0
35,70,52,54,72,36,16,21,38,57,55,40,76,19,23,72,38,57,55,39,75,19,23,72,56,20,38,40,23,57,38,20,55,19,23,57,23,20,23,40,23,39,38,19,38,39,2.0
37,69,54,54,73,35,17,18,39,56,57,38,76,20,22,73,39,56,57,38,75,19,22,73,57,20,39,38,22,56,39,20,57,19,22,56,22,20,22,38,22,38,39,19,39,38,1.0
34,74,52,55,73,34,17,17,37,58,57,39,76,20,19,76,37,58,56,38,75,19,19,76,57,20,37,39,19,58,37,20,56,19,19,58,19,20,19,39,19,38,37,19,37,38,1.0
42,77,56,47,69,32,19,14,45,50,59,36,73,22,16,79,45,50,59,35,72,22,16,79,60,23,45,36,16,50,45,23,59,22,16,50,16,23,16,36,16,35,45,22,45,35,1.0
37,69,54,54,67,37,20,22,39,56,56,39,71,24,24,71,39,56,56,39,71,24,24,71,56,24,39,39,24,56,39,24,56,24,24,56,24,24,24,39,24,39,39,24,39,39,1.0
36,70,52,55,73,37,17,19,38,57,55,40,76,20,22,73,38,57,55,40,75,19,22,73,55,20,38,40,22,57,38,20,55,19,22,57,22,20,22,40,22,40,38,19,38,40,1.0
37,78,57,50,70,31,18,15,41,54,60,35,74,21,16,79,41,54,60,34,73,21,16,79,61,22,41,35,16,54,41,22,60,21,16,54,16,22,16,35,16,34,41,21,41,34,1.0
38,67,51,53,67,38,23,24,40,55,54,41,70,26,26,69,40,55,54,41,69,25,26,69,54,26,40,41,26,55,40,26,54,25,26,55,26,26,26,41,26,41,40,25,40,41,1.0
39,65,54,52,74,34,16,22,41,54,57,38,77,18,26,69,41,54,57,37,76,18,26,69,58,19,41,38,26,54,41,19,57,18,26,54,26,19,26,38,26,37,41,18,41,37,2.0
33,74,48,56,69,39,17,19,36,59,52,43,74,22,20,75,36,59,52,43,73,21,20,75,52,22,36,43,20,59,36,22,52,21,20,59,20,22,20,43,20,43,36,21,36,43,2.0
39,63,52,52,73,37,18,28,41,54,55,40,75,20,30,65,41,54,55,40,75,20,30,65,55,20,41,40,30,54,41,20,55,20,30,54,30,20,30,40,30,40,41,20,41,40,1.0
37,66,50,54,68,39,22,25,39,56,53,42,71,25,27,68,39,56,53,42,70,24,27,68,53,25,39,42,27,56,39,25,53,24,27,56,27,25,27,42,27,42,39,24,39,42,1.0
41,69,53,50,71,38,19,22,43,52,55,40,74,22,24,71,43,52,55,40,73,21,24,71,55,22,43,40,24,52,43,22,55,21,24,52,24,22,24,40,24,40,43,21,43,40,2.0
41,66,53,50,67,38,23,25,43,52,55,40,70,26,27,68,43,52,55,40,69,25,27,68,55,26,43,40,27,52,43,26,55,25,27,52,27,26,27,40,27,40,43,25,43,40,1.0
37,69,53,54,73,35,15,22,39,56,56,39,77,18,24,71,39,56,56,38,76,18,24,71,57,19,39,39,24,56,39,19,56,18,24,56,24,19,24,39,24,38,39,18,39,38,2.0
34,67,50,55,73,39,17,24,37,58,53,42,76,20,26,69,37,58,53,42,75,19,26,69,53,20,37,42,26,58,37,20,53,19,26,58,26,20,26,42,26,42,37,19,37,42,1.0
40,66,51,51,67,40,23,25,42,53,53,42,70,26,27,68,42,53,53,42,69,25,27,68,53,26,42,42,27,53,42,26,53,25,27,53,27,26,27,42,27,42,42,25,42,42,2.0
37,68,53,54,71,35,17,21,39,56,56,39,75,20,24,71,39,56,56,38,74,20,24,71,57,21,39,39,24,56,39,21,56,20,24,56,24,21,24,39,24,38,39,20,39,38,2.0
40,65,51,51,63,40,27,26,42,53,53,42,66,30,28,67,42,53,53,42,65,29,28,67,53,30,42,42,28,53,42,30,53,29,28,53,28,30,28,42,28,42,42,29,42,42,2.0
43,77,55,46,69,33,19,14,46,49,58,37,73,22,16,79,46,49,58,36,72,22,16,79,59,23,46,37,16,49,46,23,58,22,16,49,16,23,16,37,16,36,46,22,46,36,1.0
38,66,51,53,70,35,20,25,40,55,55,40,73,22,27,68,40,55,55,39,72,22,27,68,56,23,40,40,27,55,40,23,55,22,27,55,27,23,27,40,27,39,40,22,40,39,2.0
35,71,54,54,69,34,21,20,38,57,57,38,72,23,22,73,38,57,57,37,71,23,22,73,58,24,38,38,22,57,38,24,57,23,22,57,22,24,22,38,22,37,38,23,38,37,1.0
37,78,54,50,68,34,20,15,41,54,57,38,72,23,16,79,41,54,57,37,71,23,16,79,58,24,41,38,16,54,41,24,57,23,16,54,16,24,16,38,16,37,41,23,41,37,1.0
40,70,50,51,70,40,20,23,42,53,53,43,73,23,24,71,42,53,52,42,72,22,24,71,53,23,42,43,24,53,42,23,52,22,24,53,24,23,24,43,24,42,42,22,42,42,2.0
37,70,56,52,73,33,18,19,40,55,59,36,75,20,22,73,40,55,59,36,75,20,22,73,59,20,40,36,22,55,40,20,59,20,22,55,22,20,22,36,22,36,40,20,40,36,1.0
39,66,52,52,66,39,24,25,41,54,54,41,69,27,27,68,41,54,54,41,68,26,27,68,54,27,41,41,27,54,41,27,54,26,27,54,27,27,27,41,27,41,41,26,41,41,2.0
