@relation 'Sax dominant'

@attribute o1atMaaa numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atLeee numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMdbc numeric
@attribute o1atLdbc numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMebb numeric
@attribute o1atLebb numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMbee numeric
@attribute o1atLbee numeric
@attribute o1atMeda numeric
@attribute o1atLeda numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMace numeric
@attribute o1atLace numeric
@attribute o1atMdda numeric
@attribute o1atLdda numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMdeb numeric
@attribute o1atLdeb numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMebc numeric
@attribute o1atLebc numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMbad numeric
@attribute o1atLbad numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMade numeric
@attribute o1atLade numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMeba numeric
@attribute o1atLeba numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMcec numeric
@attribute o1atLcec numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMeea numeric
@attribute o1atLeea numeric
@attribute o1atMeaa numeric
@attribute o1atLeaa numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMdec numeric
@attribute o1atLdec numeric
@attribute o1atMceb numeric
@attribute o1atLceb numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMbed numeric
@attribute o1atLbed numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMbae numeric
@attribute o1atLbae numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMcbe numeric
@attribute o1atLcbe numeric
@attribute o1atMbec numeric
@attribute o1atLbec numeric
@attribute o1atMcda numeric
@attribute o1atLcda numeric
@attribute o1atMecd numeric
@attribute o1atLecd numeric
@attribute o1atMdea numeric
@attribute o1atLdea numeric
@attribute o1atMeab numeric
@attribute o1atLeab numeric
@attribute o1atMdab numeric
@attribute o1atLdab numeric
@attribute o1atMaed numeric
@attribute o1atLaed numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute destClass {1.0,-1.0}

@data
0,0,45,50,4,49,0,0,1,0,44,45,40,0,94,0,45,45,42,45,42,0,44,0,93,0,0,4,91,1,1,43,50,40,45,42,45,93,50,42,45,40,89,4,86,40,47,40,45,44,47,44,0,43,45,42,45,44,45,44,50,1,45,44,49,1,47,4,47,3,0,94,47,42,45,40,45,42,47,4,45,40,87,1,47,1,50,4,47,40,50,1,0,1,0,42,0,4,90,0,0,44,0,45,0,4,0,42,0,43,46,3,45,40,47,0,0,93,0,44,47,1,0,42,1,4,0,45,0,44,0,3,1,1,47,0,47,4,0,94,0,93,45,1,47,0,50,1,88,0,0,1,0,3,0,44,45,40,46,1,45,3,91,0,50,1,45,42,0,4,47,4,47,4,45,1,0,42,49,0,0,3,0,3,0,44,1,1,0,43,1.0
17,21,13,25,12,80,11,21,12,19,69,78,65,19,73,21,69,23,67,23,66,20,68,18,72,10,20,13,82,11,21,12,79,12,23,12,20,68,24,12,24,12,81,11,79,11,79,12,22,12,22,13,21,67,23,13,20,68,22,67,81,11,22,66,24,11,80,12,22,11,19,70,24,13,78,12,23,12,23,12,78,12,79,11,24,11,81,12,79,11,25,11,21,11,20,13,22,12,81,10,19,13,19,70,22,12,20,12,21,13,23,12,24,65,24,11,18,70,20,13,24,11,20,67,22,12,19,14,20,13,20,12,22,11,79,11,25,12,17,72,20,68,78,12,79,11,79,11,80,10,21,11,19,12,20,67,78,13,78,12,23,12,82,10,24,11,23,13,21,12,80,11,25,12,23,12,20,13,80,10,20,12,21,11,21,12,21,11,21,13,1.0
32,34,53,39,0,39,0,36,0,34,55,35,51,32,58,33,53,35,51,34,53,34,55,34,57,0,35,1,94,0,36,52,39,51,38,52,34,53,38,51,37,50,94,0,93,50,37,51,36,52,36,51,33,53,34,53,34,53,35,51,40,0,34,53,38,0,38,0,36,0,32,55,37,51,39,50,36,52,37,0,37,50,93,0,38,0,40,0,39,50,39,0,36,0,36,52,35,0,93,0,34,54,33,56,36,0,36,52,35,53,38,0,35,51,37,0,34,55,36,51,36,0,34,53,37,0,34,55,36,54,36,0,37,0,39,0,38,0,32,57,34,53,35,0,37,0,39,0,93,0,36,0,34,0,35,51,35,51,39,0,34,0,94,0,38,0,35,51,37,0,40,0,37,0,35,0,34,53,39,0,36,0,34,0,34,52,36,0,33,52,1.0
34,37,53,40,0,40,0,36,0,34,54,36,50,35,56,36,53,36,51,35,50,34,52,34,55,0,37,1,94,0,38,51,40,50,39,49,35,51,39,51,38,49,94,0,93,49,38,50,37,49,37,51,36,52,35,50,35,51,36,51,41,0,35,50,39,0,39,0,37,0,35,53,38,51,40,49,37,49,38,0,38,49,93,0,39,0,41,0,40,49,40,0,38,0,36,51,38,0,93,0,36,53,36,55,39,0,38,51,38,52,39,0,36,50,38,0,34,53,36,51,37,0,34,52,39,0,36,54,36,51,36,0,39,0,40,0,39,0,34,55,35,51,36,0,38,0,40,0,93,0,38,0,36,0,36,51,36,50,40,0,35,0,94,0,39,0,36,51,37,0,41,0,38,0,36,0,34,52,40,0,38,0,37,0,37,49,38,0,36,51,1.0
0,1,52,40,0,42,0,0,0,0,54,38,50,0,94,1,55,36,52,37,52,0,54,0,93,0,0,1,94,0,1,49,42,48,39,49,35,93,39,49,38,49,94,0,93,47,40,48,37,51,37,52,1,52,37,50,35,54,36,55,43,0,37,54,39,0,41,0,37,0,1,94,38,50,42,49,39,51,38,1,40,49,93,0,39,0,43,0,42,47,40,0,0,0,0,51,1,1,93,0,0,51,0,55,1,0,0,49,1,50,39,0,38,50,38,0,0,93,0,52,39,0,0,52,1,0,0,52,0,51,0,0,1,0,42,0,39,0,0,94,0,93,38,0,40,0,42,0,93,0,0,0,0,0,0,55,38,50,42,0,37,0,94,0,39,0,36,51,0,1,43,0,40,0,36,0,0,50,42,0,0,0,0,0,0,51,1,0,1,51,1.0
0,1,53,40,6,41,6,0,7,0,54,37,50,0,94,1,55,36,52,36,52,0,54,0,93,5,0,8,87,5,1,50,39,49,38,50,35,93,38,50,38,49,86,5,84,48,38,49,37,52,37,53,1,52,36,51,35,54,36,55,42,6,36,54,39,6,40,6,37,7,1,94,37,51,40,49,38,51,38,8,39,49,84,6,39,7,41,6,40,48,40,6,0,7,0,51,1,8,86,6,0,52,0,55,1,7,0,50,1,51,38,6,37,50,38,6,0,93,0,53,38,7,0,52,1,6,0,53,0,52,0,7,1,6,41,6,39,7,0,94,0,93,37,7,39,6,39,7,85,6,0,6,0,7,0,55,37,50,40,6,36,7,87,5,38,7,36,51,0,8,42,5,39,6,36,7,0,51,40,6,0,6,0,7,0,52,1,7,1,51,1.0
0,0,45,47,1,49,0,0,0,0,47,45,45,0,94,0,48,45,46,44,46,0,47,0,93,0,0,1,94,0,1,43,50,42,46,42,44,93,47,42,46,42,94,1,93,40,47,43,45,44,45,44,0,47,44,44,44,47,45,47,50,0,44,47,46,0,47,1,45,0,0,94,46,44,49,41,45,43,45,1,47,42,93,0,46,0,50,1,49,40,47,0,0,0,0,43,0,1,93,0,0,44,0,48,0,1,0,42,0,45,46,0,45,45,46,0,0,93,0,44,45,0,0,46,1,1,0,45,0,44,0,0,1,0,49,0,46,1,0,94,0,93,45,0,47,0,50,0,93,0,0,0,0,0,0,47,45,43,49,0,44,0,94,0,47,0,45,43,0,1,49,1,45,1,45,0,0,44,49,0,0,0,0,0,0,44,1,0,0,44,1.0
0,1,47,41,0,47,0,0,0,0,53,43,49,0,94,1,54,37,51,39,51,0,53,0,93,0,0,1,94,0,1,44,47,43,40,44,36,93,40,44,39,45,94,0,93,42,45,43,38,46,38,47,1,51,39,45,36,53,37,54,48,0,38,53,40,0,46,0,38,0,1,94,39,45,47,44,40,46,39,1,45,45,93,0,40,0,48,0,47,42,41,0,0,0,0,46,1,1,93,0,0,46,0,54,1,0,0,44,1,45,40,0,39,49,39,0,0,93,0,47,40,0,0,51,1,0,0,47,0,46,0,0,1,0,47,0,40,0,0,94,0,93,43,0,45,0,47,0,93,0,0,0,0,0,0,54,43,45,47,0,39,0,94,0,40,0,37,46,0,1,48,0,41,0,37,0,0,45,47,0,0,0,0,0,0,46,1,0,1,46,1.0
0,1,47,46,0,47,0,0,0,0,48,43,44,0,94,1,49,42,46,42,46,0,48,0,93,0,0,1,94,0,1,44,47,43,45,44,41,93,45,44,44,43,94,0,93,42,45,43,43,46,43,47,1,46,42,45,41,48,42,49,48,0,42,48,45,0,46,0,43,0,1,94,44,45,47,43,44,45,44,1,45,43,93,0,45,0,48,0,47,42,46,0,0,0,0,45,1,1,93,0,0,46,0,49,1,0,0,44,1,45,45,0,43,44,44,0,0,93,0,47,44,0,0,46,1,0,0,47,0,46,0,0,1,0,47,0,45,0,0,94,0,93,43,0,45,0,47,0,93,0,0,0,0,0,0,49,43,44,47,0,42,0,94,0,45,0,42,45,0,1,48,0,45,0,42,0,0,45,47,0,0,0,0,0,0,46,1,0,1,45,-1.0
28,31,58,35,0,35,0,31,0,29,59,31,55,29,62,30,58,31,56,30,56,29,58,29,61,0,31,1,94,0,32,56,35,55,34,55,30,57,34,56,33,54,94,0,93,54,33,55,32,55,32,56,30,57,30,56,30,57,31,56,36,0,30,56,34,0,34,0,32,0,29,59,33,56,35,54,32,55,33,0,33,54,93,0,34,0,36,0,35,54,35,0,32,0,31,56,32,0,93,0,30,58,30,60,33,0,32,56,32,57,34,0,31,55,33,0,29,59,31,56,32,0,29,57,33,0,30,59,31,57,31,0,33,0,35,0,34,0,28,61,30,57,31,0,33,0,35,0,93,0,32,0,30,0,31,56,31,55,35,0,30,0,94,0,34,0,31,56,32,0,36,0,33,0,31,0,29,57,35,0,32,0,31,0,31,55,32,0,30,56,1.0
0,1,48,40,0,46,0,0,0,0,54,42,50,0,94,1,55,35,52,38,52,0,54,0,93,0,0,1,94,0,1,45,46,43,39,45,35,93,39,45,37,46,94,0,93,43,44,43,37,47,37,48,1,52,38,45,35,54,35,55,47,0,37,54,39,0,45,0,37,0,1,94,37,45,46,45,39,47,38,1,44,46,93,0,39,0,47,0,46,43,40,0,0,0,0,47,1,1,93,0,0,47,0,55,1,0,0,45,1,45,39,0,37,50,37,0,0,93,0,48,39,0,0,52,1,0,0,48,0,47,0,0,1,0,46,0,38,0,0,94,0,93,42,0,44,0,46,0,93,0,0,0,0,0,0,55,42,45,46,0,38,0,94,0,39,0,35,47,0,1,47,0,40,0,35,0,0,45,46,0,0,0,0,0,0,47,1,0,1,47,1.0
26,32,50,40,0,44,0,29,0,27,54,40,50,29,64,30,55,35,52,37,51,28,53,27,62,0,29,1,94,0,32,47,44,45,39,46,35,58,39,47,37,47,94,0,93,45,42,45,37,47,37,48,30,52,37,46,35,53,35,53,45,0,36,51,39,0,43,0,37,0,30,61,37,47,44,46,38,47,38,1,42,47,93,0,39,0,45,0,44,45,40,0,30,0,29,48,32,1,93,0,28,49,29,55,32,0,30,47,32,47,39,0,36,50,37,0,27,60,30,48,38,0,28,52,32,0,29,50,29,48,29,0,32,0,44,0,38,0,26,63,30,58,40,0,42,0,44,0,93,0,30,0,28,0,30,53,40,46,44,0,37,0,94,0,39,0,35,48,30,1,45,0,39,0,35,0,28,47,44,0,30,0,31,0,31,47,32,0,30,48,1.0
0,0,46,48,1,48,0,0,0,0,46,45,44,0,94,0,47,45,45,45,45,0,46,0,93,0,0,1,94,0,1,44,49,42,47,43,45,93,48,43,46,43,94,1,93,41,46,43,46,45,46,45,0,46,45,44,45,46,45,46,49,0,45,46,47,0,46,1,46,0,0,94,46,44,48,42,46,44,46,1,46,43,93,0,47,0,49,1,48,42,48,0,0,0,0,44,0,1,93,0,0,45,0,47,0,1,0,43,0,45,47,0,45,44,46,0,0,93,0,45,46,0,0,45,1,1,0,46,0,45,0,0,1,0,48,0,46,1,0,94,0,93,45,0,46,0,49,0,93,0,0,0,0,0,0,46,45,43,48,0,45,0,94,0,48,0,45,44,0,1,48,1,46,1,45,0,0,44,48,0,0,0,0,0,0,45,1,0,0,45,1.0
0,1,53,40,7,41,6,0,7,0,53,37,49,0,94,1,54,37,51,36,51,0,53,0,93,6,0,9,86,6,1,50,39,49,38,50,36,93,38,50,38,48,85,6,83,48,38,49,37,52,37,53,1,51,36,51,36,53,37,54,42,6,36,53,40,7,40,6,38,8,1,94,38,51,39,48,37,50,39,9,38,48,83,6,39,7,41,6,39,48,41,7,0,7,0,50,1,9,85,6,0,52,0,54,1,7,0,50,1,51,38,7,37,49,39,6,0,93,0,53,38,7,0,51,1,7,0,53,0,52,0,8,1,7,40,6,40,7,0,94,0,93,37,6,39,6,39,6,84,6,0,7,0,8,0,54,37,49,39,6,36,7,86,6,38,7,37,50,0,9,41,6,39,6,37,7,0,51,40,6,0,7,0,8,0,52,1,7,1,50,1.0
0,1,56,37,7,38,6,0,7,0,57,34,53,0,94,1,58,33,55,33,55,0,57,0,93,5,0,8,87,6,1,53,37,52,35,53,32,93,35,53,35,52,86,6,84,51,36,52,34,55,34,56,1,55,33,54,32,57,33,58,39,6,33,57,36,6,37,6,34,7,1,94,35,54,37,52,35,54,35,8,36,52,84,7,36,7,39,6,38,51,37,6,0,7,0,54,1,8,86,6,0,55,0,58,1,7,0,53,1,54,35,7,34,53,35,6,0,93,0,56,35,7,0,55,1,7,0,56,0,55,0,7,1,6,38,6,36,7,0,94,0,93,34,7,36,6,37,7,85,6,0,6,0,7,0,58,34,53,37,7,33,7,87,5,35,7,33,54,0,8,39,6,36,6,33,7,0,54,38,6,0,7,0,7,0,55,1,7,1,54,1.0
30,33,48,38,0,45,0,34,0,32,56,41,52,31,60,32,55,34,53,36,54,34,56,32,59,0,33,1,94,0,34,46,45,45,37,46,33,55,37,46,36,47,94,0,93,44,43,45,35,48,35,46,32,54,36,47,33,55,34,53,46,0,35,54,37,0,44,0,35,0,31,57,36,46,45,46,37,48,36,0,43,47,93,0,37,0,46,0,45,44,38,0,34,0,34,48,34,0,93,0,32,48,32,57,35,0,34,46,34,47,37,0,36,52,36,0,32,57,34,46,37,0,34,54,35,0,32,49,34,48,34,0,35,0,45,0,37,0,30,59,33,55,41,0,43,0,45,0,93,0,34,0,32,0,34,53,41,47,45,0,36,0,94,0,37,0,34,48,35,0,46,0,38,0,34,0,34,47,45,0,34,0,33,0,33,48,34,0,32,48,1.0
0,1,52,42,0,42,0,0,0,0,52,38,48,0,94,1,53,37,50,38,50,0,52,0,93,0,0,1,94,0,1,49,42,47,41,49,37,93,41,49,39,48,94,0,93,47,40,47,39,51,39,52,1,50,38,49,37,52,37,53,43,0,38,52,41,0,41,0,39,0,1,94,39,49,42,48,40,50,40,1,40,48,93,0,41,0,43,0,42,47,42,0,0,0,0,50,1,1,93,0,0,51,0,53,1,0,0,49,1,49,41,0,38,48,39,0,0,93,0,52,40,0,0,50,1,0,0,52,0,51,0,0,1,0,42,0,40,0,0,94,0,93,38,0,40,0,42,0,93,0,0,0,0,0,0,53,38,48,42,0,38,0,94,0,41,0,37,50,0,1,43,0,41,0,37,0,0,49,42,0,0,0,0,0,0,51,1,0,1,50,1.0
0,0,40,54,3,54,0,0,1,0,40,50,36,0,94,0,41,50,38,49,38,0,40,0,93,0,0,3,92,0,1,38,55,36,50,37,49,93,54,37,51,35,90,3,87,35,52,36,50,39,51,39,0,39,49,38,49,40,50,40,55,0,49,40,53,0,52,3,51,2,0,94,52,38,51,35,50,37,51,3,51,35,89,1,52,1,55,3,53,35,54,0,0,1,0,37,0,3,91,0,0,39,0,41,0,3,0,37,0,39,51,2,50,36,52,0,0,93,0,39,51,1,0,38,1,3,0,40,0,39,0,2,1,0,53,0,52,3,0,94,0,93,50,1,52,0,55,1,89,0,0,0,0,2,0,40,50,36,52,1,49,2,92,0,54,1,50,37,0,3,53,3,51,3,50,1,0,38,54,0,0,2,0,2,0,39,1,1,0,38,1.0
31,34,54,38,5,39,5,35,6,33,56,35,52,32,59,33,55,34,53,34,53,33,55,32,58,4,34,7,88,4,34,52,37,51,36,52,33,54,36,52,36,51,87,4,85,50,36,51,35,52,35,52,33,54,34,53,33,54,34,53,40,5,34,53,37,5,38,5,35,5,32,56,35,52,37,51,35,52,36,5,36,51,85,4,37,5,39,5,37,50,38,5,35,5,34,53,35,6,87,4,33,54,33,57,36,6,34,52,34,53,36,5,35,52,36,5,32,56,34,52,36,5,33,54,36,5,33,55,34,54,34,6,36,5,38,5,37,5,31,58,33,54,35,6,37,5,37,5,86,4,35,5,33,6,34,53,35,52,37,5,34,6,88,4,36,5,34,53,35,5,39,4,37,5,34,6,33,53,38,4,34,5,34,5,34,52,34,5,33,53,1.0
0,1,45,46,0,49,0,0,0,0,48,45,44,0,94,1,49,42,46,43,46,0,48,0,93,0,0,1,94,0,1,42,49,41,45,42,41,93,45,42,44,42,94,0,93,40,47,41,43,44,43,45,1,46,43,43,41,48,42,49,50,0,42,48,45,0,48,0,43,0,1,94,44,43,49,41,44,43,44,1,47,42,93,0,45,0,50,0,49,40,46,0,0,0,0,43,1,1,93,0,0,44,0,49,1,0,0,42,1,43,45,0,43,44,44,0,0,93,0,45,44,0,0,46,1,0,0,45,0,44,0,0,1,0,49,0,45,0,0,94,0,93,45,0,47,0,49,0,93,0,0,0,0,0,0,49,45,42,49,0,43,0,94,0,45,0,42,43,0,1,50,0,45,0,42,0,0,43,49,0,0,0,0,0,0,44,1,0,1,43,-1.0
28,31,52,35,0,41,0,31,0,29,59,37,55,29,62,30,58,31,56,32,56,30,58,29,61,0,31,1,94,0,32,50,41,49,34,49,30,57,34,50,33,50,94,0,93,49,39,49,32,50,32,50,30,57,32,50,30,57,31,56,42,0,31,56,34,0,40,0,32,0,29,59,33,50,41,49,33,50,33,0,39,50,93,0,34,0,42,0,41,49,35,0,32,0,31,51,32,0,93,0,30,52,30,60,33,0,32,50,32,51,34,0,32,55,33,0,29,59,31,50,33,0,30,57,33,0,30,53,31,51,31,0,33,0,41,0,34,0,28,61,30,57,38,0,39,0,41,0,93,0,32,0,30,0,31,56,38,50,41,0,32,0,94,0,34,0,31,51,32,0,42,0,34,0,31,0,30,51,41,0,32,0,31,0,31,50,32,0,30,51,1.0
0,1,48,44,0,46,0,0,0,0,50,42,46,0,94,1,51,39,48,41,48,0,50,0,93,0,0,1,94,0,1,45,46,43,43,45,39,93,43,45,41,45,94,0,93,43,44,43,41,47,41,48,1,48,41,45,39,50,39,51,47,0,40,50,43,0,45,0,41,0,1,94,41,45,46,44,42,46,42,1,44,45,93,0,43,0,47,0,46,43,44,0,0,0,0,46,1,1,93,0,0,47,0,51,1,0,0,45,1,45,43,0,40,46,41,0,0,93,0,48,42,0,0,48,1,0,0,48,0,47,0,0,1,0,46,0,42,0,0,94,0,93,42,0,44,0,46,0,93,0,0,0,0,0,0,51,42,44,46,0,41,0,94,0,43,0,39,46,0,1,47,0,43,0,39,0,0,45,46,0,0,0,0,0,0,47,1,0,1,46,1.0
30,33,55,38,0,38,0,34,0,32,56,34,52,31,60,32,55,34,53,33,54,32,56,32,59,0,33,1,94,0,34,53,38,52,37,53,33,55,37,53,36,51,94,0,93,51,36,52,35,53,35,53,32,54,33,54,33,55,34,53,39,0,33,54,37,0,37,0,35,0,31,57,36,53,38,51,35,53,36,0,36,51,93,0,37,0,39,0,38,51,38,0,34,0,34,53,34,0,93,0,32,55,32,57,35,0,34,53,34,54,37,0,34,52,36,0,32,57,34,53,35,0,32,54,35,0,32,56,34,55,34,0,35,0,38,0,37,0,30,59,33,55,34,0,36,0,38,0,93,0,34,0,32,0,34,53,34,52,38,0,33,0,94,0,37,0,34,53,35,0,39,0,36,0,34,0,32,54,38,0,34,0,33,0,33,53,34,0,32,53,1.0
0,0,5,30,2,89,0,0,2,0,64,85,56,0,94,0,65,30,60,28,60,0,64,0,93,0,0,3,92,0,1,2,87,2,28,2,21,93,30,2,29,3,90,0,87,0,87,5,25,4,25,5,1,61,28,4,21,64,25,64,90,0,25,64,29,0,88,3,25,2,0,94,30,5,85,2,28,4,25,3,85,3,89,0,29,0,90,2,87,0,30,0,0,0,0,4,0,3,91,0,0,4,0,65,1,3,0,2,1,5,28,2,29,56,29,1,0,93,0,5,29,2,0,60,1,2,0,5,0,4,0,2,1,0,87,0,30,3,0,94,0,93,85,2,87,1,87,0,89,0,0,0,0,2,0,64,85,4,87,2,28,2,92,0,30,0,30,4,0,3,88,0,29,3,30,2,0,4,89,0,0,2,0,2,0,4,1,0,1,4,1.0
0,0,44,47,3,50,1,0,1,0,47,46,45,0,94,0,48,45,46,45,46,0,47,0,93,1,0,3,93,2,1,42,51,41,46,41,44,93,47,41,46,42,92,3,91,39,48,42,45,43,45,43,0,47,45,43,44,47,45,47,51,2,45,47,46,1,48,3,45,1,0,94,46,43,50,41,46,43,45,3,48,42,91,2,46,1,51,3,50,39,47,2,0,1,0,43,0,3,91,1,0,43,0,48,0,3,0,41,0,44,46,2,46,45,46,1,0,93,0,43,46,1,0,46,1,3,0,44,0,43,0,1,1,2,50,1,46,3,0,94,0,93,46,2,48,1,51,2,91,1,0,1,0,1,0,47,46,43,50,2,45,2,92,1,47,2,45,43,0,3,50,3,46,3,45,2,0,43,50,1,0,2,0,1,0,43,1,2,0,44,1.0
16,20,14,24,12,79,11,20,12,18,70,77,66,18,74,19,70,21,68,22,67,19,69,17,73,10,19,13,82,11,20,13,79,12,22,13,19,69,23,13,22,13,81,12,79,12,78,12,21,13,21,13,19,68,22,13,19,69,20,68,80,11,21,67,23,11,79,12,21,11,18,71,22,13,77,13,22,13,22,12,77,13,79,11,23,11,80,12,78,12,24,11,20,11,19,14,21,12,81,10,18,14,18,71,21,12,19,13,20,13,22,12,22,66,22,11,17,71,19,13,23,11,19,68,21,12,18,15,19,14,19,12,21,11,78,11,23,12,16,73,19,69,77,12,78,11,79,11,80,10,20,11,18,12,19,68,77,13,77,12,22,12,82,10,23,11,21,14,20,12,79,12,24,12,21,12,19,13,79,10,19,12,20,11,20,13,20,11,19,14,1.0
31,34,55,37,0,37,0,34,0,32,57,33,53,32,59,32,56,32,54,33,53,32,55,31,58,0,34,1,94,0,35,54,37,52,36,53,32,54,36,53,34,53,94,0,93,52,35,52,34,53,34,53,32,55,33,53,32,54,32,54,38,0,33,53,36,0,36,0,34,0,32,56,34,53,37,53,35,53,35,0,35,53,93,0,36,0,38,0,37,52,37,0,35,0,34,55,35,0,93,0,33,56,32,58,35,0,35,54,34,54,36,0,33,53,34,0,31,56,33,53,35,0,32,55,36,0,33,57,33,55,33,0,36,0,37,0,35,0,31,58,32,54,33,0,35,0,37,0,93,0,35,0,33,0,32,54,33,53,37,0,33,0,94,0,36,0,32,54,34,0,38,0,36,0,32,0,32,54,37,0,35,0,34,0,34,53,35,0,32,55,1.0
13,15,47,44,1,47,0,15,0,14,50,43,46,14,79,15,51,42,48,39,48,15,50,14,78,0,14,1,94,0,16,45,48,44,43,44,39,76,44,44,43,42,94,1,93,42,45,45,41,46,41,46,15,49,39,46,39,50,41,50,48,0,39,50,43,0,45,1,41,0,15,78,43,46,47,42,41,44,41,1,45,42,93,0,43,0,48,1,47,42,44,0,15,0,15,44,15,1,93,0,14,46,14,51,15,1,15,44,15,47,43,0,41,46,43,0,15,77,15,46,41,0,15,48,16,1,14,47,15,46,15,0,16,0,47,0,43,1,13,79,15,76,43,0,45,0,48,0,93,0,15,0,14,0,15,50,43,44,47,0,39,0,94,0,44,0,42,44,15,1,47,1,41,1,42,0,15,46,47,0,15,0,15,0,15,46,16,0,15,45,-1.0
16,20,14,24,13,79,13,20,14,18,70,77,66,18,74,20,70,22,68,22,67,19,69,17,73,12,19,15,80,12,20,13,77,13,22,13,19,69,22,13,23,13,79,12,77,12,77,13,21,13,21,14,20,68,22,14,19,69,21,68,80,13,21,67,23,13,79,13,21,13,18,71,22,14,77,13,22,13,22,14,77,13,77,12,23,13,79,13,77,12,24,13,20,13,19,14,21,14,79,12,18,14,18,71,21,14,19,13,20,14,22,13,23,66,23,13,17,71,19,14,23,13,19,68,21,13,18,15,19,14,19,14,21,13,78,13,24,14,16,73,19,69,77,14,78,13,77,13,78,12,20,13,18,14,19,68,77,14,77,13,22,14,80,12,22,13,22,14,20,14,79,12,24,13,22,14,19,14,78,12,19,13,20,13,20,13,20,13,20,14,1.0
