@relation 'Sax dominant'

@attribute o1atLcc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute destClass {2,1}

@data
40,54,77,15,17,79,55,41,54,40,16,78,17,41,2.0
31,61,75,17,19,77,63,33,62,32,18,76,19,33,1.0
30,62,76,16,18,78,64,32,63,31,17,77,18,32,1.0
30,62,76,16,18,78,64,32,63,31,17,77,18,32,1.0
32,60,75,17,19,77,62,34,61,33,18,76,19,34,1.0
28,64,77,15,17,79,66,30,65,29,16,78,17,30,2.0
28,64,78,14,16,80,66,30,65,29,15,79,16,30,2.0
35,59,77,15,17,79,60,36,59,35,16,78,17,36,2.0
27,65,77,15,17,79,67,29,66,28,16,78,17,29,2.0
31,59,77,15,17,79,62,34,61,33,16,78,17,34,2.0
32,60,74,18,20,76,62,34,61,33,19,75,20,34,2.0
32,58,79,13,14,81,61,34,60,34,14,80,15,35,2.0
30,62,76,16,18,78,64,32,63,31,17,77,18,32,1.0
26,64,78,14,16,80,67,29,66,28,15,79,16,29,2.0
26,66,79,13,15,81,68,28,67,27,14,80,15,28,2.0
32,60,75,17,19,77,62,34,61,33,18,76,19,34,1.0
32,60,77,15,17,79,62,34,61,33,16,78,17,34,2.0
28,64,77,15,17,79,66,30,65,29,16,78,17,30,1.0
28,64,76,16,18,78,66,30,65,29,17,77,18,30,1.0
33,59,76,16,18,78,61,35,60,34,17,77,18,35,1.0
31,61,75,17,19,77,63,33,62,32,18,76,19,33,1.0
28,62,78,14,15,80,65,30,64,30,15,79,16,31,2.0
33,59,77,15,17,79,61,35,60,34,16,78,17,35,2.0
30,62,75,17,19,77,64,32,63,31,18,76,19,32,1.0
31,61,75,17,19,77,63,33,62,32,18,76,19,33,1.0
28,64,76,16,18,78,66,30,65,29,17,77,18,30,1.0
31,61,77,15,17,79,63,33,62,32,16,78,17,33,2.0
29,63,77,15,17,79,65,31,64,30,16,78,17,31,1.0
28,64,77,15,17,79,66,30,65,29,16,78,17,30,2.0
29,63,76,16,18,78,65,31,64,30,17,77,18,31,1.0
32,60,77,15,17,79,62,34,61,33,16,78,17,34,2.0
31,61,75,17,19,77,63,33,62,32,18,76,19,33,1.0
27,65,77,15,17,79,67,29,66,28,16,78,17,29,2.0
28,62,77,15,17,79,65,31,64,30,16,78,17,31,1.0
29,61,77,15,17,79,64,32,63,31,16,78,17,32,2.0
33,61,76,16,18,78,62,34,61,33,17,77,18,34,1.0
32,60,75,17,19,77,62,34,61,33,18,76,19,34,1.0
31,61,76,16,18,78,63,33,62,32,17,77,18,33,1.0
28,64,77,15,17,79,66,30,65,29,16,78,17,30,2.0
30,62,77,15,17,79,64,32,63,31,16,78,17,32,1.0
33,59,77,15,17,79,61,35,60,34,16,78,17,35,2.0
30,62,77,15,17,79,64,32,63,31,16,78,17,32,2.0
32,60,77,15,17,79,62,34,61,33,16,78,17,34,1.0
32,60,76,16,18,78,62,34,61,33,17,77,18,34,1.0
33,59,76,16,18,78,61,35,60,34,17,77,18,35,2.0
33,57,78,14,15,80,60,35,59,35,15,79,16,36,2.0
32,60,77,15,17,79,62,34,61,33,16,78,17,34,1.0
29,63,77,15,17,79,65,31,64,30,16,78,17,31,2.0
27,65,77,15,17,79,67,29,66,28,16,78,17,29,1.0
31,61,77,15,17,79,63,33,62,32,16,78,17,33,2.0
31,61,76,16,18,78,63,33,62,32,17,77,18,33,1.0
27,63,77,15,17,79,66,30,65,29,16,78,17,30,1.0
27,63,77,15,17,79,66,30,65,29,16,78,17,30,2.0
34,58,75,17,19,77,60,36,59,35,18,76,19,36,1.0
34,60,76,16,18,78,61,35,60,34,17,77,18,35,1.0
25,65,78,14,16,80,68,28,67,27,15,79,16,28,2.0
29,63,76,16,18,78,65,31,64,30,17,77,18,31,1.0
32,60,75,17,19,77,62,34,61,33,18,76,19,34,1.0
28,64,76,16,18,78,66,30,65,29,17,77,18,30,1.0
30,62,77,15,17,79,64,32,63,31,16,78,17,32,2.0
28,64,75,17,19,77,66,30,65,29,18,76,19,30,1.0
32,60,77,15,17,79,62,34,61,33,16,78,17,34,2.0
33,59,76,16,18,78,61,35,60,34,17,77,18,35,2.0
30,62,76,16,18,78,64,32,63,31,17,77,18,32,1.0
31,61,77,15,17,79,63,33,62,32,16,78,17,33,2.0
35,57,76,16,18,78,59,37,58,36,17,77,18,37,1.0
27,65,76,16,18,78,67,29,66,28,17,77,18,29,1.0
30,62,76,16,18,78,64,32,63,31,17,77,18,32,1.0
26,66,75,17,19,77,68,28,67,27,18,76,19,28,1.0
28,64,77,15,17,79,66,30,65,29,16,78,17,30,1.0
29,63,78,14,16,80,65,31,64,30,15,79,16,31,2.0
30,62,76,16,18,78,64,32,63,31,17,77,18,32,1.0
28,64,75,17,19,77,66,30,65,29,18,76,19,30,1.0
29,63,75,17,19,77,65,31,64,30,18,76,19,31,1.0
27,65,77,15,17,79,67,29,66,28,16,78,17,29,2.0
27,63,78,14,15,80,66,29,65,29,15,79,16,30,2.0
27,63,76,16,18,78,66,30,65,29,17,77,18,30,1.0
29,61,76,16,18,78,64,32,63,31,17,77,18,32,1.0
28,62,77,15,17,79,65,31,64,30,16,78,17,31,2.0
29,63,78,14,16,80,65,31,64,30,15,79,16,31,2.0
29,63,75,17,19,77,65,31,64,30,18,76,19,31,1.0
29,63,77,15,17,79,65,31,64,30,16,78,17,31,1.0
31,59,77,15,16,79,62,33,61,33,16,78,17,34,2.0
32,60,76,16,18,78,62,34,61,33,17,77,18,34,1.0
27,63,78,14,16,80,66,30,65,29,15,79,16,30,2.0
29,61,76,16,18,78,64,32,63,31,17,77,18,32,1.0
32,60,77,15,17,79,62,34,61,33,16,78,17,34,2.0
31,61,75,17,19,77,63,33,62,32,18,76,19,33,1.0
33,59,76,16,18,78,61,35,60,34,17,77,18,35,2.0
30,60,77,15,17,79,63,33,62,32,16,78,17,33,2.0
33,57,78,14,16,80,60,36,59,35,15,79,16,36,2.0
32,60,78,14,16,80,62,34,61,33,15,79,16,34,2.0
30,62,76,16,18,78,64,32,63,31,17,77,18,32,1.0
37,53,78,14,16,80,56,40,55,39,15,79,16,40,2.0
31,59,78,14,15,80,62,33,61,33,15,79,16,34,2.0
30,62,78,14,16,80,64,32,63,31,15,79,16,32,2.0
30,62,75,17,19,77,64,32,63,31,18,76,19,32,1.0
37,57,65,25,28,68,58,38,57,37,27,67,28,38,2.0
31,61,77,15,17,79,63,33,62,32,16,78,17,33,1.0
29,61,78,14,16,80,64,32,63,31,15,79,16,32,2.0
28,64,76,16,18,78,66,30,65,29,17,77,18,30,1.0
30,62,76,16,18,78,64,32,63,31,17,77,18,32,1.0
28,64,75,17,19,77,66,30,65,29,18,76,19,30,1.0
26,66,76,16,18,78,68,28,67,27,17,77,18,28,1.0
28,64,77,15,17,79,66,30,65,29,16,78,17,30,1.0
25,65,78,14,16,80,68,28,67,27,15,79,16,28,2.0
28,64,76,16,18,78,66,30,65,29,17,77,18,30,1.0
30,62,76,16,18,78,64,32,63,31,17,77,18,32,1.0
36,58,77,15,17,79,59,37,58,36,16,78,17,37,2.0
32,60,77,15,17,79,62,34,61,33,16,78,17,34,2.0
30,62,76,16,18,78,64,32,63,31,17,77,18,32,1.0
36,54,76,16,18,78,57,39,56,38,17,77,18,39,2.0
31,61,76,16,18,78,63,33,62,32,17,77,18,33,1.0
27,65,76,16,18,78,67,29,66,28,17,77,18,29,1.0
33,59,78,14,15,80,61,34,60,34,15,79,16,35,2.0
32,58,76,16,18,78,61,35,60,34,17,77,18,35,2.0
34,60,77,15,17,79,61,35,60,34,16,78,17,35,1.0
32,60,77,15,17,79,62,34,61,33,16,78,17,34,2.0
34,58,77,15,16,79,60,35,59,35,16,78,17,36,2.0
31,57,76,16,18,78,61,35,60,34,17,77,18,35,2.0
31,61,76,16,18,78,63,33,62,32,17,77,18,33,1.0
27,65,76,16,18,78,67,29,66,28,17,77,18,29,1.0
27,65,77,15,17,79,67,29,66,28,16,78,17,29,1.0
30,62,76,16,18,78,64,32,63,31,17,77,18,32,1.0
31,61,77,15,17,79,63,33,62,32,16,78,17,33,2.0
28,62,76,16,18,78,65,31,64,30,17,77,18,31,1.0
28,64,77,15,17,79,66,30,65,29,16,78,17,30,2.0
29,63,78,14,16,80,65,31,64,30,15,79,16,31,2.0
28,64,77,15,17,79,66,30,65,29,16,78,17,30,2.0
30,62,77,15,17,79,64,32,63,31,16,78,17,32,2.0
26,66,78,14,16,80,68,28,67,27,15,79,16,28,2.0
28,64,76,16,18,78,66,30,65,29,17,77,18,30,1.0
32,58,78,14,16,80,61,35,60,34,15,79,16,35,2.0
30,62,76,16,18,78,64,32,63,31,17,77,18,32,1.0
28,64,76,16,18,78,66,30,65,29,17,77,18,30,1.0
27,65,78,14,16,80,67,29,66,28,15,79,16,29,2.0
32,60,75,17,19,77,62,34,61,33,18,76,19,34,1.0
33,61,76,16,18,78,62,34,61,33,17,77,18,34,1.0
30,62,76,16,18,78,64,32,63,31,17,77,18,32,1.0
27,63,77,15,17,79,66,30,65,29,16,78,17,30,1.0
32,58,76,16,17,78,61,34,60,34,17,77,18,35,2.0
33,59,78,14,16,80,61,35,60,34,15,79,16,35,2.0
30,62,77,15,17,79,64,32,63,31,16,78,17,32,1.0
40,50,76,16,17,78,53,42,52,42,17,77,18,43,2.0
37,55,77,15,17,79,57,39,56,38,16,78,17,39,2.0
34,60,76,16,18,78,61,35,60,34,17,77,18,35,1.0
33,59,75,17,19,77,61,35,60,34,18,76,19,35,2.0
38,52,74,16,19,77,55,41,54,40,18,76,19,41,2.0
31,61,76,16,18,78,63,33,62,32,17,77,18,33,1.0
34,56,75,15,18,78,59,37,58,36,17,77,18,37,2.0
31,61,77,15,17,79,63,33,62,32,16,78,17,33,1.0
32,60,75,17,19,77,62,34,61,33,18,76,19,34,1.0
29,63,78,14,16,80,65,31,64,30,15,79,16,31,2.0
38,56,77,15,17,79,57,39,56,38,16,78,17,39,2.0
27,63,78,14,15,80,66,29,65,29,15,79,16,30,2.0
31,61,76,16,18,78,63,33,62,32,17,77,18,33,1.0
26,64,77,15,16,79,67,28,66,28,16,78,17,29,2.0
27,65,77,15,17,79,67,29,66,28,16,78,17,29,2.0
28,64,78,14,16,80,66,30,65,29,15,79,16,30,2.0
30,62,76,16,18,78,64,32,63,31,17,77,18,32,1.0
28,64,76,16,18,78,66,30,65,29,17,77,18,30,1.0
32,60,76,16,18,78,62,34,61,33,17,77,18,34,1.0
29,61,76,16,18,78,64,32,63,31,17,77,18,32,1.0
34,56,77,15,17,79,59,37,58,36,16,78,17,37,2.0
30,60,76,16,18,78,63,33,62,32,17,77,18,33,1.0
29,61,78,14,16,80,64,32,63,31,15,79,16,32,1.0
27,65,76,16,18,78,67,29,66,28,17,77,18,29,1.0
31,61,77,15,17,79,63,33,62,32,16,78,17,33,2.0
33,61,76,16,18,78,62,34,61,33,17,77,18,34,1.0
30,62,78,14,16,80,64,32,63,31,15,79,16,32,2.0
36,58,77,15,17,79,59,37,58,36,16,78,17,37,2.0
37,53,71,19,22,74,56,40,55,39,21,73,22,40,2.0
29,63,76,16,18,78,65,31,64,30,17,77,18,31,1.0
30,62,76,16,18,78,64,32,63,31,17,77,18,32,1.0
33,59,75,17,19,77,61,35,60,34,18,76,19,35,1.0
27,63,77,15,17,79,66,30,65,29,16,78,17,30,1.0
30,62,76,16,18,78,64,32,63,31,17,77,18,32,1.0
32,60,75,17,19,77,62,34,61,33,18,76,19,34,1.0
31,61,77,15,17,79,63,33,62,32,16,78,17,33,1.0
31,61,76,16,18,78,63,33,62,32,17,77,18,33,1.0
32,60,77,15,17,79,62,34,61,33,16,78,17,34,1.0
33,55,76,14,17,79,59,37,58,36,16,78,17,37,2.0
31,61,75,17,19,77,63,33,62,32,18,76,19,33,1.0
34,58,77,15,17,79,60,36,59,35,16,78,17,36,2.0
32,60,76,16,18,78,62,34,61,33,17,77,18,34,2.0
32,58,77,15,16,79,61,34,60,34,16,78,17,35,2.0
28,64,77,15,17,79,66,30,65,29,16,78,17,30,2.0
30,62,76,16,18,78,64,32,63,31,17,77,18,32,1.0
30,62,77,15,17,79,64,32,63,31,16,78,17,32,2.0
29,63,77,15,17,79,65,31,64,30,16,78,17,31,2.0
28,64,77,15,17,79,66,30,65,29,16,78,17,30,2.0
27,65,77,15,17,79,67,29,66,28,16,78,17,29,1.0
27,65,76,16,18,78,67,29,66,28,17,77,18,29,1.0
28,64,76,16,18,78,66,30,65,29,17,77,18,30,2.0
34,58,76,16,18,78,60,36,59,35,17,77,18,36,2.0
27,65,78,14,16,80,67,29,66,28,15,79,16,29,2.0
31,61,76,16,18,78,63,33,62,32,17,77,18,33,1.0
27,65,76,16,18,78,67,29,66,28,17,77,18,29,1.0
27,65,77,15,17,79,67,29,66,28,16,78,17,29,1.0
27,65,76,16,18,78,67,29,66,28,17,77,18,29,1.0
33,59,76,16,18,78,61,35,60,34,17,77,18,35,2.0
30,62,77,15,17,79,64,32,63,31,16,78,17,32,2.0
29,63,76,16,18,78,65,31,64,30,17,77,18,31,1.0
30,62,77,15,17,79,64,32,63,31,16,78,17,32,2.0
31,61,77,15,17,79,63,33,62,32,16,78,17,33,2.0
32,60,76,16,18,78,62,34,61,33,17,77,18,34,1.0
28,64,76,16,18,78,66,30,65,29,17,77,18,30,1.0
28,64,76,16,18,78,66,30,65,29,17,77,18,30,1.0
27,65,76,16,18,78,67,29,66,28,17,77,18,29,1.0
30,62,75,17,19,77,64,32,63,31,18,76,19,32,1.0
31,61,76,16,18,78,63,33,62,32,17,77,18,33,2.0
26,66,78,14,16,80,68,28,67,27,15,79,16,28,2.0
26,66,77,15,17,79,68,28,67,27,16,78,17,28,2.0
37,53,77,15,17,79,56,40,55,39,16,78,17,40,2.0
33,59,75,17,19,77,61,35,60,34,18,76,19,35,1.0
33,59,75,17,19,77,61,35,60,34,18,76,19,35,1.0
30,62,76,16,18,78,64,32,63,31,17,77,18,32,1.0
27,65,75,17,19,77,67,29,66,28,18,76,19,29,1.0
28,64,76,16,18,78,66,30,65,29,17,77,18,30,1.0
33,59,76,16,18,78,61,35,60,34,17,77,18,35,2.0
30,62,76,16,18,78,64,32,63,31,17,77,18,32,2.0
28,64,77,15,17,79,66,30,65,29,16,78,17,30,2.0
26,66,78,14,16,80,68,28,67,27,15,79,16,28,2.0
28,64,77,15,17,79,66,30,65,29,16,78,17,30,2.0
33,59,76,16,18,78,61,35,60,34,17,77,18,35,2.0
29,63,76,16,18,78,65,31,64,30,17,77,18,31,1.0
31,61,75,17,19,77,63,33,62,32,18,76,19,33,2.0
36,56,76,16,18,78,58,38,57,37,17,77,18,38,2.0
27,65,78,14,16,80,67,29,66,28,15,79,16,29,2.0
28,64,77,15,17,79,66,30,65,29,16,78,17,30,1.0
30,60,78,14,15,80,63,32,62,32,15,79,16,33,2.0
29,63,76,16,18,78,65,31,64,30,17,77,18,31,1.0
30,62,77,15,17,79,64,32,63,31,16,78,17,32,2.0
32,60,75,17,19,77,62,34,61,33,18,76,19,34,1.0
29,63,76,16,18,78,65,31,64,30,17,77,18,31,1.0
31,59,77,15,16,79,62,33,61,33,16,78,17,34,2.0
27,63,76,16,18,78,66,30,65,29,17,77,18,30,1.0
30,60,77,15,17,79,63,33,62,32,16,78,17,33,1.0
26,64,77,15,17,79,67,29,66,28,16,78,17,29,1.0
35,57,75,17,19,77,59,37,58,36,18,76,19,37,2.0
31,61,76,16,18,78,63,33,62,32,17,77,18,33,1.0
29,63,77,15,17,79,65,31,64,30,16,78,17,31,1.0
31,61,77,15,17,79,63,33,62,32,16,78,17,33,2.0
34,58,77,15,16,79,60,35,59,35,16,78,17,36,2.0
33,59,77,15,17,79,61,35,60,34,16,78,17,35,2.0
32,58,78,14,15,80,61,34,60,34,15,79,16,35,2.0
30,62,76,16,18,78,64,32,63,31,17,77,18,32,1.0
33,59,74,18,20,76,61,35,60,34,19,75,20,35,1.0
32,60,75,17,19,77,62,34,61,33,18,76,19,34,1.0
36,54,76,16,18,78,57,39,56,38,17,77,18,39,2.0
29,61,77,15,17,79,64,32,63,31,16,78,17,32,1.0
35,59,76,16,18,78,60,36,59,35,17,77,18,36,2.0
28,64,76,16,18,78,66,30,65,29,17,77,18,30,1.0
27,65,76,16,18,78,67,29,66,28,17,77,18,29,1.0
30,62,77,15,17,79,64,32,63,31,16,78,17,32,1.0
27,65,77,15,17,79,67,29,66,28,16,78,17,29,2.0
35,55,73,17,20,76,58,38,57,37,19,75,20,38,2.0
31,61,75,17,19,77,63,33,62,32,18,76,19,33,1.0
28,64,76,16,18,78,66,30,65,29,17,77,18,30,1.0
34,60,75,17,19,77,61,35,60,34,18,76,19,35,1.0
30,60,78,14,15,80,63,32,62,32,15,79,16,33,2.0
29,63,78,14,16,80,65,31,64,30,15,79,16,31,2.0
30,62,75,17,19,77,64,32,63,31,18,76,19,32,1.0
31,59,77,15,17,79,62,34,61,33,16,78,17,34,2.0
27,65,78,14,16,80,67,29,66,28,15,79,16,29,2.0
27,61,78,14,16,80,65,31,64,30,15,79,16,31,1.0
27,63,78,14,16,80,66,30,65,29,15,79,16,30,2.0
33,59,77,15,17,79,61,35,60,34,16,78,17,35,2.0
29,63,75,17,19,77,65,31,64,30,18,76,19,31,1.0
32,60,76,16,18,78,62,34,61,33,17,77,18,34,1.0
30,62,75,17,19,77,64,32,63,31,18,76,19,32,1.0
31,61,75,17,19,77,63,33,62,32,18,76,19,33,1.0
27,65,77,15,17,79,67,29,66,28,16,78,17,29,1.0
28,64,77,15,17,79,66,30,65,29,16,78,17,30,2.0
27,65,77,15,17,79,67,29,66,28,16,78,17,29,2.0
29,61,78,14,15,80,64,31,63,31,15,79,16,32,2.0
28,64,77,15,17,79,66,30,65,29,16,78,17,30,1.0
32,60,76,16,18,78,62,34,61,33,17,77,18,34,1.0
29,63,77,15,17,79,65,31,64,30,16,78,17,31,2.0
32,58,78,14,15,80,61,34,60,34,15,79,16,35,2.0
35,57,76,16,18,78,59,37,58,36,17,77,18,37,2.0
32,60,76,16,18,78,62,34,61,33,17,77,18,34,1.0
30,62,78,14,16,80,64,32,63,31,15,79,16,32,2.0
34,58,76,16,18,78,60,36,59,35,17,77,18,36,2.0
29,63,75,17,19,77,65,31,64,30,18,76,19,31,1.0
32,60,76,16,18,78,62,34,61,33,17,77,18,34,2.0
26,66,78,14,16,80,68,28,67,27,15,79,16,28,2.0
33,59,75,17,19,77,61,35,60,34,18,76,19,35,1.0
34,58,77,15,16,79,60,35,59,35,16,78,17,36,2.0
28,64,75,17,19,77,66,30,65,29,18,76,19,30,1.0
27,65,75,17,19,77,67,29,66,28,18,76,19,29,1.0
28,62,78,14,16,80,65,31,64,30,15,79,16,31,2.0
29,63,76,16,18,78,65,31,64,30,17,77,18,31,1.0
32,60,78,14,16,80,62,34,61,33,15,79,16,34,2.0
30,62,78,14,16,80,64,32,63,31,15,79,16,32,2.0
33,55,76,16,17,78,59,36,58,36,17,77,18,37,2.0
28,64,76,16,18,78,66,30,65,29,17,77,18,30,1.0
31,61,76,16,18,78,63,33,62,32,17,77,18,33,1.0
30,62,75,17,19,77,64,32,63,31,18,76,19,32,1.0
32,60,76,16,18,78,62,34,61,33,17,77,18,34,1.0
36,58,76,16,18,78,59,37,58,36,17,77,18,37,2.0
28,64,76,16,18,78,66,30,65,29,17,77,18,30,1.0
33,61,76,16,18,78,62,34,61,33,17,77,18,34,1.0
30,62,77,15,17,79,64,32,63,31,16,78,17,32,1.0
30,62,76,16,18,78,64,32,63,31,17,77,18,32,1.0
29,63,75,17,19,77,65,31,64,30,18,76,19,31,1.0
29,63,75,17,19,77,65,31,64,30,18,76,19,31,1.0
27,63,77,15,17,79,66,30,65,29,16,78,17,30,2.0
38,56,65,25,28,68,57,39,56,38,27,67,28,39,2.0
