@relation 'Sax dominant'

@attribute o1atMaa numeric
@attribute o1atLee numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute destClass {1.0,-1.0}

@data
32,7,36,55,33,61,87,7,36,56,37,56,35,9,38,7,34,57,35,57,34,60,85,54,35,58,37,55,34,57,36,56,34,58,39,8,37,8,38,8,37,54,86,7,34,56,34,8,1.0
0,0,45,49,0,95,95,1,43,50,45,47,1,1,47,0,0,50,43,50,0,94,94,45,43,94,48,46,1,48,44,47,0,51,48,1,44,0,45,1,47,46,94,0,0,47,0,0,1.0
0,6,39,53,1,95,88,7,38,56,39,54,1,8,41,7,0,55,38,55,0,94,86,51,37,94,41,52,1,54,39,53,1,56,42,7,39,7,40,8,40,52,87,6,0,53,0,7,1.0
0,6,41,52,1,95,88,7,39,55,40,52,1,8,43,7,0,54,40,54,0,94,86,49,38,94,43,50,1,52,40,51,1,55,44,7,40,7,41,8,42,51,87,6,0,51,0,7,1.0
32,7,36,56,34,61,87,7,34,58,35,56,35,9,38,8,34,58,36,56,32,60,85,54,34,58,37,54,34,57,36,56,34,59,39,7,36,8,37,8,37,56,86,7,34,56,34,8,1.0
35,0,39,54,35,58,95,0,38,54,38,53,38,1,41,0,37,56,37,55,36,57,94,51,36,55,41,53,37,54,38,53,37,57,42,0,38,0,39,0,41,52,94,0,37,53,37,0,1.0
0,0,45,46,1,95,95,0,44,49,46,48,1,1,47,0,0,48,45,48,0,94,94,45,44,94,47,45,1,48,46,47,1,49,48,0,46,0,47,1,47,46,94,0,0,47,0,0,-1.0
0,0,49,44,0,95,95,1,48,45,50,43,1,1,51,0,0,45,49,45,0,94,94,41,48,94,52,42,1,44,49,43,0,46,52,1,49,0,50,1,51,43,94,0,0,43,0,0,1.0
27,7,44,60,29,66,87,7,31,62,31,48,30,9,46,7,29,62,31,61,28,65,85,46,30,63,45,47,29,49,31,48,29,63,47,7,32,8,33,8,45,47,86,7,29,48,29,8,1.0
0,6,38,54,1,95,88,7,37,57,38,55,1,8,40,7,0,56,37,56,0,94,86,52,36,94,40,53,1,55,38,54,1,57,41,7,38,7,39,8,39,53,87,6,0,54,0,7,1.0
0,15,74,17,0,95,78,16,71,21,72,18,1,18,76,15,0,21,71,21,0,94,75,16,69,94,75,16,0,19,71,18,0,22,77,16,73,17,74,17,74,16,77,15,0,18,0,17,-1.0
31,7,36,56,33,62,87,7,35,58,35,56,34,9,38,7,33,58,35,57,32,61,85,54,34,59,37,55,33,57,35,56,33,59,39,7,36,8,37,8,37,55,86,7,33,56,33,8,1.0
0,0,88,38,0,95,93,1,55,40,55,5,1,3,90,1,0,40,52,40,0,94,90,2,52,94,89,5,1,5,53,4,1,41,91,3,54,2,55,3,89,2,92,1,0,4,0,2,1.0
36,0,39,53,36,57,95,0,38,53,39,52,39,1,41,0,38,55,38,54,37,56,94,51,37,54,41,52,38,54,39,53,37,56,42,0,39,0,40,0,41,52,94,0,38,53,38,0,1.0
32,0,35,58,32,61,95,0,33,58,34,56,35,1,37,0,34,60,34,58,32,60,94,55,32,58,37,56,34,58,34,57,33,61,38,0,34,0,35,0,37,57,94,0,34,57,34,0,1.0
0,0,46,47,0,95,95,1,46,48,47,46,1,1,48,0,0,48,45,48,0,94,94,44,45,94,49,46,1,47,46,46,0,49,49,1,46,0,47,1,48,45,94,0,0,46,0,0,1.0
33,0,43,54,35,60,95,0,37,56,38,49,36,1,45,0,34,56,37,55,34,59,94,47,36,57,45,48,35,50,38,48,35,57,46,0,38,0,39,0,45,48,94,0,35,49,35,0,1.0
20,13,78,66,22,73,81,14,25,68,26,15,23,15,79,13,22,68,25,68,22,72,79,14,24,70,79,14,22,16,25,15,22,69,80,14,26,14,27,14,78,14,80,13,22,15,22,14,1.0
0,28,55,40,0,95,65,30,52,41,53,37,1,31,57,30,0,41,53,41,0,94,62,35,52,94,57,36,0,38,53,37,0,42,58,30,53,30,54,30,56,37,64,29,0,37,0,30,1.0
6,11,81,58,8,88,83,11,34,61,34,13,8,13,82,12,7,60,34,59,6,87,81,11,32,86,81,12,8,13,34,12,8,61,83,12,34,12,35,13,81,12,82,11,7,12,7,12,1.0
22,10,79,64,24,71,84,11,27,66,28,14,25,12,80,11,23,66,27,65,23,70,82,13,26,68,80,13,24,15,28,13,24,67,81,11,28,11,29,11,80,13,83,11,24,14,24,11,1.0
0,0,47,45,0,95,95,1,47,46,49,45,1,1,49,0,0,46,47,46,0,94,94,43,47,94,50,44,1,46,48,45,0,47,50,1,48,0,49,1,49,44,94,0,0,45,0,0,1.0
0,7,42,50,1,95,87,7,42,53,42,51,1,9,44,7,0,52,40,52,0,94,85,48,40,94,43,50,1,51,41,50,1,53,45,8,42,8,43,9,43,48,86,7,0,50,0,8,1.0
21,10,79,66,23,72,84,11,25,68,26,14,24,12,80,11,22,68,25,67,22,71,82,13,24,69,80,13,23,15,26,13,23,69,81,11,26,11,27,11,80,13,83,11,23,14,23,11,1.0
0,6,37,55,1,95,88,7,36,58,37,56,1,8,39,7,0,57,36,57,0,94,86,53,35,94,39,54,1,56,37,55,1,58,40,7,37,7,38,8,39,54,87,7,0,55,0,7,1.0
35,0,44,54,35,58,95,0,37,54,38,47,38,1,46,0,37,56,38,55,36,57,94,46,36,55,46,47,37,49,38,48,36,57,47,0,38,0,39,0,46,48,94,0,37,48,37,0,1.0
31,0,44,53,33,62,95,0,39,55,39,49,34,1,46,0,33,55,38,55,33,61,94,46,37,59,46,48,34,49,39,48,34,56,47,0,39,0,40,1,46,47,94,0,33,48,33,0,1.0
0,0,90,49,0,95,94,0,44,51,44,3,1,2,92,0,0,51,42,51,0,94,92,0,41,94,91,3,1,3,42,2,1,52,93,2,43,1,44,2,91,1,93,0,0,2,0,1,-1.0
34,0,38,53,36,59,95,0,37,55,39,54,37,1,40,0,36,55,38,54,35,58,94,52,37,56,40,52,36,55,39,54,36,56,41,0,39,0,40,0,40,53,94,0,36,54,36,0,1.0
36,0,43,53,36,57,95,0,37,53,39,47,39,1,45,0,37,55,38,54,37,56,94,47,37,54,45,47,38,50,39,48,36,56,46,0,39,0,40,0,45,48,94,0,38,49,38,0,1.0
0,0,41,51,1,95,95,0,40,54,41,52,1,1,43,0,0,53,40,53,0,94,94,49,39,94,43,50,1,52,41,51,1,54,44,0,41,0,42,1,43,50,94,0,0,51,0,0,1.0
0,11,44,47,2,93,84,12,44,49,46,48,3,12,46,11,2,49,43,49,2,92,83,46,43,90,47,47,3,49,45,48,2,50,47,12,45,11,46,12,46,46,83,11,2,48,2,11,-1.0
34,6,38,55,35,59,88,7,36,56,37,53,37,8,40,7,36,57,37,55,34,58,86,52,35,56,40,53,36,55,37,54,35,58,41,7,37,7,38,7,39,54,87,6,36,54,36,7,1.0
30,0,33,58,31,63,95,0,33,59,34,59,33,1,35,0,31,60,32,59,31,62,94,57,32,60,35,58,32,60,34,58,32,61,36,0,34,0,35,0,35,57,94,0,32,59,32,0,1.0
30,6,34,58,31,63,88,6,33,59,34,58,33,8,36,7,31,60,33,59,31,62,86,56,32,60,35,57,32,59,34,57,32,61,37,7,34,7,35,7,36,57,87,7,32,58,32,7,1.0
0,0,53,38,0,95,93,3,52,40,55,39,1,3,55,1,0,40,53,40,0,94,90,37,52,94,56,37,1,40,53,39,0,41,56,3,54,2,55,3,53,38,92,0,0,39,0,2,1.0
0,1,55,35,0,95,93,3,55,37,58,37,1,3,57,1,0,37,55,37,0,94,91,35,55,94,58,35,1,38,56,37,0,38,58,3,57,2,58,3,56,35,92,1,0,37,0,2,1.0
0,0,45,49,0,95,95,1,44,50,45,47,1,1,47,0,0,50,43,50,0,94,94,45,43,94,48,47,1,48,44,47,0,51,48,1,44,0,45,1,47,46,94,0,0,47,0,0,1.0
30,0,38,58,30,63,95,0,33,58,34,53,33,1,40,0,31,60,33,59,31,62,94,52,32,60,40,53,32,55,34,53,31,61,41,0,34,0,35,0,40,53,94,0,32,54,32,0,1.0
0,0,51,40,0,95,94,2,51,42,53,41,1,2,53,1,0,42,50,42,0,94,92,39,50,94,54,40,1,42,52,41,0,43,54,2,52,1,53,2,53,39,93,1,0,41,0,1,1.0
0,0,50,42,0,95,93,3,48,44,51,42,1,3,52,2,0,44,50,44,0,94,90,40,48,94,53,40,1,43,50,42,0,45,53,3,50,2,51,3,50,42,92,0,0,42,0,2,1.0
0,2,48,45,0,95,92,4,47,46,49,44,1,4,50,3,0,46,48,46,0,94,90,42,47,94,51,43,1,45,48,44,0,47,51,4,48,3,49,4,49,44,91,2,0,44,0,3,1.0
0,0,52,39,0,95,94,2,51,41,54,40,1,2,54,1,0,41,52,41,0,94,92,38,51,94,55,38,1,41,53,40,0,42,55,2,53,1,54,2,54,39,93,1,0,40,0,1,1.0
0,0,45,51,1,95,95,0,39,54,41,48,1,1,47,0,0,53,41,53,0,94,94,45,39,94,47,45,1,48,41,47,1,54,48,0,41,0,42,1,47,47,94,0,0,47,0,0,1.0
19,10,80,68,21,74,84,11,23,70,24,13,22,12,81,10,21,70,23,69,20,73,82,12,22,71,81,12,21,14,23,13,21,71,82,11,24,11,25,11,80,12,83,10,21,13,21,11,1.0
35,0,44,52,35,58,95,0,40,52,40,48,38,1,46,0,37,54,39,54,37,57,94,46,38,55,46,48,37,49,40,48,37,55,47,0,40,0,41,0,46,47,94,0,37,48,37,0,1.0
35,0,38,54,35,58,95,0,37,54,38,53,38,1,40,0,37,56,37,55,36,57,94,52,36,55,40,53,37,55,38,54,36,57,41,0,38,0,39,0,40,53,94,0,37,54,37,0,1.0
0,0,51,47,0,95,95,1,46,48,47,41,1,1,53,0,0,48,46,48,0,94,94,39,45,94,54,41,1,42,46,41,0,49,54,1,46,0,47,1,53,41,94,0,0,41,0,0,1.0
0,0,44,49,0,95,95,1,43,50,45,48,1,1,46,0,0,50,43,50,0,94,94,46,43,94,47,47,1,49,44,48,0,51,47,1,44,0,45,1,46,47,94,0,0,48,0,0,1.0
19,11,79,64,21,74,83,12,28,66,28,14,22,13,80,12,20,66,27,65,20,73,81,13,26,71,80,14,21,15,28,13,21,67,81,12,28,12,29,12,80,13,82,12,21,14,21,12,1.0
29,0,33,60,30,64,95,0,31,61,32,59,32,1,35,0,31,62,32,60,29,63,94,57,30,61,35,58,31,60,32,59,31,63,36,0,32,0,33,0,35,59,94,0,31,59,31,0,1.0
0,7,40,52,1,95,87,7,38,55,39,53,1,9,42,8,0,54,40,54,0,94,85,50,38,94,41,50,1,53,40,52,1,55,43,7,40,8,41,9,41,52,86,7,0,52,0,8,1.0
10,10,80,60,12,84,84,11,31,63,32,14,12,12,81,11,10,62,31,61,10,83,82,12,30,82,81,12,12,14,32,12,12,63,82,11,32,11,33,12,81,12,83,11,11,13,11,11,1.0
0,0,46,50,1,95,95,0,41,53,42,47,1,1,48,0,0,52,41,52,0,94,94,44,40,94,48,45,1,47,42,46,1,53,49,0,42,0,43,1,48,45,94,0,0,46,0,0,1.0
0,1,89,55,0,95,93,1,37,58,37,4,1,3,91,1,0,58,35,58,0,94,91,1,33,94,90,4,1,4,35,3,1,59,92,3,36,2,37,3,90,2,92,1,0,3,0,2,1.0
0,6,38,54,1,95,88,7,37,57,38,55,1,8,40,7,0,56,37,56,0,94,86,52,36,94,40,53,1,55,38,54,1,57,41,7,38,7,39,8,39,53,87,6,0,54,0,7,1.0
31,0,40,57,31,62,95,0,34,57,35,51,34,1,42,0,33,59,35,58,32,61,94,50,33,59,42,51,33,53,35,52,32,60,43,0,35,0,36,0,42,52,94,0,33,52,33,0,1.0
33,0,41,54,35,60,95,0,36,56,38,51,36,1,43,0,34,56,37,55,34,59,94,49,36,57,43,49,35,52,38,50,35,57,44,0,38,0,39,0,43,50,94,0,35,51,35,0,1.0
0,7,49,42,0,95,86,10,49,44,51,43,1,10,51,7,0,44,48,44,0,94,83,41,48,94,52,42,1,44,48,43,0,45,52,10,50,9,51,10,49,41,85,7,0,43,0,9,1.0
0,6,50,53,1,94,86,8,39,54,40,41,2,10,53,9,1,54,40,54,1,93,82,38,39,92,52,40,2,42,40,41,1,55,54,9,40,9,41,10,53,41,85,9,1,41,1,9,-1.0
21,10,80,65,23,72,84,11,26,67,27,13,24,12,81,10,23,67,26,67,23,71,82,12,25,69,81,12,23,14,26,13,23,68,82,11,27,11,28,11,80,12,83,10,23,13,23,11,1.0
33,0,35,55,35,60,95,0,35,57,37,57,36,1,37,0,33,57,35,55,33,59,94,55,35,57,37,55,35,58,37,55,35,58,38,0,37,0,38,0,37,55,94,0,35,57,35,0,1.0
32,0,41,54,34,61,95,0,36,56,38,51,35,1,43,0,34,56,37,56,34,60,94,49,36,58,43,49,34,52,38,51,34,57,44,0,38,0,39,0,43,50,94,0,34,51,34,0,1.0
0,0,49,46,1,95,95,0,45,49,46,44,1,1,51,0,0,48,46,48,0,94,94,41,44,94,51,42,1,44,46,43,1,49,52,0,46,0,47,1,51,43,94,0,0,43,0,0,-1.0
0,0,50,42,0,95,94,2,49,44,51,42,1,2,52,1,0,44,49,44,0,94,92,40,48,94,53,41,1,43,50,42,0,45,53,2,50,1,51,2,51,41,93,0,0,42,0,1,1.0
0,0,46,49,1,95,95,0,41,52,43,47,1,1,48,0,0,51,43,51,0,94,94,44,41,94,48,44,1,47,43,46,1,52,49,0,43,0,44,1,48,46,94,0,0,46,0,0,1.0
7,9,38,53,9,87,85,10,38,56,39,55,9,11,40,10,7,55,37,54,7,86,83,52,37,85,40,53,9,55,39,53,9,56,41,10,39,10,40,11,40,52,84,10,8,54,8,10,-1.0
33,7,38,54,35,60,87,7,37,56,37,54,36,9,40,7,35,56,37,55,34,59,85,52,36,57,39,53,35,55,37,54,35,57,41,7,38,8,39,8,39,53,86,7,35,54,35,8,1.0
19,12,79,69,21,74,82,13,23,71,23,14,22,14,80,12,20,71,22,69,19,73,80,13,21,71,80,14,21,15,22,13,21,72,81,13,23,12,24,13,79,13,81,12,20,14,21,13,1.0
27,0,30,63,27,66,95,0,29,63,29,62,30,1,32,0,28,65,28,63,27,65,94,60,27,63,32,62,29,63,29,61,29,66,33,0,29,0,30,0,32,61,94,0,29,62,29,0,1.0
0,0,46,46,1,95,95,0,45,49,46,47,1,1,48,0,0,48,45,48,0,94,94,44,44,94,48,45,1,47,46,46,1,49,49,0,46,0,47,1,48,45,94,0,0,46,0,0,1.0
34,0,38,54,36,59,95,0,36,56,38,54,37,1,40,0,36,56,38,54,34,58,94,52,36,56,40,52,36,55,38,54,36,57,41,0,38,0,39,0,40,54,94,0,36,54,36,0,1.0
20,12,78,67,22,73,82,13,25,69,25,15,23,14,79,13,21,69,24,68,21,72,80,14,23,70,79,15,22,16,25,14,22,70,80,13,25,13,26,13,79,14,81,13,22,15,22,13,1.0
0,2,51,39,0,95,91,5,51,41,54,41,1,5,53,2,0,41,51,41,0,94,88,39,51,94,54,39,1,42,51,41,0,42,54,5,53,4,54,5,51,39,90,2,0,41,0,4,1.0
18,11,79,69,20,75,83,12,22,71,23,14,21,13,80,12,19,71,22,70,19,74,81,13,21,72,80,13,20,15,23,13,20,72,81,12,23,12,24,12,80,13,82,12,20,14,20,12,1.0
31,7,34,58,31,62,87,7,33,58,33,57,34,9,36,7,33,60,33,59,32,61,85,56,32,59,35,57,32,59,33,58,32,61,37,7,34,8,35,7,35,57,86,7,33,58,33,8,1.0
10,13,78,62,12,84,81,14,29,65,30,16,12,15,79,13,11,64,29,64,11,83,79,14,28,82,79,14,12,16,29,15,12,65,80,14,30,14,31,15,78,14,80,13,11,15,11,14,1.0
30,0,39,56,32,63,95,0,35,58,36,53,33,1,41,0,31,58,35,57,31,62,94,51,34,60,41,52,32,54,36,52,32,59,42,0,36,0,37,0,41,52,94,0,32,53,32,0,1.0
18,10,80,69,20,75,84,11,23,71,23,13,21,12,81,11,19,71,22,70,19,74,82,12,21,72,81,13,20,14,23,12,20,72,82,11,23,11,24,11,81,12,83,11,20,13,20,11,1.0
30,0,38,57,31,63,95,0,33,58,35,53,33,1,40,0,32,59,35,58,31,62,94,52,33,60,40,52,32,55,35,54,31,60,41,0,35,0,36,0,40,54,94,0,32,54,32,0,1.0
0,0,90,39,0,95,94,0,54,41,54,3,1,2,92,1,0,41,53,41,0,94,92,0,51,94,91,3,1,3,53,2,1,42,93,2,53,1,54,2,91,2,93,0,0,2,0,1,1.0
0,6,38,55,1,95,88,6,37,58,37,55,1,8,40,7,0,57,36,57,0,94,86,52,35,94,39,54,1,55,37,54,1,58,41,7,37,7,38,8,40,53,87,7,0,54,0,7,1.0
0,0,45,53,3,93,95,0,38,56,39,48,3,1,47,0,2,55,39,55,2,92,94,45,37,90,47,46,3,48,39,47,3,56,48,0,39,0,40,1,47,47,94,0,2,47,2,0,1.0
0,0,48,45,0,95,95,1,47,46,49,44,1,1,50,0,0,46,48,46,0,94,94,42,47,94,51,43,1,45,48,44,0,47,51,1,48,0,49,1,50,44,94,0,0,44,0,0,1.0
0,0,48,47,0,95,95,1,46,48,47,44,1,1,50,0,0,48,46,48,0,94,94,42,45,94,51,44,1,45,46,44,0,49,51,1,46,0,47,1,50,44,94,0,0,44,0,0,1.0
0,0,88,35,0,95,94,1,58,37,58,5,1,2,90,1,0,37,55,37,0,94,92,2,55,94,90,5,1,5,57,4,1,38,91,2,57,1,58,2,90,2,93,1,0,4,0,1,1.0
31,6,35,56,32,62,88,6,35,57,36,57,34,8,37,7,33,58,34,58,33,61,86,55,34,59,36,56,33,58,36,57,33,59,38,7,36,7,37,7,37,55,87,7,33,57,33,7,1.0
0,0,44,52,1,95,95,0,39,55,40,49,1,1,46,0,0,54,39,54,0,94,94,46,38,94,46,47,1,49,40,48,1,55,47,0,40,0,41,1,46,47,94,0,0,48,0,0,1.0
0,0,50,44,1,95,94,0,46,47,47,43,1,2,52,1,0,46,48,46,0,94,92,40,46,94,51,40,1,43,48,42,1,47,53,0,48,1,49,2,52,42,93,1,0,42,0,1,-1.0
20,12,79,68,22,73,82,13,24,70,24,14,23,14,80,12,21,70,23,68,20,72,80,13,22,70,80,14,22,15,23,13,22,71,81,13,24,12,25,13,79,13,81,12,21,14,22,13,1.0
17,12,79,71,19,76,82,13,21,73,21,14,20,14,80,12,18,73,20,71,17,75,80,13,19,73,80,14,19,15,20,13,19,74,81,13,21,12,22,13,79,13,81,12,18,14,19,13,1.0
35,0,43,53,36,58,95,0,37,54,39,48,38,1,45,0,37,55,39,54,36,57,94,47,37,55,45,47,37,50,39,49,36,56,46,0,39,0,40,0,45,49,94,0,37,49,37,0,1.0
11,11,80,60,12,82,83,12,31,61,32,13,14,13,81,11,13,62,31,62,13,81,81,12,30,79,81,12,13,14,31,13,13,63,82,12,32,12,33,12,80,12,82,11,13,13,13,12,1.0
29,6,34,59,31,64,88,7,32,61,33,58,32,8,36,7,31,61,33,59,29,63,86,56,31,61,36,57,31,59,33,58,31,62,37,7,33,7,34,7,35,58,87,6,31,58,31,7,1.0
11,12,78,63,13,83,82,13,28,66,29,16,13,14,79,12,11,65,28,64,11,82,80,14,27,81,79,14,13,16,28,14,13,66,80,13,29,12,30,14,78,14,81,12,11,15,12,13,1.0
18,10,80,69,20,75,84,11,22,71,23,13,21,12,81,10,20,71,22,70,19,74,82,12,21,72,81,12,20,14,22,13,20,72,82,11,23,11,24,11,80,12,83,10,20,13,20,11,1.0
0,0,53,42,0,95,95,1,50,43,52,39,1,1,55,0,0,43,51,43,0,94,94,37,50,94,56,38,1,40,51,39,0,44,56,1,51,0,52,1,55,39,94,0,0,39,0,0,1.0
0,2,47,48,0,95,93,3,45,49,46,45,1,3,49,2,0,49,45,49,0,94,92,43,44,94,50,45,1,46,45,45,0,50,50,3,45,2,46,3,49,45,92,2,0,45,0,2,1.0
10,10,80,60,12,84,84,11,31,63,32,14,12,12,81,11,10,62,31,61,10,83,82,12,30,82,81,12,12,14,32,12,12,63,82,11,32,11,33,12,81,12,83,11,11,13,11,11,1.0
0,0,57,35,0,95,93,3,57,37,58,35,1,3,59,1,0,37,55,37,0,94,90,33,55,94,60,35,1,36,56,35,0,38,60,3,57,2,58,3,58,33,92,1,0,35,0,2,1.0
34,0,43,53,36,59,95,0,38,55,39,49,37,1,45,0,36,55,38,54,35,58,94,47,37,56,45,48,36,50,39,49,36,56,46,0,39,0,40,0,45,48,94,0,36,49,36,0,1.0
10,11,80,59,12,84,83,12,32,62,33,14,12,13,81,11,11,61,32,61,11,83,81,12,31,82,81,12,12,14,32,13,12,62,82,12,33,12,34,13,80,12,82,11,11,13,11,12,1.0
30,0,39,55,31,63,95,0,35,56,37,52,33,1,41,0,32,57,36,57,32,62,94,51,35,60,41,51,32,54,37,53,31,58,42,0,37,0,38,0,41,52,94,0,32,53,32,0,1.0
0,0,45,49,0,95,95,1,44,50,45,47,1,1,47,0,0,50,43,50,0,94,94,45,43,94,48,47,1,48,44,47,0,51,48,1,44,0,45,1,47,46,94,0,0,47,0,0,1.0
4,9,41,52,5,90,85,9,40,54,40,52,6,11,43,9,5,54,39,54,5,89,83,49,38,88,42,51,6,52,39,51,6,55,44,10,40,10,41,11,42,50,84,9,5,51,5,10,-1.0
27,6,43,60,29,66,88,6,31,62,31,49,30,8,45,7,29,62,31,61,28,65,86,47,30,63,44,48,29,50,32,49,29,63,46,6,32,7,33,7,45,48,87,7,29,49,29,7,1.0
33,7,37,54,35,60,87,7,37,56,37,55,36,9,39,8,34,56,36,55,34,59,85,53,36,57,38,54,35,56,38,54,35,57,40,7,38,8,39,8,39,53,86,8,35,55,35,8,1.0
0,7,39,51,1,95,87,7,39,54,40,54,1,9,41,8,0,53,39,53,0,94,85,51,39,94,40,51,1,54,41,53,1,54,42,7,41,8,42,9,41,51,86,8,0,53,0,8,1.0
0,0,57,33,0,95,93,3,57,35,60,35,1,3,59,0,0,35,57,35,0,94,90,33,57,94,60,33,1,36,57,35,0,36,60,3,59,2,60,3,57,33,92,0,0,35,0,2,1.0
1,11,46,51,2,93,84,12,40,53,42,46,3,12,48,11,2,53,41,53,2,92,83,44,39,91,49,45,3,47,41,46,2,54,49,12,41,11,42,12,48,46,83,11,2,46,2,11,-1.0
0,6,42,49,1,95,88,7,42,52,43,51,1,8,44,7,0,51,41,51,0,94,86,48,41,94,44,49,1,51,43,50,1,52,45,7,43,7,44,8,44,48,87,7,0,50,0,7,1.0
35,0,39,55,35,58,95,0,37,55,37,53,38,1,41,0,37,57,37,55,35,57,94,51,35,55,41,53,37,54,37,53,37,58,42,0,37,0,38,0,41,53,94,0,37,53,37,0,1.0
20,0,42,52,21,74,95,1,40,53,42,50,22,1,44,0,21,53,41,53,21,73,94,48,40,72,45,49,22,51,41,50,21,54,45,1,41,0,42,1,44,50,94,0,21,50,21,0,1.0
29,0,40,53,30,65,95,1,39,54,41,52,31,1,42,0,30,54,39,54,30,64,94,50,39,63,43,51,31,53,40,52,30,55,43,1,40,0,41,1,42,51,94,0,30,52,30,0,-1.0
30,0,39,56,31,63,95,0,35,57,36,53,33,1,41,0,32,58,35,58,32,62,94,51,34,60,41,52,32,54,36,53,32,59,42,0,36,0,37,0,41,52,94,0,32,53,32,0,1.0
0,0,52,42,0,95,95,1,50,43,52,40,1,1,54,0,0,43,51,43,0,94,94,38,50,94,55,39,1,41,51,40,0,44,55,1,51,0,52,1,54,40,94,0,0,40,0,0,1.0
0,0,46,48,1,95,95,0,42,51,44,47,1,1,48,0,0,50,43,50,0,94,94,44,42,94,48,44,1,47,44,46,1,51,49,0,44,0,45,1,48,45,94,0,0,46,0,0,1.0
22,12,78,65,24,71,82,13,26,67,27,15,25,14,79,12,23,67,26,66,23,70,80,14,25,68,79,14,24,16,26,14,24,68,80,13,27,12,28,13,78,14,81,12,23,15,24,13,1.0
0,0,46,46,0,95,94,2,46,48,47,46,1,2,48,0,0,48,44,48,0,94,92,44,44,94,49,46,1,47,45,46,0,49,49,2,46,1,47,2,47,44,93,0,0,46,0,1,-1.0
0,6,38,53,1,95,88,7,38,56,39,55,1,8,40,7,0,55,37,55,0,94,86,52,37,94,40,53,1,55,39,54,1,56,41,7,39,7,40,8,40,52,87,7,0,54,0,7,1.0
0,5,50,40,0,95,89,7,50,42,53,42,1,7,52,6,0,42,50,42,0,94,87,40,50,94,53,40,1,43,52,42,0,43,53,7,52,6,53,7,52,40,88,6,0,42,0,6,1.0
21,12,79,66,23,72,82,13,26,68,26,14,24,14,80,12,22,68,25,67,22,71,80,13,24,69,80,14,23,15,25,13,23,69,81,13,26,12,27,13,79,13,81,12,22,14,23,13,1.0
19,12,78,68,21,74,82,13,24,70,24,15,22,14,79,13,20,70,23,69,20,73,80,14,22,71,79,15,21,16,24,14,21,71,80,13,24,13,25,13,79,14,81,13,21,15,21,13,1.0
0,0,57,35,0,95,93,3,57,37,58,34,1,3,60,1,0,37,55,37,0,94,90,31,55,94,61,34,1,35,56,34,0,38,61,3,57,2,58,3,59,32,92,1,0,34,0,2,1.0
5,10,39,56,5,89,84,10,36,57,36,54,7,12,41,11,6,58,36,57,5,88,82,51,34,87,40,53,7,54,36,53,7,59,42,11,36,11,37,12,40,53,83,10,6,53,6,11,-1.0
0,0,45,46,1,95,95,0,45,49,46,48,1,1,47,0,0,48,44,48,0,94,94,45,44,94,47,46,1,48,46,47,1,49,48,0,46,0,47,1,47,45,94,0,0,47,0,0,-1.0
32,7,36,54,34,61,87,7,36,56,37,56,35,9,38,7,34,56,36,56,34,60,85,54,36,58,37,54,34,57,37,56,34,57,39,7,38,8,39,8,37,54,86,7,34,56,34,8,1.0
0,0,39,51,1,95,95,0,39,54,41,54,1,1,41,0,0,53,39,53,0,94,94,51,39,94,41,51,1,54,41,53,1,54,42,0,41,0,42,1,41,51,94,0,0,53,0,0,1.0
35,0,44,53,36,58,95,0,37,54,39,47,38,1,46,0,37,55,39,54,36,57,94,46,37,55,46,46,37,49,39,48,36,56,47,0,39,0,40,0,46,48,94,0,37,48,37,0,1.0
31,0,39,57,31,62,95,0,34,57,35,52,34,1,41,0,32,59,34,58,32,61,94,51,33,59,41,52,33,54,35,52,32,60,42,0,35,0,36,0,41,52,94,0,33,53,33,0,1.0
35,0,38,54,35,58,95,0,37,54,38,53,38,1,40,0,37,56,37,55,36,57,94,52,36,55,40,53,37,55,38,54,36,57,41,0,38,0,39,0,40,53,94,0,37,54,37,0,1.0
0,4,45,45,1,95,90,5,45,48,47,48,1,6,47,5,0,47,45,47,0,94,88,45,45,94,47,45,1,48,47,47,1,48,48,5,47,5,48,6,47,45,89,5,0,47,0,5,-1.0
0,0,45,45,1,95,95,0,45,48,47,48,1,1,47,0,0,47,45,47,0,94,94,45,45,94,47,45,1,48,47,47,1,48,48,0,47,0,48,1,47,45,94,0,0,47,0,0,-1.0
