@relation 'Sax dominant'

@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atLccc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMbca numeric
@attribute o1atLbca numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute destClass {1,-1}

@data
48,53,40,49,39,2,50,6,50,42,53,6,89,3,88,3,51,4,49,41,84,37,53,3,86,3,87,6,53,4,85,4,52,3,50,5,51,37,48,42,52,3,89,2,50,5,51,6,1
26,29,61,28,61,11,29,14,28,64,31,13,81,12,80,11,29,12,27,63,78,59,31,12,79,11,80,12,29,12,78,12,30,12,28,13,29,59,26,63,30,11,81,11,28,13,30,12,1
44,45,47,45,46,37,45,42,45,48,46,42,53,39,52,39,46,41,45,47,48,45,47,40,50,40,50,40,45,42,48,41,46,39,45,41,46,45,44,48,46,40,52,37,45,41,46,40,1
39,40,52,40,51,37,40,42,40,53,41,42,53,39,52,39,41,41,40,52,48,50,42,40,50,40,50,40,40,42,48,41,41,39,40,41,41,50,39,53,41,40,52,37,40,41,41,40,1
44,45,47,44,46,35,45,40,45,48,46,40,55,37,54,36,45,38,44,47,50,45,47,38,52,37,52,38,45,39,50,38,46,37,45,39,45,45,44,48,46,37,54,35,44,39,45,38,1
28,31,59,31,59,48,31,52,30,62,33,51,43,49,42,49,32,51,30,61,38,57,33,49,40,50,41,50,31,51,39,51,32,49,30,51,32,57,28,61,32,50,43,48,31,51,33,50,1
0,1,94,0,93,0,0,4,0,94,1,4,91,1,90,1,0,3,0,93,86,93,1,1,88,3,89,4,1,3,87,3,0,1,0,3,0,93,0,94,0,3,91,0,0,3,0,4,1
43,44,48,44,47,37,44,42,44,49,45,42,53,39,52,39,45,41,44,48,48,46,46,40,50,40,50,40,44,42,48,41,45,39,44,41,45,46,43,49,45,40,52,37,44,41,45,40,1
40,41,51,41,50,36,41,41,41,52,42,41,54,38,53,38,42,40,41,51,49,49,43,39,51,39,51,39,41,41,49,40,42,38,41,40,42,49,40,52,42,39,53,36,41,40,42,39,1
33,34,54,35,54,49,36,54,34,57,37,52,41,50,40,51,37,53,35,56,36,52,38,51,38,51,39,50,34,53,36,52,37,51,35,53,36,52,33,56,36,51,41,49,35,52,38,50,1
50,51,41,51,40,27,51,32,51,42,52,32,63,29,62,29,52,31,51,41,58,39,53,30,60,30,60,30,51,32,58,31,52,29,51,31,52,39,50,42,52,30,62,27,51,31,52,30,1
45,46,46,45,45,37,46,42,46,47,47,42,53,39,52,38,46,40,45,46,48,44,48,40,50,39,50,40,46,41,48,40,47,39,46,41,46,44,45,47,47,39,52,37,45,41,46,40,1
26,29,61,29,61,10,29,13,28,64,31,12,82,11,81,11,30,12,28,63,79,59,31,11,80,11,81,11,29,12,79,12,30,11,28,12,30,59,26,63,30,11,82,10,29,12,31,11,1
40,41,47,42,47,42,43,47,41,50,44,45,48,43,47,44,44,46,42,49,43,45,45,44,45,44,46,43,41,46,43,45,44,44,42,46,43,45,40,49,43,44,48,42,42,45,45,43,-1
34,36,53,37,53,33,37,38,35,56,38,36,57,34,56,35,38,37,36,55,52,51,39,35,54,36,55,35,36,37,52,36,38,35,36,37,37,51,34,55,37,36,57,33,37,36,39,35,1
36,38,51,39,51,41,39,45,38,54,41,44,50,42,49,42,40,44,38,53,45,49,41,42,47,43,48,42,38,44,46,44,40,42,38,44,40,49,36,53,40,43,50,41,39,44,41,42,1
12,14,78,13,77,4,14,7,13,80,15,6,88,4,87,5,14,6,13,78,85,76,16,5,86,5,87,5,14,6,85,5,14,5,13,6,14,76,12,79,14,5,88,4,13,5,15,5,-1
31,33,56,34,56,46,34,50,33,59,36,49,45,47,44,47,35,49,33,58,40,54,36,47,42,48,43,47,33,49,41,49,35,47,33,49,35,54,31,58,35,48,45,46,34,49,36,47,1
20,23,67,22,67,10,23,13,22,70,25,12,82,11,81,10,23,11,21,69,79,65,25,11,80,10,81,11,23,11,79,11,24,11,22,12,23,65,20,69,24,10,82,10,22,12,24,11,1
35,36,52,37,52,43,38,48,36,55,39,46,47,44,46,44,38,46,36,54,42,50,40,45,44,45,45,44,36,46,42,45,39,45,37,47,37,50,35,54,38,45,47,43,37,46,39,44,1
35,36,52,38,52,41,38,46,36,55,39,44,49,42,48,43,39,45,37,54,44,50,40,43,46,44,47,42,36,45,44,44,39,43,37,45,38,50,35,54,38,44,49,41,38,44,40,42,1
30,33,57,32,57,6,33,9,32,60,35,8,86,7,85,6,33,7,31,59,83,55,35,7,84,6,85,7,33,7,83,7,34,7,32,8,33,55,30,59,34,6,86,6,32,8,34,7,1
37,38,50,39,50,41,40,46,38,53,41,44,49,42,48,42,40,44,38,52,44,48,42,43,46,43,47,42,38,44,44,43,41,43,39,45,39,48,37,52,40,43,49,41,39,44,41,42,1
28,29,59,30,59,54,31,59,29,62,32,57,36,55,35,56,32,58,30,61,31,57,33,56,33,56,34,55,29,58,31,57,32,56,30,58,31,57,28,61,31,56,36,54,30,57,33,55,1
32,34,55,34,55,46,35,50,34,58,37,49,45,47,44,46,35,48,33,57,40,53,37,47,42,47,43,47,34,48,41,48,36,47,34,49,35,53,32,57,36,47,45,46,34,49,36,47,1
48,48,40,49,39,36,50,41,48,42,50,39,54,36,53,37,51,39,49,41,49,37,53,39,51,37,51,36,48,40,49,37,52,38,50,40,49,37,48,42,50,37,53,36,49,38,51,36,1
41,43,46,43,46,40,44,45,43,49,46,44,50,42,49,42,45,44,43,48,45,44,46,42,47,42,48,42,43,44,45,44,45,42,43,44,45,44,41,48,45,42,50,40,43,44,46,42,-1
34,35,53,37,53,44,37,48,35,56,38,46,47,44,46,45,38,47,36,55,42,51,39,45,44,46,45,44,35,47,43,46,38,45,36,47,37,51,34,55,37,46,47,44,37,46,39,44,1
23,26,64,26,64,10,26,13,25,67,28,12,82,11,81,11,27,12,25,66,79,62,28,11,80,11,81,11,26,12,79,12,27,11,25,12,27,62,23,66,27,11,82,10,26,12,28,11,1
33,35,54,35,54,44,36,48,35,57,38,47,47,45,46,44,36,46,34,56,42,52,38,45,44,45,45,45,35,46,43,46,37,45,35,47,36,52,33,56,37,45,47,44,35,47,37,45,1
43,44,48,44,47,34,44,39,44,49,45,39,56,36,55,36,45,38,44,48,51,46,46,37,53,37,53,37,44,39,51,38,45,36,44,38,45,46,43,49,45,37,55,34,44,38,45,37,1
35,37,52,35,52,48,38,53,37,55,40,52,42,50,41,48,37,50,35,54,37,50,40,50,39,48,40,50,37,50,37,50,39,50,37,52,37,50,35,54,39,48,42,48,35,52,38,50,1
18,21,69,21,69,11,21,14,20,72,23,13,81,12,80,12,22,13,20,71,78,67,23,12,79,12,80,12,21,13,78,13,22,12,20,13,22,67,18,71,22,12,81,11,21,13,23,12,1
32,34,55,34,55,45,35,49,34,58,37,48,46,46,45,45,35,47,33,57,41,53,37,46,43,46,44,46,34,47,42,47,36,46,34,48,35,53,32,57,36,46,46,45,34,48,36,46,1
44,45,47,45,46,36,45,41,45,48,46,41,54,38,53,38,46,40,45,47,49,45,47,39,51,39,51,39,45,41,49,40,46,38,45,40,46,45,44,48,46,39,53,36,45,40,46,39,1
31,34,56,33,56,23,34,28,33,59,36,27,67,25,66,24,34,26,32,58,62,54,36,25,64,25,65,26,34,26,62,26,35,25,33,27,34,54,31,58,35,25,67,23,33,27,35,26,1
28,31,59,30,59,50,31,53,30,62,33,52,42,51,41,50,31,51,29,61,39,57,33,51,40,50,41,51,31,51,39,51,32,51,30,52,31,57,28,61,32,50,42,50,30,52,32,51,1
31,33,56,34,56,46,34,50,33,59,36,49,45,47,44,47,35,49,33,58,40,54,36,47,42,48,43,47,33,49,41,49,35,47,33,49,35,54,31,58,35,48,45,46,34,49,36,47,1
33,35,54,35,54,26,36,31,34,57,37,29,64,27,63,27,36,29,34,56,59,52,38,28,61,28,62,28,35,29,59,28,37,28,35,30,35,52,33,56,36,28,64,26,35,29,37,28,1
32,33,55,33,55,51,35,56,33,58,36,54,39,52,38,52,35,54,33,57,34,53,37,53,36,52,37,52,33,54,34,53,36,53,34,55,34,53,32,57,35,52,39,51,33,54,36,52,1
28,31,59,31,59,48,31,52,30,62,33,51,43,49,42,49,32,51,30,61,38,57,33,49,40,50,41,50,31,51,39,51,32,49,30,51,32,57,28,61,32,50,43,48,31,51,33,50,1
34,36,53,37,53,42,37,47,36,56,39,46,48,44,47,44,38,46,36,55,43,51,39,44,45,45,46,44,36,46,43,46,38,44,36,46,38,51,34,55,38,45,48,42,37,46,39,44,1
31,33,56,32,56,51,34,56,33,59,36,55,39,53,38,52,34,54,32,58,34,54,36,53,36,52,37,53,33,54,34,54,35,53,33,55,34,54,31,58,35,52,39,51,32,55,35,53,1
44,44,47,45,46,36,45,41,44,48,45,40,54,37,53,38,46,40,45,47,49,45,47,39,51,39,51,38,44,41,49,39,46,38,45,40,45,45,44,48,45,39,53,36,45,39,46,38,1
0,1,94,0,93,0,0,4,0,94,1,4,91,1,90,1,0,3,0,93,86,93,1,1,88,3,89,4,1,3,87,3,0,1,0,3,0,93,0,94,0,3,91,0,0,3,0,4,1
20,23,67,22,67,12,23,15,22,70,25,14,80,13,79,12,23,13,21,69,77,65,25,13,78,12,79,13,23,13,77,13,24,13,22,14,23,65,20,69,24,12,80,12,22,14,24,13,1
37,39,50,39,50,41,40,45,39,53,42,44,50,42,49,41,40,43,38,52,45,48,42,42,47,42,48,42,39,43,46,43,41,42,39,44,40,48,37,52,41,42,50,41,39,44,41,42,1
32,34,55,34,55,26,35,31,33,58,36,29,64,27,63,27,35,29,33,57,59,53,37,28,61,28,62,28,34,29,59,28,36,28,34,30,34,53,32,57,35,28,64,26,34,29,36,28,1
24,27,63,27,63,11,27,14,26,66,29,13,81,12,80,12,28,13,26,65,78,61,29,12,79,12,80,12,27,13,78,13,28,12,26,13,28,61,24,65,28,12,81,11,27,13,29,12,1
46,46,45,47,44,36,47,41,46,46,47,40,54,37,53,38,48,40,47,45,49,43,49,39,51,39,51,38,46,41,49,39,48,38,47,40,47,43,46,46,47,39,53,36,47,39,48,38,1
37,39,50,39,50,33,40,38,38,53,41,36,57,34,56,34,40,36,38,52,52,48,42,35,54,35,55,35,39,36,52,35,41,35,39,37,39,48,37,52,40,35,57,33,39,36,41,35,1
32,35,55,34,55,9,35,12,34,58,37,11,83,10,82,9,35,10,33,57,80,53,37,10,81,9,82,10,35,10,80,10,36,10,34,11,35,53,32,57,36,9,83,9,34,11,36,10,-1
44,44,47,45,46,36,45,41,44,48,45,40,54,37,53,38,46,40,45,47,49,45,47,39,51,39,51,38,44,41,49,39,46,38,45,40,45,45,44,48,45,39,53,36,45,39,46,38,1
0,1,94,0,93,0,0,3,0,94,1,3,92,0,91,0,0,2,0,93,87,93,1,0,89,2,90,3,1,2,89,2,0,0,0,2,0,93,0,94,0,2,92,0,0,2,0,3,1
31,33,56,33,56,10,34,13,32,59,35,11,82,10,81,10,34,11,32,58,79,54,36,11,80,10,81,10,33,11,79,10,35,11,33,12,33,54,31,58,34,10,82,10,33,11,35,10,1
35,37,52,38,52,29,38,34,36,55,39,32,61,30,60,31,39,33,37,54,56,50,40,31,58,32,59,31,37,33,56,32,39,31,37,33,38,50,35,54,38,32,61,29,38,32,40,31,1
31,34,56,33,56,21,34,26,33,59,36,25,69,23,68,22,34,24,32,58,64,54,36,23,66,23,67,24,34,24,64,24,35,23,33,25,34,54,31,58,35,23,69,21,33,25,35,24,1
33,35,54,36,54,28,36,33,34,57,37,31,62,29,61,30,37,32,35,56,57,52,38,30,59,31,60,30,35,32,57,31,37,30,35,32,36,52,33,56,36,31,62,28,36,31,38,30,1
32,33,55,35,55,45,35,49,33,58,36,47,46,46,45,46,36,48,34,57,41,53,37,46,43,47,44,46,34,48,42,47,36,46,34,48,35,53,32,57,35,47,46,45,35,47,37,46,1
26,27,61,26,61,58,29,63,27,64,30,61,32,59,31,58,28,60,26,63,27,59,31,60,29,58,30,59,27,60,27,59,30,60,28,62,27,59,26,63,29,58,32,58,26,61,29,59,1
21,24,66,24,66,11,24,14,23,69,26,13,81,12,80,12,25,13,23,68,78,64,26,12,79,12,80,12,24,13,78,13,25,12,23,13,25,64,21,68,25,12,81,11,24,13,26,12,1
40,42,47,42,47,41,43,46,42,50,45,45,49,43,48,43,44,45,42,49,44,45,45,43,46,43,47,43,42,45,44,45,44,43,42,45,44,45,40,49,44,43,49,41,42,45,45,43,-1
27,30,60,29,60,6,30,9,29,63,32,8,86,7,85,6,30,7,28,62,83,58,32,7,84,6,85,7,30,7,83,7,31,7,29,8,30,58,27,62,31,6,86,6,29,8,31,7,1
24,27,63,27,63,10,27,13,26,66,29,12,82,11,81,11,28,12,26,65,79,61,29,11,80,11,81,11,27,12,79,12,28,11,26,12,28,61,24,65,28,11,82,10,27,12,29,11,1
33,35,54,35,54,26,36,31,34,57,37,29,64,27,63,27,36,29,34,56,59,52,38,28,61,28,62,28,35,29,59,28,37,28,35,30,35,52,33,56,36,28,64,26,35,29,37,28,1
33,35,54,36,54,33,36,38,34,57,37,36,57,34,56,35,37,37,35,56,52,52,38,35,54,36,55,35,35,37,52,36,37,35,35,37,36,52,33,56,36,36,57,33,36,36,38,35,1
33,36,54,35,54,8,36,11,35,57,38,10,84,9,83,8,36,9,34,56,81,52,38,9,82,8,83,9,36,9,81,9,37,9,35,10,36,52,33,56,37,8,84,8,35,10,37,9,-1
41,42,47,42,46,42,43,47,42,49,44,46,48,43,47,43,44,45,42,48,43,44,46,45,45,43,45,43,42,46,43,44,45,44,43,46,43,44,41,49,44,43,47,42,42,45,44,43,-1
40,41,47,41,47,43,43,48,41,50,44,46,47,44,46,44,43,46,41,49,42,45,45,45,44,44,45,44,41,46,42,45,44,45,42,47,42,45,40,49,43,44,47,43,41,46,44,44,-1
32,34,55,33,55,50,35,55,34,58,37,54,40,52,39,51,35,53,33,57,35,53,37,52,37,51,38,52,34,53,35,53,36,52,34,54,35,53,32,57,36,51,40,50,33,54,36,52,1
46,51,37,51,36,29,49,34,49,41,53,34,61,31,60,30,52,32,48,40,56,34,54,32,58,31,58,31,51,33,56,32,53,31,49,33,52,35,48,41,53,31,60,29,51,33,52,31,1
28,31,59,31,59,9,31,12,30,62,33,11,83,10,82,10,32,11,30,61,80,57,33,10,81,10,82,10,31,11,80,11,32,10,30,11,32,57,28,61,32,10,83,9,31,11,33,10,1
40,42,48,41,47,42,42,47,42,50,44,47,48,44,47,43,43,45,41,49,43,45,45,45,45,43,45,44,42,46,43,45,44,44,42,46,43,45,40,50,44,43,47,42,41,46,43,44,-1
36,39,51,38,51,32,39,37,38,54,41,36,58,34,57,33,39,35,37,53,53,49,41,34,55,34,56,35,39,35,53,35,40,34,38,36,39,49,36,53,40,34,58,32,38,36,40,35,1
30,33,57,32,57,22,33,27,32,60,35,26,68,24,67,23,33,25,31,59,63,55,35,24,65,24,66,25,33,25,63,25,34,24,32,26,33,55,30,59,34,24,68,22,32,26,34,25,1
21,24,66,24,66,13,24,16,23,69,26,15,79,14,78,14,25,15,23,68,76,64,26,14,77,14,78,14,24,15,76,15,25,14,23,15,25,64,21,68,25,14,79,13,24,15,26,14,1
46,47,45,47,44,36,47,41,47,46,48,41,54,38,53,38,48,40,47,45,49,43,49,39,51,39,51,39,47,41,49,40,48,38,47,40,48,43,46,46,48,39,53,36,47,40,48,39,1
0,1,94,0,93,0,0,3,0,94,1,3,92,0,91,0,0,2,0,93,87,93,1,0,89,2,90,3,1,2,89,2,0,0,0,2,0,93,0,94,0,2,92,0,0,2,0,3,1
29,32,58,31,58,12,32,17,31,61,34,16,78,14,77,13,32,15,30,60,73,56,34,14,75,14,76,15,32,15,73,15,33,14,31,16,32,56,29,60,33,14,78,12,31,16,33,15,1
21,24,66,24,66,12,24,15,23,69,26,14,80,13,79,13,25,14,23,68,77,64,26,13,78,13,79,13,24,14,77,14,25,13,23,14,25,64,21,68,25,13,80,12,24,14,26,13,1
0,1,94,0,93,0,0,4,0,94,1,4,91,1,90,1,0,3,0,93,86,93,1,1,88,3,89,4,1,3,87,3,0,1,0,3,0,93,0,94,0,3,91,0,0,3,0,4,1
43,44,48,44,47,34,44,39,44,49,45,39,56,36,55,36,45,38,44,48,51,46,46,37,53,37,53,37,44,39,51,38,45,36,44,38,45,46,43,49,45,37,55,34,44,38,45,37,1
31,32,56,34,56,46,34,50,32,59,35,48,45,47,44,47,35,49,33,58,40,54,36,47,42,48,43,47,33,49,41,48,35,47,33,49,34,54,31,58,34,48,45,46,34,48,36,47,1
45,46,46,46,45,37,46,42,46,47,47,42,53,39,52,39,47,41,46,46,48,44,48,40,50,40,50,40,46,42,48,41,47,39,46,41,47,44,45,47,47,40,52,37,46,41,47,40,1
46,48,42,46,41,37,48,42,48,44,50,42,53,39,52,37,48,39,46,43,48,39,51,40,50,37,50,39,48,40,48,39,50,39,48,41,48,39,46,44,50,37,52,37,46,41,48,39,1
22,25,65,24,65,10,25,13,24,68,27,12,82,11,81,10,25,11,23,67,79,63,27,11,80,10,81,11,25,11,79,11,26,11,24,12,25,63,22,67,26,10,82,10,24,12,26,11,1
32,34,55,35,55,30,35,35,33,58,36,33,60,31,59,32,36,34,34,57,55,53,37,32,57,33,58,32,34,34,55,33,36,32,34,34,35,53,32,57,35,33,60,30,35,33,37,32,1
44,45,47,44,46,34,45,39,45,48,46,39,56,36,55,35,45,37,44,47,51,45,47,37,53,36,53,37,45,38,51,37,46,36,45,38,45,45,44,48,46,36,55,34,44,38,45,37,1
39,41,48,41,48,42,42,47,41,51,44,46,48,44,47,44,43,46,41,50,43,46,44,44,45,44,46,44,41,46,43,46,43,44,41,46,43,46,39,50,43,44,48,42,41,46,44,44,-1
33,35,54,35,54,44,36,48,35,57,38,47,47,45,46,44,36,46,34,56,42,52,38,45,44,45,45,45,35,46,43,46,37,45,35,47,36,52,33,56,37,45,47,44,35,47,37,45,1
29,32,58,31,58,12,32,17,31,61,34,16,78,14,77,13,32,15,30,60,73,56,34,14,75,14,76,15,32,15,73,15,33,14,31,16,32,56,29,60,33,14,78,12,31,16,33,15,1
37,40,50,39,50,9,40,12,39,53,42,11,83,10,82,9,40,10,38,52,80,48,42,10,81,9,82,10,40,10,80,10,41,10,39,11,40,48,37,52,41,9,83,9,39,11,41,10,-1
30,33,57,33,57,47,33,50,32,60,35,49,45,48,44,48,34,49,32,59,42,55,35,48,43,48,44,48,33,49,42,49,34,48,32,49,34,55,30,59,34,48,45,47,33,49,35,48,1
50,50,41,51,40,28,51,33,50,42,51,32,62,29,61,30,52,32,51,41,57,39,53,31,59,31,59,30,50,33,57,31,52,30,51,32,51,39,50,42,51,31,61,28,51,31,52,30,1
43,43,48,44,47,35,44,40,43,49,44,39,55,36,54,37,45,39,44,48,50,46,46,38,52,38,52,37,43,40,50,38,45,37,44,39,44,46,43,49,44,38,54,35,44,38,45,37,1
49,51,39,49,38,34,51,39,51,41,53,39,56,36,55,34,51,36,49,40,51,36,54,37,53,34,53,36,51,37,51,36,53,36,51,38,51,36,49,41,53,34,55,34,49,38,51,36,1
17,21,73,19,72,0,19,2,19,75,21,2,94,1,92,0,19,0,18,73,92,71,21,1,92,0,93,2,21,1,92,1,19,0,18,0,20,71,17,74,20,0,93,0,19,1,20,2,-1
47,49,41,47,40,36,49,41,49,43,51,41,54,38,53,36,49,38,47,42,49,38,52,39,51,36,51,38,49,39,49,38,51,38,49,40,49,38,47,43,51,36,53,36,47,40,49,38,1
32,35,55,34,55,23,35,28,34,58,37,27,67,25,66,24,35,26,33,57,62,53,37,25,64,25,65,26,35,26,62,26,36,25,34,27,35,53,32,57,36,25,67,23,34,27,36,26,1
31,33,56,34,56,24,34,29,32,59,35,27,66,25,65,26,35,28,33,58,61,54,36,26,63,27,64,26,33,28,61,27,35,26,33,28,34,54,31,58,34,27,66,24,34,27,36,26,1
29,31,58,32,58,48,32,52,31,61,34,51,43,49,42,49,33,51,31,60,38,56,34,49,40,50,41,49,31,51,39,51,33,49,31,51,33,56,29,60,33,50,43,48,32,51,34,49,1
31,31,56,33,56,52,34,57,31,59,34,54,38,52,37,54,35,56,33,58,33,54,36,54,35,54,36,52,31,56,33,54,35,54,33,56,33,54,31,58,33,54,38,52,33,54,36,52,1
22,25,65,25,65,12,25,15,24,68,27,14,80,13,79,13,26,14,24,67,77,63,27,13,78,13,79,13,25,14,77,14,26,13,24,14,26,63,22,67,26,13,80,12,25,14,27,13,1
40,42,48,41,47,42,42,47,42,50,44,47,48,44,47,43,43,45,41,49,43,45,45,45,45,43,45,44,42,46,43,45,44,44,42,46,43,45,40,50,44,43,47,42,41,46,43,44,1
17,20,70,20,70,12,20,15,19,73,22,14,80,13,79,13,21,14,19,72,77,68,22,13,78,13,79,13,20,14,77,14,21,13,19,14,21,68,17,72,21,13,80,12,20,14,22,13,1
20,23,67,23,67,11,23,14,22,70,25,13,81,12,80,12,24,13,22,69,78,65,25,12,79,12,80,12,23,13,78,13,24,12,22,13,24,65,20,69,24,12,81,11,23,13,25,12,1
43,44,48,44,47,34,44,39,44,49,45,39,56,36,55,36,45,38,44,48,51,46,46,37,53,37,53,37,44,39,51,38,45,36,44,38,45,46,43,49,45,37,55,34,44,38,45,37,1
44,44,47,45,46,34,45,39,44,48,45,38,56,35,55,36,46,38,45,47,51,45,47,37,53,37,53,36,44,39,51,37,46,36,45,38,45,45,44,48,45,37,55,34,45,37,46,36,1
27,30,60,30,60,9,30,12,29,63,32,11,83,10,82,10,31,11,29,62,80,58,32,10,81,10,82,10,30,11,80,11,31,10,29,11,31,58,27,62,31,10,83,9,30,11,32,10,1
34,36,53,37,53,28,37,33,35,56,38,31,62,29,61,30,38,32,36,55,57,51,39,30,59,31,60,30,36,32,57,31,38,30,36,32,37,51,34,55,37,31,62,28,37,31,39,30,1
0,1,94,0,93,0,0,4,0,94,1,4,91,1,90,1,0,3,0,93,86,93,1,1,88,3,89,4,1,3,87,3,0,1,0,3,0,93,0,94,0,3,91,0,0,3,0,4,1
34,36,53,37,53,42,37,46,36,56,39,45,49,43,48,43,38,45,36,55,44,51,39,43,46,44,47,43,36,45,45,45,38,43,36,45,38,51,34,55,38,44,49,42,37,45,39,43,1
33,36,54,35,54,29,36,34,35,57,38,33,61,31,60,30,36,32,34,56,56,52,38,31,58,31,59,32,36,32,56,32,37,31,35,33,36,52,33,56,37,31,61,29,35,33,37,32,1
35,37,52,37,52,32,38,37,36,55,39,35,58,33,57,33,38,35,36,54,53,50,40,34,55,34,56,34,37,35,53,34,39,34,37,36,37,50,35,54,38,34,58,32,37,35,39,34,1
27,29,60,28,60,55,30,60,29,63,32,59,35,57,34,56,30,58,28,62,30,58,32,57,32,56,33,57,29,58,30,58,31,57,29,59,30,58,27,62,31,56,35,55,28,59,31,57,1
44,45,47,45,46,33,45,38,45,48,46,38,57,35,56,35,46,37,45,47,52,45,47,36,54,36,54,36,45,38,52,37,46,35,45,37,46,45,44,48,46,36,56,33,45,37,46,36,1
51,52,37,51,36,33,53,38,52,39,54,37,57,34,56,33,53,35,51,38,52,34,56,36,54,33,54,34,52,36,52,34,55,35,53,37,52,34,51,39,54,33,56,33,51,36,53,34,1
43,44,48,44,47,37,44,42,44,49,45,42,53,39,52,39,45,41,44,48,48,46,46,40,50,40,50,40,44,42,48,41,45,39,44,41,45,46,43,49,45,40,52,37,44,41,45,40,1
35,38,52,37,52,44,38,47,37,55,40,46,48,45,47,44,38,45,36,54,45,50,40,45,46,44,47,45,38,45,45,45,39,45,37,46,38,50,35,54,39,44,48,44,37,46,39,45,1
30,31,57,32,57,48,33,52,31,60,34,50,43,49,42,48,33,50,31,59,38,55,35,49,40,49,41,49,32,50,39,49,34,49,32,51,32,55,30,59,33,49,43,48,32,50,34,49,1
0,1,94,0,93,0,0,4,0,94,1,4,91,1,90,1,0,3,0,93,86,93,1,1,88,3,89,4,1,3,87,3,0,1,0,3,0,93,0,94,0,3,91,0,0,3,0,4,1
0,1,94,0,93,0,0,3,0,94,1,3,92,0,91,0,0,2,0,93,87,93,1,0,89,2,90,3,1,2,89,2,0,0,0,2,0,93,0,94,0,2,92,0,0,2,0,3,1
18,21,69,21,69,12,21,15,20,72,23,14,80,13,79,13,22,14,20,71,77,67,23,13,78,13,79,13,21,14,77,14,22,13,20,14,22,67,18,71,22,13,80,12,21,14,23,13,1
38,40,49,41,49,38,41,42,40,52,43,41,53,39,52,39,42,41,40,51,48,47,43,39,50,40,51,39,40,41,49,41,42,39,40,41,42,47,38,51,42,40,53,38,41,41,43,39,1
35,37,52,37,52,46,38,51,37,55,40,50,44,48,43,48,39,50,37,54,39,50,40,48,41,48,42,48,37,50,39,50,39,48,37,50,39,50,35,54,39,48,44,46,37,50,40,48,1
33,34,54,35,54,45,36,49,34,57,37,47,46,46,45,45,36,47,34,56,41,52,38,46,43,46,44,46,35,47,42,46,37,46,35,48,35,52,33,56,36,46,46,45,35,47,37,46,1
44,45,47,45,46,33,45,38,45,48,46,38,57,35,56,35,46,37,45,47,52,45,47,36,54,36,54,36,45,38,52,37,46,35,45,37,46,45,44,48,46,36,56,33,45,37,46,36,1
24,27,63,27,63,12,27,15,26,66,29,14,80,13,79,13,28,14,26,65,77,61,29,13,78,13,79,13,27,14,77,14,28,13,26,14,28,61,24,65,28,13,80,12,27,14,29,13,1
31,33,56,34,56,24,34,29,32,59,35,27,66,25,65,26,35,28,33,58,61,54,36,26,63,27,64,26,33,28,61,27,35,26,33,28,34,54,31,58,34,27,66,24,34,27,36,26,1
42,44,45,44,45,39,45,44,44,48,47,43,51,41,50,41,46,43,44,47,46,43,47,41,48,41,49,41,44,43,46,43,46,41,44,43,46,43,42,47,46,41,51,39,44,43,47,41,-1
33,34,54,34,54,50,36,55,34,57,37,53,40,51,39,51,36,53,34,56,35,52,38,52,37,51,38,51,34,53,35,52,37,52,35,54,35,52,33,56,36,51,40,50,34,53,37,51,1
44,45,47,45,46,32,45,37,45,48,46,37,58,34,57,34,46,36,45,47,53,45,47,35,55,35,55,35,45,37,53,36,46,34,45,36,46,45,44,48,46,35,57,32,45,36,46,35,1
43,44,48,44,47,36,44,41,44,49,45,41,54,38,53,38,45,40,44,48,49,46,46,39,51,39,51,39,44,41,49,40,45,38,44,40,45,46,43,49,45,39,53,36,44,40,45,39,1
34,35,53,35,53,49,37,54,35,56,38,52,41,50,40,50,37,52,35,55,36,51,39,51,38,50,39,50,35,52,36,51,38,51,36,53,36,51,34,55,37,50,41,49,35,52,38,50,1
32,34,55,32,55,51,35,56,34,58,37,55,39,53,38,51,34,53,32,57,34,53,37,53,36,51,37,53,34,53,34,53,36,53,34,55,34,53,32,57,36,51,39,51,32,55,35,53,1
