@relation 'Sax dominant'

@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMaaa numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMdda numeric
@attribute o1atLdda numeric
@attribute o1atMdab numeric
@attribute o1atLdab numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMbad numeric
@attribute o1atLbad numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMbdb numeric
@attribute o1atLbdb numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMdbd numeric
@attribute o1atLdbd numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMeea numeric
@attribute o1atLeea numeric
@attribute o1atMcad numeric
@attribute o1atLcad numeric
@attribute o1atMead numeric
@attribute o1atLead numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMdac numeric
@attribute o1atLdac numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbed numeric
@attribute o1atLbed numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMebb numeric
@attribute o1atLebb numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMbee numeric
@attribute o1atLbee numeric
@attribute o1atMdbc numeric
@attribute o1atLdbc numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMcae numeric
@attribute o1atLcae numeric
@attribute o1atMbca numeric
@attribute o1atLbca numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMceb numeric
@attribute o1atLceb numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMdbe numeric
@attribute o1atLdbe numeric
@attribute o1atMbae numeric
@attribute o1atLbae numeric
@attribute o1atMcda numeric
@attribute o1atLcda numeric
@attribute o1atMcec numeric
@attribute o1atLcec numeric
@attribute o1atMecd numeric
@attribute o1atLecd numeric
@attribute o1atMcbe numeric
@attribute o1atLcbe numeric
@attribute o1atMdec numeric
@attribute o1atLdec numeric
@attribute o1atMadb numeric
@attribute o1atLadb numeric
@attribute o1atMade numeric
@attribute o1atLade numeric
@attribute o1atMeab numeric
@attribute o1atLeab numeric
@attribute o1atMace numeric
@attribute o1atLace numeric
@attribute o1atMdea numeric
@attribute o1atLdea numeric
@attribute o1atMeac numeric
@attribute o1atLeac numeric
@attribute o1atMdad numeric
@attribute o1atLdad numeric
@attribute o1atMada numeric
@attribute o1atLada numeric
@attribute o1atMdeb numeric
@attribute o1atLdeb numeric
@attribute o1atMeda numeric
@attribute o1atLeda numeric
@attribute o1atMebd numeric
@attribute o1atLebd numeric
@attribute o1atMeaa numeric
@attribute o1atLeaa numeric
@attribute o1atMbda numeric
@attribute o1atLbda numeric
@attribute o1atMbec numeric
@attribute o1atLbec numeric
@attribute o1atMeba numeric
@attribute o1atLeba numeric
@attribute o1atMebc numeric
@attribute o1atLebc numeric
@attribute o1atMbeb numeric
@attribute o1atLbeb numeric
@attribute o1atMebe numeric
@attribute o1atLebe numeric
@attribute o1atMdae numeric
@attribute o1atLdae numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute destClass {2.0,1.0}

@data
2,87,3,88,4,38,55,35,27,37,24,63,24,65,51,59,57,35,29,35,21,86,27,62,26,61,1,89,1,91,92,34,54,37,27,59,57,2,0,53,36,3,62,3,63,1,65,1,67,3,66,28,37,52,37,93,2,0,92,0,94,1,92,0,55,0,28,2,27,37,3,35,3,37,5,36,1,37,2,39,92,1,93,0,57,1,2,64,3,37,4,38,57,1,54,2,21,37,27,0,28,37,25,37,24,37,28,34,3,37,56,34,3,59,3,64,21,64,4,2,2,87,27,35,3,0,4,37,4,0,2,65,3,36,1,66,55,0,27,0,29,2,1,90,29,1,25,2,53,0,3,65,3,38,27,0,24,0,2,37,2,2,29,1,27,36,5,1,4,2,2,65,26,37,26,1,56,2,28,2,3,2,3,37,52,1,56,0,28,2,55,1,3,38,5,2,3,0,4,2,3,1,3,0,4,34,1,38,27,1,3,0,28,0,1,0,2,37,27,1,2,0,27,0,21,1,28,0,4,2,3,0,2.0
2,90,2,91,3,40,53,38,47,39,46,45,47,46,52,43,54,38,48,38,45,89,48,45,46,44,1,91,1,92,85,37,53,39,48,43,55,6,0,53,38,2,44,3,45,1,45,1,47,3,47,48,40,52,39,87,6,4,86,5,88,5,87,5,54,6,49,7,48,39,2,38,2,39,3,38,1,39,1,40,85,6,88,4,55,5,2,45,2,40,3,40,54,6,54,6,45,39,47,6,48,39,47,40,46,39,48,37,2,39,54,37,2,43,2,45,45,46,3,7,2,89,47,38,2,5,2,39,2,5,2,46,2,38,0,46,54,5,47,6,49,6,0,92,48,6,47,7,53,6,2,46,3,39,47,5,46,6,2,39,1,7,49,5,48,38,3,5,2,6,2,46,46,39,46,6,55,6,48,6,2,7,2,39,52,6,54,5,48,6,53,6,2,39,3,6,2,6,3,7,2,6,2,6,2,37,0,39,47,6,2,6,48,5,1,6,2,39,48,6,2,6,48,6,45,6,48,4,2,6,2,6,2.0
1,90,3,91,3,24,69,21,51,22,48,41,49,43,68,37,71,22,53,22,45,89,53,39,50,38,0,91,1,93,75,20,70,24,52,37,72,17,0,69,21,1,38,3,39,0,41,1,43,3,43,53,24,68,23,77,16,14,76,15,78,15,77,15,70,16,53,17,53,23,1,21,2,22,3,22,0,22,1,24,75,16,78,14,72,15,1,41,2,24,3,24,71,16,70,17,47,23,51,16,52,24,49,24,48,22,52,20,1,22,71,20,2,37,2,41,47,42,3,17,2,90,51,21,1,15,2,24,2,15,2,43,2,21,0,42,70,15,51,16,53,17,0,92,53,16,49,17,69,16,3,42,3,23,51,15,48,16,1,22,1,17,53,15,52,21,3,15,2,17,1,42,50,23,50,16,71,16,52,16,2,17,1,23,68,16,71,15,52,17,69,16,3,23,3,17,2,16,3,17,1,16,2,16,2,20,0,23,51,16,1,16,52,15,0,16,1,23,53,16,1,16,52,16,47,16,52,14,2,16,1,16,1.0
0,92,2,93,2,37,55,34,40,35,39,52,40,54,55,50,59,35,42,35,38,92,41,52,40,51,0,92,1,94,76,33,57,36,41,50,59,16,0,55,35,0,51,2,52,0,52,1,54,2,54,42,37,55,36,78,16,12,77,12,80,14,78,12,56,13,42,16,41,36,0,34,1,35,2,35,0,35,1,37,76,14,79,12,59,14,0,52,1,37,2,37,59,14,57,16,38,36,40,13,41,36,40,37,39,35,41,33,0,35,57,33,1,50,1,52,38,53,2,16,1,92,40,34,0,13,1,36,1,12,1,54,1,35,0,53,57,13,40,14,42,16,0,93,42,14,40,16,56,14,2,53,2,36,40,13,39,14,0,35,1,16,42,14,41,35,2,14,1,16,0,53,40,36,40,15,57,16,41,16,1,16,0,36,55,15,58,12,41,16,55,15,2,36,2,16,1,14,2,16,0,15,1,14,1,33,0,36,40,15,0,13,41,12,0,14,0,36,41,15,0,14,41,14,38,15,41,12,1,16,0,14,1.0
3,88,5,89,5,34,60,31,42,32,41,50,42,52,58,48,61,32,44,32,40,87,43,50,42,49,2,89,3,91,76,30,60,33,43,48,62,16,1,59,32,3,49,5,50,2,50,3,52,5,52,44,34,58,33,78,15,12,77,14,80,14,78,13,60,14,44,16,43,33,3,31,4,32,5,32,2,32,3,34,76,15,79,12,62,14,3,50,4,34,5,34,61,15,60,16,40,33,42,14,43,33,42,34,41,32,43,30,3,32,61,30,4,48,4,50,40,51,5,16,4,87,42,31,3,13,4,33,4,14,4,52,4,32,1,51,60,13,42,14,44,16,1,90,44,15,42,16,59,14,5,51,5,33,42,13,41,14,3,32,3,16,44,14,43,32,5,14,4,16,3,51,42,33,42,15,61,15,43,15,4,16,3,33,58,15,61,14,43,16,60,15,5,33,5,16,4,14,5,16,3,15,4,14,4,30,1,33,42,15,3,14,43,14,2,14,3,33,43,15,3,14,43,14,40,15,43,12,4,15,3,14,1.0
2,88,2,89,3,39,53,35,36,36,33,53,33,54,51,47,54,35,37,36,30,86,36,51,36,50,1,90,1,91,81,34,53,36,36,47,55,6,0,52,36,2,51,3,52,1,55,1,57,3,56,37,37,51,36,84,6,4,83,7,86,5,85,6,54,7,37,7,36,37,2,36,2,37,3,37,1,38,1,40,81,7,86,4,56,5,2,54,2,39,3,38,54,7,53,6,30,37,37,7,37,36,34,38,33,36,37,34,2,37,54,34,2,48,2,54,30,54,3,8,2,87,36,35,3,6,2,37,2,7,2,55,2,37,0,56,54,6,36,7,38,7,0,91,37,7,34,7,52,7,2,55,3,38,37,6,33,7,2,37,1,9,39,5,36,36,4,6,2,7,2,55,36,36,36,7,55,6,38,6,2,8,2,37,51,7,54,7,37,6,53,7,2,38,3,8,2,7,3,8,2,7,2,7,2,35,0,39,36,7,3,8,37,7,1,8,2,38,36,7,2,8,36,7,30,7,38,4,3,7,2,8,2.0
8,79,8,80,8,44,49,40,34,42,32,56,32,56,43,52,49,40,35,40,31,74,32,54,33,54,4,84,4,85,93,38,46,40,33,53,50,0,2,46,41,8,55,8,56,4,58,4,59,8,58,34,42,43,42,94,0,0,93,0,94,0,93,0,49,0,35,1,32,42,9,41,8,43,10,41,4,44,4,45,93,0,94,0,50,0,8,57,8,43,9,44,49,0,47,0,31,43,35,0,34,40,32,42,32,43,35,38,9,43,49,38,8,54,8,57,31,56,8,1,8,77,35,41,9,0,9,41,9,0,8,57,8,42,2,59,49,0,34,0,36,0,2,85,35,0,32,1,46,0,8,58,8,43,35,0,32,0,8,44,4,1,36,0,34,42,10,0,9,0,8,57,33,43,33,0,50,0,35,0,8,1,8,43,43,0,49,0,34,0,49,0,8,44,10,0,8,0,9,1,9,0,8,0,9,38,2,44,35,0,9,0,35,0,4,0,8,43,32,0,8,0,34,0,31,0,35,0,9,0,9,0,2.0
5,79,6,80,9,37,57,32,23,33,20,64,21,66,53,62,58,33,26,34,18,74,24,65,22,63,2,84,3,86,93,31,56,35,23,62,59,1,0,55,33,7,65,9,66,3,68,4,70,8,69,25,36,53,34,94,0,0,93,0,94,0,93,0,57,0,25,1,24,35,8,33,8,34,10,34,3,35,4,37,93,0,94,0,59,0,6,66,7,36,10,36,58,0,56,1,18,35,24,0,24,35,22,36,21,33,25,31,7,34,58,31,8,62,7,65,18,66,9,1,6,76,24,32,8,0,8,35,9,0,7,66,9,33,0,69,57,0,23,0,26,1,0,85,26,0,22,1,55,0,6,67,9,35,24,0,21,0,6,34,4,1,26,0,24,33,10,0,8,1,5,68,22,34,22,0,58,0,25,0,7,1,7,35,53,0,58,0,24,1,57,0,6,35,10,1,8,0,10,1,8,0,9,0,9,31,0,36,24,0,8,0,25,0,3,0,5,36,24,0,6,0,24,0,18,0,25,0,9,0,7,0,2.0
0,92,2,93,2,34,60,30,42,32,41,50,40,52,56,48,62,29,44,31,40,92,40,50,42,49,0,92,1,94,78,28,59,30,41,48,62,12,0,58,32,0,49,2,50,0,50,1,52,2,52,42,32,56,31,81,12,6,80,10,84,9,82,8,60,10,42,12,40,33,0,30,1,32,2,31,0,32,1,34,78,11,83,6,62,9,0,50,1,34,2,32,62,11,59,12,40,33,42,10,43,30,42,34,41,32,43,28,0,32,61,28,1,48,1,50,40,51,2,12,1,92,42,30,0,8,1,30,1,10,1,52,1,32,0,51,60,8,42,10,44,12,0,93,44,11,42,12,58,10,2,51,2,33,42,8,41,10,0,32,1,12,44,9,41,32,2,9,1,12,0,51,42,31,42,11,61,12,43,12,1,12,0,31,56,11,61,10,43,12,60,11,2,33,2,12,1,10,2,12,0,11,1,10,1,28,0,33,42,11,0,10,43,10,0,10,0,33,40,11,0,10,41,10,40,11,43,6,1,12,0,10,1.0
0,92,2,93,2,25,69,22,54,23,53,38,54,40,67,36,70,23,56,23,52,92,56,38,53,37,0,92,1,94,75,21,69,25,55,36,71,17,0,68,22,0,37,2,38,0,38,1,40,2,40,56,25,67,24,77,16,14,76,16,78,15,77,15,69,16,56,17,56,24,0,22,1,23,2,23,0,23,1,25,75,16,78,14,71,15,0,38,1,25,2,25,70,16,69,17,52,24,54,16,55,25,54,25,53,23,55,21,0,23,70,21,1,36,1,38,52,39,2,17,1,92,54,22,0,15,1,25,1,16,1,40,1,22,0,39,69,15,54,16,56,17,0,93,56,16,54,17,68,16,2,39,2,24,54,15,53,16,0,23,1,17,56,15,55,22,2,15,1,17,0,39,53,24,53,16,70,16,55,16,1,17,0,24,67,16,70,16,55,17,69,16,2,24,2,17,1,16,2,17,0,16,1,16,1,21,0,24,54,16,0,16,55,16,0,16,0,24,56,16,0,16,55,16,52,16,55,14,1,16,0,16,1.0
16,76,16,77,17,50,44,47,27,48,26,65,27,66,42,63,45,48,29,48,25,75,29,65,27,64,15,77,15,78,93,46,44,50,28,63,46,1,14,43,48,16,64,17,65,15,65,15,67,17,67,29,50,42,49,94,0,0,93,0,94,0,93,0,44,0,29,1,29,49,16,47,16,48,17,48,15,48,15,50,93,0,94,0,46,0,16,65,16,50,17,50,45,0,44,1,25,49,27,0,28,50,27,50,26,48,28,46,16,48,45,46,16,63,16,65,25,66,17,1,16,75,27,47,16,0,16,50,16,0,16,66,16,48,14,66,44,0,27,0,29,1,14,78,29,0,27,1,43,0,16,66,17,49,27,0,26,0,16,48,15,1,29,0,28,48,17,0,16,1,16,66,27,49,27,0,45,0,28,0,16,1,16,49,42,0,45,0,28,1,44,0,16,49,17,1,16,0,17,1,16,0,16,0,16,46,14,49,27,0,16,0,28,0,15,0,16,49,29,0,16,0,28,0,25,0,28,0,16,0,16,0,2.0
3,89,2,90,2,33,60,30,49,32,46,45,45,43,57,40,59,30,47,30,43,88,47,41,48,42,2,90,2,91,84,28,58,31,48,40,61,4,1,59,31,3,42,2,42,2,45,2,45,2,45,47,31,57,32,87,3,2,86,4,89,2,88,3,61,5,49,4,47,32,3,30,3,32,2,30,2,32,2,33,85,4,89,2,62,3,3,45,3,31,2,32,59,5,60,4,44,32,49,5,48,31,45,31,46,32,48,28,3,32,60,28,3,40,3,45,44,44,3,6,3,88,49,30,3,3,3,31,3,4,3,43,3,31,1,45,61,3,49,5,49,4,1,91,47,5,46,4,59,5,2,45,2,32,49,3,46,5,3,32,2,6,49,3,48,31,4,3,3,4,3,44,48,32,48,5,62,3,49,3,3,4,3,32,57,5,60,4,49,4,60,4,2,32,4,4,3,5,4,5,3,4,3,5,3,28,1,32,49,4,3,5,48,4,2,5,3,32,47,5,3,5,48,5,44,5,49,2,3,3,3,5,2.0
0,91,1,92,1,30,64,26,34,27,32,56,34,57,62,53,66,28,37,28,31,90,37,55,33,55,0,92,0,93,89,26,64,30,35,53,66,5,0,63,26,0,55,2,56,0,57,0,59,1,58,37,30,62,28,90,5,3,89,3,91,4,89,3,64,3,37,5,37,28,1,27,0,27,2,28,0,28,0,30,89,4,90,3,66,4,0,57,1,30,2,30,66,4,64,5,31,29,35,3,35,30,34,30,33,27,36,26,1,27,65,26,1,53,0,56,31,57,1,5,0,91,35,27,1,3,1,30,1,3,1,58,1,26,0,58,64,3,34,3,37,5,0,93,37,4,34,5,63,3,1,58,2,28,35,3,33,3,1,28,0,5,37,4,36,26,2,4,1,5,0,57,33,29,33,4,65,5,36,5,1,5,0,29,62,4,65,3,35,5,64,4,1,29,2,5,0,3,2,5,1,4,1,3,1,26,0,29,35,4,1,3,36,3,0,3,0,29,37,4,1,3,36,3,31,4,36,3,1,5,1,3,1.0
4,87,6,88,6,36,57,33,38,34,37,54,38,56,56,52,59,34,40,34,36,86,40,54,38,53,3,88,4,90,76,32,58,36,39,52,60,16,2,57,34,4,53,6,54,3,54,4,56,6,56,40,36,56,35,78,15,13,77,14,79,14,78,14,58,15,40,16,40,35,4,33,5,34,6,34,3,34,4,36,76,15,79,13,60,14,4,54,5,36,6,36,59,15,58,16,36,35,38,15,39,36,38,36,37,34,39,32,4,34,59,32,5,52,5,54,36,55,6,16,5,86,38,33,4,14,5,36,5,14,5,56,5,34,2,55,58,14,38,15,40,16,2,89,40,15,38,16,57,15,6,55,6,35,38,14,37,15,4,34,4,16,40,14,39,34,6,14,5,16,4,55,38,35,38,15,59,15,39,15,5,16,4,35,56,15,59,14,39,16,57,15,6,35,6,16,5,15,6,16,4,15,5,15,5,32,2,35,38,15,4,15,39,14,3,15,4,35,40,15,4,15,39,15,36,15,39,13,5,15,4,15,2.0
0,90,1,91,2,40,53,36,36,37,34,53,34,55,49,51,53,36,38,37,33,89,35,53,35,52,0,91,0,92,88,35,52,37,35,51,55,3,0,51,37,0,53,1,54,0,55,0,57,1,56,37,38,49,37,90,2,1,89,3,91,2,90,2,53,3,37,4,35,38,2,37,1,37,3,38,1,39,1,41,88,3,91,1,55,2,0,54,1,39,2,39,53,3,52,3,33,38,37,3,37,37,36,39,35,37,38,35,1,38,54,35,0,51,0,53,33,54,2,4,0,89,37,36,2,2,1,37,2,3,0,55,1,37,0,56,53,2,36,3,39,4,0,92,38,3,36,4,51,3,1,55,1,39,37,2,35,3,1,38,1,4,39,2,36,37,3,2,1,3,0,55,35,37,35,3,54,2,38,2,1,4,0,38,49,3,54,3,37,3,53,3,1,39,3,4,1,3,2,4,2,3,1,3,2,35,0,40,37,3,2,3,38,3,1,3,0,39,35,3,1,3,36,3,33,3,38,1,2,2,1,3,1.0
12,80,12,81,12,44,50,39,29,42,28,64,28,64,44,62,51,40,30,40,27,79,29,63,29,63,11,81,11,82,90,36,48,43,29,62,52,2,10,47,42,12,63,12,64,11,64,11,65,12,65,30,43,44,43,92,1,0,91,1,93,0,92,0,50,1,30,2,29,43,12,39,12,42,13,40,11,42,11,44,91,1,93,0,52,0,12,64,12,43,13,44,51,1,48,2,27,43,29,1,29,43,28,43,28,42,29,36,12,42,51,36,12,62,12,64,27,64,12,2,12,79,29,39,12,0,12,43,12,1,12,64,12,42,10,65,50,0,29,1,30,2,10,82,30,1,28,2,47,1,12,65,12,43,29,0,28,1,12,42,11,2,30,0,29,42,13,0,12,2,12,64,29,43,29,1,51,1,29,1,12,2,12,43,44,1,51,1,29,2,50,1,12,43,13,2,12,1,13,2,12,1,12,1,12,36,10,43,29,1,12,1,29,1,11,1,12,43,29,1,12,1,29,1,27,1,29,0,12,1,12,1,2.0
2,90,0,91,2,28,66,23,17,26,16,75,17,74,60,73,67,24,19,24,15,89,18,74,17,74,1,91,0,92,93,20,64,27,18,73,68,1,0,63,26,2,74,2,75,1,75,1,77,2,76,19,27,60,27,94,0,0,93,0,94,0,93,0,66,0,19,1,18,27,2,23,1,26,3,24,1,26,1,28,93,0,94,0,68,0,2,75,2,27,3,28,67,0,64,1,15,27,17,0,18,27,17,27,16,26,18,20,2,26,67,20,2,73,1,75,15,75,2,1,1,89,17,23,2,0,2,27,2,0,2,74,2,26,0,76,66,0,17,0,19,1,0,92,19,0,17,1,63,0,0,76,2,27,17,0,16,0,2,26,1,1,19,0,18,26,3,0,2,1,2,75,17,27,17,0,67,0,18,0,2,1,2,27,60,0,67,0,18,1,66,0,0,27,3,1,1,0,3,1,2,0,2,0,2,20,0,27,17,0,2,0,18,0,1,0,2,27,18,0,2,0,18,0,15,0,18,0,2,0,2,0,1.0
0,92,2,93,2,37,57,34,38,35,37,54,38,56,55,52,58,35,40,35,36,92,40,54,38,53,0,92,1,94,85,33,57,37,39,52,59,7,0,56,35,0,53,2,54,0,54,1,56,2,56,40,37,55,36,87,6,3,86,5,89,5,87,4,57,5,40,7,40,36,0,34,1,35,2,35,0,35,1,37,85,6,88,3,59,5,0,54,1,37,2,37,58,6,57,7,36,36,38,5,39,37,38,37,37,35,39,33,0,35,58,33,1,52,1,54,36,55,2,7,1,92,38,34,0,4,1,37,1,5,1,56,1,35,0,55,57,4,38,5,40,7,0,93,40,6,38,7,56,5,2,55,2,36,38,4,37,5,0,35,1,7,40,5,39,35,2,5,1,7,0,55,38,36,38,6,58,6,39,6,1,7,0,36,55,6,58,5,39,7,57,6,2,36,2,7,1,5,2,7,0,6,1,5,1,33,0,36,38,6,0,5,39,5,0,5,0,36,40,6,0,5,39,5,36,6,39,3,1,6,0,5,1.0
8,83,8,84,9,35,59,31,32,33,29,60,29,61,55,54,61,31,34,32,26,81,32,58,32,57,6,85,6,86,79,29,58,33,32,54,61,13,5,57,33,8,57,9,58,6,60,6,62,9,62,33,34,55,33,81,13,9,80,11,83,11,81,10,59,11,33,13,32,34,8,31,8,33,9,32,6,33,6,35,79,12,82,9,61,11,8,60,8,35,9,34,61,12,58,13,26,34,32,11,33,33,30,35,29,33,33,29,8,33,60,29,8,54,8,60,26,61,9,13,8,82,32,31,8,10,8,33,8,11,8,61,8,33,5,61,59,10,32,11,34,13,5,86,34,12,30,13,57,11,8,61,9,34,32,10,29,11,8,33,6,13,34,11,32,33,9,11,8,13,8,61,32,33,32,12,60,13,33,13,8,13,8,33,55,12,60,11,33,13,59,12,8,34,9,13,8,11,9,13,8,12,8,11,8,29,5,34,32,12,8,11,33,11,6,11,8,34,32,12,8,11,32,11,26,12,33,9,8,13,8,11,1.0
6,85,8,86,8,46,48,43,37,44,36,55,37,57,46,53,50,44,39,44,35,84,39,55,37,54,5,86,6,88,92,42,48,46,38,53,50,2,4,47,44,6,54,8,55,5,55,6,57,8,57,39,46,46,45,93,2,0,92,0,94,1,92,0,48,0,39,2,39,45,6,43,7,44,8,44,5,44,6,46,92,1,93,0,50,1,6,55,7,46,8,46,50,1,48,2,35,45,37,0,38,46,37,46,36,44,38,42,6,44,49,42,7,53,7,55,35,56,8,2,7,84,37,43,6,0,7,46,7,0,7,57,7,44,4,56,48,0,37,0,39,2,4,87,39,1,37,2,47,0,8,56,8,45,37,0,36,0,6,44,6,2,39,1,38,44,8,1,7,2,6,56,37,45,37,1,49,2,38,2,7,2,6,45,46,1,49,0,38,2,48,1,8,45,8,2,7,0,8,2,6,1,7,0,7,42,4,45,37,1,6,0,38,0,5,0,6,45,39,1,6,0,38,0,35,1,38,0,7,2,6,0,2.0
0,92,2,93,2,22,70,19,70,20,70,21,69,23,70,19,71,18,70,20,69,92,69,21,70,20,0,92,1,94,71,18,71,18,70,19,73,18,0,70,19,0,20,2,21,0,21,1,23,2,23,70,20,70,19,73,18,18,72,18,74,18,73,18,71,19,71,20,69,21,0,19,1,20,2,20,0,20,1,22,71,18,74,18,74,18,0,21,1,22,2,20,71,18,72,18,69,21,71,19,71,18,70,22,70,20,71,18,0,20,71,18,1,19,1,21,69,22,2,21,1,92,70,19,0,19,1,18,1,18,1,23,1,19,0,22,72,19,71,20,72,20,0,93,70,19,71,21,71,19,2,22,2,21,71,19,70,20,0,20,1,21,73,19,70,19,2,19,1,18,0,22,70,19,70,19,72,18,72,18,1,21,0,19,70,19,72,18,72,18,70,19,2,21,2,20,1,20,2,20,0,19,1,19,1,18,0,21,70,19,0,19,71,18,0,20,0,21,69,20,0,20,70,19,69,20,72,18,1,18,0,20,1.0
5,87,4,88,5,39,55,37,25,38,24,68,24,67,53,66,55,37,25,37,23,86,25,67,25,67,4,88,4,89,93,36,54,38,25,66,56,0,3,54,38,5,67,5,67,4,68,4,69,5,69,25,38,53,38,94,0,0,93,0,94,0,93,0,55,0,26,0,25,38,5,37,5,38,5,37,4,38,4,39,93,0,94,0,56,0,5,68,5,38,5,38,55,0,55,0,23,38,25,0,25,38,24,38,24,38,25,36,5,38,55,36,5,66,5,68,23,68,6,1,5,86,25,37,5,0,5,38,5,0,5,67,5,38,3,68,55,0,25,0,26,0,3,89,25,0,25,0,54,0,4,68,5,38,25,0,24,0,5,38,4,1,26,0,25,38,6,0,5,0,5,68,25,38,25,0,56,0,26,0,5,0,5,38,53,0,55,0,26,0,55,0,4,38,6,0,5,0,6,0,5,0,5,0,5,36,3,38,25,0,5,0,25,0,4,0,5,38,25,0,5,0,25,0,23,0,26,0,5,0,5,0,2.0
