@relation 'Sax dominant'

@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
48,45,46,47,45,72,20,16,71,20,70,44,47,46,47,46,74,18,73,18,48,21,46,46,70,20,48,44,74,17,5
33,59,29,32,59,62,29,26,62,29,60,57,31,61,31,61,65,28,64,27,33,30,29,61,61,30,33,57,64,26,2
38,54,34,37,54,71,22,19,70,21,69,52,36,56,36,56,73,21,71,20,38,23,34,56,69,22,38,52,72,19,6
46,47,44,45,47,60,31,27,60,31,58,46,45,48,45,48,63,30,62,29,46,32,44,48,58,32,46,46,62,27,1
34,58,30,33,58,70,23,21,69,23,68,56,32,60,32,60,71,22,70,22,34,24,30,60,68,23,34,56,71,21,5
26,67,24,26,67,64,29,27,64,29,63,66,25,68,25,68,65,28,65,28,26,29,24,68,63,29,26,66,65,27,5
39,51,33,40,51,70,23,21,70,23,69,48,36,54,37,55,71,22,71,22,40,23,33,54,69,23,40,48,71,21,7
27,65,23,27,65,67,26,21,66,25,64,63,25,67,25,67,69,23,68,23,27,26,23,67,64,25,27,63,69,21,4
39,51,35,41,52,70,23,21,70,23,69,49,37,53,38,55,71,22,71,22,41,23,35,54,69,23,40,49,71,21,5
22,71,20,21,71,66,26,25,66,27,65,70,21,72,21,72,67,26,67,26,22,27,20,72,65,27,22,70,67,25,5
31,61,27,31,61,65,27,23,65,27,63,59,29,63,29,63,67,25,67,25,31,27,27,63,63,27,31,59,67,23,7
29,63,25,28,63,77,16,14,76,16,75,61,27,65,27,65,78,15,77,15,29,17,25,65,75,16,29,61,78,14,3
38,53,34,39,53,69,24,22,69,24,68,51,36,55,37,56,70,23,70,23,39,24,34,55,68,24,39,51,70,22,4
40,52,36,39,52,63,29,25,62,28,61,50,38,54,38,54,66,27,64,26,40,30,36,54,62,29,40,50,65,26,2
35,58,31,34,57,62,30,26,62,30,60,56,33,60,33,59,64,28,64,28,34,30,31,59,60,30,35,56,64,26,5
38,54,32,37,53,74,19,17,74,19,73,51,35,57,35,56,75,18,75,18,37,19,32,56,73,19,38,51,75,17,5
39,51,35,41,52,73,22,20,72,20,72,49,37,53,38,55,74,21,72,20,41,22,35,54,72,21,40,49,73,20,6
42,49,36,42,49,74,21,19,73,19,73,46,39,52,39,52,75,20,73,19,42,21,36,52,73,20,42,46,74,19,6
30,62,26,30,62,63,29,25,63,29,61,60,28,64,28,64,65,27,65,27,30,29,26,64,61,29,30,60,65,25,7
33,58,29,34,59,75,18,16,75,18,74,56,31,60,31,61,76,17,76,17,34,18,29,61,74,18,33,56,76,16,2
47,46,45,46,46,76,17,15,75,17,74,45,46,47,46,47,77,16,76,16,47,18,45,47,74,17,47,45,77,15,3
37,55,33,36,55,68,24,23,68,25,67,53,35,57,35,57,69,24,69,24,37,25,33,57,67,25,37,53,69,23,4
42,50,38,41,50,69,24,21,68,23,67,48,40,52,40,52,71,23,69,22,42,25,38,52,67,24,42,48,70,21,4
29,62,26,29,62,73,19,18,73,20,72,60,27,64,28,65,74,19,74,19,30,20,26,64,72,20,30,61,74,18,4
35,56,29,34,56,75,17,16,75,18,74,53,32,59,32,59,76,17,76,17,35,18,29,59,74,18,35,53,76,16,3
46,45,40,45,45,68,24,23,68,25,67,42,43,48,43,48,69,24,69,24,46,25,40,48,67,25,46,42,69,23,6
33,58,31,34,59,70,22,21,70,23,69,57,32,59,33,61,71,22,71,22,35,23,31,60,69,23,34,57,71,21,7
27,63,21,27,64,74,18,17,74,19,73,60,24,66,24,67,75,18,75,18,28,19,21,67,73,19,27,60,75,17,5
34,58,30,34,58,66,27,25,66,27,65,56,32,60,32,60,67,26,67,26,34,27,30,60,65,27,34,56,67,25,2
49,44,47,48,44,67,24,21,67,25,65,43,48,45,48,45,69,23,69,23,49,25,47,45,65,25,49,43,69,21,5
45,48,43,45,48,70,22,18,70,22,68,47,44,49,44,49,72,20,72,20,45,22,43,49,68,22,45,47,72,18,4
30,62,26,29,62,66,26,25,66,27,65,60,28,64,28,64,67,26,67,26,30,27,26,64,65,27,30,60,67,25,4
36,56,32,36,56,72,21,19,72,21,71,54,34,58,34,58,73,20,73,20,36,21,32,58,71,21,36,54,73,19,5
27,65,23,27,65,62,30,26,62,30,60,63,25,67,25,67,64,28,64,28,27,30,23,67,60,30,27,63,64,26,5
33,59,29,32,59,66,27,24,65,26,64,57,31,61,31,61,68,26,66,25,33,28,29,61,64,27,33,57,67,24,6
33,59,29,33,59,74,19,17,74,19,73,57,31,61,31,61,75,18,75,18,33,19,29,61,73,19,33,57,75,17,3
37,54,34,38,54,67,26,24,67,26,66,52,35,56,36,57,68,25,68,25,38,26,34,56,66,26,38,53,68,24,2
49,44,47,48,44,73,18,14,73,18,71,43,48,45,48,45,76,17,75,16,49,19,47,45,71,19,49,43,75,14,5
49,43,43,47,42,69,23,22,69,24,68,40,46,46,46,45,70,23,70,23,48,24,43,45,68,24,49,40,70,22,7
31,61,27,30,61,68,24,23,68,25,67,59,29,63,29,63,69,24,69,24,31,25,27,63,67,25,31,59,69,23,5
40,52,36,40,52,66,27,25,66,27,65,50,38,54,38,54,67,26,67,26,40,27,36,54,65,27,40,50,67,25,1
38,54,34,37,54,70,22,21,70,23,69,52,36,56,36,56,71,22,71,22,38,23,34,56,69,23,38,52,71,21,6
46,47,44,45,47,67,26,23,66,25,65,46,45,48,45,48,69,25,67,24,46,27,44,48,65,26,46,46,68,23,4
36,56,32,36,56,66,27,25,66,27,65,54,34,58,34,58,67,26,67,26,36,27,32,58,65,27,36,54,67,25,1
27,65,23,26,65,66,27,25,65,27,64,63,25,67,25,67,67,26,66,26,27,28,23,67,64,27,27,63,67,25,3
37,55,33,36,55,73,19,18,73,20,72,53,35,57,35,57,74,19,74,19,37,20,33,57,72,20,37,53,74,18,5
31,61,27,31,61,63,29,25,63,29,61,59,29,63,29,63,65,27,65,27,31,29,27,63,61,29,31,59,65,25,4
27,63,21,27,64,74,18,17,74,19,73,60,24,66,24,67,75,18,75,18,28,19,21,67,73,19,27,60,75,17,5
41,51,37,40,51,68,25,23,67,25,66,49,39,53,39,53,69,24,68,24,41,26,37,53,66,25,41,49,69,23,6
47,46,45,46,46,65,27,26,65,28,64,45,46,47,46,47,66,27,66,27,47,28,45,47,64,28,47,45,66,26,1
35,57,31,34,57,72,20,19,72,21,71,55,33,59,33,59,73,20,73,20,35,21,31,59,71,21,35,55,73,19,5
32,60,28,31,60,72,20,19,72,21,71,58,30,62,30,62,73,20,73,20,32,21,28,62,71,21,32,58,73,19,5
34,59,32,33,59,68,25,23,67,25,66,58,33,60,33,60,69,24,68,24,34,26,32,60,66,25,34,58,69,23,4
42,49,40,44,50,73,20,18,73,20,72,48,41,50,42,52,74,19,74,19,44,20,40,51,72,20,43,48,74,18,3
47,46,45,46,46,70,21,18,70,22,68,45,46,47,46,47,72,20,72,20,47,22,45,47,68,22,47,45,72,18,5
35,57,31,35,57,72,21,19,72,21,71,55,33,59,33,59,73,20,73,20,35,21,31,59,71,21,35,55,73,19,5
40,53,36,39,52,69,24,22,69,24,68,51,38,55,38,54,70,23,70,23,39,24,36,54,68,24,40,51,70,22,3
35,59,31,33,58,67,26,24,67,26,66,57,33,61,32,59,68,25,68,25,33,26,31,60,66,26,34,57,68,24,7
35,56,29,35,56,69,24,22,69,24,68,53,32,59,32,59,70,23,70,23,35,24,29,59,68,24,35,53,70,22,3
34,58,30,33,58,70,24,23,69,23,69,56,32,60,32,60,71,24,69,23,34,25,30,60,69,24,34,56,70,23,5
39,52,35,40,52,72,21,19,72,21,71,50,37,54,38,55,73,20,73,20,40,21,35,54,71,21,40,50,73,19,7
37,55,33,37,55,70,24,20,69,22,68,53,35,57,35,57,72,22,70,21,37,24,33,57,68,23,37,53,71,20,6
48,45,46,47,45,66,25,22,66,25,64,44,47,46,47,46,69,24,68,23,48,26,46,46,65,26,48,44,68,22,1
40,52,36,39,52,69,23,22,69,24,68,50,38,54,38,54,70,23,70,23,40,24,36,54,68,24,40,50,70,22,6
39,50,33,40,51,74,18,17,74,19,73,47,36,53,37,55,75,18,75,18,41,19,33,54,73,19,40,47,75,17,3
32,60,28,31,60,76,16,15,76,17,75,58,30,62,30,62,77,16,77,16,32,17,28,62,75,17,32,58,77,15,3
33,58,29,33,59,68,24,23,68,25,67,57,31,60,31,61,69,24,69,24,34,25,30,61,67,25,33,57,69,23,6
44,48,40,44,48,71,24,22,70,22,70,46,42,50,42,50,72,23,70,22,44,24,40,50,70,23,44,46,71,22,5
33,59,29,33,59,60,32,28,60,32,58,57,31,61,31,61,62,30,62,30,33,32,29,61,58,32,33,57,62,28,3
45,48,43,44,48,69,24,22,68,24,67,47,44,49,44,49,70,23,69,23,45,25,43,49,67,24,45,47,70,22,1
36,57,32,35,56,67,26,24,67,26,66,55,34,59,34,58,68,25,68,25,35,26,32,58,66,26,36,55,68,24,7
40,51,36,41,51,67,26,24,67,26,66,49,38,53,39,54,68,25,68,25,41,26,36,53,66,26,41,49,68,24,2
41,50,37,42,50,67,26,24,67,26,66,48,39,52,40,53,68,25,68,25,42,26,37,52,66,26,42,48,68,24,1
36,56,32,35,56,47,44,41,47,45,45,54,34,58,34,58,49,43,49,43,36,45,32,58,45,45,36,54,49,41,1
31,60,25,30,60,68,25,22,67,24,66,57,28,63,28,63,70,24,68,23,31,26,25,63,66,25,31,57,69,22,1
49,44,47,48,44,66,26,25,66,27,65,43,48,45,48,45,67,26,67,26,49,27,47,45,65,27,49,43,67,25,1
39,51,35,41,52,70,23,21,70,23,69,49,37,53,38,55,71,22,71,22,41,23,35,54,69,23,40,49,71,21,5
34,57,31,35,57,75,18,16,75,18,74,55,32,59,33,60,76,17,76,17,35,18,31,59,74,18,35,56,76,16,2
41,51,37,41,51,77,18,16,76,16,76,49,39,53,39,53,78,17,76,16,41,18,37,53,76,17,41,49,77,16,3
37,54,35,39,55,71,24,22,70,22,70,53,36,55,37,57,72,23,70,22,39,24,35,56,70,23,38,53,71,22,3
43,47,37,44,47,68,25,23,68,25,67,44,40,50,41,51,69,24,69,24,44,25,37,50,67,25,44,44,69,23,7
31,61,27,31,61,62,30,26,62,30,60,59,29,63,29,63,64,28,64,28,31,30,27,63,60,30,31,59,64,26,5
45,46,39,45,46,69,26,24,68,24,68,43,42,49,42,49,70,25,68,24,45,26,39,49,68,25,45,43,69,24,6
33,58,29,34,59,75,18,16,75,18,74,56,31,60,31,61,76,17,76,17,34,18,29,61,74,18,33,56,76,16,2
37,55,33,36,55,69,23,22,69,24,68,53,35,57,35,57,70,23,70,23,37,24,33,57,68,24,37,53,70,22,6
48,44,44,48,44,73,20,18,73,20,72,42,46,46,46,46,74,19,74,19,48,20,44,46,72,20,48,42,74,18,2
44,47,40,45,47,66,27,25,66,27,65,45,42,49,43,50,67,26,67,26,45,27,40,49,65,27,45,45,67,25,7
42,50,38,41,50,63,30,28,62,29,61,48,40,52,40,52,65,29,63,28,42,31,38,52,62,30,42,48,64,28,5
21,71,17,21,71,79,14,12,79,14,78,69,19,73,19,73,80,13,80,13,21,14,17,73,78,14,21,69,80,12,1
33,59,29,33,59,68,25,23,68,25,67,57,31,61,31,61,69,24,69,24,33,25,29,61,67,25,33,57,69,23,3
44,48,40,44,48,74,19,17,74,19,73,46,42,50,42,50,75,18,75,18,44,19,40,50,73,19,44,46,75,17,2
48,45,46,48,45,68,26,22,67,24,66,44,47,46,47,46,70,24,68,23,48,26,46,46,66,25,48,44,69,22,6
28,65,26,27,65,68,24,23,68,25,67,64,27,66,27,66,69,24,69,24,28,25,26,66,67,25,28,64,69,23,6
37,55,33,36,55,69,23,22,69,24,68,53,35,57,35,57,70,23,70,23,37,24,33,57,68,24,37,53,70,22,6
38,52,32,38,52,75,17,16,75,18,74,49,35,55,36,56,76,17,76,17,39,18,32,55,74,18,39,49,76,16,5
36,55,32,37,56,68,26,23,67,25,66,53,34,57,34,58,69,24,68,24,37,26,32,58,66,25,36,53,69,23,5
32,60,28,32,60,74,19,17,74,19,73,58,30,62,30,62,75,18,75,18,32,19,28,62,73,19,32,58,75,17,3
37,55,33,36,55,64,27,24,64,28,62,53,35,57,35,57,66,26,66,26,37,28,33,57,62,28,37,53,66,24,1
36,57,34,35,57,66,25,22,66,26,64,56,35,58,35,58,68,24,68,24,36,26,34,58,64,26,36,56,68,22,2
38,53,34,39,53,66,27,25,66,27,65,51,36,55,37,56,67,26,67,26,39,27,34,55,65,27,39,51,67,25,7
35,57,31,35,57,65,29,26,64,28,63,55,33,59,33,59,66,27,65,27,35,29,31,59,63,28,35,55,66,26,2
40,52,36,40,52,66,27,25,66,27,65,50,38,54,38,54,67,26,67,26,40,27,36,54,65,27,40,50,67,25,1
45,46,39,44,46,69,23,22,69,24,68,43,42,49,42,49,70,23,70,23,45,24,39,49,68,24,45,43,70,22,5
47,46,45,46,46,69,22,19,69,23,67,45,46,47,46,47,71,21,71,21,47,23,45,47,67,23,47,45,71,19,5
36,55,30,36,55,71,22,20,71,22,70,52,33,58,33,58,72,21,72,21,36,22,30,58,70,22,36,52,72,20,7
43,48,39,44,49,72,23,21,71,21,71,46,41,50,41,51,73,22,71,21,44,23,39,51,71,22,43,46,72,21,5
24,69,22,24,69,76,17,15,76,17,75,68,23,70,23,70,77,16,77,16,24,17,22,70,75,17,24,68,77,15,1
46,47,44,46,47,71,23,19,70,21,69,46,45,48,45,48,73,21,71,20,46,23,44,48,69,22,46,46,72,19,5
44,47,38,44,47,69,24,22,69,24,68,44,41,50,41,50,70,23,70,23,44,24,38,50,68,24,44,44,70,22,5
32,60,28,32,60,68,25,23,68,25,67,58,30,62,30,62,69,24,69,24,32,25,28,62,67,25,32,58,69,23,5
40,52,36,40,52,72,23,21,71,21,71,50,38,54,38,54,73,22,71,21,40,23,36,54,71,22,40,50,72,21,3
52,40,48,52,40,68,25,23,68,25,67,38,50,42,50,42,69,24,69,24,52,25,48,42,67,25,52,38,69,23,7
35,57,31,35,57,70,23,21,70,23,69,55,33,59,33,59,71,22,71,22,35,23,31,59,69,23,35,55,71,21,6
34,58,30,34,58,74,19,17,74,19,73,56,32,60,32,60,75,18,75,18,34,19,30,60,73,19,34,56,75,17,2
26,66,22,26,66,74,19,16,74,18,73,64,24,68,24,68,76,18,75,17,26,19,22,68,73,19,26,64,75,16,3
38,54,34,38,54,68,25,23,68,24,67,52,36,56,36,56,70,24,69,23,38,25,34,56,68,25,38,52,69,23,5
28,63,26,29,64,74,18,17,74,19,73,62,27,64,28,66,75,18,75,18,30,19,26,65,73,19,29,62,75,17,3
32,60,28,32,60,58,34,30,58,34,56,58,30,62,30,62,60,32,60,32,32,34,28,62,56,34,32,58,60,30,4
46,47,44,45,47,69,24,21,68,23,67,46,45,48,45,48,71,23,69,22,46,25,44,48,67,24,46,46,70,21,3
41,51,37,40,51,68,23,20,68,24,66,49,39,53,39,53,70,22,70,22,41,24,37,53,66,24,41,49,70,20,5
35,56,29,35,56,74,19,17,74,19,73,53,32,59,32,59,75,18,75,18,35,19,29,59,73,19,35,53,75,17,3
46,46,42,46,46,74,19,17,74,19,73,44,44,48,44,48,75,18,75,18,46,19,42,48,73,19,46,44,75,17,3
30,61,26,30,62,68,24,23,68,25,67,59,28,63,28,64,69,24,69,24,31,25,26,64,67,25,30,59,69,23,6
33,59,29,33,59,67,26,24,67,26,66,57,31,61,31,61,68,25,68,25,33,26,29,61,66,26,33,57,68,24,3
48,45,46,47,45,68,23,20,68,24,66,44,47,46,47,46,70,22,70,22,48,24,46,46,66,24,48,44,70,20,3
45,46,43,47,47,72,23,21,71,21,71,45,44,47,45,49,73,22,71,21,47,23,43,48,71,22,46,45,72,21,2
35,57,31,35,57,57,36,30,56,34,54,55,33,59,33,59,60,33,58,32,35,36,31,59,54,35,35,55,59,30,2
31,60,27,32,61,82,13,11,81,11,81,58,29,62,29,63,83,12,81,11,32,13,27,63,81,12,31,58,82,11,2
36,56,32,35,56,70,22,21,70,23,69,54,34,58,34,58,71,22,71,22,36,23,32,58,69,23,36,54,71,21,6
36,56,32,36,56,69,24,22,69,24,68,54,34,58,34,58,70,23,70,23,36,24,32,58,68,24,36,54,70,22,4
50,43,48,49,43,72,21,18,71,20,70,42,49,44,49,44,74,20,72,19,50,22,48,44,70,21,50,42,73,18,4
34,58,30,33,58,66,26,25,66,27,65,56,32,60,32,60,67,26,67,26,34,27,30,60,65,27,34,56,67,25,2
27,63,23,28,64,68,24,23,68,25,67,61,25,65,26,67,69,24,69,24,29,25,23,66,67,25,28,61,69,23,7
47,46,45,46,46,74,19,17,73,19,72,45,46,47,46,47,75,18,74,18,47,20,45,47,72,19,47,45,75,17,4
28,64,24,28,64,66,27,25,66,27,65,62,26,66,26,66,67,26,67,26,28,27,24,66,65,27,28,62,67,25,2
40,52,36,40,52,64,29,27,64,29,63,50,38,54,38,54,65,28,65,28,40,29,36,54,63,29,40,50,65,27,5
31,60,25,31,60,73,20,18,73,20,72,57,28,63,28,63,74,19,74,19,31,20,25,63,72,20,31,57,74,18,5
27,65,23,27,65,67,27,24,66,26,65,63,25,67,25,67,68,25,67,25,27,27,23,67,65,26,27,63,68,24,5
44,46,40,46,47,69,24,22,69,24,68,44,42,48,43,50,70,23,70,23,46,24,40,49,68,24,45,44,70,22,3
34,58,30,33,58,67,25,24,67,26,66,56,32,60,32,60,68,25,68,25,34,26,30,60,66,26,34,56,68,24,4
38,54,34,37,54,72,20,19,72,21,71,52,36,56,36,56,73,20,73,20,38,21,34,56,71,21,38,52,73,19,6
33,59,29,33,59,71,22,20,71,22,70,57,31,61,31,61,72,21,72,21,33,22,29,61,70,22,33,57,72,20,3
31,61,27,30,61,68,24,23,68,25,67,59,29,63,29,63,69,24,69,24,31,25,27,63,67,25,31,59,69,23,3
41,49,35,41,49,71,21,20,71,22,70,46,38,52,39,53,72,21,72,21,42,22,35,52,70,22,42,46,72,20,7
42,49,36,42,49,70,23,21,70,23,69,46,39,52,39,52,71,22,71,22,42,23,36,52,69,23,42,46,71,21,7
19,74,17,19,74,69,24,22,69,24,68,73,18,75,18,75,70,23,70,23,19,24,17,75,68,24,19,73,70,22,6
34,56,28,34,56,76,17,15,76,17,75,53,31,60,31,60,77,16,77,16,34,17,28,59,75,17,35,54,77,15,2
38,54,34,37,54,70,21,17,70,21,68,52,36,56,36,56,73,20,72,19,38,22,34,56,68,22,38,52,72,17,6
44,46,40,46,47,74,21,19,73,19,73,44,42,48,43,50,75,20,73,19,46,21,40,49,73,20,45,44,74,19,6
40,52,36,39,52,71,20,18,71,22,69,50,38,54,38,54,72,19,73,20,40,21,36,54,69,21,40,50,73,18,6
30,62,26,29,62,62,29,26,62,30,60,60,28,64,28,64,64,28,64,28,30,30,26,64,60,30,30,60,64,26,1
41,50,37,42,50,69,24,22,69,24,68,48,39,52,40,53,70,23,70,23,42,24,37,52,68,24,42,48,70,22,4
38,54,34,37,54,67,26,24,66,26,65,52,36,56,36,56,68,25,67,25,38,27,34,56,65,26,38,52,68,24,5
37,54,35,39,55,69,24,22,69,24,68,53,36,55,37,57,70,23,70,23,39,24,35,56,68,24,38,53,70,22,7
36,56,32,35,56,65,28,26,64,28,63,54,34,58,34,58,66,27,65,27,36,29,32,58,63,28,36,54,66,26,2
47,45,47,48,46,65,27,23,64,27,63,45,47,45,48,47,67,25,66,25,49,28,47,46,63,27,48,45,67,24,1
37,55,33,36,55,72,21,19,71,21,70,53,35,57,35,57,73,20,72,20,37,22,33,57,70,21,37,53,73,19,5
23,70,21,23,70,80,13,11,80,12,79,69,22,71,22,71,82,12,81,11,23,13,21,71,80,13,23,69,81,11,2
33,58,30,33,59,68,23,20,68,24,66,57,32,60,32,61,70,22,70,22,34,24,30,60,66,24,34,57,70,20,6
40,51,36,41,51,68,25,23,68,25,67,49,38,53,39,54,69,24,69,24,41,25,36,53,67,25,41,49,69,23,2
26,66,22,25,66,68,26,25,67,25,67,64,24,68,24,68,69,26,67,25,26,27,22,68,67,26,26,64,68,25,3
28,63,24,29,64,68,25,23,68,25,67,61,26,65,26,66,69,24,69,24,29,25,24,66,67,25,28,61,69,23,7
40,52,36,40,52,62,31,26,61,30,59,50,38,54,38,54,64,28,63,28,40,31,36,54,59,30,40,50,64,26,4
34,58,30,34,58,68,25,23,68,25,67,56,32,60,32,60,69,24,69,24,34,25,30,60,67,25,34,56,69,23,2
36,56,32,35,56,69,23,22,69,24,68,54,34,58,34,58,70,23,70,23,36,24,32,58,68,24,36,54,70,22,6
37,55,33,37,55,61,31,27,61,31,59,53,35,57,35,57,63,29,63,29,37,31,33,57,59,31,37,53,63,27,3
42,50,38,42,50,66,26,23,66,26,64,48,40,52,40,52,68,24,68,24,42,26,38,52,65,26,42,48,68,23,1
47,46,45,46,46,70,22,21,70,23,69,45,46,47,46,47,71,22,71,22,47,23,45,47,69,23,47,45,71,21,6
31,60,29,33,61,73,20,18,73,20,72,59,30,61,31,63,74,19,74,19,33,20,29,62,72,20,32,59,74,18,2
32,60,28,31,60,65,26,24,65,28,63,58,30,62,30,62,66,25,67,26,32,27,28,62,63,27,32,58,67,24,2
32,61,30,32,61,67,26,24,67,26,66,60,31,62,31,62,68,25,68,25,32,26,30,62,66,26,32,60,68,24,6
47,46,45,47,46,65,29,25,64,27,63,45,46,47,46,47,67,27,65,26,47,29,45,47,63,28,47,45,66,25,2
49,44,47,49,44,65,27,23,65,27,63,43,48,45,48,45,67,25,67,25,49,27,47,45,63,27,49,43,67,23,1
33,59,29,33,59,62,30,26,62,30,60,57,31,61,31,61,64,28,64,28,33,30,29,61,60,30,33,57,64,26,3
22,71,20,22,71,74,19,17,74,19,73,70,21,72,21,72,75,18,75,18,22,19,20,72,73,19,22,70,75,17,1
37,54,31,37,54,76,19,17,75,17,75,51,34,57,34,57,77,18,75,17,37,19,31,57,75,18,37,51,76,17,6
31,60,25,31,60,67,27,24,66,26,65,57,28,63,28,63,68,25,67,25,31,27,25,63,65,26,31,57,68,24,4
37,55,33,36,55,71,20,17,71,21,69,53,35,57,35,57,73,19,73,19,37,21,33,57,69,21,37,53,73,17,3
39,53,35,39,53,67,26,24,67,26,66,51,37,55,37,55,68,25,68,25,39,26,35,55,66,26,39,51,68,24,2
38,54,34,38,54,67,26,24,67,26,66,52,36,56,36,56,68,25,68,25,38,26,34,56,66,26,38,52,68,24,1
49,42,45,50,42,68,25,23,68,25,67,40,47,44,48,45,69,24,69,24,50,25,45,44,67,25,50,40,69,23,4
48,45,46,48,45,73,20,18,73,20,72,44,47,46,47,46,74,19,74,19,48,20,46,46,72,20,48,44,74,18,3
19,74,17,18,74,62,29,26,62,30,60,73,18,75,18,75,64,28,64,28,19,30,17,75,60,30,19,73,64,26,3
36,56,32,36,56,69,24,22,69,24,68,54,34,58,34,58,70,23,70,23,36,24,32,58,68,24,36,54,70,22,7
44,48,40,43,48,67,26,23,66,25,65,46,42,50,42,50,69,25,67,24,44,27,40,50,65,26,44,46,68,23,2
41,51,37,41,51,66,27,25,66,27,65,49,39,53,39,53,67,26,67,26,41,27,37,53,65,27,41,49,67,25,2
31,61,27,30,61,72,20,19,72,21,71,59,29,63,29,63,73,20,73,20,31,21,27,63,71,21,31,59,73,19,5
29,63,25,29,63,69,25,22,68,24,68,61,27,65,27,65,70,23,69,23,29,25,25,65,68,24,29,61,70,23,3
36,57,32,35,56,67,26,24,67,26,66,55,34,59,34,58,68,25,68,25,35,26,32,58,66,26,36,55,68,24,6
42,50,36,41,49,69,24,22,69,24,68,47,39,53,39,52,70,23,70,23,41,24,36,52,68,24,42,47,70,22,7
47,44,43,48,44,68,25,23,68,25,67,42,45,46,46,47,69,24,69,24,48,25,43,46,67,25,48,42,69,23,4
41,50,37,42,50,67,26,24,67,26,66,48,39,52,40,53,68,25,68,25,42,26,37,52,66,26,42,48,68,24,1
45,48,43,44,48,65,26,23,65,27,63,47,44,49,44,49,67,25,67,25,45,27,43,49,63,27,45,47,67,23,1
33,59,29,33,59,72,21,19,72,21,71,57,31,61,31,61,73,20,73,20,33,21,29,61,71,21,33,57,73,19,4
33,58,27,33,58,74,19,17,74,19,73,55,30,61,30,61,75,18,75,18,33,19,27,61,73,19,33,55,75,17,3
35,56,29,34,56,74,18,17,74,19,73,53,32,59,32,59,75,18,75,18,35,19,29,59,73,19,35,53,75,17,3
44,48,40,44,48,70,23,18,69,22,68,46,42,50,42,50,72,20,71,20,44,23,40,50,68,22,44,46,72,19,6
22,70,18,21,70,66,27,24,65,26,64,68,20,72,20,72,68,26,66,25,22,28,18,72,64,27,22,68,67,24,2
44,47,38,44,47,69,24,22,69,24,68,44,41,50,41,50,70,23,70,23,44,24,38,50,68,24,44,44,70,22,4
34,57,32,36,58,72,21,19,72,21,71,56,33,58,34,60,73,20,73,20,36,21,32,59,71,21,35,56,73,19,3
35,58,31,34,57,67,26,24,67,26,66,56,33,60,33,59,68,25,68,25,34,26,31,59,66,26,35,56,68,24,7
29,64,27,29,64,67,26,24,67,26,66,63,28,65,28,65,68,25,68,25,29,26,27,65,66,26,29,63,68,24,5
25,67,21,25,67,69,24,22,69,24,68,65,23,69,23,69,70,23,70,23,25,24,21,69,68,24,25,65,70,22,6
44,48,40,43,48,69,23,22,69,24,68,46,42,50,42,50,70,23,70,23,44,24,40,50,68,24,44,46,70,22,7
43,47,38,44,47,67,26,24,67,26,66,44,40,50,41,51,68,25,68,25,44,26,38,50,66,26,44,45,68,24,2
34,58,30,33,58,60,31,28,60,32,58,56,32,60,32,60,62,30,62,30,34,32,30,60,58,32,34,56,62,28,3
35,56,31,36,56,74,19,17,74,19,73,54,33,58,34,59,75,18,75,18,36,19,31,58,73,19,36,54,75,17,2
47,45,43,47,45,65,28,26,65,28,64,43,45,47,45,47,66,27,66,27,47,28,43,47,64,28,47,43,66,26,1
33,59,29,32,59,68,24,23,68,25,67,57,31,61,31,61,69,24,69,24,33,25,29,61,67,25,33,57,69,23,4
38,54,34,38,54,70,22,18,70,22,68,52,36,56,36,56,72,20,72,20,38,22,34,56,68,22,38,52,72,18,6
34,58,30,34,58,63,31,28,62,30,61,56,32,60,32,60,64,29,63,29,34,31,30,60,61,30,34,56,64,28,5
35,57,31,35,57,68,25,23,68,25,67,55,33,59,33,59,69,24,69,24,35,25,31,59,67,25,35,55,69,23,5
35,57,31,35,57,66,27,25,66,27,65,55,33,59,33,59,67,26,67,26,35,27,31,59,65,27,35,55,67,25,2
38,52,34,40,53,68,25,23,68,25,67,50,36,54,37,56,69,24,69,24,40,25,34,55,67,25,39,50,69,23,5
36,56,32,36,56,69,24,22,69,24,68,54,34,58,34,58,70,23,70,23,36,24,32,58,68,24,36,54,70,22,6
47,44,41,47,44,69,24,22,69,24,68,41,44,47,44,47,70,23,70,23,47,24,41,47,68,24,47,41,70,22,7
50,39,44,51,40,73,20,18,72,20,71,37,47,42,48,44,74,19,73,19,52,21,45,43,71,20,51,37,74,18,1
38,52,34,40,53,76,17,15,76,17,75,50,36,54,37,56,77,16,77,16,40,17,34,55,75,17,39,50,77,15,2
