@relation 'Sax dominant'

@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute destClass {1,3,2}

@data
20,8,18,63,68,14,4,16,64,16,16,6,75,5,70,15,18,61,70,11,8,16,78,8,78,6,63,54,18,15,8,74,8,75,19,16,78,6,19,12,8,16,6,16,2.0
7,7,6,83,70,13,0,5,84,5,14,0,88,4,73,14,6,81,73,12,2,14,80,7,80,6,66,79,6,14,2,87,2,88,6,14,80,4,6,12,2,14,0,14,3.0
1,4,0,93,81,7,0,0,94,0,8,0,94,2,82,8,0,93,82,7,0,8,86,4,86,3,79,93,0,8,0,93,0,94,0,8,86,3,0,7,0,8,0,8,2.0
18,5,17,66,77,9,4,16,66,16,10,4,76,2,79,9,17,62,79,7,8,10,84,5,84,4,75,56,17,9,8,76,8,76,18,10,84,3,18,8,8,10,4,10,3.0
8,8,7,82,68,15,1,6,83,6,16,1,87,5,70,16,7,80,70,14,3,16,78,8,78,7,63,78,7,16,3,86,3,87,7,16,78,6,7,14,3,16,1,16,3.0
19,11,17,66,67,16,4,16,67,16,18,6,76,9,69,17,17,63,69,14,9,18,76,11,76,9,62,59,17,17,9,75,9,76,18,18,76,9,18,15,9,18,6,18,2.0
19,10,17,67,73,13,6,17,68,17,14,6,76,7,76,13,18,63,76,12,10,14,80,10,80,9,72,59,18,14,10,75,10,76,18,14,80,7,18,12,10,14,6,14,3.0
18,5,17,66,77,9,4,16,66,16,10,4,76,2,79,9,17,62,79,7,8,10,84,5,84,4,75,56,17,9,8,76,8,76,18,10,84,3,18,8,8,10,4,10,1.0
23,11,20,60,67,16,5,18,61,18,18,6,72,9,69,16,21,55,69,12,11,18,76,11,76,9,62,50,21,17,11,71,11,72,22,18,76,9,22,13,11,18,6,18,3.0
25,10,24,56,68,16,4,19,56,19,17,5,69,8,70,16,24,49,70,11,12,17,77,10,77,9,63,44,24,16,12,69,11,69,25,17,77,8,25,11,12,17,5,17,1.0
3,6,2,89,79,9,0,2,90,2,10,0,92,4,80,10,2,89,80,9,0,10,84,6,84,5,77,87,2,10,0,91,0,92,2,10,84,5,2,9,0,10,0,10,3.0
19,11,17,65,67,16,1,16,66,16,18,3,76,9,69,17,17,60,69,14,8,18,76,11,76,9,62,57,17,17,8,75,8,76,18,18,76,9,18,15,8,18,3,18,3.0
26,10,25,55,66,16,4,18,55,19,18,5,68,8,68,17,24,47,68,11,13,18,76,10,76,9,60,43,24,16,13,68,11,68,26,18,76,8,26,11,13,18,5,18,3.0
19,8,17,64,76,11,3,17,65,17,12,5,76,6,78,11,18,62,78,10,7,12,82,8,82,7,74,55,18,12,7,75,7,76,18,12,82,6,18,10,7,12,5,12,3.0
4,6,3,88,76,10,0,3,89,3,11,0,91,4,78,11,3,87,78,10,1,11,83,6,83,5,73,86,3,11,1,90,1,91,3,11,83,4,3,10,1,11,0,11,2.0
9,7,8,79,77,10,0,7,80,7,11,0,86,5,79,11,8,77,79,9,2,11,83,7,83,6,75,73,8,11,2,85,2,86,8,11,83,5,8,9,2,11,0,11,3.0
23,5,22,60,78,9,6,20,60,20,10,6,71,3,79,9,22,54,79,7,12,10,84,5,84,4,75,49,22,9,12,71,11,71,23,10,84,4,23,7,12,10,6,10,3.0
6,0,4,87,93,0,3,6,88,6,0,3,89,0,93,0,5,87,94,1,4,1,93,0,94,0,93,86,6,1,3,88,4,90,4,0,94,0,5,1,3,0,3,0,1.0
20,8,18,64,76,11,5,18,65,18,12,5,75,6,78,11,19,60,78,10,9,12,82,8,82,7,74,54,19,12,9,74,9,75,19,12,82,6,19,10,9,12,5,12,3.0
3,6,2,89,78,9,0,2,90,2,10,0,92,4,80,10,2,89,80,9,0,10,84,6,84,5,76,87,2,10,0,91,0,92,2,10,84,4,2,9,0,10,0,10,2.0
27,10,24,55,64,17,7,22,56,22,19,9,68,6,66,17,25,50,66,13,14,19,75,10,75,8,59,45,25,18,14,67,14,68,26,19,75,8,26,14,14,19,9,19,3.0
26,11,24,57,68,16,7,23,58,23,18,9,69,9,69,17,24,52,69,14,14,18,76,11,76,9,63,48,24,17,14,68,14,69,25,18,76,10,25,15,14,18,9,18,1.0
23,8,20,60,67,14,5,18,61,18,16,6,72,5,70,14,21,55,70,10,11,16,78,8,78,6,62,50,21,15,11,71,11,72,22,16,78,5,22,11,11,16,6,16,1.0
16,8,15,68,75,12,2,14,69,14,13,4,79,6,76,13,15,67,76,11,5,13,81,8,81,7,72,60,15,13,5,78,5,79,15,13,81,7,15,11,5,13,4,13,3.0
24,10,21,59,58,19,6,17,60,17,21,7,71,5,62,19,22,54,62,13,12,21,73,10,73,8,52,49,22,20,12,70,12,71,23,21,73,6,23,14,12,21,7,21,3.0
14,8,13,70,76,11,1,12,71,12,12,4,81,6,78,12,13,71,78,10,3,12,82,8,82,7,74,63,13,12,3,80,3,81,13,12,82,6,13,10,3,12,4,12,3.0
22,4,21,60,79,8,2,19,60,19,9,3,72,2,80,8,21,53,80,6,10,9,85,4,85,3,76,49,21,8,10,72,9,72,22,9,85,3,22,6,10,9,3,9,3.0
23,9,21,58,65,16,3,17,59,17,18,5,72,6,67,17,21,54,67,11,9,18,76,9,76,7,59,47,21,17,9,71,9,72,22,18,76,7,22,12,9,18,5,18,2.0
7,6,7,81,75,11,0,6,81,6,12,0,87,4,76,12,6,80,76,10,1,12,82,6,82,5,71,75,6,11,1,87,1,87,7,12,82,5,7,11,1,12,0,12,1.0
22,11,20,62,69,15,3,20,63,20,17,6,73,9,71,16,20,57,71,14,11,17,77,11,77,9,65,55,20,16,11,72,11,73,21,17,77,9,21,15,11,17,6,17,2.0
26,10,22,57,58,19,9,18,58,18,21,9,69,5,62,18,24,52,62,12,14,21,73,10,73,8,52,46,24,20,14,68,14,69,25,21,73,6,25,13,14,21,9,21,2.0
26,9,23,56,61,18,9,19,56,19,19,9,68,4,65,16,25,51,65,11,14,19,75,9,75,8,56,44,25,18,14,68,14,68,26,19,75,5,26,12,14,19,9,19,2.0
9,8,8,78,68,15,0,7,79,7,16,3,86,5,70,16,8,80,70,14,1,16,78,8,78,7,63,74,8,16,1,85,1,86,8,16,78,6,8,14,1,16,3,16,1.0
23,10,20,60,58,19,5,17,61,17,21,6,72,5,62,19,21,55,62,14,11,21,73,10,73,8,52,50,21,20,11,71,11,72,22,21,73,6,22,15,11,21,6,21,2.0
4,5,3,87,80,8,0,3,88,3,9,0,91,3,81,9,3,87,81,8,0,9,85,5,85,4,78,84,3,9,0,90,0,91,3,9,85,4,3,8,0,9,0,9,3.0
27,10,26,54,68,15,5,20,54,21,17,6,67,8,70,16,25,46,70,11,14,17,77,10,77,9,63,42,25,15,14,67,12,67,27,17,77,8,27,11,14,17,6,17,1.0
13,7,12,71,76,10,1,11,72,11,11,2,82,4,79,11,12,71,79,9,2,11,83,7,83,6,75,62,12,11,2,81,2,82,12,11,83,4,12,9,2,11,2,11,3.0
14,8,12,73,68,14,3,11,74,11,16,4,81,5,70,15,12,71,70,12,6,16,78,8,78,6,63,67,12,15,6,80,6,81,13,16,78,6,13,13,6,16,4,16,1.0
26,10,25,55,68,16,4,20,55,20,17,5,68,8,70,16,25,47,70,11,13,17,77,10,77,9,63,43,25,16,13,68,12,68,26,17,77,8,26,11,13,17,5,17,3.0
2,6,1,91,78,9,0,1,92,1,10,0,93,3,80,10,1,91,80,9,0,10,84,6,84,5,77,90,1,10,0,92,0,93,1,10,84,4,1,9,0,10,0,10,2.0
25,10,24,56,68,16,4,19,56,19,17,5,69,8,70,16,24,49,70,11,12,17,77,10,77,9,63,44,24,16,12,69,11,69,25,17,77,8,25,11,12,17,5,17,1.0
25,11,23,57,67,16,6,20,58,20,18,8,70,9,69,17,23,53,69,12,12,18,76,11,76,9,62,47,23,17,12,69,12,70,24,18,76,9,24,13,12,18,8,18,3.0
25,11,23,56,67,16,5,20,56,20,18,6,69,9,69,16,23,50,69,11,12,18,76,11,76,9,62,44,23,16,12,69,12,69,25,18,76,9,25,13,12,18,6,18,3.0
26,6,24,54,64,14,5,15,54,17,17,6,68,3,66,15,23,48,66,8,12,17,77,6,77,5,56,41,23,14,12,68,9,68,26,17,77,4,26,8,12,17,6,17,3.0
6,5,5,84,80,8,0,5,85,5,9,0,89,3,81,9,5,83,81,8,1,9,85,5,85,4,78,80,5,9,1,88,1,89,5,9,85,4,5,8,1,9,0,9,2.0
16,8,14,69,76,11,4,14,70,14,12,4,79,6,78,11,15,67,78,10,6,12,82,8,82,7,74,60,15,12,6,78,6,79,15,12,82,6,15,10,6,12,4,12,3.0
24,11,22,57,63,18,5,19,57,19,20,6,70,7,65,18,22,52,65,13,11,20,74,11,74,9,58,45,22,18,11,70,11,70,24,20,74,9,24,15,11,20,6,20,2.0
25,8,23,56,65,15,5,19,56,19,17,6,69,5,68,15,23,50,68,9,12,17,77,8,77,6,59,44,23,15,12,69,12,69,25,17,77,5,25,11,12,17,6,17,3.0
3,6,2,89,77,10,0,2,90,2,11,0,92,4,78,11,2,89,78,10,0,11,83,6,83,5,74,87,2,11,0,91,0,92,2,11,83,5,2,10,0,11,0,11,2.0
7,3,6,83,81,7,1,5,84,5,8,1,88,2,81,8,6,82,81,6,2,8,86,3,86,2,77,79,6,8,2,87,2,88,6,8,86,3,6,6,2,8,1,8,3.0
15,8,13,70,76,11,2,13,71,13,12,3,80,6,78,11,14,68,78,10,5,12,82,8,82,7,74,62,14,12,5,79,5,80,14,12,82,6,14,10,5,12,3,12,1.0
25,4,23,59,79,8,8,23,60,23,9,8,70,2,80,8,24,53,80,7,14,9,85,4,85,3,76,49,24,9,14,69,14,70,24,9,85,3,24,7,14,9,8,9,2.0
23,8,21,60,67,15,6,19,61,19,16,7,72,4,70,15,22,56,70,12,11,16,78,8,78,7,63,50,22,16,11,71,11,72,22,16,78,5,22,12,11,16,7,16,1.0
13,7,12,70,79,9,0,12,71,12,10,1,82,5,81,10,12,70,81,9,1,10,84,7,84,6,78,60,12,10,1,81,1,82,12,10,84,5,12,9,1,10,1,10,3.0
27,10,24,55,63,17,6,22,56,22,19,7,68,6,66,17,25,48,66,13,14,19,75,10,75,8,58,44,25,18,14,67,14,68,26,19,75,7,26,14,14,19,7,19,2.0
15,7,13,71,77,10,3,14,72,14,11,3,80,5,79,10,14,68,79,10,6,11,83,7,83,6,75,63,14,11,6,79,6,80,14,11,83,5,14,10,6,11,3,11,3.0
24,10,21,59,60,18,6,19,60,19,20,7,71,5,64,18,22,54,64,14,12,20,74,10,74,8,55,49,22,19,12,70,12,71,23,20,74,6,23,15,12,20,7,20,1.0
11,8,10,77,68,15,1,9,78,9,16,2,84,5,70,16,10,75,70,14,4,16,78,8,78,7,63,72,10,16,4,83,4,84,10,16,78,6,10,14,4,16,2,16,3.0
12,4,11,75,79,8,2,10,76,10,9,2,83,2,80,9,11,73,80,7,4,9,85,4,85,3,76,68,11,9,4,82,4,83,11,9,85,3,11,7,4,9,2,9,3.0
23,8,20,60,63,17,5,19,61,19,18,6,72,4,66,16,22,55,66,14,11,18,76,8,76,7,57,50,22,18,11,71,11,72,22,18,76,5,22,14,11,18,6,18,1.0
23,10,20,60,60,18,5,18,61,18,20,6,72,5,64,18,21,55,64,14,11,20,74,10,74,8,55,50,21,19,11,71,11,72,22,20,74,6,22,15,11,20,6,20,3.0
12,4,11,75,79,8,2,10,76,10,9,2,83,2,80,9,11,73,80,7,4,9,85,4,85,3,76,68,11,9,4,82,4,83,11,9,85,3,11,7,4,9,2,9,3.0
16,8,14,70,68,15,3,14,71,14,16,4,79,5,70,15,15,67,70,14,7,16,78,8,78,7,63,63,15,16,7,78,7,79,15,16,78,6,15,14,7,16,4,16,3.0
23,4,21,61,79,8,8,21,62,21,9,8,72,2,80,8,22,57,80,7,12,9,85,4,85,3,76,51,22,9,12,71,12,72,22,9,85,3,22,7,12,9,8,9,3.0
14,4,13,72,79,8,3,12,73,12,9,3,81,2,80,9,13,70,80,7,5,9,85,4,85,3,76,64,13,9,5,80,5,81,13,9,85,3,13,7,5,9,3,9,2.0
21,4,20,61,77,9,2,19,61,19,10,3,73,2,78,9,20,55,78,8,9,10,84,4,84,3,73,50,20,9,9,73,8,73,21,10,84,3,21,8,9,10,3,10,1.0
23,11,20,59,65,17,5,17,60,17,19,6,72,9,67,17,21,55,67,12,10,19,75,11,75,9,59,48,21,18,10,71,10,72,22,19,75,9,22,13,10,19,6,19,3.0
16,5,15,67,80,8,2,15,68,15,9,3,79,3,81,9,15,66,81,8,4,9,85,5,85,4,78,57,15,9,4,78,4,79,15,9,85,4,15,8,4,9,3,9,2.0
2,6,1,91,78,9,0,1,92,1,10,0,93,4,80,10,1,91,80,9,0,10,84,6,84,5,76,90,1,10,0,92,0,93,1,10,84,4,1,9,0,10,0,10,3.0
11,8,10,77,68,15,0,9,78,9,16,1,84,5,70,16,10,74,70,14,4,16,78,8,78,7,63,72,10,16,4,83,4,84,10,16,78,6,10,14,4,16,1,16,3.0
16,5,15,69,77,9,3,14,69,14,10,3,78,2,79,9,15,65,79,7,7,10,84,5,84,4,75,60,15,9,7,78,7,78,16,10,84,3,16,8,7,10,3,10,3.0
6,6,5,84,76,10,0,5,85,5,11,0,89,4,78,11,5,83,78,10,1,11,83,6,83,5,73,80,5,11,1,88,1,89,5,11,83,4,5,10,1,11,0,11,2.0
24,7,23,57,62,15,4,15,57,17,18,5,70,3,65,17,21,51,65,11,11,18,76,7,76,6,55,45,21,15,11,70,8,70,24,18,76,4,24,11,11,18,5,18,2.0
14,7,13,71,70,13,2,10,72,10,14,2,81,4,73,14,13,69,73,10,4,14,80,7,80,6,66,62,13,14,4,80,4,81,13,14,80,4,13,10,4,14,2,14,2.0
25,10,24,56,68,16,3,19,56,19,17,4,69,8,70,16,24,48,70,11,12,17,77,10,77,9,63,44,24,16,12,69,11,69,25,17,77,8,25,11,12,17,4,17,1.0
17,7,15,70,76,10,5,15,71,15,11,5,78,4,79,10,16,66,79,9,9,11,83,7,83,6,75,63,16,11,9,77,9,78,16,11,83,4,16,9,9,11,5,11,3.0
5,6,4,86,76,10,0,4,87,4,11,0,90,4,78,11,4,85,78,10,1,11,83,6,83,5,73,83,4,11,1,89,1,90,4,11,83,4,4,10,1,11,0,11,3.0
7,6,5,82,78,9,0,6,83,6,10,0,88,3,80,9,6,81,80,9,1,10,84,6,84,5,77,77,6,10,1,87,1,88,6,10,84,4,6,9,1,10,0,10,3.0
3,5,2,89,78,9,0,2,90,2,10,0,92,3,79,10,2,89,79,9,0,10,84,5,84,4,75,87,2,10,0,91,0,92,2,10,84,4,2,9,0,10,0,10,3.0
8,5,7,80,80,8,0,7,81,7,9,0,87,3,81,9,7,79,81,8,1,9,85,5,85,4,78,74,7,9,1,86,1,87,7,9,85,4,7,8,1,9,0,9,3.0
25,8,22,59,65,15,8,19,60,19,17,9,70,5,68,15,23,54,68,10,14,17,77,8,77,6,59,50,23,16,14,69,14,70,24,17,77,5,24,11,14,17,9,17,2.0
2,6,1,91,78,9,0,1,92,1,10,0,93,4,80,10,1,91,80,9,0,10,84,6,84,5,76,90,1,10,0,92,0,93,1,10,84,4,1,9,0,10,0,10,1.0
4,6,3,87,76,10,0,3,88,3,11,0,91,4,78,11,3,87,78,10,0,11,83,6,83,5,73,84,3,11,0,90,0,91,3,11,83,4,3,10,0,11,0,11,3.0
25,9,22,57,67,15,6,20,58,20,17,7,70,6,69,15,23,52,69,11,12,17,77,9,77,7,62,46,23,16,12,69,12,70,24,17,77,7,24,12,12,17,7,17,3.0
19,8,17,65,74,12,5,17,66,17,13,6,76,5,76,12,18,63,76,11,8,13,81,8,81,7,72,56,18,13,8,75,8,76,18,13,81,6,18,11,8,13,6,13,3.0
24,5,24,57,75,10,4,19,57,19,11,5,70,2,77,11,23,51,77,6,11,11,83,5,83,4,72,45,23,10,11,70,10,70,24,11,83,3,24,6,11,11,5,11,3.0
4,6,3,88,78,9,0,3,89,3,10,0,91,4,80,10,3,87,80,9,1,10,84,6,84,5,76,86,3,10,1,90,1,91,3,10,84,4,3,9,1,10,0,10,2.0
22,4,20,62,79,8,7,20,63,20,9,7,73,2,80,8,21,58,80,7,11,9,85,4,85,3,76,52,21,9,11,72,11,73,21,9,85,3,21,7,11,9,7,9,3.0
25,4,25,56,77,9,5,21,56,21,10,6,69,2,78,10,24,50,78,6,12,10,84,4,84,3,73,44,24,9,12,69,11,69,25,10,84,3,25,6,12,10,6,10,3.0
22,5,20,62,78,9,7,20,63,20,10,7,73,3,79,9,21,58,79,8,11,10,84,5,84,4,75,52,21,10,11,72,11,73,21,10,84,4,21,8,11,10,7,10,3.0
4,6,3,88,78,9,0,3,89,3,10,0,91,4,80,10,3,87,80,9,1,10,84,6,84,5,76,86,3,10,1,90,1,91,3,10,84,4,3,9,1,10,0,10,3.0
3,7,2,89,76,10,0,1,90,1,11,0,92,4,79,11,2,89,79,9,0,11,83,7,83,6,75,87,2,11,0,91,0,92,2,11,83,4,2,9,0,11,0,11,1.0
22,11,20,61,69,15,4,18,62,18,17,5,73,9,71,16,20,56,71,12,10,17,77,11,77,9,65,51,20,16,10,72,10,73,21,17,77,9,21,13,10,17,5,17,2.0
12,7,11,74,70,13,2,8,75,8,14,2,83,4,73,14,11,73,73,10,3,14,80,7,80,6,66,66,11,14,3,82,3,83,11,14,80,4,11,10,3,14,2,14,3.0
23,11,20,60,57,20,5,17,61,17,22,6,72,6,61,20,21,55,61,15,11,22,72,11,72,9,51,50,21,21,11,71,11,72,22,22,72,7,22,16,11,22,6,22,1.0
22,5,21,62,78,9,6,19,62,19,10,6,72,3,79,9,21,56,79,7,12,10,84,5,84,4,75,52,21,9,12,72,11,72,22,10,84,4,22,7,12,10,6,10,2.0
25,9,22,57,67,15,6,20,58,20,17,7,70,6,69,15,23,52,69,11,12,17,77,9,77,7,62,46,23,16,12,69,12,70,24,17,77,7,24,12,12,17,7,17,2.0
3,6,2,89,78,9,0,2,90,2,10,0,92,4,80,10,2,89,80,9,0,10,84,6,84,5,76,87,2,10,0,91,0,92,2,10,84,4,2,9,0,10,0,10,3.0
23,4,22,58,79,8,2,19,58,19,9,3,71,2,80,8,22,51,80,5,10,9,85,4,85,3,76,46,22,8,10,71,9,71,23,9,85,3,23,5,10,9,3,9,3.0
25,10,22,58,61,18,6,20,59,20,20,7,70,6,64,18,23,52,64,14,13,20,74,10,74,8,55,48,23,19,13,69,13,70,24,20,74,7,24,15,13,20,7,20,3.0
23,7,22,59,65,15,4,16,59,17,17,5,71,4,67,16,21,53,67,11,11,17,77,7,77,6,58,48,21,15,11,71,9,71,23,17,77,5,23,11,11,17,5,17,3.0
21,5,20,62,78,9,5,19,62,19,10,5,73,3,79,9,20,57,79,7,10,10,84,5,84,4,75,51,20,9,10,73,10,73,21,10,84,4,21,8,10,10,5,10,3.0
3,6,3,88,77,10,0,2,88,2,11,0,91,4,78,11,2,88,78,9,0,11,83,6,83,5,74,85,2,10,0,91,0,91,3,11,83,5,3,10,0,11,0,11,1.0
23,11,21,61,69,15,5,20,62,20,17,6,72,9,71,16,21,55,71,13,12,17,77,11,77,9,65,52,21,16,12,71,12,72,22,17,77,9,22,14,12,17,6,17,2.0
13,8,11,75,70,14,4,12,76,12,15,6,82,5,72,14,12,75,72,14,6,15,79,8,79,7,66,71,12,15,6,81,6,82,12,15,79,6,12,14,6,15,6,15,3.0
6,5,5,84,79,8,0,5,85,5,9,0,89,2,81,9,5,83,81,8,1,9,85,5,85,4,78,80,5,9,1,88,1,89,5,9,85,3,5,8,1,9,0,9,3.0
21,7,20,62,65,15,3,15,62,16,17,4,73,4,67,16,19,56,67,12,10,17,77,7,77,6,58,52,19,15,10,73,8,73,21,17,77,5,21,12,10,17,4,17,1.0
5,6,4,86,76,10,0,4,87,4,11,0,90,4,78,11,4,85,78,10,1,11,83,6,83,5,73,83,4,11,1,89,1,90,4,11,83,4,4,10,1,11,0,11,1.0
16,8,14,68,68,14,3,11,69,11,16,4,79,5,70,15,14,67,70,10,5,16,78,8,78,6,63,59,14,15,5,78,5,79,15,16,78,6,15,11,5,16,4,16,2.0
1,6,0,93,78,9,0,0,94,0,10,0,94,3,80,10,0,93,80,9,0,10,84,6,84,5,77,93,0,10,0,93,0,94,0,10,84,4,0,9,0,10,0,10,1.0
5,5,4,86,78,9,0,4,87,4,10,0,90,3,79,10,4,85,79,9,1,10,84,5,84,4,75,83,4,10,1,89,1,90,4,10,84,4,4,9,1,10,0,10,2.0
24,9,20,58,59,19,5,17,59,17,20,6,71,4,63,17,23,53,63,13,11,20,74,9,74,8,53,47,23,20,11,70,11,71,23,20,74,5,23,13,11,20,6,20,2.0
3,6,2,89,78,9,0,2,90,2,10,0,92,4,80,10,2,89,80,9,0,10,84,6,84,5,76,87,2,10,0,91,0,92,2,10,84,4,2,9,0,10,0,10,3.0
26,10,25,55,68,15,5,19,55,20,17,6,68,8,70,16,24,48,70,11,13,17,77,10,77,9,63,43,24,15,13,68,11,68,26,17,77,8,26,11,13,17,6,17,1.0
22,5,21,61,75,10,5,20,62,20,11,6,73,2,77,11,21,57,77,9,10,11,83,5,83,4,72,51,21,11,10,72,10,73,21,11,83,3,21,9,10,11,6,11,1.0
20,4,20,62,79,8,1,18,62,18,9,2,74,2,80,9,19,56,80,7,8,9,85,4,85,3,76,51,19,8,8,74,7,74,20,9,85,3,20,7,8,9,2,9,1.0
19,5,18,65,78,9,4,16,65,16,10,4,75,3,79,9,18,60,79,7,9,10,84,5,84,4,75,55,18,9,9,75,8,75,19,10,84,4,19,7,9,10,4,10,2.0
8,6,7,80,78,9,0,7,81,7,10,0,87,3,80,10,7,79,80,9,1,10,84,6,84,5,77,74,7,10,1,86,1,87,7,10,84,4,7,9,1,10,0,10,1.0
25,8,22,57,65,15,6,19,58,19,17,7,70,5,68,15,23,52,68,10,12,17,77,8,77,6,59,46,23,16,12,69,12,70,24,17,77,5,24,11,12,17,7,17,2.0
2,6,1,91,78,9,0,1,92,1,10,0,93,4,80,10,1,91,80,9,0,10,84,6,84,5,76,90,1,10,0,92,0,93,1,10,84,4,1,9,0,10,0,10,3.0
4,7,3,88,79,9,0,3,89,3,10,0,91,5,81,10,3,87,81,9,1,10,84,7,84,6,78,86,3,10,1,90,1,91,3,10,84,5,3,9,1,10,0,10,2.0
18,9,16,68,74,12,6,16,69,16,13,6,77,6,77,12,17,65,77,11,9,13,81,9,81,8,73,60,17,13,9,76,9,77,17,13,81,6,17,11,9,13,6,13,2.0
23,4,22,60,79,8,7,21,60,21,9,7,71,2,80,8,22,55,80,6,12,9,85,4,85,3,76,49,22,8,12,71,12,71,23,9,85,3,23,7,12,9,7,9,3.0
1,8,0,93,69,14,0,0,94,0,15,0,94,5,72,15,0,93,72,14,0,15,79,8,79,7,65,93,0,15,0,93,0,94,0,15,79,5,0,14,0,15,0,15,1.0
7,8,6,83,70,14,0,6,84,6,15,0,88,5,72,15,6,81,72,14,2,15,79,8,79,7,66,79,6,15,2,87,2,88,6,15,79,6,6,14,2,15,0,15,2.0
17,7,15,68,75,11,4,15,69,15,12,4,78,4,77,11,16,65,77,10,7,12,82,7,82,6,73,59,16,12,7,77,7,78,16,12,82,5,16,10,7,12,4,12,3.0
22,8,21,62,76,11,5,20,63,20,12,6,73,6,78,12,21,57,78,10,11,12,82,8,82,7,74,53,21,12,11,72,11,73,21,12,82,6,21,10,11,12,6,12,3.0
26,8,25,55,67,16,4,20,55,20,17,5,68,5,68,16,25,47,68,11,13,17,77,8,77,7,61,43,25,16,13,68,12,68,26,17,77,7,26,11,13,17,5,17,3.0
15,8,14,69,76,11,1,13,70,13,12,1,80,6,78,12,14,66,78,10,4,12,82,8,82,7,74,59,14,12,4,79,4,80,14,12,82,6,14,10,4,12,1,12,3.0
8,7,7,82,74,11,0,7,83,7,12,0,87,4,77,12,7,79,77,11,3,12,82,7,82,6,72,78,7,12,3,86,3,87,7,12,82,4,7,11,3,12,0,12,2.0
17,8,15,67,67,15,3,12,68,12,16,4,78,5,70,15,16,65,70,11,6,16,78,8,78,7,62,58,16,16,6,77,6,78,16,16,78,5,16,11,6,16,4,16,3.0
18,9,16,68,74,12,5,16,69,16,13,5,77,6,77,12,17,64,77,11,9,13,81,9,81,8,73,60,17,13,9,76,9,77,17,13,81,6,17,11,9,13,5,13,2.0
23,8,20,60,65,15,5,17,61,17,17,6,72,5,68,15,21,55,68,10,11,17,77,8,77,6,59,50,21,16,11,71,11,72,22,17,77,5,22,11,11,17,6,17,2.0
3,5,2,89,80,8,0,2,90,2,9,0,92,3,81,9,2,89,81,8,0,9,85,5,85,4,78,87,2,9,0,91,0,92,2,9,85,4,2,8,0,9,0,9,3.0
25,5,25,55,71,12,4,19,55,19,13,5,69,2,73,13,24,49,73,7,11,13,81,5,81,4,66,42,24,12,11,69,10,69,25,13,81,3,25,7,11,13,5,13,1.0
20,5,18,64,77,10,5,18,65,18,11,5,75,3,77,10,19,60,77,9,9,11,83,5,83,4,73,54,19,11,9,74,9,75,19,11,83,5,19,9,9,11,5,11,3.0
17,7,16,69,70,13,3,14,70,14,14,5,78,4,73,14,16,66,73,11,8,14,80,7,80,6,66,63,16,14,8,77,8,78,16,14,80,4,16,11,8,14,5,14,3.0
25,9,23,57,59,19,6,17,57,17,20,7,69,4,63,18,24,51,63,12,13,20,74,9,74,8,53,46,24,19,13,69,12,69,25,20,74,5,25,12,13,20,7,20,3.0
5,6,4,86,77,10,0,4,87,4,11,0,90,4,78,11,4,85,78,10,1,11,83,6,83,5,74,83,4,11,1,89,1,90,4,11,83,5,4,10,1,11,0,11,2.0
25,10,24,56,68,16,3,19,56,19,17,4,69,8,70,16,24,48,70,11,12,17,77,10,77,9,63,44,24,16,12,69,11,69,25,17,77,8,25,11,12,17,4,17,1.0
24,5,24,57,75,10,4,19,57,19,11,5,70,2,77,11,23,51,77,6,11,11,83,5,83,4,72,45,23,10,11,70,10,70,24,11,83,3,24,6,11,11,5,11,1.0
20,11,18,65,67,16,4,17,66,17,18,6,75,9,69,17,18,61,69,14,10,18,76,11,76,9,62,58,18,17,10,74,10,75,19,18,76,9,19,15,10,18,6,18,2.0
17,7,15,68,77,10,4,16,69,16,11,4,78,5,79,10,16,65,79,10,7,11,83,7,83,6,75,59,16,11,7,77,7,78,16,11,83,5,16,10,7,11,4,11,1.0
8,6,6,81,78,9,1,7,82,7,10,1,87,3,80,9,7,80,80,9,2,10,84,6,84,5,77,76,7,10,2,86,2,87,7,10,84,4,7,9,2,10,1,10,2.0
