@relation 'Sax dominant'

@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atLkk numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMaj numeric
@attribute o1atLaj numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMak numeric
@attribute o1atLak numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMai numeric
@attribute o1atLai numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMic numeric
@attribute o1atLic numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute o1atMkf numeric
@attribute o1atLkf numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMke numeric
@attribute o1atLke numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMjc numeric
@attribute o1atLjc numeric
@attribute o1atMkd numeric
@attribute o1atLkd numeric
@attribute o1atMbg numeric
@attribute o1atLbg numeric
@attribute o1atMhb numeric
@attribute o1atLhb numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute destClass {-1,1}

@data
76,25,29,67,17,85,38,53,80,13,90,5,30,63,18,76,40,51,30,56,81,5,64,13,37,52,89,4,30,64,18,76,80,13,4,35,63,25,75,3,59,48,87,10,88,6,6,89,25,68,63,28,6,31,87,6,26,68,6,88,88,5,80,6,41,30,42,14,18,64,18,52,64,5,42,13,6,76,41,49,37,56,64,13,6,77,26,64,38,52,89,5,6,53,39,6,26,56,80,6,30,56,35,56,63,29,64,6,7,7,30,52,80,5,30,52,41,29,18,68,18,64,64,6,65,5,43,6,88,5,30,6,18,68,7,6,42,6,26,64,38,6,39,14,37,30,26,52,26,30,31,14,7,15,31,6,6,65,42,7,38,30,6,57,26,14,26,56,38,14,26,52,18,56,30,30,30,14,42,5,18,56,38,5,19,6,30,30,39,7,26,6,30,5,18,52,18,30,6,69,6,68,27,6,26,30,1.0
68,29,24,67,20,81,40,66,71,21,92,2,24,67,21,73,45,49,25,67,73,3,58,22,26,49,91,2,24,66,21,73,71,21,2,24,66,23,72,11,53,46,85,18,87,5,12,83,24,69,58,36,13,36,87,5,23,69,12,82,90,3,71,6,45,36,45,23,21,68,21,50,59,3,44,22,12,73,43,49,25,66,59,23,12,74,24,68,27,49,89,2,13,51,27,4,24,68,71,5,25,66,25,66,58,34,58,6,13,7,27,49,72,2,26,49,44,35,21,69,21,68,59,7,60,4,45,4,88,2,26,6,21,69,13,4,44,6,23,68,26,6,27,23,26,35,26,50,25,35,27,23,13,23,27,4,12,69,45,7,27,36,12,69,25,22,24,68,26,22,25,50,21,68,27,36,26,22,44,3,21,68,26,3,22,4,26,35,27,7,25,6,26,3,22,50,21,35,12,70,12,69,26,4,26,36,1.0
61,42,25,68,22,80,31,63,65,27,93,1,26,66,23,71,33,61,28,65,67,1,48,28,29,59,92,2,26,67,23,71,65,27,1,27,65,24,70,12,46,57,90,23,90,2,13,82,24,69,48,44,14,46,91,2,25,69,13,81,91,2,65,2,35,46,35,29,23,67,23,60,49,2,34,28,13,71,34,58,30,64,48,29,13,72,25,67,30,61,92,1,14,61,30,3,25,65,66,2,26,65,27,64,48,45,49,3,14,4,28,61,66,2,27,60,34,45,23,69,23,67,48,4,50,3,35,3,91,2,27,3,23,69,14,3,34,3,25,67,29,3,30,29,29,45,26,61,25,45,28,29,14,29,28,3,13,68,35,4,30,46,14,66,25,28,26,65,29,28,25,60,24,65,28,46,27,28,34,2,23,65,29,2,24,3,27,45,30,4,25,3,27,2,24,61,23,45,13,70,13,69,26,3,26,46,1.0
80,27,22,71,18,81,30,64,83,10,91,4,24,69,19,75,33,60,24,65,85,4,60,9,29,60,90,3,24,69,18,75,84,9,3,28,68,19,74,11,53,56,88,6,89,4,12,83,20,73,60,33,13,35,88,5,20,72,12,82,89,4,84,5,34,35,34,11,19,70,19,60,60,4,34,10,12,75,33,59,29,65,60,10,12,76,21,70,30,60,90,4,13,61,30,5,21,65,84,5,24,65,28,65,59,33,60,5,13,6,25,60,84,4,24,60,33,34,19,73,19,70,60,5,61,4,35,5,89,4,24,5,19,73,13,5,34,5,21,70,29,5,30,11,29,34,22,60,21,34,25,11,13,11,25,5,12,71,34,6,30,35,12,66,21,10,21,65,29,10,21,60,19,65,25,35,24,10,34,4,19,65,29,4,20,5,24,34,30,6,21,5,24,4,20,60,19,34,12,74,12,73,22,5,22,35,-1.0
66,42,25,68,20,80,31,61,73,20,93,2,26,67,21,72,33,60,26,64,75,3,47,20,30,60,92,2,25,66,21,72,73,19,1,27,65,22,70,12,44,59,86,12,88,5,13,82,24,69,48,46,14,47,88,5,23,69,13,81,91,4,74,6,34,47,34,21,22,67,22,61,48,2,33,20,13,72,33,59,29,63,48,21,13,73,24,67,31,60,89,2,14,62,31,3,23,63,74,5,26,63,28,62,47,46,48,6,14,7,28,61,74,2,27,60,33,46,22,70,21,67,49,7,49,3,34,3,88,2,27,6,21,70,14,3,33,6,23,66,30,6,31,21,30,46,25,61,24,46,28,21,14,21,28,3,13,68,34,7,31,47,13,65,24,20,24,64,30,20,24,60,22,64,28,47,27,20,33,2,21,64,30,2,23,3,27,46,31,7,24,6,27,2,23,61,22,46,13,71,13,70,25,3,25,47,1.0
73,34,22,72,15,82,24,68,78,15,93,2,22,71,16,78,26,65,23,70,80,2,54,15,23,65,92,1,22,71,16,78,77,14,1,22,70,20,77,10,50,62,88,9,90,3,11,84,21,73,55,37,12,40,89,2,21,73,11,83,91,2,79,4,28,38,28,16,16,71,16,66,55,2,28,15,11,78,27,64,23,69,55,15,11,79,21,71,23,66,91,2,11,67,25,3,21,70,78,3,22,70,22,69,54,38,55,4,12,5,23,66,79,2,23,66,28,38,16,73,16,71,55,4,56,2,29,3,90,1,23,4,16,73,12,3,28,4,21,71,24,4,25,16,24,39,21,66,21,39,24,16,12,16,24,3,11,72,28,5,25,39,11,71,21,15,21,70,24,15,21,66,16,70,24,39,23,15,28,2,16,70,24,2,17,3,23,39,25,5,21,4,23,2,16,66,16,39,11,74,11,73,22,3,22,39,1.0
79,31,24,70,17,83,40,67,80,10,92,3,25,68,18,76,41,52,25,68,83,3,57,12,26,52,91,2,24,69,18,76,80,11,2,25,68,22,75,9,53,50,84,9,86,6,10,85,22,71,56,35,10,37,85,6,23,71,10,84,90,6,82,6,41,36,41,12,18,69,18,52,58,3,42,12,10,76,41,52,26,68,56,11,10,77,23,69,26,52,87,3,10,53,27,4,23,68,81,7,25,68,26,67,57,35,57,8,11,9,25,52,82,2,25,52,42,36,18,71,18,69,58,7,59,3,43,4,86,2,25,8,18,71,11,4,42,8,23,69,26,8,26,12,26,36,23,52,23,36,25,12,10,13,26,4,10,70,42,8,26,36,10,69,23,12,23,68,26,12,23,52,18,68,25,36,25,12,42,3,18,68,26,3,19,4,25,36,27,8,23,8,25,3,18,52,18,36,10,72,10,71,24,4,23,36,1.0
78,29,24,71,15,83,41,54,81,11,91,3,25,69,16,78,44,49,25,57,82,4,61,13,37,50,90,3,25,69,16,78,81,12,3,34,68,21,77,9,57,47,89,10,89,4,10,85,22,72,59,33,10,34,89,4,22,72,10,84,89,3,81,4,44,33,45,13,16,69,16,50,61,4,44,13,10,78,44,49,36,57,61,13,10,79,22,69,37,50,91,4,10,51,38,5,22,57,81,4,25,57,36,57,60,33,61,4,11,5,25,50,81,4,25,50,44,33,16,72,16,69,61,5,62,5,45,5,90,4,25,4,16,72,11,5,44,4,22,69,37,4,38,13,37,33,22,50,22,33,26,13,11,14,26,5,10,70,45,5,37,33,10,58,22,13,22,57,37,13,22,50,16,57,25,33,25,13,44,4,16,57,37,4,17,5,25,33,38,5,22,4,25,4,16,50,16,33,10,73,10,72,23,5,22,33,1.0
72,45,30,65,21,84,39,54,74,20,93,2,32,62,22,72,41,54,32,55,76,3,47,19,39,54,92,2,32,62,22,72,75,18,1,38,60,27,71,8,45,53,78,16,80,13,9,86,28,66,48,48,10,48,80,14,28,66,9,85,91,12,75,15,41,48,41,20,22,62,22,54,47,2,40,19,9,72,40,53,39,55,48,20,9,73,28,62,40,54,81,2,10,55,40,3,28,55,75,14,32,55,38,55,46,47,47,14,10,15,33,54,75,2,32,54,40,47,22,66,22,62,48,15,48,3,41,3,80,2,32,14,22,66,10,3,40,14,28,62,39,14,40,20,39,47,29,54,28,47,33,20,10,20,33,3,9,63,41,15,40,48,9,56,28,19,28,55,39,19,28,54,22,55,33,48,32,19,40,2,22,55,39,2,23,3,32,47,40,15,28,14,32,2,23,54,22,47,9,67,9,66,29,3,29,48,1.0
68,27,24,70,18,84,41,50,73,19,93,2,24,68,19,75,44,46,25,57,75,2,59,19,35,47,92,2,25,68,19,75,71,19,1,30,66,22,74,6,53,43,80,14,84,9,8,87,23,71,59,32,9,35,84,7,23,71,8,86,91,6,74,10,45,32,46,19,19,68,19,48,60,2,45,19,8,75,44,46,35,55,60,19,8,76,23,68,35,47,85,2,8,49,38,3,23,57,74,9,25,57,35,56,59,32,60,9,9,11,25,48,74,2,25,48,45,32,19,71,19,68,60,10,61,2,47,2,84,2,26,10,19,71,9,3,46,9,23,68,37,10,37,20,36,33,23,48,23,34,27,21,9,21,27,3,8,69,46,10,36,33,8,58,23,20,23,57,36,20,23,48,19,57,26,34,26,20,46,2,19,57,37,2,20,3,26,34,37,11,23,10,26,2,19,48,19,34,8,72,8,71,24,3,24,34,1.0
60,39,34,61,17,87,45,47,64,30,90,4,35,56,19,74,46,46,36,48,65,5,52,29,45,47,89,4,37,56,20,73,64,28,3,43,54,29,71,3,49,45,76,26,78,15,5,90,30,62,52,41,6,43,78,15,30,63,4,89,87,12,64,15,47,41,47,30,19,57,20,47,52,5,47,30,5,74,46,46,44,47,52,30,5,75,30,56,44,46,80,5,5,48,46,5,31,49,64,15,37,49,44,49,50,41,52,15,6,16,36,46,64,5,37,47,46,42,19,63,20,57,52,15,53,5,48,5,79,5,37,15,20,63,6,6,47,15,31,57,45,15,45,30,45,42,30,46,31,42,37,30,6,31,38,5,5,58,47,15,45,41,5,50,31,30,30,48,45,30,31,47,19,49,37,41,37,30,47,5,20,49,45,5,21,6,37,42,45,15,31,15,37,5,19,47,20,42,5,64,5,63,32,5,31,41,-1.0
68,39,24,67,22,81,31,61,73,19,92,3,26,66,23,70,37,54,27,64,75,3,52,20,30,54,91,2,24,67,22,70,73,19,2,27,66,23,68,11,51,49,89,14,90,3,12,83,23,68,52,40,13,42,89,3,24,67,12,82,90,3,74,3,37,41,37,20,24,68,24,56,53,3,38,20,12,70,38,53,28,64,52,19,12,71,25,67,30,57,91,3,13,57,31,4,24,63,73,3,24,63,27,62,52,41,52,4,13,5,27,57,74,2,26,55,38,41,23,69,23,68,53,3,54,3,39,4,90,2,26,4,23,69,13,4,38,4,24,67,30,4,30,21,30,41,26,57,25,41,27,21,13,21,27,4,13,69,38,4,30,42,13,65,25,20,26,64,30,20,25,55,25,65,27,42,26,20,38,3,23,64,30,3,25,4,26,41,31,5,25,4,26,3,25,57,24,41,12,70,12,69,26,4,26,42,1.0
67,38,23,70,16,82,43,56,70,23,93,1,24,68,17,77,44,47,25,61,72,2,51,22,33,48,92,2,24,69,17,77,70,22,1,28,67,22,76,10,48,45,85,19,87,5,11,84,22,71,52,40,12,43,88,5,23,71,11,83,91,3,70,6,46,42,46,24,17,69,17,48,52,2,45,23,11,77,44,48,32,60,52,23,11,78,23,69,33,48,89,1,11,49,34,3,23,61,71,5,25,61,33,60,51,40,52,5,12,7,25,48,71,2,25,48,45,42,17,71,17,69,52,6,53,2,47,3,88,2,25,6,17,71,12,3,46,6,23,69,33,6,34,24,33,42,23,48,23,42,26,24,12,24,26,3,11,70,46,7,34,42,11,62,23,23,23,61,33,23,23,48,17,61,26,42,25,23,46,2,17,61,33,2,18,3,25,42,34,7,23,6,25,2,17,48,17,42,11,72,11,71,24,3,24,42,1.0
70,28,24,69,19,80,31,62,76,18,92,2,24,68,20,72,33,59,25,64,77,4,56,17,29,60,91,2,26,66,20,73,75,17,2,28,66,21,71,10,48,57,88,12,89,4,11,83,23,70,57,36,13,38,89,3,21,70,12,82,90,2,76,5,34,37,35,19,21,68,21,60,57,2,33,17,12,73,33,59,29,62,58,18,12,74,23,68,30,59,91,3,12,61,31,4,23,64,75,3,26,64,29,64,56,36,56,3,13,5,26,60,76,2,26,60,33,36,21,71,21,68,58,5,58,4,35,4,90,2,26,4,20,71,13,4,33,3,23,67,29,4,31,19,29,37,23,60,23,37,27,19,13,19,27,4,12,69,35,5,31,37,12,65,23,18,23,64,29,18,23,60,21,64,27,37,26,18,34,2,21,64,30,3,22,4,26,37,31,5,23,4,26,3,21,60,21,37,12,72,12,71,24,4,24,37,1.0
78,29,27,74,15,84,43,50,80,13,91,3,30,62,15,78,44,45,30,53,81,4,60,14,40,46,90,3,31,62,16,78,79,14,3,38,57,18,77,8,55,43,87,12,88,5,9,86,19,74,59,31,9,35,88,4,19,75,9,85,89,3,80,5,46,32,47,13,16,62,16,47,60,4,47,14,9,78,46,45,39,51,60,13,9,79,19,62,39,45,90,4,9,48,42,4,19,53,79,5,31,53,39,52,60,33,60,5,10,6,30,47,80,4,31,47,47,33,16,75,16,62,60,5,61,4,48,4,89,3,32,5,16,75,10,5,47,5,19,62,41,5,41,13,41,33,19,47,19,34,32,14,10,15,33,5,9,63,47,5,40,32,9,54,19,14,19,53,41,14,19,47,16,53,31,34,32,14,47,4,16,53,41,4,17,5,32,34,41,5,19,5,32,4,16,47,16,34,9,76,9,75,20,5,19,34,1.0
72,30,22,69,16,83,41,57,77,16,92,2,24,69,17,77,44,48,25,63,78,3,58,17,31,48,91,2,22,68,17,77,76,16,2,25,68,21,76,7,54,45,86,12,88,5,9,86,22,71,58,34,10,36,88,4,21,71,9,85,90,2,77,5,44,36,45,18,17,70,17,49,59,3,45,17,9,77,45,47,30,63,59,16,9,78,23,70,32,50,90,3,10,50,32,4,22,63,76,4,23,61,29,61,58,35,58,5,10,6,25,50,77,2,24,48,45,35,17,71,17,70,59,5,60,3,46,4,89,2,24,5,17,71,10,4,45,5,21,70,31,5,32,18,31,35,24,50,23,35,25,18,10,18,25,4,9,71,45,6,32,36,10,64,23,17,24,63,31,17,23,49,18,63,25,36,24,17,45,3,17,63,31,3,18,4,24,35,32,6,23,5,24,3,18,50,17,35,9,72,9,71,24,4,24,36,1.0
72,29,31,73,13,85,43,50,75,16,92,3,35,59,14,80,45,46,35,52,77,3,60,17,41,48,91,3,35,59,14,80,75,16,2,40,55,19,79,7,57,45,83,14,85,8,8,87,20,74,59,32,8,34,85,8,20,74,8,86,90,7,76,8,45,32,46,17,14,59,14,48,61,3,46,17,8,80,45,47,40,52,60,17,8,81,20,59,41,48,86,3,8,49,43,4,20,52,76,8,35,52,41,52,59,32,61,9,9,10,35,48,76,3,35,48,45,32,14,74,14,59,61,9,62,3,47,3,85,3,35,9,14,74,9,4,46,9,20,59,42,9,42,18,41,33,20,48,20,33,36,18,9,19,36,4,8,60,46,9,41,33,8,53,20,18,20,52,42,18,20,48,14,52,35,33,35,18,46,3,14,52,42,3,15,4,35,33,42,10,20,9,35,3,14,48,14,33,8,75,8,74,21,4,20,33,1.0
62,34,27,67,21,82,40,54,65,29,91,3,28,66,22,72,42,53,28,56,66,5,56,29,38,53,90,4,28,66,22,72,64,29,3,36,65,25,71,10,52,52,82,26,83,10,11,84,26,68,56,39,12,39,84,9,26,68,11,83,89,8,65,11,42,39,42,30,22,66,22,53,56,4,41,29,11,72,40,53,38,56,57,30,11,73,26,66,39,53,85,4,12,54,39,5,26,56,65,10,28,56,38,56,56,37,56,10,12,11,29,53,65,4,28,53,41,38,22,68,22,66,57,11,57,5,42,5,84,4,28,10,22,68,12,5,41,10,26,66,38,10,39,30,38,38,27,53,26,38,29,30,12,30,29,5,11,67,42,11,39,39,11,57,26,29,26,56,38,29,26,53,22,56,29,39,28,29,41,4,22,56,38,4,23,5,28,38,39,11,26,10,28,4,23,53,22,38,11,69,11,68,27,5,27,39,1.0
79,34,23,70,17,82,25,68,82,11,93,2,24,69,18,76,26,68,24,69,83,3,51,12,24,67,92,2,23,70,18,76,81,11,1,24,69,22,75,10,44,67,89,9,90,4,11,84,22,71,51,42,11,43,90,3,23,71,11,83,91,3,83,4,26,42,26,12,18,70,18,68,52,2,26,12,11,76,25,67,25,69,52,12,11,77,23,70,25,68,91,3,11,69,26,3,23,69,82,3,23,69,24,68,51,41,52,4,12,5,24,68,82,2,23,68,26,41,18,71,18,70,53,4,53,3,27,3,90,2,24,4,18,71,12,3,26,4,23,70,25,4,25,12,25,41,23,68,23,42,24,12,11,13,25,3,11,71,27,4,25,42,11,70,23,12,23,69,25,12,23,68,18,69,24,42,24,12,26,2,18,69,25,2,19,3,24,42,26,4,23,4,24,2,18,68,18,42,11,72,11,71,24,3,23,42,1.0
64,28,24,70,13,82,45,49,69,22,92,2,25,65,15,79,46,44,28,54,71,3,60,22,38,44,91,3,26,65,15,79,69,22,2,33,62,18,77,10,56,41,79,18,83,9,11,84,20,73,59,30,12,34,84,9,20,73,11,83,90,5,70,10,47,32,49,24,15,66,15,45,61,3,48,23,11,79,47,44,38,52,61,22,11,80,20,66,38,45,85,3,11,46,40,4,20,55,70,9,27,54,38,53,59,31,61,9,12,11,28,45,70,3,27,44,47,32,15,73,15,66,61,10,62,3,50,4,84,3,28,9,15,73,12,4,49,9,20,66,39,9,40,25,38,32,21,45,20,33,29,25,12,25,29,4,11,67,49,11,39,33,11,56,20,24,21,55,38,23,20,45,15,55,29,33,27,23,49,3,15,55,39,3,16,4,27,32,40,11,21,10,28,3,15,45,15,33,11,74,11,73,22,4,22,33,1.0
78,26,22,71,16,84,44,51,80,13,91,3,23,70,16,77,47,44,24,55,81,4,64,13,38,44,90,3,23,69,17,77,80,13,3,35,68,19,76,8,60,40,89,12,89,4,9,86,21,72,63,28,9,31,89,4,20,73,9,85,89,3,80,4,48,30,49,14,17,70,17,45,64,4,49,13,9,77,48,43,38,54,64,13,9,78,21,70,39,45,91,4,9,46,40,5,21,55,80,4,23,55,37,54,63,29,64,4,10,5,24,45,80,4,23,45,48,29,17,73,17,70,64,4,65,4,50,5,90,4,24,4,17,73,10,5,49,4,21,70,39,4,40,14,38,29,21,45,21,30,25,14,10,15,25,5,9,71,49,5,39,30,9,56,21,14,21,55,39,13,21,45,17,55,24,30,24,14,49,4,17,55,39,4,18,5,23,30,40,5,21,4,24,4,17,45,17,30,9,74,9,73,22,5,21,30,1.0
70,28,32,64,19,85,38,58,71,22,89,5,33,61,21,73,41,53,33,59,73,6,64,22,34,53,88,5,33,61,21,73,71,22,5,34,60,28,71,7,62,50,77,20,79,13,8,87,29,65,64,30,8,31,79,13,29,65,8,86,87,11,71,14,41,30,41,22,21,61,21,53,64,6,41,22,8,73,40,52,35,59,64,22,8,74,29,61,35,53,81,5,8,54,36,6,29,59,71,14,33,59,34,59,64,29,64,14,8,15,33,53,72,6,33,53,41,29,21,65,21,61,64,14,65,6,42,6,80,5,33,14,21,65,9,7,41,14,29,61,35,14,35,22,35,30,29,53,29,30,33,22,8,23,34,6,8,62,41,14,35,30,8,60,29,22,29,59,35,22,29,53,21,59,33,30,33,22,41,6,21,59,35,6,22,6,33,30,35,14,29,14,33,6,21,53,21,30,8,66,8,65,30,6,29,30,-1.0
70,43,28,66,19,82,42,55,74,19,91,3,29,65,21,73,43,51,29,56,75,4,48,20,38,51,90,4,29,65,21,73,73,20,3,37,64,26,71,10,45,50,85,16,86,7,11,84,27,67,47,46,11,47,87,6,27,67,11,83,89,5,74,7,43,46,44,20,21,65,21,51,48,4,43,20,11,73,42,51,38,56,48,20,11,74,27,65,38,51,88,4,11,52,39,5,27,56,74,7,29,56,38,56,48,45,48,7,12,8,29,51,74,4,29,51,43,46,21,67,21,65,48,8,49,5,44,5,87,4,29,7,21,67,12,5,43,7,27,65,38,7,39,20,38,46,27,51,27,46,30,20,12,21,30,5,11,66,44,8,38,46,11,57,27,20,27,56,38,20,27,51,21,56,29,46,29,20,43,4,21,56,38,4,22,5,29,46,39,8,27,7,29,4,21,51,21,46,11,68,11,67,28,5,27,46,-1.0
72,43,31,66,19,84,41,52,75,18,90,5,33,60,21,73,42,52,34,54,77,6,48,18,39,52,89,5,34,60,21,73,75,18,4,38,57,26,71,8,45,51,86,14,87,6,9,86,27,67,48,46,9,47,87,6,27,67,9,85,88,6,76,7,42,46,42,18,21,60,21,52,48,5,42,18,9,73,41,51,40,53,48,18,9,74,27,60,40,52,88,5,9,53,41,6,27,54,76,7,34,54,39,54,48,45,48,7,10,8,34,52,76,5,34,52,42,45,21,67,21,60,49,7,49,6,43,6,87,5,34,7,21,67,10,6,42,7,27,60,40,7,40,18,40,46,27,52,27,46,34,18,9,19,35,6,9,61,43,7,40,46,9,55,27,18,27,54,40,18,27,52,21,54,34,46,34,18,42,5,21,54,40,5,22,6,34,46,41,7,27,7,34,5,21,52,21,46,9,68,9,67,28,6,27,46,-1.0
76,15,20,73,17,82,51,54,78,11,88,6,21,73,18,76,55,36,21,61,81,6,73,12,31,38,87,7,21,72,18,76,78,12,5,26,72,19,75,8,71,33,82,10,83,8,10,85,20,74,72,18,10,20,84,8,19,74,10,84,85,8,79,8,55,18,55,13,18,73,18,38,75,7,54,12,10,76,54,36,31,61,73,13,10,77,20,73,32,38,85,6,10,39,34,8,20,61,80,8,21,61,31,61,73,17,75,8,11,11,21,38,80,7,21,38,54,17,18,74,18,73,74,9,76,7,57,7,84,7,21,10,18,74,11,8,56,8,20,73,33,10,32,14,31,19,20,38,20,19,21,14,10,15,22,8,10,74,56,9,32,19,10,62,20,14,20,61,31,14,20,38,18,61,21,19,21,14,56,7,18,61,33,7,19,8,21,19,33,10,20,10,21,7,18,38,18,19,10,75,10,74,21,8,20,19,-1.0
77,25,22,70,15,83,43,53,79,13,92,3,24,69,15,78,44,44,24,58,81,3,62,14,35,46,91,2,22,69,16,78,79,13,2,31,68,20,77,9,55,43,87,11,89,4,10,85,21,71,61,29,11,33,88,4,21,72,10,84,90,3,80,5,47,30,47,14,16,70,16,47,62,3,47,14,10,78,46,46,33,58,62,14,10,79,22,70,34,47,90,3,10,48,37,4,21,58,79,5,23,57,35,56,61,31,62,5,11,6,24,47,80,3,23,46,47,31,16,72,16,70,62,5,63,3,48,3,89,2,24,5,16,72,11,4,47,5,21,70,36,5,36,15,36,31,22,47,22,32,25,15,11,15,25,4,10,71,47,5,36,32,10,59,22,14,22,58,36,14,21,47,16,58,25,32,24,14,47,3,16,58,36,3,17,4,24,31,36,6,22,5,24,3,16,47,16,32,10,73,10,72,23,4,23,32,1.0
