@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atLee numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute destClass {2,3,4,1}

@data
79,14,60,58,10,11,26,67,82,12,69,24,11,83,13,25,27,14,11,68,70,12,69,21,23,67,81,12,13,69,27,25,71,14,13,14,26,12,25,23,11,82,16,80,11,24,12,13,3
77,14,64,59,13,13,24,68,80,13,70,21,14,80,15,23,26,15,15,69,72,15,70,22,25,68,79,13,15,70,24,22,73,14,16,16,25,15,25,22,14,79,15,77,15,22,15,15,4
77,19,51,58,14,13,22,67,80,14,62,27,15,79,17,32,27,16,16,68,63,15,61,29,24,66,79,13,16,69,25,31,64,14,17,16,26,15,26,31,14,78,16,76,16,31,16,15,4
74,19,55,61,16,16,24,67,77,18,65,27,17,77,19,30,27,19,17,68,65,16,63,26,23,67,76,16,18,69,27,29,66,19,19,19,26,17,24,28,17,76,19,74,17,29,18,18,1
73,19,63,65,17,17,25,68,76,17,67,25,18,76,19,26,26,19,18,69,69,18,68,24,24,68,75,18,19,70,25,25,70,19,20,20,25,18,24,24,18,75,21,73,18,25,19,19,3
72,19,61,63,19,18,25,67,75,18,66,26,19,74,21,27,26,20,21,69,68,20,67,25,24,67,74,19,21,70,25,26,69,20,22,21,25,20,25,26,19,73,19,71,21,26,21,20,4
76,18,52,60,15,14,25,66,79,14,62,29,15,78,16,31,27,15,17,68,64,16,63,28,24,67,78,15,16,69,25,29,65,15,18,17,26,16,26,30,16,77,18,75,17,30,17,16,4
74,19,63,64,16,16,24,68,77,16,67,25,16,77,18,26,25,18,18,70,69,18,68,25,24,69,76,17,18,71,24,25,70,18,19,19,24,18,24,25,17,76,18,74,18,25,18,18,4
79,15,67,58,11,11,26,68,82,14,74,21,13,82,14,22,27,14,13,68,73,12,72,19,24,67,81,12,13,69,27,21,74,14,14,14,26,13,25,21,12,81,16,79,13,21,13,13,3
78,18,58,56,13,14,26,65,80,14,66,26,13,80,15,28,28,15,14,67,67,14,66,25,25,65,79,14,15,68,27,27,68,15,16,16,27,14,26,26,13,79,16,77,14,27,15,15,2
76,18,60,63,13,14,24,70,79,14,66,26,15,80,16,27,25,17,15,70,68,16,66,26,24,69,78,14,16,71,24,27,69,16,16,17,24,16,24,26,14,79,17,77,15,26,15,16,2
70,22,62,59,20,20,28,64,73,21,66,26,21,73,23,28,30,23,22,65,67,22,66,26,28,64,72,21,22,66,29,27,68,22,23,23,29,22,29,27,21,72,23,70,22,27,22,22,4
71,21,65,65,20,19,25,67,74,20,68,25,20,73,23,26,26,22,22,69,69,21,68,25,25,68,73,20,22,70,26,25,70,22,23,22,25,21,25,25,21,72,21,70,22,25,22,21,4
71,24,58,61,20,19,26,65,74,20,63,29,20,73,23,31,28,22,21,67,64,20,63,28,25,65,73,20,22,68,28,30,65,22,23,22,27,20,26,29,20,72,21,70,21,30,22,21,2
75,21,55,65,16,15,22,70,78,16,63,29,17,77,18,31,24,17,18,71,64,17,62,30,23,69,77,15,18,72,22,30,65,16,19,18,23,17,23,30,16,76,17,74,18,30,18,17,4
78,14,56,54,12,12,27,65,81,13,67,25,13,81,14,27,29,14,14,66,68,14,66,22,24,65,80,12,14,67,28,26,69,14,15,15,28,14,28,26,13,80,16,78,14,26,14,14,3
77,14,62,62,12,13,23,69,80,13,69,23,12,81,15,24,24,16,14,71,71,15,69,23,23,69,79,13,15,72,24,24,72,16,15,16,23,15,23,23,12,80,14,78,14,23,14,15,3
75,19,57,52,13,15,27,64,78,16,65,26,14,80,16,29,30,18,13,65,66,15,64,26,27,63,77,15,16,66,29,29,67,17,16,18,29,15,27,26,13,79,16,77,13,28,15,17,1
70,21,61,56,18,20,28,64,73,21,66,26,19,75,20,28,30,22,20,65,67,20,65,24,26,64,72,20,20,66,29,27,68,22,21,23,29,22,27,27,19,74,20,72,20,27,20,22,2
71,21,61,52,19,19,31,61,74,19,65,26,20,74,22,28,33,22,21,62,67,21,66,26,31,62,73,20,22,63,31,28,68,20,22,22,32,21,32,27,21,73,22,71,21,27,21,21,4
73,18,60,57,17,17,28,64,76,17,66,26,17,76,19,27,29,19,18,66,68,18,66,23,25,65,75,17,19,67,28,26,69,19,20,20,28,19,27,25,18,75,19,73,19,26,19,19,3
78,17,57,57,13,12,25,67,81,13,66,26,14,80,16,28,27,15,14,68,67,14,67,25,24,67,80,14,15,69,26,27,68,14,16,15,26,14,26,26,14,79,15,77,15,27,15,14,2
78,17,57,65,13,12,22,69,81,14,67,25,14,80,16,28,25,15,14,70,67,13,66,26,23,69,80,13,14,71,25,26,68,15,16,15,24,13,23,26,14,79,19,77,14,27,15,14,3
72,19,59,66,18,18,23,69,75,19,66,26,19,75,21,28,25,21,20,70,67,20,65,26,23,69,74,18,20,71,24,27,68,20,21,21,24,20,24,27,19,74,20,72,20,27,20,20,4
75,19,59,62,17,15,23,68,78,15,65,25,18,76,19,28,26,17,19,69,67,17,67,25,23,67,77,17,19,70,23,27,68,15,20,18,25,17,25,27,17,75,18,73,19,27,19,17,4
69,21,65,65,20,21,25,68,72,21,67,25,21,73,23,26,26,24,20,69,69,21,67,23,23,67,71,21,23,70,25,26,70,23,23,24,25,21,23,23,20,72,21,70,20,25,22,23,1
75,16,68,61,15,15,25,68,78,16,72,20,17,78,17,22,27,17,16,68,73,16,71,20,25,66,77,15,17,69,25,21,74,16,18,18,26,16,25,20,15,77,19,75,16,21,17,17,3
75,18,62,62,15,15,24,67,78,16,68,24,15,78,18,26,26,18,17,69,69,17,67,24,24,69,77,15,16,70,26,24,70,18,18,18,25,17,25,25,17,77,18,75,17,25,17,17,4
69,22,64,62,20,21,27,67,72,21,66,26,22,73,23,27,28,24,21,67,68,22,66,25,26,65,71,21,23,68,27,27,69,23,23,24,27,22,26,25,20,72,22,70,21,26,22,23,3
79,17,49,61,13,11,25,67,82,12,62,30,14,80,15,32,27,13,14,68,63,12,61,29,24,66,81,11,15,69,26,31,64,13,16,14,26,12,25,30,13,79,19,77,14,31,15,13,2
71,20,60,57,17,19,28,64,74,20,66,26,18,76,19,28,30,21,18,65,67,20,65,26,28,63,73,19,19,66,29,27,68,21,20,22,29,20,28,26,17,75,21,73,18,27,19,21,2
74,18,64,52,16,16,28,63,77,17,69,22,16,78,17,25,31,18,17,64,70,17,68,23,29,64,76,16,17,65,29,24,71,17,18,19,30,18,29,24,17,77,18,76,17,24,17,18,3
73,19,63,61,17,17,26,67,76,18,68,25,18,76,20,26,27,20,18,68,69,18,68,23,24,67,75,18,19,69,27,25,70,20,20,20,26,18,25,24,18,75,19,73,18,25,19,19,2
75,18,62,62,16,15,24,67,78,15,67,24,16,77,18,26,26,17,18,69,69,17,68,24,24,68,77,16,18,70,25,25,70,17,19,18,25,17,25,25,17,76,18,74,18,25,18,17,4
74,22,58,58,16,16,27,64,77,16,63,28,16,77,17,30,29,17,18,66,65,18,64,27,26,66,76,17,17,67,27,28,66,17,19,19,28,18,28,29,18,76,20,74,18,29,18,18,4
76,16,58,59,12,14,24,68,79,15,67,25,13,81,15,27,26,17,13,69,68,14,66,24,23,68,78,14,15,70,26,27,69,17,15,17,25,15,23,25,13,80,15,78,13,26,14,16,1
72,22,60,62,18,18,27,67,75,20,66,29,19,75,21,29,27,21,19,68,66,19,65,27,25,67,74,19,21,69,27,29,67,21,21,21,26,19,25,27,19,74,20,72,19,28,20,20,3
74,18,56,61,16,16,24,67,77,16,64,27,16,77,18,29,26,18,18,69,66,17,65,26,23,68,76,17,18,70,25,28,67,18,19,19,25,18,24,28,17,76,17,74,18,28,18,18,3
75,19,65,64,16,15,23,69,78,16,69,23,17,77,18,25,25,17,16,70,70,17,70,22,22,68,77,17,18,71,24,24,71,17,19,18,24,17,24,22,16,76,18,74,18,24,18,17,3
79,18,60,59,11,11,23,69,82,12,67,23,14,82,14,27,27,14,12,68,68,12,67,24,24,66,81,12,14,69,25,27,69,12,14,14,26,12,25,25,11,81,17,79,12,26,13,13,2
75,17,67,62,16,15,24,68,78,15,70,21,17,77,18,23,26,17,18,69,72,17,71,21,24,68,77,16,18,70,24,22,73,16,19,18,25,17,25,22,17,76,18,74,18,22,18,17,4
72,24,56,62,18,18,25,67,75,20,63,30,19,75,21,32,27,21,20,68,63,20,61,31,26,66,74,18,20,69,26,31,64,20,21,21,26,20,26,31,18,74,20,72,20,31,20,20,4
75,21,57,63,15,15,24,69,78,17,65,29,16,78,18,30,25,18,16,70,65,16,64,26,21,69,77,16,18,71,25,30,66,18,18,18,24,17,23,28,16,77,17,75,17,29,17,17,1
77,17,65,61,15,13,26,67,80,14,70,23,16,78,18,24,27,16,16,68,71,15,71,22,25,66,79,15,18,69,26,24,72,15,18,16,26,15,26,22,15,77,19,75,17,23,17,15,4
71,23,63,62,19,19,27,66,74,20,66,27,20,74,21,28,28,21,20,67,67,20,66,26,26,66,73,20,21,68,27,27,68,21,22,22,27,20,26,26,20,73,22,71,20,27,21,21,3
77,15,65,64,12,15,22,70,79,15,71,21,13,81,14,23,24,16,13,71,72,15,71,21,22,69,78,15,14,72,23,22,73,16,15,17,23,15,22,21,12,80,16,78,13,22,14,16,3
80,15,57,58,9,10,24,67,83,10,66,24,10,84,12,27,27,13,11,68,68,11,67,22,22,67,82,11,11,69,26,26,69,12,12,13,26,12,25,26,10,83,16,81,11,26,11,12,4
78,15,49,62,12,12,23,68,81,12,62,29,12,81,14,31,25,14,13,70,64,13,62,27,21,69,80,12,14,71,24,30,65,14,15,15,24,13,23,29,13,80,16,78,13,30,14,14,2
74,17,65,56,16,16,26,65,77,16,69,21,17,77,18,24,29,18,18,66,71,18,69,23,28,64,76,16,18,67,27,23,72,17,19,19,28,18,28,23,16,76,18,74,18,23,18,18,4
77,16,62,59,13,13,23,68,80,14,69,22,14,80,16,25,26,16,14,69,70,14,68,22,23,67,79,13,16,70,26,25,71,16,16,16,25,14,24,23,13,79,15,77,14,24,15,15,1
77,16,66,67,13,13,20,72,80,14,71,20,15,80,16,23,23,16,15,72,72,15,71,22,22,72,79,14,15,73,22,22,73,15,16,16,22,15,22,22,15,79,17,77,15,22,15,15,4
73,19,61,57,15,17,29,65,76,18,67,26,17,78,18,27,30,20,17,65,68,18,66,23,26,64,75,17,18,66,30,27,69,20,18,20,29,19,28,26,16,77,21,75,17,26,17,19,1
77,15,57,60,14,13,23,67,80,13,66,24,14,79,16,27,26,15,16,69,68,15,66,24,23,67,79,13,15,70,25,25,69,15,17,16,25,15,25,26,14,78,16,76,16,26,16,15,2
73,21,59,64,18,17,26,66,76,19,66,28,18,75,21,29,27,20,19,68,66,18,65,26,24,67,75,18,20,69,27,28,67,20,21,20,26,18,25,27,19,74,22,72,19,28,20,19,2
73,19,67,66,17,17,23,70,76,18,70,23,18,76,19,24,24,19,18,71,71,18,70,21,21,69,75,18,19,72,23,23,72,19,20,20,23,19,22,22,17,75,18,73,19,23,19,19,2
79,15,61,65,12,11,22,72,82,12,69,24,14,81,15,25,23,14,14,72,70,12,69,22,20,71,81,12,15,73,22,25,71,13,15,14,22,13,21,24,13,80,15,78,14,24,14,13,2
75,18,58,60,17,15,26,66,78,15,65,27,17,76,20,28,27,18,19,68,67,17,66,26,25,67,77,16,20,69,27,28,68,18,20,18,26,17,26,27,18,75,18,73,19,27,19,17,4
72,22,62,57,19,18,28,63,75,20,67,26,19,74,22,28,30,21,20,65,67,19,65,26,28,64,74,18,21,66,30,27,68,21,22,21,29,19,28,26,20,73,21,71,20,27,21,20,3
76,18,58,51,15,14,27,62,79,15,66,24,15,78,17,28,31,16,15,64,67,15,66,23,26,62,78,15,17,65,29,27,68,15,18,17,30,15,29,25,15,77,17,75,16,27,17,16,2
70,21,61,61,21,20,27,64,73,20,65,26,21,72,22,28,29,21,23,66,67,22,65,27,28,65,72,20,22,67,27,26,68,21,24,23,28,22,28,27,22,71,23,69,23,27,23,22,4
78,13,57,52,12,12,24,64,81,13,68,20,13,81,14,26,30,14,14,65,69,14,67,21,25,64,80,12,13,66,29,24,70,14,15,15,29,14,29,25,13,80,16,78,14,25,14,14,2
70,23,57,56,21,20,29,61,73,21,63,28,21,72,23,31,32,22,23,63,64,22,63,30,31,61,72,21,23,64,31,30,65,22,24,23,31,22,31,30,21,71,24,69,23,30,23,22,3
75,19,57,59,15,15,24,67,78,16,65,26,16,78,18,29,27,18,15,68,66,16,65,26,24,66,77,16,18,69,27,29,67,18,18,18,26,16,25,26,15,77,17,75,16,28,17,17,1
76,17,57,57,14,14,24,65,79,14,65,23,15,79,16,28,29,16,15,66,67,16,66,24,25,64,78,15,16,67,27,27,68,15,17,17,28,16,28,26,14,78,19,76,16,27,16,16,2
75,17,63,67,15,15,21,71,78,15,68,24,15,78,18,25,22,18,17,73,70,17,69,24,21,71,77,16,18,74,22,25,71,18,18,18,21,17,21,24,15,77,15,75,17,24,17,17,4
71,21,61,61,18,19,28,66,74,20,66,27,20,75,21,28,29,22,20,66,67,20,65,26,27,65,73,19,21,67,28,28,68,21,21,22,28,21,27,27,19,74,23,72,20,27,20,21,1
78,13,57,56,10,12,23,66,81,12,67,22,10,83,13,26,27,15,11,68,69,12,67,22,23,67,80,12,13,69,26,26,70,14,13,15,26,13,24,24,11,82,14,80,11,25,12,14,1
72,22,58,57,17,18,27,66,75,20,65,28,19,76,20,30,29,21,17,66,65,19,64,26,25,64,74,19,20,67,29,30,66,21,20,21,28,19,27,27,17,75,19,73,18,29,19,20,1
80,16,64,63,10,10,22,70,83,12,71,23,10,83,13,24,23,13,11,72,71,11,70,19,18,71,82,11,13,73,23,24,72,13,13,13,22,12,21,22,11,82,13,80,12,23,12,12,1
76,18,58,61,13,14,27,68,79,15,66,28,15,80,16,28,27,17,14,68,67,14,65,23,22,67,78,14,16,69,27,28,68,17,16,17,26,15,24,26,14,79,19,77,14,27,15,16,1
72,22,62,61,18,18,28,65,75,21,68,28,18,75,21,28,28,21,19,67,67,18,65,25,25,66,74,18,21,68,28,28,68,21,21,21,27,19,25,26,19,74,21,72,19,27,20,20,1
78,14,58,60,13,14,23,67,80,14,68,23,13,80,15,26,26,15,14,69,69,14,68,22,22,68,79,14,15,70,25,25,70,15,16,16,25,14,24,24,14,79,16,77,14,25,15,15,2
74,20,62,62,15,16,25,68,77,17,67,25,17,78,18,27,27,19,17,68,68,18,68,23,23,67,76,18,18,69,25,27,69,17,18,19,26,18,26,26,16,77,20,75,17,26,17,18,4
74,21,57,60,17,16,26,66,77,19,66,28,18,76,20,30,28,19,18,67,65,18,65,27,25,66,76,18,19,68,28,29,66,19,20,19,27,18,27,28,18,75,20,73,19,29,19,18,3
76,17,61,63,15,14,21,69,79,15,68,23,15,78,17,26,24,16,16,71,69,16,68,24,22,69,78,15,16,72,23,24,70,16,18,17,23,16,23,24,15,77,15,75,17,25,17,16,3
78,18,68,61,13,12,24,68,81,14,72,21,14,80,16,23,26,15,14,69,72,14,72,21,24,67,80,14,14,70,26,21,73,15,16,15,25,14,25,21,13,79,17,77,15,22,15,14,2
71,21,59,62,20,19,27,66,74,20,65,28,21,73,22,29,28,21,21,67,66,20,65,27,26,66,73,20,22,68,27,28,67,21,23,22,27,20,26,27,21,72,22,70,21,28,22,21,2
77,16,60,62,13,13,23,69,80,14,68,24,14,80,15,26,25,15,14,70,69,15,68,24,23,69,79,14,15,71,24,25,70,15,16,16,24,15,24,24,14,79,16,77,15,25,15,15,3
74,17,59,64,17,16,21,68,77,16,66,23,17,76,18,27,25,17,18,70,68,18,67,24,22,69,76,17,17,71,23,24,69,17,20,19,24,18,24,25,18,75,18,73,19,26,19,18,4
72,21,53,55,18,18,31,62,75,19,62,32,18,75,21,32,31,21,20,64,63,19,62,28,27,64,74,19,21,65,31,32,64,21,21,21,30,20,29,31,20,74,21,72,20,31,20,20,3
73,20,54,58,16,17,28,65,76,17,62,30,17,77,18,31,29,19,17,66,64,18,63,27,25,65,75,18,18,67,28,30,65,19,19,20,28,18,27,29,17,76,20,74,17,30,18,19,2
73,19,61,62,15,17,24,69,76,17,66,25,17,78,18,27,26,20,16,69,68,18,66,25,24,68,75,17,18,70,25,27,69,19,18,20,25,18,24,25,16,77,18,75,16,26,17,19,3
70,23,63,56,19,20,29,64,73,20,65,26,21,74,21,28,31,22,20,64,67,22,67,25,28,62,72,22,21,65,29,27,68,21,22,23,30,22,30,26,19,73,22,71,21,27,21,22,2
76,15,63,58,15,14,26,66,79,15,70,23,15,78,18,24,27,17,16,68,71,14,69,21,24,66,78,14,18,69,27,24,72,17,18,17,26,15,24,22,15,77,16,75,16,23,17,16,2
71,19,65,56,17,19,29,64,74,19,68,24,18,76,20,25,30,22,19,65,70,20,68,21,26,65,73,19,20,66,29,25,71,21,20,22,29,21,28,24,19,75,20,73,19,24,19,21,2
72,21,61,57,17,18,28,64,75,18,65,27,17,76,20,28,29,21,18,66,67,19,66,24,25,65,74,19,20,67,28,28,68,20,20,21,28,19,27,26,18,75,19,73,18,27,19,20,3
74,19,57,62,16,16,23,67,77,17,65,26,16,77,18,29,26,18,17,69,66,17,64,26,23,68,76,16,18,70,25,28,67,18,19,19,25,17,24,27,17,76,18,74,17,28,18,18,4
77,16,58,59,12,13,26,66,80,14,67,25,13,81,15,27,28,16,14,67,68,14,67,23,24,67,79,14,15,68,27,27,69,15,15,16,27,15,26,26,14,80,19,78,14,26,14,15,3
73,18,60,58,17,17,27,65,76,18,67,26,17,76,20,27,28,20,18,67,68,17,66,24,25,66,75,17,20,68,28,27,69,20,20,20,27,18,25,25,18,75,18,73,18,26,19,19,1
73,20,56,57,17,17,27,64,76,19,65,27,18,76,20,30,30,20,18,65,65,18,63,27,27,64,75,17,19,66,30,29,66,20,20,20,29,18,28,28,18,75,21,73,18,29,19,19,3
75,16,66,65,16,15,23,69,78,15,70,21,17,77,18,23,25,17,18,70,72,17,71,22,24,69,77,16,18,71,23,22,73,16,19,18,24,17,24,22,17,76,19,74,18,22,18,17,4
72,18,60,60,17,18,26,67,75,18,66,25,19,76,19,27,28,20,18,67,68,19,66,25,26,65,74,18,19,68,27,26,69,20,20,21,27,19,26,25,17,75,20,73,18,26,19,20,1
75,18,58,61,15,15,24,68,78,15,65,25,17,78,18,28,27,18,16,68,67,17,66,25,24,67,77,16,18,69,25,28,68,16,18,18,26,17,26,26,16,77,19,75,17,27,17,17,4
73,24,56,58,19,17,27,63,76,18,62,29,19,74,21,32,30,19,20,65,63,19,62,29,27,63,75,18,21,66,29,31,64,19,22,20,29,19,29,30,19,73,22,71,21,31,21,19,4
77,18,62,64,13,13,23,70,80,16,70,25,14,80,16,26,24,16,14,71,69,14,67,23,21,70,79,13,15,72,24,25,70,16,16,16,23,15,22,24,14,79,16,77,15,25,15,15,2
75,16,60,68,16,15,23,71,78,16,68,26,17,77,19,26,23,18,18,72,69,17,67,24,21,70,77,15,19,73,23,26,70,18,19,18,22,17,22,25,16,76,18,74,18,25,18,17,2
74,18,64,61,15,18,24,67,76,18,69,22,16,78,17,25,27,19,17,68,70,18,69,23,25,67,75,18,16,69,26,23,71,19,18,20,26,19,25,24,16,77,19,75,17,24,17,19,2
72,22,62,61,18,18,27,66,75,20,67,27,19,75,21,28,28,21,18,67,67,19,66,25,25,65,74,19,20,68,28,27,68,21,21,21,27,19,26,25,18,74,21,72,19,27,20,20,1
73,19,59,63,15,17,22,68,76,17,65,25,15,78,17,28,25,19,16,70,67,17,65,25,22,69,75,17,16,71,24,26,68,19,18,20,24,18,22,26,16,77,17,75,16,27,17,19,1
74,20,60,56,15,16,27,65,77,18,67,26,16,78,18,28,29,19,15,66,67,17,65,25,26,64,76,16,17,67,29,27,68,19,18,19,28,17,27,25,15,77,18,75,16,27,17,18,3
76,18,58,60,13,14,23,68,79,15,66,26,14,79,17,28,25,17,15,70,67,15,65,24,21,67,78,14,16,71,25,27,68,17,17,17,24,15,23,26,13,78,14,75,15,27,16,16,1
74,19,57,52,17,16,30,63,77,17,65,28,18,76,20,29,31,19,18,64,66,17,65,25,27,62,76,17,20,65,31,29,67,19,20,19,30,17,29,27,17,75,18,73,18,28,19,18,3
77,18,64,60,14,13,24,67,80,14,69,23,14,79,16,25,26,15,15,69,70,15,69,23,24,67,79,14,15,70,25,23,71,15,17,16,25,15,25,23,14,78,16,76,16,24,16,15,2
75,17,63,60,15,15,26,67,78,16,69,24,16,78,18,25,27,18,16,68,70,16,68,21,23,67,77,15,18,69,27,25,71,18,18,18,26,16,25,23,16,77,18,75,16,24,17,17,2
77,16,60,56,14,13,24,66,80,14,68,23,14,79,16,26,27,15,15,68,69,14,67,22,23,66,79,13,15,69,26,24,70,15,17,16,26,15,25,24,14,78,14,76,16,25,16,15,4
76,18,54,58,13,14,25,66,79,14,63,28,13,80,16,30,27,17,14,68,65,14,63,27,24,67,78,14,15,69,26,29,66,16,16,17,26,15,24,28,14,79,16,77,14,29,15,16,1
77,15,59,59,12,13,25,68,80,14,68,25,13,81,15,26,26,16,12,69,69,14,68,20,20,67,79,14,15,70,26,26,70,16,15,16,25,14,24,23,12,80,15,78,13,25,14,15,1
80,12,58,58,10,10,25,66,83,10,68,22,11,83,13,25,28,13,12,67,70,12,68,20,23,66,82,10,12,68,28,24,71,13,13,13,27,12,27,24,11,82,18,80,12,24,12,12,3
73,18,62,57,18,17,28,63,76,17,67,23,19,75,20,26,31,19,20,64,69,18,68,23,28,63,75,18,19,65,29,24,70,18,21,20,30,19,29,25,19,74,23,72,20,25,20,19,4
70,24,56,58,21,20,29,62,73,21,62,30,21,72,24,32,31,23,22,64,63,21,62,29,28,63,72,21,22,65,31,30,64,23,24,23,30,21,29,30,22,71,24,69,22,31,23,22,2
75,20,64,60,15,15,26,66,78,18,70,25,15,78,18,26,27,18,16,68,69,16,67,23,24,66,77,15,17,69,27,25,70,18,18,18,26,16,25,24,15,77,18,75,16,25,17,17,3
77,16,64,60,13,13,25,68,80,14,70,22,15,80,16,24,27,16,15,68,71,15,70,22,25,68,79,14,16,69,25,24,72,14,16,16,26,15,26,23,15,79,18,77,15,23,15,15,4
75,17,67,62,14,15,24,68,78,15,70,21,15,79,17,23,26,18,15,69,72,17,72,21,24,68,77,17,16,70,25,22,73,17,17,18,25,17,25,21,15,78,18,76,16,22,16,17,3
78,15,65,68,12,12,21,72,81,13,71,22,13,81,14,23,22,14,14,73,72,13,71,21,20,72,80,13,14,74,21,22,73,14,15,15,21,14,20,22,13,80,16,78,14,22,14,14,3
78,18,56,63,11,12,21,70,81,14,66,27,11,82,14,29,23,15,13,72,66,13,65,26,20,71,80,13,13,73,23,28,67,15,14,15,22,14,21,28,12,81,13,79,13,28,13,14,2
74,20,62,56,16,16,26,64,77,16,66,24,16,77,17,27,29,17,18,66,68,17,66,23,25,65,76,16,17,67,27,25,69,17,19,19,28,18,27,26,17,76,18,74,18,26,18,18,4
74,20,54,62,17,18,22,68,76,18,63,27,18,76,19,31,26,19,18,69,64,19,63,28,23,67,75,18,18,70,25,29,65,19,20,20,25,19,25,29,17,75,18,73,19,30,19,19,3
75,18,58,60,16,15,22,66,78,16,66,23,16,77,18,28,27,17,16,68,67,16,65,24,23,66,77,15,18,69,26,27,68,17,19,18,26,16,25,25,16,76,18,74,17,27,18,17,2
73,21,53,57,18,17,27,65,76,18,62,30,19,75,21,32,29,20,19,66,63,18,61,28,25,64,75,17,20,67,29,31,64,20,21,20,28,18,27,30,18,74,19,72,19,31,20,19,1
76,16,66,59,13,14,25,68,79,14,70,22,14,80,16,23,26,17,13,69,72,16,72,20,23,67,78,16,16,70,25,23,73,16,16,17,25,16,25,20,13,79,15,77,15,22,15,16,1
78,16,64,59,11,12,25,68,81,13,70,23,12,82,13,24,26,14,12,69,71,14,70,21,23,67,80,13,13,70,25,23,72,14,14,15,25,14,25,22,11,81,15,79,13,23,13,14,2
79,15,61,57,10,11,25,67,82,11,68,23,11,83,13,25,27,14,10,68,70,12,69,22,24,66,81,12,13,69,26,25,71,13,13,14,26,12,25,22,10,82,15,80,11,24,12,13,1
77,16,64,60,12,13,26,68,80,15,71,23,14,81,15,24,27,16,13,68,71,14,69,22,25,66,79,13,15,69,27,24,72,16,15,16,26,14,25,22,12,80,18,78,13,23,14,15,1
71,21,57,57,18,19,27,64,74,19,63,27,19,75,21,30,30,22,18,65,65,20,64,27,27,63,73,20,20,66,29,29,66,21,21,22,29,20,28,27,18,74,21,72,19,29,20,21,1
79,17,65,67,10,11,19,71,82,13,71,21,10,83,12,24,22,13,12,73,71,13,69,23,21,73,81,11,10,74,21,21,72,13,13,14,21,13,21,23,12,82,15,80,12,23,12,13,4
77,13,63,56,13,13,23,66,80,13,70,19,13,80,15,23,27,15,14,68,72,14,70,18,22,66,79,13,15,69,26,22,73,15,16,16,26,14,25,21,13,79,14,77,14,22,15,15,2
73,21,65,63,18,17,26,67,76,19,69,26,18,75,21,26,26,20,18,69,69,18,68,23,23,67,75,18,21,70,26,26,70,20,21,20,25,18,24,23,18,74,19,72,19,25,20,19,1
70,23,61,59,21,20,28,63,73,20,64,27,21,72,23,29,30,22,23,65,66,22,65,28,29,64,72,21,23,66,28,28,67,21,24,23,29,22,29,28,22,71,23,69,23,28,23,22,4
76,19,59,58,14,14,27,65,79,15,66,26,15,79,16,28,29,16,15,66,67,15,65,24,25,65,78,14,16,67,27,27,68,15,17,17,28,15,27,26,15,78,20,76,15,27,16,16,4
72,19,69,63,19,18,25,67,75,18,70,22,19,74,21,23,26,20,21,69,72,20,71,21,24,67,74,19,21,70,25,22,73,20,22,21,25,20,25,22,19,73,19,71,21,22,21,20,3
74,19,61,61,15,16,27,67,77,16,66,27,16,78,18,27,27,19,15,68,68,17,67,24,24,66,76,17,18,69,27,27,69,19,18,19,26,17,25,24,15,77,19,75,16,26,17,18,1
75,21,61,58,15,15,28,66,78,17,67,27,17,78,18,28,29,18,15,66,67,15,65,25,26,64,77,15,17,67,29,27,68,18,18,18,28,15,26,25,15,77,20,75,15,27,17,17,1
76,16,66,60,13,14,26,67,79,15,71,22,14,80,16,23,27,17,15,68,72,15,70,20,24,67,78,14,16,69,26,23,73,16,16,17,26,16,25,22,14,79,18,77,15,22,15,16,2
71,20,66,66,18,19,24,69,74,20,69,24,19,75,21,25,25,22,19,70,70,19,68,22,22,69,73,19,21,71,25,25,71,22,21,22,24,20,22,23,19,74,20,72,19,24,20,21,1
73,22,62,59,16,17,29,64,76,19,67,27,17,77,19,28,30,20,17,65,67,18,66,26,28,64,75,18,18,66,30,27,68,20,19,20,29,18,28,26,17,76,23,74,17,27,18,19,2
