@relation 'Sax dominant'

@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute destClass {1,2}

@data
28,30,65,28,64,53,41,37,52,39,29,66,51,64,55,39,53,38,28,64,30,39,29,41,30,41,28,39,2
32,34,58,34,57,56,36,34,55,36,33,60,54,56,58,35,56,35,33,58,36,36,34,38,35,37,34,36,2
28,30,65,28,64,57,37,33,56,35,29,66,55,64,59,35,57,34,28,64,30,35,29,37,30,37,28,35,2
29,31,61,31,60,56,34,28,55,34,30,63,52,59,60,31,58,31,30,61,33,32,31,36,32,35,31,34,1
31,35,56,35,55,67,24,20,66,24,33,59,64,53,70,22,68,22,33,57,37,23,34,26,36,25,35,24,2
28,30,62,30,61,62,29,25,61,29,29,64,59,60,65,27,63,27,29,62,32,28,30,31,31,30,30,29,1
31,33,62,31,61,56,38,34,55,36,32,63,54,61,58,36,56,35,31,61,33,36,32,38,33,38,31,36,2
23,27,67,25,66,60,33,27,59,31,25,69,57,65,63,30,61,29,24,67,27,30,25,33,27,33,25,31,1
28,30,65,28,64,55,37,29,54,35,29,66,51,64,59,33,57,32,28,64,30,33,29,37,30,37,28,35,2
28,30,65,28,64,61,32,26,60,30,29,66,58,64,64,29,62,28,28,64,30,29,29,32,30,32,28,30,1
30,34,60,32,59,71,23,19,70,21,32,62,69,58,73,21,71,20,31,60,34,21,32,23,34,23,32,21,1
28,30,65,28,64,53,39,31,52,37,29,66,49,64,57,35,55,34,28,64,30,35,29,39,30,39,28,37,2
31,33,62,31,61,56,38,34,55,36,32,63,54,61,58,36,56,35,31,61,33,36,32,38,33,38,31,36,2
29,31,61,31,60,52,39,35,51,39,30,63,49,59,55,37,53,37,30,61,33,38,31,41,32,40,31,39,1
31,33,62,31,61,51,42,36,50,40,32,63,48,61,54,39,52,38,31,61,33,39,32,42,33,42,31,40,2
28,30,65,28,64,56,36,28,55,34,29,66,52,64,60,32,58,31,28,64,30,32,29,36,30,36,28,34,2
29,31,61,31,60,60,31,27,59,31,30,63,57,59,63,29,61,29,30,61,33,30,31,33,32,32,31,31,1
28,30,65,28,64,54,40,36,53,38,29,66,52,64,56,38,54,37,28,64,30,38,29,40,30,40,28,38,2
29,31,61,31,60,59,32,28,58,32,30,63,56,59,62,30,60,30,30,61,33,31,31,34,32,33,31,32,1
28,30,62,30,61,73,19,17,72,19,29,64,71,60,75,18,73,18,29,62,32,19,30,21,31,20,30,19,2
28,30,65,28,64,55,38,32,54,36,29,66,52,64,58,35,56,34,28,64,30,35,29,38,30,38,28,36,1
28,30,65,28,64,59,34,28,58,32,29,66,56,64,62,31,60,30,28,64,30,31,29,34,30,34,28,32,1
29,31,61,31,60,54,36,30,53,36,30,63,50,59,58,33,56,33,30,61,33,34,31,38,32,37,31,36,1
27,29,66,27,65,58,34,26,57,32,28,67,54,65,62,30,60,29,27,65,29,30,28,34,29,34,27,32,2
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
38,44,49,42,48,65,29,25,64,27,41,52,63,46,67,27,65,26,40,50,44,27,41,29,44,29,42,27,1
32,36,55,36,54,72,20,18,71,20,34,58,70,52,74,19,72,19,34,56,38,20,35,22,37,21,36,20,2
30,34,60,32,59,62,31,25,61,29,32,62,59,58,65,28,63,27,31,60,34,28,32,31,34,31,32,29,1
20,24,67,24,66,67,24,20,66,24,22,70,64,64,70,22,68,22,22,68,26,23,23,26,25,25,24,24,2
28,30,65,28,64,56,36,28,55,34,29,66,52,64,60,32,58,31,28,64,30,32,29,36,30,36,28,34,1
29,31,61,31,60,52,39,35,51,39,30,63,49,59,55,37,53,37,30,61,33,38,31,41,32,40,31,39,1
28,30,65,28,64,55,37,29,54,35,29,66,51,64,59,33,57,32,28,64,30,33,29,37,30,37,28,35,1
28,30,65,28,64,58,34,26,57,32,29,66,54,64,62,30,60,29,28,64,30,30,29,34,30,34,28,32,1
28,30,65,28,64,56,36,28,55,34,29,66,52,64,60,32,58,31,28,64,30,32,29,36,30,36,28,34,2
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
28,30,65,28,64,55,38,32,54,36,29,66,52,64,58,35,56,34,28,64,30,35,29,38,30,38,28,36,1
29,31,61,31,60,62,29,25,61,29,30,63,59,59,65,27,63,27,30,61,33,28,31,31,32,30,31,29,1
29,31,61,31,60,52,39,35,51,39,30,63,49,59,55,37,53,37,30,61,33,38,31,41,32,40,31,39,1
29,31,61,31,60,49,43,41,48,43,30,63,47,59,51,42,49,42,30,61,33,43,31,45,32,44,31,43,1
31,33,62,31,61,55,38,32,54,36,32,63,52,61,58,35,56,34,31,61,33,35,32,38,33,38,31,36,2
28,30,65,28,64,64,29,23,63,27,29,66,61,64,67,26,65,25,28,64,30,26,29,29,30,29,28,27,1
29,31,61,31,60,59,32,28,58,32,30,63,56,59,62,30,60,30,30,61,33,31,31,34,32,33,31,32,1
31,32,62,31,61,56,35,28,55,34,32,63,52,61,60,32,58,31,31,61,33,32,32,36,33,36,31,34,2
31,33,62,31,61,62,31,25,61,29,32,63,59,61,65,28,63,27,31,61,33,28,32,31,33,31,31,29,2
31,37,56,35,55,65,29,25,64,27,34,59,63,53,67,27,65,26,33,57,37,27,34,29,37,29,35,27,2
31,33,62,31,61,61,32,26,60,30,32,63,58,61,64,29,62,28,31,61,33,29,32,32,33,32,31,30,1
29,31,61,31,60,60,31,27,59,31,30,63,57,59,63,29,61,29,30,61,33,30,31,33,32,32,31,31,1
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
23,27,67,25,66,63,30,24,62,28,25,69,60,65,66,27,64,26,24,67,27,27,25,30,27,30,25,28,1
29,31,61,31,60,54,36,30,53,36,30,63,50,59,58,33,56,33,30,61,33,34,31,38,32,37,31,36,1
28,30,65,28,64,57,35,27,56,33,29,66,53,64,61,31,59,30,28,64,30,31,29,35,30,35,28,33,1
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
29,31,61,31,60,56,35,31,55,35,30,63,53,59,59,33,57,33,30,61,33,34,31,37,32,36,31,35,1
28,30,65,28,64,58,34,26,57,32,29,66,54,64,62,30,60,29,28,64,30,30,29,34,30,34,28,32,2
31,32,62,31,61,54,37,30,53,36,32,63,50,61,58,34,56,33,31,61,33,34,32,38,33,38,31,36,2
28,30,65,28,64,55,37,29,54,35,29,66,51,64,59,33,57,32,28,64,30,33,29,37,30,37,28,35,2
27,31,60,31,59,65,26,22,64,26,29,63,62,57,68,24,66,24,29,61,33,25,30,28,32,27,31,26,2
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
29,31,61,31,60,60,31,27,59,31,30,63,57,59,63,29,61,29,30,61,33,30,31,33,32,32,31,31,1
29,31,61,31,60,59,32,28,58,32,30,63,56,59,62,30,60,30,30,61,33,31,31,34,32,33,31,32,1
26,34,58,32,57,64,30,26,63,28,30,62,62,54,66,28,64,27,29,60,34,28,30,30,34,30,32,28,1
28,30,65,28,64,62,31,25,61,29,29,66,59,64,65,28,63,27,28,64,30,28,29,31,30,31,28,29,1
27,29,66,27,65,59,34,28,58,32,28,67,56,65,62,31,60,30,27,65,29,31,28,34,29,34,27,32,1
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
28,30,65,28,64,60,33,27,59,31,29,66,57,64,63,30,61,29,28,64,30,30,29,33,30,33,28,31,1
29,31,61,31,60,61,30,26,60,30,30,63,58,59,64,28,62,28,30,61,33,29,31,32,32,31,31,30,1
31,33,62,31,61,54,40,36,53,38,32,63,52,61,56,38,54,37,31,61,33,38,32,40,33,40,31,38,2
32,36,55,36,54,60,31,27,59,31,34,58,57,52,63,29,61,29,34,56,38,30,35,33,37,32,36,31,2
30,34,60,32,59,63,30,24,62,28,32,62,60,58,66,27,64,26,31,60,34,27,32,30,34,30,32,28,1
29,31,61,31,60,59,32,28,58,32,30,63,56,59,62,30,60,30,30,61,33,31,31,34,32,33,31,32,1
28,30,65,28,64,55,37,29,54,35,29,66,51,64,59,33,57,32,28,64,30,33,29,37,30,37,28,35,1
23,29,64,27,63,63,30,24,62,28,26,67,60,61,66,27,64,26,25,65,29,27,26,30,29,30,27,28,2
31,32,62,31,61,57,36,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
29,31,61,31,60,56,35,31,55,35,30,63,53,59,59,33,57,33,30,61,33,34,31,37,32,36,31,35,1
27,32,60,31,59,60,32,27,59,31,30,63,57,57,63,30,61,29,29,61,33,30,30,33,33,33,31,31,2
29,31,61,31,60,57,33,27,56,33,30,63,53,59,61,30,59,30,30,61,33,31,31,35,32,34,31,33,1
26,29,64,28,63,64,28,23,63,27,28,66,61,62,67,26,65,25,27,64,30,26,28,29,30,29,28,27,2
23,27,67,25,66,66,27,21,65,25,25,69,63,65,69,24,67,23,24,67,27,24,25,27,27,27,25,25,2
29,31,61,31,60,60,31,27,59,31,30,63,57,59,63,29,61,29,30,61,33,30,31,33,32,32,31,31,1
29,31,61,31,60,56,35,31,55,35,30,63,53,59,59,33,57,33,30,61,33,34,31,37,32,36,31,35,1
28,30,62,30,61,57,34,30,56,34,29,64,54,60,60,32,58,32,29,62,32,33,30,36,31,35,30,34,1
31,33,62,31,61,56,38,34,55,36,32,63,54,61,58,36,56,35,31,61,33,36,32,38,33,38,31,36,2
29,31,61,31,60,55,36,32,54,36,30,63,52,59,58,34,56,34,30,61,33,35,31,38,32,37,31,36,1
27,29,66,27,65,53,40,34,52,38,28,67,50,65,56,37,54,36,27,65,29,37,28,40,29,40,27,38,1
33,41,51,39,50,73,21,17,72,19,37,55,71,47,75,19,73,18,36,53,41,19,37,21,41,21,39,19,1
28,30,65,28,64,60,32,24,59,30,29,66,56,64,64,28,62,27,28,64,30,28,29,32,30,32,28,30,2
28,30,65,28,64,60,33,27,59,31,29,66,57,64,63,30,61,29,28,64,30,30,29,33,30,33,28,31,1
28,30,65,28,64,59,34,28,58,32,29,66,56,64,62,31,60,30,28,64,30,31,29,34,30,34,28,32,1
28,30,65,28,64,55,38,32,54,36,29,66,52,64,58,35,56,34,28,64,30,35,29,38,30,38,28,36,1
30,34,60,32,59,56,37,31,55,35,32,62,53,58,59,34,57,33,31,60,34,34,32,37,34,37,32,35,1
29,31,61,31,60,55,35,29,54,35,30,63,51,59,59,32,57,32,30,61,33,33,31,37,32,36,31,35,2
29,31,61,31,60,59,32,28,58,32,30,63,56,59,62,30,60,30,30,61,33,31,31,34,32,33,31,32,1
29,33,61,31,60,64,30,26,63,28,31,63,62,59,66,28,64,27,30,61,33,28,31,30,33,30,31,28,1
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
28,30,65,28,64,56,37,31,55,35,29,66,53,64,59,34,57,33,28,64,30,34,29,37,30,37,28,35,1
28,30,62,30,61,62,29,25,61,29,29,64,59,60,65,27,63,27,29,62,32,28,30,31,31,30,30,29,1
31,33,62,31,61,60,34,30,59,32,32,63,58,61,62,32,60,31,31,61,33,32,32,34,33,34,31,32,2
32,38,55,36,54,66,28,24,65,26,35,58,64,52,68,26,66,25,34,56,38,26,35,28,38,28,36,26,2
26,30,64,28,63,65,29,25,64,27,28,66,63,62,67,27,65,26,27,64,30,27,28,29,30,29,28,27,2
29,31,61,31,60,55,36,32,54,36,30,63,52,59,58,34,56,34,30,61,33,35,31,38,32,37,31,36,1
31,33,62,31,61,58,35,29,57,33,32,63,55,61,61,32,59,31,31,61,33,32,32,35,33,35,31,33,2
28,30,65,28,64,54,38,30,53,36,29,66,50,64,58,34,56,33,28,64,30,34,29,38,30,38,28,36,1
29,31,61,31,60,52,39,35,51,39,30,63,49,59,55,37,53,37,30,61,33,38,31,41,32,40,31,39,1
28,30,65,28,64,49,44,38,48,42,29,66,46,64,52,41,50,40,28,64,30,41,29,44,30,44,28,42,1
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
28,30,65,28,64,59,34,28,58,32,29,66,56,64,62,31,60,30,28,64,30,31,29,34,30,34,28,32,1
31,33,62,31,61,56,38,34,55,36,32,63,54,61,58,36,56,35,31,61,33,36,32,38,33,38,31,36,2
28,30,65,28,64,60,33,27,59,31,29,66,57,64,63,30,61,29,28,64,30,30,29,33,30,33,28,31,1
28,30,65,28,64,63,30,24,62,28,29,66,60,64,66,27,64,26,28,64,30,27,29,30,30,30,28,28,1
31,32,62,31,61,57,36,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
25,29,65,27,64,68,25,19,67,23,27,67,65,63,71,22,69,21,26,65,29,22,27,25,29,25,27,23,1
26,30,64,28,63,62,31,25,61,29,28,66,59,62,65,28,63,27,27,64,30,28,28,31,30,31,28,29,1
28,34,56,34,55,72,20,18,71,20,31,60,70,52,74,19,72,19,31,58,36,20,32,22,35,21,34,20,2
28,30,65,28,64,56,37,31,55,35,29,66,53,64,59,34,57,33,28,64,30,34,29,37,30,37,28,35,1
28,30,65,28,64,56,36,28,55,34,29,66,52,64,60,32,58,31,28,64,30,32,29,36,30,36,28,34,2
29,31,61,31,60,57,34,30,56,34,30,63,54,59,60,32,58,32,30,61,33,33,31,36,32,35,31,34,1
30,34,60,32,59,63,30,24,62,28,32,62,60,58,66,27,64,26,31,60,34,27,32,30,34,30,32,28,1
28,30,65,28,64,48,45,39,47,43,29,66,45,64,51,42,49,41,28,64,30,42,29,45,30,45,28,43,1
26,30,64,28,63,63,30,24,62,28,28,66,60,62,66,27,64,26,27,64,30,27,28,30,30,30,28,28,1
28,30,65,28,64,59,34,28,58,32,29,66,56,64,62,31,60,30,28,64,30,31,29,34,30,34,28,32,1
27,31,63,29,62,62,31,25,61,29,29,65,59,61,65,28,63,27,28,63,31,28,29,31,31,31,29,29,1
28,30,65,28,64,55,38,32,54,36,29,66,52,64,58,35,56,34,28,64,30,35,29,38,30,38,28,36,2
29,31,61,31,60,57,34,30,56,34,30,63,54,59,60,32,58,32,30,61,33,33,31,36,32,35,31,34,1
26,30,64,28,63,63,30,24,62,28,28,66,60,62,66,27,64,26,27,64,30,27,28,30,30,30,28,28,1
31,33,62,31,61,56,38,34,55,36,32,63,54,61,58,36,56,35,31,61,33,36,32,38,33,38,31,36,2
26,29,64,28,63,59,32,25,58,31,28,66,55,62,63,29,61,28,27,64,30,29,28,33,30,33,28,31,2
31,33,62,31,61,54,39,33,53,37,32,63,51,61,57,36,55,35,31,61,33,36,32,39,33,39,31,37,2
29,31,61,31,60,59,32,28,58,32,30,63,56,59,62,30,60,30,30,61,33,31,31,34,32,33,31,32,1
28,30,65,28,64,51,42,36,50,40,29,66,48,64,54,39,52,38,28,64,30,39,29,42,30,42,28,40,1
37,40,50,41,49,68,22,19,67,23,39,53,65,47,71,21,69,21,39,51,43,22,40,25,42,24,41,23,2
28,30,65,28,64,62,31,25,61,29,29,66,59,64,65,28,63,27,28,64,30,28,29,31,30,31,28,29,1
23,27,67,25,66,59,34,28,58,32,25,69,56,65,62,31,60,30,24,67,27,31,25,34,27,34,25,32,1
28,30,65,28,64,55,38,32,54,36,29,66,52,64,58,35,56,34,28,64,30,35,29,38,30,38,28,36,1
26,30,64,28,63,64,29,23,63,27,28,66,61,62,67,26,65,25,27,64,30,26,28,29,30,29,28,27,2
29,31,61,31,60,53,37,31,52,37,30,63,49,59,57,34,55,34,30,61,33,35,31,39,32,38,31,37,1
26,30,64,28,63,62,31,25,61,29,28,66,59,62,65,28,63,27,27,64,30,28,28,31,30,31,28,29,1
30,34,60,32,59,62,31,25,61,29,32,62,59,58,65,28,63,27,31,60,34,28,32,31,34,31,32,29,1
28,30,62,30,61,63,28,24,62,28,29,64,60,60,66,26,64,26,29,62,32,27,30,30,31,29,30,28,1
22,26,68,24,67,63,30,24,62,28,24,70,60,66,66,27,64,26,23,68,26,27,24,30,26,30,24,28,2
25,27,65,27,64,76,16,14,75,16,26,67,74,63,78,15,76,15,26,65,29,16,27,18,28,17,27,16,2
29,31,61,31,60,55,35,29,54,35,30,63,51,59,59,32,57,32,30,61,33,33,31,37,32,36,31,35,1
29,31,61,31,60,62,29,25,61,29,30,63,59,59,65,27,63,27,30,61,33,28,31,31,32,30,31,29,1
34,40,50,40,49,60,31,27,59,31,37,54,57,46,63,29,61,29,37,52,42,30,38,33,41,32,40,31,2
28,30,65,28,64,46,46,38,45,44,29,66,42,64,50,42,48,41,28,64,30,42,29,46,30,46,28,44,2
31,33,62,31,61,59,33,25,58,31,32,63,55,61,63,29,61,28,31,61,33,29,32,33,33,33,31,31,2
28,30,65,28,64,52,41,35,51,39,29,66,49,64,55,38,53,37,28,64,30,38,29,41,30,41,28,39,1
33,35,57,35,56,64,27,23,63,27,35,59,61,55,67,26,65,25,34,57,37,26,35,29,37,29,35,27,2
31,37,53,37,52,60,31,27,59,31,34,57,57,49,63,29,61,29,34,55,39,30,35,33,38,32,37,31,2
21,27,66,25,65,61,33,29,60,31,24,69,59,63,63,31,61,30,23,67,27,31,24,33,27,33,25,31,2
28,30,65,28,64,57,35,27,56,33,29,66,53,64,61,31,59,30,28,64,30,31,29,35,30,35,28,33,1
22,28,62,28,61,76,16,14,75,16,25,66,74,58,78,15,76,15,25,64,30,16,26,18,29,17,28,16,2
28,30,65,28,64,55,37,29,54,35,29,66,51,64,59,33,57,32,28,64,30,33,29,37,30,37,28,35,1
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
26,30,64,28,63,63,30,24,62,28,28,66,60,62,66,27,64,26,27,64,30,27,28,30,30,30,28,28,2
28,30,65,28,64,59,33,25,58,31,29,66,55,64,63,29,61,28,28,64,30,29,29,33,30,33,28,31,2
35,39,52,39,51,61,30,26,60,30,37,55,58,49,64,28,62,28,37,53,41,29,38,32,40,31,39,30,2
28,30,65,28,64,52,41,35,51,39,29,66,49,64,55,38,53,37,28,64,30,38,29,41,30,41,28,39,1
28,30,65,28,64,57,36,30,56,34,29,66,54,64,60,33,58,32,28,64,30,33,29,36,30,36,28,34,1
28,30,65,28,64,60,33,27,59,31,29,66,57,64,63,30,61,29,28,64,30,30,29,33,30,33,28,31,2
24,30,63,28,62,72,23,21,71,21,27,66,71,60,73,22,71,21,26,64,30,22,27,23,30,23,28,21,1
31,33,62,31,61,69,24,18,68,22,32,63,66,61,72,21,70,20,31,61,33,21,32,24,33,24,31,22,2
28,30,65,28,64,56,37,31,55,35,29,66,53,64,59,34,57,33,28,64,30,34,29,37,30,37,28,35,1
22,26,68,24,67,64,29,23,63,27,24,70,61,66,67,26,65,25,23,68,26,26,24,29,26,29,24,27,2
30,34,60,32,59,62,31,25,61,29,32,62,59,58,65,28,63,27,31,60,34,28,32,31,34,31,32,29,1
29,31,61,31,60,58,33,29,57,33,30,63,55,59,61,31,59,31,30,61,33,32,31,35,32,34,31,33,1
28,30,65,28,64,56,37,31,55,35,29,66,53,64,59,34,57,33,28,64,30,34,29,37,30,37,28,35,1
28,30,65,28,64,58,34,26,57,32,29,66,54,64,62,30,60,29,28,64,30,30,29,34,30,34,28,32,1
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
24,30,63,28,62,68,25,19,67,23,27,66,65,60,71,22,69,21,26,64,30,22,27,25,30,25,28,23,2
28,30,65,28,64,49,44,38,48,42,29,66,46,64,52,41,50,40,28,64,30,41,29,44,30,44,28,42,2
22,24,68,24,67,66,24,18,65,24,23,70,62,66,70,21,68,21,23,68,26,22,24,26,25,25,24,24,2
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
29,31,61,31,60,52,39,35,51,39,30,63,49,59,55,37,53,37,30,61,33,38,31,41,32,40,31,39,1
32,34,58,34,57,59,31,25,58,31,33,60,55,56,63,28,61,28,33,58,36,29,34,33,35,32,34,31,1
31,32,62,31,61,54,39,36,53,38,32,63,52,61,56,38,54,37,31,61,33,38,32,40,33,40,31,38,2
28,30,65,28,64,56,36,28,55,34,29,66,52,64,60,32,58,31,28,64,30,32,29,36,30,36,28,34,2
29,31,61,31,60,49,42,38,48,42,30,63,46,59,52,40,50,40,30,61,33,41,31,44,32,43,31,42,1
32,36,55,36,54,56,34,28,55,34,34,58,52,52,60,31,58,31,34,56,38,32,35,36,37,35,36,34,2
31,33,62,31,61,55,38,32,54,36,32,63,52,61,58,35,56,34,31,61,33,35,32,38,33,38,31,36,2
28,30,65,28,64,60,33,27,59,31,29,66,57,64,63,30,61,29,28,64,30,30,29,33,30,33,28,31,1
22,26,68,24,67,70,23,17,69,21,24,70,67,66,73,20,71,19,23,68,26,20,24,23,26,23,24,21,2
29,31,61,31,60,56,35,31,55,35,30,63,53,59,59,33,57,33,30,61,33,34,31,37,32,36,31,35,1
28,30,65,28,64,65,27,19,64,25,29,66,61,64,69,23,67,22,28,64,30,23,29,27,30,27,28,25,1
29,31,61,31,60,53,38,34,52,38,30,63,50,59,56,36,54,36,30,61,33,37,31,40,32,39,31,38,1
28,30,65,28,64,60,33,27,59,31,29,66,57,64,63,30,61,29,28,64,30,30,29,33,30,33,28,31,1
27,29,66,27,65,59,34,28,58,32,28,67,56,65,62,31,60,30,27,65,29,31,28,34,29,34,27,32,1
29,31,61,31,60,56,35,31,55,35,30,63,53,59,59,33,57,33,30,61,33,34,31,37,32,36,31,35,1
28,30,65,28,64,51,42,36,50,40,29,66,48,64,54,39,52,38,28,64,30,39,29,42,30,42,28,40,1
23,27,67,25,66,61,32,26,60,30,25,69,58,65,64,29,62,28,24,67,27,29,25,32,27,32,25,30,1
28,30,65,28,64,56,36,28,55,34,29,66,52,64,60,32,58,31,28,64,30,32,29,36,30,36,28,34,1
31,32,62,31,61,56,35,28,55,34,32,63,52,61,60,32,58,31,31,61,33,32,32,36,33,36,31,34,2
31,33,62,31,61,45,48,42,44,46,32,63,42,61,48,45,46,44,31,61,33,45,32,48,33,48,31,46,2
28,30,65,28,64,53,40,34,52,38,29,66,50,64,56,37,54,36,28,64,30,37,29,40,30,40,28,38,1
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
29,31,61,31,60,56,35,31,55,35,30,63,53,59,59,33,57,33,30,61,33,34,31,37,32,36,31,35,1
35,41,52,39,51,72,22,18,71,20,38,55,70,49,74,20,72,19,37,53,41,20,38,22,41,22,39,20,2
22,26,68,24,67,71,22,16,70,20,24,70,68,66,74,19,72,18,23,68,26,19,24,22,26,22,24,20,2
28,30,65,28,64,55,37,29,54,35,29,66,51,64,59,33,57,32,28,64,30,33,29,37,30,37,28,35,1
29,31,61,31,60,55,36,32,54,36,30,63,52,59,58,34,56,34,30,61,33,35,31,38,32,37,31,36,1
29,31,61,31,60,56,35,31,55,35,30,63,53,59,59,33,57,33,30,61,33,34,31,37,32,36,31,35,1
27,29,66,27,65,59,34,28,58,32,28,67,56,65,62,31,60,30,27,65,29,31,28,34,29,34,27,32,1
26,30,64,28,63,69,24,18,68,22,28,66,66,62,72,21,70,20,27,64,30,21,28,24,30,24,28,22,2
24,28,63,28,62,71,20,16,70,20,26,66,68,60,74,18,72,18,26,64,30,19,27,22,29,21,28,20,2
31,33,62,31,61,59,34,28,58,32,32,63,56,61,62,31,60,30,31,61,33,31,32,34,33,34,31,32,1
31,33,62,31,61,57,35,27,56,33,32,63,53,61,61,31,59,30,31,61,33,31,32,35,33,35,31,33,1
29,31,61,31,60,51,40,36,50,40,30,63,48,59,54,38,52,38,30,61,33,39,31,42,32,41,31,40,1
29,33,61,31,60,67,27,23,66,25,31,63,65,59,69,25,67,24,30,61,33,25,31,27,33,27,31,25,2
28,30,65,28,64,56,37,31,55,35,29,66,53,64,59,34,57,33,28,64,30,34,29,37,30,37,28,35,1
31,33,62,31,61,56,38,34,55,36,32,63,54,61,58,36,56,35,31,61,33,36,32,38,33,38,31,36,2
26,30,64,28,63,64,29,23,63,27,28,66,61,62,67,26,65,25,27,64,30,26,28,29,30,29,28,27,1
26,30,64,28,63,67,26,20,66,24,28,66,64,62,70,23,68,22,27,64,30,23,28,26,30,26,28,24,2
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
34,40,53,38,52,62,32,28,61,30,37,56,60,50,64,30,62,29,36,54,40,30,37,32,40,32,38,30,1
28,30,65,28,64,57,37,33,56,35,29,66,55,64,59,35,57,34,28,64,30,35,29,37,30,37,28,35,2
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
32,34,58,34,57,53,38,34,52,38,33,60,50,56,56,36,54,36,33,58,36,37,34,40,35,39,34,38,2
31,33,62,31,61,52,41,35,51,39,32,63,49,61,55,38,53,37,31,61,33,38,32,41,33,41,31,39,2
29,31,61,31,60,59,32,28,58,32,30,63,56,59,62,30,60,30,30,61,33,31,31,34,32,33,31,32,1
28,30,65,28,64,61,31,23,60,29,29,66,57,64,65,27,63,26,28,64,30,27,29,31,30,31,28,29,1
29,33,61,31,60,62,31,25,61,29,31,63,59,59,65,28,63,27,30,61,33,28,31,31,33,31,31,29,1
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
29,31,61,31,60,59,32,28,58,32,30,63,56,59,62,30,60,30,30,61,33,31,31,34,32,33,31,32,1
29,31,61,31,60,52,39,35,51,39,30,63,49,59,55,37,53,37,30,61,33,38,31,41,32,40,31,39,1
28,30,62,30,61,59,32,28,58,32,29,64,56,60,62,30,60,30,29,62,32,31,30,34,31,33,30,32,1
29,31,61,31,60,55,36,32,54,36,30,63,52,59,58,34,56,34,30,61,33,35,31,38,32,37,31,36,1
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
29,31,61,31,60,49,42,38,48,42,30,63,46,59,52,40,50,40,30,61,33,41,31,44,32,43,31,42,1
29,31,61,31,60,57,33,27,56,33,30,63,53,59,61,30,59,30,30,61,33,31,31,35,32,34,31,33,2
28,30,65,28,64,62,31,25,61,29,29,66,59,64,65,28,63,27,28,64,30,28,29,31,30,31,28,29,2
29,31,61,31,60,53,38,34,52,38,30,63,50,59,56,36,54,36,30,61,33,37,31,40,32,39,31,38,1
28,30,65,28,64,52,41,35,51,39,29,66,49,64,55,38,53,37,28,64,30,38,29,41,30,41,28,39,1
31,32,62,31,61,54,39,36,53,38,32,63,52,61,56,38,54,37,31,61,33,38,32,40,33,40,31,38,2
30,34,60,32,59,62,31,25,61,29,32,62,59,58,65,28,63,27,31,60,34,28,32,31,34,31,32,29,1
