@relation 'Sax dominant'

@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMeea numeric
@attribute o1atLeea numeric
@attribute o1atMaaa numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMeaa numeric
@attribute o1atLeaa numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdea numeric
@attribute o1atLdea numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMcda numeric
@attribute o1atLcda numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMdda numeric
@attribute o1atLdda numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMcbe numeric
@attribute o1atLcbe numeric
@attribute o1atMcea numeric
@attribute o1atLcea numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute o1atMdec numeric
@attribute o1atLdec numeric
@attribute o1atMdeb numeric
@attribute o1atLdeb numeric
@attribute o1atMeba numeric
@attribute o1atLeba numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMcec numeric
@attribute o1atLcec numeric
@attribute o1atMceb numeric
@attribute o1atLceb numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMeda numeric
@attribute o1atLeda numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMadb numeric
@attribute o1atLadb numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMbdb numeric
@attribute o1atLbdb numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute destClass {1.0,2.0}

@data
5,78,4,8,2,75,76,80,8,79,12,78,12,76,13,3,90,4,80,13,77,78,9,3,9,84,9,7,83,8,77,14,77,13,82,11,85,8,84,8,4,9,11,78,12,77,10,87,12,10,80,9,79,9,5,12,3,14,3,80,79,11,3,14,3,89,4,12,11,78,13,14,5,13,2,80,3,13,12,76,14,9,2,79,2,89,10,78,13,9,3,9,13,13,3,13,3,9,78,9,14,9,3,9,2,78,76,9,13,9,82,9,80,9,4,9,14,8,79,9,12,13,3,13,14,9,11,15,5,14,10,13,79,8,77,9,3,79,13,12,13,13,85,7,1.0
4,88,3,4,1,76,86,81,4,79,11,78,10,76,12,2,91,3,89,6,87,79,7,2,6,86,5,3,85,5,78,14,77,11,83,9,88,4,87,4,2,6,3,87,3,87,3,88,4,7,81,6,79,5,4,11,2,13,2,89,79,9,2,13,2,90,2,11,4,87,6,14,4,12,2,88,2,12,4,86,6,7,2,88,2,90,3,88,4,7,2,6,3,13,2,13,3,5,79,5,4,6,3,6,2,87,76,5,3,6,84,5,80,5,3,5,5,4,79,5,3,12,2,13,6,6,4,14,4,14,3,13,80,4,78,5,2,89,6,11,6,12,88,3,2.0
4,89,3,3,1,72,87,79,3,77,12,76,11,72,14,2,91,3,90,5,88,76,6,2,5,87,4,1,86,3,75,16,74,13,84,9,89,3,88,2,1,5,2,87,2,87,2,88,3,6,79,5,77,3,4,12,1,15,2,90,77,9,1,15,2,90,1,12,3,88,5,16,4,14,1,89,1,14,3,87,5,6,1,88,1,90,2,88,3,6,1,5,2,14,1,14,2,4,76,4,2,4,2,4,1,88,72,4,2,4,84,4,78,4,2,4,4,2,77,4,2,13,2,14,5,5,3,16,4,16,2,14,78,2,75,3,2,89,5,12,5,14,89,1,1.0
6,77,5,2,3,54,74,60,2,60,33,58,32,55,34,4,89,5,80,15,76,57,4,4,3,90,4,1,89,3,57,36,56,33,88,31,91,2,90,2,5,3,10,77,12,75,9,86,11,4,60,4,58,3,6,33,4,35,4,80,59,31,4,34,4,88,5,32,11,78,15,36,6,34,3,79,4,33,13,75,15,4,3,78,3,88,10,78,13,4,4,3,13,34,4,33,4,3,58,3,14,3,4,3,3,76,55,3,13,3,88,3,59,4,5,3,14,2,60,3,11,33,4,34,15,4,11,36,6,36,10,34,58,2,56,3,4,79,15,33,15,34,91,1,2.0
5,88,4,5,2,75,86,80,5,78,12,77,11,75,13,3,90,4,89,6,87,78,8,3,7,85,6,4,84,6,77,15,76,12,82,10,87,5,86,5,3,7,3,86,3,86,3,87,4,8,80,7,78,6,5,12,2,14,3,89,78,10,2,14,3,89,2,12,4,87,6,15,5,13,2,88,2,13,4,86,6,8,2,87,2,89,3,87,4,8,2,7,3,13,2,13,3,6,78,6,4,6,3,6,2,87,75,6,3,6,83,6,79,6,3,6,5,5,78,6,3,12,3,13,6,7,4,15,5,15,3,13,79,5,77,6,3,88,6,12,6,13,87,4,2.0
5,81,4,7,2,74,78,79,7,78,13,78,13,75,15,3,90,4,83,12,80,77,9,3,8,85,8,6,84,8,76,16,76,14,83,12,86,7,85,7,4,8,9,80,10,79,7,87,9,9,79,8,78,8,5,13,3,15,3,83,78,12,3,15,3,89,4,13,9,81,12,16,5,15,3,82,4,15,11,78,12,9,3,81,2,89,7,81,11,9,3,8,10,15,3,15,4,8,78,8,11,8,3,8,3,80,75,8,10,8,83,8,79,8,4,8,11,7,78,8,9,14,3,15,12,8,9,16,5,16,7,15,78,7,76,8,3,82,12,13,12,15,86,6,1.0
3,84,3,7,1,72,81,78,7,75,13,76,12,73,14,2,91,3,86,8,83,75,10,2,9,83,7,5,82,7,73,16,74,14,80,11,85,6,84,6,1,8,5,83,6,82,4,88,6,10,77,8,77,7,4,13,1,15,2,86,75,11,1,16,3,90,1,13,6,85,8,16,4,15,1,85,1,15,7,81,8,10,1,84,1,90,4,84,7,10,1,9,6,14,1,15,2,8,76,7,6,7,2,8,1,83,73,8,6,8,80,7,77,7,2,8,8,6,75,8,5,14,3,15,9,8,6,16,3,16,4,14,78,6,75,7,3,85,9,13,9,14,85,5,1.0
5,88,4,6,2,76,86,81,6,79,11,77,10,76,12,3,90,4,89,6,87,79,9,3,8,84,7,5,83,6,78,14,77,11,81,9,86,6,85,6,3,8,3,86,3,86,3,87,4,9,81,8,79,7,5,11,2,13,3,89,79,9,2,13,3,89,2,11,4,87,6,14,5,12,2,88,2,12,4,86,6,9,2,87,2,89,3,87,4,9,2,8,3,12,2,12,3,7,78,7,4,7,3,7,2,87,76,7,3,7,82,7,80,7,3,7,5,6,79,7,3,11,3,12,6,8,4,14,5,14,3,12,80,6,78,7,3,88,6,11,6,12,86,5,2.0
4,88,3,7,1,74,86,79,7,78,13,78,13,75,15,2,91,3,89,6,87,77,9,2,8,85,8,6,84,8,76,16,76,14,83,12,86,7,85,7,3,8,4,86,4,86,3,88,4,9,79,8,78,8,4,13,2,15,2,89,78,12,2,15,3,90,3,13,4,88,6,16,4,15,2,88,3,15,5,86,6,9,2,87,1,90,3,87,5,9,2,8,4,15,2,15,3,8,78,8,5,8,2,8,2,87,75,8,4,8,83,8,79,8,3,8,5,7,78,8,4,14,3,15,6,8,4,16,4,16,3,15,78,7,76,8,3,88,6,13,6,15,86,6,1.0
5,80,4,7,2,75,77,80,7,79,12,79,12,76,13,3,90,4,82,12,79,78,9,3,8,85,8,6,84,8,77,14,77,13,83,11,86,7,85,7,4,8,9,79,10,78,8,87,10,9,80,8,79,8,5,12,3,14,3,82,79,11,3,14,3,89,4,12,10,80,13,15,5,13,2,81,3,13,11,77,13,9,2,80,2,89,8,80,11,9,3,8,11,13,3,13,3,8,79,8,12,8,3,8,2,79,76,8,11,8,83,8,80,8,4,8,12,7,79,8,10,13,3,13,13,8,10,15,5,15,8,13,79,7,77,8,3,81,13,12,12,13,86,6,1.0
5,88,4,6,2,75,86,80,6,79,12,78,12,76,13,3,90,4,89,6,87,78,8,3,7,86,7,5,85,6,77,15,77,13,84,11,87,6,86,6,4,7,3,86,3,86,3,87,4,8,80,7,79,7,5,12,3,14,3,89,79,11,3,14,3,89,4,12,4,87,6,15,5,13,2,88,3,13,4,86,6,8,2,87,2,89,3,87,4,8,3,7,4,13,3,13,3,7,78,7,5,7,3,7,2,87,76,7,4,7,84,7,80,7,4,7,5,6,79,7,4,13,3,13,6,7,4,15,5,15,3,13,79,6,77,7,3,88,6,12,6,13,87,5,1.0
5,88,4,6,2,76,86,81,6,80,11,79,10,76,12,3,90,4,89,6,87,79,8,3,7,86,7,5,85,6,78,14,78,11,84,9,87,6,86,6,4,7,3,86,3,86,3,87,4,8,81,7,80,7,5,11,2,13,3,89,80,9,3,13,3,89,4,11,4,87,6,14,5,12,2,88,3,12,4,86,6,8,2,87,2,89,3,87,4,8,2,7,3,12,3,12,3,7,79,7,5,7,3,7,2,87,76,7,3,7,84,7,81,7,4,7,5,6,80,7,4,11,3,12,6,7,4,14,5,14,3,12,80,6,78,7,3,88,6,11,6,12,87,5,2.0
3,77,3,7,1,73,75,79,7,76,12,76,12,74,14,2,91,3,79,13,76,76,9,2,9,83,8,6,82,7,74,14,75,14,80,11,85,7,84,7,2,8,13,77,14,76,11,88,13,10,78,8,78,8,4,12,2,14,2,79,76,11,2,15,2,90,2,12,12,77,13,14,4,15,2,79,2,15,14,75,14,9,2,78,1,90,11,77,15,9,2,9,14,14,2,15,3,9,77,8,14,8,2,9,2,77,75,9,14,9,81,8,78,8,3,8,15,7,77,8,13,14,2,15,15,8,12,15,3,14,11,14,79,7,76,8,2,78,14,12,14,14,85,6,1.0
5,88,4,4,2,68,86,78,4,75,11,75,10,70,15,3,90,4,89,6,87,73,7,3,6,86,4,2,85,4,71,17,71,14,83,8,88,3,87,3,2,5,3,86,3,86,3,87,4,7,77,5,76,4,5,11,2,16,3,89,75,9,2,16,3,89,2,11,4,87,6,17,5,15,2,88,2,15,4,86,6,7,2,87,2,89,3,87,4,7,2,6,3,15,2,15,3,5,75,4,3,4,3,5,2,87,70,5,3,5,83,4,77,4,3,5,5,3,75,5,3,14,3,15,6,5,4,17,5,17,3,15,77,3,72,4,3,88,6,11,6,15,88,2,2.0
3,88,3,6,1,74,86,80,6,77,11,78,11,75,13,2,91,3,89,5,87,77,9,2,8,84,7,5,83,7,75,14,76,13,81,10,86,6,85,6,2,7,4,86,4,86,3,88,4,9,79,7,79,7,4,11,2,13,2,89,77,10,2,14,3,90,2,11,4,88,5,14,4,14,2,88,2,14,5,86,5,9,2,87,1,90,3,87,5,9,2,8,4,13,2,14,3,8,79,7,4,7,2,8,2,87,76,8,4,8,82,7,79,7,3,7,5,6,78,7,4,13,3,14,6,7,4,14,3,14,3,13,80,6,77,7,3,88,6,11,6,13,86,5,2.0
5,88,4,8,2,74,86,79,8,76,13,75,13,74,14,3,90,4,89,6,87,77,11,3,10,82,9,7,81,8,75,16,75,14,79,12,84,8,83,8,3,9,3,86,3,86,3,87,4,11,78,9,77,9,5,13,2,15,3,89,76,12,2,15,3,89,2,13,4,87,6,16,5,14,2,88,2,14,4,86,6,11,2,87,2,89,3,87,4,11,3,10,3,14,2,14,3,9,76,9,4,9,3,9,2,87,75,9,4,9,80,9,78,9,3,9,5,8,77,9,3,14,3,14,6,9,4,16,5,16,3,14,78,8,76,9,3,88,6,13,6,14,84,7,1.0
4,89,3,6,1,74,87,79,6,76,13,77,12,74,14,2,91,3,90,5,88,77,9,2,8,84,7,5,83,7,75,16,76,13,81,11,86,6,85,6,2,7,2,87,2,87,2,88,3,9,78,7,78,7,4,13,1,15,2,90,77,11,2,15,2,90,2,13,3,88,5,16,4,14,1,89,2,14,3,87,5,9,1,88,1,90,2,88,3,9,1,8,2,14,2,14,2,8,77,7,3,7,2,8,1,88,74,8,2,8,82,7,79,7,3,8,4,6,77,8,3,13,2,14,5,7,3,16,4,16,2,14,78,6,76,7,2,89,5,13,5,14,86,5,1.0
4,74,3,6,1,75,72,80,6,77,12,77,12,75,13,2,91,3,76,17,73,78,8,2,8,84,7,5,83,7,76,14,76,13,81,11,86,6,85,6,2,7,15,75,16,74,14,88,16,9,79,7,78,7,4,12,2,14,2,76,77,11,2,14,2,90,2,12,15,74,17,14,4,13,2,76,2,13,16,72,18,8,2,76,2,90,14,75,17,8,2,8,16,14,2,14,3,7,78,7,17,7,3,8,2,74,76,7,17,8,82,7,79,7,3,7,18,6,78,7,15,13,2,14,18,7,15,15,4,14,14,14,79,6,77,7,2,76,17,12,17,13,86,5,1.0
5,69,4,5,2,73,65,78,5,77,14,77,14,74,15,3,90,5,73,23,69,76,7,3,6,87,6,4,86,6,75,17,75,15,85,13,88,5,87,5,4,6,17,69,19,67,15,87,19,7,78,6,77,6,5,14,3,16,3,73,77,13,3,16,4,89,4,14,19,72,23,17,5,15,2,71,3,15,21,65,23,7,2,70,2,89,15,71,21,7,3,6,20,15,3,15,3,6,77,6,21,6,3,6,2,68,74,6,20,6,85,6,78,6,4,6,21,5,77,6,18,15,4,15,23,6,19,17,5,17,15,15,77,5,75,6,4,71,23,14,23,15,88,4,1.0
5,82,4,5,2,71,79,78,5,77,13,76,13,73,16,2,90,3,84,8,80,75,6,3,6,87,6,4,86,5,74,16,74,15,85,12,88,5,87,5,4,6,6,83,8,81,4,87,6,7,78,6,77,6,5,13,3,16,3,85,77,12,3,16,2,89,4,13,5,82,8,16,5,16,3,85,4,16,8,80,9,6,3,84,2,89,4,82,9,6,3,6,8,16,3,16,4,6,76,6,9,6,3,6,3,82,73,6,8,6,85,6,78,6,4,6,9,5,77,6,6,15,2,16,9,6,5,17,5,16,4,16,77,5,74,6,2,84,8,13,8,16,88,4,1.0
5,80,4,5,2,77,77,82,5,81,10,81,10,78,12,3,90,4,83,11,79,80,7,3,6,87,6,4,86,6,79,12,79,11,85,9,88,5,87,5,4,6,8,80,10,78,6,87,8,7,82,6,81,6,5,10,3,12,3,83,81,9,3,12,3,89,4,10,8,81,12,13,5,12,3,82,4,12,11,78,12,7,3,81,2,89,7,81,11,7,3,6,10,12,3,12,4,6,81,6,11,6,3,6,3,79,78,6,10,6,85,6,82,6,4,6,11,5,81,6,8,11,3,12,12,6,8,13,5,13,7,12,81,5,79,6,3,82,12,10,11,12,88,4,2.0
5,80,4,7,2,75,77,80,7,79,12,78,11,75,13,3,90,5,84,12,80,78,9,3,8,85,8,6,84,7,77,15,77,12,83,10,86,7,85,7,4,8,6,80,8,78,5,87,8,9,80,8,79,8,5,12,2,14,3,84,79,10,3,14,4,89,4,12,8,83,12,15,5,13,2,82,3,13,10,78,12,9,2,81,2,89,6,82,10,9,2,8,8,13,3,13,3,8,78,8,10,8,3,8,2,79,75,8,8,8,83,8,80,8,4,8,10,7,79,8,7,12,4,13,12,8,8,15,5,15,6,13,79,7,77,8,4,82,12,12,12,13,86,6,2.0
4,85,4,4,2,69,83,78,4,75,10,76,10,71,14,3,90,4,87,5,84,73,6,3,6,86,4,2,85,4,71,14,72,14,83,8,88,3,87,3,2,5,4,85,5,84,3,87,5,7,77,5,77,4,5,11,2,15,3,87,75,9,2,16,3,89,2,11,4,85,5,14,4,15,2,87,2,15,5,83,6,6,2,86,2,89,3,85,6,6,2,6,5,14,2,15,3,5,76,4,5,4,3,5,2,85,71,5,5,5,83,4,77,4,3,5,7,3,75,5,4,14,3,15,7,5,4,15,4,15,3,14,78,3,73,4,3,86,6,10,5,14,88,2,2.0
5,86,4,6,2,76,84,81,6,78,11,78,10,76,12,3,90,4,88,6,85,79,8,3,8,84,6,4,83,6,77,13,77,11,81,9,86,5,85,5,2,7,3,86,4,85,3,87,4,9,80,7,79,6,5,11,2,13,3,88,78,9,2,13,3,89,2,11,4,86,6,13,5,12,2,88,2,12,4,85,6,8,2,87,2,89,3,86,5,9,2,8,4,12,2,12,3,7,78,6,4,6,3,7,2,86,76,7,4,7,81,6,80,6,3,7,6,5,78,7,3,11,3,12,6,7,4,14,5,13,3,12,80,5,78,6,3,87,6,11,6,12,86,4,2.0
5,88,4,7,2,75,86,80,7,79,12,78,11,75,13,3,90,4,89,6,87,78,9,3,8,85,8,6,84,7,77,15,77,12,83,10,86,7,85,7,4,8,3,86,3,86,3,87,4,9,80,8,79,8,5,12,2,14,3,89,79,10,3,14,3,89,4,12,4,87,6,15,5,13,2,88,3,13,4,86,6,9,2,87,2,89,3,87,4,9,2,8,3,13,3,13,3,8,78,8,5,8,3,8,2,87,75,8,3,8,83,8,80,8,4,8,5,7,79,8,4,12,3,13,6,8,4,15,5,15,3,13,79,7,77,8,3,88,6,12,6,13,86,6,2.0
4,88,4,5,2,69,86,78,5,77,11,77,11,73,14,2,90,3,88,5,86,73,7,3,6,87,6,4,86,5,72,16,73,15,85,10,88,5,87,5,4,6,3,87,3,87,3,87,4,7,78,6,78,6,5,11,3,15,3,89,77,11,3,16,2,89,4,11,4,86,5,16,5,15,3,88,4,15,4,86,5,7,3,88,3,89,3,87,4,7,3,6,4,15,4,16,4,6,77,6,5,6,4,6,3,87,73,6,4,6,85,6,78,6,4,6,5,5,77,6,4,15,2,16,6,6,4,16,4,16,3,15,78,5,73,6,2,89,6,11,6,14,88,4,1.0
5,85,4,6,2,77,82,82,6,79,10,78,10,77,11,3,90,4,87,8,84,80,9,3,8,84,7,5,83,6,78,13,78,11,81,9,86,6,85,6,3,7,4,84,5,83,4,87,5,9,81,7,80,7,5,10,2,12,3,87,79,9,2,12,4,89,2,10,5,86,8,13,5,11,2,86,2,11,6,83,8,9,2,85,2,89,4,85,6,9,3,8,5,11,2,11,3,7,79,7,6,7,3,7,2,84,78,7,6,7,82,7,81,7,3,7,7,6,80,7,4,11,4,11,8,7,5,13,5,13,4,11,81,6,79,7,4,86,8,10,8,11,86,5,2.0
5,86,4,6,2,77,83,82,6,81,10,80,10,78,11,3,90,4,88,7,85,80,8,3,7,86,7,5,85,6,79,13,79,11,84,9,87,6,86,6,4,7,3,85,4,84,3,87,4,8,82,7,81,7,5,10,3,12,3,88,81,9,3,12,3,89,4,10,4,86,7,13,5,11,2,87,3,11,5,84,7,8,2,86,2,89,3,86,5,8,3,7,5,11,3,11,3,7,80,7,6,7,3,7,2,85,78,7,5,7,84,7,82,7,4,7,6,6,81,7,4,11,3,11,7,7,4,13,5,13,3,11,81,6,79,7,3,87,7,10,7,11,87,5,2.0
5,88,4,3,2,73,86,80,3,77,11,77,10,74,13,3,90,4,89,6,87,77,6,3,5,87,3,1,86,3,75,15,75,12,84,9,89,2,88,2,2,4,3,86,3,86,3,87,4,6,79,4,78,3,5,11,2,14,3,89,77,9,2,14,3,89,2,11,4,87,6,15,5,13,2,88,2,13,4,86,6,6,2,87,2,89,3,87,4,6,2,5,3,13,2,13,3,4,77,3,3,3,3,4,2,87,74,4,3,4,84,3,79,3,3,4,5,2,77,4,3,12,3,13,6,4,4,15,5,15,3,13,79,2,76,3,3,88,6,11,6,13,89,1,1.0
5,88,4,6,2,76,86,81,6,80,11,79,10,76,12,3,90,4,89,6,87,79,8,3,7,86,7,5,85,6,78,14,78,11,84,9,87,6,86,6,4,7,3,86,3,86,3,87,4,8,81,7,80,7,5,11,2,13,3,89,80,9,3,13,3,89,4,11,4,87,6,14,5,12,2,88,3,12,4,86,6,8,2,87,2,89,3,87,4,8,2,7,3,12,3,12,3,7,79,7,5,7,3,7,2,87,76,7,3,7,84,7,81,7,4,7,5,6,80,7,4,11,3,12,6,7,4,14,5,14,3,12,80,6,78,7,3,88,6,11,6,12,87,5,2.0
5,60,4,6,2,69,57,76,6,75,15,75,14,69,17,3,90,5,63,32,60,73,8,3,7,86,7,5,85,7,72,18,72,16,84,12,87,6,86,6,4,7,28,59,29,58,27,87,30,8,76,7,75,7,5,15,2,18,3,63,75,12,3,18,4,89,4,15,30,62,33,19,5,17,2,61,3,17,31,57,33,8,2,60,2,89,27,61,31,8,2,7,29,17,3,17,3,7,75,7,31,7,3,7,2,59,69,7,29,7,84,7,76,7,4,7,31,6,75,7,29,16,4,17,33,7,30,19,5,19,27,17,75,6,72,7,4,61,33,15,32,17,87,5,2.0
4,84,3,3,1,76,81,81,3,79,11,78,10,76,12,2,91,3,87,8,83,79,6,2,5,87,4,1,86,3,78,14,77,11,84,9,89,3,88,2,1,5,3,84,5,82,3,88,4,6,81,5,79,3,4,11,1,13,2,87,79,9,1,13,3,90,1,11,4,86,8,14,4,12,1,86,1,12,6,83,8,6,1,85,1,90,4,85,6,6,1,5,5,12,1,12,2,4,78,4,5,4,2,4,1,83,76,4,5,4,84,4,80,4,2,4,7,2,79,4,3,11,3,12,8,5,4,14,4,14,4,12,80,2,78,3,3,86,8,11,8,12,89,1,1.0
4,88,3,6,1,74,86,79,6,77,13,76,12,74,14,2,91,3,89,6,87,77,9,2,8,84,7,5,83,7,76,16,75,13,81,11,86,6,85,6,2,8,3,87,3,87,3,88,4,9,79,8,77,7,4,13,2,15,2,89,77,11,2,15,2,90,2,13,4,87,6,16,4,14,2,88,2,14,4,86,6,9,2,88,2,90,3,88,4,9,2,8,3,15,2,15,3,7,77,7,4,8,3,8,2,87,74,7,3,8,82,7,78,7,3,7,5,6,77,7,3,14,2,15,6,8,4,16,4,16,3,15,78,6,76,7,2,89,6,13,6,14,86,5,1.0
5,70,4,4,2,52,67,62,4,62,26,61,26,56,31,2,90,4,73,22,69,56,6,3,5,88,5,3,87,5,56,33,55,31,86,24,89,4,88,4,4,5,16,71,18,69,14,87,18,6,62,5,61,5,5,26,3,32,3,74,61,27,3,32,3,89,4,26,18,72,22,33,5,31,3,72,4,31,20,67,22,6,3,72,3,89,15,72,20,6,3,5,19,32,4,32,4,5,61,5,20,5,4,5,3,69,56,5,19,5,86,5,62,6,4,5,20,4,62,5,17,31,3,32,22,5,18,33,5,33,15,32,61,4,55,5,3,73,22,26,22,31,89,3,2.0
5,79,4,6,2,70,76,77,6,76,13,76,13,70,15,3,90,4,81,12,78,74,8,3,7,86,7,5,85,7,73,16,73,15,84,11,87,6,86,6,4,7,10,78,11,77,9,87,11,8,77,7,76,7,5,14,2,16,3,81,76,11,3,17,3,89,4,14,10,79,13,17,5,16,2,80,3,16,11,76,13,8,2,79,2,89,9,79,12,8,2,7,11,15,3,16,3,7,76,7,13,7,3,7,2,78,70,7,11,7,84,7,77,7,4,7,13,6,76,7,11,15,3,16,14,7,11,18,5,17,9,16,76,6,73,7,3,80,14,14,12,16,87,5,2.0
5,88,4,3,2,74,86,81,3,78,10,78,9,75,12,3,90,4,89,6,87,78,6,3,5,87,3,1,86,3,76,14,76,11,84,8,89,2,88,2,2,4,3,86,3,86,3,87,4,6,80,4,79,3,5,10,2,13,3,89,78,8,2,13,3,89,2,10,4,87,6,14,5,12,2,88,2,12,4,86,6,6,2,87,2,89,3,87,4,6,2,5,3,12,2,12,3,4,78,3,3,3,3,4,2,87,75,4,3,4,84,3,80,3,3,4,5,2,78,4,3,11,3,12,6,4,4,14,5,14,3,12,80,2,77,3,3,88,6,10,6,12,89,1,1.0
5,85,4,5,2,74,82,79,5,78,13,78,13,75,14,3,90,4,87,8,84,77,7,3,6,87,6,4,86,6,76,16,76,14,85,12,88,5,87,5,4,6,4,84,5,83,3,87,5,7,79,6,78,6,5,13,3,15,3,87,78,12,3,15,3,89,4,13,5,85,8,16,5,14,2,86,3,14,6,82,8,7,2,85,2,89,3,85,6,7,3,6,6,14,3,14,3,6,78,6,7,6,3,6,2,84,75,6,6,6,85,6,79,6,4,6,7,5,78,6,5,14,3,14,8,6,5,16,5,16,3,14,78,5,76,6,3,86,8,13,8,14,88,4,1.0
5,88,4,5,2,75,86,80,5,79,12,79,11,75,13,3,90,4,89,6,87,78,7,3,6,87,6,4,86,6,77,15,77,12,85,10,88,5,87,5,4,6,3,86,3,86,3,87,4,7,80,6,79,6,5,12,2,14,3,89,79,10,3,14,3,89,4,12,4,87,6,15,5,13,2,88,3,13,4,86,6,7,2,87,2,89,3,87,4,7,2,6,3,13,3,13,3,6,79,6,5,6,3,6,2,87,75,6,3,6,85,6,80,6,4,6,5,5,79,6,4,12,3,13,6,6,4,15,5,15,3,13,79,5,77,6,3,88,6,12,6,13,88,4,2.0
4,88,3,3,1,77,86,82,3,80,10,79,10,77,12,2,91,3,89,6,87,80,6,2,5,87,4,2,86,4,79,13,78,11,84,8,89,3,88,3,2,5,4,86,4,86,3,88,4,6,82,5,80,4,4,10,2,12,2,89,80,8,2,12,3,90,2,10,4,88,6,13,4,12,2,88,2,12,5,86,6,6,2,87,1,90,3,87,5,6,2,5,4,12,2,12,3,5,80,5,4,5,2,5,2,87,77,5,4,5,85,4,81,4,3,4,5,3,80,4,4,11,3,12,6,5,4,13,4,13,3,12,81,3,79,4,3,88,6,10,6,12,89,2,2.0
4,88,3,6,1,77,86,82,6,79,10,78,10,77,12,2,91,3,89,6,87,80,9,2,8,84,7,5,83,6,78,13,78,11,81,9,86,6,85,6,2,7,4,86,4,86,3,88,4,9,81,7,80,7,4,10,2,12,2,89,79,9,2,12,3,90,2,10,4,88,6,13,4,12,2,88,2,12,5,86,6,9,2,87,1,90,3,87,5,9,2,8,4,12,2,12,3,8,79,7,4,7,2,8,2,87,78,8,4,8,82,7,81,7,3,7,5,6,80,7,4,11,3,12,6,7,4,13,4,13,3,12,81,6,79,7,3,88,6,10,6,12,86,5,2.0
