@relation 'Sax dominant'

@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMaaa numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atLeee numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMade numeric
@attribute o1atLade numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMcbe numeric
@attribute o1atLcbe numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMdbc numeric
@attribute o1atLdbc numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMeba numeric
@attribute o1atLeba numeric
@attribute o1atMebc numeric
@attribute o1atLebc numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMbee numeric
@attribute o1atLbee numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMbca numeric
@attribute o1atLbca numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMecd numeric
@attribute o1atLecd numeric
@attribute o1atMadb numeric
@attribute o1atLadb numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMbdb numeric
@attribute o1atLbdb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMdbd numeric
@attribute o1atLdbd numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMeda numeric
@attribute o1atLeda numeric
@attribute o1atMace numeric
@attribute o1atLace numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMeea numeric
@attribute o1atLeea numeric
@attribute o1atMeaa numeric
@attribute o1atLeaa numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMebb numeric
@attribute o1atLebb numeric
@attribute o1atMcda numeric
@attribute o1atLcda numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute o1atMece numeric
@attribute o1atLece numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMdda numeric
@attribute o1atLdda numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMebe numeric
@attribute o1atLebe numeric
@attribute o1atMbda numeric
@attribute o1atLbda numeric
@attribute o1atMdbe numeric
@attribute o1atLdbe numeric
@attribute o1atMbed numeric
@attribute o1atLbed numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMbec numeric
@attribute o1atLbec numeric
@attribute o1atMcec numeric
@attribute o1atLcec numeric
@attribute o1atMcea numeric
@attribute o1atLcea numeric
@attribute o1atMbad numeric
@attribute o1atLbad numeric
@attribute o1atMebd numeric
@attribute o1atLebd numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMdac numeric
@attribute o1atLdac numeric
@attribute o1atMdec numeric
@attribute o1atLdec numeric
@attribute o1atMdeb numeric
@attribute o1atLdeb numeric
@attribute o1atMcad numeric
@attribute o1atLcad numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMdab numeric
@attribute o1atLdab numeric
@attribute o1atMada numeric
@attribute o1atLada numeric
@attribute o1atMcae numeric
@attribute o1atLcae numeric
@attribute destClass {2,3,4,1}

@data
14,54,12,52,46,14,63,27,22,28,23,68,14,16,16,27,53,26,53,13,78,13,65,14,58,22,13,26,77,14,76,13,59,21,15,17,64,16,65,15,16,16,57,21,14,63,26,51,66,14,68,14,29,15,15,55,18,61,17,15,30,15,13,77,14,18,28,16,27,22,30,15,28,22,26,22,72,14,15,17,27,15,15,23,31,14,14,62,74,13,15,17,13,62,61,15,67,13,14,25,27,23,18,24,19,61,20,60,29,15,28,17,20,23,20,24,28,14,13,64,14,25,15,24,16,15,16,17,69,14,60,15,14,63,67,14,17,73,28,16,16,15,14,17,14,25,13,75,21,16,14,22,77,13,14,25,75,14,15,24,14,76,29,16,12,64,69,13,12,78,15,17,21,16,30,13,13,24,29,14,28,14,14,61,14,73,27,15,57,15,14,16,14,24,29,13,15,51,65,14,15,22,64,15,28,16,15,22,15,60,72,14,15,23,12,25,16,15,2
18,64,14,47,59,16,69,21,27,22,28,65,16,18,18,21,62,20,65,16,76,14,62,17,54,26,16,29,76,14,75,15,54,24,17,18,62,18,62,16,19,16,54,26,17,71,22,62,64,17,64,14,24,15,17,65,16,68,19,16,23,16,14,75,16,19,23,17,21,26,23,16,22,24,22,26,71,15,16,18,22,17,17,27,25,16,16,67,73,15,19,19,14,70,56,15,63,15,16,28,20,28,16,28,17,68,18,65,23,17,22,18,18,28,17,27,22,17,16,71,16,28,17,28,18,17,19,17,66,14,55,17,16,68,65,15,16,71,21,18,18,16,16,18,17,29,14,73,18,18,18,26,76,14,16,28,74,14,18,28,16,74,23,18,14,70,66,14,14,76,18,18,19,17,24,14,14,28,24,15,21,17,16,68,16,71,20,18,54,16,18,16,16,27,22,15,18,62,62,15,18,26,62,16,22,16,18,24,18,65,71,15,18,28,14,28,18,15,4
12,59,12,61,51,12,68,24,22,21,17,71,13,14,15,20,57,24,57,12,78,12,69,14,65,17,14,23,78,13,77,13,65,20,17,17,68,15,68,16,17,15,63,18,14,67,21,56,70,13,71,14,22,15,17,60,13,64,17,14,25,13,12,77,14,17,25,16,21,19,25,15,21,21,23,18,73,14,14,15,24,13,17,22,26,14,12,66,75,13,14,17,12,66,67,14,70,13,12,20,24,19,13,20,16,64,14,64,24,13,22,15,15,18,16,23,23,14,14,69,13,22,17,19,15,15,17,16,72,13,66,13,12,67,71,13,12,73,24,17,16,14,14,16,14,23,12,75,16,13,12,21,78,12,13,20,76,13,13,19,12,76,22,13,12,69,72,12,12,78,13,17,16,17,25,12,12,22,24,13,24,15,14,64,12,73,24,15,63,14,12,15,14,23,24,13,14,56,68,14,15,18,68,14,22,14,14,21,12,64,73,14,13,18,12,22,14,15,1
17,57,13,44,50,15,65,24,24,29,29,64,14,17,16,27,56,22,55,14,77,12,62,16,53,27,14,30,78,12,77,14,51,22,15,18,62,18,60,16,17,14,51,26,14,64,25,54,64,16,63,12,29,13,14,57,18,62,18,14,29,14,14,76,15,17,26,13,27,26,27,13,26,24,25,27,73,14,16,16,25,16,15,26,29,13,16,64,75,14,16,16,14,63,54,12,62,14,14,29,23,28,18,28,19,61,21,62,29,16,29,18,21,29,19,26,26,16,14,65,15,29,14,29,17,16,17,14,65,12,53,16,14,64,65,12,17,72,25,17,17,14,15,16,14,29,14,74,21,16,17,26,78,12,16,29,76,12,17,29,14,75,29,16,13,65,65,12,13,77,17,18,21,14,29,12,14,28,29,12,25,15,15,61,15,72,23,15,51,14,17,14,15,26,26,14,16,54,60,14,16,27,62,14,29,14,16,24,16,62,73,14,16,29,13,29,17,13,4
13,58,11,55,50,13,68,26,25,23,21,69,14,15,16,22,56,26,57,12,79,12,67,13,60,20,13,25,78,13,77,12,62,25,16,17,65,16,67,17,16,16,59,24,14,68,25,57,67,14,70,16,25,17,16,59,14,65,16,14,25,14,11,78,13,17,26,17,22,24,26,16,25,25,25,20,73,13,13,16,25,14,16,25,26,14,13,66,75,12,14,17,11,67,63,17,69,12,12,24,26,24,14,24,15,65,15,64,25,14,23,16,15,21,15,25,25,13,13,69,13,23,16,24,15,14,16,17,71,14,62,14,12,67,68,13,12,74,26,17,15,14,13,16,14,25,11,76,15,14,13,24,78,12,13,23,76,13,13,23,12,77,25,14,11,69,70,12,11,79,13,16,15,17,25,12,11,24,25,13,26,14,13,65,12,74,26,16,59,16,13,16,13,25,25,12,15,57,67,14,15,20,65,15,23,15,15,25,14,64,73,13,14,21,11,24,15,17,1
14,59,12,51,52,14,66,22,23,25,25,67,14,16,16,22,59,22,58,13,78,12,64,14,59,23,13,27,78,12,77,14,56,21,14,19,65,18,62,16,16,14,54,22,13,66,23,55,67,16,65,12,25,12,13,60,16,65,17,14,27,14,14,77,14,17,25,14,23,24,26,13,23,21,25,23,73,14,16,16,25,16,13,25,28,13,14,66,75,14,15,16,14,65,59,12,64,14,13,27,22,23,16,25,18,63,18,64,27,16,27,19,20,25,18,23,25,14,13,67,14,27,13,25,16,16,15,15,67,12,59,16,13,67,67,12,16,73,23,17,16,14,14,16,13,26,14,75,20,16,14,24,78,12,16,27,76,12,16,25,13,76,25,16,12,67,67,12,12,78,16,19,20,14,27,12,14,25,27,12,23,15,15,63,15,73,22,15,54,14,14,14,15,23,25,14,15,55,62,14,15,23,65,14,27,14,15,21,15,64,73,14,15,25,12,27,16,12,4
12,54,12,40,47,12,64,24,24,26,25,64,12,14,14,24,52,22,53,12,78,10,63,14,51,24,12,30,80,10,79,12,50,23,13,16,62,14,61,14,15,13,50,22,12,63,22,52,64,13,64,11,26,11,13,55,17,60,17,12,29,12,12,77,14,15,26,11,26,23,28,11,24,24,25,25,75,12,14,14,25,13,13,26,30,10,12,62,77,12,14,13,12,62,52,11,63,12,13,27,24,24,17,25,16,61,17,60,29,14,28,15,19,26,17,26,27,14,12,65,14,28,13,26,16,14,15,13,66,10,51,13,13,63,65,10,14,73,26,14,16,12,14,14,12,28,12,75,19,14,14,25,80,10,14,26,78,10,14,25,12,76,26,14,12,65,65,10,12,78,16,15,19,11,29,10,12,27,29,10,26,12,12,61,12,73,24,12,50,12,14,12,12,26,27,12,12,52,61,12,14,25,62,12,28,12,12,24,12,60,75,12,14,26,12,29,14,11,4
17,64,13,50,59,15,70,19,21,22,23,68,15,17,17,20,64,18,62,13,77,13,65,13,57,21,13,26,77,13,76,13,58,20,14,16,64,15,65,14,16,16,57,21,13,69,19,63,66,15,68,14,22,14,14,65,16,68,18,15,23,15,15,76,15,18,21,14,21,22,22,14,20,21,20,22,72,13,17,17,20,17,14,23,24,13,17,70,74,13,15,16,15,68,60,14,67,13,13,25,19,22,16,23,15,66,17,68,23,15,23,15,17,24,15,22,21,13,13,71,15,24,14,24,17,15,16,16,70,13,59,17,13,71,67,13,15,72,20,14,17,15,15,17,13,24,15,74,17,17,17,22,77,13,17,24,75,13,17,23,13,75,22,17,13,71,69,13,13,77,17,15,17,14,23,13,15,23,23,13,20,13,15,66,15,72,19,15,57,15,17,15,15,22,21,13,15,63,65,13,15,22,64,15,23,15,15,21,15,68,72,13,15,24,13,25,17,14,4
12,61,10,55,51,11,71,20,22,20,21,69,12,13,14,17,59,19,59,10,80,10,68,13,61,18,12,25,80,12,79,11,62,21,14,17,66,15,67,16,15,14,58,20,11,70,18,59,68,12,70,13,20,13,13,62,10,67,15,12,22,12,10,79,12,15,21,14,17,21,23,13,20,22,20,19,75,13,12,14,20,13,14,23,23,12,11,69,77,11,12,15,10,69,63,13,69,11,10,23,20,21,10,22,11,67,11,67,22,12,21,16,12,22,12,23,22,13,11,72,12,24,13,22,14,13,14,15,70,12,62,13,10,70,69,12,10,75,21,16,14,12,12,14,12,24,10,77,12,13,12,22,80,10,12,23,78,12,13,22,10,78,20,13,10,72,70,10,10,80,13,17,12,14,22,10,10,23,22,12,21,13,11,67,10,75,20,14,58,14,12,14,12,23,22,11,12,59,67,13,13,19,66,14,21,14,13,22,11,67,75,13,12,22,10,24,13,13,2
20,54,17,53,48,19,62,30,27,29,27,65,18,21,20,27,54,29,53,18,73,17,62,19,57,24,19,29,73,18,72,17,58,25,21,22,61,21,62,21,22,20,56,26,20,62,29,53,63,18,65,20,30,21,21,55,22,60,22,19,31,19,18,72,19,22,31,21,27,27,32,20,30,26,29,24,68,19,20,21,30,19,21,28,32,19,19,61,70,17,20,22,19,61,60,21,64,17,19,28,29,27,22,28,23,60,22,60,30,19,29,22,22,27,23,28,30,19,19,63,19,28,21,27,21,19,22,22,66,19,59,19,19,62,64,18,20,68,31,22,21,19,19,21,20,29,18,70,23,20,20,27,73,17,19,28,71,18,20,27,19,71,30,20,17,63,66,17,17,73,20,22,23,21,31,17,19,28,30,18,31,19,20,60,19,68,29,20,56,20,20,21,20,28,31,17,21,53,62,19,21,24,61,19,29,20,21,26,20,60,68,18,20,27,17,28,21,21,3
14,59,10,56,50,12,68,23,20,23,21,70,11,14,13,22,58,21,57,10,80,9,69,14,62,20,11,24,81,10,80,11,61,19,12,15,68,14,67,13,14,12,61,19,10,67,21,55,70,12,70,10,23,11,11,60,12,65,15,11,25,11,11,79,12,14,24,11,23,21,25,10,22,19,23,21,76,12,13,13,23,12,12,22,26,10,13,67,78,11,12,13,11,66,63,11,69,11,10,23,21,19,12,21,14,64,15,65,25,13,24,15,16,23,15,20,24,14,10,69,12,23,11,21,14,13,13,13,71,10,62,12,10,68,71,10,12,75,23,13,14,11,12,13,11,22,11,77,16,13,14,21,81,9,13,23,79,10,14,21,10,78,23,13,10,69,71,9,10,80,14,15,16,11,25,9,11,21,25,10,23,12,11,64,11,75,21,12,61,12,14,12,12,20,24,11,12,55,67,12,12,21,68,12,24,12,13,19,12,65,76,12,12,23,10,23,14,11,4
14,61,14,55,54,14,69,24,25,20,20,69,13,16,15,20,59,22,60,14,76,13,67,15,60,20,16,25,77,15,76,13,62,22,19,17,65,15,67,17,19,17,60,22,16,68,22,60,67,13,70,17,22,17,19,62,15,65,19,15,24,13,14,75,16,18,25,18,20,22,25,17,22,22,22,20,72,15,16,15,24,13,19,25,25,15,14,67,74,13,16,18,14,67,63,17,69,13,15,22,22,22,15,22,16,66,14,65,22,13,20,15,14,20,16,25,22,15,16,70,14,24,19,22,16,15,19,18,70,15,62,13,15,68,68,15,14,71,24,17,18,15,16,17,16,25,14,73,16,13,14,24,77,13,14,22,75,15,14,22,14,74,22,13,14,70,70,13,14,76,14,17,16,18,24,13,14,24,22,15,24,15,16,66,14,71,22,15,60,15,14,17,16,25,24,13,16,60,67,15,16,20,65,15,20,15,16,22,14,65,72,15,14,20,14,24,16,17,1
14,59,14,48,52,14,66,25,27,22,24,65,16,16,18,21,57,23,59,16,76,16,60,18,54,24,16,29,74,16,73,16,53,24,19,20,61,18,60,18,19,18,54,23,17,67,22,55,63,16,63,17,24,20,17,60,16,64,19,18,27,16,14,75,16,21,25,20,22,24,27,18,23,25,23,24,69,17,16,18,25,16,18,27,28,18,14,64,71,16,18,21,14,66,56,19,62,16,16,27,24,25,16,26,19,64,17,62,25,16,23,18,18,25,20,28,24,18,16,67,14,29,18,26,16,18,18,20,65,17,56,16,16,65,63,16,16,71,27,20,18,18,16,20,18,29,14,73,20,16,14,26,74,16,14,27,72,16,14,26,16,74,24,16,14,67,65,16,14,76,14,20,20,21,27,16,14,28,25,16,27,18,16,64,16,71,24,18,54,17,14,19,16,28,26,16,16,55,60,17,16,24,61,16,23,16,16,25,16,62,69,16,16,25,14,29,16,20,1
16,64,14,43,59,15,70,21,27,20,25,64,14,17,16,18,63,20,63,14,76,12,62,14,52,24,15,30,78,13,77,13,52,26,17,18,61,17,61,17,18,15,50,24,15,69,19,62,63,14,64,14,20,15,17,65,15,67,19,14,23,14,14,75,16,17,22,15,20,26,23,14,19,27,21,26,73,14,16,16,21,15,17,28,24,13,15,68,75,13,16,16,15,68,54,15,63,13,15,28,21,25,15,27,16,67,16,67,23,14,22,17,17,27,16,28,22,15,15,71,16,29,17,26,18,15,18,16,65,13,53,15,15,69,64,13,14,72,22,17,18,14,16,16,15,29,14,73,17,15,16,27,78,12,16,28,76,13,17,26,14,74,20,15,15,71,65,12,14,76,17,18,17,15,23,12,15,28,23,13,22,14,15,67,14,72,21,15,50,15,16,15,15,28,22,13,16,62,61,14,17,26,61,15,22,15,16,27,15,67,73,14,16,27,15,29,17,15,2
14,64,11,54,58,13,70,23,25,20,23,68,14,16,16,18,63,22,62,11,78,12,66,15,60,22,13,26,78,13,77,13,60,24,16,18,65,18,65,18,17,15,58,24,14,69,22,61,67,15,68,15,22,16,16,65,13,67,17,14,22,14,12,77,13,17,24,16,19,25,24,15,22,24,23,22,73,15,15,16,23,15,16,26,24,14,14,69,75,13,14,17,13,68,62,16,67,13,12,25,22,24,13,25,17,66,15,67,22,15,21,18,16,23,17,25,23,15,13,72,13,25,16,24,16,15,17,17,69,14,61,15,12,70,68,13,13,72,23,18,16,14,13,16,14,26,13,74,16,15,14,25,78,12,15,25,76,13,15,24,12,75,21,15,12,71,69,12,12,78,15,18,17,16,23,12,13,25,23,13,23,15,15,67,12,73,22,16,58,16,14,16,15,25,23,13,16,61,65,15,16,22,65,15,21,15,16,24,13,67,73,14,13,23,12,25,16,16,2
16,58,16,53,51,16,65,26,25,25,22,67,17,18,19,23,56,26,57,17,74,15,65,17,59,22,18,27,75,16,74,16,59,24,20,19,64,18,64,18,21,18,58,21,18,65,23,55,66,17,67,17,25,18,20,59,18,62,21,17,28,17,16,73,18,20,27,19,25,22,28,18,24,25,26,23,70,17,18,19,26,18,20,25,29,17,16,63,72,16,19,20,16,64,61,18,66,16,17,24,27,23,18,24,20,62,19,61,28,17,27,18,21,23,20,26,27,17,18,66,18,26,20,23,20,18,21,19,68,16,60,18,17,64,67,16,18,69,27,19,20,17,18,19,18,27,16,71,21,18,17,24,75,15,18,24,73,16,18,23,17,72,25,18,16,66,68,15,16,74,19,19,21,19,28,15,16,26,28,16,27,18,18,62,17,69,27,19,58,18,17,18,18,26,27,16,18,55,64,17,20,23,64,18,27,18,18,25,17,61,70,17,19,23,16,26,18,18,3
19,60,16,46,53,18,67,21,24,23,26,64,18,20,20,22,59,20,58,16,74,16,61,18,53,25,16,30,74,16,73,17,52,23,17,19,61,19,60,17,19,18,54,23,16,66,21,58,63,19,63,16,24,17,17,61,17,64,21,18,26,18,17,73,18,21,23,17,24,25,25,16,22,25,22,27,69,17,19,20,22,19,17,26,27,16,19,66,71,17,18,19,17,65,55,17,62,17,16,29,22,25,17,27,17,63,19,64,26,19,25,19,19,28,17,26,24,19,16,68,18,29,17,27,20,19,19,19,65,16,54,19,16,67,64,16,17,69,23,17,20,18,18,20,16,28,17,71,19,19,19,25,74,16,19,29,72,16,19,27,16,72,24,19,16,68,65,16,16,74,19,19,19,17,26,16,17,27,26,16,23,17,17,63,17,69,22,18,54,18,19,18,17,26,24,17,18,58,60,17,18,27,61,18,25,18,18,25,18,64,69,17,18,28,16,29,20,17,4
16,64,15,54,59,16,69,23,26,22,23,67,17,18,19,21,62,22,63,16,75,15,64,17,59,23,17,27,75,15,74,16,58,24,20,19,64,18,63,18,20,17,58,24,18,69,22,61,66,17,66,17,23,19,20,65,16,66,20,17,24,17,15,74,17,20,24,20,21,24,25,17,23,24,23,23,70,16,17,19,23,17,20,26,25,17,16,67,72,16,18,20,15,68,61,19,65,16,16,25,22,25,16,25,18,66,18,65,24,17,22,18,19,23,19,27,24,17,17,70,17,26,20,25,19,18,20,20,68,17,60,17,16,68,67,15,16,70,24,19,19,17,17,19,18,27,15,72,19,17,16,25,75,15,17,25,73,15,17,25,16,73,23,17,15,70,68,15,15,75,17,19,19,20,24,15,15,26,24,15,24,18,17,66,16,70,22,19,58,19,16,19,17,27,24,16,18,61,63,18,19,23,64,17,22,17,18,24,17,65,70,16,18,23,15,26,18,19,1
15,60,15,52,54,15,67,26,27,21,22,66,16,17,18,21,58,23,60,16,75,16,63,19,56,22,17,28,74,17,73,16,57,25,20,19,62,17,63,19,20,19,58,23,17,67,22,58,64,16,66,19,23,21,19,61,17,64,20,18,26,16,15,74,17,21,26,21,22,24,27,19,23,25,23,23,69,17,17,18,25,16,20,27,27,18,15,65,71,16,18,21,15,66,59,21,65,16,17,25,24,24,17,25,18,65,17,63,24,16,22,17,17,23,19,27,24,19,17,68,15,27,19,24,17,18,20,21,67,18,58,16,17,66,65,17,16,70,27,19,19,18,17,20,18,28,15,72,19,16,15,26,74,16,15,25,72,17,15,24,16,73,23,16,15,68,67,16,15,75,15,19,19,21,26,16,15,27,24,17,27,18,17,65,16,70,24,18,58,18,15,20,17,27,26,16,17,58,63,18,17,23,62,17,22,17,17,25,16,63,69,17,16,23,15,27,17,21,1
15,60,15,45,53,15,68,24,28,20,23,65,14,16,16,20,59,24,60,16,77,13,61,15,52,22,16,29,77,13,76,13,52,27,17,17,61,15,61,16,18,15,52,23,16,69,20,60,63,14,64,14,21,16,17,61,17,67,18,15,25,14,15,76,16,18,25,17,22,26,25,15,20,27,23,25,72,13,16,16,24,15,17,28,26,15,15,67,74,13,17,18,15,68,55,16,63,13,16,27,24,24,17,27,16,67,16,66,24,14,23,16,16,26,16,28,23,15,16,69,15,28,17,24,16,15,18,17,66,14,54,15,16,68,64,13,16,74,24,17,17,15,16,17,16,29,15,75,17,15,15,27,77,13,15,27,75,13,15,24,16,76,21,15,15,69,66,13,15,77,15,17,17,17,25,13,15,28,24,13,24,15,16,67,16,74,24,16,52,15,15,16,16,28,24,13,16,60,61,14,16,25,61,14,23,14,16,27,16,66,72,13,16,26,15,28,16,16,3
14,57,14,53,51,14,64,25,21,27,23,68,15,16,17,25,56,23,56,15,76,13,65,16,60,23,15,26,77,13,76,15,57,20,17,18,66,17,63,16,18,15,58,21,16,64,24,54,68,16,66,14,27,16,16,58,18,61,19,15,29,15,14,75,16,18,26,16,26,21,29,14,26,21,26,23,72,15,16,17,26,16,16,23,30,14,14,62,74,15,17,17,14,63,60,16,65,15,16,24,25,22,19,22,20,62,20,61,29,16,28,17,22,23,21,23,28,16,15,65,16,26,16,24,18,17,17,17,68,14,60,16,16,63,68,13,18,71,28,16,18,15,16,17,16,25,14,73,22,16,15,22,77,13,16,24,75,13,16,24,16,74,27,16,14,65,68,13,14,76,17,18,22,16,29,13,15,24,29,13,28,16,15,62,15,71,25,16,58,16,15,16,15,23,28,15,15,54,63,16,17,23,66,15,28,15,15,21,15,61,72,15,17,23,14,26,16,16,3
17,58,13,52,50,15,67,21,21,26,25,68,13,17,15,24,57,20,56,13,77,11,65,13,59,23,14,26,79,11,78,12,58,19,15,18,65,17,65,16,17,14,56,22,14,66,23,56,67,14,67,13,26,13,14,59,15,64,18,13,26,13,14,76,15,16,23,13,24,22,26,13,25,21,23,23,74,13,16,15,23,15,14,23,27,12,16,66,76,12,15,15,14,65,60,13,66,12,13,26,22,24,15,24,16,63,17,64,26,14,26,17,17,25,16,23,25,13,14,68,15,25,15,26,17,14,16,15,69,12,60,15,13,67,67,12,14,72,24,17,17,13,15,15,14,25,14,74,17,15,17,22,79,11,16,25,77,12,17,25,13,75,26,15,13,68,68,11,13,77,17,17,17,13,26,11,14,24,26,12,24,13,15,63,14,72,22,14,56,14,17,14,15,23,25,12,16,56,65,13,16,23,65,13,26,13,16,21,15,64,74,12,15,25,13,26,17,13,4
10,58,9,48,50,10,67,23,25,23,23,66,12,12,14,18,57,20,58,11,81,10,65,14,56,21,11,28,80,11,79,11,56,21,13,17,64,16,64,15,14,13,53,22,12,68,20,56,65,12,66,12,23,13,13,59,14,66,14,12,26,12,10,80,11,15,24,14,20,23,26,13,22,22,23,21,76,12,12,14,23,13,13,25,27,12,10,66,77,11,13,15,10,67,57,13,65,12,12,26,21,24,15,26,15,66,14,64,26,12,25,16,17,24,16,27,25,14,11,68,11,27,13,24,13,13,14,14,67,11,56,13,12,67,66,12,14,76,25,17,13,12,11,14,12,28,10,78,17,13,10,24,80,10,12,26,78,11,12,24,12,79,23,13,9,68,67,11,9,81,12,17,17,14,26,11,10,27,26,12,25,13,12,66,12,76,21,14,53,13,10,13,12,27,25,12,12,56,64,12,13,21,64,13,25,13,12,22,12,64,76,12,13,24,9,27,12,13,3
20,59,17,41,53,19,65,23,27,26,29,62,18,21,20,26,58,20,58,18,73,16,60,19,50,29,18,32,74,17,73,17,50,24,20,20,59,20,59,18,21,19,50,26,18,65,23,56,61,19,62,17,27,17,19,60,19,63,22,18,28,18,18,72,19,21,25,19,27,27,28,18,26,25,24,30,69,18,20,20,24,19,20,28,29,17,20,64,71,17,20,20,18,64,52,17,61,17,18,31,22,29,19,30,19,62,22,62,28,19,27,20,22,30,21,29,27,19,18,66,19,31,19,30,21,19,21,20,63,17,51,19,18,65,62,17,19,68,25,19,21,18,19,20,19,31,18,70,22,19,20,27,74,16,20,31,72,17,20,30,18,71,27,19,17,66,63,16,17,73,20,20,22,19,28,16,18,30,28,17,25,18,19,62,19,68,22,19,50,19,20,19,19,29,27,17,20,56,59,18,20,30,59,19,27,19,20,25,20,62,69,18,20,30,17,31,21,17,2
