@relation 'Sax dominant'

@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atLcc numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMaa numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atLcc numeric
@attribute o2atMaa numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMca numeric
@attribute o2atLca numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atLcc numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMaa numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMca numeric
@attribute o3atLca numeric
@attribute o4atMbb numeric
@attribute o4atLcc numeric
@attribute o4atMcb numeric
@attribute o4atLcb numeric
@attribute o4atMbc numeric
@attribute o4atLbc numeric
@attribute o5atMbb numeric
@attribute o5atLbb numeric
@attribute o5atMbc numeric
@attribute o5atLbc numeric
@attribute o5atLcc numeric
@attribute o5atMaa numeric
@attribute o5atMab numeric
@attribute o5atLab numeric
@attribute o5atMba numeric
@attribute o5atLba numeric
@attribute o5atMac numeric
@attribute o5atLac numeric
@attribute o5atMcb numeric
@attribute o5atLcb numeric
@attribute destClass {1,2}

@data
17,18,0,19,1,1,18,1,0,18,0,0,0,18,18,19,0,0,19,1,0,0,0,19,0,19,18,0,12,14,6,5,15,13,7,4,12,6,4,14,4,6,17,1,18,2,17,1,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,19,17,0,1,19,0,2,0,2,18,1,17,19,0,11,17,7,2,18,12,8,1,11,7,1,17,1,7,16,2,17,3,16,2,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,15,0,3,18,1,4,1,3,16,3,15,18,0,8,18,9,1,19,9,10,0,9,10,0,18,0,10,19,0,19,0,19,0,14,13,15,0,0,0,0,14,1,14,1,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,18,19,0,0,19,1,0,0,0,19,0,19,18,0,14,14,4,4,15,15,5,3,14,4,4,15,4,4,14,4,15,5,14,4,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,17,0,1,18,1,2,1,2,18,1,17,18,1,11,17,7,2,18,12,8,1,11,7,1,17,1,7,17,1,18,2,17,1,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,17,1,1,17,2,2,2,1,18,1,17,17,1,10,16,8,3,17,11,9,2,10,8,2,16,2,8,19,0,19,0,19,0,10,15,12,4,2,0,0,15,0,15,0,4,11,3,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,16,1,2,17,2,3,2,2,17,2,16,17,1,10,17,7,2,18,11,8,1,11,8,1,17,1,8,19,0,19,0,19,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,19,17,0,1,19,0,2,0,2,18,1,17,19,0,12,17,6,2,18,13,7,1,12,6,1,17,1,6,16,2,17,3,16,2,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,17,1,1,17,2,2,2,1,18,1,17,17,1,12,16,6,3,17,13,7,2,12,6,2,16,2,6,16,2,17,3,16,2,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,18,1,0,17,2,1,2,0,19,0,18,17,1,12,16,6,3,17,13,7,2,12,6,2,16,2,6,15,3,16,4,15,3,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,15,16,0,2,17,2,3,2,2,17,2,16,17,1,12,17,6,2,18,13,7,1,12,6,1,17,1,6,17,1,18,2,17,1,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,15,1,3,17,2,4,2,3,16,3,15,17,1,9,18,8,1,19,10,9,0,10,9,0,18,0,9,19,0,19,0,19,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
15,18,0,19,1,3,16,3,2,16,2,0,0,18,19,18,0,0,19,0,1,0,1,19,0,18,19,0,14,14,4,5,15,15,5,4,14,4,4,14,4,4,18,0,19,1,18,0,11,15,13,3,1,0,0,15,0,15,0,3,12,2,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,19,18,0,0,19,0,1,0,1,19,0,18,19,0,13,15,5,4,16,14,6,3,13,5,3,15,3,5,18,0,19,1,18,0,11,15,13,3,1,0,0,15,0,15,0,3,12,2,2
17,18,0,19,1,1,18,1,0,18,0,0,0,18,18,19,0,0,19,1,0,0,0,19,0,19,18,0,12,14,6,5,15,13,7,4,12,6,4,14,4,6,16,2,17,3,16,2,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,19,19,0,0,19,0,0,0,0,19,0,19,19,0,14,14,4,5,15,15,5,4,14,4,4,14,4,4,16,2,17,3,16,2,8,15,10,6,4,0,0,15,0,15,0,6,9,5,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,19,17,0,1,19,0,2,0,2,18,1,17,19,0,13,17,5,2,18,14,6,1,13,5,1,17,1,5,16,2,17,3,16,2,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
17,18,0,19,1,1,18,1,0,18,0,0,0,18,19,19,0,0,19,0,0,0,0,19,0,19,19,0,16,14,2,4,15,17,3,3,16,2,4,15,4,2,14,4,15,5,14,4,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,16,1,2,17,2,3,2,2,17,2,16,17,1,10,17,7,2,18,11,8,1,11,8,1,17,1,8,19,0,19,0,19,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,18,1,0,17,2,1,2,0,19,0,18,17,1,14,16,4,3,17,15,5,2,14,4,2,16,2,4,17,1,18,2,17,1,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,19,17,0,1,19,0,2,0,2,18,1,17,19,0,12,17,6,2,18,13,7,1,12,6,1,17,1,6,16,2,17,3,16,2,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,15,1,3,17,2,4,2,3,16,3,15,17,1,9,19,8,0,19,10,9,0,10,9,0,19,0,9,19,0,19,0,19,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
17,18,0,19,1,1,18,1,0,18,0,0,0,18,19,19,0,0,19,0,0,0,0,19,0,19,19,0,15,13,3,5,14,16,4,4,15,3,5,14,5,3,16,2,17,3,16,2,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,16,0,2,18,1,3,1,3,17,2,16,18,1,8,18,9,1,19,9,10,0,9,10,0,18,0,10,19,0,19,0,19,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,16,0,2,18,1,3,1,2,17,2,16,18,0,10,18,8,1,19,11,9,0,10,8,0,18,0,8,17,1,18,2,17,1,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
17,18,0,19,1,1,18,1,0,18,0,0,0,18,18,19,0,0,19,1,0,0,0,19,0,19,18,0,12,14,5,4,15,13,6,3,13,5,3,15,4,6,16,2,17,3,16,2,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,18,19,0,0,19,1,0,0,0,19,0,19,18,0,14,15,4,4,16,15,5,3,14,4,3,15,3,4,14,4,15,5,14,4,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,17,1,1,17,2,2,2,1,18,1,17,17,1,10,16,8,3,17,11,9,2,10,8,2,16,2,8,19,0,19,0,19,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,18,0,0,18,1,1,1,0,19,0,18,18,0,11,15,7,4,16,12,8,3,11,7,3,15,3,7,17,1,18,2,17,1,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,15,0,3,18,1,4,1,3,16,3,15,18,0,9,18,9,1,19,10,10,0,9,9,0,18,0,9,17,1,18,2,17,1,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,17,1,1,17,2,2,2,1,18,1,17,17,1,11,17,7,2,18,12,8,1,11,7,1,17,1,7,16,2,17,3,16,2,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,19,0,0,18,1,0,1,0,19,0,19,18,1,13,15,5,4,16,14,6,3,13,5,3,15,3,5,15,3,16,4,15,3,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,15,0,3,18,1,4,1,3,16,3,15,18,0,9,19,9,0,19,10,10,0,9,9,0,19,0,9,18,0,19,1,18,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,15,0,3,18,1,4,1,3,16,3,15,18,0,10,18,8,1,19,11,9,0,10,8,0,18,0,8,17,1,18,2,17,1,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,18,0,0,18,1,1,1,1,19,0,18,18,1,12,16,6,3,17,13,7,2,12,6,2,16,2,6,15,3,16,4,15,3,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,19,15,0,3,19,0,4,0,4,16,3,15,19,0,9,19,9,0,19,10,10,0,9,9,0,19,0,9,18,0,19,1,18,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,15,1,3,17,2,4,2,3,16,3,15,17,1,9,19,9,0,19,10,10,0,9,9,0,19,0,9,18,0,19,1,18,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,19,17,0,1,19,0,2,0,2,18,1,17,19,0,12,17,6,2,18,13,7,1,12,6,1,17,1,6,16,2,17,3,16,2,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,18,1,0,17,2,1,2,0,19,0,18,17,1,12,16,6,3,17,13,7,2,12,6,2,16,2,6,19,0,19,0,19,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,15,18,2,0,16,3,1,3,0,19,0,18,16,2,11,16,7,3,17,12,8,2,11,7,2,16,2,7,19,0,19,0,19,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
17,18,0,19,1,1,18,1,0,18,0,0,0,18,18,19,0,0,19,1,0,0,0,19,0,19,18,0,12,14,6,4,15,13,7,3,12,6,4,15,4,6,16,2,17,3,16,2,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,2,17,3,17,0,19,0,0,19,0,16,16,2,19,13,0,3,19,0,5,0,5,15,4,14,19,0,12,16,6,3,17,13,7,2,12,6,2,16,2,6,15,3,16,4,15,3,4,15,7,9,6,0,0,15,0,15,0,9,6,8,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,18,1,0,17,2,1,2,1,19,0,18,17,2,12,17,6,2,18,13,7,1,12,6,1,17,1,6,16,2,17,3,16,2,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,18,0,0,18,1,1,1,1,19,0,18,18,1,10,16,8,3,17,11,9,2,10,8,2,16,2,8,18,0,19,1,18,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
17,18,0,19,1,1,18,1,0,18,0,0,0,18,16,19,0,0,18,2,0,1,0,19,0,19,17,1,14,14,4,5,15,15,5,4,14,4,4,14,4,4,17,1,18,2,17,1,14,6,15,0,0,5,6,8,7,8,7,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,18,1,0,17,2,1,2,0,19,0,18,17,1,14,16,4,3,17,15,5,2,14,4,2,16,2,4,17,1,18,2,17,1,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,17,1,1,17,2,2,2,2,18,1,17,17,2,10,17,7,2,18,11,8,1,11,8,1,17,1,8,19,0,19,0,19,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,17,0,1,18,1,2,1,2,18,1,17,18,1,10,17,8,2,18,11,9,1,10,8,1,17,1,8,19,0,19,0,19,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,18,0,0,18,1,1,1,0,19,0,18,18,0,14,15,4,4,16,15,5,3,14,4,3,15,3,4,15,3,16,4,15,3,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
17,18,0,19,1,1,18,1,0,18,0,0,0,18,16,19,1,0,17,2,0,2,0,19,0,19,17,2,12,15,6,4,16,13,7,3,12,6,3,15,3,6,18,0,19,1,18,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,18,0,0,18,1,1,1,0,19,0,18,18,0,13,15,5,4,16,14,6,3,13,5,3,15,3,5,18,0,19,1,18,0,10,15,12,4,2,0,0,15,0,15,0,4,11,3,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,17,0,1,18,1,2,1,1,18,1,17,18,0,11,17,7,2,18,12,8,1,11,7,1,17,1,7,16,2,17,3,16,2,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,17,0,1,18,1,2,1,2,18,1,17,18,1,11,17,7,2,18,12,8,1,11,7,1,17,1,7,16,2,17,3,16,2,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,19,0,0,18,1,0,1,0,19,0,19,18,1,11,15,7,4,16,12,8,3,11,7,3,15,3,7,17,1,18,2,17,1,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,18,0,0,18,1,1,1,0,19,0,18,18,0,11,15,7,4,16,12,8,3,11,7,3,15,3,7,17,1,18,2,17,1,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,18,1,0,17,2,1,2,0,19,0,18,17,1,11,15,7,4,16,12,8,3,11,7,3,15,3,7,18,0,19,1,18,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,16,1,2,17,2,3,2,2,17,2,16,17,1,10,18,7,1,19,11,8,0,11,8,0,18,0,8,19,0,19,0,19,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
17,18,0,19,1,1,18,1,0,18,0,0,0,18,19,19,0,0,19,0,0,0,0,19,0,19,19,0,13,14,5,5,15,14,6,4,13,5,4,14,4,5,16,2,17,3,16,2,10,15,12,4,2,0,0,15,0,15,0,4,11,3,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,18,0,0,18,1,1,1,0,19,0,18,18,0,14,15,4,4,16,15,5,3,14,4,3,15,3,4,15,3,16,4,15,3,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,18,0,0,18,1,1,1,0,19,0,18,18,0,12,16,6,3,17,13,7,2,12,6,2,16,2,6,15,3,16,4,15,3,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,18,0,0,18,1,1,1,0,19,0,18,18,0,12,16,6,3,17,13,7,2,12,6,2,16,2,6,15,3,16,4,15,3,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
17,18,0,19,1,1,18,1,0,18,0,0,0,18,18,19,0,0,19,1,0,0,0,19,0,19,18,0,16,14,2,5,15,17,3,4,16,2,4,14,4,2,14,4,15,5,14,4,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,16,0,2,18,1,3,1,2,17,2,16,18,0,11,17,7,2,18,12,8,1,11,7,1,17,1,7,17,1,18,2,17,1,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,17,0,1,18,1,2,1,1,18,1,17,18,0,11,16,7,3,17,12,8,2,11,7,2,16,2,7,18,0,19,1,18,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,19,15,0,3,19,0,4,0,4,16,3,15,19,0,11,18,6,1,19,12,7,0,12,7,0,18,0,7,19,0,19,0,19,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,18,1,0,17,2,1,2,0,19,0,18,17,1,12,15,6,4,16,13,7,3,12,6,3,15,3,6,18,0,19,1,18,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,16,0,2,18,1,3,1,2,17,2,16,18,0,10,17,8,2,18,11,9,1,10,8,1,17,1,8,19,0,19,0,19,0,11,15,13,3,1,0,0,15,0,15,0,3,12,2,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,16,1,2,17,2,3,2,2,17,2,16,17,1,10,18,8,1,19,11,9,0,10,8,0,18,0,8,18,0,19,1,18,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,17,0,1,18,1,2,1,1,18,1,17,18,0,12,16,6,3,17,13,7,2,12,6,2,16,2,6,18,0,19,1,18,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
17,18,0,19,1,1,18,1,0,18,0,0,0,18,18,19,0,0,19,1,0,0,0,19,0,19,18,0,15,14,3,5,15,16,4,4,15,3,4,14,4,3,14,4,15,5,14,4,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,17,1,1,17,2,2,2,1,18,1,17,17,1,12,17,6,2,18,13,7,1,12,6,1,17,1,6,16,2,17,3,16,2,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,18,0,0,18,1,1,1,0,19,0,18,18,0,11,15,7,4,16,12,8,3,11,7,3,15,3,7,17,1,18,2,17,1,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,15,0,3,18,1,4,1,3,16,3,15,18,0,8,18,9,1,19,9,10,0,9,10,0,18,0,10,19,0,19,0,19,0,14,11,15,1,0,2,3,12,3,12,3,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,16,1,2,17,2,3,2,2,17,2,16,17,1,10,18,8,1,19,11,9,0,10,8,0,18,0,8,18,0,19,1,18,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,16,0,2,18,1,3,1,3,17,2,16,18,1,10,18,8,1,19,11,9,0,10,8,0,18,0,8,17,1,18,2,17,1,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,17,0,1,18,1,2,1,2,18,1,17,18,1,9,17,9,2,18,10,10,1,9,9,1,17,1,9,19,0,19,0,19,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,18,0,0,18,1,1,1,1,19,0,18,18,1,12,16,6,3,17,13,7,2,12,6,2,16,2,6,15,3,16,4,15,3,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,16,0,2,18,1,3,1,2,17,2,16,18,0,11,18,7,1,19,12,8,0,11,7,0,18,0,7,17,1,18,2,17,1,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,19,1,0,18,2,0,1,0,19,0,19,17,1,12,15,6,4,16,13,7,3,12,6,3,15,3,6,17,1,18,2,17,1,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,15,0,3,18,1,4,1,3,16,3,15,18,0,8,18,9,1,19,9,10,0,9,10,0,18,0,10,19,0,19,0,19,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,16,3,17,3,0,19,0,0,19,0,2,2,16,17,16,0,2,18,1,3,1,2,17,2,16,18,0,10,17,8,2,18,11,9,1,10,8,1,17,1,8,19,0,19,0,19,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,17,1,1,17,2,2,2,1,18,1,17,17,1,10,17,7,2,18,11,8,1,11,8,1,17,1,8,19,0,19,0,19,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,15,1,3,17,2,4,2,3,16,3,15,17,1,9,19,9,0,19,10,10,0,9,9,0,19,0,9,18,0,19,1,18,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,17,0,1,18,1,2,1,1,18,1,17,18,0,11,16,7,3,17,12,8,2,11,7,2,16,2,7,18,0,19,1,18,0,14,13,15,0,0,0,0,14,1,14,1,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,17,1,1,17,2,2,2,1,18,1,17,17,1,10,16,8,3,17,11,9,2,10,8,2,16,2,8,19,0,19,0,19,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,16,1,2,17,2,3,2,3,17,2,16,17,2,10,18,8,1,19,11,9,0,10,8,0,18,0,8,18,0,19,1,18,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,18,1,0,17,2,1,2,0,19,0,18,17,1,10,15,8,4,16,11,9,3,10,8,3,15,3,8,17,1,18,2,17,1,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,18,1,0,17,2,1,2,0,19,0,18,17,1,11,16,7,3,17,12,8,2,11,7,2,16,2,7,18,0,19,1,18,0,14,13,15,0,0,0,0,14,1,14,1,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,19,17,0,1,19,0,2,0,2,18,1,17,19,0,12,17,6,2,18,13,7,1,12,6,1,17,1,6,16,2,17,3,16,2,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,18,0,0,18,1,1,1,0,19,0,18,18,0,13,15,5,4,16,14,6,3,13,5,3,15,3,5,15,3,16,4,15,3,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,19,1,0,18,2,0,1,0,19,0,19,17,1,12,15,6,4,16,13,7,3,12,6,3,15,3,6,17,1,18,2,17,1,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,15,3,17,3,0,19,0,0,19,0,1,2,16,17,14,0,4,18,1,5,1,4,15,4,14,18,0,9,19,9,0,19,10,10,0,9,9,0,19,0,9,18,0,19,1,18,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,17,0,1,18,1,2,1,2,18,1,17,18,1,10,17,8,2,18,11,9,1,10,8,1,17,1,8,19,0,19,0,19,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
17,18,0,19,1,1,18,1,0,18,0,0,0,18,18,19,0,0,19,1,0,0,0,19,0,19,18,0,12,14,6,4,15,13,7,3,12,6,4,15,4,6,16,2,17,3,16,2,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,19,17,0,1,19,0,2,0,2,18,1,17,19,0,11,16,7,3,17,12,8,2,11,7,2,16,2,7,19,0,19,0,19,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,18,1,0,17,2,1,2,0,19,0,18,17,1,11,15,7,4,16,12,8,3,11,7,3,15,3,7,18,0,19,1,18,0,9,15,11,5,3,0,0,15,0,15,0,5,10,4,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,15,1,3,17,2,4,2,3,16,3,15,17,1,10,19,8,0,19,11,9,0,10,8,0,19,0,8,18,0,19,1,18,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,18,1,0,17,2,1,2,0,19,0,18,17,1,11,15,7,4,16,12,8,3,11,7,3,15,3,7,18,0,19,1,18,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,19,0,0,18,1,0,1,0,19,0,19,18,1,13,15,5,4,16,14,6,3,13,5,3,15,3,5,14,4,15,5,14,4,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,19,16,0,2,19,0,3,0,3,17,2,16,19,0,12,17,6,2,18,13,7,1,12,6,1,17,1,6,17,1,18,2,17,1,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,17,0,1,18,1,2,1,2,18,1,17,18,1,11,17,7,2,18,12,8,1,11,7,1,17,1,7,17,1,18,2,17,1,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
17,18,0,19,1,1,18,1,0,18,0,0,0,18,17,15,0,3,18,1,4,1,3,16,3,15,18,0,11,18,6,1,19,12,7,0,12,7,0,18,0,7,19,0,19,0,19,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,16,18,1,0,17,2,1,2,0,19,0,18,17,1,13,15,5,4,16,14,6,3,13,5,3,15,3,5,19,0,19,0,19,0,14,15,15,1,0,0,0,15,0,15,0,1,14,0,2
19,18,1,19,1,0,19,0,0,19,0,0,0,18,17,17,0,1,18,1,2,1,1,18,1,17,18,0,12,16,6,3,17,13,7,2,12,6,2,16,2,6,15,3,16,4,15,3,14,15,15,1,0,0,0,15,0,15,0,1,14,0,1
