@relation 'Sax dominant'

@attribute o1atLee numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMaa numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o2atMbb numeric
@attribute o2atMcc numeric
@attribute o2atLcc numeric
@attribute o2atLdd numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMcd numeric
@attribute o2atLcd numeric
@attribute o2atMbd numeric
@attribute o2atLbd numeric
@attribute o2atMdb numeric
@attribute o2atLdb numeric
@attribute o2atMdc numeric
@attribute o2atLdc numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o3atMcc numeric
@attribute o3atLcc numeric
@attribute o3atMbb numeric
@attribute o3atMdd numeric
@attribute o3atLdd numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMcd numeric
@attribute o3atLcd numeric
@attribute o3atMbe numeric
@attribute o3atLbe numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMdc numeric
@attribute o3atLdc numeric
@attribute o3atMbd numeric
@attribute o3atLbd numeric
@attribute o3atMce numeric
@attribute o3atLce numeric
@attribute o3atMec numeric
@attribute o3atLec numeric
@attribute o3atLed numeric
@attribute o3atMde numeric
@attribute o3atLde numeric
@attribute o3atMdb numeric
@attribute o3atLdb numeric
@attribute destClass {1.0,3.0,2.0}

@data
3,26,7,16,19,2,30,27,3,6,10,1,4,7,11,27,4,20,10,6,24,20,3,19,10,6,23,20,4,7,4,0,31,0,0,24,0,24,0,11,0,11,0,30,7,31,11,0,13,17,31,0,13,0,14,0,31,0,14,18,23,14,10,28,1,13,18,25,4,14,2,13,17,25,4,13,5,27,1,26,1,0,30,0,13,4,2.0
3,24,12,9,19,3,30,26,4,7,16,1,5,7,17,26,5,14,17,7,23,14,4,13,13,4,23,14,5,7,5,0,31,0,0,24,0,23,0,17,0,17,0,30,9,22,10,1,13,16,26,3,15,5,15,5,26,5,15,16,24,12,11,30,0,14,16,27,3,15,1,15,16,27,3,14,4,28,0,27,0,0,31,0,15,3,2.0
3,26,6,17,20,1,30,27,3,5,9,1,4,6,10,27,4,21,10,6,25,21,3,20,9,5,24,21,4,6,4,0,31,0,0,25,0,25,0,10,0,10,0,30,9,31,8,0,16,15,31,0,16,0,16,0,31,0,16,15,23,16,12,30,1,13,18,26,4,14,1,13,17,26,4,14,5,27,1,26,0,0,31,0,13,4,3.0
4,23,13,10,19,5,30,25,5,8,16,1,6,8,17,25,6,14,17,8,22,14,5,13,14,6,22,14,6,8,6,0,31,0,0,23,0,22,0,17,0,17,0,30,11,20,8,3,15,14,24,5,17,7,17,7,24,5,15,14,23,12,10,30,1,14,17,26,4,15,1,14,16,26,4,14,5,27,0,26,0,0,31,0,14,4,1.0
3,24,11,10,19,3,30,26,4,7,15,1,5,7,16,26,4,14,16,7,23,15,4,14,13,5,23,15,5,7,5,0,31,0,0,24,0,23,0,16,0,16,0,30,9,21,12,2,12,17,25,4,14,6,14,6,25,6,14,17,22,14,9,28,0,12,18,25,4,13,2,13,18,25,4,12,5,27,1,26,1,0,30,0,13,4,1.0
3,24,10,11,19,3,30,26,4,7,14,1,5,7,15,26,4,15,15,7,23,16,4,15,12,5,23,16,5,7,5,0,31,0,0,24,0,23,0,15,0,15,0,30,8,20,13,3,11,18,24,5,13,7,13,7,24,6,12,18,22,13,9,28,0,13,18,25,4,14,2,13,17,25,4,13,5,27,1,26,1,0,30,0,13,4,1.0
3,24,6,19,17,5,30,26,4,9,8,1,5,8,9,26,4,21,8,8,21,22,4,21,7,8,21,22,4,9,5,0,31,0,0,22,0,21,0,9,0,9,0,30,6,29,16,0,10,20,30,1,10,1,11,1,30,1,11,21,20,15,7,26,6,11,20,22,8,12,3,11,19,22,8,11,9,23,2,22,2,2,29,2,11,8,2.0
3,26,5,22,14,6,30,27,3,11,6,1,4,11,7,27,4,24,6,10,19,24,3,23,6,11,19,24,4,11,4,0,31,0,0,20,0,19,0,7,0,7,0,30,8,31,14,0,12,18,31,0,12,0,13,0,31,0,13,19,19,20,4,28,5,7,24,22,8,8,2,7,23,22,8,7,9,23,1,22,1,1,30,1,7,8,1.0
4,23,11,12,19,5,30,25,5,8,14,1,6,8,15,25,6,16,15,8,22,16,5,15,13,7,22,16,6,8,6,0,31,0,0,23,0,22,0,15,0,15,0,30,11,21,8,2,15,14,25,4,17,6,17,6,25,5,16,14,23,11,11,30,1,14,16,26,3,16,1,15,15,26,4,15,5,27,0,26,0,0,31,0,15,4,2.0
4,25,7,16,19,2,30,26,4,6,10,1,5,7,11,26,5,20,11,7,24,20,4,19,10,6,23,20,5,7,5,0,31,0,0,24,0,24,0,11,0,11,0,30,11,29,8,0,17,14,30,1,17,1,17,1,30,1,17,14,23,13,15,30,1,16,15,26,4,17,1,16,14,26,4,17,5,27,1,26,0,0,31,0,16,4,3.0
3,26,5,22,12,8,30,27,3,13,6,1,4,13,7,27,3,23,7,13,17,24,3,23,6,13,17,24,4,13,4,0,31,0,0,18,0,17,0,7,0,7,0,30,9,31,11,0,14,16,31,0,14,0,15,0,31,0,15,17,19,19,5,28,7,8,23,21,9,9,2,8,22,21,9,8,10,22,1,21,1,1,30,1,8,9,2.0
3,24,6,19,14,8,30,26,4,12,8,1,5,11,9,26,4,21,8,11,18,22,4,21,8,12,18,22,4,12,5,0,31,0,0,19,0,18,0,9,0,9,0,30,7,29,13,0,12,18,30,1,12,1,13,1,30,1,13,19,18,16,8,26,8,11,20,20,10,12,3,10,19,20,9,11,11,21,2,20,2,2,29,2,11,10,2.0
3,24,8,15,17,5,30,26,4,9,11,1,5,9,12,26,4,18,11,8,21,19,4,18,9,7,21,19,5,9,5,0,31,0,0,22,0,21,0,12,0,12,0,30,8,26,13,1,12,18,28,2,13,3,13,3,28,3,13,18,21,14,9,26,3,12,18,23,6,13,3,13,18,24,6,12,7,25,2,24,2,2,29,1,13,6,3.0
5,20,11,10,16,8,30,23,7,11,15,1,8,11,16,23,7,14,14,9,19,15,7,14,13,9,19,15,8,11,8,0,31,0,0,20,0,19,0,16,0,16,0,30,17,24,6,1,20,10,27,3,21,4,21,4,27,2,19,10,23,6,18,30,1,19,10,26,2,22,1,20,9,26,3,21,5,27,0,26,0,0,31,0,21,4,1.0
4,23,11,12,18,6,30,25,5,9,14,1,6,9,15,25,6,16,15,9,21,16,5,15,13,8,21,16,6,9,6,0,31,0,0,22,0,21,0,15,0,15,0,30,13,29,6,0,19,12,30,1,19,1,19,1,30,1,19,12,23,12,14,30,1,16,15,26,4,17,1,16,14,26,4,16,5,27,0,26,0,0,31,0,16,4,2.0
3,24,7,20,14,8,30,26,4,12,8,1,5,12,9,26,4,21,9,12,18,22,4,21,8,12,18,22,5,12,5,0,31,0,0,19,0,18,0,9,0,9,0,30,10,29,10,0,15,15,30,1,15,1,16,1,30,1,16,16,18,18,7,26,8,9,21,20,10,10,3,9,21,20,9,9,11,21,2,20,2,2,29,2,10,10,3.0
3,26,7,20,14,8,30,27,3,12,8,1,4,12,9,27,3,21,9,12,18,22,3,21,8,12,18,22,4,12,4,0,31,0,0,19,0,18,0,9,0,9,0,30,8,29,16,0,11,19,30,1,11,1,12,1,30,1,12,20,18,19,5,26,8,8,23,20,10,9,3,7,22,20,9,8,11,21,2,20,2,2,29,2,8,10,3.0
4,23,14,9,20,4,30,25,5,7,17,1,6,7,18,25,6,13,18,7,23,13,5,12,14,4,23,13,6,7,6,0,31,0,0,24,0,23,0,18,0,18,0,30,10,19,11,4,13,16,23,6,15,8,15,8,23,6,13,16,23,12,10,30,1,14,17,26,4,15,1,14,16,26,4,14,5,27,0,26,0,0,31,0,14,4,3.0
3,26,6,19,14,8,30,27,3,12,8,1,4,12,9,27,3,21,9,12,18,22,3,21,8,12,18,22,4,12,4,0,31,0,0,19,0,18,0,9,0,9,0,30,9,31,11,0,14,16,31,0,14,0,15,0,31,0,15,17,18,17,5,26,8,9,22,20,10,10,3,9,21,20,10,9,11,21,2,20,2,2,29,2,9,10,3.0
4,25,11,12,20,4,30,26,4,7,14,1,5,7,15,26,5,16,15,7,23,16,4,15,13,6,23,16,5,7,5,0,31,0,0,24,0,23,0,15,0,15,0,30,16,29,5,0,21,10,30,1,21,1,21,1,30,1,21,10,24,11,15,30,0,16,14,27,2,18,1,17,13,27,3,17,4,28,0,27,0,0,31,0,17,3,2.0
4,23,9,12,19,5,30,25,5,8,13,1,6,8,14,25,6,17,14,8,22,17,5,16,12,7,22,17,6,8,6,0,31,0,0,23,0,22,0,14,0,14,0,30,11,21,8,2,13,14,25,2,17,6,17,6,25,5,16,14,23,11,11,30,1,14,16,26,3,16,1,15,15,26,4,15,5,27,0,26,0,0,31,0,15,4,3.0
3,24,6,19,12,8,30,26,4,13,8,1,5,12,9,26,4,21,8,12,17,22,4,21,8,13,17,22,4,13,5,0,31,0,0,18,0,17,0,9,0,9,0,30,7,29,13,0,12,18,30,1,12,1,13,1,30,1,13,19,19,15,9,26,7,12,19,21,9,13,3,11,18,21,8,12,10,22,2,21,2,2,29,2,12,9,2.0
4,23,9,12,18,6,30,25,5,9,13,1,6,9,14,25,6,17,14,9,21,17,5,16,12,8,21,17,6,9,6,0,31,0,0,22,0,21,0,14,0,14,0,30,11,20,8,3,14,14,24,4,17,7,17,7,24,6,16,14,23,9,11,30,1,14,15,26,2,17,1,16,14,26,4,16,5,27,0,26,0,0,31,0,16,4,2.0
3,26,6,21,19,1,30,27,3,6,7,1,4,6,8,27,4,23,8,6,24,23,3,22,7,6,24,23,4,6,4,0,31,0,0,25,0,24,0,8,0,8,0,30,10,31,10,0,15,15,31,0,15,0,16,0,31,0,16,16,22,19,5,28,4,8,23,23,6,9,2,8,22,24,6,8,7,25,1,24,1,1,30,0,8,6,3.0
3,24,11,10,18,4,30,26,4,8,15,1,5,8,16,26,5,15,16,8,22,15,4,14,13,6,22,15,5,8,5,0,31,0,0,23,0,22,0,16,0,16,0,30,8,20,13,3,11,18,24,5,13,7,13,7,24,6,12,18,20,13,9,28,0,12,18,24,4,14,2,13,17,24,5,13,6,26,1,25,1,0,30,0,13,5,1.0
3,24,8,17,15,5,30,26,4,10,10,1,5,9,11,26,4,19,9,8,20,20,4,19,10,10,20,20,4,10,5,0,31,0,0,21,0,20,0,11,0,11,0,30,6,27,16,0,10,20,29,2,10,2,11,2,29,2,11,21,19,16,9,26,7,11,19,21,9,12,3,11,19,21,8,11,10,22,2,21,2,2,29,2,12,9,3.0
4,23,11,12,18,6,30,25,5,9,14,1,6,9,15,25,6,16,15,9,21,16,5,15,13,8,21,16,6,9,6,0,31,0,0,22,0,21,0,15,0,15,0,30,11,23,8,2,14,14,26,2,17,5,17,5,26,4,16,14,23,12,12,30,1,15,16,26,4,16,1,15,15,26,4,15,5,27,0,26,0,0,31,0,15,4,3.0
3,24,13,8,19,3,30,26,4,7,17,1,5,7,18,26,5,13,17,6,23,13,4,12,14,4,23,13,5,7,5,0,31,0,0,24,0,23,0,18,0,18,0,30,9,22,10,1,13,16,26,3,15,5,15,5,26,5,15,16,24,12,9,30,0,13,17,27,3,14,1,14,17,27,3,13,4,28,0,27,0,0,31,0,14,3,3.0
3,26,7,16,18,3,30,27,3,7,10,1,4,8,11,27,4,20,10,7,23,20,3,19,10,7,22,20,4,8,4,0,31,0,0,23,0,23,0,11,0,11,0,30,8,31,9,0,15,16,31,0,15,0,15,0,31,0,15,16,23,13,13,28,1,15,16,25,4,16,2,15,15,25,4,15,5,27,1,26,1,0,30,0,15,4,2.0
4,25,13,10,20,4,30,26,4,7,16,1,5,7,17,26,5,14,17,7,23,14,4,13,14,5,23,14,5,7,5,0,31,0,0,24,0,23,0,17,0,17,0,30,10,20,11,3,13,16,24,5,15,7,15,7,24,5,13,16,23,13,9,30,1,13,18,26,4,14,1,13,17,26,4,13,5,27,0,26,0,0,31,0,13,4,1.0
3,24,11,10,18,4,30,26,4,8,15,1,5,8,16,26,5,15,16,8,22,15,4,14,13,6,22,15,5,8,5,0,31,0,0,23,0,22,0,16,0,16,0,30,8,20,13,3,11,18,24,5,13,7,13,7,24,6,12,18,20,14,8,28,0,11,19,24,4,13,2,12,18,24,5,12,6,26,1,25,1,0,30,0,12,5,1.0
4,21,13,10,18,6,30,24,6,9,16,1,7,9,17,24,7,14,16,8,21,14,6,13,15,8,21,14,7,9,7,0,31,0,0,22,0,21,0,17,0,17,0,30,11,26,8,1,15,14,28,1,17,3,17,3,28,2,16,14,23,9,13,30,1,16,14,26,3,18,1,17,13,26,4,17,5,27,0,26,0,0,31,0,17,4,2.0
3,26,6,19,14,8,30,27,3,12,8,1,4,12,9,27,3,21,9,12,18,22,3,21,8,12,18,22,4,12,4,0,31,0,0,19,0,18,0,9,0,9,0,30,9,31,11,0,14,16,31,0,14,0,15,0,31,0,15,17,18,20,4,26,8,7,24,20,10,8,3,7,23,20,10,7,11,21,2,20,2,2,29,2,7,10,1.0
3,26,6,21,19,2,30,27,3,6,7,1,4,7,8,27,4,23,8,7,24,23,3,22,7,6,23,23,4,7,4,0,31,0,0,24,0,24,0,8,0,8,0,30,6,31,10,0,13,17,31,0,13,0,14,0,31,0,14,18,19,14,10,28,7,12,18,21,8,14,2,12,17,21,8,13,10,22,1,21,1,1,30,1,13,9,2.0
5,20,14,9,19,5,30,23,7,8,17,1,8,8,18,23,8,13,17,7,22,13,7,12,15,6,22,13,8,8,8,0,31,0,0,23,0,22,0,18,0,18,0,30,11,23,8,2,15,14,26,3,17,5,17,5,26,4,16,14,23,11,9,30,1,14,17,26,4,15,1,14,16,26,4,14,5,27,0,26,0,0,31,0,14,4,3.0
4,23,11,12,19,5,30,25,5,8,14,1,6,8,15,25,6,16,15,8,22,16,5,15,13,7,22,16,6,8,6,0,31,0,0,23,0,22,0,15,0,15,0,30,11,21,8,2,15,14,25,4,17,6,17,6,25,5,16,14,23,11,11,30,1,14,16,26,3,16,1,15,15,26,4,15,5,27,0,26,0,0,31,0,15,4,2.0
3,26,7,18,13,9,30,27,3,13,9,1,4,12,10,27,3,20,9,12,17,21,3,20,9,13,17,21,3,13,4,0,31,0,0,18,0,17,0,10,0,10,0,30,10,31,10,0,15,15,31,0,15,0,16,0,31,0,16,16,18,16,6,26,8,10,21,20,10,11,3,9,20,20,9,10,11,21,2,20,2,2,29,2,10,10,3.0
3,24,7,16,19,5,30,26,4,8,10,1,5,8,11,26,4,19,11,8,22,20,4,19,9,7,22,20,5,8,5,0,31,0,0,23,0,22,0,11,0,11,0,30,7,27,16,0,11,20,29,2,11,2,11,2,29,2,11,20,20,13,9,26,6,13,18,22,8,14,3,13,17,22,8,13,9,23,2,22,2,2,29,2,13,8,2.0
3,24,12,9,20,4,30,26,4,7,16,1,5,7,17,26,5,14,16,6,23,14,4,13,14,5,23,14,5,7,5,0,31,0,0,24,0,23,0,17,0,17,0,30,10,19,11,4,13,16,23,6,15,8,15,8,23,6,13,16,23,13,9,30,1,13,18,26,4,14,1,13,17,26,4,13,5,27,0,26,0,0,31,0,13,4,2.0
3,24,7,20,15,7,30,26,4,11,8,1,5,10,9,26,4,21,8,10,19,22,4,21,8,11,19,22,4,11,5,0,31,0,0,20,0,19,0,9,0,9,0,30,7,29,15,0,11,19,30,1,11,1,12,1,30,1,12,20,18,18,7,26,8,9,21,20,10,10,3,9,21,20,9,9,11,21,2,20,2,2,29,2,10,10,3.0
5,20,14,9,19,5,30,23,7,8,17,1,8,8,18,23,8,13,17,7,22,13,7,12,15,6,22,13,8,8,8,0,31,0,0,23,0,22,0,18,0,18,0,30,11,23,8,2,15,14,26,3,17,5,17,5,26,4,16,14,23,9,11,30,1,15,15,26,3,17,1,16,14,26,4,16,5,27,0,26,0,0,31,0,16,4,3.0
4,25,8,13,19,5,30,26,4,8,12,1,5,8,13,26,5,18,13,8,22,18,4,17,11,7,22,18,5,8,5,0,31,0,0,23,0,22,0,13,0,13,0,30,14,24,9,1,16,13,27,2,18,4,18,4,27,3,17,13,23,10,14,30,1,16,14,26,3,18,1,17,13,26,4,17,5,27,0,26,0,0,31,0,17,4,3.0
3,26,6,19,14,8,30,27,3,12,8,1,4,12,9,27,3,21,9,12,18,22,3,21,8,12,18,22,4,12,4,0,31,0,0,19,0,18,0,9,0,9,0,30,8,31,12,0,13,17,31,0,13,0,14,0,31,0,14,18,18,16,8,26,8,11,20,20,10,12,3,10,19,20,9,11,11,21,2,20,2,2,29,2,11,10,2.0
4,23,9,12,19,5,30,25,5,8,13,1,6,8,14,25,6,17,14,8,22,17,5,16,12,7,22,17,6,8,6,0,31,0,0,23,0,22,0,14,0,14,0,30,11,19,8,4,13,14,23,4,17,8,17,8,23,7,16,14,23,11,11,30,1,14,16,26,3,16,1,15,15,26,4,15,5,27,0,26,0,0,31,0,15,4,1.0
4,23,13,10,18,6,30,25,5,9,16,1,6,9,17,25,6,14,16,8,21,14,5,13,14,7,21,14,6,9,6,0,31,0,0,22,0,21,0,17,0,17,0,30,12,26,7,1,16,13,28,1,18,3,18,3,28,2,17,13,23,13,12,30,1,14,16,26,4,15,1,15,16,26,4,14,5,27,0,26,0,0,31,0,15,4,1.0
4,23,13,10,20,4,30,25,5,7,16,1,6,7,17,25,6,14,17,7,23,14,5,13,14,5,23,14,6,7,6,0,31,0,0,24,0,23,0,17,0,17,0,30,11,20,10,3,14,15,24,5,16,7,16,7,24,6,15,15,23,12,10,30,1,14,17,26,4,15,1,14,16,26,4,14,5,27,0,26,0,0,31,0,14,4,2.0
4,23,14,9,20,4,30,25,5,7,17,1,6,7,18,25,6,13,18,7,23,13,5,12,14,4,23,13,6,7,6,0,31,0,0,24,0,23,0,18,0,18,0,30,11,20,10,3,14,15,24,5,16,7,16,7,24,6,15,15,23,12,10,30,1,14,17,26,4,15,1,14,16,26,4,14,5,27,0,26,0,0,31,0,14,4,3.0
4,21,11,12,19,5,30,24,6,8,14,1,7,8,15,24,7,16,15,8,22,16,6,15,13,7,22,16,7,8,7,0,31,0,0,23,0,22,0,15,0,15,0,30,11,21,8,2,15,14,25,4,17,6,17,6,25,5,16,14,23,12,10,30,1,14,17,26,4,15,1,14,16,26,4,14,5,27,0,26,0,0,31,0,14,4,3.0
3,24,6,19,14,8,30,26,4,12,8,1,5,11,9,26,4,21,8,11,18,22,4,21,8,12,18,22,4,12,5,0,31,0,0,19,0,18,0,9,0,9,0,30,8,31,12,0,13,17,31,0,13,0,14,0,31,0,14,18,18,16,8,26,8,11,20,20,10,12,3,10,19,20,9,11,11,21,2,20,2,2,29,2,11,10,3.0
4,23,11,12,18,6,30,25,5,9,14,1,6,9,15,25,6,16,15,9,21,16,5,15,13,8,21,16,6,9,6,0,31,0,0,22,0,21,0,15,0,15,0,30,12,26,7,1,17,13,28,2,18,3,18,3,28,2,17,13,23,10,14,30,1,16,14,26,3,18,1,17,13,26,4,17,5,27,0,26,0,0,31,0,17,4,3.0
4,23,11,12,18,6,30,25,5,9,14,1,6,9,15,25,6,16,15,9,21,16,5,15,13,8,21,16,6,9,6,0,31,0,0,22,0,21,0,15,0,15,0,30,12,26,7,1,16,13,28,1,18,3,18,3,28,3,18,13,23,12,12,30,1,15,16,26,4,16,1,15,15,26,4,15,5,27,0,26,0,0,31,0,15,4,1.0
4,23,12,11,19,5,30,25,5,8,15,1,6,8,16,25,6,15,16,8,22,15,5,14,14,7,22,15,6,8,6,0,31,0,0,23,0,22,0,16,0,16,0,30,11,26,8,1,15,14,28,1,17,3,17,3,28,2,16,14,23,12,10,30,1,14,17,26,4,15,1,14,16,26,4,14,5,27,0,26,0,0,31,0,14,4,3.0
4,21,8,13,16,8,30,24,6,11,12,1,7,11,13,24,6,17,13,11,19,18,6,17,11,10,19,18,7,11,7,0,31,0,0,20,0,19,0,13,0,13,0,30,17,28,6,1,20,10,29,1,21,2,21,2,29,2,21,10,23,5,19,30,1,20,9,26,2,23,1,21,8,26,3,22,5,27,0,26,0,0,31,0,22,4,1.0
3,26,6,21,17,2,30,27,3,7,7,1,4,8,8,27,4,23,8,8,23,23,3,22,7,7,22,23,4,8,4,0,31,0,0,23,0,23,0,8,0,8,0,30,9,31,13,0,13,17,31,0,13,0,14,0,31,0,14,18,19,16,8,28,7,11,20,21,9,12,2,10,19,21,8,11,10,22,1,21,1,1,30,1,11,9,3.0
4,21,14,9,18,6,30,24,6,9,17,1,7,9,18,24,7,13,17,8,21,13,6,12,15,7,21,13,7,9,7,0,31,0,0,22,0,21,0,18,0,18,0,30,11,25,8,2,15,14,27,2,17,4,17,4,27,3,16,14,23,13,10,30,1,13,17,26,4,14,1,14,17,26,4,13,5,27,0,26,0,0,31,0,14,4,1.0
3,26,6,19,20,1,30,27,3,5,8,1,4,6,9,27,4,22,9,6,25,22,3,21,8,5,24,22,4,6,4,0,31,0,0,25,0,25,0,9,0,9,0,30,8,31,10,0,14,16,31,0,14,0,15,0,31,0,15,17,25,17,9,28,1,12,20,26,4,12,2,11,19,26,3,12,4,28,2,27,1,0,30,0,11,3,1.0
4,25,11,12,20,4,30,26,4,7,14,1,5,7,15,26,5,16,15,7,23,16,4,15,13,6,23,16,5,7,5,0,31,0,0,24,0,23,0,15,0,15,0,30,16,28,5,1,20,10,29,1,21,2,21,2,29,2,21,10,24,13,13,30,0,15,16,27,3,16,1,15,15,27,3,15,4,28,0,27,0,0,31,0,15,3,3.0
5,20,14,9,19,5,30,23,7,8,17,1,8,8,18,23,8,13,17,7,22,13,7,12,15,6,22,13,8,8,8,0,31,0,0,23,0,22,0,18,0,18,0,30,11,23,8,2,15,14,26,3,17,5,17,5,26,4,16,14,23,12,12,30,1,15,16,26,4,16,1,15,15,26,4,15,5,27,0,26,0,0,31,0,15,4,3.0
3,24,7,20,14,6,30,26,4,11,8,1,5,10,9,26,4,21,8,10,19,22,4,21,7,10,19,22,4,11,5,0,31,0,0,20,0,19,0,9,0,9,0,30,5,29,17,0,9,21,30,1,9,1,10,1,30,1,10,22,20,16,7,26,6,10,20,22,8,11,3,11,20,22,8,10,9,23,2,22,2,2,29,2,11,8,3.0
2,27,3,24,30,0,30,28,2,0,4,1,3,0,5,28,3,26,5,0,30,26,2,25,4,0,30,26,3,0,3,0,31,0,0,31,0,30,0,5,0,5,0,30,0,31,31,0,0,31,31,0,0,0,0,0,31,0,0,31,30,31,0,30,0,0,31,30,1,0,1,0,31,30,0,0,1,31,1,30,0,0,31,0,0,0,1.0
3,24,10,11,16,6,30,26,4,10,14,1,5,10,15,26,5,16,14,9,20,16,4,15,12,8,20,16,5,10,5,0,31,0,0,21,0,20,0,15,0,15,0,30,9,20,10,3,13,16,24,5,15,7,15,7,24,7,15,16,24,8,15,30,0,17,12,27,2,19,1,18,12,27,2,18,4,28,0,27,0,0,31,0,19,3,1.0
3,24,13,8,20,4,30,26,4,7,17,1,5,7,18,26,5,13,17,6,23,13,4,12,14,4,23,13,5,7,5,0,31,0,0,24,0,23,0,18,0,18,0,30,10,20,11,3,13,16,24,5,15,7,15,7,24,5,13,16,23,13,9,30,1,13,18,26,4,14,1,13,17,26,4,13,5,27,0,26,0,0,31,0,13,4,3.0
3,24,8,15,17,5,30,26,4,9,11,1,5,9,12,26,4,18,11,8,21,19,4,18,9,7,21,19,5,9,5,0,31,0,0,22,0,21,0,12,0,12,0,30,7,29,14,0,12,19,30,1,12,1,12,1,30,1,12,19,20,14,9,26,6,12,18,22,8,13,3,13,18,22,8,12,9,23,2,22,2,2,29,2,13,8,1.0
5,20,14,9,18,6,30,23,7,9,17,1,8,9,18,23,8,13,17,8,21,13,7,12,15,7,21,13,8,9,8,0,31,0,0,22,0,21,0,18,0,18,0,30,11,23,8,2,15,14,26,3,17,5,17,5,26,4,16,14,23,9,11,30,1,15,15,26,3,17,1,16,14,26,4,16,5,27,0,26,0,0,31,0,16,4,3.0
3,24,7,20,13,7,30,26,4,12,8,1,5,11,9,26,4,21,8,11,18,22,4,21,8,12,18,22,4,12,5,0,31,0,0,19,0,18,0,9,0,9,0,30,6,29,14,0,11,19,30,1,11,1,12,1,30,1,12,20,18,18,7,26,8,9,21,20,10,10,3,9,21,20,9,9,11,21,2,20,2,2,29,2,10,10,3.0
3,24,11,10,19,3,30,26,4,7,15,1,5,7,16,26,4,14,16,7,23,15,4,14,13,5,23,15,5,7,5,0,31,0,0,24,0,23,0,16,0,16,0,30,9,22,12,1,12,17,26,3,14,5,14,5,26,5,14,17,22,12,11,28,0,14,16,25,4,15,2,15,16,25,4,14,5,27,1,26,1,0,30,0,15,4,3.0
3,26,5,22,14,6,30,27,3,11,6,1,4,11,7,27,3,23,7,11,19,24,3,23,6,11,19,24,4,11,4,0,31,0,0,20,0,19,0,7,0,7,0,30,9,31,11,0,14,16,31,0,14,0,15,0,31,0,15,17,19,17,5,28,7,9,22,21,9,10,2,9,21,21,9,9,10,22,1,21,1,1,30,1,9,9,3.0
3,24,9,14,18,4,30,26,4,8,12,1,5,8,13,26,4,17,13,8,22,18,4,17,9,5,22,18,5,8,5,0,31,0,0,23,0,22,0,13,0,13,0,30,8,27,13,0,13,18,29,2,13,2,13,2,29,2,13,18,22,13,9,28,0,13,18,25,4,14,2,13,17,25,4,13,5,27,1,26,1,0,30,0,13,4,3.0
4,23,11,12,19,5,30,25,5,8,14,1,6,8,15,25,6,16,15,8,22,16,5,15,13,7,22,16,6,8,6,0,31,0,0,23,0,22,0,15,0,15,0,30,11,20,8,3,13,14,24,3,17,7,17,7,24,6,16,14,23,11,11,30,1,14,16,26,3,16,1,15,15,26,4,15,5,27,0,26,0,0,31,0,15,4,3.0
3,26,6,19,14,8,30,27,3,12,8,1,4,12,9,27,3,21,9,12,18,22,3,21,8,12,18,22,4,12,4,0,31,0,0,19,0,18,0,9,0,9,0,30,10,31,10,0,15,15,31,0,15,0,16,0,31,0,16,16,18,20,4,26,8,7,24,20,10,8,3,7,23,20,10,7,11,21,2,20,2,2,29,2,7,10,2.0
3,24,7,18,15,7,30,26,4,11,9,1,5,10,10,26,4,20,9,10,19,21,4,20,9,11,19,21,4,11,5,0,31,0,0,20,0,19,0,10,0,10,0,30,5,29,15,0,10,20,30,1,10,1,11,1,30,1,11,21,18,18,6,26,8,9,22,20,10,10,3,8,21,20,9,9,11,21,2,20,2,2,29,2,9,10,3.0
3,24,7,20,13,9,30,26,4,13,8,1,5,12,9,26,4,21,8,12,17,22,4,21,8,13,17,22,4,13,5,0,31,0,0,18,0,17,0,9,0,9,0,30,7,29,13,0,12,18,30,1,12,1,13,1,30,1,13,19,18,17,7,26,8,10,21,20,10,11,3,9,20,20,9,10,11,21,2,20,2,2,29,2,10,10,2.0
