@relation 'Sax dominant'

@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMfed numeric
@attribute o1atLfed numeric
@attribute o1atMeee numeric
@attribute o1atLeee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMggg numeric
@attribute o1atLggg numeric
@attribute o1atMhgf numeric
@attribute o1atLhgf numeric
@attribute o1atMfgg numeric
@attribute o1atLfgg numeric
@attribute o1atMggf numeric
@attribute o1atLggf numeric
@attribute o1atMfee numeric
@attribute o1atLfee numeric
@attribute o1atMdeg numeric
@attribute o1atLdeg numeric
@attribute o1atMegh numeric
@attribute o1atLegh numeric
@attribute o1atMeef numeric
@attribute o1atLeef numeric
@attribute o1atMhij numeric
@attribute o1atLhij numeric
@attribute o1atMjih numeric
@attribute o1atLjih numeric
@attribute o1atLkkk numeric
@attribute o1atMjkk numeric
@attribute o1atLjkk numeric
@attribute o1atMkkj numeric
@attribute o1atLkkj numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMeff numeric
@attribute o1atLeff numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMffg numeric
@attribute o1atLffg numeric
@attribute o1atMfff numeric
@attribute o1atLfff numeric
@attribute o1atMgfe numeric
@attribute o1atLgfe numeric
@attribute o1atMijj numeric
@attribute o1atLijj numeric
@attribute o1atMjji numeric
@attribute o1atLjji numeric
@attribute o1atMghi numeric
@attribute o1atLghi numeric
@attribute o1atMihg numeric
@attribute o1atLihg numeric
@attribute o1atMjjk numeric
@attribute o1atLjjk numeric
@attribute o1atMkjj numeric
@attribute o1atLkjj numeric
@attribute o1atMjjj numeric
@attribute o1atLjjj numeric
@attribute o1atMceg numeric
@attribute o1atLceg numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMegj numeric
@attribute o1atLegj numeric
@attribute o1atMiih numeric
@attribute o1atLiih numeric
@attribute o1atMhgg numeric
@attribute o1atLhgg numeric
@attribute o1atMggh numeric
@attribute o1atLggh numeric
@attribute o1atMjii numeric
@attribute o1atLjii numeric
@attribute o1atMhhg numeric
@attribute o1atLhhg numeric
@attribute o1atMgff numeric
@attribute o1atLgff numeric
@attribute o1atMghh numeric
@attribute o1atLghh numeric
@attribute o1atMihh numeric
@attribute o1atLihh numeric
@attribute o1atMgjk numeric
@attribute o1atLgjk numeric
@attribute o1atMhhh numeric
@attribute o1atLhhh numeric
@attribute o1atMaaa numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMdef numeric
@attribute o1atLdef numeric
@attribute o1atMgii numeric
@attribute o1atLgii numeric
@attribute o1atMiii numeric
@attribute o1atLiii numeric
@attribute o1atMfgi numeric
@attribute o1atLfgi numeric
@attribute o1atMiij numeric
@attribute o1atLiij numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMffe numeric
@attribute o1atLffe numeric
@attribute o1atMefg numeric
@attribute o1atLefg numeric
@attribute o1atMijk numeric
@attribute o1atLijk numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMceh numeric
@attribute o1atLceh numeric
@attribute o1atMhkk numeric
@attribute o1atLhkk numeric
@attribute o1atMehk numeric
@attribute o1atLehk numeric
@attribute o1atMdgi numeric
@attribute o1atLdgi numeric
@attribute o1atMgik numeric
@attribute o1atLgik numeric
@attribute o1atMikk numeric
@attribute o1atLikk numeric
@attribute o1atMcdg numeric
@attribute o1atLcdg numeric
@attribute o1atMhgh numeric
@attribute o1atLhgh numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbdg numeric
@attribute o1atLbdg numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMghg numeric
@attribute o1atLghg numeric
@attribute o1atMgij numeric
@attribute o1atLgij numeric
@attribute o1atMcdf numeric
@attribute o1atLcdf numeric
@attribute o1atMdfg numeric
@attribute o1atLdfg numeric
@attribute o1atMfef numeric
@attribute o1atLfef numeric
@attribute o1atMefe numeric
@attribute o1atLefe numeric
@attribute o1atMegi numeric
@attribute o1atLegi numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMcei numeric
@attribute o1atLcei numeric
@attribute o1atMeik numeric
@attribute o1atLeik numeric
@attribute o1atMehj numeric
@attribute o1atLehj numeric
@attribute o1atMhjk numeric
@attribute o1atLhjk numeric
@attribute o1atMghj numeric
@attribute o1atLghj numeric
@attribute o1atMdgj numeric
@attribute o1atLdgj numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbdh numeric
@attribute o1atLbdh numeric
@attribute o1atMdhj numeric
@attribute o1atLdhj numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMdhk numeric
@attribute o1atLdhk numeric
@attribute o1atMdeh numeric
@attribute o1atLdeh numeric
@attribute o1atMfgf numeric
@attribute o1atLfgf numeric
@attribute o1atMdfh numeric
@attribute o1atLdfh numeric
@attribute o1atMfhk numeric
@attribute o1atLfhk numeric
@attribute o1atMgfg numeric
@attribute o1atLgfg numeric
@attribute o1atMihi numeric
@attribute o1atLihi numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMfik numeric
@attribute o1atLfik numeric
@attribute o1atMdfi numeric
@attribute o1atLdfi numeric
@attribute o1atMfgh numeric
@attribute o1atLfgh numeric
@attribute o1atMhjj numeric
@attribute o1atLhjj numeric
@attribute o1atMefh numeric
@attribute o1atLefh numeric
@attribute o1atMfhj numeric
@attribute o1atLfhj numeric
@attribute o1atMhhi numeric
@attribute o1atLhhi numeric
@attribute o1atMbdf numeric
@attribute o1atLbdf numeric
@attribute o1atMhii numeric
@attribute o1atLhii numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMgge numeric
@attribute o1atLgge numeric
@attribute o1atMgee numeric
@attribute o1atLgee numeric
@attribute o1atMcef numeric
@attribute o1atLcef numeric
@attribute o1atMfhi numeric
@attribute o1atLfhi numeric
@attribute o1atMfhh numeric
@attribute o1atLfhh numeric
@attribute o1atMbcf numeric
@attribute o1atLbcf numeric
@attribute o1atMcfi numeric
@attribute o1atLcfi numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMfij numeric
@attribute o1atLfij numeric
@attribute o1atMfjk numeric
@attribute o1atLfjk numeric
@attribute o1atMcfj numeric
@attribute o1atLcfj numeric
@attribute o1atMcfh numeric
@attribute o1atLcfh numeric
@attribute o1atMgfd numeric
@attribute o1atLgfd numeric
@attribute o1atMfdd numeric
@attribute o1atLfdd numeric
@attribute o1atMbcg numeric
@attribute o1atLbcg numeric
@attribute o1atMcgj numeric
@attribute o1atLcgj numeric
@attribute o1atMcdh numeric
@attribute o1atLcdh numeric
@attribute o1atMddf numeric
@attribute o1atLddf numeric
@attribute o1atMdfj numeric
@attribute o1atLdfj numeric
@attribute o1atMace numeric
@attribute o1atLace numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMkji numeric
@attribute o1atLkji numeric
@attribute o1atMeeg numeric
@attribute o1atLeeg numeric
@attribute o1atMjkj numeric
@attribute o1atLjkj numeric
@attribute o1atMkjk numeric
@attribute o1atLkjk numeric
@attribute o1atMhih numeric
@attribute o1atLhih numeric
@attribute o1atMffh numeric
@attribute o1atLffh numeric
@attribute o1atMjig numeric
@attribute o1atLjig numeric
@attribute o1atMigf numeric
@attribute o1atLigf numeric
@attribute o1atMefi numeric
@attribute o1atLefi numeric
@attribute o1atMfdc numeric
@attribute o1atLfdc numeric
@attribute o1atMhge numeric
@attribute o1atLhge numeric
@attribute o1atMggi numeric
@attribute o1atLggi numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMhik numeric
@attribute o1atLhik numeric
@attribute o1atMiig numeric
@attribute o1atLiig numeric
@attribute o1atMfeg numeric
@attribute o1atLfeg numeric
@attribute o1atMegg numeric
@attribute o1atLegg numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMfec numeric
@attribute o1atLfec numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMacf numeric
@attribute o1atLacf numeric
@attribute o1atMiji numeric
@attribute o1atLiji numeric
@attribute o1atMehi numeric
@attribute o1atLehi numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMged numeric
@attribute o1atLged numeric
@attribute o1atMjij numeric
@attribute o1atLjij numeric
@attribute o1atMihf numeric
@attribute o1atLihf numeric
@attribute o1atMhfe numeric
@attribute o1atLhfe numeric
@attribute o1atMdgh numeric
@attribute o1atLdgh numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
30,94,0,60,0,94,0,94,49,23,69,41,49,42,32,58,33,60,50,43,71,22,70,21,71,23,70,22,69,23,51,24,71,23,70,24,74,21,72,19,18,76,19,74,18,34,56,0,94,0,94,35,57,0,94,70,24,48,43,49,44,47,54,36,45,34,43,0,94,71,23,70,23,69,22,74,20,73,19,73,22,71,20,75,19,74,18,74,19,36,24,0,45,71,21,72,20,71,21,72,22,73,19,71,21,70,22,72,22,72,20,73,20,72,21,0,0,94,0,94,51,25,73,21,73,20,72,22,74,20,0,94,0,94,69,23,71,24,75,20,33,45,50,41,36,23,74,19,71,20,51,22,73,20,75,19,36,24,72,21,0,94,0,24,0,60,71,22,73,21,36,25,51,24,70,23,69,24,71,22,35,54,36,22,71,20,71,21,74,20,73,21,51,21,0,60,0,23,51,21,47,44,51,20,51,23,70,23,51,23,72,20,71,22,73,20,0,58,0,94,72,20,51,22,72,23,74,20,71,23,72,21,73,21,0,25,73,21,0,94,69,22,69,22,36,25,72,22,72,22,0,25,36,22,30,59,72,21,72,20,36,21,36,23,49,22,48,23,0,24,36,21,36,23,49,25,51,21,0,45,0,94,73,18,70,24,74,19,75,18,72,21,71,23,71,19,70,20,71,22,34,23,69,21,72,22,0,45,74,20,71,20,70,23,71,23,0,94,34,23,0,43,0,25,73,20,71,22,0,94,49,22,74,19,70,20,69,21,51,23,2.0
26,72,17,64,18,74,17,74,37,45,47,53,37,55,28,64,27,63,36,54,51,42,50,38,48,42,49,43,48,45,36,43,48,38,47,44,65,20,64,20,9,83,10,83,10,28,62,16,76,16,75,28,62,14,83,47,44,35,55,35,55,33,60,29,56,30,57,18,72,48,42,48,43,49,44,73,18,73,19,55,29,55,28,82,10,82,11,81,18,29,44,18,57,48,21,64,26,53,37,53,37,72,20,54,36,49,43,55,36,62,27,56,11,60,34,7,8,85,8,85,36,44,55,27,71,24,49,29,73,19,9,84,9,76,48,44,47,43,74,10,28,56,37,53,30,39,66,10,49,11,37,30,56,11,74,10,29,44,55,34,8,84,18,44,16,64,51,38,56,20,29,45,36,43,48,43,47,45,48,30,29,60,30,30,49,11,49,21,66,11,56,20,37,21,9,64,18,39,37,21,33,56,37,11,37,38,48,43,37,38,50,11,49,42,64,24,18,64,9,83,50,11,37,30,49,37,65,19,48,38,50,20,62,29,18,45,64,27,14,76,49,43,48,44,29,45,49,29,49,36,18,45,30,30,26,64,50,20,50,11,30,21,30,38,37,44,35,45,18,44,30,21,29,39,35,44,37,21,9,57,8,76,73,11,47,43,81,11,83,9,60,29,49,37,55,20,50,28,48,30,30,45,49,38,53,29,18,56,65,11,55,26,48,42,47,43,9,76,30,45,18,57,9,45,71,19,48,30,7,85,37,44,74,18,50,28,49,38,37,38,2.0
22,78,12,68,12,80,12,80,34,38,52,55,34,57,24,68,24,68,34,58,81,24,66,11,67,25,66,25,53,38,35,28,56,13,53,39,84,11,82,9,8,86,9,84,8,26,66,10,82,10,82,25,66,8,94,54,38,32,59,32,59,30,64,26,60,26,59,12,78,66,26,64,36,54,26,84,10,83,9,83,12,81,10,85,9,84,8,84,9,26,28,12,60,56,11,82,10,81,11,82,12,83,9,81,11,65,26,82,12,82,10,83,10,82,11,0,0,94,0,94,34,40,83,11,83,10,68,12,84,10,0,94,0,82,54,37,55,27,85,10,24,60,34,55,26,13,84,9,56,10,35,12,83,10,85,9,26,28,82,11,0,94,12,28,10,68,81,12,83,11,26,40,35,27,54,36,52,39,56,12,26,64,26,12,56,10,56,11,84,10,83,11,35,11,0,68,12,13,35,11,30,60,35,10,35,13,64,26,35,13,68,10,67,24,83,10,12,68,0,94,68,10,35,12,68,12,84,10,55,13,68,11,83,11,12,40,83,11,8,82,54,25,53,26,26,40,68,12,68,12,12,40,26,12,22,68,68,11,68,10,26,11,26,13,34,26,32,38,12,28,26,11,26,13,32,40,35,11,0,60,0,82,83,8,54,27,84,9,85,8,82,11,66,12,81,9,66,10,55,12,26,38,54,11,82,12,12,60,84,10,81,10,55,26,55,26,0,82,26,38,12,59,0,40,83,10,56,12,0,94,34,26,84,9,66,10,54,11,35,13,2.0
24,75,14,65,15,77,13,77,39,40,50,51,39,53,26,66,26,64,37,53,68,23,67,24,65,25,66,25,52,40,38,27,53,23,52,38,71,16,72,17,8,82,9,82,10,28,64,13,79,12,79,27,63,11,87,53,37,37,55,36,54,35,62,27,54,28,55,14,75,64,26,63,36,54,27,75,16,77,16,69,20,70,22,80,10,80,12,78,15,28,27,14,55,54,17,72,21,69,23,68,22,76,17,70,23,65,27,68,22,71,22,70,11,70,22,3,4,89,4,89,38,39,69,20,75,20,66,21,75,16,5,88,5,79,54,38,53,26,76,11,26,54,38,51,28,24,72,10,54,12,39,21,70,11,77,10,28,27,69,22,5,88,15,27,13,66,68,23,69,16,28,39,38,27,54,36,50,39,54,21,28,62,28,22,54,12,54,17,72,11,69,16,39,17,5,66,15,24,39,17,35,55,39,12,38,24,63,27,38,24,66,12,66,23,72,20,15,66,5,87,67,12,39,22,65,23,71,16,53,23,66,17,71,20,15,40,71,20,11,79,54,25,52,27,28,39,66,21,65,23,14,40,28,22,24,65,66,17,67,11,28,17,28,24,39,27,37,40,14,27,28,17,28,24,37,39,39,17,5,55,4,79,77,12,52,26,78,11,82,8,70,21,64,23,70,17,67,22,54,21,28,40,54,24,69,20,14,55,72,11,70,21,54,26,53,25,5,79,28,40,15,55,5,40,75,17,54,21,3,89,39,27,76,15,67,22,54,24,38,23,6.0
13,80,12,78,12,81,11,81,40,40,51,50,40,52,14,78,14,77,38,52,67,31,60,25,60,31,60,32,52,40,39,33,53,24,51,39,71,17,72,19,11,81,12,81,12,16,76,11,82,11,81,15,76,10,84,52,39,38,54,37,53,36,74,15,54,16,54,12,80,60,32,58,39,53,33,74,17,75,18,67,21,69,22,80,12,80,13,79,17,16,33,12,54,54,18,72,21,68,25,67,24,74,19,69,24,59,33,67,24,71,22,69,13,70,23,6,7,86,7,86,38,40,67,21,73,20,60,21,74,17,8,85,8,82,53,39,53,32,75,12,14,54,39,50,16,25,72,12,54,13,39,22,68,13,75,12,16,34,68,23,7,85,12,34,11,78,67,25,68,18,15,41,39,33,52,39,52,40,53,21,16,75,16,22,54,13,54,18,72,12,68,18,40,19,8,78,12,25,40,18,36,54,40,13,39,25,58,32,39,25,61,13,61,31,71,20,12,78,8,84,61,13,39,22,60,24,71,17,53,24,61,18,70,20,12,41,70,20,10,82,53,32,52,33,15,40,60,21,60,24,12,41,16,22,13,78,61,18,61,13,16,19,16,25,40,33,38,40,12,34,16,19,16,25,37,40,39,19,8,54,7,82,75,13,52,32,79,13,81,11,70,21,60,24,69,19,60,22,53,21,16,40,53,25,67,21,12,54,71,12,69,21,53,32,53,31,8,82,16,40,12,54,8,41,73,18,53,21,6,86,40,33,75,17,60,22,53,25,39,25,4.0
29,84,8,61,8,85,7,85,50,42,50,42,50,43,31,61,31,60,48,43,67,27,63,23,63,29,63,28,51,42,49,31,51,24,51,40,76,12,75,13,10,82,10,82,11,33,59,7,86,7,86,32,59,6,91,51,40,49,44,48,43,48,57,32,44,33,44,8,84,62,30,61,40,52,29,79,12,80,12,70,17,69,17,81,10,81,11,80,11,33,31,8,44,52,13,74,16,68,23,68,23,80,12,69,22,62,29,69,22,74,17,71,11,73,21,0,0,93,0,93,49,41,70,16,79,15,64,18,79,12,1,92,1,86,52,41,51,30,80,11,31,44,49,42,33,25,77,11,52,12,50,18,71,11,81,11,33,31,69,21,1,92,8,31,7,61,67,23,70,12,33,42,49,31,52,40,50,41,52,18,33,57,33,19,52,12,52,13,77,11,70,12,50,13,1,61,8,25,50,13,48,44,50,12,49,25,61,30,49,25,64,12,63,27,76,15,8,61,1,92,65,12,50,19,63,24,76,12,51,24,64,13,75,17,8,42,76,16,6,86,52,28,51,29,33,41,64,18,63,23,8,42,33,19,29,61,64,13,65,11,33,13,33,25,50,29,49,42,8,31,33,13,33,25,49,41,50,13,1,44,0,86,81,12,51,30,80,11,82,10,73,17,62,24,69,13,63,17,52,18,33,42,52,23,69,17,8,44,77,11,69,16,52,30,51,29,1,86,33,42,8,44,1,42,79,13,52,18,0,93,50,29,80,11,63,17,52,23,49,24,4.0
24,77,15,66,15,78,14,78,36,53,37,54,35,56,26,66,26,65,34,56,60,35,55,30,53,37,54,37,39,52,35,39,41,29,39,51,69,23,69,23,9,83,10,83,10,28,64,14,79,14,78,26,64,13,81,40,50,34,58,33,56,32,62,27,58,28,58,15,77,52,38,51,49,41,39,70,22,71,22,64,24,64,25,82,10,82,11,81,21,28,39,15,58,41,23,68,24,62,29,62,28,70,22,63,28,53,38,63,27,68,24,64,11,67,26,9,10,83,10,83,35,52,64,24,69,23,54,25,70,22,11,82,11,79,40,51,40,38,71,11,26,58,35,54,28,30,69,10,41,11,36,25,64,11,71,10,28,39,64,26,10,82,15,39,14,66,60,29,64,23,28,53,35,39,41,49,37,52,41,25,28,62,28,25,41,11,41,23,69,11,64,23,36,23,11,66,15,30,36,23,32,58,36,11,35,30,51,39,36,30,55,11,54,35,69,23,15,66,11,81,55,11,36,25,54,29,69,22,41,29,55,23,68,24,15,53,68,24,13,79,41,37,39,39,28,52,55,25,54,28,15,53,28,25,24,66,55,23,55,11,28,23,28,30,36,39,34,53,15,39,28,23,28,30,34,52,36,23,11,58,10,79,71,11,39,38,81,11,83,9,67,25,53,29,64,23,55,25,41,25,28,53,41,30,62,24,15,58,69,11,64,24,41,38,40,37,11,79,28,53,15,58,11,53,69,23,41,25,9,83,36,39,71,21,55,25,41,30,36,29,2.0
18,80,11,72,12,81,11,81,36,46,43,52,35,54,20,71,19,71,36,54,67,31,59,25,57,33,58,33,45,45,37,34,47,24,46,45,69,21,70,22,13,79,13,79,14,22,69,11,82,11,81,21,70,10,83,47,43,34,56,34,56,32,67,21,57,22,56,12,80,56,34,55,42,47,35,70,21,72,21,68,22,69,24,78,13,78,15,77,20,22,35,11,58,48,22,69,23,68,24,67,23,71,21,68,24,57,34,67,23,69,23,69,14,68,23,7,8,85,8,85,37,45,68,22,70,22,58,23,70,21,9,84,9,82,46,44,47,34,71,14,19,57,36,52,22,25,70,14,48,15,38,23,69,14,72,14,22,35,68,23,8,84,12,35,11,72,67,24,68,21,22,46,37,34,48,42,43,45,48,23,21,67,22,24,48,15,48,22,70,14,68,21,38,22,9,72,12,25,38,22,32,56,38,15,37,24,55,35,37,24,58,15,58,31,70,22,12,71,9,83,59,15,38,23,57,24,69,21,47,24,58,22,69,22,12,46,69,22,10,82,47,33,45,35,22,46,58,23,57,24,12,47,23,24,18,72,58,22,59,14,23,22,22,25,36,35,34,46,12,35,23,22,22,25,35,45,38,22,9,58,8,82,72,15,46,34,77,14,79,13,68,23,56,24,69,22,59,24,48,23,22,46,47,25,68,22,11,57,70,14,69,23,48,34,47,33,9,82,22,46,12,56,9,47,70,22,48,23,7,85,36,35,71,20,59,24,47,25,37,24,7.0
24,77,13,66,13,79,12,79,47,43,47,45,47,46,26,66,26,65,45,46,65,31,59,25,59,33,59,32,48,43,46,35,50,25,49,43,76,13,77,14,10,82,10,82,11,28,64,11,81,11,81,27,64,9,94,50,42,46,47,45,46,45,62,27,47,28,47,13,77,58,34,57,41,49,33,78,13,80,13,68,15,68,17,81,10,81,12,80,12,28,35,13,47,51,14,77,16,66,25,66,24,79,14,68,23,58,33,67,22,76,17,69,11,75,21,0,0,94,0,94,46,44,68,15,78,15,60,16,78,13,0,94,0,81,49,42,50,34,79,11,26,47,46,45,28,26,77,11,51,12,47,16,69,11,80,11,28,35,68,22,0,94,13,35,11,66,65,24,68,13,28,45,46,35,50,41,47,43,51,16,28,62,28,17,51,12,51,14,77,11,68,13,47,14,0,66,13,26,47,14,45,47,47,12,46,26,57,34,46,26,60,12,59,31,77,15,13,66,0,94,61,12,47,17,59,25,76,13,50,25,60,14,76,15,13,45,76,15,9,81,49,32,48,33,28,44,60,16,59,23,13,45,28,17,24,66,60,14,61,11,28,14,28,26,47,33,46,43,13,35,28,14,28,26,46,44,47,14,0,47,0,81,80,12,49,34,80,11,82,10,75,16,58,25,68,14,59,17,51,16,28,43,49,25,67,15,13,47,77,11,68,16,50,34,50,33,0,81,28,43,13,47,0,45,78,14,51,16,0,94,47,33,79,12,59,17,49,25,46,25,4.0
14,79,12,78,13,80,12,80,31,52,38,59,30,61,15,78,14,77,30,60,61,33,57,29,58,34,57,34,40,51,31,36,41,30,39,51,68,21,69,23,9,81,11,81,11,15,77,12,80,12,80,14,77,11,81,40,50,29,62,29,61,27,76,15,62,16,63,13,79,57,35,55,48,42,35,70,21,71,22,63,24,64,25,79,12,79,13,77,21,16,37,13,63,42,23,69,24,62,29,62,29,70,23,64,27,56,35,63,27,68,25,65,13,67,25,9,10,83,10,83,30,51,63,24,69,23,58,24,70,21,10,82,11,81,42,50,41,36,71,12,15,62,31,59,16,30,69,11,42,13,31,25,64,13,71,11,15,37,64,26,10,82,13,37,12,78,61,29,64,22,15,52,31,36,41,48,38,52,41,25,15,76,16,25,42,13,42,22,69,12,64,22,31,23,11,78,13,30,31,22,27,62,31,13,31,30,55,35,31,30,59,13,58,33,68,23,13,78,11,81,59,13,31,25,58,29,68,21,41,30,59,22,67,23,13,52,67,23,11,81,42,34,40,35,15,52,58,24,58,27,13,52,16,25,14,78,59,22,59,13,16,23,16,30,31,35,29,52,13,37,16,23,15,30,29,51,31,23,11,63,10,81,71,13,40,36,77,13,81,9,67,24,57,29,64,23,57,25,41,25,16,52,42,29,62,24,13,62,68,12,64,24,42,35,41,35,11,81,16,52,13,63,11,52,69,22,41,24,9,83,31,35,71,21,57,25,42,29,31,30,2.0
23,79,12,67,13,80,12,80,48,41,51,44,48,45,25,67,24,66,47,44,58,37,55,33,54,37,54,38,52,41,48,38,52,32,51,40,68,16,69,18,11,81,12,81,12,27,65,12,81,12,80,25,65,11,83,51,40,47,46,47,44,46,63,26,45,27,46,13,79,54,37,53,39,53,39,75,16,76,17,59,24,62,25,80,12,80,13,79,16,27,39,13,46,53,18,69,24,60,32,58,31,75,18,62,31,54,39,59,31,68,25,61,13,67,29,7,8,85,8,85,47,40,59,24,74,23,54,24,75,16,9,84,9,81,53,40,52,38,76,12,25,45,48,44,27,32,69,12,53,13,48,25,60,13,76,12,26,39,60,29,8,84,13,39,12,67,58,33,60,17,26,41,48,38,52,39,51,41,52,25,26,63,27,25,53,13,53,17,69,12,60,17,48,18,9,67,13,32,48,17,46,45,48,13,48,32,53,38,48,32,55,13,55,37,68,23,13,67,9,83,55,13,48,25,54,31,68,16,52,32,55,17,67,23,13,41,67,23,11,81,53,38,52,39,26,41,54,24,54,31,13,41,27,25,23,67,55,17,55,13,27,18,27,32,48,39,47,41,13,39,27,18,26,32,47,40,48,18,9,46,8,81,76,13,52,38,79,13,81,11,67,24,54,31,62,18,55,25,52,25,27,41,53,33,58,24,13,45,68,12,62,24,53,37,52,38,9,81,27,41,13,46,9,41,74,17,52,24,7,85,48,39,76,16,55,25,53,33,48,32,5.0
15,87,5,75,5,88,4,88,51,28,62,37,51,40,17,75,17,74,49,40,72,21,71,20,70,21,71,22,64,28,50,22,65,19,63,26,75,14,76,16,10,82,11,82,11,18,73,4,89,4,89,18,73,3,94,64,25,48,42,47,42,45,71,18,43,19,43,5,87,70,21,69,24,66,23,77,14,78,15,72,17,74,18,81,11,81,12,80,14,19,22,5,43,66,15,76,17,73,20,72,19,77,16,74,19,70,23,72,19,75,18,74,12,74,18,0,0,94,0,94,49,27,72,17,76,16,70,17,77,14,0,94,0,89,66,26,65,21,78,11,17,43,50,37,19,20,76,11,66,12,50,18,73,12,78,11,19,23,73,18,0,94,5,23,4,75,72,20,73,15,18,28,50,22,65,24,62,27,65,17,19,71,19,18,66,12,66,15,76,11,73,15,51,16,0,75,5,20,51,15,45,43,51,12,50,20,69,22,50,20,71,12,71,21,75,16,5,75,0,94,71,12,50,18,70,19,75,14,65,19,71,15,74,16,5,28,74,16,3,89,66,22,64,23,18,27,70,17,70,19,5,28,19,18,15,75,71,15,71,12,19,16,19,20,51,23,48,28,5,23,19,16,19,20,47,27,50,16,0,43,0,89,78,12,64,21,80,12,82,10,74,17,70,19,74,16,71,18,65,17,19,28,66,20,72,17,5,43,75,11,74,17,66,21,65,21,0,89,19,28,5,43,0,28,76,15,65,17,0,94,51,23,78,14,71,18,66,20,50,20,5.0
17,78,13,73,14,79,13,79,33,42,48,57,33,59,19,73,18,72,32,58,64,29,61,28,61,30,61,30,50,42,33,32,51,29,49,41,70,16,71,18,10,82,11,82,11,21,71,13,80,13,79,19,71,12,82,50,40,31,61,31,59,29,69,20,60,21,61,14,78,59,31,57,38,52,32,75,16,76,17,64,22,65,23,81,11,81,12,80,16,21,33,14,61,52,18,71,22,64,28,64,28,75,18,65,27,59,31,64,27,70,23,66,12,69,26,8,9,84,9,84,32,41,64,22,74,21,61,22,75,16,10,83,10,80,51,40,51,32,76,11,19,60,33,57,21,29,71,11,52,12,33,23,65,12,76,11,20,33,65,27,9,83,14,33,13,73,64,28,65,17,20,42,33,32,51,38,48,42,51,23,20,69,21,23,52,12,52,17,71,11,65,17,33,18,10,73,14,29,33,17,29,60,33,12,33,29,58,32,33,29,62,12,61,29,70,21,14,73,10,82,62,12,33,23,61,28,70,16,51,29,62,17,69,21,14,42,69,21,12,80,52,30,50,32,20,42,61,22,61,27,14,42,21,23,17,73,62,17,62,12,21,18,21,29,33,32,31,42,14,33,21,18,20,29,31,41,33,18,10,61,9,80,76,12,50,32,80,12,82,10,69,22,59,28,65,18,61,23,51,23,21,42,52,28,64,22,14,60,70,11,65,22,52,31,51,31,10,80,21,42,14,61,10,42,74,17,51,22,8,84,33,32,76,16,61,23,52,28,33,29,5.0
