@relation 'Sax dominant'

@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMbee numeric
@attribute o1atLbee numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute destClass {1.0,2.0}

@data
22,26,68,24,67,51,61,51,39,53,38,31,61,32,63,55,18,24,70,31,66,23,68,26,63,33,62,31,61,72,17,15,71,19,53,21,51,41,69,37,75,16,73,17,52,39,33,39,33,18,32,21,32,41,53,19,26,18,33,41,24,61,24,21,26,39,26,62,24,63,24,41,31,39,53,19,33,19,26,41,33,21,24,39,31,38,23,61,24,39,24,61,31,39,26,41,53,17,52,19,2.0
22,25,68,24,67,36,59,38,53,38,53,30,61,30,62,40,9,24,70,29,66,23,68,26,63,31,61,31,60,80,11,7,79,11,38,11,37,54,77,52,83,9,81,9,37,54,31,54,33,10,31,13,30,56,39,11,26,10,31,55,24,61,24,13,26,54,26,61,24,63,24,56,31,54,38,11,32,12,26,55,32,12,24,54,31,53,23,61,24,54,24,60,30,54,26,56,38,9,37,11,1.0
22,25,68,24,67,42,59,46,44,46,44,30,61,30,62,48,12,24,70,29,66,23,68,26,63,31,61,31,60,79,13,11,78,13,45,13,44,46,77,42,81,12,79,12,44,46,31,45,33,13,31,15,30,48,47,13,26,13,31,47,24,61,24,15,26,45,26,61,24,63,24,48,31,46,46,13,32,14,26,47,32,14,24,46,31,44,23,61,24,46,24,60,30,46,26,48,46,12,44,13,1.0
22,26,68,24,67,46,61,50,40,50,40,31,61,31,63,52,13,24,70,31,66,23,68,26,63,31,62,31,61,79,13,11,78,13,49,15,48,42,77,38,81,12,79,12,48,42,33,41,33,13,32,15,32,44,51,14,26,13,32,43,24,61,24,15,26,41,26,62,24,63,24,44,31,42,50,13,33,14,26,43,32,15,24,42,31,40,23,61,24,42,24,61,31,42,26,44,50,12,48,13,2.0
18,20,72,20,71,55,46,57,32,59,31,40,50,41,50,61,17,19,74,38,70,19,72,21,51,44,48,42,48,75,15,15,74,17,58,19,56,35,73,29,77,15,75,16,57,33,44,32,44,17,41,19,41,35,59,17,22,17,44,35,20,50,20,19,22,32,22,49,20,52,20,35,42,33,59,17,44,17,22,35,44,19,20,33,42,31,19,50,20,33,20,48,40,33,21,35,59,16,57,17,1.0
18,20,72,20,71,58,50,60,32,60,31,36,54,37,54,62,17,19,74,34,70,19,72,21,55,40,52,38,52,75,17,15,74,17,60,19,59,34,73,30,77,16,75,16,59,32,40,32,40,17,37,19,37,34,61,18,22,17,40,34,20,54,20,19,22,32,22,53,20,56,20,34,38,32,60,17,40,18,22,34,40,19,20,32,38,31,19,54,20,32,20,52,36,32,21,34,60,16,59,17,1.0
6,10,81,8,80,65,36,67,20,69,21,44,42,43,44,71,14,8,84,40,78,7,82,10,45,46,40,47,39,76,14,14,75,16,68,14,66,21,74,19,78,14,76,15,67,22,46,21,50,15,45,16,43,23,69,14,12,16,46,22,9,43,9,18,10,22,10,41,8,46,8,25,48,22,69,16,48,15,10,23,48,15,9,23,48,21,8,44,10,23,9,40,44,22,10,24,69,15,67,16,2.0
21,24,69,23,68,49,59,53,37,53,37,30,61,30,62,55,15,23,71,29,67,22,69,25,63,31,61,31,60,74,17,13,73,17,52,17,51,39,71,35,77,15,75,15,51,39,31,38,33,16,31,19,30,41,54,17,25,16,31,40,23,61,23,19,25,38,25,61,23,63,23,41,31,39,53,17,32,18,25,40,32,18,23,39,31,37,22,61,23,39,23,60,30,39,25,41,53,15,51,17,1.0
22,26,68,24,67,39,61,43,48,43,47,31,61,32,63,45,13,24,70,31,66,23,68,26,63,32,62,31,61,79,13,11,78,13,42,15,41,50,77,45,81,12,79,12,41,49,33,48,33,13,32,15,32,51,44,14,26,13,33,51,24,61,24,15,26,48,26,62,24,63,24,51,31,49,43,13,33,14,26,51,33,15,24,49,31,47,23,61,24,49,24,61,31,49,26,51,43,12,41,13,2.0
19,23,71,21,70,45,58,49,41,49,41,31,60,31,62,51,11,21,73,30,69,20,71,23,62,32,60,32,59,80,12,10,79,12,48,12,47,43,78,39,82,11,80,11,47,43,32,42,34,12,32,14,31,45,50,12,23,12,32,44,21,60,21,14,23,42,23,60,21,62,21,45,32,43,49,12,33,13,23,44,33,13,21,43,32,41,20,60,21,43,21,59,31,43,23,45,49,11,47,12,1.0
18,20,72,20,71,52,58,54,38,54,37,31,60,32,60,56,17,19,74,30,70,19,72,21,61,34,59,32,59,75,17,15,74,17,54,19,53,40,73,36,77,16,75,16,53,38,34,38,34,17,32,19,32,40,55,18,22,17,34,40,20,60,20,19,22,38,22,60,20,62,20,40,32,38,54,17,34,18,22,40,34,19,20,38,32,37,19,60,20,38,20,59,31,38,21,40,54,16,53,17,1.0
27,29,66,27,65,40,56,42,48,42,49,33,58,32,60,44,2,28,67,32,65,27,65,29,60,32,58,34,57,91,2,2,90,2,42,2,41,48,90,48,92,2,90,2,41,50,34,50,36,3,34,4,33,52,43,2,29,3,33,50,27,58,28,4,29,50,29,58,28,60,28,52,34,50,42,2,35,3,29,50,34,3,27,50,34,49,27,58,27,50,27,57,33,50,29,52,42,2,41,2,1.0
18,20,72,19,71,57,57,59,30,61,29,29,60,30,61,63,19,19,74,27,70,19,72,21,62,32,59,31,59,71,18,16,70,20,60,22,58,32,68,27,74,17,72,18,59,31,33,30,33,19,30,22,30,33,61,20,22,19,33,33,20,61,20,22,22,30,22,60,20,63,20,33,31,31,61,20,33,20,22,33,33,22,20,31,31,29,19,61,20,31,20,59,29,31,21,33,61,18,59,20,1.0
27,28,66,27,65,40,59,42,49,42,49,30,61,30,62,44,8,28,67,29,65,27,65,29,63,31,61,31,60,83,9,7,82,9,42,9,41,50,81,48,85,8,83,8,41,50,31,50,33,9,31,11,30,52,43,9,29,9,31,51,27,61,28,11,29,50,29,61,28,63,28,52,31,50,42,9,32,10,29,51,32,10,27,50,31,49,27,61,27,50,27,60,30,50,29,52,42,8,41,9,1.0
18,22,72,20,71,55,52,57,32,59,31,37,54,38,56,61,17,20,74,36,70,19,72,22,56,40,54,38,53,75,15,15,74,17,58,19,56,35,73,29,77,15,75,16,57,33,40,32,40,17,38,19,38,35,59,17,22,17,40,35,20,54,20,19,22,32,22,54,20,56,20,35,38,33,59,17,40,17,22,35,40,19,20,33,38,31,19,54,20,33,20,53,37,33,22,35,59,16,57,17,1.0
19,23,71,21,70,42,59,46,44,46,44,30,61,30,63,48,12,21,73,29,69,20,71,23,63,31,61,31,60,79,13,11,78,13,45,13,44,46,77,42,81,12,79,12,44,46,31,45,33,13,31,15,30,48,47,13,23,13,31,47,21,61,21,15,23,45,23,61,21,63,21,48,31,46,46,13,32,14,23,47,32,14,21,46,31,44,20,61,21,46,21,60,30,46,23,48,46,12,44,13,2.0
19,23,71,21,70,51,55,55,34,55,35,34,57,33,59,57,14,21,73,33,69,20,71,23,59,33,57,35,56,75,16,12,74,16,54,16,53,35,72,33,78,14,76,14,53,37,35,36,37,15,35,18,34,39,56,16,23,15,34,37,21,57,21,18,23,36,23,57,21,59,21,39,35,37,55,16,36,17,23,37,35,17,21,37,35,35,20,57,21,37,21,56,34,37,23,39,55,14,53,16,1.0
18,22,72,20,71,53,56,56,33,57,33,33,58,33,60,59,18,20,74,32,70,19,72,22,60,33,58,34,57,71,19,16,70,20,56,20,55,34,68,31,74,18,72,18,55,35,34,34,36,19,34,22,33,37,58,20,22,19,34,36,20,58,20,22,22,34,22,58,20,60,20,37,34,35,57,20,35,21,22,36,35,21,20,35,34,33,19,58,20,35,20,57,33,35,22,37,57,18,55,20,1.0
22,26,68,24,67,48,61,50,42,50,41,31,61,32,63,52,16,24,70,31,66,23,68,26,63,32,62,31,61,76,16,14,75,16,50,18,49,43,74,40,78,15,76,15,49,42,33,42,33,16,32,18,32,44,51,17,26,16,33,44,24,61,24,18,26,42,26,62,24,63,24,44,31,42,50,16,33,17,26,44,33,18,24,42,31,41,23,61,24,42,24,61,31,42,26,44,50,15,49,16,2.0
21,25,69,23,68,49,56,53,37,53,37,33,58,33,60,55,15,23,71,32,67,22,69,25,60,33,58,34,57,76,16,14,75,16,52,16,51,38,74,35,78,15,76,15,51,39,34,38,36,16,34,18,33,41,54,16,25,16,34,40,23,58,23,18,25,38,25,58,23,60,23,41,34,39,53,16,35,17,25,40,35,17,23,39,34,37,22,58,23,39,23,57,33,39,25,41,53,15,51,16,2.0
23,27,67,25,66,46,61,50,41,50,40,31,61,32,63,52,16,25,69,31,65,24,67,27,63,32,62,31,61,76,16,14,75,16,49,18,48,43,74,38,78,15,76,15,48,42,33,41,33,16,32,18,32,44,51,17,27,16,33,44,25,61,25,18,27,41,27,62,25,63,25,44,31,42,50,16,33,17,27,44,33,18,25,42,31,40,24,61,25,42,25,61,31,42,27,44,50,15,48,16,2.0
27,28,66,27,65,40,58,42,49,42,49,31,60,31,61,44,8,28,67,30,65,27,65,29,62,32,60,32,59,83,9,7,82,9,42,9,41,50,81,48,85,8,83,8,41,50,32,50,34,9,32,11,31,52,43,9,29,9,32,51,27,60,28,11,29,50,29,60,28,62,28,52,32,50,42,9,33,10,29,51,33,10,27,50,32,49,27,60,27,50,27,59,31,50,29,52,42,8,41,9,1.0
27,28,66,27,65,39,59,41,50,41,50,30,61,30,62,43,4,28,67,29,65,27,65,29,63,31,61,31,60,87,5,3,86,5,41,5,40,51,85,49,89,4,87,4,40,51,31,51,33,5,31,7,30,53,42,5,29,5,31,52,27,61,28,7,29,51,29,61,28,63,28,53,31,51,41,5,32,6,29,52,32,6,27,51,31,50,27,61,27,51,27,60,30,51,29,53,41,4,40,5,1.0
6,12,78,12,77,56,46,62,30,60,30,40,50,40,50,62,14,9,82,38,74,9,80,12,51,41,48,42,48,80,15,13,79,13,59,15,59,31,79,28,81,14,79,13,58,32,44,30,44,14,41,15,41,32,62,15,14,14,43,32,12,50,10,15,14,31,12,49,9,52,10,34,42,32,60,13,44,15,13,33,43,15,12,32,42,30,9,50,12,32,12,48,40,32,13,33,60,13,58,13,2.0
22,25,68,24,67,37,59,39,52,39,52,30,61,30,62,41,14,24,70,29,66,23,68,26,63,31,61,31,60,75,16,12,74,16,39,16,38,53,72,51,78,14,76,14,38,53,31,53,33,15,31,18,30,55,40,16,26,15,31,54,24,61,24,18,26,53,26,61,24,63,24,55,31,53,39,16,32,17,26,54,32,17,24,53,31,52,23,61,24,53,24,60,30,53,26,55,39,14,38,16,1.0
18,19,72,20,71,53,55,56,33,57,33,28,61,28,60,59,18,19,74,25,70,19,72,21,62,31,58,31,58,71,19,16,70,20,56,20,55,35,68,31,74,18,72,18,55,35,31,34,33,19,29,22,28,37,58,20,22,19,31,36,20,61,20,22,22,34,22,59,20,63,20,37,31,35,57,20,32,21,22,36,32,21,20,35,31,33,19,61,20,35,20,58,28,35,21,37,57,18,55,20,1.0
22,26,68,24,67,42,56,46,44,46,44,33,58,33,60,48,8,24,70,32,66,23,68,26,60,33,58,34,57,83,9,7,82,9,45,9,44,45,81,42,85,8,83,8,44,46,34,45,36,9,34,11,33,48,47,9,26,9,34,47,24,58,24,11,26,45,26,58,24,60,24,48,34,46,46,9,35,10,26,47,35,10,24,46,34,44,23,58,24,46,24,57,33,46,26,48,46,8,44,9,1.0
19,23,71,21,70,59,61,62,28,63,27,31,61,32,63,65,16,21,73,31,69,20,71,23,63,33,62,31,61,74,16,13,73,17,62,19,61,31,71,25,77,15,75,15,61,29,33,28,33,16,32,19,32,31,64,18,23,16,33,31,21,61,21,19,23,28,23,62,21,63,21,31,31,29,63,17,33,18,23,31,33,19,21,29,31,27,20,61,21,29,21,61,31,29,23,31,63,15,61,17,2.0
22,25,68,24,67,38,59,41,48,42,48,30,61,30,62,44,7,24,70,29,66,23,68,26,63,31,61,31,60,82,8,5,81,9,41,9,40,50,79,46,85,7,83,7,40,50,31,49,33,8,31,11,30,52,43,9,26,8,31,51,24,61,24,11,26,49,26,61,24,63,24,52,31,50,42,9,32,10,26,51,32,10,24,50,31,48,23,61,24,50,24,60,30,50,26,52,42,7,40,9,1.0
15,19,75,17,74,50,42,54,37,54,36,47,44,48,46,56,17,17,77,46,73,16,75,19,46,48,44,47,43,75,17,15,74,17,53,19,52,38,73,34,77,16,75,16,52,37,50,37,50,17,48,19,48,40,55,18,19,17,50,40,17,44,17,19,19,37,19,44,17,46,17,40,48,38,54,17,50,18,19,40,50,19,17,38,48,36,16,44,17,38,17,43,47,38,19,40,54,16,52,17,1.0
18,22,72,20,71,56,54,59,31,60,30,38,54,39,56,62,20,20,74,38,70,19,72,22,56,40,55,38,54,72,19,18,71,20,59,22,58,34,70,28,74,19,72,19,58,32,40,31,40,20,39,22,39,34,61,21,22,20,40,34,20,54,20,22,22,31,22,55,20,56,20,34,38,32,60,20,40,21,22,34,40,22,20,32,38,30,19,54,20,32,20,54,38,32,22,34,60,19,58,20,1.0
22,25,68,24,67,43,59,48,40,49,40,30,61,30,62,51,15,24,70,29,66,23,68,26,63,31,61,31,60,74,16,13,73,17,47,17,46,43,71,37,77,15,75,15,46,43,31,41,33,16,31,19,30,45,50,17,26,16,31,44,24,61,24,19,26,41,26,61,24,63,24,45,31,43,49,17,32,18,26,44,32,18,24,43,31,40,23,61,24,43,24,60,30,43,26,45,49,15,46,17,1.0
22,24,68,22,67,44,62,50,40,50,39,27,62,28,64,52,14,23,70,26,66,22,68,25,65,30,63,28,62,78,14,12,77,14,48,16,47,44,76,36,80,13,78,13,47,42,30,40,30,14,28,16,28,44,51,15,26,14,30,44,23,63,24,16,26,40,26,64,24,66,24,44,28,42,50,14,30,15,26,44,30,16,23,42,28,39,23,64,24,42,24,63,27,42,25,44,50,13,47,14,2.0
8,8,82,10,81,61,49,67,25,65,25,34,55,34,53,67,14,8,84,31,80,9,82,9,55,37,51,37,52,80,15,13,79,13,64,15,64,27,79,23,81,14,79,13,63,27,39,25,39,14,35,15,35,27,67,15,12,14,38,27,10,55,10,15,12,26,10,53,9,57,10,29,37,27,65,13,39,15,11,28,38,15,10,27,37,25,9,55,10,27,10,52,34,27,10,28,65,13,63,13,2.0
22,26,68,24,67,38,56,42,48,42,48,33,58,33,60,44,9,24,70,32,66,23,68,26,60,33,58,34,57,82,10,8,81,10,41,10,40,49,80,46,84,9,82,9,40,50,34,49,36,10,34,12,33,52,43,10,26,10,34,51,24,58,24,12,26,49,26,58,24,60,24,52,34,50,42,10,35,11,26,51,35,11,24,50,34,48,23,58,24,50,24,57,33,50,26,52,42,9,40,10,1.0
19,23,71,21,70,38,58,41,48,42,48,31,60,31,62,44,17,21,73,30,69,20,71,23,62,32,60,32,59,72,18,15,71,19,41,19,40,50,69,46,75,17,73,17,40,50,32,49,34,18,32,21,31,52,43,19,23,18,32,51,21,60,21,21,23,49,23,60,21,62,21,52,32,50,42,19,33,20,23,51,33,20,21,50,32,48,20,60,21,50,21,59,31,50,23,52,42,17,40,19,1.0
7,9,83,9,82,54,44,60,32,58,32,42,48,42,48,60,17,8,85,40,81,8,83,9,49,44,46,44,46,75,19,15,74,17,57,19,57,34,73,30,77,17,75,16,56,34,46,32,46,17,43,19,43,34,60,19,11,17,45,34,9,48,9,19,11,33,9,47,8,50,9,36,44,34,58,17,46,19,10,35,45,19,9,34,44,32,8,48,9,34,9,46,42,34,10,35,58,16,56,17,2.0
27,28,66,27,65,36,59,38,53,38,53,30,61,30,62,40,2,28,67,29,65,27,65,29,63,31,61,31,60,91,2,2,90,2,38,2,37,54,90,52,92,2,90,2,37,54,31,54,33,3,31,4,30,56,39,2,29,3,31,55,27,61,28,4,29,54,29,61,28,63,28,56,31,54,38,2,32,3,29,55,32,3,27,54,31,53,27,61,27,54,27,60,30,54,29,56,38,2,37,2,2.0
24,26,69,24,68,36,61,40,51,40,50,31,61,32,63,42,13,25,70,31,68,24,68,26,63,32,62,31,61,79,13,11,78,13,39,15,38,53,77,48,81,12,79,12,38,52,33,51,33,13,32,15,32,54,41,14,26,13,33,54,24,61,25,15,26,51,26,62,25,63,25,54,31,52,40,13,33,14,26,54,33,15,24,52,31,50,24,61,24,52,24,61,31,52,26,54,40,12,38,13,2.0
24,26,69,24,68,37,56,39,52,39,52,33,58,33,60,41,4,25,70,32,68,24,68,26,60,33,58,34,57,87,5,3,86,5,39,5,38,52,85,51,89,4,87,4,38,53,34,53,36,5,34,7,33,55,40,5,26,5,34,54,24,58,25,7,26,53,26,58,25,60,25,55,34,53,39,5,35,6,26,54,35,6,24,53,34,52,24,58,24,53,24,57,33,53,26,55,39,4,38,5,1.0
18,22,72,20,71,43,55,47,43,47,43,34,57,34,59,49,16,20,74,33,70,19,72,22,59,34,57,35,56,76,16,14,75,16,46,18,45,44,74,41,78,15,76,15,45,45,37,44,37,16,35,18,35,47,48,17,22,16,36,46,20,57,20,18,22,44,22,57,20,59,20,47,35,45,47,16,37,17,22,46,36,18,20,45,35,43,19,57,20,45,20,56,34,45,22,47,47,15,45,16,2.0
16,19,71,20,70,55,47,59,31,58,31,36,53,36,52,61,17,18,74,33,68,18,72,21,54,39,50,39,50,72,19,15,71,18,58,19,57,33,69,29,75,17,73,17,57,33,39,32,41,18,37,21,36,35,60,19,22,18,39,34,20,53,19,21,22,32,22,51,19,55,19,35,39,33,59,19,40,20,22,34,40,20,20,33,39,31,18,53,20,33,20,50,36,33,21,35,59,17,57,19,2.0
13,17,74,17,73,58,49,62,31,60,31,37,53,37,53,62,10,15,77,35,71,15,75,18,54,39,51,39,51,82,12,8,81,10,60,12,60,32,80,30,84,10,82,9,59,32,41,32,41,10,38,12,38,34,62,12,19,10,40,33,17,53,16,12,19,32,19,52,16,55,16,34,39,32,60,10,41,12,19,33,40,12,17,32,39,31,15,53,17,32,17,51,37,32,18,34,60,9,59,10,2.0
22,26,68,24,67,36,61,38,53,38,53,31,61,31,63,40,11,24,70,31,66,23,68,26,63,31,62,31,61,79,12,8,78,12,38,14,37,54,76,52,82,10,80,10,37,54,33,54,33,11,32,14,32,56,39,13,26,11,32,55,24,61,24,14,26,54,26,62,24,63,24,56,31,54,38,12,33,13,26,55,32,14,24,54,31,53,23,61,24,54,24,61,31,54,26,56,38,10,37,12,1.0
6,8,84,8,83,70,36,74,19,72,19,50,40,50,40,74,14,7,86,48,82,7,84,8,41,51,38,52,38,80,15,13,79,13,72,15,72,19,79,18,81,14,79,13,71,20,54,19,54,14,51,15,51,20,74,15,10,14,53,20,8,40,8,15,10,20,8,39,7,42,8,22,52,20,72,13,54,15,9,21,53,15,8,20,52,19,7,40,8,20,8,38,50,20,9,21,72,13,71,13,2.0
22,25,68,24,67,37,59,41,49,41,49,30,61,30,62,43,11,24,70,29,66,23,68,26,63,31,61,31,60,78,13,9,77,13,40,13,39,51,75,47,81,11,79,11,39,51,31,50,33,12,31,15,30,53,42,13,26,12,31,52,24,61,24,15,26,50,26,61,24,63,24,53,31,51,41,13,32,14,26,52,32,14,24,51,31,49,23,61,24,51,24,60,30,51,26,53,41,11,39,13,1.0
19,23,71,21,70,48,46,50,41,50,41,40,50,40,52,52,20,21,73,38,69,20,71,23,52,41,49,42,48,69,22,18,68,22,50,22,49,41,66,40,72,20,70,20,49,42,42,42,44,21,41,24,40,44,51,22,23,21,42,43,21,50,21,24,23,42,23,49,21,52,21,44,42,42,50,22,43,23,23,43,43,23,21,42,42,41,20,50,21,42,21,48,40,42,23,44,50,20,49,22,2.0
18,22,72,20,71,51,60,56,33,57,32,32,60,33,62,59,16,20,74,32,70,19,72,22,62,34,61,32,60,74,16,13,73,17,55,19,54,37,71,29,77,15,75,15,54,35,34,33,34,16,33,19,33,37,58,18,22,16,34,37,20,60,20,19,22,33,22,61,20,62,20,37,32,35,57,17,34,18,22,37,34,19,20,35,32,32,19,60,20,35,20,60,32,35,22,37,57,15,54,17,2.0
22,25,68,24,67,43,59,47,43,47,43,30,61,30,62,49,15,24,70,29,66,23,68,26,63,31,61,31,60,76,16,14,75,16,46,16,45,45,74,41,78,15,76,15,45,45,31,44,33,16,31,18,30,47,48,16,26,16,31,46,24,61,24,18,26,44,26,61,24,63,24,47,31,45,47,16,32,17,26,46,32,17,24,45,31,43,23,61,24,45,24,60,30,45,26,47,47,15,45,16,2.0
8,8,82,10,81,55,40,59,31,59,31,43,46,43,44,61,17,8,84,40,80,9,82,9,46,45,42,45,43,77,16,16,76,16,58,17,57,32,76,29,78,16,76,16,57,32,47,31,48,17,44,18,44,33,60,17,12,17,46,33,10,46,10,18,12,32,10,44,9,48,10,35,46,33,59,16,48,17,11,34,47,18,10,33,46,31,9,46,10,33,10,43,43,33,10,34,59,16,57,16,2.0
27,28,66,27,65,40,59,42,49,42,49,30,61,30,62,44,8,28,67,29,65,27,65,29,63,31,61,31,60,83,9,7,82,9,42,9,41,50,81,48,85,8,83,8,41,50,31,50,33,9,31,11,30,52,43,9,29,9,31,51,27,61,28,11,29,50,29,61,28,63,28,52,31,50,42,9,32,10,29,51,32,10,27,50,31,49,27,61,27,50,27,60,30,50,29,52,42,8,41,9,1.0
22,26,68,24,67,36,56,38,52,38,53,33,58,32,60,40,10,24,70,32,66,23,68,26,60,32,58,34,57,79,12,8,78,12,38,12,37,52,76,52,82,10,80,10,37,54,34,54,36,11,34,14,33,56,39,12,26,11,33,54,24,58,24,14,26,54,26,58,24,60,24,56,34,54,38,12,35,13,26,54,34,13,24,54,34,53,23,58,24,54,24,57,33,54,26,56,38,10,37,12,1.0
18,22,72,20,71,49,61,51,38,53,37,31,61,32,63,55,19,20,74,31,70,19,72,22,63,33,62,31,61,71,18,16,70,20,52,22,50,41,68,35,74,17,72,18,51,39,33,38,33,19,32,22,32,41,53,20,22,19,33,41,20,61,20,22,22,38,22,62,20,63,20,41,31,39,53,20,33,20,22,41,33,22,20,39,31,37,19,61,20,39,20,61,31,39,22,41,53,18,51,20,2.0
11,14,76,15,75,60,45,64,30,62,29,41,49,42,48,64,13,13,79,39,73,13,77,16,50,44,47,43,47,79,15,11,78,13,62,15,62,31,77,28,81,13,79,12,61,30,45,30,45,13,42,15,42,32,64,15,17,13,45,32,15,49,14,15,17,30,17,48,14,51,14,32,43,30,62,13,45,15,17,32,45,15,15,30,43,29,13,49,15,30,15,47,41,30,16,32,62,12,61,13,1.0
22,26,68,24,67,37,61,39,53,39,52,31,61,32,63,41,16,24,70,31,66,23,68,26,63,32,62,31,61,76,16,14,75,16,39,18,38,54,74,51,78,15,76,15,38,53,33,53,33,16,32,18,32,55,40,17,26,16,33,55,24,61,24,18,26,53,26,62,24,63,24,55,31,53,39,16,33,17,26,55,33,18,24,53,31,52,23,61,24,53,24,61,31,53,26,55,39,15,38,16,2.0
27,28,66,27,65,39,59,41,50,41,50,30,61,30,62,43,7,28,67,29,65,27,65,29,63,31,61,31,60,82,9,5,81,9,41,9,40,51,79,49,85,7,83,7,40,51,31,51,33,8,31,11,30,53,42,9,29,8,31,52,27,61,28,11,29,51,29,61,28,63,28,53,31,51,41,9,32,10,29,52,32,10,27,51,31,50,27,61,27,51,27,60,30,51,29,53,41,7,40,9,1.0
18,18,72,20,71,56,57,59,31,60,30,29,61,30,59,62,19,18,74,27,70,19,72,20,61,33,58,31,59,71,19,16,70,20,59,22,58,34,68,28,74,18,72,18,58,32,33,31,33,19,30,22,30,34,61,21,22,19,33,34,20,61,20,22,22,31,22,60,20,63,20,34,31,32,60,20,33,21,22,34,33,22,20,32,31,30,19,61,20,32,20,59,29,32,20,34,60,18,58,20,2.0
17,21,73,19,72,49,57,53,41,51,40,35,57,36,59,53,17,19,75,35,71,18,73,21,59,37,58,35,57,75,19,15,74,17,51,19,51,43,73,39,77,17,75,16,50,41,37,41,37,17,36,19,36,43,53,19,21,17,37,43,19,57,19,19,21,41,21,58,19,59,19,43,35,41,51,17,37,19,21,43,37,19,19,41,35,40,18,57,19,41,19,57,35,41,21,43,51,16,50,17,1.0
22,26,68,24,67,39,55,41,49,41,50,34,57,33,59,43,14,24,70,33,66,23,68,26,59,33,57,35,56,75,16,12,74,16,41,16,40,49,72,49,78,14,76,14,40,51,35,51,37,15,35,18,34,53,42,16,26,15,34,51,24,57,24,18,26,51,26,57,24,59,24,53,35,51,41,16,36,17,26,51,35,17,24,51,35,50,23,57,24,51,24,56,34,51,26,53,41,14,40,16,1.0
24,26,69,24,68,39,59,41,50,41,50,30,61,30,63,43,7,25,70,29,68,24,68,26,63,31,61,31,60,82,9,5,81,9,41,9,40,51,79,49,85,7,83,7,40,51,31,51,33,8,31,11,30,53,42,9,26,8,31,52,24,61,25,11,26,51,26,61,25,63,25,53,31,51,41,9,32,10,26,52,32,10,24,51,31,50,24,61,24,51,24,60,30,51,26,53,41,7,40,9,1.0
27,29,66,27,65,36,56,38,52,38,53,33,58,32,60,40,14,28,67,32,65,27,65,29,60,32,58,34,57,75,16,12,74,16,38,16,37,52,72,52,78,14,76,14,37,54,34,54,36,15,34,18,33,56,39,16,29,15,33,54,27,58,28,18,29,54,29,58,28,60,28,56,34,54,38,16,35,17,29,54,34,17,27,54,34,53,27,58,27,54,27,57,33,54,29,56,38,14,37,16,1.0
