@relation 'Sax dominant'

@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o2atLcc numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMaa numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMac numeric
@attribute o2atLac numeric
@attribute o2atMca numeric
@attribute o2atLca numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atLcc numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMaa numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMca numeric
@attribute o3atLca numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMac numeric
@attribute o3atLac numeric
@attribute destClass {2.0,1.0}

@data
17,29,12,1,2,30,18,13,18,13,1,29,1,13,2,13,0,31,25,2,4,27,31,0,4,27,31,0,4,0,4,0,30,31,0,31,1,0,0,31,0,31,0,0,30,0,0,1,1.0
20,17,10,9,12,20,21,11,20,10,11,19,11,10,12,11,6,22,29,0,1,30,24,8,1,30,23,7,1,7,1,8,27,11,1,29,2,16,17,13,18,13,18,2,28,2,18,3,1.0
20,16,10,14,15,17,21,11,20,10,14,16,14,10,15,11,6,24,29,0,1,30,25,7,1,30,24,6,1,6,1,7,28,21,0,30,2,9,10,22,9,21,9,1,29,1,10,2,1.0
22,26,6,2,4,28,24,8,23,7,3,27,3,7,4,8,8,22,31,0,0,31,23,9,0,31,22,8,0,8,0,9,27,27,1,29,2,0,1,29,2,29,2,2,28,2,2,3,1.0
30,13,0,17,18,14,31,1,30,0,17,13,17,0,18,1,18,12,31,0,0,31,13,19,0,31,12,18,0,18,0,19,25,14,5,26,6,15,16,15,16,15,16,5,25,5,16,6,1.0
3,30,25,0,1,31,5,27,4,26,0,30,0,26,1,27,21,7,25,5,5,25,9,22,5,26,8,22,5,22,6,23,30,1,0,31,1,25,28,4,27,3,27,0,30,0,28,1,2.0
26,22,4,8,9,23,27,5,26,4,8,22,8,4,9,5,20,10,26,4,4,26,11,21,5,27,10,20,4,20,5,21,29,13,1,30,2,17,18,14,17,13,17,1,29,1,18,2,2.0
28,29,1,1,2,30,29,2,29,2,1,29,1,2,2,2,22,5,29,0,0,30,7,24,1,30,7,23,1,24,1,24,29,9,1,30,2,20,21,10,21,10,21,1,29,1,21,2,2.0
20,25,10,3,5,27,21,11,20,10,4,26,4,10,5,11,10,20,17,13,13,17,21,11,14,18,20,10,13,10,14,11,29,18,1,30,2,8,11,21,10,20,10,1,29,1,11,2,2.0
31,18,0,8,11,21,31,0,31,0,10,20,10,0,11,0,11,18,25,2,4,27,19,12,4,27,19,12,4,12,4,12,24,28,6,25,7,1,2,29,2,29,2,6,24,6,2,7,2.0
29,15,1,15,16,16,30,2,29,1,15,15,15,1,16,2,14,14,31,0,0,31,16,16,0,31,15,15,0,15,0,16,27,15,1,29,3,14,15,16,15,16,15,2,28,2,15,3,2.0
23,19,7,9,11,21,24,8,23,7,10,20,10,7,11,8,25,5,26,4,4,26,6,26,5,27,5,25,4,25,5,26,25,14,5,26,6,14,16,16,15,15,15,5,25,5,16,6,2.0
20,25,9,3,5,27,21,10,21,10,4,26,4,10,5,10,0,31,31,0,0,31,31,0,0,31,31,0,0,0,0,0,29,31,1,30,2,0,0,31,0,31,0,1,29,1,0,2,1.0
18,16,12,14,15,17,19,13,18,12,14,16,14,12,15,13,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,25,18,5,26,6,11,12,19,12,19,12,5,25,5,12,6,1.0
23,24,6,4,6,26,24,7,24,7,5,25,5,7,6,7,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,30,11,0,31,0,18,18,12,19,12,19,0,30,0,19,1,2.0
17,25,13,5,6,26,18,14,17,13,5,25,5,13,6,14,20,10,31,0,0,31,11,21,0,31,10,20,0,20,0,21,29,7,1,30,2,22,23,8,23,8,23,1,29,1,23,2,2.0
29,13,1,17,18,14,30,2,29,1,17,13,17,1,18,2,17,13,31,0,0,31,14,18,0,31,13,17,0,17,0,18,24,14,6,25,7,15,16,15,16,15,16,6,24,6,16,7,1.0
25,29,3,1,2,30,27,5,26,4,1,29,1,4,2,5,15,15,18,10,11,19,16,16,12,20,15,15,11,15,12,16,30,8,0,31,1,22,23,9,22,8,22,0,30,0,23,1,2.0
19,28,11,2,3,29,20,12,19,11,2,28,2,11,3,12,21,9,31,0,0,31,10,22,0,31,9,21,0,21,0,22,30,2,0,31,1,27,28,3,28,3,28,0,30,0,28,1,2.0
25,16,1,14,15,17,28,4,27,3,14,16,14,3,15,4,11,17,31,0,0,31,18,12,0,31,19,13,0,13,0,12,24,17,4,26,6,12,13,18,13,18,13,5,25,5,13,6,2.0
31,18,0,12,13,19,31,0,31,0,12,18,12,0,13,0,9,16,31,0,0,31,19,12,0,31,19,12,0,12,0,12,29,18,1,30,2,7,10,21,10,21,10,1,29,1,10,2,2.0
10,29,17,1,2,30,12,19,12,19,1,29,1,19,2,19,3,26,31,0,0,31,27,4,0,31,27,4,0,4,0,4,30,13,0,31,1,13,16,16,15,15,15,0,30,0,16,1,2.0
31,16,0,12,14,18,31,0,31,0,13,17,13,0,14,0,23,5,29,0,0,30,7,25,1,30,6,23,1,24,1,25,24,24,6,25,7,3,5,26,5,26,5,6,24,6,5,7,2.0
19,20,10,4,8,24,20,11,20,11,7,23,7,11,8,11,0,31,31,0,0,31,31,0,0,31,31,0,0,0,0,0,30,26,0,31,1,3,4,27,4,27,4,0,30,0,4,1,2.0
31,29,0,1,2,30,31,0,31,0,1,29,1,0,2,0,0,31,28,1,2,29,31,0,2,29,31,0,2,0,2,0,29,31,1,30,2,0,0,31,0,31,0,1,29,1,0,2,1.0
26,18,3,10,12,20,27,4,27,4,11,19,11,4,12,4,15,14,31,0,0,31,15,16,0,31,15,16,0,16,0,16,29,14,1,30,2,15,16,15,16,15,16,1,29,1,16,2,1.0
31,29,0,1,2,30,31,0,31,0,1,29,1,0,2,0,24,6,30,0,0,30,7,25,1,31,6,24,0,24,1,25,29,7,1,30,2,19,22,10,21,9,21,1,29,1,22,2,2.0
19,29,9,1,2,30,21,11,20,10,1,29,1,10,2,11,9,19,31,0,0,31,21,11,0,31,20,10,0,10,0,11,29,11,1,30,2,17,19,13,18,12,18,1,29,1,19,2,1.0
17,23,11,3,5,26,19,12,18,11,4,25,5,12,6,13,5,25,31,0,0,31,26,6,0,31,25,5,0,5,0,6,26,31,4,27,5,0,0,31,0,31,0,4,26,4,0,5,1.0
20,24,10,4,6,26,21,11,20,10,5,25,5,10,6,11,8,22,31,0,0,31,23,9,0,31,22,8,0,8,0,9,29,29,1,30,2,0,1,30,1,30,1,1,29,1,1,2,1.0
26,29,4,1,2,30,27,5,26,4,1,29,1,4,2,5,9,21,31,0,0,31,21,9,0,31,22,10,0,10,0,9,28,13,1,29,2,14,16,15,16,15,16,2,29,2,16,2,2.0
24,20,6,8,10,22,25,7,24,6,9,21,9,6,10,7,13,16,31,0,0,31,17,14,0,31,17,14,0,14,0,14,28,9,1,29,2,20,21,10,21,10,21,2,29,2,21,2,2.0
21,21,7,7,9,23,23,9,22,8,8,22,8,8,9,9,8,22,31,0,0,31,23,9,0,31,22,8,0,8,0,9,27,28,3,28,4,1,2,29,2,29,2,3,27,3,2,4,2.0
14,29,13,1,2,30,16,15,16,15,1,29,1,15,2,15,1,28,23,3,5,25,29,2,6,26,29,2,5,2,6,2,30,28,0,31,1,2,3,29,2,28,2,0,30,0,3,1,2.0
21,15,9,15,16,16,22,10,21,9,15,15,15,9,16,10,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,25,13,5,26,6,16,17,14,17,14,17,5,25,5,17,6,1.0
26,20,0,10,11,21,29,3,28,2,10,20,10,2,11,3,31,0,31,0,0,31,0,31,0,31,0,31,0,31,0,31,28,8,1,29,2,21,22,9,22,9,22,2,29,2,22,2,2.0
31,22,0,8,9,23,31,0,31,0,8,22,8,0,9,0,25,4,31,0,0,31,5,26,0,31,5,26,0,26,0,26,29,11,1,30,2,18,19,12,19,12,19,1,29,1,19,2,2.0
21,16,9,14,15,17,22,10,21,9,14,16,14,9,15,10,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,29,18,1,30,2,11,12,19,12,19,12,1,29,1,12,2,1.0
14,27,14,1,3,29,16,16,15,15,2,28,2,15,3,16,23,7,25,5,5,25,8,24,6,26,7,23,5,23,6,24,30,1,0,31,1,29,30,2,29,1,29,0,30,0,30,1,2.0
20,13,10,17,18,14,21,11,20,10,17,13,17,10,18,11,12,18,30,0,0,30,19,13,1,31,18,12,0,12,1,13,23,11,7,24,8,19,20,12,19,11,19,7,23,7,20,8,1.0
31,29,0,1,2,30,31,0,31,0,1,29,1,0,2,0,13,16,31,0,0,31,17,14,0,31,17,14,0,14,0,14,29,15,1,30,2,10,13,18,13,18,13,1,29,1,13,2,2.0
18,14,12,14,16,16,19,13,18,12,15,15,15,12,16,13,17,11,31,0,0,31,13,19,0,31,12,18,0,18,0,19,26,10,4,27,5,19,20,11,20,11,20,4,26,4,20,5,1.0
20,13,10,17,18,14,21,11,20,10,17,13,17,10,18,11,16,14,31,0,0,31,15,17,0,31,14,16,0,16,0,17,25,11,5,26,6,18,19,12,19,12,19,5,25,5,19,6,1.0
25,14,5,16,17,15,26,6,25,5,16,14,16,5,17,6,10,20,31,0,0,31,21,11,0,31,20,10,0,10,0,11,25,14,5,26,6,15,16,15,16,15,16,5,25,5,16,6,1.0
21,14,9,16,17,15,22,10,21,9,16,14,16,9,17,10,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,24,12,6,25,7,17,18,13,18,13,18,6,24,6,18,7,1.0
23,13,7,17,18,14,24,8,23,7,17,13,17,7,18,8,16,14,31,0,0,31,15,17,0,31,14,16,0,16,0,17,24,13,6,25,7,16,17,14,17,14,17,6,24,6,17,7,1.0
23,19,7,11,12,20,24,8,23,7,11,19,11,7,12,8,8,22,31,0,0,31,23,9,0,31,22,8,0,8,0,9,30,19,0,31,1,6,9,22,9,22,9,0,30,0,9,1,1.0
18,19,12,9,11,21,19,13,18,12,10,20,10,12,11,13,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,29,8,1,30,2,21,22,9,22,9,22,1,29,1,22,2,1.0
23,19,7,11,12,20,24,8,23,7,11,19,11,7,12,8,26,4,31,0,0,31,5,27,0,31,4,26,0,26,0,27,29,10,1,30,2,20,21,11,20,10,20,1,29,1,21,2,2.0
20,29,10,1,2,30,21,11,20,10,1,29,1,10,2,11,10,16,29,0,1,30,18,12,1,30,19,13,1,13,1,12,27,3,2,28,3,26,27,4,26,4,27,3,28,2,27,3,2.0
17,14,13,14,15,16,18,13,17,13,15,15,15,13,16,14,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,29,12,1,30,2,17,18,13,18,13,18,1,29,1,18,2,1.0
10,30,18,0,1,31,12,20,11,19,0,30,0,19,1,20,8,20,23,3,5,25,22,9,5,26,21,9,5,9,6,10,30,5,0,31,1,19,23,9,22,8,22,0,30,0,23,1,2.0
27,16,3,14,15,17,28,4,27,3,14,16,14,3,15,4,12,16,28,1,1,29,18,13,1,29,17,12,2,13,2,14,23,14,7,24,8,15,16,15,16,15,16,7,23,7,16,8,1.0
21,16,8,12,13,18,22,8,22,9,13,17,13,9,14,9,4,25,31,0,0,31,26,5,0,31,26,5,0,5,0,5,29,14,1,30,2,15,16,15,16,15,16,1,29,1,16,2,1.0
18,24,12,4,6,26,19,13,18,12,5,25,5,12,6,13,13,17,25,5,5,25,18,14,6,26,17,13,5,13,6,14,26,16,4,27,5,14,15,17,14,16,14,4,26,4,15,5,2.0
19,14,11,16,17,15,20,12,19,11,16,14,16,11,17,12,14,16,31,0,0,31,17,15,0,31,16,14,0,14,0,15,25,13,5,26,6,16,17,14,17,14,17,5,25,5,17,6,1.0
13,28,17,2,3,29,14,18,13,17,2,28,2,17,3,18,14,16,25,5,5,25,17,15,6,26,16,14,5,14,6,15,29,19,1,30,2,11,12,20,11,19,11,1,29,1,12,2,2.0
17,29,13,1,2,30,18,14,17,13,1,29,1,13,2,14,22,8,25,5,5,25,9,23,6,26,8,22,5,22,6,23,30,12,0,31,1,18,19,13,18,12,18,0,30,0,19,1,2.0
23,18,7,12,13,19,24,8,23,7,12,18,12,7,13,8,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,30,20,0,31,1,9,10,21,10,21,10,0,30,0,10,1,1.0
18,26,11,4,5,27,19,12,19,12,4,26,4,12,5,12,15,14,31,0,0,31,15,16,0,31,15,16,0,16,0,16,30,12,0,31,0,17,17,13,18,13,18,0,30,0,18,1,2.0
18,30,12,0,1,31,19,13,18,12,0,30,0,12,1,13,5,24,17,8,11,20,25,6,11,20,25,6,11,6,11,6,29,9,1,30,2,20,21,10,21,10,21,1,29,1,21,2,2.0
21,19,7,9,10,21,23,8,22,8,10,20,10,8,11,9,1,29,29,0,1,30,30,2,1,30,29,1,1,1,1,2,29,15,1,30,2,14,15,16,15,16,15,1,29,1,15,2,1.0
18,18,12,12,13,19,19,13,18,12,12,18,12,12,13,13,10,20,31,0,0,31,21,11,0,31,20,10,0,10,0,11,29,16,1,30,2,13,14,17,14,17,14,1,29,1,14,2,1.0
21,15,9,15,16,16,22,10,21,9,15,15,15,9,16,10,13,17,31,0,0,31,18,14,0,31,17,13,0,13,0,14,26,11,4,27,5,18,19,12,19,12,19,4,26,4,19,5,1.0
20,30,8,0,1,31,22,10,21,9,0,30,0,9,1,10,15,15,28,0,1,29,16,16,2,30,15,15,1,15,2,16,30,1,0,31,1,29,30,2,29,1,29,0,30,0,30,1,2.0
27,16,3,14,15,17,28,4,27,3,14,16,14,3,15,4,15,15,31,0,0,31,16,16,0,31,15,15,0,15,0,16,24,10,6,25,7,19,20,11,20,11,20,6,24,6,20,7,1.0
24,12,6,18,19,13,25,7,24,6,18,12,18,6,19,7,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,26,15,4,27,5,14,15,16,15,16,15,4,26,4,15,5,1.0
16,30,10,0,1,31,19,13,18,12,0,30,0,12,1,13,13,17,28,2,2,28,18,14,3,29,17,13,2,13,3,14,29,12,1,30,2,18,19,13,18,12,18,1,29,1,19,2,2.0
21,16,9,14,15,17,22,10,21,9,14,16,14,9,15,10,11,19,30,0,0,30,20,12,1,31,19,11,0,11,1,12,27,28,3,28,4,0,2,30,1,29,1,3,27,3,2,4,1.0
20,29,10,1,2,30,21,11,20,10,1,29,1,10,2,11,6,24,31,0,0,31,25,7,0,31,24,6,0,6,0,7,30,11,0,31,0,16,17,13,18,13,18,0,30,0,18,1,2.0
31,29,0,1,2,30,31,0,31,0,1,29,1,0,2,0,0,31,28,1,2,29,31,0,2,29,31,0,2,0,2,0,29,28,1,30,2,1,2,29,2,29,2,1,29,1,2,2,2.0
18,15,12,15,16,16,19,13,18,12,15,15,15,12,16,13,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,29,11,1,30,2,19,20,12,19,11,19,1,29,1,20,2,1.0
17,15,12,15,16,16,18,13,18,13,15,15,15,13,16,13,2,27,31,0,0,31,28,3,0,31,28,3,0,3,0,3,20,16,8,22,10,13,14,17,14,17,14,9,21,9,14,10,1.0
21,14,9,16,17,15,22,10,21,9,16,14,16,9,17,10,24,6,26,4,4,26,7,25,5,27,6,24,4,24,5,25,29,17,1,30,2,13,14,18,13,17,13,1,29,1,14,2,2.0
21,13,7,17,17,14,23,8,22,8,17,13,17,8,18,9,17,11,31,0,0,31,13,19,0,31,12,18,0,18,0,19,26,17,4,27,5,12,13,18,13,18,13,4,26,4,13,5,1.0
19,16,11,12,14,18,20,12,19,11,13,17,13,11,14,12,11,19,17,12,13,18,20,12,13,18,19,11,13,11,13,12,29,31,1,30,2,0,0,31,0,31,0,1,29,1,0,2,1.0
19,13,10,17,18,14,20,11,20,11,17,13,17,11,18,11,3,22,31,0,0,31,25,6,0,31,25,6,0,6,0,6,21,14,9,22,10,15,16,15,16,15,16,9,21,9,16,10,1.0
22,25,8,1,4,28,23,9,22,8,3,27,3,8,4,9,25,5,28,2,2,28,6,26,3,29,5,25,2,25,3,26,29,14,1,30,2,16,17,15,16,14,16,1,29,1,17,2,2.0
19,12,11,16,18,14,20,12,19,11,17,13,17,11,18,12,8,22,31,0,0,31,23,9,0,31,22,8,0,8,0,9,21,13,9,22,9,16,16,14,17,14,17,9,21,9,17,10,1.0
31,21,0,9,10,22,31,0,31,0,9,21,9,0,10,0,10,17,28,1,1,29,19,11,1,29,19,11,2,12,2,12,30,20,0,31,1,9,10,21,10,21,10,0,30,0,10,1,2.0
29,14,1,16,17,15,30,2,29,1,16,14,16,1,17,2,21,9,26,4,4,26,10,22,5,27,9,21,4,21,5,22,22,20,8,23,9,10,11,21,10,20,10,8,22,8,11,9,2.0
6,29,24,1,2,30,7,25,6,24,1,29,1,24,2,25,11,19,15,15,15,15,20,12,16,16,19,11,15,11,16,12,30,21,0,31,1,9,10,22,9,21,9,0,30,0,10,1,2.0
23,26,5,2,4,28,25,7,24,6,3,27,3,6,4,7,18,8,31,0,0,31,11,21,0,31,10,20,0,20,0,21,30,4,0,31,0,23,24,6,25,6,25,0,30,0,25,1,2.0
19,16,11,14,15,17,20,12,19,11,14,16,14,11,15,12,10,20,31,0,0,31,21,11,0,31,20,10,0,10,0,11,29,12,1,30,2,17,18,13,18,13,18,1,29,1,18,2,1.0
20,16,10,12,14,18,21,11,20,10,13,17,13,10,14,11,8,22,29,1,1,29,23,9,2,30,22,8,1,8,2,9,24,10,6,25,7,20,21,11,20,10,20,6,24,6,21,7,1.0
31,29,0,1,2,30,31,0,31,0,1,29,1,0,2,0,1,28,25,2,4,27,29,2,4,27,29,2,4,2,4,2,29,31,1,30,2,0,0,31,0,31,0,1,29,1,0,2,2.0
15,29,13,1,2,30,17,15,16,14,1,29,1,14,2,15,21,9,26,3,4,27,10,22,4,27,9,21,4,21,4,22,30,2,0,31,1,27,28,3,28,3,28,0,30,0,28,1,2.0
17,29,13,1,2,30,18,14,17,13,1,29,1,13,2,14,15,15,28,2,2,28,16,16,3,29,15,15,2,15,3,16,30,1,0,31,1,29,30,2,29,1,29,0,30,0,30,1,2.0
25,19,5,9,11,21,26,6,25,5,10,20,10,5,11,6,31,0,31,0,0,31,0,31,0,31,0,31,0,31,0,31,29,13,1,30,2,16,17,14,17,14,17,1,29,1,17,2,2.0
20,29,8,1,2,30,22,10,21,9,1,29,1,9,2,10,28,2,31,0,0,31,3,29,0,31,2,28,0,28,0,29,29,8,1,30,2,21,22,9,22,9,22,1,29,1,22,2,2.0
21,24,9,4,6,26,22,10,21,9,5,25,5,9,6,10,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,25,22,5,26,6,5,7,24,7,24,7,5,25,5,7,6,1.0
19,13,11,17,18,14,20,12,19,11,17,13,17,11,18,12,15,15,31,0,0,31,16,16,0,31,15,15,0,15,0,16,25,11,5,26,6,18,19,12,19,12,19,5,25,5,19,6,1.0
16,29,14,1,2,30,17,15,16,14,1,29,1,14,2,15,13,17,31,0,0,31,18,14,0,31,17,13,0,13,0,14,30,3,0,31,1,26,27,4,27,4,27,0,30,0,27,1,2.0
21,13,8,17,18,14,22,9,22,9,17,13,17,9,18,9,0,31,31,0,0,31,31,0,0,31,31,0,0,0,0,0,21,18,7,23,8,11,11,19,12,19,12,8,22,8,12,9,1.0
22,27,6,1,3,29,24,8,23,6,1,28,2,7,3,8,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,29,15,1,30,2,14,15,16,15,16,15,1,29,1,15,2,1.0
20,24,10,2,5,27,21,11,20,10,4,26,4,10,5,11,4,26,31,0,0,31,27,5,0,31,26,4,0,4,0,5,29,31,1,30,2,0,0,31,0,31,0,1,29,1,0,2,1.0
23,15,7,15,16,16,24,8,23,7,15,15,15,7,16,8,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,27,20,3,28,4,9,10,21,10,21,10,3,27,3,10,4,1.0
15,29,15,1,2,30,16,16,15,15,1,29,1,15,2,16,20,10,24,6,6,24,11,21,7,25,10,20,6,20,7,21,30,2,0,31,1,26,28,4,27,3,27,0,30,0,28,1,2.0
16,27,14,1,3,29,17,15,16,14,2,28,2,14,3,15,20,10,31,0,0,31,11,21,0,31,10,20,0,20,0,21,30,5,0,31,1,24,25,6,25,6,25,0,30,0,25,1,2.0
21,10,9,20,21,11,22,10,21,9,20,10,20,9,21,10,15,15,31,0,0,31,16,16,0,31,15,15,0,15,0,16,25,17,5,26,6,12,13,18,13,18,13,5,25,5,13,6,1.0
18,29,12,1,2,30,19,13,18,12,1,29,1,12,2,13,15,13,19,11,11,19,15,17,12,20,14,16,11,16,12,17,29,6,1,30,2,24,25,7,24,6,24,1,29,1,25,2,2.0
21,17,6,13,14,18,23,8,23,8,13,17,13,8,14,8,18,10,26,3,4,27,11,19,4,27,12,20,4,20,4,19,26,14,1,28,3,15,16,15,16,15,16,3,28,3,16,3,2.0
18,18,12,12,13,19,19,13,18,12,12,18,12,12,13,13,23,7,29,1,1,29,8,24,2,30,7,23,1,23,2,24,30,15,0,31,1,13,15,17,14,16,14,0,30,0,15,1,2.0
21,11,9,17,19,13,22,10,21,9,18,12,18,9,19,10,3,25,31,0,0,31,27,5,0,31,26,4,0,4,0,5,23,12,7,24,8,17,18,13,18,13,18,7,23,7,18,8,1.0
18,25,12,3,5,27,19,13,18,12,4,26,4,12,5,13,7,21,28,1,2,29,23,8,1,29,22,8,2,8,2,9,26,11,4,27,5,16,18,13,18,13,18,4,26,4,18,5,1.0
22,15,8,15,16,16,23,9,22,8,15,15,15,8,16,9,17,13,29,1,1,29,14,18,2,30,13,17,1,17,2,18,27,9,3,28,4,21,22,10,21,9,21,3,27,3,22,4,1.0
24,22,6,4,6,25,25,6,24,6,6,24,6,6,7,7,5,25,31,0,0,31,26,6,0,31,25,5,0,5,0,6,29,31,1,30,2,0,0,31,0,31,0,1,29,1,0,2,1.0
20,29,10,1,2,30,21,11,20,10,1,29,1,10,2,11,8,22,31,0,0,31,23,9,0,31,22,8,0,8,0,9,29,8,1,30,2,22,23,9,22,8,22,1,29,1,23,2,1.0
31,24,0,4,6,26,31,0,31,0,5,25,5,0,6,0,1,27,31,0,0,31,29,3,0,31,28,2,0,2,0,3,30,25,0,31,1,2,4,27,4,27,4,0,30,0,4,1,2.0
12,30,16,0,1,31,14,18,13,17,0,30,0,17,1,18,10,20,29,1,1,29,21,11,2,30,20,10,1,10,2,11,29,11,1,30,2,19,20,12,19,11,19,1,29,1,20,2,2.0
23,15,5,15,16,16,25,7,24,6,15,15,15,6,16,7,17,13,31,0,0,31,14,18,0,31,13,17,0,17,0,18,22,13,8,23,9,16,17,14,17,14,17,8,22,8,17,9,1.0
26,27,2,3,4,28,28,4,27,3,3,27,3,3,4,4,1,29,31,0,0,31,30,2,0,31,29,1,0,1,0,2,29,17,1,30,2,10,12,19,12,19,12,1,29,1,12,2,2.0
20,14,10,16,17,15,21,11,20,10,16,14,16,10,17,11,8,22,30,0,0,30,23,9,1,31,22,8,0,8,1,9,22,10,8,23,9,20,21,11,20,10,20,8,22,8,21,9,1.0
12,17,11,5,8,22,16,13,16,13,7,21,9,15,10,15,25,3,27,0,1,29,4,26,2,29,5,26,2,27,2,26,30,1,0,31,1,28,29,2,29,2,29,0,30,0,29,1,1.0
31,24,0,2,5,27,31,0,31,0,4,26,4,0,5,0,0,31,31,0,0,31,31,0,0,31,31,0,0,0,0,0,30,21,0,31,1,8,9,22,9,22,9,0,30,0,9,1,2.0
23,29,5,1,2,30,25,7,24,6,1,29,1,6,2,7,3,27,31,0,0,31,28,4,0,31,27,3,0,3,0,4,29,28,1,30,2,1,2,29,2,29,2,1,29,1,2,2,1.0
22,16,8,14,15,17,23,9,22,8,14,16,14,8,15,9,13,17,31,0,0,31,18,14,0,31,17,13,0,13,0,14,26,19,4,27,5,10,11,20,11,20,11,4,26,4,11,5,1.0
20,29,10,1,2,30,21,11,20,10,1,29,1,10,2,11,8,20,20,9,10,21,22,10,10,21,21,9,10,9,10,10,30,18,0,31,0,11,11,19,12,19,12,0,30,0,12,1,2.0
31,30,0,0,1,31,31,0,31,0,0,30,0,0,1,0,0,31,22,5,7,24,31,0,7,24,31,0,7,0,7,0,29,24,1,30,2,3,5,26,5,26,5,1,29,1,5,2,2.0
27,18,3,12,13,19,28,4,27,3,12,18,12,3,13,4,27,3,30,0,0,30,4,28,1,31,3,27,0,27,1,28,27,21,3,28,4,7,9,23,8,22,8,3,27,3,9,4,2.0
25,13,5,17,18,14,26,6,25,5,17,13,17,5,18,6,16,14,31,0,0,31,15,17,0,31,14,16,0,16,0,17,28,24,2,29,3,5,6,25,6,25,6,2,28,2,6,3,1.0
22,25,8,5,6,26,23,9,22,8,5,25,5,8,6,9,27,3,28,2,2,28,4,28,3,29,3,27,2,27,3,28,29,14,1,30,2,12,15,17,14,16,14,1,29,1,15,2,2.0
24,19,6,11,12,20,25,7,24,6,11,19,11,6,12,7,25,5,31,0,0,31,6,26,0,31,5,25,0,25,0,26,29,14,1,30,2,15,16,15,16,15,16,1,29,1,16,2,2.0
26,11,2,17,18,13,28,3,27,3,18,12,18,3,19,4,16,12,31,0,0,31,14,18,0,31,13,17,0,17,0,18,28,19,2,29,3,10,11,20,11,20,11,2,28,2,11,3,1.0
17,29,13,1,2,30,18,14,17,13,1,29,1,13,2,14,8,22,13,17,17,13,23,9,18,14,22,8,17,8,18,9,29,14,1,30,2,14,16,16,15,15,15,1,29,1,16,2,2.0
21,16,9,14,15,17,22,10,21,9,14,16,14,9,15,10,15,15,31,0,0,31,16,16,0,31,15,15,0,15,0,16,25,10,3,27,5,17,19,12,18,12,19,4,26,3,19,5,1.0
28,29,1,1,2,30,29,2,29,2,1,29,1,2,2,2,5,24,31,0,0,31,25,6,0,31,25,6,0,6,0,6,29,19,1,30,2,4,8,23,8,23,8,1,29,1,8,2,2.0
27,29,2,1,2,30,28,3,28,3,1,29,1,3,2,3,0,31,29,0,1,30,31,0,1,30,31,0,1,0,1,0,29,23,1,30,2,2,5,26,5,26,5,1,29,1,5,2,2.0
23,13,7,17,18,14,24,8,23,7,17,13,17,7,18,8,17,13,31,0,0,31,14,18,0,31,13,17,0,17,0,18,24,12,6,25,7,17,18,13,18,13,18,6,24,6,18,7,1.0
24,16,6,14,15,17,25,7,24,6,14,16,14,6,15,7,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,28,17,2,29,3,12,13,18,13,18,13,2,28,2,13,3,1.0
17,14,13,14,15,16,18,13,17,13,15,15,15,13,16,14,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,29,10,1,30,2,19,20,11,20,11,20,1,29,1,20,2,1.0
7,25,19,1,4,28,10,22,9,20,2,27,3,21,4,22,8,12,18,1,5,24,18,12,5,24,17,11,7,13,7,14,30,6,0,31,1,18,22,10,21,9,21,0,30,0,22,1,2.0
10,30,18,0,1,31,12,20,11,19,0,30,0,19,1,20,9,21,19,8,10,21,22,10,10,21,21,9,10,9,10,10,30,14,0,31,0,15,15,15,16,15,16,0,30,0,16,1,2.0
