@relation 'Sax dominant'

@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMeda numeric
@attribute o1atLeda numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMebe numeric
@attribute o1atLebe numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMbae numeric
@attribute o1atLbae numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMebb numeric
@attribute o1atLebb numeric
@attribute destClass {1.0,2.0}

@data
33,55,19,72,13,19,72,36,55,36,55,56,35,55,34,47,49,33,69,39,52,39,52,16,75,16,75,72,21,16,71,20,51,39,69,30,51,38,39,49,74,18,73,18,56,20,39,39,39,38,69,20,19,55,56,21,56,18,74,16,36,39,19,52,19,69,55,20,13,75,19,55,16,55,39,35,55,30,51,21,47,39,39,39,55,18,19,20,16,55,36,21,16,21,39,20,19,39,39,21,16,38,16,39,19,20,19,55,19,21,39,18,39,16,39,39,55,21,19,21,39,34,36,38,39,39,19,35,39,20,36,20,1.0
35,55,22,70,18,22,70,37,55,37,55,54,36,55,35,49,51,35,68,39,53,39,53,20,72,20,72,70,21,18,69,22,52,39,67,32,52,38,39,51,72,20,71,20,54,22,39,39,39,38,67,22,22,55,56,23,56,20,72,18,37,39,22,53,22,68,55,22,18,72,22,55,20,55,39,36,55,32,52,23,49,39,39,39,55,20,22,22,20,55,37,23,20,23,39,22,22,39,39,23,20,38,20,39,22,22,22,55,22,23,39,20,39,18,39,39,55,21,22,23,39,35,37,38,39,39,22,36,39,22,37,22,2.0
30,58,23,69,19,23,69,33,58,33,58,59,32,59,31,53,52,30,67,36,55,36,55,21,71,21,71,72,19,16,72,20,56,35,70,28,56,34,36,52,74,17,74,18,59,20,36,35,36,34,70,19,23,58,59,20,60,18,74,16,33,35,23,55,23,67,59,20,19,71,23,58,21,58,36,32,59,28,56,20,53,35,36,35,59,18,23,20,21,58,33,20,21,20,36,20,23,35,36,20,21,34,21,35,23,20,23,58,23,20,36,18,36,16,36,35,59,19,23,20,36,31,33,34,36,35,23,32,36,20,33,20,2.0
30,60,23,69,19,23,69,32,60,32,60,46,45,46,45,40,56,30,67,33,58,34,58,21,71,21,71,73,18,12,73,17,43,47,70,42,43,48,34,56,77,15,76,14,46,18,34,48,34,48,71,18,23,60,46,18,46,15,76,12,32,48,23,58,23,67,46,17,19,71,23,60,21,60,34,45,46,42,43,18,40,48,33,48,46,14,23,17,21,60,32,18,21,18,34,17,23,48,34,18,21,48,21,48,23,17,23,60,23,18,34,14,34,12,34,47,46,18,23,18,34,45,32,48,34,48,23,45,34,17,32,17,1.0
33,56,16,76,14,17,77,35,56,36,57,55,36,55,36,49,52,33,75,38,54,37,54,15,77,15,78,69,22,16,69,22,52,39,66,33,52,39,38,52,72,19,72,19,55,22,38,39,37,39,66,22,16,56,55,22,55,19,72,16,36,39,17,54,16,75,55,22,14,78,17,57,15,57,38,36,55,33,52,22,49,39,38,39,55,19,16,22,15,56,36,22,15,22,37,22,17,39,38,22,15,39,15,39,16,22,16,56,17,22,37,19,38,16,38,39,55,22,16,22,37,36,35,39,37,39,17,36,37,22,35,22,2.0
35,53,22,70,18,22,70,38,53,38,53,50,41,50,41,44,47,35,68,38,50,40,50,20,72,20,72,64,26,17,64,25,47,41,60,38,47,43,41,47,69,22,68,21,50,26,41,44,41,44,60,26,22,53,50,26,50,22,68,17,38,44,22,50,22,68,50,25,18,72,22,53,20,53,41,41,50,38,47,26,44,44,38,44,50,21,22,25,20,53,38,26,20,26,41,25,22,44,41,26,20,44,20,44,22,25,22,53,22,26,41,21,41,17,41,41,50,26,22,26,41,41,38,44,40,44,22,41,41,25,38,25,2.0
33,55,23,68,17,23,68,36,55,36,55,58,33,57,33,52,49,33,65,39,52,39,52,20,71,20,71,68,23,16,68,21,55,36,65,30,55,36,39,49,72,20,71,19,58,23,39,36,39,36,65,23,23,55,58,23,58,20,71,16,36,36,23,52,23,65,58,22,17,71,23,55,20,55,39,33,58,30,55,23,52,36,39,36,58,19,23,22,20,55,36,23,20,23,39,22,23,36,39,23,20,36,20,36,23,22,23,55,23,23,39,19,39,16,39,36,58,23,23,23,39,33,36,36,39,36,23,33,39,22,36,22,2.0
36,54,27,65,23,27,65,38,54,38,54,55,37,55,37,51,50,36,63,40,52,40,52,25,67,25,67,68,24,19,68,23,53,39,66,35,53,39,40,50,71,22,70,21,55,24,40,39,40,39,66,24,27,54,55,24,55,22,70,19,38,39,27,52,27,63,55,23,23,67,27,54,25,54,40,37,55,35,53,24,51,39,40,39,55,21,27,23,25,54,38,24,25,24,40,23,27,39,40,24,25,39,25,39,27,23,27,54,27,24,40,21,40,19,40,39,55,24,27,24,40,37,38,39,40,39,27,37,40,23,38,23,1.0
31,59,21,71,17,21,71,33,59,33,59,55,36,55,35,49,55,31,69,35,57,35,57,19,73,19,73,73,18,15,73,19,52,39,71,32,52,38,35,55,75,16,75,17,55,19,35,39,35,38,71,18,21,59,55,19,56,17,75,15,33,39,21,57,21,69,55,19,17,73,21,59,19,59,35,36,55,32,52,19,49,39,35,39,55,17,21,19,19,59,33,19,19,19,35,19,21,39,35,19,19,38,19,39,21,19,21,59,21,19,35,17,35,15,35,39,55,18,21,19,35,35,33,38,35,39,21,36,35,19,33,19,1.0
30,58,23,69,19,23,69,33,58,33,58,47,44,47,44,41,52,30,67,34,55,35,55,21,71,21,71,67,23,15,67,22,44,45,63,41,44,46,36,52,72,19,71,18,47,23,36,47,36,47,64,23,23,58,47,23,47,19,71,15,33,47,23,55,23,67,47,22,19,71,23,58,21,58,36,44,47,41,44,23,41,47,34,47,47,18,23,22,21,58,33,23,21,23,36,22,23,47,36,23,21,47,21,47,23,22,23,58,23,23,36,18,36,15,36,45,47,23,23,23,36,44,33,47,35,47,23,44,36,22,33,22,2.0
36,54,26,66,22,26,66,38,54,38,54,56,36,56,36,52,50,36,64,40,52,40,52,24,68,24,68,68,24,19,68,23,54,38,66,34,54,38,40,50,71,22,70,21,56,24,40,38,40,38,66,24,26,54,56,24,56,22,70,19,38,38,26,52,26,64,56,23,22,68,26,54,24,54,40,36,56,34,54,24,52,38,40,38,56,21,26,23,24,54,38,24,24,24,40,23,26,38,40,24,24,38,24,38,26,23,26,54,26,24,40,21,40,19,40,38,56,24,26,24,40,36,38,38,40,38,26,36,40,23,38,23,2.0
31,57,24,68,20,24,68,34,57,34,57,48,43,48,43,42,51,31,66,36,54,35,54,22,70,22,70,65,25,16,65,24,45,45,61,40,45,44,37,51,70,21,69,20,48,25,37,46,37,46,61,25,24,57,48,25,48,21,69,16,34,46,24,54,24,66,48,24,20,70,24,57,22,57,37,43,48,40,45,25,42,46,36,46,48,20,24,24,22,57,34,25,22,25,37,24,24,46,37,25,22,46,22,46,24,24,24,57,24,25,37,20,37,16,37,45,48,25,24,25,37,43,34,46,35,46,24,43,37,24,34,24,2.0
36,54,27,65,23,27,65,38,54,38,54,56,36,56,36,52,50,36,63,40,52,40,52,25,67,25,67,68,24,19,68,23,54,38,66,34,54,38,40,50,71,22,70,21,56,24,40,38,40,38,66,24,27,54,56,24,56,22,70,19,38,38,27,52,27,63,56,23,23,67,27,54,25,54,40,36,56,34,54,24,52,38,40,38,56,21,27,23,25,54,38,24,25,24,40,23,27,38,40,24,25,38,25,38,27,23,27,54,27,24,40,21,40,19,40,38,56,24,27,24,40,36,38,38,40,38,27,36,40,23,38,23,2.0
32,56,24,68,20,24,68,35,56,35,56,49,42,49,42,43,50,32,66,37,53,37,53,22,70,22,70,65,26,19,65,25,46,44,62,39,46,44,38,50,69,23,68,22,49,26,38,45,38,45,62,26,24,56,49,26,49,23,68,19,35,45,24,53,24,66,49,25,20,70,24,56,22,56,38,42,49,39,46,26,43,45,37,45,49,22,24,25,22,56,35,26,22,26,38,25,24,45,38,26,22,45,22,45,24,25,24,56,24,26,38,22,38,19,38,44,49,26,24,26,38,42,35,45,37,45,24,42,38,25,35,25,2.0
38,52,29,63,25,29,63,40,52,40,52,55,37,55,37,51,48,38,61,42,50,42,50,27,65,27,65,68,24,19,68,23,53,39,66,35,53,39,42,48,71,22,70,21,55,24,42,39,42,39,66,24,29,52,55,24,55,22,70,19,40,39,29,50,29,61,55,23,25,65,29,52,27,52,42,37,55,35,53,24,51,39,42,39,55,21,29,23,27,52,40,24,27,24,42,23,29,39,42,24,27,39,27,39,29,23,29,52,29,24,42,21,42,19,42,39,55,24,29,24,42,37,40,39,42,39,29,37,42,23,40,23,1.0
37,53,25,66,19,25,66,39,53,39,53,50,42,50,42,46,49,37,63,40,51,41,51,22,69,22,69,72,20,15,72,19,48,43,70,40,48,44,41,49,75,18,74,17,50,20,41,44,41,44,70,20,25,53,50,20,50,18,74,15,39,44,25,51,25,63,50,19,19,69,25,53,22,53,41,42,50,40,48,20,46,44,40,44,50,17,25,19,22,53,39,20,22,20,41,19,25,44,41,20,22,44,22,44,25,19,25,53,25,20,41,17,41,15,41,43,50,20,25,20,41,42,39,44,41,44,25,42,41,19,39,19,1.0
29,59,18,75,16,18,75,32,58,32,59,59,32,58,32,52,52,29,74,36,56,35,55,17,76,17,76,70,22,18,70,22,56,36,68,29,55,35,35,52,72,20,72,20,59,22,36,36,35,35,68,22,18,58,59,22,59,20,72,18,32,36,18,56,18,74,58,22,16,76,18,59,17,59,36,32,59,29,56,22,52,35,36,35,58,20,18,22,17,58,32,22,17,22,35,22,18,36,36,22,17,35,17,36,18,22,18,58,18,22,35,20,35,18,35,36,59,22,18,22,35,32,32,35,35,35,18,32,35,22,32,22,2.0
33,57,25,66,19,25,66,35,57,35,57,56,35,56,35,50,53,33,64,37,55,37,55,22,69,22,69,74,18,14,74,18,53,38,72,32,53,38,37,53,76,16,76,16,56,18,37,38,37,38,72,18,25,57,56,18,56,16,76,14,35,38,25,55,25,64,56,18,20,69,25,57,22,57,37,35,56,32,53,18,50,38,37,38,56,16,25,18,22,57,35,18,22,18,37,18,25,38,37,18,22,38,22,38,25,18,25,57,25,18,37,16,37,14,37,38,56,18,25,18,37,35,35,38,37,38,25,35,37,18,35,18,1.0
33,55,23,68,17,23,68,36,55,36,55,57,34,57,34,51,49,33,65,39,52,39,52,20,71,20,71,74,18,14,74,18,54,37,72,31,54,37,39,49,76,16,76,16,57,18,39,37,39,37,72,18,23,55,57,18,57,16,76,14,36,37,23,52,23,65,57,18,17,71,23,55,20,55,39,34,57,31,54,18,51,37,39,37,57,16,23,18,20,55,36,18,20,18,39,18,23,37,39,18,20,37,20,37,23,18,23,55,23,18,39,16,39,14,39,37,57,18,23,18,39,34,36,37,39,37,23,34,39,18,36,18,1.0
31,59,20,72,16,20,72,33,58,33,59,58,32,57,31,47,54,31,70,35,57,34,56,18,74,18,74,73,20,15,72,19,52,37,70,29,52,35,35,54,75,17,74,17,58,19,35,37,35,36,70,19,20,58,58,20,58,17,75,15,33,37,20,57,20,70,57,19,16,74,20,59,18,59,36,32,57,29,52,20,50,36,36,37,57,17,20,19,18,58,33,20,18,20,35,19,20,37,36,20,18,36,18,37,20,19,20,58,20,20,35,17,35,15,35,37,57,20,20,20,35,31,33,36,34,36,20,32,35,19,33,19,1.0
33,55,24,67,18,24,67,36,55,36,55,54,37,54,37,48,49,33,64,38,52,39,52,21,70,21,70,69,22,16,69,22,51,39,66,34,51,40,39,49,72,19,72,19,54,22,39,40,39,40,66,22,24,55,54,22,54,19,72,16,36,40,24,52,24,64,54,22,18,70,24,55,21,55,39,37,54,34,51,22,48,40,38,40,54,19,24,22,21,55,36,22,21,22,39,22,24,40,39,22,21,40,21,40,24,22,24,55,24,22,39,19,39,16,39,39,54,22,24,22,39,37,36,40,39,40,24,37,39,22,36,22,2.0
34,54,21,70,15,21,70,37,54,37,54,60,31,60,31,54,48,34,67,40,51,40,51,18,73,18,73,72,19,13,72,19,57,34,69,28,57,34,40,48,75,16,75,16,60,19,40,34,40,34,69,19,21,54,60,19,60,16,75,13,37,34,21,51,21,67,60,19,15,73,21,54,18,54,40,31,60,28,57,19,54,34,40,34,60,16,21,19,18,54,37,19,18,19,40,19,21,34,40,19,18,34,18,34,21,19,21,54,21,19,40,16,40,13,40,34,60,19,21,19,40,31,37,34,40,34,21,31,40,19,37,19,2.0
39,51,22,70,18,22,70,41,51,41,51,52,40,52,40,48,47,39,68,42,49,43,49,20,72,20,72,65,26,19,65,25,50,41,62,38,50,42,43,47,69,23,68,22,52,26,43,42,43,42,62,26,22,51,52,26,52,23,68,19,41,42,22,49,22,68,52,25,18,72,22,51,20,51,43,40,52,38,50,26,48,42,42,42,52,22,22,25,20,51,41,26,20,26,43,25,22,42,43,26,20,42,20,42,22,25,22,51,22,26,43,22,43,19,43,41,52,26,22,26,43,40,41,42,43,42,22,40,43,25,41,25,2.0
34,54,22,69,16,22,69,37,54,37,54,57,34,57,34,51,48,34,66,40,51,40,51,19,72,19,72,72,20,16,72,20,54,37,70,31,54,37,40,48,74,18,74,18,57,20,40,37,40,37,70,20,22,54,57,20,57,18,74,16,37,37,22,51,22,66,57,20,16,72,22,54,19,54,40,34,57,31,54,20,51,37,40,37,57,18,22,20,19,54,37,20,19,20,40,20,22,37,40,20,19,37,19,37,22,20,22,54,22,20,40,18,40,16,40,37,57,20,22,20,40,34,37,37,40,37,22,34,40,20,37,20,1.0
29,61,20,72,16,20,72,31,61,31,61,60,31,59,30,51,57,29,70,33,59,33,59,18,74,18,74,73,20,15,72,19,55,35,70,27,55,34,33,57,75,17,74,17,60,19,33,35,33,34,70,19,20,61,60,20,60,17,75,15,31,35,20,59,20,70,59,19,16,74,20,61,18,61,33,31,59,27,55,20,52,35,33,35,59,17,20,19,18,61,31,20,18,20,33,19,20,35,33,20,18,34,18,35,20,19,20,61,20,20,33,17,33,15,33,35,59,20,20,20,33,30,31,34,33,35,20,31,33,19,31,19,1.0
34,52,16,77,14,16,77,38,52,38,52,57,34,57,33,51,44,34,76,41,48,41,48,15,78,15,78,70,20,15,70,21,54,36,67,30,54,35,42,44,73,17,73,18,57,21,42,37,42,36,67,20,16,52,57,21,58,18,73,15,38,37,16,48,16,76,57,21,14,78,16,52,15,52,42,34,57,30,54,21,51,37,41,37,57,18,16,21,15,52,38,21,15,21,42,21,16,37,42,21,15,36,15,37,16,21,16,52,16,21,42,18,42,15,42,36,57,20,16,21,42,33,38,36,41,37,16,34,42,21,38,21,1.0
37,53,27,65,23,27,65,39,53,39,53,55,37,55,37,51,49,37,63,41,51,41,51,25,67,25,67,67,25,20,67,24,53,39,65,35,53,39,41,49,70,23,69,22,55,25,41,39,41,39,65,25,27,53,55,25,55,23,69,20,39,39,27,51,27,63,55,24,23,67,27,53,25,53,41,37,55,35,53,25,51,39,41,39,55,22,27,24,25,53,39,25,25,25,41,24,27,39,41,25,25,39,25,39,27,24,27,53,27,25,41,22,41,20,41,39,55,25,27,25,41,37,39,39,41,39,27,37,41,24,39,24,2.0
30,58,17,76,15,17,76,33,57,33,58,58,32,57,32,50,51,30,75,37,55,36,54,16,77,16,77,72,20,16,72,20,54,37,70,28,53,36,36,51,74,18,74,18,58,20,37,37,36,36,70,20,17,57,58,20,58,18,74,16,33,37,17,55,17,75,57,20,15,77,17,58,16,58,37,32,58,29,54,20,50,36,37,36,57,18,17,20,16,57,33,20,16,20,36,20,17,37,37,20,16,36,16,37,17,20,17,57,17,20,36,18,36,16,36,37,58,20,17,20,36,32,33,36,36,36,17,32,36,20,33,20,1.0
27,63,22,69,19,23,69,29,62,29,63,54,35,54,35,47,59,27,67,31,61,30,61,21,71,21,71,68,21,13,68,20,51,39,64,31,51,38,31,59,73,18,72,17,54,22,31,39,31,39,64,22,23,63,55,22,55,18,72,13,29,39,23,61,23,67,55,21,19,71,23,63,21,63,31,35,55,31,51,22,47,39,31,39,55,17,23,21,21,63,29,22,21,22,31,21,23,39,31,22,21,39,21,39,23,21,23,62,23,22,31,17,31,13,31,39,55,21,23,22,31,35,29,39,30,39,23,35,31,21,29,21,1.0
34,54,23,69,19,23,69,37,54,37,54,54,36,55,35,49,48,34,67,40,51,40,51,21,71,21,71,69,21,19,69,23,52,39,67,32,52,38,40,48,71,20,71,21,54,23,40,39,40,38,67,22,23,54,55,23,56,21,71,19,37,39,23,51,23,67,55,23,19,71,23,54,21,54,40,36,55,32,52,23,49,39,40,39,55,21,23,23,21,54,37,23,21,23,40,23,23,39,40,23,21,38,21,39,23,23,23,54,23,23,40,21,40,19,40,39,55,21,23,23,40,35,37,38,40,39,23,36,40,23,37,23,2.0
35,55,27,65,23,27,65,37,55,37,55,54,37,54,37,48,51,35,63,39,53,39,53,25,67,25,67,69,23,18,69,22,51,40,67,34,51,40,39,51,72,21,71,20,54,23,39,40,39,40,67,23,27,55,54,23,54,21,71,18,37,40,27,53,27,63,54,22,23,67,27,55,25,55,39,37,54,34,51,23,48,40,39,40,54,20,27,22,25,55,37,23,25,23,39,22,27,40,39,23,25,40,25,40,27,22,27,55,27,23,39,20,39,18,39,40,54,23,27,23,39,37,37,40,39,40,27,37,39,22,37,22,1.0
36,52,16,77,14,16,77,39,52,39,52,58,32,59,31,53,46,36,76,42,49,42,49,15,78,15,78,70,19,15,70,21,56,35,67,28,56,34,42,46,73,17,73,18,58,21,42,35,42,34,67,20,16,52,59,21,60,18,73,15,39,35,16,49,16,76,59,21,14,78,16,52,15,52,42,32,59,28,56,21,53,35,42,35,59,18,16,21,15,52,39,21,15,21,42,21,16,35,42,21,15,34,15,35,16,21,16,52,16,21,42,18,42,15,42,35,59,19,16,21,42,31,39,34,42,35,16,32,42,21,39,21,2.0
37,53,28,64,24,28,64,39,53,39,53,54,38,54,38,50,49,37,62,41,51,41,51,26,66,26,66,68,24,19,68,23,52,40,66,36,52,40,41,49,71,22,70,21,54,24,41,40,41,40,66,24,28,53,54,24,54,22,70,19,39,40,28,51,28,62,54,23,24,66,28,53,26,53,41,38,54,36,52,24,50,40,41,40,54,21,28,23,26,53,39,24,26,24,41,23,28,40,41,24,26,40,26,40,28,23,28,53,28,24,41,21,41,19,41,40,54,24,28,24,41,38,39,40,41,40,28,38,41,23,39,23,1.0
34,56,26,65,20,26,65,36,56,36,56,53,37,53,36,46,52,34,63,38,54,38,54,23,68,23,68,71,19,14,71,20,49,41,68,32,49,40,38,52,74,16,74,17,53,20,38,41,38,40,68,19,26,56,53,20,54,17,74,14,36,41,26,54,26,63,53,20,21,68,26,56,23,56,38,37,53,33,49,20,46,41,38,41,53,17,26,20,23,56,36,20,23,20,38,20,26,41,38,20,23,40,23,41,26,20,26,56,26,20,38,17,38,14,38,41,53,19,26,20,38,36,36,40,38,41,26,37,38,20,36,20,2.0
37,53,23,69,19,23,69,39,53,39,53,55,37,55,37,51,49,37,67,41,51,41,51,21,71,21,71,68,23,16,68,22,53,39,65,35,53,39,41,49,72,20,71,19,55,23,41,39,41,39,65,23,23,53,55,23,55,20,71,16,39,39,23,51,23,67,55,22,19,71,23,53,21,53,41,37,55,35,53,23,51,39,41,39,55,19,23,22,21,53,39,23,21,23,41,22,23,39,41,23,21,39,21,39,23,22,23,53,23,23,41,19,41,16,41,39,55,23,23,23,41,37,39,39,41,39,23,37,41,22,39,22,2.0
35,55,27,65,23,27,65,37,55,37,55,56,36,56,36,52,51,35,63,39,53,39,53,25,67,25,67,69,23,18,69,22,54,38,67,34,54,38,39,51,72,21,71,20,56,23,39,38,39,38,67,23,27,55,56,23,56,21,71,18,37,38,27,53,27,63,56,22,23,67,27,55,25,55,39,36,56,34,54,23,52,38,39,38,56,20,27,22,25,55,37,23,25,23,39,22,27,38,39,23,25,38,25,38,27,22,27,55,27,23,39,20,39,18,39,38,56,23,27,23,39,36,37,38,39,38,27,36,39,22,37,22,1.0
28,60,19,73,18,20,73,31,59,31,60,54,36,54,36,46,54,28,72,34,57,33,57,19,74,19,74,73,18,12,73,18,50,40,70,32,50,39,34,54,76,15,76,15,54,18,34,40,34,40,70,18,20,60,54,18,54,15,76,12,31,40,20,57,20,72,54,18,18,74,20,60,19,60,34,36,54,32,50,18,46,40,34,40,54,15,20,18,19,60,31,18,19,18,34,18,20,40,34,18,19,40,19,40,20,18,20,59,20,18,34,15,34,12,34,40,54,18,20,18,34,36,31,40,33,40,20,36,34,18,31,18,2.0
35,55,24,66,17,24,66,37,55,37,55,56,35,56,35,50,51,35,63,39,53,39,53,20,70,20,70,73,19,15,73,19,53,38,71,32,53,38,39,51,75,17,75,17,56,19,39,38,39,38,71,19,24,55,56,19,56,17,75,15,37,38,24,53,24,64,56,19,18,70,24,55,20,55,39,35,56,32,53,19,50,38,39,38,56,17,24,19,20,55,37,19,20,19,39,19,24,38,39,19,20,38,20,38,24,19,24,55,24,19,39,17,39,15,39,38,56,19,24,19,39,35,37,38,39,38,24,35,39,19,37,19,1.0
37,52,24,66,18,23,67,39,53,39,51,53,38,53,38,48,49,37,63,41,50,41,51,21,69,21,70,68,24,20,68,24,50,41,66,35,50,41,41,49,70,22,70,22,53,24,41,41,41,41,66,24,24,53,53,24,53,22,70,20,39,41,25,51,24,63,53,24,18,70,24,53,21,53,41,38,53,36,50,24,48,41,41,41,53,22,24,24,21,53,39,24,21,24,41,24,24,41,41,24,21,41,21,41,24,24,24,53,24,24,41,22,41,20,41,41,53,24,24,24,41,38,39,41,41,41,25,38,41,24,39,24,1.0
38,52,26,66,22,26,66,40,52,40,52,55,37,55,37,51,48,38,64,42,50,42,50,24,68,24,68,67,25,20,67,24,53,39,65,35,53,39,42,48,70,23,69,22,55,25,42,39,42,39,65,25,26,52,55,25,55,23,69,20,40,39,26,50,26,64,55,24,22,68,26,52,24,52,42,37,55,35,53,25,51,39,42,39,55,22,26,24,24,52,40,25,24,25,42,24,26,39,42,25,24,39,24,39,26,24,26,52,26,25,42,22,42,20,42,39,55,25,26,25,42,37,40,39,42,39,26,37,42,24,40,24,1.0
32,57,15,77,13,16,78,34,57,35,58,58,33,58,33,52,53,32,76,37,55,36,55,14,78,14,79,70,21,16,70,21,55,36,67,30,55,36,37,53,73,18,73,18,58,21,37,36,36,36,68,21,15,57,58,21,58,18,73,16,35,36,16,55,15,76,58,21,13,79,16,58,14,58,37,33,58,30,55,21,52,36,37,36,58,18,15,21,14,57,35,21,14,21,36,21,16,36,37,21,14,36,14,36,15,21,15,57,16,21,36,18,37,16,37,36,58,21,15,21,36,33,34,36,36,36,16,33,36,21,34,21,2.0
32,57,17,76,15,17,76,34,56,35,58,55,36,54,36,48,52,32,75,37,55,36,54,16,77,16,77,73,18,12,73,18,52,39,71,33,51,39,37,52,76,15,76,15,55,18,38,40,36,39,71,18,17,56,55,18,55,15,76,13,35,40,17,55,17,75,54,18,15,77,17,58,16,58,38,36,55,33,52,18,48,39,37,39,54,15,17,18,16,56,35,18,16,18,36,18,17,40,38,18,16,39,16,40,17,18,17,56,17,18,36,15,37,13,37,39,55,18,17,18,36,36,34,39,36,39,17,36,36,18,34,18,2.0
35,53,20,71,14,20,71,38,53,38,53,59,32,59,32,53,47,35,68,41,50,40,50,17,74,17,74,70,21,15,70,21,56,35,67,29,56,34,41,47,73,18,73,18,59,21,41,35,41,35,67,21,20,53,59,21,59,18,73,15,38,35,20,50,20,68,59,21,14,74,20,53,17,53,41,32,59,29,56,21,53,35,41,35,59,18,20,21,17,53,38,21,17,21,41,21,20,35,41,21,17,35,17,35,20,21,20,53,20,21,41,18,41,15,41,35,59,21,20,21,41,32,38,35,40,35,20,32,41,21,38,21,1.0
38,52,27,65,23,27,65,40,52,40,52,55,37,55,37,51,48,38,63,42,50,42,50,25,67,25,67,70,22,18,70,22,53,39,68,35,53,39,42,48,72,20,72,20,55,22,42,39,42,39,68,22,27,52,55,22,55,20,72,18,40,39,27,50,27,63,55,22,23,67,27,52,25,52,42,37,55,35,53,22,51,39,42,39,55,20,27,22,25,52,40,22,25,22,42,22,27,39,42,22,25,39,25,39,27,22,27,52,27,22,42,20,42,18,42,39,55,22,27,22,42,37,40,39,42,39,27,37,42,22,40,22,2.0
29,59,23,69,19,23,69,32,59,32,59,48,43,48,43,42,53,29,67,35,56,35,56,21,71,21,71,76,15,10,76,14,45,46,73,40,45,46,35,53,80,12,79,11,48,15,35,46,35,46,75,15,23,59,48,15,48,12,79,10,32,46,23,56,23,67,48,14,19,71,23,59,21,59,35,43,48,40,45,15,42,46,35,46,48,11,23,14,21,59,32,15,21,15,35,14,23,46,35,15,21,46,21,46,23,14,23,59,23,15,35,11,35,10,35,46,48,15,23,15,35,43,32,46,35,46,23,43,35,14,32,14,2.0
