@relation 'Sax dominant'

@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbca numeric
@attribute o1atLbca numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute destClass {2,3,4,1}

@data
18,71,16,70,12,70,16,13,72,16,73,17,17,68,69,66,13,74,14,76,19,18,76,14,75,14,17,17,18,15,20,15,14,18,15,19,76,13,18,16,18,17,12,75,16,17,18,17,19,13,12,18,3
16,74,14,73,12,69,16,12,71,15,72,17,15,71,67,70,13,76,13,77,17,18,76,13,75,13,16,17,17,14,18,14,14,18,14,19,76,12,16,15,16,17,12,77,14,17,16,17,17,12,12,18,2
17,70,20,69,13,72,15,12,73,17,74,14,18,66,71,65,16,73,14,74,19,16,77,12,76,14,20,17,20,14,21,14,16,17,16,18,77,13,18,17,17,17,13,74,20,15,20,14,20,13,13,17,4
16,70,18,69,14,67,17,14,69,17,70,16,17,67,65,65,16,73,14,74,19,19,74,14,73,15,19,19,20,16,21,16,16,20,16,21,74,14,18,18,16,19,14,74,18,18,19,16,20,14,14,20,4
21,67,19,66,13,72,16,13,74,15,75,17,20,64,72,60,14,72,15,73,22,18,77,15,76,14,20,16,21,15,22,15,15,17,15,18,77,13,21,15,21,16,13,73,19,17,20,17,21,13,13,17,3
13,74,14,73,9,71,14,9,72,14,73,13,14,70,68,69,11,77,11,78,16,16,78,10,77,10,15,15,16,11,17,11,12,16,12,17,78,10,15,14,13,15,9,78,14,15,15,13,16,10,9,16,2
17,74,16,73,14,66,19,15,69,19,70,20,16,72,66,72,15,75,15,76,18,21,73,17,72,17,17,20,18,18,19,18,16,21,16,22,73,15,17,19,17,20,15,76,16,20,17,20,18,15,15,21,2
17,70,20,69,14,66,18,13,69,20,70,17,18,68,65,66,16,73,14,74,19,19,74,14,73,16,20,20,20,16,21,16,16,20,16,21,74,13,18,20,17,20,15,74,20,18,20,17,20,13,15,20,4
21,71,16,70,15,65,20,16,67,18,68,23,18,68,63,67,15,73,17,74,21,23,72,18,71,16,18,20,20,18,21,18,17,22,17,23,72,16,20,18,21,20,15,74,16,22,18,23,20,16,15,22,1
16,74,15,74,12,70,16,11,72,15,73,16,15,72,68,71,13,77,14,77,17,17,77,13,76,12,16,16,17,13,17,13,14,17,14,18,77,11,16,15,16,16,12,77,15,17,16,17,17,11,12,17,2
20,70,22,69,18,65,22,18,67,23,68,21,21,67,64,67,20,71,19,72,22,23,71,19,70,20,22,23,22,20,23,20,20,23,20,24,71,18,21,23,20,23,18,72,22,22,22,21,22,18,18,23,4
18,70,21,69,16,65,20,15,66,22,67,19,19,67,62,66,18,72,16,73,20,21,72,15,71,17,21,22,21,17,22,17,18,22,18,23,72,16,19,22,18,22,16,73,21,20,21,19,21,16,16,22,4
19,72,17,71,14,67,19,14,69,18,70,20,18,69,65,68,15,74,16,75,20,21,74,16,73,15,18,19,19,16,20,16,16,20,16,21,74,14,19,18,19,19,14,75,17,20,18,20,19,14,14,20,2
21,68,18,67,14,71,17,14,73,15,74,18,20,65,71,62,15,72,16,73,22,19,76,16,75,15,20,17,21,16,22,16,16,18,16,19,76,14,21,15,21,17,14,73,18,18,20,18,21,14,14,18,1
17,72,17,71,12,72,16,13,74,16,75,16,17,69,72,67,14,75,13,76,18,17,77,14,76,15,18,17,18,15,19,15,14,17,14,18,77,13,17,16,17,17,12,76,17,16,18,16,18,13,12,17,3
16,74,16,73,14,67,18,14,69,18,70,18,16,71,65,71,15,75,15,76,18,20,74,15,73,15,17,19,18,16,19,16,16,20,16,21,74,14,17,18,16,19,14,76,16,19,17,18,18,14,14,20,2
19,72,14,71,12,68,17,13,70,15,71,20,16,70,66,68,12,75,14,76,19,20,75,15,74,13,16,17,18,15,19,15,14,19,14,20,75,13,18,15,19,17,13,76,14,19,16,20,18,13,13,19,1
15,73,18,72,13,72,16,13,74,17,75,14,17,70,72,69,15,75,14,76,18,17,77,14,76,15,18,17,18,15,19,15,15,17,15,18,77,13,17,17,15,17,13,76,18,16,18,14,18,13,13,17,4
19,72,17,71,14,71,17,14,73,16,74,18,18,69,71,68,15,74,16,75,20,19,76,16,75,15,18,17,19,16,20,16,16,18,16,19,76,14,19,16,19,17,14,75,17,18,18,18,19,14,14,18,3
18,74,13,73,12,67,18,14,69,16,70,21,15,71,65,70,12,76,14,77,18,21,74,16,73,14,15,18,17,16,18,16,14,20,14,21,74,14,17,16,18,18,12,77,13,20,15,21,17,14,12,20,1
15,71,19,70,13,70,15,11,72,17,73,13,17,68,68,66,15,74,13,75,18,16,77,11,76,13,19,17,19,13,20,13,15,17,15,18,77,11,17,17,15,17,13,75,19,15,19,13,19,11,13,17,4
18,73,14,72,13,72,15,13,74,13,75,17,16,70,72,69,13,75,15,76,19,18,77,15,76,13,16,15,18,15,19,15,15,17,15,18,77,13,18,13,18,15,13,76,14,17,16,17,18,13,13,17,1
18,67,17,66,11,70,13,11,72,13,73,15,16,65,68,60,12,73,12,74,19,16,77,12,76,11,18,15,20,13,21,13,13,17,13,18,77,11,18,14,19,15,12,74,17,15,18,16,20,11,12,17,2
16,73,19,72,15,69,16,12,71,18,72,15,17,70,67,70,17,74,15,75,18,17,76,12,75,14,19,18,19,14,20,14,17,18,17,19,76,12,17,18,16,18,15,75,19,16,19,15,19,12,15,18,4
21,70,16,69,14,70,17,15,72,15,73,20,18,67,70,65,14,73,16,74,21,20,75,17,74,15,18,17,20,17,21,17,16,19,16,20,75,15,20,15,21,17,14,74,16,19,18,20,20,15,14,19,1
21,67,22,66,17,68,18,15,70,18,71,18,21,64,67,62,19,70,18,71,23,20,74,16,73,16,22,19,23,17,24,17,19,20,19,21,74,15,22,19,21,19,17,71,22,19,22,18,23,15,17,20,4
19,70,15,69,12,69,16,12,71,14,72,18,17,67,67,64,12,74,14,75,20,19,76,14,75,12,17,16,19,14,20,14,14,18,14,19,76,12,19,14,19,16,12,75,15,18,17,18,19,12,12,18,1
17,72,13,71,11,69,16,11,70,14,71,17,16,69,66,67,12,75,13,77,18,18,76,12,75,12,16,17,17,13,19,13,13,18,14,19,76,12,17,14,17,17,11,76,13,17,17,17,18,12,11,18,2
23,69,21,68,19,66,22,19,68,21,69,23,22,66,66,66,20,70,21,71,24,24,71,21,70,20,22,22,23,21,24,21,21,23,21,24,71,19,23,21,23,22,19,71,21,23,22,23,23,19,19,23,2
15,68,20,67,12,65,19,12,67,20,68,15,19,65,61,61,14,73,13,74,20,20,74,13,73,14,20,20,20,14,21,14,14,20,14,21,74,12,19,20,15,20,12,74,20,19,20,15,20,12,12,20,4
25,67,20,66,19,65,21,18,67,19,68,24,22,64,64,63,19,69,21,70,25,24,71,20,70,18,22,21,24,20,25,20,21,23,21,24,71,18,24,19,25,21,19,70,20,23,22,24,24,18,19,23,1
22,67,21,66,14,70,19,15,72,18,73,19,22,63,70,61,17,71,17,72,23,20,75,17,74,17,22,19,22,17,23,17,17,19,17,20,75,15,22,18,22,19,14,72,21,19,22,19,22,15,14,19,2
19,73,18,72,15,66,20,13,68,19,69,20,19,70,63,70,17,74,17,75,20,21,74,15,73,15,19,20,19,15,20,15,17,20,17,21,74,13,19,19,19,20,15,75,18,20,19,20,19,13,15,20,2
19,72,17,71,14,69,18,14,71,17,72,19,18,69,68,68,15,74,16,75,20,20,75,16,74,15,18,18,19,16,20,16,16,19,16,20,75,14,19,17,19,18,14,75,17,19,18,19,19,14,14,19,3
16,75,15,74,14,67,17,12,70,17,71,18,15,74,66,73,14,76,14,77,17,19,75,14,74,14,16,18,17,15,18,15,15,19,15,20,75,12,16,17,16,18,15,77,15,18,16,18,17,12,15,19,3
18,72,17,71,15,63,21,14,66,20,67,21,18,70,61,68,15,74,16,75,20,23,72,17,71,16,18,21,19,17,20,17,16,22,16,23,72,14,19,20,18,21,15,75,17,22,18,21,19,14,15,22,3
19,69,19,68,13,68,18,13,71,18,72,18,19,66,68,63,15,73,14,74,20,19,75,15,74,16,20,19,20,16,21,16,15,19,15,20,75,13,19,18,19,19,13,74,19,18,20,18,20,13,13,19,3
20,72,17,71,15,67,20,16,69,19,70,21,19,69,66,69,16,73,18,75,21,22,73,18,72,17,18,20,19,18,21,18,17,21,18,22,73,16,20,19,20,20,15,74,17,21,19,21,20,16,15,21,3
15,72,14,71,8,74,12,9,76,12,77,13,14,70,73,66,9,77,9,78,16,14,80,10,79,10,15,13,16,11,17,11,10,14,10,15,80,9,15,12,15,13,9,78,14,13,15,13,16,9,9,14,3
17,72,19,71,14,69,18,12,69,19,70,17,18,69,66,68,16,74,15,75,19,19,75,13,74,14,19,19,19,14,20,14,16,19,16,20,75,14,18,19,17,19,14,75,19,18,19,17,19,14,14,19,4
15,70,17,69,10,73,14,10,75,14,76,12,17,67,72,63,12,75,11,76,18,15,79,11,78,12,18,15,18,12,19,12,12,15,12,16,79,10,17,14,15,15,10,76,17,14,18,12,18,10,10,15,4
23,66,22,65,18,65,21,18,67,21,68,22,22,63,64,61,19,69,19,70,24,23,71,19,70,19,23,22,24,20,25,20,20,23,20,24,71,18,23,21,23,22,18,70,22,22,23,22,24,18,18,23,2
17,71,19,70,13,69,17,12,71,18,72,16,18,68,67,66,15,74,15,75,19,18,76,14,75,14,19,18,19,14,20,14,15,18,15,19,76,12,18,18,18,18,13,75,19,17,19,17,19,12,13,18,4
19,74,15,73,14,66,21,17,68,19,69,23,17,71,65,71,15,75,16,76,19,23,72,19,71,18,17,21,18,19,19,19,16,22,16,23,72,17,18,19,19,21,14,76,15,22,17,23,18,17,14,22,1
21,70,18,69,16,68,20,16,69,18,70,21,20,69,66,67,16,72,18,74,22,22,74,18,72,16,19,19,20,17,22,18,17,20,18,22,73,16,21,18,21,20,17,73,18,21,20,21,21,16,17,21,3
21,70,20,69,18,66,20,17,68,20,69,21,20,67,65,67,19,71,19,72,22,22,72,18,71,18,21,21,22,19,23,19,20,22,20,23,72,17,21,20,21,21,18,72,20,21,21,21,22,17,18,22,2
19,71,19,70,17,69,18,16,71,18,72,18,19,68,69,68,18,72,18,73,21,20,74,17,73,17,20,19,21,18,22,18,19,20,19,21,74,16,20,18,19,19,17,73,19,19,20,18,21,16,17,20,4
20,70,20,69,16,70,18,15,72,18,73,18,20,67,70,66,18,72,17,73,21,19,75,16,74,17,21,19,21,17,22,17,18,19,18,20,75,15,20,18,20,19,16,73,20,18,21,18,21,15,16,19,3
22,67,22,66,17,68,20,17,70,20,71,20,22,64,68,62,19,70,18,71,23,21,73,18,72,19,23,21,23,19,24,19,19,21,19,22,73,17,22,20,22,21,17,71,22,20,23,20,23,17,17,21,3
19,69,22,68,17,65,20,15,67,21,68,19,20,66,63,65,19,71,17,72,21,21,73,16,71,17,22,21,22,17,23,18,19,21,19,23,72,15,20,21,19,22,17,72,22,20,22,19,22,15,17,22,4
15,70,18,69,12,69,16,11,70,17,71,14,17,67,66,64,14,74,12,75,18,17,76,11,75,13,19,18,19,13,20,13,14,18,14,19,76,12,17,17,15,18,12,75,18,16,19,14,19,12,12,18,4
15,73,15,72,10,66,15,7,68,16,69,15,15,69,60,68,12,76,13,77,17,17,77,9,76,9,16,16,17,9,18,9,13,17,13,18,77,7,16,16,16,16,10,77,16,16,16,16,17,7,10,17,4
15,72,14,71,11,69,14,12,71,14,72,16,14,69,67,67,12,75,12,77,17,17,76,13,75,12,15,16,17,14,19,14,13,18,14,19,76,12,16,15,16,16,11,76,14,16,16,16,18,12,11,18,3
17,71,18,71,14,66,19,15,68,19,69,19,17,68,64,68,16,74,15,74,19,20,73,16,72,16,19,20,20,17,20,17,17,21,17,22,73,15,18,19,17,20,14,74,18,20,19,19,20,15,14,21,2
18,69,21,68,15,69,17,14,71,19,72,16,19,67,68,65,17,72,15,73,20,18,75,14,74,16,21,19,21,16,22,16,17,19,17,20,75,14,19,19,18,19,16,73,21,17,21,16,21,14,16,19,4
18,72,16,71,14,65,21,15,67,18,68,21,18,69,63,68,15,74,16,75,20,23,73,18,71,16,18,20,19,17,20,18,16,21,16,23,72,15,19,18,18,21,14,75,16,22,18,21,19,15,14,22,1
18,71,15,70,13,69,16,14,71,15,72,19,16,68,68,66,13,74,14,75,19,19,75,16,74,14,17,17,19,16,20,16,15,19,15,20,75,14,18,15,19,17,13,75,15,18,17,19,19,14,13,19,1
20,73,15,72,15,67,19,16,69,17,70,22,17,70,66,70,15,74,17,75,20,22,73,18,72,16,17,19,19,18,20,18,17,21,17,22,73,16,19,17,20,19,15,75,15,21,17,22,19,16,15,21,1
18,71,20,70,14,68,18,13,70,19,71,17,19,67,66,67,17,73,16,74,20,19,75,14,74,15,20,19,20,15,21,15,17,19,17,20,75,13,19,19,18,19,14,74,20,18,20,17,20,13,14,19,4
19,72,18,71,16,71,18,18,72,18,73,19,18,69,71,69,17,73,17,74,20,20,74,18,73,18,19,19,20,19,21,19,18,20,18,21,74,18,19,18,19,19,16,74,18,19,19,19,20,18,16,20,2
22,68,19,67,16,62,22,17,64,21,65,24,20,66,59,64,17,71,18,72,22,24,70,19,69,18,21,23,22,19,23,19,18,24,18,25,70,17,21,21,23,23,17,72,19,23,21,25,22,17,17,24,1
16,70,19,69,12,72,14,10,73,16,74,13,17,67,70,64,14,74,12,75,18,15,78,10,77,12,19,16,19,12,20,12,14,16,14,17,78,11,17,16,16,16,12,75,19,14,19,13,19,11,12,16,4
18,72,18,71,16,65,21,18,66,21,66,22,18,69,62,69,17,73,17,74,19,23,71,19,70,18,19,22,20,19,21,20,18,23,18,24,70,18,19,21,19,23,16,74,18,22,19,22,20,18,16,24,3
17,73,19,72,15,70,17,13,72,18,73,16,18,70,69,70,17,74,16,75,19,18,76,14,75,15,19,18,19,15,20,15,17,18,17,19,76,13,18,18,17,18,15,75,19,17,19,16,19,13,15,18,4
19,72,18,71,16,69,17,14,71,17,72,18,18,69,68,69,17,73,17,74,20,19,75,15,74,15,19,18,20,16,21,16,18,19,18,20,75,14,19,17,19,18,16,74,18,18,19,18,20,14,16,19,3
17,75,15,74,13,68,18,13,70,17,71,19,16,72,66,72,14,76,15,77,18,20,75,15,74,14,16,18,17,15,18,15,15,19,15,20,75,13,17,17,17,18,13,77,15,19,16,19,17,13,13,19,2
17,74,16,73,12,68,19,12,70,18,71,19,17,71,67,70,14,76,14,77,18,20,75,15,74,15,17,19,17,15,18,15,14,19,14,20,75,13,17,18,17,19,12,77,16,19,17,19,17,13,12,19,2
19,74,14,73,14,70,17,15,72,15,73,20,16,71,70,71,14,75,16,76,19,20,75,17,74,15,16,17,18,17,19,17,16,19,16,20,75,15,18,15,19,17,14,76,14,19,16,20,18,15,14,19,1
20,70,16,69,14,66,19,15,68,17,69,21,18,67,64,65,14,73,16,74,21,22,73,17,72,15,18,19,20,17,21,17,16,21,16,22,73,15,20,17,20,19,14,74,16,21,18,21,20,15,14,21,1
21,65,22,64,17,62,21,16,63,23,64,21,21,62,58,59,18,69,17,70,23,23,70,16,69,18,23,23,24,18,25,18,19,24,19,25,70,17,22,23,21,23,17,70,23,22,23,21,24,17,17,24,4
19,68,20,67,14,66,19,14,68,20,68,19,20,65,63,62,16,72,15,73,20,20,73,15,73,16,21,21,21,16,22,16,16,21,16,21,73,14,20,20,20,21,14,73,20,19,21,19,21,14,14,21,2
17,70,21,69,16,66,19,16,68,22,68,18,19,67,64,66,18,72,16,73,19,20,72,16,72,18,21,22,21,18,22,18,18,22,18,22,72,16,19,22,18,22,16,73,21,19,21,18,21,16,16,22,4
17,70,18,69,14,73,13,12,75,14,76,13,17,67,73,65,15,73,14,74,19,15,78,12,77,13,19,15,20,14,21,14,16,16,16,17,78,12,18,14,17,15,14,74,18,14,19,13,20,12,14,16,4
19,72,14,71,10,69,16,12,71,14,72,19,16,67,67,67,12,75,14,76,19,19,76,14,75,12,16,16,18,14,19,14,14,18,14,19,76,12,18,14,19,16,10,76,14,18,16,19,18,12,10,18,1
22,67,17,66,12,65,19,14,67,17,68,22,19,63,62,60,13,72,15,73,22,22,73,16,72,14,19,19,21,16,22,16,15,21,15,22,73,14,21,17,22,19,12,73,17,21,19,22,21,14,12,21,1
15,74,18,73,14,68,17,13,70,19,71,16,16,71,66,71,16,75,14,76,17,18,75,13,74,15,18,19,18,15,19,15,16,19,16,20,75,13,16,19,15,19,14,76,18,17,18,16,18,13,14,19,4
19,67,18,66,12,71,16,14,73,15,74,16,19,63,71,60,14,72,14,73,21,18,76,15,75,15,20,17,21,16,22,16,15,18,15,19,76,14,20,15,19,17,12,73,18,17,20,16,21,14,12,18,1
16,74,15,73,11,68,17,13,70,17,71,18,15,70,66,70,13,76,13,77,17,19,75,14,74,14,16,18,17,15,18,15,14,19,14,20,75,13,16,17,16,18,11,77,15,18,16,18,17,13,11,19,2
18,71,17,70,13,69,17,14,71,16,72,18,17,68,68,66,15,74,14,75,19,19,75,15,74,15,18,18,19,16,20,16,15,19,15,20,75,14,18,17,18,18,13,75,17,18,18,18,19,14,13,19,3
15,77,10,76,9,69,15,9,70,13,71,18,12,75,65,74,9,79,11,80,15,18,77,11,76,9,12,15,14,11,15,11,11,17,11,18,77,10,14,13,15,15,10,80,10,17,12,18,14,10,10,17,1
17,72,16,71,12,67,17,12,69,17,70,18,16,69,64,67,14,75,13,76,18,19,75,13,74,14,17,18,18,14,19,14,14,19,14,20,75,12,17,18,17,18,12,76,17,18,17,18,18,12,12,19,3
22,67,22,66,19,63,23,20,65,23,66,23,22,64,62,63,20,69,20,70,24,25,69,21,68,21,23,24,24,22,25,22,21,25,21,26,69,20,23,23,22,24,19,70,22,24,23,23,24,20,19,25,2
15,73,16,72,10,69,16,10,71,16,72,15,16,69,66,68,13,76,12,77,17,17,77,11,76,12,17,17,17,12,18,12,13,17,13,18,77,10,16,16,15,17,10,77,16,16,17,15,17,10,10,17,4
20,69,18,68,13,69,17,12,71,16,72,18,19,67,67,64,14,73,15,74,21,19,76,14,75,13,19,17,20,14,21,14,15,18,15,19,76,12,20,16,20,17,14,74,18,18,19,18,20,12,14,18,3
15,72,17,71,14,70,13,11,72,15,73,13,15,69,68,68,15,74,14,75,17,15,77,11,76,12,18,16,19,13,20,13,16,17,16,18,77,11,16,15,16,16,14,75,17,14,18,14,19,11,14,17,3
23,69,18,68,17,69,18,16,71,16,72,21,20,66,69,65,17,71,19,72,23,21,74,18,73,16,20,18,22,18,23,18,19,20,19,21,74,16,22,16,23,18,17,72,18,20,20,21,22,16,17,20,1
22,69,20,68,17,69,20,18,70,19,71,21,21,66,68,65,18,71,19,72,23,22,73,19,72,18,21,20,22,19,23,19,19,21,19,22,73,18,22,19,22,20,17,72,20,21,21,21,22,18,17,21,2
19,70,16,69,14,66,18,15,68,17,69,19,17,67,64,65,14,73,16,74,20,21,73,16,72,15,18,19,20,17,21,17,16,21,16,22,73,15,19,17,19,19,14,74,16,20,18,20,20,15,14,21,1
21,69,19,68,15,67,19,14,69,18,70,20,20,67,65,65,16,72,17,73,22,21,74,16,73,15,20,19,21,16,22,16,17,20,17,21,74,14,21,18,21,19,16,73,19,20,20,20,21,14,16,20,2
17,73,14,72,11,67,17,11,69,16,70,19,15,70,65,68,12,76,13,77,17,19,75,14,74,13,16,18,17,14,18,14,13,19,13,20,75,12,16,16,18,18,11,77,14,18,16,20,17,12,11,19,1
23,70,18,69,18,67,20,18,69,18,70,23,20,67,67,67,18,71,20,72,23,23,72,20,71,18,20,20,22,20,23,20,20,22,20,23,72,18,22,18,23,20,18,72,18,22,20,23,22,18,18,22,1
15,73,14,72,9,70,15,9,70,15,71,16,14,70,66,67,10,77,10,78,16,17,77,10,76,10,15,16,16,11,17,11,11,17,11,18,77,11,15,15,15,16,9,78,14,16,15,16,16,11,9,17,3
18,70,18,69,12,69,17,12,71,17,72,16,19,66,67,65,15,73,15,75,20,18,76,13,75,14,19,18,19,14,21,14,15,18,16,19,76,12,19,17,18,18,12,74,18,17,20,16,20,12,12,18,2
18,72,19,71,16,67,20,16,69,20,70,19,19,69,66,69,18,73,17,74,20,21,73,17,72,18,20,21,20,18,21,18,18,21,18,22,73,16,19,20,18,21,16,74,19,20,20,19,20,16,16,21,4
17,72,19,71,14,72,17,14,73,17,74,16,18,69,71,68,16,74,15,75,19,18,77,15,75,15,19,17,19,15,20,16,16,17,16,19,76,14,18,17,17,18,14,75,19,17,19,16,19,14,14,18,4
20,69,19,68,13,72,17,13,74,16,75,17,20,67,72,64,15,73,15,74,21,18,77,15,76,15,20,17,20,15,21,15,15,17,15,18,77,13,20,16,20,17,14,74,19,17,20,17,20,13,14,17,2
22,69,18,68,16,68,19,17,70,17,71,21,20,65,68,65,17,71,19,72,23,22,73,19,72,17,20,19,22,19,23,19,19,21,19,22,73,17,22,17,22,19,16,72,18,21,20,21,22,17,16,21,1
21,70,19,69,16,68,19,15,70,18,71,20,20,67,67,66,17,72,18,73,22,21,74,17,73,16,20,19,21,17,22,17,18,20,18,21,74,15,21,18,21,19,16,73,19,20,20,20,21,15,16,20,2
16,71,17,70,13,67,18,14,69,19,70,17,17,68,65,66,14,74,14,75,19,20,74,15,73,16,18,19,19,16,20,16,15,20,15,21,74,14,18,19,16,19,13,75,18,19,18,17,19,14,13,20,4
19,72,19,71,16,70,18,15,72,18,73,18,19,69,70,69,18,73,17,74,20,19,75,16,74,17,20,19,20,17,21,17,18,19,18,20,75,15,19,18,19,19,16,74,19,18,20,18,20,15,16,19,3
16,74,14,73,12,70,15,11,72,14,73,16,15,71,68,70,13,76,14,77,18,18,77,13,76,12,15,15,17,13,18,13,14,17,14,18,77,11,17,15,16,15,12,77,15,17,15,16,17,11,12,17,2
14,79,11,78,9,71,16,10,73,14,74,17,13,76,69,76,11,80,11,81,14,17,78,12,77,12,13,16,13,12,14,12,11,16,11,17,78,10,13,14,14,16,9,81,11,16,13,17,13,10,9,16,1
17,73,16,72,13,66,19,15,68,19,69,20,16,70,64,69,14,75,14,76,18,21,73,16,72,16,17,20,18,17,19,17,15,21,15,22,73,15,17,19,17,20,13,76,16,20,17,20,18,15,13,21,2
18,67,17,66,9,70,15,11,72,15,73,16,17,65,68,59,10,74,10,75,19,17,77,12,76,12,18,16,19,13,20,13,11,17,11,18,77,11,18,15,18,16,10,75,17,16,18,16,19,11,10,17,3
19,71,16,70,15,69,17,14,71,15,72,18,18,68,68,67,15,73,17,74,21,20,75,16,74,14,18,17,20,16,21,16,17,19,17,20,75,14,20,15,19,17,15,74,16,19,18,18,20,14,15,19,1
20,69,18,68,13,69,17,12,71,16,72,18,19,66,67,63,14,73,15,74,21,19,76,14,75,13,19,17,20,14,21,14,15,18,15,19,76,12,20,16,20,17,13,74,18,18,19,18,20,12,13,18,3
23,66,22,65,18,68,19,17,70,19,71,20,22,63,68,61,19,69,19,70,24,21,73,18,72,18,23,20,24,19,25,19,20,21,20,22,73,17,23,19,23,20,18,70,22,20,23,20,24,17,18,21,2
17,71,18,70,13,63,20,12,66,20,67,19,18,68,60,66,15,74,14,75,19,21,73,14,72,15,19,21,19,15,20,15,15,21,15,22,73,12,18,20,17,21,13,75,18,20,19,19,19,12,13,21,2
14,72,12,71,8,67,13,8,70,13,71,14,12,69,64,65,9,77,9,78,15,16,77,9,76,10,14,15,16,11,17,11,10,17,10,18,77,8,14,14,14,15,8,78,13,15,14,15,16,8,8,17,3
19,69,18,68,12,69,16,12,71,16,72,17,18,67,67,65,14,73,14,74,20,18,76,13,75,13,19,17,20,14,21,14,15,18,15,19,76,12,19,16,19,17,14,74,18,17,19,17,20,12,14,18,2
18,71,17,70,13,72,16,14,73,16,74,17,17,68,72,66,14,74,14,75,19,18,76,15,75,15,18,17,19,16,20,16,15,18,15,19,76,15,18,16,18,17,13,75,17,17,18,17,19,15,13,18,3
17,73,15,72,11,75,13,10,77,12,78,14,16,70,75,68,12,76,13,77,18,15,80,12,79,11,16,13,17,12,18,12,13,14,13,15,80,10,17,12,17,13,11,77,15,14,16,14,17,10,11,14,2
23,68,23,67,20,66,22,19,68,22,69,22,23,65,66,65,22,69,21,70,24,23,71,20,70,21,24,23,24,21,25,21,22,23,22,24,71,19,23,22,23,23,20,70,23,22,24,22,24,19,20,23,2
21,68,20,67,16,67,20,17,68,20,69,21,20,65,66,63,17,71,17,72,22,22,72,18,71,18,21,21,22,19,23,19,18,22,18,23,72,18,21,20,21,21,16,72,20,21,21,21,22,18,16,22,2
18,74,18,73,17,69,18,14,71,18,72,18,18,72,68,72,18,74,17,75,19,19,75,15,74,16,19,19,19,16,20,16,18,19,18,20,75,14,18,18,18,19,17,75,18,18,19,18,19,14,17,19,3
15,72,13,71,9,65,16,8,68,16,69,16,15,69,61,66,10,76,12,78,18,19,76,11,75,11,14,16,16,11,18,11,11,18,12,19,76,8,17,17,15,16,9,77,15,18,15,16,17,8,9,18,4
16,74,16,73,12,67,18,12,69,18,70,18,16,71,64,70,14,76,13,77,17,19,75,13,74,14,17,19,17,14,18,14,14,19,14,20,75,12,16,18,16,19,12,77,16,18,17,18,17,12,12,19,2
18,72,15,71,12,65,19,12,68,17,69,20,17,69,63,67,13,75,14,76,19,21,74,15,73,14,17,19,18,15,19,15,14,20,14,21,74,12,18,17,18,19,12,76,15,20,17,20,18,12,12,20,1
15,70,15,69,9,66,15,8,68,14,68,15,16,66,60,63,12,75,11,76,17,17,76,9,76,9,17,17,18,10,19,10,12,18,12,18,76,8,17,15,16,17,9,76,15,16,17,15,18,8,9,18,4
19,69,19,68,15,66,18,15,68,19,69,18,18,66,64,64,16,72,16,73,20,20,73,15,72,16,20,20,21,17,22,17,17,21,17,22,73,15,19,19,19,20,15,73,19,19,20,19,21,15,15,21,3
19,72,16,71,14,68,18,14,70,17,70,19,18,69,66,68,15,74,16,75,19,20,74,15,74,15,18,19,19,16,20,16,16,20,16,20,74,14,19,17,19,19,14,75,16,19,18,19,19,14,14,20,1
15,75,13,74,11,70,15,11,72,14,73,16,14,72,68,71,12,77,12,78,16,17,77,12,76,12,15,16,16,13,17,13,13,17,13,18,77,11,15,14,15,16,11,78,13,16,15,16,16,11,11,17,2
19,70,16,69,14,66,18,14,67,17,68,21,17,67,63,65,14,73,15,74,20,21,73,16,72,14,18,19,20,16,21,16,16,21,16,22,73,15,19,17,20,19,14,74,16,20,18,21,20,15,14,21,1
14,74,16,73,12,71,15,12,73,16,74,14,15,71,70,70,14,76,12,77,16,16,77,12,76,14,17,17,17,14,18,14,14,17,14,18,77,12,15,16,14,17,12,77,16,15,17,14,17,12,12,17,4
