@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atLkk numeric
@attribute o1atMaa numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMbj numeric
@attribute o1atLbj numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMbi numeric
@attribute o1atLbi numeric
@attribute o1atMib numeric
@attribute o1atLib numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMdj numeric
@attribute o1atLdj numeric
@attribute o1atMkd numeric
@attribute o1atLkd numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMkf numeric
@attribute o1atLkf numeric
@attribute o1atMcj numeric
@attribute o1atLcj numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute destClass {1.0,2.0}

@data
31,65,63,36,44,52,86,14,18,80,33,61,46,49,88,7,20,75,66,28,27,61,34,61,46,49,87,7,66,29,20,75,39,58,24,73,53,47,76,26,6,11,27,68,55,39,41,53,78,17,13,82,27,61,41,49,56,29,41,39,27,68,56,39,41,54,78,16,13,82,46,29,46,39,41,49,46,39,79,8,34,54,66,17,46,17,27,54,41,29,56,17,34,49,56,8,66,8,56,29,34,54,20,61,20,68,20,54,66,16,27,49,34,39,20,68,41,39,27,8,46,16,27,54,20,17,34,49,56,16,34,29,56,7,27,39,46,29,20,29,20,29,34,8,20,61,41,16,13,75,34,17,34,7,78,7,46,7,27,17,20,39,66,7,34,39,41,17,34,29,1.0
36,58,58,38,46,50,82,19,25,84,37,56,49,46,84,11,27,68,61,34,34,56,38,56,48,46,84,11,61,34,27,68,40,54,32,66,53,44,72,31,9,7,34,61,55,40,42,51,74,21,9,86,34,57,43,46,55,34,43,40,34,60,55,40,42,52,74,21,9,86,49,34,48,40,42,46,49,40,74,11,38,52,61,21,49,21,35,53,43,34,55,21,39,47,55,11,61,11,55,34,38,52,27,57,27,61,27,53,61,21,35,47,39,40,27,60,42,40,35,11,48,21,34,52,27,21,38,46,55,21,39,34,55,11,35,40,48,34,27,34,27,34,39,11,27,56,42,21,9,68,39,21,38,11,74,11,48,11,35,21,27,40,61,11,38,40,43,21,38,34,1.0
30,68,69,29,43,52,84,16,14,85,33,62,47,47,86,9,16,79,71,24,25,62,33,62,47,46,86,9,71,23,16,79,36,59,23,77,59,43,74,21,7,8,25,70,63,32,39,56,77,18,9,86,25,62,39,48,63,24,40,33,25,70,62,32,38,55,76,18,9,86,48,24,47,32,39,47,48,32,77,9,33,55,72,19,48,19,25,56,40,24,63,19,33,48,63,9,72,9,62,23,33,56,16,62,16,70,16,56,71,18,25,48,33,33,16,70,39,32,25,9,47,18,25,55,16,19,33,47,62,18,33,24,62,9,25,33,47,23,16,24,16,23,33,9,16,62,39,18,9,79,33,19,33,9,76,9,47,9,25,19,16,33,71,9,33,32,40,19,33,23,1.0
39,58,62,36,50,47,85,21,20,87,41,54,52,43,88,7,23,72,64,31,35,54,41,54,52,43,87,7,64,31,23,72,44,52,33,69,55,41,69,29,5,4,35,60,57,38,46,49,71,24,6,89,35,54,46,43,57,31,46,38,35,60,57,38,46,49,71,23,6,89,52,31,52,38,46,43,52,38,72,8,41,49,64,24,52,24,35,49,46,31,57,24,41,43,57,8,64,8,57,31,41,49,23,54,23,60,23,49,64,23,35,43,41,38,23,60,46,38,35,8,52,23,35,49,23,24,41,43,57,23,41,31,57,7,35,38,52,31,23,31,23,31,41,8,23,54,46,23,6,72,41,24,41,7,71,7,52,7,35,24,23,38,64,7,41,38,46,24,41,31,2.0
33,61,63,35,46,52,87,16,20,87,35,59,49,46,88,7,23,72,65,28,31,60,35,60,49,45,88,7,66,28,23,72,39,58,28,69,53,42,72,25,6,6,30,64,56,38,41,54,76,18,7,88,31,60,41,46,56,28,41,39,31,64,56,38,41,54,75,19,7,88,49,29,49,38,41,45,49,39,76,7,35,54,67,19,50,20,31,54,41,29,57,19,35,46,57,7,67,7,56,28,35,54,23,60,23,64,23,54,66,19,31,46,35,39,23,64,41,38,31,7,49,19,31,54,23,20,35,45,56,19,35,29,56,7,31,39,49,28,23,29,23,28,35,7,23,60,41,19,7,72,35,20,35,7,75,7,49,7,31,20,23,39,66,7,35,38,41,20,35,28,2.0
33,68,62,31,52,42,81,17,14,84,37,58,54,40,84,11,15,80,65,28,24,58,37,58,55,38,83,11,65,29,15,80,47,54,21,79,57,37,71,26,9,9,24,71,59,34,50,45,74,20,10,85,24,58,50,40,60,30,50,35,24,71,60,34,48,45,74,20,10,85,55,30,55,34,50,40,55,35,75,12,37,45,66,20,55,21,24,45,50,30,61,21,37,40,61,12,66,12,60,29,37,45,15,58,15,71,15,45,65,20,24,40,37,35,15,71,50,34,24,12,55,20,24,45,15,21,37,40,60,20,37,30,60,11,24,35,55,29,15,30,15,29,37,12,15,58,50,20,10,80,37,21,37,11,74,11,55,11,24,21,15,35,65,11,37,34,50,21,37,29,1.0
33,62,64,32,44,53,83,15,20,84,35,60,47,47,86,9,23,72,67,26,31,60,35,60,47,47,85,9,68,26,23,72,38,58,29,69,53,43,73,22,7,7,31,64,57,36,40,55,76,17,9,86,31,60,40,47,57,26,40,37,31,64,58,36,40,55,76,18,9,86,47,27,48,37,40,47,47,37,77,9,35,55,68,18,48,19,31,55,40,27,58,18,35,47,58,10,69,10,58,26,35,55,23,60,23,64,23,55,68,18,31,47,35,37,23,64,40,37,31,10,48,18,31,55,23,19,35,47,58,18,35,27,58,9,31,37,48,26,23,27,23,26,35,10,23,60,40,18,9,72,35,19,35,9,76,9,48,9,31,19,23,37,68,9,35,37,40,19,35,26,1.0
33,62,65,31,52,46,82,16,17,85,36,59,55,40,85,11,20,75,68,27,30,59,36,59,55,40,84,10,68,27,20,75,43,56,27,72,58,37,75,24,8,6,30,65,61,34,46,49,77,18,8,87,30,59,46,40,61,27,46,34,30,65,61,34,46,49,77,18,8,87,55,27,55,34,46,40,55,34,77,11,36,49,68,18,55,18,30,49,46,27,61,18,36,40,61,11,68,11,61,27,36,49,20,59,20,65,20,49,68,18,30,40,36,34,20,65,46,34,30,11,55,18,30,49,20,18,36,40,61,18,36,27,61,10,30,34,55,27,20,27,20,27,36,11,20,59,46,18,8,75,36,18,36,10,77,10,55,10,30,18,20,34,68,10,36,34,46,18,36,27,1.0
34,77,71,24,52,43,85,15,13,84,37,58,56,38,86,9,14,81,72,21,17,58,37,58,56,39,86,9,73,20,14,81,44,55,16,80,64,35,75,19,8,9,17,78,67,28,47,47,78,16,10,85,17,58,48,39,67,22,48,28,17,78,66,27,48,47,77,17,10,85,56,22,56,27,48,39,56,28,78,9,37,47,74,17,56,18,17,47,48,22,68,18,37,39,68,9,74,9,67,21,37,47,14,58,14,78,14,47,73,17,17,39,37,28,14,78,48,27,17,9,56,17,17,47,14,18,37,39,67,17,37,22,67,9,17,28,56,21,14,22,14,21,37,9,14,58,48,17,10,81,37,18,37,9,77,9,56,9,17,18,14,28,73,9,37,27,48,18,37,21,2.0
35,61,63,36,47,50,82,20,22,82,37,58,50,45,85,10,24,71,65,30,32,58,37,58,50,45,84,10,65,29,24,71,41,56,30,69,55,42,70,27,8,9,32,63,57,38,43,52,72,22,11,84,32,58,43,45,57,30,43,38,32,63,57,38,43,52,72,22,11,84,50,30,50,38,43,45,50,38,73,10,37,52,65,23,50,23,32,52,43,30,57,23,37,45,57,11,66,11,57,29,37,52,24,58,24,63,24,52,65,22,32,45,37,38,24,63,43,38,32,11,50,22,32,52,24,23,37,45,57,22,37,30,57,10,32,38,50,29,24,30,24,29,37,11,24,58,43,22,11,71,37,23,37,10,72,10,50,10,32,23,24,38,65,10,37,38,43,23,37,29,2.0
37,60,61,36,48,48,86,21,24,83,39,56,50,45,89,6,26,69,63,32,33,56,39,56,50,45,88,6,63,32,26,69,43,54,31,67,55,43,69,30,4,6,33,62,57,38,45,50,71,24,9,86,33,56,45,45,57,32,45,38,33,62,57,38,45,50,71,23,9,86,50,32,50,38,45,45,50,38,72,7,39,50,63,24,50,24,33,50,45,32,57,24,39,45,57,7,63,7,57,32,39,50,26,56,26,62,26,50,63,23,33,45,39,38,26,62,45,38,33,7,50,23,33,50,26,24,39,45,57,23,39,32,57,6,33,38,50,32,26,32,26,32,39,7,26,56,45,23,9,69,39,24,39,6,71,6,50,6,33,24,26,38,63,6,39,38,45,24,39,32,1.0
31,64,65,34,46,53,86,16,20,86,33,62,49,46,87,8,22,73,67,26,29,62,33,62,49,45,87,8,68,26,22,73,36,60,27,71,54,42,74,23,7,7,29,66,57,37,39,56,77,17,8,87,29,62,39,46,57,26,39,38,29,66,57,37,39,56,76,18,8,87,49,27,49,37,39,45,49,38,77,8,33,56,69,18,50,19,29,56,39,27,58,18,33,46,58,8,69,8,57,26,33,56,22,62,22,66,22,56,68,18,29,46,33,38,22,66,39,37,29,8,49,18,29,56,22,19,33,45,57,18,33,27,57,8,29,38,49,26,22,27,22,26,33,8,22,62,39,18,8,73,33,19,33,8,76,8,49,8,29,19,22,38,68,8,33,37,39,19,33,26,2.0
36,60,64,31,48,47,83,16,18,86,38,57,51,44,85,10,21,74,67,27,33,57,38,57,51,44,85,10,67,27,21,74,42,55,31,71,57,41,72,24,8,5,33,62,60,35,45,50,76,19,7,88,33,57,45,44,60,28,45,35,33,62,60,34,45,50,75,19,7,88,51,28,51,34,45,44,51,35,76,10,38,50,68,19,51,20,33,50,45,28,61,20,38,44,61,10,68,10,60,27,38,50,21,57,21,62,21,50,67,19,33,44,38,35,21,62,45,34,33,10,51,19,33,50,21,20,38,44,60,19,38,28,60,10,33,35,51,27,21,28,21,27,38,10,21,57,45,19,7,74,38,20,38,10,75,10,51,10,33,20,21,35,67,10,38,34,45,20,38,27,1.0
32,63,63,30,50,46,84,20,15,86,34,61,53,42,86,9,17,78,65,27,30,61,34,61,53,41,86,9,66,28,17,78,43,59,28,76,58,38,70,25,7,7,30,65,60,33,46,49,73,21,8,87,30,61,46,42,60,28,46,34,30,65,61,33,46,49,72,22,8,87,53,29,53,33,46,41,53,34,73,9,34,49,67,21,54,23,30,49,46,29,62,22,34,42,62,9,67,9,61,28,34,49,17,61,17,65,17,49,66,22,30,42,34,34,17,65,46,33,30,9,53,22,30,49,17,23,34,41,61,22,34,29,61,9,30,34,53,28,17,29,17,28,34,9,17,61,46,22,8,78,34,23,34,9,72,9,53,9,30,23,17,34,66,9,34,33,46,23,34,28,1.0
35,61,64,33,47,48,83,17,20,81,38,57,50,45,87,8,23,72,67,28,31,57,38,57,50,44,86,8,67,28,23,72,41,54,28,69,56,42,71,25,5,8,31,64,59,36,44,51,74,21,11,84,31,57,44,45,59,28,44,36,31,64,59,36,43,51,74,20,11,84,50,28,50,36,44,45,50,36,75,9,38,51,67,21,50,21,31,51,44,28,59,21,38,45,59,9,67,9,59,28,38,51,23,57,23,64,23,51,67,20,31,45,38,36,23,64,44,36,31,9,50,20,31,51,23,21,38,45,59,20,38,28,59,8,31,36,50,28,23,28,23,28,38,9,23,57,44,20,11,72,38,21,38,8,74,8,50,8,31,21,23,36,67,8,38,36,44,21,38,28,2.0
30,63,62,33,46,52,86,13,14,86,33,61,48,46,88,7,17,78,67,27,29,62,33,61,49,45,87,7,67,27,17,78,37,59,26,75,52,43,77,23,6,7,28,66,56,37,40,55,79,16,8,87,29,62,40,46,57,28,40,38,28,66,56,38,39,55,79,15,8,87,49,28,49,38,40,46,49,38,80,8,33,55,67,16,49,16,29,55,40,28,57,16,33,46,57,8,67,8,57,28,33,55,17,62,17,66,17,55,67,15,29,46,33,38,17,66,40,38,29,8,49,15,29,55,17,16,33,46,57,15,33,28,57,7,29,38,49,28,17,28,17,28,33,8,17,62,40,15,8,78,33,16,33,7,79,7,49,7,29,16,17,38,67,7,33,38,40,16,33,28,1.0
28,67,55,42,40,54,94,13,17,80,30,64,43,52,95,1,19,76,59,35,26,64,30,64,42,51,94,0,59,35,19,76,35,61,24,74,46,49,73,31,0,13,26,69,49,46,38,56,78,17,14,81,26,64,38,52,49,36,38,46,26,69,49,44,37,56,77,17,14,81,43,36,43,45,38,52,43,46,78,1,31,57,60,17,43,18,26,57,38,36,50,18,31,52,50,1,60,1,49,35,31,57,19,64,19,69,19,57,59,17,26,52,31,46,19,69,38,45,26,1,43,17,26,57,19,18,31,52,49,17,31,36,49,0,26,46,43,35,19,36,19,35,31,1,19,64,38,17,14,76,31,18,31,0,77,0,43,0,26,18,19,46,59,0,31,45,38,18,31,35,2.0
34,61,61,36,45,50,84,19,22,83,36,59,47,48,87,8,24,71,64,31,32,59,36,59,47,48,86,8,64,30,24,71,41,57,30,69,53,46,71,27,6,8,32,63,56,39,43,52,73,21,10,85,32,59,43,48,56,31,43,39,32,63,56,39,43,52,73,21,10,85,47,31,47,39,43,48,47,39,74,8,36,52,64,22,47,22,32,52,43,31,56,22,36,48,56,9,65,9,56,30,36,52,24,59,24,63,24,52,64,21,32,48,36,39,24,63,43,39,32,9,47,21,32,52,24,22,36,48,56,21,36,31,56,8,32,39,47,30,24,31,24,30,36,9,24,59,43,21,10,71,36,22,36,8,73,8,47,8,32,22,24,39,64,8,36,39,43,22,36,30,2.0
30,65,66,33,46,53,86,16,19,85,32,63,49,46,87,8,21,74,68,25,28,63,32,63,49,45,87,8,69,25,21,74,38,61,26,72,55,42,74,22,7,8,28,67,58,36,40,55,77,17,9,86,28,63,40,46,58,25,40,37,28,67,58,36,40,55,76,18,9,86,49,26,49,36,40,45,49,37,77,8,32,55,70,18,50,19,28,55,40,26,59,18,32,46,59,8,70,8,58,25,32,55,21,63,21,67,21,55,69,18,28,46,32,37,21,67,40,36,28,8,49,18,28,55,21,19,32,45,58,18,32,26,58,8,28,37,49,25,21,26,21,25,32,8,21,63,40,18,9,74,32,19,32,8,76,8,49,8,28,19,21,37,69,8,32,36,40,19,32,25,2.0
37,65,64,32,50,46,83,19,15,85,39,56,53,42,86,9,17,78,66,29,27,56,39,56,53,42,85,9,66,28,17,78,43,54,24,76,59,39,71,26,7,8,27,68,61,34,46,49,73,21,9,86,27,56,46,42,61,29,46,34,27,68,61,34,46,49,73,21,9,86,53,29,53,34,46,42,53,34,74,9,39,49,66,22,53,22,27,49,46,29,61,22,39,42,61,10,67,10,61,28,39,49,17,56,17,68,17,49,66,21,27,42,39,34,17,68,46,34,27,10,53,21,27,49,17,22,39,42,61,21,39,29,61,9,27,34,53,28,17,29,17,28,39,10,17,56,46,21,9,78,39,22,39,9,73,9,53,9,27,22,17,34,66,9,39,34,46,22,39,28,1.0
31,65,62,34,45,49,87,12,16,83,33,62,48,45,89,6,19,76,66,28,28,62,33,61,47,45,88,6,66,29,19,76,40,60,26,73,53,42,76,25,5,8,28,67,56,37,42,52,79,16,10,85,28,62,43,46,57,29,43,38,27,67,57,36,42,52,79,15,10,85,49,29,49,38,43,46,49,38,80,7,33,52,66,16,49,16,28,52,43,29,57,16,33,46,57,7,66,7,57,29,33,52,19,62,19,67,19,52,66,15,28,46,33,38,19,67,43,38,28,7,49,15,28,52,19,16,33,46,57,15,33,29,57,6,28,38,49,29,19,29,19,29,33,7,19,62,43,15,10,76,33,16,33,6,79,6,49,6,28,16,19,38,66,6,33,38,43,16,33,29,1.0
33,63,61,35,46,49,87,20,20,81,36,59,49,46,89,6,22,73,63,32,29,59,36,59,49,46,88,6,63,32,22,73,40,56,26,71,56,43,68,30,5,10,29,66,58,37,43,52,71,24,12,83,29,59,43,46,58,32,43,37,29,66,58,37,43,52,71,23,12,83,49,32,49,37,43,46,49,37,72,7,36,52,63,24,49,24,29,52,43,32,58,24,36,46,58,7,63,7,58,32,36,52,22,59,22,66,22,52,63,23,29,46,36,37,22,66,43,37,29,7,49,23,29,52,22,24,36,46,58,23,36,32,58,6,29,37,49,32,22,32,22,32,36,7,22,59,43,23,12,73,36,24,36,6,71,6,49,6,29,24,22,37,63,6,36,37,43,24,36,32,2.0
30,66,66,31,51,49,80,19,16,83,32,63,53,42,83,12,17,78,69,26,27,62,32,62,53,41,83,12,68,26,17,78,39,60,25,77,57,39,72,24,9,10,27,68,60,34,43,52,74,21,11,84,27,63,43,42,61,26,43,35,27,68,60,34,42,52,74,21,11,84,54,27,53,34,42,41,53,35,74,12,32,52,69,21,54,21,27,53,43,27,61,21,33,42,61,12,69,12,60,26,33,53,17,63,17,68,17,53,68,21,27,42,33,35,17,68,42,34,27,12,53,21,27,52,17,21,32,41,60,21,33,27,60,12,27,35,53,26,17,27,17,26,33,12,17,62,42,21,11,78,33,21,32,12,74,12,53,12,27,21,17,35,68,12,32,34,43,21,32,26,2.0
31,67,69,30,47,49,86,16,18,85,33,62,50,45,87,8,20,75,70,23,26,62,33,62,50,45,87,8,71,23,20,75,40,60,24,73,58,42,74,21,7,8,26,69,61,34,43,52,77,17,9,86,26,62,43,45,61,24,43,34,26,69,61,33,43,52,76,18,9,86,50,24,50,33,43,45,50,34,77,8,33,52,72,18,50,19,26,52,43,24,62,19,33,45,62,8,72,8,61,23,33,52,20,62,20,69,20,52,71,18,26,45,33,34,20,69,43,33,26,8,50,18,26,52,20,19,33,45,61,18,33,24,61,8,26,34,50,23,20,24,20,23,33,8,20,62,43,18,9,75,33,19,33,8,76,8,50,8,26,19,20,34,71,8,33,33,43,19,33,23,1.0
35,60,62,33,46,49,85,17,19,83,38,57,49,46,88,8,22,73,65,30,32,57,37,57,49,46,87,7,65,30,22,73,40,54,29,70,56,43,72,27,5,6,32,63,59,36,43,52,75,20,9,86,32,57,43,46,59,30,43,36,32,63,59,36,43,51,75,20,9,86,49,30,49,36,43,46,49,36,75,8,38,52,65,20,49,20,32,52,43,30,59,20,38,46,59,8,65,8,59,30,38,52,22,57,22,63,22,52,65,20,32,46,38,36,22,63,43,36,32,8,49,20,32,52,22,20,38,46,59,20,38,30,59,7,32,36,49,30,22,30,22,30,38,8,22,57,43,20,9,73,38,20,38,7,75,7,49,7,32,20,22,36,65,7,38,36,43,20,38,30,2.0
37,59,61,36,49,47,87,20,20,87,39,56,51,44,89,6,22,73,63,32,34,56,39,56,51,44,88,6,63,31,22,73,44,54,32,71,55,42,70,29,5,6,34,61,57,38,46,49,72,22,7,88,34,56,46,44,57,32,46,38,34,61,57,38,46,49,72,22,7,88,51,32,51,38,46,44,51,38,73,6,39,49,63,23,51,23,34,49,46,32,57,23,39,44,57,7,64,7,57,31,39,49,22,56,22,61,22,49,63,22,34,44,39,38,22,61,46,38,34,7,51,22,34,49,22,23,39,44,57,22,39,32,57,6,34,38,51,31,22,32,22,31,39,7,22,56,46,22,7,73,39,23,39,6,72,6,51,6,34,23,22,38,63,6,39,38,46,23,39,31,2.0
31,65,57,44,38,56,90,11,21,77,32,62,40,53,92,3,23,72,62,33,28,62,32,62,41,53,91,3,62,32,23,72,33,60,26,70,45,51,77,27,2,14,28,67,48,46,35,58,80,14,16,79,28,62,36,54,48,33,36,47,28,67,48,47,35,58,80,14,16,79,41,33,41,47,36,54,41,47,81,3,33,59,62,15,41,15,28,59,36,33,48,15,33,54,48,4,63,4,48,32,33,59,23,62,23,67,23,59,62,14,28,54,33,47,23,67,36,47,28,4,41,14,28,59,23,15,33,54,48,14,33,33,48,3,28,47,41,32,23,33,23,32,33,4,23,62,36,14,16,72,33,15,33,3,80,3,41,3,28,15,23,47,62,3,33,47,36,15,33,32,2.0
37,59,66,30,52,45,78,18,24,89,39,56,55,40,81,13,26,69,68,27,33,56,39,56,55,40,80,14,68,26,26,69,44,54,30,67,59,37,72,24,12,4,33,62,62,33,47,48,73,20,5,90,33,56,47,40,62,27,47,33,33,62,62,33,47,48,74,20,5,90,55,27,55,33,47,40,55,33,75,14,39,48,68,21,55,21,33,48,47,27,62,21,39,40,62,15,69,15,62,26,39,48,26,56,26,62,26,48,68,20,33,40,39,33,26,62,47,33,33,15,55,20,33,48,26,21,39,40,62,20,39,27,62,14,33,33,55,26,26,27,26,26,39,15,26,56,47,20,5,69,39,21,39,14,74,14,55,14,33,21,26,33,68,14,39,33,47,21,39,26,1.0
36,62,65,31,50,49,85,15,17,87,38,57,53,42,86,9,20,75,67,26,30,57,38,57,53,41,86,9,68,26,20,75,42,55,27,72,57,38,75,23,8,6,30,65,60,34,44,51,78,16,7,88,30,57,44,42,60,26,44,35,30,65,60,34,44,51,77,17,7,88,53,27,53,34,44,41,53,35,78,9,38,51,69,17,54,18,30,51,44,27,61,17,38,42,61,9,69,9,60,26,38,51,20,57,20,65,20,51,68,17,30,42,38,35,20,65,44,34,30,9,53,17,30,51,20,18,38,41,60,17,38,27,60,9,30,35,53,26,20,27,20,26,38,9,20,57,44,17,7,75,38,18,38,9,77,9,53,9,30,18,20,35,68,9,38,34,44,18,38,26,2.0
36,61,63,35,51,46,84,21,22,85,38,57,53,42,87,8,24,71,65,30,32,57,38,57,53,42,86,8,65,29,24,71,45,55,30,69,56,40,69,27,6,6,32,63,58,37,47,48,71,23,8,87,32,57,47,42,58,30,47,37,32,63,58,37,47,48,71,23,8,87,53,30,53,37,47,42,53,37,72,8,38,48,65,24,53,24,32,48,47,30,58,24,38,42,58,9,66,9,58,29,38,48,24,57,24,63,24,48,65,23,32,42,38,37,24,63,47,37,32,9,53,23,32,48,24,24,38,42,58,23,38,30,58,8,32,37,53,29,24,30,24,29,38,9,24,57,47,23,8,71,38,24,38,8,71,8,53,8,32,24,24,37,65,8,38,37,47,24,38,29,1.0
33,62,63,32,49,50,84,18,15,85,35,60,52,43,86,10,18,77,66,29,31,60,35,60,52,43,85,9,66,28,18,77,39,58,29,74,57,40,72,25,8,8,31,64,60,35,42,53,75,20,9,86,31,60,42,43,60,29,42,35,31,64,60,35,42,53,74,20,9,86,52,29,52,35,42,43,52,35,75,10,35,53,67,21,52,21,31,53,42,29,60,21,35,43,60,10,67,10,60,28,35,53,18,60,18,64,18,53,66,20,31,43,35,35,18,64,42,35,31,10,52,20,31,53,18,21,35,43,60,20,35,29,60,9,31,35,52,28,18,29,18,28,35,10,18,60,42,20,9,77,35,21,35,9,74,9,52,9,31,21,18,35,66,9,35,35,42,21,35,28,1.0
34,61,60,37,46,50,84,19,22,83,36,59,48,47,87,8,24,71,63,32,32,59,36,59,48,47,86,8,63,31,24,71,41,57,30,69,52,45,71,28,6,8,32,63,55,40,43,52,73,21,10,85,32,59,43,47,55,32,43,40,32,63,55,40,43,52,73,21,10,85,48,32,48,40,43,47,48,40,74,8,36,52,63,22,48,22,32,52,43,32,55,22,36,47,55,9,64,9,55,31,36,52,24,59,24,63,24,52,63,21,32,47,36,40,24,63,43,40,32,9,48,21,32,52,24,22,36,47,55,21,36,32,55,8,32,40,48,31,24,32,24,31,36,9,24,59,43,21,10,71,36,22,36,8,73,8,48,8,32,22,24,40,63,8,36,40,43,22,36,31,1.0
38,60,61,36,48,47,87,21,23,86,40,55,50,45,89,6,25,70,63,32,33,55,40,55,50,45,88,6,63,31,25,70,44,53,31,68,55,43,69,29,5,5,33,62,57,38,46,49,71,23,7,88,33,55,46,45,57,32,46,38,33,62,57,38,46,49,71,23,7,88,50,32,50,38,46,45,50,38,72,6,40,49,63,24,50,24,33,49,46,32,57,24,40,45,57,7,64,7,57,31,40,49,25,55,25,62,25,49,63,23,33,45,40,38,25,62,46,38,33,7,50,23,33,49,25,24,40,45,57,23,40,32,57,6,33,38,50,31,25,32,25,31,40,7,25,55,46,23,7,70,40,24,40,6,71,6,50,6,33,24,25,38,63,6,40,38,46,24,40,31,2.0
