@relation 'Sax dominant'

@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
9,84,7,8,84,67,40,52,40,52,41,68,23,69,24,52,40,52,83,8,85,8,85,52,41,76,16,15,76,17,68,23,77,16,77,16,68,25,69,16,53,17,75,23,52,40,53,24,54,17,53,24,8,42,69,16,67,24,9,83,8,42,9,24,69,23,52,41,9,25,53,24,77,15,52,25,75,17,7,85,69,17,68,16,6
10,82,6,10,82,69,43,48,45,48,45,70,22,71,22,49,44,47,80,8,84,8,84,48,44,77,15,14,77,16,70,22,78,15,78,15,70,23,71,15,49,16,76,21,49,43,49,23,49,16,48,23,10,45,71,16,69,23,10,80,8,45,10,23,71,21,47,45,10,23,49,22,78,14,49,23,76,16,6,84,71,16,70,16,5
20,71,14,20,71,65,40,48,44,48,44,67,26,67,26,50,42,46,68,17,74,17,74,49,42,71,22,20,71,22,66,26,72,21,72,21,66,27,67,21,50,22,70,25,50,40,50,27,50,22,48,27,20,44,67,22,65,27,20,68,17,44,20,27,67,25,46,44,20,27,50,26,72,20,50,27,70,22,14,74,67,22,66,22,4
18,74,14,18,74,63,46,40,50,40,52,66,26,65,27,42,48,38,72,16,76,16,76,42,49,70,23,21,70,23,65,27,71,22,71,22,64,28,66,22,43,23,69,26,42,46,43,28,44,23,41,29,18,52,66,23,63,27,18,72,16,52,18,28,66,26,38,51,18,29,44,27,71,21,42,28,69,23,14,76,65,23,65,23,3
6,87,4,6,87,68,28,63,30,62,30,69,22,70,23,64,29,62,86,5,88,5,88,62,29,77,15,14,77,16,69,22,78,15,78,15,69,24,70,15,63,16,76,22,63,28,63,23,64,16,63,24,6,30,70,15,68,23,6,86,5,30,6,23,70,22,62,30,6,24,63,23,78,14,64,24,76,16,4,88,70,16,69,15,7
14,78,10,13,78,68,46,45,48,45,47,69,23,70,23,46,47,44,76,12,80,12,80,45,47,77,15,14,77,16,69,23,78,15,78,15,69,24,70,15,46,16,76,22,46,46,46,24,46,16,45,24,14,48,70,16,68,24,14,76,12,48,14,24,70,22,44,48,14,24,46,23,78,14,46,24,76,16,10,80,70,16,69,16,6
13,80,11,12,80,58,44,47,46,47,45,60,30,62,30,48,45,46,79,12,81,12,81,47,45,71,20,20,71,22,59,31,72,20,72,21,60,32,62,21,48,22,70,28,48,44,47,32,48,21,47,32,13,46,61,21,58,32,13,79,12,46,13,32,61,28,46,46,13,32,47,30,72,20,48,32,70,21,11,81,62,22,60,21,4
12,81,10,12,81,70,34,53,38,53,39,71,23,70,22,55,36,51,80,11,82,11,82,55,37,72,22,21,71,21,71,23,73,22,71,21,70,22,72,22,56,23,71,22,55,34,56,24,56,23,53,24,12,39,72,23,70,23,12,80,11,39,12,24,71,22,51,39,12,24,56,23,72,21,55,22,71,22,10,82,70,21,71,23,5
11,82,9,10,82,68,42,49,44,49,43,70,22,70,22,50,43,48,81,10,83,10,83,49,43,74,18,17,74,19,70,23,75,18,75,18,69,23,71,18,50,19,73,21,50,42,50,24,50,19,49,24,11,44,71,19,68,23,11,81,10,44,11,24,71,21,48,44,11,24,50,22,75,17,50,23,73,19,9,83,70,19,70,19,4
12,80,8,12,80,69,32,56,36,56,36,71,21,71,21,58,34,54,78,10,82,10,82,57,34,75,17,16,75,18,71,22,76,17,76,17,70,22,72,17,58,18,74,20,58,32,58,23,58,18,56,23,12,36,72,18,69,22,12,78,10,36,12,23,72,20,54,36,12,23,58,21,76,16,58,22,74,18,8,82,71,18,71,18,4
15,78,13,14,78,61,54,34,58,34,57,63,29,63,29,36,56,32,77,14,79,14,79,35,56,71,21,20,71,22,63,30,72,21,72,21,62,30,64,21,36,22,70,28,36,54,36,31,36,22,34,31,15,58,64,22,61,30,15,77,14,58,15,31,64,28,32,58,15,31,36,29,72,20,36,30,70,22,13,79,63,22,63,22,3
24,67,20,25,67,63,43,45,47,45,47,65,28,65,28,47,45,43,65,22,69,23,70,47,45,69,24,22,69,24,64,29,70,23,70,23,64,29,65,23,47,24,68,27,47,43,47,29,47,24,45,29,25,47,65,24,63,29,25,65,23,47,25,29,65,27,43,47,25,29,47,28,70,22,47,29,68,24,20,69,65,24,64,24,2
16,76,12,15,76,63,41,50,43,50,42,65,25,67,25,51,42,49,74,14,78,14,78,50,42,79,12,12,79,14,64,26,80,12,80,13,65,27,67,13,51,14,78,23,51,41,50,27,51,13,50,27,16,43,66,13,63,27,16,74,14,43,16,27,66,23,49,43,16,27,50,25,80,12,51,27,78,13,12,78,67,14,65,13,6
15,78,13,14,78,55,47,39,51,40,52,58,33,59,33,41,49,37,77,14,79,14,79,42,50,71,21,20,71,22,57,34,72,21,72,21,57,35,59,21,43,22,70,31,42,47,43,35,43,22,40,35,15,53,59,22,55,35,15,77,14,53,15,35,59,31,37,52,15,35,43,33,72,20,41,35,70,22,13,79,59,22,57,22,6
15,78,13,15,78,58,43,48,45,47,45,62,29,61,29,49,44,47,77,14,79,14,79,47,44,73,19,18,73,20,60,31,74,19,74,19,59,31,63,19,48,20,72,29,48,43,48,32,49,20,48,33,15,45,63,19,60,31,15,77,14,45,15,32,62,30,47,45,15,33,48,30,74,18,49,31,72,20,13,79,61,20,60,19,5
14,78,10,14,78,70,37,49,43,49,42,70,21,72,21,52,40,46,76,12,80,12,80,50,39,76,15,15,76,17,70,21,77,15,77,16,71,22,72,16,51,17,75,20,52,37,50,22,51,16,49,22,14,42,71,16,70,22,14,76,12,42,14,22,71,20,46,42,14,22,50,21,77,15,52,22,75,16,10,80,72,17,71,16,5
16,77,14,15,77,56,55,32,59,31,59,59,31,60,32,34,57,30,76,15,78,15,78,33,58,72,20,19,72,21,58,32,73,20,73,20,58,34,60,20,34,21,71,30,33,55,34,33,35,21,32,33,15,60,60,20,56,33,16,76,15,60,16,33,60,30,30,60,16,34,34,32,73,19,34,34,71,21,14,78,60,21,58,20,6
21,71,17,20,71,62,48,40,52,40,51,66,25,66,25,42,50,38,69,19,73,19,73,41,50,76,16,15,76,17,65,27,77,16,77,16,64,27,67,16,42,17,75,24,42,48,42,28,42,17,40,28,21,52,67,17,63,27,21,69,19,52,21,28,67,24,38,52,21,28,42,25,77,15,42,27,75,17,17,73,66,17,65,17,6
12,81,10,11,81,58,45,46,47,46,46,61,30,62,29,47,46,45,80,11,82,11,82,46,46,73,18,18,73,20,59,31,74,18,74,19,60,31,63,19,47,20,72,28,47,45,46,32,47,19,46,32,12,47,62,19,59,32,12,80,11,47,12,32,61,28,45,47,12,32,46,30,74,18,47,31,72,19,10,82,62,20,60,19,4
18,74,14,17,74,66,38,49,42,50,42,67,25,68,25,51,40,47,72,16,76,16,76,51,40,71,21,20,71,22,67,25,72,21,72,21,67,26,68,21,52,22,70,24,52,38,52,26,52,22,50,26,18,43,68,22,66,26,18,72,16,43,18,26,68,24,47,42,18,26,52,25,72,20,51,26,70,22,14,76,68,22,67,22,5
18,74,14,18,74,66,37,50,41,51,42,67,25,68,25,52,39,48,72,16,76,16,76,52,39,71,21,20,71,22,67,25,72,21,72,21,67,26,68,21,53,22,70,24,53,37,53,26,53,22,51,26,18,42,68,22,66,26,18,72,16,42,18,26,68,24,48,41,18,26,53,25,72,20,52,26,70,22,14,76,68,22,67,22,4
8,84,4,8,84,66,33,54,37,55,38,66,25,68,25,56,35,52,82,6,86,6,86,56,35,76,15,15,76,17,66,25,77,15,77,16,67,26,68,16,57,17,75,24,57,33,56,26,57,16,55,26,8,38,67,16,66,26,8,82,6,38,8,26,67,24,52,37,8,26,56,25,77,15,56,26,75,16,4,86,68,17,67,16,7
7,86,5,7,86,69,42,50,42,50,44,72,20,71,20,50,42,50,85,6,87,6,87,50,43,78,14,13,78,15,71,21,79,14,79,14,70,21,73,14,51,15,77,19,50,42,51,22,52,15,51,23,7,44,73,14,69,21,7,85,6,44,7,22,72,19,50,43,7,23,51,21,79,13,50,21,77,15,5,87,71,15,71,14,3
11,82,9,10,82,70,42,43,48,43,47,72,19,74,19,46,45,40,81,10,83,10,83,45,45,77,15,14,77,16,71,19,78,15,78,15,72,21,73,15,46,16,76,18,46,42,46,20,46,16,43,20,11,48,73,16,71,21,11,81,10,48,11,20,73,18,40,48,11,20,46,19,78,14,46,21,76,16,9,83,74,16,71,16,2
19,73,15,18,73,60,44,47,46,47,45,63,28,64,28,48,45,46,71,17,75,17,75,47,45,80,12,11,80,13,62,29,81,12,81,12,62,30,64,12,48,13,79,26,48,44,48,30,48,13,47,30,19,46,64,13,60,30,19,71,17,46,19,30,64,26,46,46,19,30,48,28,81,11,48,30,79,13,15,75,64,13,62,13,6
12,81,10,12,81,59,43,48,45,47,45,62,30,61,30,49,44,47,80,11,82,11,82,47,44,69,23,22,69,24,61,31,70,23,70,23,60,31,63,23,48,24,68,29,48,43,48,32,49,24,48,33,12,45,63,23,59,31,12,80,11,45,12,32,62,29,47,45,12,33,48,31,70,22,49,31,68,24,10,82,61,24,61,23,1
12,81,10,11,81,62,43,48,45,48,44,65,28,64,27,49,44,47,80,11,82,11,82,48,44,80,12,11,80,13,64,29,81,12,81,12,63,28,66,12,49,13,79,26,49,43,49,30,49,13,48,30,12,45,66,13,62,29,12,80,11,45,12,30,65,26,47,45,12,30,49,28,81,11,49,28,79,13,10,82,64,13,64,13,2
8,85,6,8,85,72,30,56,36,56,35,73,19,74,19,59,33,53,84,7,86,7,86,57,32,76,16,15,76,17,73,19,77,16,77,16,73,20,74,16,58,17,75,18,59,30,58,20,58,17,56,20,8,35,74,17,72,20,8,84,7,35,8,20,74,18,53,35,8,20,58,19,77,15,59,20,75,17,6,86,74,17,73,17,2
7,86,5,7,86,67,32,57,36,56,35,69,21,71,22,59,34,55,85,6,87,6,87,56,33,76,16,15,76,17,68,21,77,16,77,16,69,24,70,16,57,17,75,20,58,32,57,22,58,17,57,23,7,35,70,16,67,23,7,85,6,35,7,22,70,20,55,35,7,23,57,22,77,15,59,24,75,17,5,87,71,17,68,16,5
13,80,11,12,80,66,41,50,43,50,42,67,25,68,24,51,42,49,79,12,81,12,81,50,42,72,20,19,71,21,66,25,73,19,72,20,67,25,69,20,51,22,71,23,51,41,50,26,51,21,50,26,13,43,68,21,66,26,13,79,12,43,13,26,67,23,49,43,13,26,50,25,73,20,51,25,71,20,11,81,68,21,67,21,5
9,84,7,8,84,66,29,62,31,62,30,67,25,68,25,63,30,61,83,8,85,8,85,62,30,71,21,20,71,22,67,25,72,21,72,21,67,26,68,21,63,22,70,24,63,29,63,26,63,22,62,26,9,31,68,22,66,26,9,83,8,31,9,26,68,24,61,31,9,26,63,25,72,20,63,26,70,22,7,85,68,22,67,22,7
21,71,17,20,71,62,48,40,52,40,51,66,25,66,25,42,50,38,69,19,73,19,73,41,50,76,16,15,76,17,65,27,77,16,77,16,64,27,67,16,42,17,75,24,42,48,42,28,42,17,40,28,21,52,67,17,63,27,21,69,19,52,21,28,67,24,38,52,21,28,42,25,77,15,42,27,75,17,17,73,66,17,65,17,6
14,78,10,14,78,64,43,48,45,48,45,66,24,68,24,49,44,47,76,12,80,12,80,48,44,79,12,12,79,14,65,25,80,12,80,13,66,26,68,13,49,14,78,22,49,43,48,26,49,13,48,26,14,45,67,13,64,26,14,76,12,45,14,26,67,22,47,45,14,26,48,24,80,12,49,26,78,13,10,80,68,14,66,13,6
14,79,12,13,79,63,49,39,53,39,52,65,27,65,27,41,51,37,78,13,80,13,80,40,51,71,21,20,71,22,65,28,72,21,72,21,64,28,66,21,41,22,70,26,41,49,41,29,41,22,39,29,14,53,66,22,63,28,14,78,13,53,14,29,66,26,37,53,14,29,41,27,72,20,41,28,70,22,12,80,65,22,65,22,4
19,73,15,18,73,67,53,35,57,35,56,69,23,69,23,37,55,33,71,17,75,17,75,36,55,77,15,14,77,16,69,24,78,15,78,15,68,24,70,15,37,16,76,22,37,53,37,25,37,16,35,25,19,57,70,16,67,24,19,71,17,57,19,25,70,22,33,57,19,25,37,23,78,14,37,24,76,16,15,75,69,16,69,16,5
17,75,13,17,75,66,42,46,46,46,46,67,25,68,25,48,44,44,73,15,77,15,77,48,44,71,21,20,71,22,67,26,72,21,72,21,67,26,68,21,48,22,70,24,48,42,48,26,48,22,46,26,17,46,68,22,66,26,17,73,15,46,17,26,68,24,44,46,17,26,48,25,72,20,48,26,70,22,13,77,68,22,67,22,2
10,83,8,10,83,68,25,67,25,68,27,70,25,68,24,67,25,67,82,9,84,9,84,68,26,71,24,22,70,22,69,25,72,23,70,22,68,24,70,23,69,24,70,24,68,25,69,26,69,24,68,26,10,27,70,24,68,25,10,82,9,27,10,26,69,24,67,26,10,26,69,25,71,22,67,24,70,23,8,84,68,22,69,24,5
8,85,6,8,85,65,33,55,37,55,37,66,26,67,26,57,35,53,84,7,86,7,86,56,35,70,22,21,70,23,66,26,71,22,71,22,66,27,67,22,57,23,69,25,57,33,57,27,57,23,55,27,8,37,67,23,65,27,8,84,7,37,8,27,67,25,53,37,8,27,57,26,71,21,57,27,69,23,6,86,67,23,66,23,4
19,73,15,18,73,60,42,49,44,49,43,63,28,64,28,50,43,48,71,17,75,17,75,49,43,79,13,12,79,14,62,29,80,13,80,13,62,30,64,13,50,14,78,26,50,42,50,30,50,14,49,30,19,44,64,14,60,30,19,71,17,44,19,30,64,26,48,44,19,30,50,28,80,12,50,30,78,14,15,75,64,14,62,14,5
10,83,8,10,83,69,34,55,36,56,38,71,24,69,23,56,35,54,82,9,84,9,84,57,36,72,23,21,71,21,70,24,73,22,71,21,69,23,71,22,58,23,71,23,57,34,58,25,58,23,56,25,10,38,71,23,69,24,10,82,9,38,10,25,70,23,54,37,10,25,58,24,72,21,56,23,71,22,8,84,69,21,70,23,4
22,70,18,21,70,56,44,44,48,44,47,59,32,60,32,46,46,42,68,20,72,20,72,45,46,69,23,22,69,24,58,33,70,23,70,23,58,34,60,23,46,24,68,30,46,44,46,34,46,24,44,34,22,48,60,24,56,34,22,68,20,48,22,34,60,30,42,48,22,34,46,32,70,22,46,34,68,24,18,72,60,24,58,24,7
28,64,24,28,64,61,43,44,47,44,48,64,29,63,28,45,45,42,62,26,66,26,66,47,46,68,24,23,68,25,63,31,69,24,69,24,62,28,65,24,47,25,67,27,46,43,47,31,47,25,44,31,28,48,65,25,61,30,28,62,26,48,28,31,64,27,42,48,28,31,47,29,69,23,46,29,67,25,24,66,63,25,63,25,2
19,73,15,19,73,63,43,48,45,47,45,66,26,65,26,49,44,47,71,17,75,17,75,47,44,80,12,11,80,13,65,27,81,12,81,12,64,27,67,12,48,13,79,25,48,43,48,28,49,13,48,29,19,45,67,12,63,27,19,71,17,45,19,28,66,25,47,45,19,29,48,27,81,11,49,27,79,13,15,75,65,13,65,12,6
14,78,10,13,78,65,49,39,53,39,52,67,25,67,25,41,51,37,76,12,80,12,80,40,51,75,17,16,75,18,67,26,76,17,76,17,66,26,68,17,41,18,74,24,41,49,41,27,41,18,39,27,14,53,68,18,65,26,14,76,12,53,14,27,68,24,37,53,14,27,41,25,76,16,41,26,74,18,10,80,67,18,67,18,6
12,81,10,11,81,62,44,47,46,46,45,66,25,66,25,48,45,46,80,11,82,11,82,46,45,78,14,13,78,15,64,26,79,14,79,14,64,27,67,14,47,15,77,24,47,44,47,27,48,15,47,27,11,46,67,14,63,27,12,80,11,46,12,27,66,24,46,46,12,28,47,26,79,13,48,27,77,15,10,82,66,15,64,14,4
12,81,10,11,81,61,45,46,47,46,46,63,27,65,27,47,46,45,80,11,82,11,82,46,46,79,12,12,79,14,62,28,80,12,80,13,63,29,65,13,47,14,78,25,47,45,46,29,47,13,46,29,12,47,64,13,61,29,12,80,11,47,12,29,64,25,45,47,12,29,46,27,80,12,47,29,78,13,10,82,65,14,63,13,4
7,85,5,8,86,68,36,49,42,49,42,71,20,72,20,52,39,46,84,6,86,6,87,51,39,79,13,12,79,14,70,21,80,13,80,13,70,22,72,13,52,14,78,18,52,36,52,22,52,14,49,22,8,42,72,14,68,22,7,84,6,42,8,22,72,18,46,42,8,22,52,20,80,12,52,22,78,14,5,87,72,14,70,14,2
16,76,12,15,76,70,50,35,56,35,55,71,21,72,21,38,53,32,74,14,78,14,78,37,53,78,14,13,78,15,71,21,79,14,79,14,71,22,72,14,38,15,77,20,38,50,38,22,38,15,35,22,16,56,72,15,70,22,16,74,14,56,16,22,72,20,32,56,16,22,38,21,79,13,38,22,77,15,12,78,72,15,71,15,5
14,78,10,13,78,67,26,63,29,63,28,69,26,67,25,65,27,61,76,12,80,12,80,64,27,72,21,19,72,21,68,26,73,20,73,20,67,25,69,20,65,21,71,25,65,26,65,27,65,21,63,27,14,29,69,21,67,26,14,76,12,29,14,27,68,25,62,29,14,27,65,26,73,19,65,25,71,21,10,80,67,21,68,21,6
18,74,14,17,74,68,51,37,55,37,54,70,22,70,22,39,53,35,72,16,76,16,76,38,53,76,16,15,76,17,70,23,77,16,77,16,69,23,71,16,39,17,75,21,39,51,39,24,39,17,37,24,18,55,71,17,68,23,18,72,16,55,18,24,71,21,35,55,18,24,39,22,77,15,39,23,75,17,14,76,70,17,70,17,5
17,75,13,16,75,63,44,48,44,49,45,65,25,67,25,48,44,48,73,15,77,15,77,49,45,78,13,13,78,15,64,26,79,13,79,14,65,27,67,14,50,15,77,23,49,44,49,27,50,14,49,27,17,46,66,14,63,27,17,73,15,46,17,27,66,23,48,45,17,27,49,25,79,13,48,27,77,14,13,77,67,15,65,14,5
9,84,7,8,84,76,35,54,37,55,38,78,17,76,16,55,36,53,83,8,85,8,85,56,37,79,16,14,78,14,77,17,80,15,78,14,76,16,78,15,57,16,78,16,56,35,57,18,57,16,55,18,9,39,78,16,76,17,9,83,8,39,9,18,77,16,53,38,9,18,57,17,79,14,55,16,78,15,7,85,76,14,77,16,6
4,89,2,4,89,72,36,49,42,49,42,73,19,74,19,52,39,46,88,3,90,3,90,51,39,79,13,12,79,14,73,19,80,13,80,13,73,20,74,13,52,14,78,18,52,36,52,20,52,14,49,20,4,42,74,14,72,20,4,88,3,42,4,20,74,18,46,42,4,20,52,19,80,12,52,20,78,14,2,90,74,14,73,14,4
7,86,5,6,86,66,28,62,30,63,30,67,25,68,25,63,29,61,85,6,87,6,87,63,29,72,20,19,72,21,67,25,73,20,73,20,67,26,68,20,64,21,71,24,64,28,64,26,64,21,63,26,7,31,68,21,66,26,7,85,6,31,7,26,68,24,61,30,7,26,64,25,73,19,63,26,71,21,5,87,68,21,67,21,7
10,83,8,9,83,67,43,48,45,48,44,67,24,69,24,49,44,47,82,9,84,9,84,48,44,75,16,16,75,18,67,24,76,16,76,17,68,25,69,17,49,18,74,23,49,43,48,25,49,17,48,25,10,45,68,17,67,25,10,82,9,45,10,25,68,23,47,45,10,25,48,24,76,16,49,25,74,17,8,84,69,18,68,17,6
10,83,8,9,83,70,47,41,51,41,50,71,21,72,21,43,49,39,82,9,84,9,84,42,49,75,17,16,75,18,71,21,76,17,76,17,71,22,72,17,43,18,74,20,43,47,43,22,43,18,41,22,10,51,72,18,70,22,10,82,9,51,10,22,72,20,39,51,10,22,43,21,76,16,43,22,74,18,8,84,72,18,71,18,4
15,78,11,14,77,66,27,64,29,64,29,67,25,68,25,65,28,63,76,13,80,13,79,64,28,71,21,20,71,22,67,25,72,21,72,21,67,26,68,21,65,22,70,24,65,27,65,26,65,22,64,26,14,29,68,22,66,26,15,76,13,29,14,26,68,24,63,29,14,26,65,25,72,20,65,26,70,22,11,79,68,22,67,22,3
3,89,3,5,90,72,32,55,36,56,37,73,19,74,19,57,34,53,89,3,89,4,91,57,34,77,15,14,77,16,73,19,78,15,78,15,73,20,74,15,58,16,76,18,58,32,58,20,58,16,56,20,5,37,74,16,72,20,4,89,4,37,5,20,74,18,53,36,5,20,58,19,78,14,57,20,76,16,3,90,74,16,73,16,3
17,75,13,17,75,73,40,45,46,45,46,74,18,75,18,48,43,42,73,15,77,15,77,47,43,77,15,14,77,16,74,18,78,15,78,15,74,19,75,15,48,16,76,17,48,40,48,19,48,16,45,19,17,46,75,16,73,19,17,73,15,46,17,19,75,17,42,46,17,19,48,18,78,14,48,19,76,16,13,77,75,16,74,16,2
12,81,10,11,81,56,44,48,44,49,45,59,32,59,32,48,44,48,80,11,82,11,82,49,45,74,18,17,74,19,58,34,75,18,75,18,57,34,60,18,50,19,73,30,49,44,50,35,50,19,49,35,12,46,60,19,56,34,12,80,11,46,12,35,60,31,48,45,12,35,50,32,75,17,48,34,73,19,10,82,59,19,58,19,5
21,71,17,20,71,54,49,39,53,39,52,57,34,58,34,41,51,37,69,19,73,19,73,40,51,77,15,14,77,16,56,35,78,15,78,15,56,36,58,15,41,16,76,32,41,49,41,36,41,16,39,36,21,53,58,16,54,36,21,69,19,53,21,36,58,32,37,53,21,36,41,34,78,14,41,36,76,16,17,73,58,16,56,16,1
18,74,14,17,74,48,55,33,59,33,58,54,37,54,36,35,57,31,72,16,76,16,76,34,57,73,19,18,73,20,51,39,74,19,74,19,51,39,55,19,35,20,72,34,35,55,35,40,35,20,33,40,18,59,55,20,49,40,18,72,16,59,18,40,54,34,31,59,18,40,35,37,74,18,35,39,72,20,14,76,54,20,51,20,3
23,69,19,23,69,56,50,38,54,38,54,59,32,60,32,40,52,36,67,21,71,21,71,39,52,71,21,20,71,22,58,33,72,21,72,21,58,34,60,21,40,22,70,30,40,50,40,34,40,22,38,34,23,54,60,22,56,34,23,67,21,54,23,34,60,30,36,54,23,34,40,32,72,20,40,34,70,22,19,71,60,22,58,22,4
15,78,13,14,78,52,52,37,56,37,54,55,36,56,36,39,54,35,77,14,79,14,79,37,53,69,23,22,69,24,54,37,70,23,70,23,54,38,56,23,38,24,68,34,39,52,38,38,38,24,37,38,15,55,56,24,52,38,15,77,14,55,15,38,56,34,35,55,15,38,38,36,70,22,39,38,68,24,13,79,56,24,54,24,7
10,83,8,9,83,68,35,53,39,52,38,69,22,70,23,55,37,51,82,9,84,9,84,53,37,76,16,15,76,17,69,22,77,16,77,16,69,24,70,16,54,17,75,22,54,35,54,23,55,17,53,23,9,39,70,16,68,23,10,82,9,39,10,23,70,22,51,39,10,24,54,23,77,15,55,24,75,17,8,84,70,17,69,16,6
21,71,17,20,71,48,48,40,52,40,51,50,43,50,42,42,50,38,69,19,73,19,73,41,50,72,21,19,71,21,49,43,73,20,72,20,49,43,51,20,42,22,70,41,42,48,42,44,42,22,40,44,21,52,51,22,48,44,21,69,19,52,21,44,50,41,38,52,21,44,42,43,73,19,42,43,70,21,17,73,50,21,49,22,2
13,79,9,12,79,61,48,43,50,43,49,64,25,67,26,44,49,42,77,11,81,11,81,43,49,82,10,9,82,11,63,26,83,10,83,10,64,29,65,10,44,11,81,23,44,48,44,27,44,11,43,27,13,50,65,11,61,28,13,77,11,50,13,27,66,23,42,50,13,27,44,25,83,9,44,29,81,11,9,81,67,11,63,11,5
11,82,9,10,82,69,49,36,55,36,54,71,21,71,21,39,52,33,81,10,83,10,83,38,52,77,15,14,77,16,71,22,78,15,78,15,70,22,72,15,39,16,76,20,39,49,39,23,39,16,36,23,11,55,72,16,69,22,11,81,10,55,11,23,72,20,33,55,11,23,39,21,78,14,39,22,76,16,9,83,71,16,71,16,5
9,84,7,8,84,64,42,49,44,49,43,66,26,66,25,50,43,48,83,8,85,8,85,49,43,78,13,13,78,15,65,27,79,13,79,14,65,26,68,14,50,15,77,24,50,42,49,28,50,14,49,28,9,44,67,14,64,27,9,83,8,44,9,28,66,24,48,44,9,28,49,26,79,13,50,26,77,14,7,85,66,15,66,14,5
8,85,6,7,85,70,34,54,38,54,37,70,21,72,21,56,36,52,84,7,86,7,86,55,36,77,14,14,77,16,70,21,78,14,78,15,71,22,72,15,56,16,76,20,56,34,55,22,56,15,54,22,8,38,71,15,70,22,8,84,7,38,8,22,71,20,52,38,8,22,55,21,78,14,56,22,76,15,6,86,72,16,71,15,7
11,82,9,10,82,67,34,54,38,54,37,70,23,69,22,56,36,52,81,10,83,10,83,55,36,76,16,15,76,17,69,24,77,16,77,16,68,23,71,16,56,17,75,21,56,34,56,25,56,17,54,25,11,38,71,17,67,24,11,81,10,38,11,25,70,21,52,38,11,25,56,23,77,15,56,23,75,17,9,83,69,17,69,17,4
10,83,8,9,83,62,44,47,46,47,45,65,28,64,27,48,45,46,82,9,84,9,84,47,45,79,13,12,79,14,64,29,80,13,80,13,63,28,66,13,48,14,78,26,48,44,48,30,48,14,47,30,10,46,66,14,62,29,10,82,9,46,10,30,65,26,46,46,10,30,48,28,80,12,48,28,78,14,8,84,64,14,64,14,2
11,81,7,11,81,70,33,54,37,54,38,71,20,72,21,56,35,52,79,9,83,9,83,55,35,77,15,14,77,16,71,20,78,15,78,15,71,22,72,15,56,16,76,20,56,33,56,21,57,16,55,22,11,38,72,15,70,21,11,79,9,38,11,21,72,20,52,37,11,22,56,21,78,14,56,22,76,16,7,83,72,16,71,15,5
7,85,5,8,86,65,29,62,31,62,31,66,26,67,26,63,30,61,84,6,86,6,87,62,30,71,21,20,71,22,66,26,72,21,72,21,66,27,67,21,63,22,70,25,63,29,63,27,63,22,62,27,8,31,67,22,65,27,7,84,6,31,8,27,67,25,61,31,8,27,63,26,72,20,63,27,70,22,5,87,67,22,66,22,2
13,80,11,12,80,65,45,42,49,43,49,66,26,67,26,44,47,40,79,12,81,12,81,44,47,70,22,21,70,23,66,26,71,22,71,22,66,27,67,22,45,23,69,25,45,45,45,27,45,23,43,27,13,50,67,23,65,27,13,79,12,50,13,27,67,25,40,49,13,27,45,26,71,21,44,27,69,23,11,81,67,23,66,23,7
