@relation 'Sax dominant'

@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMke numeric
@attribute o1atLke numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMaa numeric
@attribute o1atLkk numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMkd numeric
@attribute o1atLkd numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMfa numeric
@attribute o1atLfa numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMai numeric
@attribute o1atLai numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMbi numeric
@attribute o1atLbi numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMha numeric
@attribute o1atLha numeric
@attribute o1atMbg numeric
@attribute o1atLbg numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMga numeric
@attribute o1atLga numeric
@attribute o1atMaj numeric
@attribute o1atLaj numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMkf numeric
@attribute o1atLkf numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMja numeric
@attribute o1atLja numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMkb numeric
@attribute o1atLkb numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMka numeric
@attribute o1atLka numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute o1atMdj numeric
@attribute o1atLdj numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMak numeric
@attribute o1atLak numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMic numeric
@attribute o1atLic numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute o1atMkc numeric
@attribute o1atLkc numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMib numeric
@attribute o1atLib numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMia numeric
@attribute o1atLia numeric
@attribute o1atMhb numeric
@attribute o1atLhb numeric
@attribute o1atMjc numeric
@attribute o1atLjc numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMcj numeric
@attribute o1atLcj numeric
@attribute o1atMci numeric
@attribute o1atLci numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMbj numeric
@attribute o1atLbj numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMjb numeric
@attribute o1atLjb numeric
@attribute destClass {2.0,3.0,4.0,1.0}

@data
74,14,47,48,55,26,17,72,59,18,60,16,20,33,34,14,13,73,73,14,20,31,32,30,73,14,56,27,16,72,22,67,12,12,66,17,28,56,31,31,16,60,13,80,74,12,34,14,14,33,14,22,33,20,14,59,59,19,29,55,20,60,21,14,81,12,70,14,12,81,14,74,16,14,13,60,34,14,13,79,19,59,70,15,78,12,15,14,13,72,80,14,14,72,13,80,12,81,33,20,14,61,21,14,12,81,61,13,77,14,15,72,81,12,14,18,73,14,14,78,15,18,22,14,34,16,13,21,15,33,63,13,81,12,13,32,14,15,20,20,62,14,14,31,16,33,14,14,21,22,16,22,13,59,14,14,79,12,14,14,15,61,76,12,15,22,21,16,22,15,12,79,33,17,14,14,62,16,15,77,14,73,71,14,35,14,14,20,62,14,15,16,13,31,15,14,75,14,72,12,77,14,14,77,14,16,13,78,12,79,14,17,13,20,15,14,13,78,78,14,21,18,16,15,16,18,79,12,78,14,15,15,77,14,13,78,13,78,14,14,3.0
72,19,48,54,57,34,20,69,58,23,58,21,23,36,32,20,20,71,71,19,23,35,31,35,70,19,55,33,21,70,24,68,18,18,67,26,30,59,32,35,21,60,18,74,72,20,33,21,21,37,21,24,32,23,20,61,57,22,29,60,22,60,23,20,74,18,69,22,18,74,18,72,22,21,20,62,32,20,20,73,22,61,70,20,75,18,22,21,20,71,74,18,20,70,19,73,18,75,33,23,20,63,23,20,19,74,58,21,74,19,19,69,75,18,21,21,70,19,20,71,22,21,24,21,32,20,20,23,22,36,59,21,75,18,20,36,21,21,23,23,58,20,21,35,22,36,20,20,24,24,22,24,20,62,21,20,72,18,20,20,21,60,72,18,22,24,23,20,24,21,19,72,33,21,21,21,57,20,20,71,19,69,69,20,33,21,21,23,57,20,21,20,21,36,21,20,72,18,69,20,72,19,19,71,21,20,20,72,19,71,20,20,21,23,21,20,19,71,72,18,24,21,22,21,22,21,72,18,72,18,22,21,72,19,19,72,19,71,21,20,4.0
71,20,46,46,54,35,21,69,54,24,54,20,23,38,38,20,19,70,69,20,24,38,36,38,68,20,53,33,22,68,28,67,17,18,64,28,35,53,37,37,22,55,19,73,70,18,37,19,20,39,20,26,37,25,22,56,55,23,33,54,23,55,24,20,74,18,67,23,18,75,19,71,23,20,19,56,38,20,19,72,24,55,67,22,74,18,21,21,20,70,74,19,21,70,19,74,18,76,37,24,20,57,24,20,17,75,54,19,73,19,21,69,75,18,20,22,68,20,20,72,20,22,25,20,38,21,19,25,20,39,57,19,75,18,19,38,20,21,24,25,56,20,22,38,22,38,19,20,23,25,22,25,20,56,20,20,72,18,19,20,20,56,71,18,20,26,24,21,23,20,18,73,37,20,20,21,56,20,21,70,19,70,67,19,39,19,22,25,56,20,22,21,20,38,22,20,71,19,67,18,72,19,21,70,20,21,20,72,18,73,19,21,20,25,22,20,19,71,72,19,23,21,22,20,22,21,72,18,72,19,20,21,72,19,20,72,20,72,20,20,4.0
70,21,40,47,52,32,21,69,54,22,55,21,22,37,36,21,21,71,70,20,23,38,34,38,68,21,53,31,21,69,25,69,19,19,67,24,29,56,34,37,21,56,19,72,71,21,36,21,19,40,19,25,35,24,22,56,54,22,28,56,21,56,23,21,73,19,69,21,19,72,19,72,24,21,21,58,35,21,21,71,22,56,68,22,73,21,24,21,21,71,73,19,21,69,21,71,19,74,35,23,19,59,23,21,21,74,55,21,72,19,21,69,74,20,20,23,68,20,21,69,23,21,24,21,35,22,21,24,22,38,56,21,74,19,21,39,20,22,23,24,55,20,23,38,22,37,21,21,22,23,22,23,22,58,23,21,71,20,21,21,21,57,71,21,22,23,23,22,23,21,21,72,36,21,21,22,54,21,21,69,21,70,70,21,37,21,23,24,54,20,23,22,23,39,23,21,71,21,70,21,70,20,21,69,23,22,21,71,21,70,21,22,23,24,23,21,21,70,71,20,23,21,23,21,23,21,71,19,71,19,23,21,70,19,21,71,21,69,23,21,4.0
72,18,45,47,54,33,18,71,56,20,56,20,20,37,35,18,17,73,72,18,21,37,34,37,70,20,54,32,19,71,23,70,16,16,68,27,30,56,33,36,19,58,17,75,73,18,36,19,18,39,18,23,35,22,19,57,56,21,29,57,19,57,21,18,77,16,70,20,17,76,17,74,21,18,17,59,35,19,17,74,20,57,70,20,75,18,20,18,17,72,75,16,18,71,17,75,16,77,35,21,18,60,21,19,17,76,57,19,74,16,18,72,76,18,18,21,70,19,18,72,19,20,22,18,35,20,18,22,19,38,57,18,77,17,18,38,19,20,21,22,56,18,20,37,19,38,18,19,21,21,20,22,18,58,19,18,75,18,18,18,19,58,75,18,19,22,21,20,22,19,17,74,35,20,19,18,56,20,18,72,18,72,71,20,36,18,20,22,56,19,20,20,19,37,20,18,73,18,73,19,72,18,18,73,19,20,17,73,18,73,18,20,19,22,20,19,18,73,73,18,21,20,21,19,20,20,75,17,73,17,20,19,72,17,17,74,18,73,19,19,2.0
74,20,46,46,52,35,18,69,57,25,58,19,23,36,35,16,18,71,68,16,22,37,33,36,67,18,52,33,20,70,22,66,16,15,62,26,33,54,34,36,18,57,16,76,69,18,36,18,17,38,17,27,34,25,19,59,56,24,31,56,22,57,23,17,77,15,67,21,16,76,16,72,20,18,18,59,34,16,18,75,22,59,67,21,76,17,20,18,19,71,77,16,19,70,17,75,16,77,35,26,16,60,22,17,17,77,58,18,75,16,17,69,78,17,18,20,67,16,18,73,20,19,24,18,34,18,18,26,19,36,58,18,78,15,18,37,18,18,22,26,57,16,19,37,19,36,18,17,23,26,19,26,19,59,19,17,75,17,18,17,18,58,75,17,19,26,22,19,24,18,17,75,36,19,18,18,56,18,18,73,17,70,68,19,36,18,19,26,56,16,19,19,19,37,19,17,75,18,68,18,74,18,17,73,19,19,18,74,17,74,18,19,19,26,19,17,17,74,75,18,24,19,20,18,20,19,75,15,75,16,20,18,74,16,17,74,17,73,19,17,4.0
73,18,49,44,55,30,18,70,58,23,58,19,23,34,38,17,17,72,71,16,21,33,35,32,69,17,55,29,19,70,26,67,16,16,66,23,34,52,38,34,19,55,17,76,72,17,39,20,19,35,19,24,36,22,18,55,58,20,33,53,22,54,22,17,76,16,69,18,17,77,17,73,20,19,17,56,36,18,16,75,20,55,69,18,76,17,19,19,17,70,75,16,18,70,16,76,16,77,38,24,18,57,21,18,16,76,59,19,75,16,17,71,76,17,19,20,69,17,17,73,19,20,23,19,36,18,17,23,19,34,61,19,77,17,17,34,19,20,21,22,60,16,18,33,20,34,17,19,23,24,20,24,17,55,18,17,74,17,18,18,18,55,74,17,19,24,21,18,23,20,16,74,38,20,19,19,58,17,17,73,17,71,69,17,39,19,18,22,58,17,18,18,17,33,19,17,73,17,70,17,73,17,17,74,17,18,16,73,17,74,17,19,17,22,18,18,17,74,73,17,23,20,20,20,20,20,74,17,73,17,19,20,73,17,16,74,17,74,17,18,1.0
76,16,44,44,53,31,19,70,56,18,56,17,22,36,36,16,14,72,73,16,21,36,34,35,72,16,54,28,19,71,22,67,13,15,68,24,30,55,33,35,17,56,15,77,74,15,36,17,16,38,16,22,35,20,17,57,56,19,27,55,20,56,22,16,78,16,72,17,15,77,15,73,19,16,14,58,36,16,14,76,20,57,72,18,78,15,19,17,17,71,77,16,17,71,14,76,15,80,36,21,16,59,22,16,14,79,56,17,77,16,16,70,78,15,16,18,73,16,17,74,18,18,23,16,35,16,14,21,18,38,58,16,79,15,14,37,16,18,21,20,57,16,17,36,18,36,15,17,22,21,18,21,17,57,18,16,76,16,15,16,17,58,76,16,18,22,21,16,22,17,16,77,36,17,16,17,56,16,17,74,16,72,72,16,37,16,17,20,57,16,17,16,17,36,18,16,76,16,72,16,76,16,16,74,17,16,17,75,16,76,14,17,17,20,18,16,16,76,76,16,22,17,18,17,18,17,77,16,77,16,18,18,77,16,16,75,16,74,18,16,2.0
74,18,48,38,54,27,19,72,57,20,57,16,19,34,43,15,17,74,69,15,20,35,40,35,68,18,55,29,20,72,30,70,15,13,62,24,35,50,38,34,16,50,15,78,70,15,43,17,16,36,16,26,43,25,17,51,59,22,37,51,19,50,20,15,79,14,67,20,15,78,16,75,18,16,17,51,43,18,15,77,20,51,68,21,77,15,18,16,17,72,76,14,17,72,15,77,15,78,41,24,16,52,20,18,15,77,59,16,76,15,16,72,77,15,16,19,69,18,15,75,16,17,21,16,43,18,17,25,16,34,60,15,80,15,17,35,18,19,20,25,59,15,17,35,16,34,17,18,19,24,16,24,17,51,17,15,76,16,17,15,16,50,76,16,16,24,20,18,21,17,15,75,41,17,18,16,59,18,16,75,16,72,67,16,44,16,17,25,59,18,17,18,17,35,17,15,74,16,69,16,74,17,15,75,17,18,15,75,15,75,17,18,17,25,17,18,15,75,74,16,19,17,18,17,16,17,77,16,75,16,18,17,75,17,15,75,15,75,17,18,4.0
73,21,43,45,52,35,20,68,53,24,53,19,22,37,38,19,18,71,69,19,21,38,36,38,69,19,51,33,20,68,27,67,17,17,65,29,33,53,37,37,19,55,18,73,70,18,38,19,19,41,20,26,38,23,20,54,54,23,31,53,20,53,23,19,75,17,68,23,18,75,18,72,23,20,18,56,38,19,18,72,21,53,69,22,76,18,21,20,18,70,75,17,19,69,18,74,17,76,38,24,18,57,23,19,18,75,53,19,75,19,19,70,76,17,20,20,69,19,19,70,21,20,24,19,38,19,19,25,20,39,55,19,76,17,18,40,20,20,23,23,54,19,20,39,21,39,19,19,23,24,22,25,19,55,20,19,73,17,19,19,19,55,73,18,21,25,23,19,23,19,18,73,38,19,20,20,54,19,19,69,19,70,68,18,39,19,22,24,54,19,22,19,19,39,22,19,73,18,68,18,73,19,19,71,20,19,18,71,19,72,19,19,20,24,22,19,19,71,73,17,23,19,22,20,22,20,73,17,73,17,21,20,73,19,18,73,19,72,20,19,2.0
76,15,44,47,53,34,15,73,55,18,56,16,19,39,34,13,13,75,75,13,18,38,32,38,73,15,53,34,15,73,21,70,12,12,71,28,29,56,33,37,16,59,13,79,76,15,35,16,14,40,14,20,33,18,15,58,54,17,29,56,17,58,19,13,80,12,74,17,13,80,13,76,17,15,13,60,33,14,13,78,18,58,73,17,79,14,16,15,13,74,79,12,14,73,13,79,12,81,34,19,14,61,18,14,13,80,56,16,78,12,14,74,80,14,15,17,73,14,14,76,16,16,20,15,33,15,13,19,15,39,56,15,81,13,13,39,15,16,18,18,55,13,15,38,16,39,13,15,19,19,16,19,14,59,15,13,78,14,14,14,15,59,78,15,15,19,18,15,20,16,13,78,35,16,15,15,54,15,14,76,14,74,75,16,35,15,15,18,54,14,15,15,14,38,16,13,77,15,75,16,76,14,14,77,14,15,13,77,14,77,13,16,14,18,15,14,14,77,77,14,20,16,17,16,17,16,78,13,77,13,16,16,76,13,13,78,14,77,14,14,2.0
70,21,42,53,53,35,23,69,54,24,54,22,24,39,35,21,20,70,70,21,24,38,34,38,69,21,53,36,23,68,29,68,19,19,67,26,31,58,35,38,22,59,21,73,71,20,35,21,22,40,22,25,34,24,21,58,54,23,32,58,23,59,24,21,73,19,69,22,20,73,22,71,23,21,20,59,35,21,19,72,23,58,68,22,73,20,23,22,21,68,73,20,21,68,19,72,20,74,35,24,22,60,24,21,19,73,54,21,72,20,22,69,74,19,22,23,69,21,20,70,22,23,25,21,35,22,21,24,22,40,56,21,74,19,21,39,22,22,24,24,55,21,22,38,22,39,21,21,24,24,22,24,21,58,22,21,71,19,21,21,22,60,70,20,22,25,24,22,24,21,20,71,35,22,22,22,55,21,22,70,22,70,69,21,36,21,22,24,55,21,22,22,22,38,22,21,70,21,69,20,71,20,21,70,22,22,20,70,20,71,21,22,22,24,22,21,21,71,71,20,24,22,22,21,22,22,71,19,71,20,22,22,71,20,20,70,20,70,22,21,3.0
74,16,52,37,59,26,17,71,60,20,60,17,22,33,40,16,15,73,73,16,19,31,37,30,71,16,58,27,17,72,23,68,14,16,68,22,34,50,39,32,18,53,15,78,74,16,39,19,17,33,17,22,38,19,16,53,60,18,35,50,21,52,21,17,76,16,71,18,15,79,15,74,18,19,15,54,38,16,15,77,19,53,71,17,77,16,17,19,15,72,76,16,16,72,14,78,14,79,39,22,17,55,19,17,14,78,60,17,76,16,15,72,77,16,17,19,71,16,16,75,17,19,22,19,38,16,15,21,17,33,63,17,77,16,15,32,17,19,19,20,62,16,16,31,18,33,15,18,22,22,18,22,15,53,16,17,74,16,16,18,17,53,74,16,17,22,19,17,22,19,14,76,39,19,17,19,60,16,16,75,15,72,71,16,41,19,16,20,60,16,16,17,15,31,17,17,74,16,71,16,74,16,15,76,15,17,15,75,15,76,15,18,15,20,16,17,15,76,74,16,22,19,18,19,18,19,74,16,74,16,17,19,74,16,14,76,15,76,15,17,1.0
74,19,54,44,59,26,19,71,61,19,61,18,20,31,37,15,16,73,72,15,20,32,36,31,71,18,60,30,17,72,24,69,14,14,69,24,31,55,34,30,17,56,15,77,73,16,38,18,15,33,15,23,36,21,18,56,61,21,35,53,19,56,21,16,79,15,71,19,15,78,15,74,19,16,16,57,36,17,16,76,20,56,71,20,76,16,18,16,16,73,76,15,17,72,15,77,14,79,36,21,15,58,20,18,15,79,63,17,75,15,17,72,77,16,15,20,71,17,17,74,17,19,22,16,36,18,16,22,16,32,63,16,79,15,16,32,16,19,20,22,62,15,18,32,17,31,16,18,21,21,18,21,17,57,17,16,76,17,16,16,16,57,76,17,17,22,20,19,22,18,15,77,36,19,16,16,61,18,17,74,16,73,71,18,38,16,18,22,61,17,18,19,17,32,18,16,74,18,73,17,74,18,16,75,17,19,16,75,16,76,16,19,17,22,18,18,16,76,74,18,21,19,19,18,18,19,77,16,75,17,18,18,74,17,15,76,16,75,17,18,2.0
75,15,42,47,56,28,16,73,58,18,58,17,18,35,35,15,14,75,75,15,18,35,33,34,73,15,55,31,15,73,23,71,14,14,71,20,27,56,34,34,16,59,15,78,76,16,35,17,16,37,17,20,34,18,16,57,56,17,30,55,17,58,19,15,78,15,73,17,15,79,16,76,18,17,15,59,34,16,14,77,17,57,73,16,78,14,17,17,14,73,77,15,15,73,14,78,14,79,35,18,16,60,18,16,14,78,58,17,77,15,16,74,78,14,17,18,74,15,15,75,17,18,20,16,34,16,15,19,16,36,59,16,79,14,15,36,17,18,18,18,58,15,16,35,16,36,15,17,19,18,17,19,15,57,16,15,75,15,16,16,16,59,75,15,17,19,18,16,19,17,14,76,35,17,17,17,56,16,15,75,16,74,73,17,36,16,16,18,57,16,16,16,15,35,17,15,75,15,73,17,75,15,15,76,15,16,14,75,15,76,15,17,15,18,16,16,15,76,75,15,19,17,17,18,17,18,76,15,76,15,17,18,76,15,14,76,15,76,15,16,2.0
75,16,41,51,52,33,15,71,53,20,53,17,22,38,31,14,14,73,73,14,20,39,30,37,71,16,52,34,16,71,19,67,13,12,68,27,24,57,30,36,15,61,14,78,74,14,32,18,16,41,16,22,30,20,16,62,53,20,25,58,17,61,21,14,81,14,71,19,14,78,14,74,18,14,14,63,31,16,14,77,18,62,71,19,78,13,18,14,16,72,77,14,16,71,14,77,14,80,31,22,14,64,21,16,14,79,55,17,77,14,15,71,78,13,16,18,73,16,15,75,18,18,22,14,30,16,14,21,18,39,55,14,81,13,14,40,16,18,20,20,54,14,16,39,18,38,15,17,22,22,18,22,16,62,17,14,77,15,15,14,15,62,77,15,18,22,20,16,22,18,15,77,31,18,16,14,53,16,15,75,15,72,71,16,32,14,16,20,54,16,16,16,16,39,17,14,75,15,73,16,75,15,15,75,16,16,15,76,15,76,14,17,16,20,17,16,15,76,75,15,22,18,18,18,18,18,79,15,77,15,18,18,77,15,15,76,15,75,17,16,3.0
75,14,37,49,50,31,17,71,53,19,54,17,20,39,33,14,12,75,75,13,18,38,32,35,73,14,52,30,13,71,21,68,12,12,70,23,24,59,33,38,15,61,12,79,76,14,34,16,15,41,15,20,32,18,14,59,52,18,23,55,17,60,19,14,80,13,73,15,12,81,14,76,17,15,13,61,33,14,12,78,14,58,72,17,79,13,15,15,12,73,79,13,13,73,12,80,12,81,34,20,14,62,19,14,12,80,54,16,78,13,15,73,80,12,15,17,74,13,12,76,15,17,20,15,32,15,13,19,15,40,55,15,81,12,13,40,15,16,18,18,54,14,15,39,17,40,14,15,20,20,17,20,13,59,14,14,77,13,14,14,14,61,76,14,15,20,18,15,20,16,12,78,34,17,15,15,52,15,12,74,14,73,74,15,34,15,15,18,53,14,15,15,13,39,16,14,76,14,74,15,76,13,12,76,13,15,12,76,12,78,13,16,13,18,16,14,12,76,77,13,20,17,17,16,17,17,78,13,78,13,15,16,77,13,12,78,12,78,14,14,1.0
73,15,38,35,50,28,18,73,52,17,53,15,20,40,43,14,13,74,74,14,18,37,41,37,72,15,52,26,16,72,27,69,13,14,69,22,32,49,40,38,17,52,15,79,75,15,43,17,16,40,16,21,41,18,14,49,52,18,30,47,19,52,20,14,79,14,71,15,14,79,16,75,17,16,13,51,41,15,13,78,18,49,71,17,77,15,17,16,14,72,77,14,14,72,13,78,14,80,40,20,16,52,18,15,13,79,55,15,76,14,17,73,78,15,16,19,72,15,14,76,17,19,21,16,41,16,13,20,17,40,56,15,79,15,13,39,16,18,18,18,55,14,14,37,17,40,13,17,20,21,17,21,14,49,16,14,77,15,15,16,17,52,76,15,17,21,18,16,20,18,14,77,41,18,16,16,53,16,15,76,17,74,72,15,44,15,14,18,53,15,14,16,14,37,16,14,74,15,74,15,74,15,15,76,14,16,14,76,14,77,13,18,14,18,14,15,15,77,75,15,20,19,17,18,17,19,77,15,75,15,17,18,74,15,14,76,14,76,14,15,1.0
73,13,43,49,52,34,16,74,54,21,56,16,17,38,32,12,13,77,72,12,16,36,27,36,70,14,49,31,14,74,19,74,12,11,63,25,28,61,31,38,17,62,13,78,73,13,33,15,14,39,14,23,29,21,15,60,53,17,25,59,17,61,17,12,81,12,68,18,13,80,14,78,18,14,14,62,31,13,13,77,15,59,68,15,78,12,16,14,13,76,80,12,14,75,13,79,12,81,31,22,14,63,16,13,13,80,56,15,77,12,16,76,81,12,15,18,71,12,14,75,16,17,18,14,30,16,14,22,15,38,57,14,82,11,14,38,15,15,16,21,56,12,16,37,17,38,14,14,17,22,17,22,14,61,15,13,78,13,14,13,15,62,76,13,15,22,16,16,18,15,13,78,33,17,15,14,54,14,14,74,15,76,71,15,33,14,16,21,55,12,16,16,14,38,17,12,76,13,71,14,75,13,14,76,14,17,13,76,14,77,14,17,14,22,16,13,14,76,78,13,18,17,18,15,18,17,79,12,79,12,16,15,76,12,13,78,14,77,14,14,3.0
77,12,50,40,56,24,14,75,63,19,64,15,17,29,38,12,11,77,73,11,17,29,34,27,71,12,58,21,13,76,22,72,10,10,64,14,33,53,36,28,12,55,10,83,74,11,39,14,12,30,13,22,37,21,12,55,63,17,30,52,16,55,17,12,83,11,71,12,10,83,11,78,13,12,12,56,38,13,11,82,15,55,70,14,81,11,13,12,11,76,81,11,11,76,10,82,10,83,39,21,12,57,17,13,10,82,65,14,80,11,11,75,82,10,13,15,72,11,11,80,13,15,18,12,37,14,12,21,12,29,66,12,83,10,12,29,13,14,17,21,65,12,12,29,12,29,12,13,18,21,13,21,12,55,12,12,80,11,12,12,12,55,79,12,13,21,17,14,18,14,10,80,39,15,13,12,63,13,12,80,11,75,72,12,39,12,12,21,64,12,12,14,12,29,12,12,78,12,73,12,78,11,10,80,12,14,11,80,10,80,12,14,12,21,12,13,10,80,79,11,18,15,13,14,13,15,81,11,80,11,13,14,79,11,10,80,10,80,12,13,4.0
71,19,49,41,59,29,17,71,59,21,60,21,21,32,38,18,15,73,73,18,19,31,36,30,72,19,59,26,18,71,23,69,15,17,71,21,34,52,38,31,18,55,17,76,74,18,39,20,18,34,18,22,36,19,17,54,59,19,31,53,19,54,21,18,75,17,71,19,17,77,17,74,20,20,15,56,37,18,15,75,18,54,71,19,74,18,19,20,16,71,75,18,17,71,15,76,16,78,38,21,17,57,20,18,15,77,60,20,73,18,17,72,76,18,18,22,72,18,17,73,19,22,22,20,37,19,15,21,19,33,62,20,76,17,15,33,18,20,19,19,61,18,17,31,19,33,16,19,21,21,19,22,16,54,18,18,73,18,17,19,18,56,72,18,19,22,20,19,22,20,16,75,39,21,18,20,60,19,17,73,17,73,72,19,39,20,17,19,60,18,18,19,16,31,19,18,72,19,72,18,72,19,17,74,17,19,16,73,17,75,16,21,16,19,18,18,17,75,73,19,22,21,20,20,20,22,73,17,73,18,19,20,72,18,16,74,17,74,17,18,1.0
73,15,50,41,58,29,19,71,60,20,61,19,23,34,41,15,14,72,74,14,21,32,39,30,72,15,57,28,18,70,29,66,13,14,69,22,37,50,41,33,17,53,15,79,75,17,42,18,16,34,16,21,39,19,15,52,58,18,36,49,22,52,22,15,78,14,71,17,14,80,15,73,17,17,14,53,39,16,13,78,19,52,71,16,77,15,16,17,14,70,77,14,15,70,13,79,13,80,42,21,16,54,21,16,13,79,62,18,76,14,15,72,78,15,16,19,72,15,14,76,16,19,23,17,39,17,14,20,16,34,62,17,79,15,14,33,16,18,21,19,61,14,15,32,17,34,14,17,23,21,17,21,14,52,15,15,76,15,15,16,16,53,75,15,16,21,21,17,23,18,13,77,42,19,16,17,59,16,16,76,15,72,72,17,42,17,15,19,59,15,15,17,14,32,16,15,74,15,73,17,74,15,15,77,14,17,13,76,14,77,14,18,14,19,15,16,15,77,75,15,23,19,17,18,17,19,76,15,75,15,16,18,74,15,13,77,14,77,14,16,1.0
