@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atLee numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o2atMaa numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMcc numeric
@attribute o2atLcc numeric
@attribute o2atMdd numeric
@attribute o2atLdd numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMcd numeric
@attribute o2atLcd numeric
@attribute o2atLee numeric
@attribute o2atMde numeric
@attribute o2atLde numeric
@attribute o2atMed numeric
@attribute o2atLed numeric
@attribute o2atMdc numeric
@attribute o2atLdc numeric
@attribute o2atMce numeric
@attribute o2atLce numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMec numeric
@attribute o2atLec numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMdb numeric
@attribute o2atLdb numeric
@attribute o3atMdd numeric
@attribute o3atLdd numeric
@attribute o3atLee numeric
@attribute o3atMde numeric
@attribute o3atLde numeric
@attribute o3atMed numeric
@attribute o3atLed numeric
@attribute o3atMcc numeric
@attribute o3atLcc numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMce numeric
@attribute o3atLce numeric
@attribute o3atMac numeric
@attribute o3atLac numeric
@attribute o3atMec numeric
@attribute o3atLec numeric
@attribute o3atMca numeric
@attribute o3atLca numeric
@attribute o3atMdc numeric
@attribute o3atLdc numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMcd numeric
@attribute o3atLcd numeric
@attribute o3atMbe numeric
@attribute o3atLbe numeric
@attribute o3atMeb numeric
@attribute o3atLeb numeric
@attribute o3atMdb numeric
@attribute o3atLdb numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMaa numeric
@attribute o3atMae numeric
@attribute o3atLae numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMda numeric
@attribute o3atLda numeric
@attribute o3atMbd numeric
@attribute o3atLbd numeric
@attribute destClass {-1,1}

@data
31,0,0,21,16,29,6,11,31,0,22,7,13,1,31,0,30,1,23,8,13,18,30,0,12,18,12,8,13,0,23,0,30,0,13,8,23,0,23,1,30,0,13,1,23,0,9,13,21,15,17,25,15,10,22,14,18,16,16,4,26,5,26,5,15,15,16,5,9,21,15,5,13,17,13,15,12,31,12,16,16,15,15,0,31,0,31,0,31,0,16,0,31,0,15,0,31,0,31,0,31,0,31,0,16,0,15,0,31,0,31,0,0,16,0,31,0,31,0,31,-1.0
24,6,5,19,21,23,6,8,25,5,21,8,8,7,25,6,24,6,21,9,9,22,23,6,8,22,8,9,9,6,21,6,24,6,9,9,22,6,22,7,24,5,9,7,22,5,8,11,22,20,19,31,9,9,23,12,20,21,10,0,31,0,31,0,21,10,21,0,8,22,21,0,11,19,11,10,23,20,5,25,6,24,6,8,31,0,31,0,31,10,7,0,31,9,6,0,31,9,21,0,31,9,22,0,7,0,6,0,21,0,31,0,0,7,0,31,0,21,0,22,1.0
25,7,4,12,25,22,17,4,26,5,12,17,5,8,26,5,23,8,13,18,5,26,23,7,4,26,4,18,5,5,13,7,23,5,5,18,13,5,13,8,23,5,5,8,13,5,15,17,15,20,13,31,10,16,16,18,14,21,11,0,31,0,31,0,20,10,21,0,15,15,20,0,17,13,17,10,27,28,1,29,2,28,2,1,28,1,31,1,29,2,2,0,29,2,2,0,29,2,28,1,29,1,28,2,3,2,2,2,29,0,31,0,0,3,0,31,0,29,1,29,1.0
25,4,4,22,10,25,6,18,26,4,23,7,19,5,26,4,25,5,23,7,19,11,25,4,19,12,19,8,20,5,23,4,26,5,19,7,23,5,23,5,26,4,19,5,24,4,0,0,31,5,31,25,23,0,31,0,31,6,24,4,26,5,26,5,7,25,6,5,0,31,7,5,0,31,0,25,30,4,0,31,0,30,0,24,31,0,31,0,31,26,1,0,31,25,0,0,31,25,5,0,31,25,6,0,1,0,0,0,5,0,31,0,0,1,0,31,0,5,0,6,-1.0
25,6,4,19,15,23,10,14,26,5,20,10,15,7,26,5,24,7,20,11,15,16,24,7,14,16,15,11,15,5,20,7,24,5,15,11,20,5,20,7,24,5,15,7,20,5,6,8,24,12,22,31,18,7,25,9,23,13,19,0,31,0,31,0,12,18,13,0,6,24,12,0,8,22,8,18,24,23,4,26,6,25,5,4,31,0,31,0,31,6,6,0,31,6,5,0,31,6,25,0,31,6,25,0,6,0,5,0,25,0,31,0,0,6,0,31,0,25,0,25,-1.0
26,3,3,19,12,24,8,15,27,3,21,9,17,5,27,3,25,4,20,10,17,14,25,5,16,14,17,10,17,4,21,5,26,3,17,10,21,4,20,5,26,4,17,5,21,4,4,6,26,8,24,31,22,5,27,7,25,9,23,0,31,0,31,0,8,22,9,0,4,26,8,0,6,24,6,22,27,22,1,29,3,28,2,1,31,0,31,0,31,5,3,0,31,5,2,0,31,5,26,0,31,5,26,0,3,0,2,0,26,0,31,0,0,3,0,31,0,26,0,26,1.0
27,4,2,24,11,25,5,14,28,3,25,5,17,5,28,3,26,4,24,5,16,14,26,5,16,14,17,6,17,3,25,5,26,3,16,6,25,3,25,4,26,3,17,5,25,3,3,5,27,7,25,25,23,4,28,6,26,8,24,4,26,5,26,5,7,23,8,5,3,27,7,5,5,25,5,23,30,14,0,31,0,30,0,15,26,1,31,3,28,16,1,0,28,16,0,0,28,16,15,3,28,15,15,3,1,3,0,3,15,0,31,0,0,1,0,31,0,15,3,15,1.0
24,8,3,17,17,19,10,12,26,5,17,11,13,10,26,4,20,10,19,12,13,18,21,8,12,18,12,12,13,5,19,9,21,5,13,12,19,5,19,10,21,5,13,10,19,5,4,5,26,7,25,26,22,5,27,6,26,8,23,1,28,3,28,3,8,23,8,3,4,26,8,3,5,25,5,23,30,4,0,31,0,30,0,22,31,0,31,0,31,25,1,0,31,24,0,0,31,24,6,0,31,24,7,0,1,0,0,0,6,0,31,0,0,1,0,31,0,6,0,7,1.0
27,4,2,20,14,25,5,13,28,3,22,7,15,5,28,3,26,4,22,8,15,16,26,4,14,16,14,8,15,3,23,4,26,3,15,8,23,3,23,5,26,3,15,5,23,3,2,4,28,6,26,25,24,3,29,5,27,7,25,2,27,4,27,4,6,24,7,4,2,28,6,4,4,26,4,24,30,10,0,31,0,30,0,13,31,0,31,0,31,17,1,0,31,17,0,0,31,17,14,0,31,16,14,0,1,0,0,0,14,0,31,0,0,1,0,31,0,14,0,14,1.0
25,8,4,15,22,21,12,5,26,5,16,13,7,9,26,5,22,9,17,14,7,24,22,8,6,24,6,14,7,5,17,8,22,5,7,14,17,5,17,9,22,5,7,9,17,5,15,17,15,23,13,31,7,16,16,18,14,24,8,0,31,0,31,0,23,7,24,0,15,15,23,0,17,13,17,7,17,31,11,19,13,18,12,0,31,0,31,0,31,0,13,0,31,0,12,0,31,0,31,0,31,0,31,0,13,0,12,0,31,0,31,0,0,13,0,31,0,31,0,31,1.0
22,8,3,18,16,19,11,13,25,5,18,11,13,10,25,6,21,10,19,12,14,17,20,9,13,17,13,12,14,6,18,9,21,6,14,12,19,6,19,10,21,5,14,10,19,5,2,4,28,7,26,31,23,3,29,5,27,8,24,0,31,0,31,0,7,23,8,0,2,28,7,0,4,26,4,23,30,14,0,31,1,30,0,15,31,0,31,0,31,16,1,0,31,16,0,0,31,16,15,0,31,16,15,0,1,0,0,0,15,0,31,0,0,1,0,31,0,15,0,15,1.0
26,10,3,14,25,17,13,4,27,4,15,14,5,12,27,4,19,12,16,15,5,26,19,11,4,26,4,15,5,4,16,11,19,4,5,15,16,4,16,12,19,4,5,12,16,4,14,22,16,26,8,31,4,15,17,23,9,27,5,0,31,0,31,0,26,4,27,0,14,16,26,0,22,8,22,4,21,17,9,22,10,21,9,12,31,0,31,0,31,13,10,0,31,13,9,0,31,13,18,0,31,13,18,0,10,0,9,0,18,0,31,0,0,10,0,31,0,18,0,18,-1.0
26,4,3,19,16,25,6,13,27,3,22,8,14,5,27,4,26,4,21,9,14,17,25,5,13,17,14,9,14,4,22,5,26,4,14,9,22,4,22,5,26,4,14,5,22,4,4,5,26,8,25,26,22,5,27,6,26,9,23,3,27,4,27,4,8,22,9,4,4,26,8,4,5,25,5,22,30,14,0,31,0,30,0,15,31,0,31,0,31,16,1,0,31,16,0,0,31,16,15,0,31,15,15,0,1,0,0,0,15,0,31,0,0,1,0,31,0,15,0,15,1.0
25,5,4,18,16,24,7,13,26,4,20,9,13,6,26,5,25,6,21,10,14,17,24,5,13,17,13,10,14,5,20,5,25,5,14,10,21,5,21,6,25,4,14,6,21,4,11,14,19,18,16,31,12,12,20,15,17,19,13,0,31,0,31,0,18,12,19,0,11,19,18,0,14,16,14,12,15,31,11,18,14,17,13,0,31,0,31,0,31,0,14,0,31,0,13,0,31,0,31,0,31,0,31,0,14,0,13,0,31,0,31,0,0,14,0,31,0,31,0,31,1.0
26,5,3,19,14,22,10,13,27,3,19,10,14,7,27,3,23,7,20,11,15,16,23,6,14,16,14,11,15,4,19,6,24,4,15,11,20,4,20,7,24,3,15,7,20,3,2,4,28,5,26,31,25,3,29,5,27,6,26,0,31,0,31,0,5,25,6,0,2,28,5,0,4,26,4,25,30,16,0,31,1,30,0,13,31,0,31,0,31,14,1,0,31,14,0,0,31,14,17,0,31,14,17,0,1,0,0,0,17,0,31,0,0,1,0,31,0,17,0,17,1.0
21,10,6,19,13,19,10,14,23,7,19,10,15,11,23,8,20,10,19,11,16,15,19,10,15,15,15,11,16,8,19,10,20,8,16,11,20,8,20,11,20,7,16,11,20,7,3,5,27,7,25,29,23,4,28,6,26,8,24,0,30,1,30,1,7,23,8,1,3,27,7,1,5,25,5,23,30,4,0,31,0,30,0,24,27,0,31,2,29,26,1,0,29,25,0,0,29,25,5,2,29,25,6,2,1,2,0,2,5,0,31,0,0,1,0,31,0,5,2,6,1.0
22,10,7,11,29,19,18,0,23,8,11,18,1,11,23,8,20,11,12,19,1,30,20,10,0,30,0,19,1,8,12,10,20,8,1,19,12,8,12,11,20,8,1,11,12,8,15,17,15,23,13,31,7,16,16,18,14,24,8,0,31,0,31,0,23,7,24,0,15,15,23,0,17,13,17,7,30,31,0,31,1,30,0,0,31,0,31,0,31,0,1,0,31,0,0,0,31,0,31,0,31,0,31,0,1,0,0,0,31,0,31,0,0,1,0,31,0,31,0,31,-1.0
24,8,3,20,12,21,8,16,26,4,21,9,17,9,26,5,22,8,20,9,17,13,21,8,17,14,17,10,18,5,21,8,22,5,17,9,21,5,21,9,22,4,17,9,22,4,0,0,31,4,31,31,21,0,31,0,31,7,24,0,31,0,31,0,7,24,7,0,0,31,7,0,0,31,0,24,30,3,0,31,0,30,0,25,21,4,31,7,24,27,1,0,24,26,0,0,24,26,4,7,24,26,5,7,1,7,0,7,4,0,31,0,0,1,0,31,0,4,7,5,-1.0
31,0,0,27,7,31,0,19,31,0,29,2,22,0,31,0,31,0,29,2,21,9,31,0,22,10,22,2,22,0,29,0,31,0,21,2,29,0,29,0,31,0,21,0,29,0,0,0,31,1,31,31,27,0,31,0,31,3,29,0,31,0,31,0,2,28,3,0,0,31,2,0,0,31,0,28,21,16,3,25,5,24,6,7,29,0,31,1,30,11,7,0,30,11,6,0,30,11,19,0,30,9,20,1,7,1,6,1,20,0,31,0,0,7,0,31,0,20,1,20,1.0
31,0,0,31,11,31,0,14,31,0,31,0,17,0,31,0,31,0,31,0,17,14,31,0,17,14,17,0,17,0,31,0,31,0,17,0,31,0,31,0,31,0,17,0,31,0,0,4,30,11,24,19,17,1,31,6,26,13,19,5,23,9,22,8,12,18,13,9,0,30,12,8,5,25,5,18,19,21,4,23,7,23,8,2,31,0,31,0,31,6,8,0,31,6,8,0,31,6,25,0,31,5,25,0,8,0,8,0,25,0,31,0,0,8,0,31,0,25,0,25,-1.0
23,7,6,21,30,22,8,0,24,6,21,8,0,8,24,7,23,8,22,9,0,30,22,7,0,31,0,9,1,7,21,7,23,7,0,9,22,7,22,8,23,6,0,8,22,6,15,18,15,24,12,31,4,16,16,19,13,26,6,0,31,0,31,0,25,5,26,0,15,15,25,0,18,12,18,5,17,31,5,22,10,21,9,0,31,0,31,0,31,0,10,0,31,0,9,0,31,0,31,0,31,0,31,0,10,0,9,0,31,0,31,0,0,10,0,31,0,31,0,31,-1.0
18,12,11,10,30,17,17,0,19,11,11,18,0,13,19,12,18,13,12,19,0,30,17,12,0,31,0,19,1,12,11,12,18,12,0,19,12,12,12,13,18,11,0,13,12,11,13,28,15,31,1,31,0,14,16,29,2,31,0,0,31,0,31,0,31,0,31,0,15,17,31,0,29,2,29,0,30,17,0,31,1,30,0,13,24,6,30,7,25,14,1,1,25,13,0,0,24,13,17,6,24,14,18,7,1,6,0,6,17,1,31,0,1,1,0,30,0,17,7,18,-1.0
25,6,4,15,21,19,14,8,26,4,15,14,8,9,26,5,22,9,16,15,9,22,21,8,8,22,8,15,9,5,15,8,22,5,9,15,16,5,16,9,22,4,9,9,16,4,11,13,19,18,17,31,12,12,20,14,18,19,13,0,31,0,31,0,18,12,19,0,11,19,18,0,13,17,13,12,24,31,4,26,6,25,5,0,31,0,31,0,31,0,6,0,31,0,5,0,31,0,31,0,31,0,31,0,6,0,5,0,31,0,31,0,0,6,0,31,0,31,0,31,1.0
27,6,2,20,12,21,7,17,28,3,21,8,18,8,28,2,22,6,20,9,18,13,23,7,17,13,17,9,18,3,22,7,23,2,18,9,22,3,21,8,23,3,18,8,22,3,3,5,27,7,25,21,23,4,28,6,26,8,24,2,25,6,25,6,7,23,8,6,3,27,7,6,5,25,5,23,30,13,0,31,0,30,0,16,31,0,31,0,31,17,1,0,31,17,0,0,31,17,14,0,31,16,14,0,1,0,0,0,14,0,31,0,0,1,0,31,0,14,0,14,1.0
26,4,3,20,10,23,7,19,27,3,20,8,19,6,27,3,24,6,22,9,20,11,24,4,19,11,19,9,20,4,21,5,25,4,20,9,22,4,22,6,25,3,20,6,22,3,3,5,27,8,25,31,22,4,28,6,26,9,23,0,31,0,31,0,8,22,9,0,3,27,8,0,5,25,5,22,30,31,0,31,1,30,0,0,31,0,31,0,31,0,1,0,31,0,0,0,31,0,31,0,31,0,31,0,1,0,0,0,31,0,31,0,0,1,0,31,0,31,0,31,1.0
26,4,1,24,8,25,4,20,28,2,25,5,21,5,28,3,26,4,24,5,21,9,25,4,21,10,21,6,22,3,25,4,26,3,21,5,25,3,25,5,26,2,21,5,26,2,0,0,31,0,31,31,30,0,31,0,31,1,31,0,31,0,31,0,0,30,1,0,0,31,0,0,0,31,0,30,30,15,0,31,1,30,0,12,31,0,31,0,31,14,1,0,31,14,0,0,31,14,17,0,31,14,17,0,1,0,0,0,17,0,31,0,0,1,0,31,0,17,0,17,-1.0
25,5,2,23,11,24,6,17,27,3,23,6,18,6,27,4,25,6,24,7,18,12,24,5,18,13,18,7,19,4,23,5,25,4,18,7,24,4,24,6,25,3,18,6,24,3,0,0,31,5,31,27,23,0,31,0,31,7,25,0,29,2,29,2,6,24,7,2,0,31,6,2,0,31,0,24,25,8,3,27,4,26,3,19,17,4,31,9,22,21,5,0,22,21,4,0,22,20,10,9,22,20,10,9,5,9,4,9,10,0,31,0,0,5,0,31,0,10,9,10,1.0
22,12,5,14,15,16,14,13,24,6,15,14,14,14,24,6,16,12,14,15,14,16,17,13,13,17,14,16,15,7,15,13,17,6,14,15,15,7,14,13,18,6,14,13,16,6,0,0,31,26,31,31,4,0,31,0,31,26,4,0,31,0,31,0,27,5,26,0,0,31,27,0,0,31,0,5,27,5,1,29,3,28,2,23,31,0,31,0,31,25,3,0,31,24,2,0,31,24,6,0,31,25,7,0,3,0,2,0,6,0,31,0,0,3,0,31,0,6,0,7,-1.0
26,7,3,18,14,20,11,15,27,4,18,11,16,9,27,3,21,9,19,12,16,15,22,8,15,15,15,12,16,4,19,8,22,4,16,12,19,4,19,9,22,4,16,9,19,4,3,4,27,6,26,25,24,4,28,5,27,7,25,4,26,5,26,5,6,24,7,5,3,27,6,5,4,26,4,24,30,3,0,31,0,30,0,24,31,0,31,0,31,26,1,0,31,26,0,0,31,26,5,0,31,25,5,0,1,0,0,0,5,0,31,0,0,1,0,31,0,5,0,5,1.0
26,3,3,23,11,26,4,16,27,3,25,5,18,4,27,3,26,3,24,6,18,13,26,4,17,13,18,6,18,4,25,4,27,3,18,6,25,4,24,4,27,4,18,4,25,4,3,4,27,7,26,29,23,4,28,5,27,8,24,0,30,1,30,1,7,23,8,1,3,27,7,1,4,26,4,23,26,17,0,29,3,28,2,10,31,0,31,0,31,12,3,0,31,12,2,0,31,12,19,0,31,12,19,0,3,0,2,0,19,0,31,0,0,3,0,31,0,19,0,19,1.0
26,4,3,18,14,21,9,13,27,3,20,10,15,7,27,4,24,6,19,11,15,16,23,7,14,16,15,11,15,4,20,7,24,4,15,11,20,4,20,7,24,4,15,7,20,4,4,6,26,7,24,26,23,5,27,7,25,8,24,3,27,4,27,4,7,23,8,4,4,26,7,4,6,24,6,23,30,9,0,31,0,30,0,18,31,0,31,0,31,20,1,0,31,20,0,0,31,20,11,0,31,19,11,0,1,0,0,0,11,0,31,0,0,1,0,31,0,11,0,11,1.0
27,4,0,17,12,22,9,12,29,1,18,10,15,7,29,2,24,5,18,10,14,15,24,5,14,16,14,12,16,2,19,5,24,2,14,11,19,2,19,5,25,1,15,6,20,1,0,0,31,8,29,23,10,0,31,1,30,13,16,1,26,3,27,3,13,16,14,4,0,31,15,5,0,30,1,17,25,8,3,27,3,26,4,17,14,5,29,10,20,20,4,1,20,20,4,0,20,20,10,10,19,18,10,11,5,11,4,11,10,1,30,0,1,5,0,30,1,11,10,11,1.0
31,0,0,24,8,31,4,18,31,0,26,5,21,0,31,0,31,0,25,5,20,10,31,0,20,11,21,6,21,0,26,0,31,0,20,5,25,0,25,0,31,0,20,0,26,0,0,0,31,1,31,23,24,0,31,0,31,4,27,4,25,6,25,6,4,27,4,6,0,31,4,6,0,31,0,27,23,10,3,26,5,25,4,17,28,1,29,1,29,19,5,1,29,19,5,1,29,18,12,2,28,18,11,2,6,2,5,2,12,1,30,0,1,6,0,30,1,12,1,12,1.0
23,8,6,17,21,21,12,6,24,7,17,12,8,9,24,7,22,9,18,13,8,23,22,8,7,23,7,13,8,7,18,8,22,7,8,13,18,7,18,9,22,7,8,9,18,7,12,15,18,20,15,31,8,13,19,16,16,22,10,0,31,0,31,0,21,9,22,0,12,18,21,0,15,15,15,9,24,31,0,28,4,27,3,0,31,0,31,0,31,0,4,0,31,0,3,0,31,0,31,0,31,0,31,0,4,0,3,0,31,0,31,0,0,4,0,31,0,31,0,31,-1.0
26,3,3,19,14,24,10,15,27,3,20,10,16,5,27,3,25,5,20,11,16,15,25,5,15,15,16,11,16,4,20,5,26,4,16,11,20,4,20,5,26,4,16,5,20,4,4,6,26,8,24,31,22,5,27,7,25,9,23,0,31,0,31,0,8,22,9,0,4,26,8,0,6,24,6,22,25,31,3,27,5,26,4,0,31,0,31,0,31,0,5,0,31,0,4,0,31,0,31,0,31,0,31,0,5,0,4,0,31,0,31,0,0,5,0,31,0,31,0,31,1.0
24,6,5,23,12,23,6,16,25,5,23,6,17,7,25,6,24,6,23,7,17,13,23,6,17,14,17,7,18,6,23,6,24,6,17,7,24,6,24,7,24,5,17,7,24,5,0,0,31,3,31,31,26,0,31,0,31,4,27,0,31,0,31,0,4,27,4,0,0,31,4,0,0,31,0,27,30,1,0,31,1,30,0,29,14,13,31,15,16,30,1,0,16,29,0,0,16,29,1,15,16,30,2,15,1,15,0,15,1,0,31,0,0,1,0,31,0,1,15,2,-1.0
26,3,3,18,12,24,9,15,27,3,20,10,17,5,27,3,25,5,20,11,17,14,25,5,16,14,17,11,17,4,20,5,26,4,17,11,20,4,20,5,26,4,17,5,20,4,3,6,27,8,24,23,22,4,28,7,25,9,23,2,26,5,26,5,8,22,9,5,3,27,8,5,6,24,6,22,30,14,0,31,0,30,0,15,31,0,31,0,31,16,1,0,31,16,0,0,31,16,15,0,31,15,15,0,1,0,0,0,15,0,31,0,0,1,0,31,0,15,0,15,1.0
27,4,2,18,14,23,9,15,28,3,20,10,16,6,28,3,25,5,19,11,16,15,25,6,15,15,16,11,16,3,20,6,25,3,16,11,20,3,20,6,25,3,16,6,20,3,4,6,26,7,24,31,23,5,27,7,25,8,24,0,31,0,31,0,7,23,8,0,4,26,7,0,6,24,6,23,30,16,0,31,1,30,0,13,31,0,31,0,31,14,1,0,31,14,0,0,31,14,17,0,31,14,17,0,1,0,0,0,17,0,31,0,0,1,0,31,0,17,0,17,1.0
26,4,3,24,12,25,5,15,27,4,24,5,17,5,27,3,25,5,25,5,16,14,26,4,16,14,16,6,17,4,25,4,26,4,17,6,25,4,25,5,26,4,17,5,25,4,3,4,27,6,26,25,24,4,28,5,27,7,25,4,26,5,26,5,6,24,7,5,3,27,6,5,4,26,4,24,30,8,0,31,0,30,0,19,31,0,31,0,31,21,1,0,31,21,0,0,31,21,10,0,31,20,10,0,1,0,0,0,10,0,31,0,0,1,0,31,0,10,0,10,1.0
23,10,6,11,28,17,18,1,24,7,11,18,2,12,24,7,19,12,12,19,2,29,19,11,1,29,1,19,2,7,12,11,19,7,2,19,12,7,12,12,19,7,2,12,12,7,15,19,15,25,11,31,5,16,16,20,12,26,6,0,31,0,31,0,25,5,26,0,15,15,25,0,19,11,19,5,30,31,0,31,1,30,0,0,31,0,31,0,31,0,1,0,31,0,0,0,31,0,31,0,31,0,31,0,1,0,0,0,31,0,31,0,0,1,0,31,0,31,0,31,-1.0
24,8,3,19,13,19,8,15,26,5,19,9,17,10,26,4,20,8,19,10,16,14,21,8,16,15,16,10,17,5,21,9,21,4,16,10,21,5,20,10,21,5,16,10,21,5,0,0,31,10,31,31,15,0,31,0,31,13,18,0,31,0,31,0,13,18,13,0,0,31,13,0,0,31,0,18,30,5,0,31,1,30,0,23,27,0,31,2,29,25,1,0,29,24,0,0,29,24,6,2,29,25,7,2,1,2,0,2,6,0,31,0,0,1,0,31,0,6,2,7,-1.0
31,0,0,25,6,29,4,18,31,0,25,4,22,1,31,0,30,1,26,5,21,9,30,0,21,10,21,5,22,0,26,0,30,0,21,5,26,0,26,1,30,0,21,1,26,0,0,0,31,4,30,31,18,0,31,1,31,9,23,0,31,0,31,0,8,22,9,0,0,31,8,0,0,30,0,22,22,19,4,25,6,24,5,8,31,0,31,0,31,10,7,0,31,10,6,0,31,9,21,0,31,9,21,0,7,0,6,0,21,0,31,0,0,7,0,31,0,21,0,21,1.0
22,7,7,14,18,22,15,11,23,7,14,15,11,8,23,7,22,8,15,16,12,19,22,7,11,19,11,16,12,8,14,7,23,8,12,16,15,8,15,8,23,7,12,8,15,7,10,13,20,20,17,31,9,11,21,14,18,21,10,0,31,0,31,0,21,10,21,0,10,20,21,0,13,17,13,10,24,19,4,26,5,25,5,7,31,0,31,0,31,10,6,0,31,9,5,0,31,9,21,0,31,9,22,0,6,0,5,0,21,0,31,0,0,6,0,31,0,21,0,22,1.0
27,3,2,23,9,26,4,18,28,3,24,4,20,4,28,2,26,4,25,5,19,11,27,3,18,11,19,6,20,3,25,3,27,3,20,6,25,3,25,4,27,3,20,4,25,3,3,5,27,6,25,27,24,4,28,6,26,7,25,0,29,2,29,2,6,24,7,2,3,27,6,2,5,25,5,24,27,16,1,29,2,28,2,7,31,0,31,0,31,11,3,0,31,11,2,0,31,11,20,0,31,10,20,0,3,0,2,0,20,0,31,0,0,3,0,31,0,20,0,20,1.0
26,5,3,20,12,22,9,17,27,3,20,9,17,7,27,3,23,7,21,10,18,13,23,6,17,13,17,10,18,4,20,6,24,4,18,10,21,4,21,7,24,3,18,7,21,3,3,5,27,6,25,31,24,4,28,6,26,7,25,0,31,0,31,0,6,24,7,0,3,27,6,0,5,25,5,24,30,16,0,31,1,30,0,13,31,0,31,0,31,14,1,0,31,14,0,0,31,14,17,0,31,14,17,0,1,0,0,0,17,0,31,0,0,1,0,31,0,17,0,17,1.0
24,13,3,14,16,15,14,12,26,4,15,15,13,15,26,4,15,13,14,15,13,17,16,14,13,18,13,16,14,5,15,14,16,4,13,15,15,5,14,14,17,4,13,14,16,4,0,0,31,21,31,31,9,0,31,0,31,21,9,0,31,0,31,0,22,10,21,0,0,31,22,0,0,31,0,10,30,3,0,31,0,30,0,25,31,0,31,0,31,27,1,0,31,26,0,0,31,26,4,0,31,26,5,0,1,0,0,0,4,0,31,0,0,1,0,31,0,4,0,5,-1.0
23,7,6,13,26,22,16,3,24,6,13,16,3,8,24,7,23,8,14,17,4,27,22,7,3,27,3,17,4,7,13,7,23,7,4,17,14,7,14,8,23,6,4,8,14,6,13,17,17,24,13,31,6,14,18,18,14,25,7,0,31,0,31,0,24,6,25,0,13,17,24,0,17,13,17,6,30,31,0,31,1,30,0,0,31,0,31,0,31,0,1,0,31,0,0,0,31,0,31,0,31,0,31,0,1,0,0,0,31,0,31,0,0,1,0,31,0,31,0,31,-1.0
26,7,3,17,17,20,10,12,27,4,18,11,13,9,27,3,21,9,19,12,13,18,22,8,12,18,12,12,13,4,19,8,22,4,13,12,19,4,19,9,22,4,13,9,19,4,5,6,25,8,24,29,22,6,26,7,25,9,23,0,30,1,30,1,8,22,9,1,5,25,8,1,6,24,6,22,30,9,0,31,0,30,0,16,29,0,31,1,30,19,1,0,30,19,0,0,30,19,12,1,30,18,12,1,1,1,0,1,12,0,31,0,0,1,0,31,0,12,1,12,1.0
31,0,0,31,7,31,0,22,31,0,31,0,23,0,31,0,31,0,31,0,23,8,31,0,23,8,23,0,23,0,31,0,31,0,23,0,31,0,31,0,31,0,23,0,31,0,1,5,29,10,25,31,19,2,30,6,26,11,20,0,31,0,31,0,11,20,11,0,1,29,11,0,5,25,5,20,9,31,17,12,20,11,19,0,31,0,31,0,31,0,20,0,31,0,19,0,31,0,31,0,31,0,31,0,20,0,19,0,31,0,31,0,0,20,0,31,0,31,0,31,1.0
25,5,4,23,9,24,6,19,26,4,23,6,20,6,26,5,25,6,24,7,20,10,24,5,20,11,20,7,21,5,23,5,25,5,20,7,24,5,24,6,25,4,20,6,24,4,0,0,31,1,31,31,29,0,31,0,31,2,30,0,31,0,31,0,1,29,2,0,0,31,1,0,0,31,0,29,30,7,0,31,0,30,0,19,31,0,31,0,31,22,1,0,31,21,0,0,31,21,9,0,31,21,10,0,1,0,0,0,9,0,31,0,0,1,0,31,0,9,0,10,-1.0
