@relation 'Sax dominant'

@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMaa numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atLee numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o2atMaa numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMcc numeric
@attribute o2atLcc numeric
@attribute o2atMdd numeric
@attribute o2atLdd numeric
@attribute o2atLee numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMcd numeric
@attribute o2atLcd numeric
@attribute o2atMde numeric
@attribute o2atLde numeric
@attribute o2atMce numeric
@attribute o2atLce numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMed numeric
@attribute o2atLed numeric
@attribute o2atMbd numeric
@attribute o2atLbd numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMac numeric
@attribute o2atLac numeric
@attribute o2atMdc numeric
@attribute o2atLdc numeric
@attribute o3atLee numeric
@attribute o3atMdd numeric
@attribute o3atLdd numeric
@attribute o3atMcc numeric
@attribute o3atLcc numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atMaa numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMed numeric
@attribute o3atLed numeric
@attribute o3atMdc numeric
@attribute o3atLdc numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMcd numeric
@attribute o3atLcd numeric
@attribute o3atMce numeric
@attribute o3atLce numeric
@attribute o3atMde numeric
@attribute o3atLde numeric
@attribute o3atMbd numeric
@attribute o3atLbd numeric
@attribute destClass {2.0,3.0,7.0,6.0,4.0,5.0,1.0}

@data
31,16,13,31,0,14,17,0,31,0,31,31,0,31,0,31,0,14,17,31,0,0,31,0,13,17,16,17,13,19,13,11,14,17,17,14,18,13,20,12,18,12,14,17,19,11,18,14,17,13,14,14,17,13,10,20,13,16,19,10,26,3,4,27,11,20,21,11,17,14,11,20,4,27,17,14,17,10,20,10,11,14,3.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,5,17,24,17,13,18,13,12,6,25,17,14,18,13,19,13,18,13,6,25,18,12,18,14,17,13,6,14,17,13,2,28,9,21,15,15,31,0,0,31,15,15,29,3,22,10,16,16,0,31,21,9,21,2,28,2,15,9,7.0
31,7,23,23,6,24,8,7,24,7,24,31,0,31,0,31,0,23,7,31,0,0,31,0,6,21,23,22,9,23,8,7,7,24,22,10,23,9,24,8,23,8,7,24,23,7,22,9,21,9,7,10,22,8,7,23,14,16,31,0,31,0,0,31,0,31,24,8,17,15,0,31,0,31,16,14,16,7,23,7,0,14,6.0
28,8,22,31,0,23,9,0,31,0,31,31,1,29,2,29,2,22,8,31,0,0,31,0,12,24,17,25,6,25,5,5,13,18,25,7,25,6,26,5,26,6,13,18,25,5,25,6,24,6,13,7,25,5,15,15,23,6,31,0,31,0,0,31,0,31,16,16,7,24,0,31,0,31,7,24,7,15,15,15,0,24,4.0
31,5,24,31,0,25,6,0,31,0,31,31,0,31,0,31,0,25,6,31,0,0,31,0,7,21,23,31,8,31,0,0,7,23,22,9,31,0,31,0,31,0,8,24,31,0,22,0,22,9,7,9,31,0,22,8,23,7,24,6,27,3,4,28,7,25,8,22,7,23,6,24,3,27,8,24,8,23,9,23,7,24,5.0
31,2,28,31,0,29,3,0,31,0,31,31,0,31,0,31,0,28,2,31,0,0,31,0,10,20,19,21,10,22,9,8,11,20,21,11,22,10,23,9,22,9,11,20,22,8,21,10,20,10,11,11,21,9,9,21,12,17,31,0,31,0,0,31,0,31,22,10,18,13,0,31,0,31,18,13,18,9,21,9,0,13,4.0
31,2,28,27,2,29,3,3,28,3,28,31,0,31,0,31,0,28,2,31,0,0,31,0,8,20,21,21,10,22,9,8,9,22,21,11,22,10,23,9,22,9,9,22,22,8,21,10,20,10,9,11,21,9,8,22,11,18,22,7,31,0,0,31,8,23,23,9,19,12,8,23,0,31,19,12,19,8,22,8,8,12,4.0
31,16,13,31,0,14,17,0,31,0,31,31,0,31,0,31,0,14,17,31,0,0,31,0,14,21,15,26,8,27,4,3,15,16,22,9,27,5,28,4,27,4,15,16,27,3,22,5,22,9,15,9,26,4,17,13,24,5,31,0,31,0,0,31,0,31,14,18,6,25,0,31,0,31,6,25,6,17,13,17,0,25,3.0
31,4,26,15,15,26,4,15,15,16,16,31,0,31,0,31,0,27,5,31,0,0,31,0,3,11,26,22,18,24,8,6,4,27,12,19,23,9,25,7,23,7,4,27,24,6,12,9,12,19,4,19,22,8,16,14,19,11,21,9,24,5,6,25,9,21,15,17,12,20,10,22,6,25,11,19,11,16,14,16,9,19,2.0
27,6,24,24,5,25,7,6,25,6,25,31,3,27,3,28,4,24,6,31,0,0,31,0,9,25,20,26,5,26,4,4,10,21,26,6,26,5,27,4,27,5,10,21,26,4,26,5,25,5,10,6,26,4,8,22,18,11,31,0,31,0,0,31,0,31,23,9,12,19,0,31,0,31,12,19,12,8,22,8,0,19,6.0
21,18,12,31,0,12,18,0,31,0,31,31,8,22,9,22,9,13,19,31,0,0,31,0,14,20,15,23,9,24,7,6,15,16,21,10,24,8,25,7,24,7,15,16,24,6,21,8,21,10,15,10,23,7,14,16,17,13,21,8,31,0,0,31,9,22,17,15,14,18,9,22,0,31,13,17,13,14,16,14,9,17,6.0
27,15,15,31,0,16,16,0,31,0,31,31,0,29,2,29,2,15,15,31,0,0,31,0,14,31,15,31,0,31,0,0,15,16,31,0,31,0,31,0,31,0,15,16,31,0,31,0,31,0,15,0,31,0,19,10,30,0,30,0,31,0,0,31,0,31,11,20,0,30,0,30,0,31,1,30,1,20,11,20,1,31,5.0
31,4,26,21,8,27,5,9,22,9,22,31,0,31,0,31,0,26,4,31,0,0,31,0,4,13,25,20,15,20,10,10,5,26,15,17,20,11,21,10,21,11,5,26,20,10,15,11,14,16,5,17,20,10,5,25,10,20,20,9,31,0,0,31,10,21,26,6,21,11,10,21,0,31,20,10,20,5,25,5,10,10,5.0
21,26,3,31,0,4,27,0,31,0,31,31,8,22,9,22,9,4,27,31,0,0,31,0,15,19,14,19,11,20,11,10,16,15,19,12,20,11,21,11,20,11,16,15,20,10,20,12,19,11,16,12,19,11,9,21,12,18,20,9,31,0,0,31,10,21,22,10,19,13,10,21,0,31,18,12,18,9,21,9,10,12,6.0
29,12,18,19,10,19,13,11,20,11,20,31,0,30,1,30,1,18,12,31,0,0,31,0,9,21,20,29,7,30,1,0,10,21,23,9,30,2,31,1,30,1,10,21,30,0,23,2,22,8,10,9,29,1,15,15,23,6,31,0,31,0,0,31,0,31,16,16,7,24,0,31,0,31,7,24,7,15,15,15,0,24,6.0
29,6,24,31,0,25,7,0,31,0,31,31,0,30,1,30,1,24,6,31,0,0,31,0,11,21,18,22,9,22,8,8,12,19,22,10,22,9,23,8,23,9,12,19,22,8,22,9,21,9,12,10,22,8,10,20,21,8,31,0,31,0,0,31,0,31,21,11,9,22,0,31,0,31,9,22,9,10,20,10,0,22,4.0
31,0,30,19,10,30,0,11,20,11,20,31,0,31,0,31,0,31,1,31,0,0,31,0,6,12,23,24,17,25,6,5,7,24,13,18,25,7,26,6,25,6,7,24,25,5,13,7,13,18,7,18,24,6,15,15,18,12,21,8,31,0,0,31,9,22,16,16,13,19,9,22,0,31,12,18,12,15,15,15,9,18,5.0
31,3,27,16,13,27,3,14,17,14,17,31,0,31,0,31,0,28,4,31,0,0,31,0,3,9,26,18,20,19,12,11,4,27,10,21,19,13,20,12,19,12,4,27,19,11,10,13,10,21,4,21,18,12,9,21,12,18,14,15,31,0,0,31,16,15,22,10,19,13,16,15,0,31,18,12,18,9,21,9,16,12,4.0
31,1,28,28,1,29,2,2,29,2,29,31,0,31,0,31,0,29,2,31,0,0,31,0,5,21,24,22,9,22,8,8,6,25,22,10,22,9,23,8,23,9,6,25,22,8,22,9,21,9,6,10,22,8,7,23,16,14,24,5,31,0,0,31,6,25,24,8,15,17,6,25,0,31,14,16,14,7,23,7,6,16,7.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,6,19,23,19,11,20,11,10,7,24,19,12,20,11,21,11,20,11,7,24,20,10,20,12,19,11,7,12,19,11,3,27,9,20,31,0,31,0,0,31,0,31,28,4,21,10,0,31,0,31,21,10,21,3,27,3,0,10,3.0
29,10,19,31,0,20,11,0,31,0,31,31,0,30,1,30,1,20,11,31,0,0,31,0,10,16,19,21,13,22,9,8,11,20,17,14,22,10,23,9,22,9,11,20,22,8,17,10,17,14,11,14,21,9,6,24,9,21,21,8,31,0,0,31,9,22,25,7,22,10,9,22,0,31,21,9,21,6,24,6,9,9,2.0
26,7,23,19,10,24,8,11,20,11,20,31,4,26,4,27,5,23,7,31,0,0,31,0,7,23,22,24,7,25,6,5,8,23,24,8,25,7,26,6,25,6,8,23,25,5,24,7,23,7,8,8,24,6,6,24,18,11,31,0,31,0,0,31,0,31,25,7,12,19,0,31,0,31,12,19,12,6,24,6,0,19,6.0
31,3,27,31,0,28,4,0,31,0,31,31,0,31,0,31,0,27,3,31,0,0,31,0,11,20,18,20,10,21,10,9,12,19,20,11,21,10,22,10,21,10,12,19,21,9,21,11,20,10,12,11,20,10,13,17,20,9,31,0,31,0,0,31,0,31,18,14,10,21,0,31,0,31,10,21,10,13,17,13,0,21,1.0
31,3,27,31,0,28,4,0,31,0,31,31,0,31,0,31,0,27,3,31,0,0,31,0,11,20,18,21,10,22,9,8,12,19,21,11,22,10,23,9,22,9,12,19,22,8,21,10,20,10,12,11,21,9,3,27,18,11,31,0,31,0,0,31,0,31,28,4,12,19,0,31,0,31,12,19,12,3,27,3,0,19,2.0
31,7,22,31,0,23,8,0,31,0,31,31,0,31,0,31,0,23,8,31,0,0,31,0,7,17,22,21,12,22,9,8,8,23,18,13,22,10,23,9,22,9,8,23,22,8,18,10,18,13,8,13,21,9,7,23,9,21,12,17,31,0,0,31,18,13,24,8,22,10,18,13,0,31,21,9,21,7,23,7,18,9,2.0
28,9,21,31,0,22,10,0,31,0,31,31,1,29,2,29,2,21,9,31,0,0,31,0,6,21,23,21,9,22,9,8,7,24,21,10,22,9,23,9,22,9,7,24,22,8,22,10,21,9,7,10,21,9,7,23,11,19,15,14,31,0,0,31,15,16,24,8,20,12,15,16,0,31,19,11,19,7,23,7,15,11,5.0
26,20,10,31,0,11,21,0,31,0,31,31,3,27,4,27,4,10,20,31,0,0,31,0,5,31,25,31,0,31,0,0,5,25,31,0,31,0,31,0,31,0,6,26,31,0,31,0,31,0,5,0,31,0,20,8,22,8,23,7,24,6,7,25,8,24,9,21,8,22,7,23,6,24,8,23,9,22,10,21,8,23,5.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,8,25,21,26,5,27,4,3,9,22,26,6,27,5,28,4,27,4,9,22,27,3,26,5,25,5,9,6,26,4,17,13,20,10,24,6,31,0,0,31,6,24,14,18,11,21,7,25,0,31,10,20,10,17,13,17,6,20,7.0
29,12,18,19,10,19,13,11,20,11,20,31,0,30,1,30,1,18,12,31,0,0,31,0,9,21,20,29,7,30,1,0,10,21,23,9,30,2,31,1,30,1,10,21,30,0,23,2,22,8,10,9,29,1,15,15,23,6,31,0,31,0,0,31,0,31,16,16,7,24,0,31,0,31,7,24,7,15,15,15,0,24,6.0
28,5,25,24,5,26,6,6,25,6,25,31,2,28,2,29,3,25,5,31,0,0,31,0,7,22,22,23,8,23,7,7,8,23,23,9,23,8,24,7,24,8,8,23,23,7,23,8,22,8,8,9,23,7,5,25,15,14,31,0,31,0,0,31,0,31,26,6,15,16,0,31,0,31,15,16,15,5,25,5,0,16,6.0
31,12,16,31,0,18,14,0,31,0,31,31,0,31,0,31,0,17,13,31,0,0,31,0,13,22,16,23,8,24,7,6,14,17,23,9,24,8,25,7,24,7,14,17,24,6,23,8,22,8,14,9,23,7,14,16,19,10,31,0,31,0,0,31,0,31,17,15,11,20,0,31,0,31,11,20,11,14,16,14,0,20,4.0
31,8,21,21,8,22,9,9,22,9,22,31,0,31,0,31,0,22,9,31,0,0,31,0,9,14,20,21,15,22,9,8,10,21,15,16,22,10,23,9,22,9,10,21,22,8,15,10,15,16,10,16,21,9,6,24,13,16,31,0,31,0,0,31,0,31,25,7,17,14,0,31,0,31,17,14,17,6,24,6,0,14,5.0
31,6,24,18,11,24,6,12,19,12,19,31,0,31,0,31,0,25,7,31,0,0,31,0,4,10,25,21,19,22,9,8,5,26,11,20,22,10,23,9,22,9,5,26,22,8,11,10,11,20,5,20,21,9,12,18,15,15,17,13,31,0,0,31,13,17,19,13,16,16,14,18,0,31,15,15,15,12,18,12,13,15,2.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,7,31,23,31,0,31,0,0,7,23,31,0,31,0,31,0,31,0,8,24,31,0,31,0,31,0,7,0,31,0,23,7,25,5,26,4,29,1,2,30,5,27,7,23,5,25,4,26,1,29,6,26,6,24,8,24,5,26,5.0
31,5,25,31,0,25,5,0,31,0,31,31,0,31,0,31,0,26,6,31,0,0,31,0,7,18,22,20,11,21,10,9,8,23,19,12,21,11,22,10,21,10,8,23,21,9,19,11,19,12,8,12,20,10,12,18,15,15,17,13,31,0,0,31,13,17,19,13,16,16,14,18,0,31,15,15,15,12,18,12,13,15,4.0
28,5,25,20,9,26,6,10,21,10,21,31,2,28,2,29,3,25,5,31,0,0,31,0,8,23,21,24,7,25,6,5,9,22,24,8,25,7,26,6,25,6,9,22,25,5,24,7,23,7,9,8,24,6,7,23,20,9,31,0,31,0,0,31,0,31,24,8,10,21,0,31,0,31,10,21,10,7,23,7,0,21,5.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,6,19,24,31,11,31,0,0,6,24,19,11,31,0,31,0,31,0,7,25,31,0,19,0,20,12,6,11,31,0,22,8,24,6,25,5,28,2,3,29,6,26,8,22,6,24,5,25,2,28,7,25,7,23,9,23,6,25,4.0
24,16,13,31,0,14,17,0,31,0,31,31,5,25,6,25,6,14,17,31,0,0,31,0,16,18,13,19,12,20,11,10,17,14,19,13,20,12,21,11,20,11,17,14,20,10,19,12,18,12,17,13,19,11,12,18,15,15,17,13,25,4,5,26,13,17,19,13,16,16,14,18,5,26,15,15,15,12,18,12,13,15,7.0
31,12,17,22,8,18,13,9,23,8,22,31,0,31,0,31,0,18,13,31,0,0,31,0,11,14,19,16,16,17,14,13,12,20,15,17,17,15,18,14,17,14,11,19,17,13,15,15,14,16,12,17,16,14,10,20,14,15,17,12,23,6,7,24,13,18,21,11,16,15,13,18,7,24,16,15,16,10,20,10,13,15,2.0
31,3,27,18,11,28,4,12,19,12,19,31,0,31,0,31,0,27,3,31,0,0,31,0,6,20,23,20,10,21,10,9,7,24,20,11,21,10,22,10,21,10,7,24,21,9,21,11,20,10,7,11,20,10,2,28,16,13,31,0,31,0,0,31,0,31,29,3,14,17,0,31,0,31,14,17,14,2,28,2,0,17,6.0
31,6,23,27,2,24,7,3,28,3,28,31,0,31,0,31,0,24,7,31,0,0,31,0,10,16,19,22,13,23,8,7,11,20,17,14,23,9,24,8,23,8,11,20,23,7,17,9,17,14,11,14,22,8,9,21,16,13,31,0,31,0,0,31,0,31,22,10,14,17,0,31,0,31,14,17,14,9,21,9,0,17,6.0
29,4,26,31,0,27,5,0,31,0,31,31,0,30,1,30,1,26,4,31,0,0,31,0,11,20,18,20,10,21,10,9,12,19,20,11,21,10,22,10,21,10,12,19,21,9,21,11,20,10,12,11,20,10,4,26,15,14,31,0,31,0,0,31,0,31,27,5,15,16,0,31,0,31,15,16,15,4,26,4,0,16,4.0
27,7,23,31,0,24,8,0,31,0,31,31,3,27,3,28,4,23,7,31,0,0,31,0,11,22,18,23,8,23,7,7,12,19,23,9,23,8,24,7,24,8,12,19,23,7,23,8,22,8,12,9,23,7,5,25,17,12,31,0,31,0,0,31,0,31,26,6,13,18,0,31,0,31,13,18,13,5,25,5,0,18,4.0
31,5,23,30,0,24,6,0,30,1,31,31,0,31,0,31,0,25,7,31,0,0,31,0,0,6,31,14,23,20,14,10,0,31,7,24,16,16,21,11,16,11,0,31,20,10,7,16,7,24,0,24,15,15,2,28,5,25,9,21,23,6,7,24,21,9,29,3,26,6,22,10,7,24,25,5,25,2,28,2,21,5,2.0
31,9,20,23,6,21,10,7,24,7,24,31,0,31,0,31,0,21,10,31,0,0,31,0,8,13,21,21,16,22,9,8,9,22,14,17,22,10,23,9,22,9,9,22,22,8,14,10,14,17,9,17,21,9,5,25,11,19,27,2,31,0,0,31,3,28,26,6,20,12,3,28,0,31,19,11,19,5,25,5,3,11,5.0
31,1,27,24,5,29,3,6,25,6,25,31,0,31,0,31,0,28,2,31,0,0,31,0,4,31,26,31,0,31,0,0,4,26,31,0,31,0,31,0,31,0,5,27,31,0,31,0,31,0,4,0,31,0,20,9,26,4,27,3,28,2,3,29,4,28,10,21,4,26,3,27,2,28,5,27,5,21,10,21,4,27,6.0
31,6,23,23,6,24,7,7,24,7,24,31,0,31,0,31,0,24,7,31,0,0,31,0,10,14,19,25,15,26,5,4,11,20,15,16,26,6,27,5,26,5,11,20,26,4,15,6,15,16,11,16,25,5,11,19,16,13,31,0,31,0,0,31,0,31,20,12,14,17,0,31,0,31,14,17,14,11,19,11,0,17,5.0
31,0,31,23,6,31,0,7,24,7,24,31,0,31,0,31,0,31,0,31,0,0,31,0,9,17,20,18,13,18,12,12,10,21,18,14,18,13,19,12,19,13,10,21,18,12,18,13,17,13,10,14,18,12,1,29,12,16,31,0,31,0,0,31,0,31,30,2,18,14,0,31,0,31,17,13,17,1,29,1,0,13,5.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,0,10,31,31,19,31,0,0,0,31,11,20,31,0,31,0,31,0,0,31,31,0,11,0,11,20,0,20,31,0,15,15,17,13,18,12,21,8,9,22,13,19,15,15,13,17,12,18,9,22,14,18,14,16,16,16,13,18,6.0
31,7,22,31,0,23,8,0,31,0,31,31,0,31,0,31,0,23,8,31,0,0,31,0,3,17,26,26,11,27,4,3,4,27,19,13,27,5,28,4,27,4,4,27,27,3,19,5,18,12,4,13,26,4,9,21,14,16,20,9,31,0,0,31,10,21,22,10,17,15,10,21,0,31,16,14,16,9,21,9,10,14,4.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,6,22,23,23,8,24,7,6,7,24,23,9,24,8,25,7,24,7,7,24,24,6,23,8,22,8,7,9,23,7,13,17,17,13,20,9,31,0,0,31,10,21,18,14,14,18,10,21,0,31,13,17,13,13,17,13,10,17,7.0
31,4,26,31,0,27,5,0,31,0,31,31,0,31,0,31,0,26,4,31,0,0,31,0,9,21,20,22,9,22,8,8,10,21,22,10,22,9,23,8,23,9,10,21,22,8,22,9,21,9,10,10,22,8,8,22,15,15,31,0,31,0,0,31,0,31,23,9,16,16,0,31,0,31,15,15,15,8,22,8,0,15,6.0
31,4,25,31,0,26,5,0,31,0,31,31,0,31,0,31,0,26,5,31,0,0,31,0,9,16,20,21,13,22,9,8,10,21,17,14,22,10,23,9,22,9,10,21,22,8,17,10,17,14,10,14,21,9,8,22,11,19,31,0,31,0,0,31,0,31,23,9,20,12,0,31,0,31,19,11,19,8,22,8,0,11,4.0
31,0,31,21,8,31,0,9,22,9,22,31,0,31,0,31,0,31,0,31,0,0,31,0,0,22,31,23,8,24,7,6,0,31,23,9,24,8,25,7,24,7,0,31,24,6,23,8,22,8,0,9,23,7,14,16,17,13,19,11,24,5,6,25,11,19,17,15,14,18,12,20,6,25,13,17,13,14,16,14,11,17,3.0
31,0,30,26,4,30,0,4,26,5,27,31,0,31,0,31,0,31,1,31,0,0,31,0,0,9,31,16,20,17,14,13,0,31,10,21,17,15,18,14,17,14,0,31,17,13,10,15,10,21,0,21,16,14,1,29,4,26,12,17,31,0,0,31,18,13,30,2,27,5,18,13,0,31,26,4,26,1,29,1,18,4,3.0
31,8,21,19,10,22,9,11,20,11,20,31,0,31,0,31,0,22,9,31,0,0,31,0,5,11,24,24,18,25,6,5,6,25,12,19,25,7,26,6,25,6,6,25,25,5,12,7,12,19,6,19,24,6,9,21,11,19,16,13,31,0,0,31,14,17,22,10,20,12,14,17,0,31,19,11,19,9,21,9,14,11,2.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,11,17,18,18,13,19,12,11,12,19,18,14,19,13,20,12,19,12,12,19,19,11,18,13,17,13,12,14,18,12,6,24,19,8,31,0,31,0,0,31,0,31,25,7,10,21,0,31,0,31,10,21,10,6,24,6,0,21,5.0
15,28,2,31,0,2,28,0,31,0,31,31,14,16,15,16,15,3,29,31,0,0,31,0,5,17,24,18,13,19,12,11,6,25,18,14,19,13,20,12,19,12,6,25,19,11,18,13,17,13,6,14,18,12,3,27,7,23,9,21,15,14,15,16,21,9,28,4,24,8,22,10,15,16,23,7,23,3,27,3,21,7,1.0
23,18,12,25,4,13,19,5,26,5,26,31,4,25,6,25,6,12,18,31,0,0,31,0,7,14,23,20,15,31,9,0,7,23,15,16,21,10,31,0,21,0,8,24,31,0,15,10,15,16,7,16,21,10,19,10,24,6,25,5,26,4,5,27,6,26,11,20,6,24,5,25,4,26,7,25,7,20,11,20,6,25,3.0
22,22,8,29,1,9,23,2,30,1,29,31,7,23,8,23,8,8,22,31,0,0,31,0,17,19,13,20,11,21,10,9,18,14,20,12,21,11,22,10,21,10,17,13,21,9,20,11,19,11,18,12,20,10,11,19,14,16,19,10,27,2,3,28,11,20,20,12,17,15,11,20,3,28,16,14,16,11,19,11,11,14,4.0
19,25,5,31,0,6,26,0,31,0,31,31,10,20,11,20,11,5,25,31,0,0,31,0,14,17,15,18,13,19,12,11,15,16,18,14,19,13,20,12,19,12,15,16,19,11,18,13,17,13,15,14,18,12,11,19,13,17,15,14,31,0,0,31,15,16,20,12,18,14,15,16,0,31,17,13,17,11,19,11,15,13,7.0
31,3,27,31,0,28,4,0,31,0,31,31,0,31,0,31,0,27,3,31,0,0,31,0,9,22,20,22,8,23,8,7,10,21,22,9,23,8,24,8,23,8,10,21,23,7,23,9,22,8,10,9,22,8,8,22,14,16,26,3,31,0,0,31,4,27,23,9,17,15,4,27,0,31,16,14,16,8,22,8,4,14,6.0
24,8,22,22,7,23,9,8,23,8,23,31,5,25,6,25,6,22,8,31,0,0,31,0,12,17,17,24,11,25,6,5,13,18,19,13,25,7,26,6,25,6,13,18,25,5,19,7,18,12,13,13,24,6,14,15,31,0,31,0,31,0,0,31,0,31,16,15,0,31,0,31,0,31,0,31,0,15,16,15,0,31,2.0
29,5,25,26,3,26,6,4,27,4,27,31,1,29,1,30,2,25,5,31,0,0,31,0,8,17,21,18,13,19,12,10,9,22,18,14,19,13,20,11,19,11,9,22,20,11,18,13,17,13,9,14,18,12,0,31,12,16,31,0,31,0,0,31,0,31,31,0,18,14,0,31,0,31,17,13,17,0,31,0,0,13,5.0
31,9,20,31,0,21,10,0,31,0,31,31,0,31,0,31,0,21,10,31,0,0,31,0,10,14,19,21,15,22,9,8,11,20,15,16,22,10,23,9,22,9,11,20,22,8,15,10,15,16,11,16,21,9,6,24,11,18,27,2,31,0,0,31,3,28,25,7,19,12,3,28,0,31,19,12,19,6,24,6,3,12,5.0
31,4,26,31,0,27,5,0,31,0,31,31,0,31,0,31,0,26,4,31,0,0,31,0,8,22,21,23,8,23,7,7,9,22,23,9,23,8,24,7,24,8,9,22,23,7,23,8,22,8,9,9,23,7,6,24,18,11,31,0,31,0,0,31,0,31,25,7,12,19,0,31,0,31,12,19,12,6,24,6,0,19,5.0
31,9,20,31,0,21,10,0,31,0,31,31,0,31,0,31,0,21,10,31,0,0,31,0,7,22,22,23,8,23,7,7,8,23,23,9,23,8,24,7,24,8,8,23,23,7,23,8,22,8,8,9,23,7,7,23,13,17,18,12,31,0,0,31,12,18,24,8,18,14,13,19,0,31,17,13,17,7,23,7,12,13,7.0
31,2,28,31,0,29,3,0,31,0,31,31,0,31,0,31,0,28,2,31,0,0,31,0,10,21,19,22,9,23,8,7,11,20,22,10,23,9,24,8,23,8,11,20,23,7,22,9,21,9,11,10,22,8,8,22,14,15,25,4,31,0,0,31,5,26,23,9,16,15,5,26,0,31,16,15,16,8,22,8,5,15,4.0
31,4,26,31,0,27,5,0,31,0,31,31,0,31,0,31,0,26,4,31,0,0,31,0,9,20,20,21,10,22,9,8,10,21,21,11,22,10,23,9,22,9,10,21,22,8,21,10,20,10,10,11,21,9,4,26,18,11,31,0,31,0,0,31,0,31,27,5,12,19,0,31,0,31,12,19,12,4,26,4,0,19,2.0
31,0,31,24,5,31,0,6,25,6,25,31,0,31,0,31,0,31,0,31,0,0,31,0,4,11,25,19,17,20,11,10,5,26,12,19,20,11,21,11,20,11,5,26,20,10,13,12,12,18,5,19,19,11,4,26,9,21,17,12,31,0,0,31,13,18,27,5,22,10,13,18,0,31,21,9,21,4,26,4,13,9,5.0
31,0,31,30,0,31,0,0,30,1,31,31,0,31,0,31,0,31,0,31,0,0,31,0,6,17,23,18,13,19,12,11,7,24,18,14,19,13,20,12,19,12,7,24,19,11,18,13,17,13,7,14,18,12,9,21,13,17,16,14,31,0,0,31,14,16,22,10,18,14,15,17,0,31,17,13,17,9,21,9,14,13,2.0
31,17,12,31,0,13,18,0,31,0,31,31,0,31,0,31,0,13,18,31,0,0,31,0,12,19,17,20,11,21,10,9,13,18,20,12,21,11,22,10,21,10,13,18,21,9,20,11,19,11,13,12,20,10,12,18,15,15,18,11,31,0,0,31,12,19,19,13,16,16,12,19,0,31,15,15,15,12,18,12,12,15,7.0
28,7,23,31,0,24,8,0,31,0,31,31,1,29,2,29,2,23,7,31,0,0,31,0,13,22,16,22,8,23,8,7,14,17,22,9,23,8,24,8,23,8,14,17,23,7,23,9,22,8,14,9,22,8,14,16,23,6,31,0,31,0,0,31,0,31,17,15,7,24,0,31,0,31,7,24,7,14,16,14,0,24,4.0
31,18,11,31,0,12,19,0,31,0,31,31,0,31,0,31,0,12,19,31,0,0,31,0,18,20,11,21,10,22,9,8,19,12,21,11,22,10,23,9,22,9,19,12,22,8,21,10,20,10,19,11,21,9,13,17,15,15,18,11,31,0,0,31,12,19,18,14,16,16,12,19,0,31,15,15,15,13,17,13,12,15,6.0
31,7,23,31,0,24,8,0,31,0,31,31,0,31,0,31,0,23,7,31,0,0,31,0,8,21,21,21,9,22,9,8,9,22,21,10,22,9,23,9,22,9,9,22,22,8,22,10,21,9,9,10,21,9,8,22,13,17,16,13,31,0,0,31,14,17,23,9,18,14,14,17,0,31,17,13,17,8,22,8,14,13,6.0
23,18,12,21,9,13,19,10,22,9,21,31,6,24,7,24,7,12,18,31,0,0,31,0,17,19,13,20,11,21,10,9,18,14,20,12,21,11,22,10,21,10,17,13,21,9,20,11,19,11,18,12,20,10,14,16,17,12,28,1,31,0,0,31,2,29,17,15,13,18,2,29,0,31,13,18,13,14,16,14,2,18,5.0
