@relation 'Sax dominant'

@attribute o1atMaa numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atLee numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute destClass {1,2}

@data
23,34,69,53,58,71,39,19,25,71,35,60,53,40,74,20,55,21,24,70,73,21,54,40,35,59,35,41,36,22,25,22,25,60,25,41,35,40,24,59,54,21,2.0
28,31,66,46,61,75,42,15,29,67,32,63,49,45,78,17,50,17,28,66,77,17,49,45,32,62,32,46,33,18,29,18,29,63,29,46,32,45,28,62,49,17,1.0
25,32,69,42,60,91,50,3,26,70,33,62,43,51,92,3,44,3,25,69,91,3,43,51,33,61,33,52,34,4,26,4,26,62,26,52,33,51,25,61,43,3,1.0
24,34,68,52,58,75,40,17,26,70,36,60,53,42,77,18,54,19,25,69,76,18,53,41,35,59,36,42,36,19,26,19,26,60,26,42,35,41,25,59,53,18,2.0
17,31,75,55,61,75,35,15,19,77,32,63,56,37,78,16,58,17,18,76,77,17,57,37,32,62,32,38,33,18,19,18,19,63,19,38,32,37,18,62,57,17,1.0
24,32,68,53,62,76,39,16,26,70,32,63,54,40,78,17,55,18,25,69,77,17,54,40,32,62,33,41,33,18,26,18,26,63,26,41,32,40,25,62,54,17,2.0
21,34,71,45,58,79,45,13,23,73,34,60,47,46,81,14,48,14,22,72,80,14,47,47,35,59,35,48,36,15,23,15,23,60,23,48,35,47,22,59,47,14,2.0
28,31,66,39,61,83,53,9,29,67,32,63,40,54,85,10,41,10,28,66,84,10,40,54,32,62,32,55,33,11,29,11,29,63,29,55,32,54,28,62,40,10,1.0
20,36,72,52,58,75,38,17,22,74,37,59,54,41,77,18,55,19,21,73,76,18,54,40,36,58,37,41,37,19,22,19,22,59,22,41,36,40,21,58,54,18,1.0
28,31,66,40,61,79,50,13,29,67,32,63,42,52,81,14,43,14,28,66,80,14,42,52,32,62,32,53,33,15,29,15,29,63,29,53,32,52,28,62,42,14,1.0
21,32,71,52,60,83,38,9,23,73,33,62,54,40,85,10,55,10,22,72,84,10,54,40,33,61,33,41,34,11,23,11,23,62,23,41,33,40,22,61,54,10,1.0
24,34,68,41,58,83,49,9,26,70,34,60,43,50,85,10,44,10,25,69,84,10,43,51,35,59,35,52,36,11,26,11,26,60,26,52,35,51,25,59,43,10,1.0
20,31,72,56,61,71,34,19,22,74,33,63,57,37,74,20,59,22,21,73,73,21,58,36,32,62,33,37,33,22,22,22,22,63,22,37,32,36,21,62,58,21,1.0
24,28,68,60,64,72,28,18,24,70,30,64,63,32,75,20,64,21,25,69,74,20,63,31,29,65,30,32,30,21,26,21,26,66,26,32,29,31,25,65,63,20,2.0
25,32,67,47,62,83,45,9,27,69,33,63,48,47,85,10,49,11,26,68,84,10,48,46,32,62,33,47,33,11,27,11,27,63,27,47,32,46,26,62,48,10,2.0
21,34,71,38,58,77,54,13,23,73,34,60,39,54,80,15,40,15,22,72,79,15,39,55,35,59,35,56,36,16,23,16,23,60,23,56,35,55,22,59,39,15,1.0
20,35,70,51,57,75,39,15,23,73,36,59,53,41,78,17,54,18,22,72,77,17,53,41,36,58,37,42,37,18,23,18,23,59,23,42,36,41,22,58,53,17,2.0
14,41,78,60,49,75,30,15,15,80,43,51,62,32,78,17,63,18,15,79,77,17,62,32,43,51,44,33,44,18,16,18,16,52,16,33,43,32,15,51,62,17,2.0
25,32,69,42,60,91,50,3,26,70,33,62,43,51,92,3,44,3,25,69,91,3,43,51,33,61,33,52,34,4,26,4,26,62,26,52,33,51,25,61,43,3,1.0
21,31,71,44,61,76,46,16,23,73,32,63,46,48,78,17,47,17,22,72,77,17,46,48,32,62,32,49,33,18,23,18,23,63,23,49,32,48,22,62,46,17,2.0
25,32,67,47,62,76,45,16,27,69,33,63,48,47,78,17,49,18,26,68,77,17,48,46,32,62,33,47,33,18,27,18,27,63,27,47,32,46,26,62,48,17,2.0
20,31,72,57,59,71,31,19,21,74,33,61,60,34,74,21,61,22,21,73,73,21,60,34,33,61,34,35,34,22,22,22,22,62,22,35,33,34,21,61,60,21,2.0
17,44,75,59,44,80,31,14,18,77,47,47,62,33,81,15,62,15,18,76,80,14,61,33,47,47,48,33,48,15,19,15,18,48,19,34,47,33,18,47,61,14,1.0
25,32,67,46,62,79,44,13,27,69,33,63,48,47,81,14,49,15,26,68,80,14,48,46,32,62,33,47,33,15,27,15,27,63,27,47,32,46,26,62,48,14,2.0
25,31,69,42,61,86,50,6,26,70,32,63,43,51,88,7,44,7,25,69,87,7,43,51,32,62,32,52,33,8,26,8,26,63,26,52,32,51,25,62,43,7,1.0
13,48,79,69,42,80,21,14,14,81,50,44,72,23,81,15,72,15,14,80,80,14,71,23,50,44,51,23,51,15,15,15,14,45,15,24,50,23,14,44,71,14,2.0
25,34,69,38,58,81,54,9,26,70,34,60,39,54,84,11,40,11,25,69,83,11,39,55,35,59,35,56,36,12,26,12,26,60,26,56,35,55,25,59,39,11,1.0
28,35,66,43,57,87,49,5,29,67,36,59,44,50,89,6,45,6,28,66,88,6,44,50,36,58,36,51,37,7,29,7,29,59,29,51,36,50,28,58,44,6,1.0
20,37,70,48,55,72,42,18,23,73,38,57,49,44,75,19,51,21,22,72,74,20,50,44,38,56,39,45,39,21,23,21,23,57,23,45,38,44,22,56,50,20,2.0
16,42,76,57,48,78,35,14,17,78,44,50,59,36,80,16,59,16,17,77,79,15,58,36,44,50,45,37,45,16,18,16,18,51,18,37,44,36,17,50,58,15,1.0
17,42,75,61,48,76,31,16,18,77,45,50,62,33,78,17,63,18,18,76,77,17,62,32,44,50,45,33,45,18,19,18,19,51,19,33,44,32,18,50,62,17,1.0
15,31,75,65,57,75,27,17,17,78,35,60,66,29,77,18,67,19,17,77,76,18,66,28,34,60,35,29,35,19,18,19,18,61,18,29,34,28,17,60,66,18,2.0
7,34,83,75,54,80,17,14,9,86,37,57,76,18,81,14,77,15,9,85,80,14,76,18,37,57,38,18,38,15,10,15,9,58,10,19,37,18,9,57,76,14,2.0
21,34,71,42,58,79,48,13,23,73,35,60,44,50,81,14,45,14,22,72,80,14,44,50,35,59,35,51,36,15,23,15,23,60,23,51,35,50,22,59,44,14,2.0
24,32,68,53,62,72,39,18,26,70,33,63,54,41,75,20,55,21,25,69,74,20,54,40,32,62,33,41,33,21,26,21,26,63,26,41,32,40,25,62,54,20,2.0
21,28,71,59,64,76,31,16,22,73,30,65,61,34,78,17,62,18,22,72,77,17,61,33,29,65,30,34,30,18,23,18,23,66,23,34,29,33,22,65,61,17,2.0
24,31,68,38,61,79,54,11,26,70,32,63,39,55,82,13,40,13,25,69,81,13,39,55,32,62,32,56,33,14,26,14,26,63,26,56,32,55,25,62,39,13,1.0
17,34,75,59,56,75,31,17,18,77,37,58,60,34,77,17,62,19,18,76,76,18,61,33,36,58,37,34,37,19,19,19,19,59,19,34,36,33,18,58,61,18,1.0
21,34,71,51,58,76,39,16,23,73,34,60,53,40,78,17,54,17,22,72,77,17,53,41,35,59,35,42,36,18,23,18,23,60,23,42,35,41,22,59,53,17,2.0
24,34,68,39,58,83,53,9,26,70,35,60,40,54,85,10,41,10,25,69,84,10,40,54,35,59,35,55,36,11,26,11,26,60,26,55,35,54,25,59,40,10,1.0
24,34,68,39,58,83,53,9,26,70,35,60,40,54,85,10,41,10,25,69,84,10,40,54,35,59,35,55,36,11,26,11,26,60,26,55,35,54,25,59,40,10,2.0
25,34,69,41,58,87,49,5,26,70,35,60,43,51,89,6,44,6,25,69,88,6,43,51,35,59,35,52,36,7,26,7,26,60,26,52,35,51,25,59,43,6,2.0
20,36,72,56,58,75,34,17,22,74,37,59,57,37,77,17,59,19,21,73,76,18,58,36,36,58,37,37,37,19,22,19,22,59,22,37,36,36,21,58,58,18,1.0
24,35,68,43,57,80,47,10,26,70,36,59,45,49,83,12,46,12,25,69,82,12,45,49,36,58,36,50,37,13,26,13,26,59,26,50,36,49,25,58,45,12,1.0
19,35,71,59,55,70,31,18,20,74,38,56,60,34,74,20,62,22,21,73,73,21,61,33,37,57,38,34,38,22,22,22,22,58,22,34,37,33,21,57,61,21,2.0
22,34,68,49,58,78,41,14,24,71,35,59,51,43,80,15,52,16,24,70,79,15,51,43,35,59,36,44,36,16,25,16,25,60,25,44,35,43,24,59,51,15,2.0
23,29,69,55,65,75,35,15,25,71,30,66,56,38,78,16,58,18,24,70,77,17,57,37,29,65,30,38,30,18,25,18,25,66,25,38,29,37,24,65,57,17,1.0
25,31,69,41,61,78,51,12,26,70,32,63,42,52,81,14,43,14,25,69,80,14,42,52,32,62,32,53,33,15,26,15,26,63,26,53,32,52,25,62,42,14,1.0
21,34,71,38,58,78,54,12,23,73,34,60,39,54,81,14,40,14,22,72,80,14,39,55,35,59,35,56,36,15,23,15,23,60,23,56,35,55,22,59,39,14,1.0
23,34,69,50,58,76,42,16,25,71,35,60,51,43,78,17,52,17,24,70,77,17,51,43,35,59,35,44,36,18,25,18,25,60,25,44,35,43,24,59,51,17,2.0
24,32,68,43,60,75,45,15,26,70,33,62,46,48,78,17,47,17,25,69,77,17,46,48,33,61,33,49,34,18,26,18,26,62,26,49,33,48,25,61,46,17,1.0
21,32,71,53,62,79,37,13,23,73,33,63,55,40,81,14,56,15,22,72,80,14,55,39,32,62,33,40,33,15,23,15,23,63,23,40,32,39,22,62,55,14,2.0
21,32,71,45,62,83,45,9,23,73,33,63,47,48,85,10,48,11,22,72,84,10,47,47,32,62,33,48,33,11,23,11,23,63,23,48,32,47,22,62,47,10,2.0
28,31,66,44,61,82,46,10,29,67,32,63,46,48,84,11,47,11,28,66,83,11,46,48,32,62,32,49,33,12,29,12,29,63,29,49,32,48,28,62,46,11,2.0
24,34,68,44,58,79,46,13,26,70,34,60,46,47,81,14,47,14,25,69,80,14,46,48,35,59,35,49,36,15,26,15,26,60,26,49,35,48,25,59,46,14,2.0
24,31,68,41,61,75,49,15,26,70,32,63,43,51,78,17,44,17,25,69,77,17,43,51,32,62,32,52,33,18,26,18,26,63,26,52,32,51,25,62,43,17,1.0
24,35,68,56,57,79,36,13,26,70,37,59,56,38,81,13,58,15,25,69,80,14,57,37,36,58,37,38,37,15,26,15,26,59,26,38,36,37,25,58,57,14,2.0
24,32,68,49,62,79,43,13,26,70,32,63,50,44,81,14,51,15,25,69,80,14,50,44,32,62,33,45,33,15,26,15,26,63,26,45,32,44,25,62,50,14,2.0
21,28,71,63,64,75,27,15,22,73,30,65,65,30,78,17,66,18,22,72,77,17,65,29,29,65,30,30,30,18,23,18,23,66,23,30,29,29,22,65,65,17,2.0
21,31,71,38,61,74,54,16,23,73,32,63,39,55,77,18,40,18,22,72,76,18,39,55,32,62,32,56,33,19,23,19,23,63,23,56,32,55,22,62,39,18,1.0
28,31,66,44,61,79,46,13,29,67,32,63,46,48,81,14,47,14,28,66,80,14,46,48,32,62,32,49,33,15,29,15,29,63,29,49,32,48,28,62,46,14,2.0
24,31,68,41,61,83,49,9,26,70,32,63,43,51,85,10,44,10,25,69,84,10,43,51,32,62,32,52,33,11,26,11,26,63,26,52,32,51,25,62,43,10,2.0
24,31,68,41,61,79,49,13,26,70,32,63,43,51,81,14,44,14,25,69,80,14,43,51,32,62,32,52,33,15,26,15,26,63,26,52,32,51,25,62,43,14,1.0
24,32,68,55,62,76,35,16,25,70,33,62,56,38,78,16,58,18,25,69,77,17,57,37,32,62,33,38,33,18,26,18,26,63,26,38,32,37,25,62,57,17,2.0
10,44,82,60,46,80,30,12,11,84,46,48,62,32,82,13,63,13,11,83,81,13,62,32,46,48,46,32,47,13,12,14,11,49,11,33,46,32,11,48,62,13,2.0
21,32,71,44,60,75,46,15,23,73,33,62,46,48,78,17,47,17,22,72,77,17,46,48,33,61,33,49,34,18,23,18,23,62,23,49,33,48,22,61,46,17,1.0
10,32,82,60,58,84,30,10,11,84,34,60,63,32,85,11,63,11,11,83,84,10,62,32,34,60,35,32,35,11,12,11,11,61,12,33,34,32,11,60,62,10,2.0
24,34,68,41,58,79,49,13,26,70,34,60,43,50,81,14,44,14,25,69,80,14,43,51,35,59,35,52,36,15,26,15,26,60,26,52,35,51,25,59,43,14,1.0
28,31,66,41,61,83,51,9,29,67,32,63,42,52,85,10,43,10,28,66,84,10,42,52,32,62,32,53,33,11,29,11,29,63,29,53,32,52,28,62,42,10,1.0
24,31,68,39,61,79,51,13,26,70,32,63,41,53,81,14,42,14,25,69,80,14,41,53,32,62,32,54,33,15,26,15,26,63,26,54,32,53,25,62,41,14,2.0
20,38,72,58,52,70,32,20,21,74,41,54,60,35,73,22,61,23,21,73,72,22,60,34,40,54,41,35,41,23,22,23,22,55,22,35,40,34,21,54,60,22,1.0
20,36,72,56,54,71,34,19,22,74,38,57,58,36,74,21,59,21,21,73,73,21,58,36,38,56,38,37,39,22,22,22,22,57,22,37,38,36,21,56,58,21,1.0
15,45,75,62,45,76,30,16,17,78,48,47,63,32,78,17,64,18,17,77,77,17,63,31,47,47,48,32,48,18,18,18,18,48,18,32,47,31,17,47,63,17,1.0
25,32,69,41,60,83,51,9,26,70,33,62,42,52,85,10,43,10,25,69,84,10,42,52,33,61,33,53,34,11,26,11,26,62,26,53,33,52,25,61,42,10,1.0
25,32,69,43,60,82,47,8,26,70,33,62,45,49,85,10,46,10,25,69,84,10,45,49,33,61,33,50,34,11,26,11,26,62,26,50,33,49,25,61,45,10,1.0
17,34,75,59,58,73,31,17,19,77,35,60,60,33,76,18,62,20,18,76,75,19,61,33,35,59,36,34,36,20,19,20,19,60,19,34,35,33,18,59,61,19,1.0
21,34,71,41,58,82,49,8,23,73,35,60,43,51,85,10,44,10,22,72,84,10,43,51,35,59,35,52,36,11,23,11,23,60,23,52,35,51,22,59,43,10,1.0
23,29,69,58,65,72,32,18,25,71,30,66,60,35,75,20,61,21,24,70,74,20,60,34,29,65,30,35,30,21,25,21,25,66,25,35,29,34,24,65,60,20,1.0
23,31,69,59,61,70,31,20,25,71,32,63,60,33,73,21,62,22,24,70,72,22,61,33,32,62,32,34,33,23,25,23,25,63,25,34,32,33,24,62,61,22,1.0
24,32,68,51,62,76,39,16,26,70,33,63,52,42,78,16,54,18,25,69,77,17,53,41,32,62,33,42,33,18,26,18,26,63,26,42,32,41,25,62,53,17,2.0
28,34,66,40,58,78,50,12,29,67,34,60,42,51,81,14,43,14,28,66,80,14,42,52,35,59,35,53,36,15,29,15,29,60,29,53,35,52,28,59,42,14,1.0
28,32,66,39,60,83,53,9,29,67,33,62,40,54,85,10,41,10,28,66,84,10,40,54,33,61,33,55,34,11,29,11,29,62,29,55,33,54,28,61,40,10,1.0
24,31,68,40,61,78,50,12,26,70,32,63,42,52,81,14,43,14,25,69,80,14,42,52,32,62,32,53,33,15,26,15,26,63,26,53,32,52,25,62,42,14,1.0
28,31,66,40,61,82,50,8,29,67,32,63,42,52,85,10,43,10,28,66,84,10,42,52,32,62,32,53,33,11,29,11,29,63,29,53,32,52,28,62,42,10,1.0
20,35,72,55,57,78,35,12,22,74,36,59,57,37,81,14,58,14,21,73,80,14,57,37,36,58,36,38,37,15,22,15,22,59,22,38,36,37,21,58,57,14,1.0
25,32,67,42,62,86,48,6,27,69,33,63,44,51,88,7,45,8,26,68,87,7,44,50,32,62,33,51,33,8,27,8,27,63,27,51,32,50,26,62,44,7,2.0
10,38,80,60,52,80,30,14,12,83,40,54,63,32,81,15,63,15,12,82,80,14,62,32,40,54,41,32,41,15,13,15,12,55,13,33,40,32,12,54,62,14,2.0
24,38,68,53,52,71,37,19,25,70,41,54,55,40,74,21,56,22,25,69,73,21,55,39,40,54,41,40,41,22,26,22,26,55,26,40,40,39,25,54,55,21,2.0
14,38,78,57,52,80,33,14,14,80,40,53,60,35,81,15,60,15,15,79,80,14,59,35,40,54,41,35,41,15,16,15,15,55,16,36,40,35,15,54,59,14,2.0
25,32,67,54,62,76,38,16,27,69,33,63,55,40,78,17,56,18,26,68,77,17,55,39,32,62,33,40,33,18,27,18,27,63,27,40,32,39,26,62,55,17,2.0
16,33,74,60,55,71,30,19,18,77,34,58,62,30,74,21,63,21,18,76,73,21,62,32,36,58,36,32,37,22,19,22,18,59,19,33,36,32,18,58,62,21,2.0
28,31,66,38,61,79,54,11,29,67,32,63,39,55,82,13,40,13,28,66,81,13,39,55,32,62,32,56,33,14,29,14,29,63,29,56,32,55,28,62,39,13,1.0
24,35,68,42,57,91,50,3,26,70,35,59,43,50,92,3,44,3,25,69,91,3,43,51,36,58,36,52,37,4,26,4,26,59,26,52,36,51,25,58,43,3,1.0
23,28,69,64,64,76,26,16,23,71,30,64,66,29,78,17,67,18,24,70,77,17,66,28,29,65,30,29,30,18,25,18,25,66,25,29,29,28,24,65,66,17,2.0
28,32,66,41,60,83,51,9,29,67,33,62,42,52,85,10,43,10,28,66,84,10,42,52,33,61,33,53,34,11,29,11,29,62,29,53,33,52,28,61,42,10,1.0
20,36,72,55,58,75,35,17,22,74,37,59,57,38,77,18,58,19,21,73,76,18,57,37,36,58,37,38,37,19,22,19,22,59,22,38,36,37,21,58,57,18,1.0
21,32,71,49,62,82,41,10,23,73,33,63,51,44,84,11,52,12,22,72,83,11,51,43,32,62,33,44,33,12,23,12,23,63,23,44,32,43,22,62,51,11,2.0
14,44,78,61,46,79,31,13,15,80,47,48,63,33,81,15,63,15,15,79,80,14,62,32,46,48,47,33,47,15,16,15,16,49,16,33,46,32,15,48,62,14,1.0
16,41,76,54,49,75,38,17,17,78,44,51,56,40,77,19,56,19,17,77,76,18,55,39,43,51,44,40,44,19,18,19,18,52,18,40,43,39,17,51,55,18,1.0
28,29,66,45,65,79,45,13,29,67,30,66,47,48,81,14,48,15,28,66,80,14,47,47,29,65,30,48,30,15,29,15,29,66,29,48,29,47,28,65,47,14,2.0
24,34,68,42,58,87,48,5,26,70,35,60,44,50,89,6,45,6,25,69,88,6,44,50,35,59,35,51,36,7,26,7,26,60,26,51,35,50,25,59,44,6,2.0
25,32,69,41,60,86,51,6,26,70,33,62,42,52,88,7,43,7,25,69,87,7,42,52,33,61,33,53,34,8,26,8,26,62,26,53,33,52,25,61,42,7,1.0
21,34,71,45,58,79,45,13,23,73,35,60,47,47,81,14,48,14,22,72,80,14,47,47,35,59,35,48,36,15,23,15,23,60,23,48,35,47,22,59,47,14,2.0
23,31,69,52,61,74,38,16,25,71,32,63,54,40,77,18,55,18,24,70,76,18,54,40,32,62,32,41,33,19,25,19,25,63,25,41,32,40,24,62,54,18,1.0
24,34,68,40,58,80,52,12,26,70,35,60,41,53,82,13,42,13,25,69,81,13,41,53,35,59,35,54,36,14,26,14,26,60,26,54,35,53,25,59,41,13,1.0
14,42,78,60,48,79,32,13,15,80,45,50,62,34,81,15,62,15,15,79,80,14,61,33,44,50,45,34,45,15,16,15,16,51,16,34,44,33,15,50,61,14,1.0
25,31,69,38,61,83,54,9,26,70,32,63,39,55,85,10,40,10,25,69,84,10,39,55,32,62,32,56,33,11,26,11,26,63,26,56,32,55,25,62,39,10,1.0
23,40,69,56,50,75,36,17,25,71,42,53,56,37,77,17,58,18,24,70,76,18,57,37,42,52,42,38,43,19,25,19,25,53,25,38,42,37,24,52,57,18,2.0
23,31,69,52,61,73,38,17,25,71,32,63,54,40,76,19,55,19,24,70,75,19,54,40,32,62,32,41,33,20,25,20,25,63,25,41,32,40,24,62,54,19,1.0
24,31,68,39,61,87,53,5,26,70,32,63,40,54,89,6,41,6,25,69,88,6,40,54,32,62,32,55,33,7,26,7,26,63,26,55,32,54,25,62,40,6,1.0
24,31,68,40,61,83,50,9,26,70,32,63,42,52,85,10,43,10,25,69,84,10,42,52,32,62,32,53,33,11,26,11,26,63,26,53,32,52,25,62,42,10,2.0
24,32,68,45,62,79,45,13,26,70,32,63,47,47,81,14,48,15,25,69,80,14,47,47,32,62,33,48,33,15,26,15,26,63,26,48,32,47,25,62,47,14,2.0
28,32,66,38,60,82,54,8,29,67,33,62,39,55,85,10,40,10,28,66,84,10,39,55,33,61,33,56,34,11,29,11,29,62,29,56,33,55,28,61,39,10,1.0
24,31,68,40,61,78,50,12,26,70,32,63,42,52,81,14,43,14,25,69,80,14,42,52,32,62,32,53,33,15,26,15,26,63,26,53,32,52,25,62,42,14,1.0
24,34,68,44,58,83,46,9,26,70,35,60,46,48,85,10,47,10,25,69,84,10,46,48,35,59,35,49,36,11,26,11,26,60,26,49,35,48,25,59,46,10,1.0
24,32,68,49,62,79,43,13,26,70,32,63,50,44,81,14,51,15,25,69,80,14,50,44,32,62,33,45,33,15,26,15,26,63,26,45,32,44,25,62,50,14,2.0
24,35,68,42,57,78,50,12,26,70,36,59,43,51,81,14,44,14,25,69,80,14,43,51,36,58,36,52,37,15,26,15,26,59,26,52,36,51,25,58,43,14,1.0
24,32,68,50,62,79,42,13,26,70,33,63,51,44,81,14,52,15,25,69,80,14,51,43,32,62,33,44,33,15,26,15,26,63,26,44,32,43,25,62,51,14,2.0
28,32,66,41,60,84,51,8,29,67,33,62,42,52,86,9,43,9,28,66,85,9,42,52,33,61,33,53,34,10,29,10,29,62,29,53,33,52,28,61,42,9,1.0
14,31,78,62,61,79,30,13,15,80,33,62,64,32,81,15,64,15,15,79,80,14,63,31,32,62,33,32,33,15,16,15,16,63,16,32,32,31,15,62,63,14,2.0
23,34,69,49,58,76,43,16,25,71,34,60,50,43,78,17,51,17,24,70,77,17,50,44,35,59,35,45,36,18,25,18,25,60,25,45,35,44,24,59,50,17,2.0
25,32,67,43,62,82,47,10,27,69,33,63,45,50,84,11,46,12,26,68,83,11,45,49,32,62,33,50,33,12,27,12,27,63,27,50,32,49,26,62,45,11,2.0
24,32,68,47,62,79,45,13,26,70,33,63,48,47,81,14,49,15,25,69,80,14,48,46,32,62,33,47,33,15,26,15,26,63,26,47,32,46,25,62,48,14,2.0
23,32,69,52,60,71,38,19,25,71,33,62,54,40,74,21,55,21,24,70,73,21,54,40,33,61,33,41,34,22,25,22,25,62,25,41,33,40,24,61,54,21,1.0
12,45,78,69,45,75,25,17,14,81,48,47,69,26,77,18,70,19,14,80,76,18,69,25,47,47,48,26,48,19,15,19,15,48,15,26,47,25,14,47,69,18,1.0
21,34,71,45,58,79,45,13,23,73,34,60,47,46,81,14,48,14,22,72,80,14,47,47,35,59,35,48,36,15,23,15,23,60,23,48,35,47,22,59,47,14,2.0
28,31,66,39,61,82,53,8,29,67,32,63,40,54,85,10,41,10,28,66,84,10,40,54,32,62,32,55,33,11,29,11,29,63,29,55,32,54,28,62,40,10,1.0
28,31,66,39,61,87,51,5,29,67,32,63,41,53,89,6,42,6,28,66,88,6,41,53,32,62,32,54,33,7,29,7,29,63,29,54,32,53,28,62,41,6,2.0
21,31,71,64,61,71,28,19,22,73,32,62,64,29,74,20,66,21,22,72,73,21,65,29,32,62,32,30,33,22,23,22,23,63,23,30,32,29,22,62,65,21,2.0
13,38,79,59,52,68,31,22,14,81,41,54,61,34,71,24,62,25,14,80,70,24,61,33,40,54,41,34,41,25,15,25,15,55,15,34,40,33,14,54,61,24,1.0
24,28,68,60,64,75,30,17,24,70,30,64,62,33,77,18,63,19,25,69,76,18,62,32,29,65,30,33,30,19,26,19,26,66,26,33,29,32,25,65,62,18,2.0
24,32,68,49,62,80,41,12,26,70,33,63,51,44,82,13,52,14,25,69,81,13,51,43,32,62,33,44,33,14,26,14,26,63,26,44,32,43,25,62,51,13,2.0
24,34,68,43,58,78,47,12,26,70,34,60,45,48,81,14,46,14,25,69,80,14,45,49,35,59,35,50,36,15,26,15,26,60,26,50,35,49,25,59,45,14,1.0
17,36,73,64,54,82,28,10,19,76,38,56,65,29,84,11,66,12,19,75,83,11,65,29,38,56,39,30,39,12,20,12,20,57,20,30,38,29,19,56,65,11,2.0
24,31,68,40,61,78,50,12,26,70,32,63,42,52,81,14,43,14,25,69,80,14,42,52,32,62,32,53,33,15,26,15,26,63,26,53,32,52,25,62,42,14,1.0
24,32,68,49,62,79,41,13,26,70,33,63,51,44,81,14,52,15,25,69,80,14,51,43,32,62,33,44,33,15,26,15,26,63,26,44,32,43,25,62,51,14,2.0
25,35,69,41,57,83,51,9,26,70,36,59,42,52,85,10,43,10,25,69,84,10,42,52,36,58,36,53,37,11,26,11,26,59,26,53,36,52,25,58,42,10,1.0
24,32,68,52,62,79,40,13,26,70,32,63,53,41,81,14,54,15,25,69,80,14,53,41,32,62,33,42,33,15,26,15,26,63,26,42,32,41,25,62,53,14,2.0
20,36,72,59,56,71,31,19,22,74,38,58,60,34,74,20,62,22,21,73,73,21,61,33,37,57,38,34,38,22,22,22,22,58,22,34,37,33,21,57,61,21,1.0
17,45,75,59,45,75,31,17,18,77,46,47,60,32,77,17,62,18,18,76,76,18,61,33,47,47,47,34,48,19,19,19,19,48,19,34,47,33,18,47,61,18,1.0
24,32,68,45,60,79,45,11,26,70,33,62,47,47,82,13,48,13,25,69,81,13,47,47,33,61,33,48,34,14,26,14,26,62,26,48,33,47,25,61,47,13,1.0
28,31,66,39,61,83,53,9,29,67,32,63,40,54,85,10,41,10,28,66,84,10,40,54,32,62,32,55,33,11,29,11,29,63,29,55,32,54,28,62,40,10,1.0
24,35,68,42,57,79,48,13,26,70,36,59,44,50,81,14,45,14,25,69,80,14,44,50,36,58,36,51,37,15,26,15,26,59,26,51,36,50,25,58,44,14,2.0
9,40,83,72,48,80,20,14,10,85,43,51,73,21,81,14,74,15,10,84,80,14,73,21,43,51,44,21,44,15,11,15,10,52,11,22,43,21,10,51,73,14,2.0
24,29,68,39,65,79,53,13,26,70,30,66,40,55,81,14,41,15,25,69,80,14,40,54,29,65,30,55,30,15,26,15,26,66,26,55,29,54,25,65,40,14,1.0
24,34,68,43,58,78,47,12,26,70,34,60,45,48,81,14,46,14,25,69,80,14,45,49,35,59,35,50,36,15,26,15,26,60,26,50,35,49,25,59,45,14,1.0
28,31,66,43,61,80,49,12,29,67,32,63,44,50,82,13,45,13,28,66,81,13,44,50,32,62,32,51,33,14,29,14,29,63,29,51,32,50,28,62,44,13,1.0
24,33,68,53,59,74,39,16,26,70,35,61,54,41,77,18,55,19,25,69,76,18,54,40,34,60,35,41,35,19,26,19,26,61,26,41,34,40,25,60,54,18,2.0
22,35,68,45,57,83,47,7,25,71,36,59,47,48,86,10,47,10,24,70,85,9,46,48,36,58,37,49,37,10,25,10,25,59,25,49,36,48,24,58,46,9,2.0
21,34,71,44,58,75,46,15,23,73,34,60,46,47,78,17,47,17,22,72,77,17,46,48,35,59,35,49,36,18,23,18,23,60,23,49,35,48,22,59,46,17,1.0
24,41,68,50,49,75,42,15,26,70,43,52,51,43,78,17,52,17,25,69,77,17,51,43,43,51,43,44,44,18,26,18,26,52,26,44,43,43,25,51,51,17,2.0
25,32,69,42,60,91,50,3,26,70,33,62,43,51,92,3,44,3,25,69,91,3,43,51,33,61,33,52,34,4,26,4,26,62,26,52,33,51,25,61,43,3,1.0
