@relation 'Sax dominant'

@attribute o1atLcc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMaa numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute destClass {1,3,2}

@data
7,75,61,11,82,13,22,73,23,14,81,13,22,72,22,13,1
4,80,63,11,86,9,21,74,22,10,85,9,21,73,21,9,3
7,73,74,2,81,14,11,84,12,15,80,14,11,83,11,14,1
6,80,90,0,85,10,2,93,3,11,84,10,2,92,2,10,1
11,59,55,13,72,21,24,69,27,24,71,23,26,68,26,23,3
10,70,60,10,78,16,21,73,23,18,77,17,22,72,22,17,3
6,80,90,0,85,10,2,93,3,11,84,10,2,92,2,10,3
10,66,57,13,76,18,24,70,26,20,75,19,25,69,25,19,1
10,70,75,5,78,17,12,83,13,18,77,17,12,82,12,17,1
9,65,60,14,76,19,24,71,25,20,75,19,24,70,24,19,3
13,65,57,13,74,20,24,70,26,22,73,21,25,69,25,21,3
8,72,63,7,80,13,17,76,20,16,79,15,19,75,19,15,1
5,81,90,0,86,9,2,93,3,10,85,9,2,92,2,9,3
8,70,66,8,79,15,17,77,19,17,78,16,18,76,18,16,3
6,80,90,0,85,10,2,93,3,11,84,10,2,92,2,10,3
11,65,56,14,75,19,25,69,27,21,74,20,26,68,26,20,3
7,67,57,11,78,15,22,71,25,18,77,17,24,70,24,17,1
9,69,60,12,78,16,22,72,24,18,77,17,23,71,23,17,1
5,77,62,12,84,11,22,73,23,12,83,11,22,72,22,11,3
7,79,69,7,84,11,16,79,17,12,83,11,16,78,16,11,2
13,65,57,13,74,20,24,70,26,22,73,21,25,69,25,21,2
7,79,69,9,84,11,17,78,18,12,83,11,17,77,17,11,3
3,89,94,0,91,4,0,95,1,5,90,4,0,94,0,4,1
11,69,58,12,77,17,23,71,25,19,76,18,24,70,24,18,2
4,80,61,13,86,9,23,72,24,10,85,9,23,71,23,9,3
10,62,63,11,74,21,21,74,22,22,73,21,21,73,21,21,1
10,64,57,11,75,19,23,71,25,21,74,20,24,70,24,20,2
6,78,85,1,84,11,5,90,6,12,83,11,5,89,5,11,3
13,67,57,13,75,19,24,70,26,21,74,20,25,69,25,20,3
5,79,94,0,85,10,0,95,1,11,84,10,0,94,0,10,3
10,68,56,12,77,17,24,70,26,19,76,18,25,69,25,18,3
8,76,56,14,82,12,25,69,27,14,81,13,26,68,26,13,1
8,70,63,9,79,15,19,75,21,17,78,16,20,74,20,16,3
10,66,57,13,76,18,24,70,26,20,75,19,25,69,25,19,1
13,65,56,14,74,20,25,69,27,22,73,21,26,68,26,21,3
8,70,70,6,79,16,15,80,16,17,78,16,15,79,15,16,3
8,70,60,12,79,15,22,72,24,17,78,16,23,71,23,16,2
1,91,94,0,93,2,0,95,1,3,92,2,0,94,0,2,1
6,76,62,12,83,12,22,73,23,13,82,12,22,72,22,12,2
10,68,54,14,77,17,26,68,28,19,76,18,27,67,27,18,2
3,89,94,0,91,4,0,95,1,5,90,4,0,94,0,4,1
11,61,57,11,73,20,22,71,25,23,72,22,24,70,24,22,3
10,64,61,11,75,19,21,73,23,21,74,20,22,72,22,20,3
13,67,57,13,75,19,24,70,26,21,74,20,25,69,25,20,3
8,78,83,1,83,12,6,89,7,13,82,12,6,88,6,12,2
12,68,54,14,76,17,25,68,28,20,75,19,27,67,27,19,3
6,68,56,10,79,14,22,71,25,17,78,16,24,70,24,16,1
8,70,64,8,79,15,18,76,20,17,78,16,19,75,19,16,2
7,73,84,2,81,14,6,89,7,15,80,14,6,88,6,14,3
4,82,94,0,87,8,0,95,1,9,86,8,0,94,0,8,2
5,79,66,8,85,9,17,77,19,11,84,10,18,76,18,10,3
8,70,83,3,79,16,7,88,8,17,78,16,7,87,7,16,3
11,69,67,9,77,17,17,77,19,19,76,18,18,76,18,18,2
10,76,68,10,81,14,18,77,19,15,80,14,18,76,18,14,3
5,79,66,8,85,9,17,77,19,11,84,10,18,76,18,10,1
11,69,61,11,77,17,21,73,23,19,76,18,22,72,22,18,3
10,70,56,12,78,16,24,70,26,18,77,17,25,69,25,17,1
6,80,90,0,85,10,2,93,3,11,84,10,2,92,2,10,3
11,69,66,8,77,17,17,77,19,19,76,18,18,76,18,18,3
10,68,55,13,77,16,24,69,27,19,76,18,26,68,26,18,3
8,78,65,7,83,12,18,77,19,13,82,12,18,76,18,12,3
6,78,89,1,84,11,3,92,4,12,83,11,3,91,3,11,2
7,79,80,2,84,11,8,87,9,12,83,11,8,86,8,11,3
5,79,60,12,85,9,22,72,24,11,84,10,23,71,23,10,3
0,94,88,4,95,1,6,90,6,1,94,0,5,89,5,0,1
8,78,65,9,83,12,19,76,20,13,82,12,19,75,19,12,3
6,80,90,0,85,10,2,93,3,11,84,10,2,92,2,10,2
10,66,56,14,76,18,25,69,27,20,75,19,26,68,26,19,3
11,69,58,14,77,17,24,70,26,19,76,18,25,69,25,18,1
8,70,61,11,79,15,21,73,23,17,78,16,22,72,22,16,1
8,76,69,5,82,13,15,80,16,14,81,13,15,79,15,13,3
10,62,60,12,74,20,22,72,24,22,73,21,23,71,23,21,3
8,78,71,3,83,12,13,82,14,13,82,12,13,81,13,12,3
4,80,60,10,86,8,21,73,23,10,85,9,22,72,22,9,3
9,67,59,9,77,17,21,73,23,19,76,18,22,72,22,18,2
6,76,81,1,83,11,6,88,8,13,82,12,7,87,7,12,1
11,71,63,11,78,16,20,74,22,18,77,17,21,73,21,17,2
10,62,58,14,74,20,24,70,26,22,73,21,25,69,25,21,2
9,65,56,14,76,18,25,69,27,20,75,19,26,68,26,19,2
8,70,79,1,79,16,8,87,9,17,78,16,8,86,8,16,1
10,62,61,11,74,20,21,73,23,22,73,21,22,72,22,21,2
5,81,88,0,86,9,3,92,4,10,85,9,3,91,3,9,3
10,70,54,14,78,15,25,68,28,18,77,17,27,67,27,17,1
7,79,72,2,84,11,12,83,13,12,83,11,12,82,12,11,3
8,70,74,6,79,15,12,82,14,17,78,16,13,81,13,16,1
10,70,55,13,78,16,25,69,27,18,77,17,26,68,26,17,3
6,80,92,0,85,10,1,94,2,11,84,10,1,93,1,10,2
10,70,56,12,78,16,24,70,26,18,77,17,25,69,25,17,1
11,69,58,12,77,17,23,71,25,19,76,18,24,70,24,18,3
11,69,56,12,77,16,23,70,26,19,76,18,25,69,25,18,3
6,66,54,12,78,14,23,69,27,18,77,17,26,68,26,17,3
5,81,85,1,86,9,5,90,6,10,85,9,5,89,5,9,2
8,78,70,6,83,12,15,80,16,13,82,12,15,79,15,12,3
11,65,57,11,75,18,22,71,25,21,74,20,24,70,24,20,2
8,68,56,12,78,15,23,70,26,18,77,17,25,69,25,17,3
6,78,90,0,84,11,2,93,3,12,83,11,2,92,2,11,2
3,81,84,2,87,8,6,89,7,9,86,8,6,88,6,8,3
8,78,71,5,83,12,14,81,15,13,82,12,14,80,14,12,1
4,80,60,14,86,9,24,71,25,10,85,9,24,70,24,9,2
8,70,61,11,79,16,22,73,23,17,78,16,22,72,22,16,1
7,81,71,1,85,10,12,83,13,11,84,10,12,82,12,10,3
10,66,56,14,76,18,25,69,27,20,75,19,26,68,26,19,2
7,79,72,6,84,11,14,81,15,12,83,11,14,80,14,11,3
10,64,60,12,75,19,22,72,24,21,74,20,23,71,23,20,1
8,70,78,4,79,16,10,85,11,17,78,16,10,84,10,16,3
4,80,76,4,86,9,11,84,12,10,85,9,11,83,11,9,3
8,66,61,11,77,18,22,73,23,19,76,18,22,72,22,18,1
10,64,61,11,75,19,21,73,23,21,74,20,22,72,22,20,3
4,80,76,4,86,9,11,84,12,10,85,9,11,83,11,9,3
8,70,71,7,79,16,15,80,16,17,78,16,15,79,15,16,3
4,80,62,12,86,9,22,73,23,10,85,9,22,72,22,9,3
4,80,73,5,86,9,13,82,14,10,85,9,13,81,13,9,2
4,78,61,9,85,9,20,74,22,11,84,10,21,73,21,10,1
11,67,60,10,76,18,21,73,23,20,75,19,22,72,22,19,3
5,81,68,4,86,9,15,80,16,10,85,9,15,79,15,9,2
6,80,92,0,85,10,1,94,2,11,84,10,1,93,1,10,3
8,70,78,4,79,16,10,85,11,17,78,16,10,84,10,16,3
5,79,69,7,85,9,15,79,17,11,84,10,16,78,16,10,3
6,78,85,1,84,11,5,90,6,12,83,11,5,89,5,11,2
7,65,57,11,77,15,21,71,25,19,76,18,24,70,24,18,2
7,73,72,4,81,14,13,82,14,15,80,14,13,81,13,14,2
10,70,56,12,78,16,24,70,26,18,77,17,25,69,25,17,1
7,79,71,9,84,11,16,79,17,12,83,11,16,78,16,11,3
6,78,87,1,84,11,4,91,5,12,83,11,4,90,4,11,3
6,80,83,1,85,10,6,89,7,11,84,10,6,88,6,10,3
5,79,90,0,85,10,2,93,3,11,84,10,2,92,2,10,3
5,81,81,1,86,9,7,88,8,10,85,9,7,87,7,9,3
8,68,60,14,78,16,23,71,25,18,77,17,24,70,24,17,2
6,80,92,0,85,10,1,94,2,11,84,10,1,93,1,10,1
6,78,88,0,84,11,3,92,4,12,83,11,3,91,3,11,3
9,69,58,12,78,16,23,71,25,18,77,17,24,70,24,17,3
8,76,66,8,82,13,18,77,19,14,81,13,18,76,18,13,3
5,77,57,11,84,10,23,71,25,12,83,11,24,70,24,11,3
6,80,89,1,85,10,3,92,4,11,84,10,3,91,3,10,2
4,80,63,11,86,9,21,74,22,10,85,9,21,73,21,9,3
4,78,56,12,85,9,24,70,26,11,84,10,25,69,25,10,3
5,79,63,11,85,10,21,74,22,11,84,10,21,73,21,10,3
6,80,89,1,85,10,3,92,4,11,84,10,3,91,3,10,3
7,79,90,0,84,11,2,93,3,12,83,11,2,92,2,11,1
11,71,62,10,78,16,20,74,22,18,77,17,21,73,21,17,2
7,73,75,3,81,14,11,84,12,15,80,14,11,83,11,14,3
11,61,61,11,73,21,21,73,23,23,72,22,22,72,22,22,1
5,79,62,12,85,9,21,73,23,11,84,10,22,72,22,10,2
9,69,58,12,78,16,23,71,25,18,77,17,24,70,24,17,2
6,80,90,0,85,10,2,93,3,11,84,10,2,92,2,10,3
4,80,58,10,86,8,22,72,24,10,85,9,23,71,23,9,3
10,64,59,13,75,19,23,71,25,21,74,20,24,70,24,20,3
7,67,59,11,78,15,21,72,24,18,77,17,23,71,23,17,3
5,79,62,10,85,9,20,74,22,11,84,10,21,73,21,10,3
6,78,88,0,84,10,2,92,4,12,83,11,3,91,3,11,1
11,71,62,12,78,16,21,73,23,18,77,17,22,72,22,17,2
8,72,76,6,80,15,12,83,13,16,79,15,12,82,12,15,3
5,81,85,1,86,9,5,90,6,10,85,9,5,89,5,9,3
7,67,62,10,78,15,19,74,22,18,77,17,21,73,21,17,1
6,78,87,1,84,11,4,91,5,12,83,11,4,90,4,11,1
8,70,69,5,79,15,14,80,16,17,78,16,15,79,15,16,2
6,80,94,0,85,10,0,95,1,11,84,10,0,94,0,10,1
5,79,87,1,85,10,4,91,5,11,84,10,4,90,4,10,2
9,63,59,11,75,20,23,72,24,21,74,20,23,71,23,20,2
6,80,90,0,85,10,2,93,3,11,84,10,2,92,2,10,3
10,70,55,13,78,15,24,69,27,18,77,17,26,68,26,17,1
5,77,62,10,84,11,21,74,22,12,83,11,21,73,21,11,1
4,80,62,8,86,8,19,75,21,10,85,9,20,74,20,9,1
5,79,65,9,85,9,18,76,20,11,84,10,19,75,19,10,2
6,80,81,1,85,10,7,88,8,11,84,10,7,87,7,10,1
8,68,58,12,78,16,23,71,25,18,77,17,24,70,24,17,2
6,80,92,0,85,10,1,94,2,11,84,10,1,93,1,10,3
7,81,89,1,85,10,3,92,4,11,84,10,3,91,3,10,2
9,77,69,9,82,13,17,78,18,14,81,13,17,77,17,13,2
4,80,60,12,86,8,22,72,24,10,85,9,23,71,23,9,3
8,72,94,0,80,15,0,95,1,16,79,15,0,94,0,15,1
8,72,84,2,80,15,6,89,7,16,79,15,6,88,6,15,2
7,77,69,7,83,12,16,79,17,13,82,12,16,78,16,12,3
8,78,63,11,83,12,21,74,22,13,82,12,21,73,21,12,3
8,68,55,13,78,16,25,69,27,18,77,17,26,68,26,17,3
8,78,70,4,83,12,14,81,15,13,82,12,14,80,14,12,3
7,77,83,3,83,12,7,88,8,13,82,12,7,87,7,12,2
8,70,68,6,79,16,16,79,17,17,78,16,16,78,16,16,3
9,77,69,9,82,13,17,78,18,14,81,13,17,77,17,13,2
8,68,61,11,78,16,21,73,23,18,77,17,22,72,22,17,2
5,81,90,0,86,9,2,93,3,10,85,9,2,92,2,9,3
5,73,55,11,82,12,24,70,26,14,81,13,25,69,25,13,1
5,77,65,9,84,11,19,76,20,12,83,11,19,75,19,11,3
7,73,70,8,81,14,16,79,17,15,80,14,16,78,16,14,3
9,63,57,13,75,19,24,70,26,21,74,20,25,69,25,20,3
6,78,87,1,84,11,4,91,5,12,83,11,4,90,4,11,2
10,70,56,12,78,16,24,70,26,18,77,17,25,69,25,17,1
5,77,57,11,84,10,23,71,25,12,83,11,24,70,24,11,1
11,69,66,10,77,17,18,76,20,19,76,18,19,75,19,18,2
7,79,69,7,84,11,16,79,17,12,83,11,16,78,16,11,1
6,80,82,2,85,10,7,88,8,11,84,10,7,87,7,10,2
11,71,60,10,78,16,21,73,23,18,77,17,22,72,22,17,3
8,70,61,11,79,15,21,73,23,17,78,16,22,72,22,16,2
8,78,67,5,83,12,16,79,17,13,82,12,16,78,16,12,3
5,79,62,12,85,10,22,73,23,11,84,10,22,72,22,10,2
8,66,56,12,77,15,22,70,26,19,76,18,25,69,25,18,2
7,77,69,9,83,12,17,78,18,13,82,12,17,77,17,12,3
11,71,59,11,78,16,22,72,24,18,77,17,23,71,23,17,3
7,77,79,3,83,12,9,86,10,13,82,12,9,85,9,12,3
8,78,78,4,83,12,10,85,11,13,82,12,10,84,10,12,2
8,72,63,9,80,13,18,75,21,16,79,15,20,74,20,15,1
8,70,75,5,79,16,12,83,13,17,78,16,12,82,12,16,1
10,70,55,13,78,16,25,69,27,18,77,17,26,68,26,17,2
10,70,55,13,78,16,25,69,27,18,77,17,26,68,26,17,3
9,69,59,11,78,16,22,72,24,18,77,17,23,71,23,17,3
11,75,67,7,80,15,17,78,18,16,79,15,17,77,17,15,3
7,71,75,1,80,15,10,85,11,16,79,15,10,84,10,15,3
8,70,79,1,79,16,8,87,9,17,78,16,8,86,8,16,1
8,72,73,5,80,15,13,82,14,16,79,15,13,81,13,15,3
7,77,94,0,83,12,0,95,1,13,82,12,0,94,0,12,1
5,79,80,2,85,10,8,87,9,11,84,10,8,86,8,10,3
10,70,68,6,78,16,15,79,17,18,77,17,16,78,16,17,1
6,80,90,0,85,10,2,93,3,11,84,10,2,92,2,10,1
6,76,83,3,83,12,7,88,8,13,82,12,7,87,7,12,3
10,70,61,9,78,16,20,74,22,18,77,17,21,73,21,17,3
5,77,65,9,84,10,18,76,20,12,83,11,19,75,19,11,3
3,89,94,0,91,4,0,95,1,5,90,4,0,94,0,4,1
11,59,56,16,72,20,24,68,28,24,71,23,27,67,27,23,1
8,64,55,13,76,16,23,69,27,20,75,19,26,68,26,19,3
4,80,63,11,86,9,21,74,22,10,85,9,21,73,21,9,1
11,71,67,9,78,16,17,77,19,18,77,17,18,76,18,17,3
5,77,67,9,84,11,18,77,19,12,83,11,18,76,18,11,3
5,77,59,13,84,10,23,71,25,12,83,11,24,70,24,11,3
5,79,89,1,85,10,3,92,4,11,84,10,3,91,3,10,3
4,78,61,11,85,9,21,73,23,11,84,10,22,72,22,10,3
8,70,66,8,79,15,17,77,19,17,78,16,18,76,18,16,3
8,78,68,8,83,12,17,78,18,13,82,12,17,77,17,12,2
5,79,69,7,85,10,16,79,17,11,84,10,16,78,16,10,3
8,78,66,8,83,12,18,77,19,13,82,12,18,76,18,12,2
7,75,61,11,82,13,22,73,23,14,81,13,22,72,22,13,1
6,76,61,9,83,11,20,74,22,13,82,12,21,73,21,12,2
11,69,65,7,77,17,17,77,19,19,76,18,18,76,18,18,1
4,80,61,11,86,8,21,73,23,10,85,9,22,72,22,9,1
8,66,59,11,77,17,22,72,24,19,76,18,23,71,23,18,3
10,70,56,12,78,16,24,70,26,18,77,17,25,69,25,17,1
10,68,57,11,77,17,23,71,25,19,76,18,24,70,24,18,2
11,65,57,13,75,19,24,70,26,21,74,20,25,69,25,20,3
8,76,69,7,82,13,16,79,17,14,81,13,16,78,16,13,3
5,79,60,10,85,9,21,73,23,11,84,10,22,72,22,10,3
8,78,78,4,83,12,10,85,11,13,82,12,10,84,10,12,3
5,79,67,9,85,9,17,77,19,11,84,10,18,76,18,10,2
5,79,61,11,85,9,21,73,23,11,84,10,22,72,22,10,3
8,78,71,5,83,12,14,81,15,13,82,12,14,80,14,12,3
6,80,92,0,85,10,1,94,2,11,84,10,1,93,1,10,3
6,80,92,0,85,10,1,94,2,11,84,10,1,93,1,10,2
6,78,85,1,84,11,5,90,6,12,83,11,5,89,5,11,2
11,69,56,12,77,16,23,70,26,19,76,18,25,69,25,18,3
9,77,68,8,82,13,17,78,18,14,81,13,17,77,17,13,3
6,80,94,0,85,10,0,95,1,11,84,10,0,94,0,10,1
9,77,69,9,82,13,17,78,18,14,81,13,17,77,17,13,3
8,78,66,8,83,12,18,77,19,13,82,12,18,76,18,12,2
10,70,68,8,78,16,16,78,18,18,77,17,17,77,17,17,3
5,79,69,7,85,9,15,79,17,11,84,10,16,78,16,10,3
10,64,58,14,75,19,24,70,26,21,74,20,25,69,25,20,1
4,80,60,12,86,8,22,72,24,10,85,9,23,71,23,9,1
6,76,57,13,83,11,24,70,26,13,82,12,25,69,25,12,3
8,64,55,13,76,16,23,69,27,20,75,19,26,68,26,19,3
7,71,77,5,80,15,11,84,12,16,79,15,11,83,11,15,3
4,80,59,11,86,8,22,72,24,10,85,9,23,71,23,9,2
2,90,94,0,92,3,0,95,1,4,91,3,0,94,0,3,1
6,78,85,1,84,11,5,90,6,12,83,11,5,89,5,11,2
6,80,94,0,85,10,0,95,1,11,84,10,0,94,0,10,2
5,81,89,1,86,9,3,92,4,10,85,9,3,91,3,9,2
11,61,61,11,73,21,21,73,23,23,72,22,22,72,22,22,3
7,75,59,13,82,12,23,71,25,14,81,13,24,70,24,13,3
6,80,85,1,85,10,5,90,6,11,84,10,5,89,5,10,2
11,69,60,10,77,17,21,73,23,19,76,18,22,72,22,18,3
8,76,70,6,82,13,15,80,16,14,81,13,15,79,15,13,2
6,76,94,0,83,12,0,95,1,13,82,12,0,94,0,12,1
8,72,64,6,80,14,17,77,19,16,79,15,18,76,18,15,3
10,64,59,11,75,19,22,72,24,21,74,20,23,71,23,20,3
11,67,57,13,76,18,24,70,26,20,75,19,25,69,25,19,3
4,80,62,10,86,8,20,74,22,10,85,9,21,73,21,9,3
11,69,58,12,77,17,23,71,25,19,76,18,24,70,24,18,1
10,76,64,10,81,14,20,75,21,15,80,14,20,74,20,14,3
6,78,84,2,84,11,6,89,7,12,83,11,6,88,6,11,1
8,68,56,12,78,14,22,70,26,18,77,17,25,69,25,17,2
11,69,58,12,77,17,23,71,25,19,76,18,24,70,24,18,3
10,64,59,11,75,19,22,72,24,21,74,20,23,71,23,20,1
7,65,57,11,77,15,21,71,25,19,76,18,24,70,24,18,1
8,66,57,13,77,17,24,70,26,19,76,18,25,69,25,18,2
9,69,58,12,78,16,23,71,25,18,77,17,24,70,24,17,2
8,78,65,9,83,12,19,76,20,13,82,12,19,75,19,12,3
6,80,87,1,85,10,4,91,5,11,84,10,4,90,4,10,3
10,76,66,10,81,14,19,76,20,15,80,14,19,75,19,14,3
8,72,72,6,80,15,14,81,15,16,79,15,14,80,14,15,3
5,81,88,0,86,9,3,92,4,10,85,9,3,91,3,9,3
4,80,65,9,86,8,18,76,20,10,85,9,19,75,19,9,1
10,68,55,13,77,16,24,69,27,19,76,18,26,68,26,18,3
10,62,59,11,74,20,22,72,24,22,73,21,23,71,23,21,2
10,66,58,14,76,18,24,70,26,20,75,19,25,69,25,19,3
4,78,62,8,85,9,19,75,21,11,84,10,20,74,20,10,1
4,80,63,9,86,8,19,75,21,10,85,9,20,74,20,9,3
11,69,56,12,77,16,23,70,26,19,76,18,25,69,25,18,2
9,69,61,11,78,16,21,73,23,18,77,17,22,72,22,17,3
6,78,92,0,84,11,1,94,2,12,83,11,1,93,1,11,1
13,65,53,15,74,19,26,67,29,22,73,21,28,66,28,21,3
8,64,56,12,76,17,23,70,26,20,75,19,25,69,25,19,3
10,62,60,12,74,20,22,72,24,22,73,21,23,71,23,21,2
9,67,55,13,77,16,24,69,27,19,76,18,26,68,26,18,1
10,66,59,13,76,18,23,71,25,20,75,19,24,70,24,19,3
7,79,63,9,84,11,20,75,21,12,83,11,20,74,20,11,3
9,67,57,13,77,17,24,70,26,19,76,18,25,69,25,18,2
10,64,94,0,75,20,0,95,1,21,74,20,0,94,0,20,1
10,62,56,12,74,20,24,70,26,22,73,21,25,69,25,21,3
10,68,54,14,77,17,26,68,28,19,76,18,27,67,27,18,2
5,77,59,13,84,10,23,71,25,12,83,11,24,70,24,11,2
9,69,58,12,78,16,23,71,25,18,77,17,24,70,24,17,3
10,70,56,12,78,16,24,70,26,18,77,17,25,69,25,17,2
9,67,58,12,77,17,23,71,25,19,76,18,24,70,24,18,2
6,78,85,1,84,11,5,90,6,12,83,11,5,89,5,11,2
6,80,90,0,85,10,2,93,3,11,84,10,2,92,2,10,3
7,79,83,1,84,11,6,89,7,12,83,11,6,88,6,11,2
8,70,62,10,79,15,20,74,22,17,78,16,21,73,21,16,3
9,69,55,13,78,15,24,69,27,18,77,17,26,68,26,17,3
8,72,84,2,80,15,6,89,7,16,79,15,6,88,6,15,3
6,78,86,0,84,11,4,91,5,12,83,11,4,90,4,11,3
9,69,57,13,78,16,24,70,26,18,77,17,25,69,25,17,3
8,70,58,10,79,14,21,72,24,17,78,16,23,71,23,16,1
6,78,85,3,84,11,6,89,7,12,83,11,6,88,6,11,2
6,76,75,3,83,12,11,84,12,13,82,12,11,83,11,12,3
4,78,61,13,85,10,23,72,24,11,84,10,23,71,23,10,2
10,68,55,13,77,17,25,69,27,19,76,18,26,68,26,18,2
4,80,65,9,86,8,18,76,20,10,85,9,19,75,19,9,1
5,81,94,0,86,9,0,95,1,10,85,9,0,94,0,9,1
8,74,61,11,81,14,22,73,23,15,80,14,22,72,22,14,2
12,66,55,13,75,19,25,69,27,21,74,20,26,68,26,20,2
9,65,61,11,76,19,22,73,23,20,75,19,22,72,22,19,3
11,69,58,12,77,17,23,71,25,19,76,18,24,70,24,18,1
8,78,69,9,83,12,17,78,18,13,82,12,17,77,17,12,2
10,68,55,13,77,16,24,69,27,19,76,18,26,68,26,18,2
11,71,67,9,78,17,18,77,19,18,77,17,18,76,18,17,2
4,78,59,13,85,9,23,71,25,11,84,10,24,70,24,10,2
9,65,59,11,76,17,21,72,24,20,75,19,23,71,23,19,1
8,66,57,11,77,15,21,71,25,19,76,18,24,70,24,18,1
6,78,90,0,84,11,2,93,3,12,83,11,2,92,2,11,2
11,75,66,10,80,15,19,76,20,16,79,15,19,75,19,15,1
10,70,55,13,78,16,25,69,27,18,77,17,26,68,26,17,3
5,79,60,12,85,9,22,72,24,11,84,10,23,71,23,10,3
9,77,77,3,82,13,10,85,11,14,81,13,10,84,10,13,1
5,79,81,3,85,10,8,87,9,11,84,10,8,86,8,10,1
11,71,63,11,78,16,20,74,22,18,77,17,21,73,21,17,1
8,78,70,8,83,12,16,79,17,13,82,12,16,78,16,12,3
11,65,57,13,75,19,24,70,26,21,74,20,25,69,25,20,3
9,69,56,12,78,15,23,70,26,18,77,17,25,69,25,17,3
10,66,58,14,76,18,24,70,26,20,75,19,25,69,25,19,3
9,77,71,9,82,13,16,79,17,14,81,13,16,78,16,13,2
10,70,56,12,78,16,24,70,26,18,77,17,25,69,25,17,1
8,70,83,3,79,16,7,88,8,17,78,16,7,87,7,16,3
7,73,73,3,81,13,11,83,13,15,80,14,12,82,12,14,1
8,64,55,13,76,16,23,69,27,20,75,19,26,68,26,19,3
6,78,89,1,84,11,3,92,4,12,83,11,3,91,3,11,1
8,68,55,13,78,15,24,69,27,18,77,17,26,68,26,17,1
7,65,57,11,77,15,21,71,25,19,76,18,24,70,24,18,3
4,78,60,14,85,10,24,71,25,11,84,10,24,70,24,10,3
10,70,53,15,78,15,26,67,29,18,77,17,28,66,28,17,1
8,70,63,9,79,15,19,75,21,17,78,16,20,74,20,16,3
8,70,76,6,79,16,12,83,13,17,78,16,12,82,12,16,3
7,79,71,9,84,11,16,79,17,12,83,11,16,78,16,11,2
10,70,56,12,78,16,24,70,26,18,77,17,25,69,25,17,2
10,62,61,11,74,20,21,73,23,22,73,21,22,72,22,21,2
5,79,86,0,85,10,4,91,5,11,84,10,4,90,4,10,3
5,77,68,8,84,11,17,78,18,12,83,11,17,77,17,11,3
5,83,94,0,87,8,0,95,1,9,86,8,0,94,0,8,1
5,81,83,1,86,9,6,89,7,10,85,9,6,88,6,9,3
4,78,62,10,85,9,20,74,22,11,84,10,21,73,21,10,3
8,78,68,6,83,12,16,79,17,13,82,12,16,78,16,12,3
6,80,89,1,85,10,3,92,4,11,84,10,3,91,3,10,3
8,78,88,2,83,12,4,91,5,13,82,12,4,90,4,12,3
6,80,90,0,85,10,2,93,3,11,84,10,2,92,2,10,2
6,80,90,0,85,10,2,93,3,11,84,10,2,92,2,10,3
10,62,61,13,74,20,22,72,24,22,73,21,23,71,23,21,2
4,80,61,11,86,8,21,73,23,10,85,9,22,72,22,9,1
4,78,60,14,85,10,24,71,25,11,84,10,24,70,24,10,3
6,80,92,0,85,10,1,94,2,11,84,10,1,93,1,10,2
6,80,92,0,85,10,1,94,2,11,84,10,1,93,1,10,1
10,68,55,13,77,16,24,69,27,19,76,18,26,68,26,18,3
8,76,62,10,82,13,21,74,22,14,81,13,21,73,21,13,1
9,77,67,9,82,13,18,77,19,14,81,13,18,76,18,13,1
6,78,67,9,84,10,17,77,19,12,83,11,18,76,18,11,2
13,67,58,12,75,19,23,71,25,21,74,20,24,70,24,20,3
4,80,60,14,86,9,24,71,25,10,85,9,24,70,24,9,3
8,70,66,8,79,15,17,77,19,17,78,16,18,76,18,16,2
11,75,71,5,80,15,14,81,15,16,79,15,14,80,14,15,2
8,72,60,10,80,14,21,73,23,16,79,15,22,72,22,15,3
8,70,78,2,79,16,9,86,10,17,78,16,9,85,9,16,2
10,66,53,15,76,17,26,67,29,20,75,19,28,66,28,19,1
6,78,83,3,84,11,7,88,8,12,83,11,7,87,7,11,3
4,80,61,13,86,9,23,72,24,10,85,9,23,71,23,9,2
8,70,68,6,79,15,15,79,17,17,78,16,16,78,16,16,1
8,70,72,6,79,16,14,81,15,17,78,16,14,80,14,16,1
5,79,90,0,85,10,2,93,3,11,84,10,2,92,2,10,1
11,67,59,11,76,18,22,72,24,20,75,19,23,71,23,19,3
8,70,60,14,79,15,23,71,25,17,78,16,24,70,24,16,2
10,70,54,14,78,16,26,68,28,18,77,17,27,67,27,17,3
11,69,64,8,77,17,18,76,20,19,76,18,19,75,19,18,1
10,68,55,15,77,16,25,68,28,19,76,18,27,67,27,18,3
5,79,94,0,85,10,0,95,1,11,84,10,0,94,0,10,2
11,75,66,10,80,15,19,76,20,16,79,15,19,75,19,15,1
5,81,71,3,86,9,13,82,14,10,85,9,13,81,13,9,1
7,79,63,11,84,11,21,74,22,12,83,11,21,73,21,11,2
1,91,94,0,93,2,0,95,1,3,92,2,0,94,0,2,1
10,76,66,8,81,14,18,77,19,15,80,14,18,76,18,14,1
9,65,56,14,76,18,25,69,27,20,75,19,26,68,26,19,2
