@relation 'Sax dominant'

@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atLeee numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMbdb numeric
@attribute o1atLbdb numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMcec numeric
@attribute o1atLcec numeric
@attribute o1atMecd numeric
@attribute o1atLecd numeric
@attribute o1atMcbe numeric
@attribute o1atLcbe numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMdbc numeric
@attribute o1atLdbc numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMebb numeric
@attribute o1atLebb numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMdec numeric
@attribute o1atLdec numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute o1atMdbd numeric
@attribute o1atLdbd numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMaaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMaed numeric
@attribute o1atLaed numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMade numeric
@attribute o1atLade numeric
@attribute o1atMaec numeric
@attribute o1atLaec numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMaeb numeric
@attribute o1atLaeb numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMada numeric
@attribute o1atLada numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMadb numeric
@attribute o1atLadb numeric
@attribute destClass {1,3,2}

@data
1,3,15,57,86,4,36,16,34,14,68,29,35,41,32,40,2,77,8,89,3,73,15,72,12,15,15,77,11,35,3,19,58,18,57,76,10,34,10,36,11,10,93,70,15,87,4,35,12,19,4,85,8,78,5,18,15,19,16,35,37,76,4,73,3,32,15,70,4,77,4,36,3,78,3,36,5,78,3,35,15,36,3,19,5,87,3,77,3,89,2,36,5,35,15,77,4,73,5,35,8,0,16,89,2,78,2,0,0,94,0,58,0,41,0,58,0,5,0,58,0,58,0,15,0,4,0,5,0,11,0,16,0,94,0,5,0,16,0,16,0,94,0,93,0,16,1
1,4,22,49,83,6,42,21,39,18,54,27,38,37,34,36,3,70,10,87,4,62,18,61,13,23,22,69,13,43,5,29,50,28,49,68,11,41,13,44,14,20,93,58,18,84,5,41,14,31,6,81,9,71,7,30,22,31,23,38,29,68,6,62,4,35,20,58,6,70,5,42,4,71,4,42,7,71,4,40,18,44,4,31,7,84,4,70,4,87,3,44,7,39,19,69,6,62,7,43,10,0,23,87,3,71,3,0,0,94,0,50,0,37,0,50,0,7,0,50,0,50,0,19,0,6,0,7,0,14,0,23,0,94,0,7,0,23,0,23,0,94,0,93,0,23,1
1,4,18,52,83,6,39,25,35,21,48,28,32,39,29,38,3,66,13,87,4,57,19,56,15,19,26,66,16,40,5,25,53,23,52,64,13,38,16,41,17,16,93,53,21,84,6,38,16,27,6,81,12,67,7,26,26,27,27,34,31,64,6,57,4,30,24,53,6,66,6,39,4,67,4,39,7,67,4,36,19,41,4,27,7,84,4,66,4,87,3,41,7,33,22,66,6,57,7,40,13,0,27,87,3,67,3,0,0,94,0,53,0,39,0,53,0,7,0,53,0,53,0,22,0,6,0,7,0,17,0,27,0,94,0,7,0,27,0,27,0,94,0,93,0,27,1
1,4,15,55,85,5,36,26,33,23,45,31,30,43,27,42,3,65,13,88,4,55,21,54,17,16,27,65,16,37,4,23,56,22,55,63,14,35,16,38,17,15,93,51,23,86,5,35,18,25,5,84,12,66,6,24,27,25,28,32,34,63,5,55,3,28,25,51,5,65,5,36,3,66,4,36,6,66,3,34,21,38,4,25,6,86,3,65,3,88,3,38,6,31,24,65,5,55,6,37,13,0,28,88,3,66,3,0,0,94,0,56,0,43,0,56,0,6,0,56,0,56,0,24,0,5,0,6,0,17,0,28,0,94,0,6,0,28,0,28,0,94,0,93,0,28,2
1,3,14,56,86,4,34,29,30,25,41,32,28,44,24,43,2,61,15,89,3,51,24,50,19,15,31,62,19,36,3,21,57,19,56,59,16,34,20,37,21,14,93,45,24,87,5,33,20,24,4,85,14,62,5,23,31,24,32,28,35,59,4,51,2,25,28,45,4,61,5,34,2,62,3,34,5,62,2,31,24,37,3,24,5,87,2,61,2,89,2,37,5,29,26,62,4,51,5,36,15,0,32,89,2,62,2,0,0,94,0,57,0,44,0,57,0,5,0,57,0,57,0,26,0,4,0,5,0,21,0,32,0,94,0,5,0,32,0,32,0,94,0,93,0,32,3
1,4,22,50,85,5,41,21,38,18,52,28,37,38,31,37,3,70,10,88,4,61,18,60,13,23,22,70,12,42,4,28,51,26,50,68,11,40,12,43,13,20,93,58,18,86,5,40,13,30,5,84,9,71,6,29,22,30,23,37,31,68,5,61,3,33,20,58,5,70,5,41,3,71,4,41,6,71,3,39,18,43,4,30,6,86,3,70,3,88,3,43,6,38,19,70,5,61,6,42,10,0,23,88,3,71,3,0,0,94,0,51,0,38,0,51,0,6,0,51,0,51,0,19,0,5,0,6,0,13,0,23,0,94,0,6,0,23,0,23,0,94,0,93,0,23,2
1,3,13,62,86,3,31,13,31,12,73,38,30,48,30,48,2,79,6,89,3,77,12,75,11,13,12,80,9,31,2,17,62,17,62,77,8,31,8,31,9,9,93,74,12,87,4,31,11,17,4,85,6,81,5,17,12,17,13,31,44,78,4,77,4,30,12,74,4,79,4,31,4,81,3,31,5,81,2,31,12,31,3,17,5,87,2,79,2,89,2,31,5,30,12,80,3,77,5,31,6,0,13,89,2,81,2,0,0,94,0,63,0,49,0,63,0,5,0,62,0,63,0,13,0,3,0,5,0,9,0,13,0,94,0,5,0,13,0,13,0,94,0,93,0,13,1
1,3,15,55,84,4,38,26,32,20,44,28,31,41,24,40,2,65,9,88,3,55,19,54,13,15,25,66,13,37,3,23,56,19,55,64,10,35,12,38,13,13,93,50,21,85,4,37,14,23,5,82,7,67,5,22,25,23,26,33,33,65,4,55,3,26,25,51,5,66,5,38,3,68,3,38,6,67,3,33,19,38,3,23,6,85,2,66,2,88,2,38,5,31,21,67,4,55,6,37,9,0,26,88,2,68,2,0,0,94,0,56,0,41,0,56,0,5,0,56,0,56,0,21,0,4,0,6,0,13,0,26,0,94,0,6,0,26,0,26,0,94,0,93,0,26,2
1,3,15,58,83,5,32,19,33,19,60,35,28,46,32,45,2,71,11,87,2,65,14,65,18,15,20,71,12,34,5,20,59,21,58,70,13,33,13,33,14,13,93,63,18,83,5,32,18,22,6,80,10,72,5,21,20,21,21,32,39,70,5,66,5,32,18,63,5,72,5,33,5,73,2,33,6,72,4,33,14,35,3,22,7,83,4,72,5,87,3,34,6,28,20,71,5,66,5,33,11,0,21,87,2,73,2,0,0,94,0,59,0,46,0,59,0,6,0,59,0,59,0,20,0,6,0,6,0,14,0,21,0,94,0,7,0,21,0,21,0,94,0,93,0,21,3
1,3,13,59,83,5,33,21,31,18,58,33,29,46,29,45,2,71,10,87,2,64,16,64,16,13,20,70,13,33,5,20,60,19,59,70,12,32,12,33,13,12,93,62,19,83,4,33,17,20,6,80,9,72,6,19,20,20,21,32,39,70,5,65,5,30,20,62,6,72,4,34,5,73,3,34,7,72,4,32,16,34,3,20,7,83,4,72,5,87,3,34,6,29,19,70,6,65,6,33,10,0,21,87,2,73,2,0,0,94,0,60,0,46,0,60,0,6,0,60,0,60,0,19,0,6,0,7,0,13,0,21,0,94,0,7,0,21,0,21,0,94,0,93,0,21,3
1,3,17,55,83,4,34,18,35,18,59,29,31,41,33,40,2,70,10,87,2,63,13,64,15,17,20,69,10,37,5,21,56,22,55,70,11,35,12,36,13,14,93,63,16,83,4,34,16,23,6,80,9,71,4,22,20,22,21,34,35,70,4,65,4,33,17,63,5,72,4,35,4,73,2,35,6,71,4,35,14,38,3,23,7,83,4,72,4,87,3,37,5,31,19,70,5,65,5,36,11,0,21,87,2,73,2,0,0,94,0,56,0,41,0,56,0,5,0,56,0,56,0,19,0,6,0,6,0,13,0,21,0,94,0,7,0,21,0,21,0,94,0,93,0,21,1
1,3,15,61,86,3,31,16,31,14,70,41,30,51,30,50,2,76,9,89,2,73,14,73,13,15,15,76,12,31,3,21,62,21,61,76,11,31,11,31,12,14,93,71,15,87,3,31,14,21,4,85,9,77,4,21,15,21,16,31,45,76,3,74,3,30,15,71,4,77,3,32,4,78,3,32,5,77,3,31,14,32,3,21,5,87,3,77,3,89,2,32,4,30,15,76,4,74,4,31,9,0,16,89,2,78,2,0,0,94,0,62,0,51,0,62,0,4,0,62,0,62,0,15,0,4,0,5,0,12,0,16,0,94,0,5,0,16,0,16,0,94,0,93,0,16,3
1,3,13,56,84,4,36,24,31,19,46,30,29,43,25,42,2,66,7,88,3,57,18,55,13,14,24,66,13,36,3,22,57,19,56,64,9,34,12,37,13,13,93,50,20,85,3,35,14,23,5,82,6,68,5,22,24,23,25,31,34,65,4,57,3,26,23,51,5,67,4,36,3,69,3,36,6,68,2,32,18,37,3,23,6,85,2,67,2,88,2,37,5,30,20,67,4,57,6,36,7,0,25,88,2,69,2,0,0,94,0,57,0,43,0,57,0,5,0,57,0,57,0,20,0,4,0,6,0,13,0,25,0,94,0,6,0,25,0,25,0,94,0,93,0,25,1
1,5,20,50,82,7,41,25,37,21,48,27,34,37,31,36,4,66,13,86,5,57,19,56,15,21,26,66,16,42,6,27,51,25,50,64,13,40,16,43,17,17,93,53,21,83,7,40,16,29,7,80,12,67,8,28,26,29,27,36,29,64,7,57,5,32,24,53,7,66,7,41,5,67,5,41,8,67,5,38,19,43,5,29,8,83,5,66,5,86,4,43,8,35,22,66,7,57,8,42,13,0,27,86,4,67,4,0,0,94,0,51,0,37,0,51,0,8,0,51,0,51,0,22,0,7,0,8,0,17,0,27,0,94,0,8,0,27,0,27,0,94,0,93,0,27,3
1,4,16,53,83,6,38,28,32,22,43,26,31,39,25,38,3,63,14,87,4,53,21,52,15,16,29,63,17,39,5,23,54,20,53,61,14,37,18,40,19,14,93,48,21,84,6,37,17,25,6,81,13,64,7,24,29,25,30,31,30,61,6,53,4,27,27,48,6,63,6,38,4,64,4,38,7,64,4,33,21,40,4,25,7,84,4,63,4,87,3,40,7,31,23,63,6,53,7,39,14,0,30,87,3,64,3,0,0,94,0,54,0,39,0,54,0,7,0,54,0,54,0,23,0,6,0,7,0,19,0,30,0,94,0,7,0,30,0,30,0,94,0,93,0,30,3
1,3,14,60,88,3,33,16,31,13,65,35,33,46,29,45,2,77,6,90,3,71,16,70,11,14,15,78,9,32,2,18,61,17,60,76,7,32,8,33,9,10,93,68,14,89,4,32,12,18,3,88,5,78,4,18,15,18,16,31,42,76,3,71,2,29,15,68,3,77,4,33,3,78,3,33,4,78,2,31,16,33,3,18,4,89,2,77,2,90,2,33,4,33,14,78,3,71,4,32,6,0,16,90,2,78,2,0,0,94,0,61,0,46,0,61,0,4,0,61,0,61,0,14,0,3,0,4,0,9,0,16,0,94,0,4,0,16,0,16,0,94,0,93,0,16,3
1,4,21,49,85,5,43,20,38,15,55,26,39,37,33,36,3,72,8,88,4,63,17,62,10,22,20,72,11,43,4,30,50,27,49,70,7,41,10,44,11,20,93,60,16,86,5,42,11,31,5,84,6,73,6,30,20,31,21,38,28,70,5,63,3,34,19,60,5,72,5,43,3,73,4,43,6,73,3,39,17,44,4,31,6,86,3,72,3,88,3,44,6,40,16,72,5,63,6,43,8,0,21,88,3,73,3,0,0,94,0,50,0,37,0,50,0,6,0,50,0,50,0,16,0,5,0,6,0,11,0,21,0,94,0,6,0,21,0,21,0,94,0,93,0,21,3
1,4,16,54,83,6,37,26,32,21,45,29,31,40,26,39,3,65,13,87,4,55,21,54,15,17,27,65,16,38,5,22,55,20,54,63,13,36,16,39,17,13,93,51,21,84,6,36,17,24,6,81,12,66,7,23,27,24,28,31,33,63,6,55,4,28,25,51,6,65,6,37,4,66,4,37,7,66,4,33,21,39,4,24,7,84,4,65,4,87,3,39,7,32,22,65,6,55,7,38,13,0,28,87,3,66,3,0,0,94,0,55,0,40,0,55,0,7,0,55,0,55,0,22,0,6,0,7,0,17,0,28,0,94,0,7,0,28,0,28,0,94,0,93,0,28,3
1,3,12,61,86,3,32,13,32,12,73,34,30,45,31,45,2,79,6,89,3,77,11,75,11,12,12,80,9,32,2,16,61,16,61,77,8,32,8,32,9,7,93,74,12,87,4,32,11,16,4,85,6,81,5,16,12,16,13,32,41,78,4,77,4,31,12,74,4,79,4,32,4,81,3,32,5,81,2,32,11,32,3,16,5,87,2,79,2,89,2,32,5,30,12,80,3,77,5,32,6,0,13,89,2,81,2,0,0,94,0,62,0,46,0,62,0,5,0,61,0,62,0,13,0,3,0,5,0,9,0,13,0,94,0,5,0,13,0,13,0,94,0,93,0,13,3
1,3,14,57,83,5,34,21,32,18,59,31,31,44,29,43,2,70,10,87,2,64,16,64,15,14,21,69,14,35,5,22,58,20,57,69,13,33,14,35,15,13,93,61,18,83,4,34,16,22,6,80,10,71,6,21,21,22,22,33,36,69,5,65,4,30,20,61,6,71,4,35,4,72,3,35,7,71,4,33,17,36,3,22,7,83,4,71,4,87,3,36,6,31,19,69,6,65,6,35,11,0,22,87,2,72,2,0,0,94,0,58,0,44,0,58,0,6,0,58,0,58,0,19,0,6,0,7,0,15,0,22,0,94,0,7,0,22,0,22,0,94,0,93,0,22,3
1,4,26,47,87,4,45,19,40,14,53,28,40,37,34,36,3,73,6,89,4,63,15,62,10,27,19,73,9,45,3,34,48,30,47,72,6,44,8,46,9,25,93,60,15,88,4,44,10,35,4,87,5,74,5,34,19,35,20,40,29,72,4,63,3,36,18,60,4,73,4,45,3,74,4,45,5,74,3,41,15,46,4,35,5,88,3,73,3,89,3,46,5,41,15,73,4,63,5,45,6,0,20,89,3,74,3,0,0,94,0,48,0,37,0,48,0,5,0,48,0,48,0,15,0,4,0,5,0,9,0,20,0,94,0,5,0,20,0,20,0,94,0,93,0,20,2
1,3,16,55,83,5,35,18,36,18,63,31,33,42,34,41,2,72,11,87,2,67,15,67,16,16,19,72,12,37,5,22,56,23,55,71,13,36,13,36,14,13,93,65,17,83,5,35,16,24,6,80,10,73,5,23,19,23,20,35,34,71,5,68,5,34,17,65,5,73,5,36,5,74,2,36,6,73,4,36,15,38,3,24,7,83,4,73,5,87,3,37,6,33,19,72,5,68,5,36,11,0,20,87,2,74,2,0,0,94,0,56,0,42,0,56,0,6,0,56,0,56,0,19,0,6,0,6,0,14,0,20,0,94,0,7,0,20,0,20,0,94,0,93,0,20,1
1,3,12,62,86,4,31,15,30,13,71,35,29,47,29,46,2,78,8,89,3,75,13,74,12,12,14,78,11,30,3,15,63,15,62,76,10,30,10,31,11,8,93,72,14,87,4,30,13,15,4,85,8,79,5,15,14,15,15,30,44,76,4,75,3,29,14,72,4,78,4,31,4,79,3,31,5,79,2,30,13,31,3,15,5,87,2,78,3,89,2,31,5,29,14,78,4,75,5,30,8,0,15,89,2,79,2,0,0,94,0,63,0,47,0,63,0,5,0,63,0,63,0,14,0,4,0,5,0,11,0,15,0,94,0,5,0,15,0,15,0,94,0,93,0,15,2
1,5,22,51,82,7,40,25,36,21,48,29,34,39,31,38,4,66,13,86,5,57,20,56,15,23,26,66,16,41,6,27,52,26,51,64,13,39,16,42,17,20,93,53,21,83,7,39,17,29,7,80,12,67,8,28,26,29,27,35,33,64,7,57,5,32,24,53,7,66,7,40,5,67,5,40,8,67,5,37,20,42,5,29,8,83,5,66,5,86,4,42,8,35,22,66,7,57,8,41,13,0,27,86,4,67,4,0,0,94,0,52,0,39,0,52,0,8,0,52,0,52,0,22,0,7,0,8,0,17,0,27,0,94,0,8,0,27,0,27,0,94,0,93,0,27,3
1,3,15,56,84,3,36,20,32,15,57,30,33,43,29,42,2,71,7,88,2,64,16,64,13,15,19,72,11,36,3,23,57,20,56,70,9,34,10,36,11,14,93,61,16,85,4,36,14,23,5,82,6,73,5,22,19,23,20,33,35,71,4,65,3,31,19,61,5,72,4,37,3,74,3,37,6,73,3,33,16,37,3,23,6,85,2,72,2,88,2,37,5,33,16,72,4,65,5,36,7,0,20,88,2,74,2,0,0,94,0,57,0,43,0,57,0,5,0,57,0,57,0,16,0,4,0,6,0,11,0,20,0,94,0,6,0,20,0,20,0,94,0,93,0,20,2
1,4,23,52,87,4,41,14,39,11,67,30,40,39,36,38,3,79,5,89,4,73,13,72,9,23,13,79,7,40,3,27,53,26,52,78,6,40,6,41,7,18,93,71,12,88,4,40,10,27,4,87,4,80,5,27,13,27,14,39,35,78,4,73,3,37,13,71,4,79,4,41,4,80,4,41,5,80,3,39,13,41,4,27,5,88,3,79,3,89,3,41,5,40,12,79,4,73,5,40,5,0,14,89,3,80,3,0,0,94,0,53,0,39,0,53,0,5,0,53,0,53,0,12,0,4,0,5,0,7,0,14,0,94,0,5,0,14,0,14,0,94,0,93,0,14,2
1,3,13,61,86,3,32,14,32,13,70,36,30,46,30,46,2,78,6,89,3,75,12,73,11,13,13,79,9,32,2,17,61,17,61,76,8,32,8,32,9,8,93,72,13,87,4,32,11,17,4,85,6,80,5,17,13,17,14,32,42,77,4,75,4,30,13,72,4,78,4,32,4,80,3,32,5,80,2,32,12,32,3,17,5,87,2,78,2,89,2,32,5,30,13,79,3,75,5,32,6,0,14,89,2,80,2,0,0,94,0,62,0,47,0,62,0,5,0,61,0,62,0,14,0,3,0,5,0,9,0,14,0,94,0,5,0,14,0,14,0,94,0,93,0,14,2
1,4,19,50,87,4,42,23,36,17,49,26,37,37,29,36,3,69,10,89,4,59,19,58,11,20,23,70,13,42,3,28,51,24,50,68,9,41,12,43,13,17,93,56,18,88,5,41,12,29,4,87,9,70,5,28,23,29,24,36,28,68,4,59,3,31,22,56,4,69,5,42,3,70,4,42,5,70,3,37,19,43,4,29,5,88,3,69,3,89,3,43,5,38,18,70,4,59,5,42,10,0,24,89,3,70,3,0,0,94,0,51,0,37,0,51,0,5,0,51,0,51,0,18,0,4,0,5,0,13,0,24,0,94,0,5,0,24,0,24,0,94,0,93,0,24,3
1,4,15,55,85,5,36,27,32,23,44,31,30,43,26,42,3,64,13,88,4,54,22,53,17,16,28,64,17,37,4,23,56,21,55,62,14,35,17,38,18,15,93,49,23,86,5,35,18,25,5,84,12,65,6,24,28,25,29,31,34,62,5,54,3,27,26,49,5,64,5,36,3,65,4,36,6,65,3,33,22,38,4,25,6,86,3,64,3,88,3,38,6,31,24,64,5,54,6,37,13,0,29,88,3,65,3,0,0,94,0,56,0,43,0,56,0,6,0,56,0,56,0,24,0,5,0,6,0,18,0,29,0,94,0,6,0,29,0,29,0,94,0,93,0,29,2
1,3,18,59,86,4,34,15,33,13,71,36,32,45,32,44,2,78,8,89,3,75,13,74,12,18,14,78,11,33,3,19,60,19,59,76,10,33,10,34,11,12,93,72,14,87,4,33,13,19,4,85,8,79,5,19,14,19,15,33,44,76,4,75,3,32,14,72,4,78,4,34,4,79,3,34,5,79,2,33,13,34,3,19,5,87,2,78,3,89,2,34,5,32,14,78,4,75,5,33,8,0,15,89,2,79,2,0,0,94,0,60,0,45,0,60,0,5,0,60,0,60,0,14,0,4,0,5,0,11,0,15,0,94,0,5,0,15,0,15,0,94,0,93,0,15,3
1,3,13,56,84,3,35,23,31,18,49,30,29,43,26,42,2,67,8,88,2,58,17,58,14,14,23,68,13,36,3,22,57,19,56,66,10,34,12,36,13,13,93,54,19,85,4,35,15,23,5,82,7,69,5,22,23,23,24,31,34,67,4,59,3,28,22,54,5,68,4,36,3,70,3,36,6,69,3,32,17,37,3,23,6,85,2,68,2,88,2,37,5,30,19,68,4,59,5,36,8,0,24,88,2,70,2,0,0,94,0,57,0,43,0,57,0,5,0,57,0,57,0,19,0,4,0,6,0,13,0,24,0,94,0,6,0,24,0,24,0,94,0,93,0,24,3
1,3,15,55,86,4,36,27,31,22,44,32,31,43,25,42,2,64,12,89,3,54,23,53,16,16,28,64,17,37,3,23,56,20,55,62,13,35,17,38,18,14,93,48,22,87,4,35,17,25,4,85,11,65,5,24,28,25,29,30,34,62,4,54,2,26,26,48,4,64,4,36,2,65,3,36,5,65,2,32,23,38,3,25,5,87,2,64,2,89,2,38,5,32,23,64,4,54,5,37,12,0,29,89,2,65,2,0,0,94,0,56,0,43,0,56,0,5,0,56,0,56,0,23,0,4,0,5,0,18,0,29,0,94,0,5,0,29,0,29,0,94,0,93,0,29,3
1,3,12,57,84,4,35,26,29,20,41,31,28,44,20,43,2,64,9,88,3,53,20,52,12,13,26,65,13,35,3,21,58,17,57,63,9,33,12,36,13,12,93,48,21,85,4,34,13,22,5,82,7,66,5,21,26,22,27,29,35,64,4,53,3,22,25,49,5,65,5,35,3,67,3,35,6,66,3,30,20,36,3,22,6,85,2,65,2,88,2,36,5,29,21,66,4,53,6,35,9,0,27,88,2,67,2,0,0,94,0,58,0,44,0,58,0,5,0,58,0,58,0,21,0,4,0,6,0,13,0,27,0,94,0,6,0,27,0,27,0,94,0,93,0,27,3
1,3,11,62,83,5,28,18,29,18,63,39,27,50,26,49,2,72,11,87,2,67,16,67,15,11,19,72,12,30,5,16,63,17,62,71,13,29,13,29,14,9,93,65,17,83,5,28,15,18,6,80,10,73,5,17,19,17,20,28,43,71,5,68,5,26,17,65,5,73,5,29,5,74,2,29,6,73,4,29,16,31,3,18,7,83,4,73,5,87,3,30,6,27,19,72,5,68,5,29,11,0,20,87,2,74,2,0,0,94,0,63,0,50,0,63,0,6,0,63,0,63,0,19,0,6,0,6,0,14,0,20,0,94,0,7,0,20,0,20,0,94,0,93,0,20,2
1,4,25,49,87,4,44,15,42,12,64,29,43,38,39,37,3,78,5,89,4,71,14,70,10,25,14,78,7,43,3,32,50,31,49,77,6,43,6,44,7,22,93,69,13,88,4,43,11,32,4,87,4,79,5,32,14,32,15,42,31,77,4,71,3,40,14,69,4,78,4,44,4,79,4,44,5,79,3,42,14,44,4,32,5,88,3,78,3,89,3,44,5,43,13,78,4,71,5,43,5,0,15,89,3,79,3,0,0,94,0,50,0,38,0,50,0,5,0,50,0,50,0,13,0,4,0,5,0,7,0,15,0,94,0,5,0,15,0,15,0,94,0,93,0,15,2
1,3,19,56,85,4,35,18,36,17,66,32,34,43,34,42,2,73,11,88,2,69,16,69,15,19,18,73,13,36,4,22,57,23,56,73,13,36,13,35,14,16,93,67,17,85,4,35,16,23,5,83,10,74,4,23,18,22,19,35,39,73,4,70,4,34,17,67,4,74,4,36,5,75,2,36,5,74,4,35,16,37,3,23,6,85,4,74,4,88,3,36,5,34,18,73,4,70,4,35,11,0,19,88,2,75,2,0,0,94,0,57,0,43,0,57,0,5,0,57,0,57,0,18,0,5,0,5,0,14,0,19,0,94,0,6,0,19,0,19,0,94,0,93,0,19,3
1,3,14,60,83,5,30,20,31,20,59,36,27,47,30,46,2,70,11,87,2,64,16,64,19,14,21,70,13,32,5,17,61,18,60,69,14,31,14,31,15,11,93,61,19,83,5,30,19,19,6,80,10,71,5,18,21,18,22,30,42,69,5,65,5,30,19,61,5,71,5,31,5,72,2,31,6,71,4,31,16,33,3,19,7,83,4,71,5,87,3,32,6,27,21,70,5,65,5,31,11,0,22,87,2,72,2,0,0,94,0,61,0,47,0,61,0,6,0,61,0,61,0,21,0,6,0,6,0,15,0,22,0,94,0,7,0,22,0,22,0,94,0,93,0,22,3
1,4,17,52,85,5,39,26,35,22,45,28,32,39,28,38,3,65,13,88,4,55,20,54,15,18,27,65,16,40,4,25,53,23,52,63,13,38,16,41,17,15,93,51,22,86,5,38,16,27,5,84,12,66,6,26,27,27,28,34,30,63,5,55,3,29,25,51,5,65,5,39,3,66,4,39,6,66,3,36,20,41,4,27,6,86,3,65,3,88,3,41,6,33,23,65,5,55,6,40,13,0,28,88,3,66,3,0,0,94,0,53,0,39,0,53,0,6,0,53,0,53,0,23,0,5,0,6,0,17,0,28,0,94,0,6,0,28,0,28,0,94,0,93,0,28,2
1,4,32,45,87,4,48,19,45,15,59,28,45,36,41,35,3,74,8,89,4,66,16,65,12,32,18,75,10,47,3,38,46,36,45,73,8,47,9,48,10,30,93,64,16,88,5,47,13,38,4,87,6,75,5,38,18,38,19,45,30,73,4,66,3,42,18,64,4,74,5,48,4,75,4,48,5,75,3,45,16,48,4,38,5,88,3,74,3,89,3,48,5,45,16,75,4,66,5,47,8,0,19,89,3,75,3,0,0,94,0,46,0,36,0,46,0,5,0,46,0,46,0,16,0,4,0,5,0,10,0,19,0,94,0,5,0,19,0,19,0,94,0,93,0,19,3
1,4,23,48,85,5,44,21,40,17,55,27,40,36,35,35,3,71,10,88,4,63,18,62,12,24,21,71,13,44,4,31,49,29,48,69,10,42,12,45,13,20,93,60,18,86,5,43,13,32,5,84,9,72,6,31,21,32,22,40,28,69,5,63,3,36,20,60,5,71,5,44,3,72,4,44,6,72,3,41,18,45,4,32,6,86,3,71,3,88,3,45,6,41,18,71,5,63,6,44,10,0,22,88,3,72,3,0,0,94,0,49,0,36,0,49,0,6,0,49,0,49,0,18,0,5,0,6,0,13,0,22,0,94,0,6,0,22,0,22,0,94,0,93,0,22,2
